con	cu	con	cu	ADP	ADP;ACC
inicio	pornire	inicio	pornire	N;MASC;SG	N;INDF;FEM;SG
salud	noroc	salud	noroc	N;FEM;SG	N;INDF;MASC;SG
salud	sanatate	salud	sanata	N;FEM;SG	N;INDF;FEM;SG
salud	sanatatea	salud	sanatate	N;FEM;SG	N;DEF;FEM;SG
salud	sanatate	salud	sanata	N;FEM;SG	N;INDF;FEM;SG
contiene	contine	contener	contin	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
contiene	contine	contener	contin	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
contiene	contine	contener	contin	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
idea	idee	idea	idee	N;FEM;SG	N;INDF;FEM;SG
idea	ideea	idea	idee	N;FEM;SG	N;DEF;FEM;SG
idea	idea	idea	idee	N;FEM;SG	N;DEF;FEM;SG
minutos	minutele	minuto	minut	N;MASC;PL	N;DEF;FEM;PL
minutos	minute	minuto	minut	N;MASC;PL	N;INDF;FEM;PL
verano	vara	verano	vară	N;MASC;SG	N;DEF;FEM;SG
verano	vara	verano	vară	N;MASC;SG	N;DEF;FEM;SG
sol	soare	sol	soare	N;MASC;SG	N;INDF;MASC;SG
sol	soarele	sol	soare	N;MASC;SG	N;DEF;MASC;SG
sol	soare	sol	soare	N;MASC;SG	N;INDF;MASC;SG
sol	sunshine	sol	sunshine	N;MASC;SG	N;INDF;MASC;SG
sol	sol	sol	sol	N;MASC;SG	N;INDF;MASC;SG
teoría	teorie	teoría	teorie	N;FEM;SG	N;INDF;FEM;SG
teoría	teoria	teoría	teorie	N;FEM;SG	N;DEF;FEM;SG
revolución	revolutie	revolución	revolutie	N;FEM;SG	N;INDF;FEM;SG
revolución	revolutia	revolución	revolutie	N;FEM;SG	N;DEF;FEM;SG
revolución	revolutia	revolución	revolutie	N;FEM;SG	N;DEF;FEM;SG
revolución	revolutie	revolución	revolutie	N;FEM;SG	N;INDF;FEM;SG
entrada	intrarea	entrada	intrare	N;FEM;SG	N;DEF;FEM;SG
entrada	intrare	entrada	intrare	N;FEM;SG	N;INDF;FEM;SG
entrada	intrarea	entrada	intrare	N;FEM;SG	N;DEF;FEM;SG
entrada	intrare	entrada	intrare	N;FEM;SG	N;INDF;FEM;SG
entrada	intrare	entrada	intrare	N;FEM;SG	N;INDF;FEM;SG
mando	comanda	mando	comandă	N;MASC;SG	N;DEF;FEM;SG
mando	comanda	mando	comandă	N;MASC;SG	N;DEF;FEM;SG
ciencia	stiinta	ciencia	stiintă	N;FEM;SG	N;DEF;FEM;SG
ciencia	stiinta	ciencia	stiintă	N;FEM;SG	N;DEF;FEM;SG
dirigida	dirijat	dirigido	dirija	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
dirigida	regizat	dirigido	regiza	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
records	discuri	records	disc	N;MASC	N;INDF;FEM;PL
records	records	records	records	N;MASC	N;INDF;MASC;SG
records	inregistrari	records	inregistrare	N;MASC	N;INDF;FEM;PL
records	recorduri	records	record	N;MASC	N;INDF;FEM;PL
aire	aer	aire	aer	N;MASC;SG	N;INDF;MASC;SG
aire	aerul	aire	aer	N;MASC;SG	N;DEF;MASC;SG
aire	air	aire	air	N;MASC;SG	N;INDF;MASC;SG
sector	sector	sector	sector	N;MASC;SG	N;INDF;MASC;SG
sector	sectorul	sector	sector	N;MASC;SG	N;DEF;MASC;SG
importancia	semnificatie	importancia	semnificatie	N;FEM;SG	N;INDF;FEM;SG
importancia	semnificatia	importancia	semnificatie	N;FEM;SG	N;DEF;FEM;SG
importancia	semnificatie	importancia	semnificatie	N;FEM;SG	N;INDF;FEM;SG
ataque	atac	ataque	atac	N;MASC;SG	N;INDF;MASC;SG
flora	flora	flora	flor	N;FEM;SG	N;DEF;FEM;SG
comunicación	comunicare	comunicación	comunicare	N;FEM;SG	N;INDF;FEM;SG
comunicación	comunicarea	comunicación	comunicare	N;FEM;SG	N;DEF;FEM;SG
puente	pod	puente	pod	N;MASC;SG	N;INDF;MASC;SG
puente	podul	puente	pod	N;MASC;SG	N;DEF;MASC;SG
puente	punte	puente	punte	N;MASC;SG	N;INDF;FEM;SG
puente	puntea	puente	puntea	N;MASC;SG	N;DEF;FEM;SG
matrimonio	casatorie	matrimonio	casatorie	N;MASC;SG	N;INDF;FEM;SG
matrimonio	casatoria	matrimonio	casatorie	N;MASC;SG	N;DEF;FEM;SG
matrimonio	casatorie	matrimonio	casatorie	N;MASC;SG	N;INDF;FEM;SG
matrimonio	casatoria	matrimonio	casatorie	N;MASC;SG	N;DEF;FEM;SG
matrimonio	casnicie	matrimonio	casnicie	N;MASC;SG	N;INDF;FEM;SG
material	materialul	material	material	N;MASC;SG	N;DEF;MASC;SG
material	material	material	material	N;MASC;SG	N;INDF;MASC;SG
humanos	oamenii	humanos	om	N	N;DEF;MASC;PL
humanos	om	humanos	om	N	N;INDF;MASC;SG
realidad	realitate	realidad	realitate	N;FEM;SG	N;INDF;FEM;SG
realidad	realitatea	realidad	realitate	N;FEM;SG	N;DEF;FEM;SG
escudo	scut	escudo	scut	N;MASC;SG	N;INDF;MASC;SG
escudo	scutul	escudo	scut	N;MASC;SG	N;DEF;MASC;SG
escudo	shield	escudo	shield	N;MASC;SG	N;INDF;MASC;SG
aguas	apele	agua	apă	N;FEM;PL	N;DEF;FEM;PL
aguas	apelor	agua	apă	N;FEM;PL	N;DEF;FEM;PL
aguas	ape	agua	apă	N;FEM;PL	N;INDF;FEM;PL
acceso	access	acceso	access	N;MASC;SG	N;INDF;MASC;SG
acceso	acces	acceso	acces	N;MASC;SG	N;INDF;MASC;SG
acceso	accesul	acceso	acces	N;MASC;SG	N;DEF;MASC;SG
acceso	accesarea	acceso	accesare	N;MASC;SG	N;DEF;FEM;SG
clasificación	rating	clasificación	ratinge	N;FEM;SG	N;INDF;MASC;SG
clasificación	evaluare	clasificación	evaluare	N;FEM;SG	N;INDF;FEM;SG
clasificación	sortare	clasificación	sortare	N;FEM;SG	N;INDF;FEM;SG
clasificación	clasificare	clasificación	clasificare	N;FEM;SG	N;INDF;FEM;SG
clasificación	clasificarea	clasificación	clasificare	N;FEM;SG	N;DEF;FEM;SG
clasificación	clasament	clasificación	clasament	N;FEM;SG	N;INDF;MASC;SG
mano	mina	mano	mină	N;FEM;SG	N;DEF;FEM;SG
mano	mana	mano	mană	N;FEM;SG	N;DEF;FEM;SG
mano	mana	mano	mană	N;FEM;SG	N;DEF;FEM;SG
mano	mana	mano	mană	N;FEM;SG	N;DEF;FEM;SG
sigue	urmareste	seguir	urmarest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sociales	sociale	social	social	ADJ;PL	ADJ;INDF;FEM;PL
problema	problema	problema	problemă	N;MASC;SG	N;DEF;FEM;SG
problema	problema	problema	problemă	N;MASC;SG	N;DEF;FEM;SG
trabajos	joburi	trabajo	job	N;MASC;PL	N;INDF;FEM;PL
trabajos	lucrari	trabajo	lucrar	N;MASC;PL	N;INDF;FEM;PL
trabajos	lucrari	trabajo	lucrar	N;MASC;PL	N;INDF;FEM;PL
elegido	aleasa	elegido	ales	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
futbolista	fotbalistul	futbolista	fotbalist	N;SG	N;DEF;MASC;SG
futbolista	fotbalist	futbolista	fotbalist	N;SG	N;INDF;MASC;SG
comercial	comercial	comercial	comercial	ADJ;SG	ADJ;INDF;MASC;SG
comercial	comerciala	comercial	comercial	ADJ;SG	ADJ;DEF;FEM;SG
metal	metalul	metal	metal	N;MASC;SG	N;DEF;MASC;SG
metal	metal	metal	metal	N;MASC;SG	N;INDF;MASC;SG
diario	daily	diario	daily	N;MASC;SG	N;INDF;MASC;SG
diario	jurnalul	diario	jurnal	N;MASC;SG	N;DEF;MASC;SG
diario	jurnal	diario	jurnal	N;MASC;SG	N;INDF;MASC;SG
diario	journal	diario	journal	N;MASC;SG	N;INDF;MASC;SG
diario	jurnalul	diario	jurnal	N;MASC;SG	N;DEF;MASC;SG
diario	jurnal	diario	jurnal	N;MASC;SG	N;INDF;MASC;SG
palabra	cuvint	palabra	cuvint	N;FEM;SG	N;INDF;MASC;SG
palabra	word	palabra	word	N;FEM;SG	N;INDF;MASC;SG
palabra	cuvant	palabra	cuvant	N;FEM;SG	N;INDF;MASC;SG
palabra	cuvant	palabra	cuvant	N;FEM;SG	N;INDF;MASC;SG
carácter	personaj	carácter	personaj	N;MASC;SG	N;INDF;MASC;SG
carácter	caracterul	carácter	caracter	N;MASC;SG	N;DEF;MASC;SG
carácter	caracter	carácter	caracter	N;MASC;SG	N;INDF;MASC;SG
falta	lipsa	falta	lipsă	N;FEM;SG	N;DEF;FEM;SG
falta	lipsa	falta	lipsă	N;FEM;SG	N;DEF;FEM;SG
reina	regina	reina	regină	N;FEM;SG	N;DEF;FEM;SG
reina	dama	reina	damă	N;FEM;SG	N;INDF;MASC;SG
reina	regina	reina	regină	N;FEM;SG	N;DEF;FEM;SG
reina	queen	reina	queen	N;FEM;SG	N;INDF;MASC;SG
domingo	duminica	domingo	duminică	N	N;DEF;FEM;SG
domingo	duminica	domingo	duminică	N	N;DEF;FEM;SG
libertad	libertate	libertad	libertate	N;FEM;SG	N;INDF;FEM;SG
libertad	libertatea	libertad	libertate	N;FEM;SG	N;DEF;FEM;SG
libertad	freedom	libertad	freedom	N;FEM;SG	N;INDF;MASC;SG
libertad	libertate	libertad	libertate	N;FEM;SG	N;INDF;FEM;SG
libertad	liberty	libertad	liberty	N;FEM;SG	N;INDF;MASC;SG
vía	urmari	vía	urmare		
vía	via	vía	via		
xviii	eighteenth	xviii	eighteenth	N	N;INDF;MASC;SG
unidades	unitati	unidad	unitati	N;FEM;PL	N;INDF;FEM;PL
unidades	unitati	unidad	unitati	N;FEM;PL	N;INDF;FEM;PL
unidades	unitati	unidad	unitati	N;FEM;PL	N;INDF;FEM;PL
capitán	capitan	capitán	capitan	N;MASC;SG	N;INDF;MASC;SG
capitán	skipper	capitán	skipper	N;MASC;SG	N;INDF;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor		
políticas	politicile	política	politică	N;FEM;PL	N;DEF;FEM;PL
considerado	considerata	considerado	considerat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
considerado	considerata	considerado	considerat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
considerado	considerat	considerado	considerat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
considerado	grijuliu	considerado	grijuliu	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
comisión	comisiei	comisión	comisie	N;FEM;SG	N;DEF;FEM;SG
comisión	comisia	comisión	comisie	N;FEM;SG	N;DEF;FEM;SG
comisión	comisie	comisión	comisie	N;FEM;SG	N;INDF;FEM;SG
comisión	comision	comisión	comision	N;FEM;SG	N;INDF;MASC;SG
comisión	comitetul	comisión	comitet	N;FEM;SG	N;DEF;MASC;SG
comisión	comitet	comisión	comitet	N;FEM;SG	N;INDF;MASC;SG
lima	lima	lima	limă	N;FEM;SG	N;DEF;FEM;SG
velocidad	viteza	velocidad	viteză	N;FEM;SG	N;DEF;FEM;SG
velocidad	viteza	velocidad	viteză	N;FEM;SG	N;DEF;FEM;SG
velocidad	speed	velocidad	speed	N;FEM;SG	N;INDF;MASC;SG
velocidad	turatia	velocidad	turatie	N;FEM;SG	N;DEF;FEM;SG
objetos	obiectele	objeto	obiect	N;MASC;PL	N;DEF;FEM;PL
objetos	obiecte	objeto	obiect	N;MASC;PL	N;INDF;FEM;PL
ministerio	ministerul	ministerio	minister	N;MASC;SG	N;DEF;MASC;SG
ministerio	ministerului	ministerio	minister	N;MASC;SG	N;DEF;MASC;SG
ministerio	minister	ministerio	minister	N;MASC;SG	N;INDF;MASC;SG
creado	creata	creado	crea	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
creado	creata	creado	crea	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
creado	creat	creado	crea	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
oriental	oriental	oriental	oriental	ADJ;SG	ADJ;INDF;MASC;SG
oriental	orientala	oriental	orientală	ADJ;SG	ADJ;DEF;FEM;SG
hermanos	fratii	hermano	frate	N;MASC;PL	N;DEF;MASC;PL
hermanos	fratii	hermano	frate	N;MASC;PL	N;DEF;MASC;PL
hermanos	fratii	hermano	frate	N;MASC;PL	N;DEF;MASC;PL
hermanos	fratilor	hermano	frate	N;MASC;PL	N;DEF;MASC;PL
edificios	cladiri	edificio	cladire	N;MASC;PL	N;INDF;FEM;PL
edificios	cladiri	edificio	cladire	N;MASC;PL	N;INDF;FEM;PL
tierras	terenuri	tierra	teren	N;FEM;PL	N;INDF;FEM;PL
tierras	pamanturile	tierra	pamant	N;FEM;PL	N;DEF;FEM;PL
tierras	meleaguri	tierra	meleag	N;FEM;PL	N;INDF;FEM;PL
tierras	pamanturi	tierra	pamant	N;FEM;PL	N;INDF;FEM;PL
tierras	pamanturi	tierra	pamant	N;FEM;PL	N;INDF;FEM;PL
tierras	terenuri	tierra	teren	N;FEM;PL	N;INDF;FEM;PL
cosas	lucrurile	cosa	lucru	N;FEM;PL	N;DEF;FEM;PL
cosas	lucruri	cosa	lucru	N;FEM;PL	N;INDF;FEM;PL
cosas	chestii	cosa	chestie	N;FEM;PL	N;INDF;FEM;PL
cosas	lucruri	cosa	lucru	N;FEM;PL	N;INDF;FEM;PL
británico	britanica	británico	britanică	N;MASC;SG	N;DEF;FEM;SG
británico	british	británico	british	N;MASC;SG	N;INDF;MASC;SG
áfrica	africa	áfrico	africa	N;FEM;SG	N;DEF;FEM;SG
izquierda	stanga	izquierda	stanga	N;FEM;SG	N;DEF;FEM;SG
izquierda	stanga	izquierda	stanga	N;FEM;SG	N;DEF;FEM;SG
izquierda	stinga	izquierda	stingă	N;FEM;SG	N;DEF;FEM;SG
cambios	schimbari	cambio	schimbari	N;MASC;PL	N;INDF;FEM;PL
cambios	schimbari	cambio	schimbari	N;MASC;PL	N;INDF;FEM;PL
lanzado	lansat	lanzado	lansat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
lanzado	eliberat	lanzado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
lanzado	lansat	lanzado	lansat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
lanzado	lansata	lanzado	lansat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
bandera	drapel	bandera	drapel	N;FEM;SG	N;INDF;MASC;SG
bandera	drapelul	bandera	drapel	N;FEM;SG	N;DEF;MASC;SG
bandera	steagul	bandera	steag	N;FEM;SG	N;DEF;MASC;SG
bandera	pavilion	bandera	pavilion	N;FEM;SG	N;INDF;MASC;SG
bandera	steag	bandera	steag	N;FEM;SG	N;INDF;MASC;SG
bandera	banner	bandera	banner	N;FEM;SG	N;INDF;MASC;SG
rica	bogata	rico	bogat	ADJ;FEM;SG	ADJ;DEF;FEM;SG
rica	bogata	rico	bogat	ADJ;FEM;SG	ADJ;DEF;FEM;SG
rica	bogat	rico	bogat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
templo	templul	templo	templu	N;MASC;SG	N;DEF;MASC;SG
templo	templu	templo	templu	N;MASC;SG	N;INDF;MASC;SG
raza	raza	raza	rază	N;FEM;SG	N;DEF;FEM;SG
raza	rasa	raza	rasă	N;FEM;SG	N;DEF;FEM;SG
raza	rasa	raza	rasă	N;FEM;SG	N;DEF;FEM;SG
raza	rasa	raza	rasă	N;FEM;SG	N;DEF;FEM;SG
raza	cursa	raza	cursă	N;FEM;SG	N;DEF;FEM;SG
raza	rasa	raza	rasă	N;FEM;SG	N;DEF;FEM;SG
raza	cursa	raza	cursă	N;FEM;SG	N;DEF;FEM;SG
avenida	avenue	avenida	avenue	N;FEM;SG	N;INDF;MASC;SG
regional	regional	regional	regional	ADJ;SG	ADJ;INDF;MASC;SG
posterior	posterior	posterior	posterior	ADJ;SG	ADJ;INDF;MASC;SG
biblioteca	biblioteca	biblioteca	bibliotecă	N;FEM;SG	N;DEF;FEM;SG
biblioteca	biblioteca	biblioteca	bibliotecă	N;FEM;SG	N;DEF;FEM;SG
biblioteca	librarie	biblioteca	librarie	N;FEM;SG	N;INDF;FEM;SG
rojo	rosu	rojo	rosu	N;MASC;SG	N;INDF;MASC;SG
rojo	rosu	rojo	rosu	N;MASC;SG	N;INDF;MASC;SG
rojo	red	rojo	red	N;MASC;SG	N;INDF;MASC;SG
rojo	rosu	rojo	rosu	N;MASC;SG	N;INDF;MASC;SG
títulos	titluri	título	titlu	N;MASC;PL	N;INDF;FEM;PL
títulos	titlurile	título	titlu	N;MASC;PL	N;DEF;FEM;PL
títulos	grade	título	grad	N;MASC;PL	N;INDF;FEM;PL
títulos	diplome	título	diplomă	N;MASC;PL	N;INDF;FEM;PL
dijo	spuse	decir	spune	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
dijo	spus	decir	spune	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
reporte	raport	reportar	raport	N;MASC;SG	N;INDF;MASC;SG
reporte	raportul	reportar	raport	N;MASC;SG	N;DEF;MASC;SG
blancos	obiective	blanco	obiectiv	N;MASC;PL	N;INDF;FEM;PL
diez	zece	diez	zece	NUM;PL	NUM;PL
ángel	inger	ángel	inger	N;MASC;SG	N;INDF;MASC;SG
ángel	inger	ángel	inger	N;MASC;SG	N;INDF;MASC;SG
ángel	angel	ángel	angel	N;MASC;SG	N;INDF;MASC;SG
ecuador	ecuator	ecuador	ecuator	N;MASC;SG	N;INDF;MASC;SG
productos	marfuri	producto	marfă	N;MASC;PL	N;INDF;FEM;PL
productos	produse	producto	produs	N;MASC;PL	N;INDF;FEM;PL
productos	produsele	producto	produs	N;MASC;PL	N;DEF;FEM;PL
salvador	salvatorul	salvador	salvator	N;MASC;SG	N;DEF;MASC;SG
salvador	salvatorul	salvador	salvator	N;MASC;SG	N;DEF;MASC;SG
salvador	mantuitorul	salvador	mantuitor	N;MASC;SG	N;DEF;MASC;SG
manos	mainile	mano	maine	N;FEM;PL	N;DEF;FEM;PL
manos	mainile	mano	maine	N;FEM;PL	N;DEF;FEM;PL
carretera	autostrada	carretera	autostradă	N;FEM;SG	N;DEF;FEM;SG
carretera	autostrada	carretera	autostradă	N;FEM;SG	N;DEF;FEM;SG
carretera	drum	carretera	drum	N;FEM;SG	N;INDF;MASC;SG
carretera	drumul	carretera	drum	N;FEM;SG	N;DEF;MASC;SG
carretera	road	carretera	road	N;FEM;SG	N;INDF;MASC;SG
escrito	scrisa	escrito	scrisa	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
escrito	scrisa	escrito	scrisa	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
industria	industrie	industria	industrie	N;FEM;SG	N;INDF;FEM;SG
industria	industria	industria	industrie	N;FEM;SG	N;DEF;FEM;SG
entrenador	antrenor	entrenador	antrenor	N;MASC;SG	N;INDF;MASC;SG
entrenador	antrenor	entrenador	antrenor	N;MASC;SG	N;INDF;MASC;SG
entrenador	antrenorul	entrenador	antrenor	N;MASC;SG	N;DEF;MASC;SG
palabras	cuvintele	palabra	cuvânt	N;FEM;PL	N;DEF;FEM;PL
palabras	cuvinte	palabra	cuvânt	N;FEM;PL	N;INDF;FEM;PL
palabras	vorbe	palabra	vorbă	N;FEM;PL	N;INDF;FEM;PL
padres	parintii	padre	parinte	N;MASC;PL	N;DEF;MASC;PL
padres	parintii	padre	parinte	N;MASC;PL	N;DEF;MASC;PL
policía	politist	policía	politist	N;SG	N;INDF;MASC;SG
policía	politist	policía	politist	N;SG	N;INDF;MASC;SG
policía	politie	policía	politie	N;SG	N;INDF;FEM;SG
policía	politia	policía	politie	N;SG	N;DEF;FEM;SG
policía	politia	policía	politie	N;SG	N;DEF;FEM;SG
policía	politist	policía	politist	N;SG	N;INDF;MASC;SG
policía	politist	policía	politist	N;SG	N;INDF;MASC;SG
líder	lider	líder	lider	N;SG	N;INDF;MASC;SG
líder	conducator	líder	conducator	N;SG	N;INDF;MASC;SG
líder	leader	líder	leader	N;SG	N;INDF;MASC;SG
líder	liderul	líder	lider	N;SG	N;DEF;MASC;SG
fondo	fondul	fondo	fond	N;MASC;SG	N;DEF;MASC;SG
fondo	fond	fondo	fond	N;MASC;SG	N;INDF;MASC;SG
fondo	fundal	fondo	fundal	N;MASC;SG	N;INDF;MASC;SG
fondo	fundalul	fondo	fundal	N;MASC;SG	N;DEF;MASC;SG
productor	producator	productor	producator	N;MASC;SG	N;INDF;MASC;SG
productor	producator	productor	producator	N;MASC;SG	N;INDF;MASC;SG
gira	tour	gira	tour	N;FEM;SG	N;INDF;MASC;SG
gira	tur	gira	tur	N;FEM;SG	N;INDF;MASC;SG
gira	turul	gira	tur	N;FEM;SG	N;DEF;MASC;SG
gira	turneu	gira	turneu	N;FEM;SG	N;INDF;MASC;SG
técnica	tehnica	técnica	tehnică	N;FEM;SG	N;DEF;FEM;SG
técnica	tehnician	técnica	tehnician	N;FEM;SG	N;INDF;MASC;SG
técnica	tehnicianul	técnica	tehnician	N;FEM;SG	N;DEF;MASC;SG
técnica	tehnica	técnica	tehnică	N;FEM;SG	N;DEF;FEM;SG
técnica	tehnica	técnica	tehnică	N;FEM;SG	N;DEF;FEM;SG
príncipe	printul	príncipe	print	N;MASC;SG	N;DEF;MASC;SG
príncipe	printul	príncipe	print	N;MASC;SG	N;DEF;MASC;SG
príncipe	print	príncipe	print	N;MASC;SG	N;INDF;MASC;SG
príncipe	print	príncipe	print	N;MASC;SG	N;INDF;MASC;SG
príncipe	print	príncipe	print	N;MASC;SG	N;INDF;MASC;SG
príncipe	prince	príncipe	prince	N;MASC;SG	N;INDF;MASC;SG
áreas	arii	área	arie	N;FEM;PL	N;INDF;FEM;PL
áreas	domenii	área	domeniu	N;FEM;PL	N;INDF;FEM;PL
áreas	zonele	área	zonă	N;FEM;PL	N;DEF;FEM;PL
áreas	zone	área	zonă	N;FEM;PL	N;INDF;FEM;PL
encontrar	gaseste	encontrar	gaseste	V;NFIN	V;IND;SG;3;PRS;FIN
encontrar	gaseste	encontrar	gaseste	V;NFIN	V;IND;SG;3;PRS;FIN
plan	planul	plan	plan	N;MASC;SG	N;DEF;MASC;SG
plan	plan	plan	plan	N;MASC;SG	N;INDF;MASC;SG
artista	animatoare	artista	animator	N;SG	N;INDF;FEM;SG
artista	interpret	artista	interpret	N;SG	N;INDF;MASC;SG
artista	artista	artista	artista	N;SG	N;DEF;FEM;SG
artista	artista	artista	artista	N;SG	N;DEF;FEM;SG
artista	artistul	artista	artist	N;SG	N;DEF;MASC;SG
artista	artist	artista	artist	N;SG	N;INDF;MASC;SG
formas	forme	forma	formă	N;FEM;PL	N;INDF;FEM;PL
formas	forme	forma	formă	N;FEM;PL	N;INDF;FEM;PL
formas	formularele	forma	formular	N;FEM;PL	N;DEF;FEM;PL
formas	moduri	forma	mod	N;FEM;PL	N;INDF;FEM;PL
atlético	atletico	atlético	atletico	N;MASC;SG	N;INDF;MASC;SG
jun	jun	jun	jun		
catedral	catedrala	catedral	catedrală	N;FEM;SG	N;DEF;FEM;SG
catedral	catedrala	catedral	catedrală	N;FEM;SG	N;DEF;FEM;SG
saludos	salutari	saludo	salutar	N;MASC;PL	N;INDF;MASC;PL
saludos	salutari	saludo	salutar	N;MASC;PL	N;INDF;MASC;PL
temporadas	anotimpurile	temporada	anotimp	N;FEM;PL	N;DEF;FEM;PL
temporadas	sezoane	temporada	sezon	N;FEM;PL	N;INDF;FEM;PL
temporadas	anotimpuri	temporada	anotimp	N;FEM;PL	N;INDF;FEM;PL
ambas	ambele	ambos	ambii	NUM;FEM;PL	NUM;FEM;PL
colección	colectie	colección	colectie	N;FEM;SG	N;INDF;FEM;SG
colección	colectie	colección	colectie	N;FEM;SG	N;INDF;FEM;SG
colección	colectia	colección	colectie	N;FEM;SG	N;DEF;FEM;SG
colección	colectie	colección	colectie	N;FEM;SG	N;INDF;FEM;SG
colección	colectare	colección	colectare	N;FEM;SG	N;INDF;FEM;SG
colección	colectia	colección	colectie	N;FEM;SG	N;DEF;FEM;SG
cadena	lant	cadena	lant	N;FEM;SG	N;INDF;MASC;SG
cadena	lant	cadena	lant	N;FEM;SG	N;INDF;MASC;SG
cadena	lantul	cadena	lant	N;FEM;SG	N;DEF;MASC;SG
music	muzica	music	muzică	N	N;DEF;FEM;SG
music	muzica	music	muzică	N	N;DEF;FEM;SG
reyes	regilor	rey	regilor	N;MASC;PL	N;DEF;MASC;PL
reyes	regii	rey	regie	N;MASC;PL	N;INDF;MASC;PL
reyes	regi	rey	rege	N;MASC;PL	N;INDF;MASC;PL
combate	lupta	combate	luptă	N;MASC;SG	N;DEF;FEM;SG
combate	batalia	combate	batalie	N;MASC;SG	N;DEF;FEM;SG
combate	batalie	combate	batalie	N;MASC;SG	N;INDF;FEM;SG
azul	albastru	azul	albastru	ADJ;SG	ADJ;INDF;MASC;SG
motivo	motivul	motivo	motiv	N;MASC;SG	N;DEF;MASC;SG
motivo	motiv	motivo	motiv	N;MASC;SG	N;INDF;MASC;SG
motivo	motivul	motivo	motiv	N;MASC;SG	N;DEF;MASC;SG
motivo	motiv	motivo	motiv	N;MASC;SG	N;INDF;MASC;SG
motivo	pledoarie	motivo	pledoarie	N;MASC;SG	N;INDF;FEM;SG
líneas	liniile	línea	linie	N;FEM;PL	N;DEF;FEM;PL
líneas	linii	línea	linie	N;FEM;PL	N;INDF;FEM;PL
líneas	replici	línea	replic	N;FEM;PL	N;INDF;FEM;PL
pasado	trecut	pasado	trecut	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
páginas	paginile	página	pagină	N;FEM;PL	N;DEF;FEM;PL
páginas	pagini	página	pagină	N;FEM;PL	N;INDF;FEM;PL
españoles	spaniolii	español	spaniol	N;MASC;PL	N;DEF;MASC;PL
medida	masura	medida	masură	N;FEM;SG	N;DEF;FEM;SG
medida	masura	medida	masură	N;FEM;SG	N;DEF;FEM;SG
medida	masoara	medida	masoară	N;FEM;SG	N;DEF;FEM;SG
medida	masura	medida	masură	N;FEM;SG	N;DEF;FEM;SG
medida	masurare	medida	masurare	N;FEM;SG	N;INDF;FEM;SG
medida	masurarea	medida	masurare	N;FEM;SG	N;DEF;FEM;SG
influencia	influenta	influencia	influenta	N;FEM;SG	N;DEF;FEM;SG
influencia	influenta	influencia	influenta	N;FEM;SG	N;DEF;FEM;SG
influencia	influenta	influencia	influenta	N;FEM;SG	N;DEF;FEM;SG
influencia	sway	influencia	sway	N;FEM;SG	N;INDF;MASC;SG
lago	lacul	lago	lac	N;MASC;SG	N;DEF;MASC;SG
lago	lac	lago	lac	N;MASC;SG	N;INDF;MASC;SG
condiciones	termenii	condición	termen	N;FEM;PL	N;DEF;MASC;PL
condiciones	termeni	condición	termen	N;FEM;PL	N;INDF;MASC;PL
condiciones	conditiile	condición	conditie	N;FEM;PL	N;DEF;FEM;PL
condiciones	conditii	condición	conditie	N;FEM;PL	N;INDF;FEM;PL
condiciones	conditii	condición	conditie	N;FEM;PL	N;INDF;FEM;PL
condiciones	conditiile	condición	conditie	N;FEM;PL	N;DEF;FEM;PL
oficiales	oficiali	oficial	oficial	ADJ;PL	ADJ;INDF;MASC;PL
hospital	spitalul	hospital	spital	N;MASC;SG	N;DEF;MASC;SG
hospital	spital	hospital	spital	N;MASC;SG	N;INDF;MASC;SG
ocho	opt	ocho	opt	NUM;PL	NUM;PL
fuego	focul	fuego	foc	N;MASC;SG	N;DEF;MASC;SG
