категория	kategooria	категория	kategooria	N;INDF;FEM;SG	N;NOM;SG
дете	laps	дете	laps	N;INDF;NEUT;SG	N;NOM;SG
дете	lapse	дете	laps	N;INDF;NEUT;SG	N;GEN;SG
граница	piir	граница	piir	N;INDF;FEM;SG	N;NOM;SG
граница	piiri	граница	piir	N;INDF;FEM;SG	N;PRT;SG
граница	piir	граница	piir	N;INDF;FEM;SG	N;NOM;SG
граница	piir	граница	piir	N;INDF;FEM;SG	N;NOM;SG
граница	piirang	граница	piirang	N;INDF;FEM;SG	N;NOM;SG
граница	limiit	граница	limiit	N;INDF;FEM;SG	N;NOM;SG
аржентина	argentina	аржентина	argent	N;INDF;FEM;SG	N;FRML;SG
аржентина	argentiina	аржентина	argentiina	N;INDF;FEM;SG	N;NOM;SG
аржентина	argentina	аржентина	argent	N;INDF;FEM;SG	N;FRML;SG
аржентина	argentiina	аржентина	argentiina	N;INDF;FEM;SG	N;NOM;SG
база	baasi	база	baas	N;INDF;FEM;SG	N;PRT;SG
база	baas	база	baas	N;INDF;FEM;SG	N;NOM;SG
база	alus	база	alus	N;INDF;FEM;SG	N;NOM;SG
база	alus	база	alus	N;INDF;FEM;SG	N;NOM;SG
отделни	eraldi	отделен	eraldi	ADJ;INDF;PL	ADJ
годините	aastad	година	aasta	N;DEF;FEM;PL	N;NOM;PL
гол	eesmärk	гол	ees_märk	N;INDF;MASC;SG	N;NOM;SG
взема	võtab	взема	võtma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
закон	seadus	закон	seadus	N;INDF;MASC;SG	N;NOM;SG
титла	pealkiri	титла	peal_kiri	N;INDF;FEM;SG	N;NOM;SG
титла	ametinimetus	титла	ameti_nimetus	N;INDF;FEM;SG	N;NOM;SG
титла	tiitel	титла	tiitel	N;INDF;FEM;SG	N;NOM;SG
гърци	kreeklased	грък	kreeklane	N;INDF;MASC;PL	N;NOM;PL
никога	kunagi	никога	kunagi	ADV	ADV
полуостров	poolsaar	полуостров	pool_saar	N;INDF;MASC;SG	N;NOM;SG
константинопол	konstantinoopol	константинопол	konstantinoopol	N;INDF;MASC;SG	N;NOM;SG
езика	keel	език	keel	N;DEF;MASC;SG	N;NOM;SG
езика	keele	език	keel	N;DEF;MASC;SG	N;GEN;SG
френска	prantsuse	френски	prantsuse	ADJ;INDF;FEM;SG	ADJ
войници	sõdurid	войник	sõdur	N;INDF;MASC;PL	N;NOM;PL
войници	väed	войник	vägi	N;INDF;MASC;PL	N;NOM;PL
турнир	turniiri	турнир	turniir	N;INDF;MASC;SG	N;PRT;SG
турнир	turniir	турнир	turniir	N;INDF;MASC;SG	N;NOM;SG
международни	rahvusvahelised	международен	rahvus_vaheline	ADJ;INDF;PL	ADJ;NOM;PL
съюза	liit	съюз	liit	N;DEF;MASC;SG	N;NOM;SG
съюза	liidu	съюз	liit	N;DEF;MASC;SG	N;GEN;SG
подобни	sarnased	подобен	sarnane	ADJ;INDF;PL	ADJ;NOM;PL
положение	staatus	положение	staatus	N;INDF;NEUT;SG	N;NOM;SG
положение	seisund	положение	seisund	N;INDF;NEUT;SG	N;NOM;SG
положение	oleku	положение	olek	N;INDF;NEUT;SG	N;GEN;SG
положение	olek	положение	olek	N;INDF;NEUT;SG	N;NOM;SG
положение	asukoht	положение	asu_koht	N;INDF;NEUT;SG	N;NOM;SG
положение	positsioon	положение	positsioon	N;INDF;NEUT;SG	N;NOM;SG
положение	asend	положение	asend	N;INDF;NEUT;SG	N;NOM;SG
положение	olukord	положение	olu_kord	N;INDF;NEUT;SG	N;NOM;SG
положение	situatsioon	положение	situatsioon	N;INDF;NEUT;SG	N;NOM;SG
лесно	kergesti	лесно	kergesti	ADV	ADV
лесно	kergelt	лесно	kergelt	ADV	ADV
селата	külad	село	küla	N;DEF;NEUT;PL	N;NOM;PL
селата	külasid	село	küla	N;DEF;NEUT;PL	N;PRT;PL
стойност	väärtus	стойност	väärtus	N;INDF;FEM;SG	N;NOM;SG
управлява	jookseb	управлявам	jooksma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
управлява	haldab	управлявам	haldama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
игра	mängu	игра	mäng	N;INDF;FEM;SG	N;PRT;SG
игра	mäng	игра	mäng	N;INDF;FEM;SG	N;NOM;SG
свързва	ühendab	свързвам-(се)	ühendama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
локомотив	veduri	локомотив	vedur	N;INDF;MASC;SG	N;GEN;SG
блок	plokk	блок	plokk	N;INDF;MASC;SG	N;NOM;SG
блок	bloki	блок	blokk	N;INDF;MASC;SG	N;GEN;SG
блок	blokk	блок	blokk	N;INDF;MASC;SG	N;NOM;SG
блок	block	блок	block	N;INDF;MASC;SG	N;NOM;SG
инструменти	instrumendid	инструмент	instrument	N;INDF;MASC;PL	N;NOM;PL
инструменти	tööriistad	инструмент	töö_riist	N;INDF;MASC;PL	N;NOM;PL
средна	keskmise	среден	keskmine	ADJ;INDF;FEM;SG	ADJ;GEN;SG
средна	keskmine	среден	keskmine	ADJ;INDF;FEM;SG	ADJ;NOM;SG
къща	house	къща	hous	N;INDF;FEM;SG	N;NOM;SG
къща	majja	къща	maja	N;INDF;FEM;SG	N;IN+ALL;LGSPEC1;SG
къща	maja	къща	maja	N;INDF;FEM;SG	N;NOM;SG
поддържа	säilitab	поддържам	säilitama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
поддържа	toetab	поддържам	toetama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
обучение	koolitus	обучение	koolitus	N;INDF;NEUT;SG	N;NOM;SG
обучение	väljaõpe	обучение	välja_õpe	N;INDF;NEUT;SG	N;NOM;SG
обучение	haridus	обучение	haridus	N;INDF;NEUT;SG	N;NOM;SG
канал	kanal	канал	kana	N;INDF;MASC;SG	N;AT+ESS
;SG
всяко	iga	всеки	iga	PRO;NOM;NEUT;SG	PRO;NOM;SG
наука	teadus	наука	teadus	N;INDF;FEM;SG	N;NOM;SG
наука	teadust	наука	teadus	N;INDF;FEM;SG	N;PRT;SG
факултет	õppejõud	факултет	õppe_jõud	N;INDF;MASC;SG	N;NOM;SG
факултет	teaduskonna	факултет	teaduskond	N;INDF;MASC;SG	N;PRT;SG
кмет	linnapea	кмет	linna_pea	N;INDF;MASC;SG	N;NOM;SG
основен	põhiline	основен	põhiline	ADJ;INDF;MASC;SG	ADJ;NOM;SG
семейства	perekonnad	семейство	perekond	N;INDF;NEUT;PL	N;NOM;PL
семейства	pered	семейство	pere	N;INDF;NEUT;PL	N;NOM;PL
зависимост	sõltuvust	зависимост	sõltuvus	N;INDF;FEM;SG	N;PRT;SG
зависимост	sõltuvus	зависимост	sõltuvus	N;INDF;FEM;SG	N;NOM;SG
зависимост	sõltuvus	зависимост	sõltuvus	N;INDF;FEM;SG	N;NOM;SG
зависимост	sõltuvust	зависимост	sõltuvus	N;INDF;FEM;SG	N;PRT;SG
зависимост	sõltuvus	зависимост	sõltuvus	N;INDF;FEM;SG	N;NOM;SG
рота	äriühing	рота	äri_ühing	N;INDF;FEM;SG	N;NOM;SG
рота	ettevõte	рота	ette_võte	N;INDF;FEM;SG	N;NOM;SG
рота	seltskond	рота	seltskond	N;INDF;FEM;SG	N;NOM;SG
майор	major	майор	major	N;INDF;MASC;SG	N;NOM;SG
изтриване	kustutamine	изтриване	kustutamine	N;INDF;NEUT;SG	N;NOM;SG
научни	teaduslikud	научен	teaduslik	ADJ;INDF;PL	ADJ;NOM;PL
композитор	helilooja	композитор	heli_looja	N;INDF;MASC;SG	N;NOM;SG
композитор	koostaja	композитор	koostaja	N;INDF;MASC;SG	N;NOM;SG
космос	kosmos	космос	kosmos	N;INDF;MASC;SG	N;NOM;SG
космос	kosmos	космос	kosmos	N;INDF;MASC;SG	N;NOM;SG
космос	ruum	космос	ruum	N;INDF;MASC;SG	N;NOM;SG
космос	ruumi	космос	ruum	N;INDF;MASC;SG	N;PRT;SG
определени	defineeritud	определя-(се)	defineerima	V;PFV;INDF;PL;V.PTCP;PASS	V;PST;V.PTCP;PASS
структура	struktuur	структура	struktuur	N;INDF;FEM;SG	N;NOM;SG
структура	ülesehitus	структура	üle_sehitus	N;INDF;FEM;SG	N;NOM;SG
манастира	kloostri	манастирам	klooster	N;DEF;MASC;SG	N;NOM;SG
манастира	klooster	манастирам	klooster	N;DEF;MASC;SG	N;NOM;SG
действие	tegevus	действие	tegevus	N;INDF;NEUT;SG	N;NOM;SG
действие	võte	действие	võte	N;INDF;NEUT;SG	N;NOM;SG
действие	toiming	действие	toiming	N;INDF;NEUT;SG	N;NOM;SG
гео	geo	гео	geo	N;INDF;MASC;SG	N;NOM;SG
отива	läheb	отивам-(си)	minema	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
отива	käib	отивам-(си)	käima	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
икономически	majanduslik	икономически	majanduslik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
кръст	rist	кръст	rist	N;INDF;MASC;SG	N;NOM;SG
кръст	cross	кръст	cross	N;INDF;MASC;SG	N;NOM;SG
комплекс	kompleks	комплекс	kompleks	N;INDF;MASC;SG	N;NOM;SG
предишна	eelmine	предишен	eelmine	ADJ;INDF;FEM;SG	ADJ;NOM;SG
издадена	väljastatud	издам-(се)	väljastama	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
съвета	nõukogu	съвет	nõu_kogu	N;DEF;MASC;SG	N;NOM;SG
полета	põllud	поле	põld	N;INDF;NEUT;PL	N;NOM;PL
полета	väljad	поле	väli	N;INDF;NEUT;PL	N;NOM;PL
чест	au	чест	au	N;INDF;FEM;SG	N;NOM;SG
чест	au	чест	au	N;INDF;FEM;SG	N;NOM;SG
час	tund	час	tund	N;INDF;MASC;SG	N;NOM;SG
гори	metsad	гора	mets	N;INDF;FEM;PL	N;NOM;PL
индонезия	indoneesia	индонезия	indoneesia	N;INDF;FEM;SG	N;NOM;SG
съоръжения	rajatised	съоръжение	rajatis	N;INDF;NEUT;PL	N;NOM;PL
съоръжения	rajatiste	съоръжение	rajatis	N;INDF;NEUT;PL	N;GEN;PL
построен	ehitatud	построя-(се)	ehitama	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
рядко	harva	рядко	harva	ADV	ADV
рядко	harva	рядко	harva	ADV	ADV
търговски	kaubanduslik	търговски	kaubanduslik	ADJ;INDF;MASC;SG	ADJ;NOM;SG
комисия	komisjon	комисия	komisjon	N;INDF;FEM;SG	N;NOM;SG
комисия	komisjoni	комисия	komisjon	N;INDF;FEM;SG	N;PRT;SG
комисия	komitee	комисия	komitee	N;INDF;FEM;SG	N;NOM;SG
християни	kristlaste	християнин	kristlane	N;INDF;MASC;PL	N;GEN;PL
учени	õpetlased	учен	õpetlane	N;INDF;MASC;PL	N;NOM;PL
учени	teadlased	учен	teadlane	N;INDF;MASC;PL	N;NOM;PL
учени	teadlaste	учен	teadlane	N;INDF;MASC;PL	N;GEN;PL
единица	ühik	единица	ühik	N;INDF;FEM;SG	N;NOM;SG
единица	üksus	единица	üksus	N;INDF;FEM;SG	N;NOM;SG
въпроси	küsimused	въпрос	küsimus	N;INDF;MASC;PL	N;NOM;PL
въпроси	küsimused	въпрос	küsimus	N;INDF;MASC;PL	N;NOM;PL
изпълнение	rakendamine	изпълнение	rakendamine	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	elluviimine	изпълнение	ellu_viimine	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	tulemuslikkus	изпълнение	tulemuslikkus	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	tulemuslikkuse	изпълнение	tulemuslikkus	N;INDF;NEUT;SG	N;GEN;SG
изпълнение	jõudlus	изпълнение	jõudlus	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	hukkamine	изпълнение	hukkamine	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	täitmine	изпълнение	täitmine	N;INDF;NEUT;SG	N;NOM;SG
изпълнение	teostus	изпълнение	teostus	N;INDF;NEUT;SG	N;NOM;SG
минава	möödub	минавам-(се)	mööduma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
минава	läbib	минавам-(се)	läbima	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
флот	mereväe	флот	mere_vägi	N;INDF;MASC;SG	N;NOM;SG
флот	merevägi	флот	mere_vägi	N;INDF;MASC;SG	N;NOM;SG
флот	laevastiku	флот	laevastik	N;INDF;MASC;SG	N;NOM;SG
флот	laevastik	флот	laevastik	N;INDF;MASC;SG	N;NOM;SG
предполага	soovitab	предполагам	soovitama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
герои	kangelased	герой	kangelane	N;INDF;MASC;PL	N;NOM;PL
герои	märgid	герой	märk	N;INDF;MASC;PL	N;NOM;PL
герои	tegelased	герой	tegelane	N;INDF;MASC;PL	N;NOM;PL
официална	ametlik	официален	ametlik	ADJ;INDF;FEM;SG	ADJ;NOM;SG
официална	ametlik	официален	ametlik	ADJ;INDF;FEM;SG	ADJ;NOM;SG
официална	ametliku	официален	ametlik	ADJ;INDF;FEM;SG	ADJ;GEN;SG
компании	äriühingud	компания	äri_ühing	N;INDF;FEM;PL	N;NOM;PL
компании	firmad	компания	firma	N;INDF;FEM;PL	N;NOM;PL
компании	ettevõtted	компания	ette_võte	N;INDF;FEM;PL	N;NOM;PL
възпитаници	vilistlased	възпитаник	vilistlane	N;INDF;MASC;PL	N;NOM;PL
мир	peace	мир	peace	N;INDF;MASC;SG	N;NOM;SG
мир	rahu	мир	rahu	N;INDF;MASC;SG	N;NOM;SG
певица	singer	певица	singer	N;INDF;FEM;SG	N;NOM;SG
певица	laulja	певица	laulja	N;INDF;FEM;SG	N;NOM;SG
растения	taimi	растение	taim	N;INDF;NEUT;PL	N;PRT;PL
растения	taimed	растение	taim	N;INDF;NEUT;PL	N;NOM;PL
описва	kirjeldab	описвам	kirjeldama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
творчество	loovuse	творчество	loovus	N;INDF;NEUT;SG	N;GEN;SG
продуцент	produtsent	продуцент	produtsent	N;INDF;MASC;SG	N;NOM;SG
продуцент	tootja	продуцент	tootja	N;INDF;MASC;SG	N;NOM;SG
принц	vürst	принц	vürst	N;INDF;MASC;SG	N;NOM;SG
принц	prints	принц	prints	N;INDF;MASC;SG	N;NOM;SG
принц	prince	принц	prince	N;INDF;MASC;SG	N;NOM;SG
стена	müür	стена	müür	N;INDF;FEM;SG	N;NOM;SG
стена	sein	стена	sein	N;INDF;FEM;SG	N;NOM;SG
стена	seina	стена	sein	N;INDF;FEM;SG	N;PRT;SG
разкази	lood	разказ	lugu	N;INDF;MASC;PL	N;NOM;PL
разкази	lugusid	разказ	lugu	N;INDF;MASC;PL	N;PRT;PL
разкази	lood	разказ	lugu	N;INDF;MASC;PL	N;NOM;PL
разкази	jutud	разказ	jutt	N;INDF;MASC;PL	N;NOM;PL
загуби	kaod	загуба	kao	N;INDF;FEM;PL	N;NOM;PL
смисъл	tähendus	смисъл	tähendus	N;INDF;MASC;SG	N;NOM;SG
дълбочина	sügavus	дълбочина	sügavus	N;INDF;FEM;SG	N;NOM;SG
фронт	rinne	фронт	rinne	N;INDF;MASC;SG	N;NOM;SG
изследване	ülevaatus	изследване	üle_vaatus	N;INDF;NEUT;SG	N;NOM;SG
изследване	uuring	изследване	uuring	N;INDF;NEUT;SG	N;NOM;SG
изследване	uuring	изследване	uuring	N;INDF;NEUT;SG	N;NOM;SG
изследване	uurimistöö	изследване	uurimis_töö	N;INDF;NEUT;SG	N;NOM;SG
изследване	läbivaatus	изследване	läbi_vaatus	N;INDF;NEUT;SG	N;NOM;SG
изследване	eksam	изследване	eksam	N;INDF;NEUT;SG	N;NOM;SG
организира	korraldab	организирам	korraldama	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
употреба	kasutamine	употреба	kasutamine	N;INDF;FEM;SG	N;NOM;SG
употреба	kasutus	употреба	kasutus	N;INDF;FEM;SG	N;NOM;SG
употреба	use	употреба	uks	N;INDF;FEM;SG	N;NOM;SG
употреба	kasutamine	употреба	kasutamine	N;INDF;FEM;SG	N;NOM;SG
употреба	kasutamiseks	употреба	kasutamine	N;INDF;FEM;SG	N;TRANS;SG
употреба	kasutus	употреба	kasutus	N;INDF;FEM;SG	N;NOM;SG
национални	siseriiklikud	национален	sise_riiklik	ADJ;INDF;PL	ADJ;NOM;PL
национални	riiklikud	национален	riiklik	ADJ;INDF;PL	ADJ;NOM;PL
продукти	tooted	продукт	toode	N;INDF;MASC;PL	N;NOM;PL
министерството	ministeerium	министерство	ministeerium	N;DEF;NEUT;SG	N;NOM;SG
техника	tehnika	техника	tehnika	N;INDF;FEM;SG	N;NOM;SG
стари	vanad	стар	vana	ADJ;INDF;PL	ADJ;NOM;PL
тема	teema	тема	teema	N;INDF;FEM;SG	N;NOM;SG
тема	teema	тема	teema	N;INDF;FEM;SG	N;NOM;SG
изкуството	art	изкуство	art	N;DEF;NEUT;SG	N;NOM;SG
изкуството	kunsti	изкуство	kunst	N;DEF;NEUT;SG	N;PRT;SG
изкуството	kunst	изкуство	kunst	N;DEF;NEUT;SG	N;NOM;SG
подкрепа	toetamine	подкрепа	toetamine	N;INDF;FEM;SG	N;NOM;SG
подкрепа	toetus	подкрепа	toetus	N;INDF;FEM;SG	N;NOM;SG
подкрепа	tugi	подкрепа	tugi	N;INDF;FEM;SG	N;NOM;SG
подкрепа	toetamine	подкрепа	toetamine	N;INDF;FEM;SG	N;NOM;SG
едновременно	samaaegselt	едновременно	sama_aegselt	ADV	ADV
едновременно	üheaegselt	едновременно	ühe_aegselt	ADV	ADV
изключение	erand	изключение	erand	N;INDF;NEUT;SG	N;NOM;SG
изключение	erandi	изключение	erand	N;INDF;NEUT;SG	N;GEN;SG
реките	jõed	река	jõgi	N;DEF;FEM;PL	N;NOM;PL
снимки	fotode	снимка	foto	N;INDF;FEM;PL	N;GEN;PL
снимки	fotod	снимка	foto	N;INDF;FEM;PL	N;NOM;PL
снимки	pildid	снимка	pilt	N;INDF;FEM;PL	N;NOM;PL
снимки	pilte	снимка	pilt	N;INDF;FEM;PL	N;PRT;PL
автори	autorid	автор	autor	N;INDF;MASC;PL	N;NOM;PL
братя	vennad	брат	vend	N;INDF;MASC;PL	N;NOM;PL
братя	vennad	брат	vend	N;INDF;MASC;PL	N;NOM;PL
видео	video	видео	video	N;INDF;NEUT;SG	N;NOM;SG
успешно	edukalt	успешно	edukalt	ADV	ADV
тяло	keha	тяло	keha	N;INDF;NEUT;SG	N;NOM;SG
метъл	metallist	метъл	metall	N;INDF;MASC;SG	N;IN+ABL;SG
метъл	metall	метъл	metall	N;INDF;MASC;SG	N;NOM;SG
метъл	metal	метъл	meta	N;INDF;MASC;SG	N;NOM;SG
метъл	metalli	метъл	metall	N;INDF;MASC;SG	N;PRT;SG
интерес	intress	интерес	intress	N;INDF;MASC;SG	N;NOM;SG
интерес	huvi	интерес	huvi	N;INDF;MASC;SG	N;NOM;SG
коста	costa	коста	costa	N;INDF;FEM;SG	N;NOM;SG
операция	toimimine	операция	toimimine	N;INDF;FEM;SG	N;NOM;SG
операция	toiming	операция	toiming	N;INDF;FEM;SG	N;NOM;SG
операция	operatsioon	операция	operatsioon	N;INDF;FEM;SG	N;NOM;SG
операция	kirurgia	операция	kirurgia	N;INDF;FEM;SG	N;NOM;SG
операция	lõikus	операция	lõikuma	N;INDF;FEM;SG	N;NOM;SG
операция	operatsioon	операция	operatsioon	N;INDF;FEM;SG	N;NOM;SG
изпраща	saadab	изпращам	saatma	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
трета	kolmas	трети	kolmas	ADJ;INDF;FEM;SG	ADJ;NOM;SG
трета	kolmanda	трети	kolmas	ADJ;INDF;FEM;SG	ADJ;GEN;SG
томас	thomas	томас	thomas	N;INDF;MASC;SG	N;NOM;SG
срещи	kuupäevad	среща	kuu_päev	N;INDF;FEM;PL	N;NOM;PL
срещи	koosolekud	среща	koos_olek	N;INDF;FEM;PL	N;NOM;PL
срещи	kohtumised	среща	kohtumine	N;INDF;FEM;PL	N;NOM;PL
срещи	istungid	среща	istung	N;INDF;FEM;PL	N;NOM;PL
едуард	edward	едуард	edward	N;INDF;MASC;SG	N;NOM;SG
едуард	eduard	едуард	edu_ard	N;INDF;MASC;SG	N;NOM;SG
основна	peamine	основен	peamine	ADJ;INDF;FEM;SG	ADJ;NOM;SG
основна	põhiline	основен	põhiline	ADJ;INDF;FEM;SG	ADJ;NOM;SG
програмата	programm	програма	programm	N;DEF;FEM;SG	N;NOM;SG
материал	materjal	материал	materjal	N;INDF;MASC;SG	N;NOM;SG
възстановяване	tagastamine	възстановяване	tagastamine	N;INDF;NEUT;SG	N;NOM;SG
възстановяване	taastamine	възстановяване	taastamine	N;INDF;NEUT;SG	N;NOM;SG
възстановяване	taastamine	възстановяване	taastamine	N;INDF;NEUT;SG	N;NOM;SG
възстановяване	taastumine	възстановяване	taastumine	N;INDF;NEUT;SG	N;NOM;SG
възстановяване	taaskasutamine	възстановяване	taas_kasuta=mine	N;INDF;NEUT;SG	N;NOM;SG
причини	põhjused	причина	põhjus	N;INDF;FEM;PL	N;NOM;PL
причини	põhjused	причина	põhjus	N;INDF;FEM;PL	N;NOM;PL
кралица	kuninganna	кралица	kuninganna	N;INDF;FEM;SG	N;NOM;SG
кралица	queen	кралица	queen	N;INDF;FEM;SG	N;NOM;SG
висок	kõrge	висок	kõrge	ADJ;INDF;MASC;SG	ADJ;NOM;SG
крепост	kindlus	крепост	kindlus	N;INDF;FEM;SG	N;NOM;SG
размери	mõõtmed	размер	mõõde	N;INDF;MASC;PL	N;NOM;PL
размери	mõõdud	размер	mõõt	N;INDF;MASC;PL	N;NOM;PL
философия	filosoofia	философия	filosoofia	N;INDF;FEM;SG	N;NOM;SG
обратно	tagasi	обратно	tagasi	ADV	ADV
сцена	stseen	сцена	stseen	N;INDF;FEM;SG	N;NOM;SG
сцена	stseeni	сцена	stseen	N;INDF;FEM;SG	N;PRT;SG
сцена	lava	сцена	lava	N;INDF;FEM;SG	N;NOM;SG
сцена	staadium	сцена	staadium	N;INDF;FEM;SG	N;NOM;SG
сцена	etapp	сцена	etapp	N;INDF;FEM;SG	N;NOM;SG
изглед	vaade	изглед	vaade	N;INDF;MASC;SG	N;NOM;SG
звезда	täht	звезда	täht	N;INDF;FEM;SG	N;NOM;SG
звезда	tähe	звезда	täht	N;INDF;FEM;SG	N;GEN;SG
звезда	staar	звезда	staar	N;INDF;FEM;SG	N;NOM;SG
провинции	provintsid	провинция	provints	N;INDF;FEM;PL	N;NOM;PL
училища	koole	училище	kool	N;INDF;NEUT;PL	N;PRT;PL
училища	koolid	училище	kool	N;INDF;NEUT;PL	N;NOM;PL
лично	isiklikult	лично	isiklikult	ADV	ADV
вижда	näeb	виждам-(се)	nägema	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
участник	osaleja	участник	osaleja	N;INDF;MASC;SG	N;NOM;SG
участник	võistleja	участник	võistleja	N;INDF;MASC;SG	N;NOM;SG
общност	ühendus	общност	ühendus	N;INDF;FEM;SG	N;NOM;SG
общност	kogukond	общност	kogukond	N;INDF;FEM;SG	N;NOM;SG
използване	kasutamine	използване	kasutamine	N;INDF;NEUT;SG	N;NOM;SG
използване	kasutus	използване	kasutus	N;INDF;NEUT;SG	N;NOM;SG
използване	use	използване	uks	N;INDF;NEUT;SG	N;NOM;SG
използване	kasutamine	използване	kasutamine	N;INDF;NEUT;SG	N;NOM;SG
използване	kasutamiseks	използване	kasutamine	N;INDF;NEUT;SG	N;TRANS;SG
използване	kasutus	използване	kasutus	N;INDF;NEUT;SG	N;NOM;SG
проблем	probleem	проблем	probleem	N;INDF;MASC;SG	N;NOM;SG
проблем	probleemi	проблем	probleem	N;INDF;MASC;SG	N;PRT;SG
проблем	probleemiks	проблем	probleem	N;INDF;MASC;SG	N;TRANS;SG
технически	tehniliselt	технически	tehniliselt	ADV	ADV
полковник	kolonel	полковник	kolonel	N;INDF;MASC;SG	N;NOM;SG
лица	isikuid	лице	isik	N;INDF;NEUT;PL	N;PRT;PL
лица	isikud	лице	isik	N;INDF;NEUT;PL	N;NOM;PL
лица	näod	лице	nägu	N;INDF;NEUT;PL	N;NOM;PL
характер	isiksus	характер	isiksus	N;INDF;MASC;SG	N;NOM;SG
характер	isikupära	характер	isiku_pära	N;INDF;MASC;SG	N;PRT;SG
характер	karakter	характер	karakter	N;INDF;MASC;SG	N;NOM;SG
характер	iseloomu	характер	ise_loom	N;INDF;MASC;SG	N;PRT;SG
характер	tegelane	характер	tegelane	N;INDF;MASC;SG	N;NOM;SG
характер	iseloom	характер	ise_loom	N;INDF;MASC;SG	N;NOM;SG
пропаганда	propaganda	пропаганда	propaganda	N;INDF;FEM;SG	N;NOM;SG
цезар	caesar	цезар	caesar	N;INDF;MASC;SG	N;NOM;SG
цезар	cesar	цезар	cesar	N;INDF;MASC;SG	N;NOM;SG
цезар	césar	цезар	césar	N;INDF;MASC;SG	N;NOM;SG
труд	tööd	труд	töö	N;INDF;MASC;SG	N;PRT;SG
труд	töö	труд	töö	N;INDF;MASC;SG	N;NOM;SG
труд	tööle	труд	töö	N;INDF;MASC;SG	N;AT+ALL;SG
наследство	pärand	наследство	pärand	N;INDF;NEUT;SG	N;NOM;SG
наследство	päranduse	наследство	pärandus	N;INDF;NEUT;SG	N;GEN;SG
наследство	kultuuripärandi	наследство	kultuuri_pärant	N;INDF;NEUT;SG	N;PRT;SG
наследство	pärand	наследство	pärand	N;INDF;NEUT;SG	N;NOM;SG
залив	laht	залив	laht	N;INDF;MASC;SG	N;NOM;SG
залив	laht	залив	laht	N;INDF;MASC;SG	N;NOM;SG
залив	bay	залив	bay	N;INDF;MASC;SG	N;NOM;SG
общ	ühise	общ	ühine	ADJ;INDF;MASC;SG	ADJ;GEN;SG
международен	rahvusvaheline	международен	rahvus_vaheline	ADJ;INDF;MASC;SG	ADJ;NOM;SG
ангел	angel	ангел	angel	N;INDF;MASC;SG	N;NOM;SG
ангел	ingel	ангел	ingel	N;INDF;MASC;SG	N;NOM;SG
знаме	lipp	знаме	lipp	N;INDF;NEUT;SG	N;NOM;SG
знаме	lipu	знаме	lipp	N;INDF;NEUT;SG	N;GEN;SG
знаме	banner	знаме	banner	N;INDF;NEUT;SG	N;NOM;SG
митология	mütoloogia	митология	mütoloogia	N;INDF;FEM;SG	N;NOM;SG
главата	pea	глава	pea	N;DEF;FEM;SG	N;NOM;SG
федерация	ühendus	федерация	ühendus	N;INDF;FEM;SG	N;NOM;SG
федерация	föderatsiooni	федерация	föderatsioon	N;INDF;FEM;SG	N;PRT;SG
федерация	föderatsioon	федерация	föderatsioon	N;INDF;FEM;SG	N;NOM;SG
бели	valged	бял	valge	ADJ;INDF;PL	ADJ;NOM;PL
режим	režiimi	режим	režiim	N;INDF;MASC;SG	N;PRT;SG
режим	režiim	режим	režiim	N;INDF;MASC;SG	N;NOM;SG
режим	mode	режим	mode	N;INDF;MASC;SG	N;NOM;SG
режим	režiimi	режим	režiim	N;INDF;MASC;SG	N;PRT;SG
