категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
образ	imaxes	образ	imaxe	N;INAN;NOM;MASC;SG	N
образ	imaxenería	образ	imaxenería	N;INAN;NOM;MASC;SG	N
світло	luz	світло	luz	N;INAN;NOM;NEUT;SG	N
світло	luces	світло	luz	N;INAN;NOM;NEUT;SG	N
світло	luz	світло	luz	N;INAN;NOM;NEUT;SG	N
попередній	anteriores	попередній	anterior	ADJ;NOM;MASC;SG	ADJ
природно	naturalmente	природно	natural	ADV	ADV
літаки	avións	літаки	avión	N;INAN;NOM;MASC;PL	N
виграв	vai	виграти	ir	V;PFV;MASC;IND;SG;PST;FIN	V
виграв	vou	виграти	var	V;PFV;MASC;IND;SG;PST;FIN	V
дорівнює	son	дорівнювати	ser	V;IPFV;IND;SG;3;PRS;FIN	V
будучи	ser	бути	ser	V;IPFV;PRS;V.CVB	V
будучи	estar	бути	estar	V;IPFV;PRS;V.CVB	V
телебачення	televisión	телебачення	televisión	N;INAN;NOM;NEUT;SG	N
телебачення	tele	телебачення	telar	N;INAN;NOM;NEUT;SG	N
телебачення	programa	телебачення	programa	N;INAN;NOM;NEUT;SG	N
телебачення	televisión	телебачення	televisión	N;INAN;NOM;NEUT;SG	N
телебачення	tele	телебачення	telar	N;INAN;NOM;NEUT;SG	N
мабуть	aparentemente	мабуть	aparente	ADV	ADV
найкращі	mellores	найкращий	mellor	ADJ;NOM;RL;PL	ADJ
найкращі	mellor	найкращий	mellor	ADJ;NOM;RL;PL	ADJ
зміна	cambio	зміна	cambio	N;INAN;NOM;FEM;SG	N
зміна	cambio	зміна	cambio	N;INAN;NOM;FEM;SG	N
хтось	alguén	хтось	alguén	PRO;ANIM;NOM	PRO
хтось	alguén	хтось	alguén	PRO;ANIM;NOM	PRO
хтось	alguén	хтось	alguén	PRO;ANIM;NOM	PRO
хтось	que	хтось	que	PRO;ANIM;NOM	PRO
залишки	restos	залишки	resto	N;INAN;NOM;FEM;PL	N
бригада	brigade	бригада	brigade	N;INAN;NOM;FEM;SG	N
бригада	brigada	бригада	brigado	N;INAN;NOM;FEM;SG	N
риб	peixes	риба	peixe	N;ANIM;ACC;FEM;PL	N
риб	peixe	риба	peixe	N;ANIM;ACC;FEM;PL	N
підписав	asinado	підписати	asinar	V;PFV;MASC;IND;SG;PST;FIN	V
випадків	casos	випадок	caso	N;INAN;GEN;MASC;PL	N
випадків	caixas	випадок	caixa	N;INAN;GEN;MASC;PL	N
характеру	compromiso	характер	compromiso	N;INAN;GEN;MASC;SG	N
характеру	mecanismo	характер	mecanismo	N;INAN;GEN;MASC;SG	N
характеру	mecanismos	характер	mecanismo	N;INAN;GEN;MASC;SG	N
метал	metal	метал	metal	N;INAN;NOM;MASC;SG	N
ситуація	situación	ситуація	situación	N;INAN;NOM;FEM;SG	N
будівель	edificios	будівля	edificio	N;INAN;GEN;FEM;PL	N
музичний	musical	музичний	musical	ADJ;NOM;MASC;SG	ADJ
музичний	musicais	музичний	musical	ADJ;NOM;MASC;SG	ADJ
стоїть	estar	стояти	estar	V;IPFV;IND;SG;3;PRS;FIN	V
стоїть	queda	стояти	quedar	V;IPFV;IND;SG;3;PRS;FIN	V
середнього	estadounidense	середній	estadounidense	ADJ;GEN;MASC;SG	ADJ
зустрічі	xunta	зустріч	xunta	N;INAN;NOM;FEM;PL	N
зустрічі	reunión	зустріч	reunión	N;INAN;NOM;FEM;PL	N
зустрічі	encontro	зустріч	encontro	N;INAN;NOM;FEM;PL	N
зустрічі	cita	зустріч	cita	N;INAN;NOM;FEM;PL	N
залишився	ficou	залишитися	ficar	V;PFV;MASC;IND;SG;PST;FIN	V
могила	tumba	могила	tumbar	N;INAN;NOM;FEM;SG	N
малий	pequeno	малий	pequeno	ADJ;NOM;MASC;SG	ADJ
малий	pequenos	малий	pequeno	ADJ;NOM;MASC;SG	ADJ
малий	pequenas	малий	pequeno	ADJ;NOM;MASC;SG	ADJ
малий	pequena	малий	pequeno	ADJ;NOM;MASC;SG	ADJ
маси	masas	маса	masa	N;INAN;NOM;FEM;PL	N
птахи	aves	птах	ave	N;ANIM;NOM;MASC;PL	N
птахи	paxaros	птах	paxar	N;ANIM;NOM;MASC;PL	N
птахи	paxaro	птах	paxaro	N;ANIM;NOM;MASC;PL	N
птахи	aves	птах	ave	N;ANIM;NOM;MASC;PL	N
птахи	ave	птах	ave	N;ANIM;NOM;MASC;PL	N
перехід	transición	перехід	transición	N;INAN;NOM;MASC;SG	N
міжнародна	internacional	міжнародний	internacional	ADJ;NOM;FEM;SG	ADJ
міжнародна	internacionais	міжнародний	internacional	ADJ;NOM;FEM;SG	ADJ
функція	función	функція	función	N;INAN;NOM;FEM;SG	N
гармати	canóns	гармати	canón	N;INAN;NOM;FEM;PL	N
гармати	canón	гармати	canón	N;INAN;NOM;FEM;PL	N
тур	xira	тур	xira	N;INAN;NOM;MASC;SG	N
військо	exército	військо	exército	N;INAN;NOM;NEUT;SG	N
селяни	agricultores	селянин	agricultor	N;ANIM;NOM;MASC;PL	N
селяни	campesiños	селянин	campesiño	N;ANIM;NOM;MASC;PL	N
селяни	aldeáns	селянин	aldeán	N;ANIM;NOM;MASC;PL	N
розміри	tamaños	розмір	tamaño	N;INAN;NOM;MASC;PL	N
реформи	reforma	реформа	reforma	N;INAN;NOM;FEM;PL	N
дивізіон	división	дивізіон	división	N;INAN;NOM;MASC;SG	N
дороги	estradas	дорога	estrada	N;INAN;NOM;FEM;PL	N
дороги	camiños	дорога	camiño	N;INAN;NOM;FEM;PL	N
дороги	barreiras	дорога	barreira	N;INAN;NOM;FEM;PL	N
скульптор	escultor	скульптор	escultor	N;ANIM;NOM;MASC;SG	N
ринок	mercado	ринок	mercado	N;INAN;NOM;MASC;SG	N
ринок	mercados	ринок	mercado	N;INAN;NOM;MASC;SG	N
ринок	feira	ринок	feira	N;INAN;NOM;MASC;SG	N
столиця	capital	столиця	capital	N;INAN;NOM;FEM;SG	N
столиця	capitais	столиця	capital	N;INAN;NOM;FEM;SG	N
каталог	catálogos	каталий	catálogos	N;INAN;NOM;MASC;SG	N
каталог	catálogo	каталий	catálogo	N;INAN;NOM;MASC;SG	N
нарешті	finalmente	нарешті	final	ADV	ADV
власний	presente	власний	presente	ADJ;NOM;MASC;SG	ADJ
більша	grandes	більший	grande	ADJ;NOM;RL;FEM;SG	ADJ
більша	grande	більший	grande	ADJ;NOM;RL;FEM;SG	ADJ
хімічний	químico	хімічний	químico	ADJ;NOM;MASC;SG	ADJ
значний	significativas	значний	significativo	ADJ;NOM;MASC;SG	ADJ
значний	significativa	значний	significativo	ADJ;NOM;MASC;SG	ADJ
значний	significativo	значний	significativo	ADJ;NOM;MASC;SG	ADJ
значний	importante	значний	importante	ADJ;NOM;MASC;SG	ADJ
технічного	tecnolóxica	технічний	tecnolóxico	ADJ;GEN;MASC;SG	ADJ
програмування	programación	програмування	programación	N;INAN;NOM;NEUT;SG	N
глядачів	espectadores	глядач	espectador	N;ANIM;ACC;MASC;PL	N
глядачів	audiencia	глядач	audiencia	N;ANIM;ACC;MASC;PL	N
сказав	dixo	сказати	dicir	V;PFV;MASC;IND;SG;PST;FIN	V
сказав	dixeron	сказати	dacer	V;PFV;MASC;IND;SG;PST;FIN	V
сказав	dixen	сказати	dixir	V;PFV;MASC;IND;SG;PST;FIN	V
чоловіки	homes	чоловік	home	N;ANIM;NOM;MASC;PL	N
падіння	caída	падіння	caída	N;INAN;NOM;NEUT;SG	N
падіння	outono	падіння	outono	N;INAN;NOM;NEUT;SG	N
охорона	gardas	охорона	garda	N;INAN;NOM;FEM;SG	N
охорона	garda	охорона	garda	N;INAN;NOM;FEM;SG	N
база	base	база	base	N;INAN;NOM;FEM;SG	N
викладав	ensinou	викладати	ensinar	V;IPFV;MASC;IND;SG;PST;FIN	V
міжнародні	internacional	міжнародний	internacional	ADJ;NOM;PL	ADJ
міжнародні	internacionais	міжнародний	internacional	ADJ;NOM;PL	ADJ
дія	acción	дія	acción	N;INAN;NOM;FEM;SG	N
дія	operación	дія	operación	N;INAN;NOM;FEM;SG	N
дія	actividade	дія	actividade	N;INAN;NOM;FEM;SG	N
відношення	relación	відношення	relación	N;INAN;NOM;NEUT;SG	N
мер	alcalde	мер.	alcalde	N;ANIM;NOM;MASC;SG	N
мер	alcaldesa	мер.	alcaldesa	N;ANIM;NOM;MASC;SG	N
взаємодії	interacción	взаємодія	interacción	N;INAN;NOM;FEM;SG	N
взаємодії	interaccións	взаємодія	interaccións	N;INAN;NOM;FEM;SG	N
взаємодії	cós	взаємодія	cós	N;INAN;NOM;FEM;SG	N
години	horas	година	hora	N;INAN;NOM;FEM;PL	N
години	hora	година	hora	N;INAN;NOM;FEM;PL	N
знань	coñecemento	знання	coñecemento	N;INAN;GEN;NEUT;PL	N
знань	coñecementos	знання	coñecemento	N;INAN;GEN;NEUT;PL	N
простору	espazo	простір	espazo	N;INAN;GEN;MASC;SG	N
простору	espacio	простір	espacio	N;INAN;GEN;MASC;SG	N
бажання	desexo	бажання	desexo	N;INAN;NOM;NEUT;SG	N
бажання	desexo	бажання	desexo	N;INAN;NOM;NEUT;SG	N
фортепіано	piano	фортепіано	piano	N;INAN;NOM;FEM;SG	N
цикл	ciclo	цикло	ciclo	N;INAN;NOM;MASC;SG	N
вирішення	solución	вирішення	solución	N;INAN;NOM;NEUT;SG	N
вирішення	solucións	вирішення	solución	N;INAN;NOM;NEUT;SG	N
вирішення	solucións	вирішення	solución	N;INAN;NOM;NEUT;SG	N
вирішення	solución	вирішення	solución	N;INAN;NOM;NEUT;SG	N
загальне	xeral	загальний	xeral	ADJ;NOM;NEUT;SG	ADJ
бізнес	negocios	бізнути	negocio	N;INAN;NOM;MASC;SG	N
бізнес	negocio	бізнути	negocio	N;INAN;NOM;MASC;SG	N
бізнес	asunto	бізнути	asunto	N;INAN;NOM;MASC;SG	N
бізнес	traballo	бізнути	traballo	N;INAN;NOM;MASC;SG	N
французька	francesa	французький	francesar	ADJ;NOM;FEM;SG	ADJ
французька	francesas	французький	francesa	ADJ;NOM;FEM;SG	ADJ
каналу	canle	канал	canle	N;INAN;GEN;MASC;SG	N
футбол	fútbol	футбол	fútbol	N;INAN;NOM;MASC;SG	N
здається	semella	здаватися	semellar	V;IPFV;IND;SG;3;PRS;FIN	V
здається	parece	здаватися	parecer	V;IPFV;IND;SG;3;PRS;FIN	V
почалося	comecei	початися	comecer	V;PFV;NEUT;IND;SG;PST;FIN	V
почалося	comezamos	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалося	empecei	початися	empecar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалося	comezou	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
почалося	comezaron	початися	comezar	V;PFV;NEUT;IND;SG;PST;FIN	V
західний	occidental	західний	occidental	ADJ;NOM;MASC;SG	ADJ
співачка	cantante	співачка	cantante	N;ANIM;NOM;FEM;SG	N
успіх	éxito	успіх	éxito	N;INAN;NOM;MASC;SG	N
проекти	proxectos	проект	proxecto	N;INAN;NOM;MASC;PL	N
найбільші	grandes	найбільший	grande	ADJ;NOM;RL;PL	ADJ
найбільші	maior	найбільший	maior	ADJ;NOM;RL;PL	ADJ
найбільші	mellor	найбільший	mellor	ADJ;NOM;RL;PL	ADJ
найбільші	meirandes	найбільший	meirande	ADJ;NOM;RL;PL	ADJ
найбільші	grande	найбільший	grande	ADJ;NOM;RL;PL	ADJ
найбільші	maior	найбільший	maior	ADJ;NOM;RL;PL	ADJ
дерево	árbore	дерево	árbore	N;INAN;NOM;NEUT;SG	N
померла	morreu	померти	morrer	V;PFV;FEM;IND;SG;PST;FIN	V
померла	morreron	померти	morrer	V;PFV;FEM;IND;SG;PST;FIN	V
померла	morrer	померти	morrer	V;PFV;FEM;IND;SG;PST;FIN	V
померла	morreu	померти	morrer	V;PFV;FEM;IND;SG;PST;FIN	V
мешканці	habitantes	мешканець	habitante	N;ANIM;NOM;MASC;PL	N
мешканці	residentes	мешканець	residente	N;ANIM;NOM;MASC;PL	N
намагається	intenta	намагатися	intentar	V;IPFV;IND;SG;3;PRS;FIN	V
намагається	tenta	намагатися	tentar	V;IPFV;IND;SG;3;PRS;FIN	V
грати	tocar	грати	tocar	V;IPFV;NFIN	V
грати	xogar	грати	xogar	V;IPFV;NFIN	V
грати	xogan	грати	xogar	V;IPFV;NFIN	V
спеціально	especificamente	спеціально	especificamente	ADV	ADV
очок	puntos	очок	punto	N;INAN;GEN;FEM;PL	N
подібні	similar	подібний	similar	ADJ;NOM;PL	ADJ
подібні	similares	подібний	similar	ADJ;NOM;PL	ADJ
подібні	semellantes	подібний	semellante	ADJ;NOM;PL	ADJ
подібні	semellante	подібний	semellante	ADJ;NOM;PL	ADJ
подібні	parecidas	подібний	parecer	ADJ;NOM;PL	ADJ
актриса	actriz	актриса	actriz	N;ANIM;NOM;FEM;SG	N
покриття	alcance	покриття	alcance	N;INAN;NOM;NEUT;SG	N
реакції	reaccións	реакція	reacción	N;INAN;NOM;FEM;PL	N
реакції	reacción	реакція	reacción	N;INAN;NOM;FEM;PL	N
мета	obxectivo	мета	obxectivo	N;INAN;NOM;FEM;SG	N
мета	propósito	мета	propósito	N;INAN;NOM;FEM;SG	N
мета	fin	мета	fin	N;INAN;NOM;FEM;SG	N
мета	intención	мета	intención	N;INAN;NOM;FEM;SG	N
мета	obxectivo	мета	obxectivo	N;INAN;NOM;FEM;SG	N
мета	obxectivo	мета	obxectivo	N;INAN;NOM;FEM;SG	N
існували	existiu	існувати	existir	V;IPFV;IND;PL;PST;FIN	V
матір	nai	мати	nai	N;ANIM;NOM;FEM;SG	N
матір	á	мати	á	N;ANIM;NOM;FEM;SG	N
матір	mamá	мати	mamá	N;ANIM;NOM;FEM;SG	N
місцевість	área	місцевість	área	N;INAN;NOM;FEM;SG	N
місцевість	zona	місцевість	zona	N;INAN;NOM;FEM;SG	N
обмеження	límites	обмеження	límite	N;INAN;NOM;NEUT;SG	N
обмеження	límite	обмеження	límite	N;INAN;NOM;NEUT;SG	N
очевидно	aparentemente	очевидно	aparente	ADV	ADV
очевидно	obviamente	очевидно	obviamente	ADV	ADV
знищення	destrución	знищення	destrución	N;INAN;NOM;NEUT;SG	N
знищення	destrución	знищення	destrución	N;INAN;NOM;NEUT;SG	N
знищення	destrucción	знищення	destrucción	N;INAN;NOM;NEUT;SG	N
співак	cantante	співак	cantante	N;ANIM;NOM;MASC;SG	N
мир	paz	мир	paz	N;INAN;NOM;MASC;SG	N
італійський	italiano	італійський	italiano	ADJ;NOM;MASC;SG	ADJ
італійський	italiana	італійський	italiana	ADJ;NOM;MASC;SG	ADJ
італійський	italianos	італійський	italiano	ADJ;NOM;MASC;SG	ADJ
наступ	ataque	наступ	ataque	N;INAN;NOM;MASC;SG	N
наступ	ofensiva	наступ	ofensivo	N;INAN;NOM;MASC;SG	N
оцінки	cualificacións	оцінка	cualificación	N;INAN;NOM;FEM;PL	N
оцінки	avaliacións	оцінка	avaliación	N;INAN;NOM;FEM;PL	N
святий	santo	святий	santo	ADJ;NOM;MASC;SG	ADJ
святий	san	святий	ser	ADJ;NOM;MASC;SG	ADJ
святий	sagrado	святий	sagrar	ADJ;NOM;MASC;SG	ADJ
святий	santo	святий	santo	ADJ;NOM;MASC;SG	ADJ
сторін	lados	сторона	lado	N;INAN;GEN;FEM;PL	N
сторін	bandos	сторона	bando	N;INAN;GEN;FEM;PL	N
сторін	caras	сторона	cara	N;INAN;GEN;FEM;PL	N
національні	nacional	національний	nacional	ADJ;NOM;PL	ADJ
національні	nacionais	національний	nacional	ADJ;NOM;PL	ADJ
національні	national	національний	national	ADJ;NOM;PL	ADJ
могла	podía	могти	podía	V;IPFV;FEM;IND;SG;PST;FIN	V
могла	podería	могти	poder	V;IPFV;FEM;IND;SG;PST;FIN	V
конфлікт	conflito	конфлікт	conflito	N;INAN;NOM;MASC;SG	N
визначає	define	визначати	definir	V;IPFV;IND;SG;3;PRS;FIN	V
зроблено	fixen	зробити	facer	V;PFV;IND;0;FIN	V
зроблено	fixemos	зробити	facer	V;PFV;IND;0;FIN	V
зроблено	facer	зробити	facer	V;PFV;IND;0;FIN	V
зроблено	fixeches	зробити	fixeche	V;PFV;IND;0;FIN	V
зброя	armas	зброя	arma	N;INAN;NOM;FEM;SG	N
зброя	armamento	зброя	armamento	N;INAN;NOM;FEM;SG	N
зброя	arma	зброя	arma	N;INAN;NOM;FEM;SG	N
зброя	arma	зброя	arma	N;INAN;NOM;FEM;SG	N
зброя	armas	зброя	arma	N;INAN;NOM;FEM;SG	N
зброя	fusís	зброя	fuso	N;INAN;NOM;FEM;SG	N
зброя	armados	зброя	armar	N;INAN;NOM;FEM;SG	N
зброя	metralladoras	зброя	metrallador	N;INAN;NOM;FEM;SG	N
розробка	desenvolvemento	розробка	desenvolvemento	N;INAN;NOM;FEM;SG	N
розробка	proxecto	розробка	proxecto	N;INAN;NOM;FEM;SG	N
розробка	deseño	розробка	deseño	N;INAN;NOM;FEM;SG	N
крила	ás	крило	á	N;INAN;NOM;NEUT;PL	N
музику	música	музика	música	N;INAN;ACC;FEM;SG	N
техніка	enxeñería	техніка	enxeñería	N;INAN;NOM;FEM;SG	N
техніка	técnica	техніка	técnica	N;INAN;NOM;FEM;SG	N
техніка	maquinaria	техніка	maquinaria	N;INAN;NOM;FEM;SG	N
техніка	máquinas	техніка	máquina	N;INAN;NOM;FEM;SG	N
дохід	ingresos	дохід	ingreso	N;INAN;NOM;MASC;SG	N
дохід	ingreso	дохід	ingreso	N;INAN;NOM;MASC;SG	N
дохід	renda	дохід	renda	N;INAN;NOM;MASC;SG	N
музиканти	músicos	музикант	músico	N;ANIM;NOM;MASC;PL	N
спеціальні	especial	спеціальний	especial	ADJ;NOM;PL	ADJ
спеціальні	especiais	спеціальний	especial	ADJ;NOM;PL	ADJ
блок	foto	блок	foto	N;INAN;NOM;MASC;SG	N
блок	mazá	блок	mazá	N;INAN;NOM;MASC;SG	N
блок	bloque	блок	bloque	N;INAN;NOM;MASC;SG	N
блок	acceso	блок	acceso	N;INAN;NOM;MASC;SG	N
блок	barracón	блок	barracón	N;INAN;NOM;MASC;SG	N
рослина	planta	рослина	planta	N;INAN;NOM;FEM;SG	N
клімат	mudanza	клімат	mudanza	N;INAN;NOM;MASC;SG	N
клімат	clima	клімат	clima	N;INAN;NOM;MASC;SG	N
клімат	cambio	клімат	cambio	N;INAN;NOM;MASC;SG	N
командира	comandante	командир	comandante	N;ANIM;ACC;MASC;SG	N
напрямок	dirección	напрямок	dirección	N;INAN;NOM;MASC;SG	N
вибір	opción	вибір	opción	N;INAN;NOM;MASC;SG	N
вибір	elección	вибір	elección	N;INAN;NOM;MASC;SG	N
вибір	escolla	вибір	escolla	N;INAN;NOM;MASC;SG	N
вибір	alternativa	вибір	alternativa	N;INAN;NOM;MASC;SG	N
найкраща	mellores	найкращий	mellor	ADJ;NOM;RL;FEM;SG	ADJ
найкраща	mellor	найкращий	mellor	ADJ;NOM;RL;FEM;SG	ADJ
запис	disco	запис	disco	N;INAN;NOM;MASC;SG	N
запис	entrada	запис	entrada	N;INAN;NOM;MASC;SG	N
запис	vigor	запис	vigor	N;INAN;NOM;MASC;SG	N
публікації	historia	публікація	historia	N;INAN;NOM;FEM;PL	N
публікації	relato	публікація	relato	N;INAN;NOM;FEM;PL	N
публікації	historias	публікація	historia	N;INAN;NOM;FEM;PL	N
бар	pola	бар	pola	N;INAN;NOM;MASC;SG	N
бар	taberna	бар	taberno	N;INAN;NOM;MASC;SG	N
бар	bar	бар	bar	N;INAN;NOM;MASC;SG	N
мережа	rede	мережа	rede	N;INAN;NOM;FEM;SG	N
очі	ollos	око	ollo	N;INAN;NOM;NEUT;PL	N
доступ	acceso	доступ	acceso	N;INAN;NOM;MASC;SG	N
катерина	katherine	катерина	katherine	N;ANIM;NOM;FEM;SG	N
перевагу	gusto	перевага	gusto	N;INAN;ACC;FEM;SG	N
перевагу	vantaxe	перевага	vantaxe	N;INAN;ACC;FEM;SG	N
зберігається	almacenados	зберігатися	almacenar	V;IPFV;IND;SG;3;PRS;FIN	V
зберігається	aforrando	зберігатися	aforrar	V;IPFV;IND;SG;3;PRS;FIN	V
зберігається	salvar	зберігатися	salvar	V;IPFV;IND;SG;3;PRS;FIN	V
зберігається	aforraban	зберігатися	aforrar	V;IPFV;IND;SG;3;PRS;FIN	V
картина	cadro	картина	cadro	N;INAN;NOM;FEM;SG	N
картина	pintura	картина	pintura	N;INAN;NOM;FEM;SG	N
бойові	marcial	бойовий	marcial	ADJ;NOM;PL	ADJ
молодий	nova	молодий	novo	ADJ;NOM;MASC;SG	ADJ
молодий	novo	молодий	novo	ADJ;NOM;MASC;SG	ADJ
квітень	abril	квітень	abril	N;INAN;NOM;MASC;SG	N
батьки	pais	батько	pai	N;ANIM;NOM;MASC;PL	N
батьки	pai	батько	pai	N;ANIM;NOM;MASC;PL	N
батьки	pais	батько	pai	N;ANIM;NOM;MASC;PL	N
донька	filla	донька	fillo	N;ANIM;NOM;FEM;SG	N
якість	calidade	якість	calidade	N;INAN;NOM;FEM;SG	N
листя	marcha	листя	marcha	N;INAN;NOM;NEUT;SG	N
листя	follas	листя	folla	N;INAN;NOM;NEUT;SG	N
батальйон	batallón	батальйон	batallón	N;INAN;NOM;MASC;SG	N
колектив	colectivo	колектив	colectivo	N;INAN;NOM;MASC;SG	N
створює	crea	створювати	crear	V;IPFV;IND;SG;3;PRS;FIN	V
грає	xoga	грати	xogar	V;IPFV;IND;SG;3;PRS;FIN	V
грає	xogando	грати	xogar	V;IPFV;IND;SG;3;PRS;FIN	V
грає	xogar	грати	xogar	V;IPFV;IND;SG;3;PRS;FIN	V
грає	tocando	грати	tocar	V;IPFV;IND;SG;3;PRS;FIN	V
грає	tocar	грати	tocar	V;IPFV;IND;SG;3;PRS;FIN	V
точка	momento	точка	momento	N;INAN;NOM;FEM;SG	N
точка	punto	точка	punto	N;INAN;NOM;FEM;SG	N
басейн	piscina	басейн	piscina	N;INAN;NOM;MASC;SG	N
зменшення	redución	зменшення	redución	N;INAN;NOM;NEUT;SG	N
володіє	é	володіти	ser	V;IPFV;IND;SG;3;PRS;FIN	V
володіє	posúe	володіти	posuír	V;IPFV;IND;SG;3;PRS;FIN	V
точно	definitivamente	точно	definitivamente	ADV	ADV
доля	destino	доля	destino	N;INAN;NOM;FEM;SG	N
доля	destino	доля	destino	N;INAN;NOM;FEM;SG	N
рівняння	ecuación	рівняння	ecuación	N;INAN;NOM;NEUT;SG	N
георгій	xurxo	георгій	xurxo	N;ANIM;NOM;MASC;SG	N
окремий	diferentes	окремий	diferente	ADJ;NOM;MASC;SG	ADJ
класі	grao	клас	grao	N;INAN;DAT;MASC;SG	N
класі	clase	клас	clase	N;INAN;DAT;MASC;SG	N
стосується	aplica	стосуватися	aplicar	V;IPFV;IND;SG;3;PRS;FIN	V
зрештою	finalmente	зрештою	final	ADV	ADV
зрештою	eventualmente	зрештою	eventual	ADV	ADV
пари	par	пара	par	N;INAN;NOM;FEM;PL	N
перемога	vitoria	перемога	vitoria	N;INAN;NOM;FEM;SG	N
перемога	victoria	перемога	victoria	N;INAN;NOM;FEM;SG	N
одиниці	unidades	одиниця	unidade	N;INAN;NOM;FEM;PL	N
одиниці	unidade	одиниця	unidade	N;INAN;NOM;FEM;PL	N
камінь	pedra	камінь	pedra	N;INAN;NOM;MASC;SG	N
зробили	fixo	зробити	facer	V;PFV;IND;PL;PST;FIN	V
необхідність	necesidade	необхідність	necesidade	N;INAN;NOM;FEM;SG	N
говорить	fala	говорити	falar	V;IPFV;IND;SG;3;PRS;FIN	V
говорить	di	говорити	dicir	V;IPFV;IND;SG;3;PRS;FIN	V
говорить	fala	говорити	falar	V;IPFV;IND;SG;3;PRS;FIN	V
говорить	falar	говорити	falar	V;IPFV;IND;SG;3;PRS;FIN	V
хвилі	ondas	хвиля	onda	N;INAN;NOM;FEM;PL	N
переміг	vai	перемогти	ir	V;PFV;MASC;IND;SG;PST;FIN	V
переміг	vou	перемогти	var	V;PFV;MASC;IND;SG;PST;FIN	V
культур	culturas	культура	cultura	N;INAN;GEN;FEM;PL	N
прошу	preguntar	просити	preguntar	V;IPFV;IND;SG;1;PRS;FIN	V
прошу	pide	просити	pedir	V;IPFV;IND;SG;1;PRS;FIN	V
варіанти	opcións	варіант	opción	N;INAN;NOM;MASC;PL	N
варіанти	opcións	варіант	opción	N;INAN;NOM;MASC;PL	N
варіанти	decisións	варіант	decisión	N;INAN;NOM;MASC;PL	N
мій	meu	мій	meu	DET;NOM;MASC;SG;1	DET
мій	miña	мій	meu	DET;NOM;MASC;SG;1	DET
мій	o	мій	o	DET;NOM;MASC;SG;1	DET
мій	a	мій	o	DET;NOM;MASC;SG;1	DET
мій	meus	мій	meu	DET;NOM;MASC;SG;1	DET
мій	miña	мій	meu	DET;NOM;MASC;SG;1	DET
мій	meus	мій	meu	DET;NOM;MASC;SG;1	DET
мій	meu	мій	meu	DET;NOM;MASC;SG;1	DET
лист	carta	лист	carta	N;INAN;NOM;MASC;SG	N
лист	letra	лист	letra	N;INAN;NOM;MASC;SG	N
довжини	lonxitude	довжина	lonxitude	N;INAN;NOM;FEM;PL	N
вилучити	quitar	вилучити	quitar	V;PFV;NFIN	V
вилучити	quitamos	вилучити	quitar	V;PFV;NFIN	V
закони	leis	закон	lei	N;INAN;NOM;MASC;PL	N
соціальна	social	соціальний	social	ADJ;NOM;FEM;SG	ADJ
соціальна	sociais	соціальний	social	ADJ;NOM;FEM;SG	ADJ
ефект	efecto	ефект	efecto	N;INAN;NOM;MASC;SG	N
ефект	efectos	ефект	efecto	N;INAN;NOM;MASC;SG	N
бог	deus	бог	daus	N;ANIM;NOM;MASC;SG	N
націй	nacións	нація	nación	N;INAN;GEN;FEM;PL	N
кампанії	campañas	кампанія	campaña	N;INAN;NOM;FEM;PL	N
кампанії	campaña	кампанія	campaña	N;INAN;NOM;FEM;PL	N
колонії	colonias	колонія	colonia	N;INAN;NOM;FEM;PL	N
викладач	profesor	викладач	profesor	N;ANIM;NOM;MASC;SG	N
викладач	mestra	викладач	mestra	N;ANIM;NOM;MASC;SG	N
викладач	mestre	викладач	mestre	N;ANIM;NOM;MASC;SG	N
поширені	común	поширений	común	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ
поширені	comúns	поширений	común	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ
правда	verdade	правда	verdade	N;INAN;NOM;FEM;SG	N
хотів	quería	хотіти	querer	V;IPFV;MASC;IND;SG;PST;FIN	V
хотів	quixen	хотіти	quixir	V;IPFV;MASC;IND;SG;PST;FIN	V
справі	asunto	справа	asunto	N;INAN;DAT;FEM;PL	N
власник	dono	власник	dono	N;ANIM;NOM;MASC;SG	N
побудовано	construida	побудовати	construida	V;PFV;IND;0;FIN	V
побудовано	construíu	побудовати	construír	V;PFV;IND;0;FIN	V
побудовано	construín	побудовати	construír	V;PFV;IND;0;FIN	V
побудовано	construímos	побудовати	construír	V;PFV;IND;0;FIN	V
вторгнення	invasión	вторгнення	invasión	N;INAN;NOM;NEUT;SG	N
поети	poetas	поет	poeta	N;ANIM;NOM;MASC;PL	N
підтримка	apoio	підтримка	apoio	N;INAN;NOM;FEM;SG	N
оголосив	declarou	оголосити	declarar	V;PFV;MASC;IND;SG;PST;FIN	V
вогонь	lume	вогонь	lume	N;INAN;NOM;MASC;SG	N
вогонь	fogo	вогонь	fogo	N;INAN;NOM;MASC;SG	N
механізм	mecanismo	механізм	mecanismo	N;INAN;NOM;MASC;SG	N
опір	resistencia	опір	resistencia	N;INAN;NOM;MASC;SG	N
прийшов	chegou	прийти	chegar	V;PFV;MASC;IND;SG;PST;FIN	V
