dan	en	dan	en	CONJ	CONJ
pekerjaan	baan	pekerjaan	baan	N;SG	N;MASC+FEM;SG
pekerjaan	werk	pekerjaan	werk	N;SG	N;NEUT;SG
pekerjaan	arbeid	pekerjaan	arbeid	N;SG	N;MASC+FEM;SG
kementerian	ministerie	kementerian	ministerie	N;SG	N;NEUT;SG
rencana	plan	rencana	plan	N;SG	N;NEUT;SG
era	tijdperk	era	tijdperk	N	N;NEUT;SG
era	era	era	era	N	N;NEUT;SG
menyerap	absorberen	menserap	absorberen	V;SG;ACT	V;NFIN
menyerap	absorberen	menserap	absorberen	V;SG;ACT	V;NFIN
menyerap	geabsorbeerde	menserap	geabsorbeerd	V;SG;ACT	V;FIN
menyerap	geabsorbeerd	menserap	absorberen	V;SG;ACT	V;V.PTCP
menyerap	absorbeert	menserap	absorberen	V;SG;ACT	V;SG;PRS;FIN
tipe	type	tipe	type	N;SG	N;NEUT;SG
tipe	soort	tipe	soort	N;SG	N;SG
menyerang	aangevallen	menserang	aanvallen	V;SG;ACT	V;V.PTCP
menyerang	beledigend	menserang	beledigen	V;SG;ACT	V;V.PTCP
global	mondiale	global	mondiaal	ADJ	ADJ
global	globaal	global	globaal	ADJ	ADJ
global	wereldwijd	global	wereldwijd	ADJ	ADJ
terlalu	ook	terlalu	ook	ADV	ADV
aliran	beek	aliran	beek	N;SG	N;MASC+FEM;SG
aliran	stroom	aliran	stroom	N;SG	N;MASC+FEM;SG
aliran	stream	aliran	stream	N;SG	N;MASC+FEM;SG
aliran	flow	aliran	flow	N;SG	N;MASC+FEM;SG
berjalan	wandelen	berjalan	wandelen	V;SG;ACT	V;NFIN
berjalan	lopen	berjalan	lopen	V;SG;ACT	V;NFIN
berjalan	lopend	berjalan	lopen	V;SG;ACT	V;V.PTCP
berjalan	loopt	berjalan	lopen	V;SG;ACT	V;SG;PRS;FIN
berjalan	rennen	berjalan	rennen	V;SG;ACT	V;NFIN
berjalan	hardlopen	berjalan	hardlopen	V;SG;ACT	V;NFIN
berjalan	lopen	berjalan	lopen	V;SG;ACT	V;NFIN
teks	tekst	teks	tekst	N;SG	N;MASC+FEM;SG
tujuh	zeven	tujuh	zeven	NUM	NUM
penumpang	passagier	pentumpang	passagier	N;SG	N;MASC+FEM;SG
penumpang	reiziger	pentumpang	reiziger	N;SG	N;MASC+FEM;SG
minyak	olieverf	minyak	olieverf	N;SG	N;MASC+FEM;SG
minyak	aardolie	minyak	aardolie	N;SG	N;MASC+FEM;SG
minyak	olie	minyak	olie	N;SG	N;MASC+FEM;SG
upacara	plechtigheid	upacara	plechtigheid	N;SG	N;MASC+FEM;SG
upacara	ceremonie	upacara	ceremonie	N;SG	N;MASC+FEM;SG
manajemen	beheer	manajemen	beheer	N;SG	N;NEUT;SG
manajemen	management	manajemen	management	N;SG	N;NEUT;SG
terkait	geassocieerd	terkait	associëren	V;SG;PASS	V;V.PTCP
terkait	geassocieerde	terkait	geassocieerd	V;SG;PASS	V;V.PTCP
terkait	gekoppelde	terkait	koppelen	V;SG;PASS	V;V.PTCP
terkait	gelinkt	terkait	gelinken	V;SG;PASS	V;V.PTCP
terkait	verbonden	terkait	verbinden	V;SG;PASS	V;V.PTCP
terkait	gekoppeld	terkait	koppelen	V;SG;PASS	V;V.PTCP
terkait	gerelateerd	terkait	relateren	V;SG;PASS	V;V.PTCP
terkait	gerelateerde	terkait	relateren	V;SG;PASS	V;V.PTCP
murid	leerling	murid	leerling	N;SG	N;MASC+FEM;SG
murid	student	murid	student	N;SG	N;MASC+FEM;SG
dibandingkan	vergeleken	dibandingkan	vergelijken	V;SG;PASS	V;V.PTCP
gas	gas	gas	gas	N;SG	N;NEUT;SG
tumbuhan	plant	tumbuhan	plant	N;SG	N;MASC+FEM;SG
generasi	opwekking	generasi	opwekking	N;SG	N;MASC+FEM;SG
generasi	generation	generasi	generation	N;SG	N;MASC+FEM;SG
generasi	generatie	generasi	generatie	N;SG	N;MASC+FEM;SG
mengandung	bevat	menkandung	bevatten	V;SG;ACT	V;SG;PRS;FIN
mengandung	bevatten	menkandung	bevatten	V;SG;ACT	V;NFIN
saluran	kanaal	saluran	kanaal	N;SG	N;NEUT;SG
vokal	vocal	vokal	vocal	N;SG	N;MASC+FEM;SG
vokal	zang	vokal	zang	N;SG	N;MASC+FEM;SG
vokal	klinker	vokal	klinker	N;SG	N;MASC+FEM;SG
akademi	academy	akademi	academy	N;SG	N;MASC+FEM;SG
akademi	academie	akademi	academie	N;SG	N;MASC+FEM;SG
khususnya	vooral	khususnya	vooral	ADV	ADV
pinjaman	lening	pinjaman	lening	N;SG	N;MASC+FEM;SG
metode	methode	metode	methode	N;SG	N;MASC+FEM;SG
predator	roofdier	predator	roofdier	N	N;NEUT;SG
predator	predator	predator	predator	N	N;MASC+FEM;SG
predator	roofdieren	predator	roofdier	N	N;PL
peraturan	regelgeving	peraturan	regelgeving	N;SG	N;MASC+FEM;SG
peraturan	regulering	peraturan	regulering	N;SG	N;MASC+FEM;SG
peraturan	verordening	peraturan	verordening	N;SG	N;MASC+FEM;SG
peraturan	regel	peraturan	regel	N;SG	N;MASC+FEM;SG
pemenang	winnares	penmenang	winnare	N;SG	N;MASC+FEM;SG
pemenang	winnaar	penmenang	winnaar	N;SG	N;MASC+FEM;SG
cahaya	light	cahaya	light	N;SG	N;MASC+FEM;SG
cahaya	licht	cahaya	licht	N;SG	N;NEUT;SG
bergerak	verplaatsen	bergerak	verplaatsen	V;SG;ACT	V;NFIN
bergerak	bewegen	bergerak	bewegen	V;SG;ACT	V;NFIN
bergerak	beweeg	bergerak	bewegen	V;SG;ACT	V;SG;PRS;FIN
bergerak	verplaats	bergerak	verplaats	V;SG;ACT	V;SG;PRS;FIN
bergerak	verplaatsen	bergerak	verplaatsen	V;SG;ACT	V;NFIN
bergerak	bewegen	bergerak	bewegen	V;SG;ACT	V;NFIN
bergerak	bewegend	bergerak	bewegenen	V;SG;ACT	V;V.PTCP
bergerak	verhuizen	bergerak	verhuizen	V;SG;ACT	V;NFIN
tionghoa	mandarijn	tionghoa	mandarijn	N	N;MASC+FEM;SG
tionghoa	chinezen	tionghoa	chinees	N	N;PL
skor	score	skor	score	N;SG	N;MASC+FEM;SG
pengaruh	invloed	pengaruh	invloed	N;SG	N;MASC+FEM;SG
pengaruh	beïnvloeding	pengaruh	beïnvloeding	N;SG	N;MASC+FEM;SG
kanan	kanan	kanan	kanan	N;SG	N;MASC+FEM;SG
airlines	luchtvaartmaatschappijen	airlines	luchtvaartmaatschappij	N	N;PL
airlines	airlines	airlines	airline	N	N;PL
kompetisi	concurrentie	kompetisi	concurrentie	N;SG	N;MASC+FEM;SG
kompetisi	mededinging	kompetisi	mededinging	N;SG	N;MASC+FEM;SG
kompetisi	competitie	kompetisi	competitie	N;SG	N;MASC+FEM;SG
polisi	smeris	polisi	smeris	N;SG	N;MASC+FEM;SG
polisi	flik	polisi	flik	N;SG	N;MASC+FEM;SG
polisi	politie	polisi	politie	N;SG	N;MASC+FEM;SG
hijau	groen	hijau	groen	ADJ;SG	ADJ
hijau	groene	hijau	groen	ADJ;SG	ADJ
kecepatan	snelheid	kecepatan	snelheid	N;SG	N;MASC+FEM;SG
kecepatan	speed	kecepatan	spijden	N;SG	N;MASC+FEM;SG
kecepatan	toerental	kecepatan	toerental	N;SG	N;NEUT;SG
mengetahui	wetende	menketahui	weten	V;SG;ACT	V;V.PTCP
mencoba	probeert	mencoba	proberen	V;SG;ACT	V;SG;PRS;FIN
mencoba	proberen	mencoba	proberen	V;SG;ACT	V;NFIN
mencoba	geprobeerd	mencoba	proberen	V;SG;ACT	V;V.PTCP
mencoba	uitgeprobeerd	mencoba	uitproberen	V;SG;ACT	V;V.PTCP
mencoba	probeerde	mencoba	proberen	V;SG;ACT	V;SG;PST;FIN
penguasa	heerser	penkuasa	heerser	N;SG	N;MASC+FEM;SG
penguasa	liniaal	penkuasa	liniaal	N;SG	N;MASC+FEM;SG
tewas	dood	tewas	dood	ADJ;SG	ADJ
tewas	doods	tewas	doods	ADJ;SG	ADJ
pasangan	partner	pasangan	partner	N;SG	N;MASC+FEM;SG
pasangan	echtgenoot	pasangan	echtgenoot	N;SG	N;MASC+FEM;SG
pasangan	echtgenote	pasangan	echtgenote	N;SG	N;MASC+FEM;SG
pasangan	paar	pasangan	paar	N;SG	N;NEUT;SG
pasangan	pair	pasangan	pair	N;SG	N;MASC+FEM;SG
menolak	weigeren	mentolak	weigeren	V;SG;ACT	V;NFIN
menolak	weiger	mentolak	weiger	V;SG;ACT	V;SG;PRS;FIN
menolak	afgewezen	mentolak	afwijzen	V;SG;ACT	V;V.PTCP
menolak	geweigerd	mentolak	weigeren	V;SG;ACT	V;V.PTCP
menolak	afwijzen	mentolak	afwijzen	V;SG;ACT	V;NFIN
menolak	verwerpen	mentolak	verwerpen	V;SG;ACT	V;NFIN
menolak	dalende	mentolak	dalen	V;SG;ACT	V;V.PTCP
menolak	teruglopende	mentolak	teruglopen	V;SG;ACT	V;V.PTCP
menolak	afnemende	mentolak	afnemen	V;SG;ACT	V;V.PTCP
lewat	via	lewat	via	ADP;SG;ACT	ADP
mengubah	transformeren	menubah	transformeren	V;SG;ACT	V;NFIN
mengubah	transformeren	menubah	transformeren	V;SG;ACT	V;NFIN
mengubah	veranderen	menubah	veranderen	V;SG;ACT	V;NFIN
mengubah	veranderende	menubah	veranderen	V;SG;ACT	V;V.PTCP
mengubah	veranderen	menubah	veranderen	V;SG;ACT	V;NFIN
mengubah	wijzigen	menubah	wijzigen	V;SG;ACT	V;NFIN
korban	slachtoffer	korban	slachtoffer	N;SG	N;NEUT;SG
pelabuhan	harbor	penlabuhan	harbor	N;SG	N;MASC+FEM;SG
pelabuhan	bakboord	penlabuhan	bakboord	N;SG	N;MASC+FEM;SG
pelabuhan	haven	penlabuhan	haven	N;SG	N;MASC+FEM;SG
pelabuhan	poort	penlabuhan	poort	N;SG	N;MASC+FEM;SG
agresif	agressief	agresif	agressief	ADJ;SG	ADJ
agresif	agressieve	agresif	agressief	ADJ;SG	ADJ
agresif	agressief	agresif	agressief	ADJ;SG	ADJ
agresif	boekhoudkundige	agresif	boekhoudkundig	ADJ;SG	ADJ
genre	genre	genre	genre	N	N;NEUT;SG
genre	genres	genre	genres	N	N;PL
jembatan	brug	jembatan	brug	N;SG	N;MASC+FEM;SG
jembatan	bridge	jembatan	brieg	N;SG	N;MASC+FEM;SG
yayasan	stichting	yayasan	stichting	N;SG	N;MASC+FEM;SG
yayasan	fundering	yayasan	fundering	N;SG	N;MASC+FEM;SG
yayasan	fundering	yayasan	fundering	N;SG	N;MASC+FEM;SG
keamanan	veiligheid	keamanan	veiligheid	N;SG	N;MASC+FEM;SG
keamanan	beveiliging	keamanan	beveiliging	N;SG	N;MASC+FEM;SG
keamanan	veiligheid	keamanan	veiligheid	N;SG	N;MASC+FEM;SG
pendiri	stichter	pendiri	stichter	N;SG	N;MASC+FEM;SG
pendiri	oprichter	pendiri	oprichter	N;SG	N;MASC+FEM;SG
adat	adat	adat	adat	N;SG	N;MASC+FEM;SG
gagal	falen	gagal	falen	V;SG	V;NFIN
gagal	mislukken	gagal	mislukken	V;SG	V;NFIN
gagal	gezakt	gagal	zakken	V;SG	V;V.PTCP
gagal	mislukt	gagal	mislukken	V;SG	V;V.PTCP
gagal	mislukte	gagal	mislukken	V;SG	V;SG;PST;FIN
gagal	gefaald	gagal	falen	V;SG	V;V.PTCP
gagal	falen	gagal	falen	V;SG	V;NFIN
gagal	mislukken	gagal	mislukken	V;SG	V;NFIN
perbedaan	onderscheid	perbedaan	onderscheid	N;SG	N;NEUT;SG
perbedaan	verschil	perbedaan	verschil	N;SG	N;NEUT;SG
perbedaan	discrepantie	perbedaan	discrepantie	N;SG	N;MASC+FEM;SG
pintu	deur	pintu	deur	N;SG	N;MASC+FEM;SG
pembuat	auteur	penbuat	auteur	N;SG	N;MASC+FEM;SG
pembuat	schrijver	penbuat	schrijver	N;SG	N;MASC+FEM;SG
pembuat	schepper	penbuat	schepper	N;SG	N;MASC+FEM;SG
pembuat	maker	penbuat	maker	N;SG	N;MASC+FEM;SG
pembuat	bedenker	penbuat	bedenker	N;SG	N;MASC+FEM;SG
pembuat	maker	penbuat	maker	N;SG	N;MASC+FEM;SG
tepat	precies	tepat	precies	ADJ;SG	ADJ
tepat	exact	tepat	exact	ADJ;SG	ADJ
tepat	precies	tepat	precies	ADJ;SG	ADJ
tumbuh	groeiende	tumbuh	groeien	V;SG;ACT	V;V.PTCP
tumbuh	toenemend	tumbuh	toenemen	V;SG;ACT	V;V.PTCP
tumbuh	groeien	tumbuh	groeien	V;SG;ACT	V;NFIN
tumbuh	groeiend	tumbuh	groeien	V;SG;ACT	V;V.PTCP
tumbuh	gegroeid	tumbuh	groeien	V;SG;ACT	V;V.PTCP
tumbuh	gekweekt	tumbuh	kweken	V;SG;ACT	V;V.PTCP
tumbuh	groeien	tumbuh	groeien	V;SG;ACT	V;NFIN
tumbuh	groeit	tumbuh	groeien	V;SG;ACT	V;SG;PRS;FIN
menciptakan	creëren	menciptakan	creer	V;SG;ACT	V;NFIN
menciptakan	creëert	menciptakan	creëren	V;SG;ACT	V;SG;PRS;FIN
menciptakan	schept	menciptakan	scheppen	V;SG;ACT	V;SG;PRS;FIN
teluk	golf	teluk	golf	N;SG	N;MASC+FEM;SG
teluk	baai	teluk	baai	N;SG	N;MASC+FEM;SG
teluk	bay	teluk	bay	N;SG	N;MASC+FEM;SG
difusi	verspreiding	difusi	verspreiding	N;SG	N;MASC+FEM;SG
vietnam	vietnamezen	vietnam	vietnamees	N	N;PL
jasa	dienstverlening	jasa	dienstverlening	N;SG	N;MASC+FEM;SG
jasa	dienst	jasa	dienst	N;SG	N;MASC+FEM;SG
jasa	service	jasa	service	N;SG	N;MASC+FEM;SG
membuka	opent	menbuka	openen	V;SG;ACT	V;SG;PRS;FIN
membuka	openen	menbuka	openen	V;SG;ACT	V;NFIN
swasta	privé	swasta	privé	ADJ;SG	ADJ
swasta	privé	swasta	privé	ADJ;SG	ADJ
swasta	particulier	swasta	particulier	ADJ;SG	ADJ
bakar	brand	bakar	brand	N;SG;ACT	N;MASC+FEM;SG
bakar	burn	bakar	burn	N;SG;ACT	N;MASC+FEM;SG
bakar	bakar	bakar	bakar	N;SG;ACT	N;MASC+FEM;SG
pegunungan	hoogland	pegunungan	hoogland	N;SG	N;NEUT;SG
pegunungan	berg	pegunungan	berg	N;SG	N;MASC+FEM;SG
kelahiran	geboorte	kelahiran	geboorte	N;SG	N;MASC+FEM;SG
bendera	vlag	bendera	vlag	N;SG	N;MASC+FEM;SG
berbasis	gebaseerd	berbasis	baseren	V;SG;ACT	V;V.PTCP
pelayanan	dienstverlening	penlayanan	dienstverlening	N;SG	N;MASC+FEM;SG
pelayanan	dienst	penlayanan	dienst	N;SG	N;MASC+FEM;SG
pelayanan	service	penlayanan	service	N;SG	N;MASC+FEM;SG
pelayanan	ministerie	penlayanan	ministerie	N;SG	N;NEUT;SG
memimpin	leidende	menpimpin	leiden	V;SG;ACT	V;V.PTCP
memimpin	leidend	menpimpin	leiden	V;SG;ACT	V;V.PTCP
memimpin	leiden	menpimpin	leiden	V;SG;ACT	V;NFIN
memimpin	loden	menpimpin	lood	V;SG;ACT	V;V.PTCP
fitur	kenmerk	fitur	kenmerk	N;SG	N;NEUT;SG
fitur	functie	fitur	functie	N;SG	N;MASC+FEM;SG
aplikasi	aanvraag	aplikasi	aanvraag	N;SG	N;MASC+FEM;SG
aplikasi	toepassing	aplikasi	toepassing	N;SG	N;MASC+FEM;SG
aplikasi	applicatie	aplikasi	applicatie	N;SG	N;MASC+FEM;SG
aplikasi	app	aplikasi	app	N;SG	N;MASC+FEM;SG
tersedia	beschikbare	tersedia	beschikbaar	ADJ;SG	ADJ
tersedia	verkrijgbaar	tersedia	verkrijgbaar	ADJ;SG	ADJ
tersedia	beschikbaar	tersedia	beschikbaar	ADJ;SG	ADJ
kemenangan	zege	kemenangan	zege	N;SG	N;MASC+FEM;SG
kemenangan	overwinning	kemenangan	overwinning	N;SG	N;MASC+FEM;SG
kemenangan	victorie	kemenangan	victorie	N;SG	N;MASC+FEM;SG
kemenangan	victory	kemenangan	victory	N;SG	N;MASC+FEM;SG
kemenangan	triomf	kemenangan	triomf	N;SG	N;MASC+FEM;SG
sipil	civiele	sipil	civiel	ADJ;SG	ADJ
sipil	burgerlijke	sipil	burgerlijk	ADJ;SG	ADJ
sipil	burgerlijk	sipil	burgerlijk	ADJ;SG	ADJ
sipil	civiel	sipil	civiel	ADJ;SG	ADJ
sipil	civiel	sipil	civiel	ADJ;SG	ADJ
artinya	betekenis	arti	betekenis	N;SG	N;MASC+FEM;SG
misi	missie	misi	missie	N;SG	N;MASC+FEM;SG
misi	mission	misi	mission	N;SG	N;MASC+FEM;SG
satelit	satelliet	satelit	satelliet	N;SG	N;MASC+FEM;SG
kejadian	voorval	kejadian	voorval	N;SG	N;NEUT;SG
kejadian	incident	kejadian	incident	N;SG	N;NEUT;SG
sukses	succesvol	sukses	succesvol	ADJ;SG	ADJ
sukses	succesvolle	sukses	succesvol	ADJ;SG	ADJ
sukses	succesvol	sukses	succesvol	ADJ;SG	ADJ
berusia	verouderd	berusia	verouderen	V;SG;ACT	V;V.PTCP
massa	mob	massa	mob	N	N;MASC+FEM;SG
massa	maffia	massa	maffia	N	N;MASC+FEM;SG
massa	menigte	massa	menigte	N	N;MASC+FEM;SG
massa	massa	massa	massa	N	N;MASC+FEM;SG
massa	massa	massa	massa	N	N;MASC+FEM;SG
massa	massa	massa	massa	N	N;MASC+FEM;SG
melanjutkan	hervatten	menlanjutkan	hervatten	V;SG;ACT	V;NFIN
melanjutkan	voortzetten	menlanjutkan	voortzetten	V;SG;ACT	V;NFIN
melanjutkan	doorgaan	menlanjutkan	doorgaan	V;SG;ACT	V;NFIN
dibagi	verdeelde	dibagi	verdelen	V;SG;PASS	V;SG;PST;FIN
dibagi	verdeeld	dibagi	verdelen	V;SG;PASS	V;V.PTCP
jawab	antwoord	jawab	antwoord	N;SG;ACT	N;NEUT;SG
ditayangkan	luchten	ditayangkan	luchten	V;SG;PASS	V;NFIN
petani	boer	petani	boer	N;SG	N;MASC+FEM;SG
petani	boer	petani	boer	N;SG	N;MASC+FEM;SG
petani	landbouwer	petani	landbouwer	N;SG	N;MASC+FEM;SG
bar	bars	bar	bars	N	N;PL
bar	bar	bar	bar	N	N;MASC+FEM;SG
membunuh	slachten	menbunuh	slacht	V;SG;ACT	V;NFIN
membunuh	slacht	menbunuh	slacht	V;SG;ACT	V;SG;PRS;FIN
berkata	zeggen	berkata	zeggen	V;SG;ACT	V;NFIN
berkata	zei	berkata	zeggen	V;SG;ACT	V;SG;PST;FIN
berkata	gezegd	berkata	zeggen	V;SG;ACT	V;V.PTCP
berkata	zegt	berkata	zeggen	V;SG;ACT	V;SG;PRS;FIN
nominasi	voordracht	nominasi	voordracht	N;SG	N;MASC+FEM;SG
nominasi	nominatie	nominasi	nominatie	N;SG	N;MASC+FEM;SG
desain	ontwerp	desain	ontwerp	N;SG	N;NEUT;SG
desain	design	desain	design	N;SG	N;MASC+FEM;SG
desain	vormgeving	desain	vormgeving	N;SG	N;MASC+FEM;SG
dibuka	geopend	dibuka	openen	V;SG;PASS	V;V.PTCP
dibuka	opent	dibuka	openen	V;SG;PASS	V;SG;PRS;FIN
dibuka	ontgrendeld	dibuka	ontgrendeld	V;SG;PASS	V;V.PTCP
puncak	top	puncak	top	N;SG	N;MASC+FEM;SG
puncak	bovenkant	puncak	bovenkant	N;SG	N;MASC+FEM;SG
puncak	puncak	puncak	puncak	N;SG	N;MASC+FEM;SG
puncak	peak	puncak	peak	N;SG	N;MASC+FEM;SG
puncak	piek	puncak	piek	N;SG	N;MASC+FEM;SG
puncak	hoogtepunt	puncak	hoogtepunt	N;SG	N;NEUT;SG
insting	instinct	insting	instinct	N;SG	N;NEUT;SG
insting	instinct	insting	instinct	N;SG	N;NEUT;SG
profil	profiel	profil	profiel	N;SG	N;NEUT;SG
profil	profilering	profil	profilering	N;SG	N;MASC+FEM;SG
system	systeem	system	systeem	N	N;NEUT;SG
system	stelsel	system	stelsel	N	N;NEUT;SG
terlibat	betrokken	terlibat	betrekken	V;SG;PASS	V;V.PTCP
terlibat	verloofd	terlibat	verloven	V;SG;PASS	V;V.PTCP
pembagian	divisie	penbagian	divisie	N;SG	N;MASC+FEM;SG
pembagian	afdeling	penbagian	afdeling	N;SG	N;MASC+FEM;SG
pembagian	deling	penbagian	deling	N;SG	N;MASC+FEM;SG
pembagian	division	penbagian	division	N;SG	N;MASC+FEM;SG
tindakan	aktie	tindakan	aktie	N;SG	N;MASC+FEM;SG
tindakan	actie	tindakan	actie	N;SG	N;MASC+FEM;SG
sekretaris	secretaris	sekretaris	secretaris	N;SG	N;MASC+FEM;SG
sekretaris	secretaresse	sekretaris	secretaresse	N;SG	N;MASC+FEM;SG
biru	blue	biru	blue	N;SG	N;MASC+FEM;SG
gadis	meis	gadis	meis	N;SG	N;MASC+FEM;SG
gadis	meisje	gadis	meisje	N;SG	N;NEUT;SG
gadis	meid	gadis	meid	N;SG	N;MASC+FEM;SG
entertainment	vermaak	entertainment	vermaak	N	N;NEUT;SG
entertainment	amusement	entertainment	amusement	N	N;NEUT;SG
entertainment	entertainment	entertainment	entertainment	N	N;NEUT;SG
kecuali	tenzij	kecuali	tenzij	CONJ	CONJ
kecuali	behalve	kecuali	behalve	CONJ	CONJ
olimpiade	olympic	olimpiade	olympic	N;SG	N;MASC+FEM;SG
olimpiade	olympiade	olimpiade	olympiade	N;SG	N;MASC+FEM;SG
penampilan	schijn	pentampilan	schijn	N;SG	N;MASC+FEM;SG
penampilan	verschijning	pentampilan	verschijning	N;SG	N;MASC+FEM;SG
satuan	eenheid	satuan	eenheid	N;SG	N;MASC+FEM;SG
satuan	unit	satuan	unit	N;SG	N;MASC+FEM;SG
efek	effect	efek	effect	N;SG	N;NEUT;SG
calon	kandidaat	calon	kandidaat	N;SG	N;MASC+FEM;SG
merujuk	verwijzende	menrujuk	verwijzen	V;SG;ACT	V;V.PTCP
merujuk	verwijs	menrujuk	verwijs	V;SG;ACT	V;SG;PRS;FIN
merujuk	verwijzen	menrujuk	verwijzen	V;SG;ACT	V;NFIN
upaya	poging	upaya	poging	N;SG	N;MASC+FEM;SG
upaya	inspanning	upaya	inspanning	N;SG	N;MASC+FEM;SG
pembuatan	schepping	penbuatan	schepping	N;SG	N;MASC+FEM;SG
pembuatan	creatie	penbuatan	creatie	N;SG	N;MASC+FEM;SG
ajaran	doctrine	ajaran	doctrine	N;SG	N;MASC+FEM;SG
uskup	loper	uskup	loper	N;SG	N;MASC+FEM;SG
uskup	bisschop	uskup	bisschop	N;SG	N;MASC+FEM;SG
uskup	bishop	uskup	bishop	N;SG	N;MASC+FEM;SG
harga	prijs	harga	prijs	N;SG	N;MASC+FEM;SG
harga	prijsstelling	harga	prijsstelling	N;SG	N;MASC+FEM;SG
drs	drs	drs	drs	N	N;MASC+FEM;SG
kebutuhan	nood	kebutuhan	nood	N;SG	N;MASC+FEM;SG
kebutuhan	noodzaak	kebutuhan	noodzaak	N;SG	N;MASC+FEM;SG
kebutuhan	behoefte	kebutuhan	behoefte	N;SG	N;MASC+FEM;SG
kebutuhan	noodzaak	kebutuhan	noodzaak	N;SG	N;MASC+FEM;SG
kebutuhan	noodzakelijkheid	kebutuhan	noodzakelijkheid	N;SG	N;MASC+FEM;SG
remaja	teen	remaja	teen	N;SG	N;MASC+FEM;SG
remaja	tiener	remaja	tiener	N;SG	N;MASC+FEM;SG
remaja	puber	remaja	puber	N;SG	N;MASC+FEM;SG
remaja	tiener	remaja	tiener	N;SG	N;MASC+FEM;SG
remaja	adolescentie	remaja	adolescentie	N;SG	N;MASC+FEM;SG
remaja	puberteit	remaja	puberteit	N;SG	N;MASC+FEM;SG
terminal	terminal	terminal	terminal	N	N;MASC+FEM;SG
terminal	terminale	terminal	terminaal	N	N;MASC+FEM;SG
terminal	terminals	terminal	terminals	N	N;PL
biaya	vergoeding	biaya	vergoeding	N;SG	N;MASC+FEM;SG
biaya	honorarium	biaya	honorarium	N;SG	N;NEUT;SG
biaya	aanklacht	biaya	aanklacht	N;SG	N;MASC+FEM;SG
biaya	charge	biaya	charge	N;SG	N;MASC+FEM;SG
biaya	kostprijs	biaya	kostprijs	N;SG	N;MASC+FEM;SG
terbagi	verdeelde	terbagi	verdelen	V;SG;PASS	V;SG;PST;FIN
terbagi	verdeeld	terbagi	verdelen	V;SG;PASS	V;V.PTCP
artis	kunstenares	artis	kunstenares	N;SG	N;MASC+FEM;SG
artis	artiest	artis	artiest	N;SG	N;MASC+FEM;SG
artis	kunstenaar	artis	kunstenaar	N;SG	N;MASC+FEM;SG
artis	artist	artis	artist	N;SG	N;MASC+FEM;SG
memenuhi	vervullen	menpenuhi	vervullen	V;SG;ACT	V;NFIN
rekaman	beeldmateriaal	rekaman	beeldmateriaal	N;SG	N;NEUT;SG
rekaman	opname	rekaman	opname	N;SG	N;MASC+FEM;SG
rekaman	bandje	rekaman	band	N;SG	N;NEUT;SG
rekaman	plakband	rekaman	plakband	N;SG	N;NEUT;SG
rekaman	tape	rekaman	tape	N;SG	N;MASC+FEM;SG
tahap	podium	tahap	podium	N;SG	N;NEUT;SG
tahap	fase	tahap	fase	N;SG	N;MASC+FEM;SG
tahap	toneel	tahap	toneel	N;SG	N;NEUT;SG
tahap	stadium	tahap	stadium	N;SG	N;NEUT;SG
game	gaming	game	gaming	N;SG	N;MASC+FEM;SG
game	wedstrijd	game	wedstrijd	N;SG	N;MASC+FEM;SG
game	spel	game	spel	N;SG	N;NEUT;SG
game	spelletje	game	spel	N;SG	N;NEUT;SG
pertemuan	ontmoeting	pertemuan	ontmoeting	N;SG	N;MASC+FEM;SG
pertemuan	vergadering	pertemuan	vergadering	N;SG	N;MASC+FEM;SG
pertemuan	meeting	pertemuan	meeting	N;SG	N;MASC+FEM;SG
pertemuan	bijeenkomst	pertemuan	bijeenkomst	N;SG	N;MASC+FEM;SG
administrasi	administratie	administrasi	administratie	N;SG	N;MASC+FEM;SG
administrasi	toediening	administrasi	toediening	N;SG	N;MASC+FEM;SG
langit	hemel	langit	hemel	N;SG	N;MASC+FEM;SG
langit	hemel	langit	hemel	N;SG	N;MASC+FEM;SG
langit	lucht	langit	lucht	N;SG	N;MASC+FEM;SG
langit	sky	langit	sky	N;SG	N;MASC+FEM;SG
indah	mooi	indah	mooi	ADJ;SG	ADJ
indah	prachtig	indah	prachtig	ADJ;SG	ADJ
indah	mooie	indah	mooi	ADJ;SG	ADJ
indah	heerlijk	indah	heerlijk	ADJ;SG	ADJ
indah	heerlijk	indah	heerlijk	ADJ;SG	ADJ
indah	voortreffelijk	indah	voortreffelijk	ADJ;SG	ADJ
mencakup	dekt	mencakup	dekken	V;SG;ACT	V;SG;PRS;FIN
mencakup	omvat	mencakup	omvatten	V;SG;ACT	V;SG;PRS;FIN
mencakup	omvat	mencakup	omvatten	V;SG;ACT	V;SG;PRS;FIN
dibawah	onder	dibawah	onder	ADP;SG;PASS	ADP
dibawah	onder	dibawah	onder	ADP;SG;PASS	ADP
debut	debuut	debut	debuut	N;SG	N;NEUT;SG
perwakilan	representatie	perwakilan	representatie	N;SG	N;MASC+FEM;SG
perwakilan	vertegenwoordiging	perwakilan	vertegenwoordiging	N;SG	N;MASC+FEM;SG
perwakilan	vertegenwoordiger	perwakilan	vertegenwoordiger	N;SG	N;MASC+FEM;SG
pagi	ochtend	pagi	ochtend	N;SG	N;MASC+FEM;SG
dilihat	gezien	dilihat	zien	V;SG;PASS	V;V.PTCP
