per	pour	per	pour	ADP	ADP
filosofo	philosophe	filosofo	philosophe	N;MASC;SG	N;MASC;SG
ultime	derniers	ultimo	dernier	ADJ;FEM;PL	ADJ;MASC;PL
ultime	dernières	ultimo	dernier	ADJ;FEM;PL	ADJ;FEM;PL
ultime	dernières	ultimo	dernier	ADJ;FEM;PL	ADJ;FEM;PL
ultime	derniers	ultimo	dernier	ADJ;FEM;PL	ADJ;MASC;PL
danni	dommages	danno	dommage	N;MASC;PL	N;MASC;PL
danni	dégâts	danno	dégât	N;MASC;PL	N;MASC;PL
danni	dégats	danno	dégat	N;MASC;PL	N;MASC;PL
danni	dommages	danno	dommage	N;MASC;PL	N;MASC;PL
danni	dégâts	danno	dégât	N;MASC;PL	N;MASC;PL
atti	actes	atto	acte	N;MASC;PL	N;MASC;PL
chitarrista	guitariste	chitarrista	guitariste	N;SG	N;MASC;SG
azioni	actions	azione	action	N;FEM;PL	N;FEM;PL
utilizzare	utiliser	utilizzare	utiliser	V;NFIN	V;NFIN
utilizzare	utilise	utilizzare	utiliser	V;NFIN	V;IND;SG;3;PRS;FIN
utilizzare	utilisez	utilizzare	utiliser	V;NFIN	V;IMP;PL;2;PRS;FIN
russa	russe	russo	russe	ADJ;FEM;SG	ADJ;MASC;SG
xvii	xviième	vvio	xviième	ADJ;SG	ADJ;MASC;SG
numeri	numéros	numero	numéro	N;MASC;PL	N;MASC;PL
numeri	chiffres	numero	chiffre	N;MASC;PL	N;MASC;PL
numeri	nombres	numero	nombre	N;MASC;PL	N;MASC;PL
ferro	fer	ferro	fer	N;MASC;SG	N;MASC;SG
protetta	protégée	proteggere	protéger	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
protetta	protégé	proteggere	protéger	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
messico	mexique	messico	mexique	ADJ;MASC;SG	ADJ;MASC;SG
normale	normale	normale	normal	ADJ;SG	ADJ;FEM;SG
normale	normal	normale	normal	ADJ;SG	ADJ;MASC;SG
traccia	piste	traccia	piste	N;FEM;SG	N;FEM;SG
traccia	morceau	traccia	morceau	N;FEM;SG	N;MASC;SG
traccia	trace	traccia	trace	N;FEM;SG	N;FEM;SG
washington	washington	washington	washington	N;MASC;SG	N;MASC;SG
rio	río	rio	río	N;MASC;SG	N;MASC;SG
scelto	choisi	scegliere	choisir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
scelto	choisie	scegliere	choisir	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
messaggio	message	messaggio	message	N;MASC;SG	N;MASC;SG
borgo	hameau	borgo	hameau	N;MASC;SG	N;MASC;SG
borgo	hamlet	borgo	hamlet	N;MASC;SG	N;MASC;SG
categorie	catégories	categoria	catégorie	N;FEM;PL	N;FEM;PL
iniziato	commencé	iniziare	commencer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
iniziato	démarré	iniziare	démarrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
iniziato	commencée	iniziare	commencer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
geografia	géographie	geografia	géographie	N;FEM;SG	N;FEM;SG
latitudine	latitude	latitudine	latitude	N;FEM;SG	N;FEM;SG
ovviamente	manifestement	ovviamente	manifestement	ADV	ADV
ovviamente	evidemment	ovviamente	evidemment	ADV	ADV
ovviamente	visiblement	ovviamente	visiblement	ADV	ADV
ovviamente	évidemment	ovviamente	évidemment	ADV	ADV
division	division	division	division	N;FEM	N;FEM;SG
division	circonscription	division	circonscription	N;FEM	N;FEM;SG
strumento	instrument	strumento	instrument	N;MASC;SG	N;MASC;SG
strumento	outil	strumento	outil	N;MASC;SG	N;MASC;SG
brasiliano	brésilien	brasiliano	brésilien	ADJ;MASC;SG	ADJ;MASC;SG
brasiliano	brésilienne	brasiliano	brésilien	ADJ;MASC;SG	ADJ;FEM;SG
definitivamente	définitivement	definitivamente	définitivement	ADV	ADV
leggere	lisez	leggere	lire	V;NFIN	V;IMP;PL;2;PRS;FIN
leggere	lire	leggere	lire	V;NFIN	V;NFIN
leggere	lis	leggere	lire	V;NFIN	V;IND;SG;1;PRS;FIN
leggere	reading	leggere	reading	V;NFIN	V
leggere	lire	leggere	lire	V;NFIN	V;NFIN
ipotesi	suppositions	ipotesi	supposition	N;FEM	N;FEM;PL
ipotesi	hypothèses	ipotesi	hypothèse	N;FEM	N;FEM;PL
ipotesi	postulats	ipotesi	postulat	N;FEM	N;MASC;PL
ipotesi	hypothèses	ipotesi	hypothèse	N;FEM	N;FEM;PL
ipotesi	hypothèses	ipotesi	hypothèse	N;FEM	N;FEM;PL
ipotesi	hypothèse	ipotesi	hypothèse	N;FEM	N;FEM;SG
influenza	influence	influenza	influence	N;FEM;SG	N;FEM;SG
influenza	influenza	influenza	influenzer	N;FEM;SG	N;MASC;SG
influenza	grippe	influenza	grippe	N;FEM;SG	N;FEM;SG
influenza	grippe	influenza	grippe	N;FEM;SG	N;FEM;SG
vivo	vivante	vivo	vivant	ADJ;MASC;SG	ADJ;FEM;SG
modalità	mode	modalità	mode	N;FEM	N;FEM;SG
modalità	modes	modalità	mode	N;FEM	N;MASC;PL
organo	orgue	organo	orgue	N;MASC;SG	N;MASC;SG
organo	organe	organo	organe	N;MASC;SG	N;MASC;SG
capire	comprenez	capire	comprendre	V;NFIN	V;IMP;PL;2;PRS;FIN
capire	comprendre	capire	comprendre	V;NFIN	V;NFIN
capire	comprends	capire	comprendre	V;NFIN	V;IMP;SG;1;PRS;FIN
grecia	grèce	grecia	grèce	N;FEM;SG	N;FEM;SG
leader	meneur	leader	meneur	N	N;MASC;SG
leader	leader	leader	leader	N	N;MASC;SG
leader	meneurs	leader	meneur	N	N;MASC;PL
leader	leaders	leader	leader	N	N;MASC;PL
leader	dirigeants	leader	dirigeant	N	N;MASC;PL
mura	murs	muro	mur	N;FEM;PL	N;MASC;PL
scienze	sciences	scienza	science	N;FEM;PL	N;FEM;PL
scienze	sciences	scienza	science	N;FEM;PL	N;FEM;PL
celebre	fameux	celebre	fameux	ADJ;SG	ADJ;MASC;SG
celebre	célèbre	celebre	célèbre	ADJ;SG	ADJ;MASC;SG
comitato	comité	comitato	comité	N;MASC;SG	N;MASC;SG
etichetta	label	etichetta	label	N;FEM;SG	N;MASC;SG
etichetta	étiquette	etichetta	étiquette	N;FEM;SG	N;FEM;SG
coda	queue	coda	queue	N;FEM;SG	N;FEM;SG
coda	file	coda	file	N;FEM;SG	N;FEM;SG
coda	queue	coda	queue	N;FEM;SG	N;FEM;SG
coda	filature	coda	filature	N;FEM;SG	N;FEM;SG
coda	tail	coda	tail	N;FEM;SG	N;MASC;SG
coda	coda	coda	coda	N;FEM;SG	N;FEM;SG
incidente	incident	incidente	incident	N;MASC;SG	N;MASC;SG
incidente	accident	incidente	accident	N;MASC;SG	N;MASC;SG
sostituito	remplacé	sostituire	remplacer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sostituito	substitué	sostituire	substituer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sostituito	remplacé	sostituire	remplacer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sostituito	remplacée	sostituire	remplacer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
metal	métal	metal	métal	N	N;MASC;SG
metal	métaux	metal	métal	N	N;MASC;PL
metal	metal	metal	metal	N	N;MASC;SG
basilica	basilique	basilica	basilique	N;FEM;SG	N;FEM;SG
composizione	composition	composizione	composition	N;FEM;SG	N;FEM;SG
significato	signification	significato	signification	N;MASC;SG	N;FEM;SG
significato	sens	significato	sens	N;MASC;SG	N;MASC;SG
significato	signification	significato	signification	N;MASC;SG	N;FEM;SG
significato	importance	significato	importance	N;MASC;SG	N;FEM;SG
segue	suit	seguire	suivre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
femmine	femmes	femmina	femme	N;FEM;PL	N;FEM;PL
femmine	femelles	femmina	femelle	N;FEM;PL	N;FEM;PL
femmine	femelles	femmina	femelle	N;FEM;PL	N;FEM;PL
femmine	femmes	femmina	femme	N;FEM;PL	N;FEM;PL
fede	foi	fede	foi	N;FEM;SG	N;FEM;SG
prove	essais	prova	essai	N;FEM;PL	N;MASC;PL
prove	tests	prova	test	N;FEM;PL	N;MASC;PL
prove	épreuves	prova	épreuve	N;FEM;PL	N;FEM;PL
prove	essais	prova	essai	N;FEM;PL	N;MASC;PL
prove	tests	prova	test	N;FEM;PL	N;MASC;PL
prove	preuves	prova	preuve	N;FEM;PL	N;FEM;PL
prove	répétitions	prova	répétition	N;FEM;PL	N;FEM;PL
prove	preuves	prova	preuve	N;FEM;PL	N;FEM;PL
nemico	ennemi	nemico	ennemi	N;MASC;SG	N;MASC;SG
nemico	ennemi	nemico	ennemi	N;MASC;SG	N;MASC;SG
nemico	hostilité	nemico	hostilité	N;MASC;SG	N;FEM;SG
documenti	documents	documento	document	N;MASC;PL	N;MASC;PL
specialità	spécialité	specialità	spécialité	N;FEM	N;FEM;SG
specialità	spécialités	specialità	spécialité	N;FEM	N;FEM;PL
specialità	spécialité	specialità	spécialité	N;FEM	N;FEM;SG
specialità	spécialités	specialità	spécialité	N;FEM	N;FEM;PL
specialità	spécialités	specialità	spécialité	N;FEM	N;FEM;PL
poteri	pouvoirs	potere	pouvoir	N;MASC;PL	N;MASC;PL
segretario	secrétaire	segretario	secrétaire	N;MASC;SG	N;MASC;SG
istituzione	institution	istituzione	institution	N;FEM;SG	N;FEM;SG
decreto	décret	decreto	décret	N;MASC;SG	N;MASC;SG
iniziale	initiale	iniziale	initial	ADJ;SG	ADJ;FEM;SG
iniziale	initial	iniziale	initial	ADJ;SG	ADJ;MASC;SG
strade	routes	strada	route	N;FEM;PL	N;FEM;PL
strade	chemins	strada	chemin	N;FEM;PL	N;MASC;PL
strade	rues	strada	rue	N;FEM;PL	N;FEM;PL
concetto	concept	concetto	concept	N;MASC;SG	N;MASC;SG
edit	édition	edit	édition	N;MASC	N;FEM;SG
sesto	sixième	sesto	sixième	ADJ;MASC;SG	ADJ;MASC;SG
gradi	degrés	grado	degré	N;MASC;PL	N;MASC;PL
gradi	diplômes	grado	diplôme	N;MASC;PL	N;MASC;PL
lasciare	quitter	lasciare	quitter	V;NFIN	V;NFIN
lasciare	laisser	lasciare	laisser	V;NFIN	V;NFIN
lasciare	partir	lasciare	partir	V;NFIN	V;NFIN
rivoluzione	revolution	rivoluzione	revolution	N;FEM;SG	N;FEM;SG
rivoluzione	révolution	rivoluzione	révolution	N;FEM;SG	N;FEM;SG
bill	facture	bill	facture	N	N;FEM;SG
motori	moteurs	motore	moteur	N;MASC;PL	N;MASC;PL
motori	moteurs	motore	moteur	N;MASC;PL	N;MASC;PL
tiro	fusillade	tiro	fusillade	N;MASC;SG	N;FEM;SG
tiro	tournage	tiro	tournage	N;MASC;SG	N;MASC;SG
tiro	tir	tiro	tir	N;MASC;SG	N;MASC;SG
tiro	coup	tiro	coup	N;MASC;SG	N;MASC;SG
tiro	shot	tiro	shot	N;MASC;SG	N;MASC;SG
tiro	tir	tiro	tir	N;MASC;SG	N;MASC;SG
campioni	échantillons	campione	échantillon	N;MASC;PL	N;MASC;PL
campioni	champions	campione	champion	N;MASC;PL	N;MASC;PL
campioni	échantillons	campione	échantillon	N;MASC;PL	N;MASC;PL
intitolato	intitulée	intitolare	intituler	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
intitolato	intitulé	intitolare	intituler	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
intitolato	titré	intitolare	titrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
svizzero	suisse	svizzero	suisse	ADJ;MASC;SG	ADJ;MASC;SG
differenti	différentes	differente	différent	ADJ;PL	ADJ;FEM;PL
differenti	différents	differente	différent	ADJ;PL	ADJ;MASC;PL
piante	plantes	pianta	plante	N;FEM;PL	N;FEM;PL
temperatura	température	temperatura	température	N;FEM;SG	N;FEM;SG
inserire	insérer	inserire	insérer	V;NFIN	V;NFIN
inserire	insérez	inserire	insérer	V;NFIN	V;IMP;PL;2;PRS;FIN
imprenditore	entrepreneur	imprenditore	entrepreneur	N;MASC;SG	N;MASC;SG
vivere	vivant	vivere	vivre	V;NFIN	V;PRS;V.PTCP
vivere	vivre	vivere	vivre	V;NFIN	V;NFIN
vivere	vivant	vivere	vivre	V;NFIN	V;PRS;V.PTCP
vivere	vivre	vivere	vivre	V;NFIN	V;NFIN
perso	perdu	perdere	perdre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
perso	perdue	perdere	perdre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
americana	américaine	americano	américain	ADJ;FEM;SG	ADJ;FEM;SG
americana	américain	americano	américain	ADJ;FEM;SG	ADJ;MASC;SG
scontro	clash	scontro	clash	N;MASC;SG	N;MASC;SG
scontro	affrontement	scontro	affrontement	N;MASC;SG	N;MASC;SG
asteroide	astéroïde	asteroide	astéroïde	N;MASC;SG	N;MASC;SG
rende	rend	rendere	rendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
rende	rend	rendere	rendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
riprese	tournages	riprendere	tournage	N;FEM;PL	N;MASC;PL
riprese	tirs	riprendere	tir	N;FEM;PL	N;MASC;PL
longitudine	longitude	longitudine	longitude	N;FEM;SG	N;FEM;SG
benedetto	benoît	benedetto	benoît	N;MASC;SG	N;MASC;SG
culto	secte	culto	secte	N;MASC;SG	N;FEM;SG
culto	culte	culto	culte	N;MASC;SG	N;MASC;SG
guerre	guerres	guerra	guerre	N;FEM;PL	N;FEM;PL
carta	papier	carta	papier	N;FEM;SG	N;MASC;SG
fuga	fugue	fuga	fugue	N;FEM;SG	N;FEM;SG
fuga	fuite	fuga	fuite	N;FEM;SG	N;FEM;SG
fuga	évasion	fuga	évasion	N;FEM;SG	N;FEM;SG
fuga	escape	fuga	escape	N;FEM;SG	N;MASC;SG
post	poste	post	poste	N	N;MASC;SG
post	publication	post	publication	N	N;FEM;SG
post	postes	post	poste	N	N;MASC;PL
post	poteaux	post	poteau	N	N;MASC;PL
post	publications	post	publication	N	N;FEM;PL
usata	utilisé	usare	utiliser	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
usata	utilisée	usare	utiliser	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ungherese	hongroise	ungherese	hongrois	ADJ;SG	ADJ;FEM;SG
ungherese	hongrois	ungherese	hongrois	ADJ;SG	ADJ;MASC;SG
macchina	machine	macchina	machine	N;FEM;SG	N;FEM;SG
macchina	voiture	macchina	voiture	N;FEM;SG	N;FEM;SG
cavallo	cheval	cavallo	cheval	N;MASC;SG	N;MASC;SG
cavallo	jument	cavallo	jument	N;MASC;SG	N;FEM;SG
decisione	décision	decisione	décision	N;FEM;SG	N;FEM;SG
obiettivo	objectif	obiettivo	objectif	N;MASC;SG	N;MASC;SG
obiettivo	objectif	obiettivo	objectif	N;MASC;SG	N;MASC;SG
obiettivo	cible	obiettivo	cible	N;MASC;SG	N;FEM;SG
obiettivo	objectif	obiettivo	objectif	N;MASC;SG	N;MASC;SG
obiettivo	but	obiettivo	but	N;MASC;SG	N;MASC;SG
euro	euro	euro	euro	N;MASC	N;MASC;SG
euro	euros	euro	euro	N;MASC	N;MASC;PL
euro	euros	euro	euro	N;MASC	N;MASC;PL
euro	euro	euro	euro	N;MASC	N;MASC;SG
oscar	oscar	oscar	oscar	N;MASC	N;MASC;SG
tradizionale	traditionnel	tradizionale	traditionnel	ADJ;SG	ADJ;MASC;SG
tradizionale	traditionnelle	tradizionale	traditionnel	ADJ;SG	ADJ;FEM;SG
ciclo	cycle	ciclo	cycle	N;MASC;SG	N;MASC;SG
internet	internet	internet	internet	N	N;MASC;SG
presentato	présentée	presentare	présenter	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
presentato	présenté	presentare	présenter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sovietica	soviétique	sovietica	soviétique	ADJ;FEM;SG	ADJ;MASC;SG
scuole	ecoles	scuola	ecole	N;FEM;PL	N;FEM;PL
scuole	écoles	scuola	école	N;FEM;PL	N;FEM;PL
reggimento	régiment	reggimento	régiment	N;MASC;SG	N;MASC;SG
difensore	défenseur	difensore	défenseur	N;MASC;SG	N;MASC;SG
sconfitto	vaincu	sconfiggere	vaincre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sconfitto	battu	sconfiggere	battre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sconfitto	vaincue	sconfiggere	vaincre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
olio	huile	olio	huile	N;MASC;SG	N;FEM;SG
olio	pétrole	olio	pétrole	N;MASC;SG	N;MASC;SG
possiede	possède	possedere	posséder	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
conosciuta	connue	conoscere	connaître	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
conosciuta	connu	conoscere	connaître	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
diverso	différente	diverso	différent	ADJ;MASC;SG	ADJ;FEM;SG
diverso	différent	diverso	différent	ADJ;MASC;SG	ADJ;MASC;SG
privata	privé	privato	privé	ADJ;FEM;SG	ADJ;MASC;SG
fisico	physique	fisico	physique	ADJ;MASC;SG	ADJ;MASC;SG
pezzi	morceaux	pezzo	morceau	N;MASC;PL	N;MASC;PL
immediatamente	immédiatement	immediatamente	immédiatement	ADV	ADV
immediatamente	aussitôt	immediatamente	aussitôt	ADV	ADV
immediatamente	instantanément	immediatamente	instantanément	ADV	ADV
registrato	enregistrée	registrare	enregistrer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
registrato	enregistré	registrare	enregistrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
registrato	inscrit	registrare	inscrire	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
registrato	enregistrée	registrare	enregistrer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
registrato	enregistré	registrare	enregistrer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dubbio	doute	dubbio	doute	N;MASC;SG	N;MASC;SG
pensiero	pensée	pensiero	pensée	N;MASC;SG	N;FEM;SG
pensiero	pensée	pensiero	pensée	N;MASC;SG	N;FEM;SG
commedia	comédie	commedia	comédie	N;FEM;SG	N;FEM;SG
commedia	comique	commedia	comique	N;FEM;SG	N;MASC;SG
terre	terres	terra	terre	N;FEM;PL	N;FEM;PL
terre	terres	terra	terre	N;FEM;PL	N;FEM;PL
realizzata	réalisé	realizzare	réaliser	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
realizzata	réalisée	realizzare	réaliser	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
realizzata	réalisé	realizzare	réaliser	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
introduzione	introduction	introduzione	introduction	N;FEM;SG	N;FEM;SG
dotato	douée	dotato	douer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
principio	principe	principio	principe	N;MASC;SG	N;MASC;SG
amm	amm	amma	amm	N	N;FEM;SG
deciso	décidée	decidere	décider	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
deciso	décidé	decidere	décider	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
test	essai	test	essai	N;MASC	N;MASC;SG
test	test	test	test	N;MASC	N;MASC;SG
test	épreuve	test	épreuve	N;MASC	N;FEM;SG
test	essais	test	essai	N;MASC	N;MASC;PL
test	tests	test	test	N;MASC	N;MASC;PL
test	épreuves	test	épreuve	N;MASC	N;FEM;PL
test	essai	test	essai	N;MASC	N;MASC;SG
test	test	test	test	N;MASC	N;MASC;SG
test	essais	test	essai	N;MASC	N;MASC;PL
test	tests	test	test	N;MASC	N;MASC;PL
egitto	égypte	egitto	égypte	N;MASC;SG	N;FEM;SG
egitto	egypte	egitto	egypte	N;MASC;SG	N;MASC;SG
valori	valeurs	valore	valeur	N;MASC;PL	N;FEM;PL
portiere	portier	portiere	portier	N;MASC;SG	N;MASC;SG
portiere	gardien	portiere	gardien	N;MASC;SG	N;MASC;SG
portiere	portier	portiere	portier	N;MASC;SG	N;MASC;SG
portiere	goal	portiere	goal	N;MASC;SG	N;MASC;SG
ricerche	recherches	ricerca	recherche	N;FEM;PL	N;FEM;PL
ricerche	recherches	ricerca	recherche	N;FEM;PL	N;FEM;PL
dominio	domaine	dominio	domaine	N;MASC;SG	N;MASC;SG
mantenere	maintenir	mantenere	maintenir	V;NFIN	V;NFIN
mantenere	maintenir	mantenere	maintenir	V;NFIN	V;NFIN
brown	marron	brown	marron	N;MASC	N;MASC;SG
brown	brune	brown	brune	N;MASC	N;FEM;SG
conti	comptes	conto	compte	N;MASC;PL	N;MASC;PL
parlare	parler	parlare	parler	V;NFIN	V;NFIN
parlare	parlant	parlare	parler	V;NFIN	V;PRS;V.PTCP
parlare	parler	parlare	parler	V;NFIN	V;NFIN
parlare	parle	parlare	parler	V;NFIN	V;IND;SG;3;PRS;FIN
parlare	parlez	parlare	parler	V;NFIN	V;IMP;PL;2;PRS;FIN
elemento	element	elemento	element	N;MASC;SG	N;MASC;SG
elemento	élément	elemento	élément	N;MASC;SG	N;MASC;SG
zero	zéro	zero	zéro	NUM	NUM
giocare	jouer	giocare	jouer	V;NFIN	V;NFIN
giocare	jouez	giocare	jouer	V;NFIN	V;IMP;PL;2;PRS;FIN
giocare	jouer	giocare	jouer	V;NFIN	V;NFIN
giocare	jouant	giocare	jouer	V;NFIN	V;PRS;V.PTCP
cittadini	citoyens	cittadino	citoyen	N;MASC;PL	N;MASC;PL
compare	semble	comparire	sembler	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compare	paraît	comparire	paraître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compare	apparaît	comparire	apparaître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
compare	apparait	comparire	appraître	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
resta	reste	restare	rester	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
resta	rester	restare	rester	V;IND;SG;3;PRS;FIN	V;NFIN
corrente	actuel	corrente	actuel	ADJ;SG	ADJ;MASC;SG
corrente	actuelle	corrente	actuel	ADJ;SG	ADJ;FEM;SG
hall	hall	hall	hall	N;MASC	N;MASC;SG
scultore	sculpteur	scultore	sculpteur	N;MASC;SG	N;MASC;SG
jan	jan	jan	jan	N;MASC;SG	N;MASC;SG
articoli	articles	articolo	article	N;MASC;PL	N;MASC;PL
nipote	neveu	nipote	neveu	N;SG	N;MASC;SG
nipote	nièce	nipote	nièce	N;SG	N;FEM;SG
title	titre	titla	titre	N;MASC;SG	N;MASC;SG
php	php	php	php	N	N;MASC;SG
dischi	disques	disco	disque	N;MASC;PL	N;MASC;PL
dischi	disquettes	disco	disquette	N;MASC;PL	N;FEM;PL
dischi	disques	disco	disque	N;MASC;PL	N;MASC;PL
polacco	polonaise	polacco	polonais	ADJ;MASC;SG	ADJ;FEM;SG
polacco	polonais	polacco	polonais	ADJ;MASC;SG	ADJ;MASC;SG
riforma	réforme	riforma	réforme	N;FEM;SG	N;FEM;SG
riforma	reforme	riforma	reformer	N;FEM;SG	N;FEM;SG
riforma	réforme	riforma	réforme	N;FEM;SG	N;FEM;SG
statua	statue	statua	statue	N;FEM;SG	N;FEM;SG
software	logiciel	software	logiciel	N;MASC	N;MASC;SG
software	logiciels	software	logiciel	N;MASC	N;MASC;PL
speciali	spéciaux	speciale	spécial	ADJ;PL	ADJ;MASC;PL
speciali	spéciales	speciale	spécial	ADJ;PL	ADJ;FEM;PL
speciali	spéciales	speciale	spécial	ADJ;PL	ADJ;FEM;PL
speciali	spéciaux	speciale	spécial	ADJ;PL	ADJ;MASC;PL
necessità	nécessité	necessità	nécessité	N;FEM	N;FEM;SG
necessità	besoins	necessità	besoin	N;FEM	N;MASC;PL
necessità	besoin	necessità	besoin	N;FEM	N;MASC;SG
necessità	nécessité	necessità	nécessité	N;FEM	N;FEM;SG
antichi	anciens	antico	ancien	ADJ;MASC;PL	ADJ;MASC;PL
attacchi	attaques	attacco	attaque	N;MASC;PL	N;FEM;PL
attacchi	agressions	attacco	agression	N;MASC;PL	N;FEM;PL
attacchi	attentats	attacco	attentat	N;MASC;PL	N;MASC;PL
principessa	princesse	principessa	princesse	N;FEM;SG	N;FEM;SG
montagna	montagne	montagna	montagne	N;FEM;SG	N;FEM;SG
montagna	montagne	montagna	montagne	N;FEM;SG	N;FEM;SG
malattia	maladie	malattia	maladie	N;FEM;SG	N;FEM;SG
malattia	maladie	malattia	maladie	N;FEM;SG	N;FEM;SG
malattia	maladie	malattia	maladie	N;FEM;SG	N;FEM;SG
livelli	pondeuses	livello	pondeur	N;MASC;PL	N;FEM;PL
livelli	couches	livello	couche	N;MASC;PL	N;FEM;PL
livelli	calques	livello	calque	N;MASC;PL	N;MASC;PL
livelli	niveaux	livello	niveau	N;MASC;PL	N;MASC;PL
professore	professeur	professore	professeur	N;MASC;SG	N;MASC;SG
professore	professeure	professore	professeur	N;MASC;SG	N;FEM;SG
felice	joyeux	felice	joyeux	ADJ;SG	ADJ;MASC;SG
felice	heureux	felice	heureux	ADJ;SG	ADJ;MASC;SG
felice	heureuse	felice	heureux	ADJ;SG	ADJ;FEM;SG
felice	joyeuse	felice	joyeux	ADJ;SG	ADJ;FEM;SG
verità	vérités	verità	vérité	N;FEM	N;FEM;PL
verità	verite	verità	verite	N;FEM	N;FEM;SG
verità	vérité	verità	vérité	N;FEM	N;FEM;SG
nera	noire	nero	noir	ADJ;FEM;SG	ADJ;FEM;SG
nera	black	nero	black	ADJ;FEM;SG	ADJ;MASC;SG
denominazione	nom	denominazione	nom	N;FEM;SG	N;MASC;SG
denominazione	dénomination	denominazione	dénomination	N;FEM;SG	N;FEM;SG
denominazione	dénomination	denominazione	dénomination	N;FEM;SG	N;FEM;SG
flotta	flotte	flotta	flotte	N;FEM;SG	N;FEM;SG
argentino	argentin	argentino	argentin	ADJ;MASC;SG	ADJ;MASC;SG
argentino	argentin	argentino	argentin	ADJ;MASC;SG	ADJ;MASC;SG
argentino	argentin	argentino	argentin	ADJ;MASC;SG	ADJ;MASC;SG
argentino	argentine	argentino	argentin	ADJ;MASC;SG	ADJ;FEM;SG
salvatore	sauveur	salvatore	sauveur	N;MASC;SG	N;MASC;SG
comportamento	comportement	comportamento	comportement	N;MASC;SG	N;MASC;SG
comportamento	comportement	comportamento	comportement	N;MASC;SG	N;MASC;SG
corona	couronne	corona	couronne	N;FEM;SG	N;FEM;SG
costituzione	constitution	costituzione	constitution	N;FEM;SG	N;FEM;SG
combattimento	combat	combattimento	combat	N;MASC;SG	N;MASC;SG
combattimento	lutte	combattimento	lutte	N;MASC;SG	N;FEM;SG
combattimento	combat	combattimento	combat	N;MASC;SG	N;MASC;SG
combattimento	bagarre	combattimento	bagarre	N;MASC;SG	N;FEM;SG
bisogno	nécessité	bisogno	nécessité	N;MASC;SG	N;FEM;SG
bisogno	besoin	bisogno	besoin	N;MASC;SG	N;MASC;SG
copyright	copyright	copyright	copyright	N;MASC	N;MASC;SG
