가속	acceleration	가속	acceleration	N	N;NOM;INDF;MASC+FEM;SG
예배	tillbedjan	예배	tillbedjan	N	N;NOM;INDF;MASC+FEM;SG
예배	dyrkan	예배	dyrka	N	N;NOM;INDF;MASC+FEM;SG
아이패드	ipad	아이패드	ipad	N	N;NOM;INDF;MASC+FEM;SG
무작위로	slumpmässigt	무작위+로	slumpmässig	ADV	ADV
무작위로	slumpmässigt	무작위+로	slumpmässig	ADV	ADV
징병제	värnplikt	징병제	värnplikt	N	N;NOM;INDF;MASC+FEM;SG
배경색	bakgrund	배경색	bakgrund	N	N;NOM;INDF;MASC+FEM;SG
배경색	bakgrunden	배경색	bakgrund	N	N;NOM;DEF;MASC+FEM;SG
우울	melankoli	우울	melankoli	N	N;NOM;INDF;MASC+FEM;SG
클론	kloner	클론	klona	N	N;NOM;INDF;MASC+FEM;PL
클론	klon	클론	klo	N	N;NOM;DEF;MASC+FEM;SG
교정	kalibrering	교정	kalibrering	N	N;NOM;INDF;MASC+FEM;SG
교정	rättelse	교정	rättelse	N	N;NOM;INDF;MASC+FEM;SG
교정	korrigering	교정	korrigering	N	N;NOM;INDF;MASC+FEM;SG
변동이	variation	변동+이	variation	N	N;NOM;INDF;MASC+FEM;SG
장례식	begravningen	장례식	begravning	N	N;NOM;DEF;MASC+FEM;SG
장례식	begravning	장례식	begravning	N	N;NOM;INDF;MASC+FEM;SG
장례식	begravningar	장례식	begravning	N	N;NOM;INDF;MASC+FEM;PL
장학금	stipendier	장학금	stipendium	N	N;NOM;INDF;MASC+FEM;PL
장학금	stipendium	장학금	stipendium	N	N;NOM;INDF;NEUT;SG
장학금	stipendiet	장학금	stipendium	N	N;NOM;DEF;NEUT;SG
해석학	analyser	해석학	analys	N	N;NOM;INDF;MASC+FEM;PL
해석학	analys	해석학	analys	N	N;NOM;INDF;MASC+FEM;SG
어디로	där	어디+로	där	ADV	ADV
소음	buller	소음	buller	N	N;NOM;INDF;NEUT;SG
소음	oväsen	소음	oväs	N	N;NOM;INDF;NEUT;SG
소음	oljud	소음	oljud	N	N;NOM;INDF;NEUT;SG
소음	brus	소음	brus	N	N;NOM;INDF;NEUT;SG
소음	oljud	소음	oljud	N	N;NOM;INDF;NEUT;SG
공백	mellanslag	공백	mellanslag	N	N;NOM;INDF;NEUT;PL
공백	blanksteg	공백	blanksteg	N	N;NOM;INDF;NEUT;PL
공백	utrymmen	공백	utrymme	N	N;NOM;INDF;NEUT;PL
갇힌	fångade	갇히+ㄴ	fånga	V	V;NOM;PL;PST;V.PTCP
제조사	leverantör	제조사	leverantör	N	N;NOM;INDF;MASC+FEM;SG
제조사	försäljare	제조사	försäljare	N	N;NOM;INDF;MASC+FEM;PL
제조사	säljare	제조사	säljare	N	N;NOM;INDF;MASC+FEM;PL
제조사	tillverkare	제조사	tillverkare	N	N;NOM;INDF;MASC+FEM;PL
제조사	tillverkaren	제조사	tillverkare	N	N;NOM;DEF;MASC+FEM;SG
에미레이트	emirat	에미레이트	emira	N	N;NOM;INDF;NEUT;SG
응원	cheerleading	응원	cheerleading	N	N;NOM;INDF;MASC+FEM;SG
학대	missbruk	학대	missbruk	N	N;NOM;INDF;NEUT;SG
학대	övergrepp	학대	övergrepp	N	N;NOM;INDF;NEUT;PL
세계화	globalisering	세계화	globalisering	N	N;NOM;INDF;MASC+FEM;SG
세계화	globaliseringen	세계화	globalisering	N	N;NOM;DEF;MASC+FEM;SG
기저	basis	기저	basis	N	N;NOM;INDF;MASC+FEM;SG
기저	grund	기저	grund	N	N;NOM;INDF;MASC+FEM;SG
기저	grundval	기저	grundval	N	N;NOM;INDF;NEUT;SG
포위전	belägring	포위전	belägring	N	N;NOM;INDF;MASC+FEM;SG
포위전	belägringen	포위전	belägring	N	N;NOM;DEF;MASC+FEM;SG
윤리학	etik	윤리학	etik	N	N;NOM;INDF;MASC+FEM;SG
통치자	härskare	통치자	härskare	N	N;NOM;INDF;MASC+FEM;PL
낚시	mete	낚시	mete	N	N;NOM;INDF;NEUT;SG
낚시	fisket	낚시	fiske	N	N;NOM;DEF;NEUT;SG
낚시	fiskar	낚시	fisk	N	N;NOM;INDF;MASC+FEM;PL
낚시	fiske	낚시	fiske	N	N;NOM;INDF;NEUT;SG
기울여	luta	기울이+어	luta	V	V;IMP;FIN;ACT
호환성	kompatibilitet	호환성	kompatibilitet	N	N;NOM;INDF;MASC+FEM;SG
전자공학	electronics	전자공학	electronics	N	N;NOM;INDF;MASC+FEM;SG
전자공학	elektronik	전자공학	elektronik	N	N;NOM;INDF;MASC+FEM;SG
수익	inkomster	수익	inkomst	N	N;NOM;INDF;MASC+FEM;PL
수익	inkomst	수익	inkomst	N	N;NOM;INDF;MASC+FEM;SG
수익	intäkter	수익	intäkt	N	N;NOM;INDF;MASC+FEM;PL
수익	intäkt	수익	intäkt	N	N;NOM;INDF;MASC+FEM;SG
수익	avkastning	수익	avkastning	N	N;NOM;INDF;MASC+FEM;SG
수익	intäkter	수익	intäkt	N	N;NOM;INDF;MASC+FEM;PL
수익	inkomster	수익	inkomst	N	N;NOM;INDF;MASC+FEM;PL
수익	intäkter	수익	intäkt	N	N;NOM;INDF;MASC+FEM;PL
수익	vinster	수익	vinst	N	N;NOM;INDF;MASC+FEM;PL
수익	vinst	수익	vinst	N	N;NOM;INDF;MASC+FEM;SG
검토하기	granska	검토+하+기	granska	V	V;IMP;FIN;ACT
전구	glödlampa	전구	glödlampa	N	N;NOM;INDF;MASC+FEM;SG
돌연변이	mutagen	돌연변+이	mutagen	N	N;NOM;DEF;MASC+FEM;SG
돌연변이	mutant	돌연변+이	mutant	N	N;NOM;INDF;MASC+FEM;SG
돌연변이	mutation	돌연변+이	mutation	N	N;NOM;INDF;MASC+FEM;SG
돌연변이	mutationer	돌연변+이	mutation	N	N;NOM;INDF;MASC+FEM;PL
데이지	daisy	데이지	daisy	N	N;NOM;INDF;MASC+FEM;SG
무신론	ateism	무신론	ateism	N	N;NOM;INDF;MASC+FEM;SG
무신론	ateist	무신론	ateist	N	N;NOM;INDF;MASC+FEM;SG
무신론	ateister	무신론	ateist	N	N;NOM;INDF;MASC+FEM;PL
실험실	laboratoriet	실험실	laboratorium	N	N;NOM;DEF;NEUT;SG
실험실	laboratorium	실험실	laboratorium	N	N;NOM;INDF;NEUT;SG
실험실	laboratorier	실험실	laboratorium	N	N;NOM;INDF;MASC+FEM;PL
실험실	labb	실험실	labb	N	N;NOM;INDF;NEUT;SG
실험실	labbet	실험실	labb	N	N;NOM;DEF;NEUT;SG
실험실	lab	실험실	lab	N	N;NOM;INDF;NEUT;SG
수렴	konvergens	수렴	konvergen	N	N;GEN;DEF;MASC+FEM;SG
관광객	turist	관광객	turist	N	N;NOM;INDF;MASC+FEM;SG
관광객	turister	관광객	turist	N	N;NOM;INDF;MASC+FEM;PL
관광객	turisterna	관광객	turist	N	N;NOM;DEF;MASC+FEM;PL
도끼	yxa	도끼	yxa	N	N;NOM;INDF;MASC+FEM;SG
도끼	yxan	도끼	yxan	N	N;NOM;DEF;MASC+FEM;SG
도끼	yxa	도끼	yxa	N	N;NOM;INDF;MASC+FEM;SG
재판소	domstolen	재판소	domstol	N	N;NOM;DEF;MASC+FEM;SG
재판소	revisionsrätten	재판소	revisionsrätt	N	N;NOM;DEF;MASC+FEM;SG
재판소	domstol	재판소	domstol	N	N;NOM;INDF;MASC+FEM;SG
상업용	reklamfilm	상업용	reklamfilm	N	N;NOM;INDF;MASC+FEM;SG
상업용	kommersiell	상업용	kommersiell	N	N;NOM;INDF;MASC+FEM;SG
수영장	pooler	수영장	pool	N	N;NOM;INDF;MASC+FEM;PL
수영장	poolen	수영장	pool	N	N;NOM;INDF;NEUT;SG
수영장	pool	수영장	pool	N	N;NOM;INDF;MASC+FEM;SG
수영장	biljard	수영장	biljard	N	N;NOM;INDF;MASC+FEM;SG
이민자	invandrare	이민자	invandrare	N	N;NOM;INDF;MASC+FEM;PL
스택	högar	스택	högar	N	N;NOM;INDF;MASC+FEM;PL
친구들이	kompisar	친구+들+이	kompis	N	N;NOM;INDF;MASC+FEM;PL
친구들이	vänner	친구+들+이	vänna	N	N;NOM;INDF;MASC+FEM;PL
재무	finansiell	재무	finansiell	N	N;NOM;INDF;MASC+FEM;SG
재무	finans	재무	finaas	N	N;NOM;INDF;MASC+FEM;SG
재무	finanser	재무	finans	N	N;NOM;INDF;MASC+FEM;PL
재무	finansiering	재무	finansiering	N	N;NOM;INDF;MASC+FEM;SG
인코딩	kodning	인코딩	kodning	N	N;NOM;INDF;MASC+FEM;SG
화살	pilarna	화살	pil	N	N;NOM;DEF;MASC+FEM;PL
화살	pilar	화살	pil	N	N;NOM;INDF;MASC+FEM;PL
화살	pilen	화살	pil	N	N;NOM;DEF;MASC+FEM;SG
화살	pil	화살	pil	N	N;NOM;INDF;MASC+FEM;SG
화살	arrow	화살	arrow	N	N;NOM;INDF;MASC+FEM;SG
심리학자	psykolog	심리학자	psykolog	N	N;NOM;INDF;MASC+FEM;SG
섹션	avsnitt	섹션	avsnitt	N	N;NOM;INDF;NEUT;SG
섹션	sektionen	섹션	sektion	N	N;NOM;DEF;MASC+FEM;SG
섹션	sektion	섹션	sektion	N	N;NOM;INDF;MASC+FEM;SG
섹션	avdelning	섹션	avdelning	N	N;NOM;INDF;MASC+FEM;SG
섹션	avsnittet	섹션	avsnitt	N	N;NOM;DEF;NEUT;SG
섹션	avsnitt	섹션	avsnitt	N	N;NOM;INDF;NEUT;SG
섹션	sektioner	섹션	sektion	N	N;NOM;INDF;MASC+FEM;PL
구문	fras	구문	fra	N	N;NOM;INDF;MASC+FEM;SG
구문	syntax	구문	syntax	N	N;NOM;INDF;MASC+FEM;SG
초원	gräsmark	초원	gräsmark	N	N;NOM;INDF;MASC+FEM;SG
초원	vall	초원	välja	N	N;NOM;INDF;MASC+FEM;SG
초원	ängen	초원	äng	N	N;NOM;DEF;MASC+FEM;SG
초원	äng	초원	äng	N	N;NOM;INDF;MASC+FEM;SG
초원	meadow	초원	meadol	N	N;NOM;INDF;MASC+FEM;SG
땅콩	nöt	땅콩	nöt	N	N;NOM;INDF;MASC+FEM;SG
땅콩	muttrar	땅콩	muttra	N	N;NOM;INDF;MASC+FEM;PL
땅콩	nuts	땅콩	nuts	N	N;NOM;INDF;MASC+FEM;SG
땅콩	nötter	땅콩	nött	N	N;NOM;INDF;MASC+FEM;PL
땅콩	jordnötter	땅콩	jordnött	N	N;NOM;INDF;MASC+FEM;PL
대표자	ombud	대표자	ombud	N	N;NOM;INDF;NEUT;SG
대표자	företrädare	대표자	företrädare	N	N;NOM;INDF;MASC+FEM;PL
대표자	representant	대표자	representant	N	N;NOM;INDF;MASC+FEM;SG
결제	kassan	결제	kassa	N	N;NOM;DEF;MASC+FEM;SG
결제	avbetalning	결제	avbetalning	N	N;NOM;INDF;MASC+FEM;SG
결제	betalning	결제	betalning	N	N;NOM;INDF;MASC+FEM;SG
결제	utbetalning	결제	utbetalning	N	N;NOM;INDF;MASC+FEM;SG
결제	utbetalningar	결제	utbetalning	N	N;NOM;INDF;MASC+FEM;PL
결제	betalningar	결제	betalning	N	N;NOM;INDF;MASC+FEM;PL
아름답다	vackra	아름답+다	vacker	ADJ	ADJ;NOM;PL
아름답다	vacker	아름답+다	vacker	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
아름답다	vackert	아름답+다	vacker	ADJ	ADJ;NOM;INDF;NEUT;SG
단자	förbindelsen	단자	förbindelse	N	N;NOM;DEF;MASC+FEM;SG
단자	förbindelse	단자	förbindelse	N	N;NOM;INDF;MASC+FEM;SG
역설	paradox	역설	paradox	N	N;NOM;INDF;MASC+FEM;SG
역설	paradoxer	역설	paradox	N	N;NOM;INDF;MASC+FEM;PL
폐기물	avfall	폐기물	avfall	N	N;NOM;INDF;NEUT;SG
폐기물	avfall	폐기물	avfall	N	N;NOM;INDF;NEUT;SG
호위함	fregatt	호위+하+ㅁ	fregatt	N	N;NOM;INDF;MASC+FEM;SG
눈물이	tårar	눈물+이	tår	N	N;NOM;INDF;MASC+FEM;PL
의사소통	kommunikation	의사+소통	kommunikation	N	N;NOM;INDF;MASC+FEM;SG
의사소통	meddelande	의사+소통	meddelande	N	N;NOM;INDF;NEUT;SG
충전	laddning	충전	laddning	N	N;NOM;INDF;MASC+FEM;SG
임상	klinisk	임상	klinisk	N	N;NOM;INDF;MASC+FEM;SG
전세	stadga	전세	stadga	N	N;NOM;INDF;MASC+FEM;SG
전세	charter	전세	chart	N	N;NOM;INDF;MASC+FEM;PL
전세	stadgan	전세	stadga	N	N;NOM;DEF;MASC+FEM;SG
터빈	turbin	터빈	turbin	N	N;NOM;INDF;MASC+FEM;SG
터빈	turbiner	터빈	turbin	N	N;NOM;INDF;MASC+FEM;PL
사슴	hjortar	사슴	hjort	N	N;NOM;INDF;MASC+FEM;PL
사슴	rådjur	사슴	rådjur	N	N;NOM;INDF;NEUT;PL
사슴	hjort	사슴	hjort	N	N;NOM;INDF;MASC+FEM;SG
존경하는	respekteras	존경+하+는	respektera	V	V;IND;PRS;FIN;PASS
런타임	runtime	셀타임	runtime	N	N;NOM;INDF;NEUT;SG
하모니카	munspel	하모니카	munspel	N	N;NOM;INDF;NEUT;SG
쓸데없는	värdelös	쓸데없+는	värdelös	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
쓸데없는	värdelöst	쓸데없+는	värdelös	ADJ	ADJ;NOM;INDF;NEUT;SG
쓸데없는	värdelösa	쓸데없+는	värdelös	ADJ	ADJ;NOM;PL
쓸데없는	oanvändbar	쓸데없+는	oanvändbar	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
나뭇잎	löv	나뭇잎	löv	N	N;NOM;INDF;NEUT;SG
나뭇잎	löven	나뭇잎	löv	N	N;NOM;DEF;NEUT;PL
나뭇잎	blad	나뭇잎	blad	N	N;NOM;INDF;NEUT;SG
나뭇잎	löv	나뭇잎	löv	N	N;NOM;INDF;NEUT;SG
팟캐스트	podcast	팟캐스트	podcast	N	N;NOM;INDF;MASC+FEM;SG
관습	tullen	관습	tull	N	N;NOM;DEF;MASC+FEM;SG
관습	tull	관습	tull	N	N;NOM;INDF;MASC+FEM;SG
페널티	påföljd	페널티	påföljd	N	N;NOM;INDF;MASC+FEM;SG
페널티	straff	페널티	straff	N	N;NOM;INDF;NEUT;SG
합금	legeringar	합금	legering	N	N;NOM;INDF;MASC+FEM;PL
합금	legering	합금	legering	N	N;NOM;INDF;MASC+FEM;SG
합금	legeringar	합금	legering	N	N;NOM;INDF;MASC+FEM;PL
수사관	utredare	수사관	utredare	N	N;NOM;INDF;MASC+FEM;PL
수사관	utredarna	수사관	utredare	N	N;NOM;DEF;MASC+FEM;PL
우회	omväg	우회	omväg	N	N;NOM;INDF;MASC+FEM;SG
우회	bypass	우회	bypass	N	N;NOM;INDF;MASC+FEM;SG
죄수	interner	죄수	intern	N	N;NOM;INDF;MASC+FEM;PL
기증	donationer	기증	donation	N	N;NOM;INDF;MASC+FEM;PL
기증	donation	기증	donation	N	N;NOM;INDF;MASC+FEM;SG
기증	gåva	기증	gåva	N	N;NOM;INDF;MASC+FEM;SG
패킷	paket	패킷	paket	N	N;NOM;INDF;NEUT;SG
패킷	packet	패킷	packet	N	N;NOM;INDF;NEUT;SG
공학자	ingenjör	공학자	ingenjör	N	N;NOM;INDF;MASC+FEM;SG
서킷	kretsar	서킷	krets	N	N;NOM;INDF;MASC+FEM;PL
서킷	krets	서킷	kreta	N	N;NOM;INDF;MASC+FEM;SG
결정하기	besluta	결정+하+기	besluta	V	V;IMP;FIN;ACT
결정하기	bestämma	결정+하+기	bestämma	V	V;NFIN;ACT
침묵	tystnad	침묵	tystnad	N	N;NOM;INDF;MASC+FEM;SG
침묵	tystnaden	침묵	tystnad	N	N;NOM;DEF;MASC+FEM;SG
부등식	olikhet	부등식	olikhet	N	N;NOM;INDF;MASC+FEM;SG
부등식	ojämlikhet	부등식	ojämlikhet	N	N;NOM;INDF;MASC+FEM;SG
여자들	kvinnor	여자+들	kvinna	N	N;NOM;INDF;MASC+FEM;PL
융합	fusion	융합	fusion	N	N;NOM;INDF;NEUT;SG
장화	stövlar	장화	stövla	N	N;NOM;INDF;MASC+FEM;PL
장화	boots	장화	boot	N	N;NOM;INDF;NEUT;PL
장화	kängor	장화	känga	N	N;NOM;INDF;MASC+FEM;PL
공구	verktyget	공구	verktyg	N	N;NOM;DEF;NEUT;SG
공구	verktyg	공구	verktyg	N	N;NOM;INDF;NEUT;SG
일자리	arbetstillfällen	일자리	arbetstillfälle	N	N;NOM;INDF;NEUT;PL
일자리	arbeten	일자리	arbete	N	N;NOM;INDF;NEUT;PL
일자리	jobb	일자리	jobb	N	N;NOM;INDF;NEUT;SG
아바타	avatar	아바타	avata	N	N;NOM;INDF;MASC+FEM;SG
맥도널드	mcdonald	맥도널드	mcdonald	N	N;NOM;INDF;MASC+FEM;SG
맥도널드	mcdonalds	맥도널드	mcdonald	N	N;NOM;INDF;MASC+FEM;SG
맥도널드	macdonald	맥도널드	macdonald	N	N;NOM;INDF;MASC+FEM;SG
마늘	vitlök	마늘	vitlök	N	N;NOM;INDF;MASC+FEM;SG
유머	humor	유머	huma	N	N;NOM;INDF;MASC+FEM;SG
유머	humor	유머	huma	N	N;NOM;INDF;MASC+FEM;SG
빙하	glaciärer	빙하	glaciär	N	N;NOM;INDF;MASC+FEM;PL
듀엣	duett	듀엣	duena	N	N;NOM;INDF;MASC+FEM;SG
빈곤	fattigdom	빈곤	fattigdom	N	N;NOM;INDF;MASC+FEM;SG
빈곤	fattigdomen	빈곤	fattigdom	N	N;NOM;DEF;MASC+FEM;SG
생태계	ekosystem	생태계	ekosystem	N	N;NOM;INDF;NEUT;SG
생태계	ekosystem	생태계	ekosystem	N	N;NOM;INDF;NEUT;SG
듀티	plikt	듀티	plikt	N	N;NOM;INDF;MASC+FEM;SG
듀티	tull	듀티	tull	N	N;NOM;INDF;MASC+FEM;SG
무작위	random	무작위	random	N	N;NOM;INDF;MASC+FEM;SG
무작위	slumpvis	무작위	slumpvis	N	N;NOM;INDF;NEUT;SG
서스펜션	avstängning	서스펜션	avstängning	N	N;NOM;INDF;MASC+FEM;SG
서스펜션	suspension	서스펜션	suspension	N	N;NOM;INDF;MASC+FEM;SG
서스펜션	upphävande	서스펜션	upphävande	N	N;NOM;INDF;NEUT;SG
투자가	investerare	투자+가	investerare	N	N;NOM;INDF;MASC+FEM;PL
각도	vinkeln	각도	vinkel	N	N;NOM;DEF;MASC+FEM;SG
각도	vinkel	각도	vinkel	N	N;NOM;INDF;MASC+FEM;SG
습지	marsh	습지	marsh	N	N;NOM;INDF;MASC+FEM;SG
습지	våtmarker	습지	våtmark	N	N;NOM;INDF;MASC+FEM;PL
습지	våtmark	습지	våtmark	N	N;NOM;INDF;MASC+FEM;SG
봄바디어	bombardier	봄바디어	bombardium	N	N;NOM;INDF;MASC+FEM;PL
아들들	sons	아들+들	sons	N	N;NOM;INDF;MASC+FEM;SG
아들들	söner	아들+들	söner	N	N;NOM;INDF;MASC+FEM;PL
아들들	söners	아들+들	sön	N	N;NOM;INDF;MASC+FEM;PL
구두	sko	구두	sko	N	N;NOM;INDF;MASC+FEM;SG
점화	tändning	점화	tändning	N	N;NOM;INDF;MASC+FEM;SG
마스터스	masters	마스터스	mast	N	N;NOM;INDF;MASC+FEM;SG
마스터스	herrar	마스터스	herre	N	N;NOM;INDF;MASC+FEM;PL
마스터스	husse	마스터스	husse	N	N;NOM;DEF;MASC+FEM;SG
마스터스	master	마스터스	mast	N	N;NOM;INDF;MASC+FEM;SG
마스터스	mästare	마스터스	mäst	N	N;NOM;INDF;MASC+FEM;SG
토양	jord	토양	jord	N	N;NOM;INDF;MASC+FEM;SG
신념	tron	신념	tron	N	N;NOM;DEF;MASC+FEM;SG
신념	övertygelser	신념	övertygelse	N	N;NOM;INDF;MASC+FEM;PL
신념	tron	신념	tron	N	N;NOM;DEF;MASC+FEM;SG
신념	övertygelse	신념	övertygelse	N	N;NOM;INDF;MASC+FEM;SG
변조	modulering	변조	modulering	N	N;NOM;INDF;MASC+FEM;SG
복음	evangelium	복음	evangelium	N	N;NOM;INDF;NEUT;SG
복음	vägledning	복음	vägledning	N	N;NOM;INDF;MASC+FEM;SG
복음	vägledningen	복음	vägledning	N	N;NOM;DEF;MASC+FEM;SG
우표	stämpel	우표	stämpel	N	N;NOM;INDF;MASC+FEM;SG
우표	porto	우표	porto	N	N;NOM;INDF;NEUT;SG
우표	stämplar	우표	stämpla	N	N;NOM;INDF;MASC+FEM;PL
우표	frimärken	우표	frimärke	N	N;NOM;INDF;NEUT;PL
소수점	decimal	소수점	decimal	N	N;NOM;INDF;NEUT;SG
소수점	decimaler	소수점	decimal	N	N;NOM;INDF;MASC+FEM;PL
타악기	slagverk	타악기	slagverk	N	N;NOM;INDF;NEUT;PL
저수지	reservoarer	저수+지	reservoar	N	N;NOM;INDF;MASC+FEM;PL
저수지	dammar	저수+지	damm	N	N;NOM;INDF;MASC+FEM;PL
저수지	reservoar	저수+지	reservoar	N	N;NOM;INDF;MASC+FEM;SG
관리하기	hantera	관리+하+기	hantera	V	V;IMP;FIN;ACT
인터럽트	avbrott	인터럽트	avbrott	N	N;NOM;INDF;NEUT;SG
반영	eftertanke	반영	eftertanke	N	N;NOM;INDF;MASC+FEM;SG
반영	reflektion	반영	reflektion	N	N;NOM;INDF;MASC+FEM;SG
반영	spegelbild	반영	spegelbild	N	N;NOM;INDF;MASC+FEM;SG
전시관	utställning	전시관	utställning	N	N;NOM;INDF;MASC+FEM;SG
전시관	utställningen	전시관	utställning	N	N;NOM;DEF;MASC+FEM;SG
공습	luftangrepp	공습	luftangrepp	N	N;NOM;INDF;MASC+FEM;SG
암살자	lönnmördare	암살자	lönnmördare	N	N;NOM;INDF;MASC+FEM;PL
암살자	lönnmördare	암살자	lönnmördare	N	N;NOM;INDF;MASC+FEM;PL
암살자	yrkesmördare	암살자	yrkesmördare	N	N;NOM;INDF;MASC+FEM;SG
시아파	shia	시아파	shia	N	N;NOM;INDF;MASC+FEM;SG
아나키즘	anarkism	아나키즘	anarkism	N	N;NOM;INDF;MASC+FEM;SG
뉴펀들랜드	newfoundland	뉴펀들랜드	newfoundland	N	N;NOM;INDF;MASC+FEM;SG
헌장	stadga	헌장	stadga	N	N;NOM;INDF;MASC+FEM;SG
헌장	charter	헌장	chart	N	N;NOM;INDF;MASC+FEM;PL
헌장	stadgan	헌장	stadga	N	N;NOM;DEF;MASC+FEM;SG
클러스터	kluster	클러스터	kluster	N	N;NOM;INDF;MASC+FEM;PL
클러스터	kluster	클러스터	kluster	N	N;NOM;INDF;MASC+FEM;PL
프록시	ombud	프록시	ombud	N	N;NOM;INDF;NEUT;SG
프록시	proxy	프록시	proxy	N	N;NOM;INDF;MASC+FEM;SG
핵분열	fission	핵분열	fission	N	N;NOM;INDF;MASC+FEM;SG
궁수자리	skytten	궁수+자리	skytt	N	N;NOM;DEF;MASC+FEM;SG
궁수자리	skytt	궁수+자리	skyta	N	N;NOM;INDF;MASC+FEM;SG
시편	psalm	시편	psalm	N	N;NOM;INDF;MASC+FEM;SG
시편	psaltaren	시편	psaltar	N	N;NOM;DEF;NEUT;PL
서식	formatering	서식	formatering	N	N;NOM;INDF;MASC+FEM;SG
산책	promenad	산책	promenad	N	N;NOM;INDF;MASC+FEM;SG
산책	walk	산책	walk	N	N;NOM;INDF;MASC+FEM;SG
추첨	draw	추첨	draw	N	N;NOM;INDF;MASC+FEM;SG
추첨	dragning	추첨	dragning	N	N;NOM;INDF;MASC+FEM;SG
미학	estetik	미학	estetik	N	N;NOM;INDF;MASC+FEM;SG
물품	gods	물품	god	N	N;NOM;INDF;NEUT;SG
물품	varor	물품	vara	N	N;NOM;INDF;MASC+FEM;PL
물품	handelsvara	물품	handelsvara	N	N;NOM;INDF;MASC+FEM;SG
물품	råvara	물품	råvara	N	N;NOM;INDF;MASC+FEM;SG
그리기	dra	그리+기	dra	V	V;IMP;FIN;ACT
그리기	rita	그리+기	rita	V	V;IMP;FIN;ACT
그리기	rita	그리+기	rita	V	V;IMP;FIN;ACT
그리기	ritar	그리+기	rita	V	V;IND;PRS;FIN;ACT
용품	förråd	용품	förråd	N	N;NOM;INDF;NEUT;SG
용품	förnödenheter	용품	förnödenhet	N	N;NOM;INDF;MASC+FEM;PL
용품	leveranser	용품	leverans	N	N;NOM;INDF;MASC+FEM;PL
마술	trolldom	마술	trolldom	N	N;NOM;INDF;MASC+FEM;SG
마술	magi	마술	magi	N	N;NOM;INDF;MASC+FEM;SG
마술	magic	마술	magic	N	N;NOM;INDF;MASC+FEM;SG
부담	börda	부담	börda	N	N;NOM;INDF;MASC+FEM;SG
각색	anpassningar	각색	anpassning	N	N;NOM;INDF;MASC+FEM;PL
바리톤	baryton	바리톤	baryton	N	N;NOM;INDF;MASC+FEM;SG
강조	höjdpunkt	강조	höjdpunkt	N	N;NOM;INDF;MASC+FEM;SG
강조	betoning	강조	betoning	N	N;NOM;INDF;MASC+FEM;SG
강조	tonvikt	강조	tonvikt	N	N;NOM;INDF;MASC+FEM;SG
강조	tyngdpunkt	강조	tyngdpunkt	N	N;NOM;INDF;MASC+FEM;SG
강조	intensitet	강조	intensit	N	N;NOM;INDF;MASC+FEM;SG
탐구	undersökningar	탐구	undersökning	N	N;NOM;INDF;MASC+FEM;PL
탐구	utredningar	탐구	utredning	N	N;NOM;INDF;MASC+FEM;PL
탈선	urspårning	탈선	urspårning	N	N;NOM;INDF;MASC+FEM;SG
수염	skägg	수염	skägg	N	N;NOM;INDF;NEUT;SG
수염	skägget	수염	skägg	N	N;NOM;DEF;NEUT;SG
수염	skägg	수염	skägg	N	N;NOM;INDF;NEUT;SG
본질	väsen	본질	väs	N	N;NOM;INDF;NEUT;SG
까다로운	knepig	까다롭+ㄴ	knepig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
까다로운	knepigt	까다롭+ㄴ	knepig	ADJ	ADJ;NOM;INDF;NEUT;SG
매뉴얼	manual	매뉴얼	manual	N	N;NOM;INDF;MASC+FEM;SG
매뉴얼	handbok	매뉴얼	handbok	N	N;NOM;INDF;MASC+FEM;SG
안전성	säkerhet	안전성	säkerhet	N	N;NOM;INDF;MASC+FEM;SG
안전성	säkerheten	안전성	säkerhet	N	N;NOM;DEF;MASC+FEM;SG
안전성	trygghet	안전성	trygghet	N	N;NOM;INDF;MASC+FEM;SG
예매	bokning	예매	bokning	N	N;NOM;INDF;MASC+FEM;SG
볼링	bowling	볼링	bowling	N	N;NOM;INDF;MASC+FEM;SG
초과	översteg	초+과	översteg		
향수	doftämnen	향수	doftämn	N	N;NOM;INDF;NEUT;PL
향수	parfymer	향수	parfymer	N	N;NOM;INDF;MASC+FEM;PL
향수	dofter	향수	doft	N	N;NOM;INDF;MASC+FEM;PL
향수	nostalgi	향수	nostalgi	N	N;NOM;INDF;MASC+FEM;SG
향수	parfymer	향수	parfymer	N	N;NOM;INDF;MASC+FEM;PL
향수	doft	향수	doft	N	N;NOM;INDF;MASC+FEM;SG
향수	parfym	향수	parfym	N	N;NOM;INDF;MASC+FEM;SG
국민투표	folkomröstningen	국민투표	folkomröstning	N	N;NOM;DEF;MASC+FEM;SG
국민투표	folkomröstning	국민투표	folkomröstning	N	N;NOM;INDF;MASC+FEM;SG
수니파	sunni	수니파	sunni	N	N;NOM;INDF;MASC+FEM;SG
술집	pubar	술집	puba	N	N;NOM;INDF;MASC+FEM;PL
술집	puben	술집	puben	N	N;NOM;DEF;MASC+FEM;SG
술집	pub	술집	pub	N	N;NOM;INDF;NEUT;SG
이더넷	ethernet	이더넷	ethern	N	N;NOM;DEF;NEUT;SG
