dan	та	dan	та	CONJ	CONJ
judul	заголовок	judul	заголовок	N;SG	N;INAN;NOM;MASC;SG
judul	титул	judul	титул	N;SG	N;ANIM;NOM;MASC;SG
bebas	вільна	bebas	вільний	ADJ;SG	ADJ;NOM;FEM;SG
bebas	безкоштовне	bebas	безкоштовний	ADJ;SG	ADJ;NOM;NEUT;SG
bebas	вільний	bebas	вільний	ADJ;SG	ADJ;NOM;MASC;SG
wisata	туризм	wisata	туризм	N;SG	N;INAN;NOM;MASC;SG
wisata	подорож	wisata	подорож	N;SG	N;INAN;NOM;FEM;SG
wisata	тур	wisata	тур	N;SG	N;INAN;NOM;MASC;SG
bantuan	допомогу	bantuan	допомога	N;SG	N;INAN;ACC;FEM;SG
bantuan	допомоги	bantuan	допомога	N;SG	N;INAN;GEN;FEM;SG
bantuan	допомога	bantuan	допомога	N;SG	N;INAN;NOM;FEM;SG
bantuan	довідка	bantuan	довідка	N;SG	N;INAN;NOM;FEM;SG
bantuan	допомогу	bantuan	допомога	N;SG	N;INAN;ACC;FEM;SG
bandara	аеропорт	bandara	аеропорт	N;SG	N;INAN;NOM;MASC;SG
emas	золота	emas	золото	N;SG	N;INAN;NOM;NEUT;SG
emas	золото	emas	золото	N;SG	N;INAN;NOM;NEUT;SG
tertinggi	найвища	tertinggi	найвище	ADJ;RL;SG	ADJ;NOM;RL;FEM;SG
meraih	схопив	menraih	схопити	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
olahraga	спорт	olahraga	спорт	N;SG	N;INAN;NOM;MASC;SG
olahraga	спорт	olahraga	спорт	N;SG	N;INAN;NOM;MASC;SG
olahraga	спорту	olahraga	спорт	N;SG	N;INAN;GEN;MASC;SG
bisnis	бізнесу	bisnis	бізнес	N;SG	N;INAN;GEN;MASC;SG
bisnis	бізнес	bisnis	бізнути	N;SG	N;INAN;NOM;MASC;SG
bisnis	справа	bisnis	справа	N;SG	N;INAN;NOM;FEM;SG
titik	точка	titik	точка	N;SG	N;INAN;NOM;FEM;SG
titik	точку	titik	точка	N;SG	N;INAN;ACC;FEM;SG
unsur	елемент	unsur	елемент	N;SG	N;INAN;NOM;MASC;SG
unsur	елементом	unsur	елемент	N;SG	N;INAN;INS;MASC;SG
pria	людина	pria	людина	N;SG	N;ANIM;NOM;FEM;SG
pria	чоловік	pria	чоловік	N;SG	N;ANIM;NOM;MASC;SG
pria	мужчина	pria	мужчина	N;SG	N;ANIM;NOM;MASC;SG
lapangan	поле	lapangan	поле	N;SG	N;INAN;NOM;NEUT;SG
lapangan	тону	lapangan	тон	N;SG	N;INAN;GEN;MASC;SG
pengetahuan	знання	pengetahuan	знання	N;SG	N;INAN;NOM;NEUT;SG
mendukung	підтримка	mendukung	підтримка	N;SG;ACT	N;INAN;NOM;FEM;SG
kebijakan	політика	kebijakan	політика	N;SG	N;INAN;NOM;FEM;SG
kebijakan	політикою	kebijakan	політика	N;SG	N;INAN;INS;FEM;SG
struktur	структура	struktur	структура	N;SG	N;INAN;NOM;FEM;SG
terpilih	вибрано	terpilih	вибрати	V;SG;PASS	V;PFV;IND;0;FIN
terpilih	вибрано	terpilih	вибрати	V;SG;PASS	V;PFV;IND;0;FIN
terpilih	голосував	terpilih	голосувати	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
terpilih	проголосував	terpilih	проголосувати	V;SG;PASS	V;PFV;MASC;IND;SG;PST;FIN
oksigen	киснем	oksigen	кисень	N;SG	N;INAN;INS;MASC;SG
oksigen	кисень	oksigen	кисень	N;SG	N;INAN;NOM;MASC;SG
terbuka	відкрити	terbuka	відкрити	V;SG	V;PFV;NFIN
terbuka	відкрито	terbuka	відкрито	V;SG	V;PFV;IND;0;FIN
terbuka	відкриває	terbuka	відкривати	V;SG	V;IPFV;IND;SG;3;PRS;FIN
memutuskan	приймаючи	menputuskan	приймати	V;SG;ACT	V;IPFV;PRS;V.CVB
memutuskan	вирішив	menputuskan	вирішити	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
memutuskan	вирішила	menputuskan	вирішити	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
memutuskan	вирішувати	menputuskan	вирішувати	V;SG;ACT	V;IPFV;NFIN
memutuskan	вирішити	menputuskan	вирішити	V;SG;ACT	V;PFV;NFIN
memutuskan	визначитися	menputuskan	визначитися	V;SG;ACT	V;PFV;NFIN
memutuskan	вирішує	menputuskan	вирішувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
bertemu	зустрічає	bertemu	зустрічати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
sastra	література	sastra	література	N	N;INAN;NOM;FEM;SG
ibukota	капітал	ibukota	капітал	N;SG	N;INAN;NOM;MASC;SG
ibukota	столиця	ibukota	столиця	N;SG	N;INAN;NOM;FEM;SG
edisi	редакція	edisi	редакція	N;SG	N;INAN;NOM;FEM;SG
edisi	видання	edisi	видання	N;SG	N;INAN;NOM;NEUT;SG
laboratorium	лабораторії	laboratorium	лабораторія	N	N;INAN;NOM;FEM;PL
laboratorium	лабораторія	laboratorium	лабораторія	N	N;INAN;NOM;FEM;SG
laboratorium	лабораторій	laboratorium	лабораторія	N	N;INAN;GEN;FEM;PL
laboratorium	лабораторії	laboratorium	лабораторія	N	N;INAN;NOM;FEM;PL
diambil	взято	diambil	взяти	V;SG;PASS	V;PFV;IND;0;FIN
diambil	забрала	diambil	забрати	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
diambil	зроблено	diambil	зробити	V;SG;PASS	V;PFV;IND;0;FIN
diambil	отримано	diambil	отримати	V;SG;PASS	V;PFV;IND;0;FIN
peserta	учасник	peserta	учасник	N;SG	N;ANIM;NOM;MASC;SG
peserta	учасника	peserta	учасник	N;SG	N;ANIM;ACC;MASC;SG
cabang	гілка	cabang	гілка	N;SG	N;INAN;NOM;FEM;SG
hotel	готель	hotel	готель	N;SG	N;INAN;NOM;MASC;SG
segera	негайно	segera	негайно	ADV	ADV
segera	одразу	segera	одразу	ADV	ADV
segera	відразу	segera	відразу	ADV	ADV
segera	скоро	segera	скоро	ADV	ADV
novel	романів	novel	роман	N	N;INAN;GEN;MASC;PL
novel	романи	novel	роман	N	N;INAN;NOM;MASC;PL
sifat	прикметник	sifat	прикметник	N;SG	N;INAN;NOM;MASC;SG
sifat	риса	sifat	риса	N;SG	N;INAN;NOM;FEM;SG
tulisan	написання	tulisan	написання	N;SG	N;INAN;NOM;NEUT;SG
tulisan	запис	tulisan	запис	N;SG	N;INAN;NOM;MASC;SG
tulisan	запису	tulisan	запис	N;SG	N;INAN;GEN;MASC;SG
diadakan	проведено	diadakan	провести	V;SG;PASS	V;PFV;IND;0;FIN
listrik	електрику	listrik	електрика	N;SG	N;INAN;ACC;FEM;SG
listrik	електрика	listrik	електрик	N;SG	N;INAN;NOM;FEM;SG
listrik	електрика	listrik	електрик	N;SG	N;INAN;NOM;FEM;SG
studio	студія	studio	студія	N;SG	N;INAN;NOM;FEM;SG
studio	студію	studio	студія	N;SG	N;INAN;ACC;FEM;SG
khas	типова	khas	типовий	ADJ;SG	ADJ;NOM;FEM;SG
khas	типовий	khas	типовий	ADJ;SG	ADJ;NOM;MASC;SG
maskapai	авіалінії	maskapai	авіалінія	N	N;INAN;NOM;MASC;PL
perdagangan	торгівля	perdagangan	торгівля	N;SG	N;INAN;NOM;FEM;SG
perdagangan	торгівля	perdagangan	торгівля	N;SG	N;INAN;NOM;FEM;SG
tradisi	традиція	tradisi	традиція	N;SG	N;INAN;NOM;FEM;SG
diproduksi	виготовлено	diproduksi	виготовити	V;SG;PASS	V;PFV;IND;0;FIN
serangga	комаху	serangga	комаха	N;SG	N;INAN;ACC;FEM;SG
serangga	комаха	serangga	комаха	N;SG	N;INAN;NOM;FEM;SG
pos	поштова	pos	поштова	N;SG;ACT	N;INAN;NOM;FEM;SG
meminta	надійшов	menpinta	надійти	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
meminta	звертався	menpinta	звертатися	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
meminta	звертаюсь	menpinta	звертатися	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
standar	типова	standar	типовий	ADJ;SG	ADJ;NOM;FEM;SG
standar	типовий	standar	типовий	ADJ;SG	ADJ;NOM;MASC;SG
standar	стандартний	standar	стандартний	ADJ;SG	ADJ;NOM;MASC;SG
standar	стандартна	standar	стандартний	ADJ;SG	ADJ;NOM;FEM;SG
standar	стандартне	standar	стандартний	ADJ;SG	ADJ;NOM;NEUT;SG
energi	енергія	energi	енергія	N;SG	N;INAN;NOM;FEM;SG
meningkatkan	збільшити	mentingkatkan	збільшити	V;SG;ACT	V;PFV;NFIN
meningkatkan	підвищити	mentingkatkan	підвищити	V;SG;ACT	V;PFV;NFIN
meningkatkan	зростати	mentingkatkan	зростати	V;SG;ACT	V;IPFV;NFIN
meningkatkan	покращити	mentingkatkan	покращити	V;SG;ACT	V;PFV;NFIN
darah	кров	darah	кров	N;SG	N;INAN;NOM;FEM;SG
pasal	розділ	pasal	розділ	N;SG	N;INAN;NOM;MASC;SG
pasal	глава	pasal	глава	N;SG	N;ANIM;NOM;MASC;SG
pasal	главу	pasal	глава	N;SG	N;ANIM;ACC;FEM;SG
pasal	стаття	pasal	стаття	N;SG	N;INAN;NOM;FEM;SG
pasal	статтю	pasal	стаття	N;SG	N;INAN;ACC;FEM;SG
dibentuk	оформлено	dibentuk	оформілий	V;SG;PASS	V;PFV;IND;0;FIN
dibentuk	сформовано	dibentuk	сформовано	V;SG;PASS	V;PFV;IND;0;FIN
siswa	студентка	siswa	студентка	N;SG	N;ANIM;NOM;FEM;SG
siswa	студент	siswa	студент	N;SG	N;ANIM;NOM;MASC;SG
memang	воістину	memang	воістина	ADV	ADV
asing	іноземний	asing	іноземний	ADJ;SG	ADJ;NOM;MASC;SG
kemungkinan	ймовірність	kemungkinan	ймовірність	N;SG	N;INAN;NOM;FEM;SG
kemungkinan	можливість	kemungkinan	можливість	N;SG	N;INAN;NOM;FEM;SG
imam	священик	imam	священик	N;SG	N;ANIM;NOM;MASC;SG
berbentuk	формує	berbentuk	формувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tunggal	самотній	tunggal	самотній	ADJ;SG	ADJ;NOM;MASC;SG
berakhir	завершується	berakhir	завершуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berakhir	завершує	berakhir	завершувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berakhir	закінчується	berakhir	закінчуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berakhir	завершується	berakhir	завершуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berakhir	закінчується	berakhir	закінчуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berakhir	закінчився	berakhir	закінчитися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
berakhir	закінчилась	berakhir	закінчитися	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
berakhir	закінчилось	berakhir	закінчитися	V;SG;ACT	V;PFV;NEUT;IND;SG;PST;FIN
berakhir	завершився	berakhir	завершитися	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
pimpinan	лідерство	pimpinan	лідерство	N;SG	N;INAN;NOM;NEUT;SG
pimpinan	лідерства	pimpinan	лідерство	N;SG	N;INAN;NOM;NEUT;SG
kebudayaan	культура	kebudayaan	культура	N;SG	N;INAN;NOM;FEM;SG
kemerdekaan	свобода	kemerdekaan	свобода	N;SG	N;INAN;NOM;FEM;SG
kemerdekaan	незалежність	kemerdekaan	незалежність	N;SG	N;INAN;NOM;FEM;SG
kemerdekaan	незалежності	kemerdekaan	незалежності	N;SG	N;INAN;GEN;FEM;SG
berusaha	намагаючись	berusaha	намагатися	V;SG;ACT	V;IPFV;PRS;V.CVB
sutradara	режисер	sutradara	режисер	N;SG	N;ANIM;NOM;MASC;SG
sutradara	директор	sutradara	директор	N;SG	N;ANIM;NOM;MASC;SG
angka	число	angka	число	N;SG	N;INAN;NOM;NEUT;SG
angka	кількість	angka	кількість	N;SG	N;INAN;NOM;FEM;SG
angka	номер	angka	номер	N;SG	N;INAN;NOM;MASC;SG
angka	номера	angka	номера	N;SG	N;INAN;GEN;MASC;SG
angka	числа	angka	число	N;SG	N;INAN;NOM;NEUT;SG
jurusan	спеціальність	jurusan	спеціальність	N;SG	N;INAN;NOM;FEM;SG
jurusan	концентрація	jurusan	концентрація	N;SG	N;INAN;NOM;FEM;SG
jurusan	мажор	jurusan	мажор	N;SG	N;INAN;NOM;FEM;SG
jurusan	майор	jurusan	майор	N;SG	N;ANIM;NOM;MASC;SG
menggantikan	замінює	mengantikan	замінювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menggantikan	замінити	mengantikan	замінити	V;SG;ACT	V;PFV;NFIN
lembab	вологого	lembab	вологий	ADJ;SG	ADJ;GEN;MASC;SG
latar	тло	latar	тло	N;SG	N;INAN;NOM;NEUT;SG
latar	тла	latar	тло	N;SG	N;INAN;NOM;NEUT;SG
terbang	муха	terbang	муха	N;SG;ACT	N;ANIM;NOM;FEM;SG
terbang	лети	terbang	лета	N;SG;ACT	N;INAN;NOM;FEM;SG
terbang	польоту	terbang	політ	N;SG;ACT	N;INAN;GEN;MASC;SG
konsep	поняття	konsep	поняття	N;SG	N;INAN;NOM;NEUT;SG
konsep	концепція	konsep	концепція	N;SG	N;INAN;NOM;FEM;SG
konsep	чернетку	konsep	чернетка	N;SG	N;INAN;ACC;FEM;SG
konsep	чернетка	konsep	чернетка	N;SG	N;INAN;NOM;FEM;SG
mengembangkan	розвивати	menkembangkan	розвивати	V;SG;ACT	V;IPFV;NFIN
mengembangkan	розроблено	menkembangkan	розробити	V;SG;ACT	V;PFV;IND;0;FIN
pengurus	адміністратор	penurus	адміністратор	N;SG	N;ANIM;NOM;MASC;SG
pengurus	адміністратора	penurus	адміністратор	N;SG	N;ANIM;ACC;MASC;SG
pengurus	адміністратором	penurus	адміністратор	N;SG	N;ANIM;INS;MASC;SG
merasa	відчуваю	menrasa	відчувати	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
merasa	відчути	menrasa	відчути	V;SG;ACT	V;PFV;NFIN
merasa	почувається	menrasa	почуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
merasa	відчувається	menrasa	відчуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
merasa	відчула	menrasa	відчути	V;SG;ACT	V;PFV;FEM;IND;SG;PST;FIN
merasa	відчув	menrasa	відчути	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
merasa	стало	menrasa	стати	V;SG;ACT	V;PFV;NEUT;IND;SG;PST;FIN
danau	озеро	danau	озеро	N;SG	N;INAN;NOM;NEUT;SG
muslim	мусульманин	muslim	мусульманин	N;SG	N;ANIM;NOM;MASC;SG
area	області	area	область	N;SG	N;INAN;GEN;FEM;SG
area	область	area	область	N;SG	N;INAN;NOM;FEM;SG
area	ділянка	area	ділянка	N;SG	N;INAN;NOM;FEM;SG
area	площа	area	площа	N;SG	N;INAN;NOM;FEM;SG
area	місцевість	area	місцевість	N;SG	N;INAN;NOM;FEM;SG
tahu	знаю	tahu	знати	V;SG	V;IPFV;IND;SG;1;PRS;FIN
tahu	знати	tahu	знати	V;SG	V;IPFV;NFIN
bupati	правителька	bupati	правителька	N	N;ANIM;NOM;FEM;SG
ukuran	розмір	ukuran	розмір	N;SG	N;INAN;NOM;MASC;SG
pilihan	вибір	pilihan	вибір	N;SG	N;INAN;NOM;MASC;SG
mirip	подібна	mirip	подібний	ADJ;SG	ADJ;NOM;FEM;SG
mirip	подібний	mirip	подібний	ADJ;SG	ADJ;NOM;MASC;SG
dikembangkan	розроблено	dikembangkan	розробити	V;SG;PASS	V;PFV;IND;0;FIN
kulit	шкіра	kulit	шкіра	N;SG	N;INAN;NOM;FEM;SG
kulit	оболонка	kulit	оболонка	N;SG	N;INAN;NOM;FEM;SG
kulit	шкіра	kulit	шкіра	N;SG	N;INAN;NOM;FEM;SG
kendaraan	автомобіль	kendaraan	автомобіль	N;SG	N;INAN;NOM;MASC;SG
kendaraan	апарат	kendaraan	апарат	N;SG	N;INAN;NOM;MASC;SG
direktur	режисер	direktur	режисер	N;SG	N;ANIM;NOM;MASC;SG
direktur	директор	direktur	директор	N;SG	N;ANIM;NOM;MASC;SG
pesan	повідомлення	pesan	повідомлення	N;SG	N;INAN;NOM;NEUT;SG
pesan	повідомлення	pesan	повідомлення	N;SG	N;INAN;NOM;NEUT;SG
pertengahan	середина	pertengahan	середина	N;SG	N;INAN;NOM;FEM;SG
pertengahan	середина	pertengahan	середина	N;SG	N;INAN;NOM;FEM;SG
diangkat	підняла	diangkat	підняти	V;SG;PASS	V;PFV;FEM;IND;SG;PST;FIN
tenaga	енергія	tenaga	енергія	N;SG	N;INAN;NOM;FEM;SG
tenaga	влада	tenaga	влада	N;SG	N;INAN;NOM;FEM;SG
tenaga	живлення	tenaga	живлення	N;SG	N;INAN;NOM;NEUT;SG
tenaga	сила	tenaga	сила	N;SG	N;INAN;NOM;FEM;SG
pertahanan	оборона	pertahanan	оборона	N;SG	N;INAN;NOM;FEM;SG
pertahanan	захист	pertahanan	захист	N;SG	N;INAN;NOM;MASC;SG
pertahanan	захист	pertahanan	захист	N;SG	N;INAN;NOM;MASC;SG
pertahanan	оборону	pertahanan	оборона	N;SG	N;INAN;ACC;FEM;SG
mengalahkan	бити	menkalahkan	бити	V;SG;ACT	V;IPFV;NFIN
menampilkan	відображено	mentampilkan	відображити	V;SG;ACT	V;PFV;IND;0;FIN
menampilkan	показує	mentampilkan	показувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
pekerjaan	завдання	pekerjaan	завдання	N;SG	N;INAN;NOM;NEUT;SG
pekerjaan	робота	pekerjaan	робота	N;SG	N;INAN;NOM;FEM;SG
pekerjaan	робота	pekerjaan	робота	N;SG	N;INAN;NOM;FEM;SG
pekerjaan	роботу	pekerjaan	робота	N;SG	N;INAN;ACC;FEM;SG
pekerjaan	завдання	pekerjaan	завдання	N;SG	N;INAN;NOM;NEUT;SG
kementerian	міністерства	kementerian	міністерство	N;SG	N;INAN;NOM;NEUT;SG
kementerian	міністерство	kementerian	міністерство	N;SG	N;INAN;NOM;NEUT;SG
rencana	план	rencana	план	N;SG	N;INAN;NOM;MASC;SG
era	епоха	era	епоха	N	N;INAN;NOM;FEM;SG
menyerap	поглинає	menserap	поглинати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyerap	вбирає	menserap	вбирати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tipe	типу	tipe	тип	N;SG	N;INAN;NOM;MASC;SG
tipe	тип	tipe	тип	N;SG	N;INAN;NOM;MASC;SG
menyerang	атакує	menserang	атакувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menyerang	атакує	menserang	атакувати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
global	глобальний	global	глобальний	ADJ	ADJ;NOM;MASC;SG
global	загальні	global	загальний	ADJ	ADJ;NOM;PL
terlalu	теж	terlalu	теж	ADV	ADV
terlalu	надто	terlalu	надто	ADV	ADV
terlalu	занадто	terlalu	занадто	ADV	ADV
aliran	потік	aliran	потік	N;SG	N;INAN;NOM;MASC;SG
aliran	струмок	aliran	струмок	N;SG	N;INAN;NOM;MASC;SG
aliran	потік	aliran	потік	N;SG	N;INAN;NOM;MASC;SG
berjalan	ходити	berjalan	ходити	V;SG;ACT	V;IPFV;NFIN
berjalan	ходить	berjalan	ходити	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berjalan	виконується	berjalan	виконуватися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berjalan	працює	berjalan	працювати	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berjalan	біг	berjalan	бігти	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
teks	текст	teks	текст	N;SG	N;INAN;NOM;MASC;SG
penumpang	пасажир	pentumpang	пасажир	N;SG	N;ANIM;NOM;MASC;SG
minyak	олія	minyak	олія	N;SG	N;INAN;NOM;FEM;SG
minyak	нафта	minyak	нафта	N;SG	N;INAN;NOM;FEM;SG
upacara	церемонія	upacara	церемонія	N;SG	N;INAN;NOM;FEM;SG
manajemen	управління	manajemen	управління	N;SG	N;INAN;NOM;NEUT;SG
manajemen	менеджмент	manajemen	менеджмент	N;SG	N;INAN;NOM;MASC;SG
manajemen	керівництво	manajemen	керівництво	N;SG	N;INAN;NOM;NEUT;SG
manajemen	керування	manajemen	керування	N;SG	N;INAN;NOM;NEUT;SG
murid	студентка	murid	студентка	N;SG	N;ANIM;NOM;FEM;SG
murid	студент	murid	студент	N;SG	N;ANIM;NOM;MASC;SG
gas	газу	gas	газ	N;SG	N;INAN;GEN;MASC;SG
gas	газ	gas	газ	N;SG	N;INAN;NOM;MASC;SG
tumbuhan	завод	tumbuhan	завод	N;SG	N;INAN;NOM;MASC;SG
tumbuhan	рослина	tumbuhan	рослина	N;SG	N;INAN;NOM;FEM;SG
generasi	створення	generasi	створення	N;SG	N;INAN;NOM;NEUT;SG
generasi	покоління	generasi	покоління	N;SG	N;INAN;NOM;NEUT;SG
generasi	генерація	generasi	генерація	N;SG	N;INAN;NOM;FEM;SG
generasi	покоління	generasi	покоління	N;SG	N;INAN;NOM;NEUT;SG
ternyata	начебто	ternyata	начебто	ADV;RL;SG	ADV
ternyata	мабуть	ternyata	мабуть	ADV;RL;SG	ADV
ternyata	вочевидь	ternyata	вочевидь	ADV;RL;SG	ADV
mengandung	містить	menkandung	містити	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengandung	містити	menkandung	містити	V;SG;ACT	V;IPFV;NFIN
mengandung	містить	menkandung	містити	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengandung	міститься	menkandung	міститися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
saluran	канал	saluran	канал	N;SG	N;INAN;NOM;MASC;SG
saluran	каналом	saluran	канал	N;SG	N;INAN;INS;MASC;SG
saluran	каналу	saluran	канал	N;SG	N;INAN;GEN;MASC;SG
vokal	вокал	vokal	вокал	N;SG	N;ANIM;NOM;MASC;SG
vokal	піднесення	vokal	піднесення	N;SG	N;INAN;NOM;NEUT;SG
vokal	вокаліст	vokal	вокаліст	N;SG	N;ANIM;NOM;MASC;SG
vokal	вокал	vokal	вокал	N;SG	N;ANIM;NOM;MASC;SG
dimiliki	володів	dimiliki	володіти	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN
akademi	академія	akademi	академія	N;SG	N;INAN;NOM;FEM;SG
khususnya	спеціально	khususnya	спеціально	ADV	ADV
khususnya	спеціально	khususnya	спеціально	ADV	ADV
khususnya	конкретно	khususnya	конкретно	ADV	ADV
khususnya	особливо	khususnya	особливо	ADV	ADV
pinjaman	борг	pinjaman	борг	N;SG	N;INAN;NOM;MASC;SG
pinjaman	кредит	pinjaman	кредит	N;SG	N;INAN;NOM;MASC;SG
pinjaman	кредиту	pinjaman	кредит	N;SG	N;INAN;GEN;MASC;SG
metode	метод	metode	метод	N;SG	N;INAN;NOM;MASC;SG
predator	хижі	predator	хижа	N	N;ANIM;NOM;FEM;PL
predator	хижак	predator	хижак	N	N;ANIM;NOM;MASC;SG
predator	хижаків	predator	хижак	N	N;ANIM;ACC;MASC;PL
predator	хижаки	predator	хижак	N	N;ANIM;NOM;MASC;PL
peraturan	статут	peraturan	статут	N;SG	N;INAN;NOM;MASC;SG
peraturan	постанова	peraturan	постановий	N;SG	N;INAN;NOM;FEM;SG
peraturan	регулювання	peraturan	регулювання	N;SG	N;INAN;NOM;NEUT;SG
peraturan	правило	peraturan	правило	N;SG	N;INAN;NOM;NEUT;SG
pemenang	переможець	penmenang	переможець	N;SG	N;ANIM;NOM;MASC;SG
cahaya	світлі	cahaya	світло	N;SG	N;INAN;NOM;NEUT;SG
cahaya	світло	cahaya	світло	N;SG	N;INAN;NOM;NEUT;SG
bergerak	пересунути	bergerak	пересунути	V;SG;ACT	V;PFV;NFIN
bergerak	перемістити	bergerak	перемістити	V;SG;ACT	V;PFV;NFIN
tionghoa	мандарин	tionghoa	мандарин	N	N;INAN;NOM;MASC;SG
tionghoa	китайці	tionghoa	китайка	N	N;ANIM;NOM;MASC;PL
skor	оцінювання	skor	оцінювання	N;SG	N;INAN;NOM;NEUT;SG
skor	рахунок	skor	рахунок	N;SG	N;INAN;NOM;MASC;SG
skor	результат	skor	результат	N;SG	N;INAN;NOM;MASC;SG
skor	оцінка	skor	оцінка	N;SG	N;INAN;NOM;FEM;SG
skor	рахунку	skor	рахунок	N;SG	N;INAN;GEN;MASC;SG
pengaruh	перебіг	pengaruh	перебігти	N;SG	N;INAN;NOM;MASC;SG
pengaruh	вплив	pengaruh	вплив	N;SG	N;INAN;NOM;MASC;SG
kanan	право	kanan	право	N;SG	N;INAN;NOM;NEUT;SG
airlines	авіалінії	airlines	авіалінія	N	N;INAN;NOM;MASC;PL
polisi	поліція	polisi	поліція	N;SG	N;INAN;NOM;FEM;SG
hijau	зелене	hijau	зелений	ADJ;SG	ADJ;NOM;NEUT;SG
hijau	зелений	hijau	зелений	ADJ;SG	ADJ;NOM;MASC;SG
kecepatan	швидкість	kecepatan	швидкість	N;SG	N;INAN;NOM;FEM;SG
kecepatan	швидкість	kecepatan	швидкість	N;SG	N;INAN;NOM;FEM;SG
mengetahui	знаючи	menketahui	знати	V;SG;ACT	V;IPFV;PRS;V.CVB
mengetahui	знати	menketahui	знати	V;SG;ACT	V;IPFV;NFIN
mencoba	намагається	mencoba	намагатися	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mencoba	намагаючись	mencoba	намагатися	V;SG;ACT	V;IPFV;PRS;V.CVB
mencoba	спробував	mencoba	спробувати	V;SG;ACT	V;PFV;MASC;IND;SG;PST;FIN
mencoba	намагався	mencoba	намагатися	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
mencoba	пробував	mencoba	пробувати	V;SG;ACT	V;IPFV;MASC;IND;SG;PST;FIN
selesai	готово	selesai	готово	ADV;SG	ADV
penguasa	лінійка	penkuasa	лінійка	N;SG	N;INAN;NOM;FEM;SG
tewas	мертвий	tewas	мертвий	ADJ;SG	ADJ;NOM;MASC;SG
pasangan	звернення	pasangan	звернення	N;SG	N;INAN;NOM;NEUT;SG
pasangan	партнер	pasangan	партнер	N;SG	N;ANIM;NOM;MASC;SG
pasangan	напарник	pasangan	напарник	N;SG	N;ANIM;NOM;MASC;SG
pasangan	пара	pasangan	пара	N;SG	N;INAN;NOM;FEM;SG
menolak	відмовлятися	mentolak	відмовлятися	V;SG;ACT	V;IPFV;NFIN
menolak	заборонити	mentolak	заборонити	V;SG;ACT	V;PFV;NFIN
menolak	відхилено	mentolak	відхилити	V;SG;ACT	V;PFV;IND;0;FIN
menolak	відхилити	mentolak	відхилити	V;SG;ACT	V;PFV;NFIN
menolak	відкинути	mentolak	відкинути	V;SG;ACT	V;PFV;NFIN
menolak	відмовити	mentolak	відмовити	V;SG;ACT	V;PFV;NFIN
menolak	відхилити	mentolak	відхилити	V;SG;ACT	V;PFV;NFIN
lewat	через	lewat	через	ADP;SG;ACT	ADP;ACC
mengubah	перетворити	menubah	перетворити	V;SG;ACT	V;PFV;NFIN
mengubah	змінити	menubah	змінити	V;SG;ACT	V;PFV;NFIN
korban	жертва	korban	жертво	N;SG	N;ANIM;NOM;FEM;SG
pelabuhan	бухта	penlabuhan	бухта	N;SG	N;INAN;NOM;FEM;SG
