kao	som	kao	som	CONJ	CONJ
časopis	magasin	časopis	magasin	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dijeli	delats	dijeliti	delata	V;IND;SG;3;PRS;FIN	V;V.CVB;PASS
dijeli	delas	dijeliti	dela	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
književnost	litteratur	književnost	litteratur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
književnost	litteraturen	književnost	litteratur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ploča	rekord	ploča	rekord	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ploča	record	ploča	record	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ploča	bräda	ploča	bräda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ploča	brädet	ploča	bräd	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ploča	styrelse	ploča	styrelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ploča	board	ploča	board	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ploča	styrelsen	ploča	styrelse	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ploča	surfplatta	ploča	surfplatta	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ploča	tablett	ploča	tablett	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ploča	panelen	ploča	panel	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ploča	panel	ploča	panel	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
simbol	symbol	simbol	symbol	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
simbol	symbolen	simbol	symbol	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
oružje	vapen	oružje	vapen	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
oružje	vapen	oružje	vapen	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
oružje	vapen	oružje	vapen	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
oružje	gevär	oružje	gevär	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
korištenje	användning	korištenje	användning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stvara	skapar	stvarati	skapa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
opisuje	beskriver	opisivati	beskriva	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
opisuje	beskrivs	opisivati	beskriva	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
opisuje	beskriver	opisivati	beskriva	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
narodi	nationer	narod	nation	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
narodi	nationerna	narod	nation	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
narodi	folkslag	narod	folkslag	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
sudjeluje	deltar	sudjelovati	delta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pravi	äkta	prav	äkta	ADJ;NOM;DEF;MASC;SG	ADJ;NOM
slučaj	case	slučaj	case	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
slučaj	fodral	slučaj	fodral	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
slučaj	fallet	slučaj	fall	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
slučaj	fall	slučaj	fall	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dobar	god	dobar	god	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
dobar	duktig	dobar	duktig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
inače	annars	inače	annars	ADV	ADV
svećenik	präst	svećenik	präst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
veličine	storlekar	veličina	storlek	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
južna	södra	južan	södra	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;DEF;SG
devet	nio	devet	nio	NUM	NUM;NOM
filozof	filosof	filozof	filosof	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
filozof	filosofen	filozof	filosof	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
nastup	föreställning	nastup	föreställning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nastup	performance	nastup	performance	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nastup	resultat	nastup	resultat	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
nastup	prestanda	nastup	prestanda	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bitke	strider	bitka	strid	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
mladost	ungdom	mladost	ungdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
materijal	material	materijal	material	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
materijal	material	materijal	material	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
proglašen	deklarerat	proglasiti	deklarerad	ADJ;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nju	hennes	on	hon	PRO;ACC;FEM;SG;3	PRO;DEF
nju	henne	on	hon	PRO;ACC;FEM;SG;3	PRO;ACC;DEF;MASC+FEM;SG
zvijezde	stjärnor	zvijezda	stjärna	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zavod	institute	zavod	institute	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zavod	institut	zavod	institut	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zavod	institutet	zavod	institutet	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
zavod	bureau	zavod	bureau	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zavod	byrå	zavod	byrå	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zavod	presidium	zavod	presidium	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zavod	presidiet	zavod	presidium	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
objavljuje	publicerar	objavljivati	publicera	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
grb	crest	grb	crest	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
grb	emblem	grb	emblem	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
čast	ära	čast	ära	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	heder	čast	heda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	ära	čast	ära	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čast	heder	čast	heda	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lake	sjöar	lak	sjö	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
izjavio	uppgav	izjaviti	uppge	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
bolest	sjukdom	bolest	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bolest	sjukdom	bolest	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bolest	sjukdom	bolest	sjukdom	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
indijanci	indianer	indijanac	indian	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
indijanci	indianerna	indijanac	indian	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
stvaranje	skapelsen	stvaranje	skapelse	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
stvaranje	skapelse	stvaranje	skapelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
stvaranje	skapandet	stvaranje	skapande	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
let	flight	let	flight	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
let	flyg	let	flyg	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
let	flygning	let	flygning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
federacija	federationen	federacija	federation	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
federacija	federation	federacija	federation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teorija	teorin	teorija	teori	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
teorija	teori	teorija	teori	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
masa	massa	masa	massa	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
masa	mässan	masa	mässa	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
masa	mässa	masa	mässa	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
masa	mass	masa	mass	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
tjedan	veckan	tjedan	vecka	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
tjedan	vecka	tjedan	vecka	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pobjede	segrar	pobjeda	segra	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	kompanjoner	suradnik	kompanjon	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	bidragsgivare	suradnik	bidragsgivare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	kollegor	suradnik	kollegor	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	kolleger	suradnik	kolleg	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	arbetskamrater	suradnik	arbetskamrat	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
suradnici	medarbetare	suradnik	medarbetare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
case	case	casa	case	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
case	fodral	casa	fodral	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
case	fallet	casa	fall	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
case	fall	casa	fall	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
kulturno	kulturellt	kulturan	kulturell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
kulturno	kulturell	kulturan	kulturell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
kulturno	kulturellt	kulturan	kulturell	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
stanja	staterna	stanje	stat	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
stanja	stater	stanje	stat	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
stanja	delstater	stanje	delstat	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
nitko	ingen	nitko	ingen	PRO;NOM;MASC;3	PRO;INDF;MASC+FEM;SG
dvorac	castle	dvorac	castle	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dvorac	borgen	dvorac	borgen	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dvorac	slottet	dvorac	slott	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
dvorac	slott	dvorac	slott	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
postati	blivit	postati	bli	V;NFIN	V;V.CVB;ACT
postati	blir	postati	bli	V;NFIN	V;IND;PRS;FIN;ACT
postati	bli	postati	bli	V;NFIN	V;IMP;FIN;ACT
pobjednik	segrare	pobjednik	segrare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pobjednik	vinnare	pobjednik	vinnare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pobjednik	vinnaren	pobjednik	vinnar	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
mladi	unga	mlad	ung	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
razlika	jämförelse	razlika	jämförelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razlika	diff	razlika	diff	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razlika	skillnad	razlika	skillnad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razlika	skillnaden	razlika	skillnad	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
linije	rader	linija	rad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
linije	linjer	linija	linje	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
linije	banor	linija	bana	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ovisi	beror	ovisiti	bero	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
odnos	relation	odnos	relation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
odnos	förhållande	odnos	förhållande	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
odnos	förhållandet	odnos	förhållande	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
odnos	släktskap	odnos	släktskap	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
fakultet	university	fakultet	university	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fakultet	universitet	fakultet	universitet	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
fakultet	universitetet	fakultet	universitet	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
fakultet	högskola	fakultet	högskola	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fakultet	högskolan	fakultet	högskola	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
fakultet	högskola	fakultet	högskola	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
fakultet	fakulteten	fakultet	fakultet	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
stanovnici	invånare	stanovnik	invånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
stanovnici	innevånare	stanovnik	innevånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
stanovnici	invånare	stanovnik	invånare	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
slijedi	följer	slijediti	följa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
djeca	ungar	dijete	unge	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
djeca	barn	dijete	barn	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
djeca	barn	dijete	barn	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
postupak	process	postupak	process	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
postupak	processen	postupak	process	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
postupak	förfarandet	postupak	förfarande	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
postupak	procedur	postupak	procedur	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
postupak	förfarande	postupak	förfarande	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
spomen	memorial	spomen	memorial	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kapetan	kaptenen	kapetan	kapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kapetan	captain	kapetan	captain	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kapetan	kommendör	kapetan	kommendör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kapetan	kapten	kapetan	kapt	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
životinje	djur	životinja	djur	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
brojni	talrika	brojan	talrik	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;PL
skladatelj	kompositör	skladatelj	kompositör	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lista	förteckning	list	förteckning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lista	list	list	list	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
lista	lista	list	lista	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
otprilike	cirka	otprilike	cirka	ADV	ADV
otprilike	ungefär	otprilike	ungefär	ADV	ADV
richard	rikard	richard	rikard	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
richard	rickard	richard	rickard	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pismo	teckensnitt	pismo	teckensnitt	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pismo	typsnitt	pismo	typsnitt	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pismo	brev	pismo	brev	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pismo	bokstav	pismo	bokstav	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
pismo	skrivelse	pismo	skrivelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
neko	någon	neki	någon	PRO;NOM;NEUT;SG	PRO;INDF;MASC+FEM;SG
neko	nån	neki	nån	PRO;NOM;NEUT;SG	PRO;INDF;MASC+FEM;SG
neko	någon	neki	någon	PRO;NOM;NEUT;SG	PRO;INDF;MASC+FEM;SG
neko	nån	neki	nån	PRO;NOM;NEUT;SG	PRO;INDF;MASC+FEM;SG
boulenger	boulenger	boulenger	bouleng	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
majke	mödrar	majka	mor	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
majke	mammor	majka	mamma	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
majke	mödrarna	majka	mor	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
povratak	comeback	povratak	comeback	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
povratak	återkomst	povratak	återkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
povratak	avkastning	povratak	avkastning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
značenje	innebörd	značenje	innebörd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
značenje	betydelse	značenje	betydelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
značenje	mening	značenje	mening	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dvd	dvd	dvd	dvd	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stalno	konstant	stalno	konstant	ADV	ADV
stalno	ständigt	stalno	ständig	ADV	ADV
teritorij	territoriet	teritorij	territorium	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
teritorij	territorium	teritorij	territorium	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
statistički	statistiskt	statistički	statistisk	ADV	ADV
statistički	statistiskt	statistički	statistisk	ADV	ADV
treća	tredje	treći	tre	ADJ;NOM;FEM;SG	ADJ;NOM
zlato	guld	zlato	guld	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
prijedlog	motion	prijedlog	motion	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prijedlog	rörelse	prijedlog	rörelse	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
star	stjärnan	star	stjärna	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
star	stjärna	star	stjärna	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
star	star	star	star	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kazalište	teater	kazalište	teat	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kazalište	teatern	kazalište	teat	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
kazalište	teater	kazalište	teat	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kazalište	theatre	kazalište	theatre	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
predstavljaju	representerar	predstavljati	representera	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
ušao	trädde	ući	träda	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
schmidt	schmidt	schmidt	schmidt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
studirao	studerade	studirati	studera	V;MASC;SG;PST;V.PTCP;ACT	V;IND;PST;V.PTCP;ACT
ostaci	rester	ostatak	rest	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
cesta	landsväg	cesta	landsväg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cesta	road	cesta	road	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cesta	väg	cesta	väg	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cesta	vägen	cesta	väg	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
scenarij	manus	scenarij	manus	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
scenarij	scenariot	scenarij	scenario	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
scenarij	scenario	scenarij	scenario	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
scenarij	manus	scenarij	manus	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
scenarij	skript	scenarij	skript	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pojava	utseende	pojava	utseende	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
pojava	utseendet	pojava	utseende	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
pojava	förekomst	pojava	förekomst	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pojava	fenomenet	pojava	fenomen	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
pojava	fenomen	pojava	fenom	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
pojava	företeelsen	pojava	företeelse	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pojava	företeelse	pojava	företeelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ministar	ministern	ministar	minister	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ministar	minister	ministar	minister	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
duga	rainbow	dug	rainbow	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
duga	regnbåge	dug	regnbåge	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
duga	skuldsättning	dug	skuldsättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
duga	skuld	dug	skuld	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
duga	long	dug	long	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
novac	money	novac	money	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
palača	palatset	palač	palats	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
palača	palats	palač	palats	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
palača	palace	palač	palace	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
palača	slott	palač	slott	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
napomena	not	napomen	not	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
napomena	obs	napomen	obs	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
napomena	anteckning	napomen	anteckning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
napomena	anmärkning	napomen	anmärkning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacije	transaktioner	operacija	transaktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
operacije	operationer	operacija	operation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
operacije	operationer	operacija	operation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
dužnosti	arbetsuppgifter	dužnost	arbetsuppgift	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
dužnosti	tullar	dužnost	tull	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
osnovne	grundläggande	osnovan	grundläggande	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;PRS;V.PTCP
osnovne	elementära	osnovan	elementär	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;PL
osnovne	grundläggande	osnovan	grundläggande	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;PRS;V.PTCP
pristup	åtkomst	pristup	åtkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pristup	tillgång	pristup	tillgång	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pristup	tillträde	pristup	tillträde	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pristup	tillvägagångssätt	pristup	tillvägagångssätt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pristup	inflygning	pristup	inflygning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
politička	politisk	politički	politisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
politička	politiskt	politički	politisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
članica	medlem	članica	medlem	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
članica	medlemmen	članica	medlem	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
članica	ledamot	članica	ledamot	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
solanum	solanum	solanum	solanum	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
operacija	verksamhet	operacija	verksamhet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacija	insats	operacija	insats	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacija	operation	operacija	operation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacija	drift	operacija	drift	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacija	operation	operacija	operation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
operacija	kirurgi	operacija	kirurgi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
odluka	beslutet	odluka	beslut	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
odluka	beslut	odluka	beslut	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
raste	växer	rasti	växa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
raste	stiger	rasti	stiga	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pogled	utsikt	pogled	utsikt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pogled	vy	pogled	vy	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
energija	energi	energija	energi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
energija	energy	energija	energy	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
metoda	metoden	metoda	metod	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
metoda	metod	metoda	metod	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
grand	grand	grand	grand	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zapadni	västra	zapadan	onstra	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;DEF;SG
kćer	dotter	kći	dott	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kćer	dottern	kći	dotter	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
dobiti	hämta	dobiti	hämta	V;NFIN	V;IMP;FIN;ACT
dobiti	skaffa	dobiti	skaffa	V;NFIN	V;IMP;FIN;ACT
