dans	اندر	dans	اندر	ADP	ADP;NOM;MASC;SG;3
changement	فرق	changement	فرق	N;MASC;SG	N;ACC;MASC;SG;3
identité	پہچان	identité	پہچان	N;FEM;SG	N;NOM;MASC;SG;3
variation	انحراف	variation	انحراف	N;FEM;SG	N;NOM;MASC;SG;3
variation	مناقضت	variation	مناقضت	N;FEM;SG	N;NOM;MASC;SG;3
variation	تنازع	variation	تنازع	N;FEM;SG	N;NOM;MASC;SG;3
variation	معیار	variation	معیار	N;FEM;SG	N;NOM;MASC;SG;3
variation	قیمت	variation	قیمت	N;FEM;SG	N;NOM;FEM;SG;3
sportive	مجبور	sportif	مجبور	ADJ;FEM;SG	ADJ
rejoindre	باندھنا	rejoindre	باندھنا	V;NFIN	V;NFIN;ACT
hommage	نذر	hommage	نذر	N;MASC;SG	N;NOM;MASC;SG;3
faveur	اعانت	faveur	اعانت	N;FEM;SG	N;NOM;MASC;SG;3
faveur	نوازش	faveur	نوازش	N;FEM;SG	N;NOM;MASC;SG;3
faveur	معافی	faveur	معافی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	مہربانی	faveur	مہربانی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	پسندیدگی	faveur	پسندیدگی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	مدد	faveur	مدد	N;FEM;SG	N;NOM;MASC;SG;3
faveur	نرمی	faveur	نرمی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	طرفداری	faveur	طرفداری	N;FEM;SG	N;NOM;MASC;SG;3
faveur	رخصت	faveur	رخصت	N;FEM;SG	N;NOM;FEM;SG;3
faveur	خوشنودی	faveur	خوشنودی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	اعانت	faveur	اعانت	N;FEM;SG	N;NOM;MASC;SG;3
faveur	نوازش	faveur	نوازش	N;FEM;SG	N;NOM;MASC;SG;3
faveur	معافی	faveur	معافی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	مہربانی	faveur	مہربانی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	پسندیدگی	faveur	پسندیدگی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	مدد	faveur	مدد	N;FEM;SG	N;NOM;MASC;SG;3
faveur	نرمی	faveur	نرمی	N;FEM;SG	N;NOM;MASC;SG;3
faveur	طرفداری	faveur	طرفداری	N;FEM;SG	N;NOM;MASC;SG;3
faveur	رخصت	faveur	رخصت	N;FEM;SG	N;NOM;FEM;SG;3
faveur	پاسداری	faveur	پاسداری	N;FEM;SG	N;NOM;MASC;SG;3
faveur	خوشنودی	faveur	خوشنودی	N;FEM;SG	N;NOM;MASC;SG;3
juge	منصف	juge	منصف	N;MASC;SG	N;NOM;MASC;SG;3
complexe	مربوط	complexe	مربوط	ADJ;MASC;SG	ADJ
complexe	مربوط	complexe	مربوط	ADJ;MASC;SG	ADJ
complexe	پیچیدہ	complexe	پیچیدہ	ADJ;MASC;SG	ADJ
universitaire	پرتکلف.	universitaire	پرتکلف.	ADJ;MASC;SG	ADJ
universitaire	روایتی	universitaire	روایتی	ADJ;MASC;SG	ADJ
universitaire	نظریاتی	universitaire	نظریاتی	ADJ;MASC;SG	ADJ;NOM
contact	ربط	contact	ربط	N;MASC;SG	N;NOM;MASC;SG;3
concert	موافقت	concert	موافقت	N;MASC;SG	N;NOM;MASC;SG;3
hautes	شدید	haut	شدید	ADJ;FEM;PL	ADJ
hautes	خراب	haut	خراب	ADJ;FEM;PL	ADJ
hautes	اعلیٰ	haut	اعلیٰ	ADJ;FEM;PL	ADJ
hautes	شدید	haut	شدید	ADJ;FEM;PL	ADJ
hautes	خراب	haut	خراب	ADJ;FEM;PL	ADJ
hautes	اعلیٰ	haut	اعلیٰ	ADJ;FEM;PL	ADJ
massif	یکجا	massif	یکجا	N;MASC;SG	N;NOM;MASC;SG;3
massif	یکجا	massif	یکجا	N;MASC;SG	N;NOM;MASC;SG;3
vente	بکری	vente	بکری	N;FEM;SG	N;NOM;FEM;SG;3
vente	فروخت	vente	فروخت	N;FEM;SG	N;NOM;FEM;SG;3
vente	بکری	vente	بکری	N;FEM;SG	N;NOM;FEM;SG;3
culte	مسلک	culte	مسلک	N;MASC;SG	N;NOM;MASC;SG;3
matériel	کپڑا	matériel	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
matériel	مادّہ	matériel	مادّہ	N;MASC;SG	N;NOM;MASC;SG;3
matériel	کپڑا	matériel	کپڑا	N;MASC;SG	N;NOM;MASC;SG;3
matériel	مادّی	matériel	مادّی	N;MASC;SG	N;NOM;MASC;SG;3
matériel	مادّہ	matériel	مادّہ	N;MASC;SG	N;NOM;MASC;SG;3
avocat	وکیل	avocat	وکیل	N;MASC;SG	N;NOM;MASC;SG;3
bras	قابو	bras	قابو	N;MASC;SG	N;NOM;MASC;SG;3
visite	نگرانی	visite	نگرانی	N;FEM;SG	N;NOM;MASC;SG;3
atteindre	بڑھنا.	atteindre	بڑھنا.	V;NFIN	V;SG;NFIN;ACT
atteindre	پھیلانا	atteindre	پھیلانا	V;NFIN	V;MASC;SG;NFIN;ACT
atteindre	پہنچنا	atteindre	پہنچ	V;NFIN	V;MASC;SG;NFIN;ACT
atteindre	پانا	atteindre	پانا	V;NFIN	V;SG;NFIN;ACT
atteindre	پہنچ	atteindre	پہنچ	V;NFIN	V;ACT
atteindre	بڑھنا.	atteindre	بڑھنا.	V;NFIN	V;SG;NFIN;ACT
atteindre	پھیلانا	atteindre	پھیلانا	V;NFIN	V;MASC;SG;NFIN;ACT
volley	گیند	volley	گیند	N;MASC;SG	N;NOM;MASC;SG;3
conception	مشین	conception	مشین	N;FEM;SG	N;NOM;MASC;SG;3
conception	ترکیب	conception	ترکیب	N;FEM;SG	N;NOM;FEM;SG;3
conception	تصویر	conception	تصویر	N;FEM;SG	N;NOM;MASC;SG;3
conception	منصوبہ	conception	منصوبہ	N;FEM;SG	N;NOM;MASC;SG;3
conception	مشین	conception	مشین	N;FEM;SG	N;NOM;MASC;SG;3
conception	ترکیب	conception	ترکیب	N;FEM;SG	N;NOM;FEM;SG;3
conception	تصویر	conception	تصویر	N;FEM;SG	N;NOM;MASC;SG;3
conception	مقصد	conception	مقصد	N;FEM;SG	N;NOM;MASC;SG;3
scientifiques	منظم	scientifique	منظم	ADJ;MASC;PL	ADJ
scientifiques	سائنسی	scientifique	سائنسی	ADJ;MASC;PL	ADJ
construire	جوڑنا	construire	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
construire	بڑھانا	construire	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
construire	جوڑنا	construire	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
construire	بڑھانا	construire	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
construire	بنانا	construire	بنا	V;NFIN	V;MASC;SG;NFIN;ACT
huile	پیٹرولیم.	huile	پیٹرولیم.	N;FEM;SG	N;NOM;MASC;SG;3
huile	چکنائی	huile	چکنائی	N;FEM;SG	N;NOM;FEM;SG;3
huile	پیٹرولیم.	huile	پیٹرولیم.	N;FEM;SG	N;NOM;MASC;SG;3
huile	تیل	huile	تیل	N;FEM;SG	N;NOM;MASC;SG;3
huile	چکنائی	huile	چکنائی	N;FEM;SG	N;NOM;FEM;SG;3
convention	ریت	convention	ریت	N;FEM;SG	N;NOM;MASC;SG;3
dessin	مشین	dessin	مشین	N;MASC;SG	N;NOM;MASC;SG;3
dessin	ترکیب	dessin	ترکیب	N;MASC;SG	N;NOM;FEM;SG;3
dessin	تصویر	dessin	تصویر	N;MASC;SG	N;NOM;MASC;SG;3
dessin	منصوبہ	dessin	منصوبہ	N;MASC;SG	N;NOM;MASC;SG;3
dessin	مشین	dessin	مشین	N;MASC;SG	N;NOM;MASC;SG;3
dessin	ترکیب	dessin	ترکیب	N;MASC;SG	N;NOM;FEM;SG;3
dessin	تصویر	dessin	تصویر	N;MASC;SG	N;NOM;MASC;SG;3
dessin	مقصد	dessin	مقصد	N;MASC;SG	N;NOM;MASC;SG;3
pression	زور	pression	زور	N;FEM;SG	N;NOM;MASC;SG;3
maroc	مراقشی.	maroc	مراقشی.	N;MASC;SG	N;NOM;MASC;SG;3
faux	نامناسب	faux	نامناسب	ADJ;MASC;SG	ADJ
faux	خراب	faux	خراب	ADJ;MASC;SG	ADJ
faux	غلط	faux	غلط	ADJ;MASC;SG	ADJ
faux	نامناسب	faux	نامناسب	ADJ;MASC;SG	ADJ
faux	خراب	faux	خراب	ADJ;MASC;SG	ADJ
faux	غیرقانونی	faux	غیرقانونی	ADJ;MASC;SG	ADJ
faux	جعلی	faux	جعلی	ADJ;MASC;SG	ADJ
faux	ناجائز	faux	ناجائز	ADJ;MASC;SG	ADJ
faux	غلط	faux	غلط	ADJ;MASC;SG	ADJ
faux	غیرقانونی	faux	غیرقانونی	ADJ;MASC;SG	ADJ
faux	نقلی	faux	نقلی	ADJ;MASC;SG	ADJ
faux	جعلی	faux	جعلی	ADJ;MASC;SG	ADJ
faux	ناجائز	faux	ناجائز	ADJ;MASC;SG	ADJ
faux	نقلی	faux	نقلی	ADJ;MASC;SG	ADJ
faux	جعلی	faux	جعلی	ADJ;MASC;SG	ADJ
baie	گری	baie	گری	N;FEM;SG	N;NOM;MASC;SG;3
baie	خانہ	baie	خانہ	N;FEM;SG	N;NOM;MASC;SG;3
baie	ضلع	baie	ضلع	N;FEM;SG	N;NOM;MASC;SG;3
baie	خانہ	baie	خانہ	N;FEM;SG	N;NOM;MASC;SG;3
baie	ضلع	baie	ضلع	N;FEM;SG	N;NOM;MASC;SG;3
contraire	ناموافق	contraire	ناموافق	ADJ;MASC;SG	ADJ
vierge	یکسر	vierge	یکسر	ADJ;MASC;SG	ADJ
enfance	بچپن	enfance	بچپن	N;FEM;SG	N;NOM;MASC;SG;3
candidat	امیدوار	candidat	امیدوار	N;MASC;SG	N;NOM;MASC;SG;3
procès	مقدمہ	procès	مقدمہ	N;MASC;SG	N;NOM;MASC;SG;3
procès	آزمائش	procès	آزمائش	N;MASC;SG	N;NOM;MASC;SG;3
procès	جانچ	procès	جانچ	N;MASC;SG	N;NOM;MASC;SG;3
procès	مقدمہ	procès	مقدمہ	N;MASC;SG	N;NOM;MASC;SG;3
cercle	مدّت	cercle	مدّت	N;MASC;SG	N;NOM;MASC;SG;3
cercle	عرصہ	cercle	عرصہ	N;MASC;SG	N;NOM;MASC;SG;3
cercle	مدّت	cercle	مدّت	N;MASC;SG	N;NOM;MASC;SG;3
cercle	حلقہ	cercle	حلقہ	N;MASC;SG	N;NOM;MASC;SG;3
cercle	عرصہ	cercle	عرصہ	N;MASC;SG	N;NOM;MASC;SG;3
mention	ذکر	mention	ذکر	N;FEM;SG	N;NOM;MASC;SG;3
arrêt	بس	arrêt	بس	N;MASC;SG	N;NOM;MASC;SG;3
arrêt	بس	arrêt	بس	N;MASC;SG	N;NOM;MASC;SG;3
agence	توسط	agence	توسط	N;FEM;SG	N;NOM;MASC;SG;3
agence	وساطت	agence	وساطت	N;FEM;SG	N;NOM;MASC;SG;3
agence	واسطہ	agence	واسطہ	N;FEM;SG	N;NOM;MASC;SG;3
agence	ذریعہ	agence	ذریعہ	N;FEM;SG	N;NOM;MASC;SG;3
agence	توسط	agence	توسط	N;FEM;SG	N;NOM;MASC;SG;3
agence	وساطت	agence	وساطت	N;FEM;SG	N;NOM;MASC;SG;3
agence	واسطہ	agence	واسطہ	N;FEM;SG	N;NOM;MASC;SG;3
perd	ہارنا	perdre	ہار	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
mari	شوہر	mari	شوہر	N;MASC;SG	N;NOM;MASC;SG;3
mari	خاوند	mari	خاوند	N;MASC;SG	N;NOM;MASC;SG;3
élément	شے	élément	شے	N;MASC;SG	N;NOM;FEM;SG;3
élément	پانی	élément	پانی	N;MASC;SG	N;NOM;MASC;SG;3
élément	عنصر	élément	عنصر	N;MASC;SG	N;NOM;MASC;SG;3
élément	ٹکڑا	élément	ٹکڑا	N;MASC;SG	N;NOM;MASC;SG;3
représentation	شبیہہ	représentation	شبیہہ	N;FEM;SG	N;NOM;MASC;SG;3
représentation	نمائندگی	représentation	نمائندگی	N;FEM;SG	N;NOM;MASC;SG;3
renaissance	احیا	renaissance	احیا	N;FEM;SG	N;NOM;MASC;SG;3
hall	ڈیوڑھی	hall	ڈیوڑھی	N;MASC;SG	N;NOM;FEM;SG;3
attention	اہمیت	attention	اہمیت	N;FEM;SG	N;NOM;MASC;SG;3
attention	توجہ	attention	توجہ	N;FEM;SG	N;NOM;MASC;SG;3
attention	زور	attention	زور	N;FEM;SG	N;NOM;MASC;SG;3
attention	دھیان	attention	دھیان	N;FEM;SG	N;NOM;MASC;SG;3
fontaine	تیل	fontaine	تیل	N;FEM;SG	N;NOM;MASC;SG;3
fontaine	منبع	fontaine	منبع	N;FEM;SG	N;NOM;MASC;SG;3
fontaine	تیل	fontaine	تیل	N;FEM;SG	N;NOM;MASC;SG;3
printemps	لچک	printemps	لچک	N;MASC;SG	N;NOM;MASC;SG;3
printemps	لچک	printemps	لچک	N;MASC;SG	N;NOM;MASC;SG;3
printemps	چھلانگ	printemps	چھلانگ	N;MASC;SG	N;NOM;MASC;SG;3
élevé	اونچا	élevé	اونچا	ADJ;MASC;SG	ADJ;MASC;SG
élevé	شدید	élevé	شدید	ADJ;MASC;SG	ADJ
élevé	خراب	élevé	خراب	ADJ;MASC;SG	ADJ
élevé	اعلیٰ	élevé	اعلیٰ	ADJ;MASC;SG	ADJ
élevé	اونچا	élevé	اونچا	ADJ;MASC;SG	ADJ;MASC;SG
élevé	شدید	élevé	شدید	ADJ;MASC;SG	ADJ
élevé	خراب	élevé	خراب	ADJ;MASC;SG	ADJ
élevé	اعلیٰ	élevé	اعلیٰ	ADJ;MASC;SG	ADJ
dos	کمر	dos	کمر	N;MASC;SG	N;NOM;MASC;SG;3
enquête	معائنہ	enquête	معائنہ	N;FEM;SG	N;NOM;MASC;SG;3
enquête	تحقیق	enquête	تحقیق	N;FEM;SG	N;NOM;MASC;SG;3
anomalie	شے	anomalie	شے	N;FEM;SG	N;NOM;FEM;SG;3
majeur	اہم	majeur	اہم	ADJ;MASC;SG	ADJ
majeur	بڑا	majeur	بڑا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
beau	عمدہ	beau	عمدہ	ADJ;MASC;SG	ADJ
beau	اعلیٰ	beau	اعلیٰ	ADJ;MASC;SG	ADJ
beau	خوبصورت	beau	خوبصورت	ADJ;MASC;SG	ADJ
montage	تنصیب	montage	تنصیب	N;MASC;SG	N;NOM;MASC;SG;3
masculin	مردانہ	masculin	مردانہ	ADJ;MASC;SG	ADJ
branche	دریا	branche	دریا	N;FEM;SG	N;NOM;MASC;SG;3
batterie	ڈھول	batterie	ڈھول	N;FEM;SG	N;NOM;MASC;SG;3
pointe	شام	pointe	شام	N;FEM;SG	N;NOM;FEM;SG;3
pointe	بخشش	pointe	بخشش	N;FEM;SG	N;NOM;MASC;SG;3
pointe	شام	pointe	شام	N;FEM;SG	N;NOM;FEM;SG;3
démocratique	جمہوری	démocratique	جمہوری	ADJ;MASC;SG	ADJ
géographie	وسائل	géographie	وسائل	N;FEM;SG	N;NOM;MASC;SG;3
clair	قائل	clair	قائل	ADJ;MASC;SG	ADJ
clair	واضح	clair	واضح	ADJ;MASC;SG	ADJ
clair	علاحدہ	clair	علحدہ	ADJ;MASC;SG	ADJ
clair	مطمئن	clair	مطمئن	ADJ;MASC;SG	ADJ
clair	صاف	clair	صاف	ADJ;MASC;SG	ADJ
clair	قائل	clair	قائل	ADJ;MASC;SG	ADJ
clair	واضح	clair	واضح	ADJ;MASC;SG	ADJ
clair	علاحدہ	clair	علحدہ	ADJ;MASC;SG	ADJ
clair	مطمئن	clair	مطمئن	ADJ;MASC;SG	ADJ
test	امتحان	test	امتحان	N;MASC;SG	N;NOM;MASC;SG;3
test	آزمائش	test	آزمائش	N;MASC;SG	N;NOM;MASC;SG;3
test	امتحان	test	امتحان	N;MASC;SG	N;NOM;MASC;SG;3
venir	آنا	venir	آ	V;NFIN	V;MASC;SG;NFIN;ACT
venir	پہنچ	venir	پہنچ	V;NFIN	V;ACT
venir	پہنچ	venir	پہنچ	V;NFIN	V;ACT
laisser	بچنا.	laisser	بچنا.	V;NFIN	V;MASC;SG;ACT
laisser	سدھارنا	laisser	سدھار	V;NFIN	V;MASC;SG;NFIN;ACT
laisser	رخصت.	laisser	رخصت.	V;NFIN	V;SG;V.PTCP;ACT
laisser	چھوڑنا	laisser	چھوڑ	V;NFIN	V;NFIN
laisser	بچنا.	laisser	بچنا.	V;NFIN	V;MASC;SG;ACT
laisser	سدھارنا	laisser	سدھار	V;NFIN	V;MASC;SG;NFIN;ACT
laisser	رخصت.	laisser	رخصت.	V;NFIN	V;SG;V.PTCP;ACT
vivant	بولی	vivre	بول	V;PRS;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
vivant	چوکنا.	vivre	چوکنا.	V;PRS;V.PTCP	V;SG;FIN;ACT
ajouter	ملانا	ajouter	ملا	V;NFIN	V;MASC;SG;NFIN;ACT
ajouter	بڑھانا	ajouter	بڑھا	V;NFIN	V;MASC;SG;NFIN;ACT
ajouter	جوڑنا	ajouter	جوڑ	V;NFIN	V;MASC;SG;NFIN;ACT
ajouter	ملانا	ajouter	ملا	V;NFIN	V;MASC;SG;NFIN;ACT
féminine	زنانہ	féminin	زنانہ	ADJ;FEM;SG	ADJ
demander	پوچھنا	demander	پوچھ	V;NFIN	V;MASC;SG;NFIN;ACT
demander	مانگ	demander	مانگ	V;NFIN	V;ACT
généraux	رائج	général	رائج	ADJ;MASC;PL	ADJ
généraux	مقامی	général	مقامی	ADJ;MASC;PL	ADJ
généraux	اعلیٰ	général	اعلیٰ	ADJ;MASC;PL	ADJ
généraux	کافی	général	کافی	ADJ;MASC;PL	ADJ
généraux	غیرمتخصص	général	غیرمتخصص	ADJ;MASC;PL	ADJ
généraux	رائج	général	رائج	ADJ;MASC;PL	ADJ
généraux	عام	général	عام	ADJ;MASC;PL	ADJ
généraux	مقامی	général	مقامی	ADJ;MASC;PL	ADJ
généraux	اعلیٰ	général	اعلیٰ	ADJ;MASC;PL	ADJ
généraux	کافی	général	کافی	ADJ;MASC;PL	ADJ
généraux	غیرمتخصص	général	غیرمتخصص	ADJ;MASC;PL	ADJ
revanche	بدلہ	revanche	بدلہ	N;FEM;SG	N;NOM;MASC;SG;3
recueil	مجموعہ	recueil	مجموعہ	N;MASC;SG	N;NOM;MASC;SG;3
recueil	دفتر	recueil	دفتر	N;MASC;SG	N;NOM;MASC;SG;3
recueil	کتاب	recueil	کتاب	N;MASC;SG	N;NOM;MASC;SG;3
recueil	مجموعہ	recueil	مجموعہ	N;MASC;SG	N;NOM;MASC;SG;3
recueil	دفتر	recueil	دفتر	N;MASC;SG	N;NOM;MASC;SG;3
recueil	ترتیب	recueil	ترتیب	N;MASC;SG	N;NOM;FEM;SG;3
recueil	کتاب	recueil	کتاب	N;MASC;SG	N;NOM;MASC;SG;3
recueil	تالیف	recueil	تالیف	N;MASC;SG	N;NOM;MASC;SG;3
endroit	مرتبہ	endroit	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
endroit	منصب	endroit	منصب	N;MASC;SG	N;NOM;MASC;SG;3
endroit	احاطہ	endroit	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
endroit	نشست	endroit	نشست	N;MASC;SG	N;NOM;MASC;SG;3
endroit	شہر	endroit	شہر	N;MASC;SG	N;ACC;MASC;SG;3
endroit	مرتبہ	endroit	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
endroit	مقام	endroit	مقام	N;MASC;SG	N;NOM;MASC;SG;3
endroit	منصب	endroit	منصب	N;MASC;SG	N;NOM;MASC;SG;3
endroit	احاطہ	endroit	احاطہ	N;MASC;SG	N;NOM;MASC;SG;3
endroit	نشست	endroit	نشست	N;MASC;SG	N;NOM;MASC;SG;3
endroit	شہر	endroit	شہر	N;MASC;SG	N;ACC;MASC;SG;3
intervention	مداخلت.	intervention	مداخلت.	N;FEM;SG	N;NOM;MASC;SG;3
auparavant	آگے	auparavant	آگے	ADV	ADV;NOM;MASC;SG;3
bob	ابھار	bob	ابھار	N;MASC;SG	N;NOM;MASC;SG;3
totale	قطعی	total	قطعی	ADJ;FEM;SG	ADJ
certaine	یقینی	certain	یقینی	ADJ;FEM;SG	ADJ
vivre	بولی	vivre	بول	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
arme	ہتھیار	arme	ہتھیار	N;FEM;SG	N;NOM;MASC;SG;3
erreur	چوک	erreur	چوک	N;FEM;SG	N;NOM;MASC;SG;3
erreur	چوک	erreur	چوک	N;FEM;SG	N;NOM;MASC;SG;3
organisme	مقدار	organisme	مقدار	N;MASC;SG	N;NOM;MASC;SG;3
organisme	جسم	organisme	جسم	N;MASC;SG	N;NOM;MASC;SG;3
organisme	فرد	organisme	فرد	N;MASC;SG	N;NOM;MASC;SG;3
organisme	آدمی	organisme	آدمی	N;MASC;SG	N;NOM;MASC;SG;3
génération	نسل	génération	نسل	N;FEM;SG	N;NOM;MASC;SG;3
expédition	جستجو	expédition	جستجو	N;FEM;SG	N;NOM;MASC;SG;3
expédition	قتل	expédition	قتل	N;FEM;SG	N;NOM;MASC;SG;3
expédition	روانگی	expédition	روانگی	N;FEM;SG	N;NOM;FEM;SG;3
expédition	قتل	expédition	قتل	N;FEM;SG	N;NOM;MASC;SG;3
tribunal	بالادستی	tribunal	بالادستی	N;MASC;SG	N;NOM;MASC;SG;3
règle	وضع	règle	وضع	N;FEM;SG	N;NOM;MASC;SG;3
règle	حکومت	règle	حکومت	N;FEM;SG	N;NOM;FEM;SG;3
possibilité	اصلاح	possibilité	اصلاح	N;FEM;SG	N;NOM;MASC;SG;3
possibilité	امکان	possibilité	امکان	N;FEM;SG	N;NOM;MASC;SG;3
possibilité	احتمال	possibilité	احتمال	N;FEM;SG	N;NOM;MASC;SG;3
occupation	عملداری.	occupation	عملداریؤ	N;FEM;SG	N;NOM;MASC;SG;3
occupation	کاروبار	occupation	کاروبار	N;FEM;SG	N;NOM;MASC;SG;3
occupation	قبضہ	occupation	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
occupation	روزگار	occupation	روزگار	N;FEM;SG	N;NOM;MASC;SG;3
occupation	عملداری.	occupation	عملداریؤ	N;FEM;SG	N;NOM;MASC;SG;3
occupation	کاروبار	occupation	کاروبار	N;FEM;SG	N;NOM;MASC;SG;3
occupation	قبضہ	occupation	قبضہ	N;FEM;SG	N;NOM;MASC;SG;3
occupation	دخل	occupation	دخل	N;FEM;SG	N;NOM;MASC;SG;3
occupation	روزگار	occupation	روزگار	N;FEM;SG	N;NOM;MASC;SG;3
vent	موڑ	vent	موڑ	N;MASC;SG	N;NOM;MASC;SG;3
vent	سانس	vent	سانس	N;MASC;SG	N;NOM;MASC;SG;3
administrateur	منتظم	administrateur	منتظم	N;MASC;SG	N;NOM;MASC;SG;3
travailler	کوٹنا	travailler	کوٹنا	V;NFIN	V;SG;NFIN;ACT
travailler	پھڑکنا	travailler	پھڑک	V;NFIN	V;SG;NFIN;ACT
travailler	سنبھالنا	travailler	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
travailler	چلانا	travailler	چلا	V;NFIN	V;MASC;SG;NFIN;ACT
travailler	کوٹنا	travailler	کوٹنا	V;NFIN	V;SG;NFIN;ACT
travailler	پھڑکنا	travailler	پھڑک	V;NFIN	V;SG;NFIN;ACT
travailler	سنبھالنا	travailler	سنبھال	V;NFIN	V;MASC;SG;NFIN;ACT
travailler	چلانا	travailler	چلا	V;NFIN	V;MASC;SG;NFIN;ACT
travailler	کارکردگی.	travailler	کارکردگی.	V;NFIN	V;SG;FIN;ACT
volonté	وصیت	volonté	وصیت	N;FEM;SG	N;NOM;MASC;SG;3
volonté	ارادہ	volonté	ارادہ	N;FEM;SG	N;NOM;MASC;SG;3
volonté	عزم	volonté	عزم	N;FEM;SG	N;NOM;MASC;SG;3
race	وراثت	race	وراثت	N;FEM;SG	N;NOM;MASC;SG;3
race	نوع	race	نوع	N;FEM;SG	N;NOM;MASC;SG;3
race	نسل	race	نسل	N;FEM;SG	N;NOM;MASC;SG;3
race	قبیلہ	race	قبیلہ	N;FEM;SG	N;NOM;MASC;SG;3
race	مشین	race	مشین	N;FEM;SG	N;NOM;MASC;SG;3
race	گروہ	race	گروہ	N;FEM;SG	N;NOM;MASC;SG;3
race	قبیلہ	race	قبیلہ	N;FEM;SG	N;NOM;MASC;SG;3
race	مشین	race	مشین	N;FEM;SG	N;NOM;MASC;SG;3
race	گروہ	race	گروہ	N;FEM;SG	N;NOM;MASC;SG;3
race	خاندان	race	خاندان	N;FEM;SG	N;NOM;MASC;SG;3
sûr	معتبر	sûr	معتبر	ADJ;MASC;SG	ADJ
sûr	یقینی	sûr	یقینی	ADJ;MASC;SG	ADJ
sûr	یقینی	sûr	یقینی	ADJ;MASC;SG	ADJ
disponible	موجود	disponible	موجود	ADJ;MASC;SG	ADJ
totalement	کاملاً	totalement	کاملاً	ADV	ADV
échelle	زینہ	échelle	زینہ	N;FEM;SG	N;NOM;MASC;SG;3
échelle	ترازو	échelle	ترازو	N;FEM;SG	N;NOM;MASC;SG;3
machine	کل	machine	کل	N;FEM;SG	N;NOM;MASC;SG;3
machine	مشین	machine	مشین	N;FEM;SG	N;NOM;MASC;SG;3
législatives	قانونی	législatif	قانونی	ADJ;FEM;PL	ADJ
antique	قدیم	antique	قدیم	ADJ;MASC;SG	ADJ
antique	متروک	antique	متروک	ADJ;MASC;SG	ADJ
fil	رشتہ	fil	رشتہ	N;MASC;SG	N;NOM;MASC;SG;3
fil	رشتہ	fil	رشتہ	N;MASC;SG	N;NOM;MASC;SG;3
suivre	سمجھنا	suivre	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
accident	اتفاق	accident	اتفاق	N;MASC;SG	N;NOM;MASC;SG;3
accident	حادثہ	accident	حادثہ	N;MASC;SG	N;NOM;MASC;SG;3
cérémonie	تقریب	cérémonie	تقریب	N;FEM;SG	N;NOM;FEM;SG;3
discours	تقریر	discours	تقریر	N;MASC;SG	N;NOM;FEM;SG;3
échange	ہنر	échange	ہنر	N;MASC;SG	N;NOM;MASC;SG;3
étrangères	غیر	étranger	غیر	ADJ;FEM;PL	ADJ
étrangères	اوپری	étranger	اوپری	ADJ;FEM;PL	ADJ
étrangères	غیر	étranger	غیر	ADJ;FEM;PL	ADJ
étrangères	اوپری	étranger	اوپری	ADJ;FEM;PL	ADJ
étrangères	بیرونی	étranger	بیرونی	ADJ;FEM;PL	ADJ
nationales	قومی	national	قومی	ADJ;FEM;PL	ADJ
riche	متمول.	riche	متمول.	ADJ;MASC;SG	ADJ
riche	دولتمند	riche	دولتمند	ADJ;MASC;SG	ADJ
complète	روشن	complet	روشن	ADJ;FEM;SG	ADJ
complète	کافی	complet	کافی	ADJ;FEM;SG	ADJ
complète	لبریز	complet	لبریز	ADJ;FEM;SG	ADJ
complète	روشن	complet	روشن	ADJ;FEM;SG	ADJ
complète	کافی	complet	کافی	ADJ;FEM;SG	ADJ
complète	لبریز	complet	لبریز	ADJ;FEM;SG	ADJ
complète	پورا	complet	پورا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
complète	ماہر	complet	ماہر	ADJ;FEM;SG	ADJ
complète	پورا	complet	پورا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
complète	ماہر	complet	ماہر	ADJ;FEM;SG	ADJ
complète	تمام	complet	تمام	ADJ;FEM;SG	ADJ
langage	زبان	langage	زبان	N;MASC;SG	N;NOM;MASC;SG;3
langage	زبان	langage	زبان	N;MASC;SG	N;NOM;MASC;SG;3
