קטגוריה	categoria	קטגוריה	categoria	N;FEM;SG	N;FEM;SG
חלקים	ricambi	חלק	ricambio	N;MASC;PL	N;MASC;PL
חלקים	sezioni	חלק	sezione	N;MASC;PL	N;FEM;PL
חלקים	profilati	חלק	profilare	N;MASC;PL	N;MASC;PL
חלקים	pezzi	חלק	pezzo	N;MASC;PL	N;MASC;PL
חלקים	cocci	חלק	cocciare	N;MASC;PL	N;MASC;PL
חמש	cinque	חמש	cinque	NUM;FEM;SG	NUM
מילים	testi	מילה	testo	N;FEM;PL	N;MASC;PL
מילים	parole	מילה	parola	N;FEM;PL	N;FEM;PL
מילים	words	מילה	words	N;FEM;PL	N
סדרה	serie	סדרה	serie	N;FEM;SG	N;FEM
סדרה	sequenza	סדרה	sequenza	N;FEM;SG	N;FEM;SG
הופיעה	apparsa	הופיע	apparire	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הופיעה	apparve	הופיע	apparire	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיעה	apparso	הופיע	apparso	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שפה	linguaggio	שפה	linguaggio	N;FEM;SG	N;MASC;SG
שפה	lingua	שפה	lingua	N;FEM;SG	N;FEM;SG
אוויר	aria	אוויר	aria	N;MASC;SG	N;FEM;SG
אוויר	air	אוויר	air	N;MASC;SG	N;MASC
סיימה	finito	סיים	finire	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סיימה	terminata	סיים	terminare	V;FEM;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
סיימה	terminato	סיים	terminare	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
השיחה	conversazione	השיח	conversazione	N;FEM;SG	N;FEM;SG
לקרוא	leggere	קרא	leggere	V;NFIN;ACT	V;NFIN
לקרוא	leggete	קרא	leggere	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לקרוא	leggo	קרא	leggo	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
זכות	privilegio	זכות	privilegio	N;FEM;SG	N;MASC;SG
כבוד	dignità	כבוד	dignità	N;MASC;SG	N;FEM
חמישה	cinque	חמישה	cinque	NUM;MASC;SG	NUM
מיזם	project	מיזם	project	N;MASC;SG	N
מיזם	progetto	מיזם	progetto	N;MASC;SG	N;MASC;SG
מיזם	venture	מיזם	venture	N;MASC;SG	N;FEM
טיפול	terapia	טיפול	terapia	N;MASC;SG	N;FEM;SG
טיפול	trattamento	טיפול	trattamento	N;MASC;SG	N;MASC;SG
תנועה	motion	תנועה	motion	N;FEM;SG	N;MASC
תנועה	traffico	תנועה	traffico	N;FEM;SG	N;MASC;SG
תנועה	vocale	תנועה	vocale	N;FEM;SG	N;SG
תנועה	movimento	תנועה	movimento	N;FEM;SG	N;MASC;SG
ידע	conoscenza	ידע	conoscenza	N;MASC;SG	N;FEM;SG
יחיד	singolo	יחיד	singolo	ADJ;MASC;SG	ADJ;MASC;SG
יחיד	singola	יחיד	singolo	ADJ;MASC;SG	ADJ;FEM;SG
כוכב	stella	כוכב	stella	N;MASC;SG	N;FEM;SG
תחנת	stazione	תחנה	stazione	N;FEM;SG	N;FEM;SG
ראשית	prima	ראשית	prima	ADV	ADV
במהירות	velocemente	במהירות	velocemente	ADV	ADV
במהירות	rapidamente	במהירות	rapidamente	ADV	ADV
ביטוי	frase	ביטוי	frase	N;MASC;SG	N;FEM;SG
ביטוי	espressione	ביטוי	espressione	N;MASC;SG	N;FEM;SG
פרופסור	professoressa	פרופסור	professore	N;MASC;SG	N;FEM;SG
פרופסור	professore	פרופסור	professore	N;MASC;SG	N;MASC;SG
דעת	parere	דעה	parere	N;FEM;SG	N;MASC;SG
דעת	opinione	דעה	opinione	N;FEM;SG	N;FEM;SG
שחור	nera	שחור	nero	ADJ;MASC;SG	ADJ;FEM;SG
שחור	nero	שחור	nero	ADJ;MASC;SG	ADJ;MASC;SG
באמת	veramente	באמת	veramente	ADV	ADV
באמת	davvero	באמת	davvero	ADV	ADV
חודש	mese	חודש	mese	N;MASC;SG	N;MASC;SG
חוקי	legali	חוקי	legale	ADJ;MASC;PL	ADJ;PL
בתחילה	inizialmente	בתחילה	inizialmente	ADV	ADV
יוצא	uscente	יוצא	uscente	N;MASC;SG	N;SG
יוצרים	creatori	יוצר	creatore	N;MASC;PL	N;MASC;PL
להביא	portate	הביא	portare	V;NFIN;ACT	V;FEM;PL;PST;V.PTCP
שינויים	modifiche	שינוי	modifica	N;MASC;PL	N;FEM;PL
שינויים	cambiamenti	שינוי	cambiamento	N;MASC;PL	N;MASC;PL
שינויים	variazioni	שינוי	variazione	N;MASC;PL	N;FEM;PL
נתונים	dati	נתון	dato	N;MASC;PL	N;MASC;PL
מזון	cibo	מזון	cibo	N;MASC;SG	N;MASC;SG
בניין	edificio	בניין	edificio	N;MASC;SG	N;MASC;SG
עזרה	aiuto	עזרה	aiuto	N;FEM;SG	N;MASC;SG
פרקים	episodi	פרק	episodio	N;MASC;PL	N;MASC;PL
פרקים	capitoli	פרק	capitolo	N;MASC;PL	N;MASC;PL
השתתפה	partecipato	השתתף	partecipare	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
מקובל	accettabile	מקובל	accettabile	ADJ;MASC;SG	ADJ;SG
גורם	fattore	גורם	fattore	N;MASC;SG	N;MASC;SG
גורם	factor	גורם	factor	N;MASC;SG	N
עדכון	aggiornamento	עדכון	aggiornamento	N;MASC;SG	N;MASC;SG
מנסה	provando	ניסה	provare	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מקומות	luoghi	מקום	luogo	N;MASC;PL	N;MASC;PL
מקומות	posti	מקום	posto	N;MASC;PL	N;MASC;PL
מעולם	mai	מעולם	mai	ADV	ADV
הגנה	protezione	הגנה	protezione	N;FEM;SG	N;FEM;SG
הגנה	difesa	הגנה	difesa	N;FEM;SG	N;FEM;SG
הגנה	difesa	הגנה	difesa	N;FEM;SG	N;FEM;SG
קל	facile	קל	facile	ADJ;MASC;SG	ADJ;SG
גובה	altitudine	גובה	altitudine	N;MASC;SG	N;FEM;SG
גובה	elevazione	גובה	elevazione	N;MASC;SG	N;FEM;SG
גובה	altitudine	גובה	altitudine	N;MASC;SG	N;FEM;SG
גובה	altezza	גובה	altezza	N;MASC;SG	N;FEM;SG
תקשורת	comunicazione	תקשורת	comunicazione	N;FEM;SG	N;FEM;SG
תקשורת	media	תקשורת	media	N;FEM;SG	N;FEM;SG
משקל	peso	משקל	peso	N;MASC;SG	N;MASC;SG
לשמור	tieni	שמר	tenere	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לשמור	mantieni	שמר	mantenere	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לשמור	tenere	שמר	tenere	V;NFIN;ACT	V;NFIN
השפעה	impact	השפעה	impact	N;FEM;SG	N;MASC
השפעה	impatto	השפעה	impatto	N;FEM;SG	N;MASC;SG
השפעה	influsso	השפעה	influsso	N;FEM;SG	N;MASC;SG
השפעה	influenza	השפעה	influenza	N;FEM;SG	N;FEM;SG
השפעה	effetto	השפעה	effetto	N;FEM;SG	N;MASC;SG
יצירות	creazioni	יצירה	creazione	N;FEM;PL	N;FEM;PL
יצירות	opere	יצירה	opera	N;FEM;PL	N;FEM;PL
יצירות	works	יצירה	works	N;FEM;PL	N
יצירות	composizioni	יצירה	composizione	N;FEM;PL	N;FEM;PL
חטיבת	brigata	חטיבה	brigata	N;PSSD;FEM;SG	N;FEM;SG
טען	caricare	טען	caricare	V;MASC;SG;3;PST;ACT	V;NFIN
טען	reclamato	טען	reclamare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תחילה	prima	תחילה	prima	ADV	ADV
נבנה	costruita	נבנה	costruire	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבנה	costruito	נבנה	costruire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נבנה	costruito	נבנה	costruire	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נבנה	costruita	נבנה	costruire	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
מכון	istituto	מכון	istituto	N;MASC;SG	N;MASC;SG
נערך	modificato	נערך	modificare	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
כוכבים	pianeti	כוכב	pianeta	N;MASC;PL	N;MASC;PL
כוכבים	stelle	כוכב	stella	N;MASC;PL	N;FEM;PL
תוצאות	risultati	תוצאה	risultato	N;FEM;PL	N;MASC;PL
תחרות	concorso	תחרות	concorso	N;FEM;SG	N;MASC;SG
תחרות	concorrenza	תחרות	concorrenza	N;FEM;SG	N;FEM;SG
תחרות	competizione	תחרות	competizione	N;FEM;SG	N;FEM;SG
תחרות	concorso	תחרות	concorso	N;FEM;SG	N;MASC;SG
תחרות	contest	תחרות	contest	N;FEM;SG	N;MASC;SG
כותב	scrivere	כתב	scrivere	V;MASC;SG;V.PTCP;ACT	V;NFIN
צפיפות	densità	צפיפות	densità	N;FEM;SG	N;FEM
נובל	noble	נובל	nobla	N;MASC;SG	N;FEM;SG
נובל	nobel	נובל	nobel	N;MASC;SG	N;MASC;SG
רשמית	formalmente	רשמית	formalmente	ADV	ADV
רשמית	ufficialmente	רשמית	ufficialmente	ADV	ADV
חסר	mancante	חסר	mancante	ADJ;MASC;SG	ADJ;SG
בשביל	per	בשביל	per	ADP	ADP
רבנים	rabbini	רב	rabbino	N;MASC;PL	N;MASC;PL
ארוך	lungo	ארוך	lungo	ADJ;MASC;SG	ADJ;MASC;SG
ארוך	lunga	ארוך	lungo	ADJ;MASC;SG	ADJ;FEM;SG
עסק	business	עסק	business	N;MASC;SG	N;MASC
עונות	seasons	עונה	seasons	N;FEM;PL	N
עונות	stagioni	עונה	stagione	N;FEM;PL	N;FEM;PL
באר	barr	באר	barr	N;FEM;SG	N;MASC
באר	bar	באר	bar	N;FEM;SG	N;MASC
דת	religione	דת	religione	N;FEM;SG	N;FEM;SG
מראה	aspetto	מראה	aspetto	N;MASC;SG	N;MASC;SG
מראה	apparizione	מראה	apparizione	N;MASC;SG	N;FEM;SG
מראה	apparenza	מראה	apparenza	N;MASC;SG	N;FEM;SG
מראה	specchio	מראה	specchio	N;MASC;SG	N;MASC;SG
מראה	mirror	מראה	mirror	N;MASC;SG	N;MASC
ניצחון	vittoria	ניצחון	vittoria	N;MASC;SG	N;FEM;SG
ניצחון	triumph	ניצחון	triumph	N;MASC;SG	N
ניצחון	trionfo	ניצחון	trionfo	N;MASC;SG	N;MASC;SG
עריכה	edit	עריכה	edit	N;FEM;SG	N;MASC
עריכה	modifica	עריכה	modifica	N;FEM;SG	N;FEM;SG
עריכה	montaggio	עריכה	montaggio	N;FEM;SG	N;MASC;SG
משמעותי	significativo	משמעותי	significativo	ADJ;MASC;SG	ADJ;MASC;SG
משמעותי	significativa	משמעותי	significativo	ADJ;MASC;SG	ADJ;FEM;SG
משמעותי	significativo	משמעותי	significativo	ADJ;MASC;SG	ADJ;MASC;SG
משמעותי	significativa	משמעותי	significativo	ADJ;MASC;SG	ADJ;FEM;SG
עין	occhio	עין	occhio	N;FEM;SG	N;MASC;SG
עין	eye	עין	eye	N;FEM;SG	N
עין	ein	עין	ein	N;FEM;SG	N;MASC;SG
עשה	fatto	עשה	fare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
עשה	fatta	עשה	fare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
תחום	dominio	תחום	dominio	N;MASC;SG	N;MASC;SG
נוער	youth	נוער	youth	N;MASC;SG	N
נוער	giovinezza	נוער	giovinezza	N;MASC;SG	N;FEM;SG
נוער	gioventù	נוער	gioventù	N;MASC;SG	N;FEM
נוער	teen	נוער	tenere	N;MASC;SG	N;MASC
נוער	adolescente	נוער	adolescente	N;MASC;SG	N;SG
נוער	teenager	נוער	teenager	N;MASC;SG	N;FEM;SG
נוער	teenager	נוער	teenager	N;MASC;SG	N;FEM;SG
סגן	sottotenente	סגן	sottotenente	N;MASC;SG	N;SG
סגן	tenente	סגן	tenente	N;MASC;SG	N;MASC;SG
סגן	luogotenente	סגן	luogotenente	N;MASC;SG	N;SG
שלטון	shelton	שלטון	shelton	N;MASC;SG	N;MASC;SG
צעיר	giovane	צעיר	giovane	N;MASC;SG	N;SG
צעיר	young	צעיר	young	N;MASC;SG	N
רוח	spirito	רוח	spirito	N;FEM;SG	N;MASC;SG
רוח	spirit	רוח	spirit	N;FEM;SG	N;MASC
רוח	vento	רוח	vento	N;FEM;SG	N;MASC;SG
רוח	wind	רוח	wind	N;FEM;SG	N
לעולם	mai	לעולם	mai	ADV	ADV
הצבעה	voto	הצבעה	voto	N;FEM;SG	N;MASC;SG
הצבעה	votazione	הצבעה	votazione	N;FEM;SG	N;FEM;SG
הצבעה	voto	הצבעה	voto	N;FEM;SG	N;MASC;SG
הצבעה	votazione	הצבעה	votazione	N;FEM;SG	N;FEM;SG
גישה	accesso	גישה	accesso	N;FEM;SG	N;MASC;SG
גישה	atteggiamento	גישה	atteggiamento	N;FEM;SG	N;MASC;SG
גישה	avvicinamento	גישה	avvicinamento	N;FEM;SG	N;MASC;SG
גישה	approccio	גישה	approccio	N;FEM;SG	N;MASC;SG
מועדון	club	מועדון	club	N;MASC;SG	N;MASC
חוזה	contratto	חוזה	contratto	N;MASC;SG	N;MASC;SG
פרויקט	project	פרויקט	project	N;MASC;SG	N
פרויקט	progetto	פרויקט	progetto	N;MASC;SG	N;MASC;SG
מינים	specie	מין	specie	N;MASC;PL	N;FEM
צבע	colore	צבע	colore	N;MASC;SG	N;MASC;SG
צבע	vernice	צבע	vernice	N;MASC;SG	N;FEM;SG
צבע	colore	צבע	colore	N;MASC;SG	N;MASC;SG
תוצאה	conseguenza	תוצאה	conseguenza	N;FEM;SG	N;FEM;SG
תוצאה	risultato	תוצאה	risultato	N;FEM;SG	N;MASC;SG
נמוך	basso	נמוך	basso	ADJ;MASC;SG	ADJ;MASC;SG
נמוך	bassa	נמוך	basso	ADJ;MASC;SG	ADJ;FEM;SG
סיטי	città	סיטי	città	N;FEM;SG	N;FEM
תיאור	descrizione	תיאור	descrizione	N;MASC;SG	N;FEM;SG
כתבה	articolo	כתבה	articolo	N;FEM;SG	N;MASC;SG
דברי	talk	דבר	talk	N;PSSD;MASC;PL	N;MASC
דברי	chiacchiere	דבר	chiacchiere	N;PSSD;MASC;PL	N;FEM;PL
עובדים	operai	עובד	operaio	N;MASC;PL	N;MASC;PL
עובדים	lavoratori	עובד	lavoratore	N;MASC;PL	N;MASC;PL
עובדים	impiegati	עובד	impiegato	N;MASC;PL	N;MASC;PL
עובדים	dipendenti	עובד	dipendente	N;MASC;PL	N;PL
גמר	final	גמר	final	N;MASC;SG	N
רצח	omicidio	רצח	omicidio	N;MASC;SG	N;MASC;SG
רצח	omicidio	רצח	omicidio	N;MASC;SG	N;MASC;SG
רצח	delitto	רצח	delitto	N;MASC;SG	N;MASC;SG
רצח	assassinio	רצח	assassinio	N;MASC;SG	N;MASC;SG
מטוס	aeroplano	מטוס	aeroplano	N;MASC;SG	N;MASC;SG
מטוס	aeromobile	מטוס	aeromobile	N;MASC;SG	N;MASC;SG
מטוס	aeroplano	מטוס	aeroplano	N;MASC;SG	N;MASC;SG
מלחמות	guerre	מלחמה	guerra	N;FEM;PL	N;FEM;PL
לחץ	pressione	לחץ	pressione	N;MASC;SG	N;FEM;SG
לחץ	stress	לחץ	stress	N;MASC;SG	N;MASC
עיריית	municipalità	עירייה	municipalità	N;PSSD;FEM;SG	N;FEM
ניסה	provò	ניסה	provare	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ניסה	provato	ניסה	provare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ניסה	tentato	ניסה	tentare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוחלט	deciso	הוחלט	decidere	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוחלט	decise	הוחלט	decidere	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
שלב	fase	שלב	fase	N;MASC;SG	N;FEM;SG
שלב	step	שלב	step	N;MASC;SG	N;MASC
שלב	passo	שלב	passo	N;MASC;SG	N;MASC;SG
שלב	gradino	שלב	gradino	N;MASC;SG	N;MASC;SG
שלב	tappa	שלב	tappa	N;MASC;SG	N;FEM;SG
שלב	palcoscenico	שלב	palcoscenico	N;MASC;SG	N;MASC;SG
שלב	stage	שלב	stage	N;MASC;SG	N;MASC
המונח	term	המונח	term	N;MASC;SG	N
המונח	termine	המונח	termine	N;MASC;SG	N;MASC;SG
לבנות	costruisci	בנה	costruire	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
לבנות	costruire	בנה	costruire	V;NFIN;ACT	V;NFIN
צד	lato	צד	lato	N;MASC;SG	N;MASC;SG
צד	side	צד	sida	N;MASC;SG	N
הועבר	spostato	הועבר	spostare	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועבר	commosso	הועבר	commuovere	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועבר	mosso	הועבר	muovere	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועבר	trasferita	הועבר	trasferire	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הועבר	trasferito	הועבר	trasferire	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
עושה	facendo	עשה	fare	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
רשות	autorità	רשות	autorità	N;FEM;SG	N;FEM
רשות	autorizzazione	רשות	autorizzazione	N;FEM;SG	N;FEM;SG
שאלה	domanda	שאלה	domanda	N;FEM;SG	N;FEM;SG
שאלה	interrogazione	שאלה	interrogazione	N;FEM;SG	N;FEM;SG
מטוסים	aeroplani	מטוס	aeroplano	N;MASC;PL	N;MASC;PL
מטוסים	aerei	מטוס	aereo	N;MASC;PL	N;MASC;PL
מטוסים	aerei	מטוס	aereo	N;MASC;PL	N;MASC;PL
רכבת	ferrovia	רכבת	ferrovia	N;FEM;SG	N;FEM;SG
רכבת	treno	רכבת	treno	N;FEM;SG	N;MASC;SG
רכבת	ferrovia	רכבת	ferrovia	N;FEM;SG	N;FEM;SG
ישנה	antico	ישן	antico	ADJ;FEM;SG	ADJ;MASC;SG
ישנה	vecchio	ישן	vecchio	ADJ;FEM;SG	ADJ;MASC;SG
ישנה	vecchia	ישן	vecchio	ADJ;FEM;SG	ADJ;FEM;SG
פרסי	persiani	פרס	persiano	N;MASC;PL	N;MASC;PL
נהרגו	uccisi	נהרג	uccidere	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נהרגו	uccise	נהרג	uccidere	V;PL;3;PST;MID	V;PL;PST;V.PTCP
נהרגו	abbattuti	נהרג	abbattere	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
מפעל	fabbrica	מפעל	fabbrica	N;MASC;SG	N;FEM;SG
מפעל	stabilimento	מפעל	stabilimento	N;MASC;SG	N;MASC;SG
מפעל	factory	מפעל	factory	N;MASC;SG	N;MASC
הרכב	auto	הרכב	auto	N;MASC;SG	N;FEM
הרכב	macchina	הרכב	macchina	N;MASC;SG	N;FEM;SG
הרכב	automobile	הרכב	automobile	N;MASC;SG	N;FEM;SG
הרכב	veicolo	הרכב	veicolo	N;MASC;SG	N;MASC;SG
הוציא	rilasciato	הוציא	rilasciare	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הוציא	rilasciata	הוציא	rilasciare	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הוציא	emesso	הוציא	emettere	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
רשימה	lista	רשימה	lista	N;FEM;SG	N;FEM;SG
רשימה	elenco	רשימה	elenco	N;FEM;SG	N;MASC;SG
ספינות	navi	ספינות	nave	N;FEM;PL	N;FEM;PL
גשר	ponte	גשר	ponte	N;MASC;SG	N;MASC;SG
גשר	apparecchio	גשר	apparecchio	N;MASC;SG	N;MASC;SG
אחוז	percentuale	אחוז	percentuale	N;MASC;SG	N;FEM;SG
אחוז	percentuale	אחוז	percentuale	N;MASC;SG	N;FEM;SG
גרמנים	tedeschi	גרמני	tedesco	N;MASC;PL	N;MASC;PL
גרמנים	tedeschi	גרמני	tedesco	N;MASC;PL	N;MASC;PL
לחלק	distribuire	חילק	distribuire	V;NFIN;ACT	V;NFIN
לחלק	dividere	חילק	dividere	V;NFIN;ACT	V;NFIN
לחלק	divide	חילק	dividere	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
פרטים	dettagli	פרט	dettaglio	N;MASC;PL	N;MASC;PL
זיכרון	memoria	זיכרון	memoria	N;MASC;SG	N;FEM;SG
זיכרון	memory	זיכרון	memory	N;MASC;SG	N
מבלי	senza	מבלי	senza	ADP	ADP
מורשת	lascito	מורשת	lascito	N;FEM;SG	N;MASC;SG
מורשת	legacy	מורשת	legacy	N;FEM;SG	N
מורשת	eredità	מורשת	eredità	N;FEM;SG	N;FEM
מורשת	eredità	מורשת	eredità	N;FEM;SG	N;FEM
מורשת	heritage	מורשת	heritage	N;FEM;SG	N;MASC
סופרים	sceneggiatori	סופר	sceneggiatore	N;MASC;PL	N;MASC;PL
סופרים	scrittori	סופר	scrittore	N;MASC;PL	N;MASC;PL
סופרים	autori	סופר	autore	N;MASC;PL	N;MASC;PL
לציין	notando	ציין	notare	V;NFIN;ACT	V;V.MSDR
לציין	rilevando	ציין	rilevare	V;NFIN;ACT	V;V.MSDR
לציין	constatando	ציין	constatare	V;NFIN;ACT	V;V.MSDR
לציין	specificate	ציין	specificare	V;NFIN;ACT	V;PL;PST;FIN
לציין	specificare	ציין	specificare	V;NFIN;ACT	V;NFIN
לציין	precisare	ציין	precisare	V;NFIN;ACT	V;NFIN
להבין	capire	הבין	capire	V;NFIN;ACT	V;NFIN
להבין	comprendere	הבין	comprendere	V;NFIN;ACT	V;NFIN
אישה	donna	איש	donna	N;FEM;SG	N;FEM;SG
אישה	moglie	איש	moglie	N;FEM;SG	N;FEM;SG
מחשב	computer	מחשב	computer	N;MASC;SG	N;MASC
נקבע	determinata	נקבע	determinare	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
מציע	suggerire	הציע	suggerire	V;MASC;SG;V.PTCP;ACT	V;NFIN
מציע	suggerire	הציע	suggerire	V;MASC;SG;V.PTCP;ACT	V;NFIN
מציע	suggerendo	הציע	suggere	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מסלול	pista	מסלול	pista	N;MASC;SG	N;FEM;SG
מסלול	tracciato	מסלול	tracciato	N;MASC;SG	N;MASC;SG
מסלול	traccia	מסלול	traccia	N;MASC;SG	N;FEM;SG
מסלול	track	מסלול	track	N;MASC;SG	N
מסלול	corso	מסלול	corso	N;MASC;SG	N;MASC;SG
מסלול	rotta	מסלול	rotta	N;MASC;SG	N;FEM;SG
מסלול	orbita	מסלול	orbita	N;MASC;SG	N;FEM;SG
שפות	lingue	שפה	lingua	N;FEM;PL	N;FEM;PL
שידור	broadcast	שידור	broadcast	N;MASC;SG	N
שידור	trasmissione	שידור	trasmissione	N;MASC;SG	N;FEM;SG
שידור	trasmissione	שידור	trasmissione	N;MASC;SG	N;FEM;SG
שידור	radiodiffusione	שידור	radiodiffusione	N;MASC;SG	N;FEM;SG
שידור	broadcasting	שידור	broadcasting	N;MASC;SG	N;FEM
תקווה	hope	תקווה	hope	N;FEM;SG	N
תקווה	speranza	תקווה	speranza	N;FEM;SG	N;FEM;SG
אב	padre	אב	padre	N;MASC;SG	N;MASC;SG
גורמים	fattori	גורם	fattore	N;MASC;PL	N;MASC;PL
סימן	firma	סימן	firma	N;MASC;SG	N;FEM;SG
סימן	segno	סימן	segno	N;MASC;SG	N;MASC;SG
סגנון	stile	סגנון	stile	N;MASC;SG	N;MASC;SG
סגנון	style	סגנון	style	N;MASC;SG	N
סדרות	insiemi	סדרה	insiemo	N;FEM;PL	N;MASC;PL
יוצר	generare	יצר	generare	V;MASC;SG;V.PTCP;ACT	V;NFIN
יוצר	creare	יצר	creare	V;MASC;SG;V.PTCP;ACT	V;NFIN
יוצר	creando	יצר	creare	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
בנות	signore	בת	signore	N;FEM;PL	N;MASC;PL
בנות	signorine	בת	signorine	N;FEM;PL	N;FEM;PL
בנות	girls	בת	girls	N;FEM;PL	N;FEM
בנות	ragazze	בת	ragazza	N;FEM;PL	N;FEM;PL
נמצאו	trovati	נמצא	trovare	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
מהירות	velocità	מהירות	velocità	N;FEM;SG	N;FEM
מהירות	velocità	מהירות	velocità	N;FEM;SG	N;FEM
לאפשר	permetti	אפשר	permettere	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
לאפשר	consenti	אפשר	consentire	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
להפוך	diventano	הפך	diventare	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
להפוך	divenire	הפך	divenire	V;NFIN;ACT	V;NFIN
להפוך	diventa	הפך	diventare	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להפוך	diventare	הפך	diventare	V;NFIN;ACT	V;NFIN
מאמר	articolo	מאמר	articolo	N;MASC;SG	N;MASC;SG
לימוד	didattica	לימוד	didattico	N;MASC;SG	N;FEM;SG
לימוד	insegnamento	לימוד	insegnamento	N;MASC;SG	N;MASC;SG
לימוד	studio	לימוד	studio	N;MASC;SG	N;MASC;SG
לימוד	apprendimento	לימוד	apprendimento	N;MASC;SG	N;MASC;SG
קצין	agente	קצין	agente	N;MASC;SG	N;SG
מגלה	scoprendo	גילה	scoprire	V;MASC;SG;V.PTCP	V;V.MSDR
מגלה	scoprire	גילה	scoprire	V;MASC;SG;V.PTCP	V;NFIN
פוליטית	politicamente	פוליטי	politicamente	ADV	ADV
גידול	tumore	גידול	tumore	N;MASC;SG	N;MASC;SG
גידול	tumore	גידול	tumore	N;MASC;SG	N;MASC;SG
רכב	auto	רכב	auto	N;MASC;SG	N;FEM
רכב	macchina	רכב	macchina	N;MASC;SG	N;FEM;SG
רכב	automobile	רכב	automobile	N;MASC;SG	N;FEM;SG
רכב	automobile	רכב	automobile	N;MASC;SG	N;FEM;SG
רכב	veicolo	רכב	veicolo	N;MASC;SG	N;MASC;SG
משמעותית	significativamente	משמעותי	significativamente	ADV	ADV
קבלת	ricezione	קבלה	ricezione	N;FEM;SG	N;FEM;SG
קבלת	accettazione	קבלה	accettazione	N;FEM;SG	N;FEM;SG
קילומטרים	chilometri	קילומטר	chilometro	N;MASC;PL	N;MASC;PL
קילומטרים	miles	קילומטר	miles	N;MASC;PL	N
קילומטרים	miglia	קילומטר	miglio	N;MASC;PL	N;FEM;PL
קילומטרים	chilometri	קילומטר	chilometro	N;MASC;PL	N;MASC;PL
ראוי	appropriato	ראוי	appropriato	ADJ;MASC;SG	ADJ;MASC;SG
ראוי	adeguato	ראוי	adeguato	ADJ;MASC;SG	ADJ;MASC;SG
ראוי	appropriata	ראוי	appropriato	ADJ;MASC;SG	ADJ;FEM;SG
ראוי	degno	ראוי	degno	ADJ;MASC;SG	ADJ;MASC;SG
ראוי	meritevole	ראוי	meritevole	ADJ;MASC;SG	ADJ;SG
ראוי	degna	ראוי	degnare	ADJ;MASC;SG	ADJ;FEM;SG
התפתחות	sviluppo	התפתחות	sviluppo	N;FEM;SG	N;MASC;SG
ביצוע	performance	ביצוע	performance	N;MASC;SG	N;FEM
