まで	hasta	まで	hasta	ADP	ADP
サイズ	tamaños	サイズ	tamaño	N	N;MASC;PL
サイズ	tallas	サイズ	talla	N	N;FEM;PL
サイズ	dimensiones	サイズ	dimensión	N	N;FEM;PL
サイズ	size	サイズ	sizar	N	N
サイズ	talla	サイズ	talla	N	N;FEM;SG
サイズ	tamaño	サイズ	tamaño	N	N;MASC;SG
翻訳	traducir	翻訳	traducir	V	V;NFIN
翻訳	traduciendo	翻訳	traducir	V	V;V.MSDR
翻訳	traducir	翻訳	traducir	V	V;NFIN
翻訳	traduzca	翻訳	traducir	V	V;SBJV;SG;3;PRS;FIN
翻訳	traduce	翻訳	traducir	V	V;IND;SG;3;PRS;FIN
コード	code	コード	coder	N	N
コード	códigos	コード	código	N	N;MASC;PL
コード	codigo	コード	codigo	N	N;MASC;SG
コード	código	コード	código	N	N;MASC;SG
安全	seguro	安全	seguro	ADJ	ADJ;MASC;SG
安全	segura	安全	seguro	ADJ	ADJ;FEM;SG
番目	segundos	番目	segundo	N	N;MASC;PL
番目	terceros	番目	tercero	N	N;MASC;PL
被害	daños	被害	daño	N	N;MASC;PL
被害	daño	被害	daño	N	N;MASC;SG
商品	bienes	商品	bien	N	N;MASC;PL
商品	mercancías	商品	mercancía	N	N;FEM;PL
商品	productos	商品	producto	N	N;MASC;PL
商品	mercancía	商品	mercancía	N	N;FEM;SG
商品	mercancías	商品	mercancía	N	N;FEM;PL
商品	mercadería	商品	mercadería	N	N;FEM;SG
商品	mercancía	商品	mercancía	N	N;FEM;SG
商品	mercaderías	商品	mercadería	N	N;FEM;PL
詳細	detalles	詳細	detalle	N	N;MASC;PL
詳細	detalle	詳細	detalle	N	N;MASC;SG
備考	observaciones	備考	observación	N	N;FEM;PL
備考	apuntes	備考	apunte	N	N;MASC;PL
備考	notas	備考	nota	N	N;FEM;PL
備考	notes	備考	note	N	N
単位	unidades	単位	unidad	N	N;FEM;PL
単位	unit	単位	unit	N	N
単位	unidad	単位	unidad	N	N;FEM;SG
機械	máquina	機械	máquina	N	N;FEM;SG
機械	maquina	機械	maquina	N	N;FEM;SG
機械	maquinarias	機械	maquinaria	N	N;FEM;PL
機械	maquinaria	機械	maquinaria	N	N;FEM;SG
機械	máquinas	機械	máquina	N	N;FEM;PL
機械	maquinaria	機械	maquinaria	N	N;FEM;SG
機械	máquinas	機械	máquina	N	N;FEM;PL
機械	maquinas	機械	maquina	N	N;FEM;PL
マイ	mai	マイ	mai	N	N;MASC
地元	lugareños	地元	lugareño	N	N;MASC;PL
東北	tohoku	東北	tohoku	N	N;MASC;SG
出版社	editor	出版社	editor	N	N;MASC;SG
出版社	editorial	出版社	editorial	N	N;FEM;SG
これら	éstas	これら	este	PRO	PRO;FEM;PL
これら	estos	これら	este	PRO	PRO;MASC;PL
これら	estas	これら	este	PRO	PRO;FEM;PL
これら	éstos	これら	este	PRO	PRO;MASC;PL
革命	revolution	革命	revolution	N	N
革命	revolución	革命	revolución	N	N;FEM;SG
増加	aumentar	増加	aumentar	V	V;NFIN
増加	aumenta	増加	aumentar	V	V;IND;SG;3;PRS;FIN
増加	aumentan	増加	aumentar	V	V;IND;PL;3;PRS;FIN
増加	aumentar	増加	aumentar	V	V;NFIN
増加	incrementando	増加	incrementar	V	V;V.MSDR
増加	aumentando	増加	aumentar	V	V;V.MSDR
軌道	órbita	軌道	órbita	N	N;FEM;SG
軌道	orbita	軌道	orbitar	N	N;FEM;SG
農業	agricultura	農業	agricultura	N	N;FEM;SG
農業	agricultura	農業	agricultura	N	N;FEM;SG
農業	agricultura	農業	agricultura	N	N;FEM;SG
土曜	sábados	土曜	sábado	N	N;MASC;PL
理論	teoría	理論	teoría	N	N;FEM;SG
理論	teoria	理論	teoria	N	N;FEM;SG
理論	teorías	理論	teoría	N	N;FEM;PL
成長	crecer	成長	crecer	V	V;NFIN
成長	creciendo	成長	crecer	V	V;V.MSDR
海外	ultramar	海外	ultramar	N	N;MASC;SG
海外	extranjero	海外	extranjero	N	N;MASC;SG
生物	organismo	生物	organismo	N	N;MASC;SG
理解	entendiendo	理解	entender	V	V;V.MSDR
理解	comprender	理解	comprender	V	V;NFIN
理解	comprendiendo	理解	comprender	V	V;V.MSDR
戦士	guerrero	戦士	guerrero	N	N;MASC;SG
戦士	warriors	戦士	warriors	N	N;PL
戦士	guerreros	戦士	guerrero	N	N;MASC;PL
ジャンル	género	ジャンル	género	N	N;MASC;SG
ジャンル	genero	ジャンル	genero	N	N;MASC;SG
ジャンル	géneros	ジャンル	género	N	N;MASC;PL
実験	experimentos	実験	experimento	N	N;MASC;PL
実験	experimentación	実験	experimentación	N	N;FEM;SG
実験	experimento	実験	experimento	N	N;MASC;SG
出力	producción	出力	producción	N	N;FEM;SG
出力	salida	出力	salida	N	N;FEM;SG
師団	division	師団	division	N	N;FEM;SG
師団	división	師団	división	N	N;FEM;SG
主催	acogió	主催	acoger	V	V;IND;SG;3;PST;FIN
統一	unidad	統一	unidad	N	N;FEM;SG
統一	unificación	統一	unificación	N	N;FEM;SG
料理	cocinando	料理	cocinar	V	V;V.MSDR
料理	cocinar	料理	cocinar	V	V;NFIN
ブランド	marcas	ブランド	marca	N	N;FEM;PL
ブランド	brand	ブランド	brand	N	N
ブランド	marca	ブランド	marca	N	N;FEM;SG
首都	capitales	首都	capital	N	N;MASC;PL
首都	capital	首都	capital	N	N;FEM;SG
破壊	destruyan	破壊	destruir	V	V;IMP;PL;3;FIN
破壊	destruye	破壊	destruir	V	V;IND;SG;3;PRS;FIN
破壊	destruyen	破壊	destruir	V	V;IND;PL;3;PRS;FIN
破壊	destruir	破壊	destruir	V	V;NFIN
スタジアム	estadio	スタジアム	estadio	N	N;MASC;SG
スタジアム	stadium	スタジアム	stadium	N	N;MASC;SG
停止	pare	停止	parir	V	V;SBJV;SG;3;PRS;FIN
停止	detener	停止	detener	V	V;NFIN
停止	parar	停止	parar	V	V;NFIN
停止	detener	停止	detener	V	V;NFIN
土地	tierras	土地	tierra	N	N;FEM;PL
土地	terrenos	土地	terreno	N	N;MASC;PL
土地	land	土地	land	N	N
土地	terreno	土地	terreno	N	N;MASC;SG
土地	tierra	土地	tierra	N	N;FEM;SG
土地	tierras	土地	tierra	N	N;FEM;PL
解散	desestimó	解散	desestimar	V	V;IND;SG;3;PST;FIN
捜査	investigación	捜査	investigación	N	N;FEM;SG
捜査	investigacion	捜査	investigacion	N	N;FEM;SG
兄弟	hermano	兄弟	hermano	N	N;MASC;SG
兄弟	brother	兄弟	brother	N	N
兄弟	hermanos	兄弟	hermano	N	N;MASC;PL
兄弟	brothers	兄弟	brothers	N	N;MASC;PL
戦隊	sentai	戦隊	sentai	N	N
戦隊	escuadra	戦隊	escuadra	N	N;FEM;SG
戦隊	escuadrón	戦隊	escuadrón	N	N;MASC;SG
メジャー	comandante	メジャー	comandante	N	N;SG
メジャー	major	メジャー	major	N	N
イメージ	imagenes	イメージ	imagen	N	N;FEM;PL
イメージ	imágenes	イメージ	imagen	N	N;FEM;PL
イメージ	imagen	イメージ	imagen	N	N;FEM;SG
イメージ	imágen	イメージ	imágen	N	N;FEM;SG
軍事	ejército	軍事	ejército	N	N;MASC;SG
軍事	militares	軍事	militar	N	N;PL
創設	fundar	創設	fundar	V	V;NFIN
カラー	color	カラー	color	N	N;MASC;SG
カラー	colores	カラー	color	N	N;MASC;PL
カラー	colorantes	カラー	colorante	N	N;PL
カラー	color	カラー	color	N	N;MASC;SG
カラー	colores	カラー	color	N	N;MASC;PL
チャンネル	canales	チャンネル	canal	N	N;MASC;PL
チャンネル	canal	チャンネル	canal	N	N;MASC;SG
チャンネル	canales	チャンネル	canal	N	N;MASC;PL
チャンネル	channel	チャンネル	channel	N	N;SG
ドラフト	borrador	ドラフト	borrador	N	N;MASC;SG
ドラフト	draft	ドラフト	draft	N	N;MASC;SG
西部	west	西部	west	N	N;MASC;SG
西部	occidente	西部	occidente	N	N;MASC;SG
西部	oeste	西部	oeste	N	N;MASC;SG
セット	conjunto	セット	conjunto	N	N;MASC;SG
セット	set	セット	set	N	N;MASC;SG
セット	plató	セット	plató	N	N;MASC;SG
セット	conjuntos	セット	conjunto	N	N;MASC;PL
セット	sets	セット	set	N	N;MASC;PL
動物	animales	動物	animal	N	N;MASC;PL
動物	animales	動物	animal	N	N;MASC;PL
動物	animal	動物	animal	N	N;MASC;SG
住民	habitantes	住民	habitante	N	N;PL
住民	residente	住民	residente	N	N;SG
住民	residentes	住民	residente	N	N;PL
住民	residentes	住民	residente	N	N;PL
住民	habitantes	住民	habitante	N	N;PL
民族	etnias	民族	etnia	N	N;FEM;PL
民族	etnia	民族	etnia	N	N;FEM;SG
資本	capitales	資本	capital	N	N;MASC;PL
資本	capital	資本	capital	N	N;FEM;SG
テンプレート	plantillas	テンプレート	plantilla	N	N;FEM;PL
テンプレート	plantilla	テンプレート	plantilla	N	N;FEM;SG
あなた	te	あなた	tú	PRO	PRO;SG;2
あなた	tú	あなた	tú	PRO	PRO;NOM;SG;2
あなた	usted	あなた	tú	PRO	PRO;SG;2;FORM
あなた	vos	あなた	vo	PRO	PRO;SG;2
選択	seleccionando	選択	seleccionar	V	V;V.MSDR
選択	seleccionar	選択	seleccionar	V	V;NFIN
選択	elegir	選択	elegir	V	V;NFIN
選択	elija	選択	elegir	V	V;IND;SG;3;PRS;FIN
選択	escoja	選択	escoger	V	V;SBJV;SG;3;PRS;FIN
選択	elegir	選択	elegir	V	V;NFIN
選択	elige	選択	elegir	V	V;IND;SG;3;PRS;FIN
選択	seleccione	選択	seleccionar	V	V;IMP;SG;3;FIN
選択	seleccione	選択	seleccionar	V	V;IMP;SG;3;FIN
選択	seleccionar	選択	seleccionar	V	V;NFIN
選択	selecciona	選択	seleccionar	V	V;IND;SG;3;PRS;FIN
失敗	fracasar	失敗	fracasar	V	V;NFIN
失敗	fallar	失敗	fallar	V	V;NFIN
失敗	falló	失敗	fallar	V	V;IND;SG;3;PST;FIN
標準	norma	標準	norma	N	N;FEM;SG
ワン	one	ワン	one	N	N
購入	adquirir	購入	adquirir	V	V;NFIN
購入	comprar	購入	comprar	V	V;NFIN
購入	compre	購入	comprar	V	V;IMP;SG;3;FIN
購入	compro	購入	compro	V	V;IND;SG;2;PRS;FIN
購入	comprar	購入	comprar	V	V;NFIN
購入	comprando	購入	comprar	V	V;V.MSDR
購入	comprar	購入	comprar	V	V;NFIN
ライ	centeno	ライ	centeno	N	N;MASC;SG
ライ	rai	ライ	rai	N	N;FEM;SG
タレント	artista	タレント	artista	N	N;SG
タレント	animador	タレント	animador	N	N;MASC;SG
タレント	talentos	タレント	talento	N	N;MASC;PL
タレント	talento	タレント	talento	N	N;MASC;SG
タレント	talentos	タレント	talento	N	N;MASC;PL
タレント	talento	タレント	talento	N	N;MASC;SG
リア	lear	リア	lear	N	N;MASC;SG
リア	lia	リア	lia	N	N;SG
階級	rangos	階級	rango	N	N;MASC;PL
階級	filas	階級	fila	N	N;FEM;PL
階級	clase	階級	clase	N	N;FEM;SG
階級	class	階級	clas	N	N;FEM;SG
階級	clases	階級	clase	N	N;FEM;PL
レッド	rojo	レッド	rojo	N	N;MASC;SG
レッド	red	レッド	red	N	N;FEM;SG
市長	alcalde	市長	alcalde	N	N;MASC;SG
市長	intendente	市長	intendente	N	N;SG
市長	alcaldesa	市長	alcaldesa	N	N;FEM;SG
市長	alcaldía	市長	alcaldía	N	N;FEM;SG
コーチ	autocares	コーチ	autocar	N	N;MASC;PL
コーチ	entrenadores	コーチ	entrenador	N	N;MASC;PL
コーチ	entrenador	コーチ	entrenador	N	N;MASC;SG
コーチ	autocar	コーチ	autocar	N	N;MASC;SG
コーチ	coach	コーチ	coach	N	N;MASC;SG
コーチ	entrenadora	コーチ	entrenador	N	N;FEM;SG
建物	edificio	建物	edificio	N	N;MASC;SG
建物	edificación	建物	edificación	N	N;FEM;SG
建物	construcción	建物	construcción	N	N;FEM;SG
建物	edificaciones	建物	edificación	N	N;FEM;PL
建物	construcciones	建物	construcción	N	N;FEM;PL
建物	edificios	建物	edificio	N	N;MASC;PL
建物	inmuebles	建物	inmueble	N	N;MASC;PL
ジュニア	júnior	ジュニア	júnior	N	N;MASC;SG
ジュニア	junior	ジュニア	junior	N	N;SG
候補	candidata	候補	candidata	N	N;FEM;SG
候補	candidato	候補	candidato	N	N;MASC;SG
候補	candidatos	候補	candidato	N	N;MASC;PL
朝鮮	corea	朝鮮	corear	N	N;SG
朝鮮	korea	朝鮮	korea	N	N;FEM;SG
自動	auto	自動	auto	N	N;MASC;SG
自動	automatica	自動	automatico	N	N;FEM;SG
モード	modalidad	モード	modalidad	N	N;FEM;SG
モード	mode	モード	mode	N	N
モード	modo	モード	modo	N	N;MASC;SG
モード	modos	モード	modos	N	N;MASC;PL
皇帝	emperador	皇帝	emperador	N	N;MASC;SG
皇帝	emperadores	皇帝	emperador	N	N;MASC;PL
改革	reformar	改革	reformar	V	V;NFIN
集団	grupo	集団	grupo	N	N;MASC;SG
集団	group	集団	group	N	N
魔法	magic	魔法	magic	N	N
魔法	magia	魔法	magia	N	N;FEM;SG
修正	arreglar	修正	arreglar	V	V;NFIN
修正	fijar	修正	fijar	V	V;NFIN
継続	continuó	継続	continuar	V	V;IND;SG;3;PST;FIN
継続	continuar	継続	continuar	V	V;NFIN
継続	continuando	継続	continuar	V	V;V.MSDR
地下鉄	subsuelo	地下鉄	subsuelo	N	N;MASC;SG
地下鉄	underground	地下鉄	underground	N	N;MASC;SG
地下鉄	subte	地下鉄	subtir	N	N;MASC;SG
地下鉄	metro	地下鉄	metro	N	N;MASC;SG
地下鉄	metro	地下鉄	metro	N	N;MASC;SG
ブログ	blog	ブログ	blog	N	N;MASC;SG
ブログ	bitácora	ブログ	bitácora	N	N;FEM;SG
ブログ	blogs	ブログ	blogs	N	N;MASC;PL
部屋	sala	部屋	sala	N	N;FEM;SG
部屋	habitación	部屋	habitación	N	N;FEM;SG
部屋	habitación	部屋	habitación	N	N;FEM;SG
部屋	habitaciones	部屋	habitación	N	N;FEM;PL
部屋	cuartos	部屋	cuarto	N	N;MASC;PL
部屋	salas	部屋	sala	N	N;FEM;PL
既に	ya	既に	ya	ADV	ADV
トラック	pista	トラック	pista	N	N;FEM;SG
トラック	track	トラック	track	N	N;SG
トラック	atletismo	トラック	atletismo	N	N;MASC;SG
トラック	huellas	トラック	huella	N	N;FEM;PL
トラック	pistas	トラック	pista	N	N;FEM;PL
トラック	tracks	トラック	tracks	N	N;MASC;PL
トラック	camiones	トラック	camión	N	N;MASC;PL
トラック	camioneta	トラック	camioneta	N	N;FEM;SG
トラック	camión	トラック	camión	N	N;MASC;SG
トラック	camion	トラック	camion	N	N;MASC;SG
トラック	camiones	トラック	camión	N	N;MASC;PL
トラック	carretillas	トラック	carretilla	N	N;FEM;PL
美術館	museos	美術館	museo	N	N;MASC;PL
美術館	museo	美術館	museo	N	N;MASC;SG
美術館	museos	美術館	museo	N	N;MASC;PL
合計	sum	合計	sum	N	N
合計	suma	合計	suma	N	N;FEM;SG
合計	sumas	合計	suma	N	N;FEM;PL
合計	montos	合計	monto	N	N;MASC;PL
合計	importes	合計	importe	N	N;MASC;PL
エンディング	conclusión	エンディング	conclusión	N	N;FEM;SG
ユーザー	usuarios	ユーザー	usuario	N	N;MASC;PL
ユーザー	usuario	ユーザー	usuario	N	N;MASC;SG
ユーザー	usuarios	ユーザー	usuario	N	N;MASC;PL
父親	padres	父親	padre	N	N;MASC;PL
父親	padre	父親	padre	N	N;MASC;SG
バック	buck	バック	buck	N	N;MASC;SG
原因	causa	原因	causa	N	N;FEM;SG
植物	plantas	植物	planta	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
植物	plantas	植物	planta	N	N;FEM;PL
植物	planta	植物	planta	N	N;FEM;SG
ショー	espectáculo	ショー	espectáculo	N	N;MASC;SG
ショー	show	ショー	show	N	N;MASC;SG
ボーカル	vocales	ボーカル	vocal	N	N;PL
ボーカル	voces	ボーカル	voz	N	N;FEM;PL
ボーカル	vocales	ボーカル	vocal	N	N;PL
コミック	historietas	コミック	historieta	N	N;FEM;PL
コミック	comics	コミック	comics	N	N;MASC;PL
コミック	historieta	コミック	historieta	N	N;FEM;SG
コミック	cómics	コミック	cómics	N	N;MASC;PL
コミック	cómic	コミック	cómic	N	N;MASC;SG
コミック	comic	コミック	comic	N	N;MASC;SG
コミック	historieta	コミック	historieta	N	N;FEM;SG
コミック	cómic	コミック	cómic	N	N;MASC;SG
毎週	semanario	毎週	semanario	N	N;MASC;SG
エネルギー	energías	エネルギー	energía	N	N;FEM;PL
エネルギー	energías	エネルギー	energía	N	N;FEM;PL
エネルギー	energia	エネルギー	energia	N	N;FEM;SG
エネルギー	energía	エネルギー	energía	N	N;FEM;SG
ルール	normas	ルール	norma	N	N;FEM;PL
ルール	reglamento	ルール	reglamento	N	N;MASC;SG
ルール	reglas	ルール	regla	N	N;FEM;PL
ルール	regla	ルール	regla	N	N;FEM;SG
未来	futuro	未来	futuro	N	N;MASC;SG
未来	future	未来	future	N	N
未来	porvenir	未来	porvenir	N	N;MASC;SG
移行	emigrar	移行	emigrar	V	V;NFIN
移行	migrar	移行	migrar	V	V;NFIN
移行	migrar	移行	migrar	V	V;NFIN
ユース	juventud	ユース	juventud	N	N;FEM;SG
ユース	jovenes	ユース	joven	N	N;PL
ユース	jóvenes	ユース	joven	N	N;PL
週刊	semanario	週刊	semanario	N	N;MASC;SG
乗車	abordar	乗車	abordar	V	V;NFIN
乗車	abordando	乗車	abordar	V	V;V.MSDR
乗車	embarcar	乗車	embarcar	V	V;NFIN
まだ	todavía	まだ	todavía	ADV	ADV
まだ	aún	まだ	aún	ADV	ADV
ランキング	ranking	ランキング	ranking	N	N;MASC;SG
ランキング	clasificación	ランキング	clasificación	N	N;FEM;SG
ランキング	ranking	ランキング	ranking	N	N;MASC;SG
ランキング	rankings	ランキング	ranking	N	N;MASC;PL
ランキング	clasificaciones	ランキング	clasificación	N	N;FEM;PL
金曜	viernes	金曜	viernes	N	N
処理	procesando	処理	procesar	V	V;V.MSDR
年齢	edad	年齢	edad	N	N;FEM;SG
年齢	age	年齢	age	N	N
年齢	edades	年齢	edad	N	N;FEM;PL
年齢	edades	年齢	edad	N	N;FEM;PL
エリア	superficie	エリア	superficie	N	N;FEM;SG
エリア	zona	エリア	zona	N	N;FEM;SG
エリア	area	エリア	area	N	N;FEM;SG
エリア	área	エリア	área	N	N;FEM;SG
形態	morfología	形態	morfología	N	N;FEM;SG
形態	formas	形態	forma	N	N;FEM;PL
形態	formularios	形態	formulario	N	N;MASC;PL
シン	shin	シン	shin	N	N;SG
シン	pecado	シン	pecado	N	N;MASC;SG
作曲家	compositor	作曲家	compositor	N	N;MASC;SG
作曲家	compositora	作曲家	compositora	N	N;FEM;SG
精神	espíritu	精神	espíritu	N	N;MASC;SG
精神	spirit	精神	spirit	N	N
精神	espiritu	精神	espiritu	N	N;MASC;SG
日付	date	日付	date	V	V;IND;SG;2;PRS;FIN
スタート	empezar	スタート	empezar	V	V;NFIN
範囲	gamas	範囲	gama	N	N;FEM;PL
範囲	rangos	範囲	rango	N	N;MASC;PL
範囲	intervalos	範囲	intervalo	N	N;MASC;PL
範囲	alcance	範囲	alcance	N	N;MASC;SG
範囲	ámbito	範囲	ámbito	N	N;MASC;SG
範囲	alcances	範囲	alcanze	N	N;MASC;PL
範囲	alcance	範囲	alcance	N	N;MASC;SG
範囲	intervalo	範囲	intervalo	N	N;MASC;SG
範囲	gama	範囲	gama	N	N;FEM;SG
範囲	rango	範囲	rango	N	N;MASC;SG
範囲	cordillera	範囲	cordillera	N	N;FEM;SG
自治体	ayuntamientos	自治体	ayuntamiento	N	N;MASC;PL
自治体	municipios	自治体	municipio	N	N;MASC;PL
自治体	municipalidades	自治体	municipalidad	N	N;FEM;PL
宣伝	promocionar	宣伝	promocionar	V	V;NFIN
宣伝	promover	宣伝	promover	V	V;NFIN
宣伝	promueva	宣伝	promueva	V	V;SBJV;SG;3;FIN
宣伝	promociona	宣伝	promocionar	V	V;IND;SG;3;PRS;FIN
宣伝	promocionar	宣伝	promocionar	V	V;NFIN
宣伝	promociona	宣伝	promocionar	V	V;IND;SG;3;PRS;FIN
宣伝	impulsar	宣伝	impulsar	V	V;NFIN
哲学	filosofía	哲学	filosofía	N	N;FEM;SG
財団	fundación	財団	fundación	N	N;FEM;SG
財団	cimientos	財団	cimiento	N	N;MASC;PL
教師	maestra	教師	maestro	N	N;FEM;SG
教師	maestro	教師	maestro	N	N;MASC;SG
教師	docente	教師	docente	N	N;SG
教師	profesor	教師	profesor	N	N;MASC;SG
教師	profesora	教師	profesora	N	N;FEM;SG
教師	profesores	教師	profesor	N	N;MASC;PL
教師	docentes	教師	docente	N	N;PL
教師	maestras	教師	maestro	N	N;FEM;PL
教師	maestros	教師	maestro	N	N;MASC;PL
宗教	religion	宗教	religion	N	N;FEM;SG
宗教	religiones	宗教	religión	N	N;FEM;PL
宗教	religión	宗教	religión	N	N;FEM;SG
武器	armamento	武器	armamento	N	N;MASC;SG
武器	armas	武器	arma	N	N;FEM;PL
武器	arma	武器	arma	N	N;FEM;SG
住宅	vivienda	住宅	vivienda	N	N;FEM;SG
住宅	viviendas	住宅	vivienda	N	N;FEM;PL
住宅	carcasa	住宅	carcaso	N	N;FEM;SG
住宅	viviendas	住宅	vivienda	N	N;FEM;PL
住宅	hogares	住宅	hogar	N	N;MASC;PL
住宅	casas	住宅	casa	N	N;FEM;PL
保存	ahorrar	保存	ahorrar	V	V;NFIN
保存	guardar	保存	guardar	V	V;NFIN
保存	salvar	保存	salvar	V	V;NFIN
保存	ahorra	保存	ahorra	V	V;IND;SG;3;PRS;FIN
保存	ahorrar	保存	ahorrar	V	V;NFIN
保存	guardando	保存	guardar	V	V;V.MSDR
保存	ahorrando	保存	ahorrar	V	V;V.MSDR
機関	locomotoras	機関	locomotor	N	N;FEM;PL
機関	locomotora	機関	locomotora	N	N;FEM;SG
緊急	urgentes	緊急	urgente	ADJ	ADJ;PL
緊急	urgente	緊急	urgente	ADJ	ADJ;SG
地下	subsuelo	地下	subsuelo	N	N;MASC;SG
地下	underground	地下	underground	N	N;MASC;SG
地下	sótano	地下	sótano	N	N;MASC;SG
地下	subsuelo	地下	subsuelo	N	N;MASC;SG
地下	sotano	地下	sotano	N	N;MASC;SG
連隊	regimiento	連隊	regimiento	N	N;MASC;SG
連隊	regimientos	連隊	regimiento	N	N;MASC;PL
連隊	regimiento	連隊	regimiento	N	N;MASC;SG
ストーリー	historia	ストーリー	historia	N	N;FEM;SG
ストーリー	story	ストーリー	story	N	N
ストーリー	historias	ストーリー	historia	N	N;FEM;PL
ストーリー	relatos	ストーリー	relato	N	N;MASC;PL
ストーリー	cuentos	ストーリー	cuento	N	N;MASC;PL
ストーリー	narrativa	ストーリー	narrativa	N	N;FEM;SG
ストーリー	narración	ストーリー	narración	N	N;FEM;SG
太陽	sun	太陽	sun	N	N;SG
太陽	sol	太陽	sol	N	N;MASC;SG
保険	aseguradoras	保険	aseguradora	N	N;FEM;PL
保険	seguros	保険	seguro	N	N;MASC;PL
保険	aseguradora	保険	aseguradora	N	N;FEM;SG
制限	limite	制限	limitar	V	V;SBJV;SG;3;PRS;FIN
制限	limitar	制限	limitar	V	V;NFIN
キー	keys	キー	key	N	N
キー	teclas	キー	tecla	N	N;FEM;PL
キー	llaves	キー	llave	N	N;FEM;PL
キー	cayos	キー	cayo	N	N;MASC;PL
キー	claves	キー	clave	N	N;FEM;PL
キー	llaves	キー	llave	N	N;FEM;PL
キー	claves	キー	clave	N	N;FEM;PL
キー	clave	キー	clave	N	N;FEM;SG
キー	llave	キー	llave	N	N;FEM;SG
キー	tecla	キー	tecla	N	N;FEM;SG
責任	responsabilidad	責任	responsabilidad	N	N;FEM;SG
責任	responsabilidad	責任	responsabilidad	N	N;FEM;SG
児童	niño	児童	niño	N	N;MASC;SG
児童	niña	児童	niña	N	N;FEM;SG
ボール	bola	ボール	bola	N	N;FEM;SG
ボール	balón	ボール	balón	N	N;MASC;SG
ボール	pelota	ボール	pelota	N	N;FEM;SG
ボール	ball	ボール	ball	N	N;MASC;SG
ボール	cojones	ボール	cojón	N	N;MASC;PL
ボール	bolas	ボール	bola	N	N;FEM;PL
ボール	pelotas	ボール	pelota	N	N;FEM;PL
ボール	balones	ボール	balón	N	N;MASC;PL
急行	express	急行	express	N	N;MASC
電力	electricidad	電力	electricidad	N	N;FEM;SG
医学	medicina	医学	medicina	N	N;FEM;SG
医学	medicamento	医学	medicamento	N	N;MASC;SG
医学	medicinas	医学	medicina	N	N;FEM;PL
医学	medico	医学	medico	N	N;MASC;SG
医学	médicos	医学	médico	N	N;MASC;PL
医学	medicina	医学	medicina	N	N;FEM;SG
医学	médico	医学	médico	N	N;MASC;SG
サー	senor	サー	senor	N	N;MASC;SG
自己	auto	自己	auto	N	N;MASC;SG
自己	self	自己	self	N	N
シーン	escena	シーン	escena	N	N;FEM;SG
シーン	escenas	シーン	escena	N	N;FEM;PL
憲法	constitución	憲法	constitución	N	N;FEM;SG
支店	ramal	支店	ramal	N	N;MASC;SG
支店	rama	支店	rama	N	N;FEM;SG
支店	sucursal	支店	sucursal	N	N;FEM;SG
管理	administrador	管理	administrador	N	N;MASC;SG
管理	administración	管理	administración	N	N;FEM;SG
管理	administradores	管理	administrador	N	N;MASC;PL
管理	administrador	管理	administrador	N	N;MASC;SG
管理	administradores	管理	administrador	N	N;MASC;PL
略称	abreviatura	略称	abreviatura	N	N;FEM;SG
オープニング	abertura	オープニング	abertura	N	N;FEM;SG
オープニング	inauguración	オープニング	inauguración	N	N;FEM;SG
オープニング	apertura	オープニング	apertura	N	N;FEM;SG
タウン	pueblo	タウン	pueblo	N	N;MASC;SG
タウン	ciudad	タウン	ciudad	N	N;FEM;SG
カバー	portada	カバー	portada	N	N;FEM;SG
カバー	cover	カバー	cover	N	N
カバー	tapa	カバー	tapa	N	N;FEM;SG
コンピュータ	computadora	コンピュータ	computador	N	N;FEM;SG
コンピュータ	ordenador	コンピュータ	ordenador	N	N;MASC;SG
コンピュータ	informática	コンピュータ	informática	N	N;FEM;SG
コンピュータ	computadoras	コンピュータ	computador	N	N;FEM;PL
コンピュータ	ordenadores	コンピュータ	ordenador	N	N;MASC;PL
コンピュータ	informática	コンピュータ	informática	N	N;FEM;SG
コンピュータ	computadores	コンピュータ	computador	N	N;MASC;PL
コンピュータ	computadoras	コンピュータ	computador	N	N;FEM;PL
コンピュータ	ordenadores	コンピュータ	ordenador	N	N;MASC;PL
取引	comerciar	取引	comerciar	V	V;NFIN
長い	largos	長い	largo	ADJ	ADJ;MASC;PL
長い	largo	長い	largo	ADJ	ADJ;MASC;SG
長い	larga	長い	largo	ADJ	ADJ;FEM;SG
統計	estadística	統計	estadístico	N	N;FEM;SG
統計	estadísticas	統計	estadística	N	N;FEM;PL
統計	estadísticas	統計	estadística	N	N;FEM;PL
フォー	four	フォー	four	N	N
フォー	pho	フォー	pho	N	N;MASC;PL
強化	reforzar	強化	reforzar	V	V;NFIN
強化	fortalecer	強化	fortalecer	V	V;NFIN
強化	fortaleciendo	強化	fortalecer	V	V;V.MSDR
強化	reforzar	強化	reforzar	V	V;NFIN
強化	reforzando	強化	reforzar	V	V;V.MSDR
パン	cacerola	パン	cacerola	N	N;FEM;SG
パン	sartén	パン	sartén	N	N;FEM;SG
パン	pan	パン	pan	N	N;MASC;SG
パン	pan	パン	pan	N	N;MASC;SG
インターネット	internet	インターネット	internet	N	N;SG
和歌	wakayama	和歌	wakayama	N	N;MASC;SG
パーク	parques	パーク	parque	N	N;MASC;PL
パーク	parque	パーク	parque	N	N;MASC;SG
思想	pensador	思想	pensador	N	N;MASC;SG
