kas	кой	kas	кой	PRO;NOM	PRO;NOM;MASC;SG
attīstību	еволюция	attīstība	еволюция	N;ACC;FEM;SG	N;INDF;FEM;SG
attīstību	еволюцията	attīstība	еволюция	N;ACC;FEM;SG	N;DEF;FEM;SG
problēmas	проблеми	problēma	проблем	N;NOM;FEM;PL	N;INDF;MASC;PL
problēmas	проблемите	problēma	проблем	N;NOM;FEM;PL	N;DEF;MASC;PL
ātrumu	скорост	ātrums	скорост	N;ACC;MASC;SG	N;INDF;FEM;SG
ātrumu	бързина	ātrums	бързина	N;ACC;MASC;SG	N;INDF;FEM;SG
ātrumu	спийд	ātrums	спийд	N;ACC;MASC;SG	N;INDF;MASC;SG
krustojums	възел	krustojums	възел	N;NOM;MASC;SG	N;INDF;MASC;SG
krustojums	кръстовище	krustojums	кръстовище	N;NOM;MASC;SG	N;INDF;NEUT;SG
ātrums	скорост	ātrums	скорост	N;NOM;MASC;SG	N;INDF;FEM;SG
ātrums	бързина	ātrums	бързина	N;NOM;MASC;SG	N;INDF;FEM;SG
ātrums	спийд	ātrums	спийд	N;NOM;MASC;SG	N;INDF;MASC;SG
sasniegt	постигнете	sasniegt	постигна	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
sasniegt	постигне	sasniegt	постигна	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
čempioni	шампиони	čempionis	шампион	N;NOM;MASC;PL	N;INDF;MASC;PL
čempioni	шампионите	čempionis	шампион	N;NOM;MASC;PL	N;DEF;MASC;PL
ņemts	взет	ņemt	взет	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ņemts	взето	ņemt	взема	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
parīzē	парис	parīze	парис	N;ESS;FEM;SG	N;INDF;MASC;SG
sacīkstes	надбягвания	sacīkste	надбягване	N;NOM;FEM;PL	N;INDF;NEUT;PL
sacīkstes	състезания	sacīkste	състезание	N;NOM;FEM;PL	N;INDF;NEUT;PL
sacīkstes	раси	sacīkste	раса	N;NOM;FEM;PL	N;INDF;FEM;PL
sacīkstes	надбягвания	sacīkste	надбягване	N;NOM;FEM;PL	N;INDF;NEUT;PL
sacīkstes	състезания	sacīkste	състезание	N;NOM;FEM;PL	N;INDF;NEUT;PL
arhitekts	архитект	arhitekts	архитект	N;NOM;MASC;SG	N;INDF;MASC;SG
autoceļš	магистрала	autoceļš	магистрала	N;NOM;MASC;SG	N;INDF;FEM;SG
autoceļš	пътят	autoceļš	път	N;NOM;MASC;SG	N;DEF;MASC;SG
autoceļš	път	autoceļš	път	N;NOM;MASC;SG	N;INDF;MASC;SG
autoceļš	road	autoceļš	road	N;NOM;MASC;SG	N;INDF;MASC;SG
autoceļš	пътя	autoceļš	път	N;NOM;MASC;SG	N;DEF;MASC;SG
stacijā	станция	stacija	станция	N;ESS;FEM;SG	N;INDF;FEM;SG
stacijā	station	stacija	station	N;ESS;FEM;SG	N;INDF;MASC;SG
stacijā	гара	stacija	гара	N;ESS;FEM;SG	N;INDF;FEM;SG
jēzus	исус	jēzs	исус	N;NOM;MASC;SG	N;INDF;MASC;SG
nodaļas	разделения	nodaļa	разделение	N;NOM;FEM;PL	N;INDF;NEUT;PL
nodaļas	участъци	nodaļa	участък	N;NOM;FEM;PL	N;INDF;MASC;PL
nodaļas	дивизии	nodaļa	дивизия	N;NOM;FEM;PL	N;INDF;FEM;PL
nodaļas	глави	nodaļa	глава	N;NOM;FEM;PL	N;INDF;FEM;PL
nodaļas	секции	nodaļa	секция	N;NOM;FEM;PL	N;INDF;FEM;PL
nodaļas	участъци	nodaļa	участък	N;NOM;FEM;PL	N;INDF;MASC;PL
maršruts	маршрут	maršruts	маршрут	N;NOM;MASC;SG	N;INDF;MASC;SG
maršruts	път	maršruts	път	N;NOM;MASC;SG	N;INDF;MASC;SG
maršruts	трасе	maršruts	трасе	N;NOM;MASC;SG	N;INDF;NEUT;SG
maršruts	маршрут	maršruts	маршрут	N;NOM;MASC;SG	N;INDF;MASC;SG
janvāra	януари	janvāris	януари	N;GEN;MASC;SG	N;INDF;MASC;SG
ģimene	семейство	ģimene	семейство	N;NOM;FEM;SG	N;INDF;NEUT;SG
ģimene	семейството	ģimene	семейство	N;NOM;FEM;SG	N;DEF;NEUT;SG
karte	карта	karte	карта	N;NOM;FEM;SG	N;INDF;FEM;SG
karte	картата	karte	карта	N;NOM;FEM;SG	N;DEF;FEM;SG
ūdeni	вода	ūdens	вода	N;ACC;MASC;SG	N;INDF;FEM;SG
ūdeni	водата	ūdens	вода	N;ACC;MASC;SG	N;DEF;FEM;SG
katrs	всеки	katrs	всеки	PRO;NOM;MASC;SG	PRO;NOM;MASC;SG
piedalīties	участват	piedalīties	участвам	V;POS;REFL;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
ārsts	лекар	ārsts	лекар	N;NOM;MASC;SG	N;INDF;MASC;SG
ārsts	лекар	ārsts	лекар	N;NOM;MASC;SG	N;INDF;MASC;SG
ārsts	докторе	ārsts	доктор	N;NOM;MASC;SG	N;INDF;MASC;SG
lietot	използвайте	lietot	използвам	V;POS;NFIN	V;IPFV;IMP;PL;2;FIN
aizņem	заемат	aizņemt	заема-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
līča	залив	līcis	залив	N;NOM;MASC;SG	N;INDF;MASC;SG
nosaukumi	наименования	nosaukums	наименование	N;NOM;MASC;PL	N;INDF;NEUT;PL
nosaukumi	имената	nosaukums	име	N;NOM;MASC;PL	N;DEF;NEUT;PL
nosaukumi	имена	nosaukums	име	N;NOM;MASC;PL	N;INDF;NEUT;PL
uzreiz	мигновено	uzreiz	мигновено	ADV	ADV
uzreiz	моментално	uzreiz	моментално	ADV	ADV
tēva	баща	tēvs	баща	N;GEN;MASC;SG	N;INDF;MASC;SG
tēva	татко	tēvs	татко	N;GEN;MASC;SG	N;INDF;MASC;SG
ziemā	зима	ziema	зима	N;ESS;FEM;SG	N;INDF;FEM;SG
ziemā	зимата	ziema	зима	N;ESS;FEM;SG	N;DEF;FEM;SG
dažkārt	понякога	dažkārt	някога	ADV	ADV
starta	титуляр	starts	титуляр	N;GEN;MASC;SG	N;INDF;MASC;SG
starta	стартов	starts	стартов	N;GEN;MASC;SG	N;INDF;MASC;SG
rekords	рекорд	rekords	рекорд	N;NOM;MASC;SG	N;INDF;MASC;SG
rekords	запис	rekords	запис	N;NOM;MASC;SG	N;INDF;MASC;SG
vēja	вятърна	vējš	вятърна	N;GEN;MASC;SG	N;INDF;FEM;SG
vēja	вятър	vējš	вятър	N;GEN;MASC;SG	N;INDF;MASC;SG
vēja	вятъра	vējš	вятър	N;GEN;MASC;SG	N;DEF;MASC;SG
sievietes	жени	sieviete	жена	N;NOM;FEM;PL	N;INDF;FEM;PL
sievietes	жените	sieviete	жена	N;NOM;FEM;PL	N;DEF;FEM;PL
tīkla	мрежа	tīkls	мрежа	N;GEN;MASC;SG	N;INDF;FEM;SG
tīkla	мрежата	tīkls	мрежа	N;GEN;MASC;SG	N;DEF;FEM;SG
krāsa	цвят	krāsa	цвят	N;NOM;FEM;SG	N;INDF;MASC;SG
krāsa	цвят	krāsa	цвят	N;NOM;FEM;SG	N;INDF;MASC;SG
novembra	ноември	novembris	ноември	N;GEN;MASC;SG	N;INDF;MASC;SG
skolotāju	учителка	skolotājs	учителка	N;ACC;FEM;SG	N;INDF;FEM;SG
skolotāju	учител	skolotājs	учител	N;ACC;FEM;SG	N;INDF;MASC;SG
attēla	имидж	attēls	имидж	N;GEN;MASC;SG	N;INDF;MASC;SG
attēla	картинка	attēls	картинка	N;GEN;MASC;SG	N;INDF;FEM;SG
attēla	образ	attēls	образ	N;GEN;MASC;SG	N;INDF;MASC;SG
attēla	изображение	attēls	изображение	N;GEN;MASC;SG	N;INDF;NEUT;SG
mantojuma	наследството	mantojums	наследство	N;GEN;MASC;SG	N;DEF;NEUT;SG
mantojuma	наследство	mantojums	наследство	N;GEN;MASC;SG	N;INDF;NEUT;SG
mantojuma	наследство	mantojums	наследство	N;GEN;MASC;SG	N;INDF;NEUT;SG
zvaigzne	звезда	zvaigzne	звезда	N;NOM;FEM;SG	N;INDF;FEM;SG
iespēja	шанс	iespēja	шанс	N;NOM;FEM;SG	N;INDF;MASC;SG
iespēja	ченс	iespēja	ченс	N;NOM;FEM;SG	N;INDF;MASC;SG
iespēja	възможност	iespēja	възможност	N;NOM;FEM;SG	N;INDF;FEM;SG
iespēja	опция	iespēja	опция	N;NOM;FEM;SG	N;INDF;FEM;SG
iespēja	вариант	iespēja	вариант	N;NOM;FEM;SG	N;INDF;MASC;SG
iespēja	възможност	iespēja	възможност	N;NOM;FEM;SG	N;INDF;FEM;SG
spēlētāji	играчи	spēlētājs	играч	N;NOM;MASC;PL	N;INDF;MASC;PL
tiesas	съдилищата	tiesa	съдилище	N;NOM;FEM;PL	N;DEF;NEUT;PL
tiesas	съдилища	tiesa	съдилище	N;NOM;FEM;PL	N;INDF;NEUT;PL
mātes	майки	māte	майка	N;NOM;FEM;PL	N;INDF;FEM;PL
mātes	майките	māte	майка	N;NOM;FEM;PL	N;DEF;FEM;PL
rudenī	есента	rudens	есен	N;ESS;MASC;SG	N;DEF;FEM;SG
rudenī	есен	rudens	есен	N;ESS;MASC;SG	N;INDF;FEM;SG
mēnešus	месеци	mēnesis	месец	N;ACC;MASC;PL	N;INDF;MASC;PL
mēnešus	месеците	mēnesis	месец	N;ACC;MASC;PL	N;DEF;MASC;PL
piecas	пет	piecas	пет	NUM;NOM;FEM;PL	NUM;INDF;PL
mira	умрял	mirt	умра	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
mira	умряла	mirt	умра	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
vēsturiski	историческо	vēsturiski	исторически	ADV	ADV
vēsturiski	историческо	vēsturiski	исторически	ADV	ADV
gleznotājs	художничка	gleznotājs	художничка	N;NOM;MASC;SG	N;INDF;FEM;SG
gleznotājs	художник	gleznotājs	художник	N;NOM;MASC;SG	N;INDF;MASC;SG
karaspēku	войска	karaspēks	войска	N;ACC;MASC;SG	N;INDF;FEM;SG
tirgus	пазар	tirgus	пазар	N;NOM;MASC;SG	N;INDF;MASC;SG
puse	парти	puse	парта	N;NOM;FEM;SG	N;INDF;NEUT;SG
puse	купон	puse	купон	N;NOM;FEM;SG	N;INDF;MASC;SG
puse	партия	puse	партия	N;NOM;FEM;SG	N;INDF;FEM;SG
norāda	указва	norādīt	указвам	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mācītājs	жрец	mācītājs	жрец	N;NOM;MASC;SG	N;INDF;MASC;SG
mācītājs	свещеник	mācītājs	свещеник	N;NOM;MASC;SG	N;INDF;MASC;SG
mācītājs	свещенник	mācītājs	свещенник	N;NOM;MASC;SG	N;INDF;MASC;SG
mācītājs	пасторе	mācītājs	пастор	N;NOM;MASC;SG	N;INDF;MASC;SG
mācītājs	пастор	mācītājs	пастор	N;NOM;MASC;SG	N;INDF;MASC;SG
mācītājs	пасторът	mācītājs	пастор	N;NOM;MASC;SG	N;DEF;MASC;SG
slimības	болести	slimība	болест	N;NOM;FEM;PL	N;INDF;FEM;PL
slimības	заболявания	slimība	заболяване	N;NOM;FEM;PL	N;INDF;NEUT;PL
slimības	болестите	slimība	болест	N;NOM;FEM;PL	N;DEF;FEM;PL
slimības	болести	slimība	болест	N;NOM;FEM;PL	N;INDF;FEM;PL
slimības	болести	slimība	болест	N;NOM;FEM;PL	N;INDF;FEM;PL
slimības	заболявания	slimība	заболяване	N;NOM;FEM;PL	N;INDF;NEUT;PL
cilts	племето	cilts	племе	N;NOM;FEM;SG	N;DEF;NEUT;SG
cilts	племе	cilts	племе	N;NOM;FEM;SG	N;INDF;NEUT;SG
likums	закон	likums	закон	N;NOM;MASC;SG	N;INDF;MASC;SG
spēlēt	играе	spēlēt	играя	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
spēlēt	играй	spēlēt	играй	V;POS;NFIN	V;IPFV;IMP;SG;2;FIN
spēlēt	свири	spēlēt	свиря	V;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
vīriešiem	мъжете	vīrietis	мъж	N;DAT;MASC;PL	N;DEF;MASC;PL
vīriešiem	мъже	vīrietis	мъж	N;DAT;MASC;PL	N;INDF;MASC;PL
kājas	крака	kāja	крак	N;NOM;FEM;PL	N;INDF;MASC;PL
kājas	краката	kāja	крак	N;NOM;FEM;PL	N;DEF;MASC;PL
kājas	крачета	kāja	краче	N;NOM;FEM;PL	N;INDF;NEUT;PL
kājas	крака	kāja	крак	N;NOM;FEM;PL	N;INDF;MASC;PL
kājas	краката	kāja	крак	N;NOM;FEM;PL	N;DEF;MASC;PL
kājas	крачета	kāja	краче	N;NOM;FEM;PL	N;INDF;NEUT;PL
centrālās	централни	centrāla	централен	ADJ;NOM;FEM;PL	ADJ;INDF;PL
kategorijā	категория	kategorija	категория	N;ESS;FEM;SG	N;INDF;FEM;SG
bibliotēka	библиотеката	bibliotēka	библиотека	N;NOM;FEM;SG	N;DEF;FEM;SG
bibliotēka	библиотека	bibliotēka	библиотека	N;NOM;FEM;SG	N;INDF;FEM;SG
vajadzībām	нужди	vajadzība	нужда	N;DAT;FEM;PL	N;INDF;FEM;PL
astes	опашки	aste	опашка	N;NOM;FEM;PL	N;INDF;FEM;PL
divīzija	участък	divīzija	участък	N;NOM;FEM;SG	N;INDF;MASC;SG
divīzija	разделение	divīzija	разделение	N;NOM;FEM;SG	N;INDF;NEUT;SG
divīzija	дивизия	divīzija	дивизия	N;NOM;FEM;SG	N;INDF;FEM;SG
divīzija	деление	divīzija	деление	N;NOM;FEM;SG	N;INDF;NEUT;SG
izmērs	големина	izmērs	големина	N;NOM;MASC;SG	N;INDF;FEM;SG
izmērs	размер	izmērs	размер	N;NOM;MASC;SG	N;INDF;MASC;SG
iepriekšējais	предишна	iepriekšējs	предишен	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
iepriekšējais	предишен	iepriekšējs	предишен	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
tornis	кула	tornis	кула	N;NOM;MASC;SG	N;INDF;FEM;SG
tornis	tower	tornis	tower	N;NOM;MASC;SG	N;INDF;MASC;SG
tornis	кулата	tornis	кула	N;NOM;MASC;SG	N;DEF;FEM;SG
tornis	тауър	tornis	тауър	N;NOM;MASC;SG	N;INDF;MASC;SG
ilgums	времетраене	ilgums	времетраене	N;NOM;MASC;SG	N;INDF;NEUT;SG
ilgums	продължителност	ilgums	продължителност	N;NOM;MASC;SG	N;INDF;FEM;SG
programma	програмата	programma	програма	N;NOM;FEM;SG	N;DEF;FEM;SG
programma	програма	programma	програма	N;NOM;FEM;SG	N;INDF;FEM;SG
programma	програма	programma	програма	N;NOM;FEM;SG	N;INDF;FEM;SG
institūts	институт	institūts	институт	N;NOM;MASC;SG	N;INDF;MASC;SG
institūts	института	institūts	институт	N;NOM;MASC;SG	N;DEF;MASC;SG
komitejas	комисии	komiteja	комисия	N;NOM;FEM;PL	N;INDF;FEM;PL
komitejas	комитети	komiteja	комитет	N;NOM;FEM;PL	N;INDF;MASC;PL
process	процес	process	процес	N;NOM;MASC;SG	N;INDF;MASC;SG
nomira	умрял	nomirt	умра	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
nomira	умряла	nomirt	умра	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
grūti	трудно	grūti	трудно	ADV	ADV
grūti	силно	grūti	силно	ADV	ADV
grūti	здраво	grūti	здраво	ADV	ADV
grūti	твърдо	grūti	твърдо	ADV	ADV
grūti	трудно	grūti	трудно	ADV	ADV
naftas	нефт	nafta	нефт	N;NOM;FEM;SG	N;INDF;MASC;SG
naftas	петрол	nafta	петрол	N;NOM;FEM;SG	N;INDF;MASC;SG
vidējais	среден	vidējs	среден	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
vidējais	средната	vidējs	среден	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
veidot	създайте	veidot	създам	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
veidot	построи	veidot	построя-(се)	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
saimniecības	стопанства	saimniecība	стопанство	N;NOM;FEM;PL	N;INDF;NEUT;PL
saimniecības	ферми	saimniecība	ферма	N;NOM;FEM;PL	N;INDF;FEM;PL
saimniecības	стопанства	saimniecība	стопанство	N;NOM;FEM;PL	N;INDF;NEUT;PL
muzeja	музей	muzejs	музей	N;GEN;MASC;SG	N;INDF;MASC;SG
kļūstot	ставайки	kļūt	ставам	V;V.CVB	V;IPFV;IMP;SG;2;FIN
kuģi	корабите	kuģis	кораб	N;NOM;MASC;PL	N;DEF;MASC;PL
kuģi	кораби	kuģis	кораб	N;NOM;MASC;PL	N;INDF;MASC;PL
kuģi	съдове	kuģis	съд	N;NOM;MASC;PL	N;INDF;MASC;PL
kuģi	кораби	kuģis	кораб	N;NOM;MASC;PL	N;INDF;MASC;PL
hercogs	херцог	hercogs	херцог	N;NOM;MASC;SG	N;INDF;MASC;SG
hercogs	дук	hercogs	дук	N;NOM;MASC;SG	N;INDF;MASC;SG
objekti	предмети	objekts	предмет	N;NOM;MASC;PL	N;INDF;MASC;PL
objekti	обектите	objekts	обект	N;NOM;MASC;PL	N;DEF;MASC;PL
objekti	обекти	objekts	обект	N;NOM;MASC;PL	N;INDF;MASC;PL
posms	фаза	posms	фаза	N;NOM;MASC;SG	N;INDF;FEM;SG
posms	етап	posms	етап	N;NOM;MASC;SG	N;INDF;MASC;SG
posms	стъпало	posms	стъпало	N;NOM;MASC;SG	N;INDF;NEUT;SG
posms	стъпка	posms	стъпка	N;NOM;MASC;SG	N;INDF;FEM;SG
posms	крачка	posms	крачка	N;NOM;MASC;SG	N;INDF;FEM;SG
posms	стадий	posms	стадий	N;NOM;MASC;SG	N;INDF;MASC;SG
posms	сцена	posms	сцена	N;NOM;MASC;SG	N;INDF;FEM;SG
posms	етап	posms	етап	N;NOM;MASC;SG	N;INDF;MASC;SG
posms	сцената	posms	сцена	N;NOM;MASC;SG	N;DEF;FEM;SG
stipri	силно	stipri	силно	ADV	ADV
komisijas	комисии	komisija	комисия	N;NOM;FEM;PL	N;INDF;FEM;PL
statuss	статус	statuss	статус	N;NOM;MASC;SG	N;INDF;MASC;SG
statuss	състояние	statuss	състояние	N;NOM;MASC;SG	N;INDF;NEUT;SG
statuss	положение	statuss	положение	N;NOM;MASC;SG	N;INDF;NEUT;SG
statuss	статут	statuss	статут	N;NOM;MASC;SG	N;INDF;MASC;SG
regulāri	редовно	regulāri	редовно	ADV	ADV
regulāri	редовно	regulāri	редовно	ADV	ADV
klase	клас	klase	клас	N;NOM;FEM;SG	N;INDF;MASC;SG
klase	класа	klase	клас	N;NOM;FEM;SG	N;DEF;MASC;SG
administratīvi	административно	administratīvi	административен	ADV	ADV
starts	начало	starts	начало	N;NOM;MASC;SG	N;INDF;NEUT;SG
starts	старт	starts	старт	N;NOM;MASC;SG	N;INDF;MASC;SG
starts	стартиране	starts	стартиране	N;NOM;MASC;SG	N;INDF;NEUT;SG
plānots	насрочено	plānot	насроча	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
plānots	планирано	plānot	планирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
plānots	програмиран	plānot	програмирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
plānots	програмирана	plānot	програмирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
plānots	планирана	plānot	планирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
plānots	планирано	plānot	планирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
plānots	планиран	plānot	планирам	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
iekļautas	включени	iekļaut	включа-(се)	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
savieno	свържете	savienot	свържа	V;IMP;2;POS;FIN;ACT	V;PFV;IMP;PL;2;FIN
politiskā	политическа	politiska	политически	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
cīņu	борба	cīņa	борба	N;ACC;FEM;SG	N;INDF;FEM;SG
cīņu	битка	cīņa	битка	N;ACC;FEM;SG	N;INDF;FEM;SG
cīņu	бой	cīņa	бой	N;ACC;FEM;SG	N;INDF;MASC;SG
dažreiz	понякога	dažreiz	някога	ADV	ADV
metāla	metal	metāls	metal	N;GEN;MASC;SG	N;INDF;MASC;SG
metāla	метъл	metāls	метъл	N;GEN;MASC;SG	N;INDF;MASC;SG
metāla	метал	metāls	метал	N;GEN;MASC;SG	N;INDF;MASC;SG
bataljona	батальона	bataljons	батальон	N;GEN;MASC;SG	N;DEF;MASC;SG
bataljona	батальон	bataljons	батальон	N;GEN;MASC;SG	N;INDF;MASC;SG
windows	windows	windows	windows	N	N;INDF;MASC;SG
windows	прозорци	windows	прозорец	N	N;INDF;MASC;PL
windows	прозорците	windows	прозорец	N	N;DEF;MASC;PL
putniem	птички	putns	птичка	N;DAT;MASC;PL	N;INDF;FEM;PL
putniem	птиците	putns	птица	N;DAT;MASC;PL	N;DEF;MASC;PL
putniem	птици	putns	птица	N;DAT;MASC;PL	N;INDF;MASC;PL
krustojumā	кръстовището	krustojums	кръстовище	N;ESS;MASC;SG	N;DEF;NEUT;SG
krustojumā	пресичане	krustojums	пресичане	N;ESS;MASC;SG	N;INDF;NEUT;SG
krustojumā	кръстовище	krustojums	кръстовище	N;ESS;MASC;SG	N;INDF;NEUT;SG
krustojumā	пресечка	krustojums	пресечка	N;ESS;MASC;SG	N;INDF;FEM;SG
meita	дъще	meita	дъще	N;NOM;FEM;SG	N;INDF;FEM;SG
meita	дъщеря	meita	дъщеря	N;NOM;FEM;SG	N;INDF;FEM;SG
inženieris	инжинер	inženieris	инжинер	N;NOM;MASC;SG	N;INDF;MASC;SG
inženieris	инженер	inženieris	инженер	N;NOM;MASC;SG	N;INDF;MASC;SG
šūnas	килии	šūna	килия	N;NOM;FEM;PL	N;INDF;FEM;PL
šūnas	клетките	šūna	клетка	N;NOM;FEM;PL	N;DEF;FEM;PL
šūnas	клетки	šūna	клетък	N;NOM;FEM;PL	N;INDF;FEM;PL
ekspedīcijas	експедиции	ekspedīcija	експедиция	N;NOM;FEM;PL	N;INDF;FEM;PL
stundas	часове	stunda	час	N;NOM;FEM;PL	N;INDF;MASC;PL
klimats	климатът	klimats	климат	N;NOM;MASC;SG	N;DEF;MASC;SG
klimats	климат	klimats	климат	N;NOM;MASC;SG	N;INDF;MASC;SG
pusi	половината	puse	половина	N;ACC;FEM;SG	N;DEF;FEM;SG
atsevišķi	индивидуално	atsevišķi	индивидуално	ADV	ADV
atsevišķi	отделно	atsevišķi	отделно	ADV	ADV
atsevišķi	поединично	atsevišķi	поединичен	ADV	ADV
atsevišķi	поотделно	atsevišķi	поотделно	ADV	ADV
atsevišķi	отделно	atsevišķi	отделно	ADV	ADV
atrast	открийте	atrast	открия-(се)	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
atrast	намерете	atrast	намеря-(се)	V;POS;NFIN	V;PFV;IMP;PL;2;FIN
atrast	намери	atrast	намеря-(се)	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
atrast	намеря	atrast	намеря-(се)	V;POS;NFIN	V;PFV;IND;SG;1;PRS;FIN;ACT
galva	главата	galva	глава	N;NOM;FEM;SG	N;DEF;FEM;SG
galva	глава	galva	глава	N;NOM;FEM;SG	N;INDF;FEM;SG
lidojuma	полет	lidojums	полет	N;GEN;MASC;SG	N;INDF;MASC;SG
mazā	мила	maza	мил	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
mazā	скъпа	maza	скъп	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
galerija	галерия	galerija	галерия	N;NOM;FEM;SG	N;INDF;FEM;SG
beidzas	приключва	beigties	приключвам	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beidzas	свършва	beigties	свършвам-(се)	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beidzas	завършва	beigties	завършвам	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
beidzas	изтича	beigties	изтичам	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
ziņas	новини	ziņa	новина	N;NOM;FEM;PL	N;INDF;FEM;PL
ziņas	новините	ziņa	новина	N;NOM;FEM;PL	N;DEF;FEM;PL
reliģija	религията	reliģija	религия	N;NOM;FEM;SG	N;DEF;FEM;SG
reliģija	религия	reliģija	религия	N;NOM;FEM;SG	N;INDF;FEM;SG
ietver	включват	ietvert	включвам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
ietver	включват	ietvert	включвам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
ietver	включва	ietvert	включвам-(се)	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
operācijas	операции	operācija	операция	N;NOM;FEM;PL	N;INDF;FEM;PL
telpas	помещения	telpa	помещение	N;NOM;FEM;PL	N;INDF;NEUT;PL
telpas	помещения	telpa	помещение	N;NOM;FEM;PL	N;INDF;NEUT;PL
telpas	пространства	telpa	пространство	N;NOM;FEM;PL	N;INDF;NEUT;PL
telpas	стаите	telpa	стая	N;NOM;FEM;PL	N;DEF;FEM;PL
telpas	стаи	telpa	стая	N;NOM;FEM;PL	N;INDF;FEM;PL
lieli	големи	liels	голям	ADJ;NOM;MASC;PL	ADJ;INDF;PL
lieli	големи	liels	голям	ADJ;NOM;MASC;PL	ADJ;INDF;PL
veidi	начини	veids	начин	N;NOM;MASC;PL	N;INDF;MASC;PL
veidi	типове	veids	тип	N;NOM;MASC;PL	N;INDF;MASC;PL
veidi	видове	veids	вид	N;NOM;MASC;PL	N;INDF;MASC;PL
loma	роля	loma	роля	N;NOM;FEM;SG	N;INDF;FEM;SG
laukums	зона	laukums	зона	N;NOM;MASC;SG	N;INDF;FEM;SG
laukums	площ	laukums	площ	N;NOM;MASC;SG	N;INDF;FEM;SG
laukums	област	laukums	област	N;NOM;MASC;SG	N;INDF;FEM;SG
laukums	район	laukums	район	N;NOM;MASC;SG	N;INDF;MASC;SG
pārstāvis	представител	pārstāvis	представител	N;NOM;MASC;SG	N;INDF;MASC;SG
kopējo	обща	kopēja	общ	ADJ;ACC;MASC;SG	ADJ;INDF;FEM;SG
kopējo	общ	kopēja	общ	ADJ;ACC;MASC;SG	ADJ;INDF;MASC;SG
joslas	групи	josla	група	N;NOM;FEM;PL	N;INDF;FEM;PL
