ensino	nastava	ensino	nastava	N	N;NOM;FEM;SG
actuais	trenutni	actual	trenutan	ADJ	ADJ;NOM;DEF;MASC;SG
actuais	trenutna	actual	trenutan	ADJ	ADJ;NOM;DEF;FEM;SG
construíu	izgradio	construír	izgraditi	V	V;MASC;SG;PST;V.PTCP;ACT
contrasinal	lozinku	contrasinal	lozink	N	N;ACC;FEM;SG
contrasinal	lozinka	contrasinal	lozink	N	N;NOM;FEM;SG
dispositivos	uređaje	dispositivo	uređaj	N	N;ACC;MASC;PL
dispositivos	uređaji	dispositivo	uređaj	N	N;NOM;MASC;PL
particularmente	osobito	particular	osobito	ADV	ADV
entrevistas	intervjue	entrevista	intervju	N	N;ACC;MASC;PL
entrevistas	intervjua	entrevista	intervju	N	N;ACC;MASC;SG
lendo	čitam	lendo	čitati	V	V;IND;SG;1;PRS;FIN
lendo	čita	lendo	čitati	V	V;IND;SG;3;PRS;FIN
verdades	istine	verdade	istina	N	N;NOM;FEM;PL
manifestación	demonstracija	manifestación	demonstracija	N	N;NOM;FEM;SG
manifestación	demonstracije	manifestación	demonstracija	N	N;NOM;FEM;PL
ética	etike	ética	etika	N	N;NOM;FEM;PL
ética	etika	ética	etika	N	N;NOM;FEM;SG
ética	etiku	ética	etika	N	N;ACC;FEM;SG
opresión	ugnjetavanja	opresión	ugnjetavanje	N	N;NOM;NEUT;SG
argumento	argument	argumento	argument	N	N;NOM;MASC;SG
argumento	argumenti	argumento	argument	N	N;NOM;MASC;PL
asilo	kući	asilo	kuća	N	N;DAT;FEM;SG
asilo	dom	asilo	dom	N	N;NOM;MASC;SG
autor	autor	autor	autor	N	N;NOM;MASC;SG
ducha	tuširanje	ducha	tuširanje	N	N;NOM;NEUT;SG
ducha	tuš	ducha	tuš	N	N;NOM;MASC;SG
amabilidade	ljubaznost	amabilidade	ljubaznost	N	N;NOM;FEM;SG
amabilidade	dobrote	amabilidade	dobrota	N	N;NOM;FEM;PL
amabilidade	dobrotom	amabilidade	dobrota	N	N;INS;MASC;SG
amabilidade	dobrota	amabilidade	dobrota	N	N;NOM;FEM;SG
propiedades	nekretnine	propiedade	nekretnina	N	N;NOM;FEM;PL
propiedades	vlasništvo	propiedade	vlasništvo	N	N;NOM;NEUT;SG
propiedades	imovina	propiedade	imovina	N	N;NOM;FEM;SG
propiedades	svojstva	propiedade	svojstvo	N	N;NOM;NEUT;PL
gañadores	pobjednici	gañador	pobjednik	N	N;NOM;MASC;PL
gañadores	dobitnici	gañador	dobitnik	N	N;NOM;MASC;PL
use	koristi	use	koristiti	V	V;IND;SG;3;PRS;FIN
use	iskoristi	use	iskoristiti	V	V;IND;SG;3;PRS;FIN
use	upotrijebi	use	upotrijebiti	V	V;IND;SG;3;PRS;FIN
aparecer	pokaži	aparecer	pokaža	V	V;IMP;SG;2;FIN
aparecer	prikaži	aparecer	prikaž	V	V;IMP;SG;3;PRS;FIN
buracos	rupe	buraco	rupa	N	N;NOM;FEM;PL
buracos	rupice	buraco	rupica	N	N;NOM;FEM;PL
ensaio	suđenje	ensaio	suđenje	N	N;NOM;NEUT;SG
mercados	tržište	mercado	tržište	N	N;NOM;NEUT;SG
mercados	tržištu	mercado	tržište	N	N;DAT;NEUT;SG
mercados	plac	mercado	plac	N	N;NOM;MASC;SG
mercados	tržnica	mercado	tržnica	N	N;NOM;FEM;SG
mercados	tržišta	mercado	tržište	N	N;NOM;NEUT;PL
mercados	tržnice	mercado	tržnica	N	N;NOM;FEM;PL
dentista	zubara	dentista	zubar	N	N;NOM;MASC;SG
dentista	zubar	dentista	zubar	N	N;NOM;MASC;SG
obtivo	imam	obter	imati	V	V;IND;SG;1;PRS;FIN
obtivo	dobio	obter	dobiti	V	V;MASC;SG;PST;V.PTCP;ACT
comín	pojeo	comín	pojeti	V	V;MASC;SG;PST;V.PTCP;ACT
comín	jeo	comín	jesti	V	V;MASC;SG;PST;V.PTCP;ACT
golpes	udarci	golpe	udarac	N	N;NOM;MASC;PL
meniño	beba	meniño	beba	N	N;NOM;FEM;SG
meniño	dušo	meniño	dušo	N	N;NOM;FEM;SG
meniño	dečko	meniño	dečko	N	N;NOM;MASC;SG
meniño	momak	meniño	momak	N	N;NOM;MASC;SG
meniño	dječak	meniño	dječak	N	N;NOM;MASC;SG
debiamos	imao	debiar	imati	V	V;MASC;SG;PST;V.PTCP;ACT
debiamos	imali	debiar	imati	V	V;MASC;PL;PST;V.PTCP;ACT
debiamos	imala	debiar	imati	V	V;FEM;SG;PST;V.PTCP;ACT
nazis	nacisti	nazis	nacistiti	N	N;NOM;MASC;PL
nazis	nacist	nazis	nacist	N	N;NOM;MASC;SG
nazis	nacisti	nazis	nacistiti	N	N;NOM;MASC;PL
cazadores	lovce	cazador	lovac	N	N;ACC;MASC;PL
cazadores	lovci	cazador	lovac	N	N;NOM;MASC;PL
cazadores	lova	cazador	lov	N	N;GEN;MASC;SG
cazadores	lov	cazador	lov	N	N;NOM;MASC;SG
musulmáns	muslimane	musulmáns	musliman	N	N;ACC;MASC;PL
musulmáns	muslimanima	musulmáns	musliman	N	N;INS;MASC;PL
musulmáns	muslimana	musulmáns	musliman	N	N;GEN;MASC;PL
musulmáns	muslimani	musulmáns	musliman	N	N;NOM;MASC;PL
barrios	područja	barrio	područje	N	N;NOM;NEUT;PL
entendía	razumio	entender	razumjeti	V	V;MASC;SG;PST;V.PTCP;ACT
entendía	razumijem	entender	razumjeti	V	V;IND;SG;1;PRS;FIN
entendía	shvati	entender	shvati	V	V;IND;SG;3;PRS;FIN
manteñen	zadrži	manter	zadržiti	V	V;IND;SG;3;PRS;FIN
existiu	postojala	existir	postojati	V	V;FEM;SG;PST;V.PTCP;ACT
existiu	postojao	existir	postojati	V	V;MASC;SG;PST;V.PTCP;ACT
elemento	element	elemento	element	N	N;NOM;MASC;SG
mecánico	mehaničar	mecánico	mehaničar	N	N;NOM;MASC;SG
mecánico	mehaničara	mecánico	mehaničar	N	N;ACC;MASC;SG
desaparición	nestanak	desaparición	nestanak	N	N;NOM;MASC;SG
piden	pitajte	pedir	pitati	V	V;IMP;PL;2;FIN
durmimos	spavaj	durmir	spavaj	V	V;IND;SG;3;PRS;FIN
esquezo	zaboravite	esquezo	zaboraviti	V	V;IMP;PL;2;FIN
esquezo	zaboravi	esquezo	zaboraviti	V	V;IMP;SG;2;PRS;FIN
espacial	hubble	espacial	hubble	N	N;NOM;MASC;SG
espacial	prostora	espacial	prostor	N	N;GEN;MASC;SG
espacial	prostor	espacial	prostor	N	N;NOM;MASC;SG
espacial	svemir	espacial	svemir	N	N;NOM;MASC;SG
estacións	stanice	estación	stanica	N	N;NOM;FEM;PL
barra	šank	barra	šank	N	N;NOM;MASC;SG
barra	kilogram	barra	kilogram	N	N;NOM;MASC;SG
barra	kilo	barra	kilo	N	N;ACC;FEM;SG
rabaño	jato	rabaño	jato	N	N;NOM;NEUT;SG
rabaño	stado	rabaño	stado	N	N;NOM;NEUT;SG
rabaño	jata	rabaño	jato	N	N;NOM;NEUT;PL
national	nacionalni	national	nacionalan	ADJ	ADJ;NOM;DEF;MASC;SG
national	nacionalna	national	nacionalan	ADJ	ADJ;NOM;DEF;FEM;SG
osos	medvjede	oso	medvjed	N	N;ACC;MASC;PL
osos	medvjedi	oso	medvjed	N	N;NOM;MASC;PL
diálogo	dijalog	diálogo	dijalog	N	N;NOM;MASC;SG
personalidade	osobnost	personalidade	osobnost	N	N;NOM;FEM;SG
personalidade	osobnosti	personalidade	osobnost	N	N;NOM;FEM;PL
personalidade	ličnost	personalidade	ličnost	N	N;NOM;FEM;SG
sinceramente	stvarno	sinceramente	stvarno	ADV	ADV
bebendo	pila	beber	pila	V	V;FEM;SG;PST;V.PTCP;ACT
bebendo	pije	beber	piti	V	V;IND;SG;3;PRS;FIN
bebendo	pijem	beber	pijem	V	V;IND;SG;1;PRS;FIN
persecución	potjeri	persecución	potjeriti	N	N;INS;MASC;PL
acusación	naboj	acusación	naboj	N	N;NOM;MASC;SG
clásico	klasične	clásico	klasičan	ADJ	ADJ;NOM;DEF;FEM;PL
clásico	klasična	clásico	klasičan	ADJ	ADJ;NOM;DEF;FEM;SG
clásico	klasična	clásico	klasičan	ADJ	ADJ;NOM;DEF;FEM;SG
clásico	klasični	clásico	klasičan	ADJ	ADJ;NOM;DEF;MASC;SG
mobles	namještaj	moble	namještaj	N	N;NOM;MASC;SG
mobles	pokućstvo	moble	pokućstvo	N	N;NOM;NEUT;SG
negociar	pregovarati	negociar	pregovarati	V	V;NFIN
xestos	geste	xesto	gesta	N	N;NOM;FEM;PL
disturbios	neredi	disturbio	nered	N	N;NOM;MASC;PL
disturbios	nemiri	disturbio	nemir	N	N;NOM;MASC;PL
gravitacional	gravitacijske	gravitacional	gravitacijski	ADJ	ADJ;NOM;DEF;FEM;PL
averiguar	pronađite	averiguar	pronaći	V	V;IMP;PL;2;FIN
averiguar	naći	averiguar	naći	V	V;NFIN
averiguar	nađi	averiguar	nađi	V	V;IMP;SG;2;FIN
averiguar	pronađi	averiguar	pronaći	V	V;IND;SG;2;PRS;FIN
presencia	prisustvo	presencia	prisustvo	N	N;NOM;NEUT;SG
presencia	nazočnost	presencia	nazočnost	N	N;NOM;FEM;SG
presencia	prisutnost	presencia	prisutnost	N	N;NOM;FEM;SG
sospeita	sumnja	sospeita	sumnjati	N	N;NOM;FEM;SG
sospeita	sumnju	sospeita	sumnja	N	N;ACC;FEM;SG
sospeita	sumnja	sospeita	sumnjati	N	N;NOM;FEM;SG
mestura	miks	mestura	miks	N	N;NOM;MASC;SG
mestura	miješanje	mestura	miješanje	N	N;NOM;NEUT;SG
mañán	jutro	mañán	jutro	N	N;NOM;NEUT;SG
asentos	sjedala	asento	sjedalo	N	N;NOM;NEUT;PL
fondos	sredstva	fondo	sredstvo	N	N;NOM;NEUT;PL
fondos	sredstava	fondo	sredstvo	N	N;NOM;NEUT;PL
fondos	fondove	fondo	fond	N	N;ACC;MASC;PL
bicos	pusa	bico	pus	N	N;NOM;FEM;SG
bicos	poljupci	bico	poljupac	N	N;NOM;MASC;PL
príncipes	prinčevi	príncipe	prinčev	N	N;NOM;MASC;PL
socialismo	socijalizam	socialismo	socijalizam	N	N;NOM;MASC;SG
traio	donesite	traio	donijeti	V	V;IMP;PL;2;FIN
mantemento	održavanje	mantemento	održavanje	N	N;NOM;NEUT;SG
privilexios	privilegije	privilexio	privilegija	N	N;NOM;FEM;PL
privilexios	povlastice	privilexio	povlastica	N	N;NOM;FEM;PL
privilexios	privilegija	privilexio	privilegija	N	N;NOM;FEM;SG
sabíao	znao	sabíao	znati	V	V;MASC;SG;PST;V.PTCP;ACT
pases	vreme	pase	vreme	N	N;NOM;NEUT;SG
pases	vrijeme	pase	vrijeme	N	N;NOM;NEUT;SG
botes	brodove	bote	brod	N	N;ACC;MASC;PL
botes	brodovi	bote	brod	N	N;NOM;MASC;PL
botes	čamci	bote	čamac	N	N;NOM;MASC;PL
tivésemos	imao	tevésemo	imati	V	V;MASC;SG;PST;V.PTCP;ACT
tivésemos	imali	tevésemo	imati	V	V;MASC;PL;PST;V.PTCP;ACT
tivésemos	imala	tevésemo	imati	V	V;FEM;SG;PST;V.PTCP;ACT
algodón	pamuk	algodón	pamuk	N	N;NOM;MASC;SG
algodón	cotton	algodón	cotton	N	N;NOM;MASC;SG
tirado	laganje	tirado	laganje	N	N;NOM;NEUT;SG
pazo	palači	pazo	palača	N	N;DAT;FEM;SG
pazo	palača	pazo	palač	N	N;NOM;FEM;SG
pazo	palace	pazo	palaca	N	N;NOM;MASC;SG
pazo	vila	pazo	vila	N	N;NOM;FEM;SG
pazo	villa	pazo	villa	N	N;NOM;FEM;SG
pazo	vilu	pazo	vila	N	N;ACC;FEM;SG
aturo	može	aturo	moći	V	V;IND;SG;3;PRS;FIN
aturo	mogu	aturo	moći	V	V;IND;PL;3;PRS;FIN
aturo	moze	aturo	moza	V	V;IND;SG;3;PRS;FIN
aparta	dobiti	apartir	dobiti	V	V;NFIN
municións	municija	munición	municija	N	N;NOM;FEM;SG
municións	municiju	munición	municija	N	N;ACC;FEM;SG
municións	municija	munición	municija	N	N;NOM;FEM;SG
municións	municiju	munición	municija	N	N;ACC;FEM;SG
escocés	viski	escocés	viska	N	N;NOM;MASC;SG
recordas	zapamti	recorda	zapamtiti	N	N;NOM;MASC;SG
pedido	narudžba	peder	narudžba	N	N;NOM;FEM;SG
pedido	poredak	peder	poredak	N	N;NOM;MASC;SG
francesas	francuski	francesa	francuski	ADJ	ADJ;NOM;DEF;MASC;SG
perdes	izgubi	perde	izguba	V	V;IND;SG;3;PRS;FIN
perdes	izgubiti	perde	izgubiti	V	V;NFIN
falaron	progovorio	falar	progovoriti	V	V;MASC;SG;PST;V.PTCP;ACT
falaron	razgovarali	falar	razgovarati	V	V;MASC;PL;PST;V.PTCP;ACT
servirá	hoce	servir	hoce	V	V;IND;SG;3;PRS;FIN
digno	dostojan	digno	dostojan	ADJ	ADJ;NOM;INDF;MASC;SG
digno	vrijedni	digno	vrijedan	ADJ	ADJ;NOM;DEF;MASC;PL
digno	vrijedan	digno	vrijedan	ADJ	ADJ;NOM;INDF;MASC;SG
fama	slava	facer	slava	N	N;NOM;FEM;SG
fama	slave	facer	slava	N	N;NOM;FEM;PL
fama	slavu	facer	slava	N	N;ACC;FEM;SG
canibalismo	kanibalizam	canibalismo	kanibalizam	N	N;NOM;MASC;SG
duras	tvrdo	duro	tvrdo	ADJ	ADJ;NOM;DEF;NEUT;SG
duras	tesko	duro	tesko	ADJ	ADJ;NOM;DEF;NEUT;SG
aceno	gesta	aceno	gest	N	N;NOM;FEM;SG
trucos	trikovi	truco	trik	N	N;NOM;MASC;PL
trucos	trikove	truco	trik	N	N;ACC;MASC;PL
vera	vera	verar	vera	N	N;NOM;FEM;SG
vera	veri	verar	ver	N	N;DAT;FEM;SG
vera	vere	verar	vera	N	N;NOM;FEM;PL
bárbaros	barbari	bárbaro	barbar	N	N;DAT;FEM;SG
bárbaros	divljaci	bárbaro	divljak	N	N;NOM;MASC;PL
entendín	razumio	entender	razumjeti	V	V;MASC;SG;PST;V.PTCP;ACT
marines	marinci	marine	marinac	N	N;NOM;MASC;PL
marines	marince	marine	marinac	N	N;ACC;MASC;PL
marines	marine	marine	marina	N	N;NOM;FEM;PL
marines	marinac	marine	marinac	N	N;NOM;MASC;SG
lucinda	lucinda	lucindar	lucinda	N	N;NOM;FEM;SG
armenia	armenija	armenia	armenija	N	N;NOM;FEM;SG
turista	turista	turista	turist	N	N;GEN;MASC;PL
turista	turist	turista	turist	N	N;NOM;MASC;SG
alicia	alisa	alicia	alisa	N	N;NOM;FEM;SG
alicia	alice	alicia	alice	N	N;NOM;FEM;SG
doutora	doktore	doutor	doktor	N	N;ACC;MASC;PL
doutora	doktor	doutor	doktor	N	N;NOM;MASC;SG
conquistar	osvojiti	conquistar	osvojiti	V	V;NFIN
conquistar	osvoji	conquistar	osvojiti	V	V;IMP;SG;2;FIN
equipos	timovi	equipo	tim	N	N;NOM;MASC;PL
equipos	ekipe	equipo	ekipa	N	N;NOM;FEM;PL
equipos	momčadi	equipo	momčad	N	N;NOM;FEM;PL
vise	vidio	visir	vidjeti	V	V;MASC;SG;PST;V.PTCP;ACT
vise	vidi	visir	vidjeti	V	V;IND;SG;3;PRS;FIN
altar	oltaru	altar	oltar	N	N;DAT;MASC;SG
altar	oltar	altar	oltar	N	N;NOM;MASC;SG
debates	diskusije	debate	diskusija	N	N;NOM;FEM;PL
debates	rasprave	debate	rasprava	N	N;NOM;FEM;PL
debates	debate	debate	debati	N	N;NOM;FEM;PL
redes	mreže	rede	mreža	N	N;NOM;FEM;PL
redes	mreže	rede	mreža	N	N;NOM;FEM;PL
investigadores	istraživači	investigador	istraživač	N	N;NOM;MASC;PL
utilidade	upotrebi	utilidade	upotreba	N	N;DAT;FEM;SG
entretemento	zabava	entretemento	zabava	N	N;NOM;FEM;SG
diapositiva	klizanje	diapositivo	klizanje	N	N;NOM;NEUT;SG
diapositiva	tobogan	diapositivo	tobogan	N	N;NOM;MASC;SG
trampas	zamke	trampa	zamka	N	N;NOM;FEM;PL
trampas	klopke	trampa	klopak	N	N;NOM;FEM;PL
decatei	shvatio	decatei	shvatiti	V	V;MASC;SG;PST;V.PTCP;ACT
cometeu	počinio	cometar	počiniti	V	V;MASC;SG;PST;V.PTCP;ACT
cometeu	napravio	cometar	napraviti	V	V;MASC;SG;PST;V.PTCP;ACT
favoritos	favorita	favorito	favorit	N	N;ANIM;ACC;MASC;SG
comparten	podijeli	compartir	podijetiti	V	V;IND;SG;3;PRS;FIN
musical	glazbeni	musical	glazben	ADJ	ADJ;NOM;DEF;MASC;SG
detector	detektor	detector	detektor	N	N;NOM;MASC;SG
fundamental	temeljni	fundamental	temeljan	ADJ	ADJ;NOM;DEF;MASC;SG
xuízos	presude	xuízo	presuda	N	N;NOM;FEM;PL
xuízos	suđenja	xuízo	suđenje	N	N;NOM;NEUT;PL
causas	uzroci	causa	uzrok	N	N;NOM;MASC;PL
substituír	zamijeni	substituír	zamijeniti	V	V;IND;SG;3;PRS;FIN
debuxo	crtanje	debuxo	crtanje	N	N;NOM;NEUT;SG
debuxo	crtež	debuxo	crtež	N	N;NOM;MASC;SG
rostros	lica	rostro	lice	N	N;NOM;NEUT;PL
rostros	face	rostro	faca	N	N;NOM;FEM;PL
rostros	licem	rostro	licem	N	N;INS;NEUT;SG
rostros	faca	rostro	facati	N	N;NOM;FEM;SG
rostros	lice	rostro	lice	N	N;NOM;NEUT;SG
rostros	face	rostro	faca	N	N;NOM;FEM;PL
aula	soba	aula	soba	N	N;NOM;FEM;SG
aula	prostorija	aula	prostorija	N	N;NOM;FEM;SG
aula	razred	aula	razred	N	N;NOM;MASC;SG
aula	klase	aula	klasa	N	N;NOM;FEM;PL
aula	klasa	aula	klasa	N	N;NOM;FEM;SG
manipulación	manipulacija	manipulación	manipulacija	N	N;NOM;FEM;SG
manipulación	manipulacije	manipulación	manipulacija	N	N;NOM;FEM;PL
campá	zvono	campá	zvono	N	N;NOM;NEUT;SG
campá	zvonce	campá	zvonca	N	N;NOM;NEUT;SG
corrupción	korupcija	corrupción	korupcija	N	N;NOM;FEM;SG
corrupción	korupcije	corrupción	korupcija	N	N;NOM;FEM;PL
corrupción	korupciju	corrupción	korupcija	N	N;ACC;FEM;SG
entrando	ulazimo	entrar	ulaziti	V	V;IND;PL;1;PRS;FIN
entrando	ulazim	entrar	ulaziti	V	V;IND;SG;1;PRS;FIN
corvos	vrane	corvo	vrana	N	N;NOM;FEM;PL
corvos	gavrani	corvo	gavrana	N	N;NOM;MASC;PL
prestar	plaćati	prestar	plaćati	V	V;NFIN
prestar	plati	prestar	platiti	V	V;IND;SG;3;PRS;FIN
persoais	osobni	persoal	osoban	ADJ	ADJ;NOM;DEF;MASC;SG
herdanza	nasljeđe	herdanza	nasljeđe	N	N;NOM;NEUT;SG
herdanza	baštine	herdanza	baština	N	N;NOM;FEM;PL
herdanza	nasljedstvo	herdanza	nasljedstvo	N	N;NOM;NEUT;SG
herdanza	nasljeđe	herdanza	nasljeđe	N	N;NOM;NEUT;SG
eléctrica	električna	eléctrico	električan	ADJ	ADJ;NOM;DEF;FEM;SG
eléctrica	električni	eléctrico	električan	ADJ	ADJ;NOM;DEF;MASC;SG
prestado	posuditi	prestar	posuditi	V	V;NFIN
prestado	posudila	prestar	posuditi	V	V;FEM;SG;PST;V.PTCP;ACT
prestado	posudio	prestar	posuditi	V	V;MASC;SG;PST;V.PTCP;ACT
prestado	posudili	prestar	posuditi	V	V;MASC;PL;PST;V.PTCP;ACT
interiores	unutrašnji	interior	unutrašnji	ADJ	ADJ;NOM;DEF;MASC;SG
interiores	unutarnji	interior	unutarnji	ADJ	ADJ;NOM;DEF;MASC;SG
traxes	haljina	traxe	haljina	N	N;NOM;FEM;SG
traxes	haljinu	traxe	haljina	N	N;ACC;FEM;SG
traxes	odijela	traxe	odio	N	N;NOM;NEUT;PL
limitado	ograničene	limitado	ograničen	ADJ	ADJ;NOM;DEF;FEM;PL;V.PTCP
limitado	ograničeno	limitado	ograničiti	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
limitado	ograničena	limitado	ograničen	ADJ	ADJ;NOM;DEF;FEM;SG;V.PTCP
limitado	ograničen	limitado	ograničiti	ADJ	ADJ;NOM;MASC;SG;V.PTCP
ancián	covjek	ancián	covjek	N	N;NOM;MASC;SG
ancián	čovjek	ancián	čovjek	N	N;NOM;MASC;SG
ancián	čovek	ancián	čovek	N	N;NOM;MASC;SG
infección	infekcija	infección	infekcija	N	N;NOM;FEM;SG
infección	zaraza	infección	zaraza	N	N;NOM;FEM;SG
infección	infekcije	infección	infekcija	N	N;NOM;FEM;PL
radicais	radikali	radical	radikati	N	N;NOM;MASC;PL
recente	nedavne	recente	nedavan	ADJ	ADJ;NOM;DEF;FEM;PL
recente	nedavna	recente	nedavan	ADJ	ADJ;NOM;DEF;FEM;SG
recente	nedavni	recente	nedavan	ADJ	ADJ;NOM;DEF;MASC;PL
italianos	talijanska	italiano	talijanski	ADJ	ADJ;NOM;DEF;FEM;SG
italianos	talijanski	italiano	talijanski	ADJ	ADJ;NOM;DEF;MASC;SG
xeracións	generacija	xeración	generacija	N	N;NOM;FEM;SG
xeracións	generacije	xeración	generacija	N	N;NOM;FEM;PL
xeracións	generacijama	xeración	generacija	N	N;INS;FEM;PL
barreira	barijera	barreira	barijera	N	N;NOM;FEM;SG
ouviu	čuti	ouviu	čuti	V	V;NFIN
concertos	koncerte	concerto	koncert	N	N;ACC;MASC;PL
concertos	koncerata	concerto	koncert	N	N;GEN;MASC;PL
virus	virus	virus	virus	N	N;NOM;MASC;SG
pulmóns	pluća	pulmón	plućati	N	N;NOM;FEM;SG
extremadamente	iznimno	extremadamente	iznimno	ADV	ADV
extremadamente	izuzetno	extremadamente	izuzetno	ADV	ADV
fármacos	droge	fármaco	droga	N	N;NOM;FEM;PL
fármacos	drogu	fármaco	droga	N	N;ACC;FEM;SG
fármacos	lijekovi	fármaco	lijek	N	N;NOM;MASC;PL
fármacos	droga	fármaco	droga	N	N;NOM;FEM;SG
microbios	mikrobi	microbio	mikroba	N	N;NOM;MASC;PL
estudios	studiji	estudio	studij	N	N;NOM;MASC;PL
arrecifes	coral	arrecife	coral	N	N;NOM;MASC;SG
arrecifes	koral	arrecife	koral	N	N;NOM;MASC;SG
arrecifes	grebena	arrecife	greben	N	N;GEN;MASC;SG
ondas	valove	onda	val	N	N;ACC;MASC;PL
ondas	valovi	onda	val	N	N;NOM;MASC;PL
acabará	hoce	acabar	hoce	V	V;IND;SG;3;PRS;FIN
tratei	probala	tratar	probati	V	V;FEM;SG;PST;V.PTCP;ACT
tratei	probali	tratar	probati	V	V;MASC;PL;PST;V.PTCP;ACT
tratei	probao	tratar	probati	V	V;MASC;SG;PST;V.PTCP;ACT
tratei	pokušao	tratar	pokušati	V	V;MASC;SG;PST;V.PTCP;ACT
camiñas	hoda	camiña	hodati	N	N;NOM;MASC;SG
camiñas	hodanje	camiña	hodanje	N	N;NOM;NEUT;SG
camiñas	šetnja	camiña	šetnja	N	N;NOM;FEM;SG
entramos	hodali	entrar	hodati	V	V;MASC;PL;PST;V.PTCP;ACT
entramos	hodao	entrar	hodati	V	V;MASC;SG;PST;V.PTCP;ACT
entramos	hodala	entrar	hodati	V	V;FEM;SG;PST;V.PTCP;ACT
rescate	spašavanje	rescate	spašavanje	N	N;NOM;NEUT;SG
rescate	otkupnina	rescate	otkupnina	N	N;NOM;FEM;SG
rescate	otkup	rescate	otkup	N	N;NOM;MASC;SG
rescate	otkupninu	rescate	otkupnina	N	N;ACC;FEM;SG
xerar	generirati	xerar	generirati	V	V;NFIN
racismo	rasizam	racismo	rasizam	N	N;NOM;MASC;SG
esposo	mužu	esposo	muž	N	N;DAT;MASC;SG
esposo	muž	esposo	muž	N	N;NOM;MASC;SG
esposo	suprug	esposo	suprug	N	N;NOM;MASC;SG
tecidos	tkiva	tecido	tkiv	N	N;GEN;MASC;SG
tecidos	maramice	tecido	maramica	N	N;NOM;FEM;PL
caeron	ispala	caer	ispasti	V	V;FEM;SG;PST;V.PTCP;ACT
aburrida	dosadna	aburrido	dosadan	ADJ	ADJ;NOM;DEF;FEM;SG
aburrida	dosadan	aburrido	dosadan	ADJ	ADJ;NOM;INDF;MASC;SG
tentan	pokušajte	tentar	pokušati	V	V;IMP;PL;2;FIN
tentan	pokušavam	tentar	pokušavati	V	V;IND;SG;1;PRS;FIN
axencia	agencije	axencia	agencija	N	N;NOM;FEM;PL
axencia	agencija	axencia	agencija	N	N;NOM;FEM;SG
responsables	odgovornosti	responsable	odgovornost	N	N;NOM;FEM;PL
responsables	odgovornost	responsable	odgovornost	N	N;NOM;FEM;SG
nobel	nobelovu	nobel	nobelov	N	N;ACC;FEM;SG
nobel	nagrada	nobel	nagrada	N	N;NOM;FEM;SG
bonos	marke	bono	marka	N	N;NOM;FEM;PL
sentiu	osjeti	sentiu	osjetiti	V	V;IND;SG;3;PRS;FIN
sentiu	osjetio	sentiu	osjetiti	V	V;MASC;SG;PST;V.PTCP;ACT
sentiu	osjetila	sentiu	osjetiti	V	V;FEM;SG;PST;V.PTCP;ACT
memorias	sjećanja	memoria	sjećanje	N	N;NOM;NEUT;PL
memorias	uspomene	memoria	uspomena	N	N;NOM;FEM;PL
memorias	uspomena	memoria	uspomen	N	N;NOM;FEM;SG
cultivar	rastu	cultivar	rasti	V	V;IND;PL;3;PRS;FIN
cultivar	rasti	cultivar	rasti	V	V;NFIN
industriais	tvornica	industrial	tvornica	N	N;NOM;FEM;SG
industriais	fabrike	industrial	fabrika	N	N;NOM;FEM;PL
industriais	tvornici	industrial	tvornica	N	N;DAT;FEM;SG
industriais	tvornice	industrial	tvornica	N	N;NOM;FEM;PL
desigualdade	nejednakost	desigualdade	nejednakost	N	N;NOM;FEM;SG
ameazas	prijetnje	ameaza	prijetnja	N	N;NOM;FEM;PL
ameazas	prijetnji	ameaza	prijetnja	N	N;GEN;FEM;PL
posesión	posjedovanje	posesión	posjedovanje	N	N;NOM;NEUT;SG
posesión	posjed	posesión	posjed	N	N;NOM;MASC;SG
curva	zavoj	curvar	zav	N	N;NOM;MASC;SG
entradas	ulaznice	entrada	ulaznica	N	N;NOM;FEM;PL
entradas	karte	entrada	karta	N	N;NOM;FEM;PL
cultivo	kulture	cultivo	kultura	N	N;NOM;FEM;PL
cultivo	kultura	cultivo	kultura	N	N;NOM;FEM;SG
tratamentos	liječenje	tratamento	liječenje	N	N;NOM;NEUT;SG
tratamentos	tretman	tratamento	tretman	N	N;NOM;MASC;SG
tratamentos	tretmani	tratamento	tretman	N	N;NOM;MASC;PL
tratamentos	tretmana	tratamento	tretman	N	N;GEN;MASC;SG
tratamentos	tretmane	tratamento	tretman	N	N;ACC;MASC;PL
almacéns	trgovine	almacén	trgovina	N	N;NOM;FEM;PL
almacéns	prodavaonice	almacén	prodavaonica	N	N;NOM;FEM;PL
almacéns	odjel	almacén	odjel	N	N;NOM;MASC;SG
almacéns	radnja	almacén	radnja	N	N;NOM;FEM;SG
almacéns	trgovina	almacén	trgovina	N	N;NOM;FEM;SG
almacéns	prodavaonica	almacén	prodavaonica	N	N;NOM;FEM;SG
meteu	imam	meteu	imati	V	V;IND;SG;1;PRS;FIN
meteu	dobio	meteu	dobiti	V	V;MASC;SG;PST;V.PTCP;ACT
mecanismo	mehanizam	mecanismo	mehanizam	N	N;NOM;MASC;SG
mecanismo	uređaj	mecanismo	uređaj	N	N;NOM;MASC;SG
quinto	peta	quinto	peti	ADJ	ADJ;NOM;FEM;SG
quinto	peto	quinto	peti	ADJ	ADJ;NOM;NEUT;SG
