geprüft	zkontroloval	prüfen	zkontrolovat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
niedrigen	nízké	niedrig	nízký	ADJ	ADJ;NOM;MASC;PL;POS
niedrigen	nízká	niedrig	nízký	ADJ	ADJ;NOM;FEM;SG;POS
gezielt	cílené	gezielt	cílený	ADJ	ADJ;NOM;NEUT;SG;POS
erhöhung	navýšení	erhöhung	navýšení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
erhöhung	zvýšení	erhöhung	zvýšení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
erhöhung	nárůst	erhöhung	nárůst	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
erhöhung	zvýšení	erhöhung	zvýšení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
polizisten	policajti	polizist	policajt	N;PL	N;ANIM;NOM;MASC;PL;POS
polizisten	poldové	polizist	poldový	N;PL	N;ANIM;NOM;MASC;PL;POS
polizisten	policisty	polizist	policista	N;PL	N;ANIM;ACC;MASC;PL;POS
polizisten	policisté	polizist	policista	N;PL	N;ANIM;NOM;MASC;PL;POS
polizisten	důstojníky	polizist	důstojník	N;PL	N;ANIM;ACC;MASC;PL;POS
polizisten	důstojníci	polizist	důstojník	N;PL	N;ANIM;NOM;MASC;PL;POS
polizisten	policisté	polizist	policista	N;PL	N;ANIM;NOM;MASC;PL;POS
polizisten	strážníci	polizist	strážník	N;PL	N;ANIM;NOM;MASC;PL;POS
latein	latinské	latein	latinský	ADJ	ADJ;NOM;NEUT;SG;POS
tschechische	česko	tschechisch	český	ADJ;NOM;FEM;PL	ADJ;POS
fortgesetzt	pokračoval	fortsetzen	pokračovat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
fortgesetzt	pokračovalo	fortsetzen	pokračovat	V;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
fortgesetzt	pokračovala	fortsetzen	pokračovat	V;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
politisches	politická	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
politisches	politické	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
politisches	politický	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
selbständige	nezávislí	selbständig	závislý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;NEG
selbständige	nezávislí	selbständig	závislý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;NEG
güterverkehr	nákladní	güterverkehr	nákladní	ADJ	ADJ;NOM;FEM;SG;POS
alternativen	alternativní	alternativ	alternativní	ADJ	ADJ;NOM;MASC;SG;POS
herrscht	vládne	herrschen	vládnout	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
schaffung	tvorba	schaffung	tvorba	N	N;NOM;FEM;SG;POS
schaffung	vznik	schaffung	vznik	N	N;INAN;NOM;MASC;SG;POS
schaffung	vytvoření	schaffung	vytvoření	N	N;NOM;NEUT;SG;POS
schaffung	vytváření	schaffung	vytváření	N	N;NOM;NEUT;SG;POS
schaffung	tvoření	schaffung	tvoření	N	N;NOM;NEUT;SG;POS
flachen	povrchní	flach	povrchní	ADJ	ADJ;NOM;MASC;SG;POS
unverändert	nezměněné	unverändert	změněný	ADJ	ADJ;NOM;NEUT;SG;NEG
unverändert	nezměněny	unverändert	nezměněný	ADJ	ADJ;INAN;PL;POS;V.PTCP;PASS
ausserdem	rovněž	ausserdem	rovněž	ADV	ADV
ausserdem	také	ausserdem	také	ADV	ADV
ausserdem	též	ausserdem	též	ADV	ADV
ausserdem	taky	ausserdem	také	ADV	ADV
schlage	navrhnout	schlage	navrhnout	V;SG;FIN	V;PFV;POS;NFIN
schwanz	orel	schwanzen	orel	N	N;ANIM;NOM;MASC;SG;POS
schwanz	ocasy	schwanzen	ocasa	N	N;INAN;NOM;MASC;PL;POS
schwanz	tail	schwanzen	tail	N	N;INAN;NOM;MASC;SG;POS
schwanz	ocásek	schwanzen	ocáska	N	N;ANIM;NOM;MASC;SG;POS
schwanz	ocas	schwanzen	ocas	N	N;INAN;NOM;MASC;SG;POS
schwanz	kokot	schwanzen	kokotit	N	N;ANIM;NOM;MASC;SG;POS
schwanz	kohout	schwanzen	kohout	N	N;ANIM;NOM;MASC;SG;POS
schwanz	ptáka	schwanzen	pták	N	N;ANIM;ACC;MASC;SG;POS
schwanz	kokot	schwanzen	kokotit	N	N;ANIM;NOM;MASC;SG;POS
schwanz	kokot	schwanzen	kokotit	N	N;ANIM;NOM;MASC;SG;POS
untergrund	podzemní	untergrund	podzemní	ADJ	ADJ;NOM;MASC;SG;POS
nachkriegszeit	poválečné	nachkriegszeit	poválečný	ADJ	ADJ;NOM;NEUT;SG;POS
aufsätze	eseje	aufsätzen	esej	N;NOM;PL	N;NOM;FEM;PL;POS
fränkischen	francké	fränkischen	francký	ADJ;NOM;PL	ADJ;NOM;NEUT;PL;POS
pionier	průkopnický	pionier	průkopnický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
blütezeit	kvetoucí	blütezeit	kvetoucí	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
rumänischen	rumunské	rumänisch	rumunský	ADJ	ADJ;NOM;NEUT;SG;POS
tests	testy	tests	test	N	N;INAN;NOM;MASC;PL;POS
tests	zkoušky	tests	zkouška	N	N;NOM;FEM;PL;POS
tests	testování	tests	testování	N	N;NOM;NEUT;SG;POS
tests	zkoušení	tests	zkoušení	N	N;NOM;NEUT;SG;POS
tests	zkouška	tests	zkouška	N	N;NOM;FEM;SG;POS
tests	zkoušky	tests	zkouška	N	N;NOM;FEM;PL;POS
sorgt	zajišťuje	sorgen	zajišťovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
läßt	přiznává	lassen	přiznávat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
läßt	přizná	lassen	přiznat	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
läßt	připouští	lassen	připouštět	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
staffeln	letky	staffeln	letka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
trasse	stezka	trassen	stezka	N	N;NOM;FEM;SG;POS
trasse	cesta	trassen	cesta	N	N;NOM;FEM;SG;POS
rechnen	očekávat	rechnen	očekávat	V;NFIN	V;IPFV;POS;NFIN
bemerkenswert	nevšední	bemerkenswert	všední	ADJ	ADJ;NOM;MASC;SG;NEG
bemerkenswert	pozoruhodný	bemerkenswert	pozoruhodný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
bemerkenswert	pozoruhodná	bemerkenswert	pozoruhodný	ADJ	ADJ;NOM;FEM;SG;POS
bemerkenswert	pozoruhodné	bemerkenswert	pozoruhodný	ADJ	ADJ;NOM;NEUT;SG;POS
deutlicher	jasnější	deutlich	jasný	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
produzieren	produkovat	produzieren	produkovat	V;NFIN	V;IPFV;POS;NFIN
öffentlicher	veřejné	öffentlich	veřejný	ADJ	ADJ;NOM;NEUT;SG;POS
öffentlicher	veřejný	öffentlich	veřejný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
öffentlicher	veřejná	öffentlich	veřejný	ADJ	ADJ;NOM;FEM;SG;POS
toll	skvělý	toll	skvělý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
toll	mýtného	toll	mýtný	ADJ	ADJ;ANIM;GEN;MASC;SG;POS
toll	mýtné	toll	mýtný	ADJ	ADJ;NOM;NEUT;SG;POS
vergrößert	zvětšil	vergrößern	zvětšit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
tropischen	tropické	tropisch	tropický	ADJ	ADJ;NOM;MASC;PL;POS
vertretung	zastupování	vertretung	zastupování	N;FEM;SG	N;NOM;NEUT;SG;POS
vertretung	reprezentace	vertretung	reprezentace	N;FEM;SG	N;NOM;FEM;SG;POS
vertretung	zastoupení	vertretung	zastoupení	N;FEM;SG	N;NOM;NEUT;SG;POS
vertretung	zástupce	vertretung	zástupce	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
vertretung	představitel	vertretung	představitel	N;FEM;SG	N;ANIM;NOM;MASC;SG;POS
abriss	demolice	abreißen	demolice	N	N;NOM;FEM;SG;POS
konzipiert	navrhl	konzipieren	navrhnout	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
breiter	širší	breit	široký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
breiter	široké	breit	široký	ADJ	ADJ;NOM;NEUT;SG;POS
breiter	široký	breit	široký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
breiter	široká	breit	široký	ADJ	ADJ;NOM;FEM;SG;POS
breiter	širokou	breit	široký	ADJ	ADJ;ACC;FEM;SG;POS
breiter	široká	breit	široký	ADJ	ADJ;NOM;FEM;SG;POS
breiter	široký	breit	široký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
breiter	široké	breit	široký	ADJ	ADJ;NOM;NEUT;SG;POS
breiter	širší	breit	široký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
steuerung	kontrolní	steuerung	kontrolní	ADJ	ADJ;NOM;MASC;SG;POS
vortrag	přednáška	vortragen	přednáška	N;SG	N;NOM;FEM;SG;POS
vortrag	přednášku	vortragen	přednáška	N;SG	N;ACC;FEM;SG;POS
vortrag	proslov	vortragen	proslov	N;SG	N;INAN;NOM;MASC;SG;POS
vortrag	projev	vortragen	projev	N;SG	N;INAN;NOM;MASC;SG;POS
vortrag	řeč	vortragen	řeč	N;SG	N;NOM;FEM;SG;POS
vortrag	prezentaci	vortragen	prezentace	N;SG	N;ACC;FEM;SG;POS
vortrag	prezentace	vortragen	prezentace	N;SG	N;NOM;FEM;SG;POS
dienstleistungen	služby	dienstleistungen	služba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
standorte	lokace	standort	lokace	N;NOM	N;NOM;FEM;PL;POS
standorte	místo	standort	místo	N;NOM	N;NOM;NEUT;SG;POS
standorte	poloha	standort	poloha	N;NOM	N;NOM;FEM;SG;POS
standorte	umístění	standort	umístění	N;NOM	N;NOM;NEUT;SG;POS
standorte	lokalita	standort	lokalita	N;NOM	N;NOM;FEM;SG;POS
standorte	lokace	standort	lokace	N;NOM	N;NOM;FEM;PL;POS
standorte	lokality	standort	lokalita	N;NOM	N;NOM;FEM;PL;POS
standorte	stránky	standort	stránka	N;NOM	N;NOM;FEM;PL;POS
standorte	weby	standort	weby	N;NOM	N;INAN;NOM;MASC;PL;POS
standorte	lokality	standort	lokalita	N;NOM	N;NOM;FEM;PL;POS
aufteilung	distribuční	aufteilung	distribuční	ADJ;SG	ADJ;NOM;FEM;SG;POS
erwachsene	dospělé	erwachsen	dospělý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
erwachsene	dospělí	erwachsen	dospělý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
erwachsene	dospělé	erwachsen	dospělý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
erwachsene	dospělí	erwachsen	dospělý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
werfen	házet	werfen	házet	V;NFIN	V;IPFV;POS;NFIN
werfen	hoď	werfen	hoď	V;NFIN	V;IMP;SG;2;POS;FIN
werfen	hoď	werfen	hoď	V;NFIN	V;IMP;SG;2;POS;FIN
werfen	hodit	werfen	hodit	V;NFIN	V;POS;NFIN
erfunden	vynalezl	erfinden	vynaleznout	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
ehrenmitglied	čestné	ehrenmitglied	čestný	ADJ	ADJ;NOM;NEUT;SG;POS
ehrenmitglied	čestná	ehrenmitglied	čestný	ADJ	ADJ;NOM;FEM;SG;POS
ehrenmitglied	čestný	ehrenmitglied	čestný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
dicke	tloušťky	dick	tloušťka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
ländlichen	venkovské	ländlich	venkovský	ADJ	ADJ;NOM;NEUT;PL;POS
vielfalt	různorodost	vielfalt	různorodost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vielfalt	rozmanitost	vielfalt	rozmanitost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vielfalt	rozmanitosti	vielfalt	rozmanitost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vielfalt	odrůda	vielfalt	odrůda	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
wettbewerbe	soutěže	wettbewerb	soutěž	N;NOM;PL	N;NOM;FEM;PL;POS
wettbewerbe	soutěže	wettbewerb	soutěž	N;NOM;PL	N;NOM;FEM;PL;POS
stellungnahme	názor	stellungnahme	názor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
stellungnahme	stanovisko	stellungnahme	stanovisko	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
hierher	zde	hierher	zde	ADV	ADV
hierher	tady	hierher	tady	ADV	ADV
ausgelöst	spustilo	auslösen	spustit	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
maßnahme	akční	maßnahmen	akční	ADJ	ADJ;NOM;MASC;SG;POS
kunsthalle	kunsthalle	kunsthall	kunsthalle	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
professoren	profesoři	professor	profesor	N;NOM;PL	N;ANIM;NOM;MASC;PL;POS
geschmack	chutná	geschmack	chutnat	ADJ	ADJ;NOM;FEM;SG;POS
angemeldet	přihlásil	anmelden	přihlásit	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
angemeldet	podal	anmelden	podat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
brasilianischen	brazilské	brasilianisch	brazilský	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
gerechtfertigt	odůvodněné	gerechtfertigt	odůvodněný	ADJ	ADJ;NOM;NEUT;SG;POS
gerechtfertigt	oprávněné	gerechtfertigt	oprávněný	ADJ	ADJ;NOM;NEUT;SG;POS
gerechtfertigt	oprávněná	gerechtfertigt	oprávněný	ADJ	ADJ;NOM;FEM;SG;POS
gerechtfertigt	oprávněný	gerechtfertigt	oprávněný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
gerechtfertigt	odůvodněné	gerechtfertigt	odůvodněný	ADJ	ADJ;NOM;NEUT;SG;POS
beratung	poradenství	beratung	poradenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beratung	rada	beratung	rada	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
beratung	poradenství	beratung	poradenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beratung	poradenství	beratung	poradenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beratung	konzultace	beratung	konzultace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
beratung	poradenství	beratung	poradenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beratung	poradenství	beratung	poradenství	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beschäftigung	zaměstnání	Beschäftigung	zaměstnání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
beschäftigung	zaměstnanost	Beschäftigung	zaměstnanost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
orientierung	orientace	orientierung	orientace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
orientierung	zaměření	orientierung	zaměření	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
elektronischen	elektronický	elektronisch	elektronický	ADJ	ADJ;INAN;NOM;MASC;SG;POS
elektronischen	elektronická	elektronisch	elektronický	ADJ	ADJ;NOM;FEM;SG;POS
elektronischen	elektronické	elektronisch	elektronický	ADJ	ADJ;NOM;MASC;PL;POS
untergang	zánik	untergehen	zánik	N	N;INAN;NOM;MASC;SG;POS
untergang	doom	untergehen	doom	N	N;NOM;MASC;SG;POS
untergang	zkáza	untergehen	zkáza	N	N;NOM;FEM;SG;POS
rache	odplata	rachen	odplata	N;NOM;SG	N;NOM;FEM;SG;POS
rache	pomsta	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG;POS
rache	pomsta	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG;POS
rache	odplata	rachen	odplata	N;NOM;SG	N;NOM;FEM;SG;POS
tiger	tygří	tiger	tygří	ADJ	ADJ;NOM;MASC;SG;POS
finanziell	finanční	finanziell	finanční	ADJ	ADJ;NOM;MASC;SG;POS
beamter	oficiální	beamt	oficiální	ADJ	ADJ;NOM;MASC;SG;POS
beamter	úřední	beamt	úřední	ADJ	ADJ;NOM;MASC;SG;POS
allgemeines	všeobecné	allgemein	všeobecný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
allgemeines	obecné	allgemein	obecný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
identifiziert	označuje	identifizieren	označovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
identifiziert	identifikuje	identifizieren	identifikovat	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
identifiziert	identifikoval	identifizieren	identifikovat	V;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
gerecht	spravedlivý	rechen	spravedlivý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
gerecht	férové	rechen	férový	ADJ	ADJ;NOM;NEUT;SG;POS
gerecht	spravedlivé	rechen	spravedlivý	ADJ	ADJ;NOM;NEUT;SG;POS
zerstörte	zničeno	zerstört	zničený	ADJ;NOM;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
zerstörte	zničen	zerstört	zničený	ADJ;NOM;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
argentinischer	argentinské	argentinisch	argentinský	ADJ	ADJ;NOM;NEUT;SG;POS
argentinischer	argentinské	argentinisch	argentinský	ADJ	ADJ;NOM;NEUT;SG;POS
positiven	kladný	positiv	kladný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
positiven	kladné	positiv	kladný	ADJ	ADJ;NOM;NEUT;SG;POS
positiven	pozitivní	positiv	pozitivní	ADJ	ADJ;INAN;NOM;MASC;SG;POS
dunkle	temné	dunkel	temný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
floh	uprchl	fliehen	uprchnout	V;IND;SG;3;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
margarete	markéta	margaret	markéta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
margarete	margarete	margaret	margartet	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
deutet	označuje	deuten	označovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
deutet	značí	deuten	značit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
deutet	naznačuje	deuten	naznačovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
deutet	udává	deuten	udávat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mitwirkung	zapojení	mitwirkung	zapojení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
mitwirkung	účast	mitwirkung	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mitwirkung	účasti	mitwirkung	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
romanische	románské	romanisch	románský	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL;POS
entscheidenden	rozhodná	entscheidend	rozhodný	ADJ	ADJ;NOM;FEM;SG;POS
entscheidenden	rozhodný	entscheidend	rozhodný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
entscheidenden	rozhodné	entscheidend	rozhodný	ADJ	ADJ;NOM;NEUT;SG;POS
entscheidenden	rozhodující	entscheidend	rozhodující	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
externen	externí	extern	externí	ADJ	ADJ;NOM;MASC;SG;POS
externen	externích	extern	externí	ADJ	ADJ;GEN;MASC;PL;POS
externen	vnější	extern	vnější	ADJ	ADJ;NOM;MASC;SG;POS
auswertung	výklad	auswertung	výklad	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
auswertung	interpretace	auswertung	interpretace	N;FEM;SG	N;NOM;FEM;SG;POS
auswertung	tlumočení	auswertung	tlumočení	N;FEM;SG	N;NOM;NEUT;SG;POS
auswertung	vyhodnocení	auswertung	vyhodnocení	N;FEM;SG	N;NOM;NEUT;SG;POS
auswertung	hodnocení	auswertung	hodnocení	N;FEM;SG	N;NOM;NEUT;SG;POS
auswertung	zhodnocení	auswertung	zhodnocení	N;FEM;SG	N;NOM;NEUT;SG;POS
auswertung	rozbor	auswertung	rozbor	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
auswertung	analýza	auswertung	analýza	N;FEM;SG	N;NOM;FEM;SG;POS
rumänischer	rumunské	rumänisch	rumunský	ADJ	ADJ;NOM;NEUT;SG;POS
messung	měření	messung	měření	N;SG	N;NOM;NEUT;SG;POS
messung	měření	messung	měření	N;SG	N;NOM;NEUT;SG;POS
schlagen	porazit	schlagen	porazit	V;NFIN	V;PFV;POS;NFIN
schlagen	bít	schlagen	bít	V;NFIN	V;POS;NFIN
inszenierung	inscenace	inszenierung	inscenace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
erkrankungen	nemoci	erkrankung	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
erkrankungen	nemoci	erkrankung	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
erkrankungen	choroby	erkrankung	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
erkrankungen	nemoci	erkrankung	nemoc	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
erkrankungen	poruchy	erkrankung	porucha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
blüte	květ	blüt	květ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
blüte	kytka	blüt	kytka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
blüte	květ	blüt	květ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
blüte	květina	blüt	květina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
blüte	květ	blüt	květ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
enger	bližší	eng	blízký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
enger	užší	eng	úzký	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
enger	těsnější	eng	těsný	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
überprüft	zkontroloval	überprüfen	zkontrolovat	V;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
wahlperiode	zákonodárce	wahlperiode	zákonodárce	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
einladung	pozvání	einladung	pozvání	N;FEM;SG	N;NOM;NEUT;SG;POS
einladung	pozvánka	einladung	pozvánka	N;FEM;SG	N;NOM;FEM;SG;POS
einladung	pozvání	einladung	pozvání	N;FEM;SG	N;NOM;NEUT;SG;POS
einladung	pozvánka	einladung	pozvánka	N;FEM;SG	N;NOM;FEM;SG;POS
einladung	pozvánku	einladung	pozvánka	N;FEM;SG	N;ACC;FEM;SG;POS
disziplinen	disciplíny	disziplin	disciplína	N;NOM;PL	N;NOM;FEM;PL;POS
disziplinen	obory	disziplin	obor	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
disziplinen	disciplíny	disziplin	disciplína	N;NOM;PL	N;NOM;FEM;PL;POS
finnischer	finské	finnisch	finský	ADJ	ADJ;NOM;MASC;SG;POS
ausländischen	zahraniční	ausländisch	zahraniční	ADJ	ADJ;NOM;MASC;SG;POS
ausländischen	cizí	ausländisch	cizí	ADJ	ADJ;NOM;MASC;SG;POS
gesungen	zpíval	singen	zpívat	V;V.PTCP	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
gesungen	zpívala	singen	zpívat	V;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
gesungen	zpívám	singen	zpívam	V;V.PTCP	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
türken	turci	türken	turce	N;PL	N;ANIM;NOM;MASC;PL;POS
zeitweilig	dočasné	zeitweilig	dočasný	ADJ	ADJ;NOM;NEUT;SG;POS
zeitweilig	dočasná	zeitweilig	dočasný	ADJ	ADJ;NOM;FEM;SG;POS
zeitweilig	dočasný	zeitweilig	dočasný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
jährlichen	každoroční	jährlich	každoroční	ADJ	ADJ;NOM;MASC;SG;POS
jährlichen	roční	jährlich	roční	ADJ	ADJ;NOM;MASC;SG;POS
jährlichen	každoroční	jährlich	každoroční	ADJ	ADJ;NOM;MASC;SG;POS
jährlichen	roční	jährlich	roční	ADJ	ADJ;NOM;MASC;SG;POS
jährlichen	výroční	jährlich	výroční	ADJ	ADJ;NOM;MASC;SG;POS
überleben	přežít	überleben	přežít	V;NFIN	V;POS;NFIN
überleben	přežívá	überleben	přežívat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
stimmung	vibrace	stimmung	vibrace	N	N;NOM;FEM;PL;POS
stimmung	náladu	stimmung	nálada	N	N;ACC;FEM;SG;POS
stimmung	nálada	stimmung	nálada	N	N;NOM;FEM;SG;POS
stimmung	nálady	stimmung	nálada	N	N;NOM;FEM;PL;POS
stimmung	tuning	stimmung	tuning	N	N;INAN;NOM;MASC;SG;POS
anpassung	úprava	anpassung	úprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
anpassung	přizpůsobení	anpassung	přizpůsobení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
anpassung	přizpůsobování	anpassung	přizpůsobování	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
anpassung	adaptace	anpassung	adaptace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
anpassung	přizpůsobení	anpassung	přizpůsobení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
flach	plochý	flach	plochý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
flach	ploché	flach	plochý	ADJ	ADJ;NOM;NEUT;SG;POS
flach	plochá	flach	plochat	ADJ	ADJ;NOM;FEM;SG;POS
flach	povrchní	flach	povrchní	ADJ	ADJ;NOM;MASC;SG;POS
schwedisch	švédský	schwedisch	švédský	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
schwedisch	švédská	schwedisch	švédský	ADJ	ADJ;NOM;FEM;SG;POS
schwedisch	švédské	schwedisch	švédský	ADJ	ADJ;NOM;MASC;PL;POS
kostenlos	volná	kostenlos	volný	ADJ	ADJ;NOM;FEM;SG;POS
kostenlos	volné	kostenlos	volný	ADJ	ADJ;NOM;NEUT;SG;POS
kostenlos	volný	kostenlos	volný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
kostenlos	free	kostenlos	free	ADJ	ADJ;POS
tausende	tisíce	tausende	tisíc	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
israelischen	izraelské	israelisch	izraelský	ADJ;PL	ADJ;NOM;MASC;PL;POS
prototyp	prototyp	prototyp	prototyp	N	N;INAN;NOM;MASC;SG;POS
effekte	dopady	effekt	dopad	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
effekte	efekty	effekt	efekt	N;NOM;PL	N;INAN;NOM;MASC;PL;POS
