και	et	και	et	CONJ	CONJ
έλλειψη	déficience	έλλειψη	déficience	N;NOM;FEM;SG	N;FEM;SG
έλλειψη	manque	έλλειψη	manque	N;NOM;FEM;SG	N;MASC;SG
έλλειψη	pénurie	έλλειψη	pénurie	N;NOM;FEM;SG	N;FEM;SG
εγκαταστάσεις	installations	εγκατάσταση	installation	N;NOM;FEM;PL	N;FEM;PL
εγκαταστάσεις	équipements	εγκατάσταση	équipement	N;NOM;FEM;PL	N;MASC;PL
εγκαταστάσεις	installations	εγκατάσταση	installation	N;NOM;FEM;PL	N;FEM;PL
υψηλή	haut	ψηλός	haut	ADJ;NOM;FEM;SG	ADJ;MASC;SG
υψηλή	haute	ψηλός	haut	ADJ;NOM;FEM;SG	ADJ;FEM;SG
υψηλή	élevé	ψηλός	élevé	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κοινότητες	communautés	κοινότητα	communauté	N;NOM;FEM;PL	N;FEM;PL
κοινότητες	collectivités	κοινότητα	collectivité	N;NOM;FEM;PL	N;FEM;PL
βρέθηκαν	trouvées	βρίσκω	trouver	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
βρέθηκαν	trouvés	βρίσκω	trouver	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
κατάλογο	annuaire	κατάλογος	annuaire	N;ACC;MASC;SG	N;MASC;SG
κατάλογο	répertoire	κατάλογος	répertoire	N;ACC;MASC;SG	N;MASC;SG
κατάλογο	catalogue	κατάλογος	catalogue	N;ACC;MASC;SG	N;MASC;SG
κατάλογο	catalogue	κατάλογος	catalogue	N;ACC;MASC;SG	N;MASC;SG
κυριαρχία	souveraineté	κυριαρχία	souveraineté	N;ACC;FEM;SG	N;FEM;SG
κυριαρχία	domination	κυριαρχία	domination	N;ACC;FEM;SG	N;FEM;SG
κυριαρχία	domination	κυριαρχία	domination	N;ACC;FEM;SG	N;FEM;SG
κυριαρχία	dominance	κυριαρχία	dominance	N;ACC;FEM;SG	N;FEM;SG
κυριαρχία	prédominance	κυριαρχία	prédominance	N;ACC;FEM;SG	N;FEM;SG
κυριαρχία	dominion	κυριαρχία	dominion	N;ACC;FEM;SG	N;FEM;SG
βασικά	essentiellement	βασικά	essentiellement	ADV	ADV
βασικά	fondamentalement	βασικά	fondamentalement	ADV	ADV
διαχειριστές	administrateurs	διαχειριστής	administrateur	N;NOM;MASC;PL	N;MASC;PL
διαχειριστές	administrateurs	διαχειριστής	administrateur	N;NOM;MASC;PL	N;MASC;PL
διαχειριστές	directeurs	διαχειριστής	directeur	N;NOM;MASC;PL	N;MASC;PL
διαχειριστές	dirigeants	διαχειριστής	dirigeant	N;NOM;MASC;PL	N;MASC;PL
ευρώ	euro	ευρώ	euro	N;ACC;NEUT;SG	N;MASC;SG
ευρώ	euro	ευρώ	euro	N;ACC;NEUT;SG	N;MASC;SG
αντίστοιχο	correspondante	αντίστοιχος	correspondant	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
κυβερνήτης	gouverneure	κυβερνήτης	gouverneur	N;NOM;MASC;SG	N;FEM;SG
κυβερνήτης	gouverneur	κυβερνήτης	gouverneur	N;NOM;MASC;SG	N;MASC;SG
προγράμματα	programmes	πρόγραμμα	programme	N;NOM;NEUT;PL	N;MASC;PL
προσωπικά	personnellement	προσωπικά	personnellement	ADV	ADV
εισβολή	invasion	εισβολή	invasion	N;ACC;FEM;SG	N;FEM;SG
εισβολή	intrusion	εισβολή	intrusion	N;ACC;FEM;SG	N;FEM;SG
γραφή	rédaction	γραφή	rédaction	N;NOM;FEM;SG	N;FEM;SG
γραφή	écriture	γραφή	écriture	N;NOM;FEM;SG	N;FEM;SG
στρατιωτικός	militaire	στρατιωτικός	militaire	ADJ;NOM;MASC;SG	ADJ;MASC;SG
οργανισμός	organisation	οργανισμός	organisation	N;NOM;MASC;SG	N;FEM;SG
οργανισμός	organisation	οργανισμός	organisation	N;NOM;MASC;SG	N;FEM;SG
οργανισμός	agence	οργανισμός	agence	N;NOM;MASC;SG	N;FEM;SG
ρόλος	rôle	ρόλος	rôle	N;NOM;MASC;SG	N;MASC;SG
ιστότοπος	site	ιστότοπος	site	N;NOM;MASC;SG	N;MASC;SG
νοσοκομείο	hopital	νοσοκομείο	hopital	N;NOM;NEUT;SG	N;MASC;SG
νοσοκομείο	hôpital	νοσοκομείο	hôpital	N;NOM;NEUT;SG	N;MASC;SG
νοσοκομείο	hospitalisation	νοσοκομείο	hospitalisation	N;NOM;NEUT;SG	N;FEM;SG
κριτικές	examens	κριτικός	examen	N;NOM;FEM;PL	N;MASC;PL
κριτικές	critiques	κριτικός	critique	N;NOM;FEM;PL	N;MASC;PL
συμμετέχουν	participer	συμμετέχω	participer	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
πασοκ	pasok	πασοκ	pasok	N	N;MASC;SG
πολιτικοί	politiciens	πολιτικός	politicien	ADJ;NOM;MASC;PL	ADJ;MASC;PL
δει	vu	βλέπω	voir	V;PFV;FIN;ACT	V;MASC;SG;PST;V.PTCP
δει	vus	βλέπω	voir	V;PFV;FIN;ACT	V;MASC;PL;PST;V.PTCP
εκδόθηκε	émis	εκδίδω	émettre	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
εκδόθηκε	émise	εκδίδω	émettre	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
εκδόθηκε	délivré	εκδίδω	délivrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
όριο	limite	όριο	limite	N;NOM;NEUT;SG	N;FEM;SG
προφανώς	apparemment	προφανώς	apparemment	ADV	ADV
προφανώς	apparement	προφανώς	apparement	ADV	ADV
προφανώς	manifestement	προφανώς	manifestement	ADV	ADV
προφανώς	evidemment	προφανώς	evidemment	ADV	ADV
προφανώς	visiblement	προφανώς	visiblement	ADV	ADV
προφανώς	évidemment	προφανώς	évidemment	ADV	ADV
εμπόριο	commerce	εμπόριο	commerce	N;NOM;NEUT;SG	N;MASC;SG
εμπόριο	commerce	εμπόριο	commerce	N;NOM;NEUT;SG	N;MASC;SG
εμπόριο	échange	εμπόριο	échange	N;NOM;NEUT;SG	N;MASC;SG
ανάγκες	besoins	ανάγκη	besoin	N;NOM;FEM;PL	N;MASC;PL
χάρτη	plan	χάρτης	plan	N;ACC;MASC;SG	N;MASC;SG
χάρτη	carte	χάρτης	carte	N;ACC;MASC;SG	N;FEM;SG
χάρτη	affrètement	χάρτης	affrètement	N;ACC;MASC;SG	N;MASC;SG
χάρτη	charter	χάρτης	charter	N;ACC;MASC;SG	N;MASC;SG
χάρτη	charte	χάρτης	charte	N;ACC;MASC;SG	N;FEM;SG
προηγούμενη	précédente	προηγούμενος	précédent	ADJ;NOM;FEM;SG	ADJ;FEM;SG
προηγούμενη	précédent	προηγούμενος	précédent	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ποιήματα	poèmes	ποίημα	poème	N;NOM;NEUT;PL	N;MASC;PL
έντονα	fortement	έντονα	fortement	ADV	ADV
έντονα	intensément	έντονα	intensément	ADV	ADV
στόχος	objectif	στόχος	objectif	N;NOM;MASC;SG	N;MASC;SG
στόχος	objectif	στόχος	objectif	N;NOM;MASC;SG	N;MASC;SG
στόχος	cible	στόχος	cible	N;NOM;MASC;SG	N;FEM;SG
κέντρα	centres	κέντρο	centre	N;NOM;NEUT;PL	N;MASC;PL
άνοιξη	printemps	άνοιξη	printemps	N;NOM;FEM;SG	N;MASC;SG
άνοιξη	ressort	άνοιξη	ressort	N;NOM;FEM;SG	N;MASC;SG
ηλικίας	ère	ηλικία	ère	N;GEN;FEM;SG	N;FEM;SG
ηλικίας	age	ηλικία	age	N;GEN;FEM;SG	N;MASC;SG
ηλικίας	âge	ηλικία	âge	N;GEN;FEM;SG	N;MASC;SG
συγκροτήματα	bandes	σύγκροτημα	bande	N;NOM;NEUT;PL	N;FEM;PL
συγκροτήματα	groupes	σύγκροτημα	groupe	N;NOM;NEUT;PL	N;MASC;PL
συγκροτήματα	assemblages	σύγκροτημα	assemblage	N;NOM;NEUT;PL	N;MASC;PL
σκοπός	objet	σκοπός	objet	N;NOM;MASC;SG	N;MASC;SG
σκοπός	finalité	σκοπός	finalité	N;NOM;MASC;SG	N;FEM;SG
σκοπός	but	σκοπός	but	N;NOM;MASC;SG	N;MASC;SG
σκοπός	objectif	σκοπός	objectif	N;NOM;MASC;SG	N;MASC;SG
διαμερίσματα	appartements	διαμέρισμα	appartement	N;NOM;NEUT;PL	N;MASC;PL
λόγια	mots	λόγος	mot	N;NOM;NEUT;PL	N;MASC;PL
παραλία	plage	παραλία	plage	N;NOM;FEM;SG	N;FEM;SG
υποστηρίζει	supporte	υποστηρίζω	supporter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
υποστηρίζει	soutient	υποστηρίζω	soutenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πράγματι	effectivement	πράγματι	effectivement	ADV	ADV
παραιτήθηκε	démissionné	παραιτούμαι	démissionner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
δυτικό	ouest	δυτικός	ouest	N;NOM;NEUT;SG	N;MASC;SG
δυτικό	western	δυτικός	western	N;NOM;NEUT;SG	N;MASC;SG
συνεχώς	continuellement	συνεχώς	continuellement	ADV	ADV
συνεχώς	constamment	συνεχώς	constamment	ADV	ADV
συνεχώς	continuellement	συνεχώς	continuellement	ADV	ADV
μικρότερο	moindre	μικρός	moindre	ADJ;NOM;CMPR;NEUT;SG	ADJ;MASC;SG
σώματα	organes	σώμα	organe	N;NOM;NEUT;PL	N;MASC;PL
σώματα	carrosseries	σώμα	carrosserie	N;NOM;NEUT;PL	N;FEM;PL
εξαίρεση	exception	εξαίρεση	exception	N;ACC;FEM;SG	N;FEM;SG
εξαίρεση	exclusion	εξαίρεση	exclusion	N;ACC;FEM;SG	N;FEM;SG
εξαίρεση	exception	εξαίρεση	exception	N;ACC;FEM;SG	N;FEM;SG
εξαίρεση	dérogation	εξαίρεση	dérogation	N;ACC;FEM;SG	N;FEM;SG
εξαίρεση	exonération	εξαίρεση	exonération	N;ACC;FEM;SG	N;FEM;SG
εξαίρεση	exemption	εξαίρεση	exemption	N;ACC;FEM;SG	N;FEM;SG
αιτία	raison	αιτία	raison	N;NOM;FEM;SG	N;FEM;SG
αιτία	cause	αιτία	cause	N;NOM;FEM;SG	N;FEM;SG
ξεκινά	débute	ξεκινός	débuter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ξεκινά	commence	ξεκινός	commencer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ξεκινά	débute	ξεκινός	débuter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ξεκινά	démarre	ξεκινός	démarrer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ξεκινά	commence	ξεκινός	commencer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αθλητική	athlétique	αθλητικός	athlétique	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πολιτισμός	culture	πολιτισμός	culture	N;NOM;MASC;SG	N;FEM;SG
πολιτισμός	civilisation	πολιτισμός	civilisation	N;NOM;MASC;SG	N;FEM;SG
τράπεζα	banque	τράπεζα	banque	N;NOM;FEM;SG	N;FEM;SG
διατηρεί	maintient	διατηρώ	maintenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
διατηρεί	entretient	διατηρώ	entretenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
διαφορετική	différente	διαφορετικός	différent	ADJ;NOM;FEM;SG	ADJ;FEM;SG
διαφορετική	différent	διαφορετικός	différent	ADJ;NOM;FEM;SG	ADJ;MASC;SG
εκκλησίες	églises	εκκλησία	église	N;NOM;FEM;PL	N;FEM;PL
εκκλησίες	eglises	εκκλησία	eglise	N;NOM;FEM;PL	N;FEM;PL
πύργος	tour	πύργος	tour	N;NOM;MASC;SG	N;MASC;SG
σχολεία	ecoles	σχολείο	ecole	N;NOM;NEUT;PL	N;FEM;PL
σχολεία	écoles	σχολείο	école	N;NOM;NEUT;PL	N;FEM;PL
προπονητή	coach	προπονητής	coach	N;ACC;MASC;SG	N;MASC;SG
προπονητή	entraineur	προπονητής	entraîneur	N;ACC;MASC;SG	N;MASC;SG
προπονητή	entraîneur	προπονητής	entraîneur	N;ACC;MASC;SG	N;MASC;SG
συζητήσεις	discussions	συζήτηση	discussion	N;NOM;FEM;PL	N;FEM;PL
συζητήσεις	débats	συζήτηση	débat	N;NOM;FEM;PL	N;MASC;PL
αρχαίο	ancien	αρχαίος	ancien	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
αρχαίο	ancienne	αρχαίος	ancien	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
προώθηση	promotion	προώθηση	promotion	N;ACC;FEM;SG	N;FEM;SG
επίσκοπος	évêque	επίσκοπος	évêque	N;NOM;MASC;SG	N;MASC;SG
πλούσια	riche	πλούσιος	riche	ADJ;NOM;FEM;SG	ADJ;MASC;SG
παράσταση	performance	παράσταση	performance	N;ACC;FEM;SG	N;FEM;SG
παράσταση	rendement	παράσταση	rendement	N;ACC;FEM;SG	N;MASC;SG
παράσταση	spectacle	παράσταση	spectacle	N;ACC;FEM;SG	N;MASC;SG
περάσει	passer	περνώ	passer	V;PFV;NFIN;ACT	V;NFIN
περάσει	passe	περνώ	passer	V;PFV;NFIN;ACT	V;IND;SG;3;PRS;FIN
περάσει	passent	περνώ	passer	V;PFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
σοφία	sagesse	σοφία	sagesse	N;NOM;FEM;SG	N;FEM;SG
παρουσίαση	présentation	παρουσίαση	présentation	N;NOM;FEM;SG	N;FEM;SG
δυνατόν	possible	δυνατός	possible	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
κατάληψη	rachat	κατάληψη	rachat	N;ACC;FEM;SG	N;MASC;SG
αναγνώριση	identification	αναγνώριση	identification	N;ACC;FEM;SG	N;FEM;SG
αναγνώριση	reconnaissance	αναγνώριση	reconnaissance	N;ACC;FEM;SG	N;FEM;SG
τάγμα	bataillon	τάγμα	bataillon	N;NOM;NEUT;SG	N;MASC;SG
σήμα	clignotant	σήμα	clignoter	N;NOM;NEUT;SG	N;MASC;SG
σήμα	signal	σήμα	signal	N;NOM;NEUT;SG	N;MASC;SG
σήμα	insigne	σήμα	insigne	N;NOM;NEUT;SG	N;MASC;SG
σήμα	badge	σήμα	badge	N;NOM;NEUT;SG	N;MASC;SG
ευρήματα	constatations	εύρημα	constatation	N;NOM;NEUT;PL	N;FEM;PL
ευρήματα	conclusions	εύρημα	conclusion	N;NOM;NEUT;PL	N;FEM;PL
αεροσκάφος	avion	αεροσκάφος	avion	N;NOM;NEUT;SG	N;MASC;SG
χρόνος	temps	χρόνος	temps	N;NOM;MASC;SG	N;MASC;SG
χρόνος	heure	χρόνος	heure	N;NOM;MASC;SG	N;FEM;SG
πράξεις	opérations	πράξη	opération	N;NOM;FEM;PL	N;FEM;PL
πράξεις	actes	πράξη	acte	N;NOM;FEM;PL	N;MASC;PL
πράξεις	actions	πράξη	action	N;NOM;FEM;PL	N;FEM;PL
δυνατό	forte	δυνατός	fort	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
βασιλείς	rois	βασίλης	roi	N;NOM;MASC;PL	N;MASC;PL
βασιλείς	kings	βασίλης	king	N;NOM;MASC;PL	N;MASC;PL
βασιλείς	royals	βασίλης	royal	N;NOM;MASC;PL	N;MASC;PL
τουρκική	turque	τουρκικός	turc	ADJ;NOM;FEM;SG	ADJ;FEM;SG
τουρκική	turc	τουρκικός	turc	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δήμοι	communes	δήμος	commune	N;NOM;MASC;PL	N;FEM;PL
δήμοι	municipalités	δήμος	municipalité	N;NOM;MASC;PL	N;FEM;PL
ύφος	style	ύφος	style	N;NOM;NEUT;SG	N;MASC;SG
χώρους	espaces	χώρος	espace	N;ACC;MASC;PL	N;MASC;PL
ορθόδοξη	orthodoxe	ορθόδοξος	orthodoxe	ADJ;NOM;FEM;SG	ADJ;MASC;SG
παραστάσεις	performances	παράσταση	performance	N;NOM;FEM;PL	N;FEM;PL
παραστάσεις	spectacles	παράσταση	spectacle	N;NOM;FEM;PL	N;MASC;PL
παραστάσεις	représentations	παράσταση	représentation	N;NOM;FEM;PL	N;FEM;PL
παραστάσεις	spectacles	παράσταση	spectacle	N;NOM;FEM;PL	N;MASC;PL
παράγοντες	agents	παράγοντας	agent	N;NOM;MASC;PL	N;MASC;PL
παράγοντες	mandataires	παράγοντας	mandataire	N;NOM;MASC;PL	N;MASC;PL
παράγοντες	facteurs	παράγοντας	facteur	N;NOM;MASC;PL	N;MASC;PL
τεχνικές	techniques	τεχνικός	technique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
αστέρας	étoile	αστέρα	étoile	N;NOM;MASC;SG	N;FEM;SG
αστέρας	vedette	αστέρα	vedette	N;NOM;MASC;SG	N;FEM;SG
αστέρας	star	αστέρα	star	N;NOM;MASC;SG	N;FEM;SG
φυτά	plantes	φυτώ	plante	N;NOM;NEUT;PL	N;FEM;PL
προτάσεις	suggestions	πρόταση	suggestion	N;NOM;FEM;PL	N;FEM;PL
προτάσεις	propositions	πρόταση	proposition	N;NOM;FEM;PL	N;FEM;PL
προτάσεις	recommandations	πρόταση	recommandation	N;NOM;FEM;PL	N;FEM;PL
σύμβουλος	conseiller	σύμβουλος	conseiller	N;NOM;MASC;SG	N;MASC;SG
σύμβουλος	conseillère	σύμβουλος	conseiller	N;NOM;MASC;SG	N;FEM;SG
σύμβουλος	consultant	σύμβουλος	consulter	N;NOM;MASC;SG	N;MASC;SG
σύμβουλος	conseiller	σύμβουλος	conseiller	N;NOM;MASC;SG	N;MASC;SG
σύμβουλος	conseillère	σύμβουλος	conseiller	N;NOM;MASC;SG	N;FEM;SG
οικισμό	agglomération	οικισμός	agglomération	N;ACC;MASC;SG	N;FEM;SG
τεχνολογία	technologie	τεχνολογία	technologie	N;NOM;FEM;SG	N;FEM;SG
όπλα	armes	όπλο	arme	N;NOM;NEUT;PL	N;FEM;PL
όπλα	armements	όπλο	armement	N;NOM;NEUT;PL	N;MASC;PL
όπλα	armes	όπλο	arme	N;NOM;NEUT;PL	N;FEM;PL
όπλα	fusils	όπλο	fusil	N;NOM;NEUT;PL	N;MASC;PL
όπλα	armes	όπλο	arme	N;NOM;NEUT;PL	N;FEM;PL
όπλα	pistolets	όπλο	pistolet	N;NOM;NEUT;PL	N;MASC;PL
όπλα	canons	όπλο	canon	N;NOM;NEUT;PL	N;MASC;PL
έκρηξη	éruption	έκρηξη	éruption	N;ACC;FEM;SG	N;FEM;SG
έκρηξη	explosion	έκρηξη	explosion	N;ACC;FEM;SG	N;FEM;SG
έκρηξη	explosion	έκρηξη	explosion	N;ACC;FEM;SG	N;FEM;SG
συνέλευση	assemblée	συνέλευση	assemblée	N;NOM;FEM;SG	N;FEM;SG
συνέλευση	assemblage	συνέλευση	assemblage	N;NOM;FEM;SG	N;MASC;SG
συνέλευση	convention	συνέλευση	convention	N;NOM;FEM;SG	N;FEM;SG
επιτυχίες	réussites	επιτυχία	réussite	N;NOM;FEM;PL	N;FEM;PL
βασιλικό	royale	βασιλικός	royal	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
βασιλικό	royal	βασιλικός	royal	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πάρκο	parc	πάρκο	parc	N;NOM;NEUT;SG	N;MASC;SG
ποίηση	poésie	ποίηση	poésie	N;NOM;FEM;SG	N;FEM;SG
εθνών	nations	εθνό	nation	N;GEN;NEUT;PL	N;FEM;PL
ανατολικό	orientale	ανατολικός	oriental	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ανατολικό	orientale	ανατολικός	oriental	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ανατολικό	oriental	ανατολικός	oriental	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
διαστάσεις	dimensions	διάσταση	dimension	N;NOM;FEM;PL	N;FEM;PL
ερείπια	ruines	ερείπιο	ruine	N;NOM;NEUT;PL	N;FEM;PL
ασφάλεια	securité	ασφάλεια	securité	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	sûreté	ασφάλεια	sûreté	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	sécurité	ασφάλεια	sécurité	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	sûreté	ασφάλεια	sûreté	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	sécurité	ασφάλεια	sécurité	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	securite	ασφάλεια	securite	N;NOM;FEM;SG	N;FEM;SG
ασφάλεια	assurance	ασφάλεια	assurance	N;NOM;FEM;SG	N;FEM;SG
γραφείο	bureau	γραφείο	bureau	N;NOM;NEUT;SG	N;MASC;SG
καθημερινή	quotidien	καθημερινός	quotidien	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καθημερινή	quotidienne	καθημερινός	quotidien	ADJ;NOM;FEM;SG	ADJ;FEM;SG
καθημερινή	quotidien	καθημερινός	quotidien	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καθημερινή	journalier	καθημερινός	journalier	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καθημερινή	quotidienne	καθημερινός	quotidien	ADJ;NOM;FEM;SG	ADJ;FEM;SG
εσωτερική	interne	εσωτερικός	interne	ADJ;NOM;FEM;SG	ADJ;MASC;SG
απλή	simple	απλός	simple	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αρχεία	fichiers	αρχείο	fichier	N;NOM;NEUT;PL	N;MASC;PL
αρχεία	dossiers	αρχείο	dossier	N;NOM;NEUT;PL	N;MASC;PL
αρχεία	enregistrements	αρχείο	enregistrement	N;NOM;NEUT;PL	N;MASC;PL
αρχεία	records	αρχείο	record	N;NOM;NEUT;PL	N;MASC;PL
αρχεία	archives	αρχείο	archive	N;NOM;NEUT;PL	N;FEM;PL
διάκριση	discrimination	διάκριση	discrimination	N;ACC;FEM;SG	N;FEM;SG
διάκριση	distinction	διάκριση	distinction	N;ACC;FEM;SG	N;FEM;SG
εβδομάδες	semaines	εβδομάδα	semaine	N;NOM;FEM;PL	N;FEM;PL
επιστολή	lettre	επιστολή	lettre	N;ACC;FEM;SG	N;FEM;SG
συνεισφορά	contribution	συνεισφορά	contribution	N;ACC;FEM;SG	N;FEM;SG
συνεισφορά	cotisation	συνεισφορά	cotisation	N;ACC;FEM;SG	N;FEM;SG
πιθανότητα	probabilité	πιθανότητα	probabilité	N;ACC;FEM;SG	N;FEM;SG
πιθανότητα	vraisemblance	πιθανότητα	vraisemblance	N;ACC;FEM;SG	N;FEM;SG
πιθανότητα	possibilité	πιθανότητα	possibilité	N;ACC;FEM;SG	N;FEM;SG
εξέδωσε	émis	εκδίδω	émettre	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
εξέδωσε	émise	εκδίδω	émettre	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
εξέδωσε	délivré	εκδίδω	délivrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
πέρασμα	passage	πέρασμα	passage	N;NOM;NEUT;SG	N;MASC;SG
πέρασμα	pass	πέρασμα	pass	N;NOM;NEUT;SG	N;MASC;SG
έμβλημα	insigne	έμβλημα	insigne	N;NOM;NEUT;SG	N;MASC;SG
έμβλημα	emblème	έμβλημα	emblème	N;NOM;NEUT;SG	N;MASC;SG
γύρος	ronde	γύρος	ronde	N;NOM;MASC;SG	N;FEM;SG
γύρος	rond	γύρος	rond	N;NOM;MASC;SG	N;MASC;SG
γερμανικό	allemande	γερμανικός	allemand	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
βρετανική	britannique	βρετανικός	britannique	ADJ;NOM;FEM;SG	ADJ;MASC;SG
συγκρούσεις	conflits	σύγκρουση	conflit	N;NOM;FEM;PL	N;MASC;PL
συγκρούσεις	conflits	σύγκρουση	conflit	N;NOM;FEM;PL	N;MASC;PL
χειμώνα	hivers	χειμώνω	hiver	N;NOM;NEUT;PL	N;MASC;PL
εταιρείες	sociétés	εταιρεία	société	N;NOM;FEM;PL	N;FEM;PL
εταιρείες	compagnies	εταιρεία	compagnie	N;NOM;FEM;PL	N;FEM;PL
εταιρείες	entreprises	εταιρεία	entreprise	N;NOM;FEM;PL	N;FEM;PL
εταιρείες	sociétés	εταιρεία	société	N;NOM;FEM;PL	N;FEM;PL
εφημερίδες	journaux	εφημερίδα	journal	N;NOM;FEM;PL	N;MASC;PL
εφημερίδες	papiers	εφημερίδα	papier	N;NOM;FEM;PL	N;MASC;PL
αρχαιολογικό	archéologique	αρχαιολογικός	archéologique	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
μουσικός	musicienne	μουσικός	musicien	ADJ;NOM;MASC;SG	ADJ;FEM;SG
τραγουδίστρια	chanteur	τραγουδίστρια	chanteur	N;NOM;FEM;SG	N;MASC;SG
τραγουδίστρια	chanteuse	τραγουδίστρια	chanteur	N;NOM;FEM;SG	N;FEM;SG
κλίμακα	echelle	κλίμακα	echelle	N;NOM;FEM;SG	N;FEM;SG
κλίμακα	échelle	κλίμακα	échelle	N;NOM;FEM;SG	N;FEM;SG
ανέβηκε	téléchargé	αναβέκω	téléchargé	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
ανέβηκε	téléchargée	αναβέκω	téléchargé	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
μέλλον	avenir	μέλλον	avenir	N;NOM;NEUT;SG	N;MASC;SG
κύκλος	cercle	κύκλος	cercle	N;NOM;MASC;SG	N;MASC;SG
κύκλος	cycle	κύκλος	cycle	N;NOM;MASC;SG	N;MASC;SG
σκοτώθηκε	tué	σκοτώνω	tuer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;SG;PST;V.PTCP
σκοτώθηκε	tuée	σκοτώνω	tuer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
πρότεινε	suggérée	προτείνω	suggérer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
πρότεινε	suggéré	προτείνω	suggérer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
πρότεινε	proposé	προτείνω	proposer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
βασιλείας	bâle	βασιλεία	bâle	N;GEN;FEM;SG	N;MASC;SG
εφαρμογές	applications	εφαρμογή	application	N;NOM;FEM;PL	N;FEM;PL
εφαρμογές	demandes	εφαρμογή	demande	N;NOM;FEM;PL	N;FEM;PL
εφαρμογές	applications	εφαρμογή	application	N;NOM;FEM;PL	N;FEM;PL
εφαρμογές	apps	εφαρμογή	apps	N;NOM;FEM;PL	N;FEM;PL
αλλάξει	changé	αλλάζω	changer	V;PFV;NFIN;ACT	V;MASC;SG;PST;V.PTCP
αλλάξει	changée	αλλάζω	changer	V;PFV;NFIN;ACT	V;FEM;SG;PST;V.PTCP
αιώνες	siècles	αιώνας	siècle	N;NOM;MASC;PL	N;MASC;PL
χτίστηκε	construite	χτίζω	construire	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;SG;PST;V.PTCP
