על	om	על	om	ADP	ADP
החלטה	afgørelsen	החלטה	afgørelse	N;FEM;SG	N;DEF;MASC+FEM;SG
התחיל	startet	התחיל	starte	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
התחיל	påbegyndt	התחיל	påbegynde	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
התחיל	begyndte	התחיל	begynde	V;MASC;SG;3;PST	V;IND;PST;FIN;ACT
התחיל	begyndt	התחיל	begynde	V;MASC;SG;3;PST	V;INDF;SG;PST;V.PTCP
התחיל	startede	התחיל	starte	V;MASC;SG;3;PST	V;IND;PST;FIN;ACT
אירוע	hændelse	אירוע	hændelse	N;MASC;SG	N;INDF;MASC+FEM;SG
אירוע	begivenheden	אירוע	begivenhed	N;MASC;SG	N;DEF;MASC+FEM;SG
אירוע	event	אירוע	event	N;MASC;SG	N;INDF;MASC+FEM;SG
אירוע	begivenhed	אירוע	begivenhed	N;MASC;SG	N;INDF;MASC+FEM;SG
הודיע	orienteret	הודיע	orientere	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	oplyst	הודיע	oplyse	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	underrettet	הודיע	underrettet	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	informeret	הודיע	informere	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	meddelt	הודיע	meddele	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	annoncerede	הודיע	annoncere	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
הודיע	annonceret	הודיע	annoncere	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	bekendtgjort	הודיע	bekendtgøre	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	bebudet	הודיע	bebude	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הודיע	meddelte	הודיע	meddele	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
בנק	banking	בנק	banking	N;MASC;SG	N;INDF;MASC+FEM;SG
בנק	bankvirksomhed	בנק	bankvirksomhed	N;MASC;SG	N;INDF;MASC+FEM;SG
בנק	bankvæsen	בנק	bankvæsen	N;MASC;SG	N;INDF;NEUT;SG
בנק	banken	בנק	bank	N;MASC;SG	N;DEF;MASC+FEM;SG
בנק	bank	בנק	bank	N;MASC;SG	N;INDF;MASC+FEM;SG
מועדונים	klubber	מועדון	klub	N;MASC;PL	N;INDF;MASC+FEM;PL
מועדונים	natklubber	מועדון	natklub	N;MASC;PL	N;INDF;MASC+FEM;PL
מועדונים	køller	מועדון	kølle	N;MASC;PL	N;INDF;MASC+FEM;PL
מועדונים	klubberne	מועדון	klub	N;MASC;PL	N;DEF;MASC+FEM;PL
חזק	kraftfuld	חזק	kraftfuld	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חזק	magtfuld	חזק	magtfuld	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חזק	stram	חזק	stram	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חזק	kraftig	חזק	kraftig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חזק	stærk	חזק	stærk	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
אישור	tilladelse	אישור	tilladelse	N;MASC;SG	N;INDF;MASC+FEM;SG
אישור	bekræftelse	אישור	bekræftelse	N;MASC;SG	N;INDF;MASC+FEM;SG
מוות	død	מוות	død	N;MASC;SG	N;INDF;MASC+FEM;SG
מוות	døden	מוות	død	N;MASC;SG	N;DEF;MASC+FEM;SG
מצא	fundne	מצא	fundne	V;MASC;SG;3;PST;ACT	V;NFIN;ACT
מצא	fandt	מצא	finde	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
מצא	fundet	מצא	finde	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
מצא	finde	מצא	finde	V;MASC;SG;3;PST;ACT	V;NFIN;ACT
מצא	find	מצא	find	V;MASC;SG;3;PST;ACT	V;IMP
מיקום	placering	מיקום	placering	N;MASC;SG	N;INDF;MASC+FEM;SG
מיקום	lokalisering	מיקום	lokalisering	N;MASC;SG	N;INDF;MASC+FEM;SG
מיקום	beliggenhed	מיקום	beliggenhed	N;MASC;SG	N;INDF;MASC+FEM;SG
מיקום	sted	מיקום	sted	N;MASC;SG	N;INDF;NEUT;SG
מיקום	placering	מיקום	placering	N;MASC;SG	N;INDF;MASC+FEM;SG
מיקום	lokation	מיקום	lokation	N;MASC;SG	N;INDF;MASC+FEM;SG
ממשיך	forsætter	המשיך	forsætte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
ממשיך	fortsætter	המשיך	fortsætte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
ממשיך	fortsætter	המשיך	fortsætte	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מאמן	træner	מאמן	træne	N;MASC;SG	N;INDF;MASC+FEM;SG
מאמן	coaching	מאמן	coaching	N;MASC;SG	N;INDF;MASC+FEM;SG
מאמן	træneren	מאמן	træner	N;MASC;SG	N;DEF;MASC+FEM;SG
מאמן	coach	מאמן	coach	N;MASC;SG	N;INDF;MASC+FEM;SG
מאמן	træner	מאמן	træne	N;MASC;SG	N;INDF;MASC+FEM;SG
פירוש	fortolkning	פירוש	fortolkning	N;MASC;SG	N;INDF;MASC+FEM;SG
פירוש	tolkning	פירוש	tolkning	N;MASC;SG	N;INDF;MASC+FEM;SG
טקסט	tekst	טקסט	tekst	N;MASC;SG	N;INDF;MASC+FEM;SG
טקסט	sms	טקסט	sms	N;MASC;SG	N;INDF;MASC+FEM;SG
טקסט	teksten	טקסט	tekst	N;MASC;SG	N;DEF;MASC+FEM;SG
שבעה	syv	שבעה	syv	NUM;MASC;SG	NUM
קרבות	slåskampe	קרב	slåskampe	N;MASC;PL	N;INDF;MASC+FEM;PL
קרבות	kampe	קרב	kamp	N;MASC;PL	N;INDF;MASC+FEM;PL
קרבות	kampe	קרב	kamp	N;MASC;PL	N;INDF;MASC+FEM;PL
פורטל	portal	פורטל	portal	N;MASC;SG	N;INDF;MASC+FEM;SG
פורטל	portalen	פורטל	portale	N;MASC;SG	N;DEF;MASC+FEM;SG
ביקש	anmodet	ביקש	anmod	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
ביקש	krævet	ביקש	kræve	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
ביקש	spurgte	ביקש	spørge	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
ביקש	spurgt	ביקש	spørge	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
יישובים	boligområder	יישוב	boligområder	N;MASC;PL	N;INDF;NEUT;PL
יישובים	bosættelser	יישוב	bosættelse	N;MASC;PL	N;INDF;MASC+FEM;PL
קרא	læse	קרא	læse	V;MASC;SG;3;PST;ACT	V;NFIN;ACT
קרא	læs	קרא	læs	V;MASC;SG;3;PST;ACT	V;IMP
קרא	læst	קרא	læse	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
הסדר	seder	הסדר	sede	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	forlig	הסדר	forlig	N;MASC;SG	N;INDF;NEUT;SG
הסדר	afvikling	הסדר	afvikling	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	afregning	הסדר	afregning	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	bestilling	הסדר	bestilling	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	ordre	הסדר	ordre	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	rækkefølge	הסדר	rækkefølg	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	ordning	הסדר	ordning	N;MASC;SG	N;INDF;MASC+FEM;SG
הסדר	arrangement	הסדר	arrangement	N;MASC;SG	N;INDF;NEUT;SG
אוכל	mad	אוכל	mad	N;MASC;SG	N;INDF;MASC+FEM;SG
שמן	olien	שמן	olie	N;MASC;SG	N;DEF;MASC+FEM;SG
שמן	olie	שמן	olie	N;MASC;SG	N;INDF;MASC+FEM;SG
שמן	fedtstof	שמן	fedtstof	N;MASC;SG	N;INDF;NEUT;SG
גילוי	detektion	גילוי	detektion	N;MASC;SG	N;INDF;MASC+FEM;SG
גילוי	afsløring	גילוי	afsløring	N;MASC;SG	N;INDF;MASC+FEM;SG
גילוי	påvisning	גילוי	påvisning	N;MASC;SG	N;INDF;MASC+FEM;SG
גילוי	detektering	גילוי	detektering	N;MASC;SG	N;INDF;MASC+FEM;SG
גילוי	opdagelse	גילוי	opdagelse	N;MASC;SG	N;INDF;MASC+FEM;SG
שאלות	spørgsmål	שאלה	spørgsmål	N;FEM;PL	N;INDF;NEUT;PL
מתייחס	henvise	התייחס	henvise	V;MASC;SG;V.PTCP	V;NFIN;ACT
מתייחס	henvis	התייחס	henvis	V;MASC;SG;V.PTCP	V;IMP
הצעה	forslaget	הצעה	forslag	N;FEM;SG	N;DEF;NEUT;SG
הצעה	tilbuddet	הצעה	tilbud	N;FEM;SG	N;DEF;NEUT;SG
זהות	identitet	זהות	identitet	N;FEM;SG	N;INDF;MASC+FEM;SG
ביטחון	tillid	ביטחון	tillid	N;MASC;SG	N;INDF;MASC+FEM;SG
ביטחון	tilliden	ביטחון	tillid	N;MASC;SG	N;DEF;MASC+FEM;SG
ביטחון	selvtillid	ביטחון	selvtillid	N;MASC;SG	N;INDF;MASC+FEM;SG
ביטחון	selvtilliden	ביטחון	selvtillid	N;MASC;SG	N;DEF;MASC+FEM;SG
ביטחון	tryghed	ביטחון	tryghed	N;MASC;SG	N;INDF;MASC+FEM;SG
ביטחון	sikkerhed	ביטחון	sikkerhed	N;MASC;SG	N;INDF;MASC+FEM;SG
שלם	hele	שלם	hel	ADJ;MASC;SG	ADJ;DEF;SG
שלם	komplet	שלם	komplet	ADJ;MASC;SG	ADJ;INDF;SG
ממשלה	regering	ממשלה	regering	N;FEM;SG	N;INDF;MASC+FEM;SG
ממשלה	regeringen	ממשלה	regering	N;FEM;SG	N;DEF;MASC+FEM;SG
חשובים	vigtige	חשוב	vigtig	ADJ;MASC;PL	ADJ;PL
אמת	sand	אמת	sand	N;FEM;SG	N;INDF;MASC+FEM;SG
אמת	sandheden	אמת	sandhed	N;FEM;SG	N;DEF;MASC+FEM;SG
אמת	sandhed	אמת	sandhed	N;FEM;SG	N;INDF;MASC+FEM;SG
תוכנה	program	תוכנה	program	N;FEM;SG	N;INDF;NEUT;SG
תוכנה	programmet	תוכנה	program	N;FEM;SG	N;DEF;NEUT;SG
תוכנה	softwaren	תוכנה	softwar	N;FEM;SG	N;DEF;MASC+FEM;SG
תוכנה	programmel	תוכנה	programmel	N;FEM;SG	N;INDF;NEUT;SG
תוכנה	software	תוכנה	softwar	N;FEM;SG	N;INDF;MASC+FEM;SG
התזמורת	orkestret	התזמורת	orkestre	N	N;DEF;NEUT;SG
התזמורת	orkester	התזמורת	orkester	N	N;INDF;NEUT;SG
מורכבת	sammensat	הורכב	sammensætte	V;FEM;SG;V.PTCP;PASS	V;INDF;SG;PST;V.PTCP
משותף	fælles	משותף	fælles	ADJ;MASC;SG	ADJ
משותף	almindelig	משותף	almindelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
חברתי	socialt	חברתי	socialt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
הביאו	bragte	הביא	bringe	V;PL;3;PST;ACT	V;IND;PST;FIN;ACT
הביאו	medbragte	הביא	medbringe	V;PL;3;PST;ACT	V;IND;PST;FIN;ACT
הביאו	bring	הביא	bring	V;PL;3;PST;ACT	V;IMP
הביאו	medbring	הביא	medbring	V;PL;3;PST;ACT	V;IMP
הוצאה	udgift	הוצאה	udgift	N;FEM;SG	N;INDF;MASC+FEM;SG
הוצאה	udgift	הוצאה	udgift	N;FEM;SG	N;INDF;MASC+FEM;SG
הוצאה	bekostning	הוצאה	bekostning	N;FEM;SG	N;INDF;MASC+FEM;SG
צלב	kryds	צלב	kryds	N;MASC;SG	N;INDF;NEUT;SG
צלב	kors	צלב	kors	N;MASC;SG	N;INDF;NEUT;SG
סיוע	bistand	סיוע	bistand	N;MASC;SG	N;INDF;MASC+FEM;SG
סיוע	støtte	סיוע	støtte	N;MASC;SG	N;INDF;MASC+FEM;SG
סיוע	assistance	סיוע	assistance	N;MASC;SG	N;INDF;MASC+FEM;SG
סיוע	bistand	סיוע	bistand	N;MASC;SG	N;INDF;MASC+FEM;SG
הגרסה	version	הגרסה	version	N;FEM;SG	N;INDF;MASC+FEM;SG
הגרסה	versionen	הגרסה	version	N;FEM;SG	N;DEF;MASC+FEM;SG
הגרסה	udgave	הגרסה	udgave	N;FEM;SG	N;INDF;MASC+FEM;SG
ישיבה	møde	ישיבה	møde	N;FEM;SG	N;INDF;NEUT;SG
ישיבה	mødet	ישיבה	møde	N;FEM;SG	N;DEF;NEUT;SG
יצירה	skabelse	יצירה	skabelse	N;FEM;SG	N;INDF;MASC+FEM;SG
יצירה	oprettelse	יצירה	oprettelse	N;FEM;SG	N;INDF;MASC+FEM;SG
החדשים	nybegyndere	החדש	nybegynder	N;MASC;PL	N;INDF;MASC+FEM;PL
תלמידים	eleverne	תלמיד	elev	N;MASC;PL	N;DEF;MASC+FEM;PL
תלמידים	elever	תלמיד	elev	N;MASC;PL	N;INDF;MASC+FEM;PL
תלמידים	studenter	תלמיד	student	N;MASC;PL	N;INDF;NEUT;PL
חלל	rummet	חלל	rum	N;MASC;SG	N;DEF;NEUT;SG
חלל	plads	חלל	plads	N;MASC;SG	N;INDF;MASC+FEM;SG
חלל	rumforskning	חלל	rumforskning	N;MASC;SG	N;INDF;MASC+FEM;SG
חלל	rum	חלל	rum	N;MASC;SG	N;INDF;NEUT;SG
תכונות	egenskaber	תכונה	egenskab	N;FEM;PL	N;INDF;MASC+FEM;PL
תכונות	særtræk	תכונה	særtræk	N;FEM;PL	N;INDF;NEUT;PL
תכונות	funktioner	תכונה	funktion	N;FEM;PL	N;INDF;MASC+FEM;PL
תכונות	egenskaber	תכונה	egenskab	N;FEM;PL	N;INDF;MASC+FEM;PL
תכונות	attributter	תכונה	attribut	N;FEM;PL	N;INDF;MASC+FEM;PL
תכונות	egenskaber	תכונה	egenskab	N;FEM;PL	N;INDF;MASC+FEM;PL
תכונות	ejendomme	תכונה	ejendom	N;FEM;PL	N;INDF;MASC+FEM;PL
נרחב	omfattende	נרחב	omfattende	ADJ;MASC;SG	ADJ
נרחב	ekstensiv	נרחב	ekstensiv	ADJ;MASC;SG	ADJ;INDF;SG
טווח	rækkevidde	טווח	rækkevidde	N;MASC;SG	N;INDF;MASC+FEM;SG
טווח	afstand	טווח	afstand	N;MASC;SG	N;INDF;MASC+FEM;SG
טווח	sortiment	טווח	sortiment	N;MASC;SG	N;INDF;NEUT;SG
טווח	interval	טווח	interval	N;MASC;SG	N;INDF;NEUT;SG
מציג	indfører	הציג	indføre	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	indføre	הציג	indføre	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
מציג	introducerer	הציג	introducere	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	fremviser	הציג	fremvise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	seer	הציג	se	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	præsenterer	הציג	præsentere	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	viser	הציג	vise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	udstiller	הציג	udstille	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	viser	הציג	vise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מציג	viser	הציג	vise	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
החליטה	besluttet	החליט	beslutte	V;FEM;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
החליטה	besluttede	החליט	beslutte	V;FEM;SG;3;PST;ACT	V;IND;PST;FIN;ACT
מחלוקת	uoverensstemmelse	מחלוקת	uoverensstemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	uenigheden	מחלוקת	uenighed	N;FEM;SG	N;DEF;MASC+FEM;SG
מחלוקת	uenighed	מחלוקת	uenighed	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	tvist	מחלוקת	tvist	N;FEM;SG	N;INDF;NEUT;SG
מחלוקת	strid	מחלוקת	strid	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	uoverensstemmelse	מחלוקת	uoverensstemmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	polemik	מחלוקת	polemik	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	strid	מחלוקת	strid	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	kontrovers	מחלוקת	kontrovers	N;FEM;SG	N;INDF;MASC+FEM;SG
מחלוקת	uenighed	מחלוקת	uenighed	N;FEM;SG	N;INDF;MASC+FEM;SG
עותקים	kopier	עותק	kopie	N;MASC;PL	N;INDF;MASC+FEM;PL
עותקים	eksemplarer	עותק	eksemplar	N;MASC;PL	N;INDF;NEUT;PL
חזקה	kraftig	חזק	kraftig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
חזקה	stærk	חזק	stærk	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
חזקה	kraftfuld	חזק	kraftfuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
חזקה	magtfuld	חזק	magtfuld	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
צדק	justitsministeriet	צדק	justitsministerium	N;MASC;SG	N;DEF;NEUT;SG
צדק	retfærdighed	צדק	retfærdighed	N;MASC;SG	N;INDF;MASC+FEM;SG
שיעור	lektion	שיעור	lektion	N;MASC;SG	N;INDF;MASC+FEM;SG
שיעור	lektie	שיעור	lektie	N;MASC;SG	N;INDF;MASC+FEM;SG
שיעור	rate	שיעור	rate	N;MASC;SG	N;INDF;MASC+FEM;SG
שיעור	sats	שיעור	sats	N;MASC;SG	N;INDF;MASC+FEM;SG
מבקש	spørger	ביקש	spørge	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
מבקש	spørge	ביקש	spørge	V;MASC;SG;V.PTCP;ACT	V;NFIN;ACT
מבקש	anmoder	ביקש	anmode	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;ACT
טקס	ceremoni	טקס	ceremoni	N;MASC;SG	N;INDF;MASC+FEM;SG
טקס	højtidelighed	טקס	højtidelighed	N;MASC;SG	N;INDF;MASC+FEM;SG
טקס	ceremonien	טקס	ceremonie	N;MASC;SG	N;DEF;MASC+FEM;SG
טקס	ritual	טקס	ritual	N;MASC;SG	N;INDF;NEUT;SG
התנהגות	opførsel	התנהגות	opførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
התנהגות	adfærd	התנהגות	adfærd	N;FEM;SG	N;INDF;MASC+FEM;SG
התנהגות	opførsel	התנהגות	opførsel	N;FEM;SG	N;INDF;MASC+FEM;SG
התנהגות	adfærd	התנהגות	adfærd	N;FEM;SG	N;INDF;MASC+FEM;SG
אפשרי	muligt	אפשרי	mulig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
אפשרי	mulig	אפשרי	mulig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
לתקן	ordne	תיקן	ordne	V;NFIN;ACT	V;NFIN;ACT
לתקן	fixe	תיקן	fixe	V;NFIN;ACT	V;NFIN;ACT
תכנון	planlægningen	תכנון	planlægning	N;MASC;SG	N;DEF;MASC+FEM;SG
תכנון	planlægning	תכנון	planlægning	N;MASC;SG	N;INDF;MASC+FEM;SG
לספק	give	סיפק	give	V;NFIN;ACT	V;NFIN;ACT
לספק	levere	סיפק	levere	V;NFIN;ACT	V;NFIN;ACT
הציע	foreslog	הציע	foreslå	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
הציע	foreslået	הציע	foreslå	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
מרד	opstanden	מרד	opstand	N;MASC;SG	N;DEF;MASC+FEM;SG
מרד	opstand	מרד	opstand	N;MASC;SG	N;INDF;MASC+FEM;SG
מרד	opstand	מרד	opstand	N;MASC;SG	N;INDF;MASC+FEM;SG
מרד	mytteri	מרד	mytteri	N;MASC;SG	N;INDF;NEUT;SG
מרד	oprør	מרד	oprør	N;MASC;SG	N;INDF;NEUT;SG
מרד	oprøret	מרד	oprør	N;MASC;SG	N;DEF;NEUT;SG
עצמאי	selvstændig	עצמאי	selvstændig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
עצמאי	selvstændigt	עצמאי	selvstændigt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
עצמאי	uafhængig	עצמאי	uafhængig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
נבחרה	valgt	נבחר	vælge	V;FEM;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
נבחרה	udvalgt	נבחר	udvælge	V;FEM;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
נבחרה	markeret	נבחר	markere	V;FEM;SG;3;PST;MID	V;INDF;SG;PST;V.PTCP
מטרות	målsætninger	מטרה	målsætning	N;FEM;PL	N;INDF;MASC+FEM;PL
מטרות	målene	מטרה	mål	N;FEM;PL	N;DEF;MASC+FEM;PL
מטרות	målsætninger	מטרה	målsætning	N;FEM;PL	N;INDF;MASC+FEM;PL
נקודה	tidsrum	נקודה	tidsrum	N;FEM;SG	N;INDF;NEUT;SG
נקודה	periode	נקודה	periode	N;FEM;SG	N;INDF;MASC+FEM;SG
נקודה	perioden	נקודה	periode	N;FEM;SG	N;DEF;MASC+FEM;SG
נקודה	prik	נקודה	prik	N;FEM;SG	N;INDF;MASC+FEM;SG
נקודה	punkt	נקודה	punkt	N;FEM;SG	N;INDF;NEUT;SG
נקודה	point	נקודה	point	N;FEM;SG	N;INDF;NEUT;SG
חיפוש	søgning	חיפוש	søgning	N;MASC;SG	N;INDF;MASC+FEM;SG
חיפוש	søgning	חיפוש	søgning	N;MASC;SG	N;INDF;MASC+FEM;SG
עושים	laver	עשה	lave	V;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
לפתח	udvikler	פיתח	udvikel	V;NFIN;ACT	V;IND;PRS;FIN;ACT
לפתח	udvikle	פיתח	udvikle	V;NFIN;ACT	V;NFIN;ACT
ענק	gigant	ענק	gigant	N;MASC;SG	N;INDF;MASC+FEM;SG
ענק	giant	ענק	giant	N;MASC;SG	N;INDF;NEUT;SG
נפרד	særskilt	נפרד	særskilt	ADJ;MASC;SG	ADJ;INDF;SG
ארגוני	organisationer	ארגון	organisation	N;MASC;PL	N;INDF;MASC+FEM;PL
ארגוני	organisationerne	ארגון	organisation	N;MASC;PL	N;DEF;MASC+FEM;PL
נוסעים	passagerer	נוסע	passager	N;MASC;PL	N;INDF;MASC+FEM;PL
נוסעים	passagererne	נוסע	passager	N;MASC;PL	N;DEF;MASC+FEM;PL
זרם	bæk	זרם	bæk	N;MASC;SG	N;INDF;MASC+FEM;SG
זרם	strøm	זרם	strøm	N;MASC;SG	N;INDF;MASC+FEM;SG
נתון	given	נתון	give	N;MASC;SG	N;INDF;MASC+FEM;SG
מלון	hotellet	מלון	hotel	N;MASC;SG	N;DEF;NEUT;SG
מלון	hotel	מלון	hotel	N;MASC;SG	N;INDF;NEUT;SG
עיטור	medalje	עיטור	medalje	N;MASC;SG	N;INDF;MASC+FEM;SG
עיטור	medaljen	עיטור	medalje	N;MASC;SG	N;DEF;MASC+FEM;SG
עצמאית	uafhængigt	עצמאי	uafhængig	ADV	ADV
עיבוד	forarbejdning	עיבוד	forarbejdning	N;MASC;SG	N;INDF;MASC+FEM;SG
עמודים	grundpiller	עמוד	grundpil	N;MASC;PL	N;INDF;NEUT;PL
עמודים	søjler	עמוד	søjle	N;MASC;PL	N;INDF;MASC+FEM;PL
עמודים	søjlerne	עמוד	søjle	N;MASC;PL	N;DEF;MASC+FEM;PL
עמודים	sider	עמוד	side	N;MASC;PL	N;INDF;MASC+FEM;PL
עמודים	spalter	עמוד	spalter	N;MASC;PL	N;INDF;MASC+FEM;PL
עמודים	søjler	עמוד	søjle	N;MASC;PL	N;INDF;MASC+FEM;PL
עמודים	kolonner	עמוד	kolon	N;MASC;PL	N;INDF;MASC+FEM;PL
מופיעים	fremstår	הופיע	fremstår	V;MASC;PL;V.PTCP;ACT	V;IND;PRS;FIN;ACT
קרקע	jordbunden	קרקע	jordbund	N;FEM;SG	N;DEF;MASC+FEM;SG
קרקע	jord	קרקע	jord	N;FEM;SG	N;INDF;MASC+FEM;SG
קרקע	jordbund	קרקע	jordbund	N;FEM;SG	N;INDF;MASC+FEM;SG
קרקע	jord	קרקע	jord	N;FEM;SG	N;INDF;MASC+FEM;SG
קרקע	land	קרקע	land	N;FEM;SG	N;INDF;NEUT;SG
קרקע	jorden	קרקע	jord	N;FEM;SG	N;DEF;MASC+FEM;SG
קרקע	jord	קרקע	jord	N;FEM;SG	N;INDF;MASC+FEM;SG
לכאורה	angiveligt	לכאורה	angiveligt	ADV	ADV
לכאורה	antageligt	לכאורה	antagelig	ADV	ADV
לכאורה	angiveligt	לכאורה	angiveligt	ADV	ADV
לקיים	opretholde	קיים	opretholde	V;NFIN;ACT	V;NFIN;ACT
מעניין	spændende	מעניין	spændende	ADJ;MASC;SG	ADJ
מעניין	interessant	מעניין	interessant	ADJ;MASC;SG	ADJ;INDF;SG
צורה	formen	צורה	formen	N;FEM;SG	N;DEF;MASC+FEM;SG
צורה	form	צורה	form	N;FEM;SG	N;INDF;MASC+FEM;SG
צורה	formular	צורה	formular	N;FEM;SG	N;INDF;MASC+FEM;SG
צורה	blanket	צורה	blanke	N;FEM;SG	N;INDF;NEUT;SG
צורה	form	צורה	form	N;FEM;SG	N;INDF;MASC+FEM;SG
צורה	formen	צורה	formen	N;FEM;SG	N;DEF;MASC+FEM;SG
הצלב	kryds	הצלב	kryds	N;MASC;SG	N;INDF;NEUT;SG
הצלב	kors	הצלב	kors	N;MASC;SG	N;INDF;NEUT;SG
חשובה	vigtig	חשוב	vigtig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
חשובה	vigtigt	חשוב	vigtig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
הבקיע	scorede	הבקיע	score	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;ACT
הבקיע	scoret	הבקיע	scor	V;MASC;SG;3;PST;ACT	V;INDF;SG;PST;V.PTCP
ציוד	udstyr	ציוד	udstyr	N;MASC;SG	N;INDF;NEUT;SG
ציוד	grej	ציוד	grej	N;MASC;SG	N;INDF;NEUT;SG
ציוד	gear	ציוד	gear	N;MASC;SG	N;INDF;MASC+FEM;SG
ציוד	redskab	ציוד	redskab	N;MASC;SG	N;INDF;NEUT;SG
עיתון	avispapir	עיתון	avispapir	N;MASC;SG	N;INDF;NEUT;SG
עיתון	avisen	עיתון	avis	N;MASC;SG	N;DEF;MASC+FEM;SG
עיתון	avis	עיתון	avis	N;MASC;SG	N;INDF;MASC+FEM;SG
עיתון	dagbladet	עיתון	dagblad	N;MASC;SG	N;DEF;NEUT;SG
עיתון	papir	עיתון	papir	N;MASC;SG	N;INDF;NEUT;SG
