par	za	par	za		
čempioni	šampióni	čempionis	šampióň	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
čempioni	majstrov	čempionis	majster	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
sacīkstes	preteky	sacīkste	preteky	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
sacīkstes	závody	sacīkste	závod	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
sacīkstes	rasy	sacīkste	rasa	N;NOM;FEM;PL	N;NOM;FEM;PL
sacīkstes	preteky	sacīkste	preteky	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
sacīkstes	preteky	sacīkste	preteky	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
sacīkstes	rasy	sacīkste	rasa	N;NOM;FEM;PL	N;NOM;FEM;PL
arhitekts	architekt	arhitekts	architekt	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
autoceļš	diaľnica	autoceļš	diaľnica	N;NOM;MASC;SG	N;NOM;FEM;SG
autoceļš	cesta	autoceļš	cesta	N;NOM;MASC;SG	N;NOM;FEM;SG
nodaļas	divízie	nodaļa	divízia	N;NOM;FEM;PL	N;NOM;FEM;PL
nodaļas	odbory	nodaļa	odbor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
nodaļas	kapitoly	nodaļa	kapitola	N;NOM;FEM;PL	N;NOM;FEM;PL
nodaļas	oddiely	nodaļa	oddiel	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
nodaļas	úseky	nodaļa	úsek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
nodaļas	sekcie	nodaļa	sekcia	N;NOM;FEM;PL	N;NOM;FEM;PL
maršruts	trasa	maršruts	triasť	N;NOM;MASC;SG	N;NOM;FEM;SG
maršruts	cesta	maršruts	cesta	N;NOM;MASC;SG	N;NOM;FEM;SG
maršruts	trasa	maršruts	triasť	N;NOM;MASC;SG	N;NOM;FEM;SG
janvāra	januára	janvāris	január	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
ģimene	rodinka	ģimene	rodinka	N;NOM;FEM;SG	N;NOM;FEM;SG
ģimene	family	ģimene	famila	N;NOM;FEM;SG	N;NOM;FEM;SG
ģimene	rodina	ģimene	rodina	N;NOM;FEM;SG	N;NOM;FEM;SG
karte	mapa	karte	mapa	N;NOM;FEM;SG	N;NOM;FEM;SG
vecākais	starší	vecs	starý	ADJ;NOM;CMPR;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
piedalīties	zúčastniť	piedalīties	zúčastniť	V;POS;REFL;NFIN	V;PFV;POS;NFIN
ārsts	liečiteľ	ārsts	liečiteľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ārsts	lekár	ārsts	lekár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ārsts	doktor	ārsts	doktor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ārsts	lekár	ārsts	lekár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ārsts	lekárka	ārsts	lekárka	N;NOM;MASC;SG	N;NOM;FEM;SG
labāk	lepšie	labi	dobre	ADV;CMPR	ADV;CMPR
lietot	používať	lietot	používať	V;POS;NFIN	V;IPFV;POS;NFIN
lietot	použiť	lietot	použiť	V;POS;NFIN	V;PFV;POS;NFIN
lietot	použite	lietot	použita	V;POS;NFIN	V;PFV;IMP;PL;2;POS;FIN
aizņem	obsadiť	aizņemt	obsadiť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
aizņem	zaberá	aizņemt	zabrať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
līča	zálive	līcis	záliva	N;NOM;MASC;SG	N;NOM;FEM;SG
līča	záliv	līcis	záliv	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
līča	priepasť	līcis	priepasť	N;NOM;MASC;SG	N;NOM;FEM;SG
lielāks	väčšia	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
lielāks	väčší	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
lielāks	väčšia	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
lielāks	väčší	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
lielāks	väčšia	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
lielāks	väčší	liels	veľký	ADJ;NOM;CMPR;MASC;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
nosaukumi	názvy	nosaukums	názov	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
nosaukumi	mená	nosaukums	meno	N;NOM;MASC;PL	N;NOM;NEUT;PL
uzreiz	ihneď	uzreiz	ihneď	ADV	ADV
uzreiz	okamžite	uzreiz	okamžite	ADV	ADV
uzreiz	ihneď	uzreiz	ihneď	ADV	ADV
uzreiz	okamžite	uzreiz	okamžite	ADV	ADV
dažkārt	niekedy	dažkārt	niekedy	ADV	ADV
dažkārt	občas	dažkārt	občas	ADV	ADV
rekords	záznam	rekords	záznam	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
rekords	nahrávanie	rekords	nahrávanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
sievietes	samice	sieviete	samica	N;NOM;FEM;PL	N;NOM;NEUT;PL
sievietes	ženy	sieviete	žena	N;NOM;FEM;PL	N;NOM;FEM;PL
sievietes	dámske	sieviete	dámsky	N;NOM;FEM;PL	N;NOM;FEM;PL
krāsa	farba	krāsa	farba	N;NOM;FEM;SG	N;NOM;FEM;SG
krāsa	farba	krāsa	farba	N;NOM;FEM;SG	N;NOM;FEM;SG
novembra	novembra	novembris	november	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
skolotāju	učiteľa	skolotājs	učiteľ	N;ACC;FEM;SG	N;ANIM;ACC;MASC;SG
zvaigzne	hviezda	zvaigzne	hviezda	N;NOM;FEM;SG	N;NOM;FEM;SG
zvaigzne	hviezdička	zvaigzne	hviezdička	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	šanca	iespēja	šanec	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	príležitosť	iespēja	príležitosť	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	opcia	iespēja	opcia	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	možnosť	iespēja	možnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	možnost	iespēja	možnost	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	voľba	iespēja	voľba	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	možnosť	iespēja	možnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
iespēja	možnost	iespēja	možnost	N;NOM;FEM;SG	N;NOM;FEM;SG
atšķiras	líšiť	atšķirties	líšiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;POS;NFIN
spēlētāji	aktéri	spēlētājs	aktér	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
spēlētāji	hráči	spēlētājs	hráčiť	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
spēlētāji	prehrávače	spēlētājs	prehrávač	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
tiesas	súdy	tiesa	súd	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
mātes	matky	māte	matka	N;NOM;FEM;PL	N;NOM;FEM;PL
piecas	piati	piecas	piati	NUM;NOM;FEM;PL	NUM;ANIM;NOM;MASC;PL
mira	umrel	mirt	umrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mira	zomreli	mirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
mira	zomrel	mirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mira	zomrela	mirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
vēsturiski	historicky	vēsturiski	historicky	ADV	ADV
vēsturiski	historicky	vēsturiski	historicky	ADV	ADV
gleznotājs	maliar	gleznotājs	maliar	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
nolēma	rozhodli	nolemt	rozhodnúť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
nolēma	rozhodol	nolemt	rozhodnúť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
nolēma	rozhodlo	nolemt	rozhodnúť	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
tirgus	trh	tirgus	trh	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
tirgus	market	tirgus	market	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
puse	oslava	puse	oslava	N;NOM;FEM;SG	N;NOM;FEM;SG
puse	strana	puse	strana	N;NOM;FEM;SG	N;NOM;FEM;SG
puse	večierok	puse	večierko	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
laikam	asi	laikam	asi	PART	PART
norāda	označuje	norādīt	označovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
norāda	naznačuje	norādīt	naznačovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
norāda	udáva	norādīt	udávať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mācītājs	kňaz	mācītājs	kňaz	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mācītājs	pastor	mācītājs	pastor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
mācītājs	farár	mācītājs	farár	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
slimības	choroby	slimība	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL
slimības	ochorenia	slimība	ochorenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
slimības	choroby	slimība	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL
slimības	choroby	slimība	choroba	N;NOM;FEM;PL	N;NOM;FEM;PL
slimības	ochorenia	slimība	ochorenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
cilts	kmeň	cilts	kmeň	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
viktors	viktor	viktors	viktor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
viktors	viktor	viktors	viktor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
likums	právo	likums	právo	N;NOM;MASC;SG	N;NOM;NEUT;SG
likums	zákon	likums	zákon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
spēlēt	prehrať	spēlēt	prehrať	V;POS;NFIN	V;PFV;POS;NFIN
spēlēt	hrať	spēlēt	hrať	V;POS;NFIN	V;IPFV;POS;NFIN
spēlēt	zahrať	spēlēt	zahrať	V;POS;NFIN	V;PFV;POS;NFIN
kājas	nohy	kāja	noha	N;NOM;FEM;PL	N;NOM;FEM;PL
kājas	chodidlá	kāja	chodidlo	N;NOM;FEM;PL	N;NOM;NEUT;PL
kājas	chodidiel	kāja	chodidlo	N;NOM;FEM;PL	N;NOM;NEUT;PL
kājas	nohy	kāja	noha	N;NOM;FEM;PL	N;NOM;FEM;PL
bibliotēka	knižnica	bibliotēka	knižnica	N;NOM;FEM;SG	N;NOM;FEM;SG
astes	chvosty	aste	chvost	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
astes	chvosty	aste	chvost	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
divīzija	delenie	divīzija	delenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
divīzija	divízia	divīzija	divízium	N;NOM;FEM;SG	N;NOM;FEM;SG
divīzija	rozdelenie	divīzija	rozdelenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
izmērs	velkost	izmērs	velkost	N;NOM;MASC;SG	N;NOM;FEM;SG
izmērs	veľkosť	izmērs	veľkosť	N;NOM;MASC;SG	N;NOM;FEM;SG
iepriekšējais	predošlý	iepriekšējs	predošlý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
iepriekšējais	predchádzajúci	iepriekšējs	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
iepriekšējais	predošlé	iepriekšējs	predošlý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
iepriekšējais	predchádzajúca	iepriekšējs	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
iepriekšējais	predchádzajúce	iepriekšējs	predchádzajúci	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
tornis	veža	tornis	veža	N;NOM;MASC;SG	N;NOM;FEM;SG
neliela	mierna	neliels	mierny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ilgums	trvanie	ilgums	trvanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
programma	programe	programma	program	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
programma	program	programma	program	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
programma	program	programma	program	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
programma	programe	programma	program	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
institūts	inštitút	institūts	inštitút	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
institūts	ústav	institūts	ústav	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
komitejas	výbory	komiteja	výbor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
process	proces	process	proces	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
nomira	umrel	nomirt	umrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
nomira	zomreli	nomirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
nomira	zomrel	nomirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
nomira	zomrela	nomirt	zomrieť	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
grūti	tvrdo	grūti	tvrdo	ADV	ADV
grūti	silno	grūti	silno	ADV	ADV
grūti	ťažko	grūti	ťažko	ADV	ADV
grūti	ťažko	grūti	ťažko	ADV	ADV
naftas	ropa	nafta	rop	N;NOM;FEM;SG	N;NOM;FEM;SG
vidējais	priemerný	vidējs	priemerný	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG
vidējais	priemerná	vidējs	priemerný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
vidējais	priemerné	vidējs	priemerný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vidējais	stredný	vidējs	stredný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG
vidējais	stredná	vidējs	stredný	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
vidējais	stredné	vidējs	stredný	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
veidot	vytvárať	veidot	vytvárať	V;POS;NFIN	V;IPFV;POS;NFIN
veidot	vytvorte	veidot	vytvoriť	V;POS;NFIN	V;PFV;IMP;PL;2;POS;FIN
veidot	vytvoriť	veidot	vytvoriť	V;POS;NFIN	V;PFV;POS;NFIN
veidot	postaviť	veidot	postaviť	V;POS;NFIN	V;PFV;POS;NFIN
veidot	budovať	veidot	budovať	V;POS;NFIN	V;IPFV;POS;NFIN
veidot	stavať	veidot	stavať	V;POS;NFIN	V;IPFV;POS;NFIN
veidot	vybudovať	veidot	vybudovať	V;POS;NFIN	V;PFV;POS;NFIN
saimniecības	podiely	saimniecība	podiel	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
saimniecības	hospodárstva	saimniecība	hospodárstvo	N;NOM;FEM;PL	N;NOM;NEUT;PL
saimniecības	farmy	saimniecība	farma	N;NOM;FEM;PL	N;NOM;FEM;PL
kļūstot	stáva	kļūt	stávať	V;V.CVB	V;IPFV;IND;SG;3;POS;PRS;FIN
kuģi	lode	kuģis	loď	N;NOM;MASC;PL	N;NOM;FEM;PL
kuģi	plavidlá	kuģis	plavidlo	N;NOM;MASC;PL	N;NOM;NEUT;PL
atzina	uznal	atzīt	uznať	V;FH;IND;3;POS;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
atzina	uznala	atzīt	uznať	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
hercogs	vojvoda	hercogs	vojvoda	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
objekti	objekty	objekts	objekt	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
objekti	predmety	objekts	predmet	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
strādā	pracuje	strādāt	pracovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
posms	fáza	posms	fáza	N;NOM;MASC;SG	N;NOM;FEM;SG
posms	step	posms	step	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
posms	krok	posms	krok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
posms	etapa	posms	etap	N;NOM;MASC;SG	N;NOM;FEM;SG
posms	javisko	posms	javisko	N;NOM;MASC;SG	N;NOM;NEUT;SG
posms	fáza	posms	fáza	N;NOM;MASC;SG	N;NOM;FEM;SG
posms	pódium	posms	pódium	N;NOM;MASC;SG	N;NOM;NEUT;SG
posms	štádium	posms	štádium	N;NOM;MASC;SG	N;NOM;NEUT;SG
stipri	silne	stipri	silne	ADV	ADV
komisijas	provízie	komisija	provízia	N;NOM;FEM;PL	N;NOM;FEM;PL
komisijas	komisie	komisija	komisť	N;NOM;FEM;PL	N;NOM;FEM;PL
statuss	stav	statuss	stav	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
statuss	status	statuss	status	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
statuss	štatút	statuss	štatút	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
statuss	postavenie	statuss	postavenie	N;NOM;MASC;SG	N;NOM;NEUT;SG
regulāri	pravidelne	regulāri	pravidelne	ADV	ADV
regulāri	pravidelne	regulāri	pravidelne	ADV	ADV
klase	trieda	klase	trieda	N;NOM;FEM;SG	N;NOM;FEM;SG
starts	začiatok	starts	začiatok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
starts	zaciatok	starts	zaciatok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
starts	štart	starts	štart	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
iekļautas	zahrnúť	iekļaut	zahrnúť	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;POS;NFIN
savieno	pripojiť	savienot	pripojiť	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
savieno	spojiť	savienot	spojiť	V;IMP;2;POS;FIN;ACT	V;PFV;POS;NFIN
politiskā	politická	politiska	politický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
politiskā	politické	politiska	politický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
politiskā	politický	politiska	politický	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
dažreiz	niekedy	dažreiz	niekedy	ADV	ADV
dažreiz	občas	dažreiz	občas	ADV	ADV
windows	windows	windows	windows	N	N;NOM;MASC;SG
windows	okná	windows	okno	N	N;NOM;NEUT;PL
uzskatīta	zvážil	uzskatīt	zvážiť	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
meita	dcérka	meita	dcérka	N;NOM;FEM;SG	N;NOM;FEM;SG
meita	dcéra	meita	dcéra	N;NOM;FEM;SG	N;NOM;FEM;SG
inženieris	inžinier	inženieris	inžinker	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
šūnas	bunky	šūna	bunka	N;NOM;FEM;PL	N;NOM;FEM;PL
ekspedīcijas	expedície	ekspedīcija	expedícia	N;NOM;FEM;PL	N;NOM;FEM;PL
stundas	hodiny	stunda	hodina	N;NOM;FEM;PL	N;NOM;FEM;PL
klimats	podnebie	klimats	podnebie	N;NOM;MASC;SG	N;NOM;NEUT;SG
klimats	klíma	klimats	klíma	N;NOM;MASC;SG	N;NOM;FEM;SG
pusi	polovicu	puse	polovica	N;ACC;FEM;SG	N;ACC;FEM;SG
atsevišķi	jednotlivo	atsevišķi	jednotlivo	ADV	ADV
atsevišķi	individuálne	atsevišķi	individuálne	ADV	ADV
atsevišķi	samostatne	atsevišķi	samostatne	ADV	ADV
atsevišķi	jednotlivo	atsevišķi	jednotlivo	ADV	ADV
atsevišķi	oddelene	atsevišķi	oddelene	ADV	ADV
atsevišķi	samostatne	atsevišķi	samostatne	ADV	ADV
atrast	lokalizovať	atrast	lokalizovať	V;POS;NFIN	V;IPFV;POS;NFIN
atrast	vyhľadať	atrast	vyhľadať	V;POS;NFIN	V;PFV;POS;NFIN
atrast	nájdite	atrast	nájsť	V;POS;NFIN	V;PFV;IMP;PL;2;POS;FIN
atrast	nájdi	atrast	nájsť	V;POS;NFIN	V;PFV;IMP;SG;2;POS;FIN
atrast	nájsť	atrast	nájsť	V;POS;NFIN	V;PFV;POS;NFIN
galva	hlavička	galva	hlavička	N;NOM;FEM;SG	N;NOM;FEM;SG
galva	hlava	galva	hlava	N;NOM;FEM;SG	N;NOM;FEM;SG
lidojuma	letu	lidojums	let	N;GEN;MASC;SG	N;INAN;GEN;MASC;SG
galerija	galéria	galerija	galéria	N;NOM;FEM;SG	N;NOM;FEM;SG
beidzas	skončí	beigties	skončiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
beidzas	končí	beigties	končiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
beidzas	vyprší	beigties	vypršiť	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
ziņas	novinky	ziņa	novinky	N;NOM;FEM;PL	N;NOM;FEM;PL
ziņas	spravy	ziņa	sprava	N;NOM;FEM;PL	N;NOM;FEM;PL
ziņas	správy	ziņa	správa	N;NOM;FEM;PL	N;NOM;FEM;PL
reliģija	vyznanie	reliģija	vyznanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
reliģija	náboženstvo	reliģija	náboženstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
ietver	zahrnúť	ietvert	zahrnúť	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;POS;NFIN
ietver	zahrňuje	ietvert	zahrňovať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ietver	zahŕňa	ietvert	zahŕňať	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ietver	zahrnuje	ietvert	zahrnúť	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
operācijas	operácie	operācija	operácia	N;NOM;FEM;PL	N;NOM;FEM;PL
operācijas	prevádzky	operācija	prevádzka	N;NOM;FEM;PL	N;NOM;FEM;PL
telpas	priestory	telpa	priestor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
telpas	medzery	telpa	medzer	N;NOM;FEM;PL	N;NOM;FEM;PL
telpas	priestory	telpa	priestor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
telpas	miestnosti	telpa	miestnosť	N;NOM;FEM;PL	N;NOM;FEM;PL
telpas	izby	telpa	izba	N;NOM;FEM;PL	N;NOM;FEM;PL
lieli	veľkí	liels	veľký	ADJ;NOM;MASC;PL	ADJ;ANIM;NOM;MASC;PL
veidi	spôsoby	veids	spôsob	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
veidi	typy	veids	typ	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
loma	rola	loma	rol	N;NOM;FEM;SG	N;NOM;FEM;SG
loma	úloha	loma	úloha	N;NOM;FEM;SG	N;NOM;FEM;SG
laukums	oblasť	laukums	oblasť	N;NOM;MASC;SG	N;NOM;FEM;SG
laukums	plocha	laukums	plocha	N;NOM;MASC;SG	N;NOM;FEM;SG
pārstāvis	predstaviteľ	pārstāvis	predstaviteľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pārstāvis	zástupca	pārstāvis	zástupca	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
joslas	kapely	josla	kapela	N;NOM;FEM;PL	N;NOM;FEM;PL
joslas	koridory	josla	koridora	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
joslas	pásma	josla	pásmo	N;NOM;FEM;PL	N;NOM;NEUT;PL
joslas	kapely	josla	kapela	N;NOM;FEM;PL	N;NOM;FEM;PL
filozofs	filozof	filozofs	filozof	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
robeža	hranica	robeža	hranica	N;NOM;FEM;SG	N;NOM;FEM;SG
robeža	hranica	robeža	hranica	N;NOM;FEM;SG	N;NOM;FEM;SG
robeža	obmedzenie	robeža	obmedzenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
robeža	limit	robeža	limit	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
lielāka	väčšia	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
lielāka	väčší	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
lielāka	väčšia	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
lielāka	väčší	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
lielāka	väčšia	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
lielāka	väčší	liela	veľký	ADJ;NOM;CMPR;FEM;SG	ADJ;ANIM;NOM;CMPR;MASC;SG
vadītāja	vodič	vadītāja	vodič	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
vadītāja	ovládač	vadītāja	ovládač	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
vadītāja	šofér	vadītāja	šofér	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
zirgu	koňa	zirgs	kôň	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
izdota	vydal	izdot	vydať	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
tiesa	dvor	tiesa	dvor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
tiesa	súd	tiesa	súd	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
bankas	banky	banka	banka	N;NOM;FEM;PL	N;NOM;FEM;PL
sieva	žena	sieva	žena	N;NOM;FEM;SG	N;NOM;FEM;SG
sieva	manželka	sieva	manželka	N;NOM;FEM;SG	N;NOM;FEM;SG
lomas	roly	loma	rol	N;NOM;FEM;PL	N;NOM;FEM;PL
lomas	role	loma	role	N;NOM;FEM;PL	N;NOM;FEM;PL
lomas	úlohy	loma	úloha	N;NOM;FEM;PL	N;NOM;FEM;PL
