dan	in	dan	in	CONJ	CONJ
pengetahuan	znanje	pengetahuan	znanje	N;SG	N;NOM;NEUT;SG
mendukung	podpiranje	mendukung	podpiranje	N;SG;ACT	N;NOM;NEUT;SG
mendukung	podporo	mendukung	podpora	N;SG;ACT	N;ACC;FEM;SG
mendukung	podpora	mendukung	podpora	N;SG;ACT	N;NOM;FEM;SG
svg	svg	svg	svg	N	N;NOM;MASC;SG
kebijakan	politika	kebijakan	politika	N;SG	N;NOM;FEM;SG
kebijakan	politik	kebijakan	politik	N;SG	N;NOM;MASC;SG
sana	sana	sana	san	N;SG	N;NOM;FEM;SG
struktur	strukturo	struktur	struktura	N;SG	N;ACC;FEM;SG
struktur	zgradba	struktur	zgradba	N;SG	N;NOM;FEM;SG
struktur	struktura	struktur	struktura	N;SG	N;NOM;FEM;SG
struktur	konstrukcija	struktur	konstrukcija	N;SG	N;NOM;FEM;SG
terpilih	glasovalo	terpilih	glasovati	V;SG;PASS	V;NEUT;SG;V.PTCP
terpilih	glasoval	terpilih	glasovati	V;SG;PASS	V;MASC;SG;V.PTCP
oksigen	kisika	oksigen	kisik	N;SG	N;GEN;MASC;SG
oksigen	kisik	oksigen	kisik	N;SG	N;NOM;MASC;SG
terbuka	odpri	terbuka	odpreti	V;SG	V;PFV;IMP;SG;2;FIN
terbuka	odpre	terbuka	odpreti	V;SG	V;PFV;IND;SG;3;PRS;FIN
memutuskan	odločil	menputuskan	odločiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
memutuskan	odločila	menputuskan	odločiti	V;SG;ACT	V;PFV;FEM;SG;V.PTCP
memutuskan	odloči	menputuskan	odločiti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
bertemu	spoznaj	bertemu	spoznaj	V;SG;ACT	V;IND;SG;3;PRS;FIN
bertemu	srečal	bertemu	srečati	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
bertemu	spoznal	bertemu	spoznati	V;SG;ACT	V;MASC;SG;V.PTCP
bertemu	izpolnjuje	bertemu	izpolnjevati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
sastra	literaturo	sastra	literatura	N	N;ACC;FEM;SG
sastra	književnost	sastra	književnost	N	N;NOM;FEM;SG
sastra	literatura	sastra	literatura	N	N;NOM;FEM;SG
ibukota	kapitala	ibukota	kapital	N;SG	N;GEN;MASC;SG
ibukota	prestolnica	ibukota	prestolnica	N;SG	N;NOM;FEM;SG
ibukota	kapital	ibukota	kapital	N;SG	N;NOM;MASC;SG
edisi	izdaja	edisi	izdajati	N;SG	N;NOM;FEM;SG
laboratorium	laboratorij	laboratorium	laboratorij	N	N;NOM;MASC;SG
laboratorium	laboratorij	laboratorium	laboratorij	N	N;NOM;MASC;SG
laboratorium	laboratorije	laboratorium	laboratorija	N	N;ACC;MASC;PL
laboratorium	laboratoriji	laboratorium	laboratorij	N	N;NOM;MASC;PL
laboratorium	laboratorijev	laboratorium	laboratorij	N	N;GEN;MASC;PL
diambil	vzet	diambil	vzet	V;SG;PASS	V;PFV;NFIN
peserta	udeleženec	peserta	udeleženec	N;SG	N;NOM;MASC;SG
peserta	udeleženka	peserta	udeleženka	N;SG	N;NOM;FEM;SG
peserta	udeleženec	peserta	udeleženec	N;SG	N;NOM;MASC;SG
cabang	veja	cabang	veja	N;SG	N;NOM;FEM;SG
cabang	podružnica	cabang	podružnica	N;SG	N;NOM;FEM;SG
segera	nemudoma	segera	nemudoma	ADV	ADV
segera	takoj	segera	takoj	ADV	ADV
segera	kmalu	segera	kmalu	ADV	ADV
novel	roman	novel	roman	N	N;NOM;MASC;SG
novel	romana	novel	roman	N	N;NOM;MASC;SG
novel	romane	novel	roman	N	N;ACC;MASC;PL
novel	romanov	novel	roman	N	N;GEN;MASC;PL
sifat	pridevnik	sifat	pridevnik	N;SG	N;NOM;MASC;SG
sifat	lastnost	sifat	lastnost	N;SG	N;NOM;FEM;SG
tulisan	pisanje	tulisan	pisanje	N;SG	N;NOM;NEUT;SG
diadakan	držal	diadakan	držati	V;SG;PASS	V;IPFV;MASC;SG;V.PTCP
diadakan	potekala	diadakan	potekati	V;SG;PASS	V;IPFV;FEM;SG;V.PTCP
listrik	elektrike	listrik	elektrik	N;SG	N;GEN;FEM;SG
listrik	elektrika	listrik	elektrika	N;SG	N;NOM;FEM;SG
studio	atelje	studio	atelj	N;SG	N;NOM;MASC;SG
studio	studio	studio	studio	N;SG	N;NOM;MASC;SG
khas	tipičen	khas	tipičen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
khas	značilno	khas	značilen	ADJ;SG	ADJ;NOM;NEUT;SG
perdagangan	trgovina	perdagangan	trgovina	N;SG	N;NOM;FEM;SG
perdagangan	trgovanje	perdagangan	trgovanje	N;SG	N;NOM;NEUT;SG
perdagangan	trgovanje	perdagangan	trgovanje	N;SG	N;NOM;NEUT;SG
perdagangan	trgovina	perdagangan	trgovina	N;SG	N;NOM;FEM;SG
perdagangan	menjava	perdagangan	menjava	N;SG	N;NOM;FEM;SG
tradisi	tradicijo	tradisi	tradicija	N;SG	N;ACC;FEM;SG
tradisi	tradicija	tradisi	tradicija	N;SG	N;NOM;FEM;SG
tradisi	tradicijo	tradisi	tradicija	N;SG	N;ACC;FEM;SG
serangga	žuželka	serangga	žuželka	N;SG	N;NOM;FEM;SG
pos	pos	pos	pos	N;SG;ACT	N;NOM;MASC;SG
standar	standardna	standar	standarden	ADJ;SG	ADJ;NOM;FEM;SG
standar	standardno	standar	standardno	ADJ;SG	ADJ;NOM;NEUT;SG
energi	energija	energi	energija	N;SG	N;NOM;FEM;SG
energi	energijo	energi	energija	N;SG	N;ACC;FEM;SG
energi	energetika	energi	energetika	N;SG	N;NOM;FEM;SG
meningkatkan	izboljšati	mentingkatkan	izboljšati	V;SG;ACT	V;PFV;NFIN
meningkatkan	izboljša	mentingkatkan	izboljšati	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
darah	kri	darah	kri	N;SG	N;NOM;FEM;SG
pasal	poglavje	pasal	poglavje	N;SG	N;NOM;NEUT;SG
pasal	članek	pasal	članek	N;SG	N;NOM;MASC;SG
pasal	člena	pasal	člen	N;SG	N;GEN;MASC;SG
pasal	člen	pasal	člen	N;SG	N;NOM;MASC;SG
pasal	izdelek	pasal	izdelek	N;SG	N;NOM;MASC;SG
siswa	dijak	siswa	dijak	N;SG	N;NOM;MASC;SG
siswa	študent	siswa	študent	N;SG	N;NOM;MASC;SG
siswa	učenec	siswa	učenec	N;SG	N;NOM;MASC;SG
siswa	študentka	siswa	študentka	N;SG	N;NOM;FEM;SG
siswa	učenka	siswa	učenek	N;SG	N;NOM;FEM;SG
jelas	jasna	jelas	jasen	ADJ;SG	ADJ;NOM;FEM;SG
jelas	jasno	jelas	jasen	ADJ;SG	ADJ;NOM;NEUT;SG
jelas	jasno	jelas	jasen	ADJ;SG	ADJ;NOM;NEUT;SG
keuangan	financiranje	keuangan	financiranje	N;SG	N;NOM;NEUT;SG
memang	dejansko	memang	dejansko	ADV	ADV
memang	zares	memang	zares	ADV	ADV
asing	neznanka	asing	neznanka	ADJ;SG	ADJ;NOM;FEM;SG
asing	tuja	asing	tuj	ADJ;SG	ADJ;NOM;FEM;SG
kemungkinan	verjetnost	kemungkinan	verjetnost	N;SG	N;NOM;FEM;SG
kemungkinan	možnost	kemungkinan	možnost	N;SG	N;NOM;FEM;SG
imam	svečenik	imam	svečenik	N;SG	N;NOM;MASC;SG
imam	župnik	imam	župnik	N;SG	N;NOM;MASC;SG
imam	duhovnik	imam	duhovnik	N;SG	N;NOM;MASC;SG
tunggal	enotnega	tunggal	enoten	ADJ;SG	ADJ;GEN;NEUT;SG
tunggal	samska	tunggal	samski	ADJ;SG	ADJ;NOM;FEM;SG
berakhir	konča	berakhir	končati	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
berakhir	končalo	berakhir	končati	V;SG;ACT	V;PFV;NEUT;SG;V.PTCP
latin	latino	latin	latina	N	N;NOM;FEM;SG
pimpinan	vodstvo	pimpinan	vodstvo	N;SG	N;NOM;NEUT;SG
pimpinan	vodenje	pimpinan	vodenje	N;SG	N;NOM;NEUT;SG
kebudayaan	kulturo	kebudayaan	kultura	N;SG	N;ACC;FEM;SG
kebudayaan	kultura	kebudayaan	kultura	N;SG	N;NOM;FEM;SG
kemerdekaan	svoboda	kemerdekaan	svoboda	N;SG	N;NOM;FEM;SG
kemerdekaan	prostost	kemerdekaan	prostost	N;SG	N;NOM;FEM;SG
kemerdekaan	svobodo	kemerdekaan	svoboda	N;SG	N;ACC;FEM;SG
kemerdekaan	samostojnost	kemerdekaan	samostojnost	N;SG	N;NOM;FEM;SG
kemerdekaan	neodvisnost	kemerdekaan	neodvisnost	N;SG	N;NOM;FEM;SG
berusaha	poskušam	berusaha	poskušati	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
publik	javnosti	publik	javnost	N	N;GEN;FEM;SG
publik	javnost	publik	javnost	N	N;NOM;FEM;SG
sutradara	direktor	sutradara	direktor	N;SG	N;NOM;MASC;SG
sutradara	direktorica	sutradara	direktorica	N;SG	N;NOM;FEM;SG
sutradara	režiser	sutradara	režiser	N;SG	N;NOM;MASC;SG
angka	številka	angka	številka	N;SG	N;NOM;FEM;SG
angka	število	angka	število	N;SG	N;NOM;NEUT;SG
angka	števila	angka	število	N;SG	N;GEN;NEUT;SG
apabila	kadar	apabila	kadar	CONJ	CONJ
apabila	ko	apabila	ko	CONJ	CONJ
jurusan	majors	jurusan	majors	N;SG	N;NOM;MASC;SG
jurusan	zbranost	jurusan	zbranost	N;SG	N;NOM;FEM;SG
jurusan	koncentracijo	jurusan	koncentracija	N;SG	N;ACC;FEM;SG
jurusan	koncentracija	jurusan	koncentracija	N;SG	N;NOM;FEM;SG
jurusan	major	jurusan	major	N;SG	N;NOM;MASC;SG
menggantikan	nadomešča	mengantikan	nadomeščati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menggantikan	nadomesti	mengantikan	nadomesti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
menggantikan	nadomesti	mengantikan	nadomesti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
menggantikan	zamenjaj	mengantikan	zamenjaj	V;SG;ACT	V;PFV;IMP;SG;2;FIN
lembab	vlažno	lembab	vlažen	ADJ;SG	ADJ;NOM;NEUT;SG
lembab	vlažen	lembab	vlažen	ADJ;SG	ADJ;NOM;INDF;MASC;SG
lembab	vlažna	lembab	vlažen	ADJ;SG	ADJ;NOM;FEM;SG
lembab	vlažno	lembab	vlažen	ADJ;SG	ADJ;NOM;NEUT;SG
lembab	vlažno	lembab	vlažen	ADJ;SG	ADJ;NOM;NEUT;SG
latar	ozadje	latar	ozadje	N;SG	N;NOM;NEUT;SG
terbang	fly	terbang	fly	N;SG;ACT	N;NOM;MASC;SG
terbang	letenje	terbang	letenje	N;SG;ACT	N;NOM;NEUT;SG
konsep	pojem	konsep	pojem	N;SG	N;NOM;MASC;SG
konsep	koncept	konsep	koncept	N;SG	N;NOM;MASC;SG
konsep	osnutek	konsep	osnutek	N;SG	N;NOM;MASC;SG
mengembangkan	razviti	menkembangkan	razviti	V;SG;ACT	V;PFV;NFIN
mengembangkan	razviti	menkembangkan	razviti	V;SG;ACT	V;PFV;NFIN
pengurus	administrator	penurus	administrator	N;SG	N;NOM;MASC;SG
pengurus	upravitelj	penurus	upravitelj	N;SG	N;NOM;MASC;SG
pengurus	administratorja	penurus	administrator	N;SG	N;ANIM;ACC;MASC;SG
merasa	občuti	menrasa	občutiti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
merasa	čutila	menrasa	čutiti	V;SG;ACT	V;IPFV;FEM;SG;V.PTCP
merasa	počutil	menrasa	počutiti	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP
merasa	čutil	menrasa	čutiti	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP
merasa	občutila	menrasa	občutiti	V;SG;ACT	V;PFV;FEM;SG;V.PTCP
disutradarai	režiral	disutradarai	režirati	V;SG;PASS	V;MASC;SG;V.PTCP
danau	jezero	danau	jezero	N;SG	N;NOM;NEUT;SG
muslim	musliman	muslim	musliman	N;SG	N;NOM;MASC;SG
area	območje	area	območje	N;SG	N;NOM;NEUT;SG
area	površina	area	površina	N;SG	N;NOM;FEM;SG
area	področje	area	področje	N;SG	N;NOM;NEUT;SG
bupati	regent	bupati	regent	N	N;NOM;MASC;SG
ukuran	velikosti	ukuran	velikost	N;SG	N;GEN;FEM;SG
ukuran	velikost	ukuran	velikost	N;SG	N;NOM;FEM;SG
ukuran	velikosti	ukuran	velikost	N;SG	N;GEN;FEM;SG
pilihan	izbira	pilihan	izbira	N;SG	N;NOM;FEM;SG
mirip	podoben	mirip	podoben	ADJ;SG	ADJ;NOM;INDF;MASC;SG
mirip	podobna	mirip	podoben	ADJ;SG	ADJ;NOM;FEM;SG
mirip	podobno	mirip	podoben	ADJ;SG	ADJ;NOM;NEUT;SG
mirip	podobno	mirip	podoben	ADJ;SG	ADJ;NOM;NEUT;SG
dikembangkan	razviti	dikembangkan	razviti	V;SG;PASS	V;PFV;NFIN
kulit	kože	kulit	koža	N;SG	N;GEN;FEM;SG
kulit	koža	kulit	koža	N;SG	N;NOM;FEM;SG
kulit	koži	kulit	koža	N;SG	N;DAT;FEM;SG
kulit	kože	kulit	koža	N;SG	N;GEN;FEM;SG
kulit	kožo	kulit	koža	N;SG	N;ACC;FEM;SG
kendaraan	vozilo	kendaraan	vozilo	N;SG	N;NOM;NEUT;SG
direktur	direktor	direktur	direktor	N;SG	N;NOM;MASC;SG
direktur	direktorica	direktur	direktorica	N;SG	N;NOM;FEM;SG
direktur	režiser	direktur	režiser	N;SG	N;NOM;MASC;SG
pesan	sporočanja	pesan	sporočanje	N;SG	N;GEN;NEUT;SG
pesan	sporočanje	pesan	sporočanje	N;SG	N;NOM;NEUT;SG
pesan	sporočilo	pesan	sporočilo	N;SG	N;NOM;NEUT;SG
pertengahan	sredina	pertengahan	sredina	N;SG	N;NOM;FEM;SG
diangkat	dvignil	diangkat	dvigniti	V;SG;PASS	V;PFV;MASC;SG;V.PTCP
tata	tata	tata	tat	N;SG;ACT	N;NOM;MASC;SG
tenaga	energija	tenaga	energija	N;SG	N;NOM;FEM;SG
tenaga	energijo	tenaga	energija	N;SG	N;ACC;FEM;SG
tenaga	energetika	tenaga	energetika	N;SG	N;NOM;FEM;SG
tenaga	power	tenaga	power	N;SG	N;NOM;MASC;SG
tenaga	moč	tenaga	moč	N;SG	N;NOM;FEM;SG
pertahanan	obramba	pertahanan	obramba	N;SG	N;NOM;FEM;SG
pertahanan	obramba	pertahanan	obramba	N;SG	N;NOM;FEM;SG
mengalahkan	premagal	menkalahkan	premagati	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mengalahkan	bije	menkalahkan	biti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengalahkan	premaga	menkalahkan	premagati	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
mengalahkan	bije	menkalahkan	biti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
menampilkan	pokaže	mentampilkan	pokazati	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
menampilkan	prikaže	mentampilkan	prikazati	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
pekerjaan	zaposlitev	pekerjaan	zaposlitev	N;SG	N;NOM;FEM;SG
pekerjaan	job	pekerjaan	job	N;SG	N;NOM;MASC;SG
pekerjaan	opravilo	pekerjaan	opravilo	N;SG	N;NOM;NEUT;SG
pekerjaan	delo	pekerjaan	delo	N;SG	N;NOM;NEUT;SG
pekerjaan	delo	pekerjaan	delo	N;SG	N;NOM;NEUT;SG
kementerian	ministrstvo	kementerian	ministrstvo	N;SG	N;NOM;NEUT;SG
rencana	načrt	rencana	načrt	N;SG	N;NOM;MASC;SG
rencana	plan	rencana	plan	N;SG	N;NOM;MASC;SG
era	era	era	era	N	N;NOM;MASC;SG
nationalteam	nationalteam	nationalteam	nationalteam	N	N;DAT;MASC;SG
menyerap	absorbira	menserap	absorbirati	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyerap	absorbira	menserap	absorbirati	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyerap	absorbira	menserap	absorbirati	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyerap	absorbira	menserap	absorbirati	V;SG;ACT	V;IND;SG;3;PRS;FIN
tipe	type	tipe	typ	N;SG	N;NOM;MASC;SG
tipe	vrsta	tipe	vrsta	N;SG	N;NOM;FEM;SG
tipe	tip	tipe	tip	N;SG	N;NOM;MASC;SG
menyerang	napadel	menserang	napadel	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
global	svetovna	global	svetoven	ADJ	ADJ;NOM;FEM;SG
global	globalni	global	globalen	ADJ	ADJ;NOM;MASC;SG
global	svetovno	global	svetoven	ADJ	ADJ;NOM;NEUT;SG
aliran	tok	aliran	tok	N;SG	N;NOM;MASC;SG
aliran	potok	aliran	potok	N;SG	N;NOM;MASC;SG
aliran	tok	aliran	tok	N;SG	N;NOM;MASC;SG
aliran	pretok	aliran	pretok	N;SG	N;NOM;MASC;SG
berjalan	hodi	berjalan	hoditi	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berjalan	teče	berjalan	teči	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
berjalan	teči	berjalan	teči	V;SG;ACT	V;IPFV;NFIN
berjalan	hodi	berjalan	hoditi	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
teks	besedilo	teks	besedilo	N;SG	N;NOM;NEUT;SG
tujuh	sedem	tujuh	sedem	NUM	NUM;NOM;PL
penumpang	potnik	pentumpang	potnik	N;SG	N;NOM;MASC;SG
penumpang	sopotnik	pentumpang	sopotnik	N;SG	N;NOM;MASC;SG
penumpang	potnika	pentumpang	potnik	N;SG	N;ANIM;ACC;MASC;SG
minyak	olje	minyak	olje	N;SG	N;NOM;NEUT;SG
minyak	nafta	minyak	naft	N;SG	N;NOM;FEM;SG
upacara	slovesnost	upacara	slovesnost	N;SG	N;NOM;FEM;SG
upacara	obred	upacara	obred	N;SG	N;NOM;MASC;SG
upacara	slovesnosti	upacara	slovesnost	N;SG	N;NOM;FEM;SG
manajemen	upravljanje	manajemen	upravljanje	N;SG	N;NOM;NEUT;SG
manajemen	obvladovanje	manajemen	obvladovanje	N;SG	N;NOM;NEUT;SG
murid	dijak	murid	dijak	N;SG	N;NOM;MASC;SG
murid	študent	murid	študent	N;SG	N;NOM;MASC;SG
murid	učenec	murid	učenec	N;SG	N;NOM;MASC;SG
murid	študentka	murid	študentka	N;SG	N;NOM;FEM;SG
murid	učenka	murid	učenek	N;SG	N;NOM;FEM;SG
gas	bencin	gas	bencin	N;SG	N;NOM;MASC;SG
gas	gas	gas	gas	N;SG	N;NOM;MASC;SG
gas	plin	gas	plin	N;SG	N;NOM;MASC;SG
tumbuhan	rastlina	tumbuhan	rastlina	N;SG	N;NOM;FEM;SG
tumbuhan	obrat	tumbuhan	obrat	N;SG	N;NOM;MASC;SG
makan	makan	makan	makan	N;SG;ACT	N;NOM;MASC;SG
generasi	generacija	generasi	generacija	N;SG	N;NOM;FEM;SG
generasi	ustvarjanje	generasi	ustvarjanje	N;SG	N;NOM;NEUT;SG
generasi	generacijo	generasi	generacija	N;SG	N;ACC;FEM;SG
mengandung	vsebuje	menkandung	vsebovati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengandung	vsebovati	menkandung	vsebovati	V;SG;ACT	V;IPFV;NFIN
mengandung	vsebuje	menkandung	vsebovati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
saluran	kanal	saluran	kanal	N;SG	N;NOM;MASC;SG
vokal	vokal	vokal	vokal	N;SG	N;NOM;MASC;SG
vokal	samoglasnik	vokal	samoglasnik	N;SG	N;NOM;MASC;SG
akademi	akademija	akademi	akademij	N;SG	N;NOM;FEM;SG
akademi	akademijo	akademi	akademija	N;SG	N;ACC;FEM;SG
khususnya	posebej	khususnya	posebej	ADV	ADV
khususnya	specifično	khususnya	specifično	ADV	ADV
khususnya	izrecno	khususnya	izrecno	ADV	ADV
khususnya	posebej	khususnya	posebej	ADV	ADV
khususnya	posebej	khususnya	posebej	ADV	ADV
pinjaman	posojilo	pinjaman	posojilo	N;SG	N;NOM;NEUT;SG
metode	metoda	metode	metoda	N;SG	N;NOM;FEM;SG
metode	metodo	metode	metoda	N;SG	N;ACC;FEM;SG
predator	plenilec	predator	plenilec	N	N;NOM;MASC;SG
predator	plenilci	predator	plenilec	N	N;NOM;MASC;PL
peraturan	pravilnik	peraturan	pravilnik	N;SG	N;NOM;MASC;SG
peraturan	uredba	peraturan	uredba	N;SG	N;NOM;FEM;SG
peraturan	predpis	peraturan	predpis	N;SG	N;NOM;MASC;SG
peraturan	ureditev	peraturan	ureditev	N;SG	N;NOM;FEM;SG
peraturan	pravilo	peraturan	pravilo	N;SG	N;NOM;NEUT;SG
pemenang	zmagovalec	penmenang	zmagovalec	N;SG	N;NOM;MASC;SG
pemenang	zmagovalka	penmenang	zmagovalka	N;SG	N;NOM;FEM;SG
cahaya	svetloba	cahaya	svetloba	N;SG	N;NOM;FEM;SG
cahaya	luč	cahaya	luč	N;SG	N;NOM;FEM;SG
tionghoa	kitajci	tionghoa	kitajec	N	N;NOM;MASC;PL
skor	zadetek	skor	zadetek	N;SG	N;NOM;MASC;SG
skor	rezultat	skor	rezultat	N;SG	N;NOM;MASC;SG
pengaruh	vplivanje	pengaruh	vplivanje	N;SG	N;NOM;NEUT;SG
pengaruh	vpliv	pengaruh	vpliv	N;SG	N;NOM;MASC;SG
kanan	pravica	kanan	pravica	N;SG	N;NOM;FEM;SG
kompetisi	konkurenca	kompetisi	konkurenca	N;SG	N;NOM;FEM;SG
kompetisi	tekmovanje	kompetisi	tekmovanje	N;SG	N;NOM;NEUT;SG
kompetisi	natečaj	kompetisi	natečaj	N;SG	N;NOM;MASC;SG
polisi	policaj	polisi	policaj	N;SG	N;NOM;MASC;SG
polisi	policija	polisi	policija	N;SG	N;NOM;FEM;SG
hijau	zeleni	hijau	zelen	ADJ;SG	ADJ;NOM;DEF;MASC;SG
hijau	zelena	hijau	zelen	ADJ;SG	ADJ;NOM;FEM;SG
hijau	zeleni	hijau	zelen	ADJ;SG	ADJ;NOM;DEF;MASC;SG
kecepatan	hitrost	kecepatan	hitrost	N;SG	N;NOM;FEM;SG
kecepatan	hitrosti	kecepatan	hitrost	N;SG	N;GEN;FEM;SG
kecepatan	hitrost	kecepatan	hitrost	N;SG	N;NOM;FEM;SG
kecepatan	hitrosti	kecepatan	hitrost	N;SG	N;GEN;FEM;SG
mencoba	poskušam	mencoba	poskušati	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN
mencoba	probal	mencoba	probati	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mencoba	poskusil	mencoba	poskusiti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
mencoba	poskušal	mencoba	poskušati	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP
penguasa	vladar	penkuasa	vladar	N;SG	N;NOM;MASC;SG
tewas	ubit	tewas	ubit	ADJ;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
tewas	umorjen	tewas	umorjen	ADJ;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
tewas	umorjena	tewas	umorjen	ADJ;SG	ADJ;NOM;FEM;SG;V.PTCP
tewas	mrtev	tewas	mrtev	ADJ;SG	ADJ;NOM;INDF;MASC;SG
pasangan	partner	pasangan	partner	N;SG	N;NOM;MASC;SG
pasangan	partnerka	pasangan	partnerka	N;SG	N;NOM;FEM;SG
pasangan	soprog	pasangan	soprog	N;SG	N;NOM;MASC;SG
pasangan	soproga	pasangan	soprog	N;SG	N;NOM;FEM;SG
pasangan	zakonec	pasangan	zakonec	N;SG	N;NOM;MASC;SG
pasangan	par	pasangan	par	N;SG	N;NOM;MASC;SG
pasangan	para	pasangan	par	N;SG	N;NOM;MASC;SG
menolak	zavrniti	mentolak	zavrniti	V;SG;ACT	V;PFV;NFIN
menolak	zavrne	mentolak	zavrniti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
menolak	odklonil	mentolak	odkloniti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
menolak	zavrne	mentolak	zavrniti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
mengubah	spreminja	menubah	spreminjati	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
mengubah	spremeni	menubah	spremeniti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
korban	žrtev	korban	žrtev	N;SG	N;NOM;FEM;SG
pelabuhan	harbor	penlabuhan	harbor	N;SG	N;NOM;MASC;SG
pelabuhan	harbour	penlabuhan	harbour	N;SG	N;NOM;MASC;SG
pelabuhan	pristanišče	penlabuhan	pristanišče	N;SG	N;NOM;NEUT;SG
pelabuhan	port	penlabuhan	port	N;SG	N;NOM;MASC;SG
agresif	agresiven	agresif	agresiven	ADJ;SG	ADJ;NOM;INDF;MASC;SG
genre	zvrst	genre	zvrst	N	N;NOM;FEM;SG
jembatan	most	jembatan	most	N;SG	N;NOM;MASC;SG
jembatan	bridge	jembatan	bridg	N;SG	N;NOM;MASC;SG
yayasan	fundacija	yayasan	fundacija	N;SG	N;NOM;FEM;SG
yayasan	temelj	yayasan	temelj	N;SG	N;NOM;MASC;SG
yayasan	sklad	yayasan	sklad	N;SG	N;NOM;MASC;SG
keamanan	varnost	keamanan	varnost	N;SG	N;NOM;FEM;SG
keamanan	varovanje	keamanan	varovanje	N;SG	N;NOM;NEUT;SG
keamanan	varnosti	keamanan	varnost	N;SG	N;GEN;FEM;SG
keamanan	varnost	keamanan	varnost	N;SG	N;NOM;FEM;SG
pendiri	ustanovitelj	pendiri	ustanovitelj	N;SG	N;NOM;MASC;SG
gagal	spodletelo	gagal	spodleteti	V;SG	V;PFV;NEUT;SG;V.PTCP
perbedaan	razlikovanje	perbedaan	razlikovanje	N;SG	N;NOM;NEUT;SG
perbedaan	razlika	perbedaan	razlika	N;SG	N;NOM;FEM;SG
perbedaan	razliko	perbedaan	razlika	N;SG	N;ACC;FEM;SG
pembuat	avtor	penbuat	avtor	N;SG	N;NOM;MASC;SG
pembuat	stvarnika	penbuat	stvarnik	N;SG	N;ANIM;ACC;MASC;SG
pembuat	ustvarjalec	penbuat	ustvarjalec	N;SG	N;NOM;MASC;SG
pembuat	stvarnik	penbuat	stvarnik	N;SG	N;NOM;MASC;SG
pembuat	stvarnik	penbuat	stvarnik	N;SG	N;NOM;MASC;SG
pembuat	izdelovalec	penbuat	izdelovalec	N;SG	N;NOM;MASC;SG
kiri	levica	kiri	levica	N;SG	N;NOM;FEM;SG
tumbuh	raste	tumbuh	rasti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tumbuh	goji	tumbuh	gojiti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tumbuh	zrasel	tumbuh	zrasti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
tumbuh	zrastel	tumbuh	zrasti	V;SG;ACT	V;PFV;MASC;SG;V.PTCP
tumbuh	rasti	tumbuh	rasti	V;SG;ACT	V;IPFV;NFIN
tumbuh	gojil	tumbuh	gojiti	V;SG;ACT	V;IPFV;MASC;SG;V.PTCP
tumbuh	zrasti	tumbuh	zrasti	V;SG;ACT	V;PFV;NFIN
tumbuh	raste	tumbuh	rasti	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN
tumbuh	zraste	tumbuh	zrasti	V;SG;ACT	V;PFV;IND;SG;3;PRS;FIN
