και	그리고	και	그리고	CONJ	CONJ
έζησε	살았던	φήνω	살+았+던	V;PFV;IND;SG;3;PST;FIN;ACT	V
σκηνοθέτης	감독	σκηνόθετος	감독	N;NOM;MASC;SG	N
δολάρια	달러	δολάριο	달러	N;NOM;NEUT;PL	N
λίγες	몇몇	λίγος	몇몇	ADJ;NOM;FEM;PL	ADJ
βαθμούς	성적	βαθμός	성+적	N;ACC;MASC;PL	N
καταστροφή	재난	καταστροφή	재난	N;ACC;FEM;SG	N
καταστροφή	재난	καταστροφή	재난	N;ACC;FEM;SG	N
καταστροφή	파괴	καταστροφή	파괴	N;ACC;FEM;SG	N
φύση	자연	φύση	자연	N;NOM;FEM;SG	N
όργανα	악기	όργανο	악기	N;NOM;NEUT;PL	N
όργανα	인스트루먼트	όργανο	인스트프랑트	N;NOM;NEUT;PL	N
τιμές	가격	τιμή	가격	N;NOM;FEM;PL	N
τιμές	가치관	τιμή	가치관	N;NOM;FEM;PL	N
τιμές	가치	τιμή	가치	N;NOM;FEM;PL	N
πίεση	압력	πίεση	압력	N;ACC;FEM;SG	N
πίεση	압박	πίεση	압박	N;ACC;FEM;SG	N
κόμματα	쉼표	κόμμα	쉼표	N;NOM;NEUT;PL	N
κόμματα	파티	κόμμα	파티	N;NOM;NEUT;PL	N
χαρακτήρες	문자	χαρακτήρας	문자	N;NOM;FEM;PL	N
χαρακτήρες	등장인물	χαρακτήρας	등장+인물	N;NOM;FEM;PL	N
φιλοσοφία	철학	φιλοσοφία	철학	N;NOM;FEM;SG	N
βίντεο	비디오	βίντεο	비디오	N;NEUT;SG	N
βίντεο	비디오	βίντεο	비디오	N;NEUT;SG	N
στρατηγός	장군	στρατηγός	장군	N;NOM;MASC;SG	N
στρατηγός	일반	στρατηγός	일반	N;NOM;MASC;SG	N
εξαιρετικά	극도로	εξαιρετικά	극도+로	ADV	ADV
ίδρυμα	파운데이션	ίδρυμα	파운데이션	N;NOM;NEUT;SG	N
ίδρυμα	기관	ίδρυμα	기관	N;NOM;NEUT;SG	N
πάπας	교황	πάπας	교황	N;NOM;MASC;SG	N
προπονητές	코치	προπονητής	코치	N;NOM;MASC;PL	N
δραστηριότητα	활동	δραστηριότητα	활동	N;ACC;FEM;SG	N
γράμματα	꼬리	γράμμα	꼬리	N;NOM;NEUT;PL	N
γράμματα	편지	γράμμα	편지	N;NOM;NEUT;PL	N
πιθανώς	아마도	πιθανώς	아마도	ADV	ADV
πιθανώς	아마	πιθανώς	아마	ADV	ADV
μνημείο	랜드마크	μνημείο	랜드마크	N;NOM;NEUT;SG	N
μνημείο	기념비	μνημείο	기념비	N;NOM;NEUT;SG	N
μνημείο	기념관	μνημείο	기념관	N;NOM;NEUT;SG	N
μνημείο	기념물	μνημείο	기념물	N;NOM;NEUT;SG	N
μνημείο	기념비	μνημείο	기념비	N;NOM;NEUT;SG	N
μονάδες	단위계	μονάδα	단위계	N;NOM;FEM;PL	N
είπε	말했다	λέγω	말하+었+다	V;PFV;IND;SG;3;PST;FIN;ACT	V
γονείς	부모님	γονέας	부모님	N;NOM;MASC;PL	N
μάχες	전투	μάχη	전투	N;NOM;FEM;PL	N
καθεστώς	상태	καθεστώς	상태	N;ACC;NEUT;SG	N
καθεστώς	배열	καθεστώς	배열	N;ACC;NEUT;SG	N
κριτήρια	기준	κριτήριο	기준	N;NOM;NEUT;PL	N
δικαιωμάτων	권리	δικαίωμα	권리	N;GEN;NEUT;PL	N
εσωτερικών	내부	εσωτερικός	내부	N;GEN;FEM;PL	N
όρια	경계	όριο	경계	N;NOM;NEUT;PL	N
όρια	한계	όριο	한계	N;NOM;NEUT;PL	N
όρια	제한	όριο	제한	N;NOM;NEUT;PL	N
όρια	한계	όριο	한계	N;NOM;NEUT;PL	N
όρια	제한	όριο	제한	N;NOM;NEUT;PL	N
λύση	해결책	λύση	해결책	N;NOM;FEM;SG	N
λύση	솔루션	λύση	솔루션	N;NOM;FEM;SG	N
συνθέτης	작곡가	συνθέτης	작곡가	N;NOM;MASC;SG	N
συνθέτης	작곡가	συνθέτης	작곡가	N;NOM;MASC;SG	N
κώδικα	부호	κώδικας	부호	N	N
αέρα	항공	αέρας	항공	N;ACC;MASC;SG	N
αέρα	공기	αέρας	공기	N;ACC;MASC;SG	N
πτώση	거부	πτώση	거부	N;ACC;FEM;SG	N
πτώση	쇠퇴	πτώση	쇠퇴	N;ACC;FEM;SG	N
κτίριο	건물	κτίριο	건물	N;NOM;NEUT;SG	N
κτίριο	건축	κτίριο	건축	N;NOM;NEUT;SG	N
κτίριο	빌딩	κτίριο	빌딩	N;NOM;NEUT;SG	N
προσωπικό	개인적	προσωπικό	개인+적	N;NOM;NEUT;SG	N
προσωπικό	직원	προσωπικό	직원	N;NOM;NEUT;SG	N
προσωπικό	직원들	προσωπικό	직원+들	N;NOM;NEUT;SG	N
παίκτης	재생기	παίκτης	재생기	N;NOM;MASC;SG	N
παίκτης	선수	παίκτης	선수	N;NOM;MASC;SG	N
πολιτεία	상태	πολιτεία	상태	N;ACC;FEM;SG	N
πολιτεία	국가	πολιτεία	국가	N;ACC;FEM;SG	N
μυθιστόρημα	소설	μυθιστόρημα	소설	N;NOM;NEUT;SG	N
μυθιστόρημα	소설	μυθιστόρημα	소설	N;NOM;NEUT;SG	N
μυθιστόρημα	픽션	μυθιστόρημα	픽션	N;NOM;NEUT;SG	N
αεροδρόμιο	공항	αεροδρόμιο	공항	N;NOM;NEUT;SG	N
αεροδρόμιο	국제공항	αεροδρόμιο	국제공항	N;NOM;NEUT;SG	N
κατοχή	점령	κατοχή	점령	N;ACC;FEM;SG	N
πιθανόν	아마도	πιθανώς	아마도	ADV	ADV
πιθανόν	아마	πιθανώς	아마	ADV	ADV
λειτουργίας	운영	λειτουργία	운영	N;GEN;FEM;SG	N
λεξικό	어휘	λεξικός	어휘	N;NOM;NEUT;SG	N
νόμο	법칙	νόμος	법칙	N;ACC;MASC;SG	N
νόμο	법률	νόμος	법률	N;ACC;MASC;SG	N
νόμο	법학	νόμος	법학	N;ACC;MASC;SG	N
ζώα	동물들	ζώο	동물+들	N;NOM;NEUT;PL	N
ζώα	동물	ζώο	동물	N;NOM;NEUT;PL	N
ζώα	가축	ζώο	가축	N;NOM;NEUT;PL	N
συμβόλαιο	계약	συμβόλαιο	계약	N;NOM;NEUT;SG	N
σενάριο	시나리오는	σενάριο	시나리오+는	N;NOM;NEUT;SG	N
σενάριο	문자	σενάριο	문자	N;NOM;NEUT;SG	N
σενάριο	스크립트	σενάριο	스크립트	N;NOM;NEUT;SG	N
επαφή	접촉	επαφή	접촉	N;ACC;FEM;SG	N
επαφή	연락처	επαφή	연락처	N;ACC;FEM;SG	N
μπλε	청색	μπλε	청색	N	N
εργασίες	직장	εργασία	직장	N;NOM;FEM;PL	N
εργασίες	작업	εργασία	작업	N;NOM;FEM;PL	N
εργασίες	작업	εργασία	작업	N;NOM;FEM;PL	N
εργασίες	일자리	εργασία	일자리	N;NOM;FEM;PL	N
εργασίες	직업	εργασία	직업	N;NOM;FEM;PL	N
δήμαρχος	시장	δήμαρχος	시장	N;NOM;MASC;SG	N
κινδύνου	위험	κίνδυνος	위험	N;GEN;MASC;SG	N
κινδύνου	리스크	κίνδυνος	리스크	N;GEN;MASC;SG	N
σταδιακά	점차	σταδιακά	점차	ADV	ADV
οικονομία	경제학	οικονομία	경제학	N;NOM;FEM;SG	N
οικονομία	경제	οικονομία	경제	N;NOM;FEM;SG	N
λεζάντα	자막	λεζάντα	자막	N;NOM;FEM;SG	N
λεζάντα	문구	λεζάντα	문구	N;NOM;FEM;SG	N
λεζάντα	설명	λεζάντα	설명	N;NOM;FEM;SG	N
προϊόντα	상품	προϊόν	상품	N;NOM;NEUT;PL	N
προϊόντα	제품	προϊόν	제품	N;NOM;NEUT;PL	N
γνώμη	의견	γνώμη	의견	N;ACC;FEM;SG	N
καλλιτέχνες	연기자	καλλιτέχνα	연기자	N;NOM;MASC;PL	N
καλλιτέχνες	음악가	καλλιτέχνα	음악가	N;NOM;MASC;PL	N
καλλιτέχνες	예술가	καλλιτέχνα	예술가	N;NOM;MASC;PL	N
καλλιτέχνες	아티스트	καλλιτέχνα	아티스트	N;NOM;MASC;PL	N
καλλιτέχνες	아티스트가	καλλιτέχνα	아티스트+가	N;NOM;MASC;PL	N
ισχύει	유효합니다	ισχύω	유효+하+ㅂ니다	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ισχύει	유효한	ισχύω	유효+하+ㄴ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ισχύει	적용됩니다	ισχύω	적용+되+ㅂ니다	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ισχύει	적용된다	ισχύω	적용+되+ㄴ다	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
πλήθος	군중	πλήθος	군중	N;NOM;NEUT;SG	N
πλήθος	군중	πλήθος	군중	N;NOM;NEUT;SG	N
πόλεων	도시	πόλη	도시	N;GEN;FEM;PL	N
ηγεσία	지도력	ηγεσία	지도력	N;ACC;FEM;SG	N
συνδυασμό	조합	συνδυασμός	조합	N;ACC;MASC;SG	N
συνάρτηση	함수	συνάρτηση	함수	N;ACC;FEM;SG	N
αξία	가치	αξία	가치	N;ACC;FEM;SG	N
μάζα	미사	μάζα	미사	N;NOM;FEM;SG	N
μάζα	질량	μάζα	질량	N;NOM;FEM;SG	N
φράση	구문	φράση	구문	N;ACC;FEM;SG	N
ειρήνη	평화	ειρήνη	평화	N;NOM;FEM;SG	N
φωνή	목소리	φωνή	목소리	N;ACC;FEM;SG	N
φωνή	음성	φωνή	음성	N;ACC;FEM;SG	N
εντολή	명령	εντολή	명령	N;ACC;FEM;SG	N
εντολή	명령어	εντολή	명령+어	N;ACC;FEM;SG	N
εντολή	사령부	εντολή	사령부	N;ACC;FEM;SG	N
εντολή	위임통치령	εντολή	위임통치령	N;ACC;FEM;SG	N
γάμο	혼인	γάμος	혼인	N;NOM;NEUT;SG	N
γάμο	결혼	γάμος	결혼	N;NOM;NEUT;SG	N
γάμο	결혼식	γάμος	결혼식	N;NOM;NEUT;SG	N
γάμο	웨딩	γάμος	웨딩	N;NOM;NEUT;SG	N
θρησκεία	종교	θρησκεία	종교	N;NOM;FEM;SG	N
ζήτησε	요청함	ζητώ	요청함	V;PFV;IND;SG;3;PST;FIN;ACT	V
κατάκτηση	정복	κατάκτηση	정복	N;ACC;FEM;SG	N
κατάκτηση	정복	κατάκτηση	정복	N;ACC;FEM;SG	N
αντιδράσεις	공감	αντίδραση	공감	N;NOM;FEM;PL	N
συγγραφέα	작가	συγγραφέα	작가	N;VOC;MASC;SG	N
συγγραφέα	작가	συγγραφέα	작가	N;VOC;MASC;SG	N
συγγραφέα	저자	συγγραφέα	저자	N;VOC;MASC;SG	N
συγγραφέα	제작자	συγγραφέα	제작자	N;VOC;MASC;SG	N
συγγραφέα	작성자	συγγραφέα	작성자	N;VOC;MASC;SG	N
προσπάθειες	노력	προσπάθεια	노력	N;NOM;FEM;PL	N
κρίση	판결	κρίση	판결	N;NOM;FEM;SG	N
κρίση	판단력	κρίση	판단력	N;NOM;FEM;SG	N
κρίση	심판	κρίση	심판	N;NOM;FEM;SG	N
κρίση	위기	κρίση	위기	N;NOM;FEM;SG	N
περιγραφή	설명	περιγραφή	설명	N;NOM;FEM;SG	N
περιγραφή	묘사	περιγραφή	묘사	N;NOM;FEM;SG	N
πύλη	포털	πύλη	포털	N;NOM;FEM;SG	N
βαθμολογία	평가	βαθμολογία	평가	N;ACC;FEM;SG	N
βαθμολογία	점수	βαθμολογία	점수	N;ACC;FEM;SG	N
βαθμολογία	득점	βαθμολογία	득점	N;ACC;FEM;SG	N
βαθμολογία	점수	βαθμολογία	점수	N;ACC;FEM;SG	N
βαθμολογία	득점	βαθμολογία	득점	N;ACC;FEM;SG	N
μοναστήρι	수도원	μοναστήρι	수도원	N;NOM;NEUT;SG	N
μοναστήρι	수녀원	μοναστήρι	수녀원	N;NOM;NEUT;SG	N
δραστηριότητες	활동	δραστηριότητα	활동	N;NOM;FEM;PL	N
γραμματέας	비서	γραμματέας	비서	N;NOM;MASC;SG	N
ταξίδι	여행	ταξίδι	여행	N;NOM;NEUT;SG	N
ταξίδι	여행	ταξίδι	여행	N;NOM;NEUT;SG	N
ταξίδι	여행	ταξίδι	여행	N;NOM;NEUT;SG	N
ακτή	해변	ακτός	해변	N;NOM;FEM;SG	N
αρχαιότητα	고대	αρχαιότητα	고대	N;ACC;FEM;SG	N
ομοσπονδίας	연맹	ομοσπονδία	연맹	N;GEN;FEM;SG	N
ομοσπονδίας	연방	ομοσπονδία	연방	N;GEN;FEM;SG	N
ιδιότητα	자산	ιδιότητα	자산	N;ACC;FEM;SG	N
ιδιότητα	재산권	ιδιότητα	재산권	N;ACC;FEM;SG	N
ιδιότητα	속성	ιδιότητα	속성	N;ACC;FEM;SG	N
ιδιότητα	재산	ιδιότητα	재산	N;ACC;FEM;SG	N
μελέτες	공부	μελέτα	공부	N;NOM;FEM;PL	N
χέρι	핸드	χέρι	핸드	N;NOM;NEUT;SG	N
μέθοδος	수단	μέθοδος	수단	N;NOM;FEM;SG	N
μέθοδος	메서드	μέθοδος	메서드	N;NOM;FEM;SG	N
μέθοδος	방법	μέθοδος	방법	N;NOM;FEM;SG	N
μέθοδος	메소드	μέθοδος	메소드	N;NOM;FEM;SG	N
στρατεύματα	군대	στράτευμα	군대	N;NOM;NEUT;PL	N
ουσία	물질	ουσία	물질	N;NOM;FEM;SG	N
δούκα	공작	δούκα	공작	N;ACC;MASC;SG	N
ρεύμα	현재	ρεύμα	현재	N;NOM;NEUT;SG	N
ρεύμα	전류	ρεύμα	전류	N;NOM;NEUT;SG	N
δίκαιο	법칙	δίκαιο	법칙	N;NOM;NEUT;SG	N
δίκαιο	법률	δίκαιο	법률	N;NOM;NEUT;SG	N
δίκαιο	법학	δίκαιο	법학	N;NOM;NEUT;SG	N
δίκαιο	공정	δίκαιο	공정	N;NOM;NEUT;SG	N
δίκαιο	박람회	δίκαιο	박람회	N;NOM;NEUT;SG	N
εταιρία	회사	εταιρία	회사	N;NOM;FEM;SG	N
εταιρία	기업	εταιρία	기업	N;NOM;FEM;SG	N
ανεξαρτησία	독립	ανεξαρτησία	독립	N;NOM;FEM;SG	N
ανεξαρτησία	독립운동	ανεξαρτησία	독립+운동	N;NOM;FEM;SG	N
επιστήμη	과학	επιστήμα	과학	N;NOM;FEM;SG	N
θεραπεία	치료	θεραπείο	치료	N;NOM;FEM;SG	N
θεραπεία	치료법	θεραπείο	치료법	N;NOM;FEM;SG	N
θεραπεία	치료	θεραπείο	치료	N;NOM;FEM;SG	N
θεραπεία	시술	θεραπείο	시술	N;NOM;FEM;SG	N
θεραπεία	치료	θεραπείο	치료	N;NOM;FEM;SG	N
στάση	자세	στάση	자세	N;NOM;FEM;SG	N
πάπα	교황	πάπα	교황	N;VOC;MASC;SG	N
μοντέλα	모델	μοντέλα	모델	N;NOM;NEUT;PL	N
μοντέλα	모형	μοντέλα	모형	N;NOM;NEUT;PL	N
σχόλιο	댓글	σχόλιο	댓글	N;NOM;NEUT;SG	N
απελευθέρωση	출시	απελευθέρωση	출시	N;NOM;FEM;SG	N
απελευθέρωση	발매	απελευθέρωση	발매	N;NOM;FEM;SG	N
απελευθέρωση	릴리스	απελευθέρωση	릴리스	N;NOM;FEM;SG	N
απελευθέρωση	개봉	απελευθέρωση	개봉	N;NOM;FEM;SG	N
απελευθέρωση	해방	απελευθέρωση	해방	N;NOM;FEM;SG	N
σύγκρουση	영향	σύγκρουση	영향	N;NOM;FEM;SG	N
σύγκρουση	충돌	σύγκρουση	충돌	N;NOM;FEM;SG	N
σύγκρουση	갈등	σύγκρουση	갈등	N;NOM;FEM;SG	N
σύγκρουση	갈등이	σύγκρουση	갈등+이	N;NOM;FEM;SG	N
σύγκρουση	충돌	σύγκρουση	충돌	N;NOM;FEM;SG	N
σύγκρουση	분쟁	σύγκρουση	분쟁	N;NOM;FEM;SG	N
μαθητές	학생	μαθητής	학생	N;NOM;MASC;PL	N
μαθητές	학생들	μαθητής	학생+들	N;NOM;MASC;PL	N
μαθητές	유학생	μαθητής	유학생	N;NOM;MASC;PL	N
ασφαλείας	안보	ασφάλεια	안보	N;GEN;FEM;SG	N
ασφαλείας	보안	ασφάλεια	보안	N;GEN;FEM;SG	N
τραγουδιστής	가수	τραγουδιστής	가수	N;NOM;MASC;SG	N
τραγουδιστής	보컬	τραγουδιστής	보+니+ㄴ	N;NOM;MASC;SG	N
πρόσβαση	접속	πρόσβαση	접속	N;ACC;FEM;SG	N
πρόσβαση	접근	πρόσβαση	접근	N;ACC;FEM;SG	N
πρόσβαση	액세스	πρόσβαση	액세스	N;ACC;FEM;SG	N
ελέγχου	통제	έλεγχος	통제	N;GEN;MASC;SG	N
ελέγχου	제어	έλεγχος	제어	N;GEN;MASC;SG	N
ινστιτούτο	연구소	ινστιτούτο	연구소	N;NOM;NEUT;SG	N
τάση	추세	τάση	추세	N;NOM;FEM;SG	N
τάση	경향	τάση	경향	N;NOM;FEM;SG	N
τάση	전압	τάση	전압	N;NOM;FEM;SG	N
τάση	경향	τάση	경향	N;NOM;FEM;SG	N
περιοδεία	투어	περιοδείο	투+어	N;ACC;FEM;SG	N
περιοδεία	관광	περιοδείο	관광	N;ACC;FEM;SG	N
περιοδεία	구경	περιοδείο	구경	N;ACC;FEM;SG	N
περιοδεία	여행	περιοδείο	여행	N;ACC;FEM;SG	N
εκτέλεση	처형	εκτέλεση	처형	N;ACC;FEM;SG	N
εκτέλεση	실행	εκτέλεση	실행	N;ACC;FEM;SG	N
εκτέλεση	처형	εκτέλεση	처형	N;ACC;FEM;SG	N
εκτέλεση	실행	εκτέλεση	실행	N;ACC;FEM;SG	N
ανατολή	동부	ανατολή	동부	N;NOM;FEM;SG	N
ανατολή	일출	ανατολή	일출	N;NOM;FEM;SG	N
σταθερά	꾸준히	σταθερά	꾸준히	ADV	ADV
κεφάλι	머리	κεφάλι	머리	N;NOM;NEUT;SG	N
πλάτος	위도	πλάτος	위도	N;ACC;NEUT;SG	N
πλάτος	너비	πλάτος	너비	N;ACC;NEUT;SG	N
πλάτος	너비	πλάτος	너비	N;ACC;NEUT;SG	N
εγκαταστάθηκε	설치됨	εγκαθιστώ	설치+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;PASS	V
συνέδριο	회담	συνέδριο	회담	N;NOM;NEUT;SG	N
απόδοση	효율성	απόδοση	효율성	N;ACC;FEM;SG	N
απόδοση	효율	απόδοση	효율	N;ACC;FEM;SG	N
απόδοση	수익	απόδοση	수익	N;ACC;FEM;SG	N
απόδοση	공연	απόδοση	공연	N;ACC;FEM;SG	N
απόδοση	성능	απόδοση	성능	N;ACC;FEM;SG	N
κτίρια	건물	κτίριο	건물	N;NOM;NEUT;PL	N
κτίρια	건축물	κτίριο	건축물	N;NOM;NEUT;PL	N
κτίρια	건물들	κτίριο	건물+들	N;NOM;NEUT;PL	N
κτίρια	빌딩	κτίριο	빌딩	N;NOM;NEUT;PL	N
εντελώς	완전히	εντελώς	완전+히	ADV	ADV
εντελώς	완전히	εντελώς	완전+히	ADV	ADV
άλλαξε	변경되었습니다	αλλάζω	변경+되+었+습니다	V;PFV;IND;SG;3;PST;FIN;ACT	V
άλλαξε	변경됨	αλλάζω	변경+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;ACT	V
μαθήματα	강습	μάθημα	강습	N;NOM;NEUT;PL	N
μαθήματα	레슨	μάθημα	레슨	N;NOM;NEUT;PL	N
μαθήματα	수업	μάθημα	수업	N;NOM;NEUT;PL	N
μαθήματα	강좌	μάθημα	강좌	N;NOM;NEUT;PL	N
μαθήματα	코스	μάθημα	코스	N;NOM;NEUT;PL	N
μαθήματα	과정	μάθημα	과정	N;NOM;NEUT;PL	N
μαθήματα	클래스	μάθημα	클래스	N;NOM;NEUT;PL	N
μαθήματα	수업	μάθημα	수업	N;NOM;NEUT;PL	N
παραδείγματα	예시	παράδειγμα	예시	N;NOM;NEUT;PL	N
παραδείγματα	예제	παράδειγμα	예제	N;NOM;NEUT;PL	N
ηγέτης	지도자	ηγέτης	지도자	N;NOM;MASC;SG	N
πολίτες	시민	πολίτης	시민	N;NOM;MASC;PL	N
πολίτες	시민들	πολίτης	시민+들	N;NOM;MASC;PL	N
πόδια	발발	πόδι	발발	N;NOM;NEUT;PL	N
πολιορκία	포위전	πολιορκία	포위전	N;NOM;FEM;SG	N
τηλεόραση	텔레비전	τηλεόραση	텔레비전	N;ACC;FEM;SG	N
περιόδους	생리	περίοδος	생리	N;NOM;FEM;PL	N
δούκας	공작	δούκα	공작	N;NOM;MASC;SG	N
γωνία	각도	γωνία	각도	N;NOM;FEM;SG	N
κανάλι	채널	κανάλι	채널	N;NOM;NEUT;SG	N
γεωγραφία	지리학	γεωγραφία	지리학	N;NOM;FEM;SG	N
γεωγραφία	지리	γεωγραφία	지리	N;NOM;FEM;SG	N
ολοκληρώθηκε	완료되었습니다	ολοκληρώνω	완료+되+었+습니다	V;PFV;IND;SG;3;PST;FIN;PASS	V
αγάπη	사랑	αγάπη	사랑	N;NOM;FEM;SG	N
φτάσει	도착하다	φτάνω	도착+하+다	V;PFV;NFIN;ACT	V
φτάσει	도달하기	φτάνω	도달+하+기	V;PFV;NFIN;ACT	V
δράσης	행동	δράση	행동	N;GEN;FEM;SG	N
δράσης	활동	δράση	활동	N;GEN;FEM;SG	N
δράσης	작업	δράση	작업	N;GEN;FEM;SG	N
δράσης	동작	δράση	동작	N;GEN;FEM;SG	N
δράσης	액션	δράση	액션	N;GEN;FEM;SG	N
ανανέωση	고침	ανανέωση	고치+ㅁ	N;ACC;FEM;SG	N
πλήρες	완료	πλήρης	완료	N;NOM;NEUT;SG	N
πλήρες	완성	πλήρης	완성	N;NOM;NEUT;SG	N
θάνατος	죽음	θάνατος	죽음	N;NOM;MASC;SG	N
θάνατος	사망	θάνατος	사망	N;NOM;MASC;SG	N
φωτογραφία	사진	φωτογραφία	사진	N;ACC;FEM;SG	N
φωτογραφία	사진	φωτογραφία	사진	N;ACC;FEM;SG	N
φωτογραφία	사진술	φωτογραφία	사진술	N;ACC;FEM;SG	N
φωτογραφία	사진	φωτογραφία	사진	N;ACC;FEM;SG	N
φωτογραφία	그림	φωτογραφία	그림	N;ACC;FEM;SG	N
κατεύθυνση	방향	κατεύθυνση	방향	N;ACC;FEM;SG	N
κόσμος	세상	κόσμος	세상	N;NOM;MASC;SG	N
κόσμος	세계	κόσμος	세계	N;NOM;MASC;SG	N
κόσμος	국민	κόσμος	국민	N;NOM;MASC;SG	N
κόσμος	사람	κόσμος	사람	N;NOM;MASC;SG	N
κόσμος	사람들	κόσμος	사람+들	N;NOM;MASC;SG	N
δυναστεία	왕조	δυναστεία	왕조	N;NOM;FEM;SG	N
νικητής	우승자	νικητής	우승자	N;NOM;MASC;SG	N
νικητής	승자	νικητής	승자	N;NOM;MASC;SG	N
όργανο	악기	όργανο	악기	N;NOM;NEUT;SG	N
όργανο	계기	όργανο	계기	N;NOM;NEUT;SG	N
γένος	성별	γένος	성별	N;NOM;NEUT;SG	N
μόνον	오직	μόνο	오직	ADV	ADV
μείωση	감소	μείωση	감소	N;ACC;FEM;SG	N
προσέγγιση	근사	προσέγγιση	근사	N;ACC;FEM;SG	N
προσέγγιση	접근법	προσέγγιση	접근법	N;ACC;FEM;SG	N
προσέγγιση	접근	προσέγγιση	접근	N;ACC;FEM;SG	N
πλανήτη	행성	πλανήτης	행성	N;ACC;MASC;SG	N
δημοσιογράφος	언론인	δημοσιογράφος	언론인	N;NOM;MASC;SG	N
εξέγερση	폭동	εξέγερση	폭동	N;NOM;FEM;SG	N
εξέγερση	봉기	εξέγερση	봉기	N;NOM;FEM;SG	N
εξέγερση	반란	εξέγερση	반란	N;NOM;FEM;SG	N
εξέγερση	폭동	εξέγερση	폭동	N;NOM;FEM;SG	N
εξέγερση	반란	εξέγερση	반란	N;NOM;FEM;SG	N
λήξη	종료	λήξη	종료	N;ACC;FEM;SG	N
λήξη	만료	λήξη	만료	N;ACC;FEM;SG	N
λήξη	만료	λήξη	만료	N;ACC;FEM;SG	N
αντίσταση	저항운동	αντίσταση	저항+운동	N;ACC;FEM;SG	N
αντίσταση	저항성	αντίσταση	저항성	N;ACC;FEM;SG	N
αντίσταση	저항	αντίσταση	저항	N;ACC;FEM;SG	N
διακρίσεις	차별	διάκριση	차별	N;NOM;FEM;PL	N
διακρίσεις	차별	διάκριση	차별	N;NOM;FEM;PL	N
φωτογραφίες	사진들	φωτογραφία	사진+들	N;NOM;FEM;PL	N
φωτογραφίες	사진	φωτογραφία	사진	N;NOM;FEM;PL	N
φωτογραφίες	사진들	φωτογραφία	사진+들	N;NOM;FEM;PL	N
φωτογραφίες	사진	φωτογραφία	사진	N;NOM;FEM;PL	N
φωτογραφίες	사진들	φωτογραφία	사진+들	N;NOM;FEM;PL	N
φωτογραφίες	픽처스	φωτογραφία	픽처스	N;NOM;FEM;PL	N
διάδοχος	상속	διάδοχος	상속	N;NOM;MASC;SG	N
παίκτες	선수	παίκτης	선수	N;NOM;MASC;PL	N
παίκτες	게이머	παίκτης	게이머	N;NOM;MASC;PL	N
κύκλο	순환	κύκλος	순환	N;ACC;MASC;SG	N
κύκλο	사이클	κύκλος	사이클	N;ACC;MASC;SG	N
υλικά	물질	υλικά	물질	N;NOM;NEUT;PL	N
υλικά	재료	υλικά	재료	N;NOM;NEUT;PL	N
υλικά	재료	υλικά	재료	N;NOM;NEUT;PL	N
γνώση	지식인	γνώση	지식인	N;ACC;FEM;SG	N
γνώση	지식	γνώση	지식	N;ACC;FEM;SG	N
βρήκε	찾았다	βρίσκω	찾+았+다	V;PFV;IND;SG;3;PST;FIN;ACT	V
βρήκε	찾았습니다	βρίσκω	찾+았+습니다	V;PFV;IND;SG;3;PST;FIN;ACT	V
βρήκε	발견됨	βρίσκω	발견+되+ㄴ	V;PFV;IND;SG;3;PST;FIN;ACT	V
πρόσφατα	최근에	πρόσφατα	최근+에	ADV	ADV
λογοτεχνία	문학	λογοτεχνία	문학	N;NOM;FEM;SG	N
χημεία	화학	χημείο	화학	N;NOM;FEM;SG	N
συμμαχία	동맹	συμμαχία	동맹	N;NOM;FEM;SG	N
λογαριασμό	계좌	λογαριασμός	계좌	N;ACC;MASC;SG	N
λογαριασμό	계정	λογαριασμός	계정	N;ACC;MASC;SG	N
παραγωγός	제작자	παραγωγός	제작자	N;NOM;MASC;SG	N
παραγωγός	제조업체	παραγωγός	제조업체	N;NOM;MASC;SG	N
παραγωγός	제조사	παραγωγός	제조사	N;NOM;MASC;SG	N
προφίλ	프로필	προφίλ	프로필	N;ACC;NEUT;SG	N
προφίλ	프로필	προφίλ	프로필	N;ACC;NEUT;SG	N
σπίτια	주택	σπίτι	주택	N;NOM;NEUT;PL	N
ικανότητα	능력	ικανότητα	능력	N;ACC;FEM;SG	N
ικανότητα	기술	ικανότητα	기술	N;ACC;FEM;SG	N
ικανότητα	실력	ικανότητα	실력	N;ACC;FEM;SG	N
ικανότητα	스킬	ικανότητα	스키+ㄹ	N;ACC;FEM;SG	N
ικανότητα	솜씨	ικανότητα	솜씨	N;ACC;FEM;SG	N
ικανότητα	용량	ικανότητα	용량	N;ACC;FEM;SG	N
ικανότητα	능력	ικανότητα	능력	N;ACC;FEM;SG	N
ικανότητα	능력자	ικανότητα	능력자	N;ACC;FEM;SG	N
μνημεία	기념물	μνημείο	기념물	N;NOM;NEUT;PL	N
μνημεία	기념비	μνημείο	기념비	N;NOM;NEUT;PL	N
διαγωνισμό	대회	διαγωνισμός	대회	N;ACC;MASC;SG	N
προσοχή	관심	προσοχή	관심	N;NOM;FEM;SG	N
