kot	som	kot	som	CONJ	CONJ
schmidt	schmidt	schmidt	schmidt	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kariera	karriären	kariera	karriär	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
kariera	karriär	kariera	karriär	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kariera	karriär	kariera	karriär	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
severna	norra	severen	norra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
severna	nordlig	severen	nordlig	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
severna	norra	severen	norra	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;SG
dostop	åtkomst	dostop	åtkomst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dostop	tillgång	dostop	tillgång	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
dostop	tillträde	dostop	tillträde	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
načrt	planen	načrt	plan	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
načrt	plan	načrt	plan	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
kraja	stöld	kraj	stöld	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
kraja	stöld	kraj	stöld	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
noč	natten	noč	natt	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
noč	night	noč	night	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
noč	kväll	noč	kväll	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
noč	natt	noč	natt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
različni	olika	različen	olik	ADJ;NOM;MASC;PL	ADJ;NOM;PL
natančno	exakt	natančno	exakt	ADV	ADV
glasbena	musikalisk	glasben	musikalisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
motnje	störningar	motnja	störning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
motnje	störningar	motnja	störning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
motnje	störningar	motnja	störning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
primeri	rättsfall	primer	rättsfall	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
primeri	ärenden	primer	ärende	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
žrtev	offret	žrtev	offreta	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
žrtev	offer	žrtev	offer	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
pomagal	hjälpte	pomagati	hjälpa	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
pomagal	hjälpt	pomagati	hjälpa	V;MASC;SG;V.PTCP	V;V.CVB;ACT
angel	ängeln	angel	ängel	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
angel	ängel	angel	ängel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
angel	angel	angel	angel	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadškof	ärkebiskop	nadškof	ärkebiskop	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nadškof	ärkebiskopen	nadškof	ärkebiskop	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
dober	god	dober	god	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
dober	duktig	dober	duktig	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
medalje	medaljer	medalja	medalj	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
povezava	anslutningen	povezava	anslutning	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
povezava	anknytning	povezava	anknytning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
povezava	koppling	povezava	koppling	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
povezava	anslutning	povezava	anslutning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
povezava	samband	povezava	samband	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
povezava	länk	povezava	länk	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
povezava	länken	povezava	länk	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zapis	rekord	zapis	rekord	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zapis	record	zapis	record	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zapis	notation	zapis	notation	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zrak	air	zrak	air	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zrak	luft	zrak	luft	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
beograd	belgrad	beograd	belgrad	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bele	vita	bel	vit	ADJ;NOM;FEM;PL	ADJ;NOM;PL
literatura	litteratur	literatura	litteratur	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
literatura	litteraturen	literatura	litteratur	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
pevka	sångare	pevek	sång	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pevka	sångerska	pevek	sångerska	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
uspel	lyckats	uspeti	lyckats	V;PFV;MASC;SG;V.PTCP	V;V.CVB;PASS
uspel	lyckades	uspeti	lyckad	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;PASS
letno	årligen	letno	årligen	ADV	ADV
letno	årligen	letno	årligen	ADV	ADV
letno	årligen	letno	årligen	ADV	ADV
kratek	kortfattad	kratek	kortfattad	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spears	spjut	spears	spjut	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
stavbe	fastigheter	stavba	fastighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
stavbe	byggnaderna	stavba	byggnad	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
stavbe	byggnader	stavba	byggnad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
dejanje	aktion	dejanje	aktion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dejanje	åtgärd	dejanje	åtgärd	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dejanje	handling	dejanje	handling	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dejanje	act	dejanje	act	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dejanje	akt	dejanje	akt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sposobnosti	kompetenser	sposobnost	kompetens	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sposobnosti	färdigheter	sposobnost	färdighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sposobnosti	förmågor	sposobnost	förmåga	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
študija	studie	študij	studium	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rimljani	romare	rimljan	rom	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
rimljani	romarna	rimljan	rom	N;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
leksikon	lexikon	leksikon	lexikon	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
festival	festival	festival	festival	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
serija	serie	serija	serie	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
serija	serien	serija	serien	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
serija	parti	serija	parti	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
serija	sats	serija	sats	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
imperij	imperiet	imperij	imperi	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
imperij	imperium	imperij	imperium	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
imperij	rike	imperij	rike	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
imperij	empire	imperij	empire	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
preživel	överlevt	preživeti	överleva	V;PFV;MASC;SG;V.PTCP	V;V.CVB;ACT
preživel	överlevde	preživeti	överleva	V;PFV;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
vključene	inkluderade	vključen	inkludera	ADJ;NOM;FEM;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
zapisal	skrev	zapisati	skriva	V;PFV;MASC;SG;V.PTCP	V;IMP;PST;FIN;ACT
pove	säger	povedati	säga	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pove	berättar	povedati	berätta	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
prevajalec	översättare	prevajalec	översättare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prehod	korsning	prehod	korsning	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prehod	övergång	prehod	övergång	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prehod	övergången	prehod	övergång	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
prehod	gateway	prehod	gateway	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
prehod	passagen	prehod	passage	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
prehod	passage	prehod	passage	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
višji	högre	visok	hög	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR
cosworth	cosworth	cosworth	cosworth	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
strukture	strukturerna	struktura	struktur	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
strukture	konstruktioner	struktura	konstruktion	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
strukture	strukturer	struktura	struktur	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
letališče	flygplats	letališče	flygpla	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
letališče	flygplatsen	letališče	flygplats	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
letališče	airport	letališče	airport	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kapela	kapellet	kapelo	kapell	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
kapela	kapell	kapelo	kapell	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
krogi	cirklar	krog	cirkla	N;NOM;MASC;PL	N;NOM;INDF;NEUT;PL
vprašanja	frågor	vprašanje	fråga	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
vprašanja	problem	vprašanje	problem	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;PL
vprašanja	frågeställningar	vprašanje	frågeställning	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
vprašanja	emissioner	vprašanje	emission	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
vprašanja	frågor	vprašanje	fråga	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
ustanovitev	skapelsen	ustanovitev	skapelse	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ustanovitev	skapelse	ustanovitev	skapelse	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanovitev	skapandet	ustanovitev	skapande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ustanovitev	inrättning	ustanovitev	inrättning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanovitev	anläggning	ustanovitev	anläggning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanovitev	etablering	ustanovitev	etablering	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ustanovitev	inrättandet	ustanovitev	inrättande	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
kraljevina	kungarike	kraljevina	kungarike	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
kraljevina	rike	kraljevina	rike	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
kraljevina	kungariket	kraljevina	kungarik	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
metoda	metoden	metoda	metod	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
metoda	metod	metoda	metod	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
priznanje	bikt	priznanje	bikt	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
priznanje	bekännelse	priznanje	bekännelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
priznanje	erkännande	priznanje	erkännande	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
razvila	utvecklades	razviti	utvecklad	V;PFV;FEM;SG;V.PTCP	V;IND;PST;FIN;PASS
razvila	utvecklats	razviti	utveckla	V;PFV;FEM;SG;V.PTCP	V;V.CVB;PASS
dolg	lång	dolg	lång	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
hči	dotter	hči	dott	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
hči	dottern	hči	dotter	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
napisala	skrev	napisati	skriva	V;PFV;FEM;SG;V.PTCP	V;IMP;PST;FIN;ACT
lastno	eget	lasten	egen	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
lastno	egen	lasten	egen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC+FEM;SG
pismo	brev	pismo	brev	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
pismo	bokstav	pismo	bokstav	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
pismo	skrivelse	pismo	skrivelse	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
glasbeno	musikaliskt	glasben	musikalisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
relativno	relativt	relativno	relativt	ADV	ADV
relativno	relativt	relativno	relativt	ADV	ADV
relativno	förhållandevis	relativno	förhållandevis	ADV	ADV
najstarejši	äldsta	star	gammal	ADJ;NOM;DEF;RL;MASC;SG	ADJ;NOM;DEF;RL
najstarejši	äldsta	star	gammal	ADJ;NOM;DEF;RL;MASC;SG	ADJ;NOM;DEF;RL
dirkalnik	racerbil	dirkalnik	racerbil	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
znanja	kunskaper	znanje	kunskap	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
lepo	snyggt	lep	snygga	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
lepo	trevligt	lep	trevlig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
lepo	fint	lep	fin	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
lepo	snygg	lep	snygg	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
motorja	motor	motor	motor	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
motorja	motorn	motor	motor	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
avstrijska	österrikisk	avstrijski	österrikisk	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
pomaga	bistår	pomagati	bistå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
pomaga	hjälper	pomagati	hjälpa	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
razlikuje	särskiljer	razlikovati	särskilj	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
razlikuje	utmärker	razlikovati	utmärka	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
razlikuje	skiljer	razlikovati	skilja	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fotografije	fotografier	fotografija	fotografi	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
fotografije	bilder	fotografija	bild	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
redko	sällan	redko	sällan	ADV	ADV
občasno	emellanåt	občasno	emellanåt	ADV	ADV
občasno	ibland	občasno	ibland	ADV	ADV
province	provinserna	provinec	provins	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
province	provinser	provinec	provins	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zgodnje	tidig	zgodnji	tidig	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
oblikovanje	formatering	oblikovanje	formatering	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
oblikovanje	utformning	oblikovanje	utformning	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
oblikovanje	konstruktion	oblikovanje	konstruktion	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
oblikovanje	design	oblikovanje	desig	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
oblikovanje	utformningen	oblikovanje	utformning	N;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
teža	tyngd	teža	tyngd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
teža	vikt	teža	vikt	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stopnja	examen	stopnja	exam	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stopnja	grad	stopnja	grad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stopnja	nivå	stopnja	nivå	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stopnja	level	stopnja	level	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
stopnja	betyg	stopnja	betyg	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
stopnja	årskurs	stopnja	årskurs	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
skladbe	spår	skladba	spår	N;NOM;FEM;PL	N;NOM;INDF;NEUT;PL
poveljstvo	command	poveljstvo	command	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
poveljstvo	kommando	poveljstvo	kommando	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
poveljstvo	kommandot	poveljstvo	kommandod	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
poveljstvo	huvudkontor	poveljstvo	huvudkontor	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
poveljstvo	huvudkontoret	poveljstvo	huvudkontor	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
poveljstvo	högkvarter	poveljstvo	högkvart	N;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
poveljstvo	högkvarteret	poveljstvo	högkvarter	N;NOM;NEUT;SG	N;NOM;DEF;NEUT;SG
vrne	returnerar	vrniti	returnera	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vrne	återvänder	vrniti	återvänd	V;PFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
vrne	returneras	vrniti	returnera	V;PFV;IND;SG;3;PRS;FIN	V;NFIN;PASS
razlika	skillnad	razlika	skillnad	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
razlika	skillnaden	razlika	skillnad	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
bernard	bernard	bernard	bernard	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bernard	bernhard	bernard	bernhard	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
razlike	olikheter	razlika	olikhet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
razlike	meningsskiljaktigheter	razlika	meningsskiljaktighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
razlike	skillnader	razlika	skillnad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
predmet	objektet	predmet	objekt	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
predmet	objekt	predmet	objekt	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
predmet	föremål	predmet	föremål	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
predmet	föremål	predmet	föremål	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
predmet	ämne	predmet	ämne	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
dvojice	dubbelgångare	dvojica	dubbelgångare	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ameriško	amerikanskt	ameriški	amerikansk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
ameriško	amerikansk	ameriški	amerikansk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
ekipa	laget	ekipa	lag	N;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
ekipa	lag	ekipa	lag	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ekipa	team	ekipa	team	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
skrbi	oroar	skrbeti	oro	V;IPFV;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
izid	utfall	izid	utfall	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
izid	resultat	izid	resultat	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
izid	resultatet	izid	resultat	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
lik	karaktär	lika	karaktär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lik	tecken	lika	tecken	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
lik	rollfigur	lika	rollfigur	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
povezani	anslutna	povezan	ansluta	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
povezani	länkade	povezan	länka	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
povezani	kopplade	povezan	koppla	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
povezani	närstående	povezan	närstående	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM
povezani	relaterade	povezan	relatera	ADJ;NOM;MASC;PL;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pojem	begreppet	pojem	begrepp	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
pojem	koncept	pojem	koncept	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pojem	konceptet	pojem	koncept	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
pojem	sång	pojem	sång	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pas	midjan	pas	midja	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
pas	midja	pas	midja	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pas	skärp	pas	skärp	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
pas	bältet	pas	bält	N;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
pas	bälte	pas	bälte	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
zvezda	stjärnan	zvezda	stjärna	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
zvezda	stjärna	zvezda	stjärna	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zvezda	star	zvezda	star	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
princ	prinsen	princ	prins	N;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
princ	furste	princ	furst	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
princ	prince	princ	prince	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
princ	prins	princ	prin	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
znova	igen	znova	igen	ADV	ADV
znova	återigen	znova	återigen	ADV	ADV
zgradbe	fastigheter	zgradba	fastighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
zgradbe	byggnaderna	zgradba	byggnad	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;PL
zgradbe	byggnader	zgradba	byggnad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;PL
projekta	projektets	projekt	projekt	N;GEN;MASC;SG	N;GEN;DEF;NEUT;SG
energija	energi	energija	energi	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
energija	energy	energija	energy	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
zdravje	hälsa	zdravje	hälsa	N;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
izbran	utvald	izbran	utvälja	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
izbran	vald	izbran	välja	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
izbran	utvalt	izbran	utvälta	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
izbran	valt	izbran	välja	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
izbran	utvald	izbran	utvälja	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
izbran	vald	izbran	välja	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
zvezek	volym	zvezek	volym	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
zvezek	anteckningsbok	zvezek	anteckningsbok	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sila	kraft	sila	kraft	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sila	force	sila	force	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
zgodovinsko	historiskt	zgodovinski	historisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zgodovinsko	historisk	zgodovinski	historisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
zgodovinsko	historiskt	zgodovinski	historisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zgodovinsko	historiskt	zgodovinski	historisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
zgodovinsko	historisk	zgodovinski	historisk	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
količina	belopp	količina	belopp	N;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
količina	mängd	količina	mängd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
količina	mängd	količina	mängd	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
količina	kvantitet	količina	kvantitet	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
val	val	val	val	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
val	våg	val	våg	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
val	wave	val	wave	N;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
imeti	har	imeti	ha	V;IPFV;NFIN	V;IND;PRS;FIN;ACT
zgoraj	ovan	zgoraj	ovan	ADV	ADV
zgoraj	ovanför	zgoraj	ovanför	ADV	ADV
