על	относно	על	относно	ADP	ADP
מאמרים	изделия	מאמר	изделие	N;MASC;PL	N;INDF;NEUT;PL
מאמרים	статии	מאמר	статия	N;MASC;PL	N;INDF;FEM;PL
מאמרים	артикули	מאמר	артикул	N;MASC;PL	N;INDF;MASC;PL
פעולות	операции	פעולה	операция	N;FEM;PL	N;INDF;FEM;PL
פעולות	действия	פעולה	действие	N;FEM;PL	N;INDF;NEUT;PL
פעולות	постъпки	פעולה	постъпка	N;FEM;PL	N;INDF;FEM;PL
פעולות	искове	פעולה	иск	N;FEM;PL	N;INDF;MASC;PL
דמות	характер	דמות	характер	N;FEM;SG	N;INDF;MASC;SG
דמות	фигура	דמות	фигура	N;FEM;SG	N;INDF;FEM;SG
דמות	фигурата	דמות	фигура	N;FEM;SG	N;DEF;FEM;SG
חלקים	части	חלק	част	N;MASC;PL	N;INDF;FEM;PL
חלקים	секции	חלק	секция	N;MASC;PL	N;INDF;FEM;PL
חלקים	участъци	חלק	участък	N;MASC;PL	N;INDF;MASC;PL
חלקים	бройки	חלק	бройка	N;MASC;PL	N;INDF;FEM;PL
חלקים	парченца	חלק	парченц	N;MASC;PL	N;INDF;NEUT;PL
חלקים	парчета	חלק	парче	N;MASC;PL	N;INDF;NEUT;PL
מילים	текстове	מילה	текст	N;FEM;PL	N;INDF;MASC;PL
מילים	думите	מילה	дума	N;FEM;PL	N;DEF;FEM;PL
מילים	думи	מילה	дума	N;FEM;PL	N;INDF;FEM;PL
סדרה	серия	סדרה	серия	N;FEM;SG	N;INDF;FEM;SG
סדרה	поредица	סדרה	поредица	N;FEM;SG	N;INDF;FEM;SG
סדרה	сериал	סדרה	сериал	N;FEM;SG	N;INDF;MASC;SG
סדרה	поредица	סדרה	поредица	N;FEM;SG	N;INDF;FEM;SG
סדרה	последователност	סדרה	последователност	N;FEM;SG	N;INDF;FEM;SG
שפה	езикът	שפה	език	N;FEM;SG	N;DEF;MASC;SG
שפה	езика	שפה	език	N;FEM;SG	N;DEF;MASC;SG
שפה	език	שפה	език	N;FEM;SG	N;INDF;MASC;SG
אוויר	air	אוויר	air	N;MASC;SG	N;INDF;MASC;SG
אוויר	въздуха	אוויר	въздух	N;MASC;SG	N;DEF;MASC;SG
אוויר	въздушен	אוויר	въздуша	N;MASC;SG	N;INDF;MASC;SG
אוויר	въздух	אוויר	въздух	N;MASC;SG	N;INDF;MASC;SG
השיחה	разговор	השיח	разговор	N;FEM;SG	N;INDF;MASC;SG
השיחה	беседа	השיח	бесед	N;FEM;SG	N;INDF;FEM;SG
לקרוא	четете	קרא	чета	V;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
לקרוא	прочетете	קרא	прочета	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לקרוא	чета	קרא	чета	V;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
לקרוא	прочети	קרא	прочета	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
זכות	привилегия	זכות	привилегия	N;FEM;SG	N;INDF;FEM;SG
כבוד	зачитане	כבוד	зачитане	N;MASC;SG	N;INDF;NEUT;SG
כבוד	респект	כבוד	респект	N;MASC;SG	N;INDF;MASC;SG
כבוד	уважение	כבוד	уважение	N;MASC;SG	N;INDF;NEUT;SG
כבוד	достойнство	כבוד	достойнство	N;MASC;SG	N;INDF;NEUT;SG
כבוד	достойнството	כבוד	достойнство	N;MASC;SG	N;DEF;NEUT;SG
מיזם	проект	מיזם	проект	N;MASC;SG	N;INDF;MASC;SG
מיזם	проектът	מיזם	проект	N;MASC;SG	N;DEF;MASC;SG
מיזם	проекта	מיזם	проект	N;MASC;SG	N;DEF;MASC;SG
מיזם	авантюра	מיזם	авантюра	N;MASC;SG	N;INDF;FEM;SG
מיזם	рисков	מיזם	рисков	N;MASC;SG	N;INDF;MASC;SG
טיפול	терапията	טיפול	терапия	N;MASC;SG	N;DEF;FEM;SG
טיפול	терапия	טיפול	терапия	N;MASC;SG	N;INDF;FEM;SG
טיפול	третиране	טיפול	третиране	N;MASC;SG	N;INDF;NEUT;SG
טיפול	лечение	טיפול	лечение	N;MASC;SG	N;INDF;NEUT;SG
טיפול	обработка	טיפול	обработка	N;MASC;SG	N;INDF;FEM;SG
תנועה	движение	תנועה	движение	N;FEM;SG	N;INDF;NEUT;SG
תנועה	трафик	תנועה	трафик	N;FEM;SG	N;INDF;MASC;SG
תנועה	задръстване	תנועה	задръстване	N;FEM;SG	N;INDF;NEUT;SG
תנועה	гласна	תנועה	гласен	N;FEM;SG	N;INDF;FEM;SG
תנועה	придвижване	תנועה	придвижване	N;FEM;SG	N;INDF;NEUT;SG
תנועה	движение	תנועה	движение	N;FEM;SG	N;INDF;NEUT;SG
ידע	познаване	ידע	познаване	N;MASC;SG	N;INDF;NEUT;SG
ידע	знание	ידע	знание	N;MASC;SG	N;INDF;NEUT;SG
ידע	познание	ידע	познание	N;MASC;SG	N;INDF;NEUT;SG
יחיד	необвързан	יחיד	необвързан	ADJ;MASC;SG	ADJ;INDF;MASC;SG
יחיד	единична	יחיד	единичен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יחיד	необвързана	יחיד	побвържа	ADJ;MASC;SG	ADJ;INDF;FEM;SG
יחיד	единичен	יחיד	единичен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
כוכב	звезда	כוכב	звезда	N;MASC;SG	N;INDF;FEM;SG
תחנת	станция	תחנה	станция	N;FEM;SG	N;INDF;FEM;SG
תחנת	station	תחנה	station	N;FEM;SG	N;INDF;MASC;SG
תחנת	гара	תחנה	гара	N;FEM;SG	N;INDF;FEM;SG
ראשית	първо	ראשית	първо	ADV	ADV
ביטוי	фраза	ביטוי	фраза	N;MASC;SG	N;INDF;FEM;SG
ביטוי	изразяване	ביטוי	изразяване	N;MASC;SG	N;INDF;NEUT;SG
ביטוי	изражение	ביטוי	изражение	N;MASC;SG	N;INDF;NEUT;SG
ביטוי	израз	ביטוי	израз	N;MASC;SG	N;INDF;MASC;SG
פרופסור	професор	פרופסור	професор	N;MASC;SG	N;INDF;MASC;SG
דעת	становище	דעה	становище	N;FEM;SG	N;INDF;NEUT;SG
דעת	мнение	דעה	мнение	N;FEM;SG	N;INDF;NEUT;SG
שחור	черна	שחור	чер	ADJ;MASC;SG	ADJ;INDF;FEM;SG
שחור	черен	שחור	черен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
באמת	наистина	באמת	наистина	ADV	ADV
חודש	месец	חודש	месец	N;MASC;SG	N;INDF;MASC;SG
חוקי	правни	חוקי	правен	ADJ;MASC;PL	ADJ;INDF;PL
בתחילה	първоначално	בתחילה	първоначално	ADV	ADV
יוצרים	създателите	יוצר	създател	N;MASC;PL	N;DEF;MASC;PL
יוצרים	създатели	יוצר	създател	N;MASC;PL	N;INDF;MASC;PL
להביא	донеси	הביא	донеса	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
להביא	донеси	הביא	донеса	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
שינויים	промени	שינוי	промяна	N;MASC;PL	N;INDF;FEM;PL
שינויים	промените	שינוי	промяна	N;MASC;PL	N;DEF;FEM;PL
שינויים	изменения	שינוי	изменение	N;MASC;PL	N;INDF;NEUT;PL
נתונים	данни	נתון	данна	N;MASC;PL	N;INDF;FEM;PL
מזון	храна	מזון	храна	N;MASC;SG	N;INDF;FEM;SG
חבל	жалко	חבל	жалко	ADV	ADV
בניין	изграждане	בניין	изграждане	N;MASC;SG	N;INDF;NEUT;SG
בניין	сграда	בניין	сграда	N;MASC;SG	N;INDF;FEM;SG
בניין	сградата	בניין	сграда	N;MASC;SG	N;DEF;FEM;SG
עזרה	помощ	עזרה	помощ	N;FEM;SG	N;INDF;FEM;SG
פרקים	епизоди	פרק	епизод	N;MASC;PL	N;INDF;MASC;PL
פרקים	глави	פרק	глава	N;MASC;PL	N;INDF;FEM;PL
השתתפה	участвала	השתתף	участвам	V;FEM;SG;3;PST	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
מקובל	приемлива	מקובל	приемливам	ADJ;MASC;SG	ADJ;INDF;FEM;SG
מקובל	приемлив	מקובל	приемлив	ADJ;MASC;SG	ADJ;INDF;MASC;SG
גורם	причиняване	גורם	причиняване	N;MASC;SG	N;INDF;NEUT;SG
גורם	фактор	גורם	фактор	N;MASC;SG	N;INDF;MASC;SG
גורם	коефициент	גורם	коефициент	N;MASC;SG	N;INDF;MASC;SG
עדכון	актуализиране	עדכון	актуализиране	N;MASC;SG	N;INDF;NEUT;SG
עדכון	обновяване	עדכון	обновяване	N;MASC;SG	N;INDF;NEUT;SG
עדכון	актуализация	עדכון	актуализация	N;MASC;SG	N;INDF;FEM;SG
מקומות	места	מקום	място	N;MASC;PL	N;INDF;NEUT;PL
מעולם	никога	מעולם	никога	ADV	ADV
הגנה	защита	הגנה	защита	N;FEM;SG	N;INDF;FEM;SG
הגנה	закрила	הגנה	закрила	N;FEM;SG	N;INDF;FEM;SG
הגנה	защита	הגנה	защита	N;FEM;SG	N;INDF;FEM;SG
הגנה	отбрана	הגנה	отбрана	N;FEM;SG	N;INDF;FEM;SG
הגנה	защитата	הגנה	защита	N;FEM;SG	N;DEF;FEM;SG
הגנה	защита	הגנה	защита	N;FEM;SG	N;INDF;FEM;SG
הגנה	отбрана	הגנה	отбрана	N;FEM;SG	N;INDF;FEM;SG
גובה	височина	גובה	височина	N;MASC;SG	N;INDF;FEM;SG
גובה	височина	גובה	височина	N;MASC;SG	N;INDF;FEM;SG
גובה	ръст	גובה	ръст	N;MASC;SG	N;INDF;MASC;SG
גובה	височина	גובה	височина	N;MASC;SG	N;INDF;FEM;SG
תקשורת	комуникация	תקשורת	комуникация	N;FEM;SG	N;INDF;FEM;SG
תקשורת	общуване	תקשורת	общуване	N;FEM;SG	N;INDF;NEUT;SG
תקשורת	съобщаване	תקשורת	съобщаване	N;FEM;SG	N;INDF;NEUT;SG
תקשורת	медия	תקשורת	медия	N;FEM;SG	N;INDF;FEM;SG
משקל	тегло	משקל	тегло	N;MASC;SG	N;INDF;NEUT;SG
משקל	тежест	משקל	тежест	N;MASC;SG	N;INDF;FEM;SG
לשמור	запази	שמר	запазя-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
השפעה	влияние	השפעה	влияние	N;FEM;SG	N;INDF;NEUT;SG
השפעה	сблъсък	השפעה	сблъсък	N;FEM;SG	N;INDF;MASC;SG
השפעה	въздействие	השפעה	въздействие	N;FEM;SG	N;INDF;NEUT;SG
השפעה	удар	השפעה	удар	N;FEM;SG	N;INDF;MASC;SG
השפעה	влияние	השפעה	влияние	N;FEM;SG	N;INDF;NEUT;SG
השפעה	ефект	השפעה	ефект	N;FEM;SG	N;INDF;MASC;SG
השפעה	въздействие	השפעה	въздействие	N;FEM;SG	N;INDF;NEUT;SG
יצירות	творения	יצירה	творен	N;FEM;PL	N;INDF;NEUT;PL
יצירות	произведения	יצירה	произведение	N;FEM;PL	N;INDF;NEUT;PL
יצירות	състави	יצירה	съставя	N;FEM;PL	N;INDF;FEM;PL
יצירות	композиции	יצירה	композиция	N;FEM;PL	N;INDF;FEM;PL
תחילה	първо	תחילה	първо	ADV	ADV
מכון	институт	מכון	институт	N;MASC;SG	N;INDF;MASC;SG
מכון	института	מכון	институт	N;MASC;SG	N;DEF;MASC;SG
כוכבים	планетите	כוכב	планет	N;MASC;PL	N;DEF;FEM;PL
כוכבים	планети	כוכב	планета	N;MASC;PL	N;INDF;FEM;PL
כוכבים	звездички	כוכב	звездичка	N;MASC;PL	N;INDF;FEM;PL
כוכבים	звездите	כוכב	звезда	N;MASC;PL	N;DEF;FEM;PL
כוכבים	звезди	כוכב	звезда	N;MASC;PL	N;INDF;FEM;PL
תוצאות	резултати	תוצאה	резултат	N;FEM;PL	N;INDF;MASC;PL
באי	бае	None	бая-се		
תחרות	конкуренция	תחרות	конкуренция	N;FEM;SG	N;INDF;FEM;SG
תחרות	конкурс	תחרות	конкурс	N;FEM;SG	N;INDF;MASC;SG
תחרות	състезание	תחרות	състезание	N;FEM;SG	N;INDF;NEUT;SG
תחרות	конкурс	תחרות	конкурс	N;FEM;SG	N;INDF;MASC;SG
תחרות	състезание	תחרות	състезание	N;FEM;SG	N;INDF;NEUT;SG
צפיפות	плътност	צפיפות	плътност	N;FEM;SG	N;INDF;FEM;SG
נובל	благородник	נובל	благородник	N;MASC;SG	N;INDF;MASC;SG
רשמית	формално	רשמית	формално	ADV	ADV
רשמית	официално	רשמית	официално	ADV	ADV
חסר	липсващ	חסר	липсвам	ADJ;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
חסר	липсваща	חסר	липсвам	ADJ;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
בשביל	за	בשביל	за	ADP	ADP
רבנים	равини	רב	равина	N;MASC;PL	N;INDF;FEM;PL
ארוך	дълъг	ארוך	дълъг	ADJ;MASC;SG	ADJ;INDF;MASC;SG
עסק	бизнес	עסק	бизнес	N;MASC;SG	N;INDF;MASC;SG
עונות	сезоните	עונה	сезон	N;FEM;PL	N;DEF;MASC;PL
עונות	сезони	עונה	сезон	N;FEM;PL	N;INDF;MASC;PL
באר	бар	באר	бар	N;FEM;SG	N;INDF;MASC;SG
באר	барът	באר	бар	N;FEM;SG	N;DEF;MASC;SG
חג	почивка	חג	почивка	N;MASC;SG	N;INDF;FEM;SG
חג	празник	חג	празник	N;MASC;SG	N;INDF;MASC;SG
חג	ваканция	חג	ваканция	N;MASC;SG	N;INDF;FEM;SG
דת	религията	דת	религия	N;FEM;SG	N;DEF;FEM;SG
דת	религия	דת	религия	N;FEM;SG	N;INDF;FEM;SG
מראה	появата	מראה	поява	N;MASC;SG	N;DEF;FEM;SG
מראה	появяване	מראה	появяване	N;MASC;SG	N;INDF;NEUT;SG
מראה	поява	מראה	поява	N;MASC;SG	N;INDF;FEM;SG
מראה	огледалото	מראה	огледало	N;MASC;SG	N;DEF;NEUT;SG
מראה	огледалце	מראה	огледалце	N;MASC;SG	N;INDF;NEUT;SG
מראה	огледало	מראה	огледало	N;MASC;SG	N;INDF;NEUT;SG
ניצחון	победа	ניצחון	победа	N;MASC;SG	N;INDF;FEM;SG
ניצחון	триумф	ניצחון	триумф	N;MASC;SG	N;INDF;MASC;SG
עריכה	редактиране	עריכה	редактиране	N;FEM;SG	N;INDF;NEUT;SG
עריכה	редактиране	עריכה	редактиране	N;FEM;SG	N;INDF;NEUT;SG
עריכה	монтаж	עריכה	монтаж	N;FEM;SG	N;INDF;MASC;SG
משמעותי	смислен	משמעותי	смисля	ADJ;MASC;SG	ADJ;INDF;MASC;SG
משמעותי	значителен	משמעותי	значителен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
משמעותי	значим	משמעותי	значим	ADJ;MASC;SG	ADJ;INDF;MASC;SG
משמעותי	значителна	משמעותי	значителен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
עין	окото	עין	око	N;FEM;SG	N;DEF;NEUT;SG
עין	око	עין	око	N;FEM;SG	N;INDF;NEUT;SG
תחום	владение	תחום	владение	N;MASC;SG	N;INDF;NEUT;SG
תחום	домейн	תחום	домейн	N;MASC;SG	N;INDF;MASC;SG
נוער	младежта	נוער	младеж	N;MASC;SG	N;DEF;FEM;SG
נוער	младост	נוער	младост	N;MASC;SG	N;INDF;FEM;SG
נוער	младеж	נוער	младеж	N;MASC;SG	N;INDF;MASC;SG
נוער	младостта	נוער	младост	N;MASC;SG	N;DEF;FEM;SG
נוער	тийн	נוער	тийн	N;MASC;SG	N;INDF;MASC;SG
נוער	тинейджър	נוער	тинейджър	N;MASC;SG	N;INDF;MASC;SG
נוער	тийнейджър	נוער	тийнейджър	N;MASC;SG	N;INDF;MASC;SG
סגן	лейтенант	סגן	лейтенант	N;MASC;SG	N;INDF;MASC;SG
סגן	заместник	סגן	заместник	N;MASC;SG	N;INDF;MASC;SG
שלטון	шелтън	שלטון	шелтън	N;MASC;SG	N;INDF;MASC;SG
צעיר	младо	צעיר	млад	N;MASC;SG	N;INDF;NEUT;SG
רוח	дух	רוח	дух	N;FEM;SG	N;INDF;MASC;SG
רוח	вятърна	רוח	вятърна	N;FEM;SG	N;INDF;FEM;SG
רוח	вятър	רוח	вятър	N;FEM;SG	N;INDF;MASC;SG
רוח	вятъра	רוח	вятър	N;FEM;SG	N;DEF;MASC;SG
לעולם	никога	לעולם	никога	ADV	ADV
הצבעה	вот	הצבעה	вот	N;FEM;SG	N;INDF;MASC;SG
הצבעה	гласуване	הצבעה	гласуване	N;FEM;SG	N;INDF;NEUT;SG
הצבעה	гласуването	הצבעה	гласуване	N;FEM;SG	N;DEF;NEUT;SG
הצבעה	гласуване	הצבעה	гласуване	N;FEM;SG	N;INDF;NEUT;SG
גישה	достъп	גישה	достъп	N;FEM;SG	N;INDF;MASC;SG
גישה	нагласа	גישה	нагласа	N;FEM;SG	N;INDF;FEM;SG
גישה	отношение	גישה	отношение	N;FEM;SG	N;INDF;NEUT;SG
גישה	поведение	גישה	поведение	N;FEM;SG	N;INDF;NEUT;SG
גישה	подход	גישה	подход	N;FEM;SG	N;INDF;MASC;SG
מועדון	клуб	מועדון	клуб	N;MASC;SG	N;INDF;MASC;SG
מועדון	клубът	מועדון	клуб	N;MASC;SG	N;DEF;MASC;SG
חוזה	договор	חוזה	договор	N;MASC;SG	N;INDF;MASC;SG
פרויקט	проект	פרויקט	проект	N;MASC;SG	N;INDF;MASC;SG
פרויקט	проектът	פרויקט	проект	N;MASC;SG	N;DEF;MASC;SG
פרויקט	проекта	פרויקט	проект	N;MASC;SG	N;DEF;MASC;SG
מינים	видове	מין	вид	N;MASC;PL	N;INDF;MASC;PL
צבע	цвят	צבע	цвят	N;MASC;SG	N;INDF;MASC;SG
צבע	боя	צבע	бой	N;MASC;SG	N;INDF;FEM;SG
צבע	боядисване	צבע	боядисване	N;MASC;SG	N;INDF;NEUT;SG
צבע	цвят	צבע	цвят	N;MASC;SG	N;INDF;MASC;SG
תוצאה	следствие	תוצאה	следствие	N;FEM;SG	N;INDF;NEUT;SG
תוצאה	последица	תוצאה	последица	N;FEM;SG	N;INDF;FEM;SG
תוצאה	резултат	תוצאה	резултат	N;FEM;SG	N;INDF;MASC;SG
תוצאה	резултата	תוצאה	резултат	N;FEM;SG	N;DEF;MASC;SG
מראש	предварително	מראש	предварително	ADV	ADV
נמוך	нисък	נמוך	нисък	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נמוך	ниска	נמוך	нисък	ADJ;MASC;SG	ADJ;INDF;FEM;SG
סיטי	град	סיטי	град	N;FEM;SG	N;INDF;MASC;SG
סיטי	градът	סיטי	град	N;FEM;SG	N;DEF;MASC;SG
סיטי	сити	סיטי	сит	N;FEM;SG	N;INDF;MASC;SG
תיאור	описание	תיאור	описание	N;MASC;SG	N;INDF;NEUT;SG
כתבה	статия	כתבה	статия	N;FEM;SG	N;INDF;FEM;SG
כתבה	член	כתבה	член	N;FEM;SG	N;INDF;MASC;SG
עובדים	работниците	עובד	работник	N;MASC;PL	N;DEF;MASC;PL
עובדים	работници	עובד	работник	N;MASC;PL	N;INDF;MASC;PL
עובדים	служителите	עובד	служител	N;MASC;PL	N;DEF;MASC;PL
עובדים	служители	עובד	служител	N;MASC;PL	N;INDF;MASC;PL
גמר	финал	גמר	финал	N;MASC;SG	N;INDF;MASC;SG
רצח	убийство	רצח	убийство	N;MASC;SG	N;INDF;NEUT;SG
רצח	убийство	רצח	убийство	N;MASC;SG	N;INDF;NEUT;SG
מטוס	самолет	מטוס	самолет	N;MASC;SG	N;INDF;MASC;SG
מטוס	самолет	מטוס	самолет	N;MASC;SG	N;INDF;MASC;SG
מטוס	равнина	מטוס	равнина	N;MASC;SG	N;INDF;FEM;SG
מטוס	вс	מטוס	вс	N;MASC;SG	N;INDF;MASC;SG
מטוס	самолет	מטוס	самолет	N;MASC;SG	N;INDF;MASC;SG
מלחמות	войните	מלחמה	войн	N;FEM;PL	N;DEF;MASC;PL
מלחמות	войни	מלחמה	война	N;FEM;PL	N;INDF;FEM;PL
לחץ	напрежение	לחץ	напрежение	N;MASC;SG	N;INDF;NEUT;SG
לחץ	натиск	לחץ	натиск	N;MASC;SG	N;INDF;MASC;SG
לחץ	налягане	לחץ	налягане	N;MASC;SG	N;INDF;NEUT;SG
לחץ	стрес	לחץ	стрес	N;MASC;SG	N;INDF;MASC;SG
לחץ	стресът	לחץ	стрес	N;MASC;SG	N;DEF;MASC;SG
לחץ	щракване	לחץ	щракване	N;MASC;SG	N;INDF;NEUT;SG
לחץ	клик	לחץ	клик	N;MASC;SG	N;INDF;MASC;SG
הוחלט	решено	הוחלט	реша	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
גרמני	германец	גרמני	германец	N;MASC;SG	N;INDF;MASC;SG
שלב	фаза	שלב	фаза	N;MASC;SG	N;INDF;FEM;SG
שלב	етап	שלב	етап	N;MASC;SG	N;INDF;MASC;SG
שלב	стъпало	שלב	стъпало	N;MASC;SG	N;INDF;NEUT;SG
שלב	стъпка	שלב	стъпка	N;MASC;SG	N;INDF;FEM;SG
שלב	крачка	שלב	крачка	N;MASC;SG	N;INDF;FEM;SG
שלב	стадий	שלב	стадий	N;MASC;SG	N;INDF;MASC;SG
שלב	сцена	שלב	сцена	N;MASC;SG	N;INDF;FEM;SG
שלב	етап	שלב	етап	N;MASC;SG	N;INDF;MASC;SG
שלב	сцената	שלב	сцена	N;MASC;SG	N;DEF;FEM;SG
המונח	срок	המונח	срок	N;MASC;SG	N;INDF;MASC;SG
המונח	термин	המונח	термин	N;MASC;SG	N;INDF;MASC;SG
המונח	мандат	המונח	мандат	N;MASC;SG	N;INDF;MASC;SG
לבנות	построи	בנה	построя-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
צד	страна	צד	страна	N;MASC;SG	N;INDF;FEM;SG
הועבר	преместен	הועבר	преместя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הועבר	преместена	הועבר	преместя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הועבר	прехвърлен	הועבר	прехвърля-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הועבר	прехвърлено	הועבר	прехвърля-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הועבר	преместен	הועבר	преместя-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
הועבר	прехвърлена	הועבר	прехвърля-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הוביל	доведе	הוביל	доведа	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
רשות	авторитет	רשות	авторитет	N;FEM;SG	N;INDF;MASC;SG
רשות	орган	רשות	орган	N;FEM;SG	N;INDF;MASC;SG
רשות	позволение	רשות	позволение	N;FEM;SG	N;INDF;NEUT;SG
רשות	разрешение	רשות	разрешение	N;FEM;SG	N;INDF;NEUT;SG
שאלה	въпрос	שאלה	въпрос	N;FEM;SG	N;INDF;MASC;SG
מטוסים	самолети	מטוס	самолет	N;MASC;PL	N;INDF;MASC;PL
מטוסים	самолети	מטוס	самолет	N;MASC;PL	N;INDF;MASC;PL
רכבת	железница	רכבת	железница	N;FEM;SG	N;INDF;FEM;SG
רכבת	влака	רכבת	влак	N;FEM;SG	N;DEF;MASC;SG
רכבת	влакът	רכבת	влак	N;FEM;SG	N;DEF;MASC;SG
רכבת	влак	רכבת	влак	N;FEM;SG	N;INDF;MASC;SG
רכבת	железница	רכבת	железница	N;FEM;SG	N;INDF;FEM;SG
ישנה	стар	ישן	стар	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ישנה	стара	ישן	стар	ADJ;FEM;SG	ADJ;INDF;FEM;SG
מפעל	фабрика	מפעל	фабрика	N;MASC;SG	N;INDF;FEM;SG
מפעל	завод	מפעל	завод	N;MASC;SG	N;INDF;MASC;SG
מפעל	фабриката	מפעל	фабрика	N;MASC;SG	N;DEF;FEM;SG
הרכב	автомобил	הרכב	автомобил	N;MASC;SG	N;INDF;MASC;SG
הרכב	кола	הרכב	кола	N;MASC;SG	N;INDF;FEM;SG
הרכב	колата	הרכב	кола	N;MASC;SG	N;DEF;FEM;SG
הרכב	автомобил	הרכב	автомобил	N;MASC;SG	N;INDF;MASC;SG
הרכב	возило	הרכב	вози	N;MASC;SG	N;INDF;NEUT;SG
רשימה	списък	רשימה	списък	N;FEM;SG	N;INDF;MASC;SG
ספינות	корабите	ספינות	кораб	N;FEM;PL	N;DEF;MASC;PL
ספינות	кораби	ספינות	кораб	N;FEM;PL	N;INDF;MASC;PL
גשר	мостик	גשר	мостик	N;MASC;SG	N;INDF;MASC;SG
גשר	мост	גשר	мост	N;MASC;SG	N;INDF;MASC;SG
גשר	бридж	גשר	бридж	N;MASC;SG	N;INDF;MASC;SG
אחוז	процент	אחוז	процент	N;MASC;SG	N;INDF;MASC;SG
גרמנים	германци	גרמני	германец	N;MASC;PL	N;INDF;MASC;PL
גרמנים	немци	גרמני	немец	N;MASC;PL	N;INDF;MASC;PL
גרמנים	германците	גרמני	германец	N;MASC;PL	N;DEF;MASC;PL
לחלק	раздели	חילק	разделя-(се)	V;NFIN;ACT	V;PFV;IMP;SG;2;FIN
לחלק	разделяй	חילק	разделям-(се)	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
פרטים	детайли	פרט	детайла	N;MASC;PL	N;INDF;MASC;PL
פרטים	подробности	פרט	подробност	N;MASC;PL	N;INDF;FEM;PL
זיכרון	спомен	זיכרון	спомен	N;MASC;SG	N;INDF;MASC;SG
זיכרון	памет	זיכרון	памет	N;MASC;SG	N;INDF;FEM;SG
מבלי	без	מבלי	без	ADP	ADP
מורשת	завет	מורשת	завет	N;FEM;SG	N;INDF;MASC;SG
מורשת	наследство	מורשת	наследство	N;FEM;SG	N;INDF;NEUT;SG
מורשת	наследство	מורשת	наследство	N;FEM;SG	N;INDF;NEUT;SG
סופרים	писатели	סופר	писател	N;MASC;PL	N;INDF;MASC;PL
סופרים	писателите	סופר	писател	N;MASC;PL	N;DEF;MASC;PL
סופרים	сценаристи	סופר	сценарист	N;MASC;PL	N;INDF;MASC;PL
סופרים	авторите	סופר	автор	N;MASC;PL	N;DEF;MASC;PL
סופרים	автори	סופר	автор	N;MASC;PL	N;INDF;MASC;PL
לציין	отбелязвайки	ציין	отбелязвам-(се)	V;NFIN;ACT	V;IPFV;IMP;SG;2;FIN
לציין	посочете	ציין	посоча	V;NFIN;ACT	V;PFV;IMP;PL;2;FIN
לציין	уточни	ציין	уточня	V;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
אישה	жената	איש	жена	N;FEM;SG	N;DEF;FEM;SG
אישה	жена	איש	жена	N;FEM;SG	N;INDF;FEM;SG
אישה	жена	איש	жена	N;FEM;SG	N;INDF;FEM;SG
אישה	съпруга	איש	съпруга	N;FEM;SG	N;INDF;FEM;SG
אישה	съпругата	איש	съпруга	N;FEM;SG	N;DEF;FEM;SG
מחשב	компютър	מחשב	компютър	N;MASC;SG	N;INDF;MASC;SG
מחשב	компютъра	מחשב	компютър	N;MASC;SG	N;DEF;MASC;SG
מסלול	коловоз	מסלול	коловоз	N;MASC;SG	N;INDF;MASC;SG
מסלול	писта	מסלול	писта	N;MASC;SG	N;INDF;FEM;SG
מסלול	пистата	מסלול	писта	N;MASC;SG	N;DEF;FEM;SG
מסלול	курс	מסלול	курс	N;MASC;SG	N;INDF;MASC;SG
