lovlige	قانونی	lovlig	قانونی	ADJ;PL	ADJ
solidt	اصلی	solid	اصلی	ADJ;INDF;NEUT;SG	ADJ
solidt	پختہ	solid	پختہ	ADJ;INDF;NEUT;SG	ADJ
solidt	معتبر	solid	معتبر	ADJ;INDF;NEUT;SG	ADJ
solidt	ہموار	solid	ہموار	ADJ;INDF;NEUT;SG	ADJ
solidt	اصلی	solid	اصلی	ADJ;INDF;NEUT;SG	ADJ
solidt	پختہ	solid	پختہ	ADJ;INDF;NEUT;SG	ADJ
solidt	معتبر	solid	معتبر	ADJ;INDF;NEUT;SG	ADJ
solidt	ہموار	solid	ہموار	ADJ;INDF;NEUT;SG	ADJ
solidt	ٹھوس	solid	ٹھوس	ADJ;INDF;NEUT;SG	ADJ
solidt	مضبوط	solid	مضبوط	ADJ;INDF;NEUT;SG	ADJ
solidt	سخت	solid	سخت	ADJ;INDF;NEUT;SG	ADJ
solidt	قوی	solid	قوی	ADJ;INDF;NEUT;SG	ADJ
tomt	خالی	tom	خالی	ADJ;INDF;NEUT;SG	ADJ
tomt	یکسر	tom	یکسر	ADJ;INDF;NEUT;SG	ADJ
initiativtager	بانی	initiativtage	بانی	ADJ;INDF;MASC+FEM;SG	ADJ
humør	بیزاری	humør	بیزاری	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
undskyldning	صفائی	undskyldning	صفائی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
undskyldning	معذرت	undskyldning	معذرت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
undskyldning	صفائی	undskyldning	صفائی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
statisk	جامد	statisk	جامد	ADJ;INDF;SG	ADJ
progress	ترقی	progress	ترقی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
lyrisk	جذباتی	lyrisk	جذباتی	ADJ;INDF;SG	ADJ;NOM
forbunds	وفاق	forbund	وفاق	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
alarm	ہول	alarm	ہول	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
alarm	باخبر	alarm	باخبر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tapperhed	بہادری	tapperhed	بہادری	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
elektromagnetiske	برقناطیسی	elektromagnetisk	برقناطیسی	ADJ;PL	ADJ;NOM
varig	پائیدار	varig	پائیدار	ADJ;INDF;MASC+FEM;SG	ADJ
varig	دیرپا	varig	دیرپا	ADJ;INDF;MASC+FEM;SG	ADJ
varig	پائیدار	varig	پائیدار	ADJ;INDF;MASC+FEM;SG	ADJ
varig	مستقل	varig	مستقل	ADJ;INDF;MASC+FEM;SG	ADJ
varig	رواں	varig	رواں	ADJ;INDF;MASC+FEM;SG	ADJ
bov	پہاڑ	bov	پہاڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bov	پہاڑ	bov	پہاڑ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bov	کمان	bov	کمان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
diskret	چوکس	diskret	چوکس	ADJ;INDF;SG	ADJ
diskret	ہلکا	diskret	ہلکا	ADJ;INDF;SG	ADJ;NOM;MASC;SG
diskret	عیارانہ	diskret	عیارانہ	ADJ;INDF;SG	ADJ
diskret	چالاک	diskret	چالاک	ADJ;INDF;SG	ADJ;NOM;MASC;SG
diskret	ہلکا	diskret	ہلکا	ADJ;INDF;SG	ADJ;NOM;MASC;SG
diskret	نازک	diskret	نازک	ADJ;INDF;SG	ADJ
diskret	عیارانہ	diskret	عیارانہ	ADJ;INDF;SG	ADJ
diskret	چالاک	diskret	چالاک	ADJ;INDF;SG	ADJ;NOM;MASC;SG
diagram	نقشہ	diagram	نقشہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
diagram	تصویر	diagram	تصویر	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
overskydende	نازیبا	overskydende	نازیبا	ADJ	ADJ
salon	وضعدار	salon	وضعدار	N;INDF;MASC+FEM;SG	N
iøjnefaldende	منفرد	iøjnefaldende	منفرد	ADJ	ADJ
iøjnefaldende	واضح	iøjnefaldende	واضح	ADJ	ADJ
iøjnefaldende	ممتاز	iøjnefaldende	ممتاز	ADJ	ADJ
afghanske	افغانی	afghansk	افغانی	ADJ;PL	ADJ
handicappede	معذور	handicappet	معذور	ADJ;PL	ADJ
symmetrisk	متوازن	symmetrisk	متوازن	ADJ;INDF;SG	ADJ
symmetrisk	متناسب	symmetrisk	متناسب	ADJ;INDF;SG	ADJ
blæser	ہوائی.	blæse	ہوائی.	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
blæser	ہوائی.	blæse	ہوائی.	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
pæn	بڑا	pæn	بڑا	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
pæn	پیارا	pæn	پیارا	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
forsigtig	چوکس	forsigtig	چوکس	ADJ;INDF;MASC+FEM;SG	ADJ
forsigtig	محتاط	forsigtig	محتاط	ADJ;INDF;MASC+FEM;SG	ADJ
forsigtig	خبردار	forsigtig	خبردار	ADJ;INDF;MASC+FEM;SG	ADJ
forsigtig	چوکس	forsigtig	چوکس	ADJ;INDF;MASC+FEM;SG	ADJ
forsigtig	محتاط	forsigtig	محتاط	ADJ;INDF;MASC+FEM;SG	ADJ
jordbund	داغ	jordbund	داغ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jordbund	فضلہ	jordbund	فضلہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
jordbund	گندگی	jordbund	گندگی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bestanddel	رکن	bestanddel	رکن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bestanddel	جزو	bestanddel	جزو	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mærkelig	طلسماتی	mærkelig	طلسماتی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	طلسماتی	mærkelig	طلسماتی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	عجیب	mærkelig	عجیب	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	غیر	mærkelig	غیر	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	نامانوس	mærkelig	نامانوس	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	غیر	mærkelig	غیر	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	نامانوس	mærkelig	نامانوس	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	عجیب	mærkelig	عجیب	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	ضمنی	mærkelig	ضمنی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	ہنگامی	mærkelig	ہنگامی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	انوکھا	mærkelig	انوکھا	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mærkelig	زائد	mærkelig	زائد	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	اتفاقی	mærkelig	اتفاقی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	ضمنی	mærkelig	ضمنی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	ہنگامی	mærkelig	ہنگامی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	انوکھا	mærkelig	انوکھا	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mærkelig	زائد	mærkelig	زائد	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	اتفاقی	mærkelig	اتفاقی	ADJ;INDF;MASC+FEM;SG	ADJ
mærkelig	عجیب	mærkelig	عجیب	ADJ;INDF;MASC+FEM;SG	ADJ
smider	پھینکنے	smide	پھینک	V;IND;PRS;FIN;ACT	V;ACC;NFIN
smider	جھاڑنا.	smide	جھاڑن	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
smider	پھینکنے	smide	پھینک	V;IND;PRS;FIN;ACT	V;ACC;NFIN
smider	جھاڑنا.	smide	جھاڑن	V;IND;PRS;FIN;ACT	V;SG;NFIN;ACT
smider	پھینکنا	smide	پھینکنا	V;IND;PRS;FIN;ACT	V;NFIN;ACT
hornet	شاخ	horn	شاخ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
konfrontation	مقابلہ	konfrontation	مقابلہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lægemiddel	تدارک	lægemiddel	تدارک	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
lægemiddel	علاج	lægemiddel	علاج	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ofret	مارا	ofre	مار	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
mundtlig	زبانی	mundtlig	زبانی	ADJ;INDF;MASC+FEM;SG	ADJ
mundtlig	فعلی	mundtlig	فعلی	ADJ;INDF;MASC+FEM;SG	ADJ
transit	رہگزر	transit	رہگزر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
transit	راستہ	transit	راستہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
spark	زور	spark	زور	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
spark	توانائی	spark	توانائی	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
skelet	خاکہ	skele	خاکہ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
dekoration	آرائش	dekoration	آرائش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
olien	پیٹرولیم.	olie	پیٹرولیم.	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
olien	چکنائی	olie	چکنائی	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
olien	پیٹرولیم.	olie	پیٹرولیم.	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
olien	تیل	olie	تیل	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
olien	چکنائی	olie	چکنائی	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
journalistiske	اخباری	journalistisk	اخباری	ADJ;PL	ADJ
journalistiske	صحافتی	journalistisk	صحافتی	ADJ;PL	ADJ;NOM
journalistiske	اخباری	journalistisk	اخباری	ADJ;PL	ADJ
flaske	ہمت	flaske	ہمت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
flaske	بوتل	flaske	بوتل	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
flaske	ہمت	flaske	ہمت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mødested	محلہ	mødested	محلہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
mildt	کمزور	mild	کمزور	ADJ;INDF;NEUT;SG	ADJ
mildt	کمزور	mild	کمزور	ADJ;INDF;NEUT;SG	ADJ
mildt	ہلکا	mild	ہلکا	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
hast	تیزی	hast	تیزی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
hast	تیزی	hast	تیزی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anfald	قبضہ	anfald	قبضہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
elektromagnetisk	برقناطیسی	elektromagnetisk	برقناطیسی	ADJ;INDF;SG	ADJ;NOM
gengiver	دہرانا	gengive	دہرانا	V;IND;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
enlig	متحد	enlig	متحد	ADJ;INDF;MASC+FEM;SG	ADJ
enlig	متحد	enlig	متحد	ADJ;INDF;MASC+FEM;SG	ADJ
enlig	خالی	enlig	خالی	ADJ;INDF;MASC+FEM;SG	ADJ
horisonten	تجربے	horisont	تجربہ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
grenen	دریا	gren	دریا	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
tvivlsomme	مشتبہ	tvivlsom	مشتبہ	ADJ;PL	ADJ
tvivlsomme	مشکوک	tvivlsom	مشکوک	ADJ;PL	ADJ
tvivlsomme	مبہم	tvivlsom	مبہم	ADJ;PL	ADJ
tvivlsomme	مشتبہ	tvivlsom	مشتبہ	ADJ;PL	ADJ
nirvana	نروان	nirvana	نروان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udrydde	مارنا	udrydde	مار	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
tredive	30	tredive	30	NUM	NUM
tømrer	ترکھان	tømre	ترکھان	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
harmoniske	متوازن	harmonisk	متوازن	ADJ;PL	ADJ
harmoniske	ہموار	harmonisk	ہموار	ADJ;PL	ADJ
udsending	ایلچی	udsending	ایلچی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ejerskabet	ملکیت	ejerskab	ملکیت	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
ulempe	نقص	ulempe	نقص	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ulempe	نقصان	ulempe	نقصان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
gensidige	مشترک.	gensidig	مشترک.	ADJ;PL	ADJ
gensidige	باہمی	gensidig	باہمی	ADJ;PL	ADJ
gensidige	مشترک.	gensidig	مشترک.	ADJ;PL	ADJ
gensidige	جوابی	gensidig	جوابی	ADJ;PL	ADJ
gensidige	تکمیلی	gensidig	تکمیلی	ADJ;PL	ADJ
gensidige	جوابی	gensidig	جوابی	ADJ;PL	ADJ
gensidige	تکمیلی	gensidig	تکمیلی	ADJ;PL	ADJ
gensidige	باہمی	gensidig	باہمی	ADJ;PL	ADJ
udbyttet	حاصل	udbytte	حاصل	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
udbyttet	پیداوار	udbytte	پیداوار	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
intakt	پورا	intakt	پورا	ADJ;INDF;SG	ADJ;NOM;MASC;SG
usikre	غیریقینی	usikre	غیریقینی	ADJ;PL	ADJ
usikre	متلون	usikre	متلون	ADJ;PL	ADJ
usikre	مشکوک	usikre	مشکوک	ADJ;PL	ADJ
solidaritet	اتحاد	solidaritet	اتحاد	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
grundige	مکمل	grundig	مکمل	ADJ;PL	ADJ
grundige	قطعی	grundig	قطعی	ADJ;PL	ADJ
ideelle	ذہنی	ideelle	ذہنی	ADJ;PL	ADJ
ekstraordinært	ممتاز	ekstraordinært	ممتاز	ADJ;INDF;NEUT;SG	ADJ
dødt	بند	død	بند	ADJ;INDF;NEUT;SG	ADJ
dødt	جامد	død	جامد	ADJ;INDF;NEUT;SG	ADJ
dødt	قطعی	død	قطعی	ADJ;INDF;NEUT;SG	ADJ
dødt	مردہ	død	مردہ	ADJ;INDF;NEUT;SG	ADJ
dødt	متروک	død	متروک	ADJ;INDF;NEUT;SG	ADJ
dødt	مکمل	død	مکمل	ADJ;INDF;NEUT;SG	ADJ
dødt	سست	død	سست	ADJ;INDF;NEUT;SG	ADJ
dødt	بند	død	بند	ADJ;INDF;NEUT;SG	ADJ
dødt	جامد	død	جامد	ADJ;INDF;NEUT;SG	ADJ
dødt	قطعی	død	قطعی	ADJ;INDF;NEUT;SG	ADJ
dødt	مردہ	død	مردہ	ADJ;INDF;NEUT;SG	ADJ
dødt	متروک	død	متروک	ADJ;INDF;NEUT;SG	ADJ
dødt	مکمل	død	مکمل	ADJ;INDF;NEUT;SG	ADJ
dødt	سست	død	سست	ADJ;INDF;NEUT;SG	ADJ
liberalt	فیاضانہ	liberal	فیاضانہ	ADJ;INDF;NEUT;SG	ADJ
liberalt	بھرپور	liberal	بھرپور	ADJ;INDF;NEUT;SG	ADJ
beskedent	معتدل	beskeden	معتدل	ADJ;INDF;NEUT;SG	ADJ
beskedent	معتدل	beskeden	معتدل	ADJ;INDF;NEUT;SG	ADJ
oval	بیضوی	oval	بیضوی	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
billed	نقش	billed	نقش	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
beredskab	تیاری	beredskab	تیاری	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
beredskab	تیاری	beredskab	تیاری	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
beredskab	آمادگی	beredskab	آمادگی	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ordne	باندھنا	ordne	باندھنا	V;NFIN;ACT	V;NFIN;ACT
ordne	ٹھونکنا	ordne	ٹھونکنا	V;NFIN;ACT	V;SG;NFIN;ACT
ordne	باندھنا	ordne	باندھنا	V;NFIN;ACT	V;NFIN;ACT
ordne	ٹھہرانا	ordne	ٹھہرانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
ordne	ٹھونکنا	ordne	ٹھونکنا	V;NFIN;ACT	V;SG;NFIN;ACT
ordne	جمانا	ordne	جمانا	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
gyldig	جائز	gyldig	جائز	ADJ;INDF;MASC+FEM;SG	ADJ
kop	پیالی	kop	پیالی	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
eksperimentet	جانچ	eksperiment	جانچ	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
eksperimentet	اختبار	eksperiment	اختبار	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
eksperimentet	آزمائش	eksperiment	آزمائش	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
modstykke	جواب	modstykke	جواب	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
anordning	ساخت	anordning	ساخت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anordning	شکل	anordning	شکل	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
anordning	وضع	anordning	وضع	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
decimal	وزن	decimal	وزن	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
milepæl	سوانح	milepæl	سوانح	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stramme	دشوار	stram	دشوار	ADJ;PL	ADJ
stramme	دشوار	stram	دشوار	ADJ;PL	ADJ
sly	شوخ	sly	شوخ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sly	سازشی.	sly	سازشی.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sly	شریر	sly	شریر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sly	شوخ	sly	شوخ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sly	سازشی.	sly	سازشی.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sly	شریر	sly	شریر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
velgørende	خیراتی	velgørende	خیراتی	ADJ	ADJ
kit	تھیلا	kit	تھیلا	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kit	سامان	kit	سامان	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
intensitet	چمک	intensitet	چمک	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
intensitet	شدّت	intensitet	شدّت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vektor	سمتیہ	vektor	سمتیہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ernæring	غذائیت.	ernæring	غذائیت.	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
plasma	خون	plasma	خون	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bale	مصیبت	bale	مصیبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bale	مصیبت	bale	مصیبت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
ideelt	ذہنی	ideel	ذہنی	ADJ;INDF;NEUT;SG	ADJ
sprængstof	اشتعال	sprængstof	اشتعال	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tilpas	مناسب	tilpas	مناسب	ADJ;INDF;SG	ADJ
tilpas	درست	tilpas	درست	ADJ;INDF;SG	ADJ
tilpas	معقول	tilpas	معقول	ADJ;INDF;SG	ADJ
tilpas	مربوط	tilpas	مربوط	ADJ;INDF;SG	ADJ
tilpas	متناسب	tilpas	متناسب	ADJ;INDF;SG	ADJ
afbud	منسوخی	afbud	منسوخی	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
afbud	تنسیخ	afbud	تنسیخ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ekspertise	مہارت	ekspertise	مہارت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
himmelen	آسمان	himmel	آسمان	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
skidt	زخمی	skidt	زخمی	ADJ;INDF;NEUT;SG	ADJ
skidt	شدید	skidt	شدید	ADJ;INDF;NEUT;SG	ADJ
skidt	ناکارہ	skidt	ناکارہ	ADJ;INDF;NEUT;SG	ADJ
skidt	نامساعد	skidt	نامساعد	ADJ;INDF;NEUT;SG	ADJ
skidt	گھٹیا	skidt	گھٹیا	ADJ;INDF;NEUT;SG	ADJ
skidt	ناکافی	skidt	ناکافی	ADJ;INDF;NEUT;SG	ADJ
skidt	ناسازگار	skidt	ناسازگار	ADJ;INDF;NEUT;SG	ADJ
skidt	نادم	skidt	نادم	ADJ;INDF;NEUT;SG	ADJ
skidt	بدتمیز	skidt	بدتمیز	ADJ;INDF;NEUT;SG	ADJ
skidt	عمدہ	skidt	عمدہ	ADJ;INDF;NEUT;SG	ADJ
skidt	شرمندہ	skidt	شرمندہ	ADJ;INDF;NEUT;SG	ADJ
skidt	بیمار	skidt	بیمار	ADJ;INDF;NEUT;SG	ADJ
skidt	آلودگی	skidt	آلودگی	ADJ;INDF;NEUT;SG	ADJ
skidt	ناکارہ	skidt	ناکارہ	ADJ;INDF;NEUT;SG	ADJ
primitiv	اصلی	primitiv	اصلی	ADJ;INDF;MASC+FEM;SG	ADJ
primitiv	ناپختہ.	primitiv	ناپختہ.	ADJ;INDF;MASC+FEM;SG	ADJ
nævn	ذکر	nævn	ذکر	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
kammerat	دوست	kammerat	دوست	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
eksperimentere	پرکھنا	eksperimentere	پرکھ	V;NFIN;ACT	V;SG;NFIN;ACT
eksperimentere	آزمانا	eksperimentere	آزما	V;NFIN;ACT	V;SG;ACT
tænk	غور	tænk	غور	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tænk	فکر	tænk	فکر	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
gem	پھٹکار	gem	پھٹک	V;IMP	V;SG;ACT
gem	پھٹکار	gem	پھٹک	V;IMP	V;SG;ACT
liber	چھال	libe	چھال	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ceremonien	تقریب	ceremonie	تقریب	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
vedtage	اپنانا	vedtage	اپنانا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
sammenfaldende	موافق	sammenfaldende	موافق	ADJ	ADJ
motivation	ترغیب	motivation	ترغیب	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
subjektive	موضوعی	subjektiv	موضوعی	ADJ;PL	ADJ
rage	گرجنا	rag	گرجنا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
fordeler	بکھیرنا	fordel	بکھیر	V;IND;PRS;FIN;ACT	V;NFIN;ACT
eksklusiv	مختص.	eksklusiv	مختص.	ADJ;INDF;MASC+FEM;SG	ADJ
eksklusiv	امتیازی	eksklusiv	امتیازی	ADJ;INDF;MASC+FEM;SG	ADJ
eksklusiv	منتخب	eksklusiv	منتخب	ADJ;INDF;MASC+FEM;SG	ADJ
eksklusiv	مخصوص	eksklusiv	مخصوص	ADJ;INDF;MASC+FEM;SG	ADJ
bade	نہانا	bade	نہا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
fornuftige	متوازن	fornuftig	متوازن	ADJ;PL	ADJ
fornuftige	واضح	fornuftig	واضح	ADJ;PL	ADJ
fornuftige	متوازن	fornuftig	متوازن	ADJ;PL	ADJ
fornuftige	واضح	fornuftig	واضح	ADJ;PL	ADJ
fornuftige	معقول	fornuftig	معقول	ADJ;PL	ADJ
storhed	شان	storhed	شان	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
storhed	عظمت	storhed	عظمت	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mobilitet	تغیّر	mobilitet	تغیّر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
klatre	چڑھائی	klat	چڑھا	V;NFIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
klatre	چڑھنا.	klat	چڑھنا.	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
blanke	یکسر	blanke	یکسر	ADJ;PL	ADJ
prioritet	فوقیت	prioritet	فوقیت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
prioritet	سبقت	prioritet	سبقت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vandværk	اشکباری	vandværk	اشکباری	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
omskrivning	تکریر	omskrivning	تکریر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilblivelse	پیدائش	tilblivelse	پیدائش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilblivelse	پیدائش	tilblivelse	پیدائش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tilblivelse	تکوین	tilblivelse	تکوین	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tand	اثر	tand	اثر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tand	اثر	tand	اثر	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tand	دانت	tand	دانت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
estimat	حجم	estimat	حجم	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
estimat	حجم	estimat	حجم	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
estimat	اندازہ	estimat	اندازہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
estimat	تخمینہ	estimat	تخمینہ	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
føderal	وفاق	føderal	وفاق	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
definitivt	واجباً	definitivt	واجباً	ADV	ADV
definitivt	حکماً	definitivt	حکماً	ADV	ADV
målsætning	منتہا	målsætning	منتہا	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målsætning	ہدف	målsætning	ہدف	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
målsætning	غایت	målsætning	غایت	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
puls	جوش	puls	جوش	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
puls	احساس	puls	احساس	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
puls	جذبہ	puls	جذبہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
mægtig	طاقتور	mægtig	طاقتور	ADJ;INDF;MASC+FEM;SG	ADJ
mægtig	قوی	mægtig	قوی	ADJ;INDF;MASC+FEM;SG	ADJ
mægtig	زبردست	mægtig	زبردست	ADJ;INDF;MASC+FEM;SG	ADJ
ciffer	عدد	ciffer	عدد	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
lineære	لمبا	lineære	لمبا	ADJ;PL	ADJ;NOM;MASC
massakre	مقاتلہ	massakre	مقاتلہ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
