kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
smrť	death	smrť	death	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
smrť	úmrtí	smrť	úmrtí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
sopky	sopky	sopka	sopka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
réžia	režisér	réžia	režisér	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
réžia	režie	réžia	režie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
réžia	ředitel	réžia	ředitel	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
réžia	ředitelka	réžia	ředitelka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
zrejme	asi	zrejme	asi	PART	PART
vydavateľ	vydavatel	vydavateľ	vydavatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vydavateľ	nakladatelství	vydavateľ	nakladatelství	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vydavateľ	vydavatel	vydavateľ	vydavatel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vydavateľ	redaktor	vydavateľ	redaktor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vydavateľ	šéfredaktor	vydavateľ	šéfredaktor	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
pole	obor	pole	obor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
pole	pole	pole	pole	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
dlhé	dlouhá	dlhý	dlouhý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
dlhé	dlouhý	dlhý	dlouhý	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
dlhé	dlouhé	dlhý	dlouhý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
producent	producent	producent	producent	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
producent	výrobce	producent	výrobce	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
povrch	povrch	povrch	povrch	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vydanie	edice	vydanie	edice	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
vydanie	vydání	vydanie	vydání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydanie	vydání	vydanie	vydání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydanie	vydání	vydanie	vydání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydanie	vydávání	vydanie	vydávání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydanie	vydání	vydanie	vydání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
postup	postup	postup	postup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zahŕňa	zahrnuje	zahŕňať	zahrnovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
prišiel	přijel	prísť	přijet	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
prišiel	dorazil	prísť	dorazit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
prišiel	přišel	prísť	přijít	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
prišiel	přišlo	prísť	přijít	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
existujú	existují	existovať	existovat	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
sovietsky	sovětská	sovietsky	sovětský	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
catalina	catalina	catalina	catalina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vysoká	vysoký	vysoký	vysoký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
vysoká	vysoká	vysoký	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
vysoká	vysoký	vysoký	vysoký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
vysoká	vysoká	vysoký	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
vysoká	vysoká	vysoký	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
formy	formy	forma	forma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
formy	formuláře	forma	formulář	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
formy	formy	forma	forma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
formy	plísně	forma	plíseň	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vojakov	vojáky	vojak	voják	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;PL;POS
panny	panny	panny	panna	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
medzinárodná	mezinárodní	medzinárodný	mezinárodní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
vznikli	vznikly	vzniknúť	vzniknout	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INAN;PFV;PL;POS;PST;V.PTCP;ACT
vznikli	vznikly	vzniknúť	vzniknout	V;PFV;MASC;PL;POS;PST;V.PTCP	V;INAN;PFV;PL;POS;PST;V.PTCP;ACT
niekto	kdokoli	niekto	kdokoliv	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
niekto	kdokoliv	niekto	kdokoliv	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
niekto	někdo	niekto	někdo	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
niekto	někdo	niekto	někdo	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
niekto	kdokoli	niekto	kdokoliv	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
niekto	kdokoliv	niekto	kdokoliv	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
vedy	vědy	veda	věda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
vedy	vědy	veda	věda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
podporu	podporu	podpora	podpora	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
postavená	postavená	postavený	postavený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
postavená	postaven	postavený	postavený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
postavená	postavené	postavený	postavený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
postavená	postaveno	postavený	postavený	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
objekty	objekty	objekt	objekt	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
objekty	předměty	objekt	předmět	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
obyvatelia	obyvatelé	obyvateľ	obyvatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
obyvatelia	obyvatelé	obyvateľ	obyvatel	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
obrázkov	obrázků	obrázok	obrázek	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
obrázkov	obrázků	obrázok	obrázek	N;INAN;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
určené	zamýšlená	určený	zamýšlený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
určené	zamýšlené	určený	zamýšlený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
určené	určeno	určený	určený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
určené	určený	určený	určený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
určené	odhodlaný	určený	odhodlaný	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
určené	odhodlaná	určený	odhodlaný	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
rodina	rodina	rodina	rodina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
rodina	rodinka	rodina	rodina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
štýl	styl	štýl	styl	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
štýl	styling	štýl	styling	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
používať	použít	používať	použít	V;IPFV;POS;NFIN	V;POS;NFIN
video	video	video	video	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
južná	jižní	južný	jižní	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
južná	jižní	južný	jižní	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
vydavateľstvo	vydavatel	vydavateľstvo	vydavatel	N;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG;POS
vydavateľstvo	nakladatelství	vydavateľstvo	nakladatelství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydavateľstvo	nakladatelství	vydavateľstvo	nakladatelství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydavateľstvo	vydavatelství	vydavateľstvo	vydavatelství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydavateľstvo	zveřejňování	vydavateľstvo	zveřejňování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydavateľstvo	publikování	vydavateľstvo	publikování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
vydavateľstvo	zveřejnění	vydavateľstvo	zveřejnění	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
výber	výběr	výber	výběr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
výber	volba	výber	volba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
výber	výběr	výber	výběr	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
organizuje	organizuje	organizovať	organizovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
organizuje	pořádá	organizovať	pořádat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
organizuje	organizuje	organizovať	organizovat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
house	sněmovna	hous	sněmovna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
house	domeček	hous	domeček	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
house	dům	hous	dům	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
divadla	divadla	divadlo	divadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
divadla	divadla	divadlo	divadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
zámok	zámek	zámok	zámek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zámok	zámek	zámok	zámek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zámok	castle	zámok	castle	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zámok	hrad	zámok	hrad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zámok	zámek	zámok	zámek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zámok	château	zámok	chotea	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
účasť	účast	účasť	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
účasť	účast	účasť	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
účasť	účast	účasť	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
účasť	účasti	účasť	účast	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
list	list	list	list	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
list	list	list	list	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
list	dopis	list	dopis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
list	písmeno	list	písmeno	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
pohoria	hory	pohoriť	hora	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
šesť	šest	šesť	šest	NUM;NOM;NEUT;SG	NUM;NOM;SG
hodnoty	hodnoty	hodnota	hodnota	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
organizácia	organizace	organizácia	organizace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
organizácia	organizace	organizácia	organizace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
termín	pojem	termina	pojem	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
termín	výraz	termina	výraz	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
termín	termín	termina	termín	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
termín	lhůta	termina	lhůta	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
termín	termín	termina	termín	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úrad	autorita	úrad	autorita	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
úrad	pravomoc	úrad	pravomoc	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
úrad	orgán	úrad	orgán	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úrad	kancelář	úrad	kancelář	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
úrad	úřad	úrad	úřad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
úrad	office	úrad	office	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
prístup	přístup	prístup	přístup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prístup	přiblížení	prístup	přiblížení	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
prístup	přístup	prístup	přístup	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vzduchu	vzduchu	vzduch	vzduch	N;INAN;GEN;MASC;SG	N;INAN;GEN;MASC;SG;POS
teplota	teplota	teplota	teplota	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
teplota	teplota	teplota	teplota	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
prakticky	prakticky	prakticky	prakticky	ADV	ADV;POS
prakticky	prakticky	prakticky	prakticky	ADV	ADV;POS
nájsť	najděte	nájsť	najít	V;PFV;POS;NFIN	V;IMP;PL;2;POS;FIN
nájsť	najdi	nájsť	najdi	V;PFV;POS;NFIN	V;IMP;SG;2;POS;FIN
nájsť	najít	nájsť	najít	V;PFV;POS;NFIN	V;POS;NFIN
blízko	blízko	blízko	blízko	ADV	ADV;POS
čísla	čísla	číslo	číslo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
čísla	čísla	číslo	číslo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
https	https	https	https	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
únie	odbory	únia	odbory	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
zúčastnil	zúčastnil	zúčastniť	zúčastnit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
žil	žilo	žiť	žít	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
žil	žil	žiť	žít	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
veliteľ	náčelník	veliteľ	náčelník	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
veliteľ	velitel	veliteľ	velitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
zariadenia	přístroje	zariadenie	přístroj	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
storočie	století	storočie	století	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
práca	zaměstnání	práca	zaměstnání	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
práca	práce	práca	práce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
práca	práce	práca	práce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
práca	prace	práca	prace	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dráhy	dráhy	dráha	dráha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
turné	turné	turný	turné	N;NOM;NEUT;SG	N;NEUT;POS
turné	prohlídka	turný	prohlídka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
pozostáva	sestává	pozostávať	sestávat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
dosť	dost	dosť	dost	ADV	ADV;POS
udalosti	události	udalosť	událost	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
najvyššia	nejvyšší	vysoký	vysoký	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
najvyššia	nejvyšší	vysoký	vysoký	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
najvyššia	nejvyšší	vysoký	vysoký	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
profil	profil	profiť	profil	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sústava	systém	sústava	systém	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
sústava	system	sústava	system	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
znak	znak	znak	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znak	znak	znak	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znak	postava	znak	postava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
znak	charakter	znak	charakter	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znak	znak	znak	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
znak	podpis	znak	podpis	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
preklad	překlad	preklad	překlad	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
železničná	železniční	železničný	železniční	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
železničná	železniční	železničný	železniční	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
mestské	městský	mestský	městský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
mestské	městská	mestský	městský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
mestské	městské	mestský	městský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
boh	bůh	boh	bůh	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hráčov	hráče	hráč	hráč	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;PL;POS
významný	významná	významný	významný	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
významný	značná	významný	značný	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
dlhý	dlouhá	dlhý	dlouhý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
dlhý	dlouhý	dlhý	dlouhý	ADJ;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
dlhý	dlouhé	dlhý	dlouhý	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
skončil	skončilo	skončiť	skončit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
skončil	skončil	skončiť	skončit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
skončil	skončil	skončiť	skončit	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
kapely	pásma	kapela	pásmo	N;NOM;FEM;PL	N;NOM;NEUT;PL;POS
kapely	kapely	kapela	kapela	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
metra	metru	metra	metr	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG;POS
začiatok	start	začiatok	start	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
začiatok	začátek	začiatok	začátek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
začiatok	počátek	začiatok	počátek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
začiatok	začátek	začiatok	začátek	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
platí	platí	platiť	platit	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
platí	vyplácí	platiť	vyplácet	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
zmienka	zmínka	zmienka	zmínka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vokály	vokály	vokál	vokál	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
vzdialenosť	vzdálenost	vzdialenosť	vzdálenost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
vzdialenosť	odstup	vzdialenosť	odstup	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
systémy	systémy	systém	systém	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
použiť	aplikovat	použiť	aplikovat	V;PFV;POS;NFIN	V;POS;NFIN
použiť	uplatnit	použiť	uplatnit	V;PFV;POS;NFIN	V;POS;NFIN
použiť	použijte	použiť	použít	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;FIN
použiť	použít	použiť	použít	V;PFV;POS;NFIN	V;POS;NFIN
príbeh	příběh	príbeh	příběh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
príbeh	story	príbeh	story	N;INAN;NOM;MASC;SG	N;FEM;SG;POS
príbeh	příběh	príbeh	příběh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
stránkach	stránek	stránka	stránka	N;GEN;FEM;PL	N;GEN;FEM;PL;POS
politické	politická	politický	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
politické	politické	politický	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
politické	politický	politický	politický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
celá	celý	celý	celý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
celá	celá	celý	celý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
celá	celé	celý	celý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
pohyb	návrh	pohyb	návrh	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pohyb	pohyb	pohyb	pohyb	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pohyb	přesun	pohyb	přesun	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pohyb	pohyb	pohyb	pohyb	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
pohyb	hnutí	pohyb	hnutí	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG;POS
pohyb	pohyb	pohyb	pohyb	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kníh	knih	kniha	kniha	N;GEN;FEM;PL	N;GEN;FEM;PL;POS
vzťahy	vztahy	vzťah	vztah	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
vzťahy	vztahy	vzťah	vztah	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
vzťahy	vztahy	vzťah	vztah	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ochrana	ochrana	ochrana	ochrana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ochrana	ochrana	ochrana	ochrana	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
severná	severní	severný	severní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
severná	severní	severný	severní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
politická	politická	politický	politický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
politická	politické	politický	politický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
politická	politický	politický	politický	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
víťazstvo	vítězství	víťazstvo	vítězství	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
jazero	jezero	jazero	jezero	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
družstiev	družstva	družstvo	družstvo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
dôležité	důležitý	dôležitý	důležitý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
dôležité	důležitá	dôležitý	důležitý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
dôležité	důležité	dôležitý	důležitý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
charakter	znak	charakter	znak	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
charakter	postava	charakter	postava	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
charakter	charakter	charakter	charakter	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
charakter	povaha	charakter	povaha	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
charakter	příroda	charakter	příroda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
charakter	přirozenost	charakter	přirozenost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG;POS
hudobná	hudební	hudobný	hudební	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
hudobná	hudební	hudobný	hudební	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
spočiatku	původně	spočiatku	původně	ADV	ADV;POS
spočiatku	zpočátku	spočiatku	zpočátku	ADV	ADV
komplex	komplex	komplex	komplex	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
geografia	zeměpis	geografia	zeměpis	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
výstavba	stavebnictví	výstavba	stavebnictví	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
výstavba	výstavba	výstavba	výstavba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
výstavba	stavba	výstavba	stavba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
výstavba	konstrukce	výstavba	konstrukce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
osoby	osoby	osoba	osoba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
motory	motory	motor	motor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
