und	та	und	та	CONJ	CONJ
schnell	швидке	schnell	швидке	ADJ	ADJ;NOM;NEUT;SG
schnell	швидка	schnell	швидкий	ADJ	ADJ;NOM;FEM;SG
schnell	швидкий	schnell	швидкий	ADJ	ADJ;NOM;MASC;SG
schnell	швидкі	schnell	швидкий	ADJ	ADJ;NOM;PL
schnell	швидке	schnell	швидке	ADJ	ADJ;NOM;NEUT;SG
schnell	швидка	schnell	швидкий	ADJ	ADJ;NOM;FEM;SG
schnell	швидкий	schnell	швидкий	ADJ	ADJ;NOM;MASC;SG
einzelnen	окремих	einzeln	окремий	ADJ	ADJ;GEN;PL
einzelnen	індивідуальна	einzeln	індивідуальний	ADJ	ADJ;NOM;FEM;SG
einzelnen	індивідуальні	einzeln	індивідуальний	ADJ	ADJ;NOM;PL
einzelnen	індивідуальне	einzeln	індивідуальний	ADJ	ADJ;NOM;NEUT;SG
einzelnen	окремі	einzeln	окремий	ADJ	ADJ;NOM;PL
einzelnen	індивідуальний	einzeln	індивідуальний	ADJ	ADJ;NOM;MASC;SG
machte	зробила	machen	зробити	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
besten	кращий	gut	кращий	ADJ	ADJ;NOM;CMPR;MASC;SG
besten	найкраща	gut	найкращий	ADJ	ADJ;NOM;RL;FEM;SG
besten	найкращий	gut	найкращий	ADJ	ADJ;NOM;CMPR;MASC;SG
besten	найкращі	gut	найкращий	ADJ	ADJ;NOM;RL;PL
republik	республіка	republik	республіка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fragen	запитати	fragen	запитати	V;NFIN	V;PFV;NFIN
fragen	питати	fragen	питати	V;NFIN	V;IPFV;NFIN
fragen	запитувати	fragen	запитувати	V;NFIN	V;IPFV;NFIN
fragen	попросити	fragen	попросити	V;NFIN	V;PFV;NFIN
fragen	спитати	fragen	спитати	V;NFIN	V;PFV;NFIN
nähe	закриття	nähe	закриття	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
sonst	інакше	sonst	інакше	ADV	ADV
besuchte	відвідала	besuchen	відвідати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
besuchte	відвідав	besuchen	відвідати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
besuchte	відвідував	besuchen	відвідувати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
top	згори	top	згори	ADV	ADV
top	зверху	top	зверху	ADV	ADV
politische	політичні	politisch	політичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
früher	рання	früher	ранній	ADJ	ADJ;NOM;FEM;SG
früher	раннє	früher	ранній	ADJ	ADJ;NOM;NEUT;SG
früher	ранній	früher	ранній	ADJ	ADJ;NOM;MASC;SG
wissen	відмітили	wissen	відмітити	V;NFIN	V;PFV;IND;PL;PST;FIN
wissen	знаючи	wissen	знати	V;NFIN	V;IPFV;PRS;V.CVB
wissen	знати	wissen	знати	V;NFIN	V;IPFV;NFIN
wissen	знаю	wissen	знати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
wissen	знати	wissen	знати	V;NFIN	V;IPFV;NFIN
groß	великі	groß	великий	ADJ	ADJ;NOM;PL
groß	великих	groß	великий	ADJ	ADJ;ANIM;ACC;PL
groß	великі	groß	великий	ADJ	ADJ;NOM;PL
groß	велике	groß	великий	ADJ	ADJ;NOM;NEUT;SG
groß	велика	groß	великий	ADJ	ADJ;NOM;FEM;SG
groß	великий	groß	великий	ADJ	ADJ;NOM;MASC;SG
groß	великий	groß	великий	ADJ	ADJ;NOM;MASC;SG
groß	високий	groß	високий	ADJ	ADJ;NOM;MASC;SG
geschrieben	писав	schreiben	писати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
geschrieben	записано	schreiben	записати	V;V.PTCP	V;PFV;IND;0;FIN
geschrieben	написано	schreiben	написати	V;V.PTCP	V;PFV;IND;0;FIN
geschrieben	написав	schreiben	написати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geschrieben	написала	schreiben	написати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
geschrieben	писав	schreiben	писати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
geschrieben	опубліковано	schreiben	опубліковано	V;V.PTCP	V;PFV;IND;0;FIN
rechts	праворуч	rechts	праворуч	ADV	ADV
gerne	радо	gerne	радо	ADV	ADV
inzwischen	тимчасом	inzwischen	тимчасом	ADV	ADV
spielt	грає	spielen	грати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
spielt	відтворює	spielen	відтворювати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
hohen	високі	hoch	високий	ADJ;PL	ADJ;NOM;PL
südlich	південна	südlich	південний	ADJ	ADJ;NOM;FEM;SG
südlich	південний	südlich	південний	ADJ	ADJ;NOM;MASC;SG
zeitschrift	регулярні	zeitschrefen	регулярний	ADJ	ADJ;NOM;PL
finde	знайти	finden	знайти	V;IND;SG;2;PRS;FIN	V;PFV;NFIN
studium	вивчення	studium	вивчення	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
studium	навчання	studium	навчання	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
studium	дослідження	studium	дослідження	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
ausbildung	тренування	ausbildung	тренування	N;FEM;SG	N;INAN;NOM;NEUT;SG
ausbildung	тренінг	ausbildung	тренінг	N;FEM;SG	N;INAN;NOM;MASC;SG
ausbildung	освіта	ausbildung	освіта	N;FEM;SG	N;INAN;NOM;FEM;SG
wort	слово	wort	слово	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;SG
mindestens	мінімально	mindestens	мінімально	ADV	ADV
zahl	число	zahl	число	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
zahl	кількість	zahl	кількість	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
zahl	номер	zahl	номер	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
internationale	міжнародні	international	міжнародний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
zusätzlich	додаткові	zusätzlich	додатковий	ADJ	ADJ;NOM;PL
schreiben	записати	schreiben	записати	V;NFIN	V;PFV;NFIN
schreiben	напишіть	schreiben	написати	V;NFIN	V;PFV;IMP;PL;2;FIN
schreiben	пишіть	schreiben	писати	V;NFIN	V;IPFV;IMP;PL;2;FIN
schreiben	виписати	schreiben	виписати	V;NFIN	V;PFV;NFIN
schreiben	написати	schreiben	написати	V;NFIN	V;PFV;NFIN
schreiben	писати	schreiben	писати	V;NFIN	V;IPFV;NFIN
darstellung	представлення	darstellung	представлення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
darstellung	презентація	darstellung	презентація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
darstellung	відображення	darstellung	відображення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
darstellung	дисплей	darstellung	диспля	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
darstellung	показ	darstellung	показ	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
darstellung	ілюстрація	darstellung	ілюстрація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
darstellung	візуалізація	darstellung	візуалізація	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
firma	фірма	firma	фірма	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
firma	компанія	firma	компанія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
größten	найбільша	groß	найбільший	ADJ;NOM;MASC;SG	ADJ;NOM;RL;FEM;SG
größten	найбільший	groß	найбільший	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;MASC;SG
größten	найбільша	groß	найбільший	ADJ;NOM;MASC;SG	ADJ;NOM;RL;FEM;SG
tore	брами	tor	брама	N;NOM;NEUT;PL	N;INAN;NOM;FEM;PL
tore	ворота	tor	воротий	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
tore	голи	tor	голий	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
politischen	політичні	politisch	політичний	ADJ;NOM;MASC;PL	ADJ;NOM;PL
männer	самці	männer	самка	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
männer	чоловіки	männer	чоловік	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
gründete	заснував	gründen	заснувати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
beste	найкращі	gut	найкращий	ADJ;NOM;FEM;PL	ADJ;NOM;RL;PL
schlacht	битва	schlacht	битво	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
schlacht	бій	schlacht	бій	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
richtig	праворуч	richtig	праворуч	ADV	ADV
akademie	академія	akademie	академія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gehen	їду	gehen	їха	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
gehen	йдемо	gehen	йти	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
anzahl	число	anzahl	число	N;SG	N;INAN;NOM;NEUT;SG
anzahl	кількість	anzahl	кількість	N;SG	N;INAN;NOM;FEM;SG
anzahl	номер	anzahl	номер	N;SG	N;INAN;NOM;MASC;SG
anzahl	номера	anzahl	номера	N;SG	N;INAN;GEN;MASC;SG
anzahl	кількість	anzahl	кількість	N;SG	N;INAN;NOM;FEM;SG
olympischen	олімпійські	olympisch	олімпійський	ADJ;NOM;MASC;PL	ADJ;NOM;PL
sagen	кажу	sagen	казати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
sagen	кажеш	sagen	казати	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN
sagen	скажуть	sagen	сказати	V;NFIN	V;PFV;IND;PL;3;FUT;FIN
sagen	кажу	sagen	казати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
sagen	сказати	sagen	сказати	V;NFIN	V;PFV;NFIN
sagen	кажеш	sagen	казати	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN
sagen	скажи	sagen	сказати	V;NFIN	V;PFV;IMP;SG;2;FIN
sagen	розказати	sagen	розказати	V;NFIN	V;PFV;NFIN
sagen	розкажіть	sagen	розказати	V;NFIN	V;PFV;IMP;PL;2;FIN
sagen	розкажу	sagen	розказати	V;NFIN	V;PFV;IND;SG;1;FUT;FIN
sagen	розкажи	sagen	розказати	V;NFIN	V;PFV;IMP;SG;2;FIN
zusammenhang	контекст	zusammenhang	контекст	N	N;INAN;NOM;MASC;SG
zusammenhang	контексту	zusammenhang	контекст	N	N;INAN;GEN;MASC;SG
zusammenhang	кореляції	zusammenhang	кореляція	N	N;INAN;NOM;FEM;PL
gebaut	побудовано	bauen	побудовати	V;V.PTCP	V;PFV;IND;0;FIN
gebaut	побудували	bauen	побудувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gebaut	зібрано	bauen	зібрати	V;V.PTCP	V;PFV;IND;0;FIN
gebaut	побудовано	bauen	побудовати	V;V.PTCP	V;PFV;IND;0;FIN
größte	найбільша	groß	найбільший	ADJ;NOM;FEM;SG	ADJ;NOM;RL;FEM;SG
größte	найбільший	groß	найбільший	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
größte	найвищий	groß	найвищий	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
größte	найбільша	groß	найбільший	ADJ;NOM;FEM;SG	ADJ;NOM;RL;FEM;SG
funktion	функція	Funktion	функція	N;SG	N;INAN;NOM;FEM;SG
funktion	функцію	Funktion	функція	N;SG	N;INAN;ACC;FEM;SG
funktion	функціональності	Funktion	функціональність	N;SG	N;INAN;GEN;FEM;SG
funktion	функціональність	Funktion	функціональність	N;SG	N;INAN;NOM;FEM;SG
funktion	можливість	Funktion	можливість	N;SG	N;INAN;NOM;FEM;SG
wahrscheinlich	можливий	wahrscheinlich	можливий	ADJ	ADJ;NOM;MASC;SG
wahrscheinlich	ймовірний	wahrscheinlich	ймовірний	ADJ	ADJ;NOM;MASC;SG
dagegen	проти	dagegen	проти	ADV	ADV
umfasst	охоплює	umfassen	охоплювати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
umfasst	входить	umfassen	входити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
umfasst	включає	umfassen	включати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
grenze	межовий	grenze	межовий	ADJ	ADJ;NOM;MASC;SG
britischen	британські	britisch	британський	ADJ;NOM;MASC;PL	ADJ;NOM;PL
verwendung	користування	verwendung	користування	N;SG	N;INAN;NOM;NEUT;SG
verwendung	використання	verwendung	використання	N;SG	N;INAN;NOM;NEUT;SG
verwendung	користування	verwendung	користування	N;SG	N;INAN;NOM;NEUT;SG
verwendung	використання	verwendung	використання	N;SG	N;INAN;NOM;NEUT;SG
verwendung	використання	verwendung	використання	N;SG	N;INAN;NOM;NEUT;SG
sieg	перемога	seigen	перемога	N;NOM;SG	N;INAN;NOM;FEM;SG
eintrag	запис	eintrag	запис	N	N;INAN;NOM;MASC;SG
entwickelt	розробили	entwickeln	розробити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
entwickelt	розроблено	entwickeln	розробити	V;V.PTCP	V;PFV;IND;0;FIN
entwickelt	розвиває	entwickeln	розвивати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
entwickelt	походять	entwickeln	походити	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
hohe	високі	hoch	високий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
besitzt	володіє	besitzen	володіти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
besitzt	володіє	besitzen	володіти	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
leicht	невеликими	leicht	невеликий	ADJ	ADJ;INS;PL
leicht	легке	leicht	легке	ADJ	ADJ;NOM;NEUT;SG
leicht	світле	leicht	світлий	ADJ	ADJ;NOM;NEUT;SG
leicht	світлий	leicht	світлий	ADJ	ADJ;NOM;MASC;SG
leicht	легка	leicht	легка	ADJ	ADJ;NOM;FEM;SG
leicht	легкі	leicht	легкий	ADJ	ADJ;NOM;PL
leicht	легке	leicht	легке	ADJ	ADJ;NOM;NEUT;SG
leicht	легке	leicht	легке	ADJ	ADJ;NOM;NEUT;SG
leicht	легкого	leicht	легкий	ADJ	ADJ;GEN;NEUT;SG
leicht	божественний	leicht	божественний	ADJ	ADJ;NOM;MASC;SG
besitz	зберігання	besitz	зберігання	N	N;INAN;NOM;NEUT;SG
besitz	одержимість	besitz	одержимість	N	N;INAN;NOM;FEM;SG
besitz	володіння	besitz	володіння	N	N;INAN;NOM;NEUT;SG
bald	скоро	bald	скоро	ADV	ADV
allein	наодинці	allein	наодинці	ADV	ADV
allein	поодинці	allein	поодинець	ADV	ADV
link	посиланням	link	посилання	N;SG	N;INAN;INS;NEUT;SG
link	лінк	link	лінк	N;SG	N;INAN;NOM;MASC;SG
nord	північна	nord	північний	ADJ	ADJ;NOM;FEM;SG
nord	північний	nord	північний	ADJ	ADJ;NOM;MASC;SG
verheiratet	одружені	verheiraten	одружений	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
verheiratet	одружена	verheiraten	одружений	ADJ;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
verheiratet	одружений	verheiraten	одружений	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ernannt	призначив	ernennen	призначити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
alt	старі	alt	старий	ADJ	ADJ;NOM;PL
alt	старе	alt	старий	ADJ	ADJ;NOM;NEUT;SG
alt	старим	alt	старий	ADJ	ADJ;INS;NEUT;SG
alt	стара	alt	старий	ADJ	ADJ;NOM;FEM;SG
alt	старий	alt	старий	ADJ	ADJ;NOM;MASC;SG
stiftung	фундамент	stiftung	фундамент	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
stiftung	фонд	stiftung	фонд	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
aktiv	активна	aktiv	активний	ADJ	ADJ;NOM;FEM;SG
aktiv	активні	aktiv	активний	ADJ	ADJ;NOM;PL
aktiv	активне	aktiv	активний	ADJ	ADJ;NOM;NEUT;SG
aktiv	активним	aktiv	активний	ADJ	ADJ;INS;NEUT;SG
aktiv	активний	aktiv	активний	ADJ	ADJ;NOM;MASC;SG
gute	добрий	gut	добрий	ADJ;NOM;SG	ADJ;NOM;MASC;SG
punkte	крапки	punken	крапка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
punkte	точки	punken	точка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
punkte	очки	punken	очка	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
punkte	пункти	punken	пункт	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
sinne	сенс	sinnen	сенс	N	N;INAN;NOM;MASC;SG
sinne	значення	sinnen	значення	N	N;INAN;NOM;NEUT;SG
bleiben	залишаюся	bleiben	залишатися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
bleiben	перебуваючи	bleiben	перебувати	V;NFIN	V;IPFV;PRS;V.CVB
bleiben	залишаються	bleiben	залишатися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
bleiben	залишитися	bleiben	залишитися	V;NFIN	V;PFV;NFIN
bleiben	залишатися	bleiben	залишатися	V;NFIN	V;IPFV;NFIN
frühen	рання	früh	ранній	ADJ	ADJ;NOM;FEM;SG
frühen	раннє	früh	ранній	ADJ	ADJ;NOM;NEUT;SG
frühen	ранній	früh	ранній	ADJ	ADJ;NOM;MASC;SG
rang	звання	rang	звання	N;SG	N;INAN;NOM;NEUT;SG
diente	служив	dienen	служити	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
historischen	історичний	historisch	історичний	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
historischen	історична	historisch	історичний	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
historischen	історичне	historisch	історичний	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ähnlich	схожі	ähnlich	схожий	ADJ	ADJ;NOM;PL
ähnlich	подібні	ähnlich	подібний	ADJ	ADJ;NOM;PL
ähnlich	подібна	ähnlich	подібний	ADJ	ADJ;NOM;FEM;SG
ähnlich	подібний	ähnlich	подібний	ADJ	ADJ;NOM;MASC;SG
finale	фінал	final	фінал	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
finale	фінал	final	фінал	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
verfahren	обробити	verfahren	обробити	V;NFIN	V;PFV;NFIN
falsch	неправильна	falsch	неправильний	ADJ	ADJ;NOM;FEM;SG
falsch	неправильний	falsch	неправильний	ADJ	ADJ;NOM;MASC;SG
falsch	неправильне	falsch	неправильний	ADJ	ADJ;NOM;NEUT;SG
falsch	неправильна	falsch	неправильний	ADJ	ADJ;NOM;FEM;SG
falsch	неправильний	falsch	неправильний	ADJ	ADJ;NOM;MASC;SG
weise	мудра	weis	мудра	ADJ	ADJ;NOM;FEM;SG
weise	мудрі	weis	мудрий	ADJ	ADJ;NOM;PL
weise	мудрий	weis	мудрий	ADJ	ADJ;NOM;MASC;SG
weise	мудрим	weis	мудрий	ADJ	ADJ;INS;MASC;SG
außer	крім	außer	крім	ADP	ADP;GEN
heiligen	святі	heilig	святий	ADJ	ADJ;NOM;PL
heiligen	святий	heilig	святий	ADJ	ADJ;NOM;MASC;SG
heiligen	святі	heilig	святий	ADJ	ADJ;NOM;PL
heiligen	святе	heilig	святий	ADJ	ADJ;NOM;NEUT;SG
heiligen	священні	heilig	священня	ADJ	ADJ;NOM;PL
heiligen	святий	heilig	святий	ADJ	ADJ;NOM;MASC;SG
heiligen	святе	heilig	святий	ADJ	ADJ;NOM;NEUT;SG
heiligen	священна	heilig	священний	ADJ	ADJ;NOM;FEM;SG
heiligen	священні	heilig	священня	ADJ	ADJ;NOM;PL
ausgabe	вивід	ausgeben	вивід	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ausgabe	виведення	ausgeben	виведення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ausgabe	висловлювання	ausgeben	висловлювання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ausgabe	випуск	ausgeben	випускати	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
ausgabe	видання	ausgeben	видання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ausgabe	редакція	ausgeben	редакція	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ausgabe	видання	ausgeben	видання	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
belegt	зайнята	belegen	зайнятий	ADJ;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
belegt	зайнятий	belegen	зайнятий	ADJ;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
belegt	описана	belegen	описаний	ADJ;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
belegt	зайнятого	belegen	зайнятий	ADJ;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
belegt	зайняте	belegen	зайнятий	ADJ;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
fläche	креслення	fläche	креслення	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
fläche	графіка	fläche	графіка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fläche	графік	fläche	графік	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
fläche	поверхня	fläche	поверхня	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fläche	область	fläche	область	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fläche	ділянка	fläche	ділянка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fläche	площа	fläche	площа	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
fläche	місцевість	fläche	місцевість	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kehrte	повернувся	kehren	повернутися	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
kehrte	повернулася	kehren	повернутися	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
großer	великі	groß	великий	ADJ	ADJ;NOM;PL
großer	великих	groß	великий	ADJ	ADJ;ANIM;ACC;PL
fest	міцно	fest	міцно	ADV	ADV
fest	туго	fest	туго	ADV	ADV
kanton	кантон	kanton	кантон	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
versucht	спробувала	versuchen	спробувати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
versucht	спробував	versuchen	спробувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
versucht	намагається	versuchen	намагатися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
versucht	намагалися	versuchen	намагатися	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
versucht	спробували	versuchen	спробувати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
versucht	спробував	versuchen	спробувати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
versucht	намагався	versuchen	намагатися	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
versucht	пробував	versuchen	пробувати	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
erkennen	впізнав	erkennen	впізнати	V;NFIN	V;PFV;MASC;IND;SG;PST;FIN
erkennen	впізнала	erkennen	впізнати	V;NFIN	V;PFV;FEM;IND;SG;PST;FIN
erkennen	впізнати	erkennen	впізнати	V;NFIN	V;PFV;NFIN
erkennen	виявляти	erkennen	виявляти	V;NFIN	V;IPFV;NFIN
erkennen	виявити	erkennen	виявити	V;NFIN	V;PFV;NFIN
erkennen	визнає	erkennen	визнавати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
erkennen	впізнали	erkennen	впізнати	V;NFIN	V;PFV;IND;PL;PST;FIN
erkennen	підтвердити	erkennen	підтвердити	V;NFIN	V;PFV;NFIN
historische	історичні	historisch	історичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
historische	історичні	historisch	історичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
katholischen	католицька	katholisch	католицький	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
hochschule	університет	hochschule	університет	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
hochschule	коледж	hochschule	коледж	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
hochschule	коледжі	hochschule	коледжа	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
dennoch	ще	dennoch	ще	ADV	ADV
schwer	важкий	schwer	важкий	ADJ	ADJ;NOM;MASC;SG
schwer	сильний	schwer	сильний	ADJ	ADJ;NOM;MASC;SG
schwer	суворі	schwer	сувор	ADJ	ADJ;NOM;PL
schwer	тяжкий	schwer	тяжкий	ADJ	ADJ;NOM;MASC;SG
schwer	важкий	schwer	важкий	ADJ	ADJ;NOM;MASC;SG
schwer	складна	schwer	складний	ADJ	ADJ;NOM;FEM;SG
schwer	важка	schwer	важка	ADJ	ADJ;NOM;FEM;SG
schwer	жорсткий	schwer	жорсткий	ADJ	ADJ;NOM;MASC;SG
schwer	витривалі	schwer	витривалий	ADJ	ADJ;NOM;PL
schwer	складне	schwer	складний	ADJ	ADJ;NOM;NEUT;SG
hinweis	примітка	hinweis	примітка	ADV	ADV
gruppen	групи	grappen	група	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
gruppen	спільноти	grappen	спільнота	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
neues	нове	neu	новий	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
neues	нова	neu	новий	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
neues	новий	neu	новий	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ersetzt	замінює	ersetzen	замінювати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
ersetzt	замінено	ersetzen	замінити	V;V.PTCP	V;PFV;IND;0;FIN
ersetzt	замінили	ersetzen	замінити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
ersetzt	замінила	ersetzen	замінити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
ersetzt	замініть	ersetzen	замінити	V;V.PTCP	V;PFV;IMP;PL;2;FIN
ersetzt	замінити	ersetzen	замінити	V;V.PTCP	V;PFV;NFIN
hauptsächlich	головним	hauptsächlich	головний	ADJ	ADJ;INS;NEUT;SG
hauptsächlich	основному	hauptsächlich	основний	ADJ	ADJ;DAT;MASC;SG
derzeit	зараз	derzeit	зараз	ADV	ADV
derzeit	наразі	derzeit	наразі	ADV	ADV
stimmen	голосуйте	stimmen	голосувати	V;NFIN	V;IPFV;IMP;PL;2;FIN
stimmen	проголосувати	stimmen	проголосувати	V;NFIN	V;PFV;NFIN
stimmen	голосувати	stimmen	голосувати	V;NFIN	V;IPFV;NFIN
stimmen	голосує	stimmen	голосувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
geführt	керуються	führen	керуватися	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
geführt	повів	führen	повести	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
geführt	проводили	führen	проводити	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
geführt	провели	führen	провести	V;V.PTCP	V;PFV;IND;PL;PST;FIN
wert	варте	wert	варте	ADJ	ADJ;NOM;NEUT;SG
späteren	наступні	spät	наступний	ADJ	ADJ;NOM;PL
