den	la	den	él	PRO;DEF;MASC+FEM;SG	PRO;ACC;FEM;SG;3
mängd	cantidad	mängd	cantidad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mängd	importe	mängd	importe	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mängd	cantidad	mängd	cantidad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
växte	creció	växa	crecer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
växte	crecieron	växa	crecer	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
månader	meses	månad	mes	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
moderna	modernos	modern	moderno	ADJ;NOM;PL	ADJ;MASC;PL
moderna	modernas	modern	moderno	ADJ;NOM;PL	ADJ;FEM;PL
tom	vacío	tom	vacío	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tom	vacio	tom	vacio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hålla	aguanta	hålla	aguantar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
hålla	sostenga	hålla	sostener	V;NFIN;ACT	V;IMP;SG;3;FIN
platsen	lugar	plats	lugar	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
platsen	ubicacion	plats	ubicacion	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
platsen	ubicación	plats	ubicación	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
platsen	emplazamiento	plats	emplazamiento	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
platsen	localización	plats	localización	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
skriver	escribe	skriva	escribir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
skriver	escribiendo	skriva	escribir	V;IND;PRS;FIN;ACT	V;V.MSDR
skriver	escribir	skriva	escribir	V;IND;PRS;FIN;ACT	V;NFIN
finalen	final	final	final	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
finalen	final	final	final	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
ursprungliga	originales	ursprunglig	original	ADJ;NOM;PL	ADJ;PL
vanligt	frecuente	vanlig	frecuente	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
vanligt	común	vanlig	común	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
vanligt	habitual	vanlig	habitual	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
vanligt	usual	vanlig	usual	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
vanliga	ordinarios	vanlig	ordinario	ADJ;NOM;PL	ADJ;MASC;PL
vanliga	ordinarias	vanlig	ordinario	ADJ;NOM;PL	ADJ;FEM;PL
vanliga	comunes	vanlig	común	ADJ;NOM;PL	ADJ;PL
vanliga	frecuentes	vanlig	frecuente	ADJ;NOM;PL	ADJ;PL
vanliga	habituales	vanlig	habitual	ADJ;NOM;PL	ADJ;PL
kronor	coronas	krona	corona	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
viktig	importante	viktig	importante	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
dig	te	du	tú	PRO;ACC;DEF;MASC+FEM;SG	PRO;SG;2
dig	usted	du	tú	PRO;ACC;DEF;MASC+FEM;SG	PRO;SG;2;FORM
dig	vos	du	vo	PRO;ACC;DEF;MASC+FEM;SG	PRO;SG;2
match	juego	match	juego	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
match	cerilla	match	cerilla	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
match	partido	match	partido	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
match	coincidencia	match	coincidencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
match	match	match	match	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sierra	sierra	sierr	sierra	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
föreningen	asociación	förening	asociación	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
föreningen	association	förening	association	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
parc	parc	parc	parc	N;NOM;INDF;NEUT;SG	N;MASC;SG
kompositör	compositor	kompositör	compositor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kompositör	compositora	kompositör	compositora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
hotad	amenazado	hota	amenazar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
hotad	amenazada	hota	amenazado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
hotad	amenazado	hota	amenazar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
livet	vida	liv	vida	N;NOM;DEF;NEUT;SG	N;FEM;SG
livet	life	liv	life	N;NOM;DEF;NEUT;SG	N
sar	rae	sa	rae	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
datum	cita	datum	cita	N;NOM;INDF;NEUT;SG	N;FEM;SG
datum	fecha	datum	fecha	N;NOM;INDF;NEUT;SG	N;FEM;SG
tekniska	tecnológicas	teknisk	tecnológico	ADJ;NOM;PL	ADJ;FEM;PL
tekniska	tecnológicos	teknisk	tecnológico	ADJ;NOM;PL	ADJ;MASC;PL
djup	profundidad	djup	profundidad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
djup	deep	djup	deep	N;NOM;INDF;MASC+FEM;SG	N
castle	castillo	castle	castillo	N;NOM;INDF;NEUT;SG	N;MASC;SG
medeltida	medieval	medeltida	medieval	ADJ;NOM	ADJ;SG
villa	villa	villa	villa	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lätt	facil	lätt	facil	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
lätt	sencilla	lätt	sencillo	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
lätt	fácil	lätt	fácil	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
lätt	sencillo	lätt	sencillo	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
titel	titulo	titel	titulo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
titel	título	titel	título	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flygplats	aeropuerto	flygpla	aeropuerto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flygplats	aeródromo	flygpla	aeródromo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
makedonska	macedonio	makedonsk	macedonio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
krig	guerra	krig	guerra	N;NOM;INDF;NEUT;SG	N;FEM;SG
krig	war	krig	war	N;NOM;INDF;NEUT;SG	N;SG
skog	bosque	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skog	woods	skog	woods	N;NOM;INDF;MASC+FEM;SG	N
skog	bosque	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
skog	selva	skog	selva	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skog	selva	skog	selva	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skog	bosque	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
beroende	dependiente	beroende	dependiente	ADJ;NOM;PRS;V.PTCP	ADJ;SG
beroende	adicto	beroende	adicto	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG
beroende	adicta	beroende	adicta	ADJ;NOM;PRS;V.PTCP	ADJ;FEM;SG
bygga	construyendo	bygga	construir	V;IMP;FIN;ACT	V;V.MSDR
bygga	construya	bygga	construir	V;IMP;FIN;ACT	V;IMP;SG;3;FIN
bygga	construir	bygga	construir	V;IMP;FIN;ACT	V;NFIN
bayern	baviera	bay	baver	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
bayern	bayern	bay	bayern	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
texten	text	text	text	N;NOM;DEF;MASC+FEM;SG	N
texten	texto	text	texto	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
utveckling	desarrollo	utveckling	desarrollo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utveckling	evolution	utveckling	evolution	N;NOM;INDF;MASC+FEM;SG	N
utveckling	evolución	utveckling	evolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utveckling	evolución	utveckling	evolución	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
spanska	castellano	spanska	castellano	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spanska	español	spanska	español	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spanska	espanol	spanska	espanol	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
historik	historia	historik	historia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
historik	historial	historik	historial	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
nedan	debajo	nedan	debajo	ADV	ADV
nedan	abajo	nedan	abajo	ADV	ADV
läst	leído	läsa	leer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
lägga	poner	lägga	poner	V;IMP;FIN;ACT	V;NFIN
music	music	music	music	N;NOM;INDF;MASC+FEM;SG	N
music	música	music	música	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
music	musica	music	musica	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
dagen	día	dag	día	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
dagen	dia	dag	diar	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
pris	precio	pris	precio	N;NOM;INDF;NEUT;SG	N;MASC;SG
pris	price	pris	price	N;NOM;INDF;NEUT;SG	N
pris	premio	pris	premio	N;NOM;INDF;NEUT;SG	N;MASC;SG
prefektur	prefectura	prefektur	prefectura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
centre	centro	cena	centro	N;NOM;INDF;NEUT;SG	N;MASC;SG
centre	centre	cena	centre	N;NOM;INDF;NEUT;SG	N;MASC;SG
öarna	islas	öare	isla	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
frågan	cuestión	fråga	cuestión	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
frågan	interrogante	fråga	interrogante	N;NOM;DEF;MASC+FEM;SG	N;SG
frågan	pregunta	fråga	pregunta	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
nusa	nusa	nusa	nusa	N	N;MASC;SG
arkitekt	arquitecto	arkitekt	arquitecto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
vem	quién	vem	quién	PRO;INDF;MASC+FEM;SG	PRO;SG
tack	gracias	tack	gracias	N;NOM;INDF;NEUT;SG	N
final	final	final	final	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
final	final	final	final	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
final	final	final	final	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fel	error	fel	error	N;NOM;INDF;NEUT;SG	N;MASC;SG
fjärilar	mariposas	fjäril	mariposo	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
gård	granja	gård	granja	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gård	finca	gård	finca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
sidor	páginas	sida	página	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
sidor	paginas	sida	pagina	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
jorden	earth	jord	earth	N;NOM;DEF;MASC+FEM;SG	N
jorden	tierra	jord	tierra	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
yngre	jóven	ung	jóven	ADJ;NOM;CMPR	ADJ;SG
producent	productor	producent	productor	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
producent	productora	producent	productora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
drottning	queen	drottning	quear	N;NOM;INDF;MASC+FEM;SG	N;SG
drottning	reina	drottning	reina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
anser	considera	anse	considerar	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
utbildning	formación	utbildning	formación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utbildning	adiestramiento	utbildning	adiestramiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utbildning	entrenamiento	utbildning	entrenamiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utbildning	capacitación	utbildning	capacitación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utbildning	educación	utbildning	educación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utbildning	enseñanza	utbildning	enseñanza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
utbildning	educacion	utbildning	educacion	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
igenom	mediante	igenom	mediante	ADP	ADP
konst	arts	konst	arts	N;NOM;INDF;MASC+FEM;SG	N
konst	arte	konst	arte	N;NOM;INDF;MASC+FEM;SG	N;SG
konst	arte	konst	arte	N;NOM;INDF;MASC+FEM;SG	N;SG
hall	vestíbulo	hall	vestíbulo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hall	pasillo	hall	pasillo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hall	hall	hall	hall	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
hall	salón	hall	salón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
valde	eligió	välja	elegir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
valde	elegí	välja	elegir	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
valde	optaron	välja	optar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
valde	optó	välja	optar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hör	escuchar	höra	escuchar	V;IND;PRS;FIN;ACT	V;NFIN
hör	oír	höra	oír	V;IND;PRS;FIN;ACT	V;NFIN
hör	oyes	höra	oír	V;IND;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
landskap	paisaje	landskap	paisaje	N;NOM;INDF;NEUT;SG	N;MASC;SG
landskap	paisaje	landskap	paisaje	N;NOM;INDF;NEUT;SG	N;MASC;SG
återvände	regresó	återvände	regresar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
mästare	maestro	mäst	maestro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	master	mäst	master	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	máster	mäst	máster	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	campeón	mäst	campeón	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	campeona	mäst	campeona	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mästare	campeon	mäst	campeon	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	champion	mäst	champion	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mästare	champions	mäst	championso	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
station	estacion	station	estacion	N;NOM;INDF;NEUT;SG	N;FEM;SG
station	estación	station	estación	N;NOM;INDF;NEUT;SG	N;FEM;SG
fågel	pajaro	fågel	pajaro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fågel	pájaro	fågel	pájaro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fågel	ave	fågel	ave	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
minuter	actas	minut	acta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
minuter	minutos	minut	minuto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
sports	deporte	sport	deporte	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kungariket	reino	kungarik	reino	N;NOM;DEF;NEUT;SG	N;MASC;SG
kungariket	kingdom	kungarik	kingdom	N;NOM;DEF;NEUT;SG	N;MASC;SG
röst	voice	röst	voice	N;NOM;INDF;MASC+FEM;SG	N
röst	voz	röst	voz	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
lokala	locales	lokal	local	ADJ;NOM;PL	ADJ;PL
precis	exactamente	precis	exactamente	ADV	ADV
piano	piano	piano	piano	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
spring	run	spring	run	N;NOM;INDF;MASC+FEM;SG	N
uppslagsbok	enciclopedia	uppslagsbok	enciclopedia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
samarbete	colaboración	samarbete	colaboración	N;NOM;INDF;NEUT;SG	N;FEM;SG
samarbete	cooperación	samarbete	cooperación	N;NOM;INDF;NEUT;SG	N;FEM;SG
hockey	hockey	hockey	hockey	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
försök	prueba	försök	prueba	N;NOM;INDF;NEUT;SG	N;FEM;SG
eritrea	eritrea	eritre	eritrear	N;NOM;INDF;NEUT;SG	N;FEM;SG
följd	sucesión	följd	sucesión	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tjänst	servicio	tjänst	servicio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bidrag	aportación	bidrag	aportación	N;NOM;INDF;NEUT;SG	N;FEM;SG
bidrag	contribución	bidrag	contribución	N;NOM;INDF;NEUT;SG	N;FEM;SG
bidrag	aporte	bidrag	aporte	N;NOM;INDF;NEUT;SG	N;MASC;SG
bidrag	contribución	bidrag	contribución	N;NOM;INDF;NEUT;SG	N;FEM;SG
gärna	gustosamente	gärna	gustosamente	ADV	ADV
cot	catre	cot	catre	N;NOM;INDF;NEUT;SG	N;MASC;SG
cot	cuna	cot	cuna	N;NOM;INDF;NEUT;SG	N;FEM;SG
priset	precio	pris	precio	N;NOM;DEF;NEUT;SG	N;MASC;SG
priset	price	pris	price	N;NOM;DEF;NEUT;SG	N
visa	ver	visa	ver	V;IMP;FIN;ACT	V;NFIN
visa	mostrar	visa	mostrar	V;IMP;FIN;ACT	V;NFIN
visa	mostrar	visa	mostrar	V;IMP;FIN;ACT	V;NFIN
grupper	grupos	grupp	grupo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
grupper	agrupaciones	grupp	agrupación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
kontrakt	contrato	kontrakt	contrato	N;NOM;INDF;NEUT;SG	N;MASC;SG
fråga	pregunta	fråga	pregunta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fråga	consulta	fråga	consulta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fråga	cuestión	fråga	cuestión	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
fråga	interrogante	fråga	interrogante	N;NOM;INDF;MASC+FEM;SG	N;SG
fråga	pregunta	fråga	pregunta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bäst	mejor	bra	mejor	ADV;RL	ADV
projekt	project	projekt	project	N;NOM;INDF;NEUT;SG	N
projekt	proyecto	projekt	proyecto	N;NOM;INDF;NEUT;SG	N;MASC;SG
projekt	projects	projekt	project	N;NOM;INDF;NEUT;SG	N
tur	suerte	tur	suerte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tur	lucky	tur	lucky	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tur	suerte	tur	suerte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
radera	borrar	radera	borrar	V;IMP;FIN;ACT	V;NFIN
radera	eliminando	radera	eliminar	V;IMP;FIN;ACT	V;V.MSDR
radera	borrando	radera	borrar	V;IMP;FIN;ACT	V;V.MSDR
radera	borrar	radera	borrar	V;IMP;FIN;ACT	V;NFIN
radera	eliminar	radera	eliminar	V;IMP;FIN;ACT	V;NFIN
radera	suprimir	radera	suprimir	V;IMP;FIN;ACT	V;NFIN
militär	ejército	militär	ejército	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
uppgifter	informaciones	uppgift	información	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
uppgifter	tareas	uppgift	tarea	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
uppgifter	datos	uppgift	dato	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
piper	pitido	piper	pitido	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
blue	blue	blue	blue	N;NOM;INDF;MASC+FEM;SG	N
prince	principe	prince	principe	N;NOM;INDF;NEUT;SG	N;MASC;SG
prince	prince	prince	prince	N;NOM;INDF;NEUT;SG	N
prince	príncipe	prince	príncipe	N;NOM;INDF;NEUT;SG	N;MASC;SG
frågor	asuntos	fråga	asunto	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
frågor	cuestiones	fråga	cuestión	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
frågor	temas	fråga	tema	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
frågor	preguntas	fråga	pregunta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
frågor	interrogantes	fråga	interrogante	N;NOM;INDF;MASC+FEM;PL	N;PL
frågor	cuestiones	fråga	cuestión	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
frågor	consultas	fråga	consulta	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
floden	rio	flyd	rio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
floden	río	flyd	río	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
code	code	code	coder	N;NOM;INDF;MASC+FEM;SG	N
code	codigo	code	codigo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
code	código	code	código	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
nationella	nacionales	nationell	nacional	ADJ;NOM;PL	ADJ;PL
bygger	construye	bygga	construir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
domare	jueces	dom	juez	N;NOM;INDF;MASC+FEM;PL	N;PL
domare	magistrados	dom	magistrado	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
premiär	premiere	premiär	premerir	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
premiär	estreno	premiär	estreno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
journalist	periodista	journalist	periodista	N;NOM;INDF;MASC+FEM;SG	N;SG
journalist	reportero	journalist	reportero	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
journalist	periodista	journalist	periodista	N;NOM;INDF;MASC+FEM;SG	N;SG
journalist	reportera	journalist	reportera	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
ridge	ridge	ridge	redgir	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ridge	cresta	ridge	cresta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bukit	bukit	buk	bukit	N;NOM;INDF;NEUT;SG	N;MASC;SG
följer	siguiendo	följa	seguir	V;IND;PRS;FIN;ACT	V;V.MSDR
följer	sigue	följa	seguir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
följer	seguir	följa	seguir	V;IND;PRS;FIN;ACT	V;NFIN
myror	hormigas	myro	hormiga	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
försökte	intenté	försöka	intentar	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
tour	recorrido	tour	recorrido	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tour	tour	tour	tour	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tour	gira	tour	gira	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
arbeten	trabajos	arbete	trabajo	N;NOM;INDF;NEUT;PL	N;MASC;PL
arbeten	empleos	arbete	empleo	N;NOM;INDF;NEUT;PL	N;MASC;PL
indian	indio	indian	indio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
indian	india	indian	india	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
indian	hindú	indian	hindú	N;NOM;INDF;MASC+FEM;SG	N;SG
skalbaggar	escarabajos	skalbagg	escarabajo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
skalbaggar	escarabajos	skalbagg	escarabajo	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
slog	golpear	slå	golpear	V;IMP;PST;FIN;ACT	V;NFIN
png	png	png	png	N;NOM;INDF;NEUT;SG	N
bodde	vivió	böa	vivir	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bodde	viví	böa	vivir	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
svarta	negras	svart	negro	ADJ;NOM;PL	ADJ;FEM;PL
byggnader	edificaciones	byggnad	edificación	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
byggnader	construcciones	byggnad	construcción	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
byggnader	edificios	byggnad	edificio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
byggnader	inmuebles	byggnad	inmueble	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
baserad	basada	basera	basado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
baserad	basado	basera	basado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
spår	huellas	spår	huella	N;NOM;INDF;NEUT;PL	N;FEM;PL
spår	pistas	spår	pista	N;NOM;INDF;NEUT;PL	N;FEM;PL
spår	tracks	spår	tracks	N;NOM;INDF;NEUT;PL	N;MASC;PL
spår	vestigios	spår	vestigio	N;NOM;INDF;NEUT;PL	N;MASC;PL
spår	rastros	spår	rastro	N;NOM;INDF;NEUT;PL	N;MASC;PL
spår	trazas	spår	traza	N;NOM;INDF;NEUT;PL	N;FEM;PL
spår	trazos	spår	trazo	N;NOM;INDF;NEUT;PL	N;MASC;PL
spår	trazas	spår	traza	N;NOM;INDF;NEUT;PL	N;FEM;PL
spår	trace	spår	trace	N;NOM;INDF;NEUT;PL	N
kraft	kraft	kraft	kraft	N;NOM;INDF;MASC+FEM;SG	N;SG
kraft	fuerza	kraft	fuerza	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kraft	force	kraft	force	N;NOM;INDF;MASC+FEM;SG	N
kraft	potencia	kraft	potencia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kraft	power	kraft	power	N;NOM;INDF;MASC+FEM;SG	N
kategori	categoria	kategori	categoria	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kategori	categoría	kategori	categoría	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
skapad	generada	skapa	generado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
skapad	generado	skapa	generado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
skapad	creado	skapa	creado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
skapad	creada	skapa	creado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
relativt	relativamente	relativt	relativamente	ADV	ADV
våren	manantial	vår	manantial	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
våren	primavera	vår	primavera	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
våren	resorte	vår	resorte	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
våren	primavera	vår	primavera	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
bana	pista	bana	pista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bana	pasarela	bana	pasarela	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bana	bana	bana	bana	N;NOM;INDF;MASC+FEM;SG	N;SG
bana	órbita	bana	órbita	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
bana	orbita	bana	orbitar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
beslut	decision	beslut	decisionr	N;NOM;INDF;NEUT;SG	N;FEM;SG
beslut	decisión	beslut	decisión	N;NOM;INDF;NEUT;SG	N;FEM;SG
