この	ovo	この	ovaj	DET	DET;NOM;NEUT;SG
ダンス	ples	ダンス	ples	N	N;NOM;MASC;SG
資格	kvalifikacije	資格	kvalifikacija	N	N;NOM;FEM;PL
資格	kvalifikacije	資格	kvalifikacija	N	N;NOM;FEM;PL
資格	kvalifikacija	資格	kvalifikacija	N	N;NOM;FEM;SG
実現	shvatio	実現	shvatiti	V	V;MASC;SG;PST;V.PTCP;ACT
ミサイル	rakete	ミサイル	raketa	N	N;NOM;FEM;PL
ミサイル	projektil	ミサイル	projektil	N	N;NOM;MASC;SG
ミサイル	raketa	ミサイル	raketa	N	N;NOM;FEM;SG
文章	kaznu	文章	kazna	N	N;ACC;FEM;SG
文章	presuda	文章	presuda	N	N;NOM;FEM;SG
文章	rečenica	文章	rečenica	N	N;NOM;FEM;SG
文章	kazna	文章	kazna	N	N;NOM;FEM;SG
平和	mirna	平和	miran	ADJ	ADJ;NOM;DEF;FEM;SG
一度	jednom	一度	jednom	ADV	ADV
集合	set	集合	set	N	N;NOM;MASC;SG
集合	komplet	集合	komplet	N	N;NOM;MASC;SG
集合	seta	集合	set	N	N;GEN;MASC;SG
コンサート	koncert	コンサート	koncert	N	N;NOM;MASC;SG
コンサート	koncerta	コンサート	koncert	N	N;GEN;MASC;SG
コンサート	koncerte	コンサート	koncert	N	N;ACC;MASC;PL
コンサート	koncerata	コンサート	koncert	N	N;GEN;MASC;PL
ロボット	robote	ロボット	robota	N	N;ACC;MASC;PL
ロボット	robot	ロボット	robot	N	N;NOM;MASC;SG
ロボット	robote	ロボット	robota	N	N;ACC;MASC;PL
ロボット	roboti	ロボット	robota	N	N;NOM;MASC;PL
歩兵	pješaštvo	歩兵	pješaštvo	N	N;NOM;NEUT;SG
青年	mladež	青年	mladež	N	N;NOM;FEM;SG
青年	mladost	青年	mladost	N	N;NOM;FEM;SG
青年	mladosti	青年	mladost	N	N;NOM;FEM;SG
小惑星	asteroida	小惑星	asteroida	N	N;GEN;MASC;SG
小惑星	asteroida	小惑星	asteroida	N	N;GEN;MASC;SG
小惑星	asteroid	小惑星	asteroid	N	N;NOM;MASC;SG
用語	termin	用語	termin	N	N;NOM;MASC;SG
用語	pojam	用語	pojam	N	N;NOM;MASC;SG
用語	izraz	用語	izraz	N	N;NOM;MASC;SG
用語	uvjete	用語	uvjet	N	N;ACC;MASC;PL
用語	uvjeti	用語	uvjet	N	N;NOM;MASC;PL
用語	uslovi	用語	uslov	N	N;NOM;MASC;PL
用語	terminologiju	用語	terminologija	N	N;ACC;FEM;SG
前身	prethodnik	前身	prethodnik	N	N;NOM;MASC;SG
前身	prethodnika	前身	prethodnik	N	N;ANIM;ACC;MASC;SG
姉妹	sestre	姉妹	sestra	N	N;NOM;FEM;PL
姉妹	sestrama	姉妹	sestra	N	N;INS;FEM;PL
姉妹	sestro	姉妹	sestro	N	N;NOM;MASC;SG
姉妹	sestra	姉妹	sestra	N	N;NOM;FEM;SG
小さな	maleno	小さな	malen	ADJ	ADJ;NOM;DEF;NEUT;SG
小さな	male	小さな	mali	ADJ	ADJ;NOM;DEF;FEM;PL
小さな	mali	小さな	mali	ADJ	ADJ;NOM;DEF;MASC;SG
テン	marten	テン	marten	N	N;NOM;MASC;SG
テン	desetka	テン	desetak	N	N;NOM;FEM;SG
一致	odgovara	一致	odgovarati	V	V;IND;SG;3;PRS;FIN
イオン	ion	イオン	ion	N	N;NOM;MASC;SG
イオン	iona	イオン	iona	N	N;GEN;MASC;SG
イオン	iona	イオン	iona	N	N;GEN;MASC;SG
仲間	drug	仲間	drug	N	N;NOM;MASC;SG
ジャック	jack	ジャック	jack	N	N;NOM;MASC;SG
ソロ	solo	ソロ	solo	N	N;NOM;MASC;SG
フィールド	polje	フィールド	polje	N	N;NOM;NEUT;SG
フィールド	polja	フィールド	polje	N	N;NOM;NEUT;PL
キロ	kilogram	キロ	kilogram	N	N;NOM;MASC;SG
キロ	kilo	キロ	kilo	N	N;ACC;FEM;SG
論文	teze	論文	teza	N	N;NOM;FEM;PL
論文	tezi	論文	teza	N	N;DAT;FEM;SG
論文	tezu	論文	teza	N	N;ACC;FEM;SG
論文	teza	論文	teza	N	N;NOM;FEM;SG
福祉	dobrobit	福祉	dobrobit	N	N;NOM;FEM;SG
属する	pripadam	属する	pripadati	V	V;IND;SG;1;PRS;FIN
属する	pripadaju	属する	pripadati	V	V;IND;PL;3;PRS;FIN
レポート	izvješće	レポート	izvješće	N	N;NOM;NEUT;SG
レポート	izvještaj	レポート	izvještaj	N	N;NOM;MASC;SG
レポート	izvješćivanje	レポート	izvješćivanje	N	N;NOM;NEUT;SG
レポート	izvješća	レポート	izvješće	N	N;NOM;NEUT;PL
レポート	izvještaji	レポート	izvještaj	N	N;NOM;MASC;PL
要素	elementi	要素	element	N	N;NOM;MASC;PL
要素	element	要素	element	N	N;NOM;MASC;SG
市町村	općine	市町村	općina	N	N;NOM;FEM;PL
市町村	općina	市町村	općina	N	N;NOM;FEM;SG
市町村	općine	市町村	općina	N	N;NOM;FEM;PL
ブラ	grudnjak	ブラ	grudnjak	N	N;NOM;MASC;SG
衛星	satelit	衛星	satelit	N	N;NOM;MASC;SG
性能	izvedba	性能	izvedba	N	N;NOM;FEM;SG
性能	izvođenje	性能	izvođenje	N	N;NOM;NEUT;SG
性能	nastup	性能	nastup	N	N;NOM;MASC;SG
カメラ	kameru	カメラ	kamera	N	N;ACC;FEM;SG
カメラ	fotoaparat	カメラ	fotoaparat	N	N;NOM;MASC;SG
カメラ	kamera	カメラ	kamera	N	N;NOM;FEM;SG
カメラ	kamere	カメラ	kamera	N	N;NOM;FEM;PL
カメラ	kamere	カメラ	kamera	N	N;NOM;FEM;PL
役割	uloga	役割	uloga	N	N;NOM;FEM;SG
役割	ulozi	役割	uloga	N	N;DAT;FEM;SG
役割	uloge	役割	uloga	N	N;NOM;FEM;PL
役割	uloge	役割	uloga	N	N;NOM;FEM;PL
ティー	tee	ティー	tee	N	N;NOM;FEM;SG
改良	poboljšao	改良	poboljšati	V	V;MASC;SG;PST;V.PTCP;ACT
講師	predavač	講師	predavač	N	N;NOM;MASC;SG
講師	instruktori	講師	instruktor	N	N;NOM;MASC;PL
講師	instruktora	講師	instruktor	N	N;ANIM;ACC;MASC;SG
講師	instruktor	講師	instruktor	N	N;NOM;MASC;SG
サブ	podmornica	サブ	podmornica	N	N;NOM;FEM;SG
読み	pročitajte	読む	pročitati	V	V;IMP;PL;2;FIN
コレクション	kolekcije	コレクション	kolekcija	N	N;NOM;FEM;PL
コレクション	zbirke	コレクション	zbirka	N	N;NOM;FEM;PL
コレクション	prikupljanje	コレクション	prikupljanje	N	N;NOM;NEUT;SG
コレクション	zbirka	コレクション	zbirka	N	N;NOM;FEM;SG
コレクション	kolekcija	コレクション	kolekcija	N	N;NOM;FEM;SG
犯罪	zločin	犯罪	zločin	N	N;NOM;MASC;SG
犯罪	kriminal	犯罪	kriminal	N	N;NOM;MASC;SG
大陸	kontinentu	大陸	kontinent	N	N;DAT;MASC;SG
大陸	kontinent	大陸	kontinent	N	N;NOM;MASC;SG
大陸	kontinenta	大陸	kontinent	N	N;GEN;MASC;SG
大陸	kontinenata	大陸	kontinent	N	N;GEN;MASC;PL
画面	ekran	画面	ekran	N	N;NOM;MASC;SG
画面	zaslon	画面	zaslon	N	N;NOM;MASC;SG
医師	liječnik	医師	liječnik	N	N;NOM;MASC;SG
医師	liječnici	医師	liječnik	N	N;NOM;MASC;PL
医師	doktori	医師	doktor	N	N;NOM;MASC;PL
医師	doktore	医師	doktor	N	N;ACC;MASC;PL
医師	doktor	医師	doktor	N	N;NOM;MASC;SG
国会	parlament	国会	parlament	N	N;NOM;MASC;SG
国会	sabor	国会	sabor	N	N;NOM;MASC;SG
国会	dijeta	国会	dijete	N	N;NOM;FEM;SG
国会	dijetu	国会	dijeta	N	N;ACC;FEM;SG
国会	prehrana	国会	prehrana	N	N;NOM;FEM;SG
インタビュー	intervju	インタビュー	intervju	N	N;NOM;MASC;SG
インタビュー	intervjue	インタビュー	intervju	N	N;ACC;MASC;PL
インタビュー	intervjua	インタビュー	intervju	N	N;ACC;MASC;SG
マガジン	magazin	マガジン	magazin	N	N;NOM;MASC;SG
マガジン	časopis	マガジン	časopis	N	N;NOM;MASC;SG
生命	zivot	生命	zivot	N	N;NOM;MASC;SG
生命	život	生命	život	N	N;NOM;MASC;SG
コミュニティ	zajednice	コミュニティ	zajednica	N	N;NOM;FEM;PL
コミュニティ	zajednica	コミュニティ	zajednica	N	N;NOM;FEM;SG
コミュニティ	zajednice	コミュニティ	zajednica	N	N;NOM;FEM;PL
弁護士	odvjetnici	弁護士	odvjetnik	N	N;NOM;MASC;PL
弁護士	odvjetnici	弁護士	odvjetnik	N	N;NOM;MASC;PL
弁護士	pravnik	弁護士	pravnik	N	N;NOM;MASC;SG
弁護士	odvjetnik	弁護士	odvjetnik	N	N;NOM;MASC;SG
弁護士	odvjetnica	弁護士	odvjetnica	N	N;NOM;FEM;SG
弁護士	advokat	弁護士	advokat	N	N;NOM;MASC;SG
危険	opasna	危険	opasan	ADJ	ADJ;NOM;DEF;FEM;SG
危険	opasni	危険	opasan	ADJ	ADJ;NOM;DEF;MASC;PL
危険	opasan	危険	opasan	ADJ	ADJ;NOM;INDF;MASC;SG
健康	zdrav	健康	zdrav	ADJ	ADJ;NOM;INDF;MASC;SG
健康	zdravi	健康	zdrav	ADJ	ADJ;NOM;DEF;MASC;SG
健康	zdrava	健康	zdrav	ADJ	ADJ;NOM;DEF;FEM;SG
健康	zdravstveni	健康	zdravstven	ADJ	ADJ;NOM;DEF;MASC;SG
設備	pogodnosti	設備	pogodnost	N	N;NOM;FEM;PL
設備	ustanove	設備	ustanova	N	N;NOM;FEM;PL
価格	cijene	価格	cijena	N	N;NOM;FEM;PL
価格	cijena	価格	cijena	N	N;NOM;FEM;SG
価格	cena	価格	cena	N	N;NOM;FEM;SG
価格	price	価格	price	N	N;NOM;FEM;PL
アニメーション	animacije	アニメーション	animacija	N	N;NOM;FEM;PL
アニメーション	animacije	アニメーション	animacija	N	N;NOM;FEM;PL
参考	reference	参考	referenca	N	N;NOM;FEM;PL
工学	inženjering	工学	inženjering	N	N;NOM;MASC;SG
工学	strojarnica	工学	strojarnica	N	N;NOM;FEM;SG
タン	ten	タン	ten	N	N;NOM;MASC;SG
母親	majke	母親	majka	N	N;NOM;FEM;PL
母親	majki	母親	majka	N	N;GEN;FEM;PL
母親	majko	母親	majko	N	N;NOM;FEM;SG
母親	majka	母親	majka	N	N;NOM;FEM;SG
専攻	major	専攻	major	N	N;NOM;MASC;SG
専攻	bojnik	専攻	bojnik	N	N;NOM;MASC;SG
ドア	vrata	ドア	vrata	N	N;NOM;NEUT;PL
ドア	vrata	ドア	vrata	N	N;NOM;NEUT;PL
数学	matematiku	数学	matematika	N	N;ACC;FEM;SG
数学	matematika	数学	matematika	N	N;NOM;FEM;SG
数学	matematike	数学	matematika	N	N;NOM;FEM;PL
数学	matematiku	数学	matematika	N	N;ACC;FEM;SG
数学	matematika	数学	matematika	N	N;NOM;FEM;SG
配給	porcije	配給	porcija	N	N;NOM;FEM;PL
配給	porcija	配給	porcija	N	N;NOM;FEM;SG
信号	signali	信号	signati	N	N;NOM;MASC;PL
信号	signal	信号	signal	N	N;NOM;MASC;SG
信号	signala	信号	signal	N	N;GEN;MASC;SG
ドン	don	ドン	don	N	N;NOM;MASC;SG
ダイレクト	direct	ダイレクト	direct	N	N;NOM;MASC;SG
あまり	neznatno	あまり	neznatno	ADV	ADV
ゴール	golova	ゴール	gol	N	N;GEN;MASC;PL
ゴール	ciljeve	ゴール	cilj	N	N;ACC;MASC;PL
ゴール	ciljevi	ゴール	cilj	N	N;NOM;MASC;PL
ゴール	gol	ゴール	gol	N	N;NOM;MASC;SG
ゴール	cilj	ゴール	cilj	N	N;NOM;MASC;SG
金融	financija	金融	financije	N	N;NOM;FEM;PL
金融	financije	金融	financija	N	N;NOM;FEM;PL
金融	financiranje	金融	financiranje	N	N;NOM;NEUT;SG
ミス	gospođice	ミス	gospođica	N	N;NOM;FEM;PL
ミス	miss	ミス	miss	N	N;NOM;FEM;SG
ミス	gospođica	ミス	gospođica	N	N;NOM;FEM;SG
周囲	perimetar	周囲	perimetar	N	N;NOM;MASC;SG
動画	videozapis	動画	videozapis	N	N;NOM;MASC;SG
動画	video	動画	video	N	N;NOM;MASC;SG
動画	videozapise	動画	videozapis	N	N;ACC;MASC;PL
動画	videozapisi	動画	videozapis	N	N;NOM;MASC;PL
広告	oglase	広告	oglasiti	N	N;ACC;MASC;PL
広告	oglasi	広告	oglas	N	N;NOM;MASC;PL
広告	oglašavanje	広告	oglašavanje	N	N;NOM;NEUT;SG
広告	oglašavanja	広告	oglašavanje	N	N;NOM;NEUT;PL
ユダヤ	judeji	ユダヤ	judej	N	N;DAT;FEM;SG
実行	izvrši	実行	izvršiti	V	V;IND;SG;3;PRS;FIN
実行	pogubiti	実行	pogubiti	V	V;NFIN
入口	ulaz	入口	ulaz	N	N;NOM;MASC;SG
チャンピオン	šampion	チャンピオン	šampion	N	N;NOM;MASC;SG
チャンピオン	prvak	チャンピオン	prvak	N	N;NOM;MASC;SG
チャンピオン	prvaci	チャンピオン	prvak	N	N;NOM;MASC;PL
日記	dnevnici	日記	dnevnica	N	N;NOM;MASC;PL
日記	časopisi	日記	časopis	N	N;NOM;MASC;PL
日記	dnevnik	日記	dnevnik	N	N;NOM;MASC;SG
日記	dnevnik	日記	dnevnik	N	N;NOM;MASC;SG
日記	dnevnici	日記	dnevnica	N	N;NOM;MASC;PL
日記	dnevnike	日記	dnevnik	N	N;ACC;MASC;PL
セル	ćelija	セル	ćelija	N	N;NOM;FEM;SG
セル	ćelije	セル	ćelija	N	N;NOM;FEM;PL
セル	stanice	セル	stanica	N	N;NOM;FEM;PL
有効	omogućena	有効	omogućiti	ADJ	ADJ;NOM;DEF;FEM;SG;V.PTCP
有効	omogućeno	有効	omogućiti	ADJ	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
有効	valjan	有効	valjan	ADJ	ADJ;NOM;INDF;MASC;SG
歌詞	stihovi	歌詞	stih	N	N;NOM;MASC;PL
歌詞	stihove	歌詞	stih	N	N;ACC;MASC;PL
サイ	nosorog	サイ	nosor	N	N;NOM;MASC;SG
サイ	nosoroga	サイ	nosor	N	N;ACC;MASC;SG
サイ	nosorog	サイ	nosor	N	N;NOM;MASC;SG
サイ	nosoroga	サイ	nosor	N	N;ACC;MASC;SG
パワー	moc	パワー	moc	N	N;ACC;FEM;SG
パワー	moć	パワー	moć	N	N;NOM;FEM;SG
パワー	snaga	パワー	snaga	N	N;NOM;FEM;SG
パワー	napajanje	パワー	napajanje	N	N;NOM;NEUT;SG
アーティスト	umjetnici	アーティスト	umjetnik	N	N;NOM;MASC;PL
アーティスト	umjetnica	アーティスト	umjetnica	N	N;NOM;FEM;SG
アーティスト	umjetnik	アーティスト	umjetnik	N	N;NOM;MASC;SG
アーティスト	izvođač	アーティスト	izvođač	N	N;NOM;MASC;SG
食品	hrane	食品	hrana	N	N;NOM;FEM;PL
食品	hrana	食品	hrana	N	N;NOM;FEM;SG
ステーション	stanica	ステーション	stanica	N	N;NOM;FEM;SG
ステーション	postaja	ステーション	postaja	N	N;NOM;FEM;SG
騎士	vitez	騎士	vitez	N	N;NOM;MASC;SG
騎士	skakač	騎士	skakač	N	N;NOM;MASC;SG
騎士	vitezovi	騎士	vitez	N	N;NOM;MASC;PL
音声	glas	音声	glas	N	N;NOM;MASC;SG
音声	glasa	音声	glas	N	N;ACC;MASC;SG
音声	glasom	音声	glas	N	N;INS;MASC;SG
音声	zvuk	音声	zvuk	N	N;NOM;MASC;SG
音声	govor	音声	govor	N	N;NOM;MASC;SG
ティン	ting	ティン	ting	N	N;NOM;MASC;SG
遺産	nasljeđe	遺産	nasljeđe	N	N;NOM;NEUT;SG
遺産	baštine	遺産	baština	N	N;NOM;FEM;PL
権利	prava	権利	pravo	N	N;NOM;NEUT;PL
学習	naučio	学習	naučiti	V	V;MASC;SG;PST;V.PTCP;ACT
学習	učim	学習	učiti	V	V;IND;SG;1;PRS;FIN
学習	uči	学習	učiti	V	V;IND;SG;3;PRS;FIN
学習	naučiti	学習	naučiti	V	V;NFIN
学習	naučite	学習	naučiti	V	V;IND;PL;2;PRS;FIN
学習	učite	学習	učiti	V	V;IND;PL;2;PRS;FIN
学習	uči	学習	učiti	V	V;IND;SG;3;PRS;FIN
学習	nauči	学習	naučiti	V	V;IMP;SG;2;PRS;FIN
バンク	banka	バンク	banka	N	N;NOM;FEM;SG
バンク	banke	バンク	banka	N	N;NOM;FEM;PL
スコア	rezultat	スコア	rezultat	N	N;NOM;MASC;SG
スコア	ocjena	スコア	ocjena	N	N;NOM;FEM;SG
スペース	prostorima	スペース	prostor	N	N;DAT;MASC;PL
スペース	prostore	スペース	prostor	N	N;ACC;MASC;PL
スペース	prostora	スペース	prostor	N	N;GEN;MASC;SG
スペース	prostor	スペース	prostor	N	N;NOM;MASC;SG
スペース	svemir	スペース	svemir	N	N;NOM;MASC;SG
潜水艦	podmornice	潜水艦	podmornica	N	N;NOM;FEM;PL
潜水艦	podmornica	潜水艦	podmornica	N	N;NOM;FEM;SG
潜水艦	podmornice	潜水艦	podmornica	N	N;NOM;FEM;PL
人生	zivot	人生	zivot	N	N;NOM;MASC;SG
人生	život	人生	život	N	N;NOM;MASC;SG
ウェブ	sajt	ウェブ	sajt	N	N;NOM;MASC;SG
コピー	kopira	コピー	kopir	V	V;IND;SG;3;PRS;FIN
ステークス	ulozi	ステークス	uloga	N	N;DAT;FEM;SG
エピソード	epizode	エピソード	epizoda	N	N;NOM;FEM;PL
イラスト	ilustracije	イラスト	ilustracija	N	N;NOM;FEM;PL
イラスト	ilustracija	イラスト	ilustracija	N	N;NOM;FEM;SG
すでに	već	すでに	već	ADV	ADV
収容	predanost	収容	predanost	N	N;NOM;FEM;SG
収容	obveza	収容	obveza	N	N;NOM;FEM;SG
収容	posvećenost	収容	posvećenost	N	N;NOM;FEM;SG
収容	obaveza	収容	obavez	N	N;NOM;FEM;SG
収容	pritvora	収容	pritvor	N	N;GEN;MASC;SG
収容	pritvor	収容	pritvor	N	N;NOM;MASC;SG
航空機	zrakoplov	航空機	zrakoplov	N	N;NOM;MASC;SG
航空機	zrakoplova	航空機	zrakoplov	N	N;ACC;MASC;SG
航空機	letjelica	航空機	letjelica	N	N;NOM;FEM;SG
航空機	zrakoplovi	航空機	zrakoplov	N	N;NOM;MASC;PL
マシン	stroj	マシン	stroj	N	N;NOM;MASC;SG
マシン	mašina	マシン	mašina	N	N;NOM;FEM;SG
マシン	masina	マシン	masina	N	N;NOM;FEM;SG
練習	vježba	練習	vježba	N	N;NOM;FEM;SG
練習	trening	練習	trening	N	N;NOM;MASC;SG
練習	praksa	練習	praksa	N	N;NOM;FEM;SG
練習	vježbanje	練習	vježbanje	N	N;NOM;NEUT;SG
ソフトウェア	softver	ソフトウェア	softver	N	N;NOM;MASC;SG
ソフトウェア	software	ソフトウェア	softwar	N	N;NOM;MASC;SG
燃料	gorivo	燃料	gorivo	N	N;NOM;NEUT;SG
燃料	goriva	燃料	gorivo	N	N;NOM;NEUT;PL
古い	stara	古い	star	ADJ	ADJ;NOM;DEF;FEM;SG
古い	staro	古い	star	ADJ	ADJ;NOM;NEUT;SG
古い	stari	古い	star	ADJ	ADJ;NOM;DEF;MASC;SG
領域	područje	領域	područje	N	N;NOM;NEUT;SG
領域	oblast	領域	oblast	N	N;NOM;FEM;SG
司令官	zapovjednik	司令官	zapovjednik	N	N;NOM;MASC;SG
防御	obrana	防御	obrana	N	N;NOM;FEM;SG
防御	obrana	防御	obrana	N	N;NOM;FEM;SG
天使	anđeli	天使	anđeo	N	N;NOM;MASC;PL
天使	anđela	天使	anđeo	N	N;ACC;MASC;SG
天使	anđeo	天使	anđeo	N	N;NOM;MASC;SG
教室	učionica	教室	učionica	N	N;NOM;FEM;SG
教室	učionice	教室	učionica	N	N;NOM;FEM;PL
教室	učionici	教室	učionica	N	N;DAT;FEM;SG
教室	učionica	教室	učionica	N	N;NOM;FEM;SG
教室	učionice	教室	učionica	N	N;NOM;FEM;PL
ビジネス	poduzeća	ビジネス	poduzeće	N	N;NOM;NEUT;PL
ビジネス	tvrtke	ビジネス	tvrtka	N	N;NOM;FEM;PL
ビジネス	poslovanje	ビジネス	poslovanje	N	N;NOM;NEUT;SG
ビジネス	posao	ビジネス	posao	N	N;NOM;MASC;SG
ジャンプ	skok	ジャンプ	skok	N	N;NOM;MASC;SG
ジャンプ	skokove	ジャンプ	skok	N	N;ACC;MASC;PL
友人	prijatelj	友人	prijatelj	N	N;NOM;MASC;SG
友人	prijateljica	友人	prijateljica	N	N;NOM;FEM;SG
友人	prijatelju	友人	prijatelj	N	N;DAT;MASC;SG
期待	očekivao	期待	očekivati	V	V;MASC;SG;PST;V.PTCP;ACT
傾向	tendenciju	傾向	tendencija	N	N;ACC;FEM;SG
自転車	bicikli	自転車	bicik	N	N;NOM;MASC;PL
自転車	bicikle	自転車	bicik	N	N;ACC;MASC;PL
自転車	bicikli	自転車	bicik	N	N;NOM;MASC;PL
自転車	bicikle	自転車	bicik	N	N;ACC;MASC;PL
自転車	biciklima	自転車	bicik	N	N;DAT;MASC;PL
自転車	bicikla	自転車	bicik	N	N;NOM;MASC;SG
自転車	bicikl	自転車	bicikl	N	N;NOM;MASC;SG
自転車	biciklom	自転車	bicik	N	N;INS;MASC;SG
自転車	motor	自転車	motor	N	N;NOM;MASC;SG
自転車	bicikla	自転車	bicik	N	N;NOM;MASC;SG
自転車	biciklu	自転車	bicik	N	N;DAT;MASC;SG
自転車	bicikl	自転車	bicikl	N	N;NOM;MASC;SG
自転車	biciklom	自転車	bicik	N	N;INS;MASC;SG
動き	pokreti	動き	pokret	N	N;NOM;MASC;PL
銀河	galaksije	銀河	galaksija	N	N;NOM;FEM;PL
銀河	galaksiji	銀河	galaksija	N	N;DAT;FEM;SG
銀河	galaksija	銀河	galaksija	N	N;NOM;FEM;SG
銀河	galaksiju	銀河	galaksija	N	N;ACC;FEM;SG
モンスター	čudovište	モンスター	čudovište	N	N;NOM;NEUT;SG
モンスター	monstrum	モンスター	monstrum	N	N;NOM;MASC;SG
アカウント	račun	アカウント	račun	N	N;NOM;MASC;SG
アカウント	račune	アカウント	račun	N	N;ACC;MASC;PL
アカウント	računi	アカウント	račun	N	N;NOM;MASC;PL
フィルム	film	フィルム	film	N	N;NOM;MASC;SG
ロケット	raketa	ロケット	raketa	N	N;NOM;FEM;SG
低い	niski	低い	nisk	ADJ	ADJ;NOM;DEF;MASC;SG
低い	niska	低い	nizak	ADJ	ADJ;NOM;DEF;FEM;SG
解決	riješi	解決	riješiti	V	V;IND;SG;3;PRS;FIN
解決	riješiti	解決	riješiti	V	V;NFIN
兵器	oružje	兵器	oružje	N	N;NOM;NEUT;SG
兵器	oružja	兵器	oružje	N	N;NOM;NEUT;PL
ウェイ	put	ウェイ	put	N	N;NOM;MASC;SG
ウェイ	način	ウェイ	način	N	N;NOM;MASC;SG
ウェイ	nacin	ウェイ	nacin	N	N;NOM;MASC;SG
引用	citiram	引用	citirati	V	V;IND;SG;1;PRS;FIN
サイド	strana	サイド	strana	N	N;NOM;FEM;SG
ラブ	ljubavi	ラブ	ljubav	N	N;INS;FEM;SG
ラブ	ljubav	ラブ	ljubav	N	N;NOM;FEM;SG
株式	dijeljenja	株式	dijeljenje	N	N;NOM;NEUT;PL
株式	dionice	株式	dionica	N	N;NOM;FEM;PL
株式	zalihe	株式	zaliha	N	N;NOM;FEM;PL
株式	dionice	株式	dionica	N	N;NOM;FEM;PL
信頼	vjerujte	信頼	vjerovati	V	V;IMP;PL;2;FIN
信頼	vjerovala	信頼	vjerovati	V	V;FEM;SG;PST;V.PTCP;ACT
信頼	vjerovali	信頼	vjerovati	V	V;MASC;PL;PST;V.PTCP;ACT
信頼	vjerovao	信頼	vjerovati	V	V;MASC;SG;PST;V.PTCP;ACT
分析	analizirati	分析	analizirati	V	V;NFIN
分析	analizira	分析	analizirati	V	V;IND;SG;3;PRS;FIN
収入	prihod	収入	prihod	N	N;NOM;MASC;SG
収入	prihodi	収入	prihod	N	N;NOM;MASC;PL
収入	prihod	収入	prihod	N	N;NOM;MASC;SG
収入	prihodi	収入	prihod	N	N;NOM;MASC;PL
収入	primanja	収入	primanje	N	N;NOM;NEUT;PL
収入	dohodak	収入	dohodak	N	N;NOM;MASC;SG
流れる	teče	流れる	teći	V	V;IND;SG;3;PRS;FIN
惑星	planet	惑星	planet	N	N;NOM;MASC;SG
惑星	planeta	惑星	planet	N	N;ACC;MASC;SG
惑星	planete	惑星	planet	N	N;NOM;FEM;PL
惑星	planeta	惑星	planet	N	N;ACC;MASC;SG
惑星	planeti	惑星	planet	N	N;DAT;FEM;SG
目標	golova	目標	gol	N	N;GEN;MASC;PL
目標	ciljeve	目標	cilj	N	N;ACC;MASC;PL
目標	ciljevi	目標	cilj	N	N;NOM;MASC;PL
しばしば	cesto	しばしば	cesto	ADV	ADV
しばしば	često	しばしば	često	ADV	ADV
裁判所	sud	裁判所	sud	N	N;NOM;MASC;SG
裁判所	dvor	裁判所	dvor	N	N;NOM;MASC;SG
裁判所	sudove	裁判所	sud	N	N;ACC;MASC;PL
裁判所	sudova	裁判所	sud	N	N;GEN;MASC;PL
裁判所	sudovima	裁判所	sud	N	N;DAT;MASC;PL
裁判所	sudovi	裁判所	sud	N	N;NOM;MASC;PL
計算	izračunati	計算	izračunati	V	V;NFIN
計算	izračunati	計算	izračunati	V	V;NFIN
自治	autonomiju	自治	autonomija	N	N;ACC;FEM;SG
テスト	test	テスト	test	N	N;NOM;MASC;SG
テスト	ispit	テスト	ispit	N	N;NOM;MASC;SG
テスト	testovi	テスト	test	N	N;NOM;MASC;PL
テスト	testova	テスト	test	N	N;GEN;MASC;PL
テスト	testiranje	テスト	testiranje	N	N;NOM;NEUT;SG
テスト	proba	テスト	proba	N	N;NOM;FEM;SG
物質	materija	物質	materija	N	N;NOM;FEM;SG
物質	materije	物質	materija	N	N;NOM;FEM;PL
物質	tvar	物質	tvar	N	N;NOM;FEM;SG
物質	supstanca	物質	supstanca	N	N;NOM;FEM;SG
物質	tvar	物質	tvar	N	N;NOM;FEM;SG
許可	dozvoli	許可	dozvoliti	V	V;IND;SG;3;PRS;FIN
許可	dopusti	許可	dopusti	V	V;IND;SG;3;PRS;FIN
許可	dopustite	許可	dopustiti	V	V;IMP;PL;2;FIN
回復	oporavi	回復	oporaviti	V	V;IND;SG;3;PRS;FIN
画家	slikar	画家	slikar	N	N;NOM;MASC;SG
画家	slikara	画家	slikar	N	N;ACC;MASC;SG
書籍	knjige	書籍	knjiga	N	N;NOM;FEM;PL
大きい	velika	大きい	velik	ADJ	ADJ;NOM;DEF;FEM;SG
大きい	veliki	大きい	velik	ADJ	ADJ;NOM;DEF;MASC;SG
大きい	velike	大きい	velik	ADJ	ADJ;NOM;DEF;FEM;PL
大きい	veliko	大きい	velik	ADJ	ADJ;NOM;NEUT;SG
ハート	srce	ハート	srce	N	N;NOM;NEUT;SG
メン	ljudi	メン	čovjek	N	N;NOM;MASC;PL
メン	muškarci	メン	muškarac	N	N;NOM;MASC;PL
治療	terapija	治療	terapija	N	N;NOM;FEM;SG
治療	terapije	治療	terapija	N	N;NOM;FEM;PL
治療	liječenje	治療	liječenje	N	N;NOM;NEUT;SG
治療	tretman	治療	tretman	N	N;NOM;MASC;SG
固定	popravio	固定	popraviti	V	V;MASC;SG;PST;V.PTCP;ACT
観客	gledatelja	観客	gledatelj	N	N;GEN;MASC;PL
観客	publike	観客	publika	N	N;NOM;FEM;PL
