conquistando	conquérir	conquistare	conquérir	V;V.MSDR	V;NFIN
ampliato	élargi	ampliare	élargir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ampliato	élargie	ampliare	élargir	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ampliato	étendu	ampliare	étendre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ampliato	agrandi	ampliare	agrandir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
temporaneamente	temporairement	temporaneamente	temporairement	ADV	ADV
temporaneamente	provisoirement	temporaneamente	provisoirement	ADV	ADV
temporaneamente	momentanément	temporaneamente	momentanément	ADV	ADV
grassi	graisses	grasso	grais	N;MASC;PL	N;FEM;PL
grassi	graisses	grasso	grais	N;MASC;PL	N;FEM;PL
marziali	martiaux	marziale	martial	N;MASC;PL	N;MASC;PL
sopravvissuti	rescapés	sopravvivere	rescapé	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
acquisizione	acquisition	acquisizione	acquisition	N;FEM;SG	N;FEM;SG
depressione	dépression	depressione	dépression	N;FEM;SG	N;FEM;SG
dirigenti	cadres	dirigente	cadre	N;PL	N;MASC;PL
dirigenti	dirigeants	dirigente	dirigeant	N;PL	N;MASC;PL
spessore	épaisseur	spessore	épaisseur	N;MASC;SG	N;FEM;SG
identificazione	identification	identificazione	identification	N;FEM;SG	N;FEM;SG
operativa	opérationnel	operativo	opérationnel	ADJ;FEM;SG	ADJ;MASC;SG
operativa	opérationnelle	operativo	opérationnel	ADJ;FEM;SG	ADJ;FEM;SG
inviata	envoyée	inviare	envoyer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
inviata	envoyé	inviare	envoyer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
petto	poitrine	petto	poitrine	N;MASC;SG	N;FEM;SG
petto	torse	petto	torse	N;MASC;SG	N;MASC;SG
petto	coffre	petto	coffre	N;MASC;SG	N;MASC;SG
petto	poitrine	petto	poitrine	N;MASC;SG	N;FEM;SG
petto	sein	petto	sein	N;MASC;SG	N;MASC;SG
circostanze	circonstances	circostanza	circonstance	N;FEM;PL	N;FEM;PL
circostanze	circonstances	circostanza	circonstance	N;FEM;PL	N;FEM;PL
descrivere	décrivez	descrivere	décrire	V;NFIN	V;IMP;PL;2;PRS;FIN
descrivere	décrire	descrivere	décrire	V;NFIN	V;NFIN
devil	démon	devil	démon	N	N;MASC;SG
devil	diable	devil	diable	N	N;MASC;SG
interpretazioni	interprétations	interpretazione	interprétation	N;FEM;PL	N;FEM;PL
rilievi	reliefs	rilievo	relief	N;MASC;PL	N;MASC;PL
biografie	biographies	biografia	biographie	N;FEM;PL	N;FEM;PL
repubblicano	républicaine	repubblicano	républicain	ADJ;MASC;SG	ADJ;FEM;SG
repubblicano	républicain	repubblicano	républicain	ADJ;MASC;SG	ADJ;MASC;SG
pavimento	etage	pavimento	etage	N;MASC;SG	N;MASC;SG
pavimento	étage	pavimento	étage	N;MASC;SG	N;MASC;SG
pavimento	sol	pavimento	sol	N;MASC;SG	N;MASC;SG
pavimento	plancher	pavimento	plancher	N;MASC;SG	N;MASC;SG
legali	légales	legale	légal	ADJ;PL	ADJ;FEM;PL
zucchero	sucre	zucchero	sucre	N;MASC;SG	N;MASC;SG
funzionalità	fonctionnalités	funzionalità	fonctionnalité	N;FEM	N;FEM;PL
funzionalità	fonctionnalité	funzionalità	fonctionnalité	N;FEM	N;FEM;SG
pdc	pdc	pdc	pdc	N	N;MASC;SG
sacerdoti	prêtres	sacerdota	prêtre	N;MASC;PL	N;MASC;PL
clero	clergé	clero	clergé	N;MASC;SG	N;MASC;SG
rappresentazioni	représentations	rappresentazione	représentation	N;FEM;PL	N;FEM;PL
rappresentazioni	performances	rappresentazione	performance	N;FEM;PL	N;FEM;PL
rappresentazioni	spectacles	rappresentazione	spectacle	N;FEM;PL	N;MASC;PL
rappresentazioni	représentations	rappresentazione	représentation	N;FEM;PL	N;FEM;PL
frontale	frontal	frontale	frontal	ADJ;SG	ADJ;MASC;SG
frontale	frontale	frontale	frontal	ADJ;SG	ADJ;FEM;SG
england	angleterre	england	angleterre	N;SG	N;MASC;SG
ordinario	ordinaire	ordinario	ordinaire	ADJ;MASC;SG	ADJ;MASC;SG
soppressione	abolition	soppressione	abolition	N;FEM;SG	N;FEM;SG
soppressione	effacement	soppressione	effacement	N;FEM;SG	N;MASC;SG
soppressione	suppression	soppressione	suppression	N;FEM;SG	N;FEM;SG
soppressione	suppression	soppressione	suppression	N;FEM;SG	N;FEM;SG
soci	partenaires	socio	partenaire	N;MASC;PL	N;MASC;PL
secondarie	secondaires	secondario	secondaire	ADJ;FEM;PL	ADJ;MASC;PL
manovra	manoeuvre	manovra	manoeuvre	N;FEM;SG	N;FEM;SG
manovra	manœuvre	manovra	œuvre	N;FEM;SG	N;FEM;SG
manovra	manoeuvre	manovra	manoeuvre	N;FEM;SG	N;FEM;SG
manovra	manœuvre	manovra	œuvre	N;FEM;SG	N;FEM;SG
valencia	valence	valencia	valence	N;FEM;SG	N;FEM;SG
variazione	variante	variazione	variante	N;FEM;SG	N;FEM;SG
variazione	variation	variazione	variation	N;FEM;SG	N;FEM;SG
variazione	changement	variazione	changement	N;FEM;SG	N;MASC;SG
archivi	archives	archivio	archive	N;MASC;PL	N;FEM;PL
sospensione	suspension	sospensione	suspension	N;FEM;SG	N;FEM;SG
pirati	pirates	pirata	pirate	N;MASC;PL	N;MASC;PL
pirati	pirates	pirata	pirate	N;MASC;PL	N;MASC;PL
tavole	tables	tavola	table	N;FEM;PL	N;FEM;PL
tavole	tableaux	tavola	tableau	N;FEM;PL	N;MASC;PL
veneziano	vénitienne	veneziano	vénitien	ADJ;MASC;SG	ADJ;FEM;SG
veneziano	vénitien	veneziano	vénitien	ADJ;MASC;SG	ADJ;MASC;SG
loggia	loggia	loggia	loggia	N;FEM;SG	N;FEM;SG
sultano	sultan	sultare	sultan	N;MASC;SG	N;MASC;SG
toro	taureau	toro	taureau	N;MASC;SG	N;MASC;SG
toro	taureau	toro	taureau	N;MASC;SG	N;MASC;SG
eletti	élues	eleggere	élire	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
eletti	élus	eleggere	élire	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
eletti	élire	eleggere	élire	V;MASC;PL;PST;V.PTCP	V;NFIN
modern	modernité	modern	modernité	N	N;FEM;SG
mass	masse	mass	masse	N	N;FEM;SG
mass	messe	mass	messe	N	N;FEM;SG
percentuali	pourcentages	percentuale	pourcentage	N;MASC;PL	N;MASC;PL
emissione	délivrance	emissione	délivrance	N;FEM;SG	N;FEM;SG
emissione	délivrance	emissione	délivrance	N;FEM;SG	N;FEM;SG
emissione	émission	emissione	émission	N;FEM;SG	N;FEM;SG
emissione	emission	emissione	emission	N;FEM;SG	N;FEM;SG
bottega	bottega	bottega	bottega	N;FEM;SG	N;MASC;SG
ferite	blessures	ferita	blessure	N;FEM;PL	N;FEM;PL
ferite	lésions	ferita	lésion	N;FEM;PL	N;FEM;PL
ferite	plaies	ferita	plaie	N;FEM;PL	N;FEM;PL
ferite	blessures	ferita	blessure	N;FEM;PL	N;FEM;PL
realizzando	réalisant	realizzare	réaliser	V;V.MSDR	V;PRS;V.PTCP
phoenix	phénix	phoenix	phénix	N;MASC	N;MASC;SG
alluminio	aluminium	alluminio	aluminium	N;MASC;SG	N;MASC;SG
alluminio	aluminium	alluminio	aluminium	N;MASC;SG	N;MASC;SG
vendere	vends	vendere	vendre	V;NFIN	V;IND;SG;3;PRS;FIN
vendere	vendre	vendere	vendre	V;NFIN	V;NFIN
vendere	vendre	vendere	vendre	V;NFIN	V;NFIN
datato	datée	datato	dater	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
datato	daté	datato	dater	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
corno	trompette	corno	trompette	N;MASC;SG	N;FEM;SG
corno	corne	corno	corne	N;MASC;SG	N;FEM;SG
corno	cor	corno	cor	N;MASC;SG	N;MASC;SG
corno	avertisseur	corno	avertisseur	N;MASC;SG	N;MASC;SG
piatti	plats	piatto	plat	N;MASC;PL	N;MASC;PL
futuri	futures	futuro	futur	ADJ;MASC;PL	ADJ;FEM;PL
futuri	futurs	futuro	futur	ADJ;MASC;PL	ADJ;MASC;PL
futuri	futures	futuro	futur	ADJ;MASC;PL	ADJ;FEM;PL
futuri	futurs	futuro	futur	ADJ;MASC;PL	ADJ;MASC;PL
protesta	protestation	protesta	protestation	N;FEM;SG	N;FEM;SG
protesta	contestation	protesta	contestation	N;FEM;SG	N;FEM;SG
protesta	manifestation	protesta	manifestation	N;FEM;SG	N;FEM;SG
immacolata	impeccable	immacolare	impeccable	ADJ;FEM;SG	ADJ;MASC;SG
canti	chants	canto	chant	N;MASC;PL	N;MASC;PL
canti	chansons	canto	chanson	N;MASC;PL	N;FEM;PL
intellettuali	intellectuels	intellettuale	intellectuel	N;PL	N;MASC;PL
intellettuali	intellectuels	intellettuale	intellectuel	N;PL	N;MASC;PL
bersaglio	objectif	bersaglio	objectif	N;MASC;SG	N;MASC;SG
bersaglio	cible	bersaglio	cible	N;MASC;SG	N;FEM;SG
manifesto	affiche	manifesto	affiche	N;MASC;SG	N;FEM;SG
manifesto	manifeste	manifesto	manifeste	N;MASC;SG	N;MASC;SG
manifesto	manifeste	manifesto	manifeste	N;MASC;SG	N;MASC;SG
napoletano	napolitaine	napoletano	napolitain	ADJ;MASC;SG	ADJ;FEM;SG
fedeltà	fidélité	fedeltà	fidélité	N;FEM	N;FEM;SG
fedeltà	fidélisation	fedeltà	fidélisation	N;FEM	N;FEM;SG
fedeltà	loyauté	fedeltà	loyauté	N;FEM	N;FEM;SG
fedeltà	fidélité	fedeltà	fidélité	N;FEM	N;FEM;SG
raw	crue	raw	crue	N;MASC	N;FEM;SG
raw	raw	raw	raw	N;MASC	N;MASC;SG
raw	crus	raw	cru	N;MASC	N;MASC;PL
perfino	même	perfino	même	ADV	ADV
interfaccia	interface	interfaccia	interface	N;FEM;SG	N;FEM;SG
terrore	terreur	terrore	terreur	N;MASC;SG	N;FEM;SG
terrore	terrorisme	terrore	terrorisme	N;MASC;SG	N;MASC;SG
mod	mod	mod	mod	N	N;MASC;SG
martiri	martyrs	martire	martyr	N;MASC;PL	N;MASC;PL
colorado	colorado	colorado	colorado	N;MASC;SG	N;MASC;SG
preceduto	précédé	precedere	précéder	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
preceduto	précédée	precedere	précéder	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
separati	séparées	separare	séparer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
separati	séparés	separare	séparer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
separati	séparés	separare	séparer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
separati	séparées	separare	séparer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
separati	séparer	separare	séparer	V;MASC;PL;PST;V.PTCP	V;NFIN
continuato	continué	continuare	continuer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
colorazione	coloriage	colorazione	coloriage	N;FEM;SG	N;MASC;SG
colorazione	colorant	colorazione	colorant	N;FEM;SG	N;MASC;SG
colorazione	coloration	colorazione	coloration	N;FEM;SG	N;FEM;SG
colorazione	coloriage	colorazione	coloriage	N;FEM;SG	N;MASC;SG
colorazione	coloration	colorazione	coloration	N;FEM;SG	N;FEM;SG
parità	parité	parità	parité	N;FEM	N;FEM;SG
parità	parités	parità	parité	N;FEM	N;FEM;PL
parità	égalité	parità	égalité	N;FEM	N;FEM;SG
parità	egalité	parità	egalité	N;FEM	N;FEM;SG
etiopia	éthiopie	etiopia	éthiopie	N;FEM;SG	N;FEM;SG
etiopia	ethiopie	etiopia	ethiopier	N;FEM;SG	N;FEM;SG
soggiorno	séjour	soggiorno	séjour	N;MASC;SG	N;MASC;SG
magico	magique	magico	magique	ADJ;MASC;SG	ADJ;MASC;SG
magico	magique	magico	magique	ADJ;MASC;SG	ADJ;MASC;SG
orleans	orléans	orleans	orléan	N;FEM;SG	N;MASC;SG
spalla	épaule	spalla	épaule	N;FEM;SG	N;FEM;SG
spalla	acolyte	spalla	acolyte	N;FEM;SG	N;MASC;SG
challenge	challenge	challenge	challenge	N;MASC	N;MASC;SG
challenge	contestation	challenge	contestation	N;MASC	N;FEM;SG
challenge	défi	challenge	défi	N;MASC	N;MASC;SG
scipione	scipion	scipione	scipion	N;MASC;SG	N;MASC;SG
getto	jet	getto	jet	N;MASC;SG	N;MASC;SG
giocate	jouer	giocare	jouer	V;FEM;PL;PST;V.PTCP	V;NFIN
sentito	entendu	sentire	entendre	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sentito	entendue	sentire	entendre	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sloveno	slovène	sloveno	slovène	ADJ;MASC;SG	ADJ;MASC;SG
sloveno	slovène	sloveno	slovène	ADJ;MASC;SG	ADJ;MASC;SG
call	appel	call	appel	N	N;MASC;SG
scalo	escale	scalo	escale	N;MASC;SG	N;FEM;SG
geometria	géométrie	geometria	géométrie	N;FEM;SG	N;FEM;SG
biagio	blaise	biagio	blaise	N;MASC;SG	N;MASC;SG
millennio	millénaire	millennio	millénaire	N;MASC;SG	N;MASC;SG
giganti	géants	gigante	géant	N;MASC;PL	N;MASC;PL
giganti	giants	gigante	giant	N;MASC;PL	N;MASC;PL
giganti	géants	gigante	géant	N;MASC;PL	N;MASC;PL
zia	tatie	zio	tatie	N;FEM;SG	N;FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;FEM;SG
zia	tatie	zio	tatie	N;FEM;SG	N;FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;FEM;SG
zia	tatie	zio	tatie	N;FEM;SG	N;FEM;SG
zia	tante	zio	tante	N;FEM;SG	N;FEM;SG
rimosso	retirée	rimuovere	retirer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
rimosso	enlevé	rimuovere	enlever	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rimosso	retiré	rimuovere	retirer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rimosso	supprimée	rimuovere	supprimer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
rimosso	supprimé	rimuovere	supprimer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
traduzioni	traductions	traduzione	traduction	N;FEM;PL	N;FEM;PL
traduzioni	traductions	traduzione	traduction	N;FEM;PL	N;FEM;PL
estrazione	extraction	estrazione	extraction	N;FEM;SG	N;FEM;SG
accompagnamento	accompagnement	accompagnamento	accompagnement	N;MASC;SG	N;MASC;SG
accompagnamento	accompagnement	accompagnamento	accompagnement	N;MASC;SG	N;MASC;SG
minerali	minéraux	minerale	minéral	N;MASC;PL	N;MASC;PL
minerali	minerais	minerale	minerai	N;MASC;PL	N;MASC;PL
minerali	minéraux	minerale	minéral	N;MASC;PL	N;MASC;PL
ticino	tessin	ticino	tessin	N;MASC;SG	N;MASC;SG
mondi	mondes	mondo	monde	N;MASC;PL	N;MASC;PL
mozart	mozart	mozart	mozart	N;FEM;SG	N;MASC;SG
distinguere	distinguer	distinguere	distinguer	V;NFIN	V;NFIN
distinguere	distinguer	distinguere	distinguer	V;NFIN	V;NFIN
bmw	bmw	bmw	bmw	N	N;FEM;SG
campionessa	championne	campione	champion	N;FEM;SG	N;FEM;SG
campionessa	champion	campione	champion	N;FEM;SG	N;MASC;SG
monarchia	monarchie	monarchia	monarchie	N;FEM;SG	N;FEM;SG
adolfo	adolphe	adolfo	adolphe	N;MASC;SG	N;MASC;SG
adolfo	adolphe	adolfo	adolphe	N;MASC;SG	N;MASC;SG
installazione	montage	installazione	montage	N;FEM;SG	N;MASC;SG
installazione	installation	installazione	installation	N;FEM;SG	N;FEM;SG
installazione	installation	installazione	installation	N;FEM;SG	N;FEM;SG
spin	vrille	spino	vrille	N;MASC	N;FEM;SG
spin	spin	spino	spin	N;MASC	N;MASC;SG
violoncello	violoncelle	violoncello	violoncelle	N;MASC;SG	N;MASC;SG
applicata	appliquée	applicare	appliquer	V;FEM;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
applicata	appliqué	applicare	appliquer	V;FEM;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
collaboratori	collaborateurs	collaboratore	collaborateur	N;MASC;PL	N;MASC;PL
collaboratori	collègues	collaboratore	collègue	N;MASC;PL	N;MASC;PL
collaboratori	collaborateurs	collaboratore	collaborateur	N;MASC;PL	N;MASC;PL
collaboratori	collaborateurs	collaboratore	collaborateur	N;MASC;PL	N;MASC;PL
collaboratori	contributeurs	collaboratore	contributeur	N;MASC;PL	N;MASC;PL
esposti	exposées	esporre	exposer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
esposti	exposées	esporre	exposer	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
esposti	exposés	esporre	exposer	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
leon	léon	leon	léon	N;SG	N;MASC;SG
alexandre	alexandre	alexandre	alexandre	N;MASC;SG	N;MASC;SG
colli	collines	collo	colline	N;MASC;PL	N;FEM;PL
grotte	caves	grotta	cave	N;FEM;PL	N;FEM;PL
grotte	grottes	grotta	grotte	N;FEM;PL	N;FEM;PL
grotte	cavernes	grotta	caverne	N;FEM;PL	N;FEM;PL
definiti	définis	definire	définir	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
definiti	définies	definire	définir	V;MASC;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
abiti	robes	abito	robe	N;MASC;PL	N;FEM;PL
abiti	vêtements	abito	vêtement	N;MASC;PL	N;MASC;PL
assi	essieux	assi	essieux	N;MASC;PL	N;MASC;PL
assi	haches	assi	hache	N;MASC;PL	N;FEM;PL
assi	axes	assi	axe	N;MASC;PL	N;MASC;PL
ostilità	hostilité	ostilità	hostilité	N;FEM	N;FEM;SG
ostilità	hostilités	ostilità	hostilité	N;FEM	N;FEM;PL
hop	houblon	hop	houblon	N;MASC	N;MASC;SG
hop	hop	hop	hop	N;MASC	N;MASC;SG
compleanno	anniversaire	compleanno	anniversaire	N;MASC;SG	N;MASC;SG
cristoforo	christopher	cristoforo	christopher	N;MASC;SG	N;MASC;SG
cristoforo	christophe	cristoforo	christophe	N;MASC;SG	N;MASC;SG
ernest	ernest	ernest	ernest	N;MASC;SG	N;MASC;SG
severo	grave	severo	grave	ADJ;MASC;SG	ADJ;MASC;SG
severo	sévère	severo	sévère	ADJ;MASC;SG	ADJ;MASC;SG
severo	sévère	severo	sévère	ADJ;MASC;SG	ADJ;MASC;SG
governi	gouvernements	governo	gouvernement	N;MASC;PL	N;MASC;PL
esistere	existent	esistere	exister	V;NFIN	V;IND;PL;3;PRS;FIN
esistere	existe	esistere	exister	V;NFIN	V;IND;SG;3;PRS;FIN
esistere	exister	esistere	exister	V;NFIN	V;NFIN
comandanti	commandants	comandante	commandant	N;PL	N;MASC;PL
pallone	flasque	pallone	flasque	N;MASC;SG	N;FEM;SG
pallone	fiole	pallone	fiole	N;MASC;SG	N;FEM;SG
pallone	montgolfière	pallone	montgolfier	N;MASC;SG	N;FEM;SG
pallone	ballon	pallone	ballon	N;MASC;SG	N;MASC;SG
pallone	boule	pallone	boule	N;MASC;SG	N;FEM;SG
pallone	balle	pallone	balle	N;MASC;SG	N;FEM;SG
pallone	ballon	pallone	ballon	N;MASC;SG	N;MASC;SG
recitato	récité	recitare	réciter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
recitato	étoilé	recitare	étoiler	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
attraversato	traversé	attraversare	traverser	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
adatta	approprié	adattare	approprié	ADJ;FEM;SG	ADJ;MASC;SG
adatta	convenable	adattare	convenable	ADJ;FEM;SG	ADJ;MASC;SG
promosse	promus	promuovere	promousoir	V;FEM;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
promosse	promues	promuovere	promoe	V;FEM;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
cristallo	cristal	cristallo	cristal	N;MASC;SG	N;MASC;SG
cristallo	crystal	cristallo	crystal	N;MASC;SG	N;MASC;SG
crollo	effondrement	crollo	effondrement	N;MASC;SG	N;MASC;SG
body	organisme	body	organisme	N	N;MASC;SG
body	carrosserie	body	carrosserie	N	N;FEM;SG
body	organe	body	organe	N	N;MASC;SG
body	corps	body	corps	N	N;MASC;SG
combatté	combattu	combatté	combattre	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
affetto	affection	affetto	affection	N;MASC;SG	N;FEM;SG
picco	apogée	picco	apogée	N;MASC;SG	N;MASC;SG
picco	pic	picco	pic	N;MASC;SG	N;MASC;SG
picco	crête	picco	crête	N;MASC;SG	N;FEM;SG
negozi	commerces	negozio	commerce	N;MASC;PL	N;MASC;PL
negozi	magasins	negozio	magasin	N;MASC;PL	N;MASC;PL
negozi	boutiques	negozio	boutique	N;MASC;PL	N;FEM;PL
cancellazioni	suppressions	cancellazione	suppression	N;FEM;PL	N;FEM;PL
cancellazioni	annulations	cancellazione	annulation	N;FEM;PL	N;FEM;PL
cancellazioni	annulations	cancellazione	annulation	N;FEM;PL	N;FEM;PL
ignazio	ignace	ignazio	ignace	N;MASC;SG	N;MASC;SG
naso	nez	naso	nez	N;MASC;SG	N;MASC;SG
pastorale	pastorale	pastorale	pastoral	ADJ;SG	ADJ;FEM;SG
peste	peste	peste	peste	N;FEM;SG	N;FEM;SG
peste	fléau	peste	fléau	N;FEM;SG	N;MASC;SG
ghost	ghost	ghost	ghost	N	N;MASC;SG
ghost	fantôme	ghost	fantôme	N	N;MASC;SG
ghost	fantômes	ghost	fantôme	N	N;MASC;PL
pausa	break	pausa	break	N;FEM;SG	N;MASC;SG
pausa	pause	pausa	pause	N;FEM;SG	N;FEM;SG
pausa	rupture	pausa	rupture	N;FEM;SG	N;FEM;SG
pausa	pause	pausa	pause	N;FEM;SG	N;FEM;SG
razze	courses	razza	course	N;FEM;PL	N;FEM;PL
razze	races	razza	race	N;FEM;PL	N;FEM;PL
formando	formant	formare	former	V;V.MSDR	V;PRS;V.PTCP
hunt	chasse	hunt	chasse	N	N;FEM;SG
coloni	colons	colono	colon	N;MASC;PL	N;MASC;PL
coloni	colons	colono	colon	N;MASC;PL	N;MASC;PL
testimone	témoin	testimone	témoin	N;MASC;SG	N;MASC;SG
mercati	marchés	mercato	marché	N;MASC;PL	N;MASC;PL
vacante	vacant	vacante	vacant	ADJ;SG	ADJ;MASC;SG
lontana	distante	lontano	distant	ADJ;FEM;SG	ADJ;FEM;SG
lontana	lointaine	lontano	lointain	ADJ;FEM;SG	ADJ;FEM;SG
lontana	lointain	lontano	lointain	ADJ;FEM;SG	ADJ;MASC;SG
sfruttare	exploiter	sfruttare	exploiter	V;NFIN	V;NFIN
tele	toiles	tela	toile	N;FEM;PL	N;FEM;PL
sposare	marier	sposare	marier	V;NFIN	V;NFIN
sposare	épouser	sposare	épouser	V;NFIN	V;NFIN
scrivi	ecrire	scrivere	ecrire	V;IMP;SG;2;PRS;FIN	V;NFIN
scrivi	écrire	scrivere	écrire	V;IMP;SG;2;PRS;FIN	V;NFIN
scrivi	rédiger	scrivere	rédiger	V;IMP;SG;2;PRS;FIN	V;NFIN
reed	roseaux	reed	roseau	N;MASC	N;MASC;PL
emily	emilie	emily	emilier	N;FEM	N;FEM;SG
napoletana	napolitaine	napoletana	napolitain	ADJ;FEM;SG	ADJ;FEM;SG
acquisito	acquise	acquisire	acquise	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
acquisito	acquis	acquisire	acquérir	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rivalità	rivalité	rivalità	rivalité	N;FEM	N;FEM;SG
rivalità	rivalités	rivalità	rivalité	N;FEM	N;FEM;PL
rivalità	rivalités	rivalità	rivalité	N;FEM	N;FEM;PL
provoca	provoque	provocare	provoquer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
pellicole	films	pellicolo	film	N;FEM;PL	N;MASC;PL
hms	hms	hms	hm	N;FEM	N;MASC;SG
reality	réalité	reality	réalité	N;MASC	N;FEM;SG
reality	réalités	reality	réalité	N;MASC	N;FEM;PL
transizione	transition	transizione	transition	N;FEM;SG	N;FEM;SG
transizione	transition	transizione	transition	N;FEM;SG	N;FEM;SG
circondato	encerclé	circondare	encercler	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
circondato	entourée	circondare	entourer	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
circondato	entouré	circondare	entourer	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cardinali	cardinaux	cardinale	cardinal	N;MASC;PL	N;MASC;PL
xxi	xxième	xxi	xxième	ADJ;SG	ADJ;MASC;SG
cantato	chanté	cantare	chanter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cantato	chanté	cantare	chanter	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cantato	chantée	cantare	chanter	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
freccia	flèche	freccia	flèche	N;FEM;SG	N;FEM;SG
stellare	stellaire	stellare	stellaire	ADJ;SG	ADJ;MASC;SG
protocollo	protocole	protocollo	protocole	N;MASC;SG	N;MASC;SG
protocollo	protocol	protocollo	protocole	N;MASC;SG	N;MASC;SG
folla	foule	folla	foule	N;FEM;SG	N;FEM;SG
folla	foule	folla	foule	N;FEM;SG	N;FEM;SG
concorrente	candidate	concorrente	candidat	N;SG	N;FEM;SG
concorrente	concurrent	concorrente	concurrent	N;SG	N;MASC;SG
concorrente	concurrent	concorrente	concurrent	N;SG	N;MASC;SG
libia	libye	libia	libye	N;FEM;SG	N;FEM;SG
uniforme	uniforme	uniforme	uniforme	ADJ;SG	ADJ;MASC;SG
ribellione	révolte	ribellione	révolte	N;FEM;SG	N;FEM;SG
ribellione	rébellion	ribellione	rébellion	N;FEM;SG	N;FEM;SG
raro	rare	raro	rare	ADJ;MASC;SG	ADJ;MASC;SG
dimostrazione	démonstration	dimostrazione	démonstration	N;FEM;SG	N;FEM;SG
dimostrazione	demo	dimostrazione	demo	N;FEM;SG	N;SG
dimostrazione	démo	dimostrazione	démo	N;FEM;SG	N;FEM;SG
dimostrazione	démonstration	dimostrazione	démonstration	N;FEM;SG	N;FEM;SG
dimostrazione	manifestation	dimostrazione	manifestation	N;FEM;SG	N;FEM;SG
concesse	accordées	concedere	accorder	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
eseguiti	exécutés	eseguire	exécuter	V;MASC;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
impressione	impression	impressione	impression	N;FEM;SG	N;FEM;SG
duchessa	duchesse	duchessa	duchesse	N;FEM;SG	N;FEM;SG
cavo	cable	cavo	cable	N;MASC;SG	N;MASC;SG
cavo	câble	cavo	câble	N;MASC;SG	N;MASC;SG
gallese	galloise	gallese	gallois	ADJ;SG	ADJ;FEM;SG
gallese	gallois	gallese	gallois	ADJ;SG	ADJ;MASC;SG
