על	om	על	om	ADP	ADP
פרסום	post	פרסום	post	N;MASC;SG	N;INDF;MASC;SG
פרסום	innlegget	פרסום	innlegg	N;MASC;SG	N;DEF;NEUT;SG
פרסום	reklame	פרסום	reklame	N;MASC;SG	N;INDF;MASC;SG
פרסום	annonsering	פרסום	annonsering	N;MASC;SG	N;INDF;FEM;SG
פרסום	publisering	פרסום	publisering	N;MASC;SG	N;INDF;FEM;SG
פרסום	publisering	פרסום	publisering	N;MASC;SG	N;INDF;FEM;SG
אהבה	elsk	אהבה	elsk	N;FEM;SG	N;INDF;MASC;SG
אהבה	love	אהבה	love	N;FEM;SG	N;INDF;FEM;SG
אהבה	kjærligheten	אהבה	kjærlighet	N;FEM;SG	N;DEF;MASC;SG
אהבה	kjærlighet	אהבה	kjærlighet	N;FEM;SG	N;INDF;FEM;SG
עסקים	bedrifter	עסק	bedrift	N;MASC;PL	N;INDF;FEM;PL
שבוע	uken	שבוע	uken	N;MASC;SG	N;INDF;MASC;SG
שבוע	uke	שבוע	uke	N;MASC;SG	N;INDF;MASC;SG
שבוע	uka	שבוע	uka	N;MASC;SG	N;INDF;MASC;SG
שבוע	ukedager	שבוע	ukedag	N;MASC;SG	N;INDF;MASC;SG
כעת	nå	כעת	nå	ADV	ADV
מדוע	kvifor	מדוע	kvifor	ADV	ADV
שותף	partner	שותף	partner	N;MASC;SG	N;INDF;MASC;SG
שותף	partneren	שותף	partner	N;MASC;SG	N;DEF;MASC;SG
שותף	kompanjong	שותף	kompanjong	N;MASC;SG	N;INDF;MASC;SG
רעיון	idè	רעיון	idè	N;MASC;SG	N;INDF;MASC;SG
רעיון	ide	רעיון	ide	N;MASC;SG	N;INDF;MASC;SG
רעיון	idea	רעיון	idea	N;MASC;SG	N
רעיון	peiling	רעיון	peiling	N;MASC;SG	N;INDF;FEM;SG
רעיון	idé	רעיון	idé	N;MASC;SG	N;INDF;MASC;SG
אנרגיה	energi	אנרגיה	energi	N;FEM;SG	N;INDF;MASC;SG
פיקוד	kommandoen	פיקוד	kommando	N;MASC;SG	N;DEF;MASC;SG
פיקוד	command	פיקוד	command	N;MASC;SG	N;INDF;MASC;SG
פיקוד	befal	פיקוד	befal	N;MASC;SG	N;INDF;NEUT;SG
פיקוד	kommando	פיקוד	kommando	N;MASC;SG	N;INDF;MASC;SG
מדבר	talking	מדבר	talking	N;MASC;SG	N;INDF;FEM;SG
מדבר	snakking	מדבר	snakking	N;MASC;SG	N;INDF;FEM;SG
מדבר	snakkende	מדבר	snakkende	N;MASC;SG	N;INDF;NEUT;SG
מדבר	talende	מדבר	talende	N;MASC;SG	N;INDF;MASC;SG
מדבר	ørken	מדבר	ørk	N;MASC;SG	N;INDF;MASC;SG
מדבר	ørkenen	מדבר	ørken	N;MASC;SG	N;DEF;MASC;SG
אחראי	ansvarlig	אחראי	ansvarlig	ADJ;MASC	ADJ;INDF;NEUT;SG
אחראי	ansvarsfull	אחראי	ansvarsfull	ADJ;MASC	ADJ;INDF;NEUT;SG
מחקרים	studier	מחקר	studie	N;MASC;PL	N;INDF;MASC;PL
מתאים	passer	התאים	passe	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
נקודת	poeng	נקודה	poeng	N;FEM;SG	N;INDF;NEUT;SG
נקודת	punkt	נקודה	punkt	N;FEM;SG	N;INDF;NEUT;SG
נקודת	point	נקודה	poin	N;FEM;SG	N;INDF;MASC;SG
יחס	relasjon	יחס	relasjon	N;MASC;SG	N;INDF;MASC;SG
יחס	innstilling	יחס	innstilling	N;MASC;SG	N;INDF;FEM;SG
יחס	attitude	יחס	attitude	N;MASC;SG	N;INDF;MASC;SG
יחס	holdningen	יחס	holdning	N;MASC;SG	N;DEF;MASC;SG
יחס	holdning	יחס	holdning	N;MASC;SG	N;INDF;FEM;SG
מבוסס	etablerte	None	etablere	V;MASC;SG;V.PTCP	V;IND;PST;FIN
ניהול	administrering	ניהול	administrering	N;MASC;SG	N;INDF;FEM;SG
ניהול	management	ניהול	management	N;MASC;SG	N;INDF;NEUT;SG
ניהול	ledelse	ניהול	ledelse	N;MASC;SG	N;INDF;MASC;SG
עיצוב	design	עיצוב	design	N;MASC;SG	N;INDF;MASC;SG
קיבוץ	kibbutz	קיבוץ	kibbutz	N;MASC;SG	N;INDF;MASC;SG
קיבוץ	gruppering	קיבוץ	gruppering	N;MASC;SG	N;INDF;FEM;SG
יצר	opprettes	יצר	opprettes	N;MASC;SG	N;INDF;MASC;SG
יצר	opprettet	יצר	opprett	N;MASC;SG	N;INDF;NEUT;SG
משתנה	endrer	השתנה	endre	V;MASC;SG;V.PTCP	V;IND;PRS;FIN
ציור	malerkunst	ציור	malerkunst	N;MASC;SG	N;INDF;MASC;SG
ציור	maleri	ציור	maleri	N;MASC;SG	N;INDF;NEUT;SG
ציור	tegning	ציור	tegning	N;MASC;SG	N;INDF;FEM;SG
ציור	trekning	ציור	trekning	N;MASC;SG	N;INDF;FEM;SG
ציור	tegne	ציור	ta	N;MASC;SG	N;INDF;FEM;SG
נמוכה	lavt	נמוך	levje	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
מיוחדת	spesielt	מיוחד	spesiell	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
מיוחדת	spesiell	מיוחד	spesiell	ADJ;FEM;SG	ADJ;INDF;SG
סיפורים	historier	סיפור	historie	N;MASC;PL	N;INDF;FEM;PL
סיפורים	hendingar	סיפור	hending	N;MASC;PL	N;INDF;FEM;PL
סיפורים	fortellinger	סיפור	fortellinger	N;MASC;PL	N;INDF;FEM;PL
להגן	beskytte	הגן	beskytte	V;NFIN;ACT	V;NFIN
להגן	ivareta	הגן	ivareta	V;NFIN;ACT	V;NFIN
להגן	forsvare	הגן	forsvare	V;NFIN;ACT	V;NFIN
גבול	grense	גבול	grense	N;MASC;SG	N;INDF;FEM;SG
גבול	grensen	גבול	grens	N;MASC;SG	N;DEF;MASC;SG
התנגדות	protesten	התנגדות	protest	N;FEM;SG	N;DEF;MASC;SG
התנגדות	protest	התנגדות	protest	N;FEM;SG	N;INDF;MASC;SG
התנגדות	motstand	התנגדות	motstand	N;FEM;SG	N;INDF;MASC;SG
התנגדות	opposisjon	התנגדות	opposisjon	N;FEM;SG	N;INDF;MASC;SG
מקרים	instanser	מקרה	instanser	N;MASC;PL	N;INDF;FEM;PL
מקרים	saker	מקרה	sak	N;MASC;PL	N;INDF;FEM;PL
מקרים	tilfeller	מקרה	tilfelle	N;MASC;PL	N;INDF;FEM;PL
מקרים	kasser	מקרה	kasse	N;MASC;PL	N;INDF;FEM;PL
אתרים	nettsider	אתר	nettside	N;MASC;PL	N;INDF;FEM;PL
אתרים	nettstedene	אתר	nettstede	N;MASC;PL	N;DEF;MASC;PL
לילה	layla	לילה	layle	N;MASC;SG	N;DEF;NEUT;SG
לילה	night	לילה	night	N;MASC;SG	N;INDF;NEUT;SG
לילה	kveld	לילה	kveld	N;MASC;SG	N;INDF;MASC;SG
לילה	natt	לילה	natt	N;MASC;SG	N;INDF;FEM;SG
לחימה	slåss	לחימה	slåss	N;FEM;SG	N;INDF;MASC;SG
לחימה	slåssing	לחימה	slåssing	N;FEM;SG	N;INDF;FEM;SG
לחימה	fighting	לחימה	fighting	N;FEM;SG	N;INDF;MASC;SG
אדמה	jord	אדמה	jord	N;FEM;SG	N;INDF;FEM;SG
אדמה	land	אדמה	land	N;FEM;SG	N;INDF;NEUT;SG
אדמה	jorden	אדמה	jord	N;FEM;SG	N;DEF;MASC;SG
אדמה	jorda	אדמה	jord	N;FEM;SG	N;DEF;FEM;SG
אדמה	jord	אדמה	jord	N;FEM;SG	N;INDF;FEM;SG
אדמה	earth	אדמה	earth	N;FEM;SG	N
הלכה	gone	הלכה	gone	N;FEM;SG	N;INDF;SG
מורה	lærerinne	מורה	lærerinne	N;MASC;SG	N;INDF;FEM;SG
שניים	to	שניים	to	NUM;MASC;PL	NUM;PL
מפתח	nøkkel	מפתח	nøkkel	N;MASC;SG	N;INDF;MASC;SG
מתן	giving	מתן	giving	N;MASC;SG	N;INDF;MASC;SG
מתן	matan	מתן	matan	N;MASC;SG	N;INDF;MASC;SG
מתן	oppgir	מתן	oppgi	N;MASC;SG	N;INDF;MASC;SG
להשתתף	delta	השתתף	delta	V;NFIN	V;NFIN
להשתתף	delta	השתתף	delta	V;NFIN	V;NFIN
עמדה	stilling	עמדה	stilling	N;FEM;SG	N;INDF;FEM;SG
עמדה	posisjon	עמדה	posisjon	N;FEM;SG	N;INDF;MASC;SG
מילה	word	מילה	word	N;FEM;SG	N;INDF;NEUT;SG
מילה	æresord	מילה	æresord	N;FEM;SG	N;INDF;NEUT;SG
מפעיל	engasjerer	מפעיל	engasjere	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מפעיל	engasjere	מפעיל	engasjere	V;MASC;SG;V.PTCP;ACT	V;NFIN
מפעיל	løper	מפעיל	løpe	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מפעיל	kjører	מפעיל	kjøre	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
מפעיל	aktiverer	מפעיל	aktivere	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
עבודות	jobber	עבודה	jobbe	N;FEM;PL	N;INDF;FEM;PL
לקחת	tar	None	ta	V;NFIN	V;IND;PRS;FIN
לקחת	ta	None	ta	V;NFIN	V;IMP;FIN
ילד	gutt	ילד	gu	N;MASC;SG	N;INDF;MASC;SG
ילד	gutten	ילד	gutt	N;MASC;SG	N;DEF;MASC;SG
ילד	gutt	ילד	gu	N;MASC;SG	N;INDF;MASC;SG
ילד	kid	ילד	kid	N;MASC;SG	N;INDF;MASC;SG
ילד	child	ילד	child	N;MASC;SG	N
ילד	barnet	ילד	barn	N;MASC;SG	N;DEF;NEUT;SG
ענף	grein	ענף	grein	N;MASC;SG	N;INDF;FEM;SG
ענף	gren	ענף	gren	N;MASC;SG	N;INDF;MASC;SG
ענף	grenen	ענף	gren	N;MASC;SG	N;DEF;MASC;SG
ענף	branch	ענף	branch	N;MASC;SG	N;INDF
כדורגלן	fotballspiller	כדורגלן	fotballspille	N;MASC;SG	N;INDF;MASC;SG
מוסד	instituttet	מוסד	institutt	N;MASC;SG	N;DEF;NEUT;SG
מוסד	institutt	מוסד	institutt	N;MASC;SG	N;INDF;NEUT;SG
מוסד	institute	מוסד	institut	N;MASC;SG	N;INDF;NEUT;SG
מוסד	institusjon	מוסד	institusjon	N;MASC;SG	N;INDF;MASC;SG
מוסד	mossad	מוסד	mossad	N;MASC;SG	N;INDF;MASC;SG
מאחורי	bak	מאחורי	bak	ADP	ADP
טבעי	natural	טבעי	natural	ADJ;MASC;SG	ADJ;INDF;SG
טבעי	naturlig	טבעי	naturlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קולות	stemmer	קול	stemme	N;MASC;PL	N;INDF;FEM;PL
קולות	stemmene	קול	stemme	N;MASC;PL	N;DEF;FEM;PL
קולות	stemmer	קול	stemme	N;MASC;PL	N;INDF;FEM;PL
לשלב	kombinere	שילב	kombinere	V;NFIN;ACT	V;NFIN
פורסם	publiserte	פורסם	publisere	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN
פורסם	publiserte	פורסם	publisere	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN
מטה	down	מטה	down	N;MASC;SG	N;INDF;SG
מטה	meta	מטה	mette	N;MASC;SG	N;INDF;MASC;SG
מטה	hovedkvarteret	מטה	hovedkvarter	N;MASC;SG	N;DEF;NEUT;SG
מטה	hovedkvarter	מטה	hovedkvart	N;MASC;SG	N;INDF;NEUT;SG
משך	varighet	משך	varighet	N;MASC;SG	N;INDF;FEM;SG
משך	trukket	משך	trukk	N;MASC;SG	N;DEF;NEUT;SG
שיטות	metoder	שיטה	metode	N;FEM;PL	N;INDF;MASC;PL
שליטה	control	שליטה	control	N;FEM;SG	N
שליטה	kontroll	שליטה	kontroll	N;FEM;SG	N;INDF;MASC;SG
שליטה	dominans	שליטה	dominans	N;FEM;SG	N;INDF;MASC;SG
שליטה	dominans	שליטה	dominans	N;FEM;SG	N;INDF;MASC;SG
מושג	konsept	מושג	konsept	N;MASC;SG	N;INDF;NEUT;SG
מושג	konseptet	מושג	konsept	N;MASC;SG	N;DEF;NEUT;SG
מושג	idè	מושג	idè	N;MASC;SG	N;INDF;MASC;SG
מושג	ide	מושג	ide	N;MASC;SG	N;INDF;MASC;SG
מושג	idea	מושג	idea	N;MASC;SG	N
מושג	peiling	מושג	peiling	N;MASC;SG	N;INDF;FEM;SG
מושג	idé	מושג	idé	N;MASC;SG	N;INDF;MASC;SG
נוסדה	grunnla	נוסד	grunnle	V;FEM;SG;3;PST;MID	V;IND;PST;FIN
צורת	formen	צורה	form	N;FEM;SG	N;DEF;MASC;SG
צורת	shape	צורה	shape	N;FEM;SG	N
צורת	form	צורה	form	N;FEM;SG	N;INDF;FEM;SG
צורת	fasong	צורה	fasong	N;FEM;SG	N;INDF;MASC;SG
צורת	skjemaet	צורה	skjema	N;FEM;SG	N;DEF;NEUT;SG
צורת	skjema	צורה	skjeme	N;FEM;SG	N;INDF;NEUT;SG
סביר	sannsynlig	סביר	sannsynlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
סביר	sannsynlig	סביר	sannsynlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
סביר	trolig	סביר	trolig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
סביר	rimelig	סביר	rimelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
סביר	fornuftig	סביר	fornuftig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קריירה	karriere	קריירה	karriere	N;FEM;SG	N;INDF;FEM;SG
קריירה	karrieren	קריירה	karriere	N;FEM;SG	N;DEF;MASC;SG
קריירה	karriere	קריירה	karriere	N;FEM;SG	N;INDF;FEM;SG
ניתוח	kirurgi	ניתוח	kirurgi	N;MASC;SG	N;INDF;MASC;SG
ניתוח	analyse	ניתוח	analyse	N;MASC;SG	N;INDF;MASC;SG
מידה	måle	מידה	måle	N;FEM;SG	N;INDF;NEUT;SG
מידה	størrelse	מידה	størrelse	N;FEM;SG	N;INDF;MASC;SG
מידה	størrelsen	מידה	størrelse	N;FEM;SG	N;DEF;MASC;SG
אוניות	skip	אונייה	skip	N;FEM;PL	N;INDF;NEUT;PL
שחקנית	skuespillerinnen	שחקן	skuespillerinn	N;FEM;SG	N;DEF;MASC;SG
שחקנית	skuespillerinne	שחקן	skuespillerinne	N;FEM;SG	N;INDF;FEM;SG
שחקנית	skuespiller	שחקן	skuespille	N;FEM;SG	N;INDF;MASC;SG
פועל	arbeideren	פועל	arbeider	N;MASC;SG	N;DEF;MASC;SG
פועל	verb	פועל	verb	N;MASC;SG	N;INDF;NEUT;SG
פועל	funker	פועל	funker	N;MASC;SG	N;INDF;MASC;SG
פגיעה	sammenstøt	פגיעה	sammenstøt	N;FEM;SG	N;INDF;MASC;SG
פגיעה	innvirkning	פגיעה	innvirkning	N;FEM;SG	N;INDF;FEM;SG
פגיעה	nedslag	פגיעה	nedslag	N;FEM;SG	N;INDF;NEUT;SG
פגיעה	sårbar	פגיעה	sårbar	N;FEM;SG	N;INDF;MASC;SG
רוחב	breddegrad	רוחב	breddegrad	N;MASC;SG	N;INDF;MASC;SG
קטע	thing	קטע	thing	N;MASC;SG	N;INDF;MASC;SG
קטע	tingen	קטע	ting	N;MASC;SG	N;DEF;MASC;SG
קטע	greie	קטע	greie	N;MASC;SG	N;INDF;FEM;SG
קטע	segment	קטע	segment	N;MASC;SG	N;INDF;NEUT;SG
קטע	innslag	קטע	innslag	N;MASC;SG	N;INDF;NEUT;SG
טרור	terror	טרור	terror	N;MASC;SG	N;INDF;MASC;SG
טרור	terroren	טרור	terror	N;MASC;SG	N;DEF;MASC;SG
טרור	terrorisme	טרור	terrorisme	N;MASC;SG	N;INDF;MASC;SG
טרור	terrorist	טרור	terrorist	N;MASC;SG	N;INDF;MASC;SG
המחלקה	avdeling	המחלק	avdeling	N;FEM;SG	N;INDF;FEM;SG
המחלקה	department	המחלק	department	N;FEM;SG	N;INDF;NEUT;SG
המחלקה	departement	המחלק	departement	N;FEM;SG	N;INDF;NEUT;SG
יישוב	bosetning	יישוב	bosetning	N;MASC;SG	N;INDF;FEM;SG
איחוד	union	None	union	N;MASC;SG	N;INDF;MASC;SG
איחוד	fagforening	None	fagforening	N;MASC;SG	N;INDF;FEM;SG
איחוד	unionen	None	union	N;MASC;SG	N;DEF;MASC;SG
איחוד	gjenforening	None	gjenforening	N;MASC;SG	N;INDF;FEM;SG
איחוד	gjensyn	None	gjensyn	N;MASC;SG	N;INDF;NEUT;SG
איחוד	reunion	None	reunion	N;MASC;SG	N;INDF;MASC;SG
סעיף	seksjonen	סעיף	seksjon	N;MASC;SG	N;DEF;MASC;SG
סעיף	seksjon	סעיף	seksjon	N;MASC;SG	N;INDF;MASC;SG
סעיף	delen	סעיף	del	N;MASC;SG	N;DEF;MASC;SG
ליגה	league	ליגה	league	N;FEM;SG	N;INDF;MASC;SG
ליגה	forbund	ליגה	forbunde	N;FEM;SG	N;INDF;NEUT;SG
פתרון	løsning	פתרון	løsning	N;MASC;SG	N;INDF;FEM;SG
חדר	rommet	חדר	rom	N;MASC;SG	N;DEF;NEUT;SG
חדר	værelse	חדר	værelse	N;MASC;SG	N;INDF;MASC;SG
חדר	rom	חדר	rom	N;MASC;SG	N;INDF;NEUT;SG
חדר	room	חדר	room	N;MASC;SG	N
מנוע	motor	מנוע	motor	N;MASC;SG	N;INDF;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;INDF;MASC;SG
שיטה	metoden	שיטה	metode	N;FEM;SG	N;DEF;MASC;SG
שיטה	metode	שיטה	metode	N;FEM;SG	N;INDF;MASC;SG
נשלח	sendte	נשלח	sende	V;MASC;SG;3;PST;MID	V;IND;PST;FIN
עדיף	betre	עדיף	god	ADJ;MASC;SG	ADJ;CMPR
לקבוע	bestemme	קבע	bestemme	V;NFIN;ACT	V;NFIN
קיום	tilværelse	קיום	tilværels	N;MASC;SG	N;INDF;MASC;SG
קיום	eksistens	קיום	eksistens	N;MASC;SG	N;INDF;MASC;SG
קיום	having	קיום	having	N;MASC;SG	N;INDF;FEM;SG
מיוחדים	spesielle	מיוחד	spesiell	ADJ;MASC;PL	ADJ;PL
פרסים	belønner	פרס	belønne	N;MASC;PL	N;INDF;FEM;PL
פרסים	belønninger	פרס	belønninger	N;MASC;PL	N;INDF;FEM;PL
פרסים	priser	פרס	prise	N;MASC;PL	N;INDF;FEM;PL
מועמד	kandidaten	מועמד	kandidat	N;MASC;SG	N;DEF;MASC;SG
מועמד	kandidat	מועמד	kandidat	N;MASC;SG	N;INDF;MASC;SG
נפש	psyke	נפש	psyke	N;FEM;SG	N;INDF;MASC;SG
נפש	psyken	נפש	psyke	N;FEM;SG	N;DEF;MASC;SG
נפש	sjel	נפש	sjel	N;FEM;SG	N;INDF;FEM;SG
נפש	soul	נפש	soul	N;FEM;SG	N;INDF;MASC;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;INDF;MASC;SG
ייצור	produksjon	ייצור	produksjon	N;MASC;SG	N;INDF;MASC;SG
ייצור	produksjonen	ייצור	produksjon	N;MASC;SG	N;DEF;MASC;SG
ייצור	produksjon	ייצור	produksjon	N;MASC;SG	N;INDF;MASC;SG
ייצור	produksjon	ייצור	produksjon	N;MASC;SG	N;INDF;MASC;SG
לפנות	evakuerer	None	evakuere	V;NFIN	V;IND;PRS;FIN
לפנות	evakuere	None	evakuere	V;NFIN	V;NFIN
המורשת	legacy	המורשה	legacy	N;FEM;SG	N;INDF;NEUT;SG
המורשת	arven	המורשה	arv	N;FEM;SG	N;DEF;MASC;SG
המורשת	arv	המורשה	arv	N;FEM;SG	N;INDF;MASC;SG
ארוכה	lenge	ארוך	lenge	ADJ;FEM;SG	ADJ
ארוכה	lang	ארוך	lang	ADJ;FEM;SG	ADJ;INDF;SG
הנאצים	nazistene	הנאץ	nazist	N;MASC;PL	N;DEF;FEM;PL
מרחב	rom	מרחב	rom	N;MASC;SG	N;INDF;NEUT;SG
מרחב	space	מרחב	space	N;MASC;SG	N
מרחב	verdensrommet	מרחב	verdensrom	N;MASC;SG	N;DEF;NEUT;SG
מרחב	plass	מרחב	plass	N;MASC;SG	N;INDF;MASC;SG
תעופה	aviation	תעופה	aviation	N;FEM;SG	N;INDF;NEUT;SG
תעופה	luftfart	תעופה	luftfar	N;FEM;SG	N;INDF;MASC;SG
שלח	send	שלח	sende	V;MASC;SG;3;PST	V;IMP;FIN
שלח	send	שלח	sende	V;MASC;SG;3;PST	V;IMP;FIN
איכות	kvalitet	איכות	kvalitet	N;FEM;SG	N;INDF;MASC;SG
איכות	kvaliteten	איכות	kvalitet	N;FEM;SG	N;DEF;MASC;SG
סוגים	typer	סוג	type	N;MASC;PL	N;INDF;MASC;PL
ההצעה	tilbudet	ההצעה	tilbud	N;FEM;SG	N;DEF;NEUT;SG
ההצעה	tilbud	ההצעה	tilbud	N;FEM;SG	N;INDF;NEUT;SG
יושב	sittende	יושב	sittende	N;MASC;SG	N;INDF;MASC;SG
יושב	sitte	יושב	sitte	N;MASC;SG	N;INDF;MASC;SG
יושב	sitter	יושב	sitter	N;MASC;SG	N;INDF;MASC;SG
יושב	sittet	יושב	sittet	N;MASC;SG	N;INDF;MASC;SG
יושב	sitting	יושב	sitting	N;MASC;SG	N;INDF;FEM;SG
הסבר	forklaring	הסבר	forklaring	N;MASC;SG	N;INDF;FEM;SG
מחנה	leiren	מחנה	leir	N;MASC;SG	N;DEF;MASC;SG
מחנה	leirskole	מחנה	leirskole	N;MASC;SG	N;INDF;MASC;SG
מחנה	leir	מחנה	ly	N;MASC;SG	N;INDF;MASC;SG
מחנה	camp	מחנה	camp	N;MASC;SG	N;INDF;MASC;SG
נותר	gjenstår	נותר	gjenstå	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN
נותר	forblir	נותר	forblir	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN
נותר	gjenstår	נותר	gjenstå	V;MASC;SG;V.PTCP;MID	V;IND;PRS;FIN
הצלחה	vellykket	הצלחה	vellykk	N;FEM;SG	N;DEF;NEUT;SG
הצלחה	suksessen	הצלחה	suksess	N;FEM;SG	N;DEF;MASC;SG
הצלחה	suksess	הצלחה	suksess	N;FEM;SG	N;INDF;MASC;SG
בתים	hjemmene	בית	hjemme	N;MASC;PL	N;DEF;MASC;PL
מעלות	grader	מעלה	grad	N;FEM;PL	N;INDF;FEM;PL
עריכות	endringer	עריכה	endring	N;FEM;PL	N;INDF;FEM;PL
עריכות	edits	עריכה	edits	N;FEM;PL	N
עריכות	redigeringer	עריכה	redigeringer	N;FEM;PL	N;INDF;FEM;PL
דעות	meninger	דעה	mening	N;FEM;PL	N;INDF;FEM;PL
דעות	meningene	דעה	mening	N;FEM;PL	N;DEF;FEM;PL
הביאה	brakte	הביא	brake	V;FEM;SG;3;PST;ACT	V;IND;PST;FIN
חוקרים	etterforsker	חוקר	etterforske	N;MASC;PL	N;INDF;FEM;PL
רגיל	normalt	רגיל	normal	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
רגיל	normal	רגיל	normal	ADJ;MASC;SG	ADJ;INDF;SG
רגיל	regulært	רגיל	regulær	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
רגיל	vanlig	רגיל	vanlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
רגיל	alminnelig	רגיל	alminnelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
רגיל	ordinær	רגיל	ordinær	ADJ;MASC;SG	ADJ;INDF;SG
רגיל	ordinært	רגיל	ordinær	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
רגיל	vanlig	רגיל	vanlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מודל	modell	מודל	modell	N;MASC;SG	N;INDF;MASC;SG
מזכיר	sekretær	מזכיר	sekretær	N;MASC;SG	N;INDF;MASC;SG
איסור	ban	איסור	ban	N;MASC;SG	N;INDF;MASC;SG
איסור	forbud	איסור	forbud	N;MASC;SG	N;INDF;NEUT;SG
שושלת	dynasti	שושלת	dynasti	N;FEM;SG	N;INDF;NEUT;SG
נזק	skadet	נזק	skad	N;MASC;SG	N;DEF;NEUT;SG
נזק	skade	נזק	skade	N;MASC;SG	N;INDF;MASC;SG
נזק	harm	נזק	harm	N;MASC;SG	N
סיבוב	rotasjon	סיבוב	rotasjon	N;MASC;SG	N;INDF;MASC;SG
סיבוב	runde	סיבוב	runde	N;MASC;SG	N;INDF;MASC;SG
סיבוב	runden	סיבוב	runde	N;MASC;SG	N;DEF;MASC;SG
סיבוב	round	סיבוב	round	N;MASC;SG	N;INDF;SG
כלים	instrumenter	כלי	instrumenter	N;MASC;PL	N;INDF;FEM;PL
כלים	virkemidler	כלי	virkemidder	N;MASC;PL	N;INDF;FEM;PL
כלים	retter	כלי	rette	N;MASC;PL	N;INDF;MASC;PL
כלים	tallerkener	כלי	tallerken	N;MASC;PL	N;INDF;MASC;PL
החלטה	avgjørelse	החלטה	avgjørels	N;FEM;SG	N;INDF;MASC;SG
החלטה	avgjørelsen	החלטה	avgjørels	N;FEM;SG	N;DEF;MASC;SG
החלטה	beslutning	החלטה	beslutning	N;FEM;SG	N;INDF;FEM;SG
החלטה	vedtak	החלטה	vedtak	N;FEM;SG	N;INDF;NEUT;SG
התחיל	begynte	התחיל	begynne	V;MASC;SG;3;PST	V;IND;PST;FIN
אירוע	hendelse	אירוע	hendelse	N;MASC;SG	N;INDF;MASC;SG
אירוע	arrangementet	אירוע	arrangement	N;MASC;SG	N;DEF;NEUT;SG
אירוע	hending	אירוע	hending	N;MASC;SG	N;INDF;FEM;SG
אירוע	arrangement	אירוע	arrangement	N;MASC;SG	N;INDF;NEUT;SG
הודיע	kunngjorde	הודיע	kunngjere	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN
בנק	bank	בנק	bank	N;MASC;SG	N;INDF;MASC;SG
מועדונים	klubber	מועדון	klubbe	N;MASC;PL	N;INDF;FEM;PL
מועדונים	klubbene	מועדון	klubbe	N;MASC;PL	N;DEF;FEM;PL
מועדונים	køller	מועדון	kølle	N;MASC;PL	N;INDF;FEM;PL
טוען	påstår	טען	påstå	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
טוען	hevder	טען	hevde	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
טוען	lader	טען	lade	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
חזק	kraftfull	חזק	kraftfull	ADJ;MASC;SG	ADJ;INDF;SG
חזק	mektig	חזק	mektig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חזק	kraftig	חזק	kraftig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חזק	trangt	חזק	trang	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חזק	stram	חזק	stram	ADJ;MASC;SG	ADJ;INDF;SG
חזק	stramt	חזק	stramme	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
חזק	sterk	חזק	sterk	ADJ;MASC;SG	ADJ;INDF;SG
חזק	sterkt	חזק	sterk	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
אישור	tillatelse	אישור	tillatels	N;MASC;SG	N;INDF;MASC;SG
אישור	konfirmasjon	אישור	konfirmasjon	N;MASC;SG	N;INDF;MASC;SG
אישור	bekreftelse	אישור	bekreftelse	N;MASC;SG	N;INDF;MASC;SG
אישור	bekrefte	אישור	bekrefte	N;MASC;SG	N;INDF;FEM;SG
מוות	døden	מוות	død	N;MASC;SG	N;DEF;MASC;SG
