esporre	کھلا	esporre	کھل	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
brain	دماغ	brain	دماغ	N;MASC	N;NOM;MASC;SG;3
shell	صدف	shell	صدف	N	N;NOM;MASC;SG;3
shell	خول	shell	خول	N	N;NOM;MASC;SG;3
shell	صدف	shell	صدف	N	N;NOM;MASC;SG;3
commerciante	تاجر	commerciante	تاجر	N;SG	N;NOM;MASC;SG;3
commerciante	تاجر	commerciante	تاجر	N;SG	N;NOM;MASC;SG;3
commerciante	تاجر	commerciante	تاجر	N;SG	N;NOM;MASC;SG;3
primitivi	اصلی	primitivo	اصلی	ADJ;MASC;PL	ADJ
primitivi	ناپختہ.	primitivo	ناپختہ.	ADJ;MASC;PL	ADJ
lessico	لغت	lessico	لغت	N;MASC;SG	N;NOM;MASC;SG;3
succedendo	وقوعہ	succedere	وقوعہ	V;V.MSDR	V;ACT
succedendo	وقوعہ	succedere	وقوعہ	V;V.MSDR	V;ACT
destiny	مقدر	destiny	مقدر	N	N;NOM;MASC;SG;3
destiny	تقدیر	destiny	تقدیر	N	N;NOM;FEM;SG;3
destiny	مقدر	destiny	مقدر	N	N;NOM;MASC;SG;3
instabile	متلون	instabile	متلون	ADJ;SG	ADJ
controller	قبضہ	controller	قبضہ	N;MASC	N;NOM;MASC;SG;3
controller	قابو	controller	قابو	N;MASC	N;NOM;MASC;SG;3
controller	گرفت	controller	گرفت	N;MASC	N;NOM;MASC;SG;3
corner	کونا	corner	کونا	N;MASC	N;NOM;MASC;SG;3
supremazia	مرتبہ	supremazia	مرتبہ	N;FEM;SG	N;NOM;MASC;SG;3
supremazia	اقتدار	supremazia	اقتدار	N;FEM;SG	N;NOM;MASC;SG;3
supremazia	فضیلت	supremazia	فضیلت	N;FEM;SG	N;NOM;MASC;SG;3
supremazia	بزرگی	supremazia	بزرگی	N;FEM;SG	N;NOM;MASC;SG;3
fidanzamento	ملاقات	fidanzamento	ملاقات	N;MASC;SG	N;NOM;FEM;SG;3
convenzionali	روایتی	convenzionale	روایتی	ADJ;PL	ADJ
convenzionali	پُرخلوص	convenzionale	پُرخلوص	ADJ;PL	ADJ
convenzionali	رسمی	convenzionale	رسمی	ADJ;PL	ADJ
tondo	اسطوانی	tondo	اسطوانی	ADJ;MASC;SG	ADJ;NOM
tondo	اسطوانی	tondo	اسطوانی	ADJ;MASC;SG	ADJ;NOM
compilazione	جدول	compilazione	جدول	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	مجموعہ	compilazione	مجموعہ	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	دفتر	compilazione	دفتر	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	کتاب	compilazione	کتاب	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	مجموعہ	compilazione	مجموعہ	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	دفتر	compilazione	دفتر	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	ترتیب	compilazione	ترتیب	N;FEM;SG	N;NOM;FEM;SG;3
compilazione	کتاب	compilazione	کتاب	N;FEM;SG	N;NOM;MASC;SG;3
compilazione	تالیف	compilazione	تالیف	N;FEM;SG	N;NOM;MASC;SG;3
completezza	اتمام	completezza	اتمام	N;FEM;SG	N;NOM;MASC;SG;3
incursione	حملہ	incursione	حملہ	N;FEM;SG	N;NOM;MASC;SG;3
orrore	افسردگی	orrore	افسردگی	N;MASC;SG	N;NOM;FEM;SG;3
complicato	مشکل	complicato	مشکل	ADJ;MASC;SG	ADJ
complicato	پیچیدہ	complicato	پیچیدہ	ADJ;MASC;SG	ADJ
immenso	زبردست	immenso	زبردست	ADJ;MASC;SG	ADJ
filiale	دریا	filiale	دریا	N;FEM;SG	N;NOM;MASC;SG;3
lutto	عزاداری.	lutto	عزاداریؤ	N;MASC;SG	N;NOM;MASC;SG;3
hole	پیالی	hole	پیالی	N	N;NOM;FEM;SG;3
hole	سوراخ	hole	سوراخ	N	N;NOM;MASC;SG;3
hole	نالی	hole	نالی	N	N;NOM;FEM;SG;3
hole	پیالی	hole	پیالی	N	N;NOM;FEM;SG;3
hole	سوراخ	hole	سوراخ	N	N;NOM;MASC;SG;3
hole	نالی	hole	نالی	N	N;NOM;FEM;SG;3
gentili	مانوس	gentile	مانوس	ADJ;PL	ADJ
gentili	مانوس	gentile	مانوس	ADJ;PL	ADJ
gentili	قبائلی	gentile	قبائلی	ADJ;PL	ADJ
ambizioso	پُرعزیمت.	ambizioso	پُرعزیمت.	ADJ;MASC;SG	ADJ
stimolo	جوش	stimolo	جوش	N;MASC;SG	N;NOM;MASC;SG;3
stimolo	ابھار	stimolo	ابھار	N;MASC;SG	N;NOM;MASC;SG;3
boulevard	شاہراہ	boulevard	شاہراہ	N;FEM;SG	N;NOM;MASC;SG;3
rimedio	تاوان	rimedio	تاوان	N;MASC;SG	N;NOM;MASC;SG;3
trauma	مصیبت	trauma	مصیبت	N;MASC;SG	N;NOM;FEM;SG;3
drum	ڈھول	drum	ڈھول	N	N;NOM;MASC;SG;3
selvaggia	پراگندہ	selvaggio	پراگندہ	ADJ;FEM;SG	ADJ
selvaggia	جنگلی	selvaggio	جنگلی	ADJ;FEM;SG	ADJ
selvaggia	پراگندہ	selvaggio	پراگندہ	ADJ;FEM;SG	ADJ
selvaggia	قدیم	selvaggio	قدیم	ADJ;FEM;SG	ADJ
selvaggia	ظالمانہ	selvaggio	ظالمانہ	ADJ;FEM;SG	ADJ
selvaggia	قدرتی	selvaggio	قدرتی	ADJ;FEM;SG	ADJ
selvaggia	صحرائی	selvaggio	صحرائی	ADJ;FEM;SG	ADJ
selvaggia	قدیم	selvaggio	قدیم	ADJ;FEM;SG	ADJ
selvaggia	جنگلی	selvaggio	جنگلی	ADJ;FEM;SG	ADJ
selvaggia	ظالمانہ	selvaggio	ظالمانہ	ADJ;FEM;SG	ADJ
selvaggia	قدرتی	selvaggio	قدرتی	ADJ;FEM;SG	ADJ
selvaggia	صحرائی	selvaggio	صحرائی	ADJ;FEM;SG	ADJ
sunshine	مسرت	sunshino	مسرت	N	N;NOM;MASC;SG;3
assorbire	اپنانا	assorbire	اپنانا	V;NFIN	V;MASC;SG;NFIN;ACT
assorbire	دھچکے	assorbire	دھچکا	V;NFIN	V;MASC;SG;V.PTCP;ACT
coltura	بال	coltura	بال	N;FEM;SG	N;NOM;MASC;SG;3
coltura	کپڑا	coltura	کپڑا	N;FEM;SG	N;NOM;MASC;SG;3
coltura	بال	coltura	بال	N;FEM;SG	N;NOM;MASC;SG;3
coltura	کپڑا	coltura	کپڑا	N;FEM;SG	N;NOM;MASC;SG;3
coltura	فصل	coltura	فصل	N;FEM;SG	N;NOM;MASC;SG;3
cappellano	ادارے	cappellare	ادارہ	N;MASC;SG	N;NOM;MASC;SG;3
tagliata	چاقو	tagliare	چاقو	V;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
tagliata	نگینے	tagliare	نگینہ	V;FEM;SG;PST;V.PTCP	V;MASC;SG;ACT
tagliata	دوڑنا.	tagliare	دوڑنا.	V;FEM;SG;PST;V.PTCP	V;MASC;SG;NFIN;ACT
tagliata	کاٹنے	tagliare	کاٹ	V;FEM;SG;PST;V.PTCP	V;ACC;NFIN
tagliata	چاقو	tagliare	چاقو	V;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
tagliata	نگینے	tagliare	نگینہ	V;FEM;SG;PST;V.PTCP	V;MASC;SG;ACT
tagliata	دوڑنا.	tagliare	دوڑنا.	V;FEM;SG;PST;V.PTCP	V;MASC;SG;NFIN;ACT
tagliata	کاٹنے	tagliare	کاٹ	V;FEM;SG;PST;V.PTCP	V;ACC;NFIN
folklore	کہاوتیں	folklore	کہاوت	N;MASC	N;NOM;MASC;PL;3
ridere	ہنسنا	ridere	ہنسنا	V;NFIN	V;MASC;SG;ACT
vincolo	تحدید	vincolo	تحدید	N;MASC;SG	N;NOM;MASC;SG;3
vincolo	رکاوٹ	vincolo	رکاوٹ	N;MASC;SG	N;NOM;MASC;SG;3
burn	داغ	burno	داغ	N	N;NOM;MASC;SG;3
privacy	اجتناب	privacy	اجتناب	N	N;NOM;MASC;SG;3
privacy	اجتناب	privacy	اجتناب	N	N;NOM;MASC;SG;3
educato	پُرتپاک.	educato	پُرتپاک.	ADJ;MASC;SG	ADJ
educato	پُرتپاک.	educato	پُرتپاک.	ADJ;MASC;SG	ADJ
distribuire	بکھیرنا	distribuire	بکھیر	V;NFIN	V;NFIN;ACT
periodica	متوالی	periodico	متوالی	ADJ;FEM;SG	ADJ
assorbito	غرق	assorbire	غرق	V;MASC;SG;PST;V.PTCP	V;ACT
assorbito	محو	assorbire	محو	V;MASC;SG;PST;V.PTCP	V;ACT
creatività	موجد	creatività	موجد	N;FEM	N;NOM;MASC;SG;3
splendida	روشن	splendido	روشن	ADJ;FEM;SG	ADJ
splendida	عمدہ	splendido	عمدہ	ADJ;FEM;SG	ADJ
splendida	نادر	splendido	نادر	ADJ;FEM;SG	ADJ
splendida	شاندار	splendido	شاندار	ADJ;FEM;SG	ADJ
inventario	فرد	inventario	فرد	N;MASC;SG	N;NOM;MASC;SG;3
vittoriosa	فاتح	vittorioso	فاتح	ADJ;FEM;SG	ADJ
egiziana	مصری	egiziano	مصری	ADJ;FEM;SG	ADJ
incarnazione	تجسیم	incarnazione	تجسیم	N;FEM;SG	N;NOM;MASC;SG;3
sperone	ترغیب	sperone	ترغیب	N;MASC;SG	N;NOM;MASC;SG;3
sperone	ترغیب	sperone	ترغیب	N;MASC;SG	N;NOM;MASC;SG;3
sperone	مہمیز	sperone	مہمیز	N;MASC;SG	N;NOM;MASC;SG;3
sharp	کائیاں	sharp	کائی	N;MASC	N;NOM;MASC;PL;3
sharp	کائیاں	sharp	کائی	N;MASC	N;NOM;MASC;PL;3
metropoli	دارالحکومت	metropoli	دارالحکومت	N;FEM;SG	N;NOM;MASC;SG;3
turbina	پانی	turbina	پانی	N;FEM;SG	N;NOM;MASC;SG;3
string	حروف	string	حرف	N	N;NOM;MASC;SG;3
scream	شوخ	scream	شوخ	N;MASC	N;NOM;MASC;SG;3
statura	برتری	statura	برتری	N;FEM;SG	N;NOM;MASC;SG;3
statura	بزرگی	statura	بزرگی	N;FEM;SG	N;NOM;MASC;SG;3
statura	برتری	statura	برتری	N;FEM;SG	N;NOM;MASC;SG;3
statura	قد	statura	قد	N;FEM;SG	N;NOM;MASC;SG;3
statura	بزرگی	statura	بزرگی	N;FEM;SG	N;NOM;MASC;SG;3
crane	جرّثقیل.	crana	جرّثقیل.	N;MASC	N
medium	اوسط	medium	اوسط	N	N;NOM;MASC;SG;3
medium	قسم	medium	قسم	N	N;NOM;MASC;SG;3
medium	افزائش	medium	افزائش	N	N;NOM;MASC;SG;3
medium	اوسط	medium	اوسط	N	N;NOM;MASC;SG;3
medium	واسطہ	medium	واسطہ	N	N;NOM;MASC;SG;3
medium	قسم	medium	قسم	N	N;NOM;MASC;SG;3
medium	افزائش	medium	افزائش	N	N;NOM;MASC;SG;3
volutamente	قصداً	voluto	قصداً	ADV	ADV
gradevole	خوشگوار	gradevole	خوشگوار	ADJ;SG	ADJ
gradevole	پُرلطف	gradevole	پُرلطف	ADJ;SG	ADJ
tuta	پان	tuta	پان	N;FEM;SG	N;NOM;MASC;SG;3
scarsità	کمی	scarsità	کمی	N;FEM	N;NOM;FEM;SG;3
scarsità	کمی	scarsità	کمی	N;FEM	N;NOM;FEM;SG;3
scarsità	کمی	scarsità	کمی	N;FEM	N;NOM;FEM;SG;3
preservare	گلنے	preservare	گل	V;NFIN	V;ACC;NFIN
rene	طبیعت	rena	طبیعت	N;MASC	N;NOM;MASC;SG;3
rene	مزاج	rena	مزاج	N;MASC	N;NOM;MASC;SG;3
rene	کردار	rena	کردار	N;MASC	N;NOM;MASC;SG;3
reciproca	جوابی	reciproco	جوابی	ADJ;FEM;SG	ADJ
reciproca	تکمیلی	reciproco	تکمیلی	ADJ;FEM;SG	ADJ
reciproca	جوابی	reciproco	جوابی	ADJ;FEM;SG	ADJ
reciproca	تکمیلی	reciproco	تکمیلی	ADJ;FEM;SG	ADJ
reciproca	باہمی	reciproco	باہمی	ADJ;FEM;SG	ADJ
povere	معمولی	povero	معمولی	ADJ;FEM;PL	ADJ
povere	گھٹیا	povero	گھٹیا	ADJ;FEM;PL	ADJ
povere	نادار	povero	نادار	ADJ;FEM;PL	ADJ
povere	معمولی	povero	معمولی	ADJ;FEM;PL	ADJ
povere	گھٹیا	povero	گھٹیا	ADJ;FEM;PL	ADJ
povere	غریب	povero	غریب	ADJ;FEM;PL	ADJ
alloggio	موافقت	alloggio	موافقت	N;MASC;SG	N;NOM;MASC;SG;3
stanco	پرانا	stanco	پرانا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
aborto	ناکامی	aborto	ناکامی	N;MASC;SG	N;NOM;MASC;SG;3
revival	اعادہ	revival	اعادہ	N;MASC	N;NOM;MASC;SG;3
revival	تجدید	revival	تجدید	N;MASC	N;NOM;MASC;SG;3
revival	اعادہ	revival	اعادہ	N;MASC	N;NOM;MASC;SG;3
stay	مدد	stay	مدد	N	N;NOM;MASC;SG;3
stay	رکاوٹ	stay	رکاوٹ	N	N;NOM;MASC;SG;3
molla	لچک	molla	لچک	N;FEM;SG	N;NOM;MASC;SG;3
molla	لچک	molla	لچک	N;FEM;SG	N;NOM;MASC;SG;3
molla	چھلانگ	molla	چھلانگ	N;FEM;SG	N;NOM;MASC;SG;3
caldi	مخلصانہ-	caldo	مخلصانہ-	ADJ;MASC;PL	ADJ
caldi	عاشقانہ	caldo	عاشقانہ	ADJ;MASC;PL	ADJ
caldi	گلابی	caldo	گلابی	ADJ;MASC;PL	ADJ;NOM
caldi	دوستانہ	caldo	دوستانہ	ADJ;MASC;PL	ADJ
caldi	دشوار	caldo	دشوار	ADJ;MASC;PL	ADJ
caldi	گرم	caldo	گرم	ADJ;MASC;PL	ADJ
caldi	مخلصانہ-	caldo	مخلصانہ-	ADJ;MASC;PL	ADJ
caldi	عاشقانہ	caldo	عاشقانہ	ADJ;MASC;PL	ADJ
caldi	گلابی	caldo	گلابی	ADJ;MASC;PL	ADJ;NOM
caldi	دوستانہ	caldo	دوستانہ	ADJ;MASC;PL	ADJ
caldi	دشوار	caldo	دشوار	ADJ;MASC;PL	ADJ
insetto	کرم	insetto	کرم	N;MASC;SG	N;NOM;MASC;SG;3
insetto	کیڑا	insetto	کیڑا	N;MASC;SG	N;NOM;MASC;SG;3
insetto	لگن	insetto	لگن	N;MASC;SG	N;NOM;MASC;SG;3
insetto	شوق	insetto	شوق	N;MASC;SG	N;NOM;MASC;SG;3
laico	مذہبی	laico	مذہبی	ADJ;MASC;SG	ADJ
laico	روحانی	laico	روحانی	ADJ;MASC;SG	ADJ
trinity	بیٹا	trinity	بیٹا	N;MASC	N;NOM;MASC;SG;3
monopolio	احتکار	monopolio	احتکار	N;MASC;SG	N;NOM;MASC;SG;3
divine	ربّانی	divina	ربّانی	ADJ;FEM;PL	ADJ
divine	متبرک	divina	متبرک	ADJ;FEM;PL	ADJ
ricorrenza	تکرار	ricorrenza	تکرار	N;FEM;SG	N;NOM;MASC;SG;3
tenera	مانوس	tenere	مانوس	ADJ;FEM;SG	ADJ
tenera	نازک	tenere	نازک	ADJ;FEM;SG	ADJ
tenera	مانوس	tenere	مانوس	ADJ;FEM;SG	ADJ
disegnare	پہنچنا	disegnare	پہنچ	V;NFIN	V;MASC;SG;NFIN;ACT
disegnare	بڑھنا	disegnare	بڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
disegnare	چلنا	disegnare	چل	V;NFIN	V;MASC;SG;NFIN;ACT
disegnare	لکھنا	disegnare	لکھ	V;NFIN	V;MASC;SG;NFIN;ACT
disegnare	کھینچنے	disegnare	کھینچ	V;NFIN	V;NFIN
circonferenza	دوری	circonferenza	دوری	N;FEM;SG	N;NOM;FEM;SG;3
circonferenza	احاطہ	circonferenza	احاطہ	N;FEM;SG	N;NOM;MASC;SG;3
circonferenza	دور	circonferenza	دور	N;FEM;SG	N;NOM;MASC;SG;3
colorati	روشن	colorato	روشن	ADJ;MASC;PL	ADJ
colorati	دلچسپ	colorato	دلچسپ	ADJ;MASC;PL	ADJ
colorati	روشن	colorato	روشن	ADJ;MASC;PL	ADJ
colorati	دلچسپ	colorato	دلچسپ	ADJ;MASC;PL	ADJ
guasto	نقص	guasto	نقص	N;MASC;SG	N;NOM;MASC;SG;3
guasto	نقص	guasto	نقص	N;MASC;SG	N;NOM;MASC;SG;3
attrito	تصادم	attrito	تصادم	N;MASC;SG	N;NOM;MASC;SG;3
attrito	مزاحمت	attrito	مزاحمت	N;MASC;SG	N;NOM;MASC;SG;3
compatibili	روادار	compatibile	روادار	ADJ;PL	ADJ
compatibili	موافق	compatibile	موافق	ADJ;PL	ADJ
strand	مفلس	strand	مفلس	N;MASC	N;NOM;MASC;SG;3
strand	تار	strand	تار	N;MASC	N;NOM;MASC;SG;3
fune	سوت	funa	سوت	N;FEM;SG	N;NOM;FEM;SG;3
fune	سوت	funa	سوت	N;FEM;SG	N;NOM;FEM;SG;3
scarto	فالتو	scarto	فالتو	N;MASC;SG	N;NOM;MASC;SG;3
scarto	فضلہ	scarto	فضلہ	N;MASC;SG	N;NOM;MASC;SG;3
scarto	اسراف	scarto	اسراف	N;MASC;SG	N;NOM;MASC;SG;3
scarto	ضیاع	scarto	ضیاع	N;MASC;SG	N;NOM;MASC;SG;3
avanzamento	ترقی	avanzamento	ترقی	N;MASC;SG	N;NOM;FEM;SG;3
toy	شبیہہ	toy	شبیہہ	N	N;NOM;MASC;SG;3
roccioso	چٹانی	roccioso	چٹانی	ADJ;MASC;SG	ADJ
passivo	سست	passivo	سست	ADJ;MASC;SG	ADJ
ham	چوتڑ	ham	چوتڑ	N;MASC	N;NOM;MASC;SG;3
apprezzare	ماننا	apprezzare	مان	V;NFIN	V;MASC;SG;NFIN
apprezzare	جاننا	apprezzare	جان	V;NFIN	V;MASC;SG;NFIN;ACT
apprezzare	پہچاننا	apprezzare	پہچان	V;NFIN	V;SG;NFIN;ACT
oscure	مخفی	oscuro	مخفی	ADJ;FEM;PL	ADJ
oscure	ناصاف.	oscuro	ناصاف.	ADJ;FEM;PL	ADJ
oscure	مبہم	oscuro	مبہم	ADJ;FEM;PL	ADJ
conforme	تابعدار.	conforme	تابعدار.	ADJ;SG	ADJ
conforme	مطیع	conforme	مطیع	ADJ;SG	ADJ
metafora	استعارہ	metafora	استعارہ	N;FEM;SG	N;NOM;MASC;SG;3
nudi	سادہ	nudo	سادہ	ADJ;MASC;PL	ADJ
nudi	سادہ	nudo	سادہ	ADJ;MASC;PL	ADJ
nudi	عاری	nudo	عاری	ADJ;MASC;PL	ADJ
nudi	برہنہ	nudo	برہنہ	ADJ;MASC;PL	ADJ
nudi	برہنہ	nudo	برہنہ	ADJ;MASC;PL	ADJ
insuccesso	تباہی	insuccesso	تباہی	N;MASC;SG	N;NOM;MASC;SG;3
insuccesso	ناکامی	insuccesso	ناکامی	N;MASC;SG	N;NOM;MASC;SG;3
insuccesso	تباہی	insuccesso	تباہی	N;MASC;SG	N;NOM;MASC;SG;3
installare	لگانا	installare	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
residuo	مابقی	residuo	مابقی	ADJ;MASC;SG	ADJ
egizio	مصری	egizio	مصری	ADJ;MASC;SG	ADJ
genitore	موجد	genitore	موجد	N;MASC;SG	N;NOM;MASC;SG;3
genitore	جڑ	genitore	جڑ	N;MASC;SG	N;NOM;MASC;SG;3
barbaro	ظالمانہ	barbaro	ظالمانہ	ADJ;MASC;SG	ADJ
barbaro	وحشیانہ	barbaro	وحشیانہ	ADJ;MASC;SG	ADJ
barbaro	دہقانی	barbaro	دہقانی	ADJ;MASC;SG	ADJ
barbaro	قبائلی	barbaro	قبائلی	ADJ;MASC;SG	ADJ
audace	واضح	audace	واضح	ADJ;SG	ADJ
audace	نمایاں	audace	نمایاں	ADJ;SG	ADJ
sanzione	فرمان	sanzione	فرمان	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	روایت	sanzione	روایت	N;FEM;SG	N;NOM;FEM;SG;3
sanzione	تحریم	sanzione	تحریم	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	اجازت	sanzione	اجازت	N;FEM;SG	N;NOM;FEM;SG;3
sanzione	جواز	sanzione	جواز	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	ضابطہ	sanzione	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	تصدیق	sanzione	تصدیق	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	فرمان	sanzione	فرمان	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	منظوری	sanzione	منظوری	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	روایت	sanzione	روایت	N;FEM;SG	N;NOM;FEM;SG;3
sanzione	تحریم	sanzione	تحریم	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	اجازت	sanzione	اجازت	N;FEM;SG	N;NOM;FEM;SG;3
sanzione	جواز	sanzione	جواز	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	ضابطہ	sanzione	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
sanzione	تصدیق	sanzione	تصدیق	N;FEM;SG	N;NOM;MASC;SG;3
pattern	ترتیب	pattern	ترتیب	N;MASC	N;NOM;FEM;SG;3
pattern	قالب	pattern	قالب	N;MASC	N;NOM;MASC;SG;3
pattern	معیار	pattern	معیار	N;MASC	N;NOM;MASC;SG;3
pattern	تنظیم	pattern	تنظیم	N;MASC	N;NOM;FEM;SG;3
pattern	کپڑے	pattern	کپڑا	N;MASC	N;NOM;MASC;SG;3
pattern	ترتیب	pattern	ترتیب	N;MASC	N;NOM;FEM;SG;3
pattern	قالب	pattern	قالب	N;MASC	N;NOM;MASC;SG;3
pattern	معیار	pattern	معیار	N;MASC	N;NOM;MASC;SG;3
pattern	تنظیم	pattern	تنظیم	N;MASC	N;NOM;FEM;SG;3
pattern	کپڑے	pattern	کپڑا	N;MASC	N;NOM;MASC;SG;3
decorativi	آرائشی	decorativo	آرائشی	ADJ;MASC;PL	ADJ
nega	ماننے	negare	مان	V;IND;SG;3;PRS;FIN	V;ACC;NFIN
rappresaglia	بدلہ	rappresaglia	بدلہ	N;FEM;SG	N;NOM;MASC;SG;3
simulazione	نقل	simulazione	نقل	N;FEM;SG	N;NOM;MASC;SG;3
contento	مناسب	contento	مناسب	ADJ;MASC;SG	ADJ
contento	خوش	contento	خوش	ADJ;MASC;SG	ADJ
contento	مناسب	contento	مناسب	ADJ;MASC;SG	ADJ
fun	تفریح	funo	تفریح	N	N;NOM;MASC;SG;3
arcobaleno	دھنک	arcobaleno	دھنک	N;MASC;SG	N;NOM;MASC;SG;3
costoso	مہنگا	costoso	مہنگا	ADJ;MASC;SG	ADJ
costoso	مہنگا	costoso	مہنگا	ADJ;MASC;SG	ADJ
selezionare	چننا	selezionare	چننا	V;NFIN	V;MASC;SG;NFIN;ACT
sorteggio	ملبہ	sorteggio	ملبہ	N;MASC;SG	N;NOM;MASC;SG;3
sorteggio	حافظے	sorteggio	حافظہ	N;MASC;SG	N;NOM;MASC;SG;3
memoriale	ادارہ	memoriale	ادارہ	N;MASC;SG	N;NOM;MASC;SG;3
memoriale	رسم	memoriale	رسم	N;MASC;SG	N;NOM;FEM;SG;3
ordinazione	قسم	ordinazione	قسم	N;FEM;SG	N;NOM;MASC;SG;3
ordinazione	فرمان	ordinazione	فرمان	N;FEM;SG	N;NOM;MASC;SG;3
ordinazione	ترتیب	ordinazione	ترتیب	N;FEM;SG	N;NOM;FEM;SG;3
ordinazione	قسم	ordinazione	قسم	N;FEM;SG	N;NOM;MASC;SG;3
selvatico	پراگندہ	selvatico	پراگندہ	ADJ;MASC;SG	ADJ
selvatico	جنگلی	selvatico	جنگلی	ADJ;MASC;SG	ADJ
selvatico	پراگندہ	selvatico	پراگندہ	ADJ;MASC;SG	ADJ
epico	بہادرانہ.	epico	بہادرانہ.	ADJ;MASC;SG	ADJ
epico	زبردست	epico	زبردست	ADJ;MASC;SG	ADJ
epico	بہادرانہ.	epico	بہادرانہ.	ADJ;MASC;SG	ADJ
epico	زبردست	epico	زبردست	ADJ;MASC;SG	ADJ
umbra	امبریائی	umbra	امبریائی	ADJ;FEM;SG	ADJ;NOM
morso	چارہ	morso	چارہ	N;MASC;SG	N;NOM;MASC;SG;3
morso	سانپ	morso	سانپ	N;MASC;SG	N;NOM;MASC;SG;3
focus	تقریب	focus	تقریب	N;MASC	N;NOM;FEM;SG;3
focus	دلچسپی	focus	دلچسپی	N;MASC	N;NOM;MASC;SG;3
mancante	گم	mancante	گم	ADJ;SG	ADJ
proporzione	تناسب	proporzione	تناسب	N;FEM;SG	N;NOM;MASC;SG;3
proporzione	سائز	proporzione	سائز	N;FEM;SG	N;NOM;MASC;SG;3
profit	بھلائی	profit	بھلائی	N	N;NOM;FEM;SG;3
profit	بھلائی	profit	بھلائی	N	N;NOM;FEM;SG;3
profit	فائدہ	profit	فائدہ	N	N;NOM;MASC;SG;3
profit	نفع	profit	نفع	N	N;NOM;MASC;SG;3
eccellenti	اعلیٰ	eccellente	اعلیٰ	ADJ;PL	ADJ
fosso	نالہ	fosso	نالہ	N;MASC;SG	N;NOM;MASC;SG;3
fosso	نالی	fosso	نالی	N;MASC;SG	N;NOM;FEM;SG;3
fosso	خندق	fosso	خندق	N;MASC;SG	N;NOM;MASC;SG;3
fosso	نالہ	fosso	نالہ	N;MASC;SG	N;NOM;MASC;SG;3
fosso	نالی	fosso	نالی	N;MASC;SG	N;NOM;FEM;SG;3
sano	ہمدردانہ.	sano	ہمدردانہ.	ADJ;MASC;SG	ADJ
sano	مددگار	sano	مددگار	ADJ;MASC;SG	ADJ
sano	معقول	sano	معقول	ADJ;MASC;SG	ADJ
guscio	صدف	guscio	صدف	N;MASC;SG	N;NOM;MASC;SG;3
guscio	خول	guscio	خول	N;MASC;SG	N;NOM;MASC;SG;3
guscio	صدف	guscio	صدف	N;MASC;SG	N;NOM;MASC;SG;3
federal	وفاق	federal	وفاق	N;FEM;SG	N;NOM;MASC;SG;3
parata	چوک	parata	چوک	N;FEM;SG	N;NOM;MASC;SG;3
erotica	شہوانیات.	erotico	شہوانیات.	ADJ;FEM;SG	ADJ;NOM
distaccamento	بیگانگی	distaccamento	بیگانگی	N;MASC;SG	N;NOM;MASC;SG;3
ambiguità	ایہام	ambiguità	ایہام	N;FEM	N;NOM;MASC;SG;3
ambiguità	ایہام	ambiguità	ایہام	N;FEM	N;NOM;MASC;SG;3
logistica	قیام	logistica	قیام	N;FEM;SG	N;NOM;MASC;SG;3
bevanda	مشروب	bevanda	مشروب	N;FEM;SG	N;NOM;MASC;SG;3
convivenza	مقاربت	convivenza	مقاربت	N;FEM;SG	N;NOM;MASC;SG;3
rampa	ڈھلان	rampa	ڈھلان	N;FEM;SG	N;NOM;MASC;SG;3
ostili	ناموافق.	ostile	ناموافق.	ADJ;PL	ADJ
tese	مصنوعی	tendere	مصنوعی	ADJ;FEM;PL	ADJ
cacciare	ڈھونڈنا	cacciare	ڈھونڈنا	V;NFIN	V;NFIN;ACT
decadimento	دولت	decadimento	دولت	N;MASC;SG	N;NOM;FEM;SG;3
decadimento	زور	decadimento	زور	N;MASC;SG	N;NOM;MASC;SG;3
decadimento	توانائی	decadimento	توانائی	N;MASC;SG	N;NOM;FEM;SG;3
soffrire	بھگتنا	soffrire	بھگت	V;NFIN	V;SG;ACT
carestia	بھوک	carestia	بھوک	N;FEM;SG	N;NOM;MASC;SG;3
carestia	کال	carestia	کال	N;FEM;SG	N;NOM;MASC;SG;3
