gard	gard	gard	gard	N;MASC;SG	N;INDF;MASC+FEM;SG
rappeler	husker	rappeler	huske	V;NFIN	V;IND;PRS;FIN;ACT
esprits	ånder	esprit	ånd	N;MASC;PL	N;INDF;MASC+FEM;PL
elisabeth	elisabeth	elisabeth	elisabeth	N;FEM;SG	N;INDF;MASC+FEM;SG
caméra	kameraet	caméra	kamera	N;FEM;SG	N;DEF;NEUT;SG
caméra	kamera	caméra	kamera	N;FEM;SG	N;INDF;NEUT;SG
assiste	bistår	assister	bistå	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
assiste	assisterer	assister	assistere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
régulier	regelmæssig	régulier	regelmæssig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
contiennent	indeholder	contenir	indeholde	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN;ACT
contiennent	indeholde	contenir	indeholde	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
mix	mix	mix	milli	N;MASC;SG	N;INDF;NEUT;SG
mix	blanding	mix	blanding	N;MASC;SG	N;INDF;MASC+FEM;SG
grandeur	størrelsesorden	grandeur	størrelsesorden	N;FEM;SG	N;INDF;MASC+FEM;SG
grandeur	storhed	grandeur	storhed	N;FEM;SG	N;INDF;MASC+FEM;SG
grandeur	storhed	grandeur	storhed	N;FEM;SG	N;INDF;MASC+FEM;SG
immigration	indvandringen	immigration	indvandring	N;FEM;SG	N;DEF;MASC+FEM;SG
immigration	immigration	immigration	immigration	N;FEM;SG	N;INDF;MASC+FEM;SG
immigration	indvandring	immigration	indvandring	N;FEM;SG	N;INDF;MASC+FEM;SG
airlines	flyselskaber	airline	flyselskab	N;FEM;PL	N;INDF;NEUT;PL
airlines	luftfartsselskaber	airline	luftfartsselskab	N;FEM;PL	N;INDF;NEUT;PL
pollution	forurening	pollution	forurening	N;FEM;SG	N;INDF;MASC+FEM;SG
pollution	forureningen	pollution	forurening	N;FEM;SG	N;DEF;MASC+FEM;SG
pollution	forureningsbekæmpelse	pollution	forureningsbekæmpelse	N;FEM;SG	N;INDF;MASC+FEM;SG
marocain	marokkansk	marocain	marokkansk	ADJ;MASC;SG	ADJ;INDF;SG
accessibles	tilgængelige	accessible	tilgængelig	ADJ;MASC;PL	ADJ;PL
attribuée	tilskrevet	attribuer	tilskrive	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
attribuée	tildelt	attribuer	tildele	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
attribuée	henført	attribuer	henføre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hôte	organisator	hôte	organisator	N;MASC;SG	N;INDF;MASC+FEM;SG
hôte	vært	hôte	være	N;MASC;SG	N;INDF;MASC+FEM;SG
hôte	værten	hôte	vært	N;MASC;SG	N;DEF;MASC+FEM;SG
revers	revers	revers	revers	N;MASC;SG	N;INDF;NEUT;SG
revers	tilbageslag	revers	tilbageslag	N;MASC;SG	N;INDF;NEUT;SG
revers	baghånd	revers	baghånd	N;MASC;SG	N;INDF;NEUT;SG
calme	rolig	calme	rolig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
calme	stille	calme	stille	ADJ;MASC;SG	ADJ
organe	lig	organe	lig	N;MASC;SG	N;INDF;NEUT;SG
organe	kroppen	organe	krop	N;MASC;SG	N;DEF;MASC+FEM;SG
organe	krop	organe	krop	N;MASC;SG	N;INDF;MASC+FEM;SG
organe	organ	organe	organ	N;MASC;SG	N;INDF;NEUT;SG
organe	organet	organe	organ	N;MASC;SG	N;DEF;NEUT;SG
signification	betydning	signification	betydning	N;FEM;SG	N;INDF;MASC+FEM;SG
signification	betydning	signification	betydning	N;FEM;SG	N;INDF;MASC+FEM;SG
duel	duel	duel	duel	N;MASC;SG	N;INDF;MASC+FEM;SG
poétique	poetisk	poétique	poetisk	ADJ;MASC;SG	ADJ;INDF;SG
enregistrements	plader	enregistrement	plade	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrements	registreringer	enregistrement	registrering	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrements	fortegnelser	enregistrement	fortegnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrements	optegnelser	enregistrement	optegnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrements	optagelser	enregistrement	optagelse	N;MASC;PL	N;INDF;MASC+FEM;PL
enregistrements	registreringer	enregistrement	registrering	N;MASC;PL	N;INDF;MASC+FEM;PL
épaisseur	tykkelse	épaisseur	tykkelse	N;FEM;SG	N;INDF;MASC+FEM;SG
globale	overordnet	global	overordne	ADJ;FEM;SG	ADJ;INDF;SG
heureux	lykkelig	heureux	lykkelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
heureux	tilfreds	heureux	tilfreds	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
heureux	glad	heureux	glad	ADJ;MASC;SG	ADJ;INDF;SG
perdues	tabte	perdre	tabe	V;FEM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
perdues	mistede	perdre	miste	V;FEM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
bébé	baby	bébé	baby	N;MASC;SG	N;INDF;MASC+FEM;SG
bébé	skat	bébé	skat	N;MASC;SG	N;INDF;MASC+FEM;SG
bébé	babe	bébé	babe	N;MASC;SG	N;INDF;MASC+FEM;SG
bébé	skat	bébé	skat	N;MASC;SG	N;INDF;MASC+FEM;SG
entré	trådte	entrer	træde	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
entré	indtastet	entrer	indtaste	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
moments	øjeblikke	moment	øjeblik	N;MASC;PL	N;INDF;NEUT;PL
illustrateur	illustrator	illustrateur	illustrator	N;MASC;SG	N;INDF;MASC+FEM;SG
diesel	diesel	diesel	diesel	N;MASC;SG	N;INDF;MASC+FEM;SG
comprennent	omfatte	comprendre	omfatte	V;IND;PL;3;PRS;FIN	V;NFIN;ACT
délai	forsinkelse	délai	forsinkelse	N;MASC;SG	N;INDF;MASC+FEM;SG
délai	frist	délai	frist	N;MASC;SG	N;INDF;MASC+FEM;SG
délai	deadline	délai	deadline	N;MASC;SG	N;INDF;MASC+FEM;SG
délai	tidsfrist	délai	tidsfrist	N;MASC;SG	N;INDF;MASC+FEM;SG
délai	timeout	délai	timeout	N;MASC;SG	N;INDF;MASC+FEM;SG
délai	tidsgrænse	délai	tidsgrænse	N;MASC;SG	N;INDF;MASC+FEM;SG
solidarité	solidariteten	solidarité	solidaritet	N;FEM;SG	N;DEF;MASC+FEM;SG
solidarité	solidaritet	solidarité	solidaritet	N;FEM;SG	N;INDF;MASC+FEM;SG
peugeot	peugeot	peugeot	peugeot	N;MASC;SG	N;INDF;MASC+FEM;SG
piémont	piemonte	piémont	piemonte	N;MASC;SG	N;INDF;MASC+FEM;SG
chapeau	hue	chapeau	hue	N;MASC;SG	N;INDF;MASC+FEM;SG
chapeau	hatten	chapeau	hat	N;MASC;SG	N;DEF;MASC+FEM;SG
chapeau	kasket	chapeau	kaske	N;MASC;SG	N;INDF;MASC+FEM;SG
chapeau	hat	chapeau	hat	N;MASC;SG	N;INDF;MASC+FEM;SG
chapeau	chapeau	chapeau	chapeau	N;MASC;SG	N;INDF;MASC+FEM;SG
vraisemblablement	formentlig	vraisemblablement	formentlig	ADV	ADV
vraisemblablement	formodentligt	vraisemblablement	formodentligt	ADV	ADV
vraisemblablement	antagelig	vraisemblablement	antagelig	ADV	ADV
vraisemblablement	formodentlig	vraisemblablement	formodentlig	ADV	ADV
vraisemblablement	antageligt	vraisemblablement	antagelig	ADV	ADV
régiments	regimenter	régiment	regiment	N;MASC;PL	N;INDF;NEUT;PL
uniforme	ensartet	uniforme	ensartet	ADJ;MASC;SG	ADJ;INDF;SG
éliminé	elimineret	éliminer	elimineret	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
disciplines	discipliner	discipline	disciplin	N;FEM;PL	N;INDF;MASC+FEM;PL
portugaise	portugisisk	portugais	portugisisk	ADJ;FEM;SG	ADJ;INDF;SG
edition	udgaven	edition	udgave	N;FEM;SG	N;DEF;MASC+FEM;SG
edition	udgave	edition	udgave	N;FEM;SG	N;INDF;MASC+FEM;SG
supérieurs	overordnede	supérieur	overordne	ADJ;MASC;PL	ADJ;PL
scandale	skandalen	scandale	skandal	N;MASC;SG	N;DEF;MASC+FEM;SG
scandale	skandale	scandale	skandale	N;MASC;SG	N;INDF;MASC+FEM;SG
débarquement	landing	débarquement	landing	N;MASC;SG	N;INDF;MASC+FEM;SG
festivals	festivaler	festival	festival	N;MASC;PL	N;INDF;MASC+FEM;PL
jésuites	jesuitter	jésuite	jesuitter	N;MASC;PL	N;INDF;MASC+FEM;PL
wta	wta	wta	wta	N;MASC;SG	N;INDF;MASC+FEM;SG
échoue	fejler	échouer	fejle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
échoue	svigter	échouer	svigte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
échoue	mislykkes	échouer	mislykke	V;IND;SG;3;PRS;FIN	V;NFIN;PASS
isle	isle	isle	isle	N;FEM;SG	N;INDF;MASC+FEM;SG
alphabétique	alfabetisk	alphabétique	alfabetisk	ADJ;MASC;SG	ADJ;INDF;SG
juliette	juliette	juliette	juliette	N;FEM;SG	N;INDF;MASC+FEM;SG
juliette	julie	juliette	julie	N;FEM;SG	N;INDF;MASC+FEM;SG
juliette	juliet	juliette	julie	N;FEM;SG	N;DEF;NEUT;SG
attribution	fordeling	attribution	fordeling	N;FEM;SG	N;INDF;MASC+FEM;SG
attribution	allokering	attribution	allokering	N;FEM;SG	N;INDF;MASC+FEM;SG
attribution	tildeling	attribution	tildeling	N;FEM;SG	N;INDF;MASC+FEM;SG
attribution	tilskrivning	attribution	tilskrivning	N;FEM;SG	N;INDF;MASC+FEM;SG
protestants	protestantiske	protestant	protestantisk	ADJ;MASC;PL	ADJ;PL
arrestation	arrest	arrestation	arrest	N;FEM;SG	N;INDF;MASC+FEM;SG
arrestation	anholdelse	arrestation	anholdelse	N;FEM;SG	N;INDF;MASC+FEM;SG
arrestation	arrestation	arrestation	arrestation	N;FEM;SG	N;INDF;MASC+FEM;SG
daté	datede	dater	datet	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
daté	datet	dater	dat	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
daté	dateret	dater	dateret	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
cristal	krystal	cristal	krystal	N;MASC;SG	N;INDF;MASC+FEM;SG
combinaison	jumpsuit	combinaison	jumpsuit	N;FEM;SG	N;INDF;NEUT;SG
combinaison	kombinationen	combinaison	kombination	N;FEM;SG	N;DEF;MASC+FEM;SG
combinaison	kombination	combinaison	kombination	N;FEM;SG	N;INDF;MASC+FEM;SG
taxe	afgift	taxe	afgift	N;FEM;SG	N;INDF;MASC+FEM;SG
radar	radar	radar	radar	N;MASC;SG	N;INDF;MASC+FEM;SG
radar	radaren	radar	radar	N;MASC;SG	N;DEF;MASC+FEM;SG
jouée	spillet	jouer	spille	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
jouée	afspillet	jouer	afspil	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
jouée	spillede	jouer	spille	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
nominations	udnævnelser	nomination	udnævnelse	N;FEM;PL	N;INDF;MASC+FEM;PL
nominations	aftaler	nomination	aftale	N;FEM;PL	N;INDF;MASC+FEM;PL
nominations	nomineringer	nomination	nominering	N;FEM;PL	N;INDF;MASC+FEM;PL
terminée	opsagt	terminer	opsige	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	afsluttet	terminer	afslutte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	gennemført	terminer	gennemføre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	afsluttet	terminer	afslutte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	udfyldt	terminer	udfylde	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	afsluttede	terminer	afslutte	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
terminée	fuldført	terminer	fuldføre	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	afsluttet	terminer	afslutte	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
terminée	afsluttede	terminer	afslutte	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
insurrection	opstanden	insurrection	opstand	N;FEM;SG	N;DEF;MASC+FEM;SG
insurrection	opstand	insurrection	opstand	N;FEM;SG	N;INDF;MASC+FEM;SG
insurrection	oprør	insurrection	oprør	N;FEM;SG	N;INDF;NEUT;SG
insurrection	opstand	insurrection	opstand	N;FEM;SG	N;INDF;MASC+FEM;SG
repas	måltid	repas	måltid	N;MASC;SG	N;INDF;NEUT;SG
éthique	etisk	éthique	etisk	ADJ;MASC;SG	ADJ;INDF;SG
éthique	etisk	éthique	etisk	ADJ;MASC;SG	ADJ;INDF;SG
bâti	bygget	bâtir	bygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bâti	byggede	bâtir	bygge	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
bâti	opbygget	bâtir	opbygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bâti	indbygget	bâtir	indbygge	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
halle	halle	halle	halle	N;FEM;SG	N;INDF;MASC+FEM;SG
luxe	deluxe	luxe	deluxe	N;MASC;SG	N;INDF;MASC+FEM;SG
luxe	luksus	luxe	luksus	N;MASC;SG	N;INDF;MASC+FEM;SG
estimée	skønnet	estimer	skønne	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
estimée	anslået	estimer	anslå	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
estimée	estimeret	estimer	estimere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
maîtresse	herskerinde	maîtresse	herskerinde	N;FEM;SG	N;INDF;MASC+FEM;SG
maîtresse	elskerinde	maîtresse	elskerinde	N;FEM;SG	N;INDF;MASC+FEM;SG
maîtresse	fruen	maîtresse	frue	N;FEM;SG	N;DEF;MASC+FEM;SG
maîtresse	frue	maîtresse	frue	N;FEM;SG	N;INDF;MASC+FEM;SG
grenade	granatæble	grenade	granatæble	N;FEM;SG	N;INDF;MASC+FEM;SG
grenade	granat	grenade	granat	N;FEM;SG	N;INDF;MASC+FEM;SG
mail	mail	mail	mail	N;MASC;SG	N;INDF;MASC+FEM;SG
mail	post	mail	post	N;MASC;SG	N;INDF;MASC+FEM;SG
qualifier	kvalificerede	qualifier	kvalificere	V;NFIN	V;PL;PST;V.PTCP
qualifier	kvalificerende	qualifier	kvalificere	V;NFIN	V;PRS;V.PTCP
qualifier	kvalificeret	qualifier	kvalificere	V;NFIN	V;INDF;SG;PST;V.PTCP
qualifier	kvalificerer	qualifier	kvalificere	V;NFIN	V;IND;PRS;FIN;ACT
qualifier	kvalificere	qualifier	kvalificere	V;NFIN	V;NFIN;ACT
mobilier	møbel	mobilier	møbel	N;MASC;SG	N;INDF;NEUT;SG
mobilier	inventar	mobilier	inventar	N;MASC;SG	N;INDF;NEUT;SG
compositeurs	komponister	compositeur	komponist	N;MASC;PL	N;INDF;MASC+FEM;PL
compositeurs	sangskrivere	compositeur	sangskriver	N;MASC;PL	N;INDF;MASC+FEM;PL
artisans	håndværkere	artisan	håndværker	N;MASC;PL	N;INDF;NEUT;PL
artisans	håndværkere	artisan	håndværker	N;MASC;PL	N;INDF;NEUT;PL
strictement	strengt	strictement	strengt	ADV	ADV
tâches	opgaver	tâche	opgave	N;FEM;PL	N;INDF;MASC+FEM;PL
tâches	arbejdsopgaver	tâche	arbejdsopgave	N;FEM;PL	N;INDF;MASC+FEM;PL
impératrice	kejserinden	empereur	kejserinde	N;FEM;SG	N;DEF;MASC+FEM;SG
impératrice	kejserinde	empereur	kejserinde	N;FEM;SG	N;INDF;MASC+FEM;SG
soccer	fodbold	soccer	fodbold	N;MASC;SG	N;INDF;MASC+FEM;SG
ressort	foråret	ressort	forår	N;MASC;SG	N;DEF;NEUT;SG
ressort	forår	ressort	forår	N;MASC;SG	N;INDF;NEUT;SG
ressort	fjeder	ressort	fjed	N;MASC;SG	N;INDF;MASC+FEM;SG
marquer	mærke	marquer	mærke	V;NFIN	V;NFIN;ACT
marquer	markér	marquer	mark	V;NFIN	V;IND;PRS;FIN;ACT
marquer	score	marquer	score	V;NFIN	V;NFIN;ACT
décoré	dekoreret	décorer	dekorere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
décoré	pyntet	décorer	pynte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
humides	fugtige	humide	fugtig	ADJ;MASC;PL	ADJ;PL
humides	fugtige	humide	fugtig	ADJ;MASC;PL	ADJ;PL
humides	våde	humide	våd	ADJ;MASC;PL	ADJ;PL
hof	hof	hof	hof	N;MASC;SG	N;INDF;MASC+FEM;SG
contraintes	begrænsninger	contrainte	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;PL
détective	kriminalassistent	détective	kriminalassistent	N;MASC;SG	N;INDF;MASC+FEM;SG
détective	detektiv	détective	detektiv	N;MASC;SG	N;INDF;MASC+FEM;SG
détective	kriminalbetjent	détective	kriminalbetjent	N;MASC;SG	N;INDF;MASC+FEM;SG
conçue	undfanget	concevoir	undfange	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
conçue	udtænkt	concevoir	udtænke	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
conçue	designet	concevoir	designe	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
conçue	udformet	concevoir	udforme	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
conçue	konstrueret	concevoir	konstruere	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
pole	polak	pole	polak	N;MASC;SG	N;INDF;MASC+FEM;SG
pole	pæl	pole	pæl	N;MASC;SG	N;INDF;MASC+FEM;SG
pole	stang	pole	stang	N;MASC;SG	N;INDF;MASC+FEM;SG
devenus	blev	devenir	blive	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
mondes	verdener	monde	verdene	N;MASC;PL	N;INDF;MASC+FEM;PL
barbe	barbe	barbe	barbe	N;FEM;SG	N;INDF;MASC+FEM;SG
barbe	skæg	barbe	skæg	N;FEM;SG	N;INDF;NEUT;SG
allié	allieret	allié	alliere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
allié	allieret	allié	alliere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
prouver	bevise	prouver	bevise	V;NFIN	V;NFIN;ACT
proposant	frier	proposer	fri	V;PRS;V.PTCP	V;IND;PRS;FIN;ACT
dette	gælden	dette	gælde	N;FEM;SG	N;DEF;MASC+FEM;SG
dette	gæld	dette	gæld	N;FEM;SG	N;INDF;MASC+FEM;SG
moyennes	gennemsnitlige	moyen	gennemsnitlig	ADJ;FEM;PL	ADJ;PL
bibliothèques	bibliotekerne	bibliothèque	bibliotek	N;FEM;PL	N;DEF;NEUT;PL
bibliothèques	biblioteker	bibliothèque	bibliotek	N;FEM;PL	N;INDF;NEUT;PL
dessert	dessert	dessert	desser	N;MASC;SG	N;INDF;MASC+FEM;SG
dessert	desserten	dessert	dessert	N;MASC;SG	N;DEF;MASC+FEM;SG
nationaliste	nationalistisk	nationaliste	nationalistisk	ADJ;MASC;SG	ADJ;INDF;SG
nationaliste	nationalistisk	nationaliste	nationalistisk	ADJ;MASC;SG	ADJ;INDF;SG
peuplée	beboet	peupler	bebo	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
peuplée	befolket	peupler	befolk	V;FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
expert	eksperten	expert	ekspert	N;MASC;SG	N;DEF;MASC+FEM;SG
expert	ekspert	expert	ekspert	N;MASC;SG	N;INDF;MASC+FEM;SG
lourde	tungt	lourd	tungt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
lourde	tung	lourd	tung	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
lourde	kraftig	lourd	kraftig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
renard	renard	renard	renard	N;MASC;SG	N;INDF;MASC+FEM;SG
renard	ræv	renard	ræv	N;MASC;SG	N;INDF;MASC+FEM;SG
renard	ræven	renard	ræv	N;MASC;SG	N;DEF;MASC+FEM;SG
esclavage	slavehandel	esclavage	slavehandel	N;MASC;SG	N;INDF;MASC+FEM;SG
esclavage	slaveriet	esclavage	slaveri	N;MASC;SG	N;DEF;NEUT;SG
esclavage	slaveri	esclavage	slaveri	N;MASC;SG	N;INDF;NEUT;SG
esclavage	trældom	esclavage	trældom	N;MASC;SG	N;INDF;MASC+FEM;SG
video	videoen	video	videoen	N;FEM;SG	N;DEF;MASC+FEM;SG
video	video	video	video	N;FEM;SG	N;INDF;MASC+FEM;SG
magnétique	magnetisk	magnétique	magnetisk	ADJ;MASC;SG	ADJ;INDF;SG
collègues	kolleger	collègue	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
collègues	kollegaer	collègue	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
collègues	kollegaer	collègue	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
collègues	kolleger	collègue	kollega	N;MASC;PL	N;INDF;MASC+FEM;PL
attire	tiltrækker	attirer	tiltrække	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
attire	tiltrækker	attirer	tiltrække	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
attire	tiltrække	attirer	tiltrække	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
graines	frø	graine	frø	N;FEM;PL	N;INDF;NEUT;PL
graines	frø	graine	frø	N;FEM;PL	N;INDF;NEUT;PL
rébellion	oprør	rébellion	oprør	N;FEM;SG	N;INDF;NEUT;SG
rébellion	oprøret	rébellion	oprør	N;FEM;SG	N;DEF;NEUT;SG
isolées	isolerede	isoler	isolere	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
isolées	isolerede	isoler	isolere	V;FEM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
fixé	fastsat	fixer	fastsætte	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
fixé	fikseret	fixer	fiksere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tueur	morderen	tueur	morder	N;MASC;SG	N;DEF;MASC+FEM;SG
tueur	morder	tueur	morder	N;MASC;SG	N;INDF;MASC+FEM;SG
envoyés	sendte	envoyer	sende	V;MASC;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
galeries	gallerier	galerie	galleri	N;FEM;PL	N;INDF;NEUT;PL
évident	oplagt	évident	oplagt	ADJ;MASC;SG	ADJ;INDF;SG
évident	indlysende	évident	indlysende	ADJ;MASC;SG	ADJ
coûts	omkostninger	coût	omkostning	N;MASC;PL	N;INDF;MASC+FEM;PL
coûts	udgifter	coût	udgift	N;MASC;PL	N;INDF;MASC+FEM;PL
coûts	sagsomkostninger	coût	sagsomkostning	N;MASC;PL	N;INDF;MASC+FEM;PL
coûts	omkostningerne	coût	omkostning	N;MASC;PL	N;DEF;MASC+FEM;PL
coûts	omkostninger	coût	omkostning	N;MASC;PL	N;INDF;MASC+FEM;PL
divine	guddommelig	divin	guddommelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
observe	iagttage	observer	iagttage	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
observe	observere	observer	observere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
bouddhisme	buddhisme	bouddhisme	buddhisme	N;MASC;SG	N;INDF;MASC+FEM;SG
fraction	brøkdel	fraction	brøkdel	N;FEM;SG	N;INDF;MASC+FEM;SG
fraction	fraktion	fraction	fraktion	N;FEM;SG	N;INDF;MASC+FEM;SG
présentés	præsenterede	présenter	præsentere	V;MASC;PL;PST;V.PTCP	V;PL;PST;V.PTCP
présentés	præsenteres	présenter	præsentere	V;MASC;PL;PST;V.PTCP	V;NFIN;PASS
aidé	hjulpet	aider	hjælpe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aidé	hjalp	aider	hjælpe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
aidé	hjulpet	aider	hjælpe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aidé	bistået	aider	bistå	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
aidé	assisteret	aider	assistere	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
concepts	koncepter	concept	koncept	N;MASC;PL	N;INDF;MASC+FEM;PL
concepts	begreberne	concept	begreb	N;MASC;PL	N;DEF;NEUT;PL
concepts	begreber	concept	begreb	N;MASC;PL	N;INDF;NEUT;PL
harmonie	harmoni	harmonie	harmoni	N;FEM;SG	N;INDF;MASC+FEM;SG
révélé	afslørede	révéler	afsløre	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
révélé	afsløret	révéler	afsløre	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
renseignements	oplysninger	renseignement	oplysning	N;MASC;PL	N;INDF;MASC+FEM;PL
blocs	blokeringer	bloc	blokering	N;MASC;PL	N;INDF;MASC+FEM;PL
blocs	klodser	bloc	klods	N;MASC;PL	N;INDF;MASC+FEM;PL
acheté	indkøbt	acheter	indkøbe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
acheté	købt	acheter	købe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
acheté	købte	acheter	købe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
acheté	købt	acheter	købe	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
acheté	købte	acheter	købe	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
coupé	skære	couper	skære	V;MASC;SG;PST;V.PTCP	V;NFIN;ACT
coupé	skåret	couper	skære	V;MASC;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
législation	lovgivningen	législation	lovgivning	N;FEM;SG	N;DEF;MASC+FEM;SG
législation	lovgivning	législation	lovgivning	N;FEM;SG	N;INDF;MASC+FEM;SG
immeubles	bygningers	immeuble	bygning	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
immeubles	bygninger	immeuble	bygning	N;MASC;PL	N;INDF;MASC+FEM;PL
immeubles	bygningerne	immeuble	bygning	N;MASC;PL	N;DEF;MASC+FEM;PL
immeubles	ejendomme	immeuble	ejendom	N;MASC;PL	N;INDF;MASC+FEM;PL
localement	lokalt	localement	lokalt	ADV	ADV
cerf	cerf	cerf	cerf	N;MASC;SG	N;INDF;MASC+FEM;SG
cerf	kronhjort	cerf	kronhjort	N;MASC;SG	N;INDF;MASC+FEM;SG
cerf	rådyr	cerf	rådyr	N;MASC;SG	N;INDF;NEUT;SG
courtes	korte	court	kort	ADJ;FEM;PL	ADJ;PL
