pilih	διάλεξε	pilih	διαλώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
fantasi	φαντασιώσεις	fantasi	φαντασίωση	N	N;NOM;FEM;PL
mengutip	αναφέροντας	menutip	αναφέρω	V;SG;ACT	V;IPFV;V.CVB;ACT
manuskrip	χειρόγραφα	manuskrip	χειρόγραφο	N	N;NOM;NEUT;PL
manuskrip	χειρόγραφο	manuskrip	χειρόγραφο	N	N;NOM;NEUT;SG
manuskrip	χειρόγραφα	manuskrip	χειρόγραφο	N	N;NOM;NEUT;PL
negosiasi	διαπραγματεύσεις	negosiasi	διαπραγμάτευση	N	N;NOM;FEM;PL
negosiasi	διαπραγμάτευση	negosiasi	διαπραγμάτευση	N	N;NOM;FEM;SG
negosiasi	διαπραγματεύσεις	negosiasi	διαπραγμάτευση	N	N;NOM;FEM;PL
negosiasi	διαπραγμάτευση	negosiasi	διαπραγμάτευση	N	N;NOM;FEM;SG
negosiasi	διαπραγματεύσεων	negosiasi	διαπραγμάτευση	N	N;GEN;FEM;PL
negosiasi	διαπραγματεύσεις	negosiasi	διαπραγμάτευση	N	N;NOM;FEM;PL
dialihkan	ανακατεύθυνση	dialihkan	ανακατεύθυνση	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dialihkan	ανακατεύθυνση	dialihkan	ανακατεύθυνση	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
feb	φεβ	feb	φεβ		
traktat	συνθήκη	traktat	συνθήκη	N	N;NOM;FEM;SG
ragu	αμφίβολο	ragu	αμφίβολο	ADJ;SG	ADJ;NOM;NEUT;SG
syukur	ευγνωμοσύνη	syukur	ευγνωμοσύνη	N;SG	N;ACC;FEM;SG
menghargai	εκτιμώ	menhargai	εκτιμώ	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
orkestra	ορχήστρα	orkestra	ορχήστρα	N;SG	N;NOM;FEM;SG
kapel	παρεκκλήσι	kapel	παρεκκλήσι	N	N;NOM;NEUT;SG
kapel	εκκλησάκι	kapel	εκκλησάκι	N	N;NOM;NEUT;SG
hias	διακοσμητικό	hias	διακοσμητικός	N;SG;ACT	N;NOM;NEUT;SG
penyuntingan	διορθώσεις	penyuntingan	διορθώση	N	N;NOM;FEM;PL
kotor	βρώμικο	kotor	βρώμικος	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	βρώμικη	kotor	βρώμικος	ADJ;SG	ADJ;NOM;FEM;SG
kotor	βρώμικος	kotor	βρώμικος	ADJ;SG	ADJ;NOM;MASC;SG
kotor	βρώμικο	kotor	βρώμικος	ADJ;SG	ADJ;NOM;NEUT;SG
kotor	βρώμικη	kotor	βρώμικος	ADJ;SG	ADJ;NOM;FEM;SG
ramayana	ραμαγιάνα	ramayana	ραμαγιάνα	N;SG	N
komet	κομήτης	komet	κόμητος	N	N;NOM;MASC;SG
komet	κομήτη	komet	κόμητος	N	N;NOM;MASC;SG
komet	κομήτες	komet	κομήτης	N	N;NOM;MASC;PL
impian	ονειρο	impian	ονειρο	N;SG	N;NOM;NEUT;SG
impian	όνειρο	impian	όνειρο	N;SG	N;NOM;NEUT;SG
semester	εξάμηνο	semester	εξάμηνος	N	N;NOM;NEUT;SG
terorisme	τρομοκρατία	terorisme	τρομοκρατία	N;SG	N;NOM;FEM;SG
liputan	κάλυψη	liputan	κάλυψη	N;SG	N;ACC;FEM;SG
filter	φίλτρο	filter	φίλτρο	N;SG	N;NOM;NEUT;SG
apel	μήλο	apel	μήλος	N;SG	N;NOM;NEUT;SG
narkoba	φάρμακο	narkoba	φάρμακο	N;SG	N;NOM;NEUT;SG
narkoba	ναρκωτικό	narkoba	ναρκωτικός	N;SG	N;NOM;NEUT;SG
narkoba	ναρκωτικό	narkoba	ναρκωτικός	N;SG	N;NOM;NEUT;SG
pencegahan	προφύλαξη	pencegahan	προφύλαξη	N;SG	N;NOM;FEM;SG
pencegahan	πρόληψη	pencegahan	πρόληψη	N;SG	N;ACC;FEM;SG
tumor	όγκος	tumor	όγκος	N;SG	N;NOM;MASC;SG
tumor	όγκος	tumor	όγκος	N;SG	N;NOM;MASC;SG
mie	νουντλς	mie	νουντλό	N	N;NOM;NEUT;SG
obyek	αντικείμενο	obyek	αντικείμενο	N;SG	N;NOM;NEUT;SG
opini	αποψη	opini	αποψη	N;SG	N;NOM;FEM;SG
opini	γνωμη	opini	γνωμη	N;SG	N;VOC;FEM;SG
opini	γνώμη	opini	γνώμη	N;SG	N;ACC;FEM;SG
pegulat	παλαιστής	pegulat	παλαιστής	N;SG	N;NOM;MASC;SG
pegulat	παλαιστή	pegulat	παλιστής	N;SG	N;ACC;MASC;SG
pengucapan	προφορά	penucapan	προφορά	N;SG	N;NOM;FEM;SG
ranting	κλαδί	ranting	κλαδί	N;SG	N;NOM;NEUT;SG
ranting	κλαδί	ranting	κλαδί	N;SG	N;NOM;NEUT;SG
ranting	υποκατάστημα	ranting	υποκατάστημα	N;SG	N;NOM;NEUT;SG
istirahat	διάλειμμα	istirahat	διάλειμμα	N;SG	N;NOM;NEUT;SG
istirahat	διακοπή	istirahat	διακοπή	N;SG	N;ACC;FEM;SG
istirahat	σπάσιμο	istirahat	σπάσιμο	N;SG	N;NOM;NEUT;SG
istirahat	ξεκούραση	istirahat	ξεκούραση	N;SG	N;NOM;FEM;SG
istirahat	ανάπαυση	istirahat	ανάπαυση	N;SG	N;ACC;FEM;SG
menuduh	κατηγορώντας	mentuduh	κατηγορώ	V;SG;ACT	V;IPFV;V.CVB;ACT
melintas	διασχίζοντας	menlintas	διασχίζω	V;SG;ACT	V;IPFV;V.CVB;ACT
bijaksana	σοφό	bijaksana	σοφός	ADJ;SG	ADJ;NOM;NEUT;SG
bijaksana	σοφή	bijaksana	σοφή	ADJ;SG	ADJ;NOM;FEM;SG
dukun	σαμάνος	dukun	σαμάνος	N;SG	N;NOM;MASC;SG
ekonom	οικονομολόγος	ekonom	οικονομολόγος	N;SG	N;NOM;MASC;SG
diperintah	αποφάνθηκε	diperintah	αποφαίνομαι	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dioksida	διοξείδιο	dioksida	διοξείδιο	N;SG;PASS	N;NOM;NEUT;SG
terpengaruh	επηρεάζεται	terpengaruh	επηρεάζω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
terpengaruh	επηρεάστηκε	terpengaruh	επηρεάζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
terpengaruh	επηρεάζεται	terpengaruh	επηρεάζω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
browser	περιηγητές	browser	περιηγητής	N	N;NOM;MASC;PL
parade	παρέλαση	parade	παρέλαση	N	N;NOM;FEM;SG
gembala	χέρντερ	gembala	χέρντερ	N;SG	N;SG
gembala	σέπερντ	gembala	σέπερντ	N;SG	N
gembala	ποιμένας	gembala	ποιμένας	N;SG	N;NOM;MASC;SG
jejaring	δικτύωσης	jejaring	δικτύωση	N;SG	N;GEN;FEM;SG
jejaring	δικτύωση	jejaring	δικτύωση	N;SG	N;NOM;FEM;SG
siluman	δαίμονα	siluman	δαίμονας	N;SG	N;ACC;MASC;SG
siluman	δαίμονας	siluman	δαίμονας	N;SG	N;NOM;MASC;SG
hormat	σεβασμός	hormat	σεβασμός	N;SG	N;NOM;MASC;SG
hormat	σεβασμό	hormat	σεβασμός	N;SG	N;ACC;MASC;SG
hormat	χαιρετισμός	hormat	χαιρετισμός	N;SG	N;NOM;MASC;SG
hormat	χαιρετισμό	hormat	χαιρετισμός	N;SG	N;ACC;MASC;SG
layer	στρώση	layer	στρώση	N;SG	N;NOM;FEM;SG
layer	στιβάδα	layer	στιβάδα	N;SG	N;NOM;FEM;SG
layer	στρώμα	layer	στρώμα	N;SG	N;NOM;NEUT;SG
fotografer	φωτογράφος	fotografer	φωτογράφος	N;SG	N;NOM;MASC;SG
skandal	σκάνδαλο	skandal	σκάνδαλο	N;SG	N;NOM;NEUT;SG
skandal	σκανδαλώδες	skandal	σκανδαλώδης	N;SG	N;NOM;NEUT;SG
pengabdian	αφοσίωση	penabdian	αφοσίωση	N;SG	N;ACC;FEM;SG
diperpanjang	επεκταθεί	diperpanjang	επεκτείνω	V;SG;PASS	V;PFV;NFIN;PASS
diperpanjang	εκτεταμένη	diperpanjang	εκτεταμένος	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
lebah	μέλισσα	lebah	μέλισσα	N;SG	N;NOM;FEM;SG
penyatuan	ενοποίηση	pensatuan	ενοποίηση	N;SG	N;ACC;FEM;SG
buddhis	βουδιστές	buddhis	βουδιστής	N	N;NOM;MASC;PL
berlalu	περνάει	berlalu	περνώ	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berlalu	πέρασε	berlalu	περνώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pemandian	κολύμβησης	penmandian	κολύμβηση	N;SG	N;GEN;FEM;SG
pemandian	κολύμβηση	penmandian	κολύμβηση	N;SG	N;ACC;FEM;SG
bulanan	μηνιαίο	bulanan	μηνιαίος	N;SG	N;NOM;NEUT;SG
ekosistem	οικοσύστημα	ekosistem	οικοσύστημα	N	N;NOM;NEUT;SG
ekosistem	οικοσυστημάτων	ekosistem	οικοσύστημα	N	N;GEN;NEUT;PL
ekosistem	οικοσυστήματα	ekosistem	οικοσύστημα	N	N;NOM;NEUT;PL
anatomi	ανατομία	anatomi	ανατομία	N;SG	N;NOM;FEM;SG
diamati	παρατηρήθηκε	diamati	παρατηρώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diamati	παρατηρηθεί	diamati	παρατηρώ	V;SG;PASS	V;PFV;NFIN;PASS
lucu	αστείος	lucu	αστείος	ADJ;SG	ADJ;NOM;MASC;SG
dibahas	συζητήθηκε	dibahas	συζητώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pendahulunya	προκατόχου	pendahulunya	πρόκατοχος	N;SG	N;GEN;MASC;SG
kultur	κουλτούρα	kultur	κουλτούρα	N	N;NOM;FEM;SG
kultur	πολιτισμού	kultur	πολιτισμός	N	N;GEN;MASC;SG
kultur	πολιτισμός	kultur	πολιτισμός	N	N;NOM;MASC;SG
kultur	καλλιέργεια	kultur	καλλιέργεια	N	N;NOM;FEM;SG
kultur	πολιτισμοί	kultur	πολιτισμός	N	N;NOM;MASC;PL
kultur	καλλιέργειες	kultur	καλλιέργεια	N	N;NOM;FEM;PL
kultur	πολιτισμούς	kultur	πολιτισμός	N	N;ACC;MASC;PL
reproduksi	αναπαραγωγή	reproduksi	αναπαραγωγή	N;SG	N;NOM;FEM;SG
didistribusikan	διανεμηθεί	didistribusikan	διανεμώ	V;SG;PASS	V;PFV;NFIN;PASS
didistribusikan	διανέμεται	didistribusikan	διανέμω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dirawat	επεξεργασμένο	dirawat	επεξεργάζω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
reruntuhan	χαλάσματα	reruntuhan	χάλασμα	N	N;NOM;NEUT;PL
reruntuhan	συντρίμμια	reruntuhan	συντρίμμια	N	N;NOM;NEUT;PL
reruntuhan	χαλάσματα	reruntuhan	χάλασμα	N	N;NOM;NEUT;PL
reruntuhan	ερείπια	reruntuhan	ερείπιο	N	N;NOM;NEUT;PL
kemakmuran	ευημερία	kemakmuran	ευημερία	N;SG	N;NOM;FEM;SG
nafsu	λαγνεία	nafsu	λαγνεία	N;SG	N;NOM;FEM;SG
nafsu	πόθος	nafsu	πόθος	N;SG	N;NOM;MASC;SG
nafsu	πόθο	nafsu	πόθο	N;SG	N;ACC;MASC;SG
nafsu	όρεξη	nafsu	όρεξη	N;SG	N;ACC;FEM;SG
asuhan	ανατροφή	asuhan	ανατροφή	N;SG	N;ACC;FEM;SG
etanol	αιθανόλη	etanol	αιθάνολος	N	N;NOM;FEM;SG
heading	επικεφαλίδα	heading	επικεφαλίδα	N	N;NOM;FEM;SG
heading	κατεύθυνση	heading	κατεύθυνση	N	N;ACC;FEM;SG
esai	δοκίμιο	esai	δοκίμιο	N;SG;ACT	N;NOM;NEUT;SG
integral	αναπόσπαστο	integral	αναπόσπαστος	N	N;NOM;NEUT;SG
manik	χάντρες	manik	χάντρας	N	N;NOM;FEM;PL
kapas	βαμβάκι	kapas	βαμβάκι	N;SG	N;NOM;NEUT;SG
paten	ευρεσιτεχνίας	paten	ευρεσιτεχνία	N;SG	N;GEN;FEM;SG
paten	πατέντα	paten	πατέντα	N;SG	N;NOM;FEM;SG
suksesi	διαδοχή	suksesi	διαδοχή	N;SG	N;NOM;FEM;SG
dorongan	ενθάρρυνση	dorongan	ενθάρρυνση	N;SG	N;ACC;FEM;SG
dorongan	ώθηση	dorongan	ώθηση	N;SG	N;ACC;FEM;SG
penayangan	παράδοση	pentayangan	παράδοση	N;SG	N;ACC;FEM;SG
penayangan	εμφανίσεις	pentayangan	εμφάνιση	N;SG	N;NOM;FEM;SG
ulangan	δευτερονόμιο	ulangan	δευτερονόμιο	N;SG	N;NOM;NEUT;SG
batin	εσωτερικό	batin	εσωτερικό	N;SG	N;NOM;NEUT;SG
perbudakan	δουλεία	perbudakan	δουλείο	N;SG	N;NOM;FEM;SG
perbudakan	δουλεία	perbudakan	δουλείο	N;SG	N;NOM;FEM;SG
perbudakan	σκλαβιά	perbudakan	σκλαβιά	N;SG	N;ACC;FEM;SG
perbudakan	υποδούλωση	perbudakan	υποδούλωση	N;SG	N;ACC;FEM;SG
mengabaikan	αγνοώντας	menabaikan	αγνοώ	V;SG;ACT	V;IPFV;V.CVB;ACT
konversi	μετατροπής	konversi	μετατροπή	N;SG	N;GEN;FEM;SG
konversi	μετατροπή	konversi	μετατροπή	N;SG	N;ACC;FEM;SG
konversi	μετατροπή	konversi	μετατροπή	N;SG	N;ACC;FEM;SG
botani	βοτανολογία	botani	βοτανολογία	N;SG	N;NOM;FEM;SG
pembicara	ρήτορας	penbicara	ρήτορος	N;SG	N;NOM;MASC;SG
pembicara	ομιλητής	penbicara	ομιλητής	N;SG	N;NOM;MASC;SG
pembicara	ομιλήτρια	penbicara	ομιλήτρια	N;SG	N;NOM;FEM;SG
intervensi	παρέμβασης	intervensi	παρέμβαση	N;SG	N;GEN;FEM;SG
intervensi	παρέμβαση	intervensi	παρέμβαση	N;SG	N;ACC;FEM;SG
kemarau	ξηρασία	kemarau	ξηρασία	N;SG	N;NOM;FEM;SG
didorong	οδηγείται	didorong	οδηγώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
didorong	ενθαρρυνθεί	didorong	ενθαρρύνω	V;SG;PASS	V;PFV;NFIN;PASS
didorong	ενθαρρύνεται	didorong	ενθαρρύνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
kesaksian	μαρτυρία	kesaksian	μαρτυρία	N;SG	N;NOM;FEM;SG
kesaksian	κατάθεση	kesaksian	κατάθεση	N;SG	N;ACC;FEM;SG
kesaksian	μαρτυρία	kesaksian	μαρτυρία	N;SG	N;NOM;FEM;SG
penutupan	κλείσιμο	pentutupan	κλείσιμο	N;SG	N;NOM;NEUT;SG
penutupan	κλείσιμο	pentutupan	κλείσιμο	N;SG	N;NOM;NEUT;SG
keanekaragaman	ποικιλία	keanekaragaman	ποικιλία	N;SG	N;NOM;FEM;SG
keanekaragaman	ποικιλομορφία	keanekaragaman	ποικιλομορφία	N;SG	N;NOM;FEM;SG
keanekaragaman	πολυμορφία	keanekaragaman	πολυμορφία	N;SG	N;NOM;FEM;SG
kanji	κάντζι	kanji	κάντζι	N	N;NOM;NEUT;PL
renovasi	ανακαίνιση	renovasi	ανακαίνιση	N;SG	N;NOM;FEM;SG
renovasi	ανάπλαση	renovasi	ανάπλαση	N;SG	N;ACC;FEM;SG
renovasi	ανακαίνιση	renovasi	ανακαίνιση	N;SG	N;NOM;FEM;SG
investigasi	έρευνα	investigasi	έρευνα	N;SG	N;NOM;FEM;SG
investigasi	διερεύνηση	investigasi	διερεύνηση	N;SG	N;ACC;FEM;SG
deret	σειρά	deret	σειρά	N;SG	N;ACC;FEM;SG
deret	σειρα	deret	σειρα	N;SG	N;NOM;FEM;SG
takahashi	τακαχάσι	takahashi	τακαχάσι	N	N
nopember	νοεμβρίου	nopember	νόεμβριος	N	N;GEN;MASC;SG
nopember	νοέμβριο	nopember	νοέμβριος	N	N;NOM;MASC;SG
nopember	νοέμβριος	nopember	νοέμβριος	N	N;NOM;MASC;SG
percepatan	επιτάχυνση	percepatan	επιτάχυνση	N;SG	N;ACC;FEM;SG
diusir	αποβληθεί	diusir	αποβάλλω	V;SG;PASS	V;PFV;NFIN;PASS
dicari	καταζητείται	dicari	καταζητώ	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
tekstil	κλωστοϋφαντουργία	tekstil	κλωστοϋφαντουργία	N;SG	N;NOM;FEM;SG
pemilih	επιλογέας	penpilih	επιλογέας	N;SG	N;GEN;FEM;SG
bereaksi	αντιδρά	berreaksi	αντιδρός	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bereaksi	αντιδρά	berreaksi	αντιδρός	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
bereaksi	αντέδρασε	berreaksi	αντιδρώ	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
bereaksi	αντιδράσει	berreaksi	αντιδρώ	V;SG;ACT	V;PFV;NFIN;ACT
terbalik	αντιστραφεί	terbalik	αντιστρέφω	V;SG;PASS	V;PFV;NFIN;PASS
terbalik	ανεστραμμένη	terbalik	ανεστρέφω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
diidentifikasi	αναγνωρίστηκε	diidentifikasi	αναγνωρίζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
pemulihan	ανάκαμψη	penpulihan	ανάκαμψη	N;SG	N;ACC;FEM;SG
pemulihan	ανάκτηση	penpulihan	ανάκτηση	N;SG	N;ACC;FEM;SG
pemulihan	ανάρρωση	penpulihan	ανάρρωση	N;SG	N;ACC;FEM;SG
pemulihan	γιατρειά	penpulihan	γιατρειά	N;SG	N;NOM;FEM;SG
pemulihan	επούλωση	penpulihan	επούλωση	N;SG	N;ACC;FEM;SG
katalog	κατάλογοι	katalog	κατάλογος	N	N;NOM;MASC;PL
katalog	καταλόγους	katalog	κατάλογος	N	N;ACC;MASC;PL
katalog	κατάλογο	katalog	κατάλογος	N	N;ACC;MASC;SG
katalog	κατάλογοι	katalog	κατάλογος	N	N;NOM;MASC;PL
katalog	κατάλογο	katalog	κατάλογος	N	N;ACC;MASC;SG
artistik	καλλιτεχνική	artistik	καλλιτεχνικός	ADJ;SG	ADJ;NOM;FEM;SG
artistik	καλλιτεχνικό	artistik	καλλιτεχνικός	ADJ;SG	ADJ;NOM;NEUT;SG
diputuskan	αποφασίστηκε	diputuskan	αποφασίζω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
diputuskan	αποσυνδεθεί	diputuskan	αποσυνδέτω	V;SG;PASS	V;PFV;NFIN;PASS
kejam	αδίστακτος	kejam	αδίστακτος	ADJ;SG	ADJ;NOM;MASC;SG
kejam	σκληρός	kejam	σκληρός	ADJ;SG	ADJ;NOM;MASC;SG
kejam	σκληρό	kejam	σκληρός	ADJ;SG	ADJ;NOM;NEUT;SG
kejam	σκληρή	kejam	σκληρός	ADJ;SG	ADJ;NOM;FEM;SG
menanyakan	ρωτώντας	mentanyakan	ρωτώ	V;SG;ACT	V;IPFV;V.CVB;ACT
menanyakan	ζητώντας	mentanyakan	ζητώ	V;SG;ACT	V;IPFV;V.CVB;ACT
mantra	μάντρα	mantra	μάντρο	N	N;NOM;NEUT;SG
mantra	ξόρκι	mantra	ξόρκι	N	N;NOM;NEUT;SG
kegelapan	σκοτάδι	kegelapan	σκοτάδι	N;SG	N;NOM;NEUT;SG
kegelapan	σκούρο	kegelapan	σκούρος	N;SG	N;NOM;NEUT;SG
kegelapan	σκοτεινό	kegelapan	σκοτεινός	N;SG	N;NOM;NEUT;SG
kegelapan	σκοτάδι	kegelapan	σκοτάδι	N;SG	N;NOM;NEUT;SG
kegelapan	σκότος	kegelapan	σκότος	N;SG	N;NOM;NEUT;SG
reporter	δημοσιογράφος	reporter	δημοσιογράφος	N;SG	N;NOM;MASC;SG
reporter	ρεπόρτερ	reporter	ρεπόρτερ	N;SG	N;NOM;FEM;SG
pengunduran	παραίτηση	penunduran	παραίτηση	N;SG	N;ACC;FEM;SG
parit	χαντάκι	parit	χαντάκι	N;SG	N;NOM;NEUT;SG
parit	χαράκωμα	parit	χαράκωμα	N;SG	N;NOM;NEUT;SG
parit	τάφρο	parit	τάφρος	N;SG	N;ACC;FEM;SG
registrasi	καταχώριση	registrasi	καταχώριση	N	N;ACC;FEM;SG
registrasi	καταχώρηση	registrasi	καταχώρηση	N	N;ACC;FEM;SG
registrasi	καταχώρισης	registrasi	καταχώριση	N	N;GEN;FEM;SG
registrasi	καταγραφή	registrasi	καταγραφή	N	N;ACC;FEM;SG
registrasi	εγγραφή	registrasi	εγγραφή	N	N;NOM;FEM;SG
debat	συζήτηση	debat	συζήτηση	N;SG	N;ACC;FEM;SG
kemiripan	ομοιότητα	kemiripan	ομοιότητα	N;SG	N;ACC;FEM;SG
kemiripan	ομοιότητα	kemiripan	ομοιότητα	N;SG	N;ACC;FEM;SG
kemiripan	συγγένεια	kemiripan	συγγένεια	N;SG	N;NOM;FEM;SG
kemiripan	ομοιότητα	kemiripan	ομοιότητα	N;SG	N;ACC;FEM;SG
pemancar	πομπό	penpancar	πομπός	N;SG	N;ACC;MASC;SG
pemancar	πομπός	penpancar	πομπός	N;SG	N;NOM;MASC;SG
teolog	θεολόγος	teolog	θεολόγος	N;SG	N;NOM;MASC;SG
opsi	επιλογή	opsi	επιλογή	N;SG	N;NOM;FEM;SG
altar	βωμό	altar	βωμός	N;SG	N;ACC;MASC;SG
dimodifikasi	τροποποιημένο	dimodifikasi	τροποποιώ	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dimodifikasi	τροποποιήθηκε	dimodifikasi	τροποποιώ	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
dimodifikasi	τροποποιημένη	dimodifikasi	τροποποιώ	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dimodifikasi	τροποποιημένος	dimodifikasi	τροποποιημένος	V;SG;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
diperkuat	ενισχυθεί	diperkuat	ενισχύω	V;SG;PASS	V;PFV;NFIN;PASS
diperkuat	ενισχυμένο	diperkuat	ενισχύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
diperkuat	ενισχυμένη	diperkuat	ενισχύω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
diperkuat	ενισχυμένο	diperkuat	ενισχύω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
diperkuat	ενισχυθεί	diperkuat	ενισχύω	V;SG;PASS	V;PFV;NFIN;PASS
isteri	γυναίκα	isteri	γυναίκα	N;SG	N;NOM;FEM;SG
isteri	σύζυγος	isteri	σύζυγος	N;SG	N;NOM;MASC;SG
isteri	σύζυγο	isteri	σύζυγος	N;SG	N;ACC;FEM;SG
akustik	ακουστικό	akustik	ακουστικός	N;SG	N;NOM;NEUT;SG
inisiatif	πρωτοβουλία	inisiatif	πρωτοβουλία	N;SG	N;NOM;FEM;SG
terusan	κανάλι	terusan	κανάλι	N;SG	N;NOM;NEUT;SG
umpan	ζωοτροφή	umpan	ζωοτροφή	N;SG	N;NOM;NEUT;SG
umpan	τροφοδοσία	umpan	τροφοδοσία	N;SG	N;ACC;FEM;SG
umpan	ροή	umpan	ροή	N;SG	N;NOM;FEM;SG
umpan	δόλωμα	umpan	δόλωμα	N;SG	N;NOM;NEUT;SG
tengkorak	κρανίο	tengkorak	κρανίο	N;SG	N;NOM;NEUT;SG
tengkorak	κρανίο	tengkorak	κρανίο	N;SG	N;NOM;NEUT;SG
kemasan	συσκευασία	kemasan	συσκευασία	N;SG	N;NOM;FEM;SG
kemasan	πακετάρισμα	kemasan	πακετάρισμα	N;SG	N;NOM;NEUT;SG
hayati	βιοποικιλότητας	hayati	βιοποικιλότητα	N;SG	N;GEN;FEM;SG
hayati	βιοποικιλότητα	hayati	βιοποικιλότητα	N;SG	N;ACC;FEM;SG
selebriti	διασημότητα	selebriti	διασημότητα	N	N;ACC;FEM;SG
selebriti	διάσημος	selebriti	διάσημος	N	N;NOM;MASC;SG
selebriti	διάσημοι	selebriti	διάσημος	N	N;NOM;MASC;PL
selebriti	διασημότητες	selebriti	διασημότητα	N	N;NOM;FEM;PL
selebriti	διάσημοι	selebriti	διάσημος	N	N;NOM;MASC;PL
bidadari	άγγελος	bidadari	άγγελος	N;SG	N;NOM;MASC;SG
bidadari	αγγελος	bidadari	αγγελος	N;SG	N;NOM;MASC;SG
perhiasan	κόσμημα	perhiasan	κόσμημα	N;SG	N;NOM;NEUT;SG
perhiasan	κόσμημα	perhiasan	κόσμημα	N;SG	N;NOM;NEUT;SG
dikurangi	μειωμένη	dikurangi	μειώνω	V;SG;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
dikurangi	μειωμένο	dikurangi	μειώνω	V;SG;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
dikurangi	μειωθεί	dikurangi	μειώνω	V;SG;PASS	V;PFV;NFIN;PASS
topografi	τοπογραφία	topografi	τοπογραφία	N	N;NOM;FEM;SG
perspektif	προοπτική	perspektif	προοπτική	N;SG	N;NOM;FEM;SG
pementasan	στήσιμο	penpentasan	στήσιμο	N;SG	N;NOM;NEUT;SG
progresif	προοδευτική	progresif	προοδευτικός	ADJ;SG	ADJ;NOM;FEM;SG
progresif	προοδευτικό	progresif	προοδευτικός	ADJ;SG	ADJ;NOM;NEUT;SG
perkusi	κρουστά	perkusi	κρουστός	N	N;NOM;NEUT;PL
penanaman	φύτευση	pentanaman	φύτευση	N;SG	N;NOM;FEM;SG
penanaman	φύτευσης	pentanaman	φύτευση	N;SG	N;GEN;FEM;SG
penanaman	καλλιέργεια	pentanaman	καλλιέργεια	N;SG	N;NOM;FEM;SG
dibayar	πληρώνεται	dibayar	πληρώνω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
dinamika	δυναμικές	dinamika	δυναμικός	N	N;NOM;FEM;PL
terungkap	αποκαλύφθηκε	terungkap	αποκαλύπτω	V;SG;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
terungkap	αποκαλύπτεται	terungkap	αποκαλύπτω	V;SG;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ronde	στρογγυλό	ronde	στρογγυλός	N	N;NOM;NEUT;SG
ronde	γύρο	ronde	γύρος	N	N;ACC;MASC;SG
ronde	στρογγυλά	ronde	στρογγυλά	N	N;NOM;NEUT;PL
ronde	γύρος	ronde	γύρος	N	N;NOM;MASC;SG
borussia	μπορούσια	borussia	μπορών	N	N;NOM;FEM;SG
mengindikasikan	υποδηλώνει	menindikasikan	υποδηλώνω	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
berkomentar	σχολίασε	berkomentar	σχολιάζω	V;SG;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
menyertakan	συμπεριλαμβάνεται	menyertakan	συμπεριλαμβάνω	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
menyertakan	περιλαμβάνονται	menyertakan	περιλαμβάνω	V	V;IPFV;IND;PL;3;PRS;FIN;PASS
