על	sobre	על	sobre	ADP	ADP
דרכים	formas	דרך	forma	N;FEM;PL	N;FEM;PL
דרכים	maneras	דרך	manera	N;FEM;PL	N;FEM;PL
דרכים	caminos	דרך	camino	N;FEM;PL	N;MASC;PL
דרכים	modos	דרך	modos	N;FEM;PL	N;MASC;PL
פרסום	publicación	פרסום	publicación	N;MASC;SG	N;FEM;SG
פרסום	post	פרסום	post	N;MASC;SG	N;MASC;SG
פרסום	poste	פרסום	poste	N;MASC;SG	N;MASC;SG
פרסום	publicación	פרסום	publicación	N;MASC;SG	N;FEM;SG
פרסום	publicidad	פרסום	publicidad	N;MASC;SG	N;FEM;SG
פרסום	publicación	פרסום	publicación	N;MASC;SG	N;FEM;SG
פרסום	editorial	פרסום	editorial	N;MASC;SG	N;FEM;SG
פעל	actuó	פעל	actuar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
אהבה	amor	אהבה	amor	N;FEM;SG	N;MASC;SG
אהבה	love	אהבה	love	N;FEM;SG	N
עסקים	empresas	עסק	empresa	N;MASC;PL	N;FEM;PL
עסקים	comercios	עסק	comercio	N;MASC;PL	N;MASC;PL
עסקים	negocios	עסק	negocio	N;MASC;PL	N;MASC;PL
עסקים	negocios	עסק	negocio	N;MASC;PL	N;MASC;PL
מדליית	medalla	מדליה	medalla	N;PSSD;FEM;SG	N;FEM;SG
לשיר	sing	השיר	sing		
שבוע	week	שבוע	week	N;MASC;SG	N;FEM;SG
שבוע	semana	שבוע	semana	N;MASC;SG	N;FEM;SG
פועלים	trabajadores	פועל	trabajador	N;MASC;PL	N;MASC;PL
פועלים	trabajadoras	פועל	trabajadora	N;MASC;PL	N;FEM;PL
פועלים	obreros	פועל	obrero	N;MASC;PL	N;MASC;PL
כעת	ahora	כעת	ahora	ADV	ADV
שותף	compañero	שותף	compañero	N;MASC;SG	N;MASC;SG
שותף	pareja	שותף	pareja	N;MASC;SG	N;FEM;SG
שותף	socio	שותף	socio	N;MASC;SG	N;MASC;SG
שותף	partner	שותף	partner	N;MASC;SG	N;MASC;SG
שותף	socia	שותף	socia	N;MASC;SG	N;FEM;SG
רעיון	idea	רעיון	idea	N;MASC;SG	N;FEM;SG
אנרגיה	energia	אנרגיה	energia	N;FEM;SG	N;FEM;SG
אנרגיה	energía	אנרגיה	energía	N;FEM;SG	N;FEM;SG
קיימות	existentes	קיים	existente	ADJ;FEM;PL	ADJ;PL
פיקוד	mando	פיקוד	mando	N;MASC;SG	N;MASC;SG
פיקוד	comando	פיקוד	comando	N;MASC;SG	N;MASC;SG
פיקוד	comandancia	פיקוד	comandancia	N;MASC;SG	N;FEM;SG
מדבר	desierto	מדבר	desierto	N;MASC;SG	N;MASC;SG
מחקרים	estudios	מחקר	estudio	N;MASC;PL	N;MASC;PL
אישית	personalmente	אישית	personalmente	ADV	ADV
נקודת	punta	נקודה	punta	N;FEM;SG	N;FEM;SG
נקודת	point	נקודה	point	N;FEM;SG	N
נקודת	punto	נקודה	punto	N;FEM;SG	N;MASC;SG
יחס	relación	יחס	relación	N;MASC;SG	N;FEM;SG
יחס	actitud	יחס	actitud	N;MASC;SG	N;FEM;SG
יחס	coeficiente	יחס	coeficiente	N;MASC;SG	N;MASC;SG
יחס	ratio	יחס	ratio	N;MASC;SG	N;MASC;SG
יחס	proporción	יחס	proporción	N;MASC;SG	N;FEM;SG
יחס	cociente	יחס	cociente	N;MASC;SG	N;MASC;SG
ניהול	gestión	ניהול	gestión	N;MASC;SG	N;FEM;SG
ניהול	gerencia	ניהול	gerencia	N;MASC;SG	N;FEM;SG
ניהול	gestión	ניהול	gestión	N;MASC;SG	N;FEM;SG
ניהול	dirección	ניהול	dirección	N;MASC;SG	N;FEM;SG
ניהול	administración	ניהול	administración	N;MASC;SG	N;FEM;SG
עיצוב	concepción	עיצוב	concepción	N;MASC;SG	N;FEM;SG
עיצוב	diseño	עיצוב	diseño	N;MASC;SG	N;MASC;SG
קיבוץ	kibutz	קיבוץ	kibutz	N;MASC;SG	N;MASC;SG
קיבוץ	agrupamiento	קיבוץ	agrupamiento	N;MASC;SG	N;MASC;SG
קיבוץ	agrupación	קיבוץ	agrupación	N;MASC;SG	N;FEM;SG
משתנה	cambiar	השתנה	cambiar	V;MASC;SG;V.PTCP	V;NFIN
משתנה	cambiando	השתנה	cambiar	V;MASC;SG;V.PTCP	V;V.MSDR
ציור	cuadro	ציור	cuadro	N;MASC;SG	N;MASC;SG
ציור	pintura	ציור	pintura	N;MASC;SG	N;FEM;SG
ציור	dibujo	ציור	dibujo	N;MASC;SG	N;MASC;SG
מוסדות	instituciones	מוסד	institución	N;MASC;PL	N;FEM;PL
מיוחדת	especial	מיוחד	especial	ADJ;FEM;SG	ADJ;SG
סיפורים	historias	סיפור	historia	N;MASC;PL	N;FEM;PL
סיפורים	relatos	סיפור	relato	N;MASC;PL	N;MASC;PL
סיפורים	cuentos	סיפור	cuento	N;MASC;PL	N;MASC;PL
סיפורים	historias	סיפור	historia	N;MASC;PL	N;FEM;PL
סיפורים	relatos	סיפור	relato	N;MASC;PL	N;MASC;PL
סיפורים	cuentos	סיפור	cuento	N;MASC;PL	N;MASC;PL
להגן	proteja	הגן	proteger	V;NFIN;ACT	V;IMP;SG;3;FIN
להגן	proteger	הגן	proteger	V;NFIN;ACT	V;NFIN
להגן	protege	הגן	proteger	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להגן	defender	הגן	defender	V;NFIN;ACT	V;NFIN
להגן	defiendan	הגן	defender	V;NFIN;ACT	V;IMP;PL;3;FIN
להגן	defenderme	הגן	defenderme	V;NFIN;ACT	V;NFIN
גבול	límite	גבול	límite	N;MASC;SG	N;MASC;SG
גבול	frontera	גבול	frontera	N;MASC;SG	N;FEM;SG
גבול	borde	גבול	borde	N;MASC;SG	N;MASC;SG
התנגדות	protesto	התנגדות	protesto	N;FEM;SG	N;MASC;SG
התנגדות	objeción	התנגדות	objeción	N;FEM;SG	N;FEM;SG
התנגדות	resistencia	התנגדות	resistencia	N;FEM;SG	N;FEM;SG
התנגדות	oposición	התנגדות	oposición	N;FEM;SG	N;FEM;SG
מקרים	instancias	מקרה	instancia	N;MASC;PL	N;FEM;PL
מקרים	estuches	מקרה	estuche	N;MASC;PL	N;MASC;PL
מקרים	cases	מקרה	case	N;MASC;PL	N
מקרים	casos	מקרה	caso	N;MASC;PL	N;MASC;PL
חברתית	socialmente	חברתי	socialmente	ADV	ADV
אתרים	sitios	אתר	sitio	N;MASC;PL	N;MASC;PL
אתרים	emplazamientos	אתר	emplazamiento	N;MASC;PL	N;MASC;PL
אתרים	webs	אתר	webs	N;MASC;PL	N;FEM;PL
אתרים	sitios	אתר	sitio	N;MASC;PL	N;MASC;PL
לילה	layla	לילה	laylar	N;MASC;SG	N;FEM;SG
לילה	noche	לילה	noche	N;MASC;SG	N;FEM;SG
לילה	night	לילה	night	N;MASC;SG	N
לחימה	lucha	לחימה	lucha	N;FEM;SG	N;FEM;SG
לחימה	fighting	לחימה	fighting	N;FEM;SG	N
יחסים	relaciones	יחסים	relación	N;MASC;PL	N;FEM;PL
יחסים	relaciones	יחסים	relación	N;MASC;PL	N;FEM;PL
יחסים	relaciones	יחסים	relación	N;MASC;PL	N;FEM;PL
אדמה	tierra	אדמה	tierra	N;FEM;SG	N;FEM;SG
אדמה	suelo	אדמה	suelo	N;FEM;SG	N;MASC;SG
אדמה	land	אדמה	land	N;FEM;SG	N
אדמה	terreno	אדמה	terreno	N;FEM;SG	N;MASC;SG
אדמה	tierra	אדמה	tierra	N;FEM;SG	N;FEM;SG
אדמה	earth	אדמה	earth	N;FEM;SG	N
אדמה	tierra	אדמה	tierra	N;FEM;SG	N;FEM;SG
הלכה	gone	הלכה	gone	N;FEM;SG	N
מורה	maestra	מורה	maestro	N;MASC;SG	N;FEM;SG
מורה	maestro	מורה	maestro	N;MASC;SG	N;MASC;SG
מורה	docente	מורה	docente	N;MASC;SG	N;SG
מורה	profesor	מורה	profesor	N;MASC;SG	N;MASC;SG
מורה	profesora	מורה	profesora	N;MASC;SG	N;FEM;SG
שניים	dos	שניים	dos	NUM;MASC;PL	NUM;PL
דוגמאות	ejemplos	דוגמה	ejemplo	N;FEM;PL	N;MASC;PL
נהרג	mató	נהרג	matar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
למחוק	borrar	מחק	borrar	V;NFIN;ACT	V;NFIN
למחוק	eliminar	מחק	eliminar	V;NFIN;ACT	V;NFIN
למחוק	suprimir	מחק	suprimir	V;NFIN;ACT	V;NFIN
מפתח	clave	מפתח	clave	N;MASC;SG	N;FEM;SG
מפתח	llave	מפתח	llave	N;MASC;SG	N;FEM;SG
מפתח	tecla	מפתח	tecla	N;MASC;SG	N;FEM;SG
מפתח	promotor	מפתח	promotor	N;MASC;SG	N;MASC;SG
מפתח	desarrollador	מפתח	desarrollador	N;MASC;SG	N;MASC;SG
להשתתף	asistir	השתתף	asistir	V;NFIN	V;NFIN
להשתתף	asista	השתתף	asistir	V;NFIN	V;SBJV;SG;3;FIN
להשתתף	asistan	השתתף	asistir	V;NFIN	V;IMP;PL;3;FIN
להשתתף	participe	השתתף	participar	V;NFIN	V;SBJV;SG;3;FIN
להשתתף	participa	השתתף	participar	V;NFIN	V;IND;SG;3;PRS;FIN
להשתתף	participen	השתתף	participar	V;NFIN	V;IMP;PL;3;FIN
להשתתף	participar	השתתף	participar	V;NFIN	V;NFIN
עמדה	posicion	עמדה	posicion	N;FEM;SG	N;FEM;SG
עמדה	posición	עמדה	posición	N;FEM;SG	N;FEM;SG
אמנים	artistas	אמן	artista	N;MASC;PL	N;PL
מילה	word	מילה	word	N;FEM;SG	N
מילה	palabra	מילה	palabra	N;FEM;SG	N;FEM;SG
מפעיל	ejecutando	מפעיל	ejecutar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מפעיל	corriendo	מפעיל	correr	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מפעיל	correr	מפעיל	correr	V;MASC;SG;V.PTCP;ACT	V;NFIN
מפעיל	activando	מפעיל	activar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מפעיל	activar	מפעיל	activar	V;MASC;SG;V.PTCP;ACT	V;NFIN
עבודות	trabajos	עבודה	trabajo	N;FEM;PL	N;MASC;PL
עבודות	empleos	עבודה	empleo	N;FEM;PL	N;MASC;PL
לקחת	tomar	None	tomar	V;NFIN	V;NFIN
לקחת	toma	None	tomar	V;NFIN	V;IND;SG;3;PRS;FIN
לקחת	tome	None	tomar	V;NFIN	V;IMP;SG;3;FIN
הגישה	acceder	הגיש	acceder	V;FEM;SG;3;PST;ACT	V;NFIN
ילד	muchacho	ילד	muchacho	N;MASC;SG	N;MASC;SG
ילד	boy	ילד	boy	N;MASC;SG	N
ילד	niño	ילד	niño	N;MASC;SG	N;MASC;SG
ילד	chico	ילד	chico	N;MASC;SG	N;MASC;SG
ילד	chaval	ילד	chaval	N;MASC;SG	N;MASC;SG
ילד	pibe	ילד	pibe	N;MASC;SG	N;MASC;SG
ילד	niño	ילד	niño	N;MASC;SG	N;MASC;SG
ילד	chico	ילד	chico	N;MASC;SG	N;MASC;SG
ילד	kid	ילד	kid	N;MASC;SG	N
ילד	niño	ילד	niño	N;MASC;SG	N;MASC;SG
ילד	niña	ילד	niña	N;MASC;SG	N;FEM;SG
ענף	ramal	ענף	ramal	N;MASC;SG	N;MASC;SG
ענף	rama	ענף	rama	N;MASC;SG	N;FEM;SG
ענף	sucursal	ענף	sucursal	N;MASC;SG	N;FEM;SG
כדורגלן	futbolista	כדורגלן	futbolista	N;MASC;SG	N;SG
מוסד	institute	מוסד	institute	N;MASC;SG	N;MASC;SG
מוסד	instituto	מוסד	instituto	N;MASC;SG	N;MASC;SG
מוסד	establecimiento	מוסד	establecimiento	N;MASC;SG	N;MASC;SG
מוסד	institución	מוסד	institución	N;MASC;SG	N;FEM;SG
מוסד	mossad	מוסד	mossad	N;MASC;SG	N;MASC
גילה	descubierto	גילה	descubrir	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
גילה	descubrió	גילה	descubrir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
טבעי	natural	טבעי	natural	ADJ;MASC;SG	ADJ;SG
קולות	votos	קול	voto	N;MASC;PL	N;MASC;PL
קולות	votaciones	קול	votación	N;MASC;PL	N;FEM;PL
קולות	voces	קול	voz	N;MASC;PL	N;FEM;PL
קולות	voices	קול	voice	N;MASC;PL	N
לשלב	combinan	שילב	combinar	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לשלב	combinen	שילב	combinar	V;NFIN;ACT	V;IMP;PL;3;FIN
לשלב	combine	שילב	combinir	V;NFIN;ACT	V;IMP;SG;3;FIN
לשלב	combinar	שילב	combinar	V;NFIN;ACT	V;NFIN
המשיכה	continuó	המשיך	continuar	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
פורסם	publicó	פורסם	publicar	V;MASC;SG;3;PST;PASS	V;IND;SG;3;PST;FIN
מנהיג	dirigente	מנהיג	dirigente	N;MASC;SG	N;SG
מנהיג	lider	מנהיג	lider	N;MASC;SG	N;SG
מנהיג	leader	מנהיג	leader	N;MASC;SG	N;SG
מנהיג	líder	מנהיג	líder	N;MASC;SG	N;SG
מטה	down	מטה	down	N;MASC;SG	N
מטה	meta	מטה	meta	N;MASC;SG	N;FEM;SG
מטה	sede	מטה	sede	N;MASC;SG	N;FEM;SG
מטה	cuartel	מטה	cuartel	N;MASC;SG	N;MASC;SG
משך	duración	משך	duración	N;MASC;SG	N;FEM;SG
לפתוח	abrir	פתח	abrir	V;NFIN;ACT	V;NFIN
לפתוח	abre	פתח	abrir	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לפתוח	abra	פתח	abrir	V;NFIN;ACT	V;IMP;SG;3;FIN
שיטות	métodos	שיטה	método	N;FEM;PL	N;MASC;PL
שליטה	control	שליטה	control	N;FEM;SG	N;MASC;SG
שליטה	dominio	שליטה	dominio	N;FEM;SG	N;MASC;SG
שליטה	dominación	שליטה	dominación	N;FEM;SG	N;FEM;SG
שליטה	predominio	שליטה	predominio	N;FEM;SG	N;MASC;SG
שליטה	dominio	שליטה	dominio	N;FEM;SG	N;MASC;SG
שליטה	dominación	שליטה	dominación	N;FEM;SG	N;FEM;SG
מושג	concepto	מושג	concepto	N;MASC;SG	N;MASC;SG
מושג	idea	מושג	idea	N;MASC;SG	N;FEM;SG
נוסדה	fundó	נוסד	fundar	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN
צורת	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורת	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורת	formulario	צורה	formulario	N;FEM;SG	N;MASC;SG
חומרים	materias	חומר	materia	N;MASC;PL	N;FEM;PL
חומרים	materiales	חומר	material	N;MASC;PL	N;MASC;PL
סביר	probable	סביר	probable	ADJ;MASC;SG	ADJ;SG
סביר	probable	סביר	probable	ADJ;MASC;SG	ADJ;SG
סביר	razonable	סביר	razonable	ADJ;MASC;SG	ADJ;SG
קריירה	carrera	קריירה	carrera	N;FEM;SG	N;FEM;SG
ניתוח	cirugía	ניתוח	cirugía	N;MASC;SG	N;FEM;SG
ניתוח	analisis	ניתוח	analisis	N;MASC;SG	N;MASC
ניתוח	análisis	ניתוח	análisis	N;MASC;SG	N;MASC
מידה	medida	מידה	medida	N;FEM;SG	N;FEM;SG
מידה	size	מידה	sizar	N;FEM;SG	N
מידה	talla	מידה	talla	N;FEM;SG	N;FEM;SG
מידה	tamaño	מידה	tamaño	N;FEM;SG	N;MASC;SG
לסייע	asista	סייע	asistir	V;NFIN;ACT	V;SBJV;SG;3;FIN
לסייע	asistir	סייע	asistir	V;NFIN;ACT	V;NFIN
אוניות	barcos	אונייה	barco	N;FEM;PL	N;MASC;PL
אוניות	buques	אונייה	buque	N;FEM;PL	N;MASC;PL
אוניות	naves	אונייה	nave	N;FEM;PL	N;FEM;PL
שחקנית	actriz	שחקן	actriz	N;FEM;SG	N;FEM;SG
פועל	trabajador	פועל	trabajador	N;MASC;SG	N;MASC;SG
פועל	obrero	פועל	obrero	N;MASC;SG	N;MASC;SG
פועל	verbo	פועל	verbo	N;MASC;SG	N;MASC;SG
הצטרפו	unir	הצטרף	unir	V;PL;3;PST	V;NFIN
ציבור	público	ציבור	público	N;MASC;SG	N;MASC;SG
פגיעה	repercusión	פגיעה	repercusión	N;FEM;SG	N;FEM;SG
פגיעה	impacto	פגיעה	impacto	N;FEM;SG	N;MASC;SG
לעיל	arriba	לעיל	arriba	ADV	ADV
אזרחים	ciudadanos	אזרח	ciudadano	N;MASC;PL	N;MASC;PL
אזרחים	ciudadanas	אזרח	ciudadana	N;MASC;PL	N;FEM;PL
לגמרי	absolutamente	לגמרי	absolutamente	ADV	ADV
לגמרי	totalmente	לגמרי	totalmente	ADV	ADV
לגמרי	completamente	לגמרי	completamente	ADV	ADV
לגמרי	totalmente	לגמרי	totalmente	ADV	ADV
רוחב	latitud	רוחב	latitud	N;MASC;SG	N;FEM;SG
רוחב	anchura	רוחב	anchura	N;MASC;SG	N;FEM;SG
רוחב	ancho	רוחב	ancho	N;MASC;SG	N;MASC;SG
קטע	thing	קטע	thing	N;MASC;SG	N
קטע	cosa	קטע	cosa	N;MASC;SG	N;FEM;SG
קטע	segmento	קטע	segmento	N;MASC;SG	N;MASC;SG
טרור	terror	טרור	terror	N;MASC;SG	N;MASC;SG
טרור	terrorismo	טרור	terrorismo	N;MASC;SG	N;MASC;SG
טרור	terrorismo	טרור	terrorismo	N;MASC;SG	N;MASC;SG
טרור	terrorismo	טרור	terrorismo	N;MASC;SG	N;MASC;SG
טרור	terrorista	טרור	terrorista	N;MASC;SG	N;SG
המחלקה	departamento	המחלק	departamento	N;FEM;SG	N;MASC;SG
יישוב	asentamiento	יישוב	asentamiento	N;MASC;SG	N;MASC;SG
יישוב	liquidación	יישוב	liquidación	N;MASC;SG	N;FEM;SG
איחוד	union	None	union	N;MASC;SG	N;SG
איחוד	unión	None	unión	N;MASC;SG	N;FEM;SG
איחוד	sindicato	None	sindicato	N;MASC;SG	N;MASC;SG
איחוד	unificación	None	unificación	N;MASC;SG	N;FEM;SG
איחוד	reunión	None	reunión	N;MASC;SG	N;FEM;SG
איחוד	reunion	None	reunion	N;MASC;SG	N;FEM;SG
איחוד	reencuentro	None	reencuentro	N;MASC;SG	N;MASC;SG
סעיף	seccion	סעיף	seccionar	N;MASC;SG	N;FEM;SG
סעיף	sección	סעיף	sección	N;MASC;SG	N;FEM;SG
סטר	stroh	סטר	stroh		
ליגה	league	ליגה	league	N;FEM;SG	N;FEM;SG
ליגה	liga	ליגה	liga	N;FEM;SG	N;FEM;SG
פתרון	solución	פתרון	solución	N;MASC;SG	N;FEM;SG
פתרון	solucion	פתרון	solucion	N;MASC;SG	N;FEM;SG
פתרון	disolución	פתרון	disolución	N;MASC;SG	N;FEM;SG
חדר	sala	חדר	sala	N;MASC;SG	N;FEM;SG
חדר	habitación	חדר	habitación	N;MASC;SG	N;FEM;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;MASC;SG
שיטה	acacia	שיטה	acaciar	N;FEM;SG	N;FEM;SG
שיטה	método	שיטה	método	N;FEM;SG	N;MASC;SG
נשלח	envió	נשלח	enviar	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN
לקבוע	determinar	קבע	determinar	V;NFIN;ACT	V;NFIN
לקבוע	determina	קבע	determinar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לקבוע	determine	קבע	determinar	V;NFIN;ACT	V;IMP;SG;3;FIN
תרומות	contribuciones	תרומה	contribución	N;FEM;PL	N;FEM;PL
תרומות	aportaciones	תרומה	aportación	N;FEM;PL	N;FEM;PL
תרומות	cotizaciones	תרומה	cotización	N;FEM;PL	N;FEM;PL
תרומות	aportes	תרומה	aporte	N;FEM;PL	N;MASC;PL
תרומות	donaciones	תרומה	donación	N;FEM;PL	N;FEM;PL
תרומות	donativos	תרומה	donativo	N;FEM;PL	N;MASC;PL
ציבורית	públicamente	ציבורי	públicamente	ADV	ADV
קיום	existencia	קיום	existencia	N;MASC;SG	N;FEM;SG
מיוחדים	especiales	מיוחד	especial	ADJ;MASC;PL	ADJ;PL
מיוחדים	especiales	מיוחד	especial	ADJ;MASC;PL	ADJ;PL
פרסים	recompensas	פרס	recompensa	N;MASC;PL	N;FEM;PL
פרסים	premios	פרס	premio	N;MASC;PL	N;MASC;PL
פרסים	premios	פרס	premio	N;MASC;PL	N;MASC;PL
פרסים	galardones	פרס	galardón	N;MASC;PL	N;MASC;PL
פרסים	premios	פרס	premio	N;MASC;PL	N;MASC;PL
פרסים	persas	פרס	persa	N;MASC;PL	N;PL
מועמד	candidata	מועמד	candidata	N;MASC;SG	N;FEM;SG
מועמד	candidato	מועמד	candidato	N;MASC;SG	N;MASC;SG
נפש	psique	נפש	psique	N;FEM;SG	N;FEM;SG
נפש	alma	נפש	alma	N;FEM;SG	N;FEM;SG
נפש	soul	נפש	soul	N;FEM;SG	N;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;MASC;SG
ייצור	manufactura	ייצור	manufactura	N;MASC;SG	N;FEM;SG
ייצור	fabricación	ייצור	fabricación	N;MASC;SG	N;FEM;SG
ייצור	produccion	ייצור	produccion	N;MASC;SG	N;FEM;SG
ייצור	producción	ייצור	producción	N;MASC;SG	N;FEM;SG
ייצור	manufactura	ייצור	manufactura	N;MASC;SG	N;FEM;SG
ייצור	fabricación	ייצור	fabricación	N;MASC;SG	N;FEM;SG
לפנות	evacuar	None	evacuar	V;NFIN	V;NFIN
המורשת	legado	המורשה	legado	N;FEM;SG	N;MASC;SG
המורשת	legacy	המורשה	legacy	N;FEM;SG	N
המורשת	herencia	המורשה	herencia	N;FEM;SG	N;FEM;SG
קורות	vigas	קורה	viga	N;FEM;PL	N;FEM;PL
ארוכה	largo	ארוך	largo	ADJ;FEM;SG	ADJ;MASC;SG
ארוכה	larga	ארוך	largo	ADJ;FEM;SG	ADJ;FEM;SG
תחרויות	concursos	תחרות	concurso	N;FEM;PL	N;MASC;PL
תחרויות	competencias	תחרות	competencia	N;FEM;PL	N;FEM;PL
תחרויות	oposiciones	תחרות	oposición	N;FEM;PL	N;FEM;PL
תחרויות	competiciones	תחרות	competición	N;FEM;PL	N;FEM;PL
תחרויות	concursos	תחרות	concurso	N;FEM;PL	N;MASC;PL
הנאצים	nazis	הנאץ	nazi	N;MASC;PL	N;PL
מרחב	space	מרחב	spacer	N;MASC;SG	N
מרחב	espacio	מרחב	espacio	N;MASC;SG	N;MASC;SG
תעופה	aviation	תעופה	aviation	N;FEM;SG	N;MASC;SG
תעופה	aviación	תעופה	aviación	N;FEM;SG	N;FEM;SG
שלח	presentar	שלח	presentar	V;MASC;SG;3;PST	V;NFIN
שלח	someter	שלח	someter	V;MASC;SG;3;PST	V;NFIN
שלח	enviar	שלח	enviar	V;MASC;SG;3;PST	V;NFIN
שלח	enviar	שלח	enviar	V;MASC;SG;3;PST	V;NFIN
שלח	envíe	שלח	enviar	V;MASC;SG;3;PST	V;IMP;SG;3;FIN
שלח	mandar	שלח	mandar	V;MASC;SG;3;PST	V;NFIN
איכות	quality	איכות	quality	N;FEM;SG	N
איכות	calidad	איכות	calidad	N;FEM;SG	N;FEM;SG
איכות	cualidad	איכות	cualidad	N;FEM;SG	N;FEM;SG
סוגים	tipos	סוג	tipo	N;MASC;PL	N;MASC;PL
ההצעה	ofrecimiento	ההצעה	ofrecimiento	N;FEM;SG	N;MASC;SG
ההצעה	oferta	ההצעה	oferta	N;FEM;SG	N;FEM;SG
עבריים	hebreos	עבריים	hebreo	N;MASC;PL	N;MASC;PL
הסבר	explicación	הסבר	explicación	N;MASC;SG	N;FEM;SG
מחנה	camp	מחנה	camp	N;MASC;SG	N;MASC;SG
מחנה	campamento	מחנה	campamento	N;MASC;SG	N;MASC;SG
מחנה	campo	מחנה	campo	N;MASC;SG	N;MASC;SG
נותר	permaneciendo	נותר	permanecer	V;MASC;SG;V.PTCP;MID	V;V.MSDR
הצלחה	exito	הצלחה	exito	N;FEM;SG	N;MASC;SG
הצלחה	éxito	הצלחה	éxito	N;FEM;SG	N;MASC;SG
חיות	bestias	חיה	bestia	N;FEM;PL	N;FEM;PL
חיות	animales	חיה	animal	N;FEM;PL	N;MASC;PL
בריטי	británico	בריטי	británico	N;MASC;SG	N;MASC;SG
בתים	casas	בית	casa	N;MASC;PL	N;FEM;PL
בתים	viviendas	בית	vivienda	N;MASC;PL	N;FEM;PL
בתים	hogares	בית	hogar	N;MASC;PL	N;MASC;PL
בתים	casas	בית	casa	N;MASC;PL	N;FEM;PL
מעלות	grados	מעלה	grado	N;FEM;PL	N;MASC;PL
מעלות	títulos	מעלה	título	N;FEM;PL	N;MASC;PL
מעלות	titulaciones	מעלה	titulación	N;FEM;PL	N;FEM;PL
עריכות	ediciones	עריכה	edición	N;FEM;PL	N;FEM;PL
דעות	dictámenes	דעה	dictamen	N;FEM;PL	N;MASC;PL
דעות	opiniones	דעה	opinión	N;FEM;PL	N;FEM;PL
הביאה	trajo	הביא	traer	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הביאה	traido	הביא	trair	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חוקרים	exploradores	חוקר	explorador	N;MASC;PL	N;MASC;PL
חוקרים	investigadores	חוקר	investigador	N;MASC;PL	N;MASC;PL
חוקרים	investigadores	חוקר	investigador	N;MASC;PL	N;MASC;PL
רגיל	normal	רגיל	normal	ADJ;MASC;SG	ADJ;SG
רגיל	ordinario	רגיל	ordinario	ADJ;MASC;SG	ADJ;MASC;SG
רגיל	ordinaria	רגיל	ordinario	ADJ;MASC;SG	ADJ;FEM;SG
מודל	maqueta	מודל	maqueta	N;MASC;SG	N;FEM;SG
מודל	modelo	מודל	modelo	N;MASC;SG	N;MASC;SG
מזכיר	secretaria	מזכיר	secretaria	N;MASC;SG	N;FEM;SG
מזכיר	secretaría	מזכיר	secretaría	N;MASC;SG	N;FEM;SG
מזכיר	secretario	מזכיר	secretario	N;MASC;SG	N;MASC;SG
איסור	ban	איסור	ban	N;MASC;SG	N
איסור	prohibición	איסור	prohibición	N;MASC;SG	N;FEM;SG
מספרים	numeros	מספר	numero	N;MASC;PL	N;MASC;PL
מספרים	números	מספר	número	N;MASC;PL	N;MASC;PL
להלן	debajo	להלן	debajo	ADV	ADV
להלן	abajo	להלן	abajo	ADV	ADV
ארגונים	organizaciones	ארגון	organización	N;MASC;PL	N;FEM;PL
ארגונים	organizaciones	ארגון	organización	N;MASC;PL	N;FEM;PL
שושלת	dinastía	שושלת	dinastía	N;FEM;SG	N;FEM;SG
נזק	daño	נזק	daño	N;MASC;SG	N;MASC;SG
נזק	daño	נזק	daño	N;MASC;SG	N;MASC;SG
כדורגלנים	futbolistas	כדורגלן	futbolista	N;MASC;PL	N;PL
כלכלית	financieramente	כלכלי	financieramente	ADV	ADV
כלכלית	económicamente	כלכלי	económicamente	ADV	ADV
כלכלית	económicamente	כלכלי	económicamente	ADV	ADV
מגורים	alojamientos	מגורים	alojamiento	N;MASC;PL	N;MASC;PL
סיבוב	rotación	סיבוב	rotación	N;MASC;SG	N;FEM;SG
סיבוב	redonda	סיבוב	redonda	N;MASC;SG	N;FEM;SG
סיבוב	ronda	סיבוב	ronda	N;MASC;SG	N;FEM;SG
סיבוב	round	סיבוב	round	N;MASC;SG	N;MASC;SG
כלים	instrumentos	כלי	instrumento	N;MASC;PL	N;MASC;PL
כלים	instrumentos	כלי	instrumento	N;MASC;PL	N;MASC;PL
