tagasiside	odozva	tagasi_side	odozva	N;NOM;SG	N;NOM;FEM;SG
järg	pokračovanie	järg	pokračovanie	N;NOM;SG	N;NOM;NEUT;SG
seen	huba	seen	huba	N;NOM;SG	N;NOM;FEM;SG
terav	ostrý	terav	ostrý	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
terav	ostré	terav	ostrý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
terav	ostrá	terav	ostrať	ADJ;NOM;SG	ADJ;NOM;FEM;SG
foorum	fórum	foorum	fórum	N;NOM;SG	N;NOM;NEUT;SG
foorum	fóra	foorum	fór	N;NOM;SG	N;INAN;NOM;MASC;SG
foorum	forum	foorum	forum	N;NOM;SG	N;NOM;FEM;SG
luuletus	báseň	luuletus	báseň	N;NOM;SG	N;NOM;FEM;SG
õpetab	učí	õpetama	učo	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
orto	orto	orto	orto	N;NOM;SG	N;NOM;MASC;SG
sõnumid	posolstvá	sõnum	posolstvo	N;NOM;PL	N;NOM;NEUT;PL
sõnumid	správy	sõnum	správa	N;NOM;PL	N;NOM;FEM;PL
timothy	timothy	timothy	timotha	N;NOM;SG	N;ANIM;NOM;MASC;SG
cat	kocúr	cat	kocúr	N;NOM;SG	N;ANIM;NOM;MASC;SG
cat	mačka	cat	mačka	N;NOM;SG	N;NOM;FEM;SG
kajastab	odzrkadľuje	kajastama	odzrkadľovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
kajastab	odráža	kajastama	odráža	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
gnu	gnu	gnu	gnu	N;NOM;SG	N;INAN;NOM;MASC;SG
faktid	fakty	fakt	fakt	N;NOM;PL	N;INAN;NOM;MASC;PL
diameeter	priemer	diameeter	priemer	N;NOM;SG	N;INAN;NOM;MASC;SG
kursused	kurzy	kursus	kurza	N;NOM;PL	N;INAN;NOM;MASC;PL
horisontaalselt	horizontálne	horisontaalselt	horizontálne	ADV	ADV
suurenemine	nárast	suurenemine	nárast	N;NOM;SG	N;INAN;NOM;MASC;SG
suurenemine	zvýšenie	suurenemine	zvýšenie	N;NOM;SG	N;NOM;NEUT;SG
institutsioonid	inštitúcie	institutsioon	inštitúcia	N;NOM;PL	N;NOM;FEM;PL
romantiline	romantický	romantiline	romantický	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
romantiline	romantické	romantiline	romantický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
romantiline	romantická	romantiline	romantický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
uhke	hrdá	uhke	hrdý	ADJ;NOM;SG	ADJ;NOM;FEM;SG
uhke	pyšná	uhke	pyšný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
uhke	hrdý	uhke	hrdý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
kirjutades	písať	kirjutama	písať	V;V.CVB	V;IPFV;POS;NFIN
vista	vista	vistma	vista	N;NOM;SG	N;INAN;NOM;MASC;SG
tegija	maker	tegija	maker	N;NOM;SG	N;INAN;NOM;MASC;SG
tegija	tvorca	tegija	tvorca	N;NOM;SG	N;ANIM;NOM;MASC;SG
pinnas	pôda	pind	pôda	N;NOM;SG	N;NOM;FEM;SG
kodakondsus	národnosť	kodakondsus	národnosť	N;NOM;SG	N;NOM;FEM;SG
kodakondsus	občianstvo	kodakondsus	občianstvo	N;NOM;SG	N;NOM;NEUT;SG
ajavahemik	obdobie	aja_vahemik	obdobie	N;NOM;SG	N;NOM;NEUT;SG
ajavahemik	doba	aja_vahemik	doba	N;NOM;SG	N;NOM;FEM;SG
ajavahemik	lehota	aja_vahemik	lehota	N;NOM;SG	N;NOM;FEM;SG
standardid	normy	standard	norma	N;NOM;PL	N;NOM;FEM;PL
standardid	štandardy	standard	štandard	N;NOM;PL	N;INAN;NOM;MASC;PL
allveelaev	ponorka	all_vee_laev	ponorka	N;NOM;SG	N;NOM;FEM;SG
albumid	albumy	album	album	N;NOM;PL	N;INAN;NOM;MASC;PL
pühendunud	venoval	pühenduma	venovať	V;PST;V.PTCP;ACT	V;ANIM;MASC;SG;POS;PST;V.PTCP
pühendunud	zaviazala	pühenduma	zaviazať	V;PST;V.PTCP;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
pühendunud	spáchal	pühenduma	spáchať	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
liigitada	klasifikovať	liigitama	klasifikovať	V;NFIN	V;IPFV;POS;NFIN
liigitada	triediť	liigitama	triediť	V;NFIN	V;IPFV;POS;NFIN
tasapisi	pomaličky	tasa_pisi	pomaličky	ADV	ADV
tasapisi	pomaly	tasa_pisi	pomaly	ADV	ADV
resolutsioon	rozlíšenie	resolutsioon	rozlíšenie	N;NOM;SG	N;NOM;NEUT;SG
resolutsioon	rezolúcia	resolutsioon	rezolúcia	N;NOM;SG	N;NOM;FEM;SG
resolutsioon	uznesenie	resolutsioon	uznesenie	N;NOM;SG	N;NOM;NEUT;SG
mürgine	jedovatý	mürgine	jedovatý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
mürgine	toxické	mürgine	toxický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
mürgine	toxická	mürgine	toxický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
mürgine	toxický	mürgine	toxický	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
mürgine	jedovatý	mürgine	jedovatý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
mürgine	jedovaté	mürgine	jedovatý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
mürgine	jedovatý	mürgine	jedovatý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
mürgine	jedovaté	mürgine	jedovatý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
väärt	hodné	väärt	hodný	ADJ	ADJ;NOM;NEUT;SG
tapmine	zabíjanie	tapmine	zabíjanie	N;NOM;SG	N;NOM;NEUT;SG
tapmine	masaker	tapmine	masaker	N;NOM;SG	N;INAN;NOM;MASC;SG
tapmine	zabitie	tapmine	zabitie	N;NOM;SG	N;NOM;NEUT;SG
tapmine	zabíjanie	tapmine	zabíjanie	N;NOM;SG	N;NOM;NEUT;SG
tapmine	porážka	tapmine	porážka	N;NOM;SG	N;NOM;FEM;SG
tapmine	zabitie	tapmine	zabitie	N;NOM;SG	N;NOM;NEUT;SG
tapmine	zabíjanie	tapmine	zabíjanie	N;NOM;SG	N;NOM;NEUT;SG
read	riadky	rida	riadok	N;NOM;PL	N;INAN;NOM;MASC;PL
read	čiary	rida	čiara	N;NOM;PL	N;NOM;FEM;PL
read	linky	rida	linka	N;NOM;PL	N;NOM;FEM;PL
read	riadky	rida	riadok	N;NOM;PL	N;INAN;NOM;MASC;PL
read	trate	rida	triata	N;NOM;PL	N;NOM;FEM;PL
kaksteist	dvanásť	kaks_teist	dvanásť	NUM;NOM;SG	NUM;NOM;NEUT;SG
ekspert	odborník	ekspert	odborník	N;NOM;SG	N;ANIM;NOM;MASC;SG
ekspert	znalec	ekspert	znalec	N;NOM;SG	N;ANIM;NOM;MASC;SG
ekspert	expert	ekspert	expert	N;NOM;SG	N;ANIM;NOM;MASC;SG
ökoloogiline	ekologické	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
ökoloogiline	ekologický	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
ökoloogiline	ekologická	ökoloogiline	ekologický	ADJ;NOM;SG	ADJ;NOM;FEM;SG
sool	soľ	sool	soľ	N;NOM;SG	N;NOM;FEM;SG
jung	jung	jung	jung	N;NOM;SG	N;ANIM;NOM;MASC;SG
müük	predaj	müük	predaj	N;NOM;SG	N;INAN;NOM;MASC;SG
müük	predaj	müük	predaj	N;NOM;SG	N;INAN;NOM;MASC;SG
müük	výpredaj	müük	výpredať	N;NOM;SG	N;INAN;NOM;MASC;SG
vähendamine	zníženie	vähendamine	zníženie	N;NOM;SG	N;NOM;NEUT;SG
vähendamine	znižovanie	vähendamine	znižovanie	N;NOM;SG	N;NOM;NEUT;SG
vähendamine	redukcia	vähendamine	redukcia	N;NOM;SG	N;NOM;FEM;SG
vähendamine	zmenšenie	vähendamine	zmenšenie	N;NOM;SG	N;NOM;NEUT;SG
vähendamine	znižovanie	vähendamine	znižovanie	N;NOM;SG	N;NOM;NEUT;SG
smart	smart	smart	smart	N;NOM;SG	N;INAN;NOM;MASC;SG
kokkupõrge	dosah	kokku_põrge	dosah	N;NOM;SG	N;INAN;NOM;MASC;SG
kokkupõrge	vplyv	kokku_põrge	vplyv	N;NOM;SG	N;INAN;NOM;MASC;SG
kokkupõrge	náraz	kokku_põrge	náraz	N;NOM;SG	N;INAN;NOM;MASC;SG
kokkupõrge	zrážka	kokku_põrge	zrážka	N;NOM;SG	N;NOM;FEM;SG
paber	papier	paber	papier	N;NOM;SG	N;INAN;NOM;MASC;SG
sammas	kolóna	sammas	kolón	N;NOM;SG	N;NOM;FEM;SG
sammas	stĺpec	sammas	stĺpec	N;NOM;SG	N;INAN;NOM;MASC;SG
sammas	stĺpci	sammas	stĺpec	N;NOM;SG	N;INAN;NOM;MASC;SG
sammas	stĺp	sammas	stĺp	N;NOM;SG	N;INAN;NOM;MASC;SG
sammas	pilier	sammas	pilier	N;NOM;SG	N;INAN;NOM;MASC;SG
parameeter	parameter	parameeter	parameter	N;NOM;SG	N;INAN;NOM;MASC;SG
parameeter	parametra	parameeter	parameter	N;NOM;SG	N;INAN;NOM;MASC;SG
žanr	žáner	žanr	žáner	N;NOM;SG	N;INAN;NOM;MASC;SG
edutult	neúspešne	edutult	neúspešne	ADV	ADV
otsustanud	rozhodli	otsustama	rozhodnúť	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
otsustanud	rozhodol	otsustama	rozhodnúť	V;PST;V.PTCP;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
otsustanud	rozhodlo	otsustama	rozhodnúť	V;PST;V.PTCP;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
lapselaps	vnučka	lapse_laps	vnučko	N;NOM;SG	N;NOM;FEM;SG
lapselaps	vnuk	lapse_laps	vnuk	N;NOM;SG	N;ANIM;NOM;MASC;SG
kogemata	náhodne	kogemata	náhodne	ADV	ADV
kogemata	nechtiac	kogemata	nechtiac	ADV	ADV
hani	hus	hani	hus	N;NOM;SG	N;NOM;FEM;SG
territoriaalne	územná	territoriaalne	územný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
territoriaalne	územné	territoriaalne	územný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
territoriaalne	územný	territoriaalne	územný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
bengali	bengálska	bengal	bengálsky	ADJ	ADJ;NOM;FEM;SG
ümbritsev	okolité	ümbritsev	okolitý	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
hävitatud	zničili	hävitama	zničiť	V;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
liigitus	zaradenie	liigitus	zaradenie	N;NOM;SG	N;NOM;NEUT;SG
liigitus	triedenie	liigitus	triedenie	N;NOM;SG	N;NOM;NEUT;SG
liigitus	zatriedenie	liigitus	zatriedenie	N;NOM;SG	N;NOM;NEUT;SG
liigitus	klasifikácia	liigitus	klasifikácia	N;NOM;SG	N;NOM;FEM;SG
hävitamine	ničenie	hävitamine	ničenie	N;NOM;SG	N;NOM;NEUT;SG
hävitamine	zničenie	hävitamine	zničenie	N;NOM;SG	N;NOM;NEUT;SG
korrus	podlaha	korrus	podlaha	N;NOM;SG	N;NOM;FEM;SG
korrus	poschodie	korrus	poschodie	N;NOM;SG	N;NOM;NEUT;SG
beach	pláž	beach	pláž	N;NOM;SG	N;NOM;FEM;SG
beach	pláži	beach	plážiť	N;NOM;SG	N;NOM;FEM;SG
õiglane	spravodlivý	õiglane	spravodlivý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
õiglane	spravodlivý	õiglane	spravodlivý	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
õiglane	spravodlivé	õiglane	spravodlivý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
pööre	zvrat	pööre	zvrat	N;NOM;SG	N;INAN;NOM;MASC;SG
sõitja	pasažier	sõitja	pasažier	N;NOM;SG	N;ANIM;NOM;MASC;SG
astrofüüsik	astrofyzik	astrofüüsik	astrofyzik	N;NOM;SG	N;ANIM;NOM;MASC;SG
pidulik	slávnostné	pidulik	slávnostný	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
pidulik	slávnostný	pidulik	slávnostný	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
võrreldav	porovnateľná	võrreldav	porovnateľný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG
võrreldav	porovnateľný	võrreldav	porovnateľný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;ANIM;NOM;MASC;SG
võrreldav	porovnateľné	võrreldav	porovnateľný	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG
kaas	veko	kaas	veko	N;NOM;SG	N;INAN;NOM;MASC;SG
lennata	letieť	lendama	letieť	V;NFIN	V;IPFV;POS;NFIN
lennata	letia	lendama	letieť	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
lennata	lietať	lendama	lietať	V;NFIN	V;IPFV;POS;NFIN
lõpetatud	úplné	lõpetama	úplný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
lõpetatud	kompletný	lõpetama	kompletný	ADJ;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG
lõpetatud	kompletná	lõpetama	kompletný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
lõpetatud	kompletné	lõpetama	kompletný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
lõpetatud	dokončená	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lõpetatud	ukončené	lõpetama	ukončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	vyplnený	lõpetama	vyplnený	ADJ;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
lõpetatud	dokončené	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	vyplnené	lõpetama	vyplnený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	hotové	lõpetama	hotový	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
lõpetatud	ukončené	lõpetama	ukončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
lõpetatud	dokončené	lõpetama	dokončený	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kümmekond	tucet	kümmekond	tucet	NUM;NOM;SG	NUM;NOM;NEUT;SG
abt	opát	abt	opát	N;NOM;SG	N;ANIM;NOM;MASC;SG
möödub	vyhovuje	mööduma	vyhovovať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
möödub	prejde	mööduma	prejsť	V;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
möödub	prechádza	mööduma	prechádzať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
tõlked	preklady	tõlge	preklad	N;NOM;PL	N;INAN;NOM;MASC;PL
claus	claus	claus	claus	N;NOM;SG	N;ANIM;NOM;MASC;SG
meeldis	miloval	meeldima	milovať	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
meeldis	páčila	meeldima	páčiť	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
meeldis	páčilo	meeldima	páčiť	V;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
liides	rozhranie	liides	rozhranie	N;NOM;SG	N;NOM;NEUT;SG
toll	palec	toll	palec	N;NOM;SG	N;INAN;NOM;MASC;SG
toll	mýto	toll	mýto	N;NOM;SG	N;NOM;NEUT;SG
tammeka	dub	tammeka	dub	N;NOM;SG	N;INAN;NOM;MASC;SG
kaaslased	spoločníci	kaaslane	spoločník	N;NOM;PL	N;ANIM;NOM;MASC;PL
cook	kuchárka	cook	kuchárka	N;NOM;SG	N;NOM;FEM;SG
cook	kuchár	cook	kuchár	N;NOM;SG	N;ANIM;NOM;MASC;SG
varad	aktíva	vara	aktíva	N;NOM;PL	N;NOM;NEUT;PL
brüssel	brusel	brüssel	brusel	N;NOM;SG	N;INAN;NOM;MASC;SG
gonzález	gonzález	gonzález	gonzález	N;NOM;SG	N;ANIM;NOM;MASC;SG
sigmund	sigmund	sigmund	sigmund	N;NOM;SG	N;ANIM;NOM;MASC;SG
suurendatud	zvýšil	suurendama	zvýšiť	V;PST;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
töölised	robotníci	tööline	robotník	N;NOM;PL	N;ANIM;NOM;MASC;PL
töölised	pracovníci	tööline	pracovník	N;NOM;PL	N;ANIM;NOM;MASC;PL
flash	blesk	flash	blesk	N;NOM;SG	N;INAN;NOM;MASC;SG
flash	flash	flash	flash	N;NOM;SG	N;INAN;NOM;MASC;SG
flash	záblesk	flash	záblesk	N;NOM;SG	N;INAN;NOM;MASC;SG
projektid	projekty	projekt	projekt	N;NOM;PL	N;INAN;NOM;MASC;PL
june	júni	june	jún	N;NOM;SG	N;INAN;NOM;MASC;SG
gérard	gérard	gérard	gérard	N;NOM;SG	N;ANIM;NOM;MASC;SG
siena	siena	siena	siena	N;NOM;SG	N;INAN;NOM;MASC;SG
verner	verner	verner	verner	N;NOM;SG	N;ANIM;NOM;MASC;SG
verona	verona	veron	veron	N;NOM;SG	N;INAN;NOM;MASC;SG
singapuri	singapur	singa_puri	singapur	N;NOM;SG	N;INAN;NOM;MASC;SG
singapuri	singapure	singa_puri	singapur	N;NOM;SG	N;INAN;NOM;MASC;SG
rühmitus	zoskupenie	rühmitus	zoskupenie	N;NOM;SG	N;NOM;NEUT;SG
käsitöö	plavidlo	käsi_töö	plavidlo	N;NOM;SG	N;NOM;NEUT;SG
religioosne	náboženské	religioosne	náboženský	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
religioosne	náboženský	religioosne	náboženský	ADJ;NOM;SG	ADJ;ANIM;NOM;MASC;SG
religioosne	náboženská	religioosne	náboženský	ADJ;NOM;SG	ADJ;NOM;FEM;SG
ülekanne	vysielanie	üle_kanne	vysielanie	N;NOM;SG	N;NOM;NEUT;SG
ülekanne	prenos	üle_kanne	prenos	N;NOM;SG	N;INAN;NOM;MASC;SG
ülekanne	zasielanie	üle_kanne	zasielanie	N;NOM;SG	N;NOM;NEUT;SG
ülekanne	presun	üle_kanne	presun	N;NOM;SG	N;INAN;NOM;MASC;SG
ülekanne	prenos	üle_kanne	prenos	N;NOM;SG	N;INAN;NOM;MASC;SG
ülekanne	prevod	üle_kanne	prevod	N;NOM;SG	N;INAN;NOM;MASC;SG
ülekanne	vysielanie	üle_kanne	vysielanie	N;NOM;SG	N;NOM;NEUT;SG
mõjud	efekty	mõju	efekt	N;NOM;PL	N;INAN;NOM;MASC;PL
mõjud	účinky	mõju	účinka	N;NOM;PL	N;INAN;NOM;MASC;PL
mõjud	vplyvy	mõju	vplyv	N;NOM;PL	N;INAN;NOM;MASC;PL
arvud	počty	arv	počet	N;NOM;PL	N;INAN;NOM;MASC;PL
arvud	čísla	arv	číslo	N;NOM;PL	N;NOM;NEUT;PL
arvud	údaje	arv	údaj	N;NOM;PL	N;INAN;NOM;MASC;PL
määr	miera	määr	miera	N;NOM;SG	N;NOM;FEM;SG
määr	rýchlosť	määr	rýchlosť	N;NOM;SG	N;NOM;FEM;SG
määr	sadzba	määr	sadzba	N;NOM;SG	N;NOM;FEM;SG
opositsioon	nesúhlas	opositsioon	nesúhlas	N;NOM;SG	N;INAN;NOM;MASC;SG
opositsioon	opozícia	opositsioon	opozícia	N;NOM;SG	N;NOM;FEM;SG
irene	irene	irene	irene	N;NOM;SG	N;NOM;FEM;SG
leidmine	zistenie	leidmine	zistenie	N;NOM;SG	N;NOM;NEUT;SG
leidmine	nájdenie	leidmine	nájdenie	N;NOM;SG	N;NOM;NEUT;SG
üheksas	deviaty	üheksas	deviaty	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
mõistab	chápe	mõistma	cháp	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
mõistab	nechápe	mõistma	chápať	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;NEG;PRS;FIN
mõistab	rozumie	mõistma	rozumieť	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
revolutsiooniline	revolučná	revolutsiooniline	revolučný	ADJ;NOM;SG	ADJ;NOM;FEM;SG
astuuria	asturias	astuuria	asturias	N;NOM;SG	N;ANIM;NOM;MASC;SG
mitmekesine	rôznorodé	mitme_kesine	rôznorodý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
mitmekesine	rozmanité	mitme_kesine	rozmanitý	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
joonia	iónske	joonia	iónsky	ADJ	ADJ;NOM;NEUT;SG
tervishoid	zdraví	tervis_hoid	zdravie	N;NOM;SG	N;NOM;NEUT;SG
tervishoid	zdravie	tervis_hoid	zdravie	N;NOM;SG	N;NOM;NEUT;SG
tervishoid	zdravotníctvo	tervis_hoid	zdravotníctvo	N;NOM;SG	N;NOM;NEUT;SG
käimine	chodenie	käimine	chodenie	N;NOM;SG	N;NOM;NEUT;SG
pidulikult	slávnostne	pidulikult	slávnostne	ADV	ADV
näita	ukázať	näitama	ukázať	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;POS;NFIN
näita	zobraziť	näitama	zobraziť	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;POS;NFIN
näita	ukáž	näitama	ukáž	V;IMP;SG;2;PRS;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
budism	budhizmus	budism	budhizmus	N;NOM;SG	N;INAN;NOM;MASC;SG
koguma	zozbierať	koguma	zozbierať	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
koguma	zbierať	koguma	zbierať	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
koguma	zhromaždiť	koguma	zhromaždiť	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
laenatud	požičané	laena=tud	požičaný	ADJ;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tunnistama	priznať	tunnistama	priznať	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
tunnistama	uznať	tunnistama	uznať	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
ruumiline	priestorový	ruumiline	priestorový	ADJ;NOM;SG	ADJ;INAN;NOM;MASC;SG
ruumiline	priestorové	ruumiline	priestorový	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
magma	magma	magma	magma	N;NOM;SG	N;NOM;FEM;SG
raudteede	železníc	raud_tee	železnica	N;GEN;PL	N;GEN;FEM;PL
sektor	sektor	sektor	sektor	N;NOM;SG	N;INAN;NOM;MASC;SG
sektor	odvetvie	sektor	odvetvieť	N;NOM;SG	N;NOM;NEUT;SG
enterprise	podnik	enterpris	podnik	N;NOM;SG	N;INAN;NOM;MASC;SG
enterprise	podnikanie	enterpris	podnikanie	N;NOM;SG	N;NOM;NEUT;SG
enterprise	enterprise	enterpris	enterprisa	N;NOM;SG	N;NOM;FEM;SG
sõnum	odkaz	sõnum	odkaz	N;NOM;SG	N;INAN;NOM;MASC;SG
sõnum	posolstvo	sõnum	posolstvo	N;NOM;SG	N;NOM;NEUT;SG
sõnum	správa	sõnum	správa	N;NOM;SG	N;NOM;FEM;SG
tiigid	rybníky	tiik	rybník	N;NOM;PL	N;INAN;NOM;MASC;PL
beethoven	beethoven	beethoven	beethoven	N;NOM;SG	N;ANIM;NOM;MASC;SG
arenema	rozvíjať	arenema	rozvíjať	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
arenema	vyvinúť	arenema	vyvinúť	V;IN+ALL;V.CVB;ACT	V;PFV;POS;NFIN
arenema	vyvíjať	arenema	vyvíjať	V;IN+ALL;V.CVB;ACT	V;IPFV;POS;NFIN
teadis	poznala	teadma	poznať	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
teadis	vedel	teadma	vedieť	V;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
teadis	vedela	teadma	vedieť	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
bio	bio	bio	bio	N;NOM;SG	N;INAN;NOM;MASC;SG
biokeemia	biochémia	biokeemia	biochémia	N;NOM;SG	N;NOM;FEM;SG
hobused	kone	hobune	kono	N;NOM;PL	N;NOM;FEM;PL
rikkus	bohatstvo	rikkus	bohatstvo	N;NOM;SG	N;NOM;NEUT;SG
rikkus	bohatstvo	rikkus	bohatstvo	N;NOM;SG	N;NOM;NEUT;SG
etendus	predstavenie	etendus	predstavenie	N;NOM;SG	N;NOM;NEUT;SG
marshalli	maršal	marshall	maršať	N;NOM;SG	N;ANIM;NOM;MASC;SG
kvalifikatsioon	kvalifikácia	kvalifikatsioon	kvalifikácia	N;NOM;SG	N;NOM;FEM;SG
kvalifikatsioon	kvalifikácia	kvalifikatsioon	kvalifikácia	N;NOM;SG	N;NOM;FEM;SG
intensiivsus	intenzita	intensiivsus	intenzita	N;NOM;SG	N;NOM;FEM;SG
intensiivsus	svietivosť	intensiivsus	svietivosť	N;NOM;SG	N;NOM;FEM;SG
marss	marse	marss	marsa	N;NOM;SG	N;INAN;NOM;MASC;SG
teave	informovanie	teave	informovanie	N;NOM;SG	N;NOM;NEUT;SG
teave	informácia	teave	informácia	N;NOM;SG	N;NOM;FEM;SG
kõrgele	vysoko	kõrgele	vysoko	ADV	ADV
dakota	dakota	dakotama	dakota	N;NOM;SG	N;NOM;FEM;SG
satelliit	satelit	satelliit	satelit	N;NOM;SG	N;INAN;NOM;MASC;SG
poom	boom	poom	boj	N;NOM;SG	N;INAN;NOM;MASC;SG
astronaut	astronaut	astronaut	astronaut	N;NOM;SG	N;ANIM;NOM;MASC;SG
unenägu	sen	une_nägu	sen	N;NOM;SG	N;INAN;NOM;MASC;SG
suundumused	trendy	suundumus	trend	N;NOM;PL	N;INAN;NOM;MASC;PL
suundumused	tendencie	suundumus	tendencia	N;NOM;PL	N;NOM;FEM;PL
herakles	hercules	heraklema	hercules	N;NOM;SG	N;INAN;NOM;MASC;SG
herakles	hercule	heraklema	hercula	N;NOM;SG	N;ANIM;NOM;MASC;SG
lootes	dúfajúc	lootma	dúfať	V;V.CVB	V;IPFV;POS;V.CVB
lootes	dúfajú	lootma	dúfať	V;V.CVB	V;IPFV;IND;PL;3;POS;PRS;FIN
mässulised	povstalci	mässuline	povstalec	N;NOM;PL	N;ANIM;NOM;MASC;PL
