もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
機構	mechanizmy	機構	mechanizm	N	N;NOM;MASC;PL
機構	mechanizmu	機構	mechanizm	N	N;GEN;MASC;SG
定義	określić	定義	określić	V	V;PFV;NFIN;ACT
天皇	imperator	天皇	imperator	N	N;NOM;MASC;SG
天皇	cesarzem	天皇	cesarz	N	N;INS;MASC;SG
天皇	cesarza	天皇	cesarz	N	N;ACC;MASC;SG
天皇	cesarz	天皇	cesarz	N	N;NOM;MASC;SG
学部	wydziały	学部	wydział	N	N;NOM;MASC;PL
学部	wydział	学部	wydział	N	N;NOM;MASC;SG
学部	kadra	学部	kadra	N	N;NOM;FEM;SG
直接	bezpośrednio	直接	bezpośrednio	ADV	ADV
投手	dzbanek	投手	dzbanek	N	N;NOM;MASC;SG
投手	miotacz	投手	miotacz	N	N;NOM;MASC;SG
性格	postać	性格	postać	N	N;NOM;FEM;SG
性格	znak	性格	znak	N	N;NOM;MASC;SG
性格	charakter	性格	charakter	N	N;NOM;MASC;SG
性格	osobowość	性格	osobowość	N	N;NOM;FEM;SG
性格	osobowości	性格	osobowość	N	N;GEN;FEM;SG
ユニット	jednostki	ユニット	jednostka	N	N;NOM;FEM;PL
ユニット	jednostek	ユニット	jednostka	N	N;GEN;FEM;PL
ユニット	agregaty	ユニット	agregat	N	N;NOM;MASC;SG
ユニット	jednostka	ユニット	jednostka	N	N;NOM;FEM;SG
ユニット	jednostki	ユニット	jednostka	N	N;NOM;FEM;PL
ピアノ	pianinie	ピアノ	pianino	N	N;ACC;NEUT;SG
ピアノ	fortepian	ピアノ	fortepianin	N	N;NOM;MASC;SG
ピアノ	pianino	ピアノ	pianino	N	N;NOM;NEUT;SG
レベル	poziomy	レベル	poziom	N	N;NOM;MASC;PL
レベル	poziomów	レベル	poziom	N	N;GEN;MASC;PL
レベル	poziom	レベル	poziom	N	N;NOM;MASC;SG
レベル	poziomie	レベル	poziom	N	N;INS;MASC;SG
レベル	poziomu	レベル	poziom	N	N;GEN;MASC;SG
政権	reżim	政権	reżić	N	N;NOM;MASC;SG
達成	osiągnięto	達成	osiągnąć	V	V;PFV;IND;0;PST;FIN;ACT
見る	patrz	見る	patrzeć	V	V;IPFV;IMP;SG;2;FIN;ACT
見る	zobacz	見る	zobaczyć	V	V;PFV;IMP;SG;2;FIN;ACT
見る	zobacz	見る	zobaczyć	V	V;PFV;IMP;SG;2;FIN;ACT
空間	przestrzeni	空間	przestrzeń	N	N;GEN;FEM;SG
空間	przestrzeń	空間	przestrzeń	N	N;NOM;FEM;SG
同	identyczne	同	identyczny	ADJ	ADJ;NOM;NEUT;SG
同	identyczny	同	identyczny	ADJ	ADJ;NOM;MASC;SG
同	identyczna	同	identyczny	ADJ	ADJ;NOM;FEM;SG
ライト	światło	ライト	światło	N	N;NOM;NEUT;SG
ライト	światła	ライト	światło	N	N;NOM;NEUT;SG
ライト	światła	ライト	światło	N	N;NOM;NEUT;SG
ヒット	uderza	ヒット	uderzać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
ヒット	uderzył	ヒット	uderzyć	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
ガス	gaz	ガス	gaz	N	N;NOM;MASC;SG
作業	prace	作業	praca	N	N;NOM;FEM;PL
作業	pracy	作業	praca	N	N;GEN;FEM;SG
作業	praca	作業	praca	N	N;NOM;FEM;SG
作業	roboty	作業	robota	N	N;ACC;FEM;PL
貨物	ładunek	貨物	ładunek	N	N;ACC;MASC;SG
貨物	towarów	貨物	towar	N	N;GEN;MASC;PL
貨物	towary	貨物	towar	N	N;NOM;MASC;PL
市場	rynek	市場	rynek	N	N;NOM;MASC;SG
市場	targ	市場	targa	N	N;NOM;MASC;SG
市場	rynku	市場	rynek	N	N;GEN;MASC;SG
サイズ	wielkości	サイズ	wielkość	N	N;GEN;FEM;SG
サイズ	rozmiary	サイズ	rozmiar	N	N;NOM;MASC;PL
サイズ	wymiary	サイズ	wymiar	N	N;NOM;MASC;PL
サイズ	wielkość	サイズ	wielkość	N	N;ACC;FEM;SG
サイズ	rozmiary	サイズ	rozmiar	N	N;NOM;MASC;PL
サイズ	rozmiar	サイズ	rozmiar	N	N;NOM;MASC;SG
翻訳	tłumacz	翻訳	tłumacz	V	V;IPFV;IND;SG;PST;FIN;ACT
翻訳	tłumacz	翻訳	tłumacz	V	V;IPFV;IND;SG;PST;FIN;ACT
翻訳	tłumaczyć	翻訳	tłumaczyć	V	V;IPFV;NFIN;ACT
翻訳	przetłumaczyć	翻訳	przetłumaczyć	V	V;PFV;NFIN;ACT
翻訳	tłumacz	翻訳	tłumacz	V	V;IPFV;IND;SG;PST;FIN;ACT
コード	kodu	コード	koda	N	N;GEN;MASC;SG
コード	kod	コード	kod	N	N;ACC;MASC;SG
安全	bezpieczne	安全	bezpieczny	ADJ	ADJ;NOM;NEUT;SG
安全	bezpieczny	安全	bezpieczny	ADJ	ADJ;NOM;MASC;SG
安全	bezpieczna	安全	bezpieczny	ADJ	ADJ;NOM;FEM;SG
被害	zniszczenia	被害	zniszczyć	N	N;NOM;NEUT;SG
被害	uszkodzenie	被害	uszkodzić	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
被害	uszkodzenia	被害	uszkodzenie	N	N;NOM;NEUT;SG
商品	towarów	商品	towar	N	N;GEN;MASC;PL
商品	towary	商品	towar	N	N;NOM;MASC;PL
商品	wyroby	商品	wyrób	N	N;NOM;MASC;PL
商品	produktów	商品	produkt	N	N;GEN;MASC;PL
商品	produkty	商品	produkt	N	N;NOM;MASC;PL
商品	towar	商品	towar	N	N;ACC;MASC;SG
商品	towar	商品	towar	N	N;ACC;MASC;SG
商品	towary	商品	towar	N	N;NOM;MASC;PL
詳細	szczegóły	詳細	szczegół	N	N;NOM;MASC;PL
備考	uwagi	備考	uwaga	N	N;ACC;FEM;SG
備考	noty	備考	not	N	N;NOM;MASC;PL
備考	notatek	備考	notatka	N	N;GEN;FEM;PL
備考	notatki	備考	notatek	N	N;NOM;MASC;PL
単位	jednostki	単位	jednostka	N	N;NOM;FEM;PL
単位	jednostek	単位	jednostka	N	N;GEN;FEM;PL
単位	agregaty	単位	agregat	N	N;NOM;MASC;SG
単位	jednostka	単位	jednostka	N	N;NOM;FEM;SG
単位	jednostki	単位	jednostka	N	N;NOM;FEM;PL
機械	automat	機械	automat	N	N;NOM;MASC;SG
機械	maszyny	機械	maszyna	N	N;ACC;FEM;PL
機械	maszyna	機械	maszyna	N	N;NOM;FEM;SG
機械	maszyny	機械	maszyna	N	N;ACC;FEM;PL
機械	maszyny	機械	maszyna	N	N;ACC;FEM;PL
東北	tohoku	東北	tohok	N	N;ACC;MASC;SG
出版社	wydawnictwo	出版社	wydawnictwo	N	N;NOM;NEUT;SG
出版社	wydawca	出版社	wydawca	N	N;NOM;MASC;SG
出版社	wydawcy	出版社	wydawca	N	N;NOM;MASC;SG
革命	rewolucja	革命	rewolucja	N	N;NOM;FEM;SG
革命	rewolucji	革命	rewolucja	N	N;GEN;FEM;SG
軌道	orbity	軌道	orbić	N	N;GEN;FEM;SG
軌道	orbicie	軌道	orbić	N	N;DAT;FEM;SG
軌道	orbitę	軌道	orbić	N	N;ACC;FEM;SG
農業	rolnictwo	農業	rolnictwo	N	N;NOM;NEUT;SG
農業	hodowla	農業	hodowle	N	N;NOM;FEM;SG
農業	rolnictwo	農業	rolnictwo	N	N;NOM;NEUT;SG
農業	rolnictwa	農業	rolnictwo	N	N;NOM;NEUT;SG
農業	rolnictwo	農業	rolnictwo	N	N;NOM;NEUT;SG
条約	traktaty	条約	traktaty	N	N;NOM;MASC;PL
条約	traktatów	条約	traktat	N	N;GEN;MASC;PL
条約	traktatem	条約	traktat	N	N;INS;MASC;SG
条約	traktaty	条約	traktaty	N	N;NOM;MASC;PL
条約	traktatu	条約	traktat	N	N;GEN;MASC;SG
条約	traktat	条約	traktat	N	N;NOM;MASC;SG
条約	traktacie	条約	traktaty	N	N;DAT;MASC;SG
土曜	soboty	土曜	sobota	N	N;NOM;FEM;PL
理論	teorie	理論	teoria	N	N;NOM;FEM;PL
理論	teorii	理論	teoria	N	N;GEN;FEM;SG
理論	teoria	理論	teoria	N	N;NOM;FEM;SG
理論	teorie	理論	teoria	N	N;NOM;FEM;PL
理論	teorii	理論	teoria	N	N;GEN;FEM;SG
成長	rośnie	成長	rosnąć	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
海外	zagranicą	海外	zagranica	N	N;INS;FEM;SG
海外	zagranicy	海外	zagranica	N	N;GEN;FEM;SG
生物	organizm	生物	organizm	N	N;ACC;MASC;SG
生物	organizmu	生物	organizm	N	N;GEN;MASC;SG
戦士	wojownika	戦士	wojownik	N	N;ACC;MASC;SG
戦士	wojownik	戦士	wojownik	N	N;NOM;MASC;SG
戦士	wojowników	戦士	wojownik	N	N;ACC;MASC;PL
戦士	wojownicy	戦士	wojownik	N	N;NOM;MASC;PL
ジャンル	gatunek	ジャンル	gatunek	N	N;NOM;MASC;SG
実験	eksperymentów	実験	eksperyment	N	N;GEN;MASC;PL
実験	eksperymenty	実験	eksperyment	N	N;NOM;MASC;PL
実験	eksperyment	実験	eksperyment	N	N;ACC;MASC;SG
出力	wyjście	出力	wyjście	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
出力	wyjścia	出力	wyjście	N	N;NOM;NEUT;SG
師団	wydział	師団	wydział	N	N;NOM;MASC;SG
師団	dywizji	師団	dywizja	N	N;GEN;FEM;SG
統一	jedności	統一	jedność	N	N;GEN;FEM;SG
統一	jedność	統一	jedność	N	N;NOM;FEM;SG
統一	zjednoczenie	統一	zjednoczenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
統一	zjednoczenia	統一	zjednoczyć	N	N;PFV;GEN;NEUT;SG;POS;V.MSDR
統一	zjednoczenie	統一	zjednoczenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ブランド	marki	ブランド	marka	N	N;ACC;FEM;SG
ブランド	markę	ブランド	marka	N	N;ACC;FEM;SG
ブランド	marki	ブランド	marka	N	N;ACC;FEM;SG
首都	kapitał	首都	kapitał	N	N;ACC;MASC;SG
首都	stolica	首都	stolica	N	N;NOM;FEM;SG
首都	kapitału	首都	kapitał	N	N;GEN;MASC;SG
破壊	zniszczyć	破壊	zniszczyć	V	V;PFV;NFIN;ACT
スタジアム	stadion	スタジアム	stadion	N	N;NOM;MASC;SG
スタジアム	stadium	スタジアム	stadium	N	N;NOM;NEUT;SG
土地	ziemie	土地	ziemia	N	N;NOM;FEM;PL
土地	kraina	土地	kraina	N	N;NOM;FEM;SG
土地	ląd	土地	ląd	N	N;NOM;MASC;SG
土地	grunty	土地	grunt	N	N;NOM;MASC;PL
土地	ziemia	土地	ziemia	N	N;NOM;FEM;SG
捜査	śledztwo	捜査	śledztwo	N	N;NOM;NEUT;SG
捜査	dochodzenie	捜査	dochodzenie	N	N;NOM;NEUT;SG
捜査	dochodzenia	捜査	dochodzić	N	N;NOM;NEUT;SG
兄弟	bracie	兄弟	brat	N	N;VOC;MASC;SG
兄弟	brat	兄弟	brat	N	N;NOM;MASC;SG
兄弟	bracia	兄弟	brat	N	N;NOM;MASC;PL
戦隊	eskadra	戦隊	eskadra	N	N;NOM;FEM;SG
メジャー	major	メジャー	major	N	N;NOM;MASC;SG
イメージ	zdjęcia	イメージ	zdjęcie	N	N;NOM;NEUT;PL
イメージ	obrazów	イメージ	obraz	N	N;GEN;MASC;PL
イメージ	obrazy	イメージ	obraz	N	N;NOM;MASC;PL
イメージ	obrazki	イメージ	obrazek	N	N;NOM;MASC;PL
イメージ	obrazek	イメージ	obrazek	N	N;NOM;MASC;SG
イメージ	obraz	イメージ	obraz	N	N;NOM;MASC;SG
イメージ	wizerunek	イメージ	wizerunek	N	N;ACC;MASC;SG
軍事	wojsko	軍事	wojsko	N	N;NOM;NEUT;SG
軍事	wojska	軍事	wojsko	N	N;NOM;NEUT;SG
カラー	kolor	カラー	kolor	N	N;NOM;MASC;SG
カラー	kolory	カラー	kolor	N	N;NOM;MASC;PL
カラー	barwa	カラー	barwa	N	N;NOM;FEM;SG
カラー	koloru	カラー	kolor	N	N;GEN;MASC;SG
カラー	kolory	カラー	kolor	N	N;NOM;MASC;PL
カラー	barwniki	カラー	barwnika	N	N;NOM;MASC;PL
カラー	kolor	カラー	kolor	N	N;NOM;MASC;SG
カラー	kolory	カラー	kolor	N	N;NOM;MASC;PL
カラー	barwa	カラー	barwa	N	N;NOM;FEM;SG
カラー	kolory	カラー	kolor	N	N;NOM;MASC;PL
カラー	kolorów	カラー	kolor	N	N;GEN;MASC;PL
チャンネル	kanałów	チャンネル	kanał	N	N;GEN;MASC;PL
チャンネル	kanały	チャンネル	kanał	N	N;NOM;MASC;PL
チャンネル	kanału	チャンネル	kanał	N	N;GEN;MASC;SG
チャンネル	kanały	チャンネル	kanał	N	N;NOM;MASC;PL
チャンネル	kanał	チャンネル	kanał	N	N;ACC;MASC;SG
ドラフト	szkic	ドラフト	szkic	N	N;NOM;MASC;SG
西部	zachodni	西部	zachodni	N	N;NOM;MASC;SG
西部	zachód	西部	zachód	N	N;NOM;MASC;SG
セット	zestaw	セット	zestawić	N	N;NOM;MASC;SG
セット	komplet	セット	komplet	N	N;NOM;MASC;SG
セット	zestawy	セット	zestaw	N	N;NOM;MASC;PL
セット	komplety	セット	komplet	N	N;NOM;MASC;PL
動物	zwierząt	動物	zwierzę	N	N;GEN;NEUT;PL
動物	zwierzęta	動物	zwierzę	N	N;NOM;NEUT;PL
動物	zwierząt	動物	zwierzę	N	N;GEN;NEUT;PL
動物	zwierzak	動物	zwierzak	N	N;NOM;MASC;SG
動物	zwierzęta	動物	zwierzę	N	N;NOM;NEUT;PL
動物	zwierzę	動物	zwierzę	N	N;NOM;NEUT;SG
住民	mieszkańców	住民	mieszkaniec	N	N;ACC;MASC;PL
住民	mieszkańcy	住民	mieszkaniec	N	N;NOM;MASC;PL
住民	rezydenta	住民	rezydent	N	N;ACC;MASC;SG
住民	mieszkaniec	住民	mieszkaniec	N	N;NOM;MASC;SG
住民	rezydentów	住民	rezydent	N	N;ACC;MASC;PL
住民	mieszkańców	住民	mieszkaniec	N	N;ACC;MASC;PL
住民	mieszkańcy	住民	mieszkaniec	N	N;NOM;MASC;PL
資本	kapitał	資本	kapitał	N	N;ACC;MASC;SG
資本	stolica	資本	stolica	N	N;NOM;FEM;SG
資本	kapitału	資本	kapitał	N	N;GEN;MASC;SG
テンプレート	szablony	テンプレート	szablony	N	N;NOM;MASC;PL
テンプレート	wzorzec	テンプレート	wzorzec	N	N;NOM;MASC;SG
テンプレート	szablon	テンプレート	szablon	N	N;NOM;MASC;SG
テンプレート	szablonu	テンプレート	szablon	N	N;GEN;MASC;SG
あなた	ciebie	あなた	ty	PRO	PRO;GEN;MASC;SG;2
あなた	ty	あなた	ty	PRO	PRO;NOM;MASC;SG;2
選択	dobór	選択	dobór	V	V;IPFV;IND;PRS;FIN;ACT
選択	wybierz	選択	wybrać	V	V;PFV;IMP;SG;2;FIN;ACT
選択	zaznacz	選択	zaznaczyć	V	V;PFV;IMP;SG;2;FIN;ACT
選択	wybierz	選択	wybrać	V	V;PFV;IMP;SG;2;FIN;ACT
購入	kupić	購入	kupić	V	V;PFV;NFIN;ACT
購入	kup	購入	kup	V	V;PFV;IMP;SG;2;FIN;ACT
購入	kupuje	購入	kupować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
タレント	talenty	タレント	talent	N	N;NOM;MASC;PL
タレント	talentów	タレント	talent	N	N;GEN;MASC;PL
タレント	talenty	タレント	talent	N	N;NOM;MASC;PL
タレント	talentu	タレント	talent	N	N;GEN;MASC;SG
タレント	talent	タレント	talent	N	N;NOM;MASC;SG
階級	szeregi	階級	szereg	N	N;ACC;MASC;SG
階級	zajęcia	階級	zajęcia	N	N;NOM;NEUT;PL
階級	klasy	階級	klasa	N	N;GEN;FEM;SG
市長	burmistrz	市長	burmistrz	N	N;NOM;MASC;SG
市長	burmistrza	市長	burmistrz	N	N;ACC;MASC;SG
コーチ	trenerów	コーチ	trener	N	N;ACC;MASC;PL
コーチ	trener	コーチ	trener	N	N;NOM;MASC;SG
建物	budowanie	建物	budować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
建物	budynek	建物	budynek	N	N;NOM;MASC;SG
建物	budynki	建物	budynek	N	N;NOM;MASC;PL
候補	kandydata	候補	kandydat	N	N;ACC;MASC;SG
候補	kandydaci	候補	kandydat	N	N;NOM;MASC;PL
候補	kandydat	候補	kandydat	N	N;NOM;MASC;SG
自動	auto	自動	auto	N	N;NOM;NEUT;SG
自動	automat	自動	automat	N	N;NOM;MASC;SG
モード	tryb	モード	tryb	N	N;NOM;MASC;SG
モード	tryby	モード	tryb	N	N;NOM;MASC;PL
皇帝	imperator	皇帝	imperator	N	N;NOM;MASC;SG
皇帝	cesarzem	皇帝	cesarz	N	N;INS;MASC;SG
皇帝	cesarza	皇帝	cesarz	N	N;ACC;MASC;SG
皇帝	cesarz	皇帝	cesarz	N	N;NOM;MASC;SG
皇帝	cesarzy	皇帝	cesarz	N	N;GEN;MASC;PL
集団	grupie	集団	grupa	N	N;DAT;FEM;SG
集団	grupy	集団	grupa	N	N;ACC;FEM;SG
集団	grupa	集団	grupa	N	N;NOM;FEM;SG
魔法	czary	魔法	czar	N	N;NOM;MASC;PL
魔法	magii	魔法	magaia	N	N;GEN;FEM;SG
魔法	magia	魔法	magia	N	N;NOM;FEM;SG
修正	naprawić	修正	naprawić	V	V;PFV;NFIN;ACT
継続	kontynuował	継続	kontynuować	V	V;IPFV;MASC;IND;SG;PST;FIN;ACT
継続	kontynuując	継続	kontynuować	V	V;IPFV;PRS;V.CVB;ACT
継続	kontynuuje	継続	kontynuować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
地下鉄	metra	地下鉄	metr	N	N;GEN;MASC;SG
地下鉄	metrem	地下鉄	metr	N	N;INS;MASC;SG
地下鉄	metra	地下鉄	metr	N	N;GEN;MASC;SG
ブログ	blog	ブログ	blog	N	N;NOM;MASC;SG
ブログ	bloga	ブログ	bloga	N	N;ACC;MASC;SG
ブログ	blogu	ブログ	blóg	N	N;DAT;MASC;SG
ブログ	blogi	ブログ	bloga	N	N;NOM;MASC;PL
部屋	pomieszczenie	部屋	pomieszczenie	N	N;NOM;NEUT;SG
部屋	pokój	部屋	pokój	N	N;NOM;MASC;SG
部屋	pokoje	部屋	pokój	N	N;NOM;MASC;PL
トラック	ścieżka	トラック	ścieżkać	N	N;NOM;FEM;SG
トラック	utwór	トラック	utwór	N	N;ACC;MASC;SG
トラック	tor	トラック	tor	N	N;NOM;MASC;SG
トラック	toru	トラック	tor	N	N;GEN;MASC;SG
トラック	utwory	トラック	utwór	N	N;NOM;MASC;PL
トラック	tory	トラック	tor	N	N;NOM;MASC;PL
トラック	ścieżki	トラック	ścieżka	N	N;ACC;FEM;PL
トラック	szlaki	トラック	szlak	N	N;NOM;MASC;PL
トラック	ślady	トラック	ślad	N	N;NOM;MASC;PL
トラック	ciężarówkę	トラック	ciężarówka	N	N;ACC;FEM;SG
トラック	ciężarówki	トラック	ciężarówka	N	N;NOM;FEM;PL
トラック	ciężarówka	トラック	ciężarówka	N	N;NOM;FEM;SG
トラック	ciężarówki	トラック	ciężarówka	N	N;NOM;FEM;PL
美術館	muzea	美術館	muzea	N	N;NOM;NEUT;PL
美術館	muzeum	美術館	muzeum	N	N;ACC;NEUT;SG
合計	sumę	合計	suma	N	N;ACC;FEM;SG
合計	kwota	合計	kwota	N	N;NOM;FEM;SG
合計	suma	合計	suma	N	N;NOM;FEM;SG
合計	ogółem	合計	ogół	N	N;INS;MASC;SG
合計	suma	合計	suma	N	N;NOM;FEM;SG
合計	kwoty	合計	kwota	N	N;ACC;FEM;PL
古代	starożytni	古代	starożytnia	N	N;NOM;MASC;PL
エンディング	zakończenie	エンディング	zakończyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
エンディング	wniosek	エンディング	wniosek	N	N;NOM;MASC;SG
エンディング	zawarcie	エンディング	zawarcie	N	N;NOM;NEUT;SG;V.MSDR
エンディング	wnioski	エンディング	wniosek	N	N;NOM;MASC;PL
ユーザー	użytkownika	ユーザー	użytkownik	N	N;ACC;MASC;SG
ユーザー	użytkownik	ユーザー	użytkownik	N	N;NOM;MASC;SG
ユーザー	użytkownicy	ユーザー	użytkownik	N	N;NOM;MASC;PL
ユーザー	użytkowników	ユーザー	użytkownik	N	N;ACC;MASC;PL
ユーザー	użytkownikom	ユーザー	użytkownik	N	N;DAT;MASC;PL
父親	ojcowie	父親	ojcowie	N	N;NOM;MASC;PL
父親	ojców	父親	ojciec	N	N;ACC;MASC;PL
父親	ojciec	父親	ojciec	N	N;NOM;MASC;SG
原因	przyczyna	原因	przyczynać	N	N;NOM;FEM;SG
植物	rośliny	植物	roślina	N	N;ACC;FEM;PL
植物	rośliny	植物	roślina	N	N;ACC;FEM;PL
植物	roślina	植物	roślina	N	N;NOM;FEM;SG
ショー	pokaz	ショー	pokaz	N	N;NOM;MASC;SG
ボーカル	wokal	ボーカル	wokal	N	N;NOM;MASC;SG
コミック	komiks	コミック	komiks	N	N;NOM;MASC;SG
コミック	komiksów	コミック	komiks	N	N;GEN;MASC;PL
コミック	komiksy	コミック	komiks	N	N;NOM;MASC;PL
コミック	komiks	コミック	komiks	N	N;NOM;MASC;SG
毎週	tydzień	毎週	tydzień	N	N;NOM;MASC;SG
エネルギー	energię	エネルギー	energia	N	N;ACC;FEM;SG
エネルギー	energia	エネルギー	energia	N	N;NOM;FEM;SG
ルール	zasady	ルール	zasada	N	N;ACC;FEM;PL
ルール	zasadami	ルール	zasada	N	N;INS;FEM;PL
ルール	zasada	ルール	zasada	N	N;NOM;FEM;SG
ルール	reguła	ルール	reguła	N	N;NOM;FEM;SG
未来	przyszłości	未来	przyszłość	N	N;DAT;FEM;SG
未来	przyszłość	未来	przyszłość	N	N;NOM;FEM;SG
ユース	młodzież	ユース	młodzież	N	N;NOM;FEM;SG
ユース	młodości	ユース	młodość	N	N;GEN;FEM;SG
ユース	młodość	ユース	młodość	N	N;NOM;FEM;SG
週刊	tydzień	週刊	tydzień	N	N;NOM;MASC;SG
まだ	nadal	まだ	nadal	ADV	ADV
まだ	wciąż	まだ	wciąż	ADV	ADV
ランキング	ranking	ランキング	ranking	N	N;NOM;MASC;SG
ランキング	rankingu	ランキング	ranking	N	N;DAT;MASC;SG
ランキング	ranking	ランキング	ranking	N	N;NOM;MASC;SG
ランキング	rankingi	ランキング	ranking	N	N;NOM;MASC;PL
処理	obróbka	処理	obróbka	V	V;IPFV;IND;SG;PRS;FIN;ACT
年齢	wieku	年齢	wiek	N	N;GEN;MASC;SG
年齢	wiek	年齢	wiek	N	N;NOM;MASC;SG
年齢	wieki	年齢	wiek	N	N;ACC;MASC;PL
エリア	teren	エリア	teren	N	N;NOM;MASC;SG
エリア	powierzchnia	エリア	powierzchnia	N	N;NOM;FEM;SG
エリア	obszarze	エリア	obszarz	N	N;ACC;MASC;SG
エリア	obszar	エリア	obszar	N	N;NOM;MASC;SG
形態	morfologia	形態	morfologia	N	N;NOM;FEM;SG
形態	formularze	形態	formularz	N	N;NOM;MASC;PL
形態	formy	形態	forma	N	N;ACC;FEM;PL
形態	formularzy	形態	formularz	N	N;GEN;MASC;PL
機体	płatowca	機体	płatowca	N	N;GEN;MASC;SG
シン	grzechu	シン	grzech	N	N;GEN;MASC;SG
シン	grzechem	シン	grzech	N	N;INS;MASC;SG
シン	grzech	シン	grzech	N	N;NOM;MASC;SG
作曲家	kompozytor	作曲家	kompozytor	N	N;NOM;MASC;SG
作曲家	edytor	作曲家	edytor	N	N;NOM;MASC;SG
精神	duchu	精神	duch	N	N;ACC;MASC;SG
精神	duch	精神	duch	N	N;NOM;MASC;SG
スタート	zacznij	スタート	zacząć	V	V;PFV;IMP;SG;2;FIN;ACT
範囲	zakresy	範囲	zakres	N	N;NOM;MASC;PL
範囲	zakres	範囲	zakres	N	N;NOM;MASC;SG
範囲	zasięg	範囲	zasięg	N	N;NOM;MASC;SG
範囲	zakres	範囲	zakres	N	N;NOM;MASC;SG
範囲	zasięgu	範囲	zasiąg	N	N;GEN;MASC;SG
範囲	przedział	範囲	przedział	N	N;NOM;MASC;SG
範囲	odległość	範囲	odległość	N	N;ACC;FEM;SG
宣伝	promować	宣伝	promować	V	V;IPFV;NFIN;ACT
宣伝	promować	宣伝	promować	V	V;IPFV;NFIN;ACT
哲学	filozofia	哲学	filozofia	N	N;NOM;FEM;SG
哲学	filozofii	哲学	filozofia	N	N;GEN;FEM;SG
財団	podstawa	財団	podstawa	N	N;NOM;FEM;SG
財団	fundacja	財団	fundacja	N	N;NOM;FEM;SG
財団	fundacji	財団	fundacja	N	N;GEN;FEM;SG
財団	podkład	財団	podkład	N	N;NOM;MASC;SG
教師	nauczycielu	教師	nauczyciel	N	N;VOC;MASC;SG
教師	nauczyciel	教師	nauczyciel	N	N;NOM;MASC;SG
教師	nauczycielka	教師	nauczycielka	N	N;NOM;FEM;SG
教師	nauczycielom	教師	nauczyciel	N	N;DAT;MASC;PL
教師	nauczyciele	教師	nauczyciel	N	N;NOM;MASC;PL
教師	nauczycielki	教師	nauczycielka	N	N;GEN;FEM;PL
教師	nauczycieli	教師	nauczyciel	N	N;ACC;MASC;PL
宗教	religie	宗教	religia	N	N;NOM;FEM;PL
宗教	religii	宗教	religia	N	N;GEN;FEM;SG
宗教	wyznanie	宗教	wyznanie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
宗教	religia	宗教	religia	N	N;NOM;FEM;SG
武器	uzbrojenie	武器	uzbrojenie	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
住宅	mieszkalnictwa	住宅	mieszkalnictwo	N	N;NOM;NEUT;SG
住宅	domy	住宅	dom	N	N;NOM;MASC;PL
保存	uratować	保存	uratować	V	V;PFV;NFIN;ACT
保存	zachowaj	保存	zachować	V	V;PFV;IMP;SG;2;FIN;ACT
保存	zapisać	保存	zapisać	V	V;PFV;NFIN;ACT
保存	zapisz	保存	zapisać	V	V;PFV;IMP;SG;2;FIN;ACT
機関	lokomotywy	機関	lokomotywa	N	N;ACC;FEM;PL
緊急	awaryjne	緊急	awaryjny	ADJ	ADJ;NOM;NEUT;SG
地下	piwnicy	地下	piwnica	N	N;GEN;FEM;SG
地下	piwnica	地下	piwnica	N	N;NOM;FEM;SG
連隊	pułk	連隊	pułka	N	N;NOM;MASC;SG
連隊	pułku	連隊	pułka	N	N;GEN;MASC;SG
連隊	pułków	連隊	pułka	N	N;GEN;MASC;PL
連隊	pułku	連隊	pułka	N	N;GEN;MASC;SG
ストーリー	historia	ストーリー	historia	N	N;NOM;FEM;SG
ストーリー	opowieść	ストーリー	opowieść	N	N;NOM;FEM;SG
ストーリー	zdarzenie	ストーリー	zdarzenie	N	N;NOM;NEUT;SG
ストーリー	opowiadanie	ストーリー	opowiadać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ストーリー	zdarzenia	ストーリー	zdarzenie	N	N;NOM;NEUT;SG
ストーリー	opowiadania	ストーリー	opowiadanie	N	N;NOM;NEUT;PL
ストーリー	historie	ストーリー	histora	N	N;NOM;FEM;SG
ストーリー	narracji	ストーリー	narracja	N	N;GEN;FEM;SG
太陽	słońce	太陽	słońce	N	N;NOM;NEUT;SG
太陽	słońca	太陽	słońce	N	N;GEN;NEUT;SG
保険	ubezpieczenie	保険	ubezpieczenie	N	N;NOM;NEUT;SG
保険	ubezpieczenia	保険	ubezpieczenie	N	N;NOM;NEUT;SG
キー	klucze	キー	klucz	N	N;NOM;MASC;PL
キー	klawisze	キー	klawisz	N	N;NOM;MASC;PL
