ابتر	miserábel	ابتر	miserábel	ADJ	ADJ
آشمال	bedel	آشمال	bedel	N	N
آشنا	consciente	آشنا	consciente	ADJ	ADJ
آشنا	conscientes	آشنا	consciente	ADJ	ADJ
آشیاں	fogar	آشیاں	fogar	N;NOM;MASC;PL;3	N
آشیاں	casa	آشیاں	casa	N;NOM;MASC;PL;3	N
آشیاں	á	آشیاں	á	N;NOM;MASC;PL;3	N
آشیاں	na	آشیاں	na	N;NOM;MASC;PL;3	N
آغاز	comezo	آغاز	comezo	N;NOM;MASC;SG;3	N
آغاز	principio	آغاز	principio	N;NOM;MASC;SG;3	N
آغاز	orixe	آغاز	orixe	N;NOM;MASC;SG;3	N
آغاز	comezo	آغاز	comezo	N;NOM;MASC;SG;3	N
آغاز	principio	آغاز	principio	N;NOM;MASC;SG;3	N
آغاز	orixe	آغاز	orixe	N;NOM;MASC;SG;3	N
آغوش	refuxio	آغوش	refuxio	N;NOM;MASC;SG;3	N
آغوش	lado	آغوش	lado	N;NOM;MASC;SG;3	N
آفاقی	mundial	آفاقی	mundial	ADJ	ADJ
آفاقی	mundial	آفاقی	mundial	ADJ	ADJ
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقی	globais	آفاقی	global	ADJ	ADJ
آفاقی	mundial	آفاقی	mundial	ADJ	ADJ
آفاقی	universais	آفاقی	universal	ADJ	ADJ
آفاقی	universal	آفاقی	universal	ADJ	ADJ
آفاقی	mundial	آفاقی	mundial	ADJ	ADJ
آفاقی	global	آفاقی	global	ADJ	ADJ
آفاقی	globais	آفاقی	global	ADJ	ADJ
آفت	ruido	آفت	ruido	N;NOM;FEM;SG;3	N
آفت	ruído	آفت	ruído	N;NOM;FEM;SG;3	N
آفت	problema	آفت	problema	N;NOM;FEM;SG;3	N
آفت	problemas	آفت	problema	N;NOM;FEM;SG;3	N
آفت	desgraza	آفت	desgraza	N;NOM;FEM;SG;3	N
آفت	crueldade	آفت	crueldade	N;NOM;FEM;SG;3	N
آفت	brutalidade	آفت	brutalidade	N;NOM;FEM;SG;3	N
آفت	dificultades	آفت	dificultade	N;NOM;FEM;SG;3	N
آفت	dor	آفت	dor	N;NOM;FEM;SG;3	N
آفت	pena	آفت	pena	N;NOM;FEM;SG;3	N
آفت	maldade	آفت	maldade	N;NOM;FEM;SG;3	N
آفت	desastre	آفت	desastre	N;NOM;FEM;SG;3	N
آفت	miseria	آفت	miseria	N;NOM;FEM;SG;3	N
آفت	problema	آفت	problema	N;NOM;FEM;SG;3	N
آفتاب	viño	آفتاب	vir	N;NOM;MASC;SG;3	N
آفتاب	amado	آفتاب	amado	N;NOM;MASC;SG;3	N
آگ	ira	آگ	ir	N;NOM;FEM;SG;3	N
آگ	rabia	آگ	rabia	N;NOM;FEM;SG;3	N
آگ	odio	آگ	odio	N;NOM;FEM;SG;3	N
آگ	entusiasmo	آگ	entusiasmo	N;NOM;FEM;SG;3	N
آگ	odio	آگ	odio	N;NOM;FEM;SG;3	N
آگ	paixón	آگ	paixón	N;NOM;FEM;SG;3	N
آگ	lume	آگ	lume	N;NOM;FEM;SG;3	N
آگ	fogo	آگ	fogo	N;NOM;FEM;SG;3	N
آگا	fronte	آگا	fronte	N;NOM;MASC;SG;3	N
آگاہی	percepción	آگاہی	percepción	N;NOM;MASC;SG;3	N
آگاہی	información	آگاہی	información	N;NOM;MASC;SG;3	N
آگاہی	coñecemento	آگاہی	coñecemento	N;NOM;MASC;SG;3	N
آگاہی	coñecementos	آگاہی	coñecemento	N;NOM;MASC;SG;3	N
آگاہی	conciencia	آگاہی	conciencia	N;NOM;MASC;SG;3	N
آگاہی	cognición	آگاہی	cognición	N;NOM;MASC;SG;3	N
آگاہی	percepción	آگاہی	percepción	N;NOM;MASC;SG;3	N
آگاہی	información	آگاہی	información	N;NOM;MASC;SG;3	N
آگاہی	coñecemento	آگاہی	coñecemento	N;NOM;MASC;SG;3	N
آگاہی	coñecementos	آگاہی	coñecemento	N;NOM;MASC;SG;3	N
آگہی	conciencia	آگہی	conciencia	N;NOM;MASC;SG;3	N
آگہی	cognición	آگہی	cognición	N;NOM;MASC;SG;3	N
آگے	preto	آگے	preto	ADV;NOM;MASC;SG;3	ADV
آگے	alén	آگے	alén	ADV;NOM;MASC;SG;3	ADV
آگے	máis	آگے	máis	ADV;NOM;MASC;SG;3	ADV
آگے	alá	آگے	alá	ADV;NOM;MASC;SG;3	ADV
آگے	aló	آگے	aló	ADV;NOM;MASC;SG;3	ADV
آگے	moi	آگے	moi	ADV;NOM;MASC;SG;3	ADV
آگے	lonxe	آگے	lonxe	ADV;NOM;MASC;SG;3	ADV
آگے	diante	آگے	diante	ADV;NOM;MASC;SG;3	ADV
آگے	adiante	آگے	adiante	ADV;NOM;MASC;SG;3	ADV
آگے	preto	آگے	preto	ADV;NOM;MASC;SG;3	ADV
آگے	preto	آگے	preto	ADV;NOM;MASC;SG;3	ADV
آگے	alén	آگے	alén	ADV;NOM;MASC;SG;3	ADV
آگے	máis	آگے	máis	ADV;NOM;MASC;SG;3	ADV
آگے	alá	آگے	alá	ADV;NOM;MASC;SG;3	ADV
آگے	aló	آگے	aló	ADV;NOM;MASC;SG;3	ADV
آگے	moi	آگے	moi	ADV;NOM;MASC;SG;3	ADV
آگے	lonxe	آگے	lonxe	ADV;NOM;MASC;SG;3	ADV
آگے	antes	آگے	antes	ADV;NOM;MASC;SG;3	ADV
آگے	máis	آگے	máis	ADV;NOM;MASC;SG;3	ADV
آگے	lonxe	آگے	lonxe	ADV;NOM;MASC;SG;3	ADV
آگے	diante	آگے	diante	ADV;NOM;MASC;SG;3	ADV
آگے	adiante	آگے	adiante	ADV;NOM;MASC;SG;3	ADV
آگے	preto	آگے	preto	ADV;NOM;MASC;SG;3	ADV
آلات	instrumentos	آلہ	instrumento	N;NOM;MASC;PL;3	N
آلات	ferramentas	آلہ	ferramenta	N;NOM;MASC;PL;3	N
آلات	mecanismos	آلہ	mecanismo	N;NOM;MASC;PL;3	N
آلات	dispositivos	آلہ	dispositivo	N;NOM;MASC;PL;3	N
آلات	aparellos	آلہ	aparello	N;NOM;MASC;PL;3	N
آلات	utensilios	آلہ	utensilio	N;NOM;MASC;PL;3	N
آلات	equipamento	آلہ	equipamento	N;NOM;MASC;PL;3	N
آلہ	instrumento	آلہ	instrumento	N;NOM;MASC;SG;3	N
آلہ	arma	آلہ	arma	N;NOM;MASC;SG;3	N
آلہ	ferramenta	آلہ	ferramenta	N;NOM;MASC;SG;3	N
آلہ	ferramentas	آلہ	ferramenta	N;NOM;MASC;SG;3	N
آلہ	instrumento	آلہ	instrumento	N;NOM;MASC;SG;3	N
آلہ	arma	آلہ	arma	N;NOM;MASC;SG;3	N
آلہ	ferramenta	آلہ	ferramenta	N;NOM;MASC;SG;3	N
آلہ	ferramentas	آلہ	ferramenta	N;NOM;MASC;SG;3	N
آمادہ	dispoñibles	آمادہ	dispoñible	ADJ	ADJ
آمادہ	dispoñible	آمادہ	dispoñible	ADJ	ADJ
آمادہ	dispoñíbel	آمادہ	dispoñíbel	ADJ	ADJ
آمادہ	dispoñíbeis	آمادہ	dispoñíbel	ADJ	ADJ
آمادہ	actual	آمادہ	actual	ADJ	ADJ
آمادہ	presente	آمادہ	presente	ADJ	ADJ
آمادہ	presentes	آمادہ	presente	ADJ	ADJ
آمادہ	dispoñibles	آمادہ	dispoñible	ADJ	ADJ
آمادہ	dispoñible	آمادہ	dispoñible	ADJ	ADJ
آمادہ	dispoñíbel	آمادہ	dispoñíbel	ADJ	ADJ
آمادہ	dispoñíbeis	آمادہ	dispoñíbel	ADJ	ADJ
آمادہ	actual	آمادہ	actual	ADJ	ADJ
آمادہ	presente	آمادہ	presente	ADJ	ADJ
آمادہ	presentes	آمادہ	presente	ADJ	ADJ
آمد	chegada	آمد	chegada	N;NOM;MASC;SG;3	N
آمد	enfoque	آمد	enfoque	N;NOM;MASC;SG;3	N
آمد	acceso	آمد	acceso	N;NOM;MASC;SG;3	N
آمد	entrada	آمد	entrada	N;NOM;MASC;SG;3	N
آمد	vigor	آمد	vigor	N;NOM;MASC;SG;3	N
آمد	inspiración	آمد	inspiración	N;NOM;MASC;SG;3	N
آمد	chegada	آمد	chegada	N;NOM;MASC;SG;3	N
آمد	enfoque	آمد	enfoque	N;NOM;MASC;SG;3	N
آمد	acceso	آمد	acceso	N;NOM;MASC;SG;3	N
آمد	entrada	آمد	entrada	N;NOM;MASC;SG;3	N
آمد	vigor	آمد	vigor	N;NOM;MASC;SG;3	N
آمد	ingresos	آمد	ingreso	N;NOM;MASC;SG;3	N
آمد	ingreso	آمد	ingreso	N;NOM;MASC;SG;3	N
آمد	renda	آمد	renda	N;NOM;MASC;SG;3	N
آمد	inspiración	آمد	inspiración	N;NOM;MASC;SG;3	N
آمدن	chegada	آمدن	chegada	N;NOM;MASC;SG;3	N
آمدن	ingresos	آمدن	ingreso	N;NOM;MASC;SG;3	N
آمدن	ingreso	آمدن	ingreso	N;NOM;MASC;SG;3	N
آمدن	renda	آمدن	renda	N;NOM;MASC;SG;3	N
آمدنی	ingresos	آمدنی	ingreso	N;NOM;FEM;SG;3	N
آمدنی	ingreso	آمدنی	ingreso	N;NOM;FEM;SG;3	N
آمدنی	renda	آمدنی	renda	N;NOM;FEM;SG;3	N
آمیزش	conspiración	آمیزش	conspiración	N;NOM;MASC;SG;3	N
آمین	amén	آمین	amén	N;NOM;MASC;SG;3	N
آنا	crecen	آ	crecer	V;MASC;SG;NFIN;ACT	V
آنا	medrar	آ	medrar	V;MASC;SG;NFIN;ACT	V
آنا	medran	آ	medrar	V;MASC;SG;NFIN;ACT	V
آنا	cultivar	آ	cultivar	V;MASC;SG;NFIN;ACT	V
آنا	crecer	آ	crecer	V;MASC;SG;NFIN;ACT	V
آنا	incrementar	آ	incrementar	V;MASC;SG;NFIN;ACT	V
آنا	aumenta	آ	aumentar	V;MASC;SG;NFIN;ACT	V
آنا	aumentar	آ	aumentar	V;MASC;SG;NFIN;ACT	V
آنا	parecen	آ	parecer	V;MASC;SG;NFIN;ACT	V
آنا	collo	آ	collo	V;MASC;SG;NFIN;ACT	V
آنا	acadar	آ	acadar	V;MASC;SG;NFIN;ACT	V
آنا	chegar	آ	chegar	V;MASC;SG;NFIN;ACT	V
آنا	chegar	آ	chegar	V;MASC;SG;NFIN;ACT	V
آنا	crecen	آ	crecer	V;MASC;SG;NFIN;ACT	V
آنا	medrar	آ	medrar	V;MASC;SG;NFIN;ACT	V
آنا	medran	آ	medrar	V;MASC;SG;NFIN;ACT	V
آنا	cultivar	آ	cultivar	V;MASC;SG;NFIN;ACT	V
آنا	crecer	آ	crecer	V;MASC;SG;NFIN;ACT	V
آنا	incrementar	آ	incrementar	V;MASC;SG;NFIN;ACT	V
آنا	aumenta	آ	aumentar	V;MASC;SG;NFIN;ACT	V
آنا	aumentar	آ	aumentar	V;MASC;SG;NFIN;ACT	V
آنا	parecen	آ	parecer	V;MASC;SG;NFIN;ACT	V
آنا	ven	آ	ver	V;MASC;SG;NFIN;ACT	V
آنا	vamos	آ	varo	V;MASC;SG;NFIN;ACT	V
آنا	veña	آ	vir	V;MASC;SG;NFIN;ACT	V
آنا	collo	آ	collo	V;MASC;SG;NFIN;ACT	V
آنا	acadar	آ	acadar	V;MASC;SG;NFIN;ACT	V
آنا	chegar	آ	chegar	V;MASC;SG;NFIN;ACT	V
آنا	chegar	آ	chegar	V;MASC;SG;NFIN;ACT	V
آنچ	ensaio	آنچ	ensaio	N;NOM;MASC;SG;3	N
آنچ	xuízo	آنچ	xuízo	N;NOM;MASC;SG;3	N
آنچ	proceso	آنچ	proceso	N;NOM;MASC;SG;3	N
آنچ	dificultades	آنچ	dificultade	N;NOM;MASC;SG;3	N
آنچ	paixón	آنچ	paixón	N;NOM;MASC;SG;3	N
آنچ	lume	آنچ	lume	N;NOM;MASC;SG;3	N
آنچ	fogo	آنچ	fogo	N;NOM;MASC;SG;3	N
آنچ	calor	آنچ	calor	N;NOM;MASC;SG;3	N
آندھی	furacán	آندھی	furacán	N;NOM;MASC;SG;3	N
آندھی	furacán	آندھی	furacán	N;NOM;MASC;SG;3	N
آنکھ	opinión	آنکھ	opinión	N;NOM;MASC;SG;3	N
آنکھ	na	آنکھ	na	N;NOM;MASC;SG;3	N
آنکھ	vista	آنکھ	vista	N;NOM;MASC;SG;3	N
آنکھ	visión	آنکھ	visión	N;NOM;MASC;SG;3	N
آنکھ	nenos	آنکھ	neno	N;NOM;MASC;SG;3	N
آنکھ	fillos	آنکھ	fillo	N;NOM;MASC;SG;3	N
آنکھ	nenas	آنکھ	neno	N;NOM;MASC;SG;3	N
آنکھ	respeto	آنکھ	respeto	N;NOM;MASC;SG;3	N
آنکھ	respecto	آنکھ	respecto	N;NOM;MASC;SG;3	N
آنکھ	xesto	آنکھ	xesto	N;NOM;MASC;SG;3	N
آنکھ	aceno	آنکھ	aceno	N;NOM;MASC;SG;3	N
آنکھ	esperanza	آنکھ	esperanza	N;NOM;MASC;SG;3	N
آنگن	xardín	آنگن	xardír	N;NOM;MASC;SG;3	N
آنگن	pendente	آنگن	pendente	N;NOM;MASC;SG;3	N
آنگن	patio	آنگن	patio	N;NOM;MASC;SG;3	N
آنی	inevitable	آنی	inevitable	ADJ	ADJ
آنی	inevitábel	آنی	inevitábel	ADJ	ADJ
آنی	breve	آنی	breve	ADJ	ADJ
آواز	lingua	آواز	lingua	N;NOM;FEM;SG;3	N
آواز	idioma	آواز	idioma	N;NOM;FEM;SG;3	N
آواز	linguaxe	آواز	linguaxe	N;NOM;FEM;SG;3	N
آواز	lingua	آواز	lingua	N;NOM;FEM;SG;3	N
آواز	ton	آواز	ton	N;NOM;FEM;SG;3	N
آواز	choro	آواز	choro	N;NOM;FEM;SG;3	N
آواز	berra	آواز	berra	N;NOM;FEM;SG;3	N
آواز	voz	آواز	voz	N;NOM;FEM;SG;3	N
آواز	lingua	آواز	lingua	N;NOM;FEM;SG;3	N
آواز	idioma	آواز	idioma	N;NOM;FEM;SG;3	N
آواز	linguaxe	آواز	linguaxe	N;NOM;FEM;SG;3	N
آواز	lingua	آواز	lingua	N;NOM;FEM;SG;3	N
آواز	ton	آواز	ton	N;NOM;FEM;SG;3	N
آواز	ruido	آواز	ruido	N;NOM;FEM;SG;3	N
آواز	ruído	آواز	ruído	N;NOM;FEM;SG;3	N
آواز	choro	آواز	choro	N;NOM;FEM;SG;3	N
آواز	berra	آواز	berra	N;NOM;FEM;SG;3	N
آواز	voz	آواز	voz	N;NOM;FEM;SG;3	N
آون	vir	آون	vir	V;SG;ACT	V
آون	vén	آون	vir	V;SG;ACT	V
آون	vou	آون	var	V;SG;ACT	V
آویزش	conflito	آویزش	conflito	N;NOM;MASC;SG;3	N
آہستہ	modo	آہستہ	modo	N;NOM;MASC;SG;3	N
آہستہ	modo	آہستہ	modo	N;NOM;MASC;SG;3	N
آہنگ	xeito	آہنگ	xeito	N;NOM;MASC;SG;3	N
آہنگ	maneira	آہنگ	maneira	N;NOM;MASC;SG;3	N
آہنگ	propósito	آہنگ	propósito	N;NOM;MASC;SG;3	N
آہنگ	fin	آہنگ	fin	N;NOM;MASC;SG;3	N
آہنگ	intención	آہنگ	intención	N;NOM;MASC;SG;3	N
آہنگ	obxectivo	آہنگ	obxectivo	N;NOM;MASC;SG;3	N
آہنگ	música	آہنگ	música	N;NOM;MASC;SG;3	N
آہنگ	voz	آہنگ	voz	N;NOM;MASC;SG;3	N
آہنگ	método	آہنگ	método	N;NOM;MASC;SG;3	N
آہنگ	melodía	آہنگ	melodía	N;NOM;MASC;SG;3	N
آہنگ	xeito	آہنگ	xeito	N;NOM;MASC;SG;3	N
آہنگ	maneira	آہنگ	maneira	N;NOM;MASC;SG;3	N
آہنگ	propósito	آہنگ	propósito	N;NOM;MASC;SG;3	N
آہنگ	fin	آہنگ	fin	N;NOM;MASC;SG;3	N
آہنگ	intención	آہنگ	intención	N;NOM;MASC;SG;3	N
آہنگ	obxectivo	آہنگ	obxectivo	N;NOM;MASC;SG;3	N
آہنگ	música	آہنگ	música	N;NOM;MASC;SG;3	N
آہنگ	voz	آہنگ	voz	N;NOM;MASC;SG;3	N
آہنگ	harmonía	آہنگ	harmonía	N;NOM;MASC;SG;3	N
آہنگ	método	آہنگ	método	N;NOM;MASC;SG;3	N
آہنگ	melodía	آہنگ	melodía	N;NOM;MASC;SG;3	N
آہنی	forte	آہنی	forte	ADJ	ADJ
آہنی	fortes	آہنی	forte	ADJ	ADJ
آہنی	difícil	آہنی	difícil	ADJ	ADJ
آہنی	duro	آہنی	duro	ADJ	ADJ
آئل	petróleo	آئل	petróleo	N;NOM;MASC;SG;3	N
آئل	aceite	آئل	aceite	N;NOM;MASC;SG;3	N
آئندہ	seguintes	آئندہ	seguinte	ADJ	ADJ
آئندہ	seguinte	آئندہ	seguinte	ADJ	ADJ
آئندہ	próxima	آئندہ	próximo	ADJ	ADJ
آئندہ	seguinte	آئندہ	seguinte	ADJ	ADJ
آئندہ	próximo	آئندہ	próximo	ADJ	ADJ
آئی	vir	آ	vir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	vén	آ	vir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	vou	آ	var	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	recibín	آ	recibir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	recibiron	آ	recibir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	recibimos	آ	recibir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئی	recibiu	آ	recibir	V;PFV;FEM;SG;V.PTCP;ACT	V
آئے	chegou	آ	chegar	V;PFV;V.PTCP;ACT	V
آئے	veu	آ	vir	V;PFV;V.PTCP;ACT	V
آئین	xeito	آئین	xeito	N;NOM;MASC;SG;3	N
آئین	maneira	آئین	maneira	N;NOM;MASC;SG;3	N
آئین	método	آئین	método	N;NOM;MASC;SG;3	N
آئین	leis	آئین	lei	N;NOM;MASC;SG;3	N
آئین	lei	آئین	lei	N;NOM;MASC;SG;3	N
آئین	constitución	آئین	constitución	N;NOM;MASC;SG;3	N
آئین	código	آئین	código	N;NOM;MASC;SG;3	N
آئینہ	espello	آئینہ	espello	N;NOM;MASC;SG;3	N
آیا	chegou	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	veu	آ	vir	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	cheguei	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegou	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegamos	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegaron	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegar	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegou	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	veu	آ	vir	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	cheguei	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegou	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegamos	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegaron	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
آیا	chegar	آ	chegar	V;PFV;MASC;SG;V.PTCP;ACT	V
بآسانی	facilmente	بآسانی	facilmente	ADV	ADV
بخوبی	ben	بخوبی	ben	ADV	ADV
بخوبی	totalmente	بخوبی	total	ADV	ADV
بخوبی	completamente	بخوبی	completamente	ADV	ADV
بخوبی	ben	بخوبی	ben	ADV	ADV
بخوشی	gusto	بخوشی	gusto	N;NOM;MASC;SG;3	N
بخوشی	gusto	بخوشی	gusto	N;NOM;MASC;SG;3	N
بذریعہ	por	بذریعہ	por	ADP	ADP
بغور	coidado	بغور	coidado	N	N
بمجرد	de	بمجرد	de	ADP	ADP
بمقتضائے	por	بمقتضائے	por	ADP	ADP
بمنزلہ	vez	بمنزلہ	vez	N	N
بمنزلہ	lugar	بمنزلہ	lugar	N	N
بموجب	de	بموجب	de	ADP	ADP
بموجب	por	بموجب	por	ADP	ADP
بموجب	en	بموجب	en	ADP	ADP
بالمثل	parecido	بالمثل	parecer	N	N
بااثر	efectivas	بااثر	efectivo	ADJ	ADJ
بااثر	efectiva	بااثر	efectivo	ADJ	ADJ
بااثر	efectivo	بااثر	efectivo	ADJ	ADJ
بااثر	eficaces	بااثر	eficaz	ADJ	ADJ
بااثر	eficaz	بااثر	eficaz	ADJ	ADJ
باتدبیر	sensata	باتدبیر	sensatar	N;NOM;MASC;SG;3	N
باتدبیر	sabio	باتدبیر	sabio	N;NOM;MASC;SG;3	N
باضابطہ	taxis	باضابطہ	taxis	N	N
باضابطہ	taxis	باضابطہ	taxis	N	N
باقاعدہ	normal	باقاعدہ	normal	ADJ	ADJ
باقاعدہ	típica	باقاعدہ	típico	ADJ	ADJ
باقاعدہ	formal	باقاعدہ	formal	ADJ	ADJ
باب	momento	باب	momento	N;NOM;MASC;SG;3	N
باب	punto	باب	punto	N;NOM;MASC;SG;3	N
باب	respeto	باب	respeto	N;NOM;MASC;SG;3	N
باب	respecto	باب	respecto	N;NOM;MASC;SG;3	N
باب	asunto	باب	asunto	N;NOM;MASC;SG;3	N
باب	tema	باب	tema	N;NOM;MASC;SG;3	N
باب	asunto	باب	asunto	N;NOM;MASC;SG;3	N
باب	materia	باب	materia	N;NOM;MASC;SG;3	N
باب	porta	باب	porta	N;NOM;MASC;SG;3	N
باب	suxeito	باب	suxeito	N;NOM;MASC;SG;3	N
باب	tema	باب	tema	N;NOM;MASC;SG;3	N
باب	materia	باب	materia	N;NOM;MASC;SG;3	N
باب	sección	باب	sección	N;NOM;MASC;SG;3	N
باب	capítulo	باب	capítulo	N;NOM;MASC;SG;3	N
باب	impostos	باب	imposto	N;NOM;MASC;SG;3	N
بابت	relato	بابت	relato	N;NOM;MASC;SG;3	N
بابت	contas	بابت	conta	N;NOM;MASC;SG;3	N
بابت	conta	بابت	conta	N;NOM;MASC;SG;3	N
بابت	cabeza	بابت	cabeza	N;NOM;MASC;SG;3	N
بابت	respeto	بابت	respeto	N;NOM;MASC;SG;3	N
بابت	respecto	بابت	respecto	N;NOM;MASC;SG;3	N
بابت	asunto	بابت	asunto	N;NOM;MASC;SG;3	N
بابت	negocios	بابت	negocio	N;NOM;MASC;SG;3	N
بابت	negocio	بابت	negocio	N;NOM;MASC;SG;3	N
بابت	asunto	بابت	asunto	N;NOM;MASC;SG;3	N
بابت	traballo	بابت	traballo	N;NOM;MASC;SG;3	N
بابت	materia	بابت	materia	N;NOM;MASC;SG;3	N
بابت	artigo	بابت	artigo	N;NOM;MASC;SG;3	N
باپ	pai	باپ	pai	N;NOM;MASC;SG;3	N
باپ	padre	باپ	padre	N;NOM;MASC;SG;3	N
بات	momento	بات	momento	N;NOM;FEM;SG;3	N
بات	punto	بات	punto	N;NOM;FEM;SG;3	N
بات	probas	بات	proba	N;NOM;FEM;SG;3	N
بات	evidencia	بات	evidencia	N;NOM;FEM;SG;3	N
بات	evidencias	بات	evidencia	N;NOM;FEM;SG;3	N
بات	condición	بات	condición	N;NOM;FEM;SG;3	N
بات	situación	بات	situación	N;NOM;FEM;SG;3	N
بات	doenza	بات	doenza	N;NOM;FEM;SG;3	N
بات	estado	بات	estado	N;NOM;FEM;SG;3	N
بات	desexo	بات	desexo	N;NOM;FEM;SG;3	N
بات	denuncia	بات	denuncia	N;NOM;FEM;SG;3	N
بات	desexo	بات	desexo	N;NOM;FEM;SG;3	N
بات	razón	بات	razón	N;NOM;FEM;SG;3	N
بات	motivo	بات	motivo	N;NOM;FEM;SG;3	N
بات	pola	بات	pola	N;NOM;FEM;SG;3	N
بات	proba	بات	proba	N;NOM;FEM;SG;3	N
بات	probas	بات	proba	N;NOM;FEM;SG;3	N
بات	diferenza	بات	diferenza	N;NOM;FEM;SG;3	N
بات	distinción	بات	distinción	N;NOM;FEM;SG;3	N
بات	misterio	بات	misterio	N;NOM;FEM;SG;3	N
بات	segredo	بات	segredo	N;NOM;FEM;SG;3	N
بات	secreto	بات	secreto	N;NOM;FEM;SG;3	N
بات	secreta	بات	secreta	N;NOM;FEM;SG;3	N
بات	hábito	بات	hábito	N;NOM;FEM;SG;3	N
بات	costume	بات	costume	N;NOM;FEM;SG;3	N
بات	desculpa	بات	desculpa	N;NOM;FEM;SG;3	N
بات	suxestión	بات	suxestión	N;NOM;FEM;SG;3	N
بات	materia	بات	materia	N;NOM;FEM;SG;3	N
بات	historia	بات	historia	N;NOM;FEM;SG;3	N
بات	relato	بات	relato	N;NOM;FEM;SG;3	N
بات	obxectivo	بات	obxectivo	N;NOM;FEM;SG;3	N
بات	palabra	بات	palabra	N;NOM;FEM;SG;3	N
بات	xeito	بات	xeito	N;NOM;FEM;SG;3	N
بات	maneira	بات	maneira	N;NOM;FEM;SG;3	N
بات	conto	بات	conto	N;NOM;FEM;SG;3	N
بات	fadas	بات	facer	N;NOM;FEM;SG;3	N
بات	circunstancias	بات	circunstancia	N;NOM;FEM;SG;3	N
بات	petición	بات	petición	N;NOM;FEM;SG;3	N
بات	causa	بات	causa	N;NOM;FEM;SG;3	N
بات	idea	بات	idea	N;NOM;FEM;SG;3	N
بات	práctica	بات	práctica	N;NOM;FEM;SG;3	N
بات	oficina	بات	oficinar	N;NOM;FEM;SG;3	N
بات	despacho	بات	despacho	N;NOM;FEM;SG;3	N
بات	correo	بات	correo	N;NOM;FEM;SG;3	N
بات	declaración	بات	declaración	N;NOM;FEM;SG;3	N
بات	calidade	بات	calidade	N;NOM;FEM;SG;3	N
بات	compromiso	بات	compromiso	N;NOM;FEM;SG;3	N
بات	propósito	بات	propósito	N;NOM;FEM;SG;3	N
بات	fin	بات	fin	N;NOM;FEM;SG;3	N
بات	intención	بات	intención	N;NOM;FEM;SG;3	N
بات	obxectivo	بات	obxectivo	N;NOM;FEM;SG;3	N
بات	charla	بات	charlar	N;NOM;FEM;SG;3	N
بات	discurso	بات	discurso	N;NOM;FEM;SG;3	N
بات	expresión	بات	expresión	N;NOM;FEM;SG;3	N
بات	modo	بات	modo	N;NOM;FEM;SG;3	N
بات	consello	بات	consello	N;NOM;FEM;SG;3	N
بات	substancia	بات	substancia	N;NOM;FEM;SG;3	N
بات	promesa	بات	promesar	N;NOM;FEM;SG;3	N
بات	prométocho	بات	prométocho	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	asunto	بات	asunto	N;NOM;FEM;SG;3	N
بات	pregunta	بات	pregunta	N;NOM;FEM;SG;3	N
بات	cuestión	بات	cuestión	N;NOM;FEM;SG;3	N
بات	charla	بات	charlar	N;NOM;FEM;SG;3	N
بات	suxeito	بات	suxeito	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	materia	بات	materia	N;NOM;FEM;SG;3	N
بات	xeito	بات	xeito	N;NOM;FEM;SG;3	N
بات	maneira	بات	maneira	N;NOM;FEM;SG;3	N
بات	forma	بات	forma	N;NOM;FEM;SG;3	N
بات	camiño	بات	camiño	N;NOM;FEM;SG;3	N
بات	tema	بات	tema	N;NOM;FEM;SG;3	N
بات	problema	بات	problema	N;NOM;FEM;SG;3	N
بات	momento	بات	momento	N;NOM;FEM;SG;3	N
بات	punto	بات	punto	N;NOM;FEM;SG;3	N
بات	probas	بات	proba	N;NOM;FEM;SG;3	N
بات	evidencia	بات	evidencia	N;NOM;FEM;SG;3	N
بات	evidencias	بات	evidencia	N;NOM;FEM;SG;3	N
بات	condición	بات	condición	N;NOM;FEM;SG;3	N
بات	situación	بات	situación	N;NOM;FEM;SG;3	N
