ale	ama	ale	ama	CONJ	CONJ
někdo	birileri	někdo	biri	PRO;ANIM;NOM;MASC	PRO;NOM;PL;3
starší	yaşlı	starý	yaşlı	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
starší	yaşlı	starý	yaşlı	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
starší	yaşlı	starý	yaşlı	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
členové	üyeler	člen	üye	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
členové	üyeleri	člen	üye	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
stránku	sayfayı	stránka	sayfa	N;ACC;FEM;SG;POS	N;ACC;SG;3
výše	miktarı	výše	miktar	N;NOM;FEM;SG;POS	N;NOM;SG;3
zdroje	kaynaklar	zdroj	kaynak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zdroje	kaynaklar	zdroj	kaynak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
potok	creek	potok	creek	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
potok	akımı	potok	akım	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
cesta	yolculuk	cesta	yolculuk	N;NOM;FEM;SG;POS	N;NOM;SG;3
cesta	seyahat	cesta	seyahat	N;NOM;FEM;SG;POS	N;NOM;SG;3
cesta	karayolu	cesta	karayolu	N;NOM;FEM;SG;POS	N;NOM;SG;3
panny	bakireler	panna	bakir	N;NOM;FEM;PL;POS	N;NOM;PL;3
panny	bakireler	panna	bakir	N;NOM;FEM;PL;POS	N;NOM;PL;3
most	briç	most	briç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
most	köprüsü	most	köprü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
celou	bütün	celý	bütün	ADJ;ACC;FEM;SG;POS	ADJ
kniha	kitap	kniha	kitap	N;NOM;FEM;SG;POS	N;NOM;SG;3
vláda	devlet	vláda	devlet	N;NOM;FEM;SG;POS	N;NOM;SG;3
slova	kelimeler	slovo	kelime	N;NOM;NEUT;PL;POS	N;NOM;PL;3
slova	sözcükler	slovo	sözcük	N;NOM;NEUT;PL;POS	N;NOM;PL;3
slova	sözler	slovo	söz	N;NOM;NEUT;PL;POS	N;NOM;PL;3
povodí	havzası	povodí	havza	N;NOM;NEUT;SG;POS	N;NOM;SG;3
projekt	projesi	projekt	proje	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trenér	antrenör	trenér	antrenör	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
trenér	antrenör	trenér	antrenör	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
ceny	fiyatlar	cena	fiyat	N;NOM;FEM;PL;POS	N;NOM;PL;3
ceny	ödüller	cena	ödül	N;NOM;FEM;PL;POS	N;NOM;PL;3
ceny	ödülleri	cena	ödül	N;NOM;FEM;PL;POS	N;NOM;PL;3
pole	alanı	pole	alan	N;NOM;NEUT;SG;POS	N;NOM;SG;3
staré	yaşlı	starý	yaşlı	ADJ;NOM;MASC;PL;POS	ADJ
šířka	enlem	šířka	enlem	N;NOM;FEM;SG;POS	N;NOM;SG;3
šířka	genişliği	šířka	genişlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
obvod	çevresi	obvod	çevre	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
ulice	sokak	ulice	sokak	N;NOM;FEM;SG;POS	N;NOM;SG;3
ulice	cadde	ulice	cadde	N;NOM;FEM;SG;POS	N;NOM;SG;3
ulice	sokak	ulice	sokak	N;NOM;FEM;SG;POS	N;NOM;SG;3
rychlost	sürat	rychlost	sürat	N;NOM;FEM;SG;POS	N;NOM;SG;3
řízení	yönetimi	řízení	yönetim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
řízení	menajerlik	řízení	menajerlik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
řízení	direksiyon	řízení	direksiyon	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hory	dağları	hora	dağ	N;NOM;FEM;PL;POS	N;NOM;PL;3
hory	dağlar	hora	dağ	N;NOM;FEM;PL;POS	N;NOM;PL;3
divadla	tiyatrolar	divadlo	tiyatro	N;NOM;NEUT;PL;POS	N;NOM;PL;3
divadla	tiyatrolar	divadlo	tiyatro	N;NOM;NEUT;PL;POS	N;NOM;PL;3
umístění	yer	umístění	yer	N;NOM;NEUT;SG;POS	N;NOM;SG;3
umístění	konum	umístění	konum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
seriál	dizi	seriál	dizi	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
možná	belki	možná	belki	ADV	ADV
možná	belki	možná	belki	ADV	ADV
hora	mountain	hora	mountain	N;NOM;FEM;SG;POS	N;NOM;SG;3
proč	niye	proč	niye	ADV	ADV
prezident	cumhurbaşkanı	prezident	cumhurbaşkanı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
hustota	yoğunluk	hustota	yoğunluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
teorie	teorisi	teorie	teori	N;NOM;FEM;SG;POS	N;NOM;SG;3
teorie	kuramı	teorie	kuram	N;NOM;FEM;SG;POS	N;NOM;SG;3
teorie	teori	teorie	teori	N;NOM;FEM;SG;POS	N;NOM;SG;3
člověk	kişi	člověk	kişi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
člověk	insan	člověk	insan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
člověk	insan	člověk	insan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
člověk	insan	člověk	insan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
člověk	adam	člověk	adam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
člověk	adamım	člověk	adam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
vliv	etkisi	vliv	etki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vliv	etkisi	vliv	etki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	hareket	návrh	hareket	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	taslağı	návrh	taslak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	önerisi	návrh	öneri	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	öneri	návrh	öneri	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	dizayn	návrh	dizayn	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	öneri	návrh	öneri	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
návrh	teklif	návrh	teklif	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
listy	yapraklar	list	yap	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
listy	levhalar	list	levha	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cesty	yolları	cesta	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
cesty	yollar	cesta	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
cesty	yollar	cesta	yol	N;NOM;FEM;PL;POS	N;NOM;PL;3
státy	devletler	stát	devlet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
státy	eyaletler	stát	eyalet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
firmy	firmalar	firma	firma	N;NOM;FEM;PL;POS	N;NOM;PL;3
firmy	şirketler	firma	şirket	N;NOM;FEM;PL;POS	N;NOM;PL;3
firmy	firmalar	firma	firma	N;NOM;FEM;PL;POS	N;NOM;PL;3
firmy	firmaları	firma	firma	N;NOM;FEM;PL;POS	N;NOM;PL;3
centrum	center	centrum	center	N;NOM;NEUT;SG;POS	N;NOM;SG;3
malý	küçük	malý	küçük	ADJ;INAN;NOM;MASC;SG;POS	ADJ
malý	küçük	malý	küçük	ADJ;INAN;NOM;MASC;SG;POS	ADJ
dal	vermiş	dát	ver	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
dal	verdi	dát	ver	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
dlouhé	uzun	dlouhý	uzun	ADJ;NOM;NEUT;SG;POS	ADJ
kraje	bölgeler	kraj	bölge	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ostrov	adası	ostrov	ada	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
slovo	kelimesi	slovo	kelime	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hra	maç	hra	maç	N;NOM;FEM;SG;POS	N;NOM;SG;3
způsob	yöntem	způsob	yöntem	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vyhrál	kazandı	vyhrát	kazan	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
doprava	taşımacılık	doprava	taşımacılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
doprava	ulaşım	doprava	ulaşım	N;NOM;FEM;SG;POS	N;NOM;SG;3
doprava	trafik	doprava	trafik	N;NOM;FEM;SG;POS	N;NOM;SG;3
doprava	ulaşım	doprava	ulaşım	N;NOM;FEM;SG;POS	N;NOM;SG;3
budovy	binalar	budova	bina	N;NOM;FEM;PL;POS	N;NOM;PL;3
správce	yöneticisi	správce	yönetici	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
správce	yöneticisi	správce	yönetici	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
situace	durum	situace	durum	N;NOM;FEM;SG;POS	N;NOM;SG;3
nakladatelství	yayıncılık	nakladatelství	yayıncılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rychle	çabucak	rychle	çabucak	ADV;POS	ADV
zpěvák	şarkıcı	zpěvák	şarkıcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
pořadí	sıralaması	pořadí	sırala	N;NOM;NEUT;SG;POS	N;NOM;SG;3
pořadí	sipariş	pořadí	sipariş	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sídlo	konut	sídlo	konut	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozhodnutí	karar	rozhodnutí	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozhodnutí	kararı	rozhodnutí	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rozhodnutí	karar	rozhodnutí	karar	N;NOM;NEUT;SG;POS	N;NOM;SG;3
třída	sınıf	třída	sınıf	N;NOM;FEM;SG;POS	N;NOM;SG;3
třída	sınıf	třída	sınıf	N;NOM;FEM;SG;POS	N;NOM;SG;3
pohár	kupası	pohár	kupa	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohár	fincan	pohár	fincan	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohár	bardak	pohár	bardak	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
stavby	binalar	stavba	bina	N;NOM;FEM;PL;POS	N;NOM;PL;3
stavby	yapılar	stavba	yap	N;NOM;FEM;PL;POS	N;NOM;PL;3
šest	altı	šest	altı	NUM;NOM;SG	NUM
akademie	akademi	akademie	akadem	N;NOM;FEM;SG;POS	N;NOM;SG;3
akademie	akademisi	akademie	akadem	N;NOM;FEM;SG;POS	N;NOM;SG;3
předseda	cumhurbaşkanı	předseda	cumhurbaşkanı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
problémy	problemler	problém	problem	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
problémy	sorunlar	problém	sorun	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
problémy	meseleler	problém	mesele	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
problémy	sorunlar	problém	sorun	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
sbor	korosu	sbor	koro	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sbor	korosu	sbor	koro	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
celá	bütün	celý	bütün	ADJ;NOM;FEM;SG;POS	ADJ
někteří	bazı	některý	bazı	DET;ANIM;NOM;MASC;PL	DET
režisér	direktör	režisér	direk	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
mapy	haritalar	mapa	harita	N;NOM;FEM;PL;POS	N;NOM;PL;3
mapy	haritaları	mapa	harita	N;NOM;FEM;PL;POS	N;NOM;PL;3
matka	anne	matka	anne	N;NOM;FEM;SG;POS	N;NOM;SG;3
matka	annesi	matka	anne	N;NOM;FEM;SG;POS	N;NOM;SG;3
vznik	yaratılış	vznik	yarat	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výkon	performansı	výkon	performans	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
studia	stüdyoları	studium	stüdyo	N;NOM;NEUT;PL;POS	N;NOM;PL;3
rozšíření	eklenti	rozšíření	ekle	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nádraží	station	nádraží	station	N;NOM;NEUT;SG;POS	N;NOM;SG;3
stejné	aynı	stejný	aynı	ADJ;NOM;NEUT;SG;POS	ADJ
písně	şarkılar	píseň	şarkı	N;NOM;FEM;PL;POS	N;NOM;PL;3
změny	değişiklikler	změna	değişiklik	N;NOM;FEM;PL;POS	N;NOM;PL;3
změny	değişimler	změna	değişim	N;NOM;FEM;PL;POS	N;NOM;PL;3
pravidla	kurallar	pravidlo	kural	N;NOM;NEUT;PL;POS	N;NOM;PL;3
jednání	pazarlık	jednání	pazarlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jednání	müzakere	jednání	müzakere	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jednání	pazarlık	jednání	pazarlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vytvořil	yarattı	vytvořit	yarat	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
věci	şeyler	věc	şey	N;NOM;FEM;PL;POS	N;NOM;PL;3
věci	şeyler	věc	şey	N;NOM;FEM;PL;POS	N;NOM;PL;3
díl	bolum	díl	bol	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obsah	içeriği	obsah	içerik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obsah	içeriği	obsah	içerik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
city	duygular	cit	duygu	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
city	hisler	cit	his	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
německy	almanca	německy	al	ADV;POS	ADV
údaje	veriler	údaj	veri	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
každé	her	každý	her	DET;NOM;NEUT;SG;POS	DET
pojem	vade	pojem	vade	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
objevil	keşfetmiş	objevit	keşfet	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
objevil	keşfetti	objevit	keşfet	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
univerzita	üniversitesi	univerzita	üniversitesi	N;NOM;FEM;SG;POS	N;NOM;SG;3
webu	internet	web	internet	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sdružení	derneği	sdružení	dernek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hmotnost	ağırlığı	hmotnost	ağırlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
hmotnost	kilosu	hmotnost	kilo	N;NOM;FEM;SG;POS	N;NOM;SG;3
jiný	farklı	jiný	farklı	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
jiný	diğer	jiný	diğer	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
firma	firma	firma	firma	N;NOM;FEM;SG;POS	N;NOM;SG;3
firma	firma	firma	firma	N;NOM;FEM;SG;POS	N;NOM;SG;3
historik	tarihçi	historik	tarihçi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
verzi	sürümü	verze	sürü	N;ACC;FEM;SG;POS	N;ACC;SG;3
postavení	durum	postavení	durum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
postavení	durumu	postavení	durum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
postavení	konum	postavení	konum	N;NOM;NEUT;SG;POS	N;NOM;SG;3
akce	etkinlik	akce	etkinlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
speciální	özel	speciální	özel	ADJ;NOM;MASC;SG;POS	ADJ
armáda	askerlik	armáda	askerlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
model	modeli	model	model	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kód	şifre	kód	şifre	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
chce	istiyor	chtít	iste	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
využití	kullanımı	využití	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
využití	kullanımı	využití	kullanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
příběh	hikaye	příběh	hika	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
měsíce	uydular	měsíc	uy	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
měsíce	uyduları	měsíc	uy	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
start	kalkış	start	kalkış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
prvky	unsurlar	prvek	unsur	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prvky	elementler	prvek	el	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prvky	elemanlar	prvek	eleman	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prvky	özellikler	prvek	özellik	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
prvky	özellikleri	prvek	özellik	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
síly	kuvvetler	síla	kuvvet	N;NOM;FEM;PL;POS	N;NOM;PL;3
hlediska	yönleri	hledisko	yön	N;NOM;NEUT;PL;POS	N;NOM;PL;3
dlouhá	uzun	dlouhý	uzun	ADJ;NOM;FEM;SG;POS	ADJ
rodina	ailesi	rodina	aile	N;NOM;FEM;SG;POS	N;NOM;SG;3
pohled	kartpostal	pohled	kartpostal	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohled	görünüm	pohled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohled	görünümü	pohled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pohled	manzara	pohled	manzara	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
těla	bedenler	tělo	beden	N;NOM;NEUT;PL;POS	N;NOM;PL;3
těla	cesetler	tělo	ceset	N;NOM;NEUT;PL;POS	N;NOM;PL;3
bratr	kardeşim	bratr	kardeş	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
povolání	mesleği	povolání	meslek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
povolání	mesleği	povolání	meslek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zvláštní	özel	zvláštní	özel	ADJ;NOM;MASC;SG;POS	ADJ
věž	tower	věž	tower	N;NOM;FEM;SG;POS	N;NOM;SG;3
věž	kulesi	věž	kule	N;NOM;FEM;SG;POS	N;NOM;SG;3
rostliny	bitkiler	rostlina	bitki	N;NOM;FEM;PL;POS	N;NOM;PL;3
operace	ameliyat	operace	ameliyat	N;NOM;FEM;SG;POS	N;NOM;SG;3
operace	ameliyat	operace	ameliyat	N;NOM;FEM;SG;POS	N;NOM;SG;3
operace	cerrahi	operace	cerrahi	N;NOM;FEM;SG;POS	N;NOM;SG;3
získat	al	získat	al	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
získat	alın	získat	al	V;PFV;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
provoz	ameliyat	provoz	ameliyat	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
provoz	trafik	provoz	trafik	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
technické	teknik	technický	teknik	ADJ;NOM;NEUT;SG;POS	ADJ
léta	yıllar	rok	yıl	N;NOM;NEUT;PL;POS	N;NOM;PL;3
rezervace	rezervasyon	rezervace	rezervasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
rezervace	rezervasyon	rezervace	rezervasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
rezervace	rezervasyon	rezervace	rezervasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
diváků	izleyicilerin	divák	izleyici	N;ANIM;GEN;MASC;PL;POS	N;GEN;PL;3
překlad	çevirisi	překlad	çevir	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
nějaké	bazı	nějaký	bazı	DET;NOM;NEUT;PL	DET
osoby	kişiler	osoba	kişi	N;NOM;FEM;PL;POS	N;NOM;PL;3
chování	davranış	chování	davranış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
chování	davranış	chování	davranış	N;NOM;NEUT;SG;POS	N;NOM;SG;3
přístup	erişim	přístup	erişim	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
skončil	bitmiş	skončit	bit	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
skončil	bitti	skončit	bit	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
skončil	bitirdim	skončit	bitir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
stroje	makinalar	stroj	makina	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
stroje	makinalar	stroj	makina	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
stroje	makineler	stroj	makine	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
manželství	evlilik	manželství	evlilik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
obraz	görüntü	obraz	görüntü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
příjmení	soyadın	příjmení	soya	N;NOM;NEUT;SG;POS	N;NOM;SG;3
obor	alanı	obor	alan	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
letiště	havaalanı	letiště	havaalanı	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zůstal	kaldım	zůstat	kal	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;1;POS;PST
zůstal	kaldı	zůstat	kal	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
prostřednictvím	aracılığıyla	prostřednictví	aracılık	N;INS;NEUT;SG;POS	N;INS;SG;3
prostřednictvím	yoluyla	prostřednictví	yol	N;INS;NEUT;SG;POS	N;INS;SG;3
prostřednictvím	aracılığıyla	prostřednictví	aracılık	N;INS;NEUT;SG;POS	N;INS;SG;3
prostřednictvím	yoluyla	prostřednictví	yol	N;INS;NEUT;SG;POS	N;INS;SG;3
vhodné	uygun	vhodný	uygun	ADJ;NOM;NEUT;SG;POS	ADJ
vhodné	uygun	vhodný	uygun	ADJ;NOM;NEUT;SG;POS	ADJ
lodě	tekneler	loď	tekne	N;NOM;FEM;PL;POS	N;NOM;PL;3
lodě	gemiler	loď	gemi	N;NOM;FEM;PL;POS	N;NOM;PL;3
lodě	botlar	loď	bot	N;NOM;FEM;PL;POS	N;NOM;PL;3
lodě	gemiler	loď	gemi	N;NOM;FEM;PL;POS	N;NOM;PL;3
diecéze	piskoposluk	diecéze	piskoposluk	N;NOM;FEM;SG;POS	N;NOM;SG;3
zápas	maç	zápas	maç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zápas	maç	zápas	maç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
linky	hatlar	linka	hat	N;NOM;FEM;PL;POS	N;NOM;PL;3
linky	çizgiler	linka	çizgi	N;NOM;FEM;PL;POS	N;NOM;PL;3
statistiky	istatistikleri	statistika	ista	N;NOM;FEM;PL;POS	N;NOM;PL;3
statistiky	istatistikler	statistika	istatistik	N;NOM;FEM;PL;POS	N;NOM;PL;3
statistiky	istatistikleri	statistika	ista	N;NOM;FEM;PL;POS	N;NOM;PL;3
statistiky	istatistikler	statistika	istatistik	N;NOM;FEM;PL;POS	N;NOM;PL;3
použít	kullanın	použít	kullan	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
použít	kullanmak	použít	kullan	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
premiéra	galası	premiér	gala	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
premiéra	başbakan	premiér	başbakan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
vztah	ilişki	vztah	ilişki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vztah	ilişkisi	vztah	ilişki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pomoc	yardım	pomoc	yardım	N;NOM;FEM;SG;POS	N;NOM;SG;3
oddělení	bölümü	oddělení	bölüm	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oddělení	departman	oddělení	departman	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oddělení	ayrılık	oddělení	ayrılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ministr	bakanı	ministr	bakan	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
ministr	bakanım	ministr	bak	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
rada	nasihat	rada	nasihat	N;NOM;FEM;SG;POS	N;NOM;SG;3
muzea	müzeler	muzeum	müze	N;NOM;NEUT;PL;POS	N;NOM;PL;3
žil	yaşamış	žít	yaşa	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
žil	yaşadı	žít	yaşa	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
vzdělání	eğitim	vzdělání	eğitim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
roste	büyüyor	růst	büyü	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
roste	büyümek	růst	büyü	V;IND;SG;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
roste	büyüyor	růst	büyü	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
květy	çiçekler	květ	çiçek	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
šablony	şablonlar	šablon	şablon	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
muži	adamlar	muž	adam	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
opravdu	gercekten	opravdu	gercek	ADV	ADV
opravdu	gerçekten	opravdu	gerçekten	ADV	ADV
podmínky	şartları	podmínka	şart	N;NOM;FEM;PL;POS	N;NOM;PL;3
podmínky	şartlar	podmínka	şart	N;NOM;FEM;PL;POS	N;NOM;PL;3
podmínky	koşullar	podmínka	koş	N;NOM;FEM;PL;POS	N;NOM;PL;3
podmínky	şartlar	podmínka	şart	N;NOM;FEM;PL;POS	N;NOM;PL;3
podmínky	koşullar	podmínka	koş	N;NOM;FEM;PL;POS	N;NOM;PL;3
nástroje	aletler	nástroj	alet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
nástroje	aygıtlar	nástroj	aygıt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
nástroje	araçlar	nástroj	araç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
nástroje	aletler	nástroj	alet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
heslo	şifre	heslo	şifre	N;NOM;NEUT;SG;POS	N;NOM;SG;3
finanční	finansal	finanční	finansal	ADJ;NOM;MASC;SG;POS	ADJ
názor	görüş	názor	görüş	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
