with	مع	with	مَعَ	ADP	ADP;ACC
template	قالب	template	قَالِب	N;SG	N;NOM;INDF;SG
template	القالب	template	قَالِب	N;SG	N;NOM;DEF;SG
eastern	شرقي	eastern	شَرقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
eastern	شرقية	eastern	شَرقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
eastern	الشرقية	eastern	شَرقِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
body	الجسد	body	جَسَد	N;SG	N;NOM;DEF;SG
body	جسم	body	جَسم	N;SG	N;NOM;INDF;SG
body	جثة	body	جُثَّة	N;SG	N;NOM;INDF;SG
body	الجسم	body	جِسم	N;SG	N;NOM;DEF;SG
question	سؤال	question	سُؤَال	N;SG	N;NOM;INDF;SG
question	السؤال	question	سُؤَال	N;SG	N;NOM;DEF;SG
italian	ايطالي	italian	إِيطَالِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
italian	ايطالية	italian	إِيطَالِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
week	اسبوعا	week	أُسبُوع	N;SG	N;ACC;INDF;SG
week	الاسبوع	week	أُسبُوع	N;SG	N;NOM;DEF;SG
week	اسبوع	week	أُسبُوع	N;SG	N;NOM;INDF;SG
editors	المحررين	editor	مُحَرِّر	N;PL	N;NOM;DEF;PL
chief	رئيس	chief	رَئِيس	N;SG	N;NOM;INDF;SG
chief	الرئيس	chief	رَئِيس	N;SG	N;NOM;DEF;SG
chief	الزعيم	chief	زَعِيم	N;SG	N;NOM;DEF;SG
close	قريب	close	قَرِيب	ADJ	ADJ;NOM;INDF;MASC;SG
close	الوثيق	close	وَثِيق	ADJ	ADJ;NOM;DEF;MASC;SG
close	مقرب	close	مقرب	ADJ	ADJ;NOM;INDF;MASC;SG
match	المطابقة	match	مُطَابَقَة	N;SG	N;NOM;DEF;SG
match	مطابقة	match	مُطَابَقَة	N;SG	N;NOM;INDF;SG
match	مباراة	match	مُبَارَاة	N;SG	N;NOM;INDF;SG
match	المباراة	match	مُبَارَاة	N;SG	N;NOM;DEF;SG
roman	روماني	roman	رُومَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
roman	الروماني	roman	رُومَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
roman	الرومانية	roman	رُومَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
come	تعالوا	come	تَعَالَى	V;IMP;FIN	V;PFV;MASC;PL;3;ACT
tour	جولة	tour	جَولَة	N;SG	N;NOM;INDF;SG
tour	الجولة	tour	جَولَة	N;SG	N;NOM;DEF;SG
sea	البحر	sea	بَحر	N;SG	N;NOM;DEF;SG
sea	بحر	sea	بَحر	N;SG	N;NOM;INDF;SG
cross	صليب	cross	صليب	N;SG	N;NOM;INDF;SG
cross	الصليب	cross	صَلِيب	N;SG	N;NOM;DEF;SG
playing	يلعب	play	لَعِب	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
health	الصحة	health	صِحَّة	N;SG	N;NOM;DEF;SG
health	صحة	health	صِحَّة	N;SG	N;NOM;INDF;SG
institute	المعهد	institute	مَعهَد	N;SG	N;NOM;DEF;SG
institute	معهد	institute	مَعهَد	N;SG	N;NOM;INDF;SG
caps	القبعات	cap	قِبعَة	N;PL	N;NOM;DEF;PL
caps	قبعات	cap	قَبعَة	N;PL	N;NOM;INDF;PL
green	الاخضر	green	الاخضر	N;SG	N;NOM;DEF;SG
rights	حقوق	rights	حَقّ	N;PL	N;NOM;INDF;PL
rights	الحقوق	rights	حَقّ	N;PL	N;NOM;DEF;PL
evidence	الادلة	evidence	دِلَة	N;SG	N;NOM;DEF;SG
evidence	دليل	evidence	دَلِيل	N;SG	N;NOM;INDF;SG
evidence	الدليل	evidence	دَلِيل	N;SG	N;NOM;DEF;SG
aircraft	الطائرة	aircraft	طَائِرَة	N;SG	N;NOM;DEF;SG
aircraft	طائرة	aircraft	طَائِرَة	N;SG	N;NOM;INDF;SG
arts	الفنون	art	فَنّ	N;PL	N;NOM;DEF;PL
arts	فنون	art	فَنّ	N;PL	N;NOM;INDF;PL
range	النطاق	range	نِطَاق	N;SG	N;NOM;DEF;SG
range	مدى	range	مَدَى	N;SG	N;NOM;INDF;SG
range	المدى	range	مَدَى	N;SG	N;NOM;DEF;SG
range	نطاق	range	نِطَاق	N;SG	N;NOM;INDF;SG
consensus	الاجماع	consensus	إِجمَاع	N;SG	N;NOM;DEF;SG
bar	الحانة	bar	حَانَة	N;SG	N;NOM;DEF;SG
bar	حانة	bar	حَانَة	N;SG	N;NOM;INDF;SG
bar	شريط	bar	شَرِيط	N;SG	N;NOM;INDF;SG
bar	البار	bar	بَار	N;SG	N;NOM;DEF;SG
problem	مشكلة	problem	مُشكِلَة	N;SG	N;NOM;INDF;SG
problem	المشكلة	problem	مُشكِلَة	N;SG	N;NOM;DEF;SG
problem	مشكل	problem	مُشكِلَة	N;SG	N;NOM;INDF;SG
issues	المسائل	issue	مَسأَلَة	N;PL	N;NOM;DEF;PL
issues	قضايا	issue	قَضِيَّة	N;PL	N;NOM;INDF;PL
issues	القضايا	issue	قَضِيَّة	N;PL	N;NOM;DEF;PL
issues	مسائل	issue	مَسأَلَة	N;PL	N;NOM;INDF;PL
issues	مشكلات	issue	مُشكِلَة	N;PL	N;NOM;INDF;PL
average	متوسط	average	مُتَوَسِّط	ADJ	ADJ;NOM;INDF;MASC;SG
average	المتوسط	average	مُتَوَسِّط	ADJ	ADJ;NOM;DEF;MASC;SG
network	شبكة	network	شَبَكَة	N;SG	N;NOM;INDF;SG
network	الشبكة	network	شَبَكَة	N;SG	N;NOM;DEF;SG
shows	عروض	show	عَرض	N;PL	N;NOM;INDF;PL
shows	العروض	show	عَرض	N;PL	N;NOM;DEF;PL
wife	الزوجة	wife	زَوجَة	N;SG	N;NOM;DEF;SG
wife	زوجة	wife	زَوجَة	N;SG	N;NOM;INDF;SG
returned	عاد	return	عَاد	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
night	ليلا	night	ليلا	N;SG	N;NOM;INDF;SG
night	الليل	night	لَيل	N;SG	N;NOM;DEF;SG
night	ليلة	night	لَيلَة	N;SG	N;NOM;INDF;SG
night	ليل	night	لَيل	N;SG	N;NOM;INDF;SG
magazine	مجلة	magazine	مَجَلَّة	N;SG	N;NOM;INDF;SG
magazine	المجلة	magazine	مَجَلَّة	N;SG	N;NOM;DEF;SG
centre	المركز	centre	مَركَز	N;SG	N;NOM;DEF;SG
centre	مركز	centre	مَركَز	N;SG	N;NOM;INDF;SG
completed	اكتمل	complete	اِكتَمَل	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
completed	اكملت	complete	أَكمَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
completed	اكتملت	complete	اِكتَمَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
elected	انتخب	elect	اِنتَخَب	V;PST;V.PTCP	V;PFV;MASC;SG;3;PASS
able	قادر	able	قَادِر	ADJ	ADJ;NOM;INDF;MASC;SG
able	قادرة	able	قَادِر	ADJ	ADJ;NOM;INDF;FEM;SG
able	قادرا	able	قَادِر	ADJ	ADJ;ACC;INDF;MASC;SG
able	قادرين	able	قَادِر	ADJ	ADJ;NOM;INDF;MASC;PL
stage	المنصة	stage	مِنَصَّة	N;SG	N;NOM;DEF;SG
stage	المسرح	stage	مَسرَح	N;SG	N;NOM;DEF;SG
stage	المرحلة	stage	مَرحَلَة	N;SG	N;NOM;DEF;SG
stage	مرحلة	stage	مَرحَلَة	N;SG	N;NOM;INDF;SG
today	اليوم	today	يَوم	N;SG	N;ACC;DEF;SG
academy	اكاديمية	academy	أَكَادِيمِيَّة	N;SG	N;NOM;INDF;SG
stations	محطات	station	مَحَطَّة	N;PL	N;NOM;INDF;PL
stations	المحطات	station	مَحَطَّة	N;PL	N;NOM;DEF;PL
mother	الام	mother	أُمّ	N;SG	N;NOM;DEF;SG
culture	الثقافة	culture	ثَقَافَة	N;SG	N;NOM;DEF;SG
culture	ثقافة	culture	ثَقَافَة	N;SG	N;NOM;INDF;SG
spanish	اسبانية	spanish	إِسبَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
spanish	اسباني	spanish	إِسبَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
committee	اللجنة	committee	لَجنَة	N;SG	N;NOM;DEF;SG
committee	لجنة	committee	لَجنَة	N;SG	N;NOM;INDF;SG
things	اشياء	thing	شَيء	N;PL	N;NOM;INDF;PL
things	الاشياء	thing	شَيء	N;PL	N;NOM;DEF;PL
fire	النار	fire	نَار	N;SG	N;NOM;DEF;SG
fire	نار	fire	نَار	N;SG	N;NOM;INDF;SG
fire	حريق	fire	حَرِيق	N;SG	N;NOM;INDF;SG
changed	تغيرت	change	تَغَيَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
gold	الذهب	gold	ذَهَب	N;SG	N;NOM;DEF;SG
female	الانثى	female	أَنثِيّ	N;SG	N;NOM;DEF;SG
female	انثى	female	أَنثَى	N;SG	N;NOM;INDF;SG
female	اناث	female	أَنَاث	N;SG	N;NOM;INDF;SG
months	الاشهر	month	شَهر	N;PL	N;NOM;DEF;PL
months	شهورا	month	شَهر	N;PL	N;ACC;INDF;PL
months	الشهور	month	شَهر	N;PL	N;NOM;DEF;PL
months	اشهر	month	شَهر	N;PL	N;NOM;INDF;PL
months	شهور	month	شَهر	N;PL	N;NOM;INDF;PL
previous	سابق	previous	سَابِق	ADJ	ADJ;NOM;INDF;MASC;SG
previous	السابقة	previous	سَابِق	ADJ	ADJ;NOM;DEF;FEM;SG
size	المقاس	size	مَقَاس	N;SG	N;NOM;DEF;SG
size	الحجم	size	حَجم	N;SG	N;NOM;DEF;SG
size	حجم	size	حَجم	N;SG	N;NOM;INDF;SG
mentioned	ذكرت	mention	ذَكَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
festival	المهرجان	festival	مَهرَجَان	N;SG	N;NOM;DEF;SG
festival	مهرجان	festival	مَهرَجَان	N;SG	N;NOM;INDF;SG
move	التحرك	move	تَحَرُّك	N;SG	N;NOM;DEF;SG
move	تحرك	move	تَحَرُّك	N;SG	N;NOM;INDF;SG
performance	الاداء	performance	أَدَاء	N;SG	N;NOM;DEF;SG
performance	اداء	performance	أَدَاء	N;SG	N;NOM;INDF;SG
standard	قياسي	standard	قِيَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
means	يعنى	mean	عَنَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
means	يعني	mean	عَنَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
give	اعطي	give	أَعطَى	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
training	التدريب	training	تَدرِيب	N;SG	N;NOM;DEF;SG
training	تدريب	training	تَدرِيب	N;SG	N;NOM;INDF;SG
artist	فنان	artist	فَنّ	N;SG	N;NOM;INDF;SG
artist	الفنان	artist	فَنَّان	N;SG	N;NOM;DEF;SG
artist	فنانة	artist	فَنَّانَة	N;SG	N;NOM;INDF;SG
word	كلمة	word	كَلِمَة	N;SG	N;NOM;INDF;SG
word	الكلمة	word	كَلِمَة	N;SG	N;NOM;DEF;SG
primary	الابتدائي	primary	اِبتِدَائِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
primary	الابتدائية	primary	اِبتِدَائِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
announced	اعلن	announce	أَعلَن	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
announced	اعلنت	announce	أَعلَن	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
value	القيمة	value	قِيمَة	N;SG	N;NOM;DEF;SG
value	قيمة	value	قِيمَة	N;SG	N;NOM;INDF;SG
private	الخاص	private	خَاصّ	ADJ	ADJ;NOM;DEF;MASC;SG
private	الخاصة	private	خَاصّ	ADJ	ADJ;NOM;DEF;FEM;SG
private	خاص	private	خَاصّ	ADJ	ADJ;NOM;INDF;MASC;SG
private	خاصة	private	خَاصّ	ADJ	ADJ;ACC;INDF;FEM;SG
artists	للفنانين	artist	لِ	N;PL	N;NOM;DEF;PL
artists	الفنانين	artist	فَنَّان	N;PL	N;NOM;DEF;PL
includes	يشمل	include	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
includes	يتضمن	include	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
includes	تتضمن	include	تَضَمَّن	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
includes	تشمل	include	شَمِل	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
view	عرض	view	عَرض	N;SG	N;NOM;INDF;SG
view	منظر	view	مُنَظِّر	N;SG	N;NOM;INDF;SG
baseball	البيسبول	baseball	بِيسبُول	N;SG	N;NOM;DEF;SG
seven	سبع	seven	سَبعَة	NUM	NUM;NOM;INDF;FEM
seven	سبعة	seven	سَبعَة	NUM	NUM;NOM;INDF;MASC
seven	السبعة	seven	سَبعَة	NUM	NUM;NOM;DEF;MASC
appears	يظهر	appear	ظَهَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
technology	تقنية	technology	تَقنِيَّة	N;SG	N;NOM;INDF;SG
technology	التقنية	technology	تَقنِيَّة	N;SG	N;NOM;DEF;SG
technology	التكنولوجيا	technology	تِكنُولُوجِيَا	N;SG	N;NOM;DEF;SG
technology	تكنولوجيا	technology	تِكنُولُوجِيَا	N;SG	N;NOM;INDF;SG
future	مستقبل	future	مُستَقبَل	N;SG	N;NOM;INDF;SG
future	مستقبلا	future	مُستَقبَل	N;SG	N;ACC;INDF;SG
future	المستقبل	future	مُستَقبَل	N;SG	N;NOM;DEF;SG
formed	تشكلت	form	تَشَكَّل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
formed	شكلت	form	شَكَّل	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
census	التعداد	census	تَعدَاد	N;SG	N;NOM;DEF;SG
images	الصور	image	الصور	N;PL	N;NOM;DEF;PL
images	صور	image	صُورَة	N;PL	N;NOM;INDF;PL
results	النتائج	result	نَتِيجَة	N;PL	N;NOM;DEF;PL
results	نتائج	result	نَتِيجَة	N;PL	N;NOM;INDF;PL
return	العودة	return	عَودَة	N;SG	N;NOM;DEF;SG
return	عودة	return	عَودَة	N;SG	N;NOM;INDF;SG
quality	النوعية	quality	نَوعِيَّة	N;SG	N;NOM;DEF;SG
quality	جودة	quality	جَودَة	N;SG	N;NOM;INDF;SG
quality	الجودة	quality	جَودَة	N;SG	N;NOM;DEF;SG
construction	البناء	construction	بِنَاء	N;SG	N;NOM;DEF;SG
construction	التشييد	construction	تَشيِيد	N;SG	N;NOM;DEF;SG
construction	تشييد	construction	تَشيِيد	N;SG	N;NOM;INDF;SG
construction	بناء	construction	بِنَاء	N;SG	N;ACC;INDF;SG
construction	الانشاء	construction	إِنشَاء	N;SG	N;NOM;DEF;SG
front	واجهة	front	وَاجِهَة	N;SG	N;NOM;INDF;SG
front	جبهة	front	جَبهَة	N;SG	N;NOM;INDF;SG
front	الجبهة	front	جَبهَة	N;SG	N;NOM;DEF;SG
cover	غطاء	cover	غِطَاء	N;SG	N;NOM;INDF;SG
cover	الغطاء	cover	غِطَاء	N;SG	N;NOM;DEF;SG
cover	تغطية	cover	تَغطِيَة	N;SG	N;NOM;INDF;SG
cover	غلاف	cover	غِلَاف	N;SG	N;NOM;INDF;SG
cover	الغلاف	cover	غِلَاف	N;SG	N;NOM;DEF;SG
model	نموذج	model	نَمُوذَج	N;SG	N;NOM;INDF;SG
model	النموذج	model	نَمُوذَج	N;SG	N;NOM;DEF;SG
read	قرات	read	قَرَّة	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
material	مادة	material	مَادَّة	N;SG	N;NOM;INDF;SG
material	المادة	material	مَادَّة	N;SG	N;NOM;DEF;SG
strong	قويا	strong	قَوِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
strong	قوية	strong	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
strong	قوي	strong	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
coach	المدرب	coach	مُدَرِّب	N;SG	N;NOM;DEF;SG
coach	مدرب	coach	مُدَرِّب	N;SG	N;NOM;INDF;SG
organization	منظمة	organization	مُنَظَّمَة	N;SG	N;NOM;INDF;SG
organization	المنظمة	organization	مُنَظَّمَة	N;SG	N;NOM;DEF;SG
organization	التنظيم	organization	تَنظِيم	N;SG	N;NOM;DEF;SG
studies	الدراسات	study	دِرَاسَة	N;PL	N;NOM;DEF;PL
studies	دراسات	study	دِرَاسَة	N;PL	N;NOM;INDF;PL
federal	فيدرالي	federal	فِيدِرَالِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
federal	اتحادية	federal	اِتِّحَادِيَّة	ADJ	ADJ;NOM;INDF;FEM;SG
federal	الاتحادي	federal	اِتِّحَادِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
federal	اتحادي	federal	اِتِّحَادِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
federal	فيدرالية	federal	فِيدِرَالِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
car	السيارة	car	سَيَّارَة	N;SG	N;NOM;DEF;SG
car	سيارة	car	سَيَّارَة	N;SG	N;NOM;INDF;SG
attack	هجوم	attack	هُجُوم	N;SG	N;NOM;INDF;SG
attack	الهجوم	attack	هُجُوم	N;SG	N;NOM;DEF;SG
conference	مؤتمر	conference	مُؤتَمَر	N;SG	N;NOM;INDF;SG
conference	المؤتمر	conference	مُؤتَمَر	N;SG	N;NOM;DEF;SG
study	دراسة	study	دِرَاسَة	N;SG	N;NOM;INDF;SG
study	الدراسة	study	دِرَاسَة	N;SG	N;NOM;DEF;SG
names	اسماء	name	اِسم	N;PL	N;NOM;INDF;PL
names	الاسماء	name	اِسم	N;PL	N;NOM;DEF;PL
writer	الكاتب	writer	كَاتِب	N;SG	N;NOM;DEF;SG
writer	كاتب	writer	كَاتِب	N;SG	N;NOM;INDF;SG
writer	الكاتبة	writer	كَاتِب	N;SG	N;NOM;DEF;SG
characters	احرف	character	احرف	N;PL	N;NOM;INDF;PL
characters	الشخصيات	character	شَخصِيَّة	N;PL	N;NOM;DEF;PL
characters	شخصيات	character	شَخصِيَّة	N;PL	N;NOM;INDF;PL
musical	موسيقية	musical	مُوسِيقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
medical	الطبي	medical	طِبِّيّ	ADJ	ADJ;NOM;DEF;MASC;SG
medical	طبية	medical	طِبِّيّ	ADJ	ADJ;NOM;INDF;FEM;SG
medical	الطبية	medical	طِبِّيّ	ADJ	ADJ;NOM;DEF;FEM;SG
countries	بلدان	country	بَلَد	N;PL	N;NOM;INDF;PL
countries	البلدان	country	بَلَد	N;PL	N;NOM;DEF;PL
countries	الدول	country	دَولَة	N;PL	N;NOM;DEF;PL
past	ماض	past	مَاضِي	N;SG	N;NOM;INDF;SG
writing	كتابة	writing	كِتَابَة	N;SG	N;NOM;INDF;SG
writing	الكتابة	writing	كِتَابَة	N;SG	N;NOM;DEF;SG
makes	يصنع	make	صَنَع	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
makes	يجعل	make	جَعَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
interest	المصلحة	interest	مَصلَحَة	N;SG	N;NOM;DEF;SG
interest	مصلحة	interest	مَصلَحَة	N;SG	N;NOM;INDF;SG
interest	الاهتمام	interest	اِهتِمَام	N;SG	N;NOM;DEF;SG
interest	الفائدة	interest	فَائِدَة	N;SG	N;NOM;DEF;SG
interest	اهتمام	interest	اِهتِمَام	N;SG	N;NOM;INDF;SG
medal	وسام	medal	وَسِيمَة	N;SG	N;NOM;INDF;SG
medal	الميدالية	medal	مِيدَالِيَّة	N;SG	N;NOM;DEF;SG
medal	ميدالية	medal	مِيدَالِيَّة	N;SG	N;NOM;INDF;SG
label	تسمية	label	تَسمِيَة	N;SG	N;NOM;INDF;SG
label	التسمية	label	تَسمِيَة	N;SG	N;NOM;DEF;SG
fair	عادلة	fair	عَادِل	ADJ	ADJ;NOM;INDF;FEM;SG
search	البحث	search	بَحث	N;SG	N;NOM;DEF;SG
reference	المرجع	reference	مَرجِع	N;SG	N;NOM;DEF;SG
reference	مرجع	reference	مَرجِع	N;SG	N;NOM;INDF;SG
removed	ازيلت	remove	أَزَال	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
library	مكتبة	library	مَكتَبَة	N;SG	N;NOM;INDF;SG
library	المكتبة	library	مَكتَبَة	N;SG	N;NOM;DEF;SG
management	ادارة	management	إِدَارَة	N;SG	N;NOM;INDF;SG
management	الادارة	management	إِدَارَة	N;SG	N;NOM;DEF;SG
references	المراجع	reference	المراجع	N;PL	N;NOM;DEF;PL
references	مراجع	reference	مَرجَع	N;PL	N;NOM;INDF;PL
features	الملامح	feature	مَلَامِح	N;PL	N;NOM;DEF;PL
features	سمات	feature	سِمَّة	N;PL	N;NOM;INDF;PL
features	السمات	feature	سَمَة	N;PL	N;NOM;DEF;PL
features	الميزات	feature	مِيزَة	N;PL	N;NOM;DEF;PL
features	ميزات	feature	مِيزَة	N;PL	N;NOM;INDF;PL
navy	البحرية	navy	بَحرِيَّة	N;SG	N;NOM;DEF;SG
sure	متاكد	sure	مُتَأَكِّد	ADJ	ADJ;NOM;INDF;MASC;SG
historical	تاريخي	historical	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
historical	تاريخية	historical	تَارِيخِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
lower	اقل	lower	أَقَلّ	ADJ;CMPR	ADJ;NOM;INDF;MASC;SG
daughter	الابنة	daughter	الابنة	N;SG	N;NOM;DEF;SG
daughter	البنت	daughter	بَنت	N;SG	N;NOM;DEF;SG
daughter	ابنة	daughter	اِبنَة	N;SG	N;NOM;INDF;SG
appointed	عينت	appoint	عَيَّن	V;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
reading	القراءة	reading	قِرَاءَة	N;SG	N;NOM;DEF;SG
reading	قراءة	reading	قِرَاءَة	N;SG	N;NOM;INDF;SG
systems	الانظمة	system	نِظَام	N;PL	N;NOM;DEF;PL
systems	النظم	system	نِظَام	N;PL	N;NOM;DEF;PL
systems	انظمة	system	نِظَام	N;PL	N;NOM;INDF;PL
movement	الحركة	movement	حَرَكَة	N;SG	N;NOM;DEF;SG
movement	حركة	movement	حَرَكَة	N;SG	N;NOM;INDF;SG
specific	محدد	specific	مُحَدَّد	ADJ	ADJ;NOM;INDF;MASC;SG
specific	محددة	specific	مُحَدَّد	ADJ	ADJ;NOM;INDF;FEM;SG
actor	الممثل	actor	مُمَثِّل	N;SG	N;NOM;DEF;SG
actor	ممثل	actor	مُمَثِّل	N;SG	N;NOM;INDF;SG
natural	الطبيعية	natural	طَبِيعِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
natural	الطبيعي	natural	طَبِيعِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
natural	طبيعي	natural	طَبِيعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
natural	طبيعية	natural	طَبِيعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
clear	واضح	clear	وَاضِح	ADJ	ADJ;NOM;INDF;MASC;SG
clear	واضحة	clear	وَاضِح	ADJ	ADJ;NOM;INDF;FEM;SG
coast	الساحل	coast	سَاحِل	N;SG	N;NOM;DEF;SG
got	حصلت	get	حَصَل	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
championships	البطولات	championship	البطولات	N;PL	N;NOM;DEF;PL
championships	بطولات	championship	بُطُولَة	N;PL	N;NOM;INDF;PL
ten	العشرة	ten	عَشَرَة	NUM	NUM;NOM;DEF;MASC
ten	عشرة	ten	عَشَرَة	NUM	NUM;MASC
ten	عشر	ten	عَشَرَة	NUM	NUM;MASC
individual	فرد	individual	فَرد	N;SG	N;NOM;INDF;SG
individual	الفرد	individual	فَرد	N;SG	N;NOM;DEF;SG
designed	صمم	design	صَمَّم	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
designed	صممت	design	صَمَّم	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
rule	القاعدة	rule	قَاعِدَة	N;SG	N;NOM;DEF;SG
rule	قاعدة	rule	قَاعِدَة	N;SG	N;NOM;INDF;SG
lists	قوائم	list	قَائِمَة	N;PL	N;NOM;INDF;PL
lists	القوائم	list	قَائِمَة	N;PL	N;NOM;DEF;PL
thought	اعتقدت	think	اِعتَقَد	V;PST;FIN	V;PFV;FEM;SG;3;ACT
thought	ظننت	think	ظَنَّن	V;PST;FIN	V;PFV;MASC;SG;1;ACT
thought	فكرت	think	فكرت	V;PST;FIN	V;PFV;FEM;SG;3;ACT
hand	اليد	hand	يَد	N;SG	N;NOM;DEF;SG
hand	يد	hand	يَد	N;SG	N;NOM;INDF;SG
needs	احتياجات	need	اِحتِيَاج	N;PL	N;NOM;INDF;PL
needs	الاحتياجات	need	اِحتِيَاج	N;PL	N;NOM;DEF;PL
needs	حاجات	need	حَاجَة	N;PL	N;NOM;INDF;PL
needs	الحاجات	need	حَاجَة	N;PL	N;NOM;DEF;PL
reliable	موثوق	reliable	مَوثُوق	ADJ	ADJ;NOM;INDF;MASC;SG
reliable	موثوقة	reliable	مَوثُوق	ADJ	ADJ;NOM;INDF;FEM;SG
base	القاعدة	base	قَاعِدَة	N;SG	N;NOM;DEF;SG
base	قاعدة	base	قَاعِدَة	N;SG	N;NOM;INDF;SG
capital	العاصمة	capital	عَاصِمَة	N;SG	N;NOM;DEF;SG
capital	عاصمة	capital	عَاصِمَة	N;SG	N;NOM;INDF;SG
valley	الوادي	valley	وَادِي	N;SG	N;NOM;DEF;SG
bank	مصرف	bank	مَصرِف	N;SG	N;NOM;INDF;SG
bank	المصرف	bank	مَصرِف	N;SG	N;NOM;DEF;SG
bank	بنك	bank	بَنك	N;SG	N;NOM;INDF;SG
bank	البنك	bank	بَنك	N;SG	N;NOM;DEF;SG
gave	اعطى	give	أَعطَى	V;IND;PST;FIN	V;PFV;MASC;SG;3;ACT
gave	اعطيت	give	أَعطَى	V;IND;PST;FIN	V;PFV;FEM;SG;3;PASS
energy	طاقة	energy	طَاقَة	N;SG	N;NOM;INDF;SG
energy	الطاقة	energy	طَاقَة	N;SG	N;NOM;DEF;SG
leader	زعيم	leader	زَعِيم	N;SG	N;NOM;INDF;SG
leader	قائد	leader	قَائِد	N;SG	N;NOM;INDF;SG
active	نشطة	active	نَشَاط	ADJ	ADJ;NOM;INDF;FEM;SG
active	نشط	active	نَشِط	ADJ	ADJ;NOM;INDF;MASC;SG
block	كتلة	block	كُتلَة	N;SG	N;NOM;INDF;SG
block	حظر	block	حَظر	N;SG	N;NOM;INDF;SG
bridge	الجسر	bridge	جِسر	N;SG	N;NOM;DEF;SG
bridge	جسر	bridge	جِسر	N;SG	N;NOM;INDF;SG
families	العائلات	family	عَائِلَة	N;PL	N;NOM;DEF;PL
families	الاسر	family	أُسرَة	N;PL	N;NOM;DEF;PL
families	العوائل	family	عَائِلَة	N;PL	N;NOM;DEF;PL
families	عائلات	family	عَائِلَة	N;PL	N;NOM;INDF;PL
changes	تغيرات	change	تَغَيُّر	N;PL	N;NOM;INDF;PL
changes	تغييرات	change	تَغيِير	N;PL	N;NOM;INDF;PL
changes	التغييرات	change	تَغيِير	N;PL	N;NOM;DEF;PL
changes	التغيرات	change	تَغَيُّر	N;PL	N;NOM;DEF;PL
