この	این	この	این	DET	DET
青年	جوانی	青年	جوانی	N	N;SG
青年	جوانان	青年	جوان	N	N;PL
小惑星	سیارکها	小惑星	سیارک	N	N;PL
用語	ترم	用語	ترم	N	N;SG
用語	اصطلاح	用語	None	N	N;SG
用語	شروط	用語	شروط	N	N;SG
用語	اصطلاحات	用語	اصطلاح	N	N;PL
用語	شرایط	用語	شرایط	N	N;PL
用語	عبارات	用語	عبارت	N	N;PL
用語	اصطلاحات	用語	اصطلاح	N	N;PL
前身	اسبق	前身	اسبق	N	N;SG
姉妹	خواهران	姉妹	خواهر	N	N;PL
姉妹	خواهر	姉妹	None	N	N;SG
姉妹	خواهری	姉妹	خواهر	N	N;SG
姉妹	خواهرش	姉妹	خواهرش	N	N;SG
小さな	کوچک	小さな	کوچک	ADJ	ADJ
テン	سمور	テン	سمور	N	N;SG
イオン	یون	イオン	یون	N	N;SG
イオン	یونی	イオン	یونی	N	N;SG
仲間	همنشین	仲間	همنشین	N	N;SG
仲間	همدم	仲間	همدم	N	N;SG
仲間	همنشینی	仲間	همنشینی	N	N;SG
ジャック	جک	ジャック	جک	N	N;SG
ソロ	سولو	ソロ	سولو	N	N;SG
フィールド	فیلد	フィールド	None	N	N;SG
フィールド	حوزه	フィールド	حوزه	N	N;SG
フィールド	فیلدز	フィールド	فیلدز	N	N;SG
フィールド	مزارع	フィールド	مزرعه	N	N;PL
キロ	کیلومتر	キロ	کیلومتر	N	N;SG
キロ	کیلو	キロ	None	N	N;SG
福祉	رفاه	福祉	رفاه	N	N;SG
レポート	گزارش	レポート	گزارش	N	N;SG
レポート	گزارشها	レポート	گزارش	N	N;PL
要素	عناصری	要素	عناصر	N	N;PL
要素	عناصر	要素	عنصر	N	N;PL
要素	عنصر	要素	عنصر	N	N;SG
市町村	شهرهای	市町村	شهر	N	N;PL
市町村	دهستانهای	市町村	دهستان	N	N;PL
ブラ	bra	ブラ	bra	N	N;SG
ブラ	سوتین	ブラ	سوتین	N	N;SG
衛星	ماهواره	衛星	ماهواره	N	N;SG
衛星	ماهوارهای	衛星	ماهوار	N	N;PL
性能	عملکرد	性能	عملکرد	N	N;SG
性能	اجرا	性能	اجرا	N	N;SG
性能	کارایی	性能	کارایی	N	N;SG
カメラ	دوربین	カメラ	دوربین	N	N;SG
カメラ	دوربینها	カメラ	دوربین	N	N;PL
役割	نقشی	役割	نقش	N	N;SG
役割	رل	役割	رل	N	N;SG
役割	نقش	役割	نقش	N	N;SG
ティー	tee	ティー	tee	N	N;SG
ワイド	پهناور	ワイド	پهناور	N	N;SG
ワイド	پهنا	ワイド	پهنا	N	N;SG
ワイド	وسیع	ワイド	وسیع	N	N;SG
講師	سخنران	講師	سخنران	N	N;SG
講師	instructor	講師	instructor	N	N;SG
講師	مدرس	講師	مدرس	N	N;SG
サブ	ساب	サブ	ساب	N	N;SG
サブ	فرعی	サブ	فرعی	N	N;SG
読み	بخوان	読む	None	V	V;IMP;SG;2
読み	خوانده	読む	خواند#خوان	V	V;SG;3;V.PTCP
読み	بخوانند	読む	خواند#خوان	V	V;SBJV;PL;3;PRS
読み	بخوانید	読む	خواند#خوان	V	V;SBJV;PL;2;PRS
コレクション	مجموعۀ	コレクション	مجموعۀ	N	N;SG
コレクション	مجموعه	コレクション	مجموعه	N	N;SG
犯罪	جرم	犯罪	جرم	N	N;SG
犯罪	جنایت	犯罪	جنایت	N	N;SG
犯罪	جرایم	犯罪	None	N	N;PL
犯罪	جُرم	犯罪	جُرم	N	N;SG
大陸	قاره	大陸	None	N	N;SG
大陸	قاره	大陸	None	N	N;SG
画面	پرده	画面	پرده	N	N;SG
医師	پزشکان	医師	پزشک	N	N;PL
医師	پزشک	医師	پزشک	N	N;SG
医師	پزشکان	医師	پزشک	N	N;PL
医師	دکترای	医師	دکترای	N	N;SG
医師	دکترا	医師	دکترا	N	N;SG
医師	دکترها	医師	دکتر	N	N;PL
医師	پزشکان	医師	پزشک	N	N;PL
医師	دکتری	医師	دکتری	N	N;SG
医師	داکتر	医師	داکتر	N	N;SG
医師	دکتر	医師	دکتر	N	N;SG
国会	مجلس	国会	مجلس	N	N;SG
国会	پارلمان	国会	پارلمان	N	N;SG
国会	رژیم	国会	رژیم	N	N;SG
国会	رژیمی	国会	رژیم	N	N;SG
インタビュー	مصاحبه	インタビュー	مصاحبه	N	N;SG
インタビュー	مصاحبه	インタビュー	مصاحبه	N	N;SG
マガジン	مجله	マガジン	مجله	N	N;SG
生命	زندگى	生命	زندگى	N	N;SG
生命	زندگی	生命	زندگی	N	N;SG
コミュニティ	جوامع	コミュニティ	جامعه	N	N;PL
コミュニティ	اجتماعات	コミュニティ	اجتماع	N	N;PL
コミュニティ	اجتماع	コミュニティ	None	N	N;SG
コミュニティ	ملتی	コミュニティ	ملت	N	N;SG
コミュニティ	جامعه	コミュニティ	جامعه	N	N;SG
コミュニティ	انجمن	コミュニティ	انجمن	N	N;SG
コミュニティ	امت	コミュニティ	امت	N	N;SG
弁護士	وکیل	弁護士	وکیل	N	N;SG
弁護士	وکلا	弁護士	None	N	N;PL
弁護士	وکیل	弁護士	وکیل	N	N;SG
危険	خطرناک	危険	خطرناک	ADJ	ADJ
健康	تندرست	健康	تندرست	ADJ	ADJ
健康	سالم	健康	سالم	ADJ	ADJ
設備	امکانات	設備	امکان	N	N;PL
設備	تأسیسات	設備	تأسیسات	N	N;SG
価格	قیمتها	価格	قیمت	N	N;PL
価格	قیمتش	価格	قیمتش	N	N;SG
価格	بهای	価格	None	N	N;SG
価格	پرایس	価格	پرایس	N	N;SG
価格	بهایی	価格	بهایی	N	N;SG
価格	قیمتی	価格	None	N	N;SG
価格	قیمت	価格	قیمت	N	N;SG
アニメーション	پویانمایی	アニメーション	پویانمایی	N	N;SG
アニメーション	انیمیشن	アニメーション	انیمیشن	N	N;SG
アニメーション	پویانمایی	アニメーション	پویانمایی	N	N;SG
参考	ارجاع	参考	None	N	N;SG
参考	مرجع	参考	None	N	N;SG
カン	کنگ	カン	کرد#کن	N	N;SG
カン	کانگ	カン	کانگ	N	N;SG
工学	مهندسی	工学	مهندسی	N	N;SG
タン	تن	タン	تن	N	N;SG
タン	برنزه	タン	برنزه	N	N;SG
母親	مادرها	母親	None	N	N;PL
母親	مادران	母親	None	N	N;PL
母親	مادر	母親	مادر	N	N;SG
母親	مادری	母親	مادر	N	N;SG
専攻	ماژور	専攻	ماژور	N	N;SG
専攻	سرگرد	専攻	سرگرد	N	N;SG
ドア	درها	ドア	در	N	N;PL
順位	پایگاههای	順位	پایگاه	N	N;PL
数学	ریاضی	数学	ریاضی	N	N;SG
数学	ریاضیات	数学	ریاضی	N	N;SG
数学	ریاضی	数学	ریاضی	N	N;SG
数学	ریاضیات	数学	ریاضی	N	N;SG
数学	math	数学	math	N	N;SG
配給	جیره	配給	جیره	N	N;SG
信号	سیگنالهای	信号	سیگنال	N	N;PL
信号	انتن	信号	انتن	N	N;SG
信号	سیگنال	信号	سیگنال	N	N;SG
信号	علامت	信号	None	N	N;SG
ダイレクト	دایرکت	ダイレクト	دایرکت	N	N;SG
ダイレクト	direct	ダイレクト	None	N	N;SG
ゴール	اهداف	ゴール	هدف	N	N;PL
ゴール	گل	ゴール	گل	N	N;SG
ゴール	هدف	ゴール	هدف	N	N;SG
ミス	خانم	ミス	خانم	N	N;SG
ミス	بانو	ミス	بانو	N	N;SG
ミス	دوشیزه	ミス	دوشیزه	N	N;SG
動画	ویدیویی	動画	ویدیویی	N	N;SG
動画	ویدئویی	動画	ویدئویی	N	N;SG
動画	ویدیوی	動画	ویدیو	N	N;SG
動画	ویدئو	動画	ویدئو	N	N;SG
動画	ویدیو	動画	ویدیو	N	N;SG
動画	ویدئوی	動画	ویدئوی	N	N;SG
動画	ویدئوهای	動画	ویدئو	N	N;PL
動画	ویدیو	動画	ویدیو	N	N;SG
動画	ویدیوها	動画	ویدیو	N	N;PL
動画	ویدیوهای	動画	ویدیو	N	N;PL
広告	تبلیغات	広告	تبلیغ	N	N;PL
広告	تبلیغاتی	広告	تبلیغ	N	N;SG
広告	آگهی	広告	آگه	N	N;SG
広告	آگهی	広告	آگه	N	N;SG
広告	تبلیغ	広告	تبلیغ	N	N;SG
ユダヤ	یهودیه	ユダヤ	یهودیه	N	N;SG
入口	ورودی	入口	ورودی	N	N;SG
入口	مدهوش	入口	مدهوش	N	N;SG
チャンピオン	قهرمان	チャンピオン	قهرمان	N	N;SG
チャンピオン	پهلوان	チャンピオン	None	N	N;SG
チャンピオン	champion	チャンピオン	None	N	N;SG
チャンピオン	قهرمانان	チャンピオン	قهرمان	N	N;PL
日記	نشریات	日記	نشریه	N	N;PL
日記	مجلات	日記	مجله	N	N;PL
日記	ژورنال	日記	ژورنال	N	N;SG
日記	مجله	日記	مجله	N	N;SG
日記	نشریه	日記	نشریه	N	N;SG
セル	سلول	セル	سلول	N	N;SG
セル	یاخته	セル	یاخت#یاز	N	N;SG
セル	سلولهای	セル	None	N	N;PL
セル	سلول	セル	سلول	N	N;SG
セル	سلولها	セル	None	N	N;PL
有効	معتبر	有効	معتبر	ADJ	ADJ
歌詞	شعر	歌詞	شعر	N	N;SG
歌詞	شعرای	歌詞	شاعر	N	N;PL
サイ	کرگدن	サイ	کرگدن	N	N;SG
サイ	رینو	サイ	None	N	N;SG
パワー	قدرت	パワー	قدرت	N	N;SG
パワー	پاور	パワー	پاور	N	N;SG
パワー	توان	パワー	توان	N	N;SG
パワー	power	パワー	power	N	N;SG
パワー	قدرتش	パワー	قدرتش	N	N;SG
アーティスト	هنرمندان	アーティスト	هنرمند	N	N;PL
アーティスト	هنرمند	アーティスト	هنرمند	N	N;SG
アーティスト	artist	アーティスト	None	N	N;SG
アーティスト	هنرمندی	アーティスト	هنرمند	N	N;SG
食品	غذایی	食品	غذا	N	N;SG
食品	خوراک	食品	خوراک	N	N;SG
食品	غذا	食品	غذا	N	N;SG
午後	عصر	午後	عصر	N	N;SG
ステーション	پاسگاه	ステーション	پاسگاه	N	N;SG
ステーション	ایستگاه	ステーション	ایستگاه	N	N;SG
戦艦	نبردناو	戦艦	نبردناو	N	N;SG
騎士	شوالیه	騎士	شوالیه	N	N;SG
騎士	نایت	騎士	نایت	N	N;SG
音声	صدا	音声	صدا	N	N;SG
音声	صدای	音声	صدا	N	N;SG
音声	صدا	音声	صدا	N	N;SG
音声	سخنرانی	音声	سخنرانی	N	N;SG
音声	گفتار	音声	گفتار	N	N;SG
うた	اوتا	うた	آوت	N	N;SG
ティン	تینگ	ティン	تینگ	N	N;SG
遺産	میراث	遺産	میراث	N	N;SG
遺産	ارث	遺産	ارث	N	N;SG
権利	حقوق	権利	حق	N	N;PL
バンク	بنک	バンク	بنک	N	N;SG
バンク	بانک	バンク	بانک	N	N;SG
スコア	نمره	スコア	نمره	N	N;SG
スコア	امتیاز	スコア	امتیاز	N	N;SG
スコア	امتیازهای	スコア	امتیاز	N	N;PL
スコア	امتیازات	スコア	امتیاز	N	N;PL
スコア	نمرات	スコア	نمرت	N	N;PL
スコア	نمره	スコア	نمره	N	N;SG
スペース	فضاهای	スペース	فضا	N	N;PL
スペース	فضای	スペース	فضا	N	N;SG
スペース	فضا	スペース	فضا	N	N;SG
スペース	فضایی	スペース	فضا	N	N;SG
スペース	فاصله	スペース	فاصله	N	N;SG
潜水艦	زیردریایی	潜水艦	زیردریایی	N	N;SG
人生	زندگى	人生	زندگى	N	N;SG
人生	زندگی	人生	زندگی	N	N;SG
証券	سکوریتیز	証券	سکوریتیز	N	N;SG
ウェブ	سایت	ウェブ	سایت	N	N;SG
ウェブ	وبگاه	ウェブ	وبگاه	N	N;SG
ウェブ	وبسایت	ウェブ	وبسایت	N	N;SG
ウェブ	وبسایتهای	ウェブ	وبسایت	N	N;PL
エピソード	قسمتهای	エピソード	قسمت	N	N;PL
エピソード	قسمت	エピソード	قسمت	N	N;SG
エピソード	اپیزود	エピソード	اپیزود	N	N;SG
イラスト	تصویرسازی	イラスト	تصویرسازی	N	N;SG
すでに	قبلا	すでに	None	ADV	ADV
収容	تعهد	収容	تعهد	N	N;SG
収容	التزام	収容	التزام	N	N;SG
収容	بازداشت	収容	بازداشت	N	N;SG
希望	امیدوارم	希望	امتدوارم	V	V;SG;1;PRS
航空機	هواپیمای	航空機	هواپیما	N	N;SG
航空機	هواگرد	航空機	هواگرد	N	N;SG
マシン	ماشینی	マシン	ماشینی	N	N;SG
マシン	ماشین	マシン	ماشین	N	N;SG
マシン	دستگاه	マシン	دستگاه	N	N;SG
練習	تمرین	練習	تمرین	N	N;SG
ソフトウェア	نرمافزار	ソフトウェア	نرمافزار	N	N;SG
燃料	سوخت	燃料	سوخت	N	N;SG
燃料	سوختهای	燃料	سوخت	N	N;PL
古い	کهنه	古い	کهنه	ADJ	ADJ
領域	منطقه	領域	منطقه	N	N;SG
領域	مساحت	領域	مساحت	N	N;SG
領域	ناحیه	領域	ناحیه	N	N;SG
防御	دفاعی	防御	دفاعی	N	N;SG
防御	دفاع	防御	دفاع	N	N;SG
防御	دفاع	防御	دفاع	N	N;SG
天使	فرشتگان	天使	فرشته	N	N;PL
天使	آنجل	天使	آنجل	N	N;SG
天使	فرشته	天使	فرشته	N	N;SG
天使	انجل	天使	انجل	N	N;SG
無料	free	無料	free	N	N;SG
無料	آزادی	無料	آزادی	N	N;SG
無料	رایگان	無料	None	N	N;SG
無料	آزاده	無料	آزاده	N	N;SG
ビジネス	تجارت	ビジネス	تجارت	N	N;SG
ビジネス	کسب	ビジネス	کسب	N	N;SG
ビジネス	b	ビジネス	b	N	N;SG
ジャンプ	جهش	ジャンプ	None	N	N;SG
ジャンプ	پرش	ジャンプ	None	N	N;SG
ジャンプ	پرشی	ジャンプ	پرشی	N	N;SG
ジャンプ	جهش	ジャンプ	None	N	N;SG
友人	دوست	友人	دوست	N	N;SG
友人	دوستی	友人	دوستی	N	N;SG
傾向	گرایش	傾向	گرایش	N	N;SG
自転車	دوچرخه	自転車	دوچرخه	N	N;SG
自転車	دوچرخه	自転車	دوچرخه	N	N;SG
自転車	موتور	自転車	موتور	N	N;SG
自転車	دوچرخه	自転車	دوچرخه	N	N;SG
動き	حرکات	動き	None	N	N;PL
銀河	کهکشان	銀河	کهکشان	N	N;SG
銀河	گلکسی	銀河	گلکسی	N	N;SG
モンスター	هیولا	モンスター	هیولا	N	N;SG
アカウント	حساب	アカウント	حساب	N	N;SG
アカウント	حسابهای	アカウント	حساب	N	N;PL
フィルム	فیلم	フィルム	فیلم	N	N;SG
ロケット	راکت	ロケット	راکت	N	N;SG
ロケット	موشک	ロケット	موشک	N	N;SG
低い	کم	低い	کم	ADJ	ADJ
兵器	سلاح	兵器	سلاح	N	N;PL
ウェイ	راه	ウェイ	راه	N	N;SG
サイド	پهلو	サイド	پهلو	N	N;SG
サイド	طرف	サイド	طرف	N	N;SG
ラブ	دوست	ラブ	دوست	N	N;SG
ラブ	عشق	ラブ	عشق	N	N;SG
ラブ	عشقی	ラブ	None	N	N;SG
ラブ	عاشق	ラブ	عاشق	N	N;SG
株式	سهم	株式	سهم	N	N;SG
株式	اشتراک	株式	اشتراک	N	N;SG
株式	سهام	株式	سهم	N	N;PL
株式	موجودی	株式	None	N	N;SG
株式	سهام	株式	سهم	N	N;PL
収入	درآمد	収入	درآمد	N	N;SG
収入	درآمدی	収入	درآمدی	N	N;SG
収入	درآمد	収入	درآمد	N	N;SG
惑星	سیاره	惑星	سیاره	N	N;SG
惑星	سیارات	惑星	سیاره	N	N;PL
目標	اهداف	目標	هدف	N	N;PL
しばしば	اغلب	しばしば	اغلب	ADV	ADV
裁判所	دادگاه	裁判所	دادگاه	N	N;SG
裁判所	دربار	裁判所	دربار	N	N;SG
裁判所	دادگاههای	裁判所	دادگاه	N	N;SG
自治	خودمختاری	自治	خودمختاری	N	N;SG
バイ	خداحافظ	バイ	خداحافظ	N	N;SG
テスト	آزمون	テスト	آزمون	N	N;SG
テスト	آزمایش	テスト	آزمایش	N	N;SG
テスト	تست	テスト	None	N	N;SG
テスト	آزمونهای	テスト	آزمون	N	N;PL
テスト	آزمون	テスト	آزمون	N	N;SG
テスト	آزمودن	テスト	آزمودن	N	N;SG
テスト	آزمایش	テスト	آزمایش	N	N;SG
テスト	تست	テスト	None	N	N;SG
物質	مادهای	物質	ماد	N	N;PL
物質	اموال	物質	مال	N	N;PL
画家	نقاش	画家	نقاش	N	N;SG
書籍	کتابها	書籍	کتاب	N	N;PL
書籍	کتاب	書籍	کتاب	N	N;SG
書籍	کتابهای	書籍	کتاب	N	N;PL
大きい	بزرگ	大きい	بزرگ	ADJ	ADJ
大きい	درشت	大きい	درشت	ADJ	ADJ
大きい	بزرگ	大きい	بزرگ	ADJ	ADJ
ハート	قلبی	ハート	قلبی	N	N;SG
ハート	دل	ハート	دل	N	N;SG
ハート	قلب	ハート	قلب	N	N;SG
ハート	هارت	ハート	هارت	N	N;SG
メン	مردانی	メン	مردانی	N	N;PL
メン	مردها	メン	مرد	N	N;PL
メン	مردان	メン	مرد	N	N;PL
治療	درمانی	治療	درمان	N	N;SG
治療	معالجه	治療	معالجه	N	N;SG
治療	درمان	治療	درمان	N	N;SG
治療	معالجه	治療	معالجه	N	N;SG
治療	درمان	治療	درمان	N	N;SG
観客	تماشاچیان	観客	تماشاچی	N	N;PL
観客	تماشاگران	観客	تماشاگر	N	N;PL
観客	حضار	観客	حضار	N	N;PL
観客	مخاطب	観客	مخاطب	N	N;SG
観客	تماشاگران	観客	تماشاگر	N	N;PL
観客	مخاطبین	観客	مخاطب	N	N;PL
免許	گواهینامه	免許	گواهینامه	N	N;SG
免許	مجوز	免許	مجوز	N	N;SG
免許	جواز	免許	جواز	N	N;SG
装甲	زره	装甲	زره	N	N;SG
装甲	زره	装甲	زره	N	N;SG
寺院	پرستشگاه	寺院	پرستشگاه	N	N;SG
寺院	عبادتگاه	寺院	عبادتگاه	N	N;SG
寺院	معبد	寺院	None	N	N;SG
寺院	تمپل	寺院	تمپل	N	N;SG
寺院	معابد	寺院	معابد	N	N;PL
青春	جوانی	青春	جوانی	N	N;SG
青春	جوانان	青春	جوان	N	N;PL
背景	زمینه	背景	زمینه	N	N;SG
アート	art	アート	art	N	N;SG
アート	هنر	アート	هنر	N	N;SG
アート	آرت	アート	آرت	N	N;SG
規格	استانداردها	規格	استاندارد	N	N;PL
規格	استانداردهای	規格	استاندارد	N	N;PL
形状	شکلها	形状	شکل	N	N;PL
形状	شکل	形状	شکل	N	N;SG
シアター	تئاتر	シアター	None	N	N;PL
シアター	theater	シアター	theater	N	N;SG
知事	حاکم	知事	حاکم	N	N;SG
知事	فرماندار	知事	فرماندار	N	N;SG
キリスト	کریستین	キリスト	کریستین	N	N;SG
キリスト	کریستیان	キリスト	کریستی	N	N;SG
キリスト	مسیحی	キリスト	مسیحی	N	N;SG
キリスト	کریستن	キリスト	کریستن	N	N;SG
キリスト	مسیحیت	キリスト	مسیحیت	N	N;SG
マスター	master	マスター	master	N	N;SG
マスター	استادی	マスター	استاد	N	N;SG
マスター	ارباب	マスター	ارباب	N	N;SG
マスター	استاد	マスター	استاد	N	N;SG
オール	پارو	オール	پارو	N	N;SG
最近	تازگی	最近	تازگی	N	N;SG
インター	تبادل	インター	تبادل	N	N;SG
アウト	برون	アウト	برون	N	N;SG
スクール	مدرسه	スクール	مدرسه	N	N;SG
スクール	مکتب	スクール	مکتب	N	N;SG
事務	امور	事務	امر	N	N;PL
大佐	سرهنگ	大佐	سرهنگ	N	N;SG
ブック	کتاب	ブック	کتاب	N	N;SG
ブック	کتابی	ブック	کتاب	N	N;SG
軍団	لشگر	軍団	لشگر	N	N;SG
軍団	تفنگداران	軍団	تفنگدار	N	N;PL
中間	میانجی	中間	میانجی	N	N;SG
中間	واسطه	中間	واسطه	N	N;SG
中間	میانی	中間	None	N	N;SG
アクション	کنش	アクション	None	N	N;SG
アクション	اکشن	アクション	اکشن	N	N;SG
アクション	اقدام	アクション	اقدام	N	N;SG
アクション	عمل	アクション	عمل	N	N;SG
アクション	کنش	アクション	None	N	N;SG
金属	متال	金属	متال	N	N;SG
金属	فلز	金属	فلز	N	N;SG
金属	فلزی	金属	فلزی	N	N;SG
金属	فلزات	金属	فلز	N	N;PL
金属	قلیایی	金属	قلیایی	N	N;SG
古墳	کوفون	古墳	کوفون	N	N;SG
古墳	گورپشته	古墳	گورپشته	N	N;SG
トーク	حرف	トーク	حرف	N	N;SG
バラ	رز	バラ	رز	N	N;SG
バラ	رُز	バラ	رُز	N	N;SG
ボス	رییس	ボス	رییس	N	N;SG
ボス	رئیس	ボス	رئیس	N	N;SG
戦略	استراتژی	戦略	استراتژی	N	N;SG
戦略	راهبرد	戦略	راهبرد	N	N;SG
ゴールデン	زرین	ゴールデン	None	N	N;SG
ゴールデン	گلدن	ゴールデン	گلدن	N	N;SG
ゴールデン	طلائی	ゴールデン	طلایی	N	N;SG
クロス	صلیب	クロス	صلیب	N	N;SG
クロス	کراس	クロス	کراس	N	N;SG
クロス	عبور	クロス	عبور	N	N;SG
スケート	اسکیت	スケート	اسکیت	N	N;SG
関数	کارکرد	関数	None	N	N;SG
関数	تابع	関数	None	N	N;SG
関数	توابع	関数	توابع	N	N;SG
ガール	دختری	ガール	None	N	N;SG
ガール	دختر	ガール	دختر	N	N;SG
職員	کارمند	職員	کارمند	N	N;SG
職員	کارکنان	職員	کارکن	N	N;PL
職員	پرسنل	職員	پرسنل	N	N;PL
ポート	درگاه	ポート	درگاه	N	N;SG
ポート	بندر	ポート	بندر	N	N;SG
ポート	بنادر	ポート	بندر	N	N;PL
検査	کنکور	検査	کنکور	N	N;SG
検査	معاینه	検査	معاینه	N	N;SG
検査	تفتیش	検査	تفتیش	N	N;SG
検査	بازرسی	検査	بازرسی	N	N;SG
ホワイト	سپید	ホワイト	سپید	N	N;SG
ホワイト	وایت	ホワイト	وایت	N	N;SG
ミックス	مخلوط	ミックス	مخلوط	N	N;SG
ミックス	مختلط	ミックス	مختلط	N	N;SG
ミックス	اختلاط	ミックス	اختلاط	N	N;SG
ミックス	مخلوط	ミックス	مخلوط	N	N;SG
ミックス	میکس	ミックス	میکس	N	N;SG
資金	وجوه	資金	وجوه	N	N;PL
演劇	تئاتر	演劇	None	N	N;PL
演劇	theater	演劇	theater	N	N;SG
演劇	سینماها	演劇	سینما	N	N;PL
演劇	تئاتر	演劇	None	N	N;PL
金曜日	آدینه	金曜日	آدینه	N	N;SG
金曜日	جمعه	金曜日	جمعه	N	N;SG
ライフ	زندگى	ライフ	زندگى	N	N;SG
ライフ	زندگی	ライフ	زندگی	N	N;SG
大使	سفیر	大使	سفیر	N	N;SG
大使	کبیری	大使	کبیر	N	N;SG
大使	سفیران	大使	سفیر	N	N;PL
広場	مربع	広場	مربع	N	N;SG
広場	میدان	広場	میدان	N	N;SG
ビッグ	بیگ	ビッグ	بیگ	N	N;SG
ビッグ	b	ビッグ	b	N	N;SG
ビッグ	بزرگی	ビッグ	بزرگی	N	N;SG
ヤング	جوان	ヤング	جوان	N	N;SG
ヤング	یانگ	ヤング	یانگ	N	N;SG
ヤング	جوون	ヤング	جوون	N	N;SG
ヤング	یونگ	ヤング	یونگ	N	N;SG
常に	همیشه	常に	همیشه	ADV	ADV
振興	پیشرفت	振興	پیشرفت	N	N;SG
振興	ترقی	振興	ترقی	N	N;SG
売上	فروش	売上	فروش	N	N;SG
重	تکثیر	重	تکثیر	N	N;SG
重	همپوشانی	重	همپوشانی	N	N;SG
概念	مفهومی	概念	مفهوم	N	N;SG
概念	مفهوم	概念	مفهوم	N	N;SG
概念	مفاهیم	概念	مفهوم	N	N;PL
パート	جزء	パート	جزء	N	N;SG
パート	قسمت	パート	قسمت	N	N;SG
パート	پارت	パート	پارت	N	N;SG
危機	بحرانها	危機	بحران	N	N;PL
危機	بحرانی	危機	بحرانی	N	N;SG
危機	بحران	危機	بحران	N	N;SG
ドライバー	رانندگان	ドライバー	راننده	N	N;PL
ドライバー	راننده	ドライバー	راننده	N	N;SG
ドライバー	گرداننده	ドライバー	گرداننده	N	N;SG
トーナメント	مسابقات	トーナメント	مسابقه	N	N;PL
トーナメント	تورنومنت	トーナメント	تورنومنت	N	N;SG
トーナメント	تورنمنت	トーナメント	تورنمنت	N	N;SG
根拠	مناطقی	根拠	منطقه	N	N;PL
ホームページ	آغازه	ホームページ	آغازه	N	N;SG
ビット	بیت	ビット	بیت	N	N;SG
ビット	ذره	ビット	ذره	N	N;SG
日曜日	ساندی	日曜日	ساند#سان	N	N;SG
日曜日	یکشنبه	日曜日	یکشنبه	N	N;SG
国王	پادشاه	国王	پادشاه	N	N;SG
国王	کینگ	国王	کینگ	N	N;SG
国王	شاه	国王	شاه	N	N;SG
パス	راه	パス	راه	N	N;SG
パス	مسیر	パス	مسیر	N	N;SG
パス	مسیرها	パス	مسیر	N	N;PL
パス	راههای	パス	راه	N	N;PL
パス	گذری	パス	گذری	N	N;SG
パス	مجالس	パス	مجالس	N	N;PL
パス	گذر	パス	None	N	N;SG
パス	عبور	パス	عبور	N	N;SG
パス	پاس	パス	پاس	N	N;SG
ミュージシャン	نوازنده	ミュージシャン	نوازنده	N	N;SG
ミュージシャン	musician	ミュージシャン	musician	N	N;SG
ミュージシャン	موسیقیدان	ミュージシャン	موسیقید	N	N;SG
ミュージシャン	نوازنده	ミュージシャン	نوازنده	N	N;SG
ミュージシャン	نوازندگان	ミュージシャン	None	N	N;PL
リーダー	خوانندگان	リーダー	خواننده	N	N;PL
リーダー	لیدر	リーダー	لیدر	N	N;SG
リーダー	رهبر	リーダー	رهبر	N	N;SG
リーダー	ریدر	リーダー	ریدر	N	N;SG
リーダー	خواننده	リーダー	خواننده	N	N;SG
リーダー	خوانندگان	リーダー	خواننده	N	N;PL
与える	بده	与える	داد#ده	V	V;IMP;SG;2
高度	ارتفاع	高度	ارتفاع	N	N;SG
テニス	تنیس	テニス	تنیس	N	N;SG
結合	باند	結合	باند	N	N;SG
結合	پیوند	結合	پیوند	N	N;SG
知識	دانش	知識	دانش	N	N;SG
知識	آگاهی	知識	آگاهی	N	N;SG
知識	علم	知識	علم	N	N;SG
知識	معرفت	知識	معرفت	N	N;SG
ライセンス	گواهینامه	ライセンス	گواهینامه	N	N;SG
ライセンス	مجوز	ライセンス	مجوز	N	N;SG
ライセンス	جواز	ライセンス	جواز	N	N;SG
メール	نامۀ	メール	نامۀ	N	N;SG
メール	نامه	メール	نامه	N	N;SG
生涯	عمری	生涯	عمر	N	N;SG
生涯	عمره	生涯	عمره	N	N;SG
実績	دستاوردهای	実績	دستاورد	N	N;PL
実績	دستاوردهای	実績	دستاورد	N	N;PL
実績	کامیابی	実績	کامیابی	N	N;SG
バスケット	b	バスケット	b	N	N;SG
バスケット	بسکتبال	バスケット	بسکتبال	N	N;SG
新規	نو	新規	نو	ADJ	ADJ
新規	جدید	新規	جدید	ADJ	ADJ
土曜日	شنبه	土曜日	شنبه	N	N;SG
端末	ترمینال	端末	ترمینال	N	N;SG
端末	پایانه	端末	پایانه	N	N;SG
事情	شرایطی	事情	شرایط	N	N;PL
事情	شرایط	事情	شرایط	N	N;PL
都道府県	حالت	都道府県	حالت	N	N;SG
都道府県	استیت	都道府県	استیت	N	N;SG
都道府県	دولت	都道府県	دولت	N	N;SG
都道府県	وضعیت	都道府県	وضعیت	N	N;SG
都道府県	ایالت	都道府県	ایالت	N	N;SG
隊長	کاپیتان	隊長	کاپیت	N	N;SG
隊長	سروان	隊長	سروان	N	N;SG
隊長	ناخدا	隊長	ناخدا	N	N;SG
悪魔	شیطان	悪魔	شیطان	N	N;SG
悪魔	خبیث	悪魔	خبیث	N	N;SG
悪魔	اهریمن	悪魔	اهریمن	N	N;SG
判決	قضاوت	判決	قضاوت	N	N;SG
判決	حکم	判決	حکم	N	N;SG
