偵查	prieskum	偵查	prieskum	N	N;INAN;NOM;MASC;SG
草坪	trávnik	草坪	trávnik	N	N;INAN;NOM;MASC;SG
草坪	trávniky	草坪	trávnik	N	N;INAN;NOM;MASC;PL
編譯	zostaviť	編譯	zostaviť	V	V;PFV;POS;NFIN
編譯	zostavujú	編譯	zostavovať	V	V;IPFV;IND;PL;3;POS;PRS;FIN
鉛	vedenia	鉛	vedenie	N	N;NOM;NEUT;PL
鉛	vedúci	鉛	vedúci	N	N;ANIM;NOM;MASC;SG
鉛	olovo	鉛	olovo	N	N;NOM;NEUT;SG
鉛	vedenie	鉛	vedenie	N	N;NOM;NEUT;SG
鞭	bič	鞭	bič	N	N;ANIM;NOM;MASC;SG
錐	kužeľ	錐	kužeľ	N	N;INAN;NOM;MASC;SG
界	definovanie	界	definovanie	N	N;NOM;NEUT;SG
界	vymedzenie	界	vymedzenie	N	N;NOM;NEUT;SG
界	definovanie	界	definovanie	N	N;NOM;NEUT;SG
氣溫	teplota	氣溫	teplota	N	N;NOM;FEM;SG
氣溫	teploty	氣溫	teplota	N	N;INAN;NOM;MASC;PL
氣溫	teplotu	氣溫	teplota	N	N;ACC;FEM;SG
氣溫	teploty	氣溫	teplota	N	N;INAN;NOM;MASC;PL
概括	zovšeobecnenie	概括	zovšeobecnenie	N	N;NOM;NEUT;SG
彈性	flexibilita	彈性	flexibilita	N	N;NOM;FEM;SG
彈性	flexibilitu	彈性	flexibilita	N	N;ACC;FEM;SG
彈性	flexibility	彈性	flexibilita	N	N;NOM;FEM;PL
彈性	pružnosť	彈性	pružnosť	N	N;NOM;FEM;SG
彈性	pružnosť	彈性	pružnosť	N	N;NOM;FEM;SG
野牛	bison	野牛	bison	N	N;ANIM;NOM;MASC;SG
特許	úľavy	特許	úľava	N	N;NOM;FEM;PL
特許	koncesie	特許	koncesi	N	N;NOM;FEM;PL
特許	ústupky	特許	ústupka	N	N;INAN;NOM;MASC;PL
特許	koncesie	特許	koncesi	N	N;NOM;FEM;PL
盾牌	štít	盾牌	štít	N	N;INAN;NOM;MASC;SG
盾牌	štíty	盾牌	štít	N	N;INAN;NOM;MASC;PL
盾牌	štíty	盾牌	štít	N	N;INAN;NOM;MASC;PL
盾牌	štít	盾牌	štít	N	N;INAN;NOM;MASC;SG
盾牌	štítov	盾牌	štít	N	N;INAN;GEN;MASC;PL
走私	pašovanie	走私	pašovanie	N	N;NOM;NEUT;SG
走私	pašovania	走私	pašovanie	N	N;NOM;NEUT;PL
紀念	pamätník	紀念	pamätník	N	N;INAN;NOM;MASC;SG
戒指	prsteň	戒指	prsteň	N	N;INAN;NOM;MASC;SG
戒指	krúžok	戒指	krúžok	N	N;INAN;NOM;MASC;SG
戒指	ringu	戒指	ringa	N	N;INAN;GEN;MASC;SG
戒指	kruhy	戒指	kruh	N	N;INAN;NOM;MASC;PL
戒指	prstene	戒指	prstene	N	N;NOM;FEM;PL
戒指	krúžky	戒指	krúžok	N	N;INAN;NOM;MASC;PL
祭司	kňaz	祭司	kňaz	N	N;ANIM;NOM;MASC;SG
祭司	kňaza	祭司	kňaz	N	N;ANIM;ACC;MASC;SG
乘法	násobenie	乘法	násobenie	N	N;NOM;NEUT;SG
繪圖	mapovanie	繪圖	mapovanie	N	N;NOM;NEUT;SG
繪圖	výkresy	繪圖	výkres	N	N;INAN;NOM;MASC;PL
繪圖	kresby	繪圖	kresb	N	N;NOM;FEM;PL
繪圖	nákresy	繪圖	nákresy	N	N;INAN;NOM;MASC;PL
繪圖	grafiku	繪圖	grafik	N	N;ACC;FEM;SG
繪圖	grafika	繪圖	grafika	N	N;NOM;FEM;SG
繪圖	kresba	繪圖	kresba	N	N;NOM;FEM;SG
繪圖	kreslenie	繪圖	kreslenie	N	N;NOM;NEUT;SG
繪圖	výkres	繪圖	výkres	N	N;INAN;NOM;MASC;SG
繪圖	čerpania	繪圖	čerpanie	N	N;NOM;NEUT;PL
食堂	jedáleň	食堂	jedáleň	N	N;NOM;FEM;SG
食堂	jedáleň	食堂	jedáleň	N	N;NOM;FEM;SG
劫持	uniesť	劫持	uniesť	V	V;PFV;POS;NFIN
誓	prísahu	誓	prísah	N	N;ACC;FEM;SG
誓	prísahou	誓	prísah	N	N;INS;FEM;SG
損壞	poškodenie	損壞	poškodenie	N	N;NOM;NEUT;SG
損壞	škody	損壞	škoda	N	N;NOM;FEM;PL
損壞	škody	損壞	škoda	N	N;NOM;FEM;PL
專長	nika	專長	nika	N	N;NOM;FEM;SG
專長	špecialita	專長	špecialita	N	N;NOM;FEM;SG
專長	špecialita	專長	špecialita	N	N;NOM;FEM;SG
專長	špecializácie	專長	špecializácia	N	N;NOM;FEM;PL
專長	špeciality	專長	špecialita	N	N;NOM;FEM;PL
專長	odbornosť	專長	odbornosť	N	N;NOM;FEM;SG
基底	substrát	基底	substrát	N	N;INAN;NOM;MASC;SG
基底	substrátu	基底	substrát	N	N;INAN;GEN;MASC;SG
基底	podklad	基底	podklad	N	N;INAN;NOM;MASC;SG
基底	pivnica	基底	pivnica	N	N;NOM;FEM;SG
基底	pivnice	基底	pivnica	N	N;NOM;FEM;PL
基底	pivnici	基底	pivnica	N	N;DAT;FEM;SG
骨架	kostra	骨架	kostra	N	N;NOM;FEM;SG
骨架	kostry	骨架	kostra	N	N;NOM;FEM;PL
骨架	kostru	骨架	kostra	N	N;ACC;FEM;SG
照射	expozície	照射	expozícia	N	N;NOM;FEM;PL
照射	ožiarenia	照射	ožiarenie	N	N;NOM;NEUT;PL
標語	slogany	標語	slogan	N	N;NOM;FEM;PL
標語	slogan	標語	slogan	N	N;INAN;NOM;MASC;SG
摩天	mrakodrap	摩天	mrakodrap	N	N;INAN;NOM;MASC;SG
摩天	mrakodrapy	摩天	mrakodrap	N	N;INAN;NOM;MASC;PL
迷失	stratil	迷失	stratiť	V	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
警務	polícia	警務	polícia	N	N;NOM;FEM;SG
警務	polície	警務	polícia	N	N;NOM;FEM;PL
警務	políciu	警務	polícia	N	N;ACC;FEM;SG
仙女	andromedae	仙女	andromedae	N	N;NOM;FEM;SG
仙女	andromeda	仙女	andromedo	N	N;ANIM;NOM;MASC;SG
橘子	orange	橘子	oranga	N	N;INAN;NOM;MASC;SG
橘子	pomaranč	橘子	pomaranč	N	N;INAN;NOM;MASC;SG
橘子	pomaranče	橘子	pomaranča	N	N;NOM;NEUT;PL
歌聲	spev	歌聲	spev	N	N;INAN;NOM;MASC;SG
歌聲	spievanie	歌聲	spievanie	N	N;NOM;NEUT;SG
症候	syndrómu	症候	syndróm	N	N;INAN;GEN;MASC;SG
症候	syndróm	症候	syndróm	N	N;INAN;NOM;MASC;SG
污水	výtok	污水	výtok	N	N;INAN;NOM;MASC;SG
污水	výtoku	污水	výtok	N	N;INAN;GEN;MASC;SG
污水	kanalizácia	污水	kanalizácia	N	N;NOM;FEM;SG
污水	kanalizácia	污水	kanalizácia	N	N;NOM;FEM;SG
污水	kanalizácie	污水	kanalizácia	N	N;NOM;FEM;PL
獨裁	diktatúra	獨裁	diktatúra	N	N;NOM;FEM;SG
獨裁	diktatúry	獨裁	diktatúra	N	N;NOM;FEM;PL
宮廷	paláca	宮廷	palác	N	N;INAN;GEN;MASC;SG
宮廷	palace	宮廷	palac	N	N;INAN;NOM;MASC;SG
宮廷	paláci	宮廷	palác	N	N;INAN;ESS;MASC;SG
宮廷	palác	宮廷	palác	N	N;INAN;NOM;MASC;SG
想象	fantáziu	想象	fantázium	N	N;ACC;FEM;SG
想象	fantázia	想象	fantázia	N	N;NOM;FEM;SG
想象	predstavivosť	想象	predstavivosť	N	N;NOM;FEM;SG
祈	modliť	祈	modliť	V	V;IPFV;POS;NFIN
相容	kompatibilita	相容	kompatibilita	N	N;NOM;FEM;SG
廚師	kuchár	廚師	kuchár	N	N;ANIM;NOM;MASC;SG
廚師	kuchárka	廚師	kuchárka	N	N;NOM;FEM;SG
廚師	kuchár	廚師	kuchár	N	N;ANIM;NOM;MASC;SG
天王	urán	天王	urán	N	N;INAN;NOM;MASC;SG
營養	výživu	營養	výživ	N	N;ACC;FEM;SG
營養	výživa	營養	výživ	N	N;NOM;FEM;SG
營養	výživy	營養	výživ	N	N;NOM;FEM;PL
營養	živiny	營養	živina	N	N;NOM;FEM;PL
營養	živín	營養	živina	N	N;GEN;FEM;PL
愛媛	ehime	愛媛	ecim	N	N;ANIM;NOM;MASC;SG
橡膠	kaučuku	橡膠	kaučuk	N	N;INAN;ACC;MASC;SG
橡膠	gumy	橡膠	guma	N	N;NOM;FEM;PL
橡膠	kaučuk	橡膠	kaučuk	N	N;INAN;NOM;MASC;SG
橡膠	guma	橡膠	guma	N	N;NOM;FEM;SG
橡膠	gumu	橡膠	guma	N	N;ACC;FEM;SG
教義	vyznanie	教義	vyznanie	N	N;NOM;NEUT;SG
教義	doktrína	教義	doktrína	N	N;NOM;FEM;SG
扳機	spúšťač	扳機	spúšťač	N	N;INAN;NOM;MASC;SG
扳機	spúšť	扳機	spúšť	N	N;NOM;FEM;SG
區塊	bloky	區塊	blok	N	N;INAN;NOM;MASC;PL
區塊	blokov	區塊	blok	N	N;INAN;GEN;MASC;PL
區塊	blok	區塊	blok	N	N;INAN;NOM;MASC;SG
區塊	blokovanie	區塊	blokovanie	N	N;NOM;NEUT;SG
區塊	zablokovanie	區塊	zablokovanie	N	N;NOM;NEUT;SG
區塊	bloku	區塊	blok	N	N;INAN;GEN;MASC;SG
地道	tunela	地道	tunieť	N	N;NOM;FEM;SG
地道	tunel	地道	tunel	N	N;INAN;NOM;MASC;SG
地道	tuneloch	地道	tunel	N	N;INAN;INS;MASC;PL
地道	tunely	地道	tunel	N	N;INAN;NOM;MASC;PL
地道	tunelov	地道	tunel	N	N;INAN;GEN;MASC;PL
腕	zápästie	腕	zápästie	N	N;NOM;NEUT;SG
腕	zápästia	腕	zápästie	N	N;NOM;NEUT;PL
附上	priložiť	附上	priložiť	V	V;PFV;POS;NFIN
附上	pripojiť	附上	pripojiť	V	V;PFV;POS;NFIN
架次	výpadov	架次	výpad	N	N;INAN;GEN;MASC;PL
機長	kapitánom	機長	kapitán	N	N;ANIM;INS;MASC;SG
機長	kapitan	機長	kapitan	N	N;ANIM;NOM;MASC;SG
機長	kapitán	機長	kapitán	N	N;ANIM;NOM;MASC;SG
莖	kmeň	莖	kmeň	N	N;INAN;NOM;MASC;SG
雨林	pralesa	雨林	prales	N	N;INAN;GEN;MASC;SG
檢視	prezerať	檢視	prezerať	V	V;IPFV;POS;NFIN
檢視	zobraziť	檢視	zobraziť	V	V;PFV;POS;NFIN
學說	doktrína	學說	doktrína	N	N;NOM;FEM;SG
暴風	búrka	暴風	búrka	N	N;NOM;FEM;SG
誘惑	pokušenia	誘惑	pokušenie	N	N;NOM;NEUT;PL
誘惑	pokušenie	誘惑	pokušenie	N	N;NOM;NEUT;SG
法典	codex	法典	codex	N	N;INAN;NOM;MASC;SG
法典	kódex	法典	kódex	N	N;INAN;NOM;MASC;SG
壺	pot	壺	pot	N	N;INAN;NOM;MASC;SG
壺	hrniec	壺	hrniec	N	N;INAN;NOM;MASC;SG
壺	kotli	壺	kotol	N	N;INAN;NOM;MASC;SG
壺	koše	壺	kôš	N	N;INAN;NOM;MASC;PL
壺	hrnce	壺	hrniec	N	N;INAN;NOM;MASC;PL
壺	džbán	壺	džbán	N	N;INAN;NOM;MASC;SG
電報	telegram	電報	telegram	N	N;INAN;NOM;MASC;SG
電報	telegraph	電報	telegraph	N	N;INAN;NOM;MASC;SG
蒸	pare	蒸	para	N	N;DAT;FEM;SG
城牆	múry	城牆	múr	N	N;INAN;NOM;MASC;PL
城牆	steny	城牆	stena	N	N;NOM;FEM;PL
城牆	stien	城牆	stieň	N	N;GEN;FEM;PL
芭蕾	balet	芭蕾	balet	N	N;NOM;FEM;SG
環礁	atolu	環礁	atol	N	N;INAN;GEN;MASC;SG
呼叫	volať	呼叫	volať	V	V;IPFV;POS;NFIN
呼叫	zavolať	呼叫	zavolať	V	V;PFV;POS;NFIN
呼叫	volajte	呼叫	volať	V	V;IPFV;IMP;PL;2;POS;FIN
呼叫	volať	呼叫	volať	V	V;IPFV;POS;NFIN
呼叫	volám	呼叫	volať	V	V;IPFV;IND;SG;1;POS;PRS;FIN
呼叫	volá	呼叫	volať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
硝酸	dusičnan	硝酸	dusičnan	N	N;NOM;FEM;SG
硝酸	dusičnanu	硝酸	dusičnan	N	N;ACC;FEM;SG
出血	krvácať	出血	krvácať	V	V;IPFV;POS;NFIN
口腔	huba	口腔	huba	N	N;NOM;FEM;SG
口腔	papule	口腔	papuľa	N	N;NOM;FEM;PL
口腔	ústa	口腔	ústa	N	N;NOM;NEUT;PL
時鐘	hodiny	時鐘	hodina	N	N;NOM;FEM;PL
時鐘	hodín	時鐘	hodiny	N	N;GEN;FEM;PL
時鐘	hodiny	時鐘	hodina	N	N;NOM;FEM;PL
論點	tvrdenia	論點	tvrdenie	N	N;NOM;NEUT;PL
論點	argumentov	論點	argument	N	N;INAN;GEN;MASC;PL
論點	argumentácia	論點	argumentácia	N	N;NOM;FEM;SG
論點	argumenty	論點	argument	N	N;INAN;NOM;MASC;PL
論點	argument	論點	argument	N	N;INAN;NOM;MASC;SG
論點	argumentácia	論點	argumentácia	N	N;NOM;FEM;SG
勇氣	odvaha	勇氣	odvaha	N	N;NOM;FEM;SG
勇氣	odvahu	勇氣	odvaha	N	N;ACC;FEM;SG
勇氣	odvahy	勇氣	odvaha	N	N;GEN;FEM;SG
天線	antény	天線	anténa	N	N;NOM;FEM;PL
天線	antény	天線	anténa	N	N;NOM;FEM;PL
絕望	zúfalstvo	絕望	zúfalstvo	N	N;NOM;NEUT;SG
絕望	zúfalstva	絕望	zúfalstvo	N	N;NOM;NEUT;PL
絕望	zúfalstvo	絕望	zúfalstvo	N	N;NOM;NEUT;SG
絕望	zúfalstva	絕望	zúfalstvo	N	N;NOM;NEUT;PL
格言	motto	格言	motto	N	N;NOM;NEUT;SG
格言	maxim	格言	mať	N	N;ANIM;NOM;MASC;SG
卡賓	karabína	卡賓	karabín	N	N;NOM;FEM;SG
贏	vyhrať	贏	vyhrať	V	V;PFV;POS;NFIN
災害	pohromy	災害	pohrom	N	N;INAN;NOM;MASC;PL
災害	katastrofy	災害	katastrofy	N	N;NOM;FEM;PL
災害	katastrof	災害	katastrof	N	N;GEN;FEM;PL
災害	pohroma	災害	pohroma	N	N;NOM;FEM;SG
災害	katastrofa	災害	katastrofa	N	N;NOM;FEM;SG
字元	znak	字元	znak	N	N;INAN;NOM;MASC;SG
字元	postava	字元	postava	N	N;NOM;FEM;SG
字元	charakter	字元	charakter	N	N;INAN;NOM;MASC;SG
字元	postavu	字元	postava	N	N;ACC;FEM;SG
字元	postavy	字元	postava	N	N;NOM;FEM;PL
字元	znaky	字元	znak	N	N;INAN;NOM;MASC;PL
字元	znakov	字元	znak	N	N;INAN;GEN;MASC;PL
晚餐	večera	晚餐	večer	N	N;INAN;GEN;MASC;SG
晚餐	večere	晚餐	večer	N	N;NOM;FEM;SG
晚餐	večera	晚餐	večer	N	N;INAN;GEN;MASC;SG
晚餐	večeru	晚餐	večera	N	N;ACC;FEM;SG
豆腐	tofu	豆腐	tof	N	N;INAN;NOM;MASC;SG
山茶	camellia	山茶	camelliť	N	N;NOM;FEM;SG
濕地	mokradí	濕地	mokradie	N	N;GEN;FEM;PL
濕地	mokraď	濕地	mokraď	N	N;NOM;FEM;SG
獵物	koristi	獵物	korista	N	N;DAT;FEM;PL
獵物	korisť	獵物	korisť	N	N;NOM;FEM;SG
鄰居	susedov	鄰居	sused	N	N;ANIM;ACC;MASC;PL
鄰居	susedia	鄰居	susedie	N	N;ANIM;NOM;MASC;PL
鄰居	susedov	鄰居	sused	N	N;ANIM;ACC;MASC;PL
鄰居	susedia	鄰居	susedie	N	N;ANIM;NOM;MASC;PL
鄰居	sused	鄰居	sused	N	N;ANIM;NOM;MASC;SG
鄰居	susedka	鄰居	susedka	N	N;NOM;FEM;SG
鄰居	suseda	鄰居	sused	N	N;ANIM;ACC;MASC;SG
會	účtovník	會	účtovník	N	N;ANIM;NOM;MASC;SG
橢	elipsy	橢	elipsa	N	N;NOM;FEM;PL
追逐	naháňať	追逐	naháňať	V	V;IPFV;POS;NFIN
美式	futbal	美式	futbať	N	N;INAN;NOM;MASC;SG
方塊	kocky	方塊	kocka	N	N;NOM;FEM;PL
方塊	kocka	方塊	kocka	N	N;NOM;FEM;SG
方塊	námestie	方塊	námestie	N	N;NOM;NEUT;SG
方塊	štvorec	方塊	štvorec	N	N;INAN;NOM;MASC;SG
方塊	square	方塊	squar	N	N;NOM;MASC;SG
方塊	námestia	方塊	námestie	N	N;NOM;NEUT;PL
均衡	zostatok	均衡	zostatok	N	N;INAN;NOM;MASC;SG
均衡	rovnováha	均衡	rovnováhať	N	N;NOM;FEM;SG
均衡	vyváženie	均衡	vyváženie	N	N;NOM;NEUT;SG
均衡	saldo	均衡	saldo	N	N;INAN;NOM;MASC;SG
均衡	rovnováhu	均衡	rovnováha	N	N;ACC;FEM;SG
均衡	vyváženosť	均衡	vyváženosť	N	N;NOM;FEM;SG
均衡	vyrovnávanie	均衡	vyrovnávanie	N	N;NOM;NEUT;SG
均衡	vyváženie	均衡	vyváženie	N	N;NOM;NEUT;SG
均衡	vyvažovanie	均衡	vyvažovanie	N	N;NOM;NEUT;SG
均衡	rovnováha	均衡	rovnováhať	N	N;NOM;FEM;SG
叢林	džungli	叢林	džungľa	N	N;DAT;FEM;SG
叢林	džungle	叢林	džungľa	N	N;NOM;FEM;PL
慶典	oslava	慶典	oslava	N	N;NOM;FEM;SG
慶典	oslavu	慶典	oslava	N	N;ACC;FEM;SG
慶典	osláv	慶典	oslava	N	N;GEN;FEM;PL
慶典	oslavy	慶典	oslava	N	N;NOM;FEM;PL
色素	pigment	色素	pigment	N	N;INAN;NOM;MASC;SG
膝	koleno	膝	koleno	N	N;NOM;NEUT;SG
膝	kolena	膝	kolena	N	N;NOM;NEUT;PL
膝	kolien	膝	kolien	N	N;NOM;NEUT;PL
膝	kolená	膝	koleno	N	N;NOM;NEUT;PL
院	fakulty	院	fakulta	N	N;NOM;FEM;PL
湖畔	lakeside	湖畔	lakesida	N	N;NOM;MASC;SG
省長	prefekt	省長	prefekt	N	N;ANIM;NOM;MASC;SG
省長	guvernérom	省長	guvernér	N	N;ANIM;INS;MASC;SG
省長	guvernéra	省長	guvernéra	N	N;ANIM;ACC;MASC;SG
省長	guvernérov	省長	guvernér	N	N;ANIM;GEN;MASC;PL
激情	vášeň	激情	vášeň	N	N;NOM;FEM;SG
激情	vášne	激情	vášne	N	N;NOM;FEM;PL
珍貴	poklad	珍貴	poklad	N	N;INAN;NOM;MASC;SG
河床	koryto	河床	koryto	N	N;NOM;NEUT;SG
門票	vstupenky	門票	vstupenka	N	N;NOM;FEM;PL
門票	lístky	門票	lístok	N	N;INAN;NOM;MASC;PL
門票	letenky	門票	letenka	N	N;NOM;FEM;PL
門票	lístok	門票	lístok	N	N;INAN;NOM;MASC;SG
毒素	toxín	毒素	toxín	N	N;INAN;NOM;MASC;SG
毒素	toxínov	毒素	toxín	N	N;INAN;GEN;MASC;PL
毒素	toxíny	毒素	toxína	N	N;INAN;NOM;MASC;PL
轎車	sedan	轎車	sedan	N	N;INAN;NOM;MASC;SG
轎車	limuzína	轎車	limuzín	N	N;NOM;FEM;SG
轎車	limuzíny	轎車	limuzína	N	N;NOM;FEM;PL
獅子	lev	獅子	lev	N	N;ANIM;NOM;MASC;SG
經濟	ekonóm	經濟	ekonóm	N	N;ANIM;NOM;MASC;SG
經濟	ekonómovia	經濟	ekonóm	N	N;ANIM;NOM;MASC;PL
愛心	starostlivosť	愛心	starostlivosť	N	N;NOM;FEM;SG
性	sexualita	性	sexualita	N	N;NOM;FEM;SG
性	pohlavia	性	pohlavie	N	N;NOM;NEUT;PL
性	pohlavie	性	pohlavie	N	N;NOM;NEUT;SG
性	sex	性	sex	N	N;INAN;NOM;MASC;SG
地下	pivnica	地下	pivnica	N	N;NOM;FEM;SG
地下	pivnice	地下	pivnica	N	N;NOM;FEM;PL
地下	pivnici	地下	pivnica	N	N;DAT;FEM;SG
兄妹	súrodenci	兄妹	súrodenec	N	N;ANIM;NOM;MASC;PL
兄妹	súrodencov	兄妹	súrodenec	N	N;ANIM;ACC;MASC;PL
佛法	dharma	佛法	dharm	N	N;ANIM;NOM;MASC;SG
詳情	podrobností	詳情	podrobnosť	N	N;NOM;FEM;PL
詳情	podrobnosti	詳情	podrobnosť	N	N;NOM;FEM;PL
詳情	detail	詳情	detail	N	N;INAN;NOM;MASC;SG
詳情	podrobnosti	詳情	podrobnosť	N	N;NOM;FEM;PL
詳情	detaily	詳情	detail	N	N;INAN;NOM;MASC;PL
詳情	náležitosti	詳情	náležitosť	N	N;NOM;FEM;PL
生殖	rozmnožovanie	生殖	rozmnožovanie	N	N;NOM;NEUT;SG
生殖	reprodukciu	生殖	reprodukcia	N	N;ACC;FEM;SG
生殖	reprodukcia	生殖	reprodukcia	N	N;NOM;FEM;SG
十	desať	十	desať	NUM	NUM;NOM;NEUT;SG
冰球	hokej	冰球	hoký	N	N;INAN;NOM;MASC;SG
酸性	kyslá	酸性	kyslo	N	N;NOM;FEM;SG
酸性	kyselinu	酸性	kyselina	N	N;ACC;FEM;SG
酸性	kyseliny	酸性	kyselina	N	N;NOM;FEM;PL
酸性	kyselina	酸性	kyselina	N	N;NOM;FEM;SG
酸性	kyslosť	酸性	kyslosť	N	N;NOM;FEM;SG
展望	výhľad	展望	výhľad	N	N;INAN;NOM;MASC;SG
展望	vyhliadky	展望	vyhliadka	N	N;NOM;FEM;PL
展望	vízia	展望	víziť	N	N;NOM;FEM;SG
展望	vízie	展望	víziať	N	N;NOM;FEM;PL
展望	videnie	展望	videnie	N	N;NOM;NEUT;SG
展望	videnia	展望	videnie	N	N;NOM;NEUT;PL
展望	víziu	展望	vízium	N	N;ACC;FEM;SG
週年	výročie	週年	výročie	N	N;NOM;NEUT;SG
世系	rodokmeň	世系	rodokmeň	N	N;INAN;NOM;MASC;SG
世系	rodostrom	世系	rodostrý	N	N;INAN;INS;MASC;SG
世系	zostup	世系	zostup	N	N;INAN;NOM;MASC;SG
猴子	opica	猴子	opica	N	N;NOM;FEM;SG
揭示	prezradiť	揭示	prezradiť	V	V;PFV;POS;NFIN
揭示	odhaliť	揭示	odhaliť	V	V;PFV;POS;NFIN
揭示	odhaľuje	揭示	odhaľovať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
揭示	prezradí	揭示	prezradiť	V	V;PFV;IND;SG;3;POS;PRS;FIN
揭示	odhalí	揭示	odhaliť	V	V;PFV;IND;SG;3;POS;PRS;FIN
反駁	vyvrátiť	反駁	vyvrátiť	V	V;PFV;POS;NFIN
前景	perspektíva	前景	perspektív	N	N;NOM;FEM;SG
前景	vyhliadky	前景	vyhliadka	N	N;NOM;FEM;PL
前景	popredia	前景	popredie	N	N;NOM;NEUT;PL
前景	popredí	前景	popredie	N	N;NOM;NEUT;SG
前景	perspektívy	前景	perspektíva	N	N;NOM;FEM;PL
前景	vyhliadky	前景	vyhliadka	N	N;NOM;FEM;PL
妄想	bludy	妄想	bluda	N	N;NOM;FEM;PL
妄想	klam	妄想	klam	N	N;INAN;NOM;MASC;SG
妄想	paranoja	妄想	paranoj	N	N;NOM;FEM;SG
妄想	bludy	妄想	bluda	N	N;NOM;FEM;PL
大炮	dela	大炮	dielo	N	N;NOM;NEUT;SG
大炮	delá	大炮	delo	N	N;NOM;NEUT;PL
大炮	delo	大炮	delo	N	N;NOM;NEUT;SG
大炮	delostrelectvo	大炮	delostrelectvo	N	N;NOM;NEUT;SG
抽籤	čerpať	抽籤	čerpať	V	V;IPFV;POS;NFIN
抽籤	nakresliť	抽籤	nakresliť	V	V;PFV;POS;NFIN
抽籤	kresliť	抽籤	kresliť	V	V;PFV;POS;NFIN
抽籤	vyvodiť	抽籤	vyvodiť	V	V;PFV;POS;NFIN
椅	predsedovia	椅	predsedovie	N	N;ANIM;NOM;MASC;PL
椅	kreslá	椅	kreslo	N	N;NOM;NEUT;PL
椅	stoličky	椅	stolička	N	N;NOM;FEM;PL
椅	kreslo	椅	kreslo	N	N;NOM;NEUT;SG
椅	predseda	椅	predseda	N	N;ANIM;NOM;MASC;SG
椅	stoličky	椅	stolička	N	N;NOM;FEM;PL
椅	stolička	椅	stolička	N	N;NOM;FEM;SG
聖人	svätí	聖人	svätie	N	N;ANIM;NOM;MASC;PL
聖人	svätých	聖人	svätý	N	N;ANIM;GEN;MASC;PL
聖人	svätec	聖人	svätec	N	N;ANIM;NOM;MASC;SG
捕獲	zachytiť	捕獲	zachytiť	V	V;PFV;POS;NFIN
捕獲	zajať	捕獲	zajať	V	V;PFV;POS;NFIN
捕獲	zachytáva	捕獲	zachytávať	V	V;IPFV;IND;SG;3;POS;PRS;FIN
捕獲	zachytí	捕獲	zachytiť	V	V;PFV;IND;SG;3;POS;PRS;FIN
聽眾	poslucháč	聽眾	poslucháč	N	N;ANIM;NOM;MASC;SG
聽眾	poslucháčov	聽眾	poslucháč	N	N;ANIM;ACC;MASC;PL
蒜	cesnaku	蒜	cesnak	N	N;INAN;GEN;MASC;SG
蒜	cesnak	蒜	cesnak	N	N;INAN;NOM;MASC;SG
居所	bydlisko	居所	bydlisko	N	N;NOM;NEUT;SG
居所	pobyt	居所	pobyt	N	N;INAN;NOM;MASC;SG
優點	zásluh	優點	zásluh	N	N;GEN;FEM;PL
優點	prednosti	優點	prednosť	N	N;NOM;FEM;PL
優點	výhody	優點	výhod	N	N;INAN;NOM;MASC;PL
優點	výhodu	優點	výhod	N	N;ACC;FEM;SG
優點	výhoda	優點	výhoda	N	N;NOM;FEM;SG
優點	výhodou	優點	výhoda	N	N;INS;FEM;SG
思維	myslenia	思維	myslenie	N	N;NOM;NEUT;PL
思維	premýšľanie	思維	premýšľanie	N	N;NOM;NEUT;SG
思維	myslenie	思維	myslenie	N	N;NOM;NEUT;SG
計程	taxi	計程	taxi	N	N;INAN;NOM;MASC;SG
計程	taxíkom	計程	taxík	N	N;INAN;INS;MASC;SG
計程	taxík	計程	taxík	N	N;INAN;NOM;MASC;SG
砷	arzénu	砷	arzén	N	N;INAN;GEN;MASC;SG
砷	arzén	砷	arzén	N	N;INAN;NOM;MASC;SG
天花	kiahne	天花	kiahne	N	N;NOM;NEUT;PL
小丑	klaun	小丑	klaun	N	N;ANIM;NOM;MASC;SG
小丑	šašo	小丑	šašo	N	N;ANIM;NOM;MASC;SG
關島	guam	關島	guam	N	N;INAN;NOM;MASC;SG
破碎	zlomené	破碎	zlomený	N	N;NOM;NEUT;SG
語氣	tón	語氣	tón	N	N;INAN;NOM;MASC;SG
語氣	odtieň	語氣	odtieň	N	N;INAN;NOM;MASC;SG
隔離	izolácia	隔離	izolácia	N	N;NOM;FEM;SG
隔離	izoláciu	隔離	izolácia	N	N;ACC;FEM;SG
隔離	izolácie	隔離	izolácia	N	N;NOM;FEM;PL
隔離	karanténe	隔離	karanténa	N	N;NOM;FEM;SG
中	medián	中	medián	N	N;INAN;NOM;MASC;SG
摔	wrestling	摔	wrestling	N	N;INAN;NOM;MASC;SG
高爾夫	golf	高爾夫	golf	N	N;INAN;NOM;MASC;SG
證書	certifikáty	證書	certifikát	N	N;INAN;NOM;MASC;PL
證書	osvedčenia	證書	osvedčenie	N	N;NOM;NEUT;PL
證書	potvrdenia	證書	potvrdenie	N	N;NOM;NEUT;PL
證書	osvedčenie	證書	osvedčenie	N	N;NOM;NEUT;SG
證書	potvrdenie	證書	potvrdenie	N	N;NOM;NEUT;SG
