per	für	per	für	ADP	ADP
censimento	zählung	censimento	zählung	N;MASC;SG	N;SG
partecipazione	beteiligung	partecipazione	Beteiligung	N;FEM;SG	N;NOM;FEM;SG
partecipazione	mitwirkung	partecipazione	mitwirkung	N;FEM;SG	N;NOM;FEM;SG
prendere	nehmen	prendere	nehmen	V;NFIN	V;NFIN
prendere	übernehmen	prendere	übernehmen	V;NFIN	V;NFIN
prendere	nimm	prendere	nehmen	V;NFIN	V;IND;SG;2;PRS;FIN
prendere	nehme	prendere	nehmen	V;NFIN	V;IND;SG;3;PRS;FIN
modifiche	bearbeitungen	modifica	bearbeitungen	N;FEM;PL	N;NOM;FEM;PL
modifiche	modifikationen	modifica	modifikation	N;FEM;PL	N;NOM;FEM;PL
coppe	tassen	coppa	tassen	N;FEM;PL	N;NOM;PL
omonimo	namensgeber	omonimo	namensgeber	ADJ;MASC;SG	ADJ
svedese	schwedisch	svedese	schwedisch	ADJ;SG	ADJ
svedese	schwedischen	svedese	schwedisch	ADJ;SG	ADJ;NOM
match	spiel	match	spielen	N;MASC	N;NOM;NEUT;SG
match	übereinstimmung	match	übereinstimmung	N;MASC	N;NOM;FEM;SG
ottiene	kriegt	ottenere	kriegen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ottiene	bekommt	ottenere	bekommen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
esterno	äußeren	esterno	äußer	ADJ;MASC;SG	ADJ
esterno	außenseite	esterno	außenseite	ADJ;MASC;SG	ADJ
esterno	externen	esterno	extern	ADJ;MASC;SG	ADJ
esterno	außenbereich	esterno	außenbereich	ADJ;MASC;SG	ADJ
sangue	blut	sangue	bluten	N;MASC;SG	N;NOM;NEUT;SG
piani	pläne	piano	pläne	N;MASC;PL	N;NOM;MASC;PL
ricevuto	eingegangen	ricevere	eingehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ricevuto	empfangen	ricevere	empfangen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ricevuto	erhielt	ricevere	erhalten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
intero	ganzes	intero	ganz	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
intero	gesamte	intero	gesamt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ghiaccio	eis	ghiaccio	eis	N;MASC;SG	N;NOM;NEUT;SG
chiaro	klar	chiaro	klar	ADJ;MASC;SG	ADJ
chiaro	deutlich	chiaro	deutlich	ADJ;MASC;SG	ADJ
trovato	gefunden	trovare	finden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
trovato	fand	trovare	finden	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
supporto	betreuung	supporto	betreuung	N;MASC;SG	N;SG
difficile	harten	difficile	hart	ADJ;SG	ADJ
difficile	schwer	difficile	schwer	ADJ;SG	ADJ
difficile	hart	difficile	hart	ADJ;SG	ADJ
difficile	schwierig	difficile	schwierig	ADJ;SG	ADJ
difficile	schwierig	difficile	schwierig	ADJ;SG	ADJ
difficile	schwer	difficile	schwer	ADJ;SG	ADJ
voto	abstimmung	voto	abstimmung	N;MASC;SG	N;NOM;FEM;SG
voto	abstimmung	voto	abstimmung	N;MASC;SG	N;NOM;FEM;SG
lotta	kampf	lotta	kampfen	N;FEM;SG	N;SG
lotta	kampf	lotta	kampfen	N;FEM;SG	N;SG
ragazzi	knaben	ragazzo	knaben	N;MASC;PL	N;NOM;PL
ragazzi	kinder	ragazzo	kinder	N;MASC;PL	N;NOM;NEUT;PL
ragazzi	kindern	ragazzo	kindern	N;MASC;PL	N;NOM;NEUT;PL
ragazzi	leute	ragazzo	leute	N;MASC;PL	N;NOM;PL
ragazzi	typen	ragazzo	typen	N;MASC;PL	N;NOM;PL
ragazzi	kerle	ragazzo	kerlen	N;MASC;PL	N;NOM;PL
misura	vermessung	misura	vermessung	N;FEM;SG	N;NOM;FEM;SG
misura	messung	misura	messung	N;FEM;SG	N;SG
misura	massnahme	misura	massnahm	N;FEM;SG	N;NOM;FEM;SG
termini	geschäftsbedingungen	termine	geschäftsbedingung	N;MASC;PL	N;NOM;FEM;PL
occhi	augen	occhio	augen	N;MASC;PL	N;NOM;NEUT;PL
bianca	weißen	bianco	weiß	ADJ;FEM;SG	ADJ
costruita	aufgebaut	costruire	aufbauen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	gebaut	costruire	bauen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	errichtet	costruire	errichten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	erbaut	costruire	erbauen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	aufgebaut	costruire	aufbauen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	gebaut	costruire	bauen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
costruita	konstruiert	costruire	konstruieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
premi	pressemitteilungen	premio	pressemitteilungen	N;MASC;PL	N;NOM;FEM;PL
premi	prämien	premio	prämien	N;MASC;PL	N;NOM
premi	auszeichnungen	premio	auszeichnangen	N;MASC;PL	N;NOM;FEM;PL
premi	prämien	premio	prämien	N;MASC;PL	N;NOM
risposta	erwiderung	risposta	Erwiderung	N;FEM;SG	N;FEM;SG
inserito	eingetragen	inserire	eintragen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inserito	eingegeben	inserire	eingeben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
inserito	eingefügt	inserire	einfügen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
medio	nahen	medio	nah	ADJ;MASC;SG	ADJ
medio	mittlerer	medio	mittler	ADJ;MASC;SG	ADJ
medio	durchschnittlich	medio	durchschnittlich	ADJ;MASC;SG	ADJ
commenta	kommentieren	commentare	kommentieren	V;IND;SG;3;PRS;FIN	V;NFIN
culturale	kultureller	culturale	kulturell	ADJ;SG	ADJ
culturale	kulturell	culturale	kulturell	ADJ;SG	ADJ
culturale	kulturellen	culturale	kulturell	ADJ;SG	ADJ
realizzazione	verwirklichung	realizzazione	verwirklichung	N;FEM;SG	N;NOM;FEM;SG
realizzazione	umsetzung	realizzazione	umsetzung	N;FEM;SG	N;NOM;FEM;SG
realizzazione	durchführung	realizzazione	durchführung	N;FEM;SG	N;NOM;FEM;SG
realizzazione	realisierung	realizzazione	Realisierung	N;FEM;SG	N;NOM;FEM;SG
utilizzata	gebraucht	utilizzare	brauchen|gebrauchen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
utilizzata	benutzt	utilizzare	benutzen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
utilizzata	verwendete	utilizzare	verwenden	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
utilizzata	verwendet	utilizzare	verwenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modelli	modelle	modello	modell	N;MASC;PL	N;NOM;NEUT;PL
modelli	modellen	modello	modell	N;MASC;PL	N;PL
auto	auto	auto	auto	N;FEM	N;NOM;SG
auto	autovermietung	auto	autovermietung	N;FEM	N;NOM;MASC;SG
auto	auto	auto	auto	N;FEM	N;NOM;SG
strumenti	messgeräte	strumento	meßgerät	N;MASC;PL	N;NOM;FEM;PL
strumenti	werkzeuge	strumento	werkzeugen	N;MASC;PL	N;NOM;PL
contenuto	inhalte	contenuto	inhalt	N;MASC;SG	N
contenuto	inhalte	contenuto	inhalt	N;MASC;SG	N
famoso	berühmter	famoso	berühmt	ADJ;MASC;SG	ADJ
famoso	berühmt	famoso	berühmt	ADJ;MASC;SG	ADJ
terreno	gelände	terreno	gelände	N;MASC;SG	N;NOM;NEUT;SG
notevole	eindrucksvoll	notevole	eindrucksvoll	ADJ;SG	ADJ
notevole	beeindruckend	notevole	beeindruckend	ADJ;SG	ADJ
notevole	beeindruckendes	notevole	beeindruckendes	ADJ;SG	ADJ;NOM;NEUT;SG
notevole	bemerkenswerten	notevole	bemerkenswert	ADJ;SG	ADJ
notevole	bemerkenswert	notevole	bemerkenswert	ADJ;SG	ADJ
notevole	bemerkenswertes	notevole	bemerkenswertes	ADJ;SG	ADJ;NOM;NEUT;SG
notevole	auffallend	notevole	auffallend	ADJ;SG	ADJ
notevole	bemerkenswert	notevole	bemerkenswert	ADJ;SG	ADJ
notevole	bemerkenswertes	notevole	bemerkenswertes	ADJ;SG	ADJ;NOM;NEUT;SG
notevole	beträchtlich	notevole	beträchtlich	ADJ;SG	ADJ
rossa	rot	rosso	rot	ADJ;FEM;SG	ADJ
analisi	analyse	analisi	analyse	N;FEM	N;NOM;FEM;SG
analisi	auswertung	analisi	auswertung	N;FEM	N;FEM;SG
analisi	analyse	analisi	analyse	N;FEM	N;NOM;FEM;SG
maggioranza	mehrheit	maggioranza	mehrheit	N;FEM;SG	N;NOM;SG
quantità	anzahl	quantità	anzahl	N;FEM	N;SG
quantità	menge	quantità	mengen	N;FEM	N;NOM;FEM;SG
pertanto	deshalb	pertanto	deshalb	ADV	ADV
pertanto	darum	pertanto	darum	ADV	ADV
pertanto	somit	pertanto	somit	ADV	ADV
pertanto	daher	pertanto	daher	ADV	ADV
mani	hände	mano	hand	N;FEM;PL	N;NOM;FEM;PL
minori	jugendschutz	minore	jugendschutz	ADJ;CMPR;PL	ADJ
minori	minderjährigen	minore	minderjährig	ADJ;CMPR;PL	ADJ;NOM;PL
minori	minderjährige	minore	minderjährig	ADJ;CMPR;PL	ADJ;NOM;FEM;PL
minori	minderjährigen	minore	minderjährig	ADJ;CMPR;PL	ADJ;NOM;PL
minori	kleinere	minore	klein	ADJ;CMPR;PL	ADJ;NOM;FEM;PL
minori	minderjährige	minore	minderjährig	ADJ;CMPR;PL	ADJ;NOM;FEM;PL
vive	lebt	vivere	leben	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vive	wohnt	vivere	wohnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
austriaco	österreichisch	austriaco	österreichisch	ADJ;MASC;SG	ADJ
austriaco	österreicher	austriaco	österreicher	ADJ;MASC;SG	ADJ
austriaco	österreichisches	austriaco	österreichisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
filosofia	philosophie	filosofia	philosophie	N;FEM;SG	N;NOM;FEM;SG
natale	weihnachtszeit	natale	weihnachtszeit	ADJ;SG	ADJ
discussioni	diskussion	discussione	diskussion	N;FEM;PL	N
discussioni	diskussion	discussione	diskussion	N;FEM;PL	N
aggiunta	hinzufügen	aggiungere	hinfügen	V;FEM;SG;PST;V.PTCP	V;NFIN
aggiunta	fügte	aggiungere	fügen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
aggiunta	hinzugefügt	aggiungere	hinzufügen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
disponibile	vorhanden	disponibile	vorhanden	ADJ;SG	ADJ
disponibile	verfügbar	disponibile	verfügbar	ADJ;SG	ADJ
disponibile	erhältlich	disponibile	erhältlich	ADJ;SG	ADJ
competizione	wettkampf	competizione	wettkampf	N;FEM;SG	N
attivo	aktiven	attivo	aktiv	ADJ;MASC;SG	ADJ
attivo	aktiv	attivo	aktiv	ADJ;MASC;SG	ADJ
attivo	aktiver	attivo	aktiv	ADJ;MASC;SG	ADJ
attivo	vermögenswerte	attivo	vermögenswert	ADJ;MASC;SG	ADJ;NOM;FEM;SG
attivo	aktiva	attivo	aktiva	ADJ;MASC;SG	ADJ
partecipa	teilnimmt	partecipare	teilnehmen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
partecipa	mitmachen	partecipare	mitmachen	V;IND;SG;3;PRS;FIN	V;NFIN
partecipa	teilnehmen	partecipare	teilnehmen	V;IND;SG;3;PRS;FIN	V;NFIN
partecipa	mitwirken	partecipare	mitwirken	V;IND;SG;3;PRS;FIN	V;NFIN
partecipa	beteiligen	partecipare	beteiligen	V;IND;SG;3;PRS;FIN	V;NFIN
partecipa	mitmachen	partecipare	mitmachen	V;IND;SG;3;PRS;FIN	V;NFIN
partecipa	beitreten	partecipare	beitreten	V;IND;SG;3;PRS;FIN	V;NFIN
crisi	krise	crisi	krise	N;FEM	N;NOM;FEM;SG
crisi	krise	crisi	krise	N;FEM	N;NOM;FEM;SG
crisi	wirtschaftskrise	crisi	wirtschaftskrise	N;FEM	N;NOM;FEM;SG
moderna	modernen	moderno	modern	ADJ;FEM;SG	ADJ
moderna	modern	moderno	modern	ADJ;FEM;SG	ADJ
moderna	moderner	moderno	modern	ADJ;FEM;SG	ADJ
moderna	moderne	moderno	modern	ADJ;FEM;SG	ADJ;NOM;FEM;SG
moderna	modernes	moderno	modern	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
avvocato	anwalt	avvocato	anwalt	N;MASC;SG	N;NOM;SG
avvocato	anwalt	avvocato	anwalt	N;MASC;SG	N;NOM;SG
quarta	vierter	quarto	viert	ADJ;FEM;SG	ADJ
quarta	vierte	quarto	viert	ADJ;FEM;SG	ADJ;NOM;FEM;SG
quarta	viertes	quarto	viert	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
bassi	niedrige	basso	niedrig	ADJ;MASC;PL	ADJ;NOM;FEM;PL
bassi	niedrig	basso	niedrig	ADJ;MASC;PL	ADJ
bassi	niedrigen	basso	niedrig	ADJ;MASC;PL	ADJ
facciata	fassade	facciata	fassade	N;FEM;SG	N;NOM;FEM;SG
facciata	fassade	facciata	fassade	N;FEM;SG	N;NOM;FEM;SG
entra	betritt	entrare	betreten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
descrizione	beschreibung	descrizione	Beschreibung	N;FEM;SG	N;NOM;FEM;SG
nata	geboren	nascere	gebären	V;FEM;SG;PST;V.PTCP	V;V.PTCP
nata	geb	nascere	geb	V;FEM;SG;PST;V.PTCP	V;V.PTCP
raggiunto	erreicht	raggiungere	erreichen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
raggiunto	erreichte	raggiungere	erreichen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fondato	gegründet	fondare	gründen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fondato	gründete	fondare	gründen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
avanti	vorwärts	avanti	vorwärts	ADV	ADV
conquista	eroberung	conquista	Eroberung	N;FEM;SG	N;NOM;FEM;SG
conquista	eroberung	conquista	Eroberung	N;FEM;SG	N;NOM;FEM;SG
esistenza	dasein	esistenza	dasein	N;FEM;SG	N;NOM;NEUT;SG
aereo	flugzeug	aereo	flugzeug	ADJ;MASC;SG	ADJ
aereo	flugzeug	aereo	flugzeug	ADJ;MASC;SG	ADJ
aereo	flugzeug	aereo	flugzeug	ADJ;MASC;SG	ADJ
economia	ökonomie	economia	ökonomie	N;FEM;SG	N;NOM;FEM;SG
economia	wirtschaftlichkeit	economia	wirtschaftlichkeit	N;FEM;SG	N;NOM;FEM;SG
devono	müssen	dovere	müssen	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
trasmissione	ausstrahlung	trasmissione	ausstrahlung	N;FEM;SG	N;NOM;FEM;SG
air	luft	air	lüfen	N;MASC	N;NOM;FEM;SG
romani	römischen	romano	römisch	ADJ;MASC;PL	ADJ;NOM;PL
romani	römische	romano	römisch	ADJ;MASC;PL	ADJ;NOM;FEM;PL
pianoforte	klavier	pianoforte	klavier	N;MASC;SG	N;NOM;NEUT;SG
maschi	männer	maschio	männer	N;MASC;PL	N;NOM;MASC;PL
maschi	männchen	maschio	männchen	N;MASC;PL	N;NOM;PL
maschi	männer	maschio	männer	N;MASC;PL	N;NOM;MASC;PL
maschi	männchen	maschio	männchen	N;MASC;PL	N;NOM;PL
singoli	einzelzimmer	singolo	einzelzimmer	ADJ;MASC;PL	ADJ
singoli	individuelle	singolo	individuell	ADJ;MASC;PL	ADJ;NOM;FEM;PL
singoli	einzelnen	singolo	einzeln	ADJ;MASC;PL	ADJ
singoli	einzelperson	singolo	einzelperson	ADJ;MASC;PL	ADJ
singoli	individuell	singolo	individuell	ADJ;MASC;PL	ADJ
bella	wunderschön	bello	wunderschön	ADJ;FEM;SG	ADJ
bella	schöner	bello	schön	ADJ;FEM;SG	ADJ
bella	schönste	bello	schön	ADJ;FEM;SG	ADJ;NOM;FEM;SG
bella	schön	bello	schön	ADJ;FEM;SG	ADJ
bella	hübsch	bello	hübsch	ADJ;FEM;SG	ADJ
bella	hübschen	bello	hübschen	ADJ;FEM;SG	ADJ
bella	schöner	bello	schön	ADJ;FEM;SG	ADJ
bella	schön	bello	schön	ADJ;FEM;SG	ADJ
argomento	thema	argomento	thema	N;MASC;SG	N;NOM;NEUT;SG
legno	holz	legno	holz	N;MASC;SG	N;NOM;NEUT;SG
legno	wald	legno	wald	N;MASC;SG	N;NOM;MASC;SG
legno	holz	legno	holz	N;MASC;SG	N;NOM;NEUT;SG
legno	holz	legno	holz	N;MASC;SG	N;NOM;NEUT;SG
guest	gäste	guest	gesen	N	N;NOM;MASC;PL
storie	erzählungen	storia	erzählingen	N;FEM;PL	N;NOM;FEM;PL
terminata	beendet	terminare	beenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
terminata	gekündigt	terminare	kündigen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
terminata	abgeschlossen	terminare	abschließen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
terminata	fertiggestellt	terminare	fertigstellen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
terminata	beendet	terminare	beenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
terminata	erledigt	terminare	erledigen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
nazioni	nationen	nazione	nation	N;FEM;PL	N;NOM;FEM;PL
vecchia	altstadt	vecchio	altstadt	ADJ;FEM;SG	ADJ
vecchia	alter	vecchio	alt	ADJ;FEM;SG	ADJ
vecchia	alt	vecchio	alt	ADJ;FEM;SG	ADJ
commerciale	kommerziellen	commerciale	kommerziell	ADJ;SG	ADJ
commerciale	kommerziell	commerciale	kommerziell	ADJ;SG	ADJ
incarico	aufgabe	incarico	aufgaben	N;MASC;SG	N;NOM;FEM;SG
incarico	auftrag	incarico	auftragen	N;MASC;SG	N;MASC;SG
incarico	zuweisung	incarico	zuweisung	N;MASC;SG	N;SG
indica	deutet	indicare	deuten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
indica	kennzeichnet	indicare	kennzeichnen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
indica	bezeichnet	indicare	bezeichnen	V;IND;SG;3;PRS;FIN	V;V.PTCP
trasporto	transport	trasporto	transporen	N;MASC;SG	N
scene	szenen	scena	szenen	N;FEM;PL	N;NOM;PL
teste	köpfe	testa	köpfen	N;FEM;PL	N;NOM;MASC;PL
utile	nützliches	utile	nützlich	ADJ;SG	ADJ;NOM;NEUT;SG
utile	nützlich	utile	nützlich	ADJ;SG	ADJ
utile	hilfreich	utile	hilfreich	ADJ;SG	ADJ
utile	nützlich	utile	nützlich	ADJ;SG	ADJ
utile	hilfreich	utile	hilfreich	ADJ;SG	ADJ
utile	hilfsbereit	utile	hilfsbereit	ADJ;SG	ADJ
life	lebens	life	lebens	N	N;NOM;PL
aiutare	helfen	aiutare	helfen	V;NFIN	V;NFIN
aiutare	hilft	aiutare	helfen	V;NFIN	V;IND;SG;3;PRS;FIN
aiutare	helfen	aiutare	helfen	V;NFIN	V;NFIN
aiutare	hilfen	aiutare	halfen	V;NFIN	V;NFIN
imperiale	kaiserlich	imperiale	kaiserlich	ADJ;SG	ADJ
contatto	kontakt	contatto	kontakt	N;MASC;SG	N;NOM;SG
diffusione	verbreitung	diffusione	verbreitung	N;FEM;SG	N;NOM;FEM;SG
diffusione	verbreitung	diffusione	verbreitung	N;FEM;SG	N;NOM;FEM;SG
lascia	verlassen	lasciare	verlassen	V;IND;SG;2;PRS;FIN	V;NFIN
lascia	hinterlassen	lasciare	hinterlassen	V;IND;SG;2;PRS;FIN	V;V.PTCP
lascia	weggehen	lasciare	weggehen	V;IND;SG;2;PRS;FIN	V;NFIN
white	weisse	white	wissen	N	N;NOM;FEM;PL
tipi	arten	tipo	arten	N;MASC;PL	N;PL
tipi	typen	tipo	typen	N;MASC;PL	N;NOM;PL
dollari	dollars	dollaro	dollars	N;MASC;PL	N;NOM;PL
territori	territorien	territorio	territorien	N;MASC;PL	N;NOM;PL
lavorare	arbeiten	lavorare	arbeiten	V;NFIN	V;NFIN
lavorare	arbeiten	lavorare	arbeiten	V;NFIN	V;NFIN
gioca	abspielen	giocare	abspielen	V;IND;SG;3;PRS;FIN	V;NFIN
gioca	spielen	giocare	spielen	V;IND;SG;3;PRS;FIN	V;NFIN
orbita	umlaufbahn	orbita	umlaufbahn	N;FEM;SG	N;SG
disposizione	gliederung	disposizione	gliederung	N;FEM;SG	N;NOM;FEM;SG
quinto	fünften	quinto	fünft	ADJ;MASC;SG	ADJ
quinto	fünfter	quinto	fünft	ADJ;MASC;SG	ADJ
quinto	fünfte	quinto	fünft	ADJ;MASC;SG	ADJ;NOM;FEM;SG
quinto	fünftes	quinto	fünft	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
intanto	unterdessen	intanto	unterdessen	ADV	ADV
intanto	mittlerweile	intanto	mittlerweile	ADV	ADV
intanto	inzwischen	intanto	inzwischen	ADV	ADV
intanto	währenddessen	intanto	währenddessen	ADV	ADV
argentina	argentinischer	argentino	argentinisch	ADJ;FEM;SG	ADJ
religioso	religiösen	religioso	religiös	ADJ;MASC;SG	ADJ
religioso	religiös	religioso	religiös	ADJ;MASC;SG	ADJ
spirito	geistes	spirito	geist	N;MASC;SG	N;NOM;NEUT;SG
soluzione	lösung	soluzione	lösung	N;FEM;SG	N;NOM;FEM;SG
iniziata	initiiert	iniziare	initiieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
iniziata	eingeleitet	iniziare	einleiten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
iniziata	gestartet	iniziare	starten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
niente	nichts	niente	nichts	PRO;SG	PRO;INDF
computer	datenverarbeitung	computer	datenverarbeitung	N;MASC	N;NOM;FEM;SG
morti	todesfälle	morto	todesfall	N;MASC;PL	N;NOM;FEM;PL
protezione	schutz	protezione	schutz	N;FEM;SG	N
ufficio	geschäftsstelle	ufficio	geschäftsstelle	N;MASC;SG	N;NOM;FEM;SG
ufficio	amt	ufficio	amt	N;MASC;SG	N;NOM;NEUT;SG
ultime	letzten	ultimo	letzt	ADJ;FEM;PL	ADJ;PL
ultime	aktuellste	ultimo	aktuell	ADJ;FEM;PL	ADJ;NOM;FEM;PL
ultime	neuesten	ultimo	neu	ADJ;FEM;PL	ADJ
ultime	neueste	ultimo	neu	ADJ;FEM;PL	ADJ;NOM;FEM;PL
ultime	aktuelle	ultimo	aktuell	ADJ;FEM;PL	ADJ;NOM;FEM;PL
danni	schäden	danno	Schaden	N;MASC;PL	N;NOM;MASC;PL
danni	schäden	danno	Schaden	N;MASC;PL	N;NOM;MASC;PL
utilizzare	benutzen	utilizzare	benutzen	V;NFIN	V;NFIN
utilizzare	verwenden	utilizzare	verwenden	V;NFIN	V;NFIN
russa	russisch	russo	russisch	ADJ;FEM;SG	ADJ
numeri	nummern	numero	nummern	N;MASC;PL	N
normale	normaler	normale	normal	ADJ;SG	ADJ
normale	normalen	normale	normal	ADJ;SG	ADJ
normale	normales	normale	normal	ADJ;SG	ADJ;NOM;NEUT;SG
normale	normal	normale	normal	ADJ;SG	ADJ
traccia	spur	traccia	spur	N;FEM;SG	N;NOM;FEM;SG
scelto	auserwählt	scegliere	auserwählen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
scelto	ausgewählt	scegliere	auswählen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
scelto	erwählt	scegliere	erwählen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
scelto	gewählt	scegliere	wählen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
scelto	ausgesucht	scegliere	aussuchen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
messaggio	mitteilung	messaggio	mitteilung	N;MASC;SG	N;FEM;SG
categorie	hauptkategorien	categoria	hauptkategorien	N;FEM;PL	N;NOM;PL
categorie	kategorien	categoria	kategorien	N;FEM;PL	N;NOM;FEM;PL
categorie	klassen	categoria	klassen	N;FEM;PL	N;NOM;PL
iniziato	begonnen	iniziare	beginnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
iniziato	angefangen	iniziare	anfangen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
iniziato	begann	iniziare	beginnen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
iniziato	gestartet	iniziare	starten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
ovviamente	offenbar	ovviamente	offenbar	ADV	ADV
strumento	urkunde	strumento	urkunde	N;MASC;SG	N
strumento	tool	strumento	tool	N;MASC;SG	N;NOM;NEUT;SG
strumento	werkzeug	strumento	werkzeug	N;MASC;SG	N;NOM;SG
brasiliano	brasilianischer	brasiliano	brasilianisch	ADJ;MASC;SG	ADJ
brasiliano	brasilianer	brasiliano	brasilianer	ADJ;MASC;SG	ADJ
leggere	lesen	leggere	lesen	V;NFIN	V;NFIN
leggere	gelesen	leggere	lesen	V;NFIN	V;V.PTCP
leggere	lese	leggere	lese	V;NFIN	V;IND;SG;3;PRS;FIN
leggere	lesen	leggere	lesen	V;NFIN	V;NFIN
leggere	lese	leggere	lese	V;NFIN	V;IND;SG;3;PRS;FIN
influenza	beeinflussung	influenza	beeinflussung	N;FEM;SG	N;NOM;FEM;SG
influenza	einfluß	influenza	einfluß	N;FEM;SG	N
influenza	erkältung	influenza	erkältung	N;FEM;SG	N;SG
vivo	lebendig	vivo	lebendig	ADJ;MASC;SG	ADJ
vivo	lebend	vivo	lebend	ADJ;MASC;SG	ADJ
capire	verstehen	capire	verstehen	V;NFIN	V;NFIN
capire	verstehe	capire	verstehen	V;NFIN	V;IND;SG;3;PRS;FIN
capire	begreifen	capire	begreifen	V;NFIN	V;NFIN
capire	verstanden	capire	verstehen	V;NFIN	V;V.PTCP
giallo	gelbes	giallo	gelb	N;MASC;SG	N;NOM;NEUT;SG
metropolitana	metrostation	metropolitano	Metrostation	ADJ;FEM;SG	ADJ
leader	führung	leader	führung	N	N;NOM;FEM;SG
mura	wände	muro	wanden	N;FEM;PL	N;NOM;PL
celebre	berühmter	celebre	berühmt	ADJ;SG	ADJ
celebre	berühmt	celebre	berühmt	ADJ;SG	ADJ
comitato	ausschuss	comitato	ausschassen	N;MASC;SG	N
comitato	ausschuß	comitato	ausscheßen	N;MASC;SG	N;SG
etichetta	kennzeichnung	etichetta	kennzeichnung	N;FEM;SG	N;NOM;FEM;SG
scritti	schriftlich	scritto	schriftlich	ADJ;MASC;PL	ADJ
scritti	schriftliche	scritto	schriftlich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
scritti	geschriebene	scritto	geschrieben	ADJ;MASC;PL	ADJ;NOM;FEM;PL
coda	schwanz	coda	schwanzen	N;FEM;SG	N
chiede	bittet	chiedere	bitten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
chiede	fragt	chiedere	fragen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
incidente	unfall	incidente	unfall	N;MASC;SG	N
sostituito	ersetzte	sostituire	ersetzen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
sostituito	ersetzt	sostituire	ersetzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
sostituito	ersetzte	sostituire	ersetzen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
