par	대략	par	대략		
virsnieks	경찰관	virsnieks	경찰관	N;NOM;MASC;SG	N
virsnieks	장교	virsnieks	장교	N;NOM;MASC;SG	N
struktūra	구조물	struktūra	구조물	N;NOM;FEM;SG	N
struktūra	구조	struktūra	구조	N;NOM;FEM;SG	N
ziemeļrietumu	북서쪽	ziemeļrietums	북서쪽	N;ACC;MASC;SG	N
zinātnieki	과학자	zinātnieks	과학자	N;NOM;MASC;PL	N
iestādes	당국	iestāde	당국	N;NOM;FEM;PL	N
eirovīzijas	유로비전	eirovīzija	유로비전	N;NOM;FEM;PL	N
mazuļi	컵스	mazulis	컵스	N;NOM;MASC;PL	N
ādas	피부	āda	피부	N;NOM;FEM;PL	N
ķermenis	시체	ķermenis	시체	N;NOM;MASC;SG	N
ķermenis	몸매	ķermenis	몸매	N;NOM;MASC;SG	N
ķermenis	몸매가	ķermenis	몸매+가	N;NOM;MASC;SG	N
kods	부호	kods	부호	N;NOM;MASC;SG	N
enerģija	에너지	enerģija	에너지	N;NOM;FEM;SG	N
panākumus	성공적	panākums	성공+적	N;ACC;MASC;PL	N
panākumus	성공	panākums	성공	N;ACC;MASC;PL	N
metodes	수단	metode	수단	N;NOM;FEM;PL	N
metodes	메서드	metode	메서드	N;NOM;FEM;PL	N
metodes	방법	metode	방법	N;NOM;FEM;PL	N
atkārtoti	반복적으로	atkārtoti	반복+적+으로	ADV	ADV
jurists	변호사	jurists	변호사	N;NOM;MASC;SG	N
dzimšanas	출생	dzimšana	출생	N;NOM;FEM;SG	N
dzimšanas	탄생	dzimšana	탄생	N;NOM;FEM;SG	N
dzimšanas	출산	dzimšana	출산	N;NOM;FEM;SG	N
modelis	모델	modelis	모델	N;NOM;MASC;SG	N
modelis	모형	modelis	모형	N;NOM;MASC;SG	N
uzstādīts	설치됨	uzstādīt	설치+되+ㄴ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
simbols	기호	simbols	기호	N;NOM;MASC;SG	N
simbols	상징	simbols	상징	N;NOM;MASC;SG	N
kompānijas	회사	kompānija	회사	N;NOM;FEM;PL	N
ekspedīcija	탐험	ekspedīcija	탐험	N;NOM;FEM;SG	N
ekspedīcija	원정	ekspedīcija	원정	N;NOM;FEM;SG	N
īpašnieks	소유자	īpašnieks	소유자	N;NOM;MASC;SG	N
kustība	모션	kustība	모션	N;NOM;FEM;SG	N
kustība	운동	kustība	운동	N;NOM;FEM;SG	N
kapos	무덤	kaps	무덤	N;ESS;MASC;PL	N
gāzes	가스	gāze	가스	N;NOM;FEM;PL	N
gāzes	가스	gāze	가스	N;NOM;FEM;PL	N
saruna	대화	saruna	대화	N;NOM;FEM;SG	N
noteikumi	규칙	noteikums	규칙	N;NOM;MASC;PL	N
noteikumi	조항	noteikums	조항	N;NOM;MASC;PL	N
baznīcā	교회	baznīca	교회	N;ESS;FEM;SG	N
dziedātājs	가수	dziedātājs	가수	N;NOM;MASC;SG	N
satiksmes	교통량	satiksme	교통량	N;NOM;FEM;SG	N
satiksmes	트래픽	satiksme	트래픽	N;NOM;FEM;SG	N
satiksmes	교통	satiksme	교통	N;NOM;FEM;SG	N
literatūrā	문학	literatūra	문학	N;ESS;FEM;SG	N
pamata	기본	pamats	기본	N;NOM;MASC;SG	N
pamata	기초	pamats	기초	N;NOM;MASC;SG	N
dzīvniekiem	동물들	dzīvnieks	동물+들	N;DAT;MASC;PL	N
dzīvniekiem	동물	dzīvnieks	동물	N;DAT;MASC;PL	N
karavīru	군인	karavīrs	군인	N;ACC;MASC;SG	N
karavīru	병사	karavīrs	병사	N;ACC;MASC;SG	N
attīstība	개발	attīstība	개발	N;NOM;FEM;SG	N
attīstība	발달	attīstība	발달	N;NOM;FEM;SG	N
attīstība	진화	attīstība	진화	N;NOM;FEM;SG	N
attīstība	진화론	attīstība	진화론	N;NOM;FEM;SG	N
vispirms	우선	vispirms	우선	ADV	ADV
vispirms	먼저	vispirms	먼저	ADV	ADV
parka	공원	parks	공원	N;GEN;MASC;SG	N
līderis	지도자	līderis	지도자	N;NOM;MASC;SG	N
klases	클래스	klase	클래스	N;NOM;FEM;PL	N
klases	수업	klase	수업	N;NOM;FEM;PL	N
veidnes	템플릿	veidne	템플릿	N;NOM;FEM;PL	N
matemātiķis	수학자	matemātiķis	수학자	N;NOM;MASC;SG	N
meitas	딸들	meita	딸+들	N;NOM;FEM;PL	N
spārnu	날개	spārns	날개	N;ACC;MASC;SG	N
platums	위도	platums	위도	N;NOM;MASC;SG	N
platums	너비	platums	너비	N;NOM;MASC;SG	N
vairums	대부분의	vairums	대부분+의	N;NOM;MASC;SG	N
vairums	대부분	vairums	대부분	N;NOM;MASC;SG	N
statistika	통계	statistika	통계	N;NOM;FEM;SG	N
statistika	통계학	statistika	통계학	N;NOM;FEM;SG	N
statistika	통계	statistika	통계	N;NOM;FEM;SG	N
statistika	통계	statistika	통계	N;NOM;FEM;SG	N
programmu	프로그램	programma	프로그램	N;ACC;FEM;SG	N
skaņu	소리	skaņa	소리	N;ACC;FEM;SG	N
zāle	잔디	zāle	잔디	N;NOM;FEM;SG	N
amats	함수	amats	함수	N;NOM;MASC;SG	N
amats	직위	amats	직위	N;NOM;MASC;SG	N
amats	포지션	amats	포지션	N;NOM;MASC;SG	N
amats	게시	amats	게시	N;NOM;MASC;SG	N
amats	게시물	amats	게시물	N;NOM;MASC;SG	N
krastu	해변	krasts	해변	N;ACC;MASC;SG	N
balta	하얗게	balta	하얗+게	ADJ;NOM;FEM;SG	ADJ
izskats	외모	izskats	외모	N;NOM;MASC;SG	N
izskats	모양	izskats	모양	N;NOM;MASC;SG	N
izskats	출연	izskats	출연	N;NOM;MASC;SG	N
pulkvedis	대령	pulkvedis	대령	N;NOM;MASC;SG	N
žurnālists	언론인	žurnālists	언론인	N;NOM;MASC;SG	N
masas	질량	masa	질량	N;NOM;FEM;PL	N
masas	미사	masa	미사	N;NOM;FEM;PL	N
masas	질량	masa	질량	N;NOM;FEM;PL	N
piemērs	예제	piemērs	예제	N;NOM;MASC;SG	N
piemērs	예시	piemērs	예시	N;NOM;MASC;SG	N
uzmanību	관심	uzmanība	관심	N;ACC;FEM;SG	N
teksts	텍스트	teksts	텍스트	N;NOM;MASC;SG	N
teksts	문자	teksts	문자	N;NOM;MASC;SG	N
teksts	문구	teksts	문구	N;NOM;MASC;SG	N
iekārtas	장비	iekārta	장비	N;NOM;FEM;PL	N
iekārtas	기계	iekārta	기계	N;NOM;FEM;PL	N
mākslinieku	음악가	mākslinieks	음악가	N;ACC;MASC;SG	N
mākslinieku	예술가	mākslinieks	예술가	N;ACC;MASC;SG	N
mākslinieku	아티스트	mākslinieks	아티스트	N;ACC;MASC;SG	N
mākslinieku	아티스트가	mākslinieks	아티스트+가	N;ACC;MASC;SG	N
ģitāra	기타	ģitāra	기타	N;NOM;FEM;SG	N
veiksmīgi	성공적으로	veiksmīgi	성공+적+으로	ADV	ADV
fakultātes	학부	fakultāte	학부	N;NOM;FEM;PL	N
fakultātes	교수	fakultāte	교수	N;NOM;FEM;PL	N
papildu	연장	papildu	연장	N	N
apstiprināja	확인됨	apstiprināt	확인+되+ㄴ	V;FH;IND;3;POS;PST;FIN;ACT	V
runā	말하기	runāt	말하+기	V;FH;IND;2;POS;PRS;FIN;ACT	V
dolāru	달러	dolārs	달러	N;ACC;MASC;SG	N
kvalifikācijas	자격증	kvalifikācija	자격증	N;NOM;FEM;PL	N
versijas	버전	versija	버전	N;NOM;FEM;PL	N
procesā	프로세스	process	프로세스	N;ESS;MASC;SG	N
procesā	과정	process	과정	N;ESS;MASC;SG	N
apraksts	설명	apraksts	설명	N;NOM;MASC;SG	N
apraksts	묘사	apraksts	묘사	N;NOM;MASC;SG	N
biedrība	협회	biedrība	협회	N;NOM;FEM;SG	N
uzdevums	작업	uzdevums	작업	N;NOM;MASC;SG	N
skatuves	장면	skatuve	장면	N;NOM;FEM;PL	N
skaitlis	숫자	skaitlis	숫자	N;NOM;MASC;SG	N
skaitlis	번호	skaitlis	번호	N;NOM;MASC;SG	N
paraksts	서명	paraksts	서명	N;NOM;MASC;SG	N
kustību	운동	kustība	운동	N;ACC;FEM;SG	N
sērija	배치	sērija	배치	N;NOM;FEM;SG	N
sērija	일괄	sērija	일괄	N;NOM;FEM;SG	N
platības	영역	platība	영역	N;NOM;FEM;PL	N
ietekme	영향	ietekme	영향	N;NOM;FEM;SG	N
ietekme	영향	ietekme	영향	N;NOM;FEM;SG	N
ietekme	효과	ietekme	효과	N;NOM;FEM;SG	N
ietekme	영향	ietekme	영향	N;NOM;FEM;SG	N
ietekme	효과	ietekme	효과	N;NOM;FEM;SG	N
vēsturi	역사	vēsture	역사	N;ACC;FEM;SG	N
vēsturi	내역	vēsture	내역	N;ACC;FEM;SG	N
vēsturi	기록	vēsture	기록	N;ACC;FEM;SG	N
notikumi	이벤트	notikums	이벤트	N;NOM;MASC;PL	N
notikumi	행사	notikums	행사	N;NOM;MASC;PL	N
uzņēmumi	회사	uzņēmums	회사	N;NOM;MASC;PL	N
acis	눈빛	acs	눈빛	N;NOM;FEM;PL	N
ieguvēji	우승자	ieguvēt	우승자	N;NOM;MASC;PL	N
ieguvēji	수상자	ieguvēt	수상자	N;NOM;MASC;PL	N
ieguvēji	승자	ieguvēt	승자	N;NOM;MASC;PL	N
atmosfēras	대기	atmosfēra	대기	N;NOM;FEM;PL	N
literatūra	문학	literatūra	문학	N;NOM;FEM;SG	N
pakāpeniski	점차	pakāpeniski	점차	ADV	ADV
flotes	함대	flote	함대	N;NOM;FEM;PL	N
pietiekami	충분히	pietiekami	충분+히	ADV	ADV
redzams	표시됨	redzēt	표시+되+ㄴ	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V
kopienas	공동체	kopiena	공동체	N;NOM;FEM;PL	N
kopienas	공동체	kopiena	공동체	N;NOM;FEM;PL	N
augi	식물	augs	식물	N;NOM;MASC;PL	N
augi	식물학	augs	식물학	N;NOM;MASC;PL	N
apvienības	협회	apvienība	협회	N;NOM;FEM;PL	N
apvienības	동맹	apvienība	동맹	N;NOM;FEM;PL	N
pakāpes	성적	pakāpe	성+적	N;NOM;FEM;PL	N
pakāpes	학년	pakāpe	학년	N;NOM;FEM;PL	N
pakāpes	성적	pakāpe	성+적	N;NOM;FEM;PL	N
uzvārds	성씨	uzvārds	성씨	N;NOM;MASC;SG	N
baltā	하얗게	balts	하얗+게	ADJ;NOM;FEM;SG	ADJ
rūpnīca	식물	rūpnīca	식물	N;NOM;FEM;SG	N
rūpnīca	식물학	rūpnīca	식물학	N;NOM;FEM;SG	N
mācības	훈련	mācība	훈련	N;NOM;FEM;PL	N
mācības	트레이닝	mācība	트레이닝	N;NOM;FEM;PL	N
politikas	정책	politika	정책	N;NOM;FEM;PL	N
politikas	방침	politika	방침	N;NOM;FEM;PL	N
politikas	정책	politika	정책	N;NOM;FEM;PL	N
putns	조류	putns	조류	N;NOM;MASC;SG	N
skolotājs	교사	skolotājs	교사	N;NOM;MASC;SG	N
skolotājs	스승	skolotājs	스승	N;NOM;MASC;SG	N
islāma	이슬람	islams	이슬람	N;NOM;FEM;SG	N
islāma	이슬람교	islams	이슬람교	N;NOM;FEM;SG	N
islāma	이슬람	islams	이슬람	N;NOM;FEM;SG	N
augsta	높음	augsts	높음	ADJ;NOM;FEM;SG	ADJ
laukumā	광장	laukums	광장	N;ESS;MASC;SG	N
ražošana	제조	ražošana	제조	N;NOM;FEM;SG	N
ražošana	생산	ražošana	생산	N;NOM;FEM;SG	N
ražošana	제작	ražošana	제작	N;NOM;FEM;SG	N
ražošana	제조업	ražošana	제조업	N;NOM;FEM;SG	N
ražošana	제조	ražošana	제조	N;NOM;FEM;SG	N
priekšsēdētāja	회장	priekšsēdētājs	회장	N;NOM;MASC;SG	N
priekšsēdētāja	대통령	priekšsēdētājs	대통령	N;NOM;MASC;SG	N
priekšsēdētāja	회장님	priekšsēdētājs	회장님	N;NOM;MASC;SG	N
priekšsēdētāja	회장	priekšsēdētājs	회장	N;NOM;MASC;SG	N
tūkstošiem	수천	tūkstoši	수천	NUM;DAT;MASC;PL	NUM
profesija	직업	profesija	직업	N;NOM;FEM;SG	N
profesija	점령	profesija	점령	N;NOM;FEM;SG	N
barību	피드	barība	피드	N;ACC;FEM;SG	N
tramvaju	트램	tramvajs	트램	N;ACC;MASC;SG	N
tramvaju	트램	tramvajs	트램	N;ACC;MASC;SG	N
tramvaju	트램	tramvajs	트램	N;ACC;MASC;SG	N
spēkā	강제	spēks	강제	N;ESS;MASC;SG	N
priekšnieks	과장	priekšnieks	과장	N;NOM;MASC;SG	N
priekšnieks	사장님	priekšnieks	사장님	N;NOM;MASC;SG	N
pozīcijas	직위	pozīcija	직위	N;NOM;FEM;PL	N
pozīcijas	입장	pozīcija	입장	N;NOM;FEM;PL	N
pozīcijas	포지션	pozīcija	포지션	N;NOM;FEM;PL	N
savienojumi	연결	savienojums	연결	N;NOM;MASC;PL	N
instrumenti	악기	instruments	악기	N;NOM;MASC;PL	N
instrumenti	인스트루먼트	instruments	인스트프랑트	N;NOM;MASC;PL	N
instrumenti	도구	instruments	도구	N;NOM;MASC;PL	N
instrumenti	계측기	instruments	계측기	N;NOM;MASC;PL	N
instrumenti	계측	instruments	계측	N;NOM;MASC;PL	N
sievas	아내	sieva	아내	N;NOM;FEM;PL	N
sievas	아내	sieva	아내	N;NOM;FEM;PL	N
federācija	연맹	federācija	연맹	N;NOM;FEM;SG	N
federācija	연방	federācija	연방	N;NOM;FEM;SG	N
augsts	높음	augsts	높음	ADJ;NOM;MASC;SG	ADJ
pārvalde	관리자	pārvalde	관리자	N;NOM;FEM;SG	N
spēka	체력	spēks	체력	N;GEN;MASC;SG	N
spēka	강제	spēks	강제	N;GEN;MASC;SG	N
zvaigznes	항성	zvaigzne	항성	N;NOM;FEM;PL	N
meistars	마스터스	meistars	마스터스	N;NOM;MASC;SG	N
deputāti	구성원	deputāts	구성원	N;NOM;MASC;PL	N
deputāti	멤버들	deputāts	멤버+들	N;NOM;MASC;PL	N
termins	용어	termins	용어	N;NOM;MASC;SG	N
nesējs	항공사	nesējs	항공사	N;NOM;MASC;SG	N
nesējs	통신사	nesējs	통신사	N;NOM;MASC;SG	N
objekts	객체	objekts	객체	N;NOM;MASC;SG	N
objekts	개체	objekts	개체	N;NOM;MASC;SG	N
objekts	대상	objekts	대상	N;NOM;MASC;SG	N
objekts	천체	objekts	천체	N;NOM;MASC;SG	N
objekts	주제	objekts	주제	N;NOM;MASC;SG	N
objekts	제목	objekts	제목	N;NOM;MASC;SG	N
dibinātājs	설립자	dibinātājs	설립자	N;NOM;MASC;SG	N
uzņēmējs	작용소	uzņēmējs	작용소	N;NOM;MASC;SG	N
uzņēmējs	연산자	uzņēmējs	연산자	N;NOM;MASC;SG	N
uzņēmējs	사업가	uzņēmējs	사업가	N;NOM;MASC;SG	N
atbrīvošanas	해방	atbrīvošana	해방	N;NOM;FEM;SG	N
spēks	체력	spēks	체력	N;NOM;MASC;SG	N
spēks	강제	spēks	강제	N;NOM;MASC;SG	N
normas	규범	norma	규범	N;NOM;FEM;PL	N
saraksti	목록	saraksts	목록	N;NOM;MASC;PL	N
lidojums	항공편	lidojums	항공+편	N;NOM;MASC;SG	N
lidojums	비행	lidojums	비행	N;NOM;MASC;SG	N
laikraksta	신문	laikraksts	신문	N;GEN;MASC;SG	N
uzvara	승리	uzvara	승리	N;NOM;FEM;SG	N
uzvara	우승	uzvara	우승	N;NOM;FEM;SG	N
uzvara	승리	uzvara	승리	N;NOM;FEM;SG	N
persona	사람	persona	사람	N;NOM;FEM;SG	N
ieroču	무기	ierocis	무기	N;ACC;MASC;SG	N
atjaunošanas	재건	atjaunošana	재건	N;NOM;FEM;SG	N
soda	페널티	sods	페널티	N;GEN;MASC;SG	N
virzieni	방향	virziens	방향	N;NOM;MASC;PL	N
lietas	것들	lieta	것+들	N;NOM;FEM;PL	N
lietas	사물	lieta	사물	N;NOM;FEM;PL	N
lietas	케이스	lieta	케이스	N;NOM;FEM;PL	N
lietas	사례	lieta	사례	N;NOM;FEM;PL	N
teorija	이론	teorija	이론	N;NOM;FEM;SG	N
ostas	항구	osta	항구	N;NOM;FEM;PL	N
ostas	항구	osta	항구	N;NOM;FEM;PL	N
banka	은행	banka	은행	N;NOM;FEM;SG	N
plašu	넓은	plašs	넓+ㄴ	ADJ;ACC;MASC;SG	ADJ
iekļauti	포함됨	iekļaut	포함+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
valdnieks	통치자	valdnieks	통치자	N;NOM;MASC;SG	N
misijas	선교	misija	선교	N;NOM;FEM;PL	N
vadība	경영	vadība	경영	N;NOM;FEM;SG	N
vadība	관리	vadība	관리	N;NOM;FEM;SG	N
vadība	명령	vadība	명령	N;NOM;FEM;SG	N
vadība	명령어	vadība	명령+어	N;NOM;FEM;SG	N
vadība	사령부	vadība	사령부	N;NOM;FEM;SG	N
vadība	지도력	vadība	지도력	N;NOM;FEM;SG	N
artilērijas	대포	artilērija	대포	N;NOM;FEM;PL	N
ministra	장관	ministrs	장관	N;GEN;MASC;SG	N
tūrisma	관광객	tūrisms	관광객	N;GEN;MASC;SG	N
parkā	공원	parks	공원	N;ESS;MASC;SG	N
kanāls	채널	kanāls	채널	N;NOM;MASC;SG	N
progress	진행	progress	진행	N;NOM;MASC;SG	N
tev	당신은	tu	당신+은	PRO;DAT;SG;2	PRO
tev	당신	tu	당신	PRO;DAT;SG;2	PRO
bibliotēkas	도서관	bibliotēka	도서관	N;NOM;FEM;PL	N
bibliotēkas	도서관	bibliotēka	도서관	N;NOM;FEM;PL	N
doktora	박사	doktors	박사	N;GEN;MASC;SG	N
iekšlietu	내부	iekšlietas	내부	N;GEN;FEM	N
oglekļa	탄소	ogleklis	탄소	N;NOM;MASC;SG	N
māksla	예술	māksla	예술	N;NOM;FEM;SG	N
māksla	예술	māksla	예술	N;NOM;FEM;SG	N
māksla	미술	māksla	미술	N;NOM;FEM;SG	N
pārējie	다른	pārējs	다르+ㄴ	ADJ;NOM;MASC;PL	ADJ
teorijas	이론	teorija	이론	N;NOM;FEM;PL	N
dzejas	문학	dzeja	문학	N;NOM;FEM;PL	N
noteikt	고쳐	noteikt	고치+어	V;POS;NFIN	V
galvu	머리	galva	머리	N;ACC;FEM;SG	N
savvaļā	야생	savvaļa	야생	N;ESS;FEM;SG	N
locekļi	구성원	loceklis	구성원	N;NOM;MASC;PL	N
locekļi	멤버들	loceklis	멤버+들	N;NOM;MASC;PL	N
aste	꼬리	aste	꼬리	N;NOM;FEM;SG	N
turpina	계속하기	turpināt	계속+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
dibināšanas	창립	dibināšana	창립	N;NOM;FEM;PL	N
dibināšanas	형성	dibināšana	형성	N;NOM;FEM;PL	N
sasniegumi	성취	sasniegums	성취	N;NOM;MASC;PL	N
sasniegumi	달성	sasniegums	달성	N;NOM;MASC;PL	N
sasniegumi	업적	sasniegums	업적	N;NOM;MASC;PL	N
sasniegumi	기록	sasniegums	기록	N;NOM;MASC;PL	N
zivis	물고기	zivs	물고기	N;NOM;FEM;PL	N
tostarp	포함	tostarp	포함		
šķirnes	품종	šķirne	품종	N;NOM;FEM;PL	N
šķirnes	다양체	šķirne	다양체	N;NOM;FEM;PL	N
faktiski	실제로	faktiski	실제로	ADV	ADV
uzbrukumu	공격	uzbrukums	공격	N;ACC;MASC;SG	N
stāsts	이야기	stāsts	이야기	N;NOM;MASC;SG	N
stāsts	스토리	stāsts	스토리	N;NOM;MASC;SG	N
stāsts	소식	stāsts	소식	N;NOM;MASC;SG	N
bāze	기지	bāze	기지	N;NOM;FEM;SG	N
bāze	기초	bāze	기초	N;NOM;FEM;SG	N
bāze	근거	bāze	근거	N;NOM;FEM;SG	N
bāze	기저	bāze	기저	N;NOM;FEM;SG	N
pakalpojumu	서비스	pakalpojums	서비스	N;ACC;MASC;SG	N
pabeigta	완료되었습니다	pabeigt	완료+되+었+습니다	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
pabeigta	완료되었습니다	pabeigt	완료+되+었+습니다	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
plāna	계획	plāns	계획	N;NOM;FEM;SG	N
cīņa	전투	cīņa	전투	N;NOM;FEM;SG	N
cīņa	투쟁	cīņa	투쟁	N;NOM;FEM;SG	N
apvienība	협회	apvienība	협회	N;NOM;FEM;SG	N
kapi	무덤	kaps	무덤	N;NOM;MASC;PL	N
kapi	묘지	kaps	묘지	N;NOM;MASC;PL	N
izmantošana	사용법	izmantošana	사용법	N;NOM;FEM;SG	N
izmantošana	사용량	izmantošana	사용량	N;NOM;FEM;SG	N
izmantošana	사용	izmantošana	사용	N;NOM;FEM;SG	N
izmantošana	사용	izmantošana	사용	N;NOM;FEM;SG	N
izmantošana	이용	izmantošana	이용	N;NOM;FEM;SG	N
sports	스포츠	sports	스포츠	N;NOM;MASC;SG	N
sports	스포츠	sports	스포츠	N;NOM;MASC;SG	N
ziemeļaustrumu	북동	ziemeļaustrumi	북동	N;GEN;MASC	N
bēgļu	난민	bēglis	난민	N;GEN;MASC;PL	N
konference	회담	konference	회담	N;NOM;FEM;SG	N
filozofijas	철학	filozofija	철학	N;NOM;FEM;PL	N
sekretārs	비서	sekretārs	비서	N;NOM;MASC;SG	N
apzīmējums	용어	apzīmējums	용어	N;NOM;MASC;SG	N
apzīmējums	명명법	apzīmējums	명명법	N;NOM;MASC;SG	N
vietnieks	부관	vietnieks	부관	N;NOM;MASC;SG	N
saņem	받기	saņemt	받+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
kari	전쟁	karš	전쟁	N;NOM;MASC;PL	N
tehnoloģijas	기술	tehnoloģija	기술	N;NOM;FEM;PL	N
problēmu	문제	problēma	문제	N;ACC;FEM;SG	N
viņai	그녀의	viņa	그녀+의	PRO;DAT;FEM;SG;3	PRO
attēli	그림	attēls	그림	N;NOM;MASC;PL	N
attēli	사진	attēls	사진	N;NOM;MASC;PL	N
attēli	사진들	attēls	사진+들	N;NOM;MASC;PL	N
attēli	픽처스	attēls	픽처스	N;NOM;MASC;PL	N
attēli	사진	attēls	사진	N;NOM;MASC;PL	N
attēli	사진들	attēls	사진+들	N;NOM;MASC;PL	N
treneri	코치	treneris	코치	N;ACC;MASC;SG	N
elements	요소	elements	요소	N;NOM;MASC;SG	N
elements	원소	elements	원소	N;NOM;MASC;SG	N
pieci	다섯	pieci	다섯	NUM;NOM;MASC;PL	NUM
stāvoklī	임신	stāvoklis	임신	N;ESS;MASC;SG	N
gadsimts	세기	gadsimts	세기	N;NOM;MASC;SG	N
kultūra	문화	kultūra	문화	N;NOM;FEM;SG	N
kultūra	농작물	kultūra	농작물	N;NOM;FEM;SG	N
tituls	제목	tituls	제목	N;NOM;MASC;SG	N
celtniecība	공사	celtniecība	공사	N;NOM;FEM;SG	N
celtniecība	건설	celtniecība	건설	N;NOM;FEM;SG	N
celtniecība	건축	celtniecība	건축	N;NOM;FEM;SG	N
radīt	만들기	radīt	만들+기	V;POS;NFIN	V
birojs	사무소	birojs	사무소	N;NOM;MASC;SG	N
birojs	사무실	birojs	사무실	N;NOM;MASC;SG	N
vērtības	가치관	vērtība	가치관	N;NOM;FEM;PL	N
vērtības	가치	vērtība	가치	N;NOM;FEM;PL	N
rakstīt	쓰기	rakstīt	쓰+기	V;POS;NFIN	V
rakstīt	글쓰기	rakstīt	글쓰기	V;POS;NFIN	V
atgriešanās	반납	atgriešanās	반납	N;NOM;FEM;SG	N
atgriešanās	반환	atgriešanās	반환	N;NOM;FEM;SG	N
atgriešanās	귀환	atgriešanās	귀환	N;NOM;FEM;SG	N
atgriešanās	복귀	atgriešanās	복귀	N;NOM;FEM;SG	N
karavīri	군인	karavīrs	군인	N;NOM;MASC;PL	N
karavīri	병사	karavīrs	병사	N;NOM;MASC;PL	N
smilšu	모래시계	smilts	모래+시계	N;GEN;FEM;PL	N
lidmašīnas	항공기	lidmašīna	항공기	N;NOM;FEM;PL	N
lidmašīnas	비행기	lidmašīna	비행기	N;NOM;FEM;PL	N
roka	핸드	roka	핸드	N;NOM;FEM;SG	N
zīme	기호	zīme	기호	N;NOM;FEM;SG	N
zīme	서명	zīme	서명	N;NOM;FEM;SG	N
pārtrauca	중단됨	pārtraukt	중단+되+ㄴ	V;FH;IND;3;POS;PST;FIN;ACT	V
alus	맥주	ali	맥주	N;NOM;MASC;SG	N
alus	맥주	ali	맥주	N;NOM;MASC;SG	N
zinātnieks	과학자	zinātnieks	과학자	N;NOM;MASC;SG	N
ezeri	호수	ezers	호수	N;NOM;MASC;PL	N
krājums	주식	krājums	주식	N;NOM;MASC;SG	N
redaktors	편집기	redaktors	편집기	N;NOM;MASC;SG	N
redaktors	편집자	redaktors	편집자	N;NOM;MASC;SG	N
matemātikas	수학	matemātika	수학	N;NOM;FEM;PL	N
metode	수단	metode	수단	N;NOM;FEM;SG	N
metode	메서드	metode	메서드	N;NOM;FEM;SG	N
metode	방법	metode	방법	N;NOM;FEM;SG	N
metode	메소드	metode	메소드	N;NOM;FEM;SG	N
autori	작가	autors	작가	N;NOM;MASC;PL	N
autori	제작자	autors	제작자	N;NOM;MASC;PL	N
autori	작성자	autors	작성자	N;NOM;MASC;PL	N
runāt	말하기	runāt	말하+기	V;POS;NFIN	V
popularitāti	인기	popularitāte	인기	N;ACC;FEM;SG	N
palīgs	조교	palīgs	조교	N;NOM;MASC;SG	N
palīgs	보조	palīgs	보조	N;NOM;MASC;SG	N
palīgs	도우미	palīgs	도우미	N;NOM;MASC;SG	N
roku	핸드	roka	핸드	N;ACC;FEM;SG	N
sarunas	협상	saruna	협상	N;NOM;FEM;PL	N
sarunas	대화	saruna	대화	N;NOM;FEM;PL	N
sarunas	회담	saruna	회담	N;NOM;FEM;PL	N
sarunas	협상	saruna	협상	N;NOM;FEM;PL	N
sarunas	대화	saruna	대화	N;NOM;FEM;PL	N
gala	기말고사	gals	기말고사	N;NOM;MASC;SG	N
gala	결승전	gals	결승전	N;NOM;MASC;SG	N
līderi	지도자	līderis	지도자	N;ACC;MASC;SG	N
līderi	지도자	līderis	지도자	N;ACC;MASC;SG	N
kājām	발발	kāja	발발	N;DAT;FEM;PL	N
sākums	시작	sākums	시작	N;NOM;MASC;SG	N
uzdevumu	작업	uzdevums	작업	N;ACC;MASC;SG	N
sabiedrība	사회	sabiedrība	사회	N;NOM;FEM;SG	N
sabiedrība	회사	sabiedrība	회사	N;NOM;FEM;SG	N
sabiedrība	기업	sabiedrība	기업	N;NOM;FEM;SG	N
fonda	기금	fonds	기금	N;GEN;MASC;SG	N
fonda	펀드	fonds	펀드	N;GEN;MASC;SG	N
uzvarētāji	우승자	uzvarētājs	우승자	N;NOM;MASC;PL	N
uzvarētāji	수상자	uzvarētājs	수상자	N;NOM;MASC;PL	N
uzvarētāji	승자	uzvarētājs	승자	N;NOM;MASC;PL	N
lietotāja	사용자	lietotāja	사용자	N;NOM;MASC;SG	N
kompozīcijas	작곡	kompozīcija	작곡	N;NOM;FEM;PL	N
krievi	러시아인	krievs	러시아인	N;NOM;MASC;PL	N
zāles	의학	zāle	의학	N;NOM;FEM;PL	N
zāles	의약품	zāle	의약품	N;NOM;FEM;PL	N
youtube	유튜브	youtube	유튜브	N;ACC;FEM;SG	N
youtube	유투브	youtube	유투브	N;ACC;FEM;SG	N
osta	항구	osta	항구	N;NOM;FEM;SG	N
stāvoklis	상황	stāvoklis	상황	N;NOM;MASC;SG	N
stāvoklis	상황이	stāvoklis	상황+이	N;NOM;MASC;SG	N
stāvoklis	조건	stāvoklis	조건	N;NOM;MASC;SG	N
datoru	컴퓨터	dators	컴퓨터	N;ACC;MASC;SG	N
