von	de	von	de	ADP	ADP
stiftung	foundation	stiftung	foundation	N;NOM;FEM;SG	N;MASC;SG
stiftung	fundação	stiftung	fundação	N;NOM;FEM;SG	N;FEM;SG
stiftung	alicerce	stiftung	alicerce	N;NOM;FEM;SG	N;MASC;SG
stiftung	stiftung	stiftung	stiftung	N;NOM;FEM;SG	N;MASC;SG
aktiv	ativo	aktiv	ativo	ADJ	ADJ;MASC;SG
aktiv	activo	aktiv	activo	ADJ	ADJ;MASC;SG
aktiv	ativa	aktiv	ativo	ADJ	ADJ;FEM;SG
aktiv	activa	aktiv	activo	ADJ	ADJ;FEM;SG
gute	boa	gut	bom	ADJ;NOM;SG	ADJ;FEM;SG
gute	bom	gut	bom	ADJ;NOM;SG	ADJ;MASC;SG
österreichischen	austríacos	österreichisch	austríaco	ADJ;NOM;MASC;PL	ADJ;MASC;PL
punkte	pontos	punken	ponto	N;NOM;MASC;PL	N;MASC;PL
punkte	pontos	punken	ponto	N;NOM;MASC;PL	N;MASC;PL
sinne	significado	sinnen	significado	N	N;MASC;SG
sinne	sentidos	sinnen	sentido	N	N;MASC;PL
bleiben	permanecendo	bleiben	permanecer	V;NFIN	V;V.MSDR
bleiben	ficar	bleiben	ficar	V;NFIN	V;NFIN
bleiben	ficando	bleiben	ficar	V;NFIN	V;V.MSDR
bleiben	permanecer	bleiben	permanecer	V;NFIN	V;NFIN
bleiben	permaneça	bleiben	permaneçar	V;NFIN	V;SBJV;SG;3;PRS;FIN
bleiben	ficar	bleiben	ficar	V;NFIN	V;NFIN
bleiben	fica	bleiben	ficar	V;NFIN	V;IND;SG;3;PRS;FIN
bleiben	fique	bleiben	ficar	V;NFIN	V;SBJV;SG;3;PRS;FIN
rang	patente	rang	patente	N;SG	N;FEM;SG
rang	rank	rang	rank	N;SG	N;MASC;SG
rang	posto	rang	posto	N;SG	N;MASC;SG
diente	servi	dienen	servir	V;IND;SG;3;PST;FIN	V;FIN
diente	serviu	dienen	servir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
diente	servido	dienen	servido	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
historischen	histórico	historisch	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
historischen	histórica	historisch	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
historischen	histórico	historisch	histórico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
historischen	histórica	historisch	histórico	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ähnlich	semelhante	ähnlich	semelhante	ADJ	ADJ;MASC;SG
ähnlich	similar	ähnlich	similar	ADJ	ADJ;MASC;SG
ähnlich	semelhantes	ähnlich	semelhante	ADJ	ADJ;MASC;PL
finale	final	final	final	N;NOM;NEUT;SG	N;MASC;SG
finale	final	final	final	N;NOM;NEUT;SG	N;MASC;SG
falsch	incorreta	falsch	incorretar	ADJ	ADJ;FEM;SG
falsch	incorretas	falsch	incorreta	ADJ	ADJ;FEM;PL
falsch	incorrecto	falsch	incorrecto	ADJ	ADJ;MASC;SG
falsch	incorreto	falsch	incorreto	ADJ	ADJ;MASC;SG
falsch	falsa	falsch	falso	ADJ	ADJ;FEM;SG
falsch	falsas	falsch	falso	ADJ	ADJ;FEM;PL
falsch	falso	falsch	falso	ADJ	ADJ;MASC;SG
weise	sábia	weis	sábio	ADJ	ADJ;FEM;SG
außer	exceto	außer	exceto	ADP	ADP
ausgabe	output	ausgeben	output	N;NOM;FEM;SG	N;MASC;SG
ausgabe	saída	ausgeben	saída	N;NOM;FEM;SG	N;FEM;SG
ausgabe	emissão	ausgeben	emissão	N;NOM;FEM;SG	N;FEM;SG
ausgabe	questão	ausgeben	questão	N;NOM;FEM;SG	N;FEM;SG
ausgabe	edição	ausgeben	edição	N;NOM;FEM;SG	N;FEM;SG
knapp	escasso	knapp	escasso	ADJ	ADJ;MASC;SG
knapp	escassa	knapp	escasso	ADJ	ADJ;FEM;SG
knapp	escassos	knapp	escasso	ADJ	ADJ;MASC;PL
fläche	trama	fläche	trama	N;NOM;FEM;SG	N;FEM;SG
fläche	conspiração	fläche	conspiração	N;NOM;FEM;SG	N;FEM;SG
fläche	parcela	fläche	parcela	N;NOM;FEM;SG	N;FEM;SG
fläche	enredo	fläche	enredo	N;NOM;FEM;SG	N;MASC;SG
fläche	superficie	fläche	superficie	N;NOM;FEM;SG	N;FEM;SG
fläche	superfície	fläche	superfície	N;NOM;FEM;SG	N;FEM;SG
fläche	area	fläche	area	N;NOM;FEM;SG	N;FEM;SG
fläche	área	fläche	área	N;NOM;FEM;SG	N;FEM;SG
kehrte	retornado	kehren	retornar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
kehrte	retornou	kehren	retornar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kehrte	regressou	kehren	regressar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kehrte	voltou	kehren	voltar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
kehrte	devolvido	kehren	devolver	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
großer	grande	groß	grande	ADJ	ADJ;MASC;SG
kanton	cantão	kanton	cantão	N;NOM;MASC;SG	N;MASC;SG
kanton	cantão	kanton	cantão	N;NOM;MASC;SG	N;MASC;SG
kanton	canton	kanton	canton	N;NOM;MASC;SG	N;MASC;SG
versucht	tentada	versuchen	tentar	V;V.PTCP	V;FEM;SG;V.PTCP
versucht	tentaram	versuchen	tentar	V;V.PTCP	V;IND;PL;3;FIN
versucht	tentou	versuchen	tentar	V;V.PTCP	V;IND;SG;3;PST;FIN
versucht	tentei	versuchen	tentar	V;V.PTCP	V;IND;SG;1;PST;FIN
versucht	tentado	versuchen	tentar	V;V.PTCP	V;MASC;SG;V.PTCP
erkennen	reconhecem	erkennen	reconhecer	V;NFIN	V;IND;PL;3;PRS;FIN
erkennen	reconhecer	erkennen	reconhecer	V;NFIN	V;NFIN
erkennen	reconhece	erkennen	reconhecer	V;NFIN	V;IND;SG;3;PRS;FIN
erkennen	reconhecer	erkennen	reconhecer	V;NFIN	V;NFIN
erkennen	reconhecendo	erkennen	reconhecer	V;NFIN	V;V.MSDR
erkennen	detectar	erkennen	detectar	V;NFIN	V;NFIN
erkennen	detecta	erkennen	detectar	V;NFIN	V;IND;SG;3;PRS;FIN
erkennen	detetar	erkennen	detetar	V;NFIN	V;NFIN
erkennen	reconhecer	erkennen	reconhecer	V;NFIN	V;NFIN
erkennen	reconhece	erkennen	reconhecer	V;NFIN	V;IND;SG;3;PRS;FIN
erkennen	reconhecer	erkennen	reconhecer	V;NFIN	V;NFIN
historische	históricas	historisch	histórico	ADJ;NOM;FEM;PL	ADJ;FEM;PL
historische	históricos	historisch	histórico	ADJ;NOM;FEM;PL	ADJ;MASC;PL
historische	históricas	historisch	histórico	ADJ;NOM;FEM;PL	ADJ;FEM;PL
historische	históricos	historisch	histórico	ADJ;NOM;FEM;PL	ADJ;MASC;PL
hochschule	university	hochschule	university	N;NOM;FEM;SG	N;MASC;SG
hochschule	universidade	hochschule	universidade	N;NOM;FEM;SG	N;FEM;SG
hochschule	faculdade	hochschule	faculdade	N;NOM;FEM;SG	N;FEM;SG
hochschule	colégio	hochschule	colégio	N;NOM;FEM;SG	N;MASC;SG
hochschule	college	hochschule	college	N;NOM;FEM;SG	N;MASC;SG
hochschule	universidade	hochschule	universidade	N;NOM;FEM;SG	N;FEM;SG
hochschule	hochschule	hochschule	hochschule	N;NOM;FEM;SG	N;MASC;SG
schwer	severas	schwer	severa	ADJ	ADJ;FEM;PL
schwer	severa	schwer	severar	ADJ	ADJ;FEM;SG
schwer	grave	schwer	grave	ADJ	ADJ;MASC;SG
schwer	duro	schwer	duro	ADJ	ADJ;MASC;SG
schwer	difícil	schwer	difícil	ADJ	ADJ;MASC;SG
schwer	duro	schwer	duro	ADJ	ADJ;MASC;SG
schwer	difícil	schwer	difícil	ADJ	ADJ;MASC;SG
schwer	dificil	schwer	dificil	ADJ	ADJ;MASC;SG
schwer	difíceis	schwer	difícil	ADJ	ADJ;MASC;PL
schwer	difícil	schwer	difícil	ADJ	ADJ;MASC;SG
gruppen	grupos	grappen	grupo	N;NOM;FEM;PL	N;MASC;PL
neues	novo	neu	novo	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
neues	nova	neu	novo	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
weder	nem	weder	nem	CONJ	CONJ
ersetzt	substituído	ersetzen	substituir	V;V.PTCP	V;MASC;SG;V.PTCP
ersetzt	substituída	ersetzen	substituir	V;V.PTCP	V;FEM;SG;V.PTCP
ersetzt	substitui	ersetzen	substituir	V;V.PTCP	V;IND;SG;3;PRS;FIN
ersetzt	substituído	ersetzen	substituir	V;V.PTCP	V;MASC;SG;V.PTCP
ersetzt	substituídos	ersetzen	substituir	V;V.PTCP	V;MASC;PL;V.PTCP
ersetzt	substituída	ersetzen	substituir	V;V.PTCP	V;FEM;SG;V.PTCP
ersetzt	substituiu	ersetzen	substituir	V;V.PTCP	V;IND;SG;3;PST;FIN
ersetzt	substituído	ersetzen	substituir	V;V.PTCP	V;MASC;SG;V.PTCP
ersetzt	substituídos	ersetzen	substituir	V;V.PTCP	V;MASC;PL;V.PTCP
ersetzt	substituída	ersetzen	substituir	V;V.PTCP	V;FEM;SG;V.PTCP
ersetzt	substituiu	ersetzen	substituir	V;V.PTCP	V;IND;SG;3;PST;FIN
ersetzt	substituir	ersetzen	substituir	V;V.PTCP	V;NFIN
ersetzt	substitui	ersetzen	substituir	V;V.PTCP	V;IND;SG;3;PRS;FIN
ersetzt	substitua	ersetzen	substituar	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
derzeit	actualmente	derzeit	actualmente	ADV	ADV
derzeit	atualmente	derzeit	atualmente	ADV	ADV
reicht	chega	reichen	chegar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
stimmen	vote	stimmen	vote	V;NFIN	V;SBJV;SG;3;PRS;FIN
stimmen	votem	stimmen	votar	V;NFIN	V;SBJV;PL;3;PRS;FIN
stimmen	votar	stimmen	votar	V;NFIN	V;NFIN
stimmen	vota	stimmen	vota	V;NFIN	V;IND;SG;3;PRS;FIN
stimmen	votando	stimmen	votar	V;NFIN	V;V.MSDR
stimmen	votar	stimmen	votar	V;NFIN	V;NFIN
geführt	guiada	führen	guiada	V;V.PTCP	V;FEM;SG;V.PTCP
geführt	guiados	führen	guiar	V;V.PTCP	V;MASC;PL;V.PTCP
geführt	guiado	führen	guiado	V;V.PTCP	V;MASC;SG;V.PTCP
geführt	liderado	führen	liderar	V;V.PTCP	V;MASC;SG;V.PTCP
geführt	liderou	führen	liderar	V;V.PTCP	V;IND;SG;3;PST;FIN
geführt	conduzida	führen	conduzido	V;V.PTCP	V;FEM;SG;V.PTCP
geführt	conduzido	führen	conduzir	V;V.PTCP	V;MASC;SG;V.PTCP
späteren	subsequentes	spät	subsequente	ADJ	ADJ;MASC;PL
späteren	subsequente	spät	subsequente	ADJ	ADJ;MASC;SG
frei	vago	frei	vago	ADJ	ADJ;MASC;SG
frei	livre	frei	livre	ADJ	ADJ;MASC;SG
frei	gratuito	frei	gratuito	ADJ	ADJ;MASC;SG
kritik	críticas	kritik	crítica	N	N;FEM;PL
kritik	crítica	kritik	crítico	N	N;FEM;SG
kritik	crítica	kritik	crítico	N	N;FEM;SG
kritik	críticas	kritik	crítica	N	N;FEM;PL
kritik	críticos	kritik	crítico	N	N;MASC;PL
bekannte	conhecidas	bekannt	conhecido	ADJ;NOM;PL	ADJ;FEM;PL
bekannte	conhecidos	bekannt	conhecido	ADJ;NOM;PL	ADJ;MASC;PL
bekannte	conhecidos	bekannt	conhecido	ADJ;NOM;PL	ADJ;MASC;PL
bekannte	conhecidos	bekannt	conhecido	ADJ;NOM;PL	ADJ;MASC;PL
wochen	semanalmente	wech	semanalmente	ADV	ADV
zahlreichen	numerosos	zahlreich	numeroso	ADJ;NOM;PL	ADJ;MASC;PL
zahlreichen	inúmeros	zahlreich	inúmero	ADJ;NOM;PL	ADJ;MASC;PL
zahlreichen	numerosas	zahlreich	numeroso	ADJ;NOM;PL	ADJ;FEM;PL
kategorien	categorias	kategorien	categoria	N;NOM;FEM;PL	N;FEM;PL
selten	escasso	selten	escasso	ADJ	ADJ;MASC;SG
selten	escassa	selten	escasso	ADJ	ADJ;FEM;SG
selten	escassos	selten	escasso	ADJ	ADJ;MASC;PL
selten	raros	selten	raro	ADJ	ADJ;MASC;PL
selten	rara	selten	raro	ADJ	ADJ;FEM;SG
selten	raras	selten	raro	ADJ	ADJ;FEM;PL
selten	raro	selten	raro	ADJ	ADJ;MASC;SG
selten	incomum	selten	incomum	ADJ	ADJ;MASC;SG
fluss	fluxo	flassen	fluxo	N;NOM;MASC;SG	N;MASC;SG
fluss	rio	flassen	rio	N;NOM;MASC;SG	N;MASC;SG
fluss	caudal	flassen	caudal	N;NOM;MASC;SG	N;MASC;SG
fluss	flow	flassen	flow	N;NOM;MASC;SG	N;MASC;SG
fluss	fluxo	flassen	fluxo	N;NOM;MASC;SG	N;MASC;SG
vollständig	cheia	vollständig	cheio	ADJ	ADJ;FEM;SG
vollständig	plena	vollständig	pleno	ADJ	ADJ;FEM;SG
vollständig	pleno	vollständig	pleno	ADJ	ADJ;MASC;SG
vollständig	cheio	vollständig	cheio	ADJ	ADJ;MASC;SG
vollständig	completa	vollständig	completo	ADJ	ADJ;FEM;SG
vollständig	completos	vollständig	completo	ADJ	ADJ;MASC;PL
club	club	club	club	N;NOM	N;MASC;SG
club	clube	club	clube	N;NOM	N;MASC;SG
relativ	relativo	relativ	relativo	ADJ	ADJ;MASC;SG
jungen	jovem	jung	jovem	ADJ	ADJ;MASC;SG
erklärt	declaradas	erklären	declarar	V;V.PTCP	V;FEM;PL;V.PTCP
erklärt	declarada	erklären	declarar	V;V.PTCP	V;FEM;SG;V.PTCP
erklärt	declarado	erklären	declarar	V;V.PTCP	V;MASC;SG;V.PTCP
erklärt	declarou	erklären	declarar	V;V.PTCP	V;IND;SG;3;PST;FIN
erklärt	declarados	erklären	declarar	V;V.PTCP	V;MASC;PL;V.PTCP
erklärt	explicado	erklären	explicar	V;V.PTCP	V;MASC;SG;V.PTCP
erklärt	explicada	erklären	explicar	V;V.PTCP	V;FEM;SG;V.PTCP
erklärt	explicou	erklären	explicar	V;V.PTCP	V;IND;SG;3;PST;FIN
erklärt	explica	erklären	explicar	V;V.PTCP	V;IND;SG;3;PRS;FIN
erklärt	declara	erklären	declarar	V;V.PTCP	V;IND;SG;3;PRS;FIN
gesehen	malhado	sehen	malhar	V;V.PTCP	V;MASC;SG;V.PTCP
gesehen	avistado	sehen	avistar	V;V.PTCP	V;MASC;SG;V.PTCP
gesehen	assisti	sehen	assistir	V;V.PTCP	V;IND;SG;1;PST;FIN
gesehen	assistido	sehen	assistir	V;V.PTCP	V;MASC;SG;V.PTCP
gesehen	assistiu	sehen	assistir	V;V.PTCP	V;IND;SG;3;PST;FIN
gesehen	assistiram	sehen	assistir	V;V.PTCP	V;IND;PL;3;FIN
gesehen	viu	sehen	ver	V;V.PTCP	V;IND;SG;3;PST;FIN
gesehen	viu	sehen	ver	V;V.PTCP	V;IND;SG;3;PST;FIN
gesehen	visualizados	sehen	visualizar	V;V.PTCP	V;MASC;PL;V.PTCP
gesehen	visualizado	sehen	visualizar	V;V.PTCP	V;MASC;SG;V.PTCP
fanden	encontrados	finden	encontrar	V;IND;PL;3;PST;FIN	V;MASC;PL;V.PTCP
fanden	encontraram	finden	encontrar	V;IND;PL;3;PST;FIN	V;IND;PL;3;FIN
nimmt	leva	nehmen	levar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nimmt	assume	nehmen	assumir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bedeutet	significando	bedeuten	significar	V;IND;SG;3;PRS;FIN	V;V.MSDR
bedeutet	significa	bedeuten	significar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bietet	oferece	bieten	oferecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bietet	fornece	bieten	fornecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bietet	provê	bieten	provê	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bietet	proporciona	bieten	proporcionar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vertreter	representativo	vertreter	representativo	ADJ	ADJ;MASC;SG
vertreter	representativa	vertreter	representativa	ADJ	ADJ;FEM;SG
hochgeladen	carregadas	hochladen	carregar	V;V.PTCP	V;FEM;PL;V.PTCP
hochgeladen	carregada	hochladen	carregar	V;V.PTCP	V;FEM;SG;V.PTCP
hochgeladen	carregados	hochladen	carregar	V;V.PTCP	V;MASC;PL;V.PTCP
hochgeladen	carregado	hochladen	carregar	V;V.PTCP	V;MASC;SG;V.PTCP
hochgeladen	carregou	hochladen	carregar	V;V.PTCP	V;IND;SG;3;PST;FIN
leute	tipos	leute	tipo	N;NOM;PL	N;MASC;PL
leute	pessoas	leute	pessoa	N;NOM;PL	N;FEM;PL
halten	mantendo	halten	manter	V;NFIN	V;V.MSDR
halten	manter	halten	manter	V;NFIN	V;NFIN
halten	segure	halten	segure	V;NFIN	V;SBJV;SG;3;PRS;FIN
halten	segurar	halten	segurar	V;NFIN	V;NFIN
halten	segurando	halten	segurar	V;NFIN	V;V.MSDR
halten	mantenha	halten	manter	V;NFIN	V;SBJV;SG;3;PRS;FIN
halten	continue	halten	continuar	V;NFIN	V;SBJV;SG;3;PRS;FIN
halten	continuem	halten	continuar	V;NFIN	V;SBJV;PL;3;PRS;FIN
halten	manter	halten	manter	V;NFIN	V;NFIN
hand	palm	hand	palm	N;NOM;FEM;SG	N;MASC;SG
hand	palma	hand	palma	N;NOM;FEM;SG	N;FEM;SG
hand	palmeira	hand	palmeira	N;NOM;FEM;SG	N;FEM;SG
hand	mão	hand	mão	N;NOM;FEM;SG	N;FEM;SG
hand	hand	hand	hand	N;NOM;FEM;SG	N;MASC;SG
sammlung	coletânea	sammlung	coletânea	N;NOM;FEM;SG	N;FEM;SG
sammlung	compilação	sammlung	compilação	N;NOM;FEM;SG	N;FEM;SG
sammlung	recolha	sammlung	recolha	N;NOM;FEM;SG	N;FEM;SG
sammlung	colecção	sammlung	colecção	N;NOM;FEM;SG	N;FEM;SG
sammlung	coleção	sammlung	coleção	N;NOM;FEM;SG	N;FEM;SG
meisterschaft	campeonato	meisterschaft	campeonato	N;NOM;FEM;SG	N;MASC;SG
meisterschaft	championship	meisterschaft	championship	N;NOM;FEM;SG	N;MASC;SG
nehmen	pega	nehmen	pegar	V;NFIN	V;IND;SG;3;PRS;FIN
nehmen	levar	nehmen	levar	V;NFIN	V;NFIN
nehmen	pegue	nehmen	pegar	V;NFIN	V;SBJV;SG;3;PRS;FIN
nehmen	toma	nehmen	tomar	V;NFIN	V;IND;SG;3;PRS;FIN
nehmen	leve	nehmen	levar	V;NFIN	V;SBJV;SG;3;PRS;FIN
wichtige	importantes	wichtig	importante	ADJ;NOM;FEM;PL	ADJ;MASC;PL
erbaut	construída	erbauen	construir	V;V.PTCP	V;FEM;SG;V.PTCP
erbaut	construídos	erbauen	construir	V;V.PTCP	V;MASC;PL;V.PTCP
erbaut	construídas	erbauen	construir	V;V.PTCP	V;FEM;PL;V.PTCP
erbaut	construído	erbauen	construir	V;V.PTCP	V;MASC;SG;V.PTCP
bilden	formando	bilden	formar	V;NFIN	V;V.MSDR
hoch	altas	hoch	alto	ADJ	ADJ;FEM;PL
mittlerweile	entretanto	mittlerweile	entretanto	ADV	ADV
mittlerweile	entretanto	mittlerweile	entretanto	ADV	ADV
herren	cavalheiros	herr	cavalheiro	N;NOM;PL	N;MASC;PL
herren	senhores	herr	senhor	N;NOM;PL	N;MASC;PL
herren	lordes	herr	lorde	N;NOM;PL	N;MASC;PL
herren	senhores	herr	senhor	N;NOM;PL	N;MASC;PL
herren	homens	herr	homem	N;NOM;PL	N;MASC;PL
erscheint	aparecendo	erscheinen	aparecer	V;IND;SG;3;PRS;FIN	V;V.MSDR
erscheint	aparece	erscheinen	aparecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
erscheint	aparecer	erscheinen	aparecer	V;IND;SG;3;PRS;FIN	V;NFIN
orte	locais	ort	local	N;NOM;MASC;PL	N;MASC;PL
orte	lugares	ort	lugar	N;NOM;MASC;PL	N;MASC;PL
orte	sítios	ort	sítio	N;NOM;MASC;PL	N;MASC;PL
orte	localizações	ort	localização	N;NOM;MASC;PL	N;FEM;PL
orte	localidades	ort	localidade	N;NOM;MASC;PL	N;FEM;PL
orte	locais	ort	local	N;NOM;MASC;PL	N;MASC;PL
orte	localidades	ort	localidade	N;NOM;MASC;PL	N;FEM;PL
trotzdem	ainda	trotzdem	ainda	ADV	ADV
staat	estaduais	staaen	estadual	N	N;MASC;PL
staat	state	staaen	state	N	N;MASC;SG
staat	estado	staaen	estado	N	N;MASC;SG
staat	governo	staaen	governo	N	N;MASC;SG
langen	longa	lang	longo	ADJ	ADJ;FEM;SG
langen	longos	lang	longo	ADJ	ADJ;MASC;PL
dient	adorar	dienen	adorar	V;IND;SG;3;PRS;FIN	V;NFIN
dient	serve	dienen	servir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
neun	nove	neun	nove	NUM	NUM
genommen	tirada	nehmen	tirar	V;V.PTCP	V;FEM;SG;V.PTCP
genommen	tomado	nehmen	tomar	V;V.PTCP	V;MASC;SG;V.PTCP
genommen	levado	nehmen	levar	V;V.PTCP	V;MASC;SG;V.PTCP
genommen	tomadas	nehmen	tomar	V;V.PTCP	V;FEM;PL;V.PTCP
genommen	tiradas	nehmen	tirar	V;V.PTCP	V;FEM;PL;V.PTCP
brachte	trouxe	bringen	trazer	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
brachte	trazido	bringen	trazer	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
enthalten	incluído	enthalten	incluir	V;NFIN	V;MASC;SG;V.PTCP
enthalten	incluídas	enthalten	incluir	V;NFIN	V;FEM;PL;V.PTCP
enthalten	incluso	enthalten	incluso	V;NFIN	V;MASC;SG;V.PTCP
enthalten	incluido	enthalten	incluir	V;NFIN	V;MASC;SG;V.PTCP
enthalten	incluídos	enthalten	incluir	V;NFIN	V;MASC;PL;V.PTCP
enthalten	continham	enthalten	conter	V;NFIN	V;IND;PL;3;IPFV;FIN
enthalten	continha	enthalten	conter	V;NFIN	V;IND;SG;3;IPFV;FIN
enthalten	contidos	enthalten	conter	V;NFIN	V;MASC;PL;V.PTCP
enthalten	contidas	enthalten	conter	V;NFIN	V;FEM;PL;V.PTCP
enthalten	contido	enthalten	contido	V;NFIN	V;MASC;SG;V.PTCP
enthalten	contida	enthalten	conter	V;NFIN	V;FEM;SG;V.PTCP
enthalten	inclua	enthalten	incluar	V;NFIN	V;SBJV;SG;3;PRS;FIN
enthalten	inclui	enthalten	incluir	V;NFIN	V;IND;SG;3;PRS;FIN
enthalten	incluem	enthalten	incluir	V;NFIN	V;IND;PL;3;PRS;FIN
enthalten	incluir	enthalten	incluir	V;NFIN	V;NFIN
enthalten	contenha	enthalten	conter	V;NFIN	V;SBJV;SG;3;PRS;FIN
enthalten	conter	enthalten	conter	V;NFIN	V;NFIN
enthalten	contenham	enthalten	conter	V;NFIN	V;SBJV;PL;3;PRS;FIN
enthalten	contêm	enthalten	conter	V;NFIN	V;IND;PL;3;PRS;FIN
städte	vilas	staden	vila	N;NOM;FEM;PL	N;FEM;PL
städte	cidades	staden	cidade	N;NOM;FEM;PL	N;FEM;PL
kapelle	capela	kapell	capela	N;NOM;FEM;SG	N;FEM;SG
verloren	perdido	verlieren	perder	V;V.PTCP	V;MASC;SG;V.PTCP
verloren	perdi	verlieren	perder	V;V.PTCP	V;IND;SG;1;PST;FIN
verloren	perdida	verlieren	perder	V;V.PTCP	V;FEM;SG;V.PTCP
verloren	perdidos	verlieren	perder	V;V.PTCP	V;MASC;PL;V.PTCP
verloren	perdeu	verlieren	perder	V;V.PTCP	V;IND;SG;3;PST;FIN
neuer	novo	neu	novo	ADJ	ADJ;MASC;SG
neuer	novas	neu	novo	ADJ	ADJ;FEM;PL
neuer	novos	neu	novo	ADJ	ADJ;MASC;PL
neuer	nova	neu	novo	ADJ	ADJ;FEM;SG
ausgezeichnet	esplêndida	auszeichnen	esplêndido	V;V.PTCP	V;FEM;SG;V.PTCP
ausgezeichnet	esplêndido	auszeichnen	esplêndido	V;V.PTCP	V;MASC;SG;V.PTCP
trägt	vestindo	tragen	vestir	V;IND;SG;3;PRS;FIN	V;V.MSDR
trägt	carrega	tragen	carregar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trägt	transporta	tragen	transportar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
jugend	jovem	jugend	jovem	ADJ	ADJ;MASC;SG
soldaten	soldados	soldat	soldado	N;PL	N;MASC;PL
soldaten	tropas	soldat	tropa	N;PL	N;FEM;PL
lebt	mora	leben	morar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
lebt	vive	leben	viver	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
zeigen	revelar	zeigen	revelar	V;NFIN	V;NFIN
zeigen	revele	zeigen	revelar	V;NFIN	V;SBJV;SG;3;PRS;FIN
zeigen	mostrando	zeigen	mostrar	V;NFIN	V;V.MSDR
zeigen	mostra	zeigen	mostrar	V;NFIN	V;IND;SG;3;PRS;FIN
zeigen	mostrar	zeigen	mostrar	V;NFIN	V;NFIN
sinnvoll	significativo	sinnvoll	significativo	ADJ	ADJ;MASC;SG
sinnvoll	significativa	sinnvoll	significativo	ADJ	ADJ;FEM;SG
sinnvoll	significativas	sinnvoll	significativo	ADJ	ADJ;FEM;PL
sinnvoll	sensato	sinnvoll	sensato	ADJ	ADJ;MASC;SG
sinnvoll	sensata	sinnvoll	sensato	ADJ	ADJ;FEM;SG
umgebung	ambiente	Umgebung	ambiente	N;NOM;FEM;SG	N;MASC;SG
bücher	livros	büchern	livro	N;NOM;NEUT;PL	N;MASC;PL
medien	media	medeinen	media	N;NOM;NEUT;PL	N;MASC;PL
entscheidung	decisão	entscheidung	decisão	N;NOM;FEM;SG	N;FEM;SG
entscheidung	juízo	entscheidung	juízo	N;NOM;FEM;SG	N;MASC;SG
entscheidung	julgamento	entscheidung	julgamento	N;NOM;FEM;SG	N;MASC;SG
entscheidung	acórdão	entscheidung	acórdão	N;NOM;FEM;SG	N;MASC;SG
anlage	apêndice	anlage	apêndice	N;NOM;FEM;SG	N;MASC;SG
anlage	montagem	anlage	montagem	N;NOM;FEM;SG	N;FEM;SG
anlage	instalação	anlage	instalação	N;NOM;FEM;SG	N;FEM;SG
anlage	anexo	anlage	anexo	N;NOM;FEM;SG	N;MASC;SG
anlage	fixação	anlage	fixação	N;NOM;FEM;SG	N;FEM;SG
anlage	apego	anlage	apego	N;NOM;FEM;SG	N;MASC;SG
anlage	anexo	anlage	anexo	N;NOM;FEM;SG	N;MASC;SG
beschrieben	descreve	beschreiben	descrever	V;V.PTCP	V;IND;SG;3;PRS;FIN
beschrieben	descritos	beschreiben	descrever	V;V.PTCP	V;MASC;PL;V.PTCP
beschrieben	descreveu	beschreiben	descrever	V;V.PTCP	V;IND;SG;3;PST;FIN
beschrieben	descritas	beschreiben	descrever	V;V.PTCP	V;FEM;PL;V.PTCP
beschrieben	descrita	beschreiben	descrever	V;V.PTCP	V;FEM;SG;V.PTCP
beschrieben	descrito	beschreiben	descrever	V;V.PTCP	V;MASC;SG;V.PTCP
