que	että	que	että	CONJ	CONJ
similar	samankaltainen	similar	samankaltainen	ADJ;SG	ADJ;NOM;SG
independencia	riippumattomuus	independencia	riippumattomuus	N;FEM;SG	N;NOM;SG
independencia	itsenäisyyttä	independencia	itsenäisyys	N;FEM;SG	N;PRT;SG
independencia	itsenäisyys	independencia	itsenäisyys	N;FEM;SG	N;NOM;SG
buena	hyvää	buen	hyvä	ADJ;FEM;SG	ADJ;PRT;SG
buena	hyvä	buen	hyvä	ADJ;FEM;SG	ADJ;NOM;SG
sistemas	järjestelmät	sistema	järjestelmä	N;MASC;PL	N;NOM;PL
sistemas	järjestelmien	sistema	järjestelmä	N;MASC;PL	N;GEN;PL
significa	tarkoittaa	significar	tarkoittaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
virgen	neitsyt	virgen	neitsyä	N;FEM;SG	N;NOM;SG
virgen	madonna	virgen	madontaa	N;FEM;SG	N;NOM;SG
transporte	liikenne	transporte	liikenne	N;MASC;SG	N;NOM;SG
transporte	kuljetus	transporte	kuljetus	N;MASC;SG	N;NOM;SG
transporte	kuljetuksen	transporte	kuljetus	N;MASC;SG	N;GEN;SG
transporte	liikenne	transporte	liikenne	N;MASC;SG	N;NOM;SG
transporte	kuljetus	transporte	kuljetus	N;MASC;SG	N;NOM;SG
pueblos	kaupunkien	pueblo	kaupunki	N;MASC;PL	N;GEN;PL
pueblos	kaupungit	pueblo	kaupunki	N;MASC;PL	N;NOM;PL
pueblos	kylien	pueblo	kylä	N;MASC;PL	N;GEN;PL
pueblos	kyliä	pueblo	kylä	N;MASC;PL	N;PRT;PL
pueblos	kansoja	pueblo	kansa	N;MASC;PL	N;PRT;PL
pueblos	kansojen	pueblo	kansa	N;MASC;PL	N;GEN;PL
pueblos	kansat	pueblo	kansa	N;MASC;PL	N;NOM;PL
rodríguez	rodríguez	rodríguez	rodríguez	N;SG	N;NOM;SG
coordenadas	koordinaatteja	coordenada	koordinaatti	N;FEM;PL	N;PRT;PL
coordenadas	koordinaatit	coordenada	koordinaatti	N;FEM;PL	N;NOM;PL
valor	rohkeus	valor	rohkeus	N;MASC;SG	N;NOM;SG
valor	rohkeutta	valor	rohkeus	N;MASC;SG	N;PRT;SG
valor	arvoa	valor	arvo	N;MASC;SG	N;PRT;SG
valor	arvo	valor	arvo	N;MASC;SG	N;NOM;SG
internacionales	kansainväliset	internacional	kansain#välinen	ADJ;PL	ADJ;NOM;PL
unidad	yhtenäisyys	unidad	yhtenäisyys	N;FEM;SG	N;NOM;SG
unidad	yhtenäisyyttä	unidad	yhtenäisyys	N;FEM;SG	N;PRT;SG
unidad	yhtenäisyyden	unidad	yhtenäisyys	N;FEM;SG	N;GEN;SG
unidad	yksikön	unidad	yksikkö	N;FEM;SG	N;GEN;SG
unidad	yksikköä	unidad	yksikkö	N;FEM;SG	N;PRT;SG
unidad	yksikkö	unidad	yksikkö	N;FEM;SG	N;NOM;SG
crear	luoda	crear	luoda	V;NFIN	V;SG;NFIN;ACT
crear	luoda	crear	luoda	V;NFIN	V;SG;NFIN;ACT
crear	luodaan	crear	luoda	V;NFIN	V;IND;PRS;FIN;PASS
imágenes	kuvia	imagen	kuva	N;FEM;PL	N;PRT;PL
imágenes	kuvat	imagen	kuva	N;FEM;PL	N;NOM;PL
imágenes	valokuvia	imagen	valo#kuva	N;FEM;PL	N;PRT;PL
imágenes	kuvien	imagen	kuva	N;FEM;PL	N;GEN;PL
imágenes	kuvia	imagen	kuva	N;FEM;PL	N;PRT;PL
imágenes	kuvat	imagen	kuva	N;FEM;PL	N;NOM;PL
inicio	kotiin	inicio	koti	N;MASC;SG	N;IN+ALL;SG
inicio	kodin	inicio	koti	N;MASC;SG	N;GEN;SG
inicio	koti	inicio	koti	N;MASC;SG	N;NOM;SG
inicio	alku	inicio	alku	N;MASC;SG	N;NOM;SG
inicio	käynnistä	inicio	käynti	N;MASC;SG	N;IN+ABL;SG
salud	terveyttä	salud	terveys	N;FEM;SG	N;PRT;SG
salud	terveys	salud	terveys	N;FEM;SG	N;NOM;SG
contiene	sisältää	contener	sisältää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sierra	sierra	sierra	sierra	N;FEM;SG	N;NOM;SG
idea	idean	idea	idea	N;FEM;SG	N;GEN;SG
idea	ajatus	idea	ajatus	N;FEM;SG	N;NOM;SG
idea	idea	idea	idea	N;FEM;SG	N;NOM;SG
idea	ideaa	idea	idea	N;FEM;SG	N;PRT;SG
llevó	johti	llevar	johtaa	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
minutos	pöytäkirjat	minuto	pöytä#kirja	N;MASC;PL	N;NOM;PL
minutos	minuutteja	minuto	minuutti	N;MASC;PL	N;PRT;PL
verano	kesällä	verano	kesä	N;MASC;SG	N;AT+ESS
;SG
verano	kesää	verano	kesä	N;MASC;SG	N;PRT;SG
verano	kesä	verano	kesä	N;MASC;SG	N;NOM;SG
sol	aurinkoa	sol	aurinko	N;MASC;SG	N;PRT;SG
sol	auringon	sol	aurinko	N;MASC;SG	N;GEN;SG
sol	aurinko	sol	aurinko	N;MASC;SG	N;NOM;SG
sol	päivänsäde	sol	päivän#säde	N;MASC;SG	N;NOM;SG
teoría	teoriaa	teoría	teoria	N;FEM;SG	N;PRT;SG
teoría	teoria	teoría	teoria	N;FEM;SG	N;NOM;SG
revolución	vallankumousta	revolución	vallan#kumous	N;FEM;SG	N;PRT;SG
revolución	vallankumous	revolución	vallan#kumous	N;FEM;SG	N;NOM;SG
revolución	vallankumouksen	revolución	vallan#kumous	N;FEM;SG	N;GEN;SG
entrada	merkintä	entrada	merkintä	N;FEM;SG	N;NOM;SG
entrada	sisäänkäynnin	entrada	sisään#käynti	N;FEM;SG	N;GEN;SG
entrada	sisäänpääsy	entrada	sisäänpääsy	N;FEM;SG	N;NOM;SG
entrada	sisäänkäynti	entrada	sisäänkäynti	N;FEM;SG	N;NOM;SG
entrada	syöte	entrada	syöte	N;FEM;SG	N;NOM;SG
entrada	syöttö	entrada	syöttö	N;FEM;SG	N;NOM;SG
entrada	panos	entrada	panos	N;FEM;SG	N;NOM;SG
mejores	parhaat	mejor	hyvä	ADJ;PL	ADJ;NOM;RL;PL
mando	komento	mando	komento	N;MASC;SG	N;NOM;SG
mando	komentoa	mando	komento	N;MASC;SG	N;PRT;SG
mando	komennon	mando	komento	N;MASC;SG	N;GEN;SG
decidió	päättänyt	decidir	päättää	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
decidió	päätettiin	decidir	päättää	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;PASS
decidió	päätetty	decidir	päättää	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
decidió	päätti	decidir	päättää	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
ciencia	tieteen	ciencia	tiede	N;FEM;SG	N;GEN;SG
ciencia	tiede	ciencia	tiede	N;FEM;SG	N;NOM;SG
ciencia	tiedettä	ciencia	tiede	N;FEM;SG	N;PRT;SG
records	levyt	records	levy	N;MASC	N;NOM;PL
aire	ilma	aire	ilma	N;MASC;SG	N;NOM;SG
aire	ilmaa	aire	ilma	N;MASC;SG	N;PRT;SG
sector	sektori	sector	sektori	N;MASC;SG	N;NOM;SG
sector	toimiala	sector	toimi#ala	N;MASC;SG	N;NOM;SG
importancia	merkitys	importancia	merkitys	N;FEM;SG	N;NOM;SG
importancia	tärkeys	importancia	tärkeys	N;FEM;SG	N;NOM;SG
importancia	merkitys	importancia	merkitys	N;FEM;SG	N;NOM;SG
importancia	merkityksen	importancia	merkitys	N;FEM;SG	N;GEN;SG
importancia	merkitystä	importancia	merkitys	N;FEM;SG	N;PRT;SG
ataque	hyökkäys	ataque	hyökkäys	N;MASC;SG	N;NOM;SG
flora	flora	flora	flora	N;FEM;SG	N;NOM;SG
comunicación	viestintä	comunicación	viestin	N;FEM;SG	N;NOM;SG
comunicación	tiedonanto	comunicación	tiedon#anto	N;FEM;SG	N;NOM;SG
comunicación	tiedonannon	comunicación	tieto#anto	N;FEM;SG	N;GEN;SG
comunicación	viestintä	comunicación	viestin	N;FEM;SG	N;NOM;SG
comunicación	tietoliikenne	comunicación	tieto#liikenne	N;FEM;SG	N;NOM;SG
comunicación	viestinnän	comunicación	viestintä	N;FEM;SG	N;GEN;SG
puente	sillan	puente	silla	N;MASC;SG	N;GEN;SG
puente	silta	puente	silta	N;MASC;SG	N;NOM;SG
matrimonio	avioliiton	matrimonio	avio#liitto	N;MASC;SG	N;GEN;SG
matrimonio	avioliitto	matrimonio	avio#liitto	N;MASC;SG	N;NOM;SG
material	materiaali	material	materiaali	N;MASC;SG	N;NOM;SG
material	aineisto	material	aineisto	N;MASC;SG	N;NOM;SG
material	materiaalia	material	materiaali	N;MASC;SG	N;PRT;SG
material	materiaalin	material	materiaali	N;MASC;SG	N;GEN;SG
material	materiaali	material	materiaali	N;MASC;SG	N;NOM;SG
humanos	ihmiset	humanos	ihminen	N	N;NOM;PL
humanos	ihmisen	humanos	ihminen	N	N;GEN;SG
humanos	ihminen	humanos	ihminen	N	N;NOM;SG
mitad	puolikas	mitad	puolikas	N;FEM;SG	N;NOM;SG
realidad	todellisuus	realidad	todellisuus	N;FEM;SG	N;NOM;SG
realidad	todellisuuden	realidad	todellisuus	N;FEM;SG	N;GEN;SG
realidad	todellisuutta	realidad	todellisuus	N;FEM;SG	N;PRT;SG
cámara	jaosto	cámara	jaosto	N;FEM;SG	N;NOM;SG
cámara	kammio	cámara	kammio	N;FEM;SG	N;NOM;SG
cámara	kammion	cámara	kammio	N;FEM;SG	N;GEN;SG
cámara	kamera	cámara	kamera	N;FEM;SG	N;NOM;SG
cámara	kameran	cámara	kamera	N;FEM;SG	N;GEN;SG
escudo	kilpi	escudo	kilpi	N;MASC;SG	N;NOM;SG
escudo	suoja	escudo	suoja	N;MASC;SG	N;NOM;SG
aguas	vesillä	agua	vesi	N;FEM;PL	N;AT+ESS
;PL
aguas	vedet	agua	vesi	N;FEM;PL	N;NOM;PL
acceso	käyttöoikeus	acceso	käyttö#oikeus	N;MASC;SG	N;NOM;SG
acceso	pääsy	acceso	pääsy	N;MASC;SG	N;NOM;SG
acceso	saatavuus	acceso	saatavuus	N;MASC;SG	N;NOM;SG
clasificación	arvio	clasificación	arvio	N;FEM;SG	N;NOM;SG
clasificación	arvostelu	clasificación	arvostelu	N;FEM;SG	N;NOM;SG
clasificación	luokitus	clasificación	luokitus	N;FEM;SG	N;NOM;SG
clasificación	lajittelu	clasificación	lajittelu	N;FEM;SG	N;NOM;SG
clasificación	luokittelu	clasificación	luokittelu	N;FEM;SG	N;NOM;SG
clasificación	luokitus	clasificación	luokitus	N;FEM;SG	N;NOM;SG
mano	mano	mano	mano	N;FEM;SG	N;NOM;SG
mano	käsi	mano	käsi	N;FEM;SG	N;NOM;SG
mano	käden	mano	käsi	N;FEM;SG	N;GEN;SG
sigue	seurata	seguir	seurata	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
cuya	jonka	cuyo	joka	PRO;FEM;SG	PRO;GEN;SG
sociales	sosiaaliset	social	sosiaalinen	ADJ;PL	ADJ;NOM;PL
problema	ongelma	problema	ongelma	N;MASC;SG	N;NOM;SG
trabajos	työt	trabajo	työ	N;MASC;PL	N;NOM;PL
trabajos	työpaikkoja	trabajo	työ#paikka	N;MASC;PL	N;PRT;PL
trabajos	työt	trabajo	työ	N;MASC;PL	N;NOM;PL
trabajos	työpaikat	trabajo	työ#paikka	N;MASC;PL	N;NOM;PL
trabajos	teokset	trabajo	teos	N;MASC;PL	N;NOM;PL
independiente	riippumaton	independiente	riippumaton	ADJ;SG	ADJ;NOM;SG
independiente	itsenäinen	independiente	itsenäinen	ADJ;SG	ADJ;NOM;SG
futbolista	jalkapalloilija	futbolista	jalka#palloilija	N;SG	N;NOM;SG
comercial	kaupallista	comercial	kaupallinen	ADJ;SG	ADJ;PRT;SG
comercial	kaupallinen	comercial	kaupallinen	ADJ;SG	ADJ;NOM;SG
metal	metalli	metal	metalli	N;MASC;SG	N;NOM;SG
metal	metallia	metal	metalli	N;MASC;SG	N;PRT;SG
diario	päiväkirja	diario	päivä#kirja	N;MASC;SG	N;NOM;SG
diario	päiväkirjaa	diario	päivä#kirja	N;MASC;SG	N;PRT;SG
diario	päiväkirjan	diario	päivä#kirja	N;MASC;SG	N;GEN;SG
diario	päiväkirja	diario	päivä#kirja	N;MASC;SG	N;NOM;SG
diario	lehti	diario	lehti	N;MASC;SG	N;NOM;SG
palabra	sanan	palabra	sana	N;FEM;SG	N;GEN;SG
palabra	sana	palabra	sana	N;FEM;SG	N;NOM;SG
carácter	luonne	carácter	luonne	N;MASC;SG	N;NOM;SG
carácter	hahmo	carácter	hahmo	N;MASC;SG	N;NOM;SG
carácter	luonnetta	carácter	luonne	N;MASC;SG	N;PRT;SG
falta	puutetta	falta	puute	N;FEM;SG	N;PRT;SG
falta	puute	falta	puute	N;FEM;SG	N;NOM;SG
falta	puuttuminen	falta	puuttuminen	N;FEM;SG	N;NOM;SG
reina	kuningatar	reina	kuningatar	N;FEM;SG	N;NOM;SG
reina	reina	reina	reina	N;FEM;SG	N;NOM;SG
domingo	sunnuntaina	domingo	sunnuntai	N	N;FRML;SG
domingo	sunnuntaita	domingo	sunnuntai	N	N;PRT;PL
domingo	sunnuntai	domingo	sunnuntai	N	N;NOM;SG
libertad	vapauden	libertad	vapaus	N;FEM;SG	N;GEN;SG
libertad	vapautta	libertad	vapaus	N;FEM;SG	N;PRT;SG
libertad	vapaus	libertad	vapaus	N;FEM;SG	N;NOM;SG
libertad	vapauteen	libertad	vapaus	N;FEM;SG	N;IN+ALL;SG
libertad	vapaus	libertad	vapaus	N;FEM;SG	N;NOM;SG
unidades	yksiköt	unidad	yksikkö	N;FEM;PL	N;NOM;PL
capitán	kapteeni	capitán	kapteeni	N;MASC;SG	N;NOM;SG
capitán	kippari	capitán	kippari	N;MASC;SG	N;NOM;SG
políticas	käytännöt	política	käytäntö	N;FEM;PL	N;NOM;PL
sevilla	sevillan	sevilla	seviltaa	N;FEM;SG	N;GEN;SG
jugó	pelattu	jugar	pelata	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
jugó	soitettu	jugar	soittaa	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
jugó	pelasi	jugar	pelata	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
jugó	pelannut	jugar	pelata	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
video	videon	video	video	N;MASC;SG	N;GEN;SG
video	videossa	video	video	N;MASC;SG	N;IN+ESS;SG
video	videota	video	video	N;MASC;SG	N;PRT;SG
video	video	video	video	N;MASC;SG	N;NOM;SG
comisión	komission	comisión	komissio	N;FEM;SG	N;GEN;SG
comisión	komissio	comisión	komissio	N;FEM;SG	N;NOM;SG
comisión	komitea	comisión	komitea	N;FEM;SG	N;NOM;SG
comisión	valiokunta	comisión	valio#kunta	N;FEM;SG	N;NOM;SG
lima	lima	lima	lima	N;FEM;SG	N;NOM;SG
lima	lime	lima	lime	N;FEM;SG	N;NOM;SG
alberto	albert	alberto	albert	N;MASC;SG	N;NOM;SG
comienza	alkaa	comenzar	alkaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
comienza	alkaa	comenzar	alkaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
velocidad	nopeus	velocidad	nopeus	N;FEM;SG	N;NOM;SG
velocidad	nopeutta	velocidad	nopeus	N;FEM;SG	N;PRT;SG
velocidad	vauhti	velocidad	vauhti	N;FEM;SG	N;NOM;SG
objetos	esineitä	objeto	esine	N;MASC;PL	N;PRT;PL
objetos	esineet	objeto	esine	N;MASC;PL	N;NOM;PL
objetos	kohteet	objeto	kohde	N;MASC;PL	N;NOM;PL
escribió	kirjoitti	escribir	kirjoittaa	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
ministerio	ministeriön	ministerio	ministeriö	N;MASC;SG	N;GEN;SG
ministerio	ministeriö	ministerio	ministeriö	N;MASC;SG	N;NOM;SG
oriental	itämainen	oriental	itämainen	ADJ;SG	ADJ;NOM;SG
oriental	itäinen	oriental	itäinen	ADJ;SG	ADJ;NOM;SG
hermanos	sisarukset	hermano	sisarus	N;MASC;PL	N;NOM;PL
hermanos	sisaruksia	hermano	sisarus	N;MASC;PL	N;PRT;PL
hermanos	veljet	hermano	veli	N;MASC;PL	N;NOM;PL
hermanos	veljekset	hermano	veli	N;MASC;PL	N;NOM;PL
hermanos	veljiä	hermano	veli	N;MASC;PL	N;PRT;PL
edificios	rakennusten	edificio	rakennus	N;MASC;PL	N;GEN;PL
edificios	kiinteistöt	edificio	kiinteistö	N;MASC;PL	N;NOM;PL
edificios	rakennukset	edificio	rakennus	N;MASC;PL	N;NOM;PL
edificios	rakennuksia	edificio	rakennus	N;MASC;PL	N;PRT;PL
cosas	asioita	cosa	asia	N;FEM;PL	N;PRT;PL
cosas	asiat	cosa	asia	N;FEM;PL	N;NOM;PL
cosas	juttuja	cosa	juttu	N;FEM;PL	N;PRT;PL
británico	britti	británico	britti	N;MASC;SG	N;NOM;SG
británico	britannian	británico	britannia	N;MASC;SG	N;GEN;SG
áfrica	afrikka	áfrico	afrikka	N;FEM;SG	N;NOM;SG
áfrica	afrikan	áfrico	afrikka	N;FEM;SG	N;GEN;SG
izquierda	vasen	izquierda	vasen	N;FEM;SG	N;NOM;SG
cambios	muutokset	cambio	muutos	N;MASC;PL	N;NOM;PL
cambios	muutoksia	cambio	muutos	N;MASC;PL	N;PRT;PL
martínez	martinez	martínez	martinez	N;MASC;SG	N;NOM;SG
alfonso	afonso	alfonso	afon	N;MASC;SG	N;NOM;SG
alfonso	alphonse	alfonso	alphonse	N;MASC;SG	N;NOM;SG
alfonso	alfonso	alfonso	alfonso	N;MASC;SG	N;NOM;SG
bandera	lippua	bandera	lippu	N;FEM;SG	N;PRT;SG
bandera	lippu	bandera	lippu	N;FEM;SG	N;NOM;SG
bandera	banner	bandera	banner	N;FEM;SG	N;NOM;SG
videojuegos	videopelejä	videojuego	video#peli	N;MASC;PL	N;PRT;PL
rica	rikas	rico	rikas	ADJ;FEM;SG	ADJ;NOM;SG
verde	vihreä	verde	vihreä	ADJ;SG	ADJ;NOM;SG
verde	vihreää	verde	vihreä	ADJ;SG	ADJ;PRT;SG
templo	temppeli	templo	temppeli	N;MASC;SG	N;NOM;SG
raza	raza	raza	raza	N;FEM;SG	N;NOM;SG
raza	rotua	raza	rottu	N;FEM;SG	N;PRT;SG
raza	rotu	raza	rotu	N;FEM;SG	N;NOM;SG
raza	kisa	raza	kisa	N;FEM;SG	N;NOM;SG
raza	rotu	raza	rotu	N;FEM;SG	N;NOM;SG
raza	kisaa	raza	kisa	N;FEM;SG	N;PRT;SG
avenida	avenue	avenida	avetua	N;FEM;SG	N;NOM;SG
regional	alueellinen	regional	alueellinen	ADJ;SG	ADJ;NOM;SG
posterior	myöhempi	posterior	myöhä	ADJ;SG	ADJ;NOM;CMPR;SG
biblioteca	kirjastosta	biblioteca	kirjasto	N;FEM;SG	N;IN+ABL;SG
biblioteca	kirjastossa	biblioteca	kirjasto	N;FEM;SG	N;IN+ESS;SG
biblioteca	kirjastoon	biblioteca	kirjasto	N;FEM;SG	N;IN+ALL;SG
biblioteca	kirjaston	biblioteca	kirjasto	N;FEM;SG	N;GEN;SG
biblioteca	kirjasto	biblioteca	kirjasto	N;FEM;SG	N;NOM;SG
publicó	julkaistu	publicar	julkaista	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
publicó	julkaisi	publicar	julkaista	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
publicó	lähetetty	publicar	lähettää	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;PASS
publicó	julkaissut	publicar	julkaista	V;IND;SG;3;PST;FIN	V;NOM;SG;V.PTCP;ACT
títulos	arvopaperit	título	arvo#paperi	N;MASC;PL	N;NOM;PL
títulos	osastot	título	osasto	N;MASC;PL	N;NOM;PL
títulos	otsikot	título	otsikko	N;MASC;PL	N;NOM;PL
utiliza	käyttää	utilizar	käyttää	V;IND;SG;3;PRS;FIN	V;IND;SG;PRS;FIN;ACT
dijo	sanoi	decir	sanoa	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
reporte	kertomus	reportar	kertomus	N;MASC;SG	N;NOM;SG
reporte	mietinnön	reportar	mietintö	N;MASC;SG	N;GEN;SG
reporte	raportin	reportar	raportti	N;MASC;SG	N;GEN;SG
reporte	raportti	reportar	raportti	N;MASC;SG	N;NOM;SG
blancos	kohteet	blanco	kohde	N;MASC;PL	N;NOM;PL
ángel	enkeli	ángel	enkeli	N;MASC;SG	N;NOM;SG
ecuador	päiväntasaajan	ecuador	päivän#tasaaja	N;MASC;SG	N;GEN;SG
ecuador	ecuadorin	ecuador	ecuadori	N;MASC;SG	N;GEN;SG
productos	hyödykkeiden	producto	hyödyke	N;MASC;PL	N;GEN;PL
productos	hyödykkeet	producto	hyödyke	N;MASC;PL	N;NOM;PL
productos	tuotteita	producto	tuote	N;MASC;PL	N;PRT;PL
productos	tuotteet	producto	tuote	N;MASC;PL	N;NOM;PL
productos	tuotteiden	producto	tuote	N;MASC;PL	N;GEN;PL
salvador	pelastaja	salvador	pelastaja	N;MASC;SG	N;NOM;SG
salvador	pelastaja	salvador	pelastaja	N;MASC;SG	N;NOM;SG
salvador	salvador	salvador	salvador	N;MASC;SG	N;NOM;SG
manos	kädet	mano	käsi	N;FEM;PL	N;NOM;PL
manos	käsien	mano	käsi	N;FEM;PL	N;GEN;PL
carretera	valtatie	carretera	valta#tie	N;FEM;SG	N;NOM;SG
carretera	maantie	carretera	maantie	N;FEM;SG	N;NOM;SG
carretera	highway	carretera	highway	N;FEM;SG	N;NOM;SG
carretera	moottoritie	carretera	moottori#tie	N;FEM;SG	N;NOM;SG
carretera	tie	carretera	tie	N;FEM;SG	N;NOM;SG
carretera	tien	carretera	tie	N;FEM;SG	N;GEN;SG
carretera	maantie	carretera	maantie	N;FEM;SG	N;NOM;SG
carretera	road	carretera	road	N;FEM;SG	N;NOM;SG
industria	teollisuus	industria	teollisuus	N;FEM;SG	N;NOM;SG
industria	toimiala	industria	toimi#ala	N;FEM;SG	N;NOM;SG
industria	teollisuuden	industria	teollisuus	N;FEM;SG	N;GEN;SG
entrenador	kouluttaja	entrenador	kouluttaja	N;MASC;SG	N;NOM;SG
entrenador	valmentaja	entrenador	valmentaja	N;MASC;SG	N;NOM;SG
entrenador	valmentaja	entrenador	valmentaja	N;MASC;SG	N;NOM;SG
palabras	sanoja	palabra	sana	N;FEM;PL	N;PRT;PL
palabras	sanat	palabra	sana	N;FEM;PL	N;NOM;PL
padres	isien	padre	isä	N;MASC;PL	N;GEN;PL
padres	isiä	padre	isiä	N;MASC;PL	N;PRT;PL
padres	isät	padre	isä	N;MASC;PL	N;NOM;PL
padres	vanhemmat	padre	vanhempi	N;MASC;PL	N;NOM;PL
padres	vanhemmat	padre	vanhempi	N;MASC;PL	N;NOM;PL
policía	kyttä	policía	kyttä	N;SG	N;NOM;SG
policía	poliisi	policía	poliisi	N;SG	N;NOM;SG
policía	poliisi	policía	poliisi	N;SG	N;NOM;SG
líder	leader	líder	leader	N;SG	N;NOM;SG
líder	johtaja	líder	johtaja	N;SG	N;NOM;SG
fondo	rahaston	fondo	rahasto	N;MASC;SG	N;GEN;SG
fondo	rahasto	fondo	rahasto	N;MASC;SG	N;NOM;SG
fondo	taustan	fondo	tausta	N;MASC;SG	N;GEN;SG
fondo	tausta	fondo	tausta	N;MASC;SG	N;NOM;SG
fondo	taustaa	fondo	tausta	N;MASC;SG	N;PRT;SG
productor	tuottaja	productor	tuottaja	N;MASC;SG	N;NOM;SG
gira	kierros	gira	kierros	N;FEM;SG	N;NOM;SG
gira	kiertue	gira	kiertue	N;FEM;SG	N;NOM;SG
técnica	teknikko	técnica	teknikko	N;FEM;SG	N;NOM;SG
técnica	tekniikka	técnica	tekniikka	N;FEM;SG	N;NOM;SG
príncipe	prinssi	príncipe	prinssi	N;MASC;SG	N;NOM;SG
príncipe	ruhtinas	príncipe	ruhtinas	N;MASC;SG	N;FRML;SG
áreas	alueilla	área	alue	N;FEM;PL	N;AT+ESS
;PL
áreas	alueet	área	alue	N;FEM;PL	N;NOM;PL
encontrar	löytää	encontrar	löytää	V;NFIN	V;SG;NFIN;ACT
encontrar	löydä	encontrar	löydä	V;NFIN	V;IMP;SG;2;FIN;ACT
encontrar	etsi	encontrar	etsiä	V;NFIN	V;IMP;SG;2;FIN;ACT
encontrar	etsiä	encontrar	etsiä	V;NFIN	V;SG;NFIN;ACT
encontrar	löytää	encontrar	löytää	V;NFIN	V;SG;NFIN;ACT
plan	suunnitelma	plan	suunnitelma	N;MASC;SG	N;NOM;SG
plan	suunnitelman	plan	suunnitelma	N;MASC;SG	N;GEN;SG
artista	viihdyttäjä	artista	viihdyttäjä	N;SG	N;NOM;SG
artista	esittäjä	artista	esittäjä	N;SG	N;NOM;SG
artista	esiintyjä	artista	esiintyjä	N;SG	N;NOM;SG
artista	taiteilija	artista	taiteilija	N;SG	N;NOM;SG
artista	taiteilijan	artista	taiteilija	N;SG	N;GEN;SG
artista	artisti	artista	artisti	N;SG	N;NOM;SG
artista	esittäjä	artista	esittäjä	N;SG	N;NOM;SG
formas	muotoja	forma	muoto	N;FEM;PL	N;PRT;PL
formas	hahmot	forma	hahmo	N;FEM;PL	N;NOM;PL
formas	muodot	forma	muoto	N;FEM;PL	N;NOM;PL
formas	muodot	forma	muoto	N;FEM;PL	N;NOM;PL
formas	tapoja	forma	tapa	N;FEM;PL	N;PRT;PL
formas	keinoja	forma	keino	N;FEM;PL	N;PRT;PL
formas	keinot	forma	keino	N;FEM;PL	N;NOM;PL
formas	tavat	forma	tavata	N;FEM;PL	N;NOM;PL
rafael	raphael	rafael	raphael	N;MASC;SG	N;NOM;SG
atlético	atletico	atlético	atletico	N;MASC;SG	N;NOM;SG
catedral	katedraali	catedral	katedraali	N;FEM;SG	N;NOM;SG
generalmente	yleisesti	generalmente	yleisesti	ADV	ADV
generalmente	yleensä	generalmente	yleensä	ADV	ADV
generalmente	yleensä	generalmente	yleensä	ADV	ADV
generalmente	tavallisesti	generalmente	tavallisesti	ADV	ADV
cuarto	neljäs	cuarto	neljäs	ADJ;MASC;SG	ADJ;NOM;SG
cuarto	neljänneksi	cuarto	neljäs	ADJ;MASC;SG	ADJ;TRANS;SG
temporadas	kaudet	temporada	kausi	N;FEM;PL	N;NOM;PL
colección	kokoelma	colección	kokoelma	N;FEM;SG	N;NOM;SG
colección	kokoelman	colección	kokoelma	N;FEM;SG	N;GEN;SG
colección	keräys	colección	keräys	N;FEM;SG	N;NOM;SG
colección	kerääminen	colección	kerääminen	N;FEM;SG	N;NOM;SG
colección	keruu	colección	keruu	N;FEM;SG	N;NOM;SG
cadena	naru	cadena	naru	N;FEM;SG	N;NOM;SG
cadena	narua	cadena	naru	N;FEM;SG	N;PRT;SG
cadena	string	cadena	string	N;FEM;SG	N;NOM;SG
cadena	ketjun	cadena	ketju	N;FEM;SG	N;GEN;SG
cadena	ketjussa	cadena	ketju	N;FEM;SG	N;IN+ESS;SG
cadena	ketju	cadena	ketju	N;FEM;SG	N;NOM;SG
music	musiikkia	music	musiikki	N	N;PRT;SG
music	musiikin	music	musiikki	N	N;GEN;SG
music	musiikki	music	musiikki	N	N;NOM;SG
reyes	kuninkaat	rey	kuningas	N;MASC;PL	N;NOM;PL
