एक	один	एक	один	NUM	NUM;NOM;MASC
विधानसभा	собрание	विधानसभा	собрание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विधानसभा	ассамблея	विधानसभा	ассамблея	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
मन	разум	मन	разум	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मन	ум	मन	ум	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मन	манн	मन	манн	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
उम्र	возраст	उम्र	возраст	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सक्रिय	прилагательное	सक्रिय	прилагательное	ADJ	ADJ;NOM;NEUT;SG
सक्रिय	активная	सक्रिय	активный	ADJ	ADJ;NOM;FEM;SG
सक्रिय	активны	सक्रिय	активный	ADJ	ADJ;PL
सक्रिय	активный	सक्रिय	активный	ADJ	ADJ;NOM;MASC;SG
सक्रिय	активное	सक्रिय	активный	ADJ	ADJ;NOM;NEUT;SG
सक्रिय	активные	सक्रिय	активный	ADJ	ADJ;NOM;PL
आया	пришла	आ	прийти	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
आया	пришел	आ	прийти	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
आया	пришёл	आ	прийти	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
निश्चित	уверен	निश्चित	уверенный	ADJ;NOM	ADJ;MASC;SG
निश्चित	уверена	निश्चित	уверенный	ADJ;NOM	ADJ;FEM;SG
अभिनेत्री	актриса	अभिनेत्री	актриса	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
छोड़	пропустить	छोड	пропустить	V;ACT	V;PFV;NFIN;ACT
छोड़	пропускать	छोड	пропускать	V;ACT	V;IPFV;NFIN;ACT
छोड़	оставьте	छोड	оставить	V;ACT	V;PFV;IMP;PL;2;FIN;ACT
छोड़	оставить	छोड	оставить	V;ACT	V;PFV;NFIN;ACT
छोड़	покинуть	छोड	покинуть	V;ACT	V;PFV;NFIN;ACT
वस्तु	пункт	वस्तु	пункт	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वस्तु	товар	वस्तु	товар	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वस्तु	материал	वस्तु	материал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वस्तु	предмет	वस्तु	предмет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वस्तु	объект	वस्तु	объект	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सम्मानित	заслуженный	सम्मानित	заслуженный	ADJ	ADJ;NOM;MASC;SG
स्वरूप	формат	स्वरूप	формат	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
जीत	победа	जीत	победа	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
अध्यक्ष	президент	अध्यक्ष	президент	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अध्यक्ष	председатель	अध्यक्ष	председатель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अध्यक्ष	спикер	अध्यक्ष	спикер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अध्यक्ष	оратор	अध्यक्ष	оратор	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
अध्यक्ष	председатель	अध्यक्ष	председатель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
मामले	случаи	मामला	случай	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
मामले	дела	मामला	дело	N;NOM;MASC;PL;3	N;INAN;NOM;NEUT;PL
विजेता	победитель	विजेता	победитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
बाजार	базар	बाजार	базар	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बाजार	рынок	बाजार	рынок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लीग	лиги	लीग	лига	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
लीग	лига	लीग	лиго	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
वास्तविक	настоящий	वास्तविक	настоящий	ADJ;NOM	ADJ;NOM;MASC;SG
वास्तविक	настоящие	वास्तविक	настоящий	ADJ;NOM	ADJ;NOM;PL
वास्तविक	настоящая	वास्तविक	настоящий	ADJ;NOM	ADJ;NOM;FEM;SG
वास्तविक	реальные	वास्तविक	реальный	ADJ;NOM	ADJ;NOM;PL
वास्तविक	фактическое	वास्तविक	фактический	ADJ;NOM	ADJ;NOM;NEUT;SG
वास्तविक	фактические	वास्तविक	фактический	ADJ;NOM	ADJ;NOM;PL
वास्तविक	фактический	वास्तविक	фактический	ADJ;NOM	ADJ;NOM;MASC;SG
वास्तविक	фактическая	वास्तविक	фактический	ADJ;NOM	ADJ;NOM;FEM;SG
वास्तविक	подлинные	वास्तविक	подлинный	ADJ;NOM	ADJ;NOM;PL
वास्तविक	подлинный	वास्तविक	подлинный	ADJ;NOM	ADJ;NOM;MASC;SG
चैनल	шанель	चैनल	шанель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चैनल	канал	चैनल	канал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उत्पाद	произведение	उत्पाद	произведение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
उत्पाद	изделие	उत्पाद	изделие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
उत्पाद	товар	उत्पाद	товар	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उत्पाद	продукт	उत्पाद	продукт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उत्पाद	продукция	उत्पाद	продукция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सात	семь	सात	семь	NUM	NUM;NOM
सात	vii	सात	vii	NUM	NUM
समुद्र	море	समुद्र	море	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रारंभ	начало	प्रारंभ	начало	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रारंभ	старт	प्रारंभ	старт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
प्रारंभ	стартап	प्रारंभ	стартап	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
समाचार	новость	समाचार	новость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
समस्या	проблема	समस्या	проблема	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
समस्या	вопрос	समस्या	вопрос	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
समस्या	выпуск	समस्या	выпуск	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
समस्या	проблема	समस्या	проблема	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
वीडियो	видео	वीडियो	видео	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
वीडियो	видео	वीडियो	видео	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संभव	возможная	संभव	возможный	ADJ	ADJ;NOM;FEM;SG
संभव	возможна	संभव	возможный	ADJ	ADJ;FEM;SG
संभव	возможно	संभव	возможный	ADJ	ADJ;NEUT;SG
संभव	возможен	संभव	возможный	ADJ	ADJ;MASC;SG
नेटवर्क	сеть	नेटवर्क	сеть	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
घटना	инцидент	घटना	инцидент	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
घटना	происшествие	घटना	происшествие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
घटना	мероприятие	घटना	мероприятие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
घटना	событие	घटना	событие	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
घटना	явление	घटना	явление	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
घटना	феномен	घटना	феномен	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रकृति	науру	प्रकृति	наура	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रकृति	характер	प्रकृति	характер	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रकृति	натура	प्रकृति	натура	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रकृति	природа	प्रकृति	природа	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
मूल्य	прайс	मूल्य	прайс	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मूल्य	цена	मूल्य	цена	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मूल्य	ценность	मूल्य	ценность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मूल्य	значение	मूल्य	значение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
मूल्य	величина	मूल्य	величина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
मूल्य	стоимость	मूल्य	стоимость	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
क्लब	клуб	क्लब	клуб	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
समिति	комитет	समिति	комитет	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
राजनीति	политика	राजनीति	политика	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
चरण	шаг	चरण	шаг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चरण	ступень	चरण	ступень	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
चरण	этап	चरण	этап	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
चरण	стадия	चरण	стадия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नाटक	драма	नाटक	драма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विरोध	протест	विरोध	протест	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विरोध	контраст	विरोध	контраст	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विरोध	оппозиции	विरोध	оппозиция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विरोध	оппозиция	विरोध	оппозиция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विरोध	противодействие	विरोध	противодействие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विरोध	противостояние	विरोध	противостояние	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विरोध	конфликт	विरोध	конфликт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विरोध	коллизия	विरोध	коллизия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
नेतृत्व	руководство	नेतृत्व	руководство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
नेतृत्व	лидерство	नेतृत्व	лидерство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
अनुभव	опыт	अनुभव	опыт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
अनुभव	опыт	अनुभव	опыт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संरचना	структура	संरचना	структура	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
संरचना	текстура	संरचना	текстур	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
संरचना	композиция	संरचना	композиция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
संरचना	состав	संरचना	состав	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
कैलेंडर	календарь	कैलेंडर	календарь	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सीमित	узких	सीमित	узкий	ADJ	ADJ;GEN;PL
सीमित	узкие	सीमित	узкий	ADJ	ADJ;NOM;PL
सीमित	узкий	सीमित	узкий	ADJ	ADJ;NOM;MASC;SG
पत्रिका	журнал	पत्रिका	журнал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
पत्रिका	дневник	पत्रिका	дневник	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
पत्रिका	журнал	पत्रिका	журнал	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
तेल	нефть	तेल	нефть	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
तेल	масло	तेल	масло	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
काव्य	поэзия	काव्य	поэзия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
छोटा	маленькая	छोटा	маленький	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
छोटा	маленький	छोटा	маленький	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
छोटा	маленький	छोटा	маленький	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
छोटा	маленькая	छोटा	маленький	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
छोटा	короткая	छोटा	короткий	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
छोटा	короткий	छोटा	короткий	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
छोटा	короткое	छोटा	короткий	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
छोटा	крошечный	छोटा	крошечный	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
संपादन	правка	संपादन	правка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
संपादन	редактирование	संपादन	редактирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
संपादन	монтаж	संपादन	монтаж	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
संपादन	редактирование	संपादन	редактирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विश्वास	доверие	विश्वास	доверие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विश्वास	вера	विश्वास	вера	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विश्वास	уверенность	विश्वास	уверенность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विश्वास	доверие	विश्वास	доверие	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
विश्वास	вера	विश्वास	вера	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
रक्षा	защита	रक्षा	защита	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
रक्षा	оборона	रक्षा	оборона	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
रक्षा	защита	रक्षा	защита	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
रक्षा	оборона	रक्षा	оборона	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
निर्माता	изготовитель	निर्माता	изготовитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्माता	производитель	निर्माता	производитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्माता	производитель	निर्माता	производитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्माता	продюсер	निर्माता	продюсер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्माता	творец	निर्माता	творец	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निर्माता	создатель	निर्माता	создатель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
प्रतियोगिता	конкуренция	प्रतियोगिता	конкуренция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
प्रतियोगिता	конкурс	प्रतियोगिता	конкурс	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रतियोगिता	соревнование	प्रतियोगिता	соревнование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
प्रतियोगिता	конкурс	प्रतियोगिता	конкурс	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रतियोगिता	евровидение	प्रतियोगिता	евровидение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विद्युत	электричество	विद्युत	электричество	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
विद्युत	электрик	विद्युत	электрик	N;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
वायु	ветер	वायु	ветер	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
वायु	воздух	वायु	воздух	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
आसपास	неподалеку	आसपास	неподалеку	ADV;NOM;MASC;SG;3	ADV
आसपास	рядом	आसपास	рядом	ADV;NOM;MASC;SG;3	ADV
आसपास	поблизости	आसपास	поблизости	ADV;NOM;MASC;SG;3	ADV
अधिनियम	акт	अधिनियम	акт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लिखे	напишите	लिख	писать	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;IMP;PL;2;FIN;ACT
लिखे	написать	लिख	писать	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;NFIN;ACT
बस	автобус	बस	автобус	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गुरु	гуру	गुरु	гуру	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
धारा	секция	धारा	секция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
धारा	раздел	धारा	раздел	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
धारा	ручей	धारा	ручей	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
धारा	поток	धारा	поток	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रेम	любовь	प्रेम	любовь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
इंजन	мотор	इंजन	мотор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
इंजन	двигатель	इंजन	двигатель	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
इंजन	движок	इंजन	движок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
आंदोलन	передвижение	आंदोलन	передвижение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
आंदोलन	движение	आंदोलन	движение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सफलता	успех	सफलता	успех	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
विधान	законодательство	विधान	законодательство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
चलता	ходит	चल	ходить	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
डॉलर	доллар	डॉलर	доллар	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बच्चे	детки	बच्चा	детка	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;PL
बच्चे	дети	बच्चा	ребенок	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;PL
मन्दिर	храм	मन्दिर	храм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पूजा	пуджа	पूजा	пуджо	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
पूजा	поклонение	पूजा	поклонение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
भारी	тяжелая	भारी	тяжелый	ADJ;NOM	ADJ;NOM;FEM;SG
भारी	тяжелые	भारी	тяжелый	ADJ;NOM	ADJ;NOM;PL
भारी	тяжёлая	भारी	тяжелый	ADJ;NOM	ADJ;NOM;FEM;SG
भारी	тяжелый	भारी	тяжелый	ADJ;NOM	ADJ;NOM;MASC;SG
भारी	тяжёлый	भारी	тяжёлый	ADJ;NOM	ADJ;NOM;MASC;SG
पत्नी	жена	पत्नी	жена	N;NOM;FEM;SG;3	N;ANIM;NOM;FEM;SG
मान्यता	вера	मान्यता	вера	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
मान्यता	действительность	मान्यता	действительность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
मान्यता	признание	मान्यता	признание	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
तरीके	способы	तरीका	способ	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
तरीके	пути	तरीका	путь	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;PL
उचित	справедливый	उचित	справедливый	ADJ;NOM	ADJ;NOM;MASC;SG
उचित	справедливо	उचित	справедливый	ADJ;NOM	ADJ;NEUT;SG
उचित	справедливая	उचित	справедливый	ADJ;NOM	ADJ;NOM;FEM;SG
उचित	уместно	उचित	уместный	ADJ;NOM	ADJ;NEUT;SG
उचित	разумная	उचित	разумный	ADJ;NOM	ADJ;NOM;FEM;SG
उचित	разумно	उचित	разумный	ADJ;NOM	ADJ;NEUT;SG
उचित	разумный	उचित	разумный	ADJ;NOM	ADJ;NOM;MASC;SG
उचित	разумное	उचित	разумный	ADJ;NOM	ADJ;NOM;NEUT;SG
उचित	разумные	उचित	разумный	ADJ;NOM	ADJ;NOM;PL
सड़क	улица	सड़क	улица	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सड़क	дорога	सड़क	дорога	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सड़क	роуд	सड़क	роуд	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
रात	ночь	रात	ночь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
कोशिश	попытка	कोशिश	попытка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सूत्र	формулы	सूत्र	формула	N;NOM;MASC;PL;3	N;INAN;NOM;FEM;PL
जीव	организм	जीव	организм	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
डिग्री	степень	डिग्री	степень	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
बाल	бал	बाल	бал	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
झील	озеро	झील	озеро	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
झील	лейк	झील	лейк	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
सिर्फ	только	सिर्फ	только	PART	PART
सिर्फ	просто	सिर्फ	просто	PART	PART
सिर्फ	только	सिर्फ	только	PART	PART
सुविधा	особенность	सुविधा	особенность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
सुविधा	полезность	सुविधा	полезность	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
आयु	возраст	आयु	возраст	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
आयु	возраст	आयु	возраст	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्रचार	продвижение	प्रचार	продвижение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रचार	поощрение	प्रचार	поощрение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रचार	повышение	प्रचार	повышение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रचार	пропаганда	प्रचार	пропаганда	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रशिक्षण	подготовка	प्रशिक्षण	подготовка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
प्रशिक्षण	обучение	प्रशिक्षण	обучение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
प्रशिक्षण	тренинг	प्रशिक्षण	тренинг	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
उल्लेखनीय	замечательный	उल्लेखनीय	замечательный	ADJ	ADJ;NOM;MASC;SG
रेडियो	радио	रेडियो	радио	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
डिजाइन	конструкция	डिजाइन	конструкция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
डिजाइन	проектирование	डिजाइन	проектирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
डिजाइन	дизайн	डिजाइन	дизайн	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कंप्यूटर	компьютер	कंप्यूटर	компьютер	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मंत्री	министр	मंत्री	министр	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
आबादी	население	आबादी	население	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;SG
तत्व	элемент	तत्व	элемент	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
दस	десять	दस	десять	NUM	NUM;NOM
सहयोग	сотрудничество	सहयोग	сотрудничество	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
सहयोग	сотрудничество	सहयोग	сотрудничество	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
गैस	бензин	गैस	бензин	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
गैस	газ	गैस	газ	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
विश्लेषण	разбивка	विश्लेषण	разбивка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
विश्लेषण	срыв	विश्लेषण	срыв	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विश्लेषण	распад	विश्लेषण	распад	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
विश्लेषण	анализ	विश्लेषण	анализ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लक्ष्य	цель	लक्ष्य	цель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
लक्ष्य	гол	लक्ष्य	гол	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
लक्ष्य	мишень	लक्ष्य	мишень	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
लक्ष्य	цель	लक्ष्य	цель	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
शासक	правитель	शासक	правитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
न्यायालय	корт	न्यायालय	корт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
न्यायालय	суд	न्यायालय	суд	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मीडिया	медиа	मीडिया	медиа	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
पार्क	парк	पार्क	парк	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पार्क	пак	पार्क	пак	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
तट	харбор	तट	харбор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
तट	гавань	तट	гавань	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
अधिकारी	офицеры	अधिकारी	офицер	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;PL
मिट्टी	клей	मिट्टी	клей	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
मिट्टी	клэй	मिट्टी	клэй	N;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
मिट्टी	грязь	मिट्टी	грязь	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;SG
तंत्र	система	तंत्र	система	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
सप्ताह	неделя	सप्ताह	неделя	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
निकट	вблизи	निकट	вблизи	ADV;NOM;MASC;SG;3	ADV
निकट	рядом	निकट	рядом	ADV;NOM;MASC;SG;3	ADV
निकट	близко	निकट	близко	ADV;NOM;MASC;SG;3	ADV
क्रम	орден	क्रम	орден	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
क्रम	заказ	क्रम	заказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
क्रम	приказ	क्रम	приказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
क्रम	порядок	क्रम	порядок	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
क्रम	последовательность	क्रम	последовательность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
भवन	строительство	भवन	строительство	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
भवन	здание	भवन	здание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;SG
