bedeuten	antyde	bedeuten	antyde	V;NFIN	V;NFIN;ACT
ständigen	permanent	ständig	permanent	ADJ	ADJ;INDF;SG
ständigen	blivende	ständig	blivende	ADJ	ADJ
bühnen	platforme	bühnen	platform	N;NOM;PL	N;INDF;MASC+FEM;PL
bühnen	stadier	bühnen	stadie	N;NOM;PL	N;INDF;MASC+FEM;PL
bühnen	etaper	bühnen	etape	N;NOM;PL	N;INDF;MASC+FEM;PL
bühnen	faser	bühnen	fase	N;NOM;PL	N;INDF;MASC+FEM;PL
abgehalten	afholdte	abhalten	afholde	V;V.PTCP	V;PL;PST;V.PTCP
abgehalten	holdt	abhalten	holde	V;V.PTCP	V;IND;PST;FIN;ACT
abgehalten	afholdt	abhalten	afholde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
japanisch	japansk	japanisch	japansk	ADJ	ADJ;INDF;SG
japanisch	japanske	japanisch	japansk	ADJ	ADJ;PL
fliehen	flygter	fliehen	flygte	V;NFIN	V;IND;PRS;FIN;ACT
fliehen	flygter	fliehen	flygte	V;NFIN	V;IND;PRS;FIN;ACT
fliehen	flygte	fliehen	flygte	V;NFIN	V;NFIN;ACT
fliehen	flygte	fliehen	flygte	V;NFIN	V;NFIN;ACT
fliehen	undslippe	fliehen	undslippe	V;NFIN	V;NFIN;ACT
stoffe	stoffer	stoffen	stof	N;NOM;PL	N;INDF;NEUT;PL
fraglich	tvivlsomt	fraglich	tvivlsom	ADJ	ADJ;INDF;NEUT;SG
fraglich	tvivlsomme	fraglich	tvivlsom	ADJ	ADJ;PL
fraglich	tvivlsom	fraglich	tvivlsom	ADJ	ADJ;INDF;MASC+FEM;SG
fraglich	diskutable	fraglich	diskutabel	ADJ	ADJ;PL
fraglich	tvivlsomt	fraglich	tvivlsom	ADJ	ADJ;INDF;NEUT;SG
fraglich	tvivlsomme	fraglich	tvivlsom	ADJ	ADJ;PL
fraglich	tvivlsom	fraglich	tvivlsom	ADJ	ADJ;INDF;MASC+FEM;SG
empfangen	modtager	empfangen	modtage	V;V.PTCP	V;IND;PRS;FIN;ACT
empfangen	modtag	empfangen	modtage	V;V.PTCP	V;IMP
empfangen	modtage	empfangen	modtage	V;V.PTCP	V;NFIN;ACT
empfangen	modtages	empfangen	modtage	V;V.PTCP	V;NFIN;PASS
empfangen	modtagne	empfangen	modtagne	V;V.PTCP	V;PL;PST;V.PTCP
empfangen	modtog	empfangen	modtage	V;V.PTCP	V;IND;PST;FIN;ACT
empfangen	modtaget	empfangen	modtage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
empfangen	modtager	empfangen	modtage	V;V.PTCP	V;IND;PRS;FIN;ACT
pflicht	obligatorisk	pflicht	obligatorisk	ADJ	ADJ;INDF;SG
pflicht	obligatoriske	pflicht	obligatorisk	ADJ	ADJ;PL
pflicht	obligatorisk	pflicht	obligatorisk	ADJ	ADJ;INDF;SG
pflicht	obligatoriske	pflicht	obligatorisk	ADJ	ADJ;PL
pflicht	obligatorisk	pflicht	obligatorisk	ADJ	ADJ;INDF;SG
türkisch	tyrkisk	türkisch	tyrkisk	ADJ	ADJ;INDF;SG
türkisch	tyrkiske	türkisch	tyrkisk	ADJ	ADJ;PL
nummern	tal	nummern	tal	N	N;INDF;NEUT;PL
nummern	numre	nummern	nummer	N	N;INDF;NEUT;PL
schnellen	hurtig	schnell	hurtig	ADJ	ADJ;INDF;MASC+FEM;SG
schnellen	hurtige	schnell	hurtig	ADJ	ADJ;PL
wusste	vidste	wissen	vide	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
wusste	kendte	wissen	kende	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
bahnen	tog	bahnen	tage	V;NFIN	V;IND;PST;FIN;ACT
hinreichend	tilstrækkelige	hinreichend	tilstrækkelig	ADJ	ADJ;PL
hinreichend	tilstrækkelig	hinreichend	tilstrækkelig	ADJ	ADJ;INDF;MASC+FEM;SG
decken	dække	decken	dække	V;NFIN	V;NFIN;ACT
persönlicher	personlig	persönlich	personlig	ADJ	ADJ;INDF;MASC+FEM;SG
persönlicher	personlige	persönlich	personlig	ADJ	ADJ;PL
ernährung	ernæring	Ernährung	ernæring	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ernährung	ernærings	Ernährung	ernæring	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ernährung	kosten	Ernährung	kost	N;NOM;FEM;SG	N;DEF;MASC+FEM;SG
ernährung	diæt	Ernährung	diæt	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ernährung	kost	Ernährung	kost	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vergleichen	sammenligner	vergleichen	sammenligne	V;NFIN	V;IND;PRS;FIN;ACT
vergleichen	sammenligne	vergleichen	sammenligne	V;NFIN	V;NFIN;ACT
vergleichen	sammenligner	vergleichen	sammenligne	V;NFIN	V;IND;PRS;FIN;ACT
lebensweise	livsstil	lebensweise	livsstil	N	N;INDF;MASC+FEM;SG
lebensweise	levevis	lebensweise	levevis	N	N;INDF;MASC+FEM;SG
lebensweise	livsstil	lebensweise	livsstil	N	N;INDF;MASC+FEM;SG
gestrichen	slettede	gestrechen	slette	V;V.PTCP	V;PL;PST;V.PTCP
gestrichen	udgået	gestrechen	udgå	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	udgår	gestrechen	udgå	V;V.PTCP	V;IND;PRS;FIN;ACT
gestrichen	slettet	gestrechen	slette	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	annullerede	gestrechen	annullere	V;V.PTCP	V;PL;PST;V.PTCP
gestrichen	aflyst	gestrechen	aflyse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	annulleret	gestrechen	annullere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	malede	gestrechen	male	V;V.PTCP	V;IND;PST;FIN;ACT
gestrichen	malet	gestrechen	male	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	afskaffet	gestrechen	afskaffe	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	afskaffes	gestrechen	afskaffe	V;V.PTCP	V;NFIN;PASS
gestrichen	annullerede	gestrechen	annullere	V;V.PTCP	V;PL;PST;V.PTCP
gestrichen	aflyst	gestrechen	aflyse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gestrichen	aflyste	gestrechen	aflyste	V;V.PTCP	V;PL;PST;V.PTCP
gestrichen	annulleret	gestrechen	annullere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verabschiedet	vedtaget	verabschieden	vedtage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verabschiedet	adopteret	verabschieden	adoptere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geistliche	spirituelle	geistlich	spirituel	ADJ;NOM;FEM;PL	ADJ;PL
geistliche	åndelige	geistlich	åndelig	ADJ;NOM;FEM;PL	ADJ;PL
geistliche	gejstlige	geistlich	gejstlig	ADJ;NOM;FEM;PL	ADJ;PL
springen	hoppe	springen	hoppe	V;NFIN	V;NFIN;ACT
springen	hop	springen	hop	V;NFIN	V;IMP
springen	springe	springen	springe	V;NFIN	V;NFIN;ACT
springen	springer	springen	springe	V;NFIN	V;IND;PRS;FIN;ACT
springen	hopper	springen	hoppe	V;NFIN	V;IND;PRS;FIN;ACT
springen	hoppe	springen	hoppe	V;NFIN	V;NFIN;ACT
springen	hoppende	springen	hoppe	V;NFIN	V;PRS;V.PTCP
interessierte	interesseret	interessieren	interessere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
passieren	ske	passieren	ske	V;NFIN	V;NFIN;ACT
ära	æra	ära	æra	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ära	epoke	ära	epoke	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
annehmen	antag	annehmen	antag	V;NFIN	V;IMP
annehmen	antager	annehmen	antage	V;NFIN	V;IND;PRS;FIN;ACT
annehmen	antage	annehmen	antage	V;NFIN	V;NFIN;ACT
annehmen	acceptere	annehmen	acceptere	V;NFIN	V;NFIN;ACT
annehmen	accepterer	annehmen	acceptere	V;NFIN	V;IND;PRS;FIN;ACT
gedruckt	printet	drucken	print	V;V.PTCP	V;INDF;SG;PST;V.PTCP
gedruckt	trykte	drucken	trykte	V;V.PTCP	V;PL;PST;V.PTCP
gedruckt	trykt	drucken	trykke	V;V.PTCP	V;INDF;SG;PST;V.PTCP
abteilungen	divisioner	abteilingen	division	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
abteilungen	afdelinger	abteilingen	afdeling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
abteilungen	afdelingerne	abteilingen	afdeling	N;NOM;FEM;PL	N;DEF;MASC+FEM;PL
abteilungen	departementer	abteilingen	departement	N;NOM;FEM;PL	N;INDF;NEUT;PL
abteilungen	afdelinger	abteilingen	afdeling	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
abteilungen	segmenter	abteilingen	segment	N;NOM;FEM;PL	N;INDF;NEUT;PL
halbe	halve	halb	halv	ADJ;NOM;FEM;PL	ADJ;PL
erläutert	forklarede	erläutern	forklare	V;V.PTCP	V;IND;PST;FIN;ACT
erläutert	forklaret	erläutern	forklare	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erläutert	forklarer	erläutern	forklare	V;V.PTCP	V;IND;PRS;FIN;ACT
nachweisbar	påviselige	nachweisbar	påviselig	ADJ	ADJ;PL
nachweisbar	påviselig	nachweisbar	påviselig	ADJ	ADJ;INDF;MASC+FEM;SG
nachweisbar	påviselige	nachweisbar	påviselig	ADJ	ADJ;PL
nachweisbar	påviselig	nachweisbar	påviselig	ADJ	ADJ;INDF;MASC+FEM;SG
kritischen	kritisk	kritisch	kritisk	ADJ	ADJ;INDF;SG
kritischen	kritiske	kritisch	kritisk	ADJ	ADJ;PL
erweiterten	udvidede	erweitern	udvide	V;IND;PL;3;PST;FIN	V;PL;PST;V.PTCP
teilgenommen	deltog	teilnehmen	deltage	V;V.PTCP	V;IND;PST;FIN;ACT
teilgenommen	deltaget	teilnehmen	deltage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
teilgenommen	deltog	teilnehmen	deltage	V;V.PTCP	V;IND;PST;FIN;ACT
teilgenommen	deltaget	teilnehmen	deltage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	befæstet	befestigen	befæste	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	vedlagt	befestigen	vedlægge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	vedhæftet	befestigen	vedhæfte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	tilknyttet	befestigen	tilknytte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	knyttet	befestigen	knytte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befestigt	fastgjort	befestigen	fastgøre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
shakespeare	shakespeare	shakespeare	shakespeare	N;NOM;MASC;SG	N;INDF;NEUT;SG
hang	hældning	hang	hældning	N	N;INDF;MASC+FEM;SG
löscht	sletter	löschen	slette	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
beantwortet	svarede	beantworten	svare	V;V.PTCP	V;IND;PST;FIN;ACT
beantwortet	besvarede	beantworten	besvare	V;V.PTCP	V;PL;PST;V.PTCP
beantwortet	besvaret	beantworten	besvar	V;V.PTCP	V;INDF;SG;PST;V.PTCP
beantwortet	besvarede	beantworten	besvare	V;V.PTCP	V;PL;PST;V.PTCP
beantwortet	besvaret	beantworten	besvar	V;V.PTCP	V;INDF;SG;PST;V.PTCP
hiermit	herved	hiermit	herved	ADV	ADV
hiermit	hermed	hiermit	hermed	ADV	ADV
herausragende	udestående	herausragend	udestående	ADJ;NOM;FEM;PL	ADJ
berühmt	berømt	berühmt	berømt	ADJ	ADJ;INDF;SG
berühmt	berømte	berühmt	berømt	ADJ	ADJ;PL
berühmt	kendt	berühmt	kendt	ADJ	ADJ;INDF;SG
restaurierung	restaurering	restaurierung	restaurering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
restaurierung	genopretning	restaurierung	genopretning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
restaurierung	genskabelse	restaurierung	genskabelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
restaurierung	genoprettelse	restaurierung	genoprettelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
restaurierung	renovering	restaurierung	renovering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
restaurierung	renovation	restaurierung	renovation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
geehrt	beæret	ehren	beære	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geehrt	beæret	ehren	beære	V;V.PTCP	V;INDF;SG;PST;V.PTCP
geehrt	æret	ehren	ær	V;V.PTCP	V;INDF;SG;PST;V.PTCP
umzug	udflytning	umzugen	udflytning	N;SG	N;INDF;MASC+FEM;SG
umzug	flytning	umzugen	flytning	N;SG	N;INDF;MASC+FEM;SG
umzug	flytning	umzugen	flytning	N;SG	N;INDF;MASC+FEM;SG
umzug	paraden	umzugen	parad	N;SG	N;DEF;MASC+FEM;SG
umzug	parade	umzugen	parad	N;SG	N;INDF;MASC+FEM;SG
umzug	afhentning	umzugen	afhentning	N;SG	N;INDF;MASC+FEM;SG
umzug	fjernelse	umzugen	fjernelse	N;SG	N;INDF;MASC+FEM;SG
niedrigen	lavt	niedrig	lav	ADJ	ADJ;INDF;NEUT;SG
weichen	skifter	weichen	skifte	V;NFIN	V;IND;PRS;FIN;ACT
gezielt	målrettede	gezielt	målrettet	ADJ	ADJ;PL
gezielt	målrettet	gezielt	målrettet	ADJ	ADJ;INDF;SG
gezielt	målbevidst	gezielt	målbevidst	ADJ	ADJ;INDF;SG
erhöhung	forhøjelse	erhöhung	forhøjelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erhöhung	forøgelse	erhöhung	forøgelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
erhöhung	stigning	erhöhung	stigning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
verkauften	solgte	verkaufen	sælge	V;IND;PL;3;PST;FIN	V;PST;FIN;ACT
polizisten	betjente	polizist	betjent	N;PL	N;INDF;MASC+FEM;PL
polizisten	politimænd	polizist	politimænd	N;PL	N;INDF;MASC+FEM;PL
polizisten	politifolk	polizist	politifolk	N;PL	N;INDF;NEUT;PL
polizisten	politibetjente	polizist	politibetjent	N;PL	N;INDF;MASC+FEM;PL
polizisten	betjente	polizist	betjent	N;PL	N;INDF;MASC+FEM;PL
polizisten	officerer	polizist	officer	N;PL	N;INDF;MASC+FEM;PL
polizisten	politibetjent	polizist	politibetjent	N;PL	N;INDF;MASC+FEM;PL
latein	latinske	latein	latinsk	ADJ	ADJ;PL
latein	latinsk	latein	latinsk	ADJ	ADJ;INDF;SG
tschechische	tjekkiske	tschechisch	tjekkisk	ADJ;NOM;FEM;PL	ADJ;PL
fortgesetzt	fortsatte	fortsetzen	fortsætte	V;V.PTCP	V;PST;V.PTCP
fortgesetzt	fortsættes	fortsetzen	fortsætte	V;V.PTCP	V;IND;PRS;FIN;PASS
gegenwärtig	aktuelt	gegenwärtig	aktuel	ADJ	ADJ;INDF;NEUT;SG
selbständige	uafhængige	selbständig	uafhængig	ADJ;NOM;FEM;PL	ADJ;PL
selbständige	uafhængige	selbständig	uafhængig	ADJ;NOM;FEM;PL	ADJ;PL
herrscht	sejrer	herrschen	sejre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
schaffung	skabelse	schaffung	skabelse	N	N;INDF;MASC+FEM;SG
schaffung	oprettelse	schaffung	oprettelse	N	N;INDF;MASC+FEM;SG
flachen	overfladiske	flach	overfladisk	ADJ	ADJ;PL
flachen	overfladisk	flach	overfladisk	ADJ	ADJ;INDF;SG
bestritten	bestridt	bestreiten	bestridt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
bestritten	anfægtede	bestreiten	anfægte	V;V.PTCP	V;IND;PST;FIN;ACT
bestritten	omtvistede	bestreiten	omtviste	V;V.PTCP	V;PL;PST;V.PTCP
bestritten	anfægtet	bestreiten	anfægte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
unverändert	uændrede	unverändert	uændrede	ADJ	ADJ;PL
interessante	interessante	interessant	interessant	ADJ;NOM;FEM;PL	ADJ;PL
interessante	spændende	interessant	spændende	ADJ;NOM;FEM;PL	ADJ
ausserdem	også	ausserdem	også	ADV	ADV
schlage	foreslå	schlage	foreslå	V;SG;FIN	V;NFIN;ACT
schlage	foreslår	schlage	foreslå	V;SG;FIN	V;IND;PRS;FIN;ACT
schwanz	haler	schwanzen	hale	N	N;INDF;MASC+FEM;PL
schwanz	halen	schwanzen	han	N	N;DEF;MASC+FEM;SG
schwanz	hale	schwanzen	hale	N	N;INDF;MASC+FEM;SG
schwanz	pik	schwanzen	på	N	N;INDF;MASC+FEM;SG
schwanz	pik	schwanzen	på	N	N;INDF;MASC+FEM;SG
beteiligen	deltager	beteiligen	deltage	V;NFIN	V;IND;PRS;FIN;ACT
beteiligen	deltage	beteiligen	deltage	V;NFIN	V;NFIN;ACT
beteiligen	deltag	beteiligen	deltage	V;NFIN	V;IMP
untergrund	underjordiske	untergrund	underjordisk	ADJ	ADJ;PL
redundanz	afskedigelser	redundanz	afskedigelse	N	N;INDF;MASC+FEM;PL
redundanz	afskedigelse	redundanz	afskedigelse	N	N;INDF;MASC+FEM;SG
aufsätze	stile	aufsätzen	stile	N;NOM;PL	N;INDF;MASC+FEM;PL
bahnhöfe	stationer	bahnhöfen	station	N;NOM;MASC;PL	N;INDF;MASC+FEM;PL
bahnhöfe	stationerne	bahnhöfen	station	N;NOM;MASC;PL	N;DEF;MASC+FEM;PL
rechtlich	lovligt	rechtlich	lovlig	ADJ	ADJ;INDF;NEUT;SG
rechtlich	juridisk	rechtlich	juridisk	ADJ	ADJ;INDF;SG
pionier	banebrydende	pionier	banebrydende	ADJ	ADJ
rumänischen	rumænske	rumänisch	rumænsk	ADJ	ADJ;PL
rumänischen	rumænsk	rumänisch	rumænsk	ADJ	ADJ;INDF;SG
tests	test	tests	test	N	N;INDF;MASC+FEM;SG
tests	tests	tests	tests	N	N;INDF;MASC+FEM;PL
tests	prøvning	tests	prøvning	N	N;INDF;MASC+FEM;SG
tests	test	tests	test	N	N;INDF;MASC+FEM;SG
tests	afprøvning	tests	afprøvning	N	N;INDF;MASC+FEM;SG
tests	testning	tests	testning	N	N;INDF;MASC+FEM;SG
tests	prøvning	tests	prøvning	N	N;INDF;MASC+FEM;SG
ausgehen	dater	ausgehen	dater	V;NFIN	V;IND;PRS;FIN;ACT
sorgt	sikrer	sorgen	sikre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
läßt	indrømmer	lassen	indrømme	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
staffeln	årstider	staffeln	årstid	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
staffeln	sæsoner	staffeln	sæson	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
staffeln	eskadroner	staffeln	eskadron	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
trasse	sti	trassen	sti	N	N;INDF;MASC+FEM;SG
trasse	stien	trassen	stie	N	N;DEF;MASC+FEM;SG
rechnen	forventer	rechnen	forvente	V;NFIN	V;IND;PRS;FIN;ACT
rechnen	forvente	rechnen	forvente	V;NFIN	V;NFIN;ACT
bemerkenswert	bemærkelsesværdige	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;PL
bemerkenswert	bemærkelsesværdig	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;INDF;MASC+FEM;SG
bemerkenswert	mærkbar	bemerkenswert	mærkbar	ADJ	ADJ;INDF;MASC+FEM;SG
bemerkenswert	bemærkelsesværdige	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;PL
bemerkenswert	bemærkelsesværdig	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;INDF;MASC+FEM;SG
bemerkenswert	bemærkelsesværdige	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;PL
bemerkenswert	bemærkelsesværdig	bemerkenswert	bemærkelsesværdig	ADJ	ADJ;INDF;MASC+FEM;SG
deutlicher	klarere	deutlich	klarer	ADJ	ADJ;CMPR
produzieren	producerer	produzieren	producere	V;NFIN	V;IND;PRS;FIN;ACT
produzieren	fremstiller	produzieren	fremstille	V;NFIN	V;IND;PRS;FIN;ACT
produzieren	producere	produzieren	producere	V;NFIN	V;NFIN;ACT
öffentlicher	offentlige	öffentlich	offentlig	ADJ	ADJ;PL
öffentlicher	offentlig	öffentlich	offentlig	ADJ	ADJ;INDF;MASC+FEM;SG
toll	fantastisk	toll	fantastisk	ADJ	ADJ;INDF;SG
toll	fedt	toll	fedt	ADJ	ADJ;INDF;NEUT;SG
toll	stor	toll	stor	ADJ	ADJ;INDF;MASC+FEM;SG
toll	skønt	toll	skøn	ADJ	ADJ;INDF;NEUT;SG
toll	herligt	toll	herlig	ADJ	ADJ;INDF;NEUT;SG
vergrößert	forstørret	vergrößern	forstørre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
vergrößert	udvidede	vergrößern	udvide	V;V.PTCP	V;PL;PST;V.PTCP
vergrößert	udvidet	vergrößern	udvide	V;V.PTCP	V;INDF;SG;PST;V.PTCP
vergrößert	forstørret	vergrößern	forstørre	V;V.PTCP	V;INDF;SG;PST;V.PTCP
tropischen	tropisk	tropisch	tropisk	ADJ	ADJ;INDF;SG
tropischen	tropiske	tropisch	tropisk	ADJ	ADJ;PL
vertretung	repræsentation	vertretung	repræsentation	N;FEM;SG	N;INDF;MASC+FEM;SG
vertretung	repræsentationen	vertretung	repræsentation	N;FEM;SG	N;DEF;MASC+FEM;SG
vertretung	repræsentant	vertretung	repræsentant	N;FEM;SG	N;INDF;MASC+FEM;SG
abriss	nedrivning	abreißen	nedrivning	N	N;INDF;MASC+FEM;SG
ethnischen	etniske	ethnisch	etnisk	ADJ;PL	ADJ;PL
konzipiert	undfanget	konzipieren	undfange	V;V.PTCP	V;INDF;SG;PST;V.PTCP
konzipiert	udtænkt	konzipieren	udtænke	V;V.PTCP	V;INDF;SG;PST;V.PTCP
konzipiert	designede	konzipieren	designe	V;V.PTCP	V;PL;PST;V.PTCP
konzipiert	designet	konzipieren	designe	V;V.PTCP	V;INDF;SG;PST;V.PTCP
konzipiert	udformet	konzipieren	udforme	V;V.PTCP	V;INDF;SG;PST;V.PTCP
konzipiert	konstrueret	konzipieren	konstruere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
breiter	bred	breit	bred	ADJ	ADJ;INDF;MASC+FEM;SG
breiter	bredt	breit	bred	ADJ	ADJ;INDF;NEUT;SG
breiter	brede	breit	bred	ADJ	ADJ;PL
breiter	bred	breit	bred	ADJ	ADJ;INDF;MASC+FEM;SG
breiter	brede	breit	bred	ADJ	ADJ;PL
vortrag	foredrag	vortragen	foredrag	N;SG	N;INDF;NEUT;SG
vortrag	forelæsning	vortragen	forelæsning	N;SG	N;INDF;MASC+FEM;SG
vortrag	tale	vortragen	tale	N;SG	N;INDF;MASC+FEM;SG
vortrag	indlæg	vortragen	indlæg	N;SG	N;INDF;NEUT;SG
vortrag	talen	vortragen	tale	N;SG	N;DEF;MASC+FEM;SG
vortrag	præsentation	vortragen	præsentation	N;SG	N;INDF;MASC+FEM;SG
vortrag	forelæggelse	vortragen	forelæggelse	N;SG	N;INDF;MASC+FEM;SG
vortrag	fremlæggelse	vortragen	fremlæggelse	N;SG	N;INDF;MASC+FEM;SG
vortrag	fremvisning	vortragen	fremvisning	N;SG	N;INDF;MASC+FEM;SG
vortrag	tale	vortragen	tale	N;SG	N;INDF;MASC+FEM;SG
vortrag	snak	vortragen	snak	N;SG	N;INDF;MASC+FEM;SG
dienstleistungen	tjenester	dienstleistungen	tjenester	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
dienstleistungen	tjenesteydelser	dienstleistungen	tjenesteydelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
dienstleistungen	ydelser	dienstleistungen	ydelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
dienstleistungen	serviceydelser	dienstleistungen	serviceydelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
standorte	lokalisering	standort	lokalisering	N;NOM	N;INDF;MASC+FEM;SG
standorte	beliggenhed	standort	beliggenhed	N;NOM	N;INDF;MASC+FEM;SG
standorte	sted	standort	sted	N;NOM	N;INDF;NEUT;SG
standorte	placering	standort	placering	N;NOM	N;INDF;MASC+FEM;SG
standorte	lokation	standort	lokation	N;NOM	N;INDF;MASC+FEM;SG
standorte	placeringer	standort	placering	N;NOM	N;INDF;MASC+FEM;PL
standorte	steder	standort	sted	N;NOM	N;INDF;NEUT;PL
standorte	lokaliteter	standort	lokalitet	N;NOM	N;INDF;MASC+FEM;PL
standorte	sites	standort	sites	N;NOM	N;INDF;MASC+FEM;PL
standorte	lokaliteter	standort	lokalitet	N;NOM	N;INDF;MASC+FEM;PL
erwachsene	voksne	erwachsen	voksen	ADJ;NOM;FEM;PL	ADJ;PL
erwachsene	voksne	erwachsen	voksen	ADJ;NOM;FEM;PL	ADJ;PL
werfen	smider	werfen	smide	V;NFIN	V;IND;PRS;FIN;ACT
werfen	smide	werfen	smide	V;NFIN	V;NFIN;ACT
werfen	kaster	werfen	kaste	V;NFIN	V;IND;PRS;FIN;ACT
werfen	støbt	werfen	støbe	V;NFIN	V;INDF;SG;PST;V.PTCP
werfen	støbte	werfen	støbte	V;NFIN	V;PL;PST;V.PTCP
werfen	smider	werfen	smide	V;NFIN	V;IND;PRS;FIN;ACT
werfen	kaste	werfen	kaste	V;NFIN	V;NFIN;ACT
werfen	smide	werfen	smide	V;NFIN	V;NFIN;ACT
werfen	smid	werfen	smid	V;NFIN	V;IMP
erfunden	opfundet	erfinden	opfinde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erfunden	opfandt	erfinden	opfinde	V;V.PTCP	V;IND;PST;FIN;ACT
mexikanischen	mexicanske	mexikanisch	mexicansk	ADJ;NOM;MASC;PL	ADJ;PL
dicke	tykkelser	dick	tykkelse	N;NOM;FEM;PL	N;INDF;MASC+FEM;PL
vielfalt	pluralisme	vielfalt	pluralisme	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vielfalt	forskelligartethed	vielfalt	forskelligartethed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vielfalt	forskellighed	vielfalt	forskellighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vielfalt	mangfoldighed	vielfalt	mangfoldighed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vielfalt	diversitet	vielfalt	diversitet	N;NOM;FEM;SG	N;INDF;SG
vielfalt	forskelligartethed	vielfalt	forskelligartethed	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
vielfalt	variation	vielfalt	variation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
wettbewerbe	konkurrencer	wettbewerb	konkurrence	N;NOM;PL	N;INDF;MASC+FEM;PL
wettbewerbe	konkurrencer	wettbewerb	konkurrence	N;NOM;PL	N;INDF;MASC+FEM;PL
stellungnahme	udtalelse	stellungnahme	udtalelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
hierher	her	hierher	her	ADV	ADV
ausgelöst	udløst	auslösen	udløse	V;V.PTCP	V;INDF;SG;PST;V.PTCP
ausgelöst	udløste	auslösen	udløse	V;V.PTCP	V;PST;V.PTCP
ausgelöst	udløses	auslösen	udløse	V;V.PTCP	V;IND;PRS;FIN;PASS
