ψωμί	pão	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;SG
κατοικείται	habitado	κατοικώ	habitar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
διαστημόπλοιο	espaçonave	διαστημόπλοιος	espaçonave	N;NOM;NEUT;SG	N;FEM;SG
διαστημόπλοιο	espaçonave	διαστημόπλοιος	espaçonave	N;NOM;NEUT;SG	N;FEM;SG
διορθώσεις	correções	διορθώση	correção	N;NOM;FEM;PL	N;FEM;PL
διορθώσεις	correcções	διορθώση	correcção	N;NOM;FEM;PL	N;FEM;PL
διορθώσεις	correções	διορθώση	correção	N;NOM;FEM;PL	N;FEM;PL
διορθώσεις	correcções	διορθώση	correcção	N;NOM;FEM;PL	N;FEM;PL
διορθώσεις	edições	διορθώση	edição	N;NOM;FEM;PL	N;FEM;PL
πρόδρομος	precursor	πρόδρομος	precursor	N;NOM;MASC;SG	N;MASC;SG
πρόδρομος	precursor	πρόδρομος	precursor	N;NOM;MASC;SG	N;MASC;SG
ιού	virus	ιού	virus	N;GEN;NEUT;SG	N;MASC;SG
ιού	vírus	ιού	vírus	N;GEN;NEUT;SG	N;MASC;SG
φόρμα	forma	φόρμα	forma	N;ACC;FEM;SG	N;FEM;SG
φόρμα	formulário	φόρμα	formulário	N;ACC;FEM;SG	N;MASC;SG
φόρμα	macacão	φόρμα	macacão	N;ACC;FEM;SG	N;MASC;SG
διαφορών	diferendos	διαφορά	diferendo	N;GEN;FEM;PL	N;MASC;PL
διαφορών	litígios	διαφορά	litígio	N;GEN;FEM;PL	N;MASC;PL
διαφορών	disputas	διαφορά	disputa	N;GEN;FEM;PL	N;FEM;PL
αδάμ	adão	αδάμ	adão	N;NOM;MASC;SG	N;MASC;SG
αδάμ	adam	αδάμ	adar	N;NOM;MASC;SG	N;MASC;SG
προσφέρεται	oferecido	προσφέρω	oferecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
προσφέρεται	oferecida	προσφέρω	oferecer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
γράφημα	gráfico	γράφημα	gráfico	N;NOM;NEUT;SG	N;MASC;SG
γράφημα	grafo	γράφημα	grafo	N;NOM;NEUT;SG	N;MASC;SG
γράφημα	tabela	γράφημα	tabela	N;NOM;NEUT;SG	N;FEM;SG
γράφημα	gráfico	γράφημα	gráfico	N;NOM;NEUT;SG	N;MASC;SG
εκτόξευση	lançamento	εκτόξευση	lançamento	N;ACC;FEM;SG	N;MASC;SG
εκτόξευση	lançamento	εκτόξευση	lançamento	N;ACC;FEM;SG	N;MASC;SG
καπνού	tabaco	καπνού	tabaco	N;GEN;NEUT;SG	N;MASC;SG
φάρμακο	remédio	φάρμακο	remédio	N;NOM;NEUT;SG	N;MASC;SG
φάρμακο	medicina	φάρμακο	medicina	N;NOM;NEUT;SG	N;FEM;SG
φάρμακο	fármaco	φάρμακο	fármaco	N;NOM;NEUT;SG	N;MASC;SG
φάρμακο	droga	φάρμακο	droga	N;NOM;NEUT;SG	N;FEM;SG
εκτελέσει	realizar	εκτελώ	realizar	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
εκτελέσει	executar	εκτελώ	executar	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
όμηρο	refém	όμηρος	refém	N;ACC;MASC;SG	N;MASC;SG
γυαλί	vidro	γυαλί	vidro	N;NOM;NEUT;SG	N;MASC;SG
γυαλί	copo	γυαλί	copo	N;NOM;NEUT;SG	N;MASC;SG
κάτοικος	morador	κάτοικος	morador	N;NOM;MASC;SG	N;MASC;SG
κάτοικος	habitante	κάτοικος	habitante	N;NOM;MASC;SG	N;MASC;SG
ουδέτερη	neutro	ούδετερος	neutro	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ουδέτερη	neutra	ούδετερος	neutro	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ορυχεία	minas	ορυχεία	mina	N;NOM;NEUT;PL	N;FEM;PL
παράθεση	justaposição	παράθεση	justaposição	N;NOM;FEM;SG	N;FEM;SG
παράθεση	citação	παράθεση	citação	N;NOM;FEM;SG	N;FEM;SG
παράθεση	citação	παράθεση	citação	N;NOM;FEM;SG	N;FEM;SG
παράθεση	citação	παράθεση	citação	N;NOM;FEM;SG	N;FEM;SG
παράθεση	cotação	παράθεση	cotação	N;NOM;FEM;SG	N;FEM;SG
εξόρυξη	extracção	εξόρυξη	extracção	N;NOM;FEM;SG	N;FEM;SG
εξόρυξη	extração	εξόρυξη	extração	N;NOM;FEM;SG	N;FEM;SG
εξόρυξη	mineira	εξόρυξη	mineira	N;NOM;FEM;SG	N;FEM;SG
εξόρυξη	mineração	εξόρυξη	mineração	N;NOM;FEM;SG	N;FEM;SG
βόμβες	bombas	βόμβας	bomba	N;NOM;FEM;PL	N;FEM;PL
πόντοι	pontos	πόντος	ponto	N;NOM;MASC;PL	N;MASC;PL
πράκτορας	agente	πράκτορας	agente	N;NOM;MASC;SG	N;MASC;SG
επίδειξη	demonstração	επίδειξη	demonstração	N;ACC;FEM;SG	N;FEM;SG
επίδειξη	manifestação	επίδειξη	manifestação	N;ACC;FEM;SG	N;FEM;SG
επιδημία	epidemia	επιδημία	epidemia	N;NOM;FEM;SG	N;FEM;SG
επιδημία	surto	επιδημία	surto	N;NOM;FEM;SG	N;MASC;SG
πρεσβευτής	embaixadora	πρεσβευτής	embaixadora	N;NOM;MASC;SG	N;FEM;SG
πρεσβευτής	embaixador	πρεσβευτής	embaixador	N;NOM;MASC;SG	N;MASC;SG
φόνο	assassinato	φόνο	assassinato	N;ACC;MASC;SG	N;MASC;SG
φόνο	assassínio	φόνο	assassínio	N;ACC;MASC;SG	N;MASC;SG
φόνο	homicídio	φόνο	homicídio	N;ACC;MASC;SG	N;MASC;SG
συχνότητες	frequências	συχνότητα	frequência	N;NOM;FEM;PL	N;FEM;PL
συχνότητες	freqüências	συχνότητα	freqtência	N;NOM;FEM;PL	N;FEM;PL
αμφιβολία	dúvida	αμφιβολία	dúvida	N;NOM;FEM;SG	N;FEM;SG
αμφιβολία	duvida	αμφιβολία	duvidar	N;NOM;FEM;SG	N;FEM;SG
ανταγωνισμού	concurso	ανταγωνισμός	concurso	N;GEN;MASC;SG	N;MASC;SG
ανταγωνισμού	competição	ανταγωνισμός	competição	N;GEN;MASC;SG	N;FEM;SG
ανταγωνισμού	concorrência	ανταγωνισμός	concorrência	N;GEN;MASC;SG	N;FEM;SG
μέλισσα	bumblebee	μέλισσα	bumblebee	N;NOM;FEM;SG	N;MASC;SG
μέλισσα	abelha	μέλισσα	abelho	N;NOM;FEM;SG	N;FEM;SG
μέλισσα	bee	μέλισσα	bee	N;NOM;FEM;SG	N;MASC;SG
ποικίλλει	varia	ποικίλλω	variar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
βλάβες	lesões	βλάβη	lesão	N;NOM;FEM;PL	N;FEM;PL
γλωσσολογία	linguística	γλωσσολογία	linguística	N;NOM;FEM;SG	N;FEM;SG
λουίζα	louisa	λουίζα	louisa	N;NOM;FEM;SG	N;FEM;SG
λουίζα	luísa	λουίζα	luísa	N;NOM;FEM;SG	N;FEM;SG
λουίζα	luisa	λουίζα	luisa	N;NOM;FEM;SG	N;FEM;SG
λουίζα	luísa	λουίζα	luísa	N;NOM;FEM;SG	N;FEM;SG
μοτίβο	padrão	μοτίβο	padrão	N;NOM;NEUT;SG	N;MASC;SG
ισοτιμία	paridade	ισοτιμία	paridade	N;NOM;FEM;SG	N;FEM;SG
ισοτιμία	equivalência	ισοτιμία	equivalência	N;NOM;FEM;SG	N;FEM;SG
κατηγοριοποίηση	categorização	κατηγοριοποίηση	categorização	N;ACC;FEM;SG	N;FEM;SG
μεταφραστής	tradutor	μεταφραστής	tradutor	N;NOM;MASC;SG	N;MASC;SG
μεταφραστής	tradutora	μεταφραστής	tradutora	N;NOM;MASC;SG	N;FEM;SG
πες	dizer	πες	dizer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;NFIN
θάλασσες	mares	θάλασσα	mar	N;NOM;FEM;PL	N;MASC;PL
προγραμματισμός	agendamento	προγραμματισμός	agendamento	N;NOM;MASC;SG	N;MASC;SG
προγραμματισμός	planejamento	προγραμματισμός	planejamento	N;NOM;MASC;SG	N;MASC;SG
προγραμματισμός	planeamento	προγραμματισμός	planeamento	N;NOM;MASC;SG	N;MASC;SG
προγραμματισμός	planificação	προγραμματισμός	planificação	N;NOM;MASC;SG	N;FEM;SG
προγραμματισμός	programação	προγραμματισμός	programação	N;NOM;MASC;SG	N;FEM;SG
προγραμματισμός	horário	προγραμματισμός	horário	N;NOM;MASC;SG	N;MASC;SG
προγραμματισμός	agendamento	προγραμματισμός	agendamento	N;NOM;MASC;SG	N;MASC;SG
προγραμματισμός	programação	προγραμματισμός	programação	N;NOM;MASC;SG	N;FEM;SG
ευτυχώς	felizmente	ευτυχώς	felizmente	ADV	ADV
ευτυχώς	felizmente	ευτυχώς	felizmente	ADV	ADV
αρένα	arena	αρένας	arena	N;ACC;FEM;SG	N;FEM;SG
κίνητρα	incentivos	κίνητρο	incentivo	N;NOM;NEUT;PL	N;MASC;PL
κίνητρα	incentivos	κίνητρο	incentivo	N;NOM;NEUT;PL	N;MASC;PL
κίνητρα	motivos	κίνητρο	motivo	N;NOM;NEUT;PL	N;MASC;PL
δεσμοί	laços	δεσμός	laço	N;NOM;MASC;PL	N;MASC;PL
δεσμοί	gravatas	δεσμός	gravata	N;NOM;MASC;PL	N;MASC;PL
δεσμοί	ligações	δεσμός	ligação	N;NOM;MASC;PL	N;FEM;PL
δεσμοί	links	δεσμός	link	N;NOM;MASC;PL	N;MASC;PL
δεσμοί	obrigações	δεσμός	obrigação	N;NOM;MASC;PL	N;FEM;PL
δαχτυλίδι	ring	δαχτυλίδι	ring	N;NOM;NEUT;SG	N;MASC;SG
δαχτυλίδι	ringue	δαχτυλίδι	ringue	N;NOM;NEUT;SG	N;MASC;SG
δαχτυλίδι	anel	δαχτυλίδι	anel	N;NOM;NEUT;SG	N;MASC;SG
ολοκληρωμένο	integrado	ολοκληρώνω	integrar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ολοκληρωμένο	integrada	ολοκληρώνω	integrar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
νύχτες	noites	νύχτης	noite	N;NOM;FEM;PL	N;FEM;PL
ανακωχή	trégua	ανακωχή	trégua	N;ACC;FEM;SG	N;FEM;SG
ανακωχή	armistício	ανακωχή	armistício	N;ACC;FEM;SG	N;MASC;SG
διαλύματα	soluções	διάλυμα	solução	N;NOM;NEUT;PL	N;FEM;PL
ανιψιός	sobrinho	ανιψιός	sobrinho	N;NOM;MASC;SG	N;MASC;SG
κλήση	vocação	κλήση	vocação	N;NOM;FEM;SG	N;FEM;SG
έπαυλη	mansão	έπαυλος	mansão	N;NOM;FEM;SG	N;FEM;SG
παντρεμένη	casou	παντρένω	casar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
ενδοχώρα	continente	ενδοχώρας	continente	N;NOM;FEM;SG	N;MASC;SG
ουίλιαμς	williams	ουίλιαμς	williar	N;NOM;NEUT;SG	N;FEM;SG
χιόνι	neve	χιόνι	neve	N;NOM;NEUT;SG	N;FEM;SG
χιόνι	snow	χιόνι	snow	N;NOM;NEUT;SG	N;MASC;SG
μοναχούς	monges	μοναχός	monge	N;ACC;MASC;PL	N;MASC;PL
τοπωνύμιο	topônimo	τοπωνύμιο	topônimo	N;NOM;NEUT;SG	N;MASC;SG
αυστριακοί	austríacos	αυστριακός	austríaco	ADJ;NOM;MASC;PL	ADJ;MASC;PL
ανατομία	anatomia	ανατομία	anatomia	N;NOM;FEM;SG	N;FEM;SG
σχεδιασμένο	projetado	σχεδιάζω	projetar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
σχεδιασμένο	desenhado	σχεδιάζω	desenhar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
σχεδιασμένο	concebido	σχεδιάζω	conceber	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
σχεδιασμένο	projetada	σχεδιάζω	projetar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
σχεδιασμένο	planeado	σχεδιάζω	planear	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
σχεδιασμένο	planejou	σχεδιάζω	planejar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
σχεδιασμένο	planejado	σχεδιάζω	planejar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
σχεδιασμένο	planejada	σχεδιάζω	planejar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
σχεδιασμένο	planeada	σχεδιάζω	planear	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
δαπάνες	despesas	δαπάνη	despesa	N;NOM;FEM;PL	N;FEM;PL
γένη	gêneros	γένος	gênero	N;NOM;NEUT;PL	N;MASC;PL
γένη	géneros	γένος	género	N;NOM;NEUT;PL	N;MASC;PL
δίδασκε	ensinou	διδίνκω	ensinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
δίδασκε	ensinada	διδίνκω	ensinada	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
δίδασκε	ensinado	διδίνκω	ensinado	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
έτοιμος	pronto	έτοιμος	pronto	ADJ;NOM;MASC;SG	ADJ;MASC;SG
έτοιμος	pronta	έτοιμος	pronto	ADJ;NOM;MASC;SG	ADJ;FEM;SG
συνεχόμενα	continuamente	συνεχόμενο	continuamente	ADV	ADV
εξασφαλίζει	garante	εξασφαλίζω	garantir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εξασφαλίζει	assegura	εξασφαλίζω	assegurar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
επικίνδυνο	perigosa	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
επικίνδυνο	perigoso	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
επικίνδυνο	perigosa	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
επικίνδυνο	perigoso	επικίνδυνος	perigoso	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
υπέφερε	sofrida	υποφέρω	sofrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
υπέφερε	sofreu	υποφέρω	sofrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
υπέφερε	sofrido	υποφέρω	sofrer	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
επιπλοκές	complicações	επιπλοκή	complicação	N;NOM;FEM;PL	N;FEM;PL
επιπλοκές	complicações	επιπλοκή	complicação	N;NOM;FEM;PL	N;FEM;PL
δρομολόγια	rotas	δρομολόγιο	roto	N;NOM;NEUT;PL	N;FEM;PL
δρομολόγια	itinerários	δρομολόγιο	itinerário	N;NOM;NEUT;PL	N;MASC;PL
δρομολόγια	percursos	δρομολόγιο	percurso	N;NOM;NEUT;PL	N;MASC;PL
δρομολόγια	itinerários	δρομολόγιο	itinerário	N;NOM;NEUT;PL	N;MASC;PL
όρκο	juramento	όρκο	juramento	N;ACC;MASC;SG	N;MASC;SG
προειδοποίηση	aviso	προειδοποίηση	aviso	N;ACC;FEM;SG	N;MASC;SG
προειδοποίηση	advertência	προειδοποίηση	advertência	N;ACC;FEM;SG	N;FEM;SG
λύρα	lyra	λύρα	lyra	N;NOM;FEM;SG	N;MASC;SG
νοημοσύνη	inteligência	νοημοσύνη	inteligência	N;NOM;FEM;SG	N;FEM;SG
νοημοσύνη	intelecto	νοημοσύνη	intelecto	N;NOM;FEM;SG	N;MASC;SG
ανησυχία	inquietação	ανησυχία	inquietação	N;NOM;FEM;SG	N;FEM;SG
ανησυχία	agitação	ανησυχία	agitação	N;NOM;FEM;SG	N;FEM;SG
ανησυχία	preocupação	ανησυχία	preocupação	N;NOM;FEM;SG	N;FEM;SG
ιστούς	teias	ιστός	teia	N;NOM;MASC;PL	N;FEM;PL
επιλέγει	selecciona	επιλέγω	selecciona	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
επιλέγει	escolhe	επιλέγω	escolher	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
πάχος	espessura	πάχος	espessura	N;NOM;NEUT;SG	N;FEM;SG
θάρρος	coragem	θάρρος	coragem	N;NOM;NEUT;SG	N;FEM;SG
ενεργός	ativo	ενεργός	ativo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ενεργός	activo	ενεργός	activo	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ενεργός	ativa	ενεργός	ativo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ενεργός	activa	ενεργός	activo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
αδύνατη	impossivel	αδύνατος	impossivel	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αδύνατη	impossível	αδύνατος	impossível	ADJ;NOM;FEM;SG	ADJ;MASC;SG
προσάρτηση	anexação	προσάρτηση	anexação	N;ACC;FEM;SG	N;FEM;SG
δεσμός	colagem	δεσμός	colagem	N;NOM;MASC;SG	N;FEM;SG
δεσμός	link	δεσμός	link	N;NOM;MASC;SG	N;MASC;SG
δεσμός	ligação	δεσμός	ligação	N;NOM;MASC;SG	N;FEM;SG
δεσμός	vínculo	δεσμός	vínculo	N;NOM;MASC;SG	N;MASC;SG
δεσμός	laço	δεσμός	laço	N;NOM;MASC;SG	N;MASC;SG
δεσμός	bond	δεσμός	bond	N;NOM;MASC;SG	N;MASC;SG
περιοδείες	passeios	περιοδείο	passeio	N;NOM;FEM;PL	N;MASC;PL
περιοδείες	tours	περιοδείο	tour	N;NOM;FEM;PL	N;MASC;PL
άλφα	alpha	άλφος	alpha	N	N;MASC;SG
άλφα	alfa	άλφος	alfar	N	N;MASC;SG
άλφα	alfa	άλφος	alfar	N	N;MASC;SG
εχθρός	inimigo	εχθρός	inimigo	N;NOM;MASC;SG	N;MASC;SG
εχθρός	inimiga	εχθρός	inimigar	N;NOM;MASC;SG	N;FEM;SG
εχθρός	inimigo	εχθρός	inimigo	N;NOM;MASC;SG	N;MASC;SG
πρόοδος	progress	πρόοδος	progress	N;NOM;FEM;SG	N;MASC;SG
πρόοδος	andamento	πρόοδος	andamento	N;NOM;FEM;SG	N;MASC;SG
πρόοδος	progresso	πρόοδος	progresso	N;NOM;FEM;SG	N;MASC;SG
συγγνώμη	desculpa	συγγνώμη	desculpa	N;NOM;FEM;SG	N;FEM;SG
λογοκρισία	censura	λογοκρισία	censura	N;NOM;FEM;SG	N;FEM;SG
λογοκρισία	censura	λογοκρισία	censura	N;NOM;FEM;SG	N;FEM;SG
οφέλη	benefícios	όφελος	benefício	N;NOM;NEUT;PL	N;MASC;PL
οφέλη	prestações	όφελος	prestação	N;NOM;NEUT;PL	N;FEM;PL
οφέλη	vantagens	όφελος	vantagem	N;NOM;NEUT;PL	N;FEM;PL
ημι	semi	ημι	semir	N;NOM;NEUT;SG	N;MASC;SG
εξετάζει	examina	εξετάζω	examinar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
σοφοκλή	sófocles	σοφοκλής	sófocles	N;ACC;MASC;SG	N;MASC;SG
κανονισμούς	regulamentações	κανονισμός	regulamentação	N;ACC;MASC;PL	N;FEM;PL
κανονισμούς	regulamentos	κανονισμός	regulamento	N;ACC;MASC;PL	N;MASC;PL
κέντρων	centros	κέντρο	centro	N;GEN;NEUT;PL	N;MASC;PL
αναστολή	suspensão	αναστολή	suspensão	N;ACC;FEM;SG	N;FEM;SG
αναστολή	inibição	αναστολή	inibição	N;ACC;FEM;SG	N;FEM;SG
ομιλίες	discursos	ομιλία	discurso	N;NOM;FEM;PL	N;MASC;PL
διέκοψε	interrompida	διακόπτω	interromper	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
διέκοψε	interrompido	διακόπτω	interromper	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
διέκοψε	interrompeu	διακόπτω	interromper	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
συνεργάτη	sócio	συνεργάτης	sócio	N;NOM;NEUT;SG	N;MASC;SG
συνεργάτη	parceira	συνεργάτης	parceira	N;NOM;NEUT;SG	N;FEM;SG
συνεργάτη	parceiro	συνεργάτης	parceiro	N;NOM;NEUT;SG	N;MASC;SG
αμυντική	defensivo	αμυντικός	defensivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
κίνητρο	motivo	κίνητρο	motivo	N;ACC;NEUT;SG	N;MASC;SG
κίνητρο	motivação	κίνητρο	motivação	N;ACC;NEUT;SG	N;FEM;SG
κίνητρο	incentivo	κίνητρο	incentivo	N;ACC;NEUT;SG	N;MASC;SG
απέδωσε	atribuído	αποδίδω	atribuir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
απέδωσε	atribuída	αποδίδω	atribuir	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
αλάτι	sal	αλάτι	sal	N;NOM;NEUT;SG	N;MASC;SG
σιτάρι	trigo	σιτάρι	trigo	N;NOM;NEUT;SG	N;MASC;SG
άστρο	astro	άστρο	astro	N;NOM;NEUT;SG	N;MASC;SG
διάσωση	salvamento	διάσωση	salvamento	N;ACC;FEM;SG	N;MASC;SG
διάσωση	resgate	διάσωση	resgate	N;ACC;FEM;SG	N;MASC;SG
πινακίδες	pratos	πινακίδα	prato	N;NOM;FEM;PL	N;MASC;PL
πινακίδες	placas	πινακίδα	placa	N;NOM;FEM;PL	N;FEM;PL
πινακίδες	chapas	πινακίδα	chapa	N;NOM;FEM;PL	N;FEM;PL
πινακίδες	sinais	πινακίδα	sinal	N;NOM;FEM;PL	N;MASC;PL
πινακίδες	signos	πινακίδα	signo	N;NOM;FEM;PL	N;MASC;PL
μονάρχης	monarca	μονάρχης	monarca	N;NOM;MASC;SG	N;MASC;SG
δούλευε	trabalhou	δούλεύω	trabalhar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
δούλευε	funcionou	δούλεύω	funcionar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
δούλευε	trabalhado	δούλεύω	trabalhar	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
μελωδία	melodia	μελωδία	melodia	N;NOM;FEM;SG	N;FEM;SG
μελωδία	melody	μελωδία	melody	N;NOM;FEM;SG	N;MASC;SG
μελωδία	melodia	μελωδία	melodia	N;NOM;FEM;SG	N;FEM;SG
μυστήριο	mystery	μυστήριο	mystery	N;NOM;NEUT;SG	N;MASC;SG
μυστήριο	mistério	μυστήριο	mistério	N;NOM;NEUT;SG	N;MASC;SG
μάνα	mãe	μάνας	mãe	N;ACC;FEM;SG	N;FEM;SG
μάνα	mamãe	μάνας	mamãe	N;ACC;FEM;SG	N;FEM;SG
τοιχογραφία	fresco	τοιχογραφία	fresco	N;NOM;FEM;SG	N;MASC;SG
τοιχογραφία	mural	τοιχογραφία	mural	N;NOM;FEM;SG	N;MASC;SG
διαδοχικές	sucessivas	διαδοχικός	sucessivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
διαδοχικές	sucessivos	διαδοχικός	sucessivo	ADJ;NOM;FEM;PL	ADJ;MASC;PL
μειώσει	reduzir	μειώνω	reduzir	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
μόλυνση	poluição	μόλυνση	poluição	N;NOM;FEM;SG	N;FEM;SG
μόλυνση	infecção	μόλυνση	infecção	N;NOM;FEM;SG	N;FEM;SG
μόλυνση	infeção	μόλυνση	infeção	N;NOM;FEM;SG	N;FEM;SG
μόλυνση	contaminação	μόλυνση	contaminação	N;NOM;FEM;SG	N;FEM;SG
δημοσιότητα	publicidade	δημοσιότητα	publicidade	N;ACC;FEM;SG	N;FEM;SG
προθέσεις	intenções	πρόθεση	intenção	N;NOM;FEM;PL	N;FEM;PL
ταυτόχρονη	simultânea	ταυτόχρονος	simultâneo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
ταυτόχρονη	simultâneo	ταυτόχρονος	simultâneo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
λιθίου	lítio	λίθιο	lítio	N;GEN;NEUT;SG	N;MASC;SG
τυχαίο	aleatória	τυχαίος	aleatório	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
τυχαίο	acidental	τυχαίος	acidental	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πολιτισμούς	culturas	πολιτισμός	cultura	N;ACC;MASC;PL	N;FEM;PL
επιθετική	agressiva	επιθετικός	agressivo	ADJ;NOM;FEM;SG	ADJ;FEM;SG
επιθετική	agressivo	επιθετικός	agressivo	ADJ;NOM;FEM;SG	ADJ;MASC;SG
σιδηροδρόμων	ferrovias	σιδηρόδρομα	ferrovia	N;GEN;MASC;PL	N;FEM;PL
άχρωμο	incolor	άχρωμο	incolor	N;NOM;NEUT;SG	N;MASC;SG
σπουδαιότητα	importancia	σπουδαιότητα	importancia	N;ACC;FEM;SG	N;FEM;SG
σπουδαιότητα	importância	σπουδαιότητα	importância	N;ACC;FEM;SG	N;FEM;SG
παρατηρητές	observadores	παρατηρητής	observador	N;NOM;MASC;PL	N;MASC;PL
παρατηρητές	observadores	παρατηρητής	observador	N;NOM;MASC;PL	N;MASC;PL
παρατηρητές	vigilantes	παρατηρητής	vigilante	N;NOM;MASC;PL	N;MASC;PL
κέλυφος	concha	κέλυφος	concho	N;NOM;NEUT;SG	N;FEM;SG
κέλυφος	casca	κέλυφος	casca	N;NOM;NEUT;SG	N;FEM;SG
κέλυφος	shell	κέλυφος	shell	N;NOM;NEUT;SG	N;MASC;SG
κέλυφος	carapaça	κέλυφος	carapaça	N;NOM;NEUT;SG	N;FEM;SG
πορτρέτα	retratos	πορτρέτα	retrato	N;NOM;NEUT;PL	N;MASC;PL
κάρτες	cartões	κάρτες	cartão	N;NOM;FEM;PL	N;MASC;PL
κάρτες	cartas	κάρτες	carta	N;NOM;FEM;PL	N;FEM;PL
κάρτες	cards	κάρτες	cards	N;NOM;FEM;PL	N;MASC;PL
πληρώσει	pagar	πληρώνω	pagar	V;PFV;NFIN;ACT	V;NFIN
πληρώσει	paga	πληρώνω	pagar	V;PFV;NFIN;ACT	V;FEM;SG;V.PTCP
πληρώσει	pague	πληρώνω	pagar	V;PFV;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
ελίτ	elite	ελίτ	elite	N;NOM;FEM;SG	N;FEM;SG
μύτη	nariz	μύτος	nariz	N;NOM;FEM;SG	N;MASC;SG
έπαθλο	prémio	έπαθλος	prémio	N;NOM;NEUT;SG	N;MASC;SG
έπαθλο	premio	έπαθλος	premio	N;NOM;NEUT;SG	N;MASC;SG
έπαθλο	prêmio	έπαθλος	prêmio	N;NOM;NEUT;SG	N;MASC;SG
απολιθώματα	fósseis	απολίθωμα	fóssil	N;NOM;NEUT;PL	N;MASC;PL
