رده	classe	رده	classe	N;SG	N;FEM;SG
عکس	fotografia	عکس	fotografia	N;SG	N;FEM;SG
عکس	foto	عکس	foto	N;SG	N;FEM
عکس	pic	عکس	pic	N;SG	N
عکس	foto	عکس	foto	N;SG	N;FEM
ملل	nazioni	ملت	nazione	N;PL	N;FEM;PL
جی	jay	جی	jay	N;SG	N
ان	ann	None	ann	N;SG	N;FEM;SG
جلد	copertura	جلد	copertura	N;SG	N;FEM;SG
جلد	copertina	جلد	copertina	N;SG	N;FEM;SG
جلد	cover	جلد	cover	N;SG	N;FEM
وسیله	dispositivo	وسیله	dispositivo	N;SG	N;MASC;SG
همگانی	public	همگانی	public	N;SG	N
پاپ	pop	پاپ	pop	N;SG	N;MASC
پاپ	papa	پاپ	papa	N;SG	N;MASC;SG
پاپ	pope	پاپ	popere	N;SG	N;MASC
قم	qom	قم	qom	N;SG	N;FEM;SG
قم	monorotaia	قم	monorotaia	N;SG	N;FEM;SG
نیوجرسی	jersey	نیوجرسی	jersey	N;SG	N;MASC
نیوجرسی	maglia	نیوجرسی	maglia	N;SG	N;FEM;SG
متفاوت	differenti	متفاوت	differente	ADJ	ADJ;PL
متفاوت	differente	متفاوت	differente	ADJ	ADJ;SG
متفاوت	diverse	متفاوت	diverso	ADJ	ADJ;FEM;PL
متفاوت	diverso	متفاوت	diverso	ADJ	ADJ;MASC;SG
مجله	rivista	مجله	rivista	N;SG	N;FEM;SG
مجله	magazine	مجله	magazina	N;SG	N;MASC
مجله	caricatore	مجله	caricatore	N;SG	N;MASC;SG
مجله	journal	مجله	journal	N;SG	N;FEM
حساب	account	حساب	account	N;SG	N
حساب	conto	حساب	conto	N;SG	N;MASC;SG
پاکستان	pakistan	پاکستان	pakistan	N;SG	N;SG
ماساچوست	massachusetts	ماساچوست	massachusetts	N;SG	N;MASC;SG
تو	te	تو	te	PRO;SG;2	PRO;SG;2
تو	tu	تو	tu	PRO;SG;2	PRO;SG;2
دفاع	difesa	دفاع	difesa	N;SG	N;FEM;SG
دفاع	difesa	دفاع	difesa	N;SG	N;FEM;SG
دانشنامه	enciclopedia	None	enciclopedia	N;SG	N;FEM;SG
ایکائو	icao	ایکائو	icao	N;SG	N;MASC
انسانی	human	انسانی	human	N;SG	N
والیبال	volley	والیبال	volley	N;SG	N;MASC
والیبال	pallavolo	والیبال	pallavolo	N;SG	N;MASC;SG
مؤسسه	istituto	مؤسسه	istituto	N;SG	N;MASC;SG
مؤسسه	istituzione	مؤسسه	istituzione	N;SG	N;FEM;SG
شخصیت	carattere	شخصیت	carattere	N;SG	N;MASC;SG
شخصیت	personaggio	شخصیت	personaggio	N;SG	N;MASC;SG
شخصیت	personalità	شخصیت	personalità	N;SG	N;FEM
شخصیت	personalita	شخصیت	personalitare	N;SG	N;FEM;SG
شخص	persona	شخص	persona	N;SG	N;FEM;SG
مایکل	michele	مایکل	michele	N;SG	N;MASC;SG
مایکل	michael	مایکل	michael	N;SG	N;MASC;SG
مایکل	michela	مایکل	michela	N;SG	N;FEM;SG
پستانداران	mammiferi	پستاندار	mammifero	N;PL	N;MASC;PL
پستانداران	mammiferi	پستاندار	mammifero	N;PL	N;MASC;PL
درمان	guarigione	درمان	guarigione	N;SG	N;FEM;SG
درمان	terapia	درمان	terapia	N;SG	N;FEM;SG
درمان	trattamento	درمان	trattamento	N;SG	N;MASC;SG
کودکان	bimbi	کودک	bimbo	N;PL	N;MASC;PL
کودکان	figli	کودک	figlio	N;PL	N;MASC;PL
کودکان	bambini	کودک	bambino	N;PL	N;MASC;PL
میانه	middle	میانه	middle	N;SG	N
اساسی	fondamentali	اساسی	fondamentale	ADJ	ADJ;PL
اساسی	fondamentale	اساسی	fondamentale	ADJ	ADJ;SG
شش	sei	شش	sei	NUM	NUM
قهرمان	campione	قهرمان	campione	N;SG	N;MASC;SG
قهرمان	eroe	قهرمان	eroe	N;SG	N;MASC;SG
قهرمان	hero	قهرمان	hero	N;SG	N;MASC
قهرمان	campione	قهرمان	campione	N;SG	N;MASC;SG
قهرمان	campionessa	قهرمان	campione	N;SG	N;FEM;SG
قهرمان	champion	قهرمان	champion	N;SG	N;MASC;SG
ساختار	struttura	ساختار	struttura	N;SG	N;FEM;SG
محله	quartiere	محله	quartiere	N;SG	N;MASC;SG
محله	vicinato	محله	vicinare	N;SG	N;MASC;SG
یهودیان	ebrei	یهودی	ebreo	N;PL	N;MASC;PL
یهودیان	ebrei	یهودی	ebreo	N;PL	N;MASC;PL
یهودیان	giudei	یهودی	giudeo	N;PL	N;MASC;PL
فشار	stampa	فشار	stampa	N;SG	N;FEM;SG
فشار	pressa	فشار	pressare	N;SG	N;FEM;SG
فشار	pressione	فشار	pressione	N;SG	N;FEM;SG
فشار	push	فشار	push	N;SG	N
فشار	spinta	فشار	spinta	N;SG	N;FEM;SG
محصول	prodotto	محصول	prodotto	N;SG	N;MASC;SG
مسئله	problem	مسئله	problem	N;SG	N
مسئله	problema	مسئله	problema	N;SG	N;MASC;SG
گاهی	talvolta	گاه	talvolta	ADV	ADV
گاز	morso	گاز	morso	N;SG	N;MASC;SG
گاز	gas	گاز	gas	N;SG	N;MASC
فیلمی	film	فیلم	film	N;SG	N;MASC
جنبش	movimento	جنبش	movimento	N;SG	N;MASC;SG
تحصیل	studio	تحصیل	studio	N;SG	N;MASC;SG
شیعه	shia	شیعه	shia	N;SG	N;MASC
سوئیس	swiss	سوئیس	swiss	N;SG	N
مشهد	mashhad	مشهد	mashhad	N;SG	N;MASC
اهمیت	importanza	اهمیت	importanza	N;SG	N;FEM;SG
جایی	posto	جا	posto	N;SG	N;MASC;SG
جایی	luogo	جا	luogo	N;SG	N;MASC;SG
جایی	place	جا	place	N;SG	N;MASC
ارشد	senior	ارشد	seniore	N;SG	N;MASC;SG
دیوید	davide	دیوید	davide	N;SG	N;SG
کاربردی	applicazione	کاربردی	applicazione	N;SG	N;FEM;SG
تابع	funzione	None	funzione	N;SG	N;FEM;SG
عمر	omer	عمر	omer	N;SG	N;SG
عمر	umar	عمر	umare	N;SG	N;MASC
عمر	omar	عمر	omar	N;SG	N;MASC
مهر	timbro	مهر	timbro	N;SG	N;MASC;SG
مهر	francobollo	مهر	francobollo	N;SG	N;MASC;SG
مهر	seal	مهر	seal	N;SG	N
مهر	foca	مهر	foca	N;SG	N;FEM;SG
مهر	sigillo	مهر	sigillo	N;SG	N;MASC;SG
مهر	seal	مهر	seal	N;SG	N
جدول	tabella	جدول	tabella	N;SG	N;FEM;SG
جدول	tavolo	جدول	tavolo	N;SG	N;MASC;SG
جدول	tavola	جدول	tavola	N;SG	N;FEM;SG
اجازه	autorizzazione	اجازه	autorizzazione	N;SG	N;FEM;SG
شاعران	poeti	شاعر	poeta	N;PL	N;MASC;PL
امیر	emiro	امیر	emiro	N;SG	N;MASC;SG
امیر	amir	امیر	amire	N;SG	N;MASC
ویلیام	guglielmo	ویلیام	guglielmo	N;SG	N;MASC;SG
ویلیام	william	ویلیام	william	N;SG	N;MASC;SG
فضایی	alien	فضا	alien	N;SG	N
فضایی	spazio	فضا	spazio	N;SG	N;MASC;SG
فضایی	space	فضا	spacere	N;SG	N
سنای	senato	سنا	senato	N;SG	N;MASC;SG
وزن	peso	وزن	peso	N;SG	N;MASC;SG
تقریباً	quasi	تقریباً	quasi	ADV	ADV
قرآن	corano	قرآن	corare	N;SG	N;MASC;SG
قرآن	corano	قرآن	corare	N;SG	N;MASC;SG
طلایی	dorato	طلایی	dorare	ADJ	ADJ;MASC;SG
ستاره	stella	ستاره	stella	N;SG	N;FEM;SG
سیستان	sistan	سیستان	sistan	N;SG	N;MASC;SG
تصویب	omologazione	تصویب	omologazione	N;SG	N;FEM;SG
تصویب	approvazione	تصویب	approvazione	N;SG	N;FEM;SG
پرورش	allevamento	پرورش	allevamento	N;SG	N;MASC;SG
بهمن	valanga	بهمن	valanga	N;SG	N;FEM;SG
طلا	tala	طلا	tala	N;SG	N;FEM;SG
طلا	oro	طلا	oro	N;SG	N;MASC;SG
طلا	gold	طلا	gold	N;SG	N
دره	valle	دره	valle	N;SG	N;FEM;SG
عربستان	arabia	عربستان	arabia	N;SG	N;FEM;SG
هفته	settimana	هفته	settimana	N;SG	N;FEM;SG
سیتی	città	سیتی	città	N;SG	N;FEM
قرمز	red	قرمز	red	N;SG	N
ثابت	fissi	ثابت	fisso	ADJ	ADJ;MASC;PL
ثابت	fisso	ثابت	fisso	ADJ	ADJ;MASC;SG
ثابت	costante	ثابت	costante	ADJ	ADJ;SG
ثابت	costanti	ثابت	costante	ADJ	ADJ;PL
متحد	allied	None	allied	N;SG	N
متحد	alleata	None	alleato	N;SG	N;FEM;SG
متحد	alleato	None	alleato	N;SG	N;MASC;SG
خبر	novità	خبر	novità	N;SG	N;FEM
خبر	news	خبر	news	N;SG	N
خبر	attualità	خبر	attualità	N;SG	N;FEM
ورود	arrivo	ورود	arrivo	N;SG	N;MASC;SG
ورود	ingresso	ورود	ingresso	N;SG	N;MASC;SG
ورود	entrata	ورود	entrata	N;SG	N;FEM;SG
برجسته	distinti	برجسته	distinto	ADJ	ADJ;MASC;PL
برجسته	eccezionale	برجسته	eccezionale	ADJ	ADJ;SG
گیلان	gilan	گیلان	gilan	N;SG	N;FEM;SG
میلیارد	miliardo	میلیارد	miliardo	N;SG	N;MASC;SG
قبلی	precedente	قبل	precedente	ADJ	ADJ;SG
قبلی	precedenti	قبل	precedente	ADJ	ADJ;PL
نقطه	spot	نقطه	spot	N;SG	N;MASC
نقطه	point	نقطه	point	N;SG	N
نقطه	punto	نقطه	punto	N;SG	N;MASC;SG
مشترک	comune	مشترک	comune	ADJ	ADJ;SG
آتش	fire	آتش	fire	N;SG	N
آتش	fuoco	آتش	fuoco	N;SG	N;MASC;SG
آتش	incendio	آتش	incendio	N;SG	N;MASC;SG
بلوچستان	belucistan	بلوچستان	belucistan	N;SG	N;SG
زیست	biologia	زیست	biologia	N;SG	N;FEM;SG
فنی	tecnica	فنی	tecnica	N;SG	N;FEM;SG
فنی	fanny	فنی	fanny	N;SG	N
چشمه	spa	چشمه	spare	N;SG	N;MASC
چشمه	fontana	چشمه	fontana	N;SG	N;FEM;SG
تقسیمات	divisioni	تقسیمه	divisione	N;PL	N;FEM;PL
ایلینوی	illinois	ایلینوی	illinois	N;SG	N;MASC;SG
پوشش	copertura	پوشش	copertura	N;SG	N;FEM;SG
پوشش	copertina	پوشش	copertina	N;SG	N;FEM;SG
پوشش	cover	پوشش	cover	N;SG	N;FEM
پوشش	copertura	پوشش	copertura	N;SG	N;FEM;SG
سلطنتی	royal	سلطنت	royal	N;SG	N;MASC
سلطنتی	imperial	سلطنت	imperial	N;SG	N;MASC;SG
زیردریایی	sottomarino	زیردریایی	sottomarino	N;SG	N;MASC;SG
زیردریایی	sommergibile	زیردریایی	sommergibile	N;SG	N;MASC;SG
کتابخانه	biblioteca	کتابخانه	biblioteca	N;SG	N;FEM;SG
کتابخانه	libreria	کتابخانه	libreria	N;SG	N;FEM;SG
تشخیص	individuazione	تشخیص	individuazione	N;SG	N;FEM;SG
تشخیص	rilevamento	تشخیص	rilevamento	N;SG	N;MASC;SG
تشخیص	diagnosi	تشخیص	diagnosi	N;SG	N;FEM
درخت	albero	درخت	albero	N;SG	N;MASC;SG
تأثیر	influsso	تأثیر	influsso	N;SG	N;MASC;SG
تأثیر	influenza	تأثیر	influenza	N;SG	N;FEM;SG
تأثیر	effetto	تأثیر	effetto	N;SG	N;MASC;SG
عرض	ampiezza	عرض	ampiezza	N;SG	N;FEM;SG
عرض	larghezza	عرض	larghezza	N;SG	N;FEM;SG
دید	saw	دید#بین	essere	N;SG	N;MASC;SG
دید	sega	دید#بین	sega	N;SG	N;FEM;SG
دید	visibilità	دید#بین	visibilità	N;SG	N;FEM
دید	visione	دید#بین	visione	N;SG	N;FEM;SG
دید	vision	دید#بین	vision	N;SG	N
خدمت	servizio	خدمت	servizio	N;SG	N;MASC;SG
داستانی	storia	داستان	storia	N;SG	N;FEM;SG
بعدها	dopo	بعد	dopo	ADV	ADV
ایرلند	irish	ایرلند	irish	N;SG	N
ایرلند	irlanda	ایرلند	irlanda	N;SG	N;FEM;SG
پرواز	fly	پرواز	fly	N;SG	N
پرواز	flying	پرواز	flying	N;SG	N
پرواز	volo	پرواز	volo	N;SG	N;MASC;SG
رمان	romanzo	رمان	romanzo	N;SG	N;MASC;SG
حاصل	prodotto	حاصل	prodotto	N;SG	N;MASC;SG
حاصل	risultato	حاصل	risultato	N;SG	N;MASC;SG
خرد	intelletto	خرد	intelletto	N;SG	N;MASC;SG
آسیایی	asian	آسیایی	asian	N;SG	N
بنیاد	fondazione	None	fondazione	N;SG	N;FEM;SG
همدان	hamadan	همدان	hamadan	N;SG	N;FEM;SG
کشورها	paesi	کشور	paese	N;PL	N;MASC;PL
خدا	dio	خدا	dio	N;SG	N;MASC;SG
شهید	shahid	شهید	shahid	N;SG	N;MASC
شهید	martire	شهید	martire	N;SG	N;MASC;SG
رهبری	leadership	رهبر	leadership	N;SG	N;FEM
بریتانیایی	british	بریتانی	british	N;SG	N;MASC
تحقیقات	ricerche	تحقیق	ricerca	N;PL	N;FEM;PL
کلاسیک	classic	کلاسیک	classic	N;SG	N
زندان	galera	زندان	galera	N;SG	N;FEM;SG
زندان	prigione	زندان	prigione	N;SG	N;FEM;SG
زندان	carcere	زندان	carcere	N;SG	N;MASC;SG
زندان	prigione	زندان	prigione	N;SG	N;FEM;SG
زندان	carcere	زندان	carcere	N;SG	N;MASC;SG
زندان	prison	زندان	prison	N;SG	N
سلطان	sultano	سلطان	sultare	N;SG	N;MASC;SG
سلطان	sultan	سلطان	sultan	N;SG	N;MASC
خوزستان	khuzestan	خوزستان	khuzestan	N;SG	N;FEM;SG
هوا	aria	هوا	aria	N;SG	N;FEM;SG
هوا	air	هوا	air	N;SG	N;MASC
برق	elettricità	برق	elettricità	N;SG	N;FEM
برق	alleggerimento	برق	alleggerimento	N;SG	N;MASC;SG
برق	lampo	برق	lampo	N;SG	N;MASC;SG
برق	lightning	برق	lightning	N;SG	N;MASC
برق	fulmine	برق	fulmine	N;SG	N;MASC;SG
جزایر	isole	جزایر	isola	N;PL	N;FEM;PL
خورشید	sun	خورشید	sun	N;SG	N
خورشید	sole	خورشید	sole	N;SG	N;MASC;SG
نقاشی	vernice	نقاشی	vernice	N;SG	N;FEM;SG
نقاشی	verniciatura	نقاشی	verniciatura	N;SG	N;FEM;SG
نقاشی	dipinto	نقاشی	dipinto	N;SG	N;MASC;SG
نقاشی	pittura	نقاشی	pittura	N;SG	N;FEM;SG
نقاشی	disegno	نقاشی	disegno	N;SG	N;MASC;SG
معتبر	valide	معتبر	valido	ADJ	ADJ;FEM;PL
معتبر	valido	معتبر	valido	ADJ	ADJ;MASC;SG
معتبر	validi	معتبر	valido	ADJ	ADJ;MASC;PL
معتبر	valida	معتبر	valido	ADJ	ADJ;FEM;SG
پایتخت	capitale	پایتخت	capitale	N;SG	N;FEM;SG
پایتخت	capital	پایتخت	capital	N;SG	N
تاسیس	stabilimento	تاسیس	stabilimento	N;SG	N;MASC;SG
شاعر	poeta	شاعر	poeta	N;SG	N;MASC;SG
شاعر	poetessa	شاعر	poetessa	N;SG	N;FEM;SG
تیر	tir	تیر	tir	N;SG	N;MASC
تیر	freccia	تیر	freccia	N;SG	N;FEM;SG
تیر	arrow	تیر	arrow	N;SG	N;MASC
مطالعه	studio	مطالعه	studio	N;SG	N;MASC;SG
قتل	omicidio	قتل	omicidio	N;SG	N;MASC;SG
قتل	delitto	قتل	delitto	N;SG	N;MASC;SG
قتل	assassinio	قتل	assassinio	N;SG	N;MASC;SG
رادیو	radio	رادیو	radio	N;SG	N;FEM
بومی	aborigena	بومی	aborigeno	N;SG	N;FEM;SG
نقشه	cartina	None	cartina	N;SG	N;FEM;SG
تغییرات	variazioni	تغییر	variazione	N;PL	N;FEM;PL
تغییرات	modifiche	تغییر	modifica	N;PL	N;FEM;PL
تغییرات	cambiamenti	تغییر	cambiamento	N;PL	N;MASC;PL
تغییرات	variazioni	تغییر	variazione	N;PL	N;FEM;PL
امروز	oggi	امروز	oggi	ADV	ADV
بلند	alto	بلند	alto	ADJ	ADJ;MASC;SG
بلند	alte	بلند	alto	ADJ	ADJ;FEM;PL
بلند	alta	بلند	alto	ADJ	ADJ;FEM;SG
بلند	elevata	بلند	elevato	ADJ	ADJ;FEM;SG
بلند	elevato	بلند	elevato	ADJ	ADJ;MASC;SG
بلند	rumoroso	بلند	rumoroso	ADJ	ADJ;MASC;SG
خودرو	automobile	خودرو	automobile	N;SG	N;FEM;SG
خودرو	automotive	خودرو	automotivo	N;SG	N;FEM;SG
خودرو	auto	خودرو	auto	N;SG	N;FEM
خودرو	macchina	خودرو	macchina	N;SG	N;FEM;SG
خودرو	automobile	خودرو	automobile	N;SG	N;FEM;SG
خودرو	veicolo	خودرو	veicolo	N;SG	N;MASC;SG
نماینده	rep	نماینده	rep	N;SG	N;MASC
نماینده	rappresentante	نماینده	rappresentante	N;SG	N;SG
نماینده	delega	نماینده	delega	N;SG	N;FEM;SG
اوج	climax	اوج	climax	N;SG	N;MASC
اوج	top	اوج	top	N;SG	N
اوج	apice	اوج	apice	N;SG	N;MASC;SG
اوج	picco	اوج	picco	N;SG	N;MASC;SG
اوج	peak	اوج	peak	N;SG	N
اوج	zenit	اوج	zenit	N;SG	N;MASC
اوج	zenith	اوج	zenith	N;SG	N;MASC
مقدس	sacre	مقدس	sacro	ADJ	ADJ;FEM;PL
مقدس	sacro	مقدس	sacro	ADJ	ADJ;MASC;SG
مقدس	sacra	مقدس	sacro	ADJ	ADJ;FEM;SG
مقدس	sacri	مقدس	sacro	ADJ	ADJ;MASC;PL
مقدس	sacro	مقدس	sacro	ADJ	ADJ;MASC;SG
مقدس	porca	مقدس	porca	ADJ	ADJ;FEM;SG
حرف	lettera	حرف	lettera	N;SG	N;FEM;SG
حرف	talk	حرف	talk	N;SG	N;MASC
ابراهیم	ebrahim	ابراهیم	ebrahim	N;SG	N;MASC;SG
ابراهیم	ibrahim	ابراهیم	ibrahim	N;SG	N;MASC
ابراهیم	abramo	ابراهیم	abramo	N;SG	N;MASC;SG
ابراهیم	abraham	ابراهیم	abraham	N;SG	N;MASC;SG
اشتباه	errore	اشتباه	errore	N;SG	N;MASC;SG
شهرک	città	شهرک	città	N;SG	N;FEM
دهانه	cratere	دهانه	cratere	N;SG	N;MASC;SG
جعبه	box	جعبه	box	N;SG	N;MASC
جعبه	casella	جعبه	casella	N;SG	N;FEM;SG
جعبه	riquadro	جعبه	riquadro	N;SG	N;MASC;SG
جعبه	scatola	جعبه	scatola	N;SG	N;FEM;SG
ساز	strumento	ساز	strumento	N;SG	N;MASC;SG
مراکز	centri	مرکز	centro	N;PL	N;MASC;PL
مراکز	centri	مرکز	centro	N;PL	N;MASC;PL
محدود	limitato	محدود	limitato	ADJ	ADJ;MASC;SG
محدود	limitati	محدود	limitato	ADJ	ADJ;MASC;PL
احتمال	probabilità	احتمال	probabilità	N;SG	N;FEM
احتمال	probabilità	احتمال	probabilità	N;SG	N;FEM
احتمال	possibilità	احتمال	possibilità	N;SG	N;FEM
احتمال	probabilità	احتمال	probabilità	N;SG	N;FEM
نروژ	norvegia	نروژ	norvegia	N;SG	N;FEM;SG
همیشه	sempre	همیشه	sempre	ADV	ADV
عشق	love	عشق	love	N;SG	N
عشق	amore	عشق	amore	N;SG	N;MASC;SG
مجارستان	ungheria	مجارستان	ungheria	N;SG	N;FEM;SG
چک	ceca	چک	ceco	N;SG	N;FEM;SG
چک	ceco	چک	ceco	N;SG	N;MASC;SG
چک	assegno	چک	assegno	N;SG	N;MASC;SG
خصوصی	soldato	خصوصی	soldato	N;SG	N;MASC;SG
آلاباما	alabama	None	alabama	N;SG	N;MASC;SG
ساده	semplici	ساده	semplice	ADJ	ADJ;PL
ساده	semplice	ساده	semplice	ADJ	ADJ;SG
ساده	facile	ساده	facile	ADJ	ADJ;SG
شنا	nuoto	None	nuoto	N;SG	N;MASC;SG
شنا	nuoto	None	nuoto	N;SG	N;MASC;SG
تخت	lettino	تخت	lettino	N;SG	N;MASC;SG
تخت	letto	تخت	letto	N;SG	N;MASC;SG
سپاه	legione	سپاه	legione	N;SG	N;FEM;SG
سپاه	legion	سپاه	legion	N;SG	N;MASC;SG
سپاه	armata	سپاه	armata	N;SG	N;FEM;SG
سپاه	esercito	سپاه	esercito	N;SG	N;MASC;SG
بندی	bandy	بندی	bandy	N;SG	N;MASC
برج	torre	برج	torre	N;SG	N;FEM;SG
سرانجام	infine	سرانجام	infine	ADV	ADV
سرانجام	finalmente	سرانجام	finalmente	ADV	ADV
اسکاتلند	scozia	اسکاتلند	scozia	N;SG	N;FEM;SG
اسکاتلند	scottish	اسکاتلند	scottish	N;SG	N;MASC
اوهایو	ohio	اوهایو	ohio	N;SG	N;FEM;SG
نقاط	punti	نقطه	punto	N;PL	N;MASC;PL
نقاط	macchie	نقطه	macchia	N;PL	N;FEM;PL
رابرت	roberto	None	roberto	N;SG	N;MASC;SG
رابرت	robert	None	robert	N;SG	N;MASC;SG
اسید	acido	اسید	acido	N;SG	N;MASC;SG
اوایل	early	اول	early	N;PL	N
پنجم	quinto	پنجم	quinto	ADJ	ADJ;MASC;SG
پنجم	quinta	پنجم	quinto	ADJ	ADJ;FEM;SG
پشتیبانی	supporto	پشتیبانی	supporto	N;SG	N;MASC;SG
پشتیبانی	sostegno	پشتیبانی	sostegno	N;SG	N;MASC;SG
پشتیبانی	backup	پشتیبانی	backup	N;SG	N;MASC
ایستگاه	stazione	ایستگاه	stazione	N;SG	N;FEM;SG
اینترنت	internet	اینترنت	internet	N;SG	N
جورجیا	georgia	None	georgia	N;SG	N;FEM;SG
جورجیا	giorgia	None	giorgia	N;SG	N;FEM;SG
جورجیا	giorgia	None	giorgia	N;SG	N;FEM;SG
توزیع	distribuzione	توزیع	distribuzione	N;SG	N;FEM;SG
برخورد	impact	برخورد	impact	N;SG	N;MASC
برخورد	impatto	برخورد	impatto	N;SG	N;MASC;SG
برخورد	urto	برخورد	urto	N;SG	N;MASC;SG
برخورد	collisione	برخورد	collisione	N;SG	N;FEM;SG
برخورد	scontro	برخورد	scontro	N;SG	N;MASC;SG
برخورد	clash	برخورد	clash	N;SG	N
دلایل	motivi	دلیل	motivo	N;PL	N;MASC;PL
دلایل	ragioni	دلیل	ragione	N;PL	N;FEM;PL
دلایل	argomenti	دلیل	argomento	N;PL	N;MASC;PL
دلایل	argomentazioni	دلیل	argomentazione	N;PL	N;FEM;PL
صد	cento	صد	cento	NUM	NUM
پول	denaro	پول	denaro	N;SG	N;MASC;SG
پول	money	پول	money	N;SG	N
واشینگتن	washington	واشینگتن	washington	N;SG	N;MASC;SG
پیروزی	vittoria	پیروزی	vittoria	N;SG	N;FEM;SG
پیروزی	triumph	پیروزی	triumph	N;SG	N
پیروزی	trionfo	پیروزی	trionfo	N;SG	N;MASC;SG
صدا	sound	صدا	sound	N;SG	N;MASC
صدا	suono	صدا	suono	N;SG	N;MASC;SG
صدا	voice	صدا	voice	N;SG	N
صدا	voce	صدا	voce	N;SG	N;FEM;SG
صدا	audio	صدا	audio	N;SG	N;MASC
صاحب	proprietaria	صاحب	proprietario	N;SG	N;FEM;SG
صاحب	titolare	صاحب	titolare	N;SG	N;SG
صاحب	proprietario	صاحب	proprietario	N;SG	N;MASC;SG
برادر	bro	برادر	bro	N;SG	N
برادر	fratello	برادر	fratello	N;SG	N;MASC;SG
برادر	brother	برادر	brother	N;SG	N
برادر	fratello	برادر	fratello	N;SG	N;MASC;SG
مطالعات	studi	مطالعه	studio	N;PL	N;MASC;PL
مشکلات	difficoltà	مشکل	difficoltà	N;PL	N;FEM
مشکلات	problemi	مشکل	problema	N;PL	N;MASC;PL
اقیانوس	ocean	None	ocean	N;SG	N
اقیانوس	oceano	None	oceano	N;SG	N;MASC;SG
جوان	giovanna	جوان	giovanna	N;SG	N;FEM;SG
جوان	joan	جوان	joan	N;SG	N;SG
جوان	giovane	جوان	giovane	N;SG	N;SG
جوان	young	جوان	young	N;SG	N
سرطان	cancro	سرطان	cancro	N;SG	N;MASC;SG
سرطان	tumore	سرطان	tumore	N;SG	N;MASC;SG
مشابه	simile	مشابه	simile	ADJ	ADJ;SG
مشابه	simili	مشابه	simile	ADJ	ADJ;PL
مشابه	analoga	مشابه	analogo	ADJ	ADJ;FEM;SG
دانشمندان	studiosi	دانشمند	studioso	N;PL	N;MASC;PL
دانشمندان	scienziati	دانشمند	scienziato	N;PL	N;MASC;PL
جشن	partito	جشن	partito	N;SG	N;MASC;SG
جشن	party	جشن	party	N;SG	N;MASC
جشن	festa	جشن	festa	N;SG	N;FEM;SG
جشن	banchetto	جشن	banchetto	N;SG	N;MASC;SG
جشن	festeggiamento	جشن	festeggiamento	N;SG	N;MASC;SG
جشن	celebrazione	جشن	celebrazione	N;SG	N;FEM;SG
کلمه	word	کلمه	word	N;SG	N
کلمه	parola	کلمه	parola	N;SG	N;FEM;SG
قطع	cut	قطع	cut	N;SG	N
قطع	taglia	قطع	taglia	N;SG	N;FEM;SG
قطع	taglio	قطع	taglio	N;SG	N;MASC;SG
رد	red	رد	red	N;SG	N
مازندران	caspian	مازندران	caspian	N;SG	N;FEM;SG
مازندران	caspio	مازندران	caspio	N;SG	N;MASC;SG
اخیر	recente	اخیر	recente	ADJ	ADJ;SG
اخیر	recenti	اخیر	recente	ADJ	ADJ;PL
تصاویر	immagini	تصویر	immagine	N;PL	N;FEM;PL
تصاویر	immagini	تصویر	immagine	N;PL	N;FEM;PL
تدوین	montaggio	تدوین	montaggio	N;SG	N;MASC;SG
جوانان	giovani	جوان	giovane	N;PL	N;PL
جوانان	youth	جوان	youth	N;PL	N
جوانان	gioventù	جوان	gioventù	N;PL	N;FEM
سرخ	red	سرخ	red	N;SG	N
کودک	bambino	کودک	bambino	N;SG	N;MASC;SG
کودک	fanciullo	کودک	fanciullo	N;SG	N;MASC;SG
کودک	bambina	کودک	bambino	N;SG	N;FEM;SG
فرایند	process	فرایند	process	N;SG	N
فرایند	processo	فرایند	processo	N;SG	N;MASC;SG
دل	cuore	دل	cuore	N;SG	N;MASC;SG
دل	heart	دل	heart	N;SG	N
دل	hearts	دل	hearts	N;SG	N;MASC
صدای	voice	صدا	voice	N;SG	N
صدای	voce	صدا	voce	N;SG	N;FEM;SG
رهبر	leader	رهبر	leader	N;SG	N
ناشر	editore	ناشر	editore	N;SG	N;MASC;SG
دیگران	altri	دیگری	altro	PRO	PRO;MASC;PL
واقعی	reali	واقعی	reale	ADJ	ADJ;PL
واقعی	reale	واقعی	reale	ADJ	ADJ;SG
واقعی	veri	واقعی	vero	ADJ	ADJ;MASC;PL
واقعی	effettivi	واقعی	effettivo	ADJ	ADJ;MASC;PL
واقعی	effettivo	واقعی	effettivo	ADJ	ADJ;MASC;SG
هواپیمایی	aviation	هواپیمایی	aviation	N;SG	N;MASC
هواپیمایی	aviazione	هواپیمایی	aviazione	N;SG	N;FEM;SG
هواپیمایی	airlines	هواپیمایی	airlines	N;SG	N;MASC
مشارکت	partecipazione	مشارکت	partecipazione	N;SG	N;FEM;SG
شدت	intensità	شدت	intensità	N;SG	N;FEM
شدت	severità	شدت	severità	N;SG	N;FEM
شدت	gravità	شدت	gravità	N;SG	N;FEM
فیلمبرداری	cinematografia	فیلمبرداری	cinematografia	N;SG	N;FEM;SG
فیلمبرداری	fotografia	فیلمبرداری	fotografia	N;SG	N;FEM;SG
فیلمبرداری	filmato	فیلمبرداری	filmato	N;SG	N;MASC;SG
فیلمبرداری	sparatoria	فیلمبرداری	sparatoria	N;SG	N;FEM;SG
فیلمبرداری	shooting	فیلمبرداری	shooting	N;SG	N
