per	pre	per	pre	ADP	ADP;ACC
sconfitta	porážka	sconfitta	porážka	N;FEM;SG	N;NOM;FEM;SG
sconfitta	prehra	sconfitta	prehra	N;FEM;SG	N;NOM;FEM;SG
sconfitta	porážku	sconfitta	porážka	N;FEM;SG	N;ACC;FEM;SG
pace	pokoj	pace	pokoj	N;FEM;SG	N;INAN;NOM;MASC;SG
pace	mier	pace	mier	N;FEM;SG	N;INAN;NOM;MASC;SG
pace	mieru	pace	mier	N;FEM;SG	N;ACC;FEM;SG
palermo	palermo	palermo	palermo	N;MASC;SG	N;INAN;NOM;MASC;SG
qualcosa	niečo	qualcosa	niečo	PRO;SG	PRO;NOM;NEUT;SG
qualcosa	čosi	qualcosa	čosi	PRO;SG	PRO;NOM;NEUT;SG
massa	hmota	massa	hmota	N;FEM;SG	N;NOM;FEM;SG
massa	omšu	massa	ono	N;FEM;SG	N;ACC;FEM;SG
massa	hmotnosť	massa	hmotnosť	N;FEM;SG	N;NOM;FEM;SG
energia	energia	energia	energia	N;FEM;SG	N;NOM;FEM;SG
energia	energy	energia	energ	N;FEM;SG	N;NOM;FEM;SG
energia	energiu	energia	energia	N;FEM;SG	N;ACC;FEM;SG
energia	energetika	energia	energetika	N;FEM;SG	N;NOM;FEM;SG
rosa	ružovú	rosa	ružový	N;FEM;SG	N;ACC;FEM;SG
rosa	ruža	rosa	ruža	N;FEM;SG	N;NOM;FEM;SG
rosa	rosa	rosa	rosa	N;FEM;SG	N;NOM;FEM;SG
aria	ovzdušie	aria	ovzdušie	N;FEM;SG	N;NOM;NEUT;SG
aria	vzduchu	aria	vzduch	N;FEM;SG	N;INAN;GEN;MASC;SG
aria	vzduch	aria	vzduch	N;FEM;SG	N;INAN;NOM;MASC;SG
storici	historici	storico	historica	N;MASC;PL	N;ANIM;NOM;MASC;PL
tracce	stopy	traccia	stopa	N;FEM;PL	N;NOM;FEM;PL
tracce	stôp	traccia	stôp	N;FEM;PL	N;GEN;FEM;PL
tracce	skladby	traccia	skladba	N;FEM;PL	N;NOM;FEM;PL
tracce	trate	traccia	triata	N;FEM;PL	N;NOM;FEM;PL
marito	manžela	marito	manžel	N;MASC;SG	N;ANIM;ACC;MASC;SG
marito	manžel	marito	manžel	N;MASC;SG	N;ANIM;NOM;MASC;SG
diretta	priama	diretta	priama	N;FEM;SG	N;NOM;FEM;SG
capitano	kapitánom	capitano	kapitán	N;MASC;SG	N;ANIM;INS;MASC;SG
capitano	kapitan	capitano	kapitan	N;MASC;SG	N;ANIM;NOM;MASC;SG
capitano	kapitán	capitano	kapitán	N;MASC;SG	N;ANIM;NOM;MASC;SG
didascalia	titulok	didascalia	titulok	N;FEM;SG	N;INAN;NOM;MASC;SG
didascalia	popis	didascalia	popis	N;FEM;SG	N;INAN;NOM;MASC;SG
didascalia	nadpis	didascalia	nadpis	N;FEM;SG	N;INAN;NOM;MASC;SG
elezioni	volieb	elezione	volieb	N;FEM;PL	N;GEN;FEM;PL
elezioni	voľby	elezione	voľba	N;FEM;PL	N;NOM;FEM;PL
elezioni	volieb	elezione	volieb	N;FEM;PL	N;GEN;FEM;PL
elezioni	voľby	elezione	voľba	N;FEM;PL	N;NOM;FEM;PL
artisti	umelcov	artista	umelec	N;MASC;PL	N;ANIM;ACC;MASC;PL
artisti	umelci	artista	umelec	N;MASC;PL	N;ANIM;NOM;MASC;PL
teoria	teória	teoria	teória	N;FEM;SG	N;NOM;FEM;SG
distribuzione	rozloženie	distribuzione	rozloženie	N;FEM;SG	N;NOM;NEUT;SG
distribuzione	rozdeľovanie	distribuzione	rozdeľovanie	N;FEM;SG	N;NOM;NEUT;SG
distribuzione	distribúcia	distribuzione	distribúcia	N;FEM;SG	N;NOM;FEM;SG
distribuzione	rozdelenie	distribuzione	rozdelenie	N;FEM;SG	N;NOM;NEUT;SG
dieci	desať	dieci	desať	NUM	NUM;NOM;NEUT;SG
evento	podujatie	evento	podujatie	N;MASC;SG	N;NOM;NEUT;SG
evento	udalosť	evento	udalosť	N;MASC;SG	N;NOM;FEM;SG
evento	event	evento	event	N;MASC;SG	N;INAN;NOM;MASC;SG
internazionali	medzinárodných	internazionale	medzinárodný	ADJ;PL	ADJ;GEN;MASC;PL
canzoni	pesničky	canzone	pesnička	N;FEM;PL	N;NOM;FEM;PL
canzoni	piesne	canzone	piesne	N;FEM;PL	N;NOM;FEM;PL
canzoni	skladby	canzone	skladba	N;FEM;PL	N;NOM;FEM;PL
canzoni	piesní	canzone	piesniť	N;FEM;PL	N;GEN;FEM;PL
uscita	výstup	uscita	výstup	N;FEM;SG	N;INAN;NOM;MASC;SG
uscita	východ	uscita	východ	N;FEM;SG	N;INAN;NOM;MASC;SG
distanza	vzdialenosť	distanza	vzdialenosť	N;FEM;SG	N;NOM;FEM;SG
brani	stopy	brano	stopa	N;MASC;PL	N;NOM;FEM;PL
brani	stôp	brano	stôp	N;MASC;PL	N;GEN;FEM;PL
brani	skladby	brano	skladba	N;MASC;PL	N;NOM;FEM;PL
brani	trate	brano	triata	N;MASC;PL	N;NOM;FEM;PL
brani	pesničky	brano	pesnička	N;MASC;PL	N;NOM;FEM;PL
brani	piesne	brano	piesne	N;MASC;PL	N;NOM;FEM;PL
brani	skladby	brano	skladba	N;MASC;PL	N;NOM;FEM;PL
brani	piesní	brano	piesniť	N;MASC;PL	N;GEN;FEM;PL
portato	priniesla	portare	priniesť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
portato	priniesol	portare	priniesť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
portato	prinieslo	portare	priniesť	V;MASC;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
qualsiasi	akékoľvek	qualsiasi	akýkoľvek	DET;SG	DET;NOM;NEUT;SG
qualsiasi	akýkoľvek	qualsiasi	akýkoľvek	DET;SG	DET;ANIM;NOM;MASC;SG
africa	afrike	africa	afrika	N;FEM;SG	N;DAT;FEM;SG
africa	afrika	africa	afrika	N;FEM;SG	N;NOM;FEM;SG
lingue	jazyky	lingua	jazyk	N;FEM;PL	N;INAN;NOM;MASC;PL
lingue	jazykoch	lingua	jazyk	N;FEM;PL	N;INAN;GEN;MASC;PL
lingue	jazykov	lingua	jazyk	N;FEM;PL	N;INAN;GEN;MASC;PL
memoria	pamäť	memoria	pamäť	N;FEM;SG	N;NOM;FEM;SG
memoria	spomienka	memoria	spomienka	N;FEM;SG	N;NOM;FEM;SG
memoria	spomienku	memoria	spomienka	N;FEM;SG	N;ACC;FEM;SG
amici	priatelia	amico	priateľ	N;MASC;PL	N;ANIM;NOM;MASC;PL
amici	priateľov	amico	priateľ	N;MASC;PL	N;ANIM;ACC;MASC;PL
amici	kamaráti	amico	kamarát	N;MASC;PL	N;ANIM;NOM;MASC;PL
maestro	maestro	maestro	maestro	N;MASC;SG	N;NOM;NEUT;SG
maestro	majster	maestro	majster	N;MASC;SG	N;ANIM;NOM;MASC;SG
maestro	master	maestro	master	N;MASC;SG	N;INAN;NOM;MASC;SG
bambino	bábätko	bambino	bábätko	N;MASC;SG	N;NOM;NEUT;SG
bambino	dieťa	bambino	dieťa	N;MASC;SG	N;NOM;NEUT;SG
bambino	dieťa	bambino	dieťa	N;MASC;SG	N;NOM;NEUT;SG
libero	voľné	libero	voľný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
libero	slobodný	libero	slobodný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
libero	voľný	libero	voľný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
armata	armáda	armata	armáda	N;FEM;SG	N;NOM;FEM;SG
armata	armáda	armata	armáda	N;FEM;SG	N;NOM;FEM;SG
armata	vojsko	armata	vojsko	N;FEM;SG	N;NOM;NEUT;SG
fratelli	súrodenci	fratello	súrodenec	N;MASC;PL	N;ANIM;NOM;MASC;PL
fratelli	súrodencov	fratello	súrodenec	N;MASC;PL	N;ANIM;ACC;MASC;PL
fratelli	bratov	fratello	brat	N;MASC;PL	N;ANIM;ACC;MASC;PL
fratelli	bratmi	fratello	brat	N;MASC;PL	N;ANIM;INS;MASC;PL
fratelli	bratia	fratello	brat	N;MASC;PL	N;ANIM;NOM;MASC;PL
standard	štandardov	standard	štandard	N;MASC	N;INAN;GEN;MASC;PL
standard	normy	standard	norma	N;MASC	N;NOM;FEM;PL
standard	štandardy	standard	štandard	N;MASC	N;INAN;NOM;MASC;PL
standard	štandard	standard	štandard	N;MASC	N;INAN;NOM;MASC;SG
standard	norma	standard	norma	N;MASC	N;NOM;FEM;SG
forme	tvary	forma	tvar	N;FEM;PL	N;INAN;NOM;MASC;PL
forme	tvarov	forma	tvar	N;FEM;PL	N;INAN;GEN;MASC;PL
forme	formuláre	forma	formulár	N;FEM;PL	N;INAN;NOM;MASC;PL
forme	formy	forma	forma	N;FEM;PL	N;NOM;FEM;PL
forme	blany	forma	blana	N;FEM;PL	N;NOM;FEM;PL
jack	jacka	jack	jack	N;MASC	N;ANIM;ACC;FEM;SG
fondo	fond	fondo	fond	N;MASC;SG	N;INAN;NOM;MASC;SG
qualcuno	niekto	qualcuno	niekto	PRO;MASC;SG	PRO;ANIM;NOM;MASC;SG
qualcuno	niekomu	qualcuno	niekto	PRO;MASC;SG	PRO;ANIM;DAT;MASC;SG
qualcuno	niekoho	qualcuno	niekto	PRO;MASC;SG	PRO;ANIM;NOM;MASC;SG
qualcuno	niekto	qualcuno	niekto	PRO;MASC;SG	PRO;ANIM;NOM;MASC;SG
qualcuno	niekoho	qualcuno	niekto	PRO;MASC;SG	PRO;ANIM;NOM;MASC;SG
svg	svg	svg	svg	N;MASC	N;NOM;FEM;SG
smith	smitha	smith	smitha	N;MASC;SG	N;ANIM;ACC;MASC;SG
scoperto	objavila	scoprire	objaviť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
scoperto	objavil	scoprire	objaviť	V;MASC;SG;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
fondazione	nadácia	fondazione	nadácia	N;FEM;SG	N;NOM;FEM;SG
fondazione	základ	fondazione	základ	N;FEM;SG	N;INAN;NOM;MASC;SG
fondazione	založenie	fondazione	založenie	N;FEM;SG	N;NOM;NEUT;SG
nomi	názvy	nome	názov	N;MASC;PL	N;INAN;NOM;MASC;PL
nomi	mená	nome	meno	N;MASC;PL	N;NOM;NEUT;PL
importanza	dôležitosť	importanza	dôležitosť	N;FEM;SG	N;NOM;FEM;SG
importanza	význam	importanza	význam	N;FEM;SG	N;INAN;NOM;MASC;SG
particolarmente	zvlášť	particolarmente	zvlášť	ADV	ADV
cambio	prevodovka	cambio	prevodovka	N;MASC;SG	N;NOM;FEM;SG
festa	oslava	festa	oslava	N;FEM;SG	N;NOM;FEM;SG
festa	strana	festa	strana	N;FEM;SG	N;NOM;FEM;SG
festa	večierok	festa	večierko	N;FEM;SG	N;INAN;NOM;MASC;SG
cattolica	katolíckej	cattolico	katolícky	ADJ;FEM;SG	ADJ;GEN;FEM;SG
cuore	srdce	cuore	srdce	N;MASC;SG	N;NOM;NEUT;SG
villaggio	dedinka	villaggio	dedinka	N;MASC;SG	N;NOM;FEM;SG
villaggio	dedine	villaggio	dedina	N;MASC;SG	N;DAT;FEM;SG
villaggio	dedina	villaggio	dedina	N;MASC;SG	N;NOM;FEM;SG
villaggio	obec	villaggio	obec	N;MASC;SG	N;NOM;FEM;SG
cerca	hľadať	cercare	hľadať	V;IMP;SG;2;PRS;FIN	V;IPFV;POS;NFIN
cerca	vyhľadať	cercare	vyhľadať	V;IMP;SG;2;PRS;FIN	V;PFV;POS;NFIN
scrivere	píšte	scrivere	písiť	V;NFIN	V;IPFV;IMP;PL;2;POS;FIN
scrivere	písať	scrivere	písať	V;NFIN	V;IPFV;POS;NFIN
scrivere	napísať	scrivere	napísať	V;NFIN	V;PFV;POS;NFIN
scrivere	napíšte	scrivere	napísiť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
scrivere	píš	scrivere	pís	V;NFIN	V;IPFV;IMP;SG;2;POS;FIN
scrivere	napíš	scrivere	napísať	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
scrivere	písať	scrivere	písať	V;NFIN	V;IPFV;POS;NFIN
partecipanti	účastníkov	partecipante	účastník	N;PL	N;ANIM;ACC;MASC;PL
partecipanti	účastníkmi	partecipante	účastník	N;PL	N;ANIM;INS;MASC;PL
partecipanti	účastníci	partecipante	účastník	N;PL	N;ANIM;NOM;MASC;PL
partecipanti	účastníkov	partecipante	účastník	N;PL	N;ANIM;ACC;MASC;PL
partecipanti	účastníci	partecipante	účastník	N;PL	N;ANIM;NOM;MASC;PL
dietro	pozadu	dietro	pozadu	ADV	ADV
apertura	otvoru	apertura	otvor	N;FEM;SG	N;INAN;GEN;MASC;SG
apertura	otvorenosť	apertura	otvorenosť	N;FEM;SG	N;NOM;FEM;SG
apertura	otvorenosti	apertura	otvorenosť	N;FEM;SG	N;NOM;FEM;SG
apertura	otvorenie	apertura	otvorenie	N;FEM;SG	N;NOM;NEUT;SG
apertura	otváranie	apertura	otváranie	N;FEM;SG	N;NOM;NEUT;SG
vittorie	výhry	vittoria	výhra	N;FEM;PL	N;NOM;FEM;PL
vittorie	víťazstvá	vittoria	víťazstvo	N;FEM;PL	N;NOM;NEUT;PL
chiese	kostoly	chiedere	kostol	N;FEM;PL	N;INAN;NOM;MASC;PL
chiese	cirkvi	chiedere	cirkev	N;FEM;PL	N;NOM;FEM;PL
chiese	kostolov	chiedere	kostol	N;FEM;PL	N;INAN;GEN;MASC;PL
galleria	galéria	galleria	galéria	N;FEM;SG	N;NOM;FEM;SG
galleria	galériu	galleria	galérium	N;FEM;SG	N;ACC;FEM;SG
esperienza	skúsenosť	esperienza	skúsenosť	N;FEM;SG	N;NOM;FEM;SG
esperienza	prax	esperienza	prax	N;FEM;SG	N;NOM;FEM;SG
esperienza	zážitok	esperienza	zážitok	N;FEM;SG	N;INAN;NOM;MASC;SG
parola	slovo	parola	slovo	N;FEM;SG	N;NOM;NEUT;SG
parola	slovom	parola	slovo	N;FEM;SG	N;INS;NEUT;SG
verde	zelený	verde	zelený	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
verde	zelené	verde	zelený	ADJ;SG	ADJ;NOM;NEUT;SG
verde	zelená	verde	zelený	ADJ;SG	ADJ;NOM;FEM;SG
vince	vyhráva	vincere	vyhrávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
vince	vyhrá	vincere	vyhrať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
sceneggiatore	spisovateľ	sceneggiatore	spisovateľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
sceneggiatore	spisovateľka	sceneggiatore	spisovateľka	N;MASC;SG	N;NOM;FEM;SG
sceneggiatore	scenárista	sceneggiatore	scenárista	N;MASC;SG	N;ANIM;NOM;MASC;SG
contributi	príspevky	contributo	príspevok	N;MASC;PL	N;INAN;NOM;MASC;PL
contributi	príspevkov	contributo	príspevok	N;MASC;PL	N;INAN;GEN;MASC;PL
bambini	deti	bambino	dieťa	N;MASC;PL	N;NOM;NEUT;PL
bambini	decká	bambino	decko	N;MASC;PL	N;NOM;NEUT;PL
bambini	deti	bambino	dieťa	N;MASC;PL	N;NOM;NEUT;PL
bambini	deti	bambino	dieťa	N;MASC;PL	N;NOM;NEUT;PL
santi	svätí	santo	svätie	N;MASC;PL	N;ANIM;NOM;MASC;PL
santi	svätých	santo	svätý	N;MASC;PL	N;ANIM;GEN;MASC;PL
fatti	fakty	fatto	fakt	N;MASC;PL	N;INAN;NOM;MASC;PL
fatti	faktov	fatto	fakt	N;MASC;PL	N;INAN;GEN;MASC;PL
luca	lukáš	luca	lukať	N;MASC;SG	N;ANIM;NOM;MASC;SG
accademia	akadémia	accademia	akadémia	N;FEM;SG	N;NOM;FEM;SG
accademia	accademia	accademia	accademia	N;FEM;SG	N;NOM;FEM;SG
passa	vyhovuje	passare	vyhovovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
passa	prejde	passare	prejsť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
passa	prechádza	passare	prechádzať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
passa	prejsť	passare	prejsť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
facendo	robí	fare	robiť	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
facendo	robiť	fare	robiť	V;V.MSDR	V;IPFV;POS;NFIN
facendo	robim	fare	robim	V;V.MSDR	V;IPFV;IND;SG;1;POS;PRS;FIN
servizi	služby	servizio	služba	N;MASC;PL	N;NOM;FEM;PL
servizi	služieb	servizio	služba	N;MASC;PL	N;GEN;FEM;PL
navi	lodí	nave	loď	N;FEM;PL	N;GEN;FEM;PL
navi	lode	nave	loď	N;FEM;PL	N;NOM;FEM;PL
navi	plavidiel	nave	plavidlo	N;FEM;PL	N;GEN;NEUT;PL
navi	plavidlá	nave	plavidlo	N;FEM;PL	N;NOM;NEUT;PL
dedicato	venoval	dedicare	venovať	V;MASC;SG;PST;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
partecipato	zúčastnila	partecipare	zúčastniť	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
elenco	zoznam	elenco	zoznam	N;MASC;SG	N;INAN;NOM;MASC;SG
elenco	zoznamu	elenco	zoznam	N;MASC;SG	N;INAN;GEN;MASC;SG
formula	vzorec	formula	vzorec	N;FEM;SG	N;INAN;NOM;MASC;SG
formula	vzorca	formula	vzorca	N;FEM;SG	N;INAN;GEN;MASC;SG
arrivo	príchod	arrivo	príchod	N;MASC;SG	N;INAN;NOM;MASC;SG
arrivo	príchod	arrivo	príchod	N;MASC;SG	N;INAN;NOM;MASC;SG
titolare	majiteľa	titolare	majiteľ	N;SG	N;ANIM;ACC;MASC;SG
titolare	vlastníka	titolare	vlastník	N;SG	N;ANIM;ACC;MASC;SG
titolare	majiteľ	titolare	majiteľ	N;SG	N;ANIM;NOM;MASC;SG
titolare	majiteľka	titolare	majiteľka	N;SG	N;NOM;FEM;SG
titolare	vlastník	titolare	vlastník	N;SG	N;ANIM;NOM;MASC;SG
titolare	vlastníkom	titolare	vlastník	N;SG	N;ANIM;INS;MASC;SG
titolare	držiteľa	titolare	držiteľ	N;SG	N;ANIM;ACC;MASC;SG
titolare	držiteľ	titolare	držiteľ	N;SG	N;ANIM;NOM;MASC;SG
titolare	držiak	titolare	držiak	N;SG	N;INAN;NOM;MASC;SG
latino	latinskej	latino	latinský	ADJ;MASC;SG	ADJ;GEN;FEM;SG
latino	latinská	latino	latinský	ADJ;MASC;SG	ADJ;NOM;FEM;SG
sicilia	sicilia	sicilia	sicilium	N;FEM;SG	N;ANIM;NOM;MASC;SG
sicilia	sicília	sicilia	sicília	N;FEM;SG	N;NOM;FEM;SG
elaborazione	vypracovanie	elaborazione	vypracovanie	N;FEM;SG	N;NOM;NEUT;SG
elaborazione	spracovanie	elaborazione	spracovanie	N;FEM;SG	N;NOM;NEUT;SG
elaborazione	spracúvanie	elaborazione	spracúvanie	N;FEM;SG	N;NOM;NEUT;SG
elaborazione	spracovávanie	elaborazione	spracovávanie	N;FEM;SG	N;NOM;NEUT;SG
international	international	international	internationať	N;FEM	N;INAN;NOM;MASC;SG
lorenzo	laurence	lorenzo	laurenie	N;MASC;SG	N;ANIM;NOM;MASC;SG
lorenzo	lawrence	lorenzo	lawrenie	N;MASC;SG	N;ANIM;NOM;MASC;SG
letteratura	literatúru	letteratura	literatúra	N;FEM;SG	N;ACC;FEM;SG
letteratura	literatúra	letteratura	literatúra	N;FEM;SG	N;NOM;FEM;SG
libertà	slobody	libertà	sloboda	N;FEM	N;NOM;FEM;PL
libertà	sloboda	libertà	sloboda	N;FEM	N;NOM;FEM;SG
libertà	voľnosť	libertà	voľnosť	N;FEM	N;NOM;FEM;SG
libertà	slobodu	libertà	sloboda	N;FEM	N;ACC;FEM;SG
libertà	slobody	libertà	sloboda	N;FEM	N;NOM;FEM;PL
libertà	voľnosť	libertà	voľnosť	N;FEM	N;NOM;FEM;SG
libertà	slobody	libertà	sloboda	N;FEM	N;NOM;FEM;PL
libertà	slobôd	libertà	sloboda	N;FEM	N;GEN;FEM;PL
bronzo	bronz	bronzo	bronz	N;MASC;SG	N;INAN;NOM;MASC;SG
tecniche	techniky	tecnica	technika	N;FEM;PL	N;NOM;FEM;PL
tecniche	techník	tecnica	techník	N;FEM;PL	N;GEN;FEM;PL
continua	pokračuje	continuare	pokračovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
continua	pokračovať	continuare	pokračovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
ambiente	prostredie	ambiente	prostredie	N;MASC;SG	N;NOM;NEUT;SG
missione	poslanie	missione	poslanie	N;FEM;SG	N;NOM;NEUT;SG
missione	misia	missione	misia	N;FEM;SG	N;NOM;FEM;SG
missione	poslaním	missione	poslanie	N;FEM;SG	N;INS;NEUT;SG
regionale	regionálnej	regionale	regionálny	ADJ;SG	ADJ;GEN;FEM;SG
regionale	regionálne	regionale	regionálny	ADJ;SG	ADJ;NOM;NEUT;SG
regionale	regionálny	regionale	regionálny	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
regionale	regionálna	regionale	regionálny	ADJ;SG	ADJ;NOM;FEM;SG
arriva	príde	arrivare	prísť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
arriva	prichádza	arrivare	prichádzať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
arriva	príde	arrivare	prísť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
evitare	zabrániť	evitare	zabrániť	V;NFIN	V;PFV;POS;NFIN
intervento	zásah	intervento	zásah	N;MASC;SG	N;INAN;NOM;MASC;SG
intervento	intervencia	intervento	intervencia	N;MASC;SG	N;NOM;FEM;SG
pietra	kameň	pietra	kameň	N;FEM;SG	N;INAN;NOM;MASC;SG
pietra	kameňa	pietra	kameňa	N;FEM;SG	N;INAN;GEN;MASC;SG
show	predstavenie	show	predstavenie	N	N;NOM;NEUT;SG
bandiera	zástava	bandiera	zástava	N;FEM;SG	N;NOM;FEM;SG
bandiera	príznak	bandiera	príznak	N;FEM;SG	N;INAN;NOM;MASC;SG
bandiera	vlajka	bandiera	vlajka	N;FEM;SG	N;NOM;FEM;SG
proposta	návrh	proposta	návrh	N;FEM;SG	N;INAN;NOM;MASC;SG
critica	kritika	critica	kritika	N;FEM;SG	N;NOM;FEM;SG
critica	kritike	critica	kritika	N;FEM;SG	N;DAT;FEM;SG
critica	kritiku	critica	kritika	N;FEM;SG	N;ACC;FEM;SG
critica	kritik	critica	kritik	N;FEM;SG	N;ANIM;NOM;MASC;SG
tecnico	technický	tecnico	technický	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tecnico	technická	tecnico	technický	ADJ;MASC;SG	ADJ;NOM;FEM;SG
tecnico	technickej	tecnico	technický	ADJ;MASC;SG	ADJ;GEN;FEM;SG
tecnico	technické	tecnico	technický	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
vittorio	viktor	vittorio	viktor	N;MASC;SG	N;ANIM;NOM;MASC;SG
vittorio	vittorio	vittorio	vittorio	N;MASC;SG	N;ANIM;NOM;MASC;SG
vittorio	viktor	vittorio	viktor	N;MASC;SG	N;ANIM;NOM;MASC;SG
foto	fotografie	foto	fotografia	N;FEM	N;NOM;FEM;PL
foto	fotky	foto	fotka	N;FEM	N;NOM;FEM;PL
foto	fotiek	foto	fotka	N;FEM	N;GEN;FEM;PL
foto	photos	foto	photos	N;FEM	N;NOM;MASC;SG
foto	foto	foto	foto	N;FEM	N;NOM;NEUT;SG
foto	fotografia	foto	fotografia	N;FEM	N;NOM;FEM;SG
foto	fotka	foto	fotka	N;FEM	N;NOM;FEM;SG
foto	fotku	foto	fotka	N;FEM	N;ACC;FEM;SG
soltanto	jedine	soltanto	jedine	ADV	ADV
incontri	stretnutí	incontro	stretnutie	N;MASC;PL	N;NOM;NEUT;PL
incontri	zasadnutia	incontro	zasadnutie	N;MASC;PL	N;NOM;NEUT;PL
incontri	stretnutia	incontro	stretnutie	N;MASC;PL	N;NOM;NEUT;PL
incontri	schôdze	incontro	schôdza	N;MASC;PL	N;NOM;FEM;PL
incontri	zasadania	incontro	zasadanie	N;MASC;PL	N;NOM;NEUT;PL
incontri	stretnutia	incontro	stretnutie	N;MASC;PL	N;NOM;NEUT;PL
arbitro	rozhodca	arbitro	rozhodca	N;MASC;SG	N;ANIM;NOM;MASC;SG
arbitro	rozhodcu	arbitro	rozhodca	N;MASC;SG	N;ANIM;ACC;MASC;SG
arbitro	rozhodca	arbitro	rozhodca	N;MASC;SG	N;ANIM;NOM;MASC;SG
blocca	zamknúť	bloccare	zamknúť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
blocca	blokovať	bloccare	blokovať	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
blocca	zablokovať	bloccare	zablokovať	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
vedi	pozri	vedere	pozrieť	V;IMP;SG;2;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
vedi	vidieť	vedere	vidieť	V;IMP;SG;2;PRS;FIN	V;IPFV;POS;NFIN
percorso	cestu	percorso	cesta	N;MASC;SG	N;ACC;FEM;SG
percorso	trasa	percorso	triasť	N;MASC;SG	N;NOM;FEM;SG
percorso	cesta	percorso	cesta	N;MASC;SG	N;NOM;FEM;SG
percorso	chodník	percorso	chodník	N;MASC;SG	N;INAN;NOM;MASC;SG
percorso	trasa	percorso	triasť	N;MASC;SG	N;NOM;FEM;SG
percorso	cesta	percorso	cesta	N;MASC;SG	N;NOM;FEM;SG
quartiere	štvrť	quartiere	štvrť	N;MASC;SG	N;NOM;FEM;SG
quartiere	susedstvo	quartiere	susedstvo	N;MASC;SG	N;NOM;NEUT;SG
quartiere	okolie	quartiere	okolie	N;MASC;SG	N;NOM;NEUT;SG
quartiere	štvrti	quartiere	štvrť	N;MASC;SG	N;DAT;FEM;SG
cinese	čínska	cinese	čínsky	ADJ;SG	ADJ;NOM;FEM;SG
cinese	čínske	cinese	čínsky	ADJ;SG	ADJ;NOM;NEUT;SG
cinese	čínsky	cinese	čínsky	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
luoghi	reštaurácie	luogo	reštaurácia	N;MASC;PL	N;NOM;FEM;PL
luoghi	miest	luogo	mesto	N;MASC;PL	N;GEN;NEUT;PL
luoghi	miesta	luogo	miesto	N;MASC;PL	N;NOM;NEUT;PL
tardi	neskoro	tardi	neskoro	ADV	ADV
blu	modrý	blu	modrý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
blu	modré	blu	modrý	ADJ;SG	ADJ;NOM;NEUT;SG
blu	modrá	blu	modrý	ADJ;SG	ADJ;NOM;FEM;SG
nobile	vznešené	nobile	vznešený	ADJ;SG	ADJ;NOM;NEUT;SG
american	americké	americano	americký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
american	americká	americano	americký	ADJ;FEM;SG	ADJ;NOM;FEM;SG
american	americký	americano	americký	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
diritti	práva	diritto	právo	N;MASC;PL	N;NOM;NEUT;PL
diritti	práv	diritto	právo	N;MASC;PL	N;GEN;NEUT;PL
