studieren	študuje	studieren	študovať	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
anerkannte	uznaná	anerkannt	uznaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
anerkannte	uznaný	anerkannt	uznaný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
anerkannte	uznávané	anerkannt	uznávaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznávaná	anerkannt	uznávaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
anerkannte	uznané	anerkannt	uznaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznávané	anerkannt	uznávaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznané	anerkannt	uznaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznaná	anerkannt	uznaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
anerkannte	uznávaný	anerkannt	uznávaný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
anerkannte	uznávané	anerkannt	uznávaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznané	anerkannt	uznaný	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
anerkannte	uznaná	anerkannt	uznaný	ADJ;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
springen	skočiť	springen	skočiť	V;NFIN	V;PFV;POS;NFIN
springen	skákať	springen	skákať	V;NFIN	V;IPFV;POS;NFIN
springen	preskočiť	springen	preskočiť	V;NFIN	V;PFV;POS;NFIN
ära	éra	ära	éra	N;NOM;FEM;SG	N;NOM;FEM;SG
annehmen	predpokladajú	annehmen	predpokladať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
annehmen	prevziať	annehmen	prevziať	V;NFIN	V;PFV;POS;NFIN
annehmen	predpokladajme	annehmen	predpokladať	V;NFIN	V;IPFV;IMP;PL;1;POS;FIN
annehmen	predpokladať	annehmen	predpokladať	V;NFIN	V;IPFV;POS;NFIN
annehmen	akceptovať	annehmen	akceptovať	V;NFIN	V;IPFV;POS;NFIN
annehmen	prijať	annehmen	prijať	V;NFIN	V;PFV;POS;NFIN
genügt	postačí	nügen	postačiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
genügt	postačuje	nügen	postačovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
genügt	postačí	nügen	postačiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
genügt	stačiť	nügen	stačiť	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
abteilungen	divízie	abteilingen	divízia	N;NOM;FEM;PL	N;NOM;FEM;PL
abteilungen	odbory	abteilingen	odbor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
abteilungen	oddelenia	abteilingen	oddelenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
abteilungen	útvary	abteilingen	útvar	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
abteilungen	oddelenia	abteilingen	oddelenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
abteilungen	oddelení	abteilingen	oddelenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
erläutert	vysvetlila	erläutern	vysvetliť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
erläutert	vysvetliť	erläutern	vysvetliť	V;V.PTCP	V;PFV;POS;NFIN
erläutert	vysvetlil	erläutern	vysvetliť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
erläutert	vysvetľuje	erläutern	vysvetľovať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
nachweisbar	preukázateľné	nachweisbar	preukázateľný	ADJ	ADJ;NOM;NEUT;SG
nachweisbar	zistiteľné	nachweisbar	zistiteľný	ADJ	ADJ;NOM;NEUT;SG
kritischen	kritický	kritisch	kritický	ADJ	ADJ;INAN;NOM;MASC;SG
kritischen	kritické	kritisch	kritický	ADJ	ADJ;NOM;NEUT;SG
kritischen	kritická	kritisch	kritický	ADJ	ADJ;NOM;FEM;SG
kritischen	rozhodujúce	kritisch	rozhodujúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
vorzeitig	predčasný	vorzeitig	predčasný	ADJ	ADJ;INAN;NOM;MASC;SG
vorzeitig	predčasné	vorzeitig	predčasný	ADJ	ADJ;NOM;NEUT;SG
vorzeitig	predčasného	vorzeitig	predčasný	ADJ	ADJ;GEN;NEUT;SG
teilgenommen	zúčastnil	teilnehmen	zúčastniť	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
teilgenommen	zúčastnila	teilnehmen	zúčastniť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
teilgenommen	zúčastnili	teilnehmen	zúčastniť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
teilgenommen	navštevoval	teilnehmen	navštevovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
teilgenommen	zúčastnili	teilnehmen	zúčastniť	V;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
teilgenommen	zúčastnila	teilnehmen	zúčastniť	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
shakespeare	shakespeare	shakespeare	shakespeare	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hang	sklon	hang	sklon	N	N;INAN;NOM;MASC;SG
hang	sklonu	hang	sklon	N	N;INAN;GEN;MASC;SG
löscht	vymaže	löschen	vymaže	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
löscht	maže	löschen	maže	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
beantwortet	odpovedal	beantworten	odpovedať	V;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
beantwortet	odpovedala	beantworten	odpovedať	V;V.PTCP	V;FEM;SG;POS;PST;V.PTCP
beantwortet	odpovedali	beantworten	odpovedať	V;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
beantwortet	odpovedal	beantworten	odpovedať	V;V.PTCP	V;ANIM;MASC;SG;POS;PST;V.PTCP
oberste	najvyššia	ober	vysoký	ADJ;NOM	ADJ;NOM;RL;FEM;SG
oberste	najvyšší	ober	vysoký	ADJ;NOM	ADJ;ANIM;NOM;RL;MASC;SG
berühmt	slávny	berühmt	slávny	ADJ	ADJ;ANIM;NOM;MASC;SG
berühmt	slávna	berühmt	slávny	ADJ	ADJ;NOM;FEM;SG
berühmt	preslávený	berühmt	preslávený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
restaurierung	obnova	restaurierung	obnova	N;NOM;FEM;SG	N;NOM;FEM;SG
restaurierung	obnovenie	restaurierung	obnovenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
restaurierung	rekonštrukcia	restaurierung	rekonštrukcia	N;NOM;FEM;SG	N;NOM;FEM;SG
umzug	premiestnenie	umzugen	premiestnenie	N;SG	N;NOM;NEUT;SG
umzug	premiestňovanie	umzugen	premiestňovanie	N;SG	N;NOM;NEUT;SG
umzug	presun	umzugen	presun	N;SG	N;INAN;NOM;MASC;SG
umzug	sťahovanie	umzugen	sťahovanie	N;SG	N;NOM;NEUT;SG
umzug	sprievod	umzugen	sprievod	N;SG	N;INAN;NOM;MASC;SG
umzug	odstraňovanie	umzugen	odstraňovanie	N;SG	N;NOM;NEUT;SG
umzug	odstránenie	umzugen	odstránenie	N;SG	N;NOM;NEUT;SG
weichen	prepne	weichen	prepnúť	V;NFIN	V;PFV;IND;SG;3;POS;PRS;FIN
gezielt	cielené	gezielt	cielený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gezielt	cieľové	gezielt	cieľový	ADJ	ADJ;NOM;NEUT;SG
gezielt	cielený	gezielt	cielený	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
erhöhung	nárast	erhöhung	nárast	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
erhöhung	zvýšenie	erhöhung	zvýšenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
erhöhung	výška	erhöhung	výška	N;NOM;FEM;SG	N;NOM;FEM;SG
polizisten	policajti	polizist	policajt	N;PL	N;ANIM;NOM;MASC;PL
polizisten	policajtov	polizist	policajt	N;PL	N;ANIM;ACC;MASC;PL
polizisten	policajti	polizist	policajt	N;PL	N;ANIM;NOM;MASC;PL
polizisten	policajtov	polizist	policajt	N;PL	N;ANIM;ACC;MASC;PL
polizisten	polície	polizist	polícia	N;PL	N;NOM;FEM;PL
polizisten	úradníci	polizist	úradník	N;PL	N;ANIM;NOM;MASC;PL
polizisten	dôstojníkov	polizist	dôstojník	N;PL	N;ANIM;ACC;MASC;PL
polizisten	dôstojníci	polizist	dôstojník	N;PL	N;ANIM;NOM;MASC;PL
latein	latinskej	latein	latinský	ADJ	ADJ;GEN;FEM;SG
latein	latinská	latein	latinský	ADJ	ADJ;NOM;FEM;SG
fortgesetzt	pokračoval	fortsetzen	pokračovať	V;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
fortgesetzt	pokračovala	fortsetzen	pokračovať	V;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
fortgesetzt	pokračovalo	fortsetzen	pokračovať	V;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
politisches	politická	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
politisches	politické	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
politisches	politický	politisch	politický	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
selbständige	nezávislí	selbständig	závislieť	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL
güterverkehr	nákladné	güterverkehr	nákladný	ADJ	ADJ;NOM;NEUT;SG
güterverkehr	nákladná	güterverkehr	nákladný	ADJ	ADJ;NOM;FEM;SG
alternativen	alternatívne	alternativ	alternatívne	ADJ	ADJ;NOM;NEUT;SG
alternativen	alternatívna	alternativ	alternatívny	ADJ	ADJ;NOM;FEM;SG
alternativen	alternatívny	alternativ	alternatívny	ADJ	ADJ;INAN;NOM;MASC;SG
herrscht	vládne	herrschen	vládnuť	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
schaffung	tvorba	schaffung	tvorba	N	N;NOM;FEM;SG
schaffung	stvorenie	schaffung	stvorenie	N	N;NOM;NEUT;SG
schaffung	vytváranie	schaffung	vytváranie	N	N;NOM;NEUT;SG
schaffung	vytvorenie	schaffung	vytvorenie	N	N;NOM;NEUT;SG
flachen	plytké	flach	plytoký	ADJ	ADJ;NOM;NEUT;SG
unverändert	nezmenený	unverändert	nezmenený	ADJ	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
unverändert	nezmenená	unverändert	zmenený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
unverändert	nezmenené	unverändert	zmenený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ausserdem	takisto	ausserdem	takisto	ADV	ADV
ausserdem	taktiež	ausserdem	taktiež	ADV	ADV
schlage	navrhovať	schlage	navrhovať	V;SG;FIN	V;IPFV;POS;NFIN
schlage	navrhnúť	schlage	navrhnúť	V;SG;FIN	V;PFV;POS;NFIN
schwanz	chvosty	schwanzen	chvost	N	N;INAN;NOM;MASC;PL
schwanz	chvosty	schwanzen	chvost	N	N;INAN;NOM;MASC;PL
schwanz	chvost	schwanzen	chvost	N	N;INAN;NOM;MASC;SG
schwanz	kokot	schwanzen	kokot	N	N;ANIM;NOM;MASC;SG
schwanz	vtáka	schwanzen	vták	N	N;ANIM;ACC;MASC;SG
schwanz	kohút	schwanzen	kohút	N	N;ANIM;NOM;MASC;SG
schwanz	kokot	schwanzen	kokot	N	N;ANIM;NOM;MASC;SG
schwanz	kokot	schwanzen	kokot	N	N;ANIM;NOM;MASC;SG
beteiligen	zúčastniť	beteiligen	zúčastniť	V;NFIN	V;PFV;POS;NFIN
untergrund	podzemné	untergrund	podzemný	ADJ	ADJ;NOM;NEUT;SG
untergrund	podzemných	untergrund	podzemný	ADJ	ADJ;GEN;MASC;PL
redundanz	prepúšťanie	redundanz	prepúšťanie	N	N;NOM;NEUT;SG
aufsätze	eseje	aufsätzen	esej	N;NOM;PL	N;NOM;FEM;PL
bahnhöfe	stanovištia	bahnhöfen	stanovište	N;NOM;MASC;PL	N;NOM;NEUT;PL
bahnhöfe	stanice	bahnhöfen	stanica	N;NOM;MASC;PL	N;NOM;FEM;PL
rechtlich	právne	rechtlich	právny	ADJ	ADJ;NOM;NEUT;PL
pionier	priekopnícky	pionier	priekopnícky	ADJ	ADJ;INAN;NOM;MASC;SG
rumänischen	rumunský	rumänisch	rumunský	ADJ	ADJ;ANIM;NOM;MASC;SG
rumänischen	rumunská	rumänisch	rumunský	ADJ	ADJ;NOM;FEM;SG
rumänischen	rumunskom	rumänisch	rumunský	ADJ	ADJ;INS;NEUT;SG
rumänischen	rumunské	rumänisch	rumunský	ADJ	ADJ;NOM;NEUT;SG
rumänischen	rumunského	rumänisch	rumunský	ADJ	ADJ;GEN;NEUT;SG
tests	testy	tests	test	N	N;INAN;NOM;MASC;PL
tests	skúšky	tests	skúška	N	N;NOM;FEM;PL
tests	skúšky	tests	skúška	N	N;NOM;FEM;PL
tests	testovanie	tests	testovanie	N	N;NOM;NEUT;SG
tests	skúška	tests	skúška	N	N;NOM;FEM;SG
tests	skúšanie	tests	skúšanie	N	N;NOM;NEUT;SG
sorgt	zaistí	sorgen	zaistiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
sorgt	zabezpečuje	sorgen	zabezpečovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
sorgt	zaisťuje	sorgen	zaisťovať	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
sorgt	zabezpečí	sorgen	zabezpečiť	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN
läßt	priznáva	lassen	priznávať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
läßt	pripúšťa	lassen	pripúšťať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
trasse	cestu	trassen	cesta	N	N;ACC;FEM;SG
trasse	trasa	trassen	triasť	N	N;NOM;FEM;SG
trasse	cesta	trassen	cesta	N	N;NOM;FEM;SG
trasse	chodník	trassen	chodník	N	N;INAN;NOM;MASC;SG
rechnen	očakávam	rechnen	očakávať	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
rechnen	očakávať	rechnen	očakávať	V;NFIN	V;IPFV;POS;NFIN
bemerkenswert	pozoruhodné	bemerkenswert	pozoruhodný	ADJ	ADJ;NOM;NEUT;SG
bemerkenswert	pozoruhodný	bemerkenswert	pozoruhodný	ADJ	ADJ;INAN;NOM;MASC;SG
bemerkenswert	pozoruhodné	bemerkenswert	pozoruhodný	ADJ	ADJ;NOM;NEUT;SG
bemerkenswert	pozoruhodné	bemerkenswert	pozoruhodný	ADJ	ADJ;NOM;NEUT;SG
deutlicher	jasnejší	deutlich	jasne	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
produzieren	vyrábajú	produzieren	vyrábať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
produzieren	vyrobiť	produzieren	vyrobiť	V;NFIN	V;PFV;POS;NFIN
produzieren	vyrábať	produzieren	vyrábať	V;NFIN	V;IPFV;POS;NFIN
produzieren	produkovať	produzieren	produkovať	V;NFIN	V;IPFV;POS;NFIN
öffentlicher	verejný	öffentlich	verejný	ADJ	ADJ;ANIM;NOM;MASC;SG
öffentlicher	verejné	öffentlich	verejný	ADJ	ADJ;NOM;NEUT;SG
öffentlicher	verejná	öffentlich	verejný	ADJ	ADJ;NOM;FEM;SG
toll	skvelé	toll	skvelý	ADJ	ADJ;NOM;NEUT;SG
tropischen	tropické	tropisch	tropický	ADJ	ADJ;NOM;NEUT;SG
tropischen	tropického	tropisch	tropický	ADJ	ADJ;GEN;NEUT;SG
vertretung	reprezentácia	vertretung	reprezentácia	N;FEM;SG	N;NOM;FEM;SG
vertretung	zastúpenie	vertretung	zastúpenie	N;FEM;SG	N;NOM;NEUT;SG
vertretung	zastupovanie	vertretung	zastupovanie	N;FEM;SG	N;NOM;NEUT;SG
vertretung	rep	vertretung	rep	N;FEM;SG	N;NOM;FEM;SG
vertretung	predstaviteľ	vertretung	predstaviteľ	N;FEM;SG	N;ANIM;NOM;MASC;SG
vertretung	zástupca	vertretung	zástupca	N;FEM;SG	N;ANIM;NOM;MASC;SG
abriss	demoláciu	abreißen	demolácia	N	N;ACC;FEM;SG
ethnischen	etnických	ethnisch	etnický	ADJ;PL	ADJ;GEN;MASC;PL
breiter	širšieho	breit	šírky	ADJ	ADJ;GEN;CMPR;MASC;SG
breiter	širší	breit	široký	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
breiter	širokého	breit	široký	ADJ	ADJ;GEN;MASC;SG
breiter	široké	breit	široký	ADJ	ADJ;NOM;NEUT;SG
breiter	široký	breit	široký	ADJ	ADJ;INAN;NOM;MASC;SG
breiter	široká	breit	široký	ADJ	ADJ;NOM;FEM;SG
breiter	širokého	breit	široký	ADJ	ADJ;GEN;MASC;SG
breiter	široký	breit	široký	ADJ	ADJ;INAN;NOM;MASC;SG
breiter	široké	breit	široký	ADJ	ADJ;NOM;NEUT;SG
breiter	široká	breit	široký	ADJ	ADJ;NOM;FEM;SG
breiter	širších	breit	široký	ADJ	ADJ;ANIM;GEN;CMPR;MASC;PL
breiter	širší	breit	široký	ADJ	ADJ;ANIM;NOM;CMPR;MASC;SG
vortrag	prednáška	vortragen	prednáška	N;SG	N;NOM;FEM;SG
vortrag	prednášku	vortragen	prednáška	N;SG	N;ACC;FEM;SG
vortrag	lekcia	vortragen	lekcia	N;SG	N;NOM;FEM;SG
vortrag	prejav	vortragen	prejav	N;SG	N;INAN;NOM;MASC;SG
vortrag	príhovor	vortragen	príhovor	N;SG	N;INAN;NOM;MASC;SG
vortrag	vystúpenie	vortragen	vystúpenie	N;SG	N;NOM;NEUT;SG
vortrag	reč	vortragen	reč	N;SG	N;NOM;FEM;SG
vortrag	prezentácia	vortragen	prezentácia	N;SG	N;NOM;FEM;SG
vortrag	prezentáciu	vortragen	prezentácia	N;SG	N;ACC;FEM;SG
dienstleistungen	služby	dienstleistungen	služba	N;NOM;FEM;PL	N;NOM;FEM;PL
standorte	umiestnenie	standort	umiestnenie	N;NOM	N;NOM;NEUT;SG
standorte	miesto	standort	miesto	N;NOM	N;NOM;NEUT;SG
standorte	umiestnenia	standort	umiestnenie	N;NOM	N;NOM;NEUT;PL
standorte	poloha	standort	poloha	N;NOM	N;NOM;FEM;SG
standorte	lokalita	standort	lokalita	N;NOM	N;NOM;FEM;SG
standorte	lokality	standort	lokalita	N;NOM	N;NOM;FEM;PL
standorte	umiestnenia	standort	umiestnenie	N;NOM	N;NOM;NEUT;PL
standorte	miesta	standort	miesto	N;NOM	N;NOM;NEUT;PL
standorte	lokality	standort	lokalita	N;NOM	N;NOM;FEM;PL
standorte	stránky	standort	stránka	N;NOM	N;NOM;FEM;PL
erwachsene	dospelí	erwachsen	dospeliť	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL
erwachsene	dospelí	erwachsen	dospeliť	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL
werfen	hádzať	werfen	hádzať	V;NFIN	V;IPFV;POS;NFIN
werfen	hoď	werfen	hodiť	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
werfen	hoď	werfen	hodiť	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
werfen	hodiť	werfen	hodiť	V;NFIN	V;PFV;POS;NFIN
werfen	hádzať	werfen	hádzať	V;NFIN	V;IPFV;POS;NFIN
erfunden	vynašiel	erfinden	vynašlo	V;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ehrenmitglied	čestná	ehrenmitglied	čestný	ADJ	ADJ;NOM;FEM;SG
ehrenmitglied	čestného	ehrenmitglied	čestný	ADJ	ADJ;ANIM;GEN;MASC;SG
ehrenmitglied	čestný	ehrenmitglied	čestný	ADJ	ADJ;ANIM;NOM;MASC;SG
dicke	hrúbky	dick	hrúbka	N;NOM;FEM;PL	N;NOM;FEM;PL
ländlichen	vidieckeho	ländlich	vidiecky	ADJ	ADJ;GEN;NEUT;SG
ländlichen	vidiecke	ländlich	vidiecky	ADJ	ADJ;NOM;NEUT;SG
vielfalt	rôznorodosť	vielfalt	rôznorodosť	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	rozmanitosť	vielfalt	rozmanitosť	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	rôznorodosť	vielfalt	rôznorodosť	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	odroda	vielfalt	odroda	N;NOM;FEM;SG	N;NOM;FEM;SG
wettbewerbe	súťaže	wettbewerb	súťaž	N;NOM;PL	N;NOM;FEM;PL
wettbewerbe	súťaže	wettbewerb	súťaž	N;NOM;PL	N;NOM;FEM;PL
heiraten	vydaj	heiraten	vydať	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
heiraten	vziať	heiraten	vziať	V;NFIN	V;PFV;POS;NFIN
stellungnahme	mienka	stellungnahme	mienka	N;NOM;FEM;SG	N;NOM;FEM;SG
stellungnahme	názor	stellungnahme	názor	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
stellungnahme	stanovisko	stellungnahme	stanovisko	N;NOM;FEM;SG	N;NOM;NEUT;SG
hierher	sem	hierher	sem	ADV	ADV
hierher	tu	hierher	tu	ADV	ADV
ausgelöst	spúšťa	auslösen	spúšťa	V;V.PTCP	V;PFV;IND;SG;3;POS;PRS;FIN
maßnahme	akčné	maßnahmen	akčný	ADJ	ADJ;NOM;NEUT;SG
kunsthalle	kunsthalle	kunsthall	kunsthalle	N;NOM;FEM;SG	N;NOM;FEM;SG
angemeldet	oznámilo	anmelden	oznámiť	V;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
angemeldet	podala	anmelden	podať	V;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gerechtfertigt	oprávnený	gerechtfertigt	oprávnený	ADJ	ADJ;ANIM;NOM;MASC;SG
gerechtfertigt	odôvodnené	gerechtfertigt	odôvodnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gerechtfertigt	oprávnené	gerechtfertigt	oprávnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gerechtfertigt	opodstatnené	gerechtfertigt	opodstatnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
gerechtfertigt	oprávnená	gerechtfertigt	oprávnený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
gerechtfertigt	odôvodnené	gerechtfertigt	odôvodnený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
beratung	poradenstvo	beratung	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	rada	beratung	rád	N;NOM;FEM;SG	N;NOM;FEM;SG
beratung	poradenstvo	beratung	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	porade	beratung	porada	N;NOM;FEM;SG	N;NOM;FEM;SG
beratung	poradenstvo	beratung	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	konzultácia	beratung	konzultácia	N;NOM;FEM;SG	N;NOM;FEM;SG
beratung	poradenstvo	beratung	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
beratung	poradenstvo	beratung	poradenstvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
beschäftigung	zamestnanie	Beschäftigung	zamestnanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
beschäftigung	zamestnanosť	Beschäftigung	zamestnanosť	N;NOM;FEM;SG	N;NOM;FEM;SG
orientierung	orientácia	orientierung	orientácia	N;NOM;FEM;SG	N;NOM;FEM;SG
elektronischen	elektronický	elektronisch	elektronický	ADJ	ADJ;INAN;NOM;MASC;SG
elektronischen	elektronická	elektronisch	elektronický	ADJ	ADJ;NOM;FEM;SG
elektronischen	elektronické	elektronisch	elektronický	ADJ	ADJ;NOM;NEUT;SG
elektronischen	elektronickej	elektronisch	elektronický	ADJ	ADJ;GEN;FEM;SG
untergang	zánik	untergehen	zánik	N	N;INAN;NOM;MASC;SG
untergang	beda	untergehen	beda	N	N;ANIM;NOM;MASC;SG
untergang	doom	untergehen	doom	N	N;INAN;NOM;MASC;SG
untergang	skazu	untergehen	skaz	N	N;NOM;FEM;SG
untergang	záhuby	untergehen	záhuba	N	N;NOM;FEM;PL
rache	odplata	rachen	odplata	N;NOM;SG	N;NOM;FEM;SG
rache	pomsta	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG
rache	pomstu	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG
rache	pomsta	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG
rache	pomstu	rachen	pomsta	N;NOM;SG	N;NOM;FEM;SG
rache	odplata	rachen	odplata	N;NOM;SG	N;NOM;FEM;SG
kategorisierung	kategorizácia	kategorisierung	kategorizácia	N;NOM;FEM;SG	N;NOM;FEM;SG
vorwürfe	obvinení	vorwürfen	obvinenie	ADJ	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
finanziell	finančný	finanziell	finančný	ADJ	ADJ;ANIM;NOM;MASC;SG
finanziell	finančná	finanziell	finančný	ADJ	ADJ;NOM;FEM;SG
finanziell	finančné	finanziell	finančný	ADJ	ADJ;NOM;NEUT;SG
beamter	úradný	beamt	úradný	ADJ	ADJ;INAN;NOM;MASC;SG
beamter	oficiálna	beamt	oficiálny	ADJ	ADJ;NOM;FEM;SG
beamter	oficiálny	beamt	oficiálny	ADJ	ADJ;INAN;NOM;MASC;SG
allgemeines	všeobecné	allgemein	všeobecný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
allgemeines	všeobecná	allgemein	všeobecný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
identifiziert	určuje	identifizieren	určovať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
identifiziert	identifikuje	identifizieren	identifikovať	V;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
behauptungen	tvrdí	behauptehen	tvrdiť	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN
gerecht	spravodlivý	rechen	spravodlivý	ADJ	ADJ;ANIM;NOM;MASC;SG
gerecht	spravodlivé	rechen	spravodlivý	ADJ	ADJ;NOM;NEUT;SG
zerstörte	zničený	zerstört	zničený	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
zerstörte	zničené	zerstört	zničený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
zerstörte	zničená	zerstört	zničený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vermitteln	sprostredkovať	vermitteln	sprostredkovať	V;NFIN	V;IPFV;POS;NFIN
