uma	unu	um	unu	NUM	NUM;MASC;SG
saúde	sanatate	saúde	sanata	N;FEM;SG	N;INDF;FEM;SG
saúde	sănătatea	saúde	sănătate	N;FEM;SG	N;DEF;FEM;SG
saúde	sănătate	saúde	sănătate	N;FEM;SG	N;INDF;FEM;SG
produtor	producator	produtor	producator	N;MASC;SG	N;INDF;MASC;SG
produtor	producător	produtor	producător	N;MASC;SG	N;INDF;MASC;SG
feita	făcut	fazer	face	V;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP
atividade	activitatea	atividade	activitate	N;FEM;SG	N;DEF;FEM;SG
atividade	activitate	atividade	activitate	N;FEM;SG	N;INDF;FEM;SG
fundação	fundatia	fundação	fundatie	N;FEM;SG	N;DEF;FEM;SG
fundação	fundaţia	fundação	fundagie	N;FEM;SG	N;DEF;FEM;SG
fundação	fundatie	fundação	fundatie	N;FEM;SG	N;INDF;FEM;SG
fundação	fundația	fundação	fundație	N;FEM;SG	N;DEF;FEM;SG
fundação	fondarea	fundação	fondare	N;FEM;SG	N;DEF;FEM;SG
fundação	fondator	fundação	fondator	N;FEM;SG	N;INDF;MASC;SG
faixa	pista	faixa	pistă	N;FEM;SG	N;DEF;FEM;SG
faixa	pistă	faixa	pistă	N;FEM;SG	N;INDF;FEM;SG
faixa	banner	faixa	banner	N;FEM;SG	N;INDF;MASC;SG
verdade	adevarul	verdade	adevar	N;FEM;SG	N;DEF;MASC;SG
verdade	adevar	verdade	adevar	N;FEM;SG	N;INDF;MASC;SG
verdade	adevărul	verdade	adevăr	N;FEM;SG	N;DEF;MASC;SG
verdade	adevăr	verdade	adevăr	N;FEM;SG	N;INDF;MASC;SG
estas	acestea	este	acesta	PRO;FEM;PL	PRO;FEM;PL;3
estas	astea	este	acesta	PRO;FEM;PL	PRO;FEM;PL;3
menor	minoră	pequeno	minor	ADJ;MASC;SG	ADJ;INDF;FEM;SG
menor	minor	pequeno	minor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
internet	internetul	internet	internet	N;FEM;SG	N;DEF;MASC;SG
internet	internet	internet	internet	N;FEM;SG	N;INDF;MASC;SG
decisão	decizia	decisão	decizie	N;FEM;SG	N;DEF;FEM;SG
decisão	decizie	decisão	decizie	N;FEM;SG	N;INDF;FEM;SG
estrutura	structură	estrutura	structură	N;FEM;SG	N;INDF;FEM;SG
estrutura	structura	estrutura	structură	N;FEM;SG	N;DEF;FEM;SG
estrutura	structurii	estrutura	structură	N;FEM;SG	N;DEF;FEM;SG
conde	conte	conde	conte	N;MASC;SG	N;INDF;MASC;SG
conde	contele	conde	conte	N;MASC;SG	N;DEF;MASC;SG
ajuda	ajutor	ajuda	ajutor	N;FEM;SG	N;INDF;MASC;SG
bandeira	drapel	bandeira	drapel	N;FEM;SG	N;INDF;MASC;SG
bandeira	drapelul	bandeira	drapel	N;FEM;SG	N;DEF;MASC;SG
bandeira	steagul	bandeira	steag	N;FEM;SG	N;DEF;MASC;SG
bandeira	pavilion	bandeira	pavilion	N;FEM;SG	N;INDF;MASC;SG
bandeira	steag	bandeira	steag	N;FEM;SG	N;INDF;MASC;SG
bandeira	banner	bandeira	banner	N;FEM;SG	N;INDF;MASC;SG
ensino	predare	ensino	predare	N;MASC;SG	N;INDF;FEM;SG
ensino	educație	ensino	educație	N;MASC;SG	N;INDF;FEM;SG
ensino	educația	ensino	educație	N;MASC;SG	N;DEF;FEM;SG
ensino	educatie	ensino	educatie	N;MASC;SG	N;INDF;FEM;SG
inclinação	panta	inclinação	pantă	N;FEM;SG	N;DEF;FEM;SG
inclinação	pantă	inclinação	pantă	N;FEM;SG	N;INDF;FEM;SG
inclinação	înclinare	inclinação	înclinare	N;FEM;SG	N;INDF;FEM;SG
inclinação	înclinare	inclinação	înclinare	N;FEM;SG	N;INDF;FEM;SG
coisa	lucru	coisa	lucru	N;FEM;SG	N;INDF;MASC;SG
music	muzică	music	muzică	N;MASC;SG	N;INDF;FEM;SG
music	muzica	music	muzică	N;MASC;SG	N;DEF;FEM;SG
escritor	scriitorul	escritor	scriitor	N;MASC;SG	N;DEF;MASC;SG
escritor	scriitor	escritor	scriitor	N;MASC;SG	N;INDF;MASC;SG
falta	lipsa	falta	lipsă	N;FEM;SG	N;DEF;FEM;SG
falta	fault	falta	fault	N;FEM;SG	N;INDF;MASC;SG
falta	lipsă	falta	lipsă	N;FEM;SG	N;INDF;FEM;SG
ngc	ngc	ngc	ngc	N;FEM;SG	N;INDF;MASC;SG
pedido	solicitare	pedido	solicitare	N;MASC;SG	N;INDF;FEM;SG
pedido	cererea	pedido	cerere	N;MASC;SG	N;DEF;FEM;SG
pedido	cerere	pedido	cerere	N;MASC;SG	N;INDF;FEM;SG
morreu	murit	morrer	muri	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
semana	săptămână	semana	săptămână	N;FEM;SG	N;INDF;FEM;SG
semana	saptamana	semana	saptamană	N;FEM;SG	N;DEF;FEM;SG
semana	săptămâna	semana	săptămână	N;FEM;SG	N;DEF;FEM;SG
semana	săptămînă	semana	săptămînă	N;FEM;SG	N;INDF;FEM;SG
semana	săptămîna	semana	săptămână	N;FEM;SG	N;DEF;FEM;SG
pesquisa	căutare	pesquisa	căutare	N;FEM;SG	N;INDF;FEM;SG
pesquisa	cautare	pesquisa	cautare	N;FEM;SG	N;INDF;FEM;SG
pesquisa	cercetare	pesquisa	cercetare	N;FEM;SG	N;INDF;FEM;SG
pesquisa	cercetarea	pesquisa	cercetare	N;FEM;SG	N;DEF;FEM;SG
excentricidade	excentricitate	excentricidade	excentricitate	N;FEM;SG	N;INDF;FEM;SG
teoria	teorie	teoria	teorie	N;FEM;SG	N;INDF;FEM;SG
teoria	teoria	teoria	teorie	N;FEM;SG	N;DEF;FEM;SG
méxico	mexicul	méxico	mexic	N;MASC;SG	N;DEF;MASC;SG
méxico	mexico	méxico	mexico	N;MASC;SG	N;INDF;MASC;SG
méxico	mexic	méxico	mexic	N;MASC;SG	N;INDF;MASC;SG
locais	localnicii	local	localnic	N;MASC;PL	N;DEF;MASC;PL
locais	localnicilor	local	localnic	N;MASC;PL	N;DEF;MASC;PL
locais	locatii	local	locat	N;MASC;PL	N;INDF;FEM;PL
locais	locații	local	locație	N;MASC;PL	N;INDF;FEM;PL
locais	localuri	local	local	N;MASC;PL	N;INDF;FEM;PL
locais	locuri	local	loc	N;MASC;PL	N;INDF;FEM;PL
bloqueio	blocadă	bloqueio	blocadă	N;MASC;SG	N;INDF;FEM;SG
bloqueio	blocada	bloqueio	blocadă	N;MASC;SG	N;DEF;FEM;SG
bloqueio	blocarea	bloqueio	blocare	N;MASC;SG	N;DEF;FEM;SG
bloqueio	bloc	bloqueio	bloc	N;MASC;SG	N;INDF;MASC;SG
bloqueio	block	bloqueio	block	N;MASC;SG	N;INDF;MASC;SG
oliveira	olive	oliveira	oliv	N;MASC;SG	N;INDF;MASC;SG
oliveira	oliveira	oliveira	oliveira	N;MASC;SG	N;DEF;FEM;SG
black	black	black	black	N;MASC;SG	N;INDF;MASC;SG
top	top	top	top	N;MASC;SG	N;INDF;MASC;SG
top	topul	top	top	N;MASC;SG	N;DEF;MASC;SG
madeira	lemn	madeira	lemn	N;FEM;SG	N;INDF;MASC;SG
madeira	lemnul	madeira	lemn	N;FEM;SG	N;DEF;MASC;SG
madeira	madeira	madeira	madeiră	N;FEM;SG	N;DEF;FEM;SG
medalha	medalia	medalha	medalie	N;FEM;SG	N;DEF;FEM;SG
medalha	medalie	medalha	medalie	N;FEM;SG	N;INDF;FEM;SG
paulista	paulista	paulista	paulista	N;MASC;SG	N;DEF;FEM;SG
solo	solo	solo	solo	N;MASC;SG	N;INDF;MASC;SG
solo	solul	solo	sol	N;MASC;SG	N;DEF;MASC;SG
solo	sol	solo	sol	N;MASC;SG	N;INDF;MASC;SG
trabalhos	joburi	trabalho	job	N;MASC;PL	N;INDF;FEM;PL
trabalhos	lucrări	trabalho	lucrare	N;MASC;PL	N;INDF;FEM;PL
trabalhos	lucrari	trabalho	lucrar	N;MASC;PL	N;INDF;FEM;PL
músicas	cantece	música	cantec	N;FEM;PL	N;INDF;FEM;PL
músicas	cântece	música	cântec	N;FEM;PL	N;INDF;FEM;PL
músicas	melodii	música	melodie	N;FEM;PL	N;INDF;FEM;PL
passa	trece	passar	trece	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
passa	trece	passar	trece	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mulheres	femele	mulher	femelă	N;FEM;PL	N;INDF;FEM;PL
mulheres	femelele	mulher	femelă	N;FEM;PL	N;DEF;FEM;PL
mulheres	femeile	mulher	femeie	N;FEM;PL	N;DEF;FEM;PL
mulheres	femei	mulher	femeie	N;FEM;PL	N;INDF;FEM;PL
mulheres	femeilor	mulher	femeie	N;FEM;PL	N;DEF;FEM;PL
questão	problemă	questão	problemă	N;FEM;SG	N;INDF;FEM;SG
questão	întrebare	questão	întrebare	N;FEM;SG	N;INDF;FEM;SG
questão	întrebarea	questão	întrebare	N;FEM;SG	N;DEF;FEM;SG
questão	intrebare	questão	intrebare	N;FEM;SG	N;INDF;FEM;SG
globo	globo	globo	globo	N;MASC;SG	N;INDF;MASC;SG
globo	glob	globo	glob	N;MASC;SG	N;INDF;MASC;SG
globo	globe	globo	globă	N;MASC;SG	N;INDF;MASC;SG
globo	globul	globo	glob	N;MASC;SG	N;DEF;MASC;SG
campos	domenii	campo	domeniu	N;MASC;PL	N;INDF;FEM;PL
campos	câmpuri	campo	câmp	N;MASC;PL	N;INDF;FEM;PL
campos	câmpurile	campo	câmp	N;MASC;PL	N;DEF;FEM;PL
esposa	sotie	esposo	sotie	N;FEM;SG	N;INDF;FEM;SG
esposa	soția	esposo	soție	N;FEM;SG	N;DEF;FEM;SG
esposa	soţia	esposo	soţia	N;FEM;SG	N;DEF;FEM;SG
esposa	soție	esposo	soție	N;FEM;SG	N;INDF;FEM;SG
esposa	nevasta	esposo	nevastă	N;FEM;SG	N;DEF;FEM;SG
demais	prea	demais	prea	ADV	ADV
cultural	cultural	cultural	cultural	ADJ;MASC;SG	ADJ;INDF;MASC;SG
cultural	culturală	cultural	cultural	ADJ;MASC;SG	ADJ;INDF;FEM;SG
alguém	oricine	alguém	oricine	PRO;MASC;SG	PRO;SG;3
alguém	cineva	alguém	cineva	PRO;MASC;SG	PRO;SG;3
alguém	cineva	alguém	cineva	PRO;MASC;SG	PRO;SG;3
objetivo	obiectiv	objetivo	obiectiv	N;MASC;SG	N;INDF;MASC;SG
objetivo	obiectivul	objetivo	obiectiv	N;MASC;SG	N;DEF;MASC;SG
objetivo	gol	objetivo	gol	N;MASC;SG	N;INDF;MASC;SG
objetivo	obiectiv	objetivo	obiectiv	N;MASC;SG	N;INDF;MASC;SG
objetivo	scopul	objetivo	scop	N;MASC;SG	N;DEF;MASC;SG
objetivo	scopul	objetivo	scop	N;MASC;SG	N;DEF;MASC;SG
objetivo	scop	objetivo	scop	N;MASC;SG	N;INDF;MASC;SG
destaque	reflector	destaque	reflector	N;MASC;SG	N;INDF;MASC;SG
partes	părți	parte	parte	N;FEM;PL	N;INDF;FEM;PL
partes	piese	parte	piesă	N;FEM;PL	N;INDF;FEM;PL
partes	părţi	parte	pară	N;FEM;PL	N;INDF;FEM;PL
pessoal	personalul	pessoal	personal	N;MASC;SG	N;DEF;MASC;SG
pessoal	personalul	pessoal	personal	N;MASC;SG	N;DEF;MASC;SG
pessoal	staff	pessoal	staff	N;MASC;SG	N;INDF;MASC;SG
sub	submarin	sub	submarin	N;MASC;SG	N;INDF;MASC;SG
técnico	tehnică	técnico	tehnică	N;MASC;SG	N;INDF;FEM;SG
técnico	tehnician	técnico	tehnician	N;MASC;SG	N;INDF;MASC;SG
técnico	tehnicianul	técnico	tehnician	N;MASC;SG	N;DEF;MASC;SG
club	club	club	club	N;MASC;SG	N;INDF;MASC;SG
club	clubul	club	club	N;MASC;SG	N;DEF;MASC;SG
pequena	mic	pequeno	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
pequena	mică	pequeno	mic	ADJ;FEM;SG	ADJ;INDF;FEM;SG
pequena	mic	pequeno	mic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
direitos	drepturile	direito	drept	N;MASC;PL	N;DEF;FEM;PL
direitos	drepturi	direito	drept	N;MASC;PL	N;INDF;FEM;PL
eventos	evenimentele	evento	eveniment	N;MASC;PL	N;DEF;FEM;PL
eventos	evenimente	evento	eveniment	N;MASC;PL	N;INDF;FEM;PL
argentina	argentina	argentino	argentina	N;FEM;SG	N;DEF;FEM;SG
argentina	argentinian	argentino	argentinian	N;FEM;SG	N;INDF;MASC;SG
argentina	argentina	argentino	argentina	N;FEM;SG	N;DEF;FEM;SG
argentina	argentinian	argentino	argentinian	N;FEM;SG	N;INDF;MASC;SG
esses	aceste	esse	acest	DET;MASC;PL	DET;FEM;PL;3
esses	aceia	esse	acela	DET;MASC;PL	DET;MASC;PL;3
editor	editor	editor	editor	N;MASC;SG	N;INDF;MASC;SG
editor	editura	editor	editură	N;MASC;SG	N;DEF;FEM;SG
editor	editorul	editor	editor	N;MASC;SG	N;DEF;MASC;SG
editor	redactor	editor	redactor	N;MASC;SG	N;INDF;MASC;SG
editor	editor	editor	editor	N;MASC;SG	N;INDF;MASC;SG
usar	folosind	usar	folosi	V;NFIN	V;V.MSDR
usar	utilizând	usar	utiliza	V;NFIN	V;V.MSDR
usar	utilizează	usar	utiliza	V;NFIN	V;IND;3;PRS;FIN
usar	folosește	usar	folosi	V;NFIN	V;IND;SG;3;PRS;FIN
áfrica	africa	áfrico	africa	N;FEM;SG	N;DEF;FEM;SG
chefe	sef	chefe	sef	N;MASC;SG	N;INDF;MASC;SG
chefe	șef	chefe	șef	N;MASC;SG	N;INDF;MASC;SG
chefe	boss	chefe	boss	N;MASC;SG	N;INDF;MASC;SG
flora	flora	flora	flor	N;FEM;SG	N;DEF;FEM;SG
set	set	set	set	N;MASC;SG	N;INDF;MASC;SG
palácio	palatul	palácio	palat	N;MASC;SG	N;DEF;MASC;SG
palácio	palat	palácio	palat	N;MASC;SG	N;INDF;MASC;SG
palácio	palace	palácio	palac	N;MASC;SG	N;INDF;MASC;SG
qualidade	calitate	qualidade	calitate	N;FEM;SG	N;INDF;FEM;SG
qualidade	calitatea	qualidade	calitate	N;FEM;SG	N;DEF;FEM;SG
referências	referințe	referência	referință	N;FEM;PL	N;INDF;FEM;PL
referências	trimiteri	referência	trimitere	N;FEM;PL	N;INDF;FEM;PL
regras	regulile	regra	regulă	N;FEM;PL	N;DEF;FEM;PL
regras	reguli	regra	regulă	N;FEM;PL	N;INDF;FEM;PL
regras	norme	regra	normă	N;FEM;PL	N;INDF;FEM;PL
metal	metalul	metal	metal	N;MASC;SG	N;DEF;MASC;SG
metal	metal	metal	metal	N;MASC;SG	N;INDF;MASC;SG
orbital	orbital	orbital	orbital	N;MASC;SG	N;INDF;MASC;SG
regiões	regiuni	região	regiune	N;FEM;PL	N;INDF;FEM;PL
regiões	regiunilor	região	regiune	N;FEM;PL	N;DEF;FEM;PL
regiões	regiunile	região	regiune	N;FEM;PL	N;DEF;FEM;PL
proposta	propunere	proposta	propunere	N;FEM;SG	N;INDF;FEM;SG
proposta	propunerea	proposta	propunere	N;FEM;SG	N;DEF;FEM;SG
proposta	propunere	proposta	propunere	N;FEM;SG	N;INDF;FEM;SG
dizer	spune	dizer	spune	V;NFIN	V;IND;SG;3;PRS;FIN
mercado	bazar	mercado	bazar	N;MASC;SG	N;INDF;MASC;SG
mercado	piață	mercado	piață	N;MASC;SG	N;INDF;FEM;SG
mercado	piața	mercado	piață	N;MASC;SG	N;DEF;FEM;SG
mercado	piaţă	mercado	piaţă	N;MASC;SG	N;INDF;FEM;SG
mercado	piaţa	mercado	piagă	N;MASC;SG	N;DEF;FEM;SG
mercado	piata	mercado	piată	N;MASC;SG	N;DEF;FEM;SG
mercado	market	mercado	market	N;MASC;SG	N;INDF;MASC;SG
aparece	apare	aparecer	apărea	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
referência	referință	referência	referință	N;FEM;SG	N;INDF;FEM;SG
referência	referința	referência	referință	N;FEM;SG	N;DEF;FEM;SG
referência	trimitere	referência	trimitere	N;FEM;SG	N;INDF;FEM;SG
ocupação	ocupare	ocupação	ocupare	N;FEM;SG	N;INDF;FEM;SG
ocupação	ocupaţie	ocupação	ocupaţie	N;FEM;SG	N;INDF;FEM;SG
ocupação	ocupatie	ocupação	ocupatie	N;FEM;SG	N;INDF;FEM;SG
voz	glas	voz	glas	N;FEM;SG	N;INDF;MASC;SG
voz	voice	voz	voic	N;FEM;SG	N;INDF;MASC;SG
voz	voce	voz	voce	N;FEM;SG	N;INDF;FEM;SG
voz	vocea	voz	voce	N;FEM;SG	N;DEF;FEM;SG
títulos	titluri	título	titlu	N;MASC;PL	N;INDF;FEM;PL
títulos	titlurile	título	titlu	N;MASC;PL	N;DEF;FEM;PL
canções	cantece	canção	cantec	N;FEM;PL	N;INDF;FEM;PL
canções	cântece	canção	cântec	N;FEM;PL	N;INDF;FEM;PL
canções	melodii	canção	melodie	N;FEM;PL	N;INDF;FEM;PL
bateria	baterie	bateria	baterie	N;FEM;SG	N;INDF;FEM;SG
bateria	bateria	bateria	baterie	N;FEM;SG	N;DEF;FEM;SG
empresas	societăți	empresa	societate	N;FEM;PL	N;INDF;FEM;PL
empresas	companii	empresa	companie	N;FEM;PL	N;INDF;FEM;PL
empresas	companiile	empresa	companie	N;FEM;PL	N;DEF;FEM;PL
empresas	întreprinderile	empresa	întreprindere	N;FEM;PL	N;DEF;FEM;PL
empresas	intreprinderi	empresa	intreprindere	N;FEM;PL	N;INDF;FEM;PL
empresas	întreprinderi	empresa	întreprindere	N;FEM;PL	N;INDF;FEM;PL
records	records	record	records	N;MASC;SG	N;INDF;MASC;SG
letras	scrisori	letra	scrisoare	N;FEM;PL	N;INDF;FEM;PL
letras	litere	letra	literă	N;FEM;PL	N;INDF;FEM;PL
letras	versuri	letra	vers	N;FEM;PL	N;INDF;FEM;PL
letras	versurile	letra	vers	N;FEM;PL	N;DEF;FEM;PL
feminino	feminin	feminino	feminin	ADJ;MASC;SG	ADJ;INDF;MASC;SG
feminino	feminina	feminino	feminină	ADJ;MASC;SG	ADJ;DEF;FEM;SG
feminino	feminină	feminino	feminin	ADJ;MASC;SG	ADJ;INDF;FEM;SG
feminino	feminin	feminino	feminin	ADJ;MASC;SG	ADJ;INDF;MASC;SG
padrão	tipar	padrão	tipar	N;MASC;SG	N;INDF;MASC;SG
padrão	standardul	padrão	standard	N;MASC;SG	N;DEF;MASC;SG
dez	zece	dez	zece	NUM	NUM;PL
resultados	rezultate	resultado	rezultat	N;MASC;PL	N;INDF;FEM;PL
resultados	rezultatele	resultado	rezultat	N;MASC;PL	N;DEF;FEM;PL
responsável	responsabil	responsável	responsabil	ADJ;MASC;SG	ADJ;INDF;MASC;SG
responsável	răspunzător	responsável	răspunzător	ADJ;MASC;SG	ADJ;INDF;MASC;SG
responsável	responsabilă	responsável	responsabil	ADJ;MASC;SG	ADJ;INDF;FEM;SG
usuários	utilizatorilor	usuário	utilizator	N;MASC;PL	N;DEF;MASC;PL
usuários	utilizatori	usuário	utilizator	N;MASC;PL	N;INDF;MASC;PL
usuários	utilizatorii	usuário	utilizator	N;MASC;PL	N;DEF;MASC;PL
defesa	apărarea	defesa	apărare	N;FEM;SG	N;DEF;FEM;SG
defesa	apărare	defesa	apărare	N;FEM;SG	N;INDF;FEM;SG
defesa	aparare	defesa	aparare	N;FEM;SG	N;INDF;FEM;SG
defesa	apararea	defesa	aparare	N;FEM;SG	N;DEF;FEM;SG
defesa	apărarea	defesa	apărare	N;FEM;SG	N;DEF;FEM;SG
defesa	apărare	defesa	apărare	N;FEM;SG	N;INDF;FEM;SG
defesa	aparare	defesa	aparare	N;FEM;SG	N;INDF;FEM;SG
episódios	episoadele	episódio	episod	N;MASC;PL	N;DEF;FEM;PL
episódios	episoade	episódio	episod	N;MASC;PL	N;INDF;FEM;PL
bar	barul	bar	bar	N;MASC;SG	N;DEF;MASC;SG
bar	bar	bar	bar	N;MASC;SG	N;INDF;MASC;SG
líder	lider	líder	lider	N;MASC;SG	N;INDF;MASC;SG
líder	conducător	líder	conducător	N;MASC;SG	N;INDF;MASC;SG
líder	leader	líder	leader	N;MASC;SG	N;INDF;MASC;SG
líder	liderul	líder	lider	N;MASC;SG	N;DEF;MASC;SG
ilhas	insulele	ilha	insulă	N;FEM;PL	N;DEF;FEM;PL
ilhas	insule	ilha	insulă	N;FEM;PL	N;INDF;FEM;PL
minutos	minutele	minuto	minut	N;MASC;PL	N;DEF;FEM;PL
minutos	minute	minuto	minut	N;MASC;PL	N;INDF;FEM;PL
administração	administrația	administração	administrație	N;FEM;SG	N;DEF;FEM;SG
administração	administrarea	administração	administrare	N;FEM;SG	N;DEF;FEM;SG
administração	administrare	administração	administrare	N;FEM;SG	N;INDF;FEM;SG
administração	administrație	administração	administrație	N;FEM;SG	N;INDF;FEM;SG
pequeno	mic	pequeno	mic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
pequeno	mică	pequeno	mic	ADJ;MASC;SG	ADJ;INDF;FEM;SG
pequeno	mic	pequeno	mic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
campanha	campanie	campanha	campanie	N;FEM;SG	N;INDF;FEM;SG
campanha	campaniei	campanha	campanie	N;FEM;SG	N;DEF;FEM;SG
campanha	campania	campanha	campanie	N;FEM;SG	N;DEF;FEM;SG
atividades	activitati	atividade	activitati	N;FEM;PL	N;INDF;FEM;PL
atividades	activitățile	atividade	activitate	N;FEM;PL	N;DEF;FEM;PL
atividades	activități	atividade	activitate	N;FEM;PL	N;INDF;FEM;PL
red	rosu	red	rosu	N;MASC;SG	N;INDF;MASC;SG
red	roşu	red	roşu	N;MASC;SG	N;INDF;MASC;SG
red	red	red	red	N;MASC;SG	N;INDF;MASC;SG
red	roșu	red	roșu	N;MASC;SG	N;INDF;MASC;SG
prefeito	prefect	prefeito	prefect	N;MASC;SG	N;INDF;MASC;SG
prefeito	prefectul	prefeito	prefect	N;MASC;SG	N;DEF;MASC;SG
prefeito	primarul	prefeito	primar	N;MASC;SG	N;DEF;MASC;SG
prefeito	primar	prefeito	primar	N;MASC;SG	N;INDF;MASC;SG
duque	ducele	duque	duce	N;MASC;SG	N;DEF;MASC;SG
escrita	scris	escrita	scris	N;FEM;SG	N;INDF;MASC;SG
escrita	scrierea	escrita	scriere	N;FEM;SG	N;DEF;FEM;SG
escrita	scriere	escrita	scriere	N;FEM;SG	N;INDF;FEM;SG
gravadora	etichetă	gravadora	etichetă	N;FEM;SG	N;INDF;FEM;SG
gravadora	eticheta	gravadora	etichetă	N;FEM;SG	N;DEF;FEM;SG
material	materialul	material	material	N;MASC;SG	N;DEF;MASC;SG
material	material	material	material	N;MASC;SG	N;INDF;MASC;SG
imagens	imagini	imagem	imagine	N;FEM;PL	N;INDF;FEM;PL
imagens	imaginile	imagem	imagine	N;FEM;PL	N;DEF;FEM;PL
imagens	imagini	imagem	imagine	N;FEM;PL	N;INDF;FEM;PL
imagens	poze	imagem	poză	N;FEM;PL	N;INDF;FEM;PL
segurança	securitate	segurança	securitate	N;FEM;SG	N;INDF;FEM;SG
segurança	securitatea	segurança	securitate	N;FEM;SG	N;DEF;FEM;SG
segurança	pază	segurança	pază	N;FEM;SG	N;INDF;FEM;SG
segurança	paza	segurança	pază	N;FEM;SG	N;DEF;FEM;SG
segurança	siguranță	segurança	siguranță	N;FEM;SG	N;INDF;FEM;SG
segurança	siguranța	segurança	siguranță	N;FEM;SG	N;DEF;FEM;SG
segurança	siguranta	segurança	sigurantă	N;FEM;SG	N;DEF;FEM;SG
situação	situatie	situação	situatie	N;FEM;SG	N;INDF;FEM;SG
situação	situația	situação	situație	N;FEM;SG	N;DEF;FEM;SG
situação	situaţia	situação	situaţia	N;FEM;SG	N;DEF;FEM;SG
situação	situație	situação	situație	N;FEM;SG	N;INDF;FEM;SG
presença	prezență	presença	prezență	N;FEM;SG	N;INDF;FEM;SG
presença	prezenţa	presença	prezenha	N;FEM;SG	N;DEF;FEM;SG
presença	prezența	presença	prezență	N;FEM;SG	N;DEF;FEM;SG
maneira	way	maneira	way	N;FEM;SG	N;INDF;MASC;SG
equipes	echipele	equipe	echipă	N;FEM;PL	N;DEF;FEM;PL
equipes	echipe	equipe	echipă	N;FEM;PL	N;INDF;FEM;PL
jogadores	jucători	jogador	jucător	N;MASC;PL	N;INDF;MASC;PL
jogadores	jucatori	jogador	jucator	N;MASC;PL	N;INDF;MASC;PL
jogadores	jucătorii	jogador	jucător	N;MASC;PL	N;DEF;MASC;PL
partida	plecare	partida	plecare	N;FEM;SG	N;INDF;FEM;SG
partida	plecarea	partida	plecare	N;FEM;SG	N;DEF;FEM;SG
artista	artistă	artista	artistă	N;MASC;SG	N;INDF;FEM;SG
artista	artista	artista	artista	N;MASC;SG	N;DEF;FEM;SG
artista	artistul	artista	artist	N;MASC;SG	N;DEF;MASC;SG
artista	artist	artista	artist	N;MASC;SG	N;INDF;MASC;SG
classificação	rating	classificação	ratinge	N;FEM;SG	N;INDF;MASC;SG
classificação	evaluare	classificação	evaluare	N;FEM;SG	N;INDF;FEM;SG
classificação	clasificare	classificação	clasificare	N;FEM;SG	N;INDF;FEM;SG
classificação	clasificarea	classificação	clasificare	N;FEM;SG	N;DEF;FEM;SG
cantor	cântăreață	cantor	cântăreață	N;MASC;SG	N;INDF;FEM;SG
cantor	singer	cantor	singer	N;MASC;SG	N;INDF;MASC;SG
cantor	cântăreț	cantor	cântăreț	N;MASC;SG	N;INDF;MASC;SG
cantor	cantor	cantor	cantor	N;MASC;SG	N;INDF;MASC;SG
essas	acestea	esse	acesta	PRO;FEM;PL	PRO;FEM;PL;3
essas	astea	esse	acesta	PRO;FEM;PL	PRO;FEM;PL;3
essas	acelea	esse	acela	PRO;FEM;PL	PRO;FEM;PL;3
essas	alea	esse	acela	PRO;FEM;PL	PRO;FEM;PL;3
global	global	global	global	ADJ;MASC;SG	ADJ;INDF;MASC;SG
global	globală	global	global	ADJ;MASC;SG	ADJ;INDF;FEM;SG
eliminação	eliminare	eliminação	eliminare	N;FEM;SG	N;INDF;FEM;SG
eliminação	eliminarea	eliminação	eliminare	N;FEM;SG	N;DEF;FEM;SG
eliminação	eliminare	eliminação	eliminare	N;FEM;SG	N;INDF;FEM;SG
eliminação	eliminarea	eliminação	eliminare	N;FEM;SG	N;DEF;FEM;SG
eliminação	ștergere	eliminação	ștergere	N;FEM;SG	N;INDF;FEM;SG
ataque	atac	ataque	atac	N;MASC;SG	N;INDF;MASC;SG
papa	papă	papa	papă	N;MASC;SG	N;INDF;MASC;SG
missão	misiunea	missão	misiune	N;FEM;SG	N;DEF;FEM;SG
missão	misiune	missão	misiune	N;FEM;SG	N;INDF;FEM;SG
elementos	controale	elemento	control	N;MASC;PL	N;INDF;FEM;PL
elementos	elemente	elemento	element	N;MASC;PL	N;INDF;FEM;PL
raio	raza	raio	rază	N;MASC;SG	N;DEF;FEM;SG
raio	rază	raio	rază	N;MASC;SG	N;INDF;FEM;SG
termos	termenii	termos	termen	N;MASC;PL	N;DEF;MASC;PL
termos	termeni	termos	termen	N;MASC;PL	N;INDF;MASC;PL
palavra	cuvînt	palavra	cuvînt	N;FEM;SG	N;INDF;MASC;SG
palavra	word	palavra	word	N;FEM;SG	N;INDF;MASC;SG
palavra	cuvant	palavra	cuvant	N;FEM;SG	N;INDF;MASC;SG
palavra	cuvânt	palavra	cuvânt	N;FEM;SG	N;INDF;MASC;SG
artes	arte	arte	artă	N;FEM;PL	N;INDF;FEM;PL
