comparte	distribuie	compartir	distribui	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
censura	cenzura	censura	cenzură	N;FEM;SG	N;DEF;FEM;SG
rebelde	rebel	rebelde	rebel	ADJ;SG	ADJ;INDF;MASC;SG
rebelde	rebela	rebelde	rebela	ADJ;SG	ADJ;DEF;FEM;SG
rebelde	rebela	rebelde	rebela	ADJ;SG	ADJ;DEF;FEM;SG
roll	rola	roll	rola	N;MASC;SG	N;DEF;FEM;SG
roll	roll	roll	roll	N;MASC;SG	N;INDF;MASC;SG
marítima	maritima	marítimo	maritim	ADJ;FEM;SG	ADJ;DEF;FEM;SG
marítima	maritim	marítimo	maritim	ADJ;FEM;SG	ADJ;INDF;MASC;SG
liberado	lansat	liberado	lansat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
liberado	eliberat	liberado	elibera	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
gerente	manager	gerente	manager	N;SG	N;INDF;MASC;SG
gerente	managerul	gerente	manager	N;SG	N;DEF;MASC;SG
encuesta	sondaj	encuesta	sondaj	N;FEM;SG	N;INDF;MASC;SG
encuesta	sondajul	encuesta	sondaj	N;FEM;SG	N;DEF;MASC;SG
encuesta	sondaj	encuesta	sondaj	N;FEM;SG	N;INDF;MASC;SG
pokémon	pokémon	pokémon	pokémon	N;MASC	N;INDF;MASC;SG
efectivamente	efectiv	efectivamente	efectiv	ADV	ADV
efectivamente	intradevar	efectivamente	intradevar	ADV	ADV
virreinato	viceregatul	virreinato	viceregat	N;MASC;SG	N;DEF;MASC;SG
seca	uscat	seco	uscat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
seca	uscat	seco	uscat	ADJ;FEM;SG	ADJ;INDF;MASC;SG
asume	presupune	asumir	presupune	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dieta	dieta	dieta	dietă	N;FEM;SG	N;DEF;FEM;SG
dieta	dieta	dieta	dietă	N;FEM;SG	N;DEF;FEM;SG
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	discutii	discusión	discut	N;FEM;PL	N;INDF;FEM;PL
discusiones	argumentele	discusión	argument	N;FEM;PL	N;DEF;FEM;PL
discusiones	certuri	discusión	cert	N;FEM;PL	N;INDF;FEM;PL
discusiones	argumente	discusión	argument	N;FEM;PL	N;INDF;FEM;PL
panorama	panorama	panorama	panoramă	N;MASC;SG	N;DEF;FEM;SG
panorama	panorama	panorama	panoramă	N;MASC;SG	N;DEF;FEM;SG
rin	rin	rin	rin	N;MASC;SG	N;INDF;MASC;SG
rin	rin	rin	rin	N;MASC;SG	N;INDF;MASC;SG
animada	animat	animado	anima	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
intensa	intensa	intenso	intensa	ADJ;FEM;SG	ADJ;DEF;FEM;SG
intensa	intensa	intenso	intensa	ADJ;FEM;SG	ADJ;DEF;FEM;SG
duelo	duel	duelo	duel	N;MASC;SG	N;INDF;MASC;SG
duelo	duelul	duelo	duel	N;MASC;SG	N;DEF;MASC;SG
duelo	indurerata	duelo	indurerat	N;MASC;SG	N;DEF;FEM;SG
duelo	doliu	duelo	doliu	N;MASC;SG	N;INDF;MASC;SG
duelo	doliu	duelo	doliu	N;MASC;SG	N;INDF;MASC;SG
legend	legenda	legend	legendă	N	N;DEF;FEM;SG
legend	legenda	legend	legendă	N	N;DEF;FEM;SG
acústica	acustic	acústicar	acustic	ADJ;FEM;SG	ADJ;INDF;MASC;SG
innovación	inovare	innovación	inovare	N;FEM;SG	N;INDF;FEM;SG
innovación	inovarea	innovación	inovare	N;FEM;SG	N;DEF;FEM;SG
hueso	os	hueso	os	N;MASC;SG	N;INDF;MASC;SG
hueso	osul	hueso	os	N;MASC;SG	N;DEF;MASC;SG
administrativas	administrative	administrativo	administrativ	ADJ;FEM;PL	ADJ;INDF;FEM;PL
rincón	coltul	rincón	colt	N;MASC;SG	N;DEF;MASC;SG
rincón	corner	rincón	corner	N;MASC;SG	N;INDF;MASC;SG
rincón	colt	rincón	colt	N;MASC;SG	N;INDF;MASC;SG
rincón	colt	rincón	colt	N;MASC;SG	N;INDF;MASC;SG
ordenador	calculator	ordenador	calculator	N;MASC;SG	N;INDF;MASC;SG
ordenador	computer	ordenador	computer	N;MASC;SG	N;INDF;MASC;SG
ordenador	calculatorul	ordenador	calculator	N;MASC;SG	N;DEF;MASC;SG
baño	toaleta	baño	toaletă	N;MASC;SG	N;DEF;FEM;SG
baño	toaleta	baño	toaletă	N;MASC;SG	N;DEF;FEM;SG
baño	wc	baño	wc	N;MASC;SG	N;INDF;MASC;SG
baño	baia	baño	baie	N;MASC;SG	N;DEF;FEM;SG
baño	baie	baño	baie	N;MASC;SG	N;INDF;FEM;SG
baño	baie	baño	baie	N;MASC;SG	N;INDF;FEM;SG
baño	bath	baño	bath	N;MASC;SG	N;INDF;MASC;SG
seguros	asigurari	seguro	asigurar	N;MASC;PL	N;INDF;MASC;PL
seguros	asigurari	seguro	asigurar	N;MASC;PL	N;INDF;MASC;PL
correr	ruleaza	correr	rulează	V;NFIN	V;IND;SG;3;IPFV;FIN
correr	ruleaza	correr	rulează	V;NFIN	V;IND;SG;3;IPFV;FIN
hms	hms	hms	hms	N;MASC;SG	N;INDF;MASC;SG
telecomunicaciones	telecomunicatii	telecomunicación	telecomunicat	N;FEM;PL	N;INDF;FEM;PL
telecomunicaciones	telecomunicatii	telecomunicación	telecomunicat	N;FEM;PL	N;INDF;FEM;PL
examen	recenzie	examen	recenzie	N;MASC;SG	N;INDF;FEM;SG
examen	revizuirea	examen	revizuire	N;MASC;SG	N;DEF;FEM;SG
examen	revizuire	examen	revizuire	N;MASC;SG	N;INDF;FEM;SG
examen	examinarea	examen	examinare	N;MASC;SG	N;DEF;FEM;SG
examen	examinare	examen	examinare	N;MASC;SG	N;INDF;FEM;SG
examen	examen	examen	examen	N;MASC;SG	N;INDF;MASC;SG
examen	examenul	examen	examen	N;MASC;SG	N;DEF;MASC;SG
depósitos	depozite	depósito	depozit	N;MASC;PL	N;INDF;FEM;PL
depósitos	rezervoare	depósito	rezervor	N;MASC;PL	N;INDF;FEM;PL
depósitos	depozite	depósito	depozit	N;MASC;PL	N;INDF;FEM;PL
depósitos	depuneri	depósito	depunere	N;MASC;PL	N;INDF;FEM;PL
ocasionalmente	ocazional	ocasionalmente	ocazional	ADV	ADV
ocasionalmente	ocazional	ocasionalmente	ocazional	ADV	ADV
invitada	invitat	invitada	invita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
invitada	invitat	invitada	invita	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
rap	rap	rap	rap	N;MASC;SG	N;INDF;MASC;SG
asistir	asist	asistir	asista	V;NFIN	V;IND;SG;1;PRS;FIN
turistas	turistii	turista	turist	N;PL	N;DEF;MASC;PL
turistas	turisti	turista	turisti	N;PL	N;INDF;MASC;PL
imdb	imdb	imdb	imdb	N;FEM;SG	N;INDF;MASC;SG
autobús	bus	autobús	bus	N;MASC;SG	N;INDF;MASC;SG
autobús	autocar	autobús	autocar	N;MASC;SG	N;INDF;MASC;SG
autobús	autobuz	autobús	autobuz	N;MASC;SG	N;INDF;MASC;SG
autobús	autobuzul	autobús	autobuz	N;MASC;SG	N;DEF;MASC;SG
confusión	confuzia	confusión	confuzie	N;FEM;SG	N;DEF;FEM;SG
confusión	confuzie	confusión	confuzie	N;FEM;SG	N;INDF;FEM;SG
lituania	lituaniana	lituania	lituaniană	N;FEM;SG	N;DEF;FEM;SG
tendencias	tendintele	tendencia	tendinte	N;FEM;PL	N;DEF;FEM;PL
secretos	secretele	secreto	secret	N;MASC;PL	N;DEF;FEM;PL
secretos	secrete	secreto	secret	N;MASC;PL	N;INDF;FEM;PL
secretos	secrete	secreto	secret	N;MASC;PL	N;INDF;FEM;PL
probabilidad	probabilitate	probabilidad	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilidad	probabilitate	probabilidad	probabilitate	N;FEM;SG	N;INDF;FEM;SG
probabilidad	probabilitatea	probabilidad	probabilitate	N;FEM;SG	N;DEF;FEM;SG
exhibición	expozitie	exhibición	expozitie	N;FEM;SG	N;INDF;FEM;SG
exhibición	expozitia	exhibición	expozitie	N;FEM;SG	N;DEF;FEM;SG
exhibición	expozitie	exhibición	expozitie	N;FEM;SG	N;INDF;FEM;SG
exhibición	expozitie	exhibición	expozitie	N;FEM;SG	N;INDF;FEM;SG
amistoso	prietenoasa	amistoso	prietenos	ADJ;MASC;SG	ADJ;DEF;FEM;SG
amistoso	prietenos	amistoso	prietenos	ADJ;MASC;SG	ADJ;INDF;MASC;SG
amistoso	amiabila	amistoso	amiabil	ADJ;MASC;SG	ADJ;DEF;FEM;SG
convenio	legamant	convenio	legamant	N;MASC;SG	N;INDF;MASC;SG
convenio	conventia	convenio	conventia	N;MASC;SG	N;DEF;FEM;SG
convenio	conventie	convenio	conventie	N;MASC;SG	N;INDF;FEM;SG
elaborado	elaborat	elaborado	elabora	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
elaborado	elaborata	elaborado	elaborat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
elaborado	elaborata	elaborado	elaborat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
entretenimiento	divertisment	entretenimiento	divertisment	N;MASC;SG	N;INDF;MASC;SG
entretenimiento	entertainment	entretenimiento	entertainment	N;MASC;SG	N;INDF;MASC;SG
temprano	timpuriu	temprano	timpuriu	ADV	ADV
temprano	devreme	temprano	devreme	ADV	ADV
euphorbia	euphorbia	euphorbia	euphorbie	N;FEM;SG	N;DEF;FEM;SG
direcciones	directii	dirección	direct	N;FEM;PL	N;INDF;FEM;PL
direcciones	adrese	dirección	adresă	N;FEM;PL	N;INDF;FEM;PL
direcciones	adresele	dirección	adresă	N;FEM;PL	N;DEF;FEM;PL
delitos	infractiuni	delito	infractiune	N;MASC;PL	N;INDF;FEM;PL
delitos	delicte	delito	delict	N;MASC;PL	N;INDF;FEM;PL
delitos	infractiuni	delito	infractiune	N;MASC;PL	N;INDF;FEM;PL
delitos	crime	delito	crimă	N;MASC;PL	N;INDF;FEM;PL
delitos	infractiuni	delito	infractiune	N;MASC;PL	N;INDF;FEM;PL
atletas	sportivii	atleta	sportiv	N;PL	N;DEF;MASC;PL
atletas	sportivi	atleta	sportiv	N;PL	N;INDF;MASC;PL
sonic	sonic	sonic	sonic	N;MASC;SG	N;INDF;MASC;SG
semifinal	semifinala	semifinal	semifinal	N;FEM;SG	N;DEF;FEM;SG
espectro	wraith	espectro	wraith	N;MASC;SG	N;INDF;MASC;SG
espectro	spectra	espectro	spectra	N;MASC;SG	N;DEF;FEM;SG
espectro	spectrul	espectro	spectru	N;MASC;SG	N;DEF;MASC;SG
espectro	spectru	espectro	spectru	N;MASC;SG	N;INDF;MASC;SG
espectro	spectru	espectro	spectru	N;MASC;SG	N;INDF;MASC;SG
espectro	spectrul	espectro	spectru	N;MASC;SG	N;DEF;MASC;SG
serio	serioasa	serio	serios	ADJ;MASC;SG	ADJ;DEF;FEM;SG
serio	serioasa	serio	serios	ADJ;MASC;SG	ADJ;DEF;FEM;SG
conducción	conducand	conducción	conduca	N;FEM;SG	N;INDF;MASC;SG
conducción	conducere	conducción	conducere	N;FEM;SG	N;INDF;FEM;SG
gobernantes	conducatori	gobernante	conducator	N;PL	N;INDF;MASC;PL
gobernantes	conducatorii	gobernante	conducatoriu	N;PL	N;DEF;MASC;PL
capacidades	capacitati	capacidad	capacitati	N;FEM;PL	N;INDF;FEM;PL
capacidades	capacitatile	capacidad	capacitate	N;FEM;PL	N;DEF;FEM;PL
capacidades	capacitati	capacidad	capacitati	N;FEM;PL	N;INDF;FEM;PL
capacidades	capacitatile	capacidad	capacitate	N;FEM;PL	N;DEF;FEM;PL
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
inteligente	inteligent	inteligente	inteligent	ADJ;SG	ADJ;INDF;MASC;SG
introducido	introdusa	introducir	introdus	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
introducido	introdus	introducir	introduce	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ficticio	fictiv	ficticio	fictiv	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ficticio	fictiv	ficticio	fictiv	ADJ;MASC;SG	ADJ;INDF;MASC;SG
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	N;INDF;MASC;SG
concursos	concursuri	concurso	concurs	N;MASC;PL	N;INDF;FEM;PL
concursos	concursuri	concurso	concurs	N;MASC;PL	N;INDF;FEM;PL
cia	cia	cia	cil	N;SG	N
cia	cia	cia	cil	N;SG	N
abundantes	abundente	abundante	abundent	ADJ;PL	ADJ;INDF;FEM;PL
dosis	doze	dosis	doză	N;FEM	N;INDF;FEM;PL
dosis	dozele	dosis	doză	N;FEM	N;DEF;FEM;PL
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
dosis	doza	dosis	doză	N;FEM	N;DEF;FEM;SG
conocía	stia	conocer	sti	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
cubrir	acopera	cubrir	acopera	V;NFIN	V;IND;SG;3;IPFV;FIN
antártida	antarctica	antártida	antarctică	N;FEM;SG	N;DEF;FEM;SG
antártida	antarctica	antártida	antarctică	N;FEM;SG	N;DEF;FEM;SG
citas	citate	cita	citat	N;FEM;PL	N;INDF;FEM;PL
citas	numiri	cita	numire	N;FEM;PL	N;INDF;FEM;PL
citas	intalniri	cita	intalnire	N;FEM;PL	N;INDF;FEM;PL
aprobada	aprobat	aprobado	aproba	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
aprobada	omologat	aprobado	omologat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
aprobada	aprobata	aprobado	aprobat	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
investigar	investiga	investigar	investiga	V;NFIN	V;IND;SG;3;IPFV;FIN
investigar	investigheaza	investigar	investigheaza	V;NFIN	V;IND;SG;3;IPFV;FIN
libreto	libretul	libreto	libret	N;MASC;SG	N;DEF;MASC;SG
decidido	hotarat	decidido	hotarat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
decidido	determinata	decidido	determinat	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
decidido	determinat	decidido	determina	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
falso	fals	falso	fals	ADJ;MASC;SG	ADJ;INDF;MASC;SG
falso	falsa	falso	fals	ADJ;MASC;SG	ADJ;DEF;FEM;SG
falso	falsa	falso	fals	ADJ;MASC;SG	ADJ;DEF;FEM;SG
falso	fals	falso	fals	ADJ;MASC;SG	ADJ;INDF;MASC;SG
falso	falsa	falso	fals	ADJ;MASC;SG	ADJ;DEF;FEM;SG
humedad	umezeala	humedad	umezeală	N;FEM;SG	N;DEF;FEM;SG
humedad	umezeala	humedad	umezeală	N;FEM;SG	N;DEF;FEM;SG
humedad	umiditate	humedad	umiditate	N;FEM;SG	N;INDF;FEM;SG
humedad	umiditatea	humedad	umiditate	N;FEM;SG	N;DEF;FEM;SG
humedad	umiditate	humedad	umiditate	N;FEM;SG	N;INDF;FEM;SG
atracción	atractie	atracción	atractie	N;FEM;SG	N;INDF;FEM;SG
jurídico	juridic	jurídico	juridic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
jurídico	legala	jurídico	legală	ADJ;MASC;SG	ADJ;DEF;FEM;SG
jurídico	legal	jurídico	legal	ADJ;MASC;SG	ADJ;INDF;MASC;SG
tabasco	tabasco	tabasco	tabasco	N;MASC;SG	N;INDF;MASC;SG
formaciones	formatiuni	formación	formatiune	N;FEM;PL	N;INDF;FEM;PL
destruida	distrusa	destruido	distrus	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
destruida	distrus	destruido	distruge	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
destruida	distrusa	destruido	distrus	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
testigo	martorul	testigo	martor	N;MASC;SG	N;DEF;MASC;SG
testigo	martora	testigo	martor	N;MASC;SG	N;DEF;FEM;SG
testigo	martor	testigo	martor	N;MASC;SG	N;INDF;MASC;SG
afluente	afluent	afluente	afluent	N;MASC;SG	N;INDF;MASC;SG
seguida	urmarit	seguido	urmarit	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
seguida	urmat	seguido	urma	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
kilómetro	mila	kilómetro	milă	N;MASC;SG	N;DEF;FEM;SG
kilómetro	kilometru	kilómetro	kilometru	N;MASC;SG	N;INDF;MASC;SG
kilómetro	kilometru	kilómetro	kilometru	N;MASC;SG	N;INDF;MASC;SG
reptiles	reptile	reptil	reptă	N;MASC;PL	N;INDF;FEM;PL
reptiles	reptile	reptil	reptă	N;MASC;PL	N;INDF;FEM;PL
reptiles	reptilele	reptil	reptilă	N;MASC;PL	N;DEF;FEM;PL
logo	logo	logo	logo	N;MASC;SG	N;INDF;MASC;SG
logo	sigla	logo	sigla	N;MASC;SG	N;DEF;FEM;SG
sustancia	substanta	sustancia	substantă	N;FEM;SG	N;DEF;FEM;SG
sustancia	substanta	sustancia	substantă	N;FEM;SG	N;DEF;FEM;SG
holandés	olandezul	holandés	olandez	N;MASC;SG	N;DEF;MASC;SG
holandés	olandeza	holandés	olandeză	N;MASC;SG	N;DEF;FEM;SG
holandés	dutch	holandés	dutch	N;MASC;SG	N;INDF;MASC;SG
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	N;INDF;MASC;SG
nasa	nasa	nasa	nasă	N;FEM;SG	N;DEF;FEM;SG
masiva	masiv	masivo	masiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
masiva	masiva	masivo	masivă	ADJ;FEM;SG	ADJ;DEF;FEM;SG
viendo	privesc	ver	privi	V;V.MSDR	V;IND;PL;3;PRS;FIN
mercurio	mercur	mercurio	mercur	N;MASC;SG	N;INDF;MASC;SG
mercurio	mercurul	mercurio	mercur	N;MASC;SG	N;DEF;MASC;SG
moléculas	molecule	molécula	moleculă	N;FEM;PL	N;INDF;FEM;PL
moléculas	moleculele	molécula	moleculă	N;FEM;PL	N;DEF;FEM;PL
regulación	regulament	regulación	regulament	N;FEM;SG	N;INDF;MASC;SG
regulación	regulamentul	regulación	regulament	N;FEM;SG	N;DEF;MASC;SG
regulación	reglementare	regulación	reglementare	N;FEM;SG	N;INDF;FEM;SG
regulación	reglementarea	regulación	reglementare	N;FEM;SG	N;DEF;FEM;SG
regulación	reglementarea	regulación	reglementare	N;FEM;SG	N;DEF;FEM;SG
regulación	reglementare	regulación	reglementare	N;FEM;SG	N;INDF;FEM;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC;SG
sargento	sarge	sargento	sarge	N;MASC;SG	N;INDF;MASC;SG
sargento	sergent	sargento	sergent	N;MASC;SG	N;INDF;MASC;SG
creencia	credinta	creencia	credintă	N;FEM;SG	N;DEF;FEM;SG
aterrizaje	debarcarea	aterrizaje	debarcare	N;MASC;SG	N;DEF;FEM;SG
aterrizaje	aterizarea	aterrizaje	aterizare	N;MASC;SG	N;DEF;FEM;SG
aterrizaje	debarcare	aterrizaje	debarcare	N;MASC;SG	N;INDF;FEM;SG
aterrizaje	aterizare	aterrizaje	aterizare	N;MASC;SG	N;INDF;FEM;SG
ventajas	beneficiile	ventaja	beneficiu	N;FEM;PL	N;DEF;FEM;PL
ventajas	prestatii	ventaja	prestat	N;FEM;PL	N;INDF;FEM;PL
ventajas	beneficii	ventaja	beneficiu	N;FEM;PL	N;INDF;FEM;PL
ventajas	avantajele	ventaja	avantaj	N;FEM;PL	N;DEF;FEM;PL
ventajas	avantaje	ventaja	avantaj	N;FEM;PL	N;INDF;FEM;PL
arsenal	arsenalul	arsenal	arsenal	N;MASC;SG	N;DEF;MASC;SG
arsenal	arsenal	arsenal	arsenal	N;MASC;SG	N;INDF;MASC;SG
sociología	sociologie	sociología	sociologie	N;FEM;SG	N;INDF;FEM;SG
nigeria	nigerian	nigeria	nigerian	N;FEM;SG	N;INDF;MASC;SG
consola	consola	consola	consola	N;FEM;SG	N;DEF;FEM;SG
consola	consola	consola	consola	N;FEM;SG	N;DEF;FEM;SG
sentimiento	senzatie	sentimiento	senzatie	N;MASC;SG	N;INDF;FEM;SG
sentimiento	sentimentul	sentimiento	sentiment	N;MASC;SG	N;DEF;MASC;SG
sentimiento	sentiment	sentimiento	sentiment	N;MASC;SG	N;INDF;MASC;SG
cargas	acuzatii	carga	acuzat	N;FEM;PL	N;INDF;FEM;PL
cargas	incarcari	carga	incarcar	N;FEM;PL	N;INDF;FEM;PL
trato	afacere	trato	afacere	N;MASC;SG	N;INDF;FEM;SG
suficientes	suficiente	suficiente	suficient	ADJ;PL	ADJ;INDF;FEM;PL
flash	flash	flash	flash	N;MASC;SG	N;INDF;MASC;SG
place	locul	place	loc	N	N;DEF;MASC;SG
place	loc	place	loc	N	N;INDF;MASC;SG
reality	realitate	reality	realitate	N;MASC;SG	N;INDF;FEM;SG
reality	realitatea	reality	realitate	N;MASC;SG	N;DEF;FEM;SG
castillos	castele	castillo	castel	N;MASC;PL	N;INDF;FEM;PL
fuga	evadarea	fuga	evadare	N;FEM;SG	N;DEF;FEM;SG
fuga	evadare	fuga	evadare	N;FEM;SG	N;INDF;FEM;SG
dorada	aurit	dorado	auri	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
dorada	auriu	dorado	auriu	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
dorada	auriu	dorado	auriu	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
abuela	bunica	abuela	bunică	N;FEM;SG	N;DEF;FEM;SG
afueras	imprejurimi	afueras	imprejurime	N;FEM;PL	N;INDF;FEM;PL
experto	expertul	experto	expert	N;MASC;SG	N;DEF;MASC;SG
experto	experta	experto	experta	N;MASC;SG	N;DEF;FEM;SG
experto	expert	experto	expert	N;MASC;SG	N;INDF;MASC;SG
frontal	frontal	frontal	frontal	ADJ;SG	ADJ;INDF;MASC;SG
frontal	frontala	frontal	frontal	ADJ;SG	ADJ;DEF;FEM;SG
considerablemente	considerabil	considerablemente	considerabil	ADV	ADV
borgoña	burgundia	borgoña	burgundie	N;FEM;SG	N;DEF;FEM;SG
borgoña	burgundy	borgoña	burgundy	N;FEM;SG	N;INDF;MASC;SG
huevo	ou	huevo	ou	N;MASC;SG	N;INDF;MASC;SG
huevo	oul	huevo	ou	N;MASC;SG	N;DEF;MASC;SG
tragedia	tragedie	tragedia	tragedie	N;FEM;SG	N;INDF;FEM;SG
tragedia	tragedia	tragedia	tragedie	N;FEM;SG	N;DEF;FEM;SG
lagunas	lipsuri	laguna	lips	N;FEM;PL	N;INDF;FEM;PL
lagunas	lacune	laguna	lacune	N;FEM;PL	N;INDF;FEM;PL
lagunas	lagune	laguna	lagune	N;FEM;PL	N;INDF;FEM;PL
beta	beta	beta	beta	N;FEM;SG	N;INDF;MASC
contaminación	contaminarea	contaminación	contaminare	N;FEM;SG	N;DEF;FEM;SG
contaminación	contaminare	contaminación	contaminare	N;FEM;SG	N;INDF;FEM;SG
contaminación	poluare	contaminación	poluare	N;FEM;SG	N;INDF;FEM;SG
contaminación	poluarea	contaminación	poluare	N;FEM;SG	N;DEF;FEM;SG
azteca	azteca	azteca	azteca	N;SG	N;DEF;FEM;SG
azteca	aztec	azteca	aztec	N;SG	N;INDF;MASC;SG
patrones	tipare	patrón	tipar	N;MASC;PL	N;INDF;FEM;PL
patrones	tiparele	patrón	tipar	N;MASC;PL	N;DEF;FEM;PL
patrones	patronii	patrón	patron	N;MASC;PL	N;DEF;MASC;PL
patrones	patroni	patrón	patron	N;MASC;PL	N;INDF;MASC;PL
patrones	angajatori	patrón	angajator	N;MASC;PL	N;INDF;MASC;PL
patrones	angajatorilor	patrón	angajator	N;MASC;PL	N;DEF;MASC;PL
patrones	angajatorii	patrón	angajator	N;MASC;PL	N;DEF;MASC;PL
boeing	boeing	boeing	boeing	N;MASC;SG	N;INDF;MASC;SG
transmisiones	transmisii	transmisión	transmis	N;FEM;PL	N;INDF;FEM;PL
transmisiones	transmisiuni	transmisión	transmisiune	N;FEM;PL	N;INDF;FEM;PL
aliado	aliat	aliado	aliat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
aliado	aliat	aliado	aliat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ama	iubeste	amar	iubest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ama	iubeste	amar	iubest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
traducciones	traduceri	traducción	traducere	N;FEM;PL	N;INDF;FEM;PL
pulgadas	inchi	pulgado	inchi	N;FEM;PL	N;INDF;MASC
pulgadas	inci	pulgado	inci	N;FEM;PL	N;INDF;MASC
pulgadas	centimetri	pulgado	centimetru	N;FEM;PL	N;INDF;MASC;PL
ladrillo	brick	ladrillo	brick	N;MASC;SG	N;INDF;MASC;SG
ladrillo	caramida	ladrillo	caramidă	N;MASC;SG	N;DEF;FEM;SG
ladrillo	caramida	ladrillo	caramidă	N;MASC;SG	N;DEF;FEM;SG
calvo	chelie	calvo	chelie	N;MASC;SG	N;INDF;FEM;SG
calvo	cheala	calvo	cheală	N;MASC;SG	N;DEF;FEM;SG
calvo	calvo	calvo	calvo	N;MASC;SG	N;INDF;MASC;SG
barbara	barbara	barbar	barbară	N;FEM;SG	N;DEF;FEM;SG
creer	crede	creer	crede	V;NFIN	V;IND;SG;3;PRS;FIN
compartir	distribuie	compartir	distribui	V;NFIN	V;IND;3;PRS;FIN
niñas	fetele	niña	fată	N;FEM;PL	N;DEF;FEM;PL
niñas	fete	niña	fată	N;FEM;PL	N;INDF;FEM;PL
niñas	fetelor	niña	fată	N;FEM;PL	N;DEF;FEM;PL
dependencia	dependenta	dependencia	dependenta	N;FEM;SG	N;DEF;FEM;SG
dependencia	dependenta	dependencia	dependenta	N;FEM;SG	N;DEF;FEM;SG
dependencia	dependenta	dependencia	dependenta	N;FEM;SG	N;DEF;FEM;SG
detective	detectiv	detective	detectiv	N;SG	N;INDF;MASC;SG
probar	dovedeste	probar	dovedest	V;NFIN	V;IND;SG;3;PRS;FIN
probar	incearca	probar	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
probar	incearca	probar	incearca	V;NFIN	V;IND;SG;3;IPFV;FIN
mónica	monica	mónico	monică	N;FEM;SG	N;DEF;FEM;SG
arroyos	fluxuri	arroyo	flux	N;MASC;PL	N;INDF;FEM;PL
