bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
gafas	paharele	gafo	pahar	N	N;DEF;FEM;PL
gafas	ochelarii	gafo	ochelari	N	N;DEF;MASC;PL
gafas	pahare	gafo	pahar	N	N;INDF;FEM;PL
secreto	secret	secreto	secret	N	N;INDF;MASC;SG
secreto	secreta	secreto	secret	N	N;DEF;FEM;SG
secreto	secrete	secreto	secret	N	N;INDF;FEM;PL
secreto	secretul	secreto	secret	N	N;DEF;MASC;SG
pavos	curcani	pavo	curcan	N	N;INDF;MASC;PL
verdadeiros	real	verdadeiro	real	ADJ	ADJ;INDF;MASC;SG
verdadeiros	reale	verdadeiro	real	ADJ	ADJ;INDF;FEM;PL
verdadeiros	reală	verdadeiro	real	ADJ	ADJ;INDF;FEM;SG
verdadeiros	adevarat	verdadeiro	adevarat	ADJ	ADJ;INDF;MASC;SG
similares	asemanator	similar	asemanator	ADJ	ADJ;INDF;MASC;SG
similares	similar	similar	similar	ADJ	ADJ;INDF;MASC;SG
similares	asemănător	similar	asemănător	ADJ	ADJ;INDF;MASC;SG
similares	asemănătoare	similar	asemănător	ADJ	ADJ;INDF;FEM
similares	similară	similar	similar	ADJ	ADJ;INDF;FEM;SG
similares	similare	similar	similar	ADJ	ADJ;INDF;FEM;PL
desafío	provocare	desafío	provocare	N	N;INDF;FEM;SG
desafío	provocarea	desafío	provocare	N	N;DEF;FEM;SG
desafío	sfidare	desafío	sfidare	N	N;INDF;FEM;SG
desafío	sfidarea	desafío	sfidare	N	N;DEF;FEM;SG
desafío	defiance	desafío	defianc	N	N;INDF;MASC;SG
capturar	capturează	capturar	captura	V	V;IND;3;PRS;FIN
profundidade	adâncimea	profundidade	adâncime	N	N;DEF;FEM;SG
profundidade	adâncime	profundidade	adâncime	N	N;INDF;FEM;SG
profundidade	profunzime	profundidade	profunzime	N	N;INDF;FEM;SG
capas	straturi	capa	strat	N	N;INDF;FEM;PL
capas	aur	capa	aur	N	N;INDF;MASC;SG
capas	aurul	capa	aur	N	N;DEF;MASC;SG
utiliza	utilizează	utilizar	utiliza	V	V;IND;3;PRS;FIN
utiliza	folosește	utilizar	folosi	V	V;IND;SG;3;PRS;FIN
virán	vino	virán	vino	V	V;IND;SG;2;PRS;FIN
operar	operează	operar	opera	V	V;IND;3;PRS;FIN
adolescente	adolescent	adolescente	adolescent	N	N;INDF;MASC;SG
nalgures	undeva	nalgures	undeva	ADV	ADV
maquinaria	utilaje	maquinaria	utilaj	N	N;INDF;FEM;PL
maquinaria	mașină	maquinaria	mașină	N	N;INDF;FEM;SG
renda	chiria	renda	chirie	N	N;DEF;FEM;SG
renda	chirie	renda	chirie	N	N;INDF;FEM;SG
renda	venitul	renda	venit	N	N;DEF;MASC;SG
renda	venituri	renda	venit	N	N;INDF;FEM;PL
renda	veniturile	renda	venit	N	N;DEF;FEM;PL
sexamos	lasă	sexar	lăsa	V	V;IND;3;PRS;FIN
admitir	admite	admitir	admite	V	V;IND;SG;3;PRS;FIN
admitir	vrei	admitir	vrea	V	V;IND;SG;2;PRS;FIN
admitir	vreau	admitir	vrea	V	V;IND;SG;1;PRS;FIN
inxección	injectarea	inxección	injectare	N	N;DEF;FEM;SG
inxección	injecție	inxección	injecție	N	N;INDF;FEM;SG
inxección	injectare	inxección	injectare	N	N;INDF;FEM;SG
instrumento	instrument	instrumento	instrument	N	N;INDF;MASC;SG
instrumento	instrumentul	instrumento	instrument	N	N;DEF;MASC;SG
diaños	iadul	diaño	iad	N	N;DEF;MASC;SG
micrófono	microfonul	micrófono	microfonul	N	N;DEF;MASC;SG
micrófono	microfon	micrófono	microfon	N	N;INDF;MASC;SG
cheguen	obține	chegar	obține	V	V;IND;SG;3;PRS;FIN
cheguen	vino	chegar	vino	V	V;IND;SG;2;PRS;FIN
placas	placi	placa	plac	N	N;INDF;FEM;PL
placas	farfurii	placa	farfurie	N	N;INDF;FEM;PL
placas	plăci	placa	placă	N	N;INDF;FEM;PL
habitacións	camerele	habitación	cameră	N	N;DEF;FEM;PL
habitacións	camere	habitación	cameră	N	N;INDF;FEM;PL
actuais	actual	actual	actual	ADJ	ADJ;INDF;MASC;SG
actuais	actuală	actual	actual	ADJ	ADJ;INDF;FEM;SG
contrasinal	parolă	contrasinal	parolă	N	N;INDF;FEM;SG
contrasinal	parola	contrasinal	parola	N	N;DEF;FEM;SG
dispositivos	aparate	dispositivo	apara	N	N;INDF;FEM;PL
dispositivos	dispozitive	dispositivo	dispozitiv	N	N;INDF;FEM;PL
entrevistas	interviurile	entrevista	interviu	N	N;DEF;FEM;PL
entrevistas	interviuri	entrevista	interviu	N	N;INDF;FEM;PL
lendo	citesc	lendo	citi	V	V;IND;PL;3;PRS;FIN
lendo	citind	lendo	citi	V	V;V.MSDR
queixa	plângerea	queixa	plângere	N	N;DEF;FEM;SG
queixa	plângere	queixa	plângere	N	N;INDF;FEM;SG
verdades	adevăruri	verdade	adevăr	N	N;INDF;FEM;PL
manifestación	demonstrație	manifestación	demonstrație	N	N;INDF;FEM;SG
ética	etica	ética	etică	N	N;DEF;FEM;SG
ética	etică	ética	etic	N	N;INDF;FEM;SG
opresión	opresiune	opresión	opresiune	N	N;INDF;FEM;SG
argumento	argumentul	argumento	argument	N	N;DEF;MASC;SG
argumento	argument	argumento	argument	N	N;INDF;MASC;SG
asilo	casă	asilo	casă	N	N;INDF;FEM;SG
autor	autor	autor	autor	N	N;INDF;MASC;SG
autor	autorul	autor	autor	N	N;DEF;MASC;SG
ducha	duș	ducha	duș	N	N;INDF;MASC;SG
amabilidade	bunătate	amabilidade	bunătate	N	N;INDF;FEM;SG
amabilidade	bunătatea	amabilidade	bunătate	N	N;DEF;FEM;SG
propiedades	proprietate	propiedade	proprietate	N	N;INDF;FEM;SG
propiedades	proprietatea	propiedade	proprietate	N	N;DEF;FEM;SG
propiedades	proprietăți	propiedade	proprietate	N	N;INDF;FEM;PL
propiedades	proprietati	propiedade	proprietati	N	N;INDF;FEM;PL
use	utilizează	use	utiliza	V	V;IND;3;PRS;FIN
use	folosește	use	folosi	V	V;IND;SG;3;PRS;FIN
aparecer	arată	aparecer	arăta	V	V;IND;3;PRS;FIN
aparecer	arata	aparecer	arata	V	V;IND;SG;3;IPFV;FIN
aparecer	afișează	aparecer	afișa	V	V;IND;3;PRS;FIN
buracos	găuri	buraco	gaură	N	N;INDF;FEM;PL
buracos	gropi	buraco	grop	N	N;INDF;FEM;PL
buracos	gauri	buraco	gaură	N	N;INDF;FEM;PL
ensaio	proces	ensaio	proces	N	N;INDF;MASC;SG
ensaio	procesul	ensaio	proces	N	N;DEF;MASC;SG
mercados	piață	mercado	piață	N	N;INDF;FEM;SG
mercados	piața	mercado	piață	N	N;DEF;FEM;SG
mercados	piaţă	mercado	piaţă	N	N;INDF;FEM;SG
mercados	piaţa	mercado	piagă	N	N;DEF;FEM;SG
mercados	piata	mercado	piată	N	N;DEF;FEM;SG
mercados	market	mercado	market	N	N;INDF;MASC;SG
mercados	piețele	mercado	piață	N	N;DEF;FEM;PL
mercados	piețe	mercado	piață	N	N;INDF;FEM;PL
dentista	dentist	dentista	dentist	N	N;INDF;MASC;SG
dentista	stomatolog	dentista	stomatolog	N	N;INDF;MASC;SG
comín	mancat	comín	mancat	V	V;MASC;SG;V.PTCP
xerais	generale	xeral	general	ADJ	ADJ;INDF;FEM;PL
xerais	general	xeral	general	ADJ	ADJ;INDF;MASC;SG
golpes	lovituri	golpe	lovitură	N	N;INDF;FEM;PL
meniño	iubire	meniño	iubire	N	N;INDF;FEM;SG
meniño	copil	meniño	copil	N	N;INDF;MASC;SG
meniño	iubito	meniño	iubito	N	N;INDF;MASC;SG
meniño	băiat	meniño	băiat	N	N;INDF;MASC;SG
meniño	baiat	meniño	baiat	N	N;INDF;MASC;SG
debiamos	avea	debiar	avea	V	V;IND;SG;3;IPFV;FIN
debiamos	avut	debiar	avea	V	V;MASC;SG;V.PTCP
nazis	nazisti	nazis	nazist	N	N;INDF;MASC;PL
nazis	nazist	nazis	nazist	N	N;INDF;MASC;SG
nazis	nazistă	nazis	nazist	N	N;INDF;FEM;SG
cazadores	vanatori	cazador	vanator	N	N;INDF;MASC;PL
cazadores	vânători	cazador	vânător	N	N;INDF;MASC;PL
cazadores	vânătorii	cazador	vânător	N	N;DEF;MASC;PL
cazadores	vânătoare	cazador	vânătoare	N	N;INDF;FEM;SG
cazadores	vânătoarea	cazador	vânătoare	N	N;DEF;FEM;SG
musulmáns	musulmanii	musulmáns	musulman	N	N;DEF;MASC;PL
musulmáns	musulmanilor	musulmáns	musulman	N	N;DEF;MASC;PL
barrios	cartierele	barrio	cartier	N	N;DEF;FEM;PL
barrios	cartiere	barrio	cartier	N	N;INDF;FEM;PL
barrios	arii	barrio	arie	N	N;INDF;FEM;PL
barrios	domenii	barrio	domeniu	N	N;INDF;FEM;PL
barrios	zonele	barrio	zonă	N	N;DEF;FEM;PL
barrios	zone	barrio	zonă	N	N;INDF;FEM;PL
entendía	înțelege	entender	înțelege	V	V;IND;SG;3;PRS;FIN
entendía	intelege	entender	intelege	V	V;IND;SG;3;PRS;FIN
bater	loveste	bater	lovest	V	V;IND;SG;3;PRS;FIN
perdoar	iartă	perdoar	iartă	V	V;IND;3;PRS;FIN
manteñen	ține	manter	ține	V	V;IND;SG;3;PRS;FIN
manteñen	păstrați	manter	păstra	V	V;IND;PL;2;IPFV;FIN
manteñen	păstrează	manter	păstra	V	V;IND;3;PRS;FIN
existiu	existat	existir	exista	V	V;MASC;SG;V.PTCP
elemento	elementul	elemento	element	N	N;DEF;MASC;SG
elemento	element	elemento	element	N	N;INDF;MASC;SG
desaparición	disparitia	desaparición	disparitie	N	N;DEF;FEM;SG
desaparición	dispariția	desaparición	dispariție	N	N;DEF;FEM;SG
desaparición	disparitie	desaparición	disparitie	N	N;INDF;FEM;SG
piden	cere	pedir	cere	V	V;IND;SG;3;PRS;FIN
piden	întreabă	pedir	întreba	V	V;IND;3;PRS;FIN
esquezo	uită	esquezo	uita	V	V;IND;SG;3;PST;FIN
esquezo	uita	esquezo	uita	V	V;IND;SG;3;IPFV;FIN
espacial	hubble	espacial	hubblă	N	N;INDF;FEM;SG
espacial	spaţiul	espacial	spagiu	N	N;DEF;MASC;SG
espacial	spațiu	espacial	spațiu	N	N;INDF;MASC;SG
espacial	spațiul	espacial	spațiu	N	N;DEF;MASC;SG
espacial	spatiu	espacial	spatiu	N	N;INDF;MASC;SG
espacial	spaţiu	espacial	spaţiu	N	N;INDF;MASC;SG
estacións	anotimpurile	estación	anotimp	N	N;DEF;FEM;PL
estacións	sezoane	estación	sezon	N	N;INDF;FEM;PL
estacións	anotimpuri	estación	anotimp	N	N;INDF;FEM;PL
estacións	stații	estación	stație	N	N;INDF;FEM;PL
estacións	statii	estación	stat	N	N;INDF;FEM;PL
barra	barul	barra	bar	N	N;DEF;MASC;SG
barra	bar	barra	bar	N	N;INDF;MASC;SG
barra	kilogram	barra	kilogram	N	N;INDF;MASC;SG
rabaño	stol	rabaño	stol	N	N;INDF;MASC;SG
rabaño	turmă	rabaño	turmă	N	N;INDF;FEM;SG
rabaño	turma	rabaño	turmă	N	N;DEF;FEM;SG
national	națională	national	național	ADJ	ADJ;INDF;FEM;SG
national	national	national	national	ADJ	ADJ;INDF;MASC;SG
national	naţional	national	naţional	ADJ	ADJ;INDF;MASC;SG
national	național	national	național	ADJ	ADJ;INDF;MASC;SG
osos	ursi	oso	urs	N	N;INDF;MASC;PL
osos	urşilor	oso	urcă	N	N;DEF;MASC;PL
sumidoiro	jgheab	sumidoiro	jgheab	N	N;INDF;MASC;SG
diálogo	dialogul	diálogo	dialog	N	N;DEF;MASC;SG
diálogo	dialog	diálogo	dialog	N	N;INDF;MASC;SG
diálogo	dialoguri	diálogo	dialog	N	N;INDF;FEM;PL
personalidade	personalitate	personalidade	personalitate	N	N;INDF;FEM;SG
personalidade	personalitatea	personalidade	personalitate	N	N;DEF;FEM;SG
hara	hara	haber	hară	N	N;DEF;FEM;SG
vivido	trait	vivido	trai	V	V;MASC;SG;V.PTCP
vivido	trăia	vivido	trăi	V	V;IND;SG;3;IPFV;FIN
vivido	trăit	vivido	trăi	V	V;MASC;SG;V.PTCP
lanzamento	picătură	lanzamento	picătură	N	N;INDF;FEM;SG
clásico	clasică	clásico	clasic	ADJ	ADJ;INDF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
clásico	clasică	clásico	clasic	ADJ	ADJ;INDF;FEM;SG
clásico	clasica	clásico	clasică	ADJ	ADJ;DEF;FEM;SG
mobles	mobilier	moble	mobilier	N	N;INDF;MASC;SG
mobles	mobila	moble	mobilă	N	N;DEF;FEM;SG
mobles	mobilă	moble	mobilă	N	N;INDF;FEM;SG
negociar	negocia	negociar	negocia	V	V;IND;SG;3;IPFV;FIN
negociar	negociază	negociar	negocia	V	V;IND;3;PRS;FIN
xestos	gesturi	xesto	gest	N	N;INDF;FEM;PL
xestos	gesturile	xesto	gest	N	N;DEF;FEM;PL
disturbios	revoltele	disturbio	revolt	N	N;DEF;FEM;PL
disturbios	revolte	disturbio	revolta	N	N;INDF;FEM;PL
intelectual	intelectuale	intelectual	intelectual	ADJ	ADJ;INDF;FEM;PL
intelectual	intelectual	intelectual	intelectual	ADJ	ADJ;INDF;MASC;SG
intelectual	intelectuală	intelectual	intelectual	ADJ	ADJ;INDF;FEM;SG
averiguar	găsiți	averiguar	găsi	V	V;IND;PL;2;IPFV;FIN
averiguar	găseşte	averiguar	găsea	V	V;IND;SG;3;PRS;FIN
averiguar	găsește	averiguar	găsi	V	V;IND;SG;3;PRS;FIN
presencia	prezență	presencia	prezență	N	N;INDF;FEM;SG
presencia	prezenţa	presencia	prezenha	N	N;DEF;FEM;SG
presencia	prezența	presencia	prezență	N	N;DEF;FEM;SG
sospeita	suspiciune	sospeita	suspiciune	N	N;INDF;FEM;SG
sospeita	suspiciunea	sospeita	suspiciune	N	N;DEF;FEM;SG
sospeita	suspiciuni	sospeita	suspiciune	N	N;INDF;FEM;PL
sospeita	suspecți	sospeita	suspect	N	N;INDF;MASC;PL
mestura	amestec	mestura	amestec	N	N;INDF;MASC;SG
mestura	mix	mestura	mix	N	N;INDF;MASC;SG
mestura	amestecarea	mestura	amestecare	N	N;DEF;FEM;SG
mestura	amestecare	mestura	amestecare	N	N;INDF;FEM;SG
mañán	dimineata	mañán	dimineata	N	N;DEF;FEM;SG
mañán	neatza	mañán	neatză	N	N;DEF;FEM;SG
asentos	scaune	asento	scaun	N	N;INDF;FEM;PL
asentos	locuri	asento	loc	N	N;INDF;FEM;PL
fondos	fonduri	fondo	fond	N	N;INDF;FEM;PL
fondos	fondurile	fondo	fond	N	N;DEF;FEM;PL
elixido	aleși	elixir	ales	V	V;IND;PL;2;IPFV;FIN
socialismo	socialismul	socialismo	socialism	N	N;DEF;MASC;SG
traio	adu	traio	adu	V	V;IND;SG;2;PRS;FIN
mantemento	întreținerea	mantemento	întreținere	N	N;DEF;FEM;SG
mantemento	intretinere	mantemento	intretinere	N	N;INDF;FEM;SG
mantemento	întreținere	mantemento	întreținere	N	N;INDF;FEM;SG
privilexios	privilegiile	privilexio	privilegiu	N	N;DEF;FEM;PL
privilexios	privilegii	privilexio	privilegiu	N	N;INDF;FEM;PL
sabíao	știa	sabíao	ști	V	V;IND;SG;3;IPFV;FIN
sabíao	știam	sabíao	ști	V	V;IND;1;IPFV;FIN
pases	timp	pase	timp	N	N;INDF;MASC;SG
pases	ora	pase	oră	N	N;DEF;FEM;SG
pases	timpul	pase	timp	N	N;DEF;MASC;SG
botes	bărci	bote	barcă	N	N;INDF;FEM;PL
botes	barci	bote	barcă	N	N;INDF;FEM;PL
tivésemos	avea	tevésemo	avea	V	V;IND;SG;3;IPFV;FIN
tivésemos	avut	tevésemo	avea	V	V;MASC;SG;V.PTCP
algodón	bumbac	algodón	bumbac	N	N;INDF;MASC;SG
algodón	bumbacul	algodón	bumbac	N	N;DEF;MASC;SG
tirado	minciuna	tirado	minciună	N	N;DEF;FEM;SG
pazo	palatul	pazo	palat	N	N;DEF;MASC;SG
pazo	palat	pazo	palat	N	N;INDF;MASC;SG
pazo	palace	pazo	palac	N	N;INDF;MASC;SG
pazo	vilă	pazo	vilă	N	N;INDF;FEM;SG
pazo	vila	pazo	vilă	N	N;DEF;FEM;SG
pazo	villa	pazo	villa	N	N;DEF;FEM;SG
aturo	pot	aturo	putea	V	V;IND;PL;3;PRS;FIN
desexaría	doresc	desexar	dori	V	V;IND;PL;3;PRS;FIN
aparta	obține	apartir	obține	V	V;IND;SG;3;PRS;FIN
municións	muniție	munición	muniție	N	N;INDF;FEM;SG
municións	muniție	munición	muniție	N	N;INDF;FEM;SG
escocés	scotch	escocés	scotch	N	N;INDF;MASC;SG
pedido	comanda	peder	comandă	N	N;DEF;FEM;SG
pedido	ordinea	peder	ordine	N	N;DEF;FEM;SG
pedido	comandă	peder	comandă	N	N;INDF;FEM;SG
pedido	ordine	peder	ordine	N	N;INDF;FEM;SG
pedido	ordin	peder	ordin	N	N;INDF;MASC;SG
francesas	franceză	francesa	francez	ADJ	ADJ;INDF;FEM;SG
francesas	francezi	francesa	francez	ADJ	ADJ;INDF;MASC;PL
francesas	francez	francesa	francez	ADJ	ADJ;INDF;MASC;SG
perdes	pierzi	perde	pierde	V	V;IND;SG;2;PRS;FIN
perdes	pierd	perde	pierde	V	V;IND;PL;3;PRS;FIN
perdes	pierde	perde	pierde	V	V;IND;SG;3;PRS;FIN
digno	demn	digno	demn	ADJ	ADJ;INDF;MASC;SG
digno	vrednic	digno	vrednic	ADJ	ADJ;INDF;MASC;SG
fama	faimă	facer	faimă	N	N;INDF;FEM;SG
fama	faima	facer	faimă	N	N;DEF;FEM;SG
fama	fame	facer	famă	N	N;INDF;MASC;SG
canibalismo	canibalism	canibalismo	canibalism	N	N;INDF;MASC;SG
aceno	gest	aceno	gest	N	N;INDF;MASC;SG
trucos	trucuri	truco	truc	N	N;INDF;FEM;PL
trucos	trucurile	truco	truc	N	N;DEF;FEM;PL
vera	vera	verar	vera	N	N;DEF;FEM;SG
tentativa	tentativă	tentativo	tentativă	N	N;INDF;FEM;SG
tentativa	tentativa	tentativo	tentativa	N	N;DEF;FEM;SG
bárbaros	barbarii	bárbaro	barbari	N	N;DEF;MASC;PL
bárbaros	barbari	bárbaro	barbar	N	N;INDF;MASC;PL
movédevos	mutare	movédevo	mutare	N	N;INDF;FEM;SG
marines	marini	marine	marină	N	N;INDF;MASC;PL
marines	marin	marine	marin	N	N;INDF;MASC;SG
marines	marină	marine	marină	N	N;INDF;FEM;SG
marines	marine	marine	marin	N	N;INDF;FEM;PL
lucinda	lucinda	lucindar	lucindă	N	N;DEF;FEM;SG
cóidate	îngrijire	cóidate	îngrijire	N	N;INDF;FEM;SG
cóidate	ingrijire	cóidate	ingrijire	N	N;INDF;FEM;SG
cóidate	grija	cóidate	grijă	N	N;DEF;FEM;SG
turista	turist	turista	turist	N	N;INDF;MASC;SG
alicia	alice	alicia	alica	N	N;INDF;MASC;SG
doutora	doctor	doutor	doctor	N	N;INDF;MASC;SG
envioume	trimise	envioume	trimite	V	V;IND;SG;3;PST;FIN
conquistar	cuceri	conquistar	cucere	V	V;IND;SG;3;PRS;FIN
conquistar	cuceresc	conquistar	cuceresc	V	V;IND;PL;3;PRS;FIN
equipos	echipele	equipo	echipă	N	N;DEF;FEM;PL
equipos	echipe	equipo	echipă	N	N;INDF;FEM;PL
procede	vine	proceder	veni	V	V;IND;SG;3;PRS;FIN
vise	vezi	visir	vedea	V	V;IND;SG;2;PRS;FIN
altar	altarul	altar	altar	N	N;DEF;MASC;SG
altar	altar	altar	altar	N	N;INDF;MASC;SG
debates	discuții	debate	discuție	N	N;INDF;FEM;PL
debates	discutii	debate	discut	N	N;INDF;FEM;PL
debates	dezbateri	debate	dezbatere	N	N;INDF;FEM;PL
debates	dezbaterile	debate	dezbatere	N	N;DEF;FEM;PL
redes	plase	rede	plasă	N	N;INDF;FEM;PL
redes	rețele	rede	rețea	N	N;INDF;FEM;PL
redes	retele	rede	rete	N	N;INDF;FEM;PL
investigadores	cercetătorii	investigador	cercetător	N	N;DEF;MASC;PL
investigadores	cercetatori	investigador	cercetator	N	N;INDF;MASC;PL
investigadores	cercetătorilor	investigador	cercetător	N	N;DEF;MASC;PL
investigadores	cercetători	investigador	cercetător	N	N;INDF;MASC;PL
utilidade	utilizarea	utilidade	utilizare	N	N;DEF;FEM;SG
utilidade	utilizare	utilidade	utilizare	N	N;INDF;FEM;SG
utilidade	utilitate	utilidade	utilitate	N	N;INDF;FEM;SG
utilidade	utilitatea	utilidade	utilitate	N	N;DEF;FEM;SG
utilidade	utilitar	utilidade	utilitar	N	N;INDF;MASC;SG
entretemento	divertisment	entretemento	divertisment	N	N;INDF;MASC;SG
entretemento	entertainment	entretemento	entertainment	N	N;INDF;MASC;SG
trampas	capcane	trampa	capcan	N	N;INDF;FEM;PL
trampas	capcanele	trampa	capcană	N	N;DEF;FEM;PL
cometeu	comise	cometar	comite	V	V;IND;PL;3;PST;FIN
cometeu	făcut	cometar	face	V	V;MASC;SG;V.PTCP
favoritos	favorita	favorito	favorita	N	N;DEF;FEM;SG
favoritos	preferatele	favorito	preferat	N	N;DEF;FEM;PL
favoritos	favoritele	favorito	favorit	N	N;DEF;FEM;PL
comparten	distribuie	compartir	distribui	V	V;IND;3;PRS;FIN
musical	muzical	musical	muzical	ADJ	ADJ;INDF;MASC;SG
detector	detector	detector	detector	N	N;INDF;MASC;SG
detector	detectorul	detector	detector	N	N;DEF;MASC;SG
fundamental	fundamentală	fundamental	fundamental	ADJ	ADJ;INDF;FEM;SG
fundamental	fundamentale	fundamental	fundamental	ADJ	ADJ;INDF;FEM;PL
fundamental	fundamental	fundamental	fundamental	ADJ	ADJ;INDF;MASC;SG
xuízos	hotărârile	xuízo	hotărâ	N	N;DEF;FEM;PL
xuízos	hotărâri	xuízo	hotărâre	N	N;INDF;FEM;PL
xuízos	încercări	xuízo	încercare	N	N;INDF;FEM;PL
xuízos	procese	xuízo	proces	N	N;INDF;FEM;PL
causas	cauzele	causa	cauză	N	N;DEF;FEM;PL
causas	cauze	causa	cauză	N	N;INDF;FEM;PL
bate	bate	bate	bate	V	V;IND;SG;3;PRS;FIN
substituír	înlocuiește	substituír	înlocui	V	V;IND;SG;3;PRS;FIN
substituír	înlocui	substituír	înlocui	V	V;IND;SG;3;PST;FIN
debuxo	desenul	debuxo	desen	N	N;DEF;MASC;SG
debuxo	desen	debuxo	desen	N	N;INDF;MASC;SG
rostros	chipuri	rostro	chip	N	N;INDF;FEM;PL
rostros	fețe	rostro	față	N	N;INDF;FEM;PL
rostros	faţă	rostro	faţă	N	N;INDF;FEM;SG
rostros	fata	rostro	fată	N	N;DEF;FEM;SG
rostros	fața	rostro	față	N	N;DEF;FEM;SG
rostros	faţa	rostro	fagă	N	N;DEF;FEM;SG
rostros	față	rostro	față	N	N;INDF;FEM;SG
aula	cameră	aula	cameră	N	N;INDF;FEM;SG
aula	camera	aula	cameră	N	N;DEF;FEM;SG
aula	clasă	aula	clasă	N	N;INDF;FEM;SG
aula	clasa	aula	clasă	N	N;DEF;FEM;SG
manipulación	manipulare	manipulación	manipulare	N	N;INDF;FEM;SG
manipulación	manipularea	manipulación	manipulare	N	N;DEF;FEM;SG
campá	clopot	campá	clopot	N	N;INDF;MASC;SG
campá	clopotul	campá	clopot	N	N;DEF;MASC;SG
corrupción	coruptie	corrupción	coruptie	N	N;INDF;FEM;SG
preguntarnos	intreaba	preguntarno	intreba	N	N;DEF;FEM;SG
corvos	ciorile	corvo	ciori	N	N;DEF;FEM;PL
corvos	ciori	corvo	ciori	N	N;INDF;FEM;PL
corvos	corbi	corvo	corbă	N	N;INDF;MASC;PL
corvos	corbii	corvo	corb	N	N;DEF;MASC;PL
corvos	corbi	corvo	corbă	N	N;INDF;MASC;PL
corvos	ravens	corvo	ravens	N	N;INDF;MASC;SG
corvos	corbii	corvo	corb	N	N;DEF;MASC;PL
prestar	plateste	prestar	platest	V	V;IND;SG;3;PRS;FIN
poñamos	lasă	poñar	lăsa	V	V;IND;3;PRS;FIN
persoais	personala	persoal	personal	ADJ	ADJ;DEF;FEM;SG
persoais	personală	persoal	personal	ADJ	ADJ;INDF;FEM;SG
persoais	personale	persoal	personal	ADJ	ADJ;INDF;FEM;PL
herdanza	patrimoniu	herdanza	patrimoniu	N	N;INDF;MASC;SG
herdanza	patrimoniului	herdanza	patrimoniu	N	N;DEF;MASC;SG
herdanza	patrimoniul	herdanza	patrimoniu	N	N;DEF;MASC;SG
herdanza	moștenire	herdanza	moștenire	N	N;INDF;FEM;SG
herdanza	moștenirea	herdanza	moștenire	N	N;DEF;FEM;SG
eléctrica	electrice	eléctrico	electric	ADJ	ADJ;INDF;FEM;PL
eléctrica	electric	eléctrico	electric	ADJ	ADJ;INDF;MASC;SG
eléctrica	electrică	eléctrico	electric	ADJ	ADJ;INDF;FEM;SG
prestado	împrumuta	prestar	împrumuta	V	V;IND;SG;3;IPFV;FIN
prestado	împrumută	prestar	împrumuta	V	V;IND;SG;3;PST;FIN
interiores	interioară	interior	interior	ADJ	ADJ;INDF;FEM;SG
traxes	rochie	traxe	rochie	N	N;INDF;FEM;SG
traxes	costume	traxe	costum	N	N;INDF;FEM;PL
limitado	limitate	limitado	limitat	ADJ	ADJ;INDF;FEM;PL
limitado	limitat	limitado	limita	ADJ	ADJ;INDF;MASC;SG
limitado	limitată	limitado	limitat	ADJ	ADJ;INDF;FEM;SG
ancián	old	ancián	old	N	N;INDF;MASC;SG
ancián	bărbat	ancián	bărbat	N	N;INDF;MASC;SG
ancián	om	ancián	om	N	N;INDF;MASC;SG
ancián	omul	ancián	om	N	N;DEF;MASC;SG
ancián	barbat	ancián	barbat	N	N;INDF;MASC;SG
infección	infecție	infección	infecție	N	N;INDF;FEM;SG
radicais	radicali	radical	radical	N	N;INDF;MASC;PL
recente	recente	recente	recent	ADJ	ADJ;INDF;FEM;PL
recente	recenta	recente	recent	ADJ	ADJ;DEF;FEM;SG
recente	recentă	recente	recent	ADJ	ADJ;INDF;FEM;SG
italianos	italian	italiano	italian	ADJ	ADJ;INDF;MASC;SG
italianos	italieni	italiano	italian	ADJ	ADJ;INDF;MASC;PL
xeracións	generatii	xeración	generat	N	N;DEF;MASC;PL
xeracións	generații	xeración	generație	N	N;INDF;FEM;PL
barreira	bariera	barreira	barieră	N	N;DEF;FEM;SG
barreira	barieră	barreira	barieră	N	N;INDF;FEM;SG
ouviu	auzit	ouviu	auzi	V	V;MASC;SG;V.PTCP
ouviu	auzi	ouviu	auzi	V	V;IND;SG;3;PST;FIN
concertos	concertele	concerto	concert	N	N;DEF;FEM;PL
concertos	concerte	concerto	concert	N	N;INDF;FEM;PL
virus	virus	virus	virus	N	N;INDF;MASC;SG
virus	virusul	virus	virus	N	N;DEF;MASC;SG
pulmóns	plămânii	pulmón	plămân	N	N;DEF;MASC;PL
pulmóns	plămâni	pulmón	plămân	N	N;INDF;MASC;PL
extremadamente	extrem	extremadamente	extrem	ADV	ADV;RL
fármacos	droguri	fármaco	drog	N	N;INDF;FEM;PL
fármacos	drogurile	fármaco	drog	N	N;DEF;FEM;PL
fármacos	medicamente	fármaco	medicament	N	N;INDF;FEM;PL
microbios	microbii	microbio	microbie	N	N;DEF;MASC;PL
microbios	microbi	microbio	microbi	N	N;INDF;MASC;PL
prácticas	practicile	práctica	practică	N	N;DEF;FEM;PL
prácticas	practicilor	práctica	practică	N	N;DEF;FEM;PL
prácticas	practici	práctica	practică	N	N;INDF;FEM;PL
estudios	studiouri	estudio	studio	N	N;INDF;FEM;PL
