sau	لیکن	sau	لیکن	CONJ;POS	CONJ
cuvânt	خبر	cuvânt	خبر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvânt	حکم	cuvânt	حکم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvânt	وعدہ	cuvânt	وعدہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dinamo	توانا	dinamo	توانا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
regină	مفعول.	regina	مفعول.	ADJ;INDF;FEM;SG	ADJ
modernă	رائج	modern	رائج	ADJ;INDF;FEM;SG	ADJ
modernă	رواں	modern	رواں	ADJ;INDF;FEM;SG	ADJ
puternică	حاوی	puternic	حاوی	ADJ;INDF;FEM;SG	ADJ
puternică	واضح	puternic	واضح	ADJ;INDF;FEM;SG	ADJ
puternică	متحد	puternic	متحد	ADJ;INDF;FEM;SG	ADJ
puternică	حاوی	puternic	حاوی	ADJ;INDF;FEM;SG	ADJ
puternică	واضح	puternic	واضح	ADJ;INDF;FEM;SG	ADJ
puternică	مضبوط	puternic	مضبوط	ADJ;INDF;FEM;SG	ADJ
puternică	متحد	puternic	متحد	ADJ;INDF;FEM;SG	ADJ
foto	فعل.	foto	فعل.		
modern	رائج	modern	رائج	ADJ;INDF;MASC;SG	ADJ
modern	رواں	modern	رواں	ADJ;INDF;MASC;SG	ADJ
critic	مبصّرانہ	critic	مبصّرانہ	ADJ;INDF;MASC;SG	ADJ
înaltă	اونچا	înalt	اونچا	ADJ;INDF;FEM;SG	ADJ;MASC;SG
înaltă	شدید	înalt	شدید	ADJ;INDF;FEM;SG	ADJ
înaltă	خراب	înalt	خراب	ADJ;INDF;FEM;SG	ADJ
înaltă	اعلیٰ	înalt	اعلیٰ	ADJ;INDF;FEM;SG	ADJ
înaltă	اونچا	înalt	اونچا	ADJ;INDF;FEM;SG	ADJ;MASC;SG
înaltă	شدید	înalt	شدید	ADJ;INDF;FEM;SG	ADJ
înaltă	خراب	înalt	خراب	ADJ;INDF;FEM;SG	ADJ
înaltă	اعلیٰ	înalt	اعلیٰ	ADJ;INDF;FEM;SG	ADJ
înaltă	فرضی	înalt	فرضی	ADJ;INDF;FEM;SG	ADJ
înaltă	فرضی	înalt	فرضی	ADJ;INDF;FEM;SG	ADJ
disc	ٹکیا	disc	ٹکیا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
air	جھونکا	air	جھونکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
air	جھونکا	air	جھونکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premiu	انعام	premiu	انعام	N;INDF;MASC;SG	N;NOM;MASC;SG;3
premiu	سزا	premiu	سزا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
activ	مشغول	activ	مشغول	ADJ;INDF;MASC;SG	ADJ
activ	فعال	activ	فعال	ADJ;INDF;MASC;SG	ADJ
activ	بانی	activ	بانی	ADJ;INDF;MASC;SG	ADJ
activ	مستعد	activ	مستعد	ADJ;INDF;MASC;SG	ADJ
grad	خوبی	grad	خوبی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grad	مہارت	grad	مہارت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grad	نسبت	grad	نسبت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
grad	ترتیب	grad	ترتیب	N;INDF;MASC;SG	N;NOM;FEM;SG;3
interviu	ملاقات	interviu	ملاقات	N;INDF;MASC;SG	N;NOM;FEM;SG;3
arbitru	حکم	arbitru	حکم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cântec	گیت	cântec	گیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cântec	شاعری	cântec	شاعری	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ajutor	علاج	ajutor	علاج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ajutor	مدد	ajutor	مدد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ajutor	علاج	ajutor	علاج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	جذبہ	foc	جذبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	سوزش	foc	سوزش	N;INDF;MASC;SG	N;NOM;FEM;SG;3
foc	روشنی	foc	روشنی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	چمک	foc	چمک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	حرارت	foc	حرارت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
foc	بخار	foc	بخار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	خیال	curent	خیال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	لہر	curent	لہر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	سمت	curent	سمت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	افواہ	curent	افواہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	لفظ	curent	لفظ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curent	موج	curent	موج	N;INDF;MASC;SG	N;NOM;MASC;SG;3
britanică	برطانوی	britanic	برطانوی	ADJ;INDF;FEM;SG	ADJ
șterge	مٹانا	șterge	مٹا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
personale	ذاتی	personal	ذاتی	ADJ;INDF;FEM;PL	ADJ
personaj	انفرادیت	personaj	انفرادیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	شخص	personaj	شخص	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	علامت	personaj	علامت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	فرد	personaj	فرد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personaj	کردار	personaj	کردار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cere	پوچھنا	cere	پوچھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
inginer	انجینئر	inginer	انجینئر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
locală	قریبی	local	قریبی	ADJ;INDF;FEM;SG	ADJ
locală	علاقائی	local	علاقائی	ADJ;INDF;FEM;SG	ADJ
locală	قریبی	local	قریبی	ADJ;INDF;FEM;SG	ADJ
locală	مقامی	local	مقامی	ADJ;INDF;FEM;SG	ADJ
locală	علاقائی	local	علاقائی	ADJ;INDF;FEM;SG	ADJ
feminin	زنانہ	feminin	زنانہ	ADJ;INDF;MASC;SG	ADJ
feminin	زنانہ	feminin	زنانہ	ADJ;INDF;MASC;SG	ADJ
regală	عمدہ	regal	عمدہ	ADJ;INDF;FEM;SG	ADJ
regală	اعلیٰ	regal	اعلیٰ	ADJ;INDF;FEM;SG	ADJ
act	حرکت	act	حرکت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;INDF;MASC;SG	N;NOM;MASC;SG;3
act	حرکت	act	حرکت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
act	اقدام	act	اقدام	N;INDF;MASC;SG	N;NOM;MASC;SG;3
act	عمل	act	عمل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
personală	ذاتی	personal	ذاتی	ADJ;INDF;FEM;SG	ADJ
ofițer	افسر	ofițer	افسر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
link	واسطہ	link	واسطہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
frecvent	عموماً	frecvent	عموماً	ADV	ADV
frecvent	عموماً	frecvent	عموماً	ADV	ADV
administrator	منتظم	administrator	منتظم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
catolic	جامع	catolic	جامع	ADJ;INDF;MASC;SG	ADJ
secret	خفیہ	secret	خفیہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secret	خفیہ	secret	خفیہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
secret	راز	secret	راز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
curând	فوراً	curând	فوراً	ADV	ADV
închis	مسدود	închis	مسدود	ADJ;INDF;MASC;SG	ADJ
închis	محدود	închis	محدود	ADJ;INDF;MASC;SG	ADJ
închis	مسدود	închis	مسدود	ADJ;INDF;MASC;SG	ADJ
închis	محدود	închis	محدود	ADJ;INDF;MASC;SG	ADJ
închis	بند	închis	بند	ADJ;INDF;MASC;SG	ADJ
element	شے	element	شے	N;INDF;MASC;SG	N;NOM;FEM;SG;3
element	پانی	element	پانی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
element	عنصر	element	عنصر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
element	ٹکڑا	element	ٹکڑا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contact	ربط	contact	ربط	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	قسم	ordin	قسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	فرمان	ordin	فرمان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ordin	ترتیب	ordin	ترتیب	N;INDF;MASC;SG	N;NOM;FEM;SG;3
ordin	قسم	ordin	قسم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
crește	بڑھانا	crește	بڑھا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
crește	بڑھنا	crește	بڑھ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
liberal	تعبیر	liberal	تعبیر	N;INDF;MASC;SG	N;NOM;FEM;SG;3
liberal	تشریح	liberal	تشریح	N;INDF;MASC;SG	N;NOM;MASC;SG;3
concert	موافقت	concert	موافقت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motor	انجن	motor	انجن	N;INDF;MASC;SG	N;NOM;MASC;SG;3
motor	مشین	motor	مشین	N;INDF;MASC;SG	N;NOM;MASC;SG;3
obiect	مقصد	obiect	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cartier	بستی	cartier	بس	N;INDF;MASC;SG	N;NOM;FEM;SG;3
cartier	جوار	cartier	جوار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aspect	ظہور	aspect	ظہور	N;INDF;MASC;SG	N;NOM;MASC;SG;3
guvernator	آجر	guvernator	آجر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
guvernator	آجر	guvernator	آجر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
religioasă	محتاط	religios	محتاط	ADJ;INDF;FEM;SG	ADJ
religioasă	متقی	religios	متقی	ADJ;INDF;FEM;SG	ADJ
necesară	جبری	necesar	جبری	ADJ;INDF;FEM;SG	ADJ
necesară	لازمی	necesar	لازمی	ADJ;INDF;FEM;SG	ADJ
regional	علاقائی	regional	علاقائی	ADJ;INDF;MASC;SG	ADJ
net	جالی	net	جالی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
câmp	سمندر	câmp	سمندر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
câmp	برف	câmp	برف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
câmp	سکّے	câmp	سک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
câmp	شعبہ	câmp	شعبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
câmp	لڑائی	câmp	لڑائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sigur	یقیناً	sigur	یقیناً	ADV	ADV
sigur	یقیناً	sigur	یقیناً	ADV	ADV
geografice	جغرافیائی	geografic	جغرافیائی	ADJ;INDF;FEM;PL	ADJ;NOM
fosta	سابقہ	fost	سابقہ	ADJ;DEF;FEM;SG	ADJ
fosta	سابق	fost	سابق	ADJ;DEF;FEM;SG	ADJ
fosta	گزشتہ	fost	گزشتہ	ADJ;DEF;FEM;SG	ADJ
asemănătoare	مثنٰی	asemănător	مثنٰی	ADJ;INDF;FEM	ADJ
concurs	آزمائش	concurs	آزمائش	N;INDF;MASC;SG	N;NOM;MASC;SG;3
concurs	نزاع	concurs	نزاع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	داغ	sol	داغ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	فضلہ	sol	فضلہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	گندگی	sol	گندگی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	کارروائی	sol	کارروائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sol	میدان	sol	میدان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	مٹی	sol	مٹی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	غرض	sol	غرض	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	سبب	sol	سبب	N;INDF;MASC;SG	N;ACC;MASC;SG;3
sol	کارروائی	sol	کارروائی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
sol	میدان	sol	میدان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	مٹی	sol	مٹی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sol	غرض	sol	غرض	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proprii	مخصوص-	propriu	مخصوص-	ADJ;INDF;PL	ADJ
proprii	امتیازی	propriu	امتیازی	ADJ;INDF;PL	ADJ
proprii	مخصوص-	propriu	مخصوص-	ADJ;INDF;PL	ADJ
proprii	امتیازی	propriu	امتیازی	ADJ;INDF;PL	ADJ
statut	رسوخ	statut	رسوخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	رسائی.	statut	رسائی.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	مرتبہ	statut	مرتبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	رسوخ	statut	رسوخ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	رسائی.	statut	رسائی.	N;INDF;MASC;SG	N;NOM;MASC;SG;3
statut	درجہ	statut	درجہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cat	بلاؤ	cat	بلاؤ		
mijloc	اوسط	mijloc	اوسط	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lucruri	معلومات	lucru	معلومات	N;INDF;FEM;PL	N;NOM;MASC;PL;3
minim	باریک	minim	باریک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
străine	غیر	străin	غیر	ADJ;INDF;FEM;PL	ADJ
străine	اوپری	străin	اوپری	ADJ;INDF;FEM;PL	ADJ
străine	غیر	străin	غیر	ADJ;INDF;FEM;PL	ADJ
străine	اوپری	străin	اوپری	ADJ;INDF;FEM;PL	ADJ
străine	بیرونی	străin	بیرونی	ADJ;INDF;FEM;PL	ADJ
frumos	عمدہ	frumos	عمدہ	ADJ;INDF;MASC;SG	ADJ
frumos	اعلیٰ	frumos	اعلیٰ	ADJ;INDF;MASC;SG	ADJ
frumos	خوبصورت	frumos	خوبصورت	ADJ;INDF;MASC;SG	ADJ
frumos	برا	frumos	برا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
frumos	پسندیدہ	frumos	پسندیدہ	ADJ;INDF;MASC;SG	ADJ
întotdeauna	ہمیشہ	întotdeauna	ہمیشہ	ADV	ADV
mereu	ہمیشہ	mereu	ہمیشہ	ADV	ADV
lot	گروہ	lot	گروہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lot	جمعیت	lot	جمعیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lot	کھیپ	lot	کھیپ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
lot	قسمت	lot	قسمت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lot	تقدیر	lot	تقدیر	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lot	قسمت	lot	قسمت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
jet	پانی	jet	پانی	N;INDF;MASC;SG	N;NOM;MASC;SG;3
născută	پیدا	naște	پیدا	ADJ;INDF;FEM;SG	ADJ
născută	پیدا	naște	پیدا	ADJ;INDF;FEM;SG	ADJ
regal	پُرشکوہ.	regal	پُرشکوہ.	ADJ;INDF;MASC;SG	ADJ
regal	پُرشکوہ.	regal	پُرشکوہ.	ADJ;INDF;MASC;SG	ADJ
regal	عمدہ	regal	عمدہ	ADJ;INDF;MASC;SG	ADJ
regal	اعلیٰ	regal	اعلیٰ	ADJ;INDF;MASC;SG	ADJ
adevăr	صداقت	adevăr	صداقت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
corect	فوراً	corect	فوراً	ADV	ADV
corect	فوراً	corect	فوراً	ADV	ADV
dans	رقص	dans	رقص	N;INDF;MASC;SG	N;NOM;MASC;SG;3
val	حرارت	val	حرارت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
val	لہر	val	لہر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
val	حرارت	val	حرارت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
big	مقدار	big	مقدار	N;INDF;MASC;SG	N;NOM;MASC;SG;3
big	حاملہ	big	حاملہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spring	لچک	springe	لچک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spring	لچک	springe	لچک	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spring	چھلانگ	springe	چھلانگ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
silver	سیم	silver	سیم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
silver	سیم	silver	سیم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
silver	چاندی	silver	چاندی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
may	مئی.	may	مئی.		
scăzut	پست	scăzut	پست	ADJ;INDF;MASC;SG	ADJ
scăzut	ناموافق	scăzut	ناموافق	ADJ;INDF;MASC;SG	ADJ
scăzut	افسردہ	scăzut	افسردہ	ADJ;INDF;MASC;SG	ADJ
scăzut	مبتذل	scăzut	مبتذل	ADJ;INDF;MASC;SG	ADJ
scăzut	تھوڑے	scăzut	تھوڑا	ADJ;INDF;MASC;SG	ADJ;ACC;MASC;SG
scăzut	پست	scăzut	پست	ADJ;INDF;MASC;SG	ADJ
scăzut	ناموافق	scăzut	ناموافق	ADJ;INDF;MASC;SG	ADJ
scăzut	افسردہ	scăzut	افسردہ	ADJ;INDF;MASC;SG	ADJ
scăzut	مبتذل	scăzut	مبتذل	ADJ;INDF;MASC;SG	ADJ
scăzut	گھٹیا	scăzut	گھٹیا	ADJ;INDF;MASC;SG	ADJ
scăzut	تھوڑے	scăzut	تھوڑا	ADJ;INDF;MASC;SG	ADJ;ACC;MASC;SG
independente	مستقل.	independent	مستقل.	ADJ;INDF;FEM;PL	ADJ
similar	مثنٰی	similar	مثنٰی	ADJ;INDF;MASC;SG	ADJ
green	ترکاری	green	ترکاری	N;INDF;MASC;SG	N;NOM;FEM;SG;3
green	فریب	green	فریب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	رقم	green	رقم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	توانا	green	توانا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	نوجوان	green	نوجوان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	ترکاری	green	ترکاری	N;INDF;MASC;SG	N;NOM;FEM;SG;3
green	فریب	green	فریب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	رقم	green	رقم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	توانا	green	توانا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
green	نوجوان	green	نوجوان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
tehnice	قانونی	tehnic	قانونی	ADJ;INDF;FEM;PL	ADJ
tehnice	اصولی	tehnic	اصولی	ADJ;INDF;FEM;PL	ADJ
serviciu	بجلی	serviciu	بجلی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
serviciu	دعا	serviciu	دعا	N;INDF;MASC;SG	N;NOM;FEM;SG;3
serviciu	گیس	serviciu	گیس	N;INDF;MASC;SG	N;NOM;MASC;SG;3
serviciu	خدمت	serviciu	خدمت	N;INDF;MASC;SG	N;NOM;FEM;SG;3
râu	دریا	râu	دریا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	تبصرے	gol	تبصرا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	تبصرے	gol	تبصرا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	ننگا	gol	ننگا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	مقصد	gol	مقصد	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	ہدف	gol	ہدف	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	نشانہ	gol	نشانہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	عبث	gol	عبث	N;INDF;MASC;SG	N;NOM;MASC;SG;3
gol	عبث	gol	عبث	N;INDF;MASC;SG	N;NOM;MASC;SG;3
întinde	دبنے	întinde	دبنہ	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
întinde	کھینچا	întinde	کھینچ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
întinde	دبنے	întinde	دبنہ	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
întinde	کھینچا	întinde	کھینچ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
management	دھوکا	management	دھوکا	N;INDF;MASC;SG	N;NOM;MASC;SG;3
management	انتظام	management	انتظام	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cont	بیان	cont	بیان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dragoste	محبت	dragoste	محبت	N;INDF;MASC	N;NOM;FEM;SG;3
dragoste	محبت	dragoste	محبت	N;INDF;MASC	N;NOM;FEM;SG;3
out	(	out	(		
out	ظاہر-	out	ظاہر-		
out	(	out	(		
out	(	out	(		
out	ظاہر-	out	ظاہر-		
out	(	out	(		
specială	مطلوبہ	special	مطلوبہ	ADJ;INDF;FEM;SG	ADJ
specială	امتیازی	special	امتیازی	ADJ;INDF;FEM;SG	ADJ
specială	اعلیٰ	special	اعلیٰ	ADJ;INDF;FEM;SG	ADJ
specială	مقررہ	special	مقررہ	ADJ;INDF;FEM;SG	ADJ
întoarce	پلٹنا	întoarce	پلٹ	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
simbol	خیال	simbol	خیال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
simbol	رمز	simbol	رمز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
simbol	خیال	simbol	خیال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
simbol	علامت	simbol	علامت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vin	پہنچ	veni	پہنچ	V;IND;PL;3;PRS;FIN	V;ACT
vin	پہنچ	veni	پہنچ	V;IND;PL;3;PRS;FIN	V;ACT
evoluează	کھولنا	evolua	کھول	V;IND;3;PRS;FIN	V;NFIN
albastru	افسردہ	albastru	افسردہ	ADJ;INDF;MASC;SG	ADJ
zbor	پرواز	zbor	پرواز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zbor	گھڑی	zbor	گھڑی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
zbor	پرواز	zbor	پرواز	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zbor	گھڑی	zbor	گھڑی	N;INDF;MASC;SG	N;NOM;FEM;SG;3
zbor	معلق	zbor	معلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
avion	علم	avion	علم	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vas	عرق	vas	عرق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vas	رگ	vas	رگ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
întreg	پورا	întreg	پورا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
întreg	مکمل	întreg	مکمل	ADJ;INDF;MASC;SG	ADJ
întreg	پورا	întreg	پورا	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
întreg	مکمل	întreg	مکمل	ADJ;INDF;MASC;SG	ADJ
vot	رائے	vot	رائے	N;INDF;MASC;SG	N;NOM;MASC;SG;3
vocal	زبانی	vocal	زبانی	ADJ;INDF;MASC;SG	ADJ
vocal	صوتی	vocal	صوتی	ADJ;INDF;MASC;SG	ADJ
pilot	رہبر	pilot	رہبر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
similare	مثنٰی	similar	مثنٰی	ADJ;INDF;FEM;PL	ADJ
decedat	متوفّی	decedat	متوفّی	ADJ;INDF;MASC;SG	ADJ
ortodox	تغیر	ortodox	تغیر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
magazin	دکان	magazin	دکان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
magazin	ذخیرہ	magazin	ذخیرہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	وراثت	sânge	وراثت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	تعلق	sânge	تعلق	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	خون	sânge	خون	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	جذبہ	sânge	جذبہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	نسل	sânge	نسل	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sânge	رشتہ	sânge	رشتہ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
separat	علاحدگی	separat	علاحدگی	ADJ;INDF;MASC;SG	ADJ
separat	الگ	separat	الگ	ADJ;INDF;MASC;SG	ADJ
separat	جداگانہ	separat	جداگانہ	ADJ;INDF;MASC;SG	ADJ
prieten	دوست	prieten	دوست	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spate	کمر	spate	کمر	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spate	چوتڑ	spate	چوتڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spate	عقب	spate	عقب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
spate	چوتڑ	spate	چوتڑ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
universal	جامع	universal	جامع	ADJ;INDF;MASC;SG	ADJ
universal	جامع	universal	جامع	ADJ;INDF;MASC;SG	ADJ
universal	آفاقی	universal	آفاقی	ADJ;INDF;MASC;SG	ADJ
high	(	high	(		
high	(	high	(		
song	گیت	song	گیت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
song	شاعری	song	شاعری	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proprie	مخصوص-	propriu	مخصوص-	ADJ;INDF;FEM;SG	ADJ
proprie	امتیازی	propriu	امتیازی	ADJ;INDF;FEM;SG	ADJ
proprie	مخصوص-	propriu	مخصوص-	ADJ;INDF;FEM;SG	ADJ
proprie	امتیازی	propriu	امتیازی	ADJ;INDF;FEM;SG	ADJ
conținut	مضمون	conținut	مضمون	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	اطمینان	conținut	اطمینان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	سامان	conținut	سامان	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	مطالب	conținut	مطالب	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	مال	conținut	مال	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	موضوع	conținut	موضوع	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conținut	مندرجات	conținut	مندرجات	N;INDF;MASC;SG	N;NOM;MASC;SG;3
conformitate	مطابقت.	conformitate	مطابقت.	N;INDF;FEM;SG	N
semn	شناخت	semn	شناخت	N;INDF;MASC;SG	N;NOM;MASC;SG;3
completă	ماہر	complet	ماہر	ADJ;INDF;FEM;SG	ADJ
completă	ماہر	complet	ماہر	ADJ;INDF;FEM;SG	ADJ
completă	تمام	complet	تمام	ADJ;INDF;FEM;SG	ADJ
