istanboel	stambule	istanboel	stambuł	N;NEUT;SG	N;NOM;MASC;SG
beton	beton	beton	beton	N;NEUT;SG	N;NOM;MASC;SG
campeonato	campeonato	campeonato	campeonato	N;MASC+FEM;SG	N;NOM;MASC;SG
monsters	potworów	monster	potwór	N;PL	N;GEN;MASC;PL
monsters	potwory	monster	potwór	N;PL	N;NOM;MASC;PL
monsters	próbek	monster	próbek	N;PL	N;GEN;FEM;PL
noodzaak	konieczność	noodzaak	konieczność	N;MASC+FEM;SG	N;NOM;FEM;SG
noodzaak	konieczności	noodzaak	konieczność	N;MASC+FEM;SG	N;GEN;FEM;SG
godsdienst	religii	godsdienst	religia	N;MASC+FEM;SG	N;GEN;FEM;SG
godsdienst	wyznanie	godsdienst	wyznanie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
godsdienst	religia	godsdienst	religia	N;MASC+FEM;SG	N;NOM;FEM;SG
comics	komiks	comics	komiks	N;MASC+FEM;SG	N;NOM;MASC;SG
norm	normę	norm	norma	N;MASC+FEM;SG	N;ACC;FEM;SG
gisteren	wczoraj	gisteren	wczoraj	ADV	ADV
familieleden	krewni	familielid	krewnić	N;PL	N;NOM;MASC;PL
familieleden	krewnych	familielid	krewny	N;PL	N;ACC;MASC;PL
banner	banner	banner	banner	N;MASC+FEM;SG	N;NOM;MASC;SG
klant	klienta	klant	klient	N;MASC+FEM;SG	N;ACC;MASC;SG
klant	klient	klant	klient	N;MASC+FEM;SG	N;NOM;MASC;SG
klant	klientka	klant	klientka	N;MASC+FEM;SG	N;NOM;FEM;SG
klant	klienta	klant	klient	N;MASC+FEM;SG	N;ACC;MASC;SG
klant	klient	klant	klient	N;MASC+FEM;SG	N;NOM;MASC;SG
klant	klientka	klant	klientka	N;MASC+FEM;SG	N;NOM;FEM;SG
seven	siódemka	seven	siódemka	N;MASC+FEM;SG	N;NOM;FEM;SG
botanicus	botanik	botanicus	botanik	N;MASC+FEM;SG	N;NOM;MASC;SG
landgenoot	rodak	landgenoot	rodak	N;MASC+FEM;SG	N;NOM;MASC;SG
landgenoot	rodak	landgenoot	rodak	N;MASC+FEM;SG	N;NOM;MASC;SG
bres	naruszenie	bres	naruszenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
grafische	graficzny	grafisch	graficzny	ADJ	ADJ;NOM;MASC;SG
grafische	graficzne	grafisch	graficzny	ADJ	ADJ;NOM;NEUT;SG
humor	humoru	humor	humor	N;MASC+FEM;SG	N;GEN;MASC;SG
humor	humor	humor	humor	N;MASC+FEM;SG	N;NOM;MASC;SG
humor	humoru	humor	humor	N;MASC+FEM;SG	N;GEN;MASC;SG
humor	humor	humor	humor	N;MASC+FEM;SG	N;NOM;MASC;SG
normen	standardy	norm	standard	N;PL	N;NOM;MASC;PL
kunstwerken	prace	kunstwerk	praca	N;PL	N;NOM;FEM;PL
vlekken	plamy	vlek	plać	N;PL	N;NOM;MASC;PL
vlekken	plamy	vlek	plać	N;PL	N;NOM;MASC;PL
vlekken	plamki	vlek	plamka	N;PL	N;NOM;FEM;PL
referendum	referendum	referendum	referendum	N;NEUT;SG	N;NOM;NEUT;SG
randall	randall	randall	randall	N;MASC+FEM;SG	N;NOM;MASC;SG
spirit	duchu	spirit	duch	N;MASC+FEM;SG	N;ACC;MASC;SG
spirit	duch	spirit	duch	N;MASC+FEM;SG	N;NOM;MASC;SG
pond	funt	pond	funt	N;NEUT;SG	N;NOM;MASC;SG
oplossingen	roztwory	oplossing	roztwór	N;PL	N;NOM;MASC;PL
oplossingen	rozwiązania	oplossing	rozwiązanie	N;PL	N;NOM;NEUT;PL
oplossingen	rozwiązań	oplossing	rozwiązanie	N;PL	N;GEN;NEUT;PL
plezier	przyjemności	plezier	przyjemność	N;NEUT;SG	N;GEN;FEM;SG
variaties	warianty	variatie	wariant	N;PL	N;NOM;MASC;PL
mechanische	mechaniczny	mechanisch	mechaniczny	ADJ	ADJ;NOM;MASC;SG
mechanische	mechaniczne	mechanisch	mechaniczny	ADJ	ADJ;NOM;NEUT;SG
digitaal	cyfrowe	digitaal	cyfrowy	ADJ	ADJ;NOM;NEUT;SG
besteed	spędził	besteden	spędzić	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
blijf	zostań	blijven	zostać	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
blijf	zostać	blijven	zostać	V;SG;PRS;FIN	V;PFV;NFIN;ACT
ontmoeten	poznać	ontmoeten	poznać	V;NFIN	V;PFV;NFIN;ACT
ontmoeten	poznaj	ontmoeten	poznawać	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
uitsterven	wyginięciem	uitsterven	wyginąć	N;NEUT;SG	N;PFV;INS;NEUT;SG;POS;V.MSDR
uitsterven	zagłada	uitsterven	zagładać	N;NEUT;SG	N;NOM;FEM;SG
nabijheid	bliskość	nabijheid	bliskość	N;MASC+FEM;SG	N;NOM;FEM;SG
nabijheid	bliskość	nabijheid	bliskość	N;MASC+FEM;SG	N;NOM;FEM;SG
nabijheid	bliskości	nabijheid	bliskość	N;MASC+FEM;SG	N;GEN;FEM;SG
vormgeving	projekt	vormgeving	projekt	N;MASC+FEM;SG	N;NOM;MASC;SG
vormgeving	konstrukcja	vormgeving	konstrukcja	N;MASC+FEM;SG	N;NOM;FEM;SG
vormgeving	projektowanie	vormgeving	projektować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vormgeving	kształtowaniu	vormgeving	kształtować	N;MASC+FEM;SG	N;IPFV;DAT;NEUT;SG;POS;V.MSDR
vormgeving	kształtowanie	vormgeving	kształtować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
knop	guzik	knop	guzik	N;MASC+FEM;SG	N;NOM;MASC;SG
aanwijzing	oznaczenie	aanwijzing	oznaczenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
aanwijzing	wyznaczenie	aanwijzing	wyznaczyć	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aanwijzing	wskazówka	aanwijzing	wskazówka	N;MASC+FEM;SG	N;NOM;FEM;SG
stromen	płynie	stroom	płynąć	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
uitzonderingen	wyjątków	uitzondering	wyjątek	N;PL	N;GEN;MASC;PL
uitzonderingen	wyjątki	uitzondering	wyjątek	N;PL	N;NOM;MASC;PL
richtingen	kierunki	richting	kierunek	N;PL	N;NOM;MASC;PL
exploitatie	eksploatacji	exploitatie	eksploatacja	N;MASC+FEM;SG	N;GEN;FEM;SG
exploitatie	wykorzystywanie	exploitatie	wykorzystywać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
exploitatie	eksploatacja	exploitatie	eksploatacja	N;MASC+FEM;SG	N;NOM;FEM;SG
exploitatie	eksploatację	exploitatie	eksploatacja	N;MASC+FEM;SG	N;ACC;FEM;SG
exploitatie	funkcjonowanie	exploitatie	funkcjonowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
exploitatie	operacja	exploitatie	operacja	N;MASC+FEM;SG	N;NOM;FEM;SG
exploitatie	działanie	exploitatie	działać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
berekend	obliczono	berekenen	obliczyć	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
aandoening	warunek	aandoening	warunek	N;MASC+FEM;SG	N;ACC;MASC;SG
aandoening	stan	aandoening	stan	N;MASC+FEM;SG	N;NOM;MASC;SG
aandoening	przypadłość	aandoening	przypadłość	N;MASC+FEM;SG	N;NOM;FEM;SG
ban	zakazu	ban	zakaz	N;MASC+FEM;SG	N;GEN;MASC;SG
ban	zakaz	ban	zakaz	N;MASC+FEM;SG	N;NOM;MASC;SG
schrijf	pisać	schrijf	pisać	V;SG;PRS;FIN	V;IPFV;NFIN;ACT
schrijf	napisać	schrijf	napisać	V;SG;PRS;FIN	V;PFV;NFIN;ACT
schrijf	napisz	schrijf	napisać	V;SG;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
schrijf	pisz	schrijf	pisać	V;SG;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
beloften	obietnice	belofte	obietnica	N;PL	N;NOM;FEM;PL
case	sprawa	case	sprawa	N;MASC+FEM;SG	N;NOM;FEM;SG
case	przypadek	case	przypadek	N;MASC+FEM;SG	N;NOM;MASC;SG
geschikte	odpowiednia	geschikt	odpowiedni	ADJ	ADJ;NOM;FEM;SG
geschikte	odpowiedni	geschikt	odpowiedni	ADJ	ADJ;NOM;MASC;SG
evenwicht	równowagi	evenwicht	równowag	N;NEUT;SG	N;GEN;FEM;SG
evenwicht	bilans	evenwicht	bilans	N;NEUT;SG	N;NOM;MASC;SG
evenwicht	saldo	evenwicht	saldo	N;NEUT;SG	N;NOM;NEUT;SG
evenwicht	równowaga	evenwicht	równowaga	N;NEUT;SG	N;NOM;FEM;SG
evenwicht	równowagi	evenwicht	równowag	N;NEUT;SG	N;GEN;FEM;SG
evenwicht	równowaga	evenwicht	równowaga	N;NEUT;SG	N;NOM;FEM;SG
reformatie	reformacja	reformatie	reformacja	N;MASC+FEM;SG	N;NOM;FEM;SG
werkgever	pracodawca	werkgever	pracodawca	N;MASC+FEM;SG	N;NOM;MASC;SG
werkgever	pracodawca	werkgever	pracodawca	N;MASC+FEM;SG	N;NOM;MASC;SG
verdelen	podziel	verdelen	podziel	V;NFIN	V;PFV;IMP;SG;2;FIN;ACT
verdelen	podzielić	verdelen	podzielić	V;NFIN	V;PFV;NFIN;ACT
verdelen	dziel	verdelen	dziel	V;NFIN	V;IPFV;IMP;SG;2;FIN;ACT
concurrent	konkurent	concurrent	konkurent	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrent	konkurenta	concurrent	konkurent	N;MASC+FEM;SG	N;ACC;MASC;SG
concurrent	konkurencja	concurrent	konkurencja	N;MASC+FEM;SG	N;NOM;FEM;SG
oklahoma	oklahoma	oklahoma	oklahy	N;NEUT;SG	N;NOM;NEUT;SG
achtervolging	pościgu	achtervolging	pościg	N;MASC+FEM;SG	N;GEN;MASC;SG
achtervolging	pościg	achtervolging	pościg	N;MASC+FEM;SG	N;NOM;MASC;SG
achtervolging	pościg	achtervolging	pościg	N;MASC+FEM;SG	N;NOM;MASC;SG
precieze	dokładne	precies	dokładny	ADJ	ADJ;NOM;NEUT;SG
precieze	precyzyjne	precies	precyzyjny	ADJ	ADJ;NOM;NEUT;SG
precieze	dokładny	precies	dokładny	ADJ	ADJ;NOM;MASC;SG
precieze	dokładna	precies	dokładny	ADJ	ADJ;NOM;FEM;SG
blokken	bloków	blok	blok	N;PL	N;GEN;MASC;PL
blokken	klocki	blok	klocka	N;PL	N;NOM;MASC;PL
blokken	bloki	blok	blok	N;PL	N;NOM;MASC;PL
symptomen	symptomy	symptoom	symptom	N;PL	N;NOM;MASC;PL
symptomen	objawami	symptoom	objaw	N;PL	N;INS;MASC;PL
symptomen	objawy	symptoom	objaw	N;PL	N;NOM;MASC;PL
tracks	utwory	tracks	utwór	N;PL	N;NOM;MASC;PL
tracks	tory	tracks	tor	N;PL	N;NOM;MASC;PL
tracks	ścieżki	tracks	ścieżka	N;PL	N;ACC;FEM;PL
tracks	szlaki	tracks	szlak	N;PL	N;NOM;MASC;PL
tracks	ślady	tracks	ślad	N;PL	N;NOM;MASC;PL
wielen	kółka	wiel	kółka	N;PL	N;NOM;NEUT;PL
raket	rakietę	raket	rakieta	N;MASC+FEM;SG	N;ACC;FEM;SG
raket	rakieta	raket	rakieta	N;MASC+FEM;SG	N;NOM;FEM;SG
raket	pocisk	raket	pocisk	N;MASC+FEM;SG	N;NOM;MASC;SG
raket	rakieta	raket	rakieta	N;MASC+FEM;SG	N;NOM;FEM;SG
bijeenkomst	posiedzenie	bijeenkomst	posiedzenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
bijeenkomst	zebranie	bijeenkomst	zebranie	N;MASC+FEM;SG	N;NOM;NEUT;SG
bijeenkomst	spotkanie	bijeenkomst	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
divisies	dywizje	divisie	dywizja	N;PL	N;NOM;FEM;PL
divisies	podziały	divisie	podział	N;PL	N;NOM;MASC;PL
beperkingen	limity	beperking	limita	N;PL	N;NOM;MASC;PL
beperkingen	ograniczeń	beperking	ograniczenie	N;PL	N;GEN;NEUT;PL
beslissingen	decyzje	beslissing	decyzja	N;PL	N;NOM;FEM;PL
havens	portów	haven	port	N;PL	N;GEN;MASC;PL
havens	porty	haven	port	N;PL	N;NOM;MASC;PL
strepen	paski	strip	pask	N;PL	N;NOM;MASC;PL
waarnemingen	spostrzeżenia	waarneming	spostrzeżenie	N;PL	N;NOM;NEUT;PL
waarnemingen	obserwacje	waarneming	obserwacja	N;PL	N;NOM;FEM;PL
platteland	wieś	platteland	wieś	N;NEUT;SG	N;NOM;FEM;SG
bevoegdheden	uprawnienia	bevoegdheid	uprawnić	N;PL	N;NOM;NEUT;PL
bevoegdheden	przywileje	bevoegdheid	przywilej	N;PL	N;NOM;MASC;PL
bevoegdheden	uprawnienia	bevoegdheid	uprawnić	N;PL	N;NOM;NEUT;PL
bevoegdheden	moce	bevoegdheid	moc	N;PL	N;NOM;FEM;PL
bevoegdheden	uprawnień	bevoegdheid	uprawnienie	N;PL	N;GEN;NEUT;PL
bevoegdheden	kompetencje	bevoegdheid	kompetencja	N;PL	N;NOM;FEM;PL
bevoegdheden	kompetencje	bevoegdheid	kompetencja	N;PL	N;NOM;FEM;PL
overleefde	przeżył	overleven	przeżyć	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
overleefde	przetrwał	overleven	przetrwać	V;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
ontvangst	odbiór	ontvangst	odbiór	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvangst	rachunek	ontvangst	rachunek	N;MASC+FEM;SG	N;ACC;MASC;SG
ontvangst	otrzymaniu	ontvangst	otrzymać	N;MASC+FEM;SG	N;PFV;DAT;NEUT;SG;POS;V.MSDR
ontvangst	recepcji	ontvangst	recepcja	N;MASC+FEM;SG	N;GEN;FEM;SG
ontvangst	odbiór	ontvangst	odbiór	N;MASC+FEM;SG	N;NOM;MASC;SG
ontvangst	recepcja	ontvangst	recepcja	N;MASC+FEM;SG	N;NOM;FEM;SG
aspect	aspekt	aspect	aspekt	N;NEUT;SG	N;NOM;MASC;SG
gloria	glorii	gloria	gloria	N;MASC+FEM;SG	N;GEN;FEM;SG
franken	franków	frank	franek	N;PL	N;ACC;MASC;PL
gilles	gilles	gilles	gilles	N;MASC+FEM;SG	N;NOM;MASC;SG
kilogram	kilogram	kilogram	kilogram	N;MASC+FEM;SG	N;NOM;MASC;SG
vertegenwoordigt	reprezentuje	vertegenwoordigen	reprezentować	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
statistische	statystyczne	statistisch	statystyczny	ADJ	ADJ;NOM;NEUT;SG
statistische	statystyczny	statistisch	statystyczny	ADJ	ADJ;NOM;MASC;SG
parlementaire	parlamentarnej	parlementair	parlamentarny	ADJ	ADJ;GEN;FEM;SG
parlementaire	parlamentarne	parlementair	parlamentarny	ADJ	ADJ;NOM;NEUT;SG
muzikaal	muzyczne	muzikaal	muzyczny	ADJ	ADJ;NOM;NEUT;SG
muzikaal	muzyczny	muzikaal	muzyczny	ADJ	ADJ;NOM;MASC;SG
gelijktijdig	jednoczesnego	gelijktijdig	jednoczesny	ADJ	ADJ;ACC;MASC;SG
gelijktijdig	jednoczesnego	gelijktijdig	jednoczesny	ADJ	ADJ;ACC;MASC;SG
verwachting	oczekiwanie	verwachting	oczekiwać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vingers	palce	vinger	palec	N;PL	N;NOM;MASC;PL
vingers	palcami	vinger	palec	N;PL	N;INS;MASC;PL
mensheid	człowieczeństwa	mensheid	człowieczeństwo	N;MASC+FEM;SG	N;GEN;NEUT;SG
mensheid	ludzkość	mensheid	ludzkość	N;MASC+FEM;SG	N;NOM;FEM;SG
mensheid	ludzkości	mensheid	ludzkość	N;MASC+FEM;SG	N;GEN;FEM;SG
mensheid	człowieczeństwo	mensheid	człowieczeństwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
mensheid	ludzkość	mensheid	ludzkość	N;MASC+FEM;SG	N;NOM;FEM;SG
mensheid	ludzkości	mensheid	ludzkość	N;MASC+FEM;SG	N;GEN;FEM;SG
relatieve	względne	relatief	względny	ADJ	ADJ;NOM;NEUT;SG
relatieve	względna	relatief	względny	ADJ	ADJ;NOM;FEM;SG
room	śmietanki	room	śmietanka	N;MASC+FEM;SG	N;GEN;FEM;SG
room	krem	room	krem	N;MASC+FEM;SG	N;NOM;MASC;SG
room	śmietanka	room	śmietanka	N;MASC+FEM;SG	N;NOM;FEM;SG
ede	przysięgą	eed	przysięgać	N;MASC+FEM;SG	N;INS;FEM;SG
ede	przysięga	eed	przysięgać	N;MASC+FEM;SG	N;NOM;FEM;SG
snavel	dziób	snavel	dziób	N;MASC+FEM;SG	N;NOM;MASC;SG
rembrandt	rembrandt	rembranden	rembrandt	N;MASC+FEM;SG	N;NOM;MASC;SG
binding	wiązanie	binding	wiązanie	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
binding	obligacji	binding	obligacja	N;MASC+FEM;SG	N;ACC;FEM;SG
binding	więź	binding	więź	N;MASC+FEM;SG	N;NOM;FEM;SG
binding	wiązanie	binding	wiązanie	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mengsel	mieszaniny	mengsel	mieszanina	N;NEUT;SG	N;ACC;FEM;SG
mengsel	mieszanka	mengsel	mieszanka	N;NEUT;SG	N;NOM;FEM;SG
mengsel	mieszanina	mengsel	mieszanina	N;NEUT;SG	N;NOM;FEM;SG
mengsel	mieszanka	mengsel	mieszanka	N;NEUT;SG	N;NOM;FEM;SG
religieus	religijny	religieus	religijny	ADJ	ADJ;NOM;MASC;SG
religieus	religijnych	religieus	religijny	ADJ	ADJ;GEN;MASC;PL
religieus	religijna	religieus	religijny	ADJ	ADJ;NOM;FEM;SG
religieus	religijne	religieus	religijny	ADJ	ADJ;NOM;NEUT;SG
jamaica	jamajka	jamaica	jamajka	N;NEUT;SG	N;NOM;FEM;SG
job	zlecenie	job	zlecenie	N;MASC+FEM;SG	N;NOM;NEUT;SG
job	pracy	job	praca	N;MASC+FEM;SG	N;GEN;FEM;SG
job	praca	job	praca	N;MASC+FEM;SG	N;NOM;FEM;SG
plaatselijk	miejscowa	plaatselijk	miejscowy	ADJ	ADJ;NOM;FEM;SG
plaatselijk	lokalny	plaatselijk	lokalny	ADJ	ADJ;NOM;MASC;SG
plaatselijk	lokalna	plaatselijk	lokalny	ADJ	ADJ;NOM;FEM;SG
plaatselijk	lokalne	plaatselijk	lokalny	ADJ	ADJ;NOM;NEUT;SG
plaatselijk	miejscowy	plaatselijk	miejscowy	ADJ	ADJ;NOM;MASC;SG
plaatselijk	lokalnych	plaatselijk	lokalny	ADJ	ADJ;GEN;MASC;PL
willekeurig	przypadkowe	willekeurig	przypadkowy	ADJ	ADJ;NOM;NEUT;SG
willekeurig	przypadkowa	willekeurig	przypadkowy	ADJ	ADJ;NOM;FEM;SG
willekeurig	przypadkowy	willekeurig	przypadkowy	ADJ	ADJ;NOM;MASC;SG
willekeurig	losowe	willekeurig	losowy	ADJ	ADJ;NOM;NEUT;SG
willekeurig	niepożądanego	willekeurig	niepożądany	ADJ	ADJ;ACC;MASC;SG
willekeurig	dowolne	willekeurig	dowolny	ADJ	ADJ;NOM;NEUT;SG
betrokkenheid	aktywność	betrokkenheid	aktywność	N;MASC+FEM;SG	N;NOM;FEM;SG
betrokkenheid	zaangażowanie	betrokkenheid	zaangażowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
betrokkenheid	zaangażowanie	betrokkenheid	zaangażowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
betrokkenheid	zaangażowanie	betrokkenheid	zaangażowanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
betrokkenheid	zobowiązanie	betrokkenheid	zobowiązanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
stalin	stalin	stalin	stalin	N;MASC+FEM;SG	N;NOM;MASC;SG
eis	wymóg	eis	wymóg	N;MASC+FEM;SG	N;NOM;MASC;SG
eis	wymaganie	eis	wymagać	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
eis	popytu	eis	popyt	N;MASC+FEM;SG	N;GEN;MASC;SG
eis	popyt	eis	popyt	N;MASC+FEM;SG	N;NOM;MASC;SG
eis	zapotrzebowanie	eis	zapotrzebowanie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
eis	żądanie	eis	żądanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
uitbreiden	powiększyć	uitbreiden	powiększyć	V;NFIN	V;PFV;NFIN;ACT
uitbreiden	rozszerzyć	uitbreiden	rozszerzyć	V;NFIN	V;PFV;NFIN;ACT
uitbreiden	rozwinąć	uitbreiden	rozwinąć	V;NFIN	V;PFV;NFIN;ACT
community	społeczność	community	społeczność	N;MASC+FEM;SG	N;NOM;FEM;SG
community	społeczności	community	społeczność	N;MASC+FEM;SG	N;GEN;FEM;SG
community	wspólnoty	community	wspólnota	N;MASC+FEM;SG	N;GEN;FEM;SG
community	wspólnota	community	wspólnota	N;MASC+FEM;SG	N;NOM;FEM;SG
bevordering	promowanie	bevordering	promować	N;MASC+FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bevordering	awans	bevordering	awans	N;MASC+FEM;SG	N;NOM;MASC;SG
bevordering	promocji	bevordering	promocja	N;MASC+FEM;SG	N;GEN;FEM;SG
bacteriën	zarazków	bacterie	zarazek	N;PL	N;GEN;MASC;PL
poorten	portów	poort	port	N;PL	N;GEN;MASC;PL
poorten	porty	poort	port	N;PL	N;NOM;MASC;PL
salzburg	salzburg	salzburg	salzburg	N;MASC+FEM;SG	N;NOM;MASC;SG
sleutel	klucz	sleutel	klucz	N;MASC+FEM;SG	N;NOM;MASC;SG
sleutel	klawisz	sleutel	klawić	N;MASC+FEM;SG	N;NOM;MASC;SG
hol	hol	hol	hol	N;NEUT;SG	N;NOM;MASC;SG
hol	kryjówka	hol	kryjówka	N;NEUT;SG	N;NOM;FEM;SG
fossiele	kopalnych	fossiel	kopalny	ADJ	ADJ;GEN;MASC;PL
mason	masona	mason	masona	N;MASC+FEM;SG	N;ACC;MASC;SG
breuk	zerwanie	breuk	zerwanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
breuk	rozstanie	breuk	rozstać	N;MASC+FEM;SG	N;NOM;FEM;SG
breuk	złamania	breuk	złamanie	N;MASC+FEM;SG	N;NOM;NEUT;SG
breuk	pęknięcie	breuk	pęknięcie	N;MASC+FEM;SG	N;NOM;NEUT;SG
breuk	złamanie	breuk	złamać	N;MASC+FEM;SG	N;NOM;NEUT;SG
rassen	wyścigi	ras	wyścig	N;PL	N;NOM;MASC;PL
rassen	ras	ras	rasa	N;PL	N;GEN;MASC;PL
rassen	rasy	ras	rasa	N;PL	N;ACC;FEM;PL
rassen	odmiany	ras	odmiana	N;PL	N;ACC;FEM;PL
rassen	ras	ras	rasa	N;PL	N;GEN;MASC;PL
rassen	rasy	ras	rasa	N;PL	N;ACC;FEM;PL
concrete	konkretne	concreet	konkretny	ADJ	ADJ;NOM;NEUT;SG
concrete	konkretny	concreet	konkretny	ADJ	ADJ;NOM;MASC;SG
alias	pseudonim	alias	pseudonić	N;MASC+FEM;SG	N;NOM;MASC;SG
mathilde	matylda	mathilde	matylda	N;MASC+FEM;SG	N;NOM;FEM;SG
mathilde	matylda	mathilde	matylda	N;MASC+FEM;SG	N;NOM;FEM;SG
seks	płeć	seks	płeć	N;MASC+FEM;SG	N;NOM;FEM;SG
seks	seksu	seks	seks	N;MASC+FEM;SG	N;GEN;MASC;SG
seks	seks	seks	seks	N;MASC+FEM;SG	N;NOM;MASC;SG
tempels	świątynie	tempel	świątynia	N;PL	N;NOM;FEM;PL
integratie	integracja	integratie	integracja	N;MASC+FEM;SG	N;NOM;FEM;SG
integratie	integracji	integratie	integracja	N;MASC+FEM;SG	N;GEN;FEM;SG
integratie	integrację	integratie	integracja	N;MASC+FEM;SG	N;ACC;FEM;SG
wagens	wozy	wagen	wóz	N;PL	N;NOM;MASC;PL
wagens	wagony	wagen	wagon	N;PL	N;NOM;MASC;PL
wagens	wagonów	wagen	wagon	N;PL	N;GEN;MASC;PL
craig	craiga	craig	craiga	N;MASC+FEM;SG	N;ACC;MASC;SG
verhogen	podnieść	verhogen	podnieść	V;NFIN	V;PFV;NFIN;ACT
argentijns	argentyński	argentijns	argentyński	ADJ	ADJ;NOM;MASC;SG
argentijns	argentyński	argentijns	argentyński	ADJ	ADJ;NOM;MASC;SG
driehoek	trójkąt	driehoek	trójkąt	N;MASC+FEM;SG	N;ACC;MASC;SG
arizona	arizonie	arizona	arizon	N;NEUT;SG	N;ACC;MASC;SG
beweerde	twierdził	beweren	twierdzić	V;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
beweerde	twierdziło	beweren	twierdzić	V;SG;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
beweerde	twierdziła	beweren	twierdzić	V;SG;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
dana	dana	dana	dana	N;MASC+FEM;SG	N;NOM;FEM;SG
presentatrice	prezenter	presentatrice	prezenter	N;MASC+FEM;SG	N;NOM;MASC;SG
mineralen	minerałów	mineraal	minerał	N;PL	N;GEN;MASC;PL
mineralen	minerały	mineraal	minerał	N;PL	N;NOM;MASC;PL
genoteerd	zauważył	noteren	zauważyć	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
genoteerd	zauważyć	noteren	zauważyć	V;V.PTCP	V;PFV;NFIN;ACT
genoteerd	odnotowano	noteren	odnotować	V;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
hell	piekło	hell	piekło	N;MASC+FEM;SG	N;NOM;NEUT;SG
filosofische	filozoficzne	filosofisch	filozoficzny	ADJ	ADJ;NOM;NEUT;SG
scheepvaart	wysyłki	scheepvaart	wysyłek	N;MASC+FEM;SG	N;ACC;FEM;SG
enterprise	przedsiębiorczość	enterprise	przedsiębiorczość	N;MASC+FEM;SG	N;NOM;FEM;SG
enterprise	przedsiębiorstwo	enterprise	przedsiębiorstwo	N;MASC+FEM;SG	N;NOM;NEUT;SG
enterprise	przedsięwzięcie	enterprise	przedsięwzięcie	N;MASC+FEM;SG	N;NOM;NEUT;SG
finalist	finalistka	finalist	finalistka	N;MASC+FEM;SG	N;NOM;FEM;SG
duivel	diabła	duivel	diabeł	N;MASC+FEM;SG	N;ACC;MASC;SG
duivel	diabeł	duivel	diabeł	N;MASC+FEM;SG	N;NOM;MASC;SG
duivel	demon	duivel	demon	N;MASC+FEM;SG	N;NOM;MASC;SG
blik	spojrzenie	blik	spojrzenie	N;MASC+FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kanon	armata	kanon	armat	N;NEUT;SG	N;NOM;FEM;SG
kanon	armaty	kanon	armata	N;NEUT;SG	N;ACC;FEM;SG
lens	obiektyw	lens	obiektyw	N;MASC+FEM;SG	N;NOM;MASC;SG
invloedrijke	wpływowych	invloedrijk	wpływowy	ADJ	ADJ;GEN;MASC;PL
manuscript	rękopis	manuscript	rękopis	N;NEUT;SG	N;ACC;MASC;SG
zuiver	czysty	zuiver	czysty	ADJ	ADJ;NOM;MASC;SG
