überlegungen	pensées	überlegungen	penser	V;NFIN	V;FEM;PL;PST;V.PTCP
fliehen	échapper	fliehen	échapper	V;NFIN	V;NFIN
stoffe	tissus	stoffen	tissu	N;NOM;PL	N;MASC;PL
stoffe	toiles	stoffen	toile	N;NOM;PL	N;FEM;PL
stoffe	substances	stoffen	substance	N;NOM;PL	N;FEM;PL
fraglich	douteux	fraglich	douteux	ADJ	ADJ;MASC;SG
fraglich	douteuse	fraglich	douteuse	ADJ	ADJ;FEM;SG
fraglich	contestable	fraglich	contestable	ADJ	ADJ;MASC;SG
fraglich	douteuses	fraglich	douteux	ADJ	ADJ;FEM;PL
fraglich	discutable	fraglich	discutable	ADJ	ADJ;MASC;SG
fraglich	discutables	fraglich	discutable	ADJ	ADJ;MASC;PL
fraglich	discutable	fraglich	discutable	ADJ	ADJ;MASC;SG
fraglich	douteux	fraglich	douteux	ADJ	ADJ;MASC;SG
fraglich	douteuse	fraglich	douteuse	ADJ	ADJ;FEM;SG
fraglich	douteuses	fraglich	douteux	ADJ	ADJ;FEM;PL
empfangen	reçois	empfangen	recevoir	V;V.PTCP	V;IND;SG;1;PRS;FIN
empfangen	reçoivent	empfangen	recevoir	V;V.PTCP	V;IND;PL;3;PRS;FIN
empfangen	recevez	empfangen	recevoir	V;V.PTCP	V;IMP;PL;2;PRS;FIN
empfangen	recevoir	empfangen	recevoir	V;V.PTCP	V;NFIN
empfangen	reçu	empfangen	recevoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
empfangen	reçues	empfangen	recevoir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
empfangen	reçus	empfangen	recevoir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
empfangen	reçue	empfangen	recevoir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
empfangen	recevant	empfangen	recevoir	V;V.PTCP	V;PRS;V.PTCP
empfangen	recevoir	empfangen	recevoir	V;V.PTCP	V;NFIN
pflicht	obligatoire	pflicht	obligatoire	ADJ	ADJ;MASC;SG
pflicht	obligatoires	pflicht	obligatoire	ADJ	ADJ;MASC;PL
pflicht	obligatoire	pflicht	obligatoire	ADJ	ADJ;MASC;SG
pflicht	obligatoires	pflicht	obligatoire	ADJ	ADJ;MASC;PL
pflicht	obligatoire	pflicht	obligatoire	ADJ	ADJ;MASC;SG
pflicht	obligatoires	pflicht	obligatoire	ADJ	ADJ;MASC;PL
türkisch	turques	türkisch	turc	ADJ	ADJ;FEM;PL
türkisch	turque	türkisch	turc	ADJ	ADJ;FEM;SG
türkisch	turc	türkisch	turc	ADJ	ADJ;MASC;SG
nummern	numéros	nummern	numéro	N	N;MASC;PL
nummern	chiffres	nummern	chiffre	N	N;MASC;PL
nummern	nombres	nummern	nombre	N	N;MASC;PL
schnellen	rapide	schnell	rapide	ADJ	ADJ;MASC;SG
schnellen	rapides	schnell	rapide	ADJ	ADJ;MASC;PL
hinreichend	suffisantes	hinreichend	suffisant	ADJ	ADJ;FEM;PL
hinreichend	suffisants	hinreichend	suffisant	ADJ	ADJ;MASC;PL
hinreichend	suffisant	hinreichend	suffisant	ADJ	ADJ;MASC;SG
hinreichend	suffisante	hinreichend	suffisant	ADJ	ADJ;FEM;SG
theoretisch	théoriques	theoretisch	théorique	ADJ	ADJ;MASC;PL
theoretisch	théorique	theoretisch	théorique	ADJ	ADJ;MASC;SG
decken	couvrir	decken	couvrir	V;NFIN	V;NFIN
persönlicher	personnelle	persönlich	personnel	ADJ	ADJ;FEM;SG
persönlicher	personnelles	persönlich	personnel	ADJ	ADJ;FEM;PL
persönlicher	personnels	persönlich	personnel	ADJ	ADJ;MASC;PL
nachbarn	voisines	nachbarn	voisin	ADJ	ADJ;FEM;PL
nachbarn	voisine	nachbarn	voisin	ADJ	ADJ;FEM;SG
nachbarn	voisin	nachbarn	voisin	ADJ	ADJ;MASC;SG
nachbarn	voisines	nachbarn	voisin	ADJ	ADJ;FEM;PL
nachbarn	voisine	nachbarn	voisin	ADJ	ADJ;FEM;SG
nachbarn	voisin	nachbarn	voisin	ADJ	ADJ;MASC;SG
ernährung	nutrition	Ernährung	nutrition	N;NOM;FEM;SG	N;FEM;SG
ernährung	alimentation	Ernährung	alimentation	N;NOM;FEM;SG	N;FEM;SG
ernährung	diète	Ernährung	diète	N;NOM;FEM;SG	N;FEM;SG
ernährung	régime	Ernährung	régime	N;NOM;FEM;SG	N;MASC;SG
vergleichen	comparez	vergleichen	comparer	V;NFIN	V;IMP;PL;2;PRS;FIN
vergleichen	compare	vergleichen	comparer	V;NFIN	V;IND;SG;3;PRS;FIN
vergleichen	comparons	vergleichen	comparon	V;NFIN	V;IMP;PL;1;PRS;FIN
vergleichen	comparer	vergleichen	comparer	V;NFIN	V;NFIN
gestrichen	supprimé	gestrechen	supprimer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	supprimée	gestrechen	supprimer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gestrichen	effacé	gestrechen	effacer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	supprimés	gestrechen	supprimer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gestrichen	supprimées	gestrechen	supprimer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gestrichen	annulée	gestrechen	annuler	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gestrichen	annulé	gestrechen	annuler	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	annulés	gestrechen	annuler	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gestrichen	peintes	gestrechen	peinte	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gestrichen	peinte	gestrechen	peinte	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gestrichen	peint	gestrechen	peindre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	peints	gestrechen	peindre	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gestrichen	abolis	gestrechen	aboli	V;V.PTCP	V;MASC;PL;PST;V.PTCP
gestrichen	abolie	gestrechen	abolie	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gestrichen	aboli	gestrechen	abolir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	annulée	gestrechen	annuler	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gestrichen	annulé	gestrechen	annuler	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gestrichen	annulés	gestrechen	annuler	V;V.PTCP	V;MASC;PL;PST;V.PTCP
verabschiedet	adoptées	verabschieden	adopter	V;V.PTCP	V;FEM;PL;PST;V.PTCP
verabschiedet	adoptée	verabschieden	adopter	V;V.PTCP	V;FEM;SG;PST;V.PTCP
verabschiedet	adopté	verabschieden	adopter	V;V.PTCP	V;MASC;SG;PST;V.PTCP
verabschiedet	adoptés	verabschieden	adopter	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geistliche	spirituelles	geistlich	spirituel	ADJ;NOM;FEM;PL	ADJ;FEM;PL
springen	sauter	springen	sauter	V;NFIN	V;NFIN
springen	saute	springen	sauter	V;NFIN	V;IND;SG;3;PRS;FIN
springen	bondir	springen	bondir	V;NFIN	V;NFIN
springen	sauter	springen	sauter	V;NFIN	V;NFIN
springen	sautant	springen	sauter	V;NFIN	V;PRS;V.PTCP
interessierte	intéressée	interessieren	intéresser	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
interessierte	intéressé	interessieren	intéresser	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
ära	eer	ära	eer	N;NOM;FEM;SG	N;MASC;SG
ära	époque	ära	époque	N;NOM;FEM;SG	N;FEM;SG
annehmen	présumer	annehmen	présumer	V;NFIN	V;NFIN
annehmen	supposer	annehmen	supposer	V;NFIN	V;NFIN
annehmen	supposez	annehmen	supposer	V;NFIN	V;IMP;PL;2;PRS;FIN
annehmen	accepte	annehmen	accepter	V;NFIN	V;IND;SG;3;PRS;FIN
annehmen	accepter	annehmen	accepter	V;NFIN	V;NFIN
annehmen	acceptent	annehmen	accepter	V;NFIN	V;IND;PL;3;PRS;FIN
annehmen	acceptez	annehmen	accepter	V;NFIN	V;IMP;PL;2;PRS;FIN
gedruckt	imprimé	drucken	imprimer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
gedruckt	imprimée	drucken	imprimer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
gedruckt	imprimées	drucken	imprimer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
gedruckt	imprimés	drucken	imprimer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
abteilungen	divisions	abteilingen	division	N;NOM;FEM;PL	N;FEM;PL
abteilungen	départements	abteilingen	département	N;NOM;FEM;PL	N;MASC;PL
abteilungen	compartiments	abteilingen	compartiment	N;NOM;FEM;PL	N;MASC;PL
erläutert	expliqués	erläutern	expliquer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
erläutert	expliqué	erläutern	expliquer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
erläutert	expliquée	erläutern	expliquer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
erläutert	explique	erläutern	expliquer	V;V.PTCP	V;IND;SG;3;PRS;FIN
nachweisbar	démontrable	nachweisbar	démontrable	ADJ	ADJ;MASC;SG
nachweisbar	détectable	nachweisbar	détectable	ADJ	ADJ;MASC;SG
nachweisbar	détectables	nachweisbar	détectable	ADJ	ADJ;MASC;PL
kritischen	critique	kritisch	critique	ADJ	ADJ;MASC;SG
teilgenommen	participé	teilnehmen	participer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
teilgenommen	participé	teilnehmen	participer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
befestigt	fortifié	befestigen	fortifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
befestigt	fortifiée	befestigen	fortifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
befestigt	enrichis	befestigen	enrichir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
befestigt	attachée	befestigen	attacher	V;V.PTCP	V;FEM;SG;PST;V.PTCP
befestigt	attaché	befestigen	attacher	V;V.PTCP	V;MASC;SG;PST;V.PTCP
befestigt	attachées	befestigen	attacher	V;V.PTCP	V;FEM;PL;PST;V.PTCP
befestigt	attachés	befestigen	attacher	V;V.PTCP	V;MASC;PL;PST;V.PTCP
administrative	administratives	administrativ	administratif	ADJ;NOM;FEM;PL	ADJ;FEM;PL
administrative	administratifs	administrativ	administratif	ADJ;NOM;FEM;PL	ADJ;MASC;PL
shakespeare	shakespeare	shakespeare	shakespear	N;NOM;MASC;SG	N;MASC;SG
hang	pente	hang	pente	N	N;FEM;SG
löscht	efface	löschen	effacer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
löscht	supprime	löschen	supprimer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
beantwortet	répondu	beantworten	répondre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
beantwortet	répondait	beantworten	répondre	V;V.PTCP	V;IND;SG;3;IPFV;FIN
beantwortet	répondit	beantworten	répondre	V;V.PTCP	V;IND;SG;3;PST;FIN
beantwortet	répondu	beantworten	répondre	V;V.PTCP	V;MASC;SG;PST;V.PTCP
herausragende	éminentes	herausragend	éminent	ADJ;NOM;FEM;PL	ADJ;FEM;PL
herausragende	remarquables	herausragend	remarquable	ADJ;NOM;FEM;PL	ADJ;MASC;PL
oberste	suprême	ober	suprême	ADJ;NOM	ADJ;MASC;SG
oberste	suprêmes	ober	suprême	ADJ;NOM	ADJ;MASC;PL
berühmt	fameux	berühmt	fameux	ADJ	ADJ;MASC;SG
berühmt	célèbre	berühmt	célèbre	ADJ	ADJ;MASC;SG
berühmt	célèbres	berühmt	célèbre	ADJ	ADJ;MASC;PL
restaurierung	restauration	restaurierung	restauration	N;NOM;FEM;SG	N;FEM;SG
restaurierung	rénovation	restaurierung	rénovation	N;NOM;FEM;SG	N;FEM;SG
geehrt	honorées	ehren	honorer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
geehrt	honorée	ehren	honorer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geehrt	honorés	ehren	honorer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geehrt	honoré	ehren	honorer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
geehrt	honorées	ehren	honorer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
geehrt	honorée	ehren	honorer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
geehrt	honorés	ehren	honorer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
geehrt	honoré	ehren	honorer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
umzug	déménagement	umzugen	déménagement	N;SG	N;MASC;SG
umzug	réinstallation	umzugen	réinstallation	N;SG	N;FEM;SG
umzug	relocalisation	umzugen	relocalisation	N;SG	N;FEM;SG
umzug	relogement	umzugen	relogement	N;SG	N;MASC;SG
umzug	délocalisation	umzugen	délocalisation	N;SG	N;FEM;SG
umzug	déménagement	umzugen	déménagement	N;SG	N;MASC;SG
umzug	parade	umzugen	parade	N;SG	N;FEM;SG
umzug	déménagement	umzugen	déménagement	N;SG	N;MASC;SG
umzug	enlèvement	umzugen	enlèvement	N;SG	N;MASC;SG
umzug	suppression	umzugen	suppression	N;SG	N;FEM;SG
niedrigen	basses	niedrig	bas	ADJ	ADJ;FEM;PL
niedrigen	basse	niedrig	bas	ADJ	ADJ;FEM;SG
niedrigen	faible	niedrig	faible	ADJ	ADJ;MASC;SG
niedrigen	faibles	niedrig	faible	ADJ	ADJ;MASC;PL
niedrigen	bas	niedrig	bas	ADJ	ADJ;MASC;SG
erhöhung	augmentation	erhöhung	augmentation	N;NOM;FEM;SG	N;FEM;SG
erhöhung	accroissement	erhöhung	accroissement	N;NOM;FEM;SG	N;MASC;SG
erhöhung	altitude	erhöhung	altitude	N;NOM;FEM;SG	N;FEM;SG
erhöhung	élévation	erhöhung	élévation	N;NOM;FEM;SG	N;FEM;SG
verkauften	vendues	verkaufen	vendre	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
verkauften	vendus	verkaufen	vendre	V;IND;PL;3;PST;FIN	V;MASC;PL;PST;V.PTCP
polizisten	flics	polizist	flic	N;PL	N;MASC;PL
polizisten	policiers	polizist	policier	N;PL	N;MASC;PL
polizisten	policiers	polizist	policier	N;PL	N;MASC;PL
polizisten	officiers	polizist	officier	N;PL	N;MASC;PL
latein	latine	latein	latin	ADJ	ADJ;FEM;SG
latein	latines	latein	latin	ADJ	ADJ;FEM;PL
tschechische	tchèques	tschechisch	tchèque	ADJ;NOM;FEM;PL	ADJ;MASC;PL
fortgesetzt	continué	fortsetzen	continuer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
selbständige	indépendantes	selbständig	indépendant	ADJ;NOM;FEM;PL	ADJ;FEM;PL
selbständige	indépendants	selbständig	indépendant	ADJ;NOM;FEM;PL	ADJ;MASC;PL
selbständige	indépendants	selbständig	indépendant	ADJ;NOM;FEM;PL	ADJ;MASC;PL
alternativen	alternative	alternativ	alternative	ADJ	ADJ;FEM;SG
alternativen	alternatif	alternativ	alternatif	ADJ	ADJ;MASC;SG
alternativen	alternatives	alternativ	alternatif	ADJ	ADJ;FEM;PL
herrscht	prévaut	herrschen	prévaloir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
schaffung	création	schaffung	création	N	N;FEM;SG
flachen	superficielle	flach	superficiel	ADJ	ADJ;FEM;SG
flachen	superficiel	flach	superficiel	ADJ	ADJ;MASC;SG
flachen	superficielles	flach	superficiel	ADJ	ADJ;FEM;PL
bestritten	contesté	bestreiten	contester	V;V.PTCP	V;MASC;SG;PST;V.PTCP
bestritten	disputées	bestreiten	disputer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
bestritten	contestées	bestreiten	contester	V;V.PTCP	V;FEM;PL;PST;V.PTCP
bestritten	contestée	bestreiten	contester	V;V.PTCP	V;FEM;SG;PST;V.PTCP
interessante	intéressantes	interessant	intéressant	ADJ;NOM;FEM;PL	ADJ;FEM;PL
interessante	intéressants	interessant	intéressant	ADJ;NOM;FEM;PL	ADJ;MASC;PL
ausserdem	également	ausserdem	également	ADV	ADV
ausserdem	aussi	ausserdem	aussi	ADV	ADV
ausserdem	egalement	ausserdem	egalement	ADV	ADV
schlage	proposer	schlage	proposer	V;SG;FIN	V;NFIN
schlage	suggère	schlage	suggérer	V;SG;FIN	V;IND;SG;3;PRS;FIN
schlage	suggérer	schlage	suggérer	V;SG;FIN	V;NFIN
schwanz	queue	schwanzen	queue	N	N;FEM;SG
schwanz	queues	schwanzen	queue	N	N;FEM;PL
schwanz	pile	schwanzen	pile	N	N;FEM;SG
schwanz	queue	schwanzen	queue	N	N;FEM;SG
schwanz	filature	schwanzen	filature	N	N;FEM;SG
schwanz	tail	schwanzen	tail	N	N;MASC;SG
schwanz	bite	schwanzen	bite	N	N;FEM;SG
schwanz	queue	schwanzen	queue	N	N;FEM;SG
schwanz	coq	schwanzen	coq	N	N;MASC;SG
schwanz	bite	schwanzen	bite	N	N;FEM;SG
beteiligen	participez	beteiligen	participer	V;NFIN	V;IMP;PL;2;PRS;FIN
beteiligen	participer	beteiligen	participer	V;NFIN	V;NFIN
untergrund	souterraine	untergrund	souterrain	ADJ	ADJ;FEM;SG
redundanz	redondance	redundanz	redondance	N	N;FEM;SG
redundanz	licenciement	redundanz	licenciement	N	N;MASC;SG
redundanz	redondances	redundanz	redondance	N	N;FEM;PL
aufsätze	essais	aufsätzen	essai	N;NOM;PL	N;MASC;PL
bahnhöfe	gares	bahnhöfen	gare	N;NOM;MASC;PL	N;FEM;PL
bahnhöfe	stations	bahnhöfen	station	N;NOM;MASC;PL	N;FEM;PL
neuauflage	réédition	neuauflage	réédition	N;NOM;FEM;SG	N;FEM;SG
pionier	pionnière	pionier	pionnier	ADJ	ADJ;FEM;SG
pionier	pionnière	pionier	pionnier	ADJ	ADJ;FEM;SG
rumänischen	roumains	rumänisch	roumain	ADJ	ADJ;MASC;PL
rumänischen	roumaine	rumänisch	roumain	ADJ	ADJ;FEM;SG
rumänischen	roumain	rumänisch	roumain	ADJ	ADJ;MASC;SG
tests	essais	tests	essai	N	N;MASC;PL
tests	tests	tests	test	N	N;MASC;PL
tests	épreuves	tests	épreuve	N	N;FEM;PL
tests	essai	tests	essai	N	N;MASC;SG
tests	test	tests	test	N	N;MASC;SG
tests	essais	tests	essai	N	N;MASC;PL
tests	tests	tests	test	N	N;MASC;PL
entfernten	reculées	entfernt	reculer	V;IND;PL;3;PST;FIN	V;FEM;PL;PST;V.PTCP
ausgehen	sortir	ausgehen	sortir	V;NFIN	V;NFIN
ausgehen	sortie	ausgehen	sortir	V;NFIN	V;FEM;SG;PST;V.PTCP
sorgt	assure	sorgen	assurer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
läßt	admet	lassen	admettre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
staffeln	saisons	staffeln	saison	N;NOM;FEM;PL	N;FEM;PL
staffeln	escadrons	staffeln	escadron	N;NOM;FEM;PL	N;MASC;PL
trasse	sentier	trassen	sentier	N	N;MASC;SG
trasse	chemin	trassen	chemin	N	N;MASC;SG
trasse	sillon	trassen	sillon	N	N;MASC;SG
bemerkenswert	notable	bemerkenswert	notable	ADJ	ADJ;MASC;SG
bemerkenswert	notables	bemerkenswert	notable	ADJ	ADJ;MASC;PL
bemerkenswert	remarquable	bemerkenswert	remarquable	ADJ	ADJ;MASC;SG
bemerkenswert	remarquables	bemerkenswert	remarquable	ADJ	ADJ;MASC;PL
bemerkenswert	notable	bemerkenswert	notable	ADJ	ADJ;MASC;SG
bemerkenswert	remarquables	bemerkenswert	remarquable	ADJ	ADJ;MASC;PL
bemerkenswert	remarquable	bemerkenswert	remarquable	ADJ	ADJ;MASC;SG
bemerkenswert	remarquable	bemerkenswert	remarquable	ADJ	ADJ;MASC;SG
bemerkenswert	notables	bemerkenswert	notable	ADJ	ADJ;MASC;PL
produzieren	produire	produzieren	produire	V;NFIN	V;NFIN
produzieren	produisent	produzieren	produire	V;NFIN	V;IND;PL;3;PRS;FIN
öffentlicher	publics	öffentlich	public	ADJ	ADJ;MASC;PL
öffentlicher	publiques	öffentlich	public	ADJ	ADJ;FEM;PL
öffentlicher	public	öffentlich	public	ADJ	ADJ;MASC;SG
öffentlicher	publique	öffentlich	public	ADJ	ADJ;FEM;SG
toll	grande	toll	grand	ADJ	ADJ;FEM;SG
toll	génial	toll	génial	ADJ	ADJ;MASC;SG
toll	grand	toll	grand	ADJ	ADJ;MASC;SG
vergrößert	agrandit	vergrößern	agrandir	V;V.PTCP	V;IND;SG;3;PRS;FIN
vergrößert	élargie	vergrößern	élargir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
vergrößert	agrandi	vergrößern	agrandir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
tropischen	tropiques	tropisch	tropique	ADJ	ADJ;MASC;PL
tropischen	tropicale	tropisch	tropical	ADJ	ADJ;FEM;SG
tropischen	tropical	tropisch	tropical	ADJ	ADJ;MASC;SG
tropischen	tropicaux	tropisch	tropical	ADJ	ADJ;MASC;PL
tropischen	tropicales	tropisch	tropical	ADJ	ADJ;FEM;PL
vertretung	représentation	vertretung	représentation	N;FEM;SG	N;FEM;SG
vertretung	rep	vertretung	rep	N;FEM;SG	N;MASC;SG
vertretung	représentant	vertretung	représentant	N;FEM;SG	N;MASC;SG
vertretung	représentante	vertretung	représentant	N;FEM;SG	N;FEM;SG
abriss	démolition	abreißen	démolition	N	N;FEM;SG
abriss	démolitions	abreißen	démolition	N	N;FEM;PL
ethnischen	ethniques	ethnisch	ethnique	ADJ;PL	ADJ;MASC;PL
konzipiert	conçu	konzipieren	concevoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
konzipiert	conçue	konzipieren	concevoir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
konzipiert	conçu	konzipieren	concevoir	V;V.PTCP	V;MASC;SG;PST;V.PTCP
konzipiert	conçues	konzipieren	concevoir	V;V.PTCP	V;FEM;PL;PST;V.PTCP
konzipiert	conçue	konzipieren	concevoir	V;V.PTCP	V;FEM;SG;PST;V.PTCP
konzipiert	conçus	konzipieren	concevoir	V;V.PTCP	V;MASC;PL;PST;V.PTCP
breiter	large	breit	large	ADJ	ADJ;MASC;SG
breiter	large	breit	large	ADJ	ADJ;MASC;SG
breiter	vaste	breit	vaste	ADJ	ADJ;MASC;SG
vortrag	conférence	vortragen	conférence	N;SG	N;FEM;SG
vortrag	discours	vortragen	discours	N;SG	N;MASC;SG
vortrag	allocution	vortragen	allocution	N;SG	N;FEM;SG
vortrag	présentation	vortragen	présentation	N;SG	N;FEM;SG
dienstleistungen	services	dienstleistungen	service	N;NOM;FEM;PL	N;MASC;PL
standorte	localisation	standort	localisation	N;NOM	N;FEM;SG
standorte	emplacement	standort	emplacement	N;NOM	N;MASC;SG
standorte	localité	standort	localité	N;NOM	N;FEM;SG
standorte	lieu	standort	lieu	N;NOM	N;MASC;SG
standorte	localisations	standort	localisation	N;NOM	N;FEM;PL
standorte	lieux	standort	lieu	N;NOM	N;MASC;PL
standorte	sites	standort	site	N;NOM	N;MASC;PL
werfen	jeté	werfen	jeter	V;NFIN	V;MASC;SG;PST;V.PTCP
werfen	coulée	werfen	coulée	V;NFIN	V;FEM;SG;PST;V.PTCP
werfen	coulé	werfen	coulé	V;NFIN	V;MASC;SG;PST;V.PTCP
werfen	jeter	werfen	jeter	V;NFIN	V;NFIN
erfunden	inventés	erfinden	inventer	V;V.PTCP	V;MASC;PL;PST;V.PTCP
erfunden	inventée	erfinden	inventer	V;V.PTCP	V;FEM;SG;PST;V.PTCP
erfunden	inventé	erfinden	inventer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
mexikanischen	mexicaines	mexikanisch	mexicain	ADJ;NOM;MASC;PL	ADJ;FEM;PL
mexikanischen	mexicains	mexikanisch	mexicain	ADJ;NOM;MASC;PL	ADJ;MASC;PL
ehrenmitglied	honoraire	ehrenmitglied	honoraire	ADJ	ADJ;MASC;SG
ehrenmitglied	honorifique	ehrenmitglied	honorifique	ADJ	ADJ;MASC;SG
ehrenmitglied	honorifiques	ehrenmitglied	honorifique	ADJ	ADJ;MASC;PL
dicke	épaisseurs	dick	épaisseur	N;NOM;FEM;PL	N;FEM;PL
dicke	épaisseurs	dick	épaisseur	N;NOM;FEM;PL	N;FEM;PL
ländlichen	rurales	ländlich	rural	ADJ	ADJ;FEM;PL
ländlichen	ruraux	ländlich	rural	ADJ	ADJ;MASC;PL
ländlichen	rurale	ländlich	rural	ADJ	ADJ;FEM;SG
ländlichen	rural	ländlich	rural	ADJ	ADJ;MASC;SG
vielfalt	multiplicité	vielfalt	multiplicité	N;NOM;FEM;SG	N;FEM;SG
vielfalt	pluralisme	vielfalt	pluralisme	N;NOM;FEM;SG	N;MASC;SG
vielfalt	pluralité	vielfalt	pluralité	N;NOM;FEM;SG	N;FEM;SG
vielfalt	diversité	vielfalt	diversité	N;NOM;FEM;SG	N;FEM;SG
vielfalt	variété	vielfalt	variété	N;NOM;FEM;SG	N;FEM;SG
wettbewerbe	compétitions	wettbewerb	compétition	N;NOM;PL	N;FEM;PL
wettbewerbe	compétitions	wettbewerb	compétition	N;NOM;PL	N;FEM;PL
heiraten	marier	heiraten	marier	V;NFIN	V;NFIN
heiraten	épouser	heiraten	épouser	V;NFIN	V;NFIN
stellungnahme	opinion	stellungnahme	opinion	N;NOM;FEM;SG	N;FEM;SG
stellungnahme	avis	stellungnahme	avis	N;NOM;FEM;SG	N;MASC;SG
hierher	ici	hierher	ici	ADV	ADV
ausgelöst	déclenché	auslösen	déclencher	V;V.PTCP	V;MASC;SG;PST;V.PTCP
ausgelöst	déclenchée	auslösen	déclencher	V;V.PTCP	V;FEM;SG;PST;V.PTCP
kunsthalle	kunsthalle	kunsthall	kunsthalle	N;NOM;FEM;SG	N;FEM;SG
grundlegende	fondamentaux	grundlegend	fondamental	ADJ;NOM;FEM;PL	ADJ;MASC;PL
grundlegende	basiques	grundlegend	basique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
grundlegende	fondamentaux	grundlegend	fondamental	ADJ;NOM;FEM;PL	ADJ;MASC;PL
grundlegende	basiques	grundlegend	basique	ADJ;NOM;FEM;PL	ADJ;MASC;PL
professoren	professeurs	professor	professeur	N;NOM;PL	N;MASC;PL
professoren	profs	professor	prof	N;NOM;PL	N;MASC;PL
konzentrierte	concentré	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
konzentrierte	concentrée	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
konzentrierte	concentré	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP
konzentrierte	concentrée	konzentrieren	concentrer	V;IND;SG;3;PST;FIN	V;FEM;SG;PST;V.PTCP
angemeldet	averti	anmelden	averti	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angemeldet	notifiés	anmelden	notifier	V;V.PTCP	V;MASC;PL;PST;V.PTCP
angemeldet	notifiée	anmelden	notifier	V;V.PTCP	V;FEM;SG;PST;V.PTCP
angemeldet	notifié	anmelden	notifier	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angemeldet	déposé	anmelden	déposer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
angemeldet	déposées	anmelden	déposer	V;V.PTCP	V;FEM;PL;PST;V.PTCP
angemeldet	classé	anmelden	classer	V;V.PTCP	V;MASC;SG;PST;V.PTCP
brasilianischen	brésiliens	brasilianisch	brésilien	ADJ;NOM;MASC;PL	ADJ;MASC;PL
