警部	лейтенант	警部	лейтенант	N	N;ANIM;NOM;MASC;SG
風船	шарик	風船	шарик	N	N;INAN;NOM;MASC;SG
風船	шарики	風船	шарик	N	N;INAN;NOM;MASC;PL
風船	шары	風船	шар	N	N;INAN;NOM;MASC;PL
おばさん	тетя	おばさん	тетя	N	N;ANIM;NOM;FEM;SG
おばさん	тётушка	おばさん	тётушка	N	N;ANIM;NOM;FEM;SG
おばさん	тётя	おばさん	тетя	N	N;ANIM;NOM;FEM;SG
おばさん	тётя	おばさん	тетя	N	N;ANIM;NOM;FEM;SG
リターン	возвращения	リターン	возвращение	N	N;INAN;GEN;NEUT;SG
リターン	возврат	リターン	возврат	N	N;INAN;NOM;MASC;SG
リターン	возвращение	リターン	возвращение	N	N;INAN;NOM;NEUT;SG
安定	стабильность	安定	стабильность	N	N;INAN;NOM;FEM;SG
安定	стабильности	安定	стабильность	N	N;INAN;NOM;FEM;SG
コメディアン	комик	コメディアン	комик	N	N;ANIM;NOM;MASC;SG
コメディアン	комики	コメディアン	комик	N	N;ANIM;NOM;MASC;PL
副官	адъютант	副官	адъютант	N	N;ANIM;NOM;MASC;SG
エレクトロニクス	электроники	エレクトロニクス	электроника	N	N;INAN;NOM;FEM;SG
パトロール	патруль	パトロール	патруль	N	N;INAN;NOM;MASC;SG
パトロール	патрулирование	パトロール	патрулирование	N	N;INAN;NOM;NEUT;SG
チャット	чата	チャット	чат	N	N;INAN;GEN;MASC;SG
チャット	чат	チャット	чат	N	N;INAN;NOM;MASC;SG
糖尿病	диабет	糖尿病	диабет	N	N;INAN;NOM;MASC;SG
バーガー	бургер	バーガー	бургер	N	N;ANIM;NOM;MASC;SG
カリウム	калия	カリウム	калий	N	N;INAN;GEN;MASC;SG
サバイバル	выживания	サバイバル	выживание	N	N;INAN;NOM;NEUT;SG
サバイバル	выживание	サバイバル	выживание	N	N;INAN;NOM;NEUT;SG
可愛い	милые	可愛い	милый	ADJ	ADJ;NOM;PL
可愛い	милый	可愛い	милый	ADJ	ADJ;NOM;MASC;SG
可愛い	красивая	可愛い	красивый	ADJ	ADJ;NOM;FEM;SG
スピリット	дух	スピリット	дух	N	N;INAN;NOM;MASC;SG
スピリット	духом	スピリット	дух	N	N;INAN;INS;MASC;SG
民兵	милиция	民兵	милиция	N	N;INAN;NOM;FEM;SG
民兵	ополченцев	民兵	ополченец	N	N;ANIM;ACC;MASC;PL
民兵	милиции	民兵	милиция	N	N;INAN;NOM;FEM;SG
民兵	ополченцы	民兵	ополченец	N	N;ANIM;NOM;MASC;PL
側室	наложница	側室	наложница	N	N;ANIM;NOM;FEM;SG
側室	наложниц	側室	наложница	N	N;ANIM;GEN;FEM;PL
コンボ	комбинация	コンボ	комбинация	N	N;INAN;NOM;FEM;SG
コンボ	комбо	コンボ	комбо	N	N;INAN;NOM;MASC;SG
感度	чувствительность	感度	чувствительность	N	N;INAN;NOM;FEM;SG
感度	чувствительности	感度	чувствительность	N	N;INAN;NOM;FEM;PL
正午	полдень	正午	полдень	N	N;INAN;NOM;MASC;SG
正午	полдень	正午	полдень	N	N;INAN;NOM;MASC;SG
欠席	отсутствует	欠席	отсутствовать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
口座	счёт	口座	счет	N	N;INAN;NOM;MASC;SG
口座	аккаунт	口座	аккаунт	N	N;INAN;NOM;MASC;SG
口座	счет	口座	счет	N	N;INAN;NOM;MASC;SG
説教	проповедовать	説教	проповедовать	V	V;IPFV;NFIN;ACT
フルーツ	фрукты	フルーツ	фрукт	N	N;INAN;NOM;MASC;PL
フルーツ	фрукт	フルーツ	фрукт	N	N;INAN;NOM;MASC;SG
フルーツ	плод	フルーツ	плод	N	N;INAN;NOM;MASC;SG
フルーツ	плоды	フルーツ	плод	N	N;INAN;NOM;MASC;PL
フルーツ	фрукты	フルーツ	фрукт	N	N;INAN;NOM;MASC;PL
フルーツ	плоды	フルーツ	плод	N	N;INAN;NOM;MASC;PL
著しい	замечательный	著しい	замечательный	ADJ	ADJ;NOM;MASC;SG
チャネル	каналы	チャネル	канал	N	N;INAN;NOM;MASC;PL
チャネル	канал	チャネル	канал	N	N;INAN;NOM;MASC;SG
チャネル	каналы	チャネル	канал	N	N;INAN;NOM;MASC;PL
尾根	хребет	尾根	хребет	N	N;INAN;NOM;MASC;SG
尾根	ридж	尾根	ридж	N	N;INAN;NOM;MASC;SG
鋭い	острая	鋭い	острый	ADJ	ADJ;NOM;FEM;SG
鋭い	острые	鋭い	острый	ADJ	ADJ;NOM;PL
鋭い	острый	鋭い	острый	ADJ	ADJ;NOM;MASC;SG
お茶	чаю	お茶	чай	N	N;INAN;DAT;MASC;SG
お茶	чая	お茶	чай	N	N;INAN;GEN;MASC;SG
お茶	чай	お茶	чай	N	N;INAN;NOM;MASC;SG
ダイナマイト	динамит	ダイナマイト	динамит	N	N;INAN;NOM;MASC;SG
飲む	пью	飲む	пить	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
飲む	пить	飲む	пить	V	V;IPFV;NFIN;ACT
飲む	пей	飲む	пить	V	V;IPFV;IMP;SG;2;FIN;ACT
飲む	пить	飲む	пить	V	V;IPFV;NFIN;ACT
飲む	выпить	飲む	выпить	V	V;PFV;NFIN;ACT
オークション	аукцион	オークション	аукцион	N	N;INAN;NOM;MASC;SG
オークション	аукционов	オークション	аукцион	N	N;INAN;GEN;MASC;PL
産卵	нереста	産卵	нереста	N	N;INAN;GEN;NEUT;SG
トラップ	ловушку	トラップ	ловушка	N	N;INAN;ACC;FEM;SG
トラップ	ловушка	トラップ	ловушка	N	N;INAN;NOM;FEM;SG
トラップ	ловушки	トラップ	ловушка	N	N;INAN;NOM;FEM;PL
同値	эквивалентности	同値	эквивалентность	N	N;INAN;NOM;FEM;SG
プリズム	призму	プリズム	призма	N	N;INAN;ACC;FEM;SG
フェアリー	феи	フェアリー	фея	N	N;ANIM;NOM;FEM;PL
フェアリー	фея	フェアリー	фея	N	N;ANIM;NOM;FEM;SG
ポット	горшок	ポット	горшок	N	N;INAN;NOM;MASC;SG
カルト	культ	カルト	культ	N	N;INAN;NOM;MASC;SG
家事	уборка	家事	уборка	N	N;INAN;NOM;FEM;SG
消える	исчезает	消える	исчезать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
消える	исчезают	消える	исчезать	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
消える	исчезнет	消える	исчезнуть	V	V;PFV;IND;SG;3;FUT;FIN;ACT
消える	исчезнуть	消える	исчезнуть	V	V;PFV;NFIN;ACT
消える	исчезают	消える	исчезать	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
テンション	напряжение	テンション	напряжение	N	N;INAN;NOM;NEUT;SG
テンション	напряженность	テンション	напряженность	N	N;INAN;NOM;FEM;SG
テンション	напряженности	テンション	напряженность	N	N;INAN;NOM;FEM;SG
フォーカス	фокус	フォーカス	фокус	N	N;INAN;NOM;MASC;SG
フォーカス	внимание	フォーカス	внимание	N	N;INAN;NOM;NEUT;SG
酢酸	ацетат	酢酸	ацетат	N	N;INAN;NOM;MASC;SG
スタンプ	марка	スタンプ	марка	N	N;INAN;NOM;FEM;SG
スタンプ	наклейки	スタンプ	наклейка	N	N;INAN;NOM;FEM;PL
スタンプ	пень	スタンプ	пень	N	N;INAN;NOM;MASC;SG
おいしい	вкусно	おいしい	вкусный	ADJ	ADJ;NEUT;SG
おいしい	вкусно	おいしい	вкусный	ADJ	ADJ;NEUT;SG
スリップ	ускользнуть	スリップ	ускользнуть	V	V;PFV;NFIN;ACT
ハンドブック	руководство	ハンドブック	руководство	N	N;INAN;NOM;NEUT;SG
ハンドブック	справочник	ハンドブック	справочник	N	N;INAN;NOM;MASC;SG
マナー	этикет	マナー	этикет	N	N;INAN;NOM;MASC;SG
マナー	манеры	マナー	манера	N	N;INAN;NOM;FEM;PL
タイル	плитки	タイル	плиток	N	N;INAN;NOM;FEM;PL
タイル	плитки	タイル	плиток	N	N;INAN;NOM;FEM;PL
螺旋	спирали	螺旋	спираль	N	N;INAN;NOM;FEM;PL
螺旋	спираль	螺旋	спираль	N	N;INAN;NOM;FEM;SG
レジスタ	регистров	レジスタ	регистр	N	N;INAN;GEN;MASC;PL
レジスタ	реестры	レジスタ	реестр	N	N;INAN;NOM;MASC;PL
レジスタ	регистры	レジスタ	регистр	N	N;INAN;NOM;MASC;PL
レジスタ	регистра	レジスタ	регистр	N	N;INAN;GEN;MASC;SG
レジスタ	регистр	レジスタ	регистр	N	N;INAN;NOM;MASC;SG
レジスタ	реестр	レジスタ	реестр	N	N;INAN;NOM;MASC;SG
レジスタ	регистрация	レジスタ	регистрация	N	N;INAN;NOM;FEM;SG
蒸留	дистилляции	蒸留	дистилляция	N	N;INAN;NOM;FEM;PL
ブーツ	ботинки	ブーツ	ботинок	N	N;INAN;NOM;MASC;PL
ブーツ	сапоги	ブーツ	сапог	N	N;INAN;NOM;MASC;PL
出版物	публикации	出版物	публикация	N	N;INAN;NOM;FEM;PL
出版物	публикация	出版物	публикация	N	N;INAN;NOM;FEM;SG
出版物	опубликование	出版物	опубликование	N	N;INAN;NOM;NEUT;SG
出版物	издание	出版物	издание	N	N;INAN;NOM;NEUT;SG
連帯	солидарности	連帯	солидарность	N	N;INAN;NOM;FEM;SG
連帯	солидарность	連帯	солидарность	N	N;INAN;NOM;FEM;SG
メイキング	изготовление	メイキング	изготовление	N	N;INAN;NOM;NEUT;SG
エフェクト	последствия	エフェクト	последствие	N	N;INAN;NOM;NEUT;PL
エフェクト	эффекты	エフェクト	эффект	N	N;INAN;NOM;MASC;PL
エフェクト	эффект	エフェクト	эффект	N	N;INAN;NOM;MASC;SG
バター	масло	バター	масло	N	N;INAN;NOM;NEUT;SG
教職員	преподаватели	教職員	преподаватель	N	N;ANIM;NOM;MASC;PL
教職員	факультет	教職員	факультет	N	N;INAN;NOM;MASC;SG
結核	туберкулезом	結核	туберкулез	N	N;INAN;INS;MASC;SG
結核	туберкулез	結核	туберкулез	N	N;INAN;NOM;MASC;SG
コバルト	кобальта	コバルト	кобальт	N	N;INAN;NOM;MASC;SG
欠陥	дефект	欠陥	дефект	N	N;INAN;NOM;MASC;SG
欠陥	несовершенство	欠陥	несовершенство	N	N;INAN;NOM;NEUT;SG
コブラ	кобра	コブラ	кобр	N	N;INAN;NOM;FEM;SG
グリル	гриль	グリル	гриль	N	N;INAN;NOM;MASC;SG
脂肪	жир	脂肪	жир	N	N;INAN;NOM;MASC;SG
眠る	спать	眠る	спать	V	V;IPFV;NFIN;ACT
眠る	спи	眠る	спать	V	V;IPFV;IMP;SG;2;FIN;ACT
コンコース	вестибюль	コンコース	вестибюль	N	N;INAN;NOM;MASC;SG
手数	комиссия	手数	комиссия	N	N;INAN;NOM;FEM;SG
手数	комиссии	手数	комиссия	N	N;INAN;NOM;FEM;PL
手数	плату	手数	плата	N	N;INAN;ACC;FEM;SG
手数	гонорар	手数	гонорар	N	N;INAN;NOM;MASC;SG
手数	плата	手数	плата	N	N;INAN;NOM;FEM;SG
手数	сборы	手数	сбор	N	N;INAN;NOM;MASC;PL
バドミントン	бадминтон	バドミントン	бадминтон	N	N;INAN;NOM;MASC;SG
陶器	керамика	陶器	керамика	N	N;INAN;NOM;FEM;SG
スクリプト	сценарии	スクリプト	сценарий	N	N;INAN;NOM;MASC;PL
スクリプト	сценарий	スクリプト	сценарий	N	N;INAN;NOM;MASC;SG
トライアングル	треугольник	トライアングル	треугольник	N	N;INAN;NOM;MASC;SG
溶岩	лава	溶岩	лава	N	N;INAN;NOM;FEM;SG
異端	ересь	異端	ерец	N	N;INAN;NOM;FEM;SG
真似	подражать	真似る	подражать	V	V;IPFV;NFIN;ACT
真似	имитировать	真似る	имитировать	V	V;IPFV;NFIN;ACT
フン	хун	フン	хун	N	N;INAN;NOM;MASC;SG
入浴	купаться	入浴	купаться	V	V;IPFV;NFIN;MID
ハング	хун	ハング	хун	N	N;INAN;NOM;MASC;SG
流体	жидкость	流体	жидкость	N	N;INAN;NOM;FEM;SG
流体	жидкости	流体	жидкость	N	N;INAN;NOM;FEM;PL
お	сладости	お	сладость	N	N;INAN;NOM;FEM;PL
チューブ	трубку	チューブ	трубка	N	N;INAN;ACC;FEM;SG
チューブ	трубка	チューブ	трубка	N	N;INAN;NOM;FEM;SG
ヒゲ	бороды	ヒゲ	борода	N	N;INAN;NOM;FEM;PL
浄土宗	тодор	浄土宗	тодор	N	N;ANIM;NOM;MASC;SG
軍需	вооружение	軍需	вооружение	N	N;INAN;NOM;NEUT;SG
軍需	вооружения	軍需	вооружение	N	N;INAN;NOM;NEUT;PL
軍需	вооружений	軍需	вооружение	N	N;INAN;GEN;NEUT;PL
シグナル	сигналы	シグナル	сигнал	N	N;INAN;NOM;MASC;PL
シグナル	сигнал	シグナル	сигнал	N	N;INAN;NOM;MASC;SG
オリーブ	олив	オリーブ	олив	N	N;INAN;NOM;MASC;SG
オリーブ	оливки	オリーブ	оливка	N	N;INAN;NOM;MASC;PL
面接	собеседование	面接	собеседование	N	N;INAN;NOM;NEUT;SG
面接	интервью	面接	интервью	N	N;INAN;NOM;NEUT;SG
面接	беседа	面接	беседа	N	N;INAN;NOM;FEM;SG
ダイエット	диеты	ダイエット	диеты	N	N;INAN;NOM;FEM;PL
ダイエット	рацион	ダイエット	рацион	N	N;INAN;NOM;MASC;SG
ダイエット	диеты	ダイエット	диеты	N	N;INAN;NOM;FEM;PL
ダイエット	диета	ダイエット	диет	N	N;INAN;NOM;FEM;SG
信念	вере	信念	вера	N	N;INAN;DAT;FEM;SG
信念	веру	信念	вера	N	N;INAN;ACC;FEM;SG
信念	вера	信念	вера	N	N;INAN;NOM;FEM;SG
信念	вера	信念	вера	N	N;INAN;NOM;FEM;SG
信念	убеждения	信念	убеждение	N	N;INAN;NOM;NEUT;PL
信念	убеждений	信念	убеждение	N	N;INAN;GEN;NEUT;PL
ワイヤー	провод	ワイヤー	провод	N	N;INAN;NOM;MASC;SG
ワイヤー	провода	ワイヤー	провод	N	N;INAN;NOM;MASC;PL
バレル	ствол	バレル	ствол	N	N;INAN;NOM;MASC;SG
碑文	надпись	碑文	надпись	N	N;INAN;NOM;FEM;SG
碑文	надписи	碑文	надпись	N	N;INAN;NOM;FEM;PL
審判	арбитр	審判	арбитр	N	N;ANIM;NOM;MASC;SG
審判	судья	審判	судья	N	N;ANIM;NOM;MASC;SG
審判	рефери	審判	реферь	N	N;ANIM;NOM;MASC;SG
審判	арбитр	審判	арбитр	N	N;ANIM;NOM;MASC;SG
スレッド	переписку	スレッド	переписка	N	N;INAN;ACC;FEM;SG
スレッド	переписка	スレッド	переписка	N	N;INAN;NOM;FEM;SG
スレッド	разговор	スレッド	разговор	N	N;INAN;NOM;MASC;SG
スレッド	беседа	スレッド	беседа	N	N;INAN;NOM;FEM;SG
スレッド	нитки	スレッド	нитка	N	N;INAN;NOM;FEM;PL
スレッド	нити	スレッド	нить	N	N;INAN;NOM;FEM;PL
スレッド	дискуссии	スレッド	дискуссия	N	N;INAN;NOM;FEM;PL
スレッド	нитки	スレッド	нитка	N	N;INAN;NOM;FEM;PL
スレッド	нити	スレッド	нить	N	N;INAN;NOM;FEM;PL
スレッド	нить	スレッド	нить	N	N;INAN;NOM;FEM;SG
スレッド	переписки	スレッド	переписка	N	N;INAN;NOM;FEM;PL
スレッド	разговоры	スレッド	разговор	N	N;INAN;NOM;MASC;PL
スレッド	беседы	スレッド	беседа	N	N;INAN;NOM;FEM;PL
桟橋	пирс	桟橋	пирс	N	N;INAN;NOM;MASC;SG
桟橋	пьер	桟橋	пьер	N	N;ANIM;NOM;MASC;SG
亜鉛	цинка	亜鉛	цинк	N	N;INAN;NOM;MASC;SG
語彙	словарь	語彙	словарь	N	N;INAN;NOM;MASC;SG
コーディネーター	координатор	コーディネーター	координатор	N	N;ANIM;NOM;MASC;SG
コーディネーター	координатора	コーディネーター	координатор	N	N;ANIM;ACC;MASC;SG
充電	обвинение	充電	обвинение	N	N;INAN;NOM;NEUT;SG
充電	заряд	充電	заряд	N	N;INAN;NOM;MASC;SG
充電	зарядки	充電	зарядка	N	N;INAN;NOM;FEM;PL
充電	заряд	充電	заряд	N	N;INAN;NOM;MASC;SG
大工	карпентер	大工	карпентер	N	N;ANIM;NOM;MASC;SG
大工	плотники	大工	плотник	N	N;ANIM;NOM;MASC;PL
ワクチン	вакцины	ワクチン	вакцина	N	N;INAN;NOM;FEM;PL
ワクチン	вакцин	ワクチン	вакцина	N	N;INAN;GEN;FEM;PL
ワクチン	вакцины	ワクチン	вакцина	N	N;INAN;NOM;FEM;PL
ワクチン	вакцина	ワクチン	вакцина	N	N;INAN;NOM;FEM;SG
ワクチン	вакцину	ワクチン	вакцина	N	N;INAN;ACC;FEM;SG
監獄	тюрьме	監獄	тюрьма	N	N;INAN;DAT;FEM;SG
監獄	тюрьма	監獄	тюрьма	N	N;INAN;NOM;FEM;SG
監獄	тюрьмах	監獄	тюрьма	N	N;INAN;ESS;FEM;PL
監獄	тюрьмы	監獄	тюрьма	N	N;INAN;NOM;FEM;PL
売る	продавать	売る	продавать	V	V;IPFV;NFIN;ACT
売る	продать	売る	продать	V	V;PFV;NFIN;ACT
破片	мусора	破片	мусор	N	N;INAN;GEN;MASC;SG
破片	обломки	破片	обломок	N	N;INAN;NOM;MASC;PL
夜叉	яша	夜叉	яша	N	N;ANIM;NOM;MASC;SG
買い物	покупки	買い物	покупка	N	N;INAN;NOM;FEM;PL
既婚	замужем	既婚	замужем	N	N;ANIM;INS;MASC;SG
既婚	женат	既婚	женатый	N	N;ANIM;NOM;MASC;SG
チョーク	мел	チョーク	мел	N	N;INAN;NOM;MASC;SG
四十	сорок	四十	сорок	NUM	NUM;NOM
四十	сорока	四十	сорок	NUM	NUM;NOM
エコー	эхо	エコー	эхо	N	N;INAN;NOM;NEUT;SG
スイング	качели	スイング	качели	N	N;INAN;NOM;MASC;PL
トラクター	трактор	トラクター	трактор	N	N;INAN;NOM;MASC;SG
トラクター	тракторов	トラクター	трактор	N	N;INAN;GEN;MASC;PL
トラクター	трактор	トラクター	трактор	N	N;INAN;NOM;MASC;SG
カリスマ	харизма	カリスマ	харизма	N	N;INAN;NOM;FEM;SG
下着	трусы	下着	трусы	N	N;INAN;NOM;MASC;PL
下着	бельё	下着	бель	N	N;INAN;NOM;NEUT;SG
下着	белье	下着	белье	N	N;INAN;NOM;NEUT;SG
分泌	секреция	分泌	секреция	N	N;INAN;NOM;FEM;SG
廃墟	руины	廃墟	руина	N	N;INAN;NOM;FEM;PL
廃墟	руины	廃墟	руина	N	N;INAN;NOM;FEM;PL
深度	глубины	深度	глубина	N	N;INAN;NOM;FEM;PL
深度	глубина	深度	глубина	N	N;INAN;NOM;FEM;SG
深度	глубину	深度	глубина	N	N;INAN;ACC;FEM;SG
配当	дивиденды	配当	дивиденд	N	N;INAN;NOM;MASC;PL
配当	распространение	配当	распространение	N	N;INAN;NOM;NEUT;SG
配当	распределение	配当	распределение	N	N;INAN;NOM;NEUT;SG
配当	распределения	配当	распределение	N	N;INAN;NOM;NEUT;PL
配当	дивиденды	配当	дивиденд	N	N;INAN;NOM;MASC;PL
預言	пророчество	預言	пророчество	N	N;INAN;NOM;NEUT;SG
預言	предсказание	預言	предсказание	N	N;INAN;NOM;NEUT;SG
預言	пророчества	預言	пророчество	N	N;INAN;NOM;NEUT;PL
パスポート	паспорта	パスポート	паспорт	N	N;INAN;GEN;MASC;SG
パスポート	паспорт	パスポート	паспорт	N	N;INAN;NOM;MASC;SG
カロリー	калорий	カロリー	калория	N	N;INAN;GEN;FEM;PL
カロリー	калорий	カロリー	калория	N	N;INAN;GEN;FEM;PL
ヘビ	змея	ヘビ	змея	N	N;ANIM;NOM;FEM;SG
ヘビ	змеи	ヘビ	змея	N	N;ANIM;NOM;FEM;PL
ヘビ	змей	ヘビ	змей	N	N;ANIM;NOM;MASC;SG
ヘビ	змеи	ヘビ	змея	N	N;ANIM;NOM;FEM;PL
ヘビ	змей	ヘビ	змей	N	N;ANIM;NOM;MASC;SG
バッジ	значок	バッジ	значок	N	N;INAN;NOM;MASC;SG
バッジ	значки	バッジ	значок	N	N;INAN;NOM;MASC;PL
残酷	жестокие	残酷	жестокий	ADJ	ADJ;NOM;PL
残酷	жестокий	残酷	жестокий	ADJ	ADJ;NOM;MASC;SG
残酷	жестокого	残酷	жестокий	ADJ	ADJ;GEN;MASC;SG
残酷	жестокое	残酷	жестокий	ADJ	ADJ;NOM;NEUT;SG
ペナルティ	наказание	ペナルティ	наказание	N	N;INAN;NOM;NEUT;SG
フェンス	забор	フェンス	забор	N	N;INAN;NOM;MASC;SG
フェンス	ограждение	フェンス	ограждение	N	N;INAN;NOM;NEUT;SG
船員	моряк	船員	моряк	N	N;ANIM;NOM;MASC;SG
フォレスト	форест	フォレスト	форест	N	N;INAN;NOM;MASC;SG
フォレスト	форрест	フォレスト	форрест	N	N;ANIM;NOM;MASC;SG
フォレスト	леса	フォレスト	лес	N	N;INAN;NOM;MASC;PL
フォレスト	лес	フォレスト	лес	N	N;INAN;NOM;MASC;SG
クラッチ	сцепление	クラッチ	сцепление	N	N;INAN;NOM;NEUT;SG
黙示	апокалипсис	黙示	апокалипсис	N	N;INAN;NOM;MASC;SG
枢機	кардинал	枢機	кардинал	N	N;ANIM;NOM;MASC;SG
スギ	сидар	スギ	сидар	N	N;INAN;NOM;MASC;SG
コップ	чашка	コップ	чашка	N	N;INAN;NOM;FEM;SG
コップ	чаша	コップ	чаша	N	N;INAN;NOM;FEM;SG
コップ	кубок	コップ	кубок	N	N;INAN;NOM;MASC;SG
母国	родина	母国	родина	N	N;INAN;NOM;FEM;SG
視界	видимости	視界	видимость	N	N;INAN;NOM;FEM;PL
視界	видимость	視界	видимость	N	N;INAN;NOM;FEM;SG
反響	эхо	反響	эхо	N	N;INAN;NOM;NEUT;SG
洗浄	мытья	洗浄	мыть	N	N;INAN;GEN;NEUT;SG
洗浄	чистка	洗浄	чистка	N	N;INAN;NOM;FEM;SG
洗浄	уборка	洗浄	уборка	N	N;INAN;NOM;FEM;SG
洗浄	уборки	洗浄	уборка	N	N;INAN;NOM;FEM;PL
洗浄	очистка	洗浄	очистка	N	N;INAN;NOM;FEM;SG
不祥事	скандал	不祥事	скандал	N	N;INAN;NOM;MASC;SG
不祥事	скандалы	不祥事	скандал	N	N;INAN;NOM;MASC;PL
祭壇	алтарь	祭壇	алтарь	N	N;INAN;NOM;MASC;SG
帰化	натурализации	帰化	натурализация	N	N;INAN;NOM;FEM;SG
手当	пособие	手当	пособие	N	N;INAN;NOM;NEUT;SG
ヤギ	коза	ヤギ	коза	N	N;ANIM;NOM;FEM;SG
ヤギ	козёл	ヤギ	козело	N	N;ANIM;NOM;MASC;SG
ヤギ	козел	ヤギ	козлы	N	N;ANIM;NOM;MASC;SG
ヤギ	козлы	ヤギ	козела	N	N;ANIM;NOM;MASC;PL
ヤギ	коз	ヤギ	коз	N	N;ANIM;GEN;FEM;PL
ワークショップ	семинары	ワークショップ	семинар	N	N;INAN;NOM;MASC;PL
ワークショップ	практикум	ワークショップ	практикум	N	N;INAN;NOM;MASC;SG
ワークショップ	семинар	ワークショップ	семинар	N	N;INAN;NOM;MASC;SG
ワークショップ	мастерская	ワークショップ	мастерская	N	N;INAN;NOM;FEM;SG
金庫	сейф	金庫	сейф	N	N;INAN;NOM;MASC;SG
被告人	обвиняемых	被告人	обвиняемый	N	N;ANIM;GEN;MASC;PL
被告人	обвиняемого	被告人	обвиняемый	N	N;ANIM;ACC;MASC;SG
被告人	ответчик	被告人	ответчик	N	N;ANIM;NOM;MASC;SG
被告人	подсудимый	被告人	подсудимый	N	N;ANIM;NOM;MASC;SG
バトン	батон	バトン	батон	N	N;INAN;NOM;MASC;SG
睡眠	сон	睡眠	сон	N	N;INAN;NOM;MASC;SG
ツル	крейн	ツル	крейн	N	N;ANIM;NOM;MASC;SG
ツル	кран	ツル	кран	N	N;INAN;NOM;MASC;SG
裏側	спина	裏側	спина	N	N;INAN;NOM;FEM;SG
レズビアン	лесбиянка	レズビアン	лесбиянка	N	N;ANIM;NOM;FEM;SG
レズビアン	лесбиянок	レズビアン	лесбиянок	N	N;ANIM;GEN;FEM;PL
レズビアン	лесбиянки	レズビアン	лесбиянка	N	N;ANIM;NOM;FEM;PL
レズビアン	лесбиянки	レズビアン	лесбиянка	N	N;ANIM;NOM;FEM;PL
レズビアン	лесбиянок	レズビアン	лесбиянок	N	N;ANIM;GEN;FEM;PL
芸者	гейша	芸者	гейший	N	N;ANIM;NOM;FEM;SG
林	яблоко	林	яблоко	N	N;INAN;NOM;NEUT;SG
視力	зрение	視力	зрение	N	N;INAN;NOM;NEUT;SG
ランニング	бег	ランニング	бег	N	N;INAN;NOM;MASC;SG
レスキュー	спасатели	レスキュー	спасатель	N	N;ANIM;NOM;MASC;PL
レスキュー	спасение	レスキュー	спасение	N	N;INAN;NOM;NEUT;SG
ロッカー	рокер	ロッカー	рокер	N	N;ANIM;NOM;MASC;SG
ヨット	яхты	ヨット	яхта	N	N;INAN;NOM;FEM;PL
ヨット	яхта	ヨット	яхта	N	N;INAN;NOM;FEM;SG
ヨット	яхту	ヨット	яхта	N	N;INAN;ACC;FEM;SG
ヨット	яхты	ヨット	яхта	N	N;INAN;NOM;FEM;PL
ダイナミック	динамические	ダイナミック	динамический	ADJ	ADJ;NOM;PL
ダイナミック	динамических	ダイナミック	динамический	ADJ	ADJ;GEN;PL
飛行船	дирижабль	飛行船	дирижабль	N	N;INAN;NOM;MASC;SG
陶芸	керамика	陶芸	керамика	N	N;INAN;NOM;FEM;SG
消去	стереть	消去	стереть	V	V;PFV;NFIN;ACT
ストライカー	нападающий	ストライカー	нападающий	N	N;ANIM;NOM;MASC;SG
ストライカー	личинки	ストライカー	личинка	N	N;ANIM;NOM;FEM;PL
テント	палатки	テント	палатка	N	N;INAN;NOM;FEM;PL
テント	палатку	テント	палатка	N	N;INAN;ACC;FEM;SG
テント	палатки	テント	палатка	N	N;INAN;NOM;FEM;PL
リソース	ресурс	リソース	ресурс	N	N;INAN;NOM;MASC;SG
リソース	ресурсы	リソース	ресурс	N	N;INAN;NOM;MASC;PL
崇拝	поклоняться	崇拝	поклоняться	V	V;IPFV;NFIN;MID
値段	прайс	値段	прайс	N	N;INAN;NOM;MASC;SG
値段	цена	値段	цена	N	N;INAN;NOM;FEM;SG
快適	удобный	快適	удобный	ADJ	ADJ;NOM;MASC;SG
快適	удобно	快適	удобный	ADJ	ADJ;NEUT;SG
快適	удобная	快適	удобный	ADJ	ADJ;NOM;FEM;SG
快適	удобные	快適	удобный	ADJ	ADJ;NOM;PL
快適	удобный	快適	удобный	ADJ	ADJ;NOM;MASC;SG
快適	удобно	快適	удобный	ADJ	ADJ;NEUT;SG
快適	удобная	快適	удобный	ADJ	ADJ;NOM;FEM;SG
快適	комфортно	快適	комфортный	ADJ	ADJ;NEUT;SG
快適	удобные	快適	удобный	ADJ	ADJ;NOM;PL
足跡	след	足跡	след	N	N;INAN;NOM;MASC;SG
足跡	следы	足跡	след	N	N;INAN;NOM;MASC;PL
獣	ветеринар	獣	ветеринар	N	N;ANIM;NOM;MASC;SG
獣	ветеран	獣	ветеран	N	N;ANIM;NOM;MASC;SG
獣	ветеринар	獣	ветеринар	N	N;ANIM;NOM;MASC;SG
和音	аккорд	和音	аккорд	N	N;INAN;NOM;MASC;SG
帝政	империи	帝政	империя	N	N;INAN;NOM;FEM;PL
帝政	империя	帝政	империя	N	N;INAN;NOM;FEM;SG
動揺	расстроился	動揺	расстроиться	V	V;PFV;MASC;IND;SG;PST;FIN;MID
動揺	расстроен	動揺	расстроить	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
