med	koos	med	koos	ADV	ADV
nationalitet	kodakondsus	nationalitet	kodakondsus	N;INDF;MASC+FEM;SG	N;NOM;SG
nationalitet	rahvus	nationalitet	rahvus	N;INDF;MASC+FEM;SG	N;NOM;SG
sydøst	kagu	sydøst	kagu	N;INDF	N;NOM;SG
deltage	osalema	deltage	osalema	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
systemet	süsteemi	system	süsteem	N;DEF;NEUT;SG	N;PRT;SG
systemet	süsteem	system	süsteem	N;DEF;NEUT;SG	N;NOM;SG
systemet	system	system	system	N;DEF;NEUT;SG	N;NOM;SG
diskussion	arutelu	diskussion	arutelu	N;INDF;MASC+FEM;SG	N;NOM;SG
skrifter	kirjutised	skrift	kirjutine	N;INDF;MASC+FEM;PL	N;NOM;PL
indbyggertal	populatsioon	indbyggertal	populatsioon	N;INDF;NEUT;SG	N;NOM;SG
indbyggertal	populatsiooni	indbyggertal	populatsioon	N;INDF;NEUT;SG	N;PRT;SG
indbyggertal	rahvastik	indbyggertal	rahvastik	N;INDF;NEUT;SG	N;NOM;SG
indbyggertal	elanikkond	indbyggertal	elanikkond	N;INDF;NEUT;SG	N;NOM;SG
indbyggertal	rahvaarv	indbyggertal	rahva_arv	N;INDF;NEUT;SG	N;NOM;SG
tyskerne	sakslased	tysker	sakslane	N;DEF;MASC+FEM;PL	N;NOM;PL
minister	minister	minist	minister	N;INDF;MASC+FEM;SG	N;NOM;SG
fængsel	vangistus	fængsel	vangistus	N;INDF;NEUT;SG	N;NOM;SG
fængsel	vangla	fængsel	vangla	N;INDF;NEUT;SG	N;NOM;SG
fængsel	vangla	fængsel	vangla	N;INDF;NEUT;SG	N;NOM;SG
redaktør	redaktor	redaktør	redaktor	N;INDF;MASC+FEM;SG	N;NOM;SG
redaktør	toimetaja	redaktør	toimetaja	N;INDF;MASC+FEM;SG	N;NOM;SG
stadium	staadion	stadium	staadion	N;INDF;MASC+FEM;SG	N;NOM;SG
selvstændig	iseseisev	selvstændig	ise_seisev	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
selvstændig	sõltumatu	selvstændig	sõltumatu	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
selvstændig	autonoomne	selvstændig	autonoomne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
teksten	tekst	tekst	tekst	N;DEF;MASC+FEM;SG	N;NOM;SG
teksten	teksti	tekst	tekst	N;DEF;MASC+FEM;SG	N;PRT;SG
group	rühm	group	rühm	N;INDF;MASC+FEM;SG	N;NOM;SG
group	grupp	group	grupp	N;INDF;MASC+FEM;SG	N;NOM;SG
group	grupis	group	grupp	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
sjældent	harva	sjældent	harva	ADV	ADV
sjældent	harva	sjældent	harva	ADV	ADV
beliggenhed	asukoht	beliggenhed	asu_koht	N;INDF;MASC+FEM;SG	N;NOM;SG
oberst	kolonel	oberst	kolonel	N;INDF;MASC+FEM;SG	N;NOM;SG
bas	bass	bas	bass	N;INDF;MASC+FEM;SG	N;NOM;SG
bas	bas	bas	bas	N;INDF;MASC+FEM;SG	N;NOM;SG
behov	vajadus	behov	vajadus	N;INDF;NEUT;SG	N;NOM;SG
enhed	seade	enhed	seade	N;INDF;MASC+FEM;SG	N;NOM;SG
enhed	ühtsus	enhed	ühtsus	N;INDF;MASC+FEM;SG	N;NOM;SG
enhed	ühtsuse	enhed	ühtsus	N;INDF;MASC+FEM;SG	N;GEN;SG
enhed	ühik	enhed	ühik	N;INDF;MASC+FEM;SG	N;NOM;SG
enhed	üksus	enhed	üksus	N;INDF;MASC+FEM;SG	N;NOM;SG
enhed	üksus	enhed	üksus	N;INDF;MASC+FEM;SG	N;NOM;SG
fuld	täielik	fuld	täielik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
formentlig	arvatavasti	formentlig	arvatavasti	ADV	ADV
formentlig	ilmselt	formentlig	ilmselt	ADV	ADV
formentlig	tõenäoliselt	formentlig	tõe_näoliselt	ADV	ADV
holger	waldo	holge	waldo	N;INDF;MASC+FEM;SG	N;NOM;SG
holger	holger	holge	holger	N;INDF;MASC+FEM;SG	N;NOM;SG
college	kolleegium	college	kolleegium	N;INDF;MASC+FEM;SG	N;NOM;SG
college	kolledž	college	kolledž	N;INDF;MASC+FEM;SG	N;NOM;SG
gods	kaup	gods	kaup	N;INDF;NEUT;SG	N;NOM;SG
gods	kauba	gods	kaup	N;INDF;NEUT;SG	N;GEN;SG
gods	kaubavedu	gods	kauba_vedu	N;INDF;NEUT;SG	N;NOM;SG
ført	juhtis	føre	juhtima	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
ført	juhitud	føre	juhtima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
fokus	fookus	fokus	fookus	N;INDF;NEUT;SG	N;NOM;SG
fokus	fookuses	fokus	fookus	N;INDF;NEUT;SG	N;IN+ESS;SG
billedet	pilt	billede	pilt	N;DEF;NEUT;SG	N;NOM;SG
billedet	pildi	billede	pilt	N;DEF;NEUT;SG	N;GEN;SG
indført	tutvustas	indføre	tutvustama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
indført	tutvustati	indføre	tutvustama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
slå	löö	slå	lööma	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
slå	tabas	slå	tabama	V;NFIN;ACT	V;IND;SG;3;PST;FIN;ACT
privat	privaatne	privat	privaatne	ADJ;INDF;SG	ADJ;NOM;SG
åbnet	avati	åbne	avama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
åbnet	avas	åbne	avama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
kontakt	kontakt	kontakt	kontakt	N;INDF;MASC+FEM;SG	N;NOM;SG
kontakt	kontakti	kontakt	kontakt	N;INDF;MASC+FEM;SG	N;PRT;SG
manglende	puuduvad	mangle	puuduma	V;PRS;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
manglende	puudub	mangle	puuduma	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
klassiske	klassikalised	klassisk	klassikaline	ADJ;PL	ADJ;NOM;PL
stigende	kasvab	stige	kasvama	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
stigende	kasvavad	stige	kasvama	V;PRS;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
stigende	suureneb	stige	suurenema	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
stigende	tõuseb	stige	tõusma	V;PRS;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
super	super	supe	super	N;INDF;MASC+FEM;SG	N;NOM;SG
grænse	piir	grænse	piir	N;INDF;MASC+FEM;SG	N;NOM;SG
grænse	piiri	grænse	piir	N;INDF;MASC+FEM;SG	N;PRT;SG
grænse	piir	grænse	piir	N;INDF;MASC+FEM;SG	N;NOM;SG
grænse	piir	grænse	piir	N;INDF;MASC+FEM;SG	N;NOM;SG
grænse	piirang	grænse	piirang	N;INDF;MASC+FEM;SG	N;NOM;SG
grænse	limiit	grænse	limiit	N;INDF;MASC+FEM;SG	N;NOM;SG
forenede	ühinenud	forene	ühinema	V;PL;PST;V.PTCP	V;PST;V.PTCP;ACT
liga	league	liga	league	N;INDF;MASC+FEM;SG	N;NOM;SG
adolf	adolf	adolf	adolf	N;INDF;MASC+FEM;SG	N;NOM;SG
house	house	house	hous	N;INDF;MASC+FEM;SG	N;NOM;SG
house	majja	house	maja	N;INDF;MASC+FEM;SG	N;IN+ALL;LGSPEC1;SG
house	maja	house	maja	N;INDF;MASC+FEM;SG	N;NOM;SG
sport	sport	sport	sport	N;INDF;MASC+FEM;SG	N;NOM;SG
sport	spordiala	sport	spordi_ala	N;INDF;MASC+FEM;SG	N;NOM;SG
sport	sport	sport	sport	N;INDF;MASC+FEM;SG	N;NOM;SG
sport	spordi	sport	sport	N;INDF;MASC+FEM;SG	N;PRT;SG
angriber	rünnak	angriber	rünnak	N;INDF;MASC+FEM;SG	N;NOM;SG
angriber	ründamine	angriber	ründamine	N;INDF;MASC+FEM;SG	N;NOM;SG
værdi	väärtus	værdi	väärtus	N;INDF;MASC+FEM;SG	N;NOM;SG
fordelt	jaotatud	fordele	jaotama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
oversættelse	tõlge	oversættelse	tõlge	N;INDF;MASC+FEM;SG	N;NOM;SG
oversættelse	tõlkimine	oversættelse	tõlkimine	N;INDF;MASC+FEM;SG	N;NOM;SG
planer	kavad	plan	kava	N;INDF;MASC+FEM;PL	N;NOM;PL
planer	plaanid	plan	plaan	N;INDF;MASC+FEM;PL	N;NOM;PL
planer	plaane	plan	plaan	N;INDF;MASC+FEM;PL	N;PRT;PL
falder	langeb	falde	langema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
falder	kukub	falde	kukkuma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
falder	langeb	falde	langema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
kender	teab	kende	teadma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
dvd	dvd	dvd	dvd	N;INDF;MASC+FEM;SG	N;NOM;SG
natten	õhtu	nat	õhtu	N;DEF;MASC+FEM;SG	N;NOM;SG
natten	öö	nat	öö	N;DEF;MASC+FEM;SG	N;NOM;SG
natten	ööd	nat	öö	N;DEF;MASC+FEM;SG	N;NOM;SG
romersk	roman	romersk	roman	N;INDF;MASC+FEM;SG	N;NOM;SG
funktion	funktsiooni	funktion	funktsioon	N;INDF;MASC+FEM;SG	N;PRT;SG
funktion	funktsioon	funktion	funktsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
funktion	toimimine	funktion	toimimine	N;INDF;MASC+FEM;SG	N;NOM;SG
funktion	motiiv	funktion	motiiv	N;INDF;MASC+FEM;SG	N;NOM;SG
indsats	tegevus	indsats	tegevus	N;INDF;MASC+FEM;SG	N;NOM;SG
indsats	võte	indsats	võte	N;INDF;MASC+FEM;SG	N;NOM;SG
indsats	toiming	indsats	toiming	N;INDF;MASC+FEM;SG	N;NOM;SG
indsats	pingutus	indsats	pingutus	N;INDF;MASC+FEM;SG	N;NOM;SG
video	video	video	video	N;INDF;MASC+FEM;SG	N;NOM;SG
finske	soome	finsk	soome	ADJ;PL	ADJ
udlandet	välismaale	udland	välis_maa	N;DEF;NEUT;SG	N;AT+ALL;SG
udlandet	välismaal	udland	välis_maa	N;DEF;NEUT;SG	N;AT+ESS
;SG
leksikon	leksikon	leksikon	leksikon	N;INDF;NEUT;SG	N;NOM;SG
leksikon	entsüklopeedia	leksikon	entsüklopeedia	N;INDF;NEUT;SG	N;NOM;SG
klaver	klaver	klave	klaver	N;INDF;MASC+FEM;SG	N;NOM;SG
rum	tuppa	rum	tuba	N;INDF;NEUT;SG	N;IN+ALL;LGSPEC1;SG
rum	ruum	rum	ruum	N;INDF;NEUT;SG	N;NOM;SG
rum	tuba	rum	tuba	N;INDF;NEUT;SG	N;NOM;SG
rum	kosmos	rum	kosmos	N;INDF;NEUT;SG	N;NOM;SG
rum	ruum	rum	ruum	N;INDF;NEUT;SG	N;NOM;SG
rum	ruumi	rum	ruum	N;INDF;NEUT;SG	N;PRT;SG
relativt	suhteliselt	relativt	suhteliselt	ADV	ADV
omfattede	koosnes	omfatte	koosnema	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
øerne	saared	øerne	saar	N;DEF;NEUT;PL	N;NOM;PL
øerne	saartele	øerne	saar	N;DEF;NEUT;PL	N;AT+ALL;PL
aftale	kokkusaamine	aftale	kokku_saamine	N;INDF;MASC+FEM;SG	N;NOM;SG
aftale	nimetamine	aftale	nimetamine	N;INDF;MASC+FEM;SG	N;NOM;SG
aftale	kokkulepe	aftale	kokku_lepe	N;INDF;MASC+FEM;SG	N;NOM;SG
aftale	leping	aftale	leping	N;INDF;MASC+FEM;SG	N;NOM;SG
aftale	kokkulepe	aftale	kokku_lepe	N;INDF;MASC+FEM;SG	N;NOM;SG
aftale	tehing	aftale	tehing	N;INDF;MASC+FEM;SG	N;NOM;SG
websted	koduleht	websted	kodu_leht	N;INDF;MASC+FEM;SG	N;NOM;SG
websted	veebileht	websted	veebi_leht	N;INDF;MASC+FEM;SG	N;NOM;SG
websted	veebisait	websted	veebi_sait	N;INDF;MASC+FEM;SG	N;NOM;SG
websted	kodulehekülg	websted	kodu_lehe_külg	N;INDF;MASC+FEM;SG	N;NOM;SG
generation	põlvkonna	generation	põlvkond	N;INDF;MASC+FEM;SG	N;GEN;SG
generation	generatsioon	generation	generatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
generation	põlvkond	generation	põlvkond	N;INDF;MASC+FEM;SG	N;NOM;SG
sønner	pojad	søn	poeg	N;INDF;MASC+FEM;PL	N;NOM;PL
parken	pargi	park	park	N;DEF;MASC+FEM;SG	N;NOM;SG
parken	park	park	park	N;DEF;MASC+FEM;SG	N;NOM;SG
hitler	hitler	hitle	hitler	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	taotlus	anvendelse	taotlus	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	rakendus	anvendelse	rakendus	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	kohaldamine	anvendelse	kohaldamine	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	use	anvendelse	uks	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	kasutamine	anvendelse	kasutamine	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	kasutamiseks	anvendelse	kasutamine	N;INDF;MASC+FEM;SG	N;TRANS;SG
anvendelse	kasutus	anvendelse	kasutus	N;INDF;MASC+FEM;SG	N;NOM;SG
anvendelse	kohaldamine	anvendelse	kohaldamine	N;INDF;MASC+FEM;SG	N;NOM;SG
farver	värvid	farve	värv	N;INDF;MASC+FEM;PL	N;NOM;PL
farver	värvid	farve	värv	N;INDF;MASC+FEM;PL	N;NOM;PL
stærke	tugevad	stærk	tugev	ADJ;PL	ADJ;NOM;PL
ydre	välimine	ydre	välimine	ADJ	ADJ;NOM;SG
webside	koduleht	webside	kodu_leht	N;INDF;MASC+FEM;SG	N;NOM;SG
webside	veebileht	webside	veebi_leht	N;INDF;MASC+FEM;SG	N;NOM;SG
webside	veebisait	webside	veebi_sait	N;INDF;MASC+FEM;SG	N;NOM;SG
webside	kodulehekülg	webside	kodu_lehe_külg	N;INDF;MASC+FEM;SG	N;NOM;SG
vækst	kasv	vækst	kasv	N;INDF;MASC+FEM;SG	N;NOM;SG
vækst	majanduskasv	vækst	majandus_kasv	N;INDF;MASC+FEM;SG	N;NOM;SG
bredde	laiuskraad	bredde	laius_kraad	N;INDF;MASC+FEM;SG	N;NOM;SG
bredde	laius	bredde	laius	N;INDF;MASC+FEM;SG	N;NOM;SG
bredde	laius	bredde	laius	N;INDF;MASC+FEM;SG	N;NOM;SG
arena	arena	arena	aren	N;INDF;MASC+FEM;SG	N;NOM;SG
karen	karen	kar	karema	N;DEF;MASC+FEM;SG	N;NOM;SG
toppen	top	top	top	N;DEF;MASC+FEM;SG	N;NOM;SG
toppen	ülemine	top	ülemine	N;DEF;MASC+FEM;SG	N;NOM;SG
udvalg	valimine	udvalg	valimine	N;INDF;NEUT;SG	N;NOM;SG
udvalg	valik	udvalg	valik	N;INDF;NEUT;SG	N;NOM;SG
udvalg	komitee	udvalg	komitee	N;INDF;NEUT;SG	N;NOM;SG
kærlighed	love	kærlighed	love	N;INDF;MASC+FEM;SG	N;NOM;SG
kærlighed	armastus	kærlighed	armastus	N;INDF;MASC+FEM;SG	N;NOM;SG
kærlighed	armastust	kærlighed	armastus	N;INDF;MASC+FEM;SG	N;PRT;SG
opgaver	ülesanded	opgave	üles_anne	N;INDF;MASC+FEM;PL	N;NOM;PL
opgaver	tollimaksud	opgave	tolli_maks	N;INDF;MASC+FEM;PL	N;NOM;PL
opgaver	kohustused	opgave	kohustus	N;INDF;MASC+FEM;PL	N;NOM;PL
gården	õu	gård	õu	N;DEF;MASC+FEM;SG	N;NOM;SG
gården	hoovis	gård	hoov	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
internationalt	rahvusvaheline	international	rahvus_vaheline	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
opfattelse	ettekujutus	opfattelse	ette_kujutus	N;INDF;MASC+FEM;SG	N;NOM;SG
opfattelse	taju	opfattelse	taju	N;INDF;MASC+FEM;SG	N;NOM;SG
sikkert	arvatavasti	sikkert	arvatavasti	ADV	ADV
sikkert	ilmselt	sikkert	ilmselt	ADV	ADV
sikkert	tõenäoliselt	sikkert	tõe_näoliselt	ADV	ADV
landbrug	põllumajandus	landbrug	põllu_majandus	N;INDF;NEUT;SG	N;NOM;SG
koncerter	kontserdid	koncert	kontsert	N;INDF;MASC+FEM;PL	N;NOM;PL
ødelagt	hävinenud	ødelægge	hävinema	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
ødelagt	hävitatud	ødelægge	hävitama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
ødelagt	hävinud	ødelægge	hävima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
jøder	juudid	jøde	juut	N;INDF;MASC+FEM;PL	N;NOM;PL
flertal	enamus	flertal	enamus	N;INDF;NEUT;SG	N;NOM;SG
flertal	mitmuses	flertal	mitmus	N;INDF;NEUT;SG	N;IN+ESS;SG
leje	rentimine	leje	rentimine	N;INDF;MASC+FEM;SG	N;NOM;SG
leje	palka	leje	palk	N;INDF;MASC+FEM;SG	N;PRT;SG
leje	rentimine	leje	rentimine	N;INDF;MASC+FEM;SG	N;NOM;SG
leje	rendi	leje	rent	N;INDF;MASC+FEM;SG	N;NOM;SG
leje	üür	leje	üür	N;INDF;MASC+FEM;SG	N;NOM;SG
leje	üüri	leje	üür	N;INDF;MASC+FEM;SG	N;PRT;SG
leje	rent	leje	rent	N;INDF;MASC+FEM;SG	N;NOM;SG
pladser	kohad	plads	koht	N;INDF;MASC+FEM;PL	N;NOM;PL
pladser	istmed	plads	iste	N;INDF;MASC+FEM;PL	N;NOM;PL
varer	kaubad	vare	kaup	N;INDF;MASC+FEM;PL	N;NOM;PL
varer	tooted	vare	toode	N;INDF;MASC+FEM;PL	N;NOM;PL
politiet	politsei	politi	politsei	N;DEF;NEUT;SG	N;NOM;SG
grønne	rohelised	grøn	roheline	ADJ;PL	ADJ;NOM;PL
skabelonen	mall	skabelon	mall	N;DEF;MASC+FEM;SG	N;NOM;SG
skabelonen	malli	skabelon	mall	N;DEF;MASC+FEM;SG	N;PRT;SG
udstyret	varustatud	udstyre	varustama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
teknisk	tehniline	teknisk	tehniline	ADJ;INDF;SG	ADJ;NOM;SG
undersøgelser	vaatlused	undersøgelse	vaatlus	N;INDF;MASC+FEM;PL	N;NOM;PL
undersøgelser	uuringud	undersøgelse	uuring	N;INDF;MASC+FEM;PL	N;NOM;PL
undersøgelser	uuringud	undersøgelse	uuring	N;INDF;MASC+FEM;PL	N;NOM;PL
undersøgelser	uurimised	undersøgelse	uurimine	N;INDF;MASC+FEM;PL	N;NOM;PL
undersøgelser	uurimiste	undersøgelse	uurimine	N;INDF;MASC+FEM;PL	N;GEN;PL
undersøgelser	uurimised	undersøgelse	uurimine	N;INDF;MASC+FEM;PL	N;NOM;PL
undersøgelser	uuringud	undersøgelse	uuring	N;INDF;MASC+FEM;PL	N;NOM;PL
forbund	liit	forbund	liit	N;INDF;NEUT;SG	N;NOM;SG
forbund	föderatsiooni	forbund	föderatsioon	N;INDF;NEUT;SG	N;PRT;SG
forbund	föderatsioon	forbund	föderatsioon	N;INDF;NEUT;SG	N;NOM;SG
forbund	konföderatsioon	forbund	konföderatsioon	N;INDF;NEUT;SG	N;NOM;SG
forbund	konföderatsiooni	forbund	kon_föderatsioon	N;INDF;NEUT;SG	N;PRT;SG
starter	algab	starte	algama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
starter	alustab	starte	alustama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
masse	missa	masse	miss	N;INDF;MASC+FEM;SG	N;NOM;SG
masse	massi	masse	mass	N;INDF;MASC+FEM;SG	N;PRT;SG
masse	mass	masse	mass	N;INDF;MASC+FEM;SG	N;NOM;SG
masse	partii	masse	partii	N;INDF;MASC+FEM;SG	N;NOM;SG
masse	krunt	masse	krunt	N;INDF;MASC+FEM;SG	N;NOM;SG
revolution	revolutsioon	revolution	revolutsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
årtier	aastakümnete	årti	aasta_kümme	N;INDF;NEUT;PL	N;GEN;PL
årtier	aastakümneid	årti	aasta_kümme	N;INDF;NEUT;PL	N;PRT;PL
kongeriget	kuningriik	kongerig	kuning_riik	N;DEF;NEUT;SG	N;NOM;SG
youtube	youtube	youtube	youtube	N;INDF;MASC+FEM;SG	N;NOM;SG
aktiviteter	tegevused	aktivitet	tegevus	N;INDF;MASC+FEM;PL	N;NOM;PL
aktiviteter	tegevusalad	aktivitet	tegevus_ala	N;INDF;MASC+FEM;PL	N;NOM;PL
kanoner	kahurid	kanon	kahur	N;INDF;MASC+FEM;PL	N;NOM;PL
kanoner	püssid	kanon	püss	N;INDF;MASC+FEM;PL	N;NOM;PL
kanoner	relvad	kanon	relv	N;INDF;MASC+FEM;PL	N;NOM;PL
episode	episood	episode	episoo	N;INDF;MASC+FEM;SG	N;NOM;SG
titler	pealkirjad	titel	peal_kiri	N;INDF;MASC+FEM;PL	N;NOM;PL
populær	populaarne	populær	populaarne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
tekster	tekstid	tekster	tekst	N;INDF;MASC+FEM;PL	N;NOM;PL
tekster	sõnad	tekster	sõna	N;INDF;MASC+FEM;PL	N;NOM;PL
tekster	sõnu	tekster	sõna	N;INDF;MASC+FEM;PL	N;PRT;PL
kloster	kloostri	kloste	klooster	N;INDF;NEUT;SG	N;NOM;SG
kloster	klooster	kloste	klooster	N;INDF;NEUT;SG	N;NOM;SG
kloster	klooster	kloste	klooster	N;INDF;NEUT;SG	N;NOM;SG
kloster	abbey	kloste	abbey	N;INDF;NEUT;SG	N;NOM;SG
kloster	klooster	kloste	klooster	N;INDF;NEUT;SG	N;NOM;SG
valdemar	valdemar	valdemar	valdemar	N;INDF;MASC+FEM;SG	N;NOM;SG
hollandske	hollandi	hollandsk	hollandi	ADJ;PL	ADJ
kinesisk	hiina	kinesisk	hiina	ADJ;INDF;SG	ADJ
filosofi	filosoofia	filosofi	filosoofia	N;INDF;MASC+FEM;SG	N;NOM;SG
trådte	astus	træde	astuma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
indeholdt	sisaldas	indeholde	sisaldama	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
offentlig	avalik	offentlig	avalik	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
pop	pop	pop	pop	N;INDF;MASC+FEM;SG	N;NOM;SG
pige	tüdruk	pige	tüdruk	N;INDF;MASC+FEM;SG	N;NOM;SG
ramt	tabas	ramme	tabama	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
alfred	alfred	alfred	alfred	N;INDF;MASC+FEM;SG	N;NOM;SG
århundreder	sajandeid	århundrede	sajand	N;INDF;NEUT;PL	N;PRT;PL
århundreder	sajandite	århundrede	sajand	N;INDF;NEUT;PL	N;GEN;PL
virginia	virginia	virginia	virginia	N;INDF;MASC+FEM;SG	N;NOM;SG
virginia	virginias	virginia	virginia	N;INDF;MASC+FEM;SG	N;NOM;SG
grundlæggende	põhiline	grundlæggende	põhiline	ADJ	ADJ;NOM;SG
lavere	madalam	lav	madalam	ADJ;CMPR	ADJ;NOM;CMPR;SG
lavere	madalamad	lav	madalam	ADJ;CMPR	ADJ;NOM;CMPR;PL
efterfølger	järg	efterfølge	järg	N;INDF;MASC+FEM;SG	N;NOM;SG
efterfølger	järglane	efterfølge	järglane	N;INDF;MASC+FEM;SG	N;NOM;SG
efterfølger	järeltulija	efterfølge	järeltulija	N;INDF;MASC+FEM;SG	N;NOM;SG
linjer	read	linje	rida	N;INDF;MASC+FEM;PL	N;NOM;PL
linjer	jooned	linje	joon	N;INDF;MASC+FEM;PL	N;NOM;PL
linjer	liinid	linje	liin	N;INDF;MASC+FEM;PL	N;NOM;PL
ønske	iha	ønske	iha	N;INDF;NEUT;SG	N;NOM;SG
ønske	soov	ønske	soov	N;INDF;NEUT;SG	N;NOM;SG
ønske	soovi	ønske	soov	N;INDF;NEUT;SG	N;PRT;SG
ønske	soov	ønske	soov	N;INDF;NEUT;SG	N;NOM;SG
ønske	soovi	ønske	soov	N;INDF;NEUT;SG	N;PRT;SG
steen	steen	steen	steen	N;INDF;MASC+FEM;SG	N;NOM;SG
oprette	luua	oprette	looma	V;NFIN;ACT	V;NFIN
forsøger	proovib	forsøge	proovima	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forsøger	püüab	forsøge	püüdma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
forsøger	üritan	forsøge	üritama	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN;ACT
forsøger	püüan	forsøge	püüdma	V;IND;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN;ACT
ophold	elukoht	ophold	elu_koht	N;INDF;NEUT;SG	N;NOM;SG
ophold	elukoha	ophold	elu_koht	N;INDF;NEUT;SG	N;GEN;SG
ophold	elamine	ophold	elamine	N;INDF;NEUT;SG	N;NOM;SG
google	google	goo	goog	N;INDF;MASC+FEM;SG	N;NOM;SG
charlotte	charlotte	charlotte	charlotte	N;INDF;MASC+FEM;SG	N;NOM;SG
bro	sild	bro	sild	N;INDF;MASC+FEM;SG	N;NOM;SG
kinesiske	hiina	kinesisk	hiina	ADJ;PL	ADJ
tidlig	varajane	tidlig	varajane	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
tidlig	varane	tidlig	varane	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
les	les	les	les	N;INDF;MASC+FEM;SG	N;NOM;SG
egenskaber	omadused	egenskab	omadus	N;INDF;MASC+FEM;PL	N;NOM;PL
egenskaber	karakteristikud	egenskab	karakteristik	N;INDF;MASC+FEM;PL	N;NOM;PL
egenskaber	omadused	egenskab	omadus	N;INDF;MASC+FEM;PL	N;NOM;PL
egenskaber	omadused	egenskab	omadus	N;INDF;MASC+FEM;PL	N;NOM;PL
egenskaber	atribuudid	egenskab	atribuut	N;INDF;MASC+FEM;PL	N;NOM;PL
udvikle	arendada	udvikle	arendama	V;NFIN;ACT	V;NFIN
teori	teooria	teori	teooria	N;INDF;MASC+FEM;SG	N;NOM;SG
ankom	saabusid	ankomme	saabuma	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
ankom	saabunud	ankomme	saabuma	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
ankom	saabus	ankomme	saabuma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
kraftigt	tugevalt	kraftigt	tugevalt	ADV	ADV
kraftigt	jõuliselt	kraftigt	jõuliselt	ADV	ADV
drift	toimimine	drift	toimimine	N;INDF;MASC+FEM;SG	N;NOM;SG
drift	toiming	drift	toiming	N;INDF;MASC+FEM;SG	N;NOM;SG
drift	operatsioon	drift	operatsioon	N;INDF;MASC+FEM;SG	N;NOM;SG
