من	dari	مِن	dari	ADP	ADP
طائرة	pesawat	طَائِرَة	pesawat	N;NOM;INDF;SG	N;SG
طائرة	pesawat	طَائِرَة	pesawat	N;NOM;INDF;SG	N;SG
الموسم	musim	مَوسِم	musim	N;NOM;DEF;SG	N;SG
الموسم	musimnya	مَوسِم	musim	N;NOM;DEF;SG	N;SG
الدور	peran	دَور	peran	N;NOM;DEF;SG	N;SG
الدور	peranan	دَور	peranan	N;NOM;DEF;SG	N;SG
عسكرية	militer	عَسكَرِيّ	militer	ADJ;NOM;INDF;FEM;SG	ADJ;SG
البلدية	kotamadya	بَلَدِيَّة	kotamadya	N;NOM;DEF;SG	N;SG
البلدية	munisipalitas	بَلَدِيَّة	munisipalitas	N;NOM;DEF;SG	N
البلدية	kotamadya	بَلَدِيَّة	kotamadya	N;NOM;DEF;SG	N;SG
يظهر	muncul	ظَهَر	muncul	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يظهر	memperlihatkan	ظَهَر	menperlihatkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يظهر	menunjukkan	ظَهَر	mentunjukkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يظهر	menampilkan	ظَهَر	mentampilkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
الحالة	status	حَالَة	status	N;NOM;DEF;SG	N;SG
الحالة	situasi	حَالَة	situasi	N;NOM;DEF;SG	N;SG
الحالة	negara	حَالَة	negara	N;NOM;DEF;SG	N;SG
الحالة	keadaan	حَالَة	keadaan	N;NOM;DEF;SG	N;SG
الحالة	syarat	حَالَة	syarat	N;NOM;DEF;SG	N;SG
الحالة	kondisi	حَالَة	kondisi	N;NOM;DEF;SG	N;SG
الحالة	kasus	حَالَة	kasus	N;NOM;DEF;SG	N;SG
توضيح	klarifikasi	تَوضِيح	klarifikasi	N;NOM;INDF;SG	N;SG
توضيح	penjelasan	تَوضِيح	penjelasan	N;NOM;INDF;SG	N;SG
جمعية	assembly	جَمعِيَّة	assembly	N;NOM;INDF;SG	N
جمعية	perakitan	جَمعِيَّة	perakitan	N;NOM;INDF;SG	N;SG
جمعية	majelis	جَمعِيَّة	majelis	N;NOM;INDF;SG	N;SG
جمعية	asosiasi	جَمعِيَّة	asosiasi	N;NOM;INDF;SG	N;SG
جمعية	perhimpunan	جَمعِيَّة	perhimpunan	N;NOM;INDF;SG	N;SG
مرض	penyakit	مَرَض	pensakit	N;NOM;INDF;SG	N;SG
الجسم	bodi	جِسم	bodi	N;NOM;DEF;SG	N;SG
الجسم	tubuh	جِسم	tubuh	N;NOM;DEF;SG	N;SG
الجسم	badan	جِسم	badan	N;NOM;DEF;SG	N;SG
الصفحة	halaman	صَفحَة	halaman	N;NOM;DEF;SG	N;SG
الثقافة	kultur	ثَقَافَة	kultur	N;NOM;DEF;SG	N
الثقافة	kebudayaan	ثَقَافَة	kebudayaan	N;NOM;DEF;SG	N;SG
الثقافة	budaya	ثَقَافَة	budaya	N;NOM;DEF;SG	N;SG
سياسة	polis	سِيَاسَة	polis	N;NOM;INDF;SG	N;SG
سياسة	kebijakan	سِيَاسَة	kebijakan	N;NOM;INDF;SG	N;SG
سياسة	politik	سِيَاسَة	politik	N;NOM;INDF;SG	N;SG
القديم	tua	قَدِيم	tua	ADJ;NOM;DEF;MASC;SG	ADJ;SG
القديم	lama	قَدِيم	lama	ADJ;NOM;DEF;MASC;SG	ADJ;SG
العثمانية	utsmaniyah	عُثمَانِيّ	utsmaniyah	N;NOM;DEF;SG	N
المحلية	lokal	مَحَلِّيّ	lokal	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الطب	kedokteran	طِبّ	kedokteran	N;NOM;DEF;SG	N;SG
الطب	obat	طِبّ	obat	N;NOM;DEF;SG	N;SG
مطار	bandara	مَطَار	bandara	N;NOM;INDF;SG	N;SG
نقطة	poin	نُقطَة	poin	N;NOM;INDF;SG	N;SG
نقطة	titik	نُقطَة	titik	N;NOM;INDF;SG	N;SG
نقطة	point	نُقطَة	point	N;NOM;INDF;SG	N
السلطة	otoritas	سُلطَة	otoritas	N;NOM;DEF;SG	N;SG
السلطة	kewenangan	سُلطَة	kewenangan	N;NOM;DEF;SG	N;SG
السلطة	salad	سُلطَة	salad	N;NOM;DEF;SG	N;SG
السلطة	tenaga	سُلطَة	tenaga	N;NOM;DEF;SG	N;SG
السلطة	kekuasaan	سُلطَة	kekuasaan	N;NOM;DEF;SG	N;SG
السلطة	kekuatan	سُلطَة	kekuatan	N;NOM;DEF;SG	N;SG
السلطة	daya	سُلطَة	daya	N;NOM;DEF;SG	N;SG
قبيلة	suku	قَبِيلَة	suku	N;NOM;INDF;SG	N;SG
الوحدة	kesepian	وَحدَة	kesepian	N;NOM;DEF;SG	N
الوحدة	kesendirian	وَحدَة	kesendirian	N;NOM;DEF;SG	N;SG
الوحدة	persatuan	وَحدَة	persatuan	N;NOM;DEF;SG	N;SG
الوحدة	kesatuan	وَحدَة	kesatuan	N;NOM;DEF;SG	N
الوحدة	kekompakan	وَحدَة	kekompakan	N;NOM;DEF;SG	N;SG
الوحدة	satuan	وَحدَة	satuan	N;NOM;DEF;SG	N;SG
الوحدة	unit	وَحدَة	unit	N;NOM;DEF;SG	N;SG
التصنيف	peringkat	تَصنِيف	peringkat	N;NOM;DEF;SG	N;SG
التصنيف	penilaian	تَصنِيف	pennilaian	N;NOM;DEF;SG	N;SG
التصنيف	rating	تَصنِيف	rating	N;NOM;DEF;SG	N
التصنيف	klasifikasi	تَصنِيف	klasifikasi	N;NOM;DEF;SG	N;SG
التصنيف	peringkat	تَصنِيف	peringkat	N;NOM;DEF;SG	N;SG
التصنيف	rating	تَصنِيف	rating	N;NOM;DEF;SG	N
الخاص	swasta	خَاصّ	swasta	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الخاص	pribadi	خَاصّ	pribadi	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الخاص	istimewa	خَاصّ	istimewa	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الخاص	spesial	خَاصّ	spesial	ADJ;NOM;DEF;MASC;SG	ADJ;SG
الخاص	khusus	خَاصّ	khusus	ADJ;NOM;DEF;MASC;SG	ADJ;SG
اتحاد	federasi	اِتِّحَاد	federasi	N;NOM;INDF;SG	N;SG
اتحاد	konsorsium	اِتِّحَاد	konsorsium	N;NOM;INDF;SG	N;SG
لجنة	komite	لَجنَة	komite	N;NOM;INDF;SG	N;SG
لجنة	panitia	لَجنَة	panitia	N;NOM;INDF;SG	N;SG
عشرة	sepuluh	عَشَرَة	sepuluh	NUM;MASC	NUM
النساء	wanita	نِسَاء	wanita	N;NOM;DEF;SG	N;SG
النساء	perempuan	نِسَاء	perempuan	N;NOM;DEF;SG	N;SG
الشعر	rambut	شَعر	rambut	N;NOM;DEF;SG	N;SG
الشعر	puisi	شَعر	puisi	N;NOM;DEF;SG	N
قائد	pemimpin	قَائِد	penpimpin	N;NOM;INDF;SG	N;SG
قائد	komandan	قَائِد	komandan	N;NOM;INDF;SG	N;SG
قائد	panglima	قَائِد	panglima	N;NOM;INDF;SG	N;SG
جهاز	perangkat	جِهَاز	perangkat	N;NOM;INDF;SG	N;SG
جهاز	peranti	جِهَاز	peranti	N;NOM;INDF;SG	N;SG
الحرارة	panasnya	حَرَارَة	panas	N;NOM;DEF;SG	N;SG
الحرارة	temperatur	حَرَارَة	temperatur	N;NOM;DEF;SG	N
الحرارة	suhu	حَرَارَة	suhu	N;NOM;DEF;SG	N;SG
الرقم	angka	رَقم	angka	N;NOM;DEF;SG	N;SG
الرقم	nomor	رَقم	nomor	N;NOM;DEF;SG	N;SG
الرقم	bilangan	رَقم	bilangan	N;NOM;DEF;SG	N;SG
مستخدم	pemakai	مُستَخدَم	penpakai	N;NOM;INDF;SG	N;SG
مستخدم	pengguna	مُستَخدَم	penguna	N;NOM;INDF;SG	N;SG
عالية	tinggi	عَالِي	tinggi	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المرحلة	fase	مَرحَلَة	fase	N;NOM;DEF;SG	N
المرحلة	pentas	مَرحَلَة	pentas	N;NOM;DEF;SG	N
المرحلة	tahap	مَرحَلَة	tahap	N;NOM;DEF;SG	N;SG
المرحلة	panggung	مَرحَلَة	panggung	N;NOM;DEF;SG	N;SG
نطاق	cakupan	نِطَاق	cakupan	N;NOM;INDF;SG	N;SG
نطاق	lingkup	نِطَاق	lingkup	N;NOM;INDF;SG	N;SG
نطاق	rentang	نِطَاق	rentang	N;NOM;INDF;SG	N;SG
نطاق	kisaran	نِطَاق	kisaran	N;NOM;INDF;SG	N;SG
نطاق	jangkauan	نِطَاق	jangkauan	N;NOM;INDF;SG	N;SG
تحقيق	investigasi	تَحقِيق	investigasi	N;NOM;INDF;SG	N;SG
تحقيق	penyelidikan	تَحقِيق	penselidikan	N;NOM;INDF;SG	N;SG
تحقيق	penyelidikan	تَحقِيق	penselidikan	N;NOM;INDF;SG	N;SG
تحقيق	pertanyaan	تَحقِيق	pertanyaan	N;NOM;INDF;SG	N;SG
يعني	berarti	عَنَى	berarti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يعني	berarti	عَنَى	berarti	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
طويلة	lama	طَوِيل	lama	ADJ;NOM;INDF;FEM;SG	ADJ;SG
طويلة	panjang	طَوِيل	panjang	ADJ;NOM;INDF;FEM;SG	ADJ;SG
العشرين	duapuluh	عِشرُون	duapuluh	NUM;NOM;DEF	NUM
عامة	umum	عَامّ	umum	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مباشرة	lurus	مُبَاشَرَة	lurus	N;NOM;INDF;SG	N;SG
ممثلة	aktris	مُمَثِّلَة	aktris	N;NOM;INDF;SG	N;SG
وفاة	kematian	وَفَاة	kematian	N;NOM;INDF;SG	N;SG
المادة	pasal	مَادَّة	pasal	N;NOM;DEF;SG	N;SG
المادة	artikel	مَادَّة	artikel	N;NOM;DEF;SG	N;SG
المادة	matre	مَادَّة	matre	N;NOM;DEF;SG	N
المادة	bahan	مَادَّة	bahan	N;NOM;DEF;SG	N;SG
المادة	materi	مَادَّة	materi	N;NOM;DEF;SG	N;SG
المادة	material	مَادَّة	material	N;NOM;DEF;SG	N;SG
البرنامج	program	بَرنَامَج	program	N;NOM;DEF;SG	N;SG
البرنامج	program	بَرنَامَج	program	N;NOM;DEF;SG	N;SG
اللجنة	komisi	لَجنَة	komisi	N;NOM;DEF;SG	N;SG
اللجنة	komite	لَجنَة	komite	N;NOM;DEF;SG	N;SG
اللجنة	panitia	لَجنَة	panitia	N;NOM;DEF;SG	N;SG
قصر	istana	قَصر	istana	N;NOM;INDF;SG	N;SG
القلب	hati	قَلب	hati	N;NOM;DEF;SG	N;SG
القلب	jantung	قَلب	jantung	N;NOM;DEF;SG	N;SG
سورة	surah	سُورَة	surah	N;NOM;INDF;SG	N
الشعبية	populer	شَعبِيّ	populer	ADJ;NOM;DEF;FEM;SG	ADJ;SG
عاصمة	ibukota	عَاصِمَة	ibukota	N;NOM;INDF;SG	N;SG
عاصمة	modal	عَاصِمَة	modal	N;NOM;INDF;SG	N;SG
ظهر	kembali	ظَهَر	kembali	V;PFV;MASC;SG;3;ACT	V;SG;ACT
ظهر	mundur	ظَهَر	mundur	V;PFV;MASC;SG;3;ACT	V;SG;ACT
تقديم	pengiriman	تَقدِيم	penkiriman	N;NOM;INDF;SG	N;SG
تقديم	pengajuan	تَقدِيم	penajuan	N;NOM;INDF;SG	N;SG
تقديم	penyerahan	تَقدِيم	penserahan	N;NOM;INDF;SG	N;SG
تقديم	ajukan	تَقدِيم	ajukan	N;NOM;INDF;SG	N;SG
البطولة	kepahlawanan	بُطُولَة	kepahlawanan	N;NOM;DEF;SG	N;SG
البطولة	turnamen	بُطُولَة	turnamen	N;NOM;DEF;SG	N;SG
البطولة	championship	بُطُولَة	championship	N;NOM;DEF;SG	N
البطولة	kejuaraan	بُطُولَة	kejuaraan	N;NOM;DEF;SG	N;SG
محطة	terminal	مَحَطَّة	terminal	N;NOM;INDF;SG	N
محطة	stasiun	مَحَطَّة	stasiun	N;NOM;INDF;SG	N;SG
محطة	station	مَحَطَّة	station	N;NOM;INDF;SG	N
تعرف	tahu	عَرَف	tahu	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;SG
المجال	domain	مَجَال	domain	N;NOM;DEF;SG	N
المجال	ranah	مَجَال	ranah	N;NOM;DEF;SG	N
المجال	bola	مَجَال	bola	N;NOM;DEF;SG	N;SG
المجال	lingkup	مَجَال	lingkup	N;NOM;DEF;SG	N;SG
الوصول	kedatangan	وُصُول	kedatangan	N;NOM;DEF;SG	N;SG
الوصول	jangkau	وُصُول	jangkau	N;NOM;DEF;SG	N;SG
الوصول	jangkauan	وُصُول	jangkauan	N;NOM;DEF;SG	N;SG
الوصول	akses	وُصُول	akses	N;NOM;DEF;SG	N;SG
الجائزة	prize	جَائِزَة	prize	N;NOM;DEF;SG	N
الجائزة	penghargaan	جَائِزَة	penhargaan	N;NOM;DEF;SG	N;SG
الجائزة	award	جَائِزَة	award	N;NOM;DEF;SG	N
خاص	swasta	خَاصّ	swasta	ADJ;NOM;INDF;MASC;SG	ADJ;SG
خاص	pribadi	خَاصّ	pribadi	ADJ;NOM;INDF;MASC;SG	ADJ;SG
خاص	istimewa	خَاصّ	istimewa	ADJ;NOM;INDF;MASC;SG	ADJ;SG
خاص	spesial	خَاصّ	spesial	ADJ;NOM;INDF;MASC;SG	ADJ;SG
خاص	khusus	خَاصّ	khusus	ADJ;NOM;INDF;MASC;SG	ADJ;SG
اللاعب	player	لَاعِب	player	N;NOM;DEF;SG	N
اللاعب	pemain	لَاعِب	penmain	N;NOM;DEF;SG	N;SG
اللاعب	pemutar	لَاعِب	penputar	N;NOM;DEF;SG	N;SG
الطبيعية	alami	طَبِيعِيّ	alami	ADJ;NOM;DEF;FEM;SG	ADJ;SG
عصر	zaman	عَصر	zaman	N;NOM;INDF;SG	N;SG
عصر	era	عَصر	era	N;NOM;INDF;SG	N
الوطن	rumah	وَطَن	rumah	N;NOM;DEF;SG	N;SG
يصل	tiba	وَصَل	tiba	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG
العلاج	terapi	عِلَاج	terapi	N;NOM;DEF;SG	N;SG
العلاج	pengobatan	عِلَاج	penobatan	N;NOM;DEF;SG	N;SG
العلاج	perawatan	عِلَاج	penrawatan	N;NOM;DEF;SG	N;SG
باب	bab	بَاب	bab	N;NOM;INDF;SG	N;SG
باب	pintu	بَاب	pintu	N;NOM;INDF;SG	N;SG
القدس	jambu	قُدس	jambu	N;NOM;DEF;SG	N;SG
العدد	menghitung	عَدَد	menhitung	N;NOM;DEF;SG	N;SG;ACT
العدد	hitungan	عَدَد	hitungan	N;NOM;DEF;SG	N;SG
العدد	angka	عَدَد	angka	N;NOM;DEF;SG	N;SG
العدد	nomor	عَدَد	nomor	N;NOM;DEF;SG	N;SG
العدد	bilangan	عَدَد	bilangan	N;NOM;DEF;SG	N;SG
خمسة	lima	خَمسَة	lima	NUM;NOM;INDF;MASC	NUM
علاقة	hubungan	عَلَاقَة	hubungan	N;NOM;INDF;SG	N;SG
كامل	kenyang	كَامِل	kenyang	ADJ;NOM;INDF;MASC;SG	ADJ;SG
كامل	penuh	كَامِل	penuh	ADJ;NOM;INDF;MASC;SG	ADJ;SG
كامل	komplit	كَامِل	komplit	ADJ;NOM;INDF;MASC;SG	ADJ;SG
كامل	lengkap	كَامِل	lengkap	ADJ;NOM;INDF;MASC;SG	ADJ;SG
معسكر	kemah	مُعَسكَر	kemah	N;NOM;INDF;SG	N;SG
معسكر	perkemahan	مُعَسكَر	perkemahan	N;NOM;INDF;SG	N
معسكر	kamp	مُعَسكَر	kamp	N;NOM;INDF;SG	N;SG
مهمة	misi	مَهَمَّة	misi	N;NOM;INDF;SG	N;SG
رسالة	pesan	رِسَالَة	pesan	N;NOM;INDF;SG	N;SG
رسالة	surat	رِسَالَة	surat	N;NOM;INDF;SG	N;SG
رسالة	huruf	رِسَالَة	huruf	N;NOM;INDF;SG	N;SG
الملعب	stadion	مَلعَب	stadion	N;NOM;DEF;SG	N;SG
الملعب	stadium	مَلعَب	stadium	N;NOM;DEF;SG	N
الملعب	lapangan	مَلعَب	lapangan	N;NOM;DEF;SG	N;SG
السينما	bioskop	سِينَمَا	bioskop	N;NOM;DEF;SG	N
السينما	sinema	سِينَمَا	sinema	N;NOM;DEF;SG	N;SG
العسكري	militer	عَسكَرِيّ	militer	ADJ;NOM;DEF;MASC;SG	ADJ;SG
كنيسة	gereja	كَنِيسَة	gereja	N;NOM;INDF;SG	N;SG
اليد	tangan	يَد	tangan	N;NOM;DEF;SG	N;SG
المحيط	perimeter	مُحِيط	perimeter	N;NOM;DEF;SG	N;SG
المحيط	lautan	مُحِيط	lautan	N;NOM;DEF;SG	N;SG
المحيط	laut	مُحِيط	laut	N;NOM;DEF;SG	N;SG
نقاط	point	نُقطَة	point	N;NOM;INDF;PL	N
الغرب	barat	غَرب	barat	N;NOM;DEF;SG	N;SG
مدى	rentang	مَدَى	rentang	N;NOM;INDF;SG	N;SG
مدى	kisaran	مَدَى	kisaran	N;NOM;INDF;SG	N;SG
مدى	jangkauan	مَدَى	jangkauan	N;NOM;INDF;SG	N;SG
مدى	luasnya	مَدَى	luas	N;NOM;INDF;SG	N;SG
الثانوية	sekunder	ثَانَوِيّ	sekunder	N;NOM;DEF;SG	N;SG
جريدة	koran	جَرِيدَة	koran	N;NOM;INDF;SG	N;SG
معهد	institut	مَعهَد	institut	N;NOM;INDF;SG	N
عاد	kembali	عَاد	kembali	V;PFV;MASC;SG;3;ACT	V;SG;ACT
عاد	mundur	عَاد	mundur	V;PFV;MASC;SG;3;ACT	V;SG;ACT
وصل	tiba	وَصَل	tiba	V;PFV;MASC;SG;3;ACT	V;SG
الخدمة	jasa	خِدمَة	jasa	N;NOM;DEF;SG	N;SG
الخدمة	layanan	خِدمَة	layanan	N;NOM;DEF;SG	N;SG
الخدمة	pelayanan	خِدمَة	penlayanan	N;NOM;DEF;SG	N;SG
روابط	link	روابط	link	N;NOM;INDF;PL	N
المعهد	institut	مَعهَد	institut	N;NOM;DEF;SG	N
فصيلة	peleton	فَصِيلَة	penleton	N;NOM;INDF;SG	N;SG
فصيلة	pleton	فَصِيلَة	pleton	N;NOM;INDF;SG	N
قيمة	nilai	قِيمَة	nilai	N;NOM;INDF;SG	N;SG
وصف	deskripsikan	وَصَف	deskripsikan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
وصف	gambarkan	وَصَف	gambarkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
وصف	uraikan	وَصَف	uraikan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
وصف	jelaskan	وَصَف	jelaskan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
قلعة	kastil	قلعة	kastil	N;NOM;INDF;SG	N
قلعة	istana	قلعة	istana	N;NOM;INDF;SG	N;SG
قلعة	benteng	قلعة	benteng	N;NOM;INDF;SG	N
قلعة	benteng	قلعة	benteng	N;NOM;INDF;SG	N
قلعة	benteng	قلعة	benteng	N;NOM;INDF;SG	N
ظهور	munculnya	ظُهُور	muncul	N;NOM;INDF;SG	N;SG;ACT
ظهور	penampilan	ظُهُور	pentampilan	N;NOM;INDF;SG	N;SG
ظهور	tampilan	ظُهُور	tampilan	N;NOM;INDF;SG	N;SG
المهنة	karir	مُهَنِّئ	karir	N;NOM;DEF;SG	N;SG
المهنة	karier	مُهَنِّئ	karier	N;NOM;DEF;SG	N;SG
المهنة	profesi	مُهَنِّئ	profesi	N;NOM;DEF;SG	N;SG
المهنة	penjajahan	مُهَنِّئ	penjajahan	N;NOM;DEF;SG	N;SG
المهنة	pendudukan	مُهَنِّئ	pendudukan	N;NOM;DEF;SG	N;SG
فكرة	gagasan	فِكرَة	gagasan	N;NOM;INDF;SG	N;SG
فكرة	ide	فِكرَة	ide	N;NOM;INDF;SG	N;SG
لعبة	permainan	لُعبَة	permainan	N;NOM;INDF;SG	N;SG
لعبة	game	لُعبَة	game	N;NOM;INDF;SG	N;SG
لون	warna	لَون	warna	N;NOM;INDF;SG	N;SG
لون	warna	لَون	warna	N;NOM;INDF;SG	N;SG
المشروع	proyek	مَشرُوع	proyek	N;NOM;DEF;SG	N;SG
المشروع	projek	مَشرُوع	projek	N;NOM;DEF;SG	N;SG
الموسيقى	musik	الموسيقى	musik	N;NOM;DEF;SG	N;SG
ثقافة	kultur	ثَقَافَة	kultur	N;NOM;INDF;SG	N
ثقافة	kebudayaan	ثَقَافَة	kebudayaan	N;NOM;INDF;SG	N;SG
ثقافة	budaya	ثَقَافَة	budaya	N;NOM;INDF;SG	N;SG
مدير	sutradara	مُدِير	sutradara	N;NOM;INDF;SG	N;SG
مدير	direktur	مُدِير	direktur	N;NOM;INDF;SG	N;SG
مدير	manajer	مُدِير	manajer	N;NOM;INDF;SG	N;SG
مدير	pengelola	مُدِير	penkelola	N;NOM;INDF;SG	N;SG
القائمة	menu	قَائِمَة	menu	N;NOM;DEF;SG	N;SG
القائمة	daftar	قَائِمَة	daftar	N;NOM;DEF;SG	N;SG
القائمة	list	قَائِمَة	list	N;NOM;DEF;SG	N
مادة	matre	مَادَّة	matre	N;NOM;INDF;SG	N
مادة	bahan	مَادَّة	bahan	N;NOM;INDF;SG	N;SG
مادة	materi	مَادَّة	materi	N;NOM;INDF;SG	N;SG
مادة	material	مَادَّة	material	N;NOM;INDF;SG	N;SG
مادة	zat	مَادَّة	zat	N;NOM;INDF;SG	N;SG
مادة	substansi	مَادَّة	substansi	N;NOM;INDF;SG	N;SG
التحرير	sunting	تَحرِير	sunting	N;NOM;DEF;SG	N
التحرير	pembebasan	تَحرِير	penbebasan	N;NOM;DEF;SG	N;SG
التحرير	editorial	تَحرِير	editorial	N;NOM;DEF;SG	N
التحرير	editing	تَحرِير	editing	N;NOM;DEF;SG	N
التحرير	penyuntingan	تَحرِير	penyuntingan	N;NOM;DEF;SG	N
التحرير	mengedit	تَحرِير	mengedit	N;NOM;DEF;SG	N;SG
مصطلح	istilah	مُصطَلَح	istilah	N;NOM;INDF;SG	N;SG
الهواء	udara	هَوَاء	udara	N;NOM;DEF;SG	N;SG
الهواء	air	هَوَاء	air	N;NOM;DEF;SG	N;SG
الطريقة	metoda	طَرِيقَة	metoda	N;NOM;DEF;SG	N;SG
الطريقة	metode	طَرِيقَة	metode	N;NOM;DEF;SG	N;SG
تشمل	termasuk	شَمِل	termasuk	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشمل	sertakan	شَمِل	sertakan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشمل	cantumkan	شَمِل	cantumkan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
تشمل	menyertakan	شَمِل	menyertakan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشمل	termasuk	شَمِل	termasuk	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشمل	sertakan	شَمِل	sertakan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
تشمل	mencakup	شَمِل	mencakup	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;ACT
تشمل	menyertakan	شَمِل	menyertakan	V;IPFV;FEM;IND;SG;3;FIN;ACT	V
مدة	durasi	مُدَّة	durasi	N;NOM;INDF;SG	N;SG
الفضاء	ruang	فَضَاء	ruang	N;NOM;DEF;SG	N;SG
الفضاء	spasi	فَضَاء	spasi	N;NOM;DEF;SG	N
الفضاء	angkasa	فَضَاء	angkasa	N;NOM;DEF;SG	N;SG
جيش	tentara	جَيش	tentara	N;NOM;INDF;SG	N;SG
مهرجان	festival	مَهرَجَان	festival	N;NOM;INDF;SG	N
ساعة	jam	سَاعَة	jam	N;NOM;INDF;SG	N;SG
ساعة	jam	سَاعَة	jam	N;NOM;INDF;SG	N;SG
كاتب	penulis	كَاتِب	pentulis	N;NOM;INDF;SG	N;SG
كاتب	pengarang	كَاتِب	penarang	N;NOM;INDF;SG	N;SG
كاتب	penulis	كَاتِب	pentulis	N;NOM;INDF;SG	N;SG
كاتب	pembuat	كَاتِب	penbuat	N;NOM;INDF;SG	N;SG
القوة	kekuatan	قُوَّة	kekuatan	N;NOM;DEF;SG	N;SG
القوة	angkatan	قُوَّة	angkatan	N;NOM;DEF;SG	N;SG
القوة	paksa	قُوَّة	paksa	N;NOM;DEF;SG	N;SG;ACT
القوة	tenaga	قُوَّة	tenaga	N;NOM;DEF;SG	N;SG
القوة	kekuasaan	قُوَّة	kekuasaan	N;NOM;DEF;SG	N;SG
القوة	kekuatan	قُوَّة	kekuatan	N;NOM;DEF;SG	N;SG
القوة	daya	قُوَّة	daya	N;NOM;DEF;SG	N;SG
المشاركة	partisipasi	مُشَارَكَة	partisipasi	N;NOM;DEF;SG	N;SG
تصميم	disain	تَصمِيم	disain	N;NOM;INDF;SG	N;SG
تصميم	design	تَصمِيم	design	N;NOM;INDF;SG	N;SG
تصميم	desain	تَصمِيم	desain	N;NOM;INDF;SG	N;SG
المالية	financial	مَالِيَّة	financial	N;NOM;DEF;SG	N
المالية	keuangan	مَالِيَّة	keuangan	N;NOM;DEF;SG	N;SG
المالية	keuangan	مَالِيَّة	keuangan	N;NOM;DEF;SG	N;SG
المالية	finance	مَالِيَّة	finance	N;NOM;DEF;SG	N
المالية	keuangan	مَالِيَّة	keuangan	N;NOM;DEF;SG	N;SG
النقل	transfer	نَقل	transfer	N;NOM;DEF;SG	N;SG
النقل	transportasi	نَقل	transportasi	N;NOM;DEF;SG	N;SG
النقل	pengangkutan	نَقل	penangkutan	N;NOM;DEF;SG	N;SG
النقل	transportasi	نَقل	transportasi	N;NOM;DEF;SG	N;SG
النقل	transpor	نَقل	transpor	N;NOM;DEF;SG	N;SG
النقل	angkut	نَقل	angkut	N;NOM;DEF;SG	N;SG;ACT
النقل	pengangkutan	نَقل	penangkutan	N;NOM;DEF;SG	N;SG
الواقع	kenyataan	وَاقِع	kenyataan	N;NOM;DEF;SG	N;SG
الواقع	realitas	وَاقِع	realitas	N;NOM;DEF;SG	N;SG
الواقع	realita	وَاقِع	realita	N;NOM;DEF;SG	N;SG
شهادة	sertifikat	شَهَادَة	sertifikat	N;NOM;INDF;SG	N;SG
شهادة	testimoni	شَهَادَة	testimoni	N;NOM;INDF;SG	N
شهادة	kesaksian	شَهَادَة	kesaksian	N;NOM;INDF;SG	N;SG
الشخص	orang	شَخص	orang	N;NOM;DEF;SG	N;SG
تلفزيون	televisi	تِلفِزيُون	televisi	N;NOM;INDF;SG	N;SG
النفس	diri	نَفس	diri	N;NOM;DEF;SG	N;SG
دولية	internasional	دُوَلِيّ	internasional	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المرض	penyakit	مَرَض	pensakit	N;NOM;DEF;SG	N;SG
المرض	penyakit	مَرَض	pensakit	N;NOM;DEF;SG	N;SG
المرض	penyakit	مَرَض	pensakit	N;NOM;DEF;SG	N;SG
شارع	jalanan	شَارِع	jalanan	N;NOM;INDF;SG	N;SG
شارع	street	شَارِع	street	N;NOM;INDF;SG	N
يحتوي	mengandung	اِحتَوَى	menkandung	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يحتوي	berisi	اِحتَوَى	berisi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
الضغط	tekanan	ضَغط	tekanan	N;NOM;DEF;SG	N;SG
تحرير	sunting	تَحرِير	sunting	N;NOM;INDF;SG	N
تحرير	editing	تَحرِير	editing	N;NOM;INDF;SG	N
تحرير	penyuntingan	تَحرِير	penyuntingan	N;NOM;INDF;SG	N
