nie	لا	nie	لَا	PART;NEG	PART
osada	التسوية	osada	تَسوِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
osada	التوطين	osada	تَوطِين	N;NOM;FEM;SG	N;NOM;DEF;SG
osada	تسوية	osada	تَسوِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
cmentarz	مقبرة	cmentarz	مُقبِر	N;NOM;MASC;SG	N;NOM;INDF;SG
cmentarz	المقبرة	cmentarz	مُقبِر	N;NOM;MASC;SG	N;NOM;DEF;SG
cmentarz	مقبرة	cmentarz	مُقبِر	N;NOM;MASC;SG	N;NOM;INDF;SG
cmentarz	المقبرة	cmentarz	مُقبِر	N;NOM;MASC;SG	N;NOM;DEF;SG
aleksander	الاسكندر	aleksander	الاسكندر	N;NOM;MASC;SG	N;NOM;DEF;SG
stopnie	الخطوات	stopień	خَطوَة	N;NOM;MASC;PL	N;NOM;DEF;PL
stopnie	خطوات	stopień	خَطوَة	N;NOM;MASC;PL	N;NOM;INDF;PL
stopnie	الرتب	stopień	رُتبَة	N;NOM;MASC;PL	N;NOM;DEF;PL
stopnie	درجات	stopień	دَرَجَة	N;NOM;MASC;PL	N;NOM;INDF;PL
stopnie	الدرجات	stopień	دَرَجَة	N;NOM;MASC;PL	N;NOM;DEF;PL
stopnie	درجات	stopień	دَرَجَة	N;NOM;MASC;PL	N;NOM;INDF;PL
rozwój	التنمية	rozwój	تَنمِيَة	N;NOM;MASC;SG	N;NOM;DEF;SG
rozwój	تنمية	rozwój	تَنمِيَة	N;NOM;MASC;SG	N;NOM;INDF;SG
rozwój	التطوير	rozwój	تَطوِير	N;NOM;MASC;SG	N;NOM;DEF;SG
rozwój	النمو	rozwój	نُمُوّ	N;NOM;MASC;SG	N;NOM;DEF;SG
rozwój	نمو	rozwój	نُمُوّ	N;NOM;MASC;SG	N;NOM;INDF;SG
miejskie	حضرية	miejski	حَضَرِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
różne	مختلف	różny	مُختَلِف	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
różne	مختلفة	różny	مُختَلِف	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
różne	المتنوعة	różny	مُتَنَوِّع	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
różne	متنوع	różny	مُتَنَوِّع	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
różne	متنوعة	różny	مُتَنَوِّع	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
styczniu	يناير	styczeń	يَنَايِر	N;GEN;MASC;SG	N;GEN;INDF;SG
zaczął	بدات	zacząć	بَدَأ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
zaczął	بدا	zacząć	بَدَا	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
instytut	المعهد	instytut	مَعهَد	N;NOM;MASC;SG	N;NOM;DEF;SG
instytut	معهد	instytut	مَعهَد	N;NOM;MASC;SG	N;NOM;INDF;SG
znaczenie	الاهمية	znaczenie	أَهَمِّيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	اهمية	znaczenie	أَهَمِّيَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
znaczenie	الاهمية	znaczenie	أَهَمِّيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	الصلة	znaczenie	صِلَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	بمعنى	znaczenie	بمعنى	N;NOM;NEUT;SG	N;NOM;INDF;SG
znaczenie	معنى	znaczenie	مَعنَى	N;NOM;NEUT;SG	N;NOM;INDF;SG
znaczenie	المعنى	znaczenie	مَعنَى	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	المعاني	znaczenie	مَعنَى	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	دلالة	znaczenie	دَلَالَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
znaczenie	الاهمية	znaczenie	أَهَمِّيَّة	N;NOM;NEUT;SG	N;NOM;DEF;SG
znaczenie	اهمية	znaczenie	أَهَمِّيَّة	N;NOM;NEUT;SG	N;NOM;INDF;SG
jezioro	بحيرة	jezioro	بُحَيرَة	N;NOM;NEUT;SG	N;NOM;INDF;SG
jezioro	البحيرة	jezioro	بُحَيرَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
śmierć	الموت	śmierć	مَوت	N;NOM;FEM;SG	N;NOM;DEF;SG
śmierć	الوفاة	śmierć	وَفَاة	N;NOM;FEM;SG	N;NOM;DEF;SG
śmierć	وفاة	śmierć	وَفَاة	N;NOM;FEM;SG	N;NOM;INDF;SG
członkowie	الاعضاء	członek	عُضو	N;NOM;MASC;PL	N;NOM;DEF;PL
członkowie	اعضاء	członek	عُضو	N;NOM;MASC;PL	N;NOM;INDF;PL
kobiety	الاناث	kobieta	أَنَاث	N;NOM;FEM;PL	N;NOM;DEF;PL
national	وطنية	national	وَطَنِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
national	وطني	national	وَطَنِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
trzeci	الثالثة	trzeci	ثَالِث	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
trzeci	ثالث	trzeci	ثَالِث	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
trzeci	الثالث	trzeci	ثَالِث	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
trzeci	ثالثة	trzeci	ثَالِث	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
reżyser	مديرة	reżyser	مُدِيرَة	N;NOM;MASC;SG	N;NOM;INDF;SG
reżyser	مدير	reżyser	مُدِير	N;NOM;MASC;SG	N;NOM;INDF;SG
reżyser	المديرة	reżyser	مُدِير	N;NOM;MASC;SG	N;NOM;DEF;SG
reżyser	المدير	reżyser	مُدِير	N;NOM;MASC;SG	N;NOM;DEF;SG
reżyser	المخرج	reżyser	مُخرِج	N;NOM;MASC;SG	N;NOM;DEF;SG
reżyser	مخرج	reżyser	مَخرَج	N;NOM;MASC;SG	N;NOM;INDF;SG
zajmuje	ياخذ	zajmować	أَخَذ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
zajmuje	يستغرق	zajmować	اِستَغرَق	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
stopień	الرتبة	stopień	رَتبَة	N;NOM;MASC;SG	N;NOM;DEF;SG
stopień	رتبة	stopień	رِتبَة	N;NOM;MASC;SG	N;NOM;INDF;SG
stopień	بدرجة	stopień	بدرجة	N;NOM;MASC;SG	N;NOM;INDF;SG
stopień	درجة	stopień	دَرَجَة	N;NOM;MASC;SG	N;NOM;INDF;SG
stopień	الدرجة	stopień	دَرَجَة	N;NOM;MASC;SG	N;NOM;DEF;SG
świat	عالم	świat	عَالَم	N;NOM;MASC;SG	N;NOM;INDF;SG
świat	الدنيا	świat	دِنِّيَا	N;NOM;MASC;SG	N;NOM;DEF;SG
świat	العالم	świat	عَالَم	N;NOM;MASC;SG	N;NOM;DEF;SG
żona	الزوجة	żona	زَوجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
żona	زوجة	żona	زَوجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
znane	المعروفة	znać	مَعرُوف	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
znane	معلوم	znać	مَعلُوم	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
znane	معروف	znać	مَعرُوف	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
znane	معروفة	znać	مَعرُوف	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
znane	المعروف	znać	مَعرُوف	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
kompozytor	الملحن	kompozytor	مَلحَن	N;NOM;MASC;SG	N;NOM;DEF;SG
utwory	مسارات	utwór	مَسَار	N;NOM;MASC;PL	N;NOM;INDF;PL
utwory	المسارات	utwór	مَسَار	N;NOM;MASC;PL	N;NOM;DEF;PL
utwory	اغان	utwór	أَغَان	N;NOM;MASC;PL	N;NOM;INDF;PL
utwory	اغاني	utwór	اغاني	N;NOM;MASC;PL	N;NOM;INDF;PL
reprezentacja	التمثيل	reprezentacja	تَمثِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
reprezentacja	تمثيل	reprezentacja	تَمثِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
inny	مختلف	inny	مُختَلِف	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
inny	مختلفة	inny	مُختَلِف	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
inny	اخرى	inny	آخَر	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
inny	اخر	inny	آخَر	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
inny	اخرى	inny	آخَر	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
zwycięstwo	الانتصار	zwycięstwo	اِنتِصَار	N;NOM;NEUT;SG	N;NOM;DEF;SG
zwycięstwo	انتصار	zwycięstwo	اِنتِصَار	N;NOM;NEUT;SG	N;NOM;INDF;SG
znalazł	وجد	znaleźć	وَجَد	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
znalazł	خلصت	znaleźć	خَلَّص	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
znalazł	وجدت	znaleźć	وَجَد	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
seria	مسلسل	seria	مُسَلسَل	N;NOM;FEM;SG	N;NOM;INDF;SG
seria	سلسلة	seria	سِلسِلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
seria	السلسلة	seria	سِلسِلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
wiek	السن	wiek	سِنّ	N;NOM;MASC;SG	N;NOM;DEF;SG
wiek	العمر	wiek	عُمر	N;NOM;MASC;SG	N;NOM;DEF;SG
wiek	قرن	wiek	قَرن	N;NOM;MASC;SG	N;NOM;INDF;SG
wiek	القرن	wiek	قَرن	N;NOM;MASC;SG	N;NOM;DEF;SG
polsko	البولندية	polski	بُولَندِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
polsko	البولندي	polski	بُولَندِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
teatr	المسرح	teatr	مَسرَح	N;NOM;MASC;SG	N;NOM;DEF;SG
teatr	مسرح	teatr	مَسرَح	N;NOM;MASC;SG	N;NOM;INDF;SG
teatr	المسرح	teatr	مَسرَح	N;NOM;MASC;SG	N;NOM;DEF;SG
teatr	مسرح	teatr	مَسرَح	N;NOM;MASC;SG	N;NOM;INDF;SG
international	الدولية	international	دُوَلِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
international	الدولي	international	دُوَلِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
international	دولية	international	دُوَلِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
international	دولي	international	دُوَلِيّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
charakter	شخصية	charakter	شَخصِيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
charakter	طبيعة	charakter	طَبِيعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
charakter	الطبيعة	charakter	طَبِيعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
okręt	السفينة	okręt	سَفِينَة	N;NOM;MASC;SG	N;NOM;DEF;SG
okręt	سفينة	okręt	سَفِينَة	N;NOM;MASC;SG	N;NOM;INDF;SG
grudniu	ديسمبر	grudzień	دِيسَمبِر	N;GEN;MASC;SG	N;GEN;INDF;SG
jakie	ما	jaki	مَا	DET;ACC;MASC;SG	DET
jakie	ماذا	jaki	مَاذَا	DET;ACC;MASC;SG	DET
wchodzi	يدخل	wchodzić	دَخَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
wojskowy	عسكرية	wojskowy	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
wojskowy	العسكري	wojskowy	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
wojskowy	عسكري	wojskowy	عَسكَرِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
turniej	البطولة	turnia	بُطُولَة	N;NOM;MASC;SG	N;NOM;DEF;SG
turniej	بطولة	turnia	بُطُولَة	N;NOM;MASC;SG	N;NOM;INDF;SG
słownik	قاموس	słownik	قَامُوس	N;NOM;MASC;SG	N;NOM;INDF;SG
słownik	القاموس	słownik	قَامُوس	N;NOM;MASC;SG	N;NOM;DEF;SG
matka	الام	matka	أُمّ	N;NOM;FEM;SG	N;NOM;DEF;SG
naukowe	علمية	naukowy	عِلمِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
wpływ	الاثر	wpływ	أَثَر	N;NOM;MASC;SG	N;NOM;DEF;SG
wpływ	تاثير	wpływ	تَأثِير	N;NOM;MASC;SG	N;NOM;INDF;SG
wpływ	التاثير	wpływ	تَاثِير	N;NOM;MASC;SG	N;NOM;DEF;SG
wpływ	الاصطدام	wpływ	اِصطِدَام	N;NOM;MASC;SG	N;NOM;DEF;SG
wpływ	النفوذ	wpływ	نُفُوذ	N;NOM;MASC;SG	N;NOM;DEF;SG
wpływ	تاثير	wpływ	تَأثِير	N;NOM;MASC;SG	N;NOM;INDF;SG
wpływ	التاثير	wpływ	تَاثِير	N;NOM;MASC;SG	N;NOM;DEF;SG
herb	عشبة	herb	عَشَبَة	N;NOM;MASC;SG	N;NOM;INDF;SG
wydanie	الطبعة	wydanie	طَبعَة	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
wydanie	اصدار	wydanie	إِصدَار	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
wydanie	طبعة	wydanie	طبعة	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
wydanie	الاصدار	wydanie	إِصدَار	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
wydanie	المسالة	wydanie	مَسأَلَة	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
wydanie	اصدار	wydanie	إِصدَار	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
usunąć	احذف	usunąć	أَحذَف	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
usunąć	احذف	usunąć	أَحذَف	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
usunąć	حذف	usunąć	حَذف	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
pałac	قصر	pałac	قَصر	N;NOM;MASC;SG	N;NOM;INDF;SG
pałac	القصر	pałac	قَصر	N;NOM;MASC;SG	N;NOM;DEF;SG
styl	اسلوب	styl	أُسلُوب	N;NOM;MASC;SG	N;NOM;INDF;SG
styl	النمط	styl	نَمَط	N;NOM;MASC;SG	N;NOM;DEF;SG
styl	الاسلوب	styl	أُسلُوب	N;NOM;MASC;SG	N;NOM;DEF;SG
stanowiska	المناصب	stanowisko	مُنَاصِب	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	المواقف	stanowisko	مَوقِف	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	مناصب	stanowisko	مَنصِب	N;NOM;NEUT;PL	N;NOM;INDF;PL
stanowiska	المواقع	stanowisko	مَوقِع	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	الوظائف	stanowisko	وَظِيفَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	منشورات	stanowisko	مَنشُور	N;NOM;NEUT;PL	N;NOM;INDF;PL
stanowiska	المناصب	stanowisko	مُنَاصِب	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	المنشورات	stanowisko	مَنشُور	N;NOM;NEUT;PL	N;NOM;DEF;PL
stanowiska	محطات	stanowisko	مَحَطَّة	N;NOM;NEUT;PL	N;NOM;INDF;PL
stanowiska	المحطات	stanowisko	مَحَطَّة	N;NOM;NEUT;PL	N;NOM;DEF;PL
poeta	الشاعر	poeta	شَاعِر	N;NOM;MASC;SG	N;NOM;DEF;SG
poeta	شاعر	poeta	شَاعِر	N;NOM;MASC;SG	N;NOM;INDF;SG
status	الوضع	status	وَضع	N;NOM;MASC;SG	N;NOM;DEF;SG
status	الحالة	status	حَالَة	N;NOM;MASC;SG	N;NOM;DEF;SG
status	حالة	status	حَالَة	N;NOM;MASC;SG	N;NOM;INDF;SG
odcinek	الجزء	odcinek	جُزء	N;NOM;MASC;SG	N;NOM;DEF;SG
odcinek	القطعة	odcinek	قُطعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
odcinek	شريحة	odcinek	شَرِيحَة	N;NOM;MASC;SG	N;NOM;INDF;SG
odcinek	الشريحة	odcinek	شَرِيح	N;NOM;MASC;SG	N;NOM;DEF;SG
odcinek	حلقة	odcinek	حَلقَة	N;NOM;MASC;SG	N;NOM;INDF;SG
odcinek	الحلقة	odcinek	حَلقَة	N;NOM;MASC;SG	N;NOM;DEF;SG
proces	العملية	proces	عَمَلِيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
proces	عملية	proces	عَمَلِيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
proces	محاكمة	proces	مُحَاكَمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
proces	المحاكمة	proces	مُحَاكَمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
napisał	كتبت	napisać	كَتَب	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
wziął	اخذت	wziąć	أَخَذ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
szef	رئيس	szef	رَئِيس	N;NOM;MASC;SG	N;NOM;INDF;SG
szef	الرئيس	szef	رَئِيس	N;NOM;MASC;SG	N;NOM;DEF;SG
szef	الزعيم	szef	زَعِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
szef	رئيس	szef	رَئِيس	N;NOM;MASC;SG	N;NOM;INDF;SG
szef	زعيم	szef	زَعِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
szef	الزعيم	szef	زَعِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
rzeka	النهر	rzeka	نَهر	N;NOM;FEM;SG	N;NOM;DEF;SG
rzeka	نهر	rzeka	نَهر	N;NOM;FEM;SG	N;NOM;INDF;SG
problem	مشكلة	problem	مُشكِلَة	N;NOM;MASC;SG	N;NOM;INDF;SG
problem	المشكلة	problem	مُشكِلَة	N;NOM;MASC;SG	N;NOM;DEF;SG
problem	مشكل	problem	مُشكِلَة	N;NOM;MASC;SG	N;NOM;INDF;SG
ostatnie	الاخيرة	ostatni	أَخِير	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ostatnie	اخر	ostatni	آخَر	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ostatnie	اخير	ostatni	أَخِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
ostatnie	الاخير	ostatni	أَخِير	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ostatnie	حديثة	ostatni	حَدِيث	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
sukcesy	النجاحات	sukces	نَجَاح	N;NOM;MASC;PL	N;NOM;DEF;PL
sukcesy	نجاحات	sukces	نَجَاح	N;NOM;MASC;PL	N;NOM;INDF;PL
głos	الصوت	głos	صَوت	N;NOM;MASC;SG	N;NOM;DEF;SG
głos	صوت	głos	صَوت	N;NOM;MASC;SG	N;NOM;INDF;SG
model	نموذج	model	نَمُوذَج	N;NOM;MASC;SG	N;NOM;INDF;SG
model	النموذج	model	نَمُوذَج	N;NOM;MASC;SG	N;NOM;DEF;SG
spotkania	الجلسات	spotkanie	جَلسَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	الاجتماعات	spotkanie	اِجتِمَاع	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	اللقاءات	spotkanie	لِقَاء	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	اجتماعات	spotkanie	اِجتِمَاع	N;NOM;NEUT;PL	N;NOM;INDF;PL
spotkania	المواجهات	spotkanie	مُوَاجَهَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	مواجهات	spotkanie	مُوَاجَهَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
spotkania	لقاءات	spotkanie	لِقَاء	N;NOM;NEUT;PL	N;NOM;INDF;PL
spotkania	اللقاءات	spotkanie	لِقَاء	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	التعيينات	spotkanie	تَعيِين	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	المواعيد	spotkanie	مِيعَاد	N;NOM;NEUT;PL	N;NOM;DEF;PL
spotkania	تعيينات	spotkanie	تَعيِين	N;NOM;NEUT;PL	N;NOM;INDF;PL
obiekt	الكائن	obiekt	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
obiekt	جسم	obiekt	جَسم	N;NOM;MASC;SG	N;NOM;INDF;SG
obiekt	الموضوع	obiekt	مَوضُوع	N;NOM;MASC;SG	N;NOM;DEF;SG
przewodniczący	رئيس	przewodniczący	رَئِيس	N;NOM;MASC;SG	N;NOM;INDF;SG
przewodniczący	الرئيس	przewodniczący	رَئِيس	N;NOM;MASC;SG	N;NOM;DEF;SG
przewodniczący	الرئيس	przewodniczący	رَئِيس	N;NOM;MASC;SG	N;NOM;DEF;SG
następny	القادم	następny	قَادِم	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
następny	التالي	następny	تَالِي	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ośrodek	المركز	ośrodek	مَركَز	N;NOM;MASC;SG	N;NOM;DEF;SG
ośrodek	المنتصف	ośrodek	مُنتَصَف	N;NOM;MASC;SG	N;NOM;DEF;SG
ośrodek	الوسط	ośrodek	وَسط	N;NOM;MASC;SG	N;NOM;DEF;SG
ośrodek	مركز	ośrodek	مَركَز	N;NOM;MASC;SG	N;NOM;INDF;SG
ośrodek	المركز	ośrodek	مَركَز	N;NOM;MASC;SG	N;NOM;DEF;SG
ośrodek	مركز	ośrodek	مَركَز	N;NOM;MASC;SG	N;NOM;INDF;SG
zakład	رهان	zakład	رِهَان	N;NOM;MASC;SG	N;NOM;INDF;SG
zakład	الرهان	zakład	رِهَان	N;NOM;MASC;SG	N;NOM;DEF;SG
zakład	رهان	zakład	رِهَان	N;NOM;MASC;SG	N;NOM;INDF;SG
zakład	الرهان	zakład	رِهَان	N;NOM;MASC;SG	N;NOM;DEF;SG
malarz	الرسام	malarz	رَسَّام	N;NOM;MASC;SG	N;NOM;DEF;SG
malarz	رسام	malarz	رَسَّام	N;NOM;MASC;SG	N;NOM;INDF;SG
inni	اخرون	inny	آخَر	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
inni	الاخرون	inny	آخَر	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
ludzie	اشخاص	człowiek	شَخص	N;NOM;MASC;PL	N;NOM;INDF;PL
ludzie	اناس	człowiek	اناس	N;NOM;MASC;PL	N;NOM;INDF;PL
ludzie	الاشخاص	człowiek	شَخص	N;NOM;MASC;PL	N;NOM;DEF;PL
ludzie	الناس	człowiek	إِنسَان	N;NOM;MASC;PL	N;NOM;DEF;PL
historyk	المؤرخ	historyk	مُؤَرَّخ	N;NOM;MASC;SG	N;NOM;DEF;SG
firma	شركة	firma	شَرِكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
firma	الشركة	firma	شَرِكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
firma	شركة	firma	شَرِكَة	N;NOM;FEM;SG	N;NOM;INDF;SG
firma	الشركة	firma	شَرِكَة	N;NOM;FEM;SG	N;NOM;DEF;SG
firma	رفقة	firma	رِفقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
armia	الجيش	armia	جَيش	N;NOM;FEM;SG	N;NOM;DEF;SG
armia	جيش	armia	جَيش	N;NOM;FEM;SG	N;NOM;INDF;SG
szczyt	القمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
szczyt	قمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
szczyt	قمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
szczyt	القمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
szczyt	قمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
szczyt	ذروة	szczyt	ذُروَة	N;NOM;MASC;SG	N;NOM;INDF;SG
szczyt	القمة	szczyt	قِمَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
szczyt	الذروة	szczyt	ذَروَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wydział	القسم	wydział	قِسم	N;NOM;MASC;SG	N;NOM;DEF;SG
wydział	قسم	wydział	قِسم	N;NOM;MASC;SG	N;NOM;INDF;SG
wydział	الادارة	wydział	إِدَارَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wydział	شعبة	wydział	شُعبَة	N;NOM;MASC;SG	N;NOM;INDF;SG
wydział	الشعبة	wydział	شُعبَة	N;NOM;MASC;SG	N;NOM;DEF;SG
wydział	كلية	wydział	كُلِّيَّة	N;NOM;MASC;SG	N;NOM;INDF;SG
wydział	الكلية	wydział	كُلِّيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
oddziały	الفروع	oddział	فَرع	N;NOM;MASC;PL	N;NOM;DEF;PL
oddziały	فروع	oddział	فَرع	N;NOM;MASC;PL	N;NOM;INDF;PL
oddziały	قوات	oddział	قُوَّة	N;NOM;MASC;PL	N;NOM;INDF;PL
oddziały	القوات	oddział	قُوَّة	N;NOM;MASC;PL	N;NOM;DEF;PL
uniwersytet	جامعة	uniwersytet	جَامِعَة	N;NOM;MASC;SG	N;NOM;INDF;SG
uniwersytet	الجامعة	uniwersytet	جَامِعَة	N;NOM;MASC;SG	N;NOM;DEF;SG
sukces	النجاح	sukces	نَجَاح	N;NOM;MASC;SG	N;NOM;DEF;SG
sukces	التوفيق	sukces	تَوفِيق	N;NOM;MASC;SG	N;NOM;DEF;SG
sukces	نجاح	sukces	نَجَاح	N;NOM;MASC;SG	N;NOM;INDF;SG
oni	هم	on	هُوَ	PRO;NOM;MASC;PL;3	PRO;NOM;MASC;PL;3
powinien	ينبغي	powinien	اِنبَغَى	V;IPFV;MASC;IND;SG;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
słońce	الشمس	słońce	شَمس	N;NOM;NEUT;SG	N;NOM;DEF;SG
