hän	тя	hän	аз	PRO;NOM;SG;3	PRO;NOM;FEM;SG;3
nainen	жена	nainen	жена	N;NOM;SG	N;INDF;FEM;SG
nainen	жена	nainen	жена	N;NOM;SG	N;INDF;FEM;SG
mestari	шампион	mestari	шампион	N;NOM;SG	N;INDF;MASC;SG
mestari	господар	mestari	господар	N;NOM;SG	N;INDF;MASC;SG
mestari	майстор	mestari	майстор	N;NOM;SG	N;INDF;MASC;SG
mestari	шампион	mestari	шампион	N;NOM;SG	N;INDF;MASC;SG
mestari	шампиона	mestari	шампион	N;NOM;SG	N;DEF;MASC;SG
mestari	шампионка	mestari	шампионка	N;NOM;SG	N;INDF;FEM;SG
päättyy	приключва	päättyä	приключвам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
päättyy	свършва	päättyä	свършвам-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
päättyy	завършва	päättyä	завършвам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
päättyy	изтича	päättyä	изтичам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
club	клуб	club	клуб	N;NOM;SG	N;INDF;MASC;SG
club	клубът	club	клуб	N;NOM;SG	N;DEF;MASC;SG
och	och	och	och	N;NOM;SG	N;INDF;MASC;SG
yllä	отгоре	yllä	отгоре	ADV	ADV
aktiivisena	активна	aktiivinen	активна	ADJ;FRML;SG	ADJ;INDF;FEM;SG
aktiivisena	активен	aktiivinen	активен	ADJ;FRML;SG	ADJ;INDF;MASC;SG
elävä	жива	elää	жив	ADJ;NOM;SG	ADJ;INDF;FEM;SG
elävä	жива	elää	жив	ADJ;NOM;SG	ADJ;INDF;FEM;SG
elävä	жив	elää	жив	ADJ;NOM;SG	ADJ;INDF;MASC;SG
poistettiin	изтрита	poistaa	изтрия	V;IND;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poistettiin	изтрито	poistaa	изтрия	V;IND;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
poistettiin	изтрити	poistaa	изтрия	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poistettiin	премахната	poistaa	премахен	V;IND;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poistettiin	премахнато	poistaa	премахна	V;IND;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
poistettiin	премахнати	poistaa	премахна	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poistettiin	отстранени	poistaa	отстраня-(се)	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ammatti	професионалист	ammatti	професионалист	N;NOM;SG	N;INDF;MASC;SG
ammatti	професия	ammatti	професия	N;NOM;SG	N;INDF;FEM;SG
ammatti	професия	ammatti	професия	N;NOM;SG	N;INDF;FEM;SG
ammatti	окупация	ammatti	окупация	N;NOM;SG	N;INDF;FEM;SG
radan	коловоз	rata	коловоз	N;GEN;SG	N;INDF;MASC;SG
radan	писта	rata	писта	N;GEN;SG	N;INDF;FEM;SG
radan	пистата	rata	писта	N;GEN;SG	N;DEF;FEM;SG
entiset	бивши	entinen	бивш	ADJ;NOM;PL	ADJ;INDF;PL
auton	автомобил	auto	автомобил	N;GEN;SG	N;INDF;MASC;SG
auton	кола	auto	кола	N;GEN;SG	N;INDF;FEM;SG
auton	колата	auto	кола	N;GEN;SG	N;DEF;FEM;SG
alueilla	райони	alue	район	N;AT+ESS
;PL	N;INDF;MASC;PL
alueilla	зони	alue	зоня	N;AT+ESS
;PL	N;INDF;FEM;PL
alueilla	площи	alue	площ	N;AT+ESS
;PL	N;INDF;FEM;PL
alueilla	области	alue	област	N;AT+ESS
;PL	N;INDF;FEM;PL
lyhyt	къса	lyhyt	къс	ADJ;NOM;SG	ADJ;INDF;FEM;SG
lyhyt	кратка	lyhyt	кратък	ADJ;NOM;SG	ADJ;INDF;FEM;SG
lyhyt	кратък	lyhyt	кратък	ADJ;NOM;SG	ADJ;INDF;MASC;SG
lyhyt	кратка	lyhyt	кратък	ADJ;NOM;SG	ADJ;INDF;FEM;SG
paikka	спот	paikka	спот	N;NOM;SG	N;INDF;MASC;SG
paikka	петно	paikka	петно	N;NOM;SG	N;INDF;NEUT;SG
paikka	място	paikka	място	N;NOM;SG	N;INDF;NEUT;SG
muoto	формата	muoto	форма	N;NOM;SG	N;DEF;FEM;SG
muoto	форма	muoto	форма	N;NOM;SG	N;INDF;FEM;SG
muoto	формуляр	muoto	формуляр	N;NOM;SG	N;INDF;MASC;SG
muoto	форма	muoto	форма	N;NOM;SG	N;INDF;FEM;SG
muoto	формат	muoto	формат	N;NOM;SG	N;INDF;MASC;SG
elämän	живот	elämä	живот	N;GEN;SG	N;INDF;MASC;SG
elämän	живота	elämä	живот	N;GEN;SG	N;DEF;MASC;SG
elämän	лайф	elämä	лайф	N;GEN;SG	N;INDF;MASC;SG
elämän	животът	elämä	живот	N;GEN;SG	N;DEF;MASC;SG
löydetty	открит	löytää	открия-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
löydetty	открита	löytää	открия-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
löydetty	намерено	löytää	намеря-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
löydetty	открит	löytää	открия-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
löydetty	намерена	löytää	намеря-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
löydetty	намерен	löytää	намеря-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sopimus	сделка	sopimus	сделка	N;NOM;SG	N;INDF;FEM;SG
sopimus	съгласие	sopimus	съгласие	N;NOM;SG	N;INDF;NEUT;SG
sopimus	споразумение	sopimus	споразумение	N;NOM;SG	N;INDF;NEUT;SG
sopimus	договор	sopimus	договор	N;NOM;SG	N;INDF;MASC;SG
sopimus	договор	sopimus	договор	N;NOM;SG	N;INDF;MASC;SG
edellinen	предишна	edellinen	предишен	ADJ;NOM;SG	ADJ;INDF;FEM;SG
edellinen	предишен	edellinen	предишен	ADJ;NOM;SG	ADJ;INDF;MASC;SG
palkittiin	възнаградени	palkita	възнаграден	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
käytöstä	поведение	käyttö	поведение	N;IN+ABL;SG	N;INDF;NEUT;SG
uran	кариера	ura	кариера	N;GEN;SG	N;INDF;FEM;SG
uran	кариера	ura	кариера	N;GEN;SG	N;INDF;FEM;SG
bonus	премия	bonus	премие	N;NOM;SG	N;INDF;FEM;SG
bonus	бонус	bonus	бонус	N;NOM;SG	N;INDF;MASC;SG
useimmiten	предимно	useimmiten	предимно	ADV	ADV
useimmiten	главно	useimmiten	главно	ADV	ADV
äänestys	вот	äänestys	вот	N;NOM;SG	N;INDF;MASC;SG
äänestys	гласуване	äänestys	гласуване	N;NOM;SG	N;INDF;NEUT;SG
äänestys	гласуването	äänestys	гласуване	N;NOM;SG	N;DEF;NEUT;SG
äänestys	гласуване	äänestys	гласуване	N;NOM;SG	N;INDF;NEUT;SG
stadium	стадион	stadium	стадион	N;NOM;SG	N;INDF;MASC;SG
stadium	стадиона	stadium	стадион	N;NOM;SG	N;DEF;MASC;SG
suuntaan	посока	suunta	посока	N;IN+ALL;SG	N;INDF;FEM;SG
internet	интернет	internet	интернет	N;NOM;SG	N;INDF;MASC;SG
albert	алберт	albert	алберт	N;NOM;SG	N;INDF;MASC;SG
alueet	райони	alue	район	N;NOM;PL	N;INDF;MASC;PL
alueet	региони	alue	регион	N;NOM;PL	N;INDF;MASC;PL
alueet	регионите	alue	регион	N;NOM;PL	N;DEF;MASC;PL
alueet	райони	alue	район	N;NOM;PL	N;INDF;MASC;PL
alueet	области	alue	област	N;NOM;PL	N;INDF;FEM;PL
alueet	квартали	alue	квартал	N;NOM;PL	N;INDF;MASC;PL
alueet	райони	alue	район	N;NOM;PL	N;INDF;MASC;PL
alueet	зони	alue	зоня	N;NOM;PL	N;INDF;FEM;PL
alueet	площи	alue	площ	N;NOM;PL	N;INDF;FEM;PL
alueet	области	alue	област	N;NOM;PL	N;INDF;FEM;PL
viikkoa	седмицата	viikko	седмица	N;PRT;SG	N;DEF;FEM;SG
viikkoa	седмица	viikko	седмица	N;PRT;SG	N;INDF;FEM;SG
tehtävä	назначение	tehtävä	назначение	N;NOM;SG	N;INDF;NEUT;SG
tehtävä	задача	tehtävä	задача	N;NOM;SG	N;INDF;FEM;SG
tehtävä	задача	tehtävä	задача	N;NOM;SG	N;INDF;FEM;SG
tehtävä	задачата	tehtävä	задача	N;NOM;SG	N;DEF;FEM;SG
tehtävä	мисията	tehtävä	мисия	N;NOM;SG	N;DEF;FEM;SG
tehtävä	мисия	tehtävä	мисия	N;NOM;SG	N;INDF;FEM;SG
pidetty	държана	pitää	държана	V;NOM;SG;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
pidetty	държан	pitää	държа-(се)	V;NOM;SG;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
kuukautta	месеца	kuu#kausi	месец	N;PRT;SG	N;DEF;MASC;SG
kuukautta	месец	kuu#kausi	месец	N;PRT;SG	N;INDF;MASC;SG
henkilöä	човек	henkilö	човек	N;PRT;SG	N;INDF;MASC;SG
henkilöä	личност	henkilö	личност	N;PRT;SG	N;INDF;FEM;SG
käyttäjän	потребител	käyttäjä	потребител	N;GEN;SG	N;INDF;MASC;SG
käyttäjän	ползвател	käyttäjä	ползвател	N;GEN;SG	N;INDF;MASC;SG
vietti	прекарал	viettää	прекарам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ongelmia	неприятности	ongelma	неприятност	N;PRT;PL	N;INDF;FEM;PL
ongelmia	проблеми	ongelma	проблем	N;PRT;PL	N;INDF;MASC;PL
ongelmia	проблеми	ongelma	проблем	N;PRT;PL	N;INDF;MASC;PL
ongelmia	проблемите	ongelma	проблем	N;PRT;PL	N;DEF;MASC;PL
ongelmia	въпроси	ongelma	въпрос	N;PRT;PL	N;INDF;MASC;PL
ongelmia	проблеми	ongelma	проблем	N;PRT;PL	N;INDF;MASC;PL
maailmassa	свят	maailma	свят	N;IN+ESS;SG	N;INDF;MASC;SG
maailmassa	света	maailma	свят	N;IN+ESS;SG	N;DEF;MASC;SG
vaasan	васа	vaasa	васа	N;GEN;SG	N;INDF;FEM;SG
pop	поп	pop	поп	N;NOM;SG	N;INDF;MASC;SG
osallistunut	участвала	osallistua	участвам	V;NOM;SG;V.PTCP;ACT	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
ongelma	проблем	ongelma	проблем	N;NOM;SG	N;INDF;MASC;SG
lähtee	оставя	lähteä	оставям-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
koneen	машинка	kone	машинка	N;GEN;SG	N;INDF;FEM;SG
koneen	машина	kone	машина	N;GEN;SG	N;INDF;FEM;SG
sijoitus	инвестиране	sijoitus	инвестиране	N;NOM;SG	N;INDF;NEUT;SG
sijoitus	инвестирането	sijoitus	инвестиране	N;NOM;SG	N;DEF;NEUT;SG
sijoitus	инвестиране	sijoitus	инвестиране	N;NOM;SG	N;INDF;NEUT;SG
sijoitus	инвестиция	sijoitus	инвестиция	N;NOM;SG	N;INDF;FEM;SG
max	макс	max	макс	N;NOM;SG	N;INDF;MASC;SG
lisätä	увеличи	lisätä	увелича-(се)	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN
lisätä	добави	lisätä	добавя	V;SG;NFIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
lisätä	добавя	lisätä	добавям	V;SG;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
taistelun	битката	taistelu	битка	N;GEN;SG	N;DEF;FEM;SG
taistelun	битка	taistelu	битка	N;GEN;SG	N;INDF;FEM;SG
eteenpäin	напред	eteenpäin	напред	ADV	ADV
useat	многобройни	usea	многоброен	ADJ;NOM;PL	ADJ;INDF;PL
tavoitteena	цел	tavoite	цел	N;FRML;SG	N;INDF;FEM;SG
puolivälissä	мидуей	puoli#väli	мидуей	N;IN+ESS;SG	N;INDF;MASC;SG
puolivälissä	средата	puoli#väli	среда	N;IN+ESS;SG	N;DEF;FEM;SG
päättää	решава	päättää	решавам-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
jaettu	споделено	jakaa	споделя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
jaettu	споделена	jakaa	споделя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jaettu	разделена	jakaa	разделя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jaettu	разделено	jakaa	разделя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
jaettu	разделен	jakaa	разделя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
jaettu	разпределена	jakaa	разпределя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jaettu	разпределен	jakaa	разпределя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
jaettu	разпределено	jakaa	разпределя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
jaettu	разделен	jakaa	разделя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tietoja	данни	tieto	данна	N;PRT;PL	N;INDF;FEM;PL
vaikutteita	влияния	vaikute	влияние	N;PRT;PL	N;INDF;NEUT;PL
uudestaan	отново	uudestaan	отново	ADV	ADV
uudestaan	пак	uudestaan	пак	ADV	ADV
ääni	звук	ääni	звук	N;NOM;SG	N;INDF;MASC;SG
ääni	звука	ääni	звук	N;NOM;SG	N;DEF;MASC;SG
ääni	гласът	ääni	глас	N;NOM;SG	N;DEF;MASC;SG
ääni	глас	ääni	глас	N;NOM;SG	N;INDF;MASC;SG
ääni	звук	ääni	звук	N;NOM;SG	N;INDF;MASC;SG
ääni	аудио	ääni	аудио	N;NOM;SG	N;INDF;NEUT;SG
merkittävät	значителни	merkittävä	значителен	ADJ;NOM;PL	ADJ;INDF;PL
lähteet	източници	lähteä	източник	N;NOM;PL	N;INDF;MASC;PL
estää	предотвратява	estää	предотвратявам	V;IND;SG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
listan	списък	lista	списък	N;GEN;SG	N;INDF;MASC;SG
vaikutus	влияние	vaikutus	влияние	N;NOM;SG	N;INDF;NEUT;SG
vaikutus	сблъсък	vaikutus	сблъсък	N;NOM;SG	N;INDF;MASC;SG
vaikutus	въздействие	vaikutus	въздействие	N;NOM;SG	N;INDF;NEUT;SG
vaikutus	удар	vaikutus	удар	N;NOM;SG	N;INDF;MASC;SG
vaikutus	влияние	vaikutus	влияние	N;NOM;SG	N;INDF;NEUT;SG
vaikutus	ефект	vaikutus	ефект	N;NOM;SG	N;INDF;MASC;SG
vaikutus	въздействие	vaikutus	въздействие	N;NOM;SG	N;INDF;NEUT;SG
vaikutus	въздействие	vaikutus	въздействие	N;NOM;SG	N;INDF;NEUT;SG
vaikutus	ефект	vaikutus	ефект	N;NOM;SG	N;INDF;MASC;SG
kirjallisuuden	литература	kirjallisuus	литература	N;GEN;SG	N;INDF;FEM;SG
komentaja	командващ	komentaja	командващ	N;NOM;SG	N;INDF;MASC;SG
komentaja	командир	komentaja	командир	N;NOM;SG	N;INDF;MASC;SG
data	дейта	data	дейт	N;NOM;SG	N;INDF;MASC;SG
edellä	отгоре	edellä	отгоре	ADV	ADV
naiset	дами	nainen	дама	N;NOM;PL	N;INDF;FEM;PL
naiset	жени	nainen	жена	N;NOM;PL	N;INDF;FEM;PL
naiset	жените	nainen	жена	N;NOM;PL	N;DEF;FEM;PL
jakaa	сподели	jakaa	споделя	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN
ulkonäkö	появата	ulko#näkö	поява	N;NOM;SG	N;DEF;FEM;SG
ulkonäkö	появяване	ulko#näkö	появяване	N;NOM;SG	N;INDF;NEUT;SG
ulkonäkö	поява	ulko#näkö	поява	N;NOM;SG	N;INDF;FEM;SG
lapin	лапландия	lappi	лапландия	N;GEN;SG	N;INDF;FEM;SG
lääni	окръг	lääni	окръг	N;NOM;SG	N;INDF;MASC;SG
lääni	графство	lääni	графство	N;NOM;SG	N;INDF;NEUT;SG
toisinaan	понякога	toisinaan	някога	ADV	ADV
menee	отива	mennä	отивам-(си)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
varmaan	вероятно	varmaan	вероятно	ADV	ADV
tarina	приказка	tarina	приказка	N;NOM;SG	N;INDF;FEM;SG
tarina	история	tarina	история	N;NOM;SG	N;INDF;FEM;SG
rooli	роля	rooli	роля	N;NOM;SG	N;INDF;FEM;SG
pro	про	pro	про	N;NOM;SG	N;INDF;MASC;SG
pro	pro	pro	pro	N;NOM;SG	N;INDF;MASC;SG
pro	професионалист	pro	професионалист	N;NOM;SG	N;INDF;MASC;SG
todella	наистина	todella	наистина	ADV	ADV
todella	наистина	todella	наистина	ADV	ADV
puolustaja	защитник	puolustaja	защитник	N;NOM;SG	N;INDF;MASC;SG
talo	house	talo	house	N;NOM;SG	N;INDF;MASC;SG
talo	къща	talo	къща	N;NOM;SG	N;INDF;FEM;SG
talo	къщата	talo	къща	N;NOM;SG	N;DEF;FEM;SG
talo	хаус	talo	хаус	N;NOM;SG	N;INDF;MASC;SG
asukkaita	обитатели	asukas	обитател	N;PRT;PL	N;INDF;MASC;PL
asukkaita	жители	asukas	жител	N;PRT;PL	N;INDF;MASC;PL
asukkaita	обитатели	asukas	обитател	N;PRT;PL	N;INDF;MASC;PL
asukkaita	жители	asukas	жител	N;PRT;PL	N;INDF;MASC;PL
lännessä	запад	länsi	запад	N;IN+ESS;SG	N;INDF;MASC;SG
englanniksi	bulgarian	englanti	bulgarian	N;TRANS;SG	N;INDF;MASC;SG
espanjalainen	испанска	espanjalainen	испански	ADJ;NOM;SG	ADJ;INDF;FEM;SG
espanjalainen	испански	espanjalainen	испански	ADJ;NOM;SG	ADJ;INDF;MASC;SG
vuosia	години	vuosi	година	N;PRT;PL	N;INDF;FEM;PL
vuosia	годините	vuosi	година	N;PRT;PL	N;DEF;FEM;PL
historiaa	историята	historia	история	N;PRT;SG	N;DEF;FEM;SG
historiaa	история	historia	история	N;PRT;SG	N;INDF;FEM;SG
html	html	html	html	N;NOM;SG	N;INDF;MASC;SG
pohjoiseen	север	pohjoinen	север	N;IN+ALL;SG	N;INDF;MASC;SG
valmistaa	произвежда	valmistaa	произвеждам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
eläkkeelle	пенсиониране	eläke	пенсиониране	N;AT+ALL;SG	N;INDF;NEUT;SG
eläkkeelle	пенсиониране	eläke	пенсиониране	N;AT+ALL;SG	N;INDF;NEUT;SG
eläkkeelle	пенсионер	eläke	пенсионер	N;AT+ALL;SG	N;INDF;MASC;SG
laki	закон	laki	закон	N;NOM;SG	N;INDF;MASC;SG
heimo	племето	heimo	племе	N;NOM;SG	N;DEF;NEUT;SG
heimo	племе	heimo	племе	N;NOM;SG	N;INDF;NEUT;SG
valmentaja	треньор	valmentaja	треньор	N;NOM;SG	N;INDF;MASC;SG
valmentaja	треньор	valmentaja	треньор	N;NOM;SG	N;INDF;MASC;SG
valmentaja	треньорът	valmentaja	треньор	N;NOM;SG	N;DEF;MASC;SG
kanada	канада	kanada	канад	N;NOM;SG	N;INDF;FEM;SG
tasolla	равнище	taso	равнище	N;AT+ESS
;SG	N;INDF;NEUT;SG
tasolla	ниво	taso	ниво	N;AT+ESS
;SG	N;INDF;NEUT;SG
soittaa	вика	soittaa	викам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tapa	начин	tapa	начин	N;NOM;SG	N;INDF;MASC;SG
voimakkaasti	енергично	voimakkaasti	енергично	ADV	ADV
tuki	помощ	tuki	помощ	N;NOM;SG	N;INDF;FEM;SG
tuki	подпомагане	tuki	подпомагане	N;NOM;SG	N;INDF;NEUT;SG
tuki	подкрепа	tuki	подкрепа	N;NOM;SG	N;INDF;FEM;SG
tuki	поддръжка	tuki	поддръжка	N;NOM;SG	N;INDF;FEM;SG
suuret	големи	suuri	голям	ADJ;NOM;PL	ADJ;INDF;PL
järjestää	организира	järjestää	организирам	V;IND;SG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
teksti	текст	teksti	текст	N;NOM;SG	N;INDF;MASC;SG
show	показване	show	показване	N;NOM;SG	N;INDF;NEUT;SG
lapset	деца	lapsi	дете	N;NOM;PL	N;INDF;NEUT;PL
lapset	децата	lapsi	дете	N;NOM;PL	N;DEF;NEUT;PL
lapset	деца	lapsi	дете	N;NOM;PL	N;INDF;NEUT;PL
ohjelma	програмата	ohjelma	програма	N;NOM;SG	N;DEF;FEM;SG
ohjelma	програма	ohjelma	програма	N;NOM;SG	N;INDF;FEM;SG
ohjelma	програма	ohjelma	програма	N;NOM;SG	N;INDF;FEM;SG
muutama	няколко	muutama	няколко	PRO;NOM;SG	PRO;INDF
henkilöitä	лица	henkilö	лице	N;PRT;PL	N;INDF;NEUT;PL
raja	раджа	raja	раджа	N;NOM;SG	N;INDF;MASC;SG
raja	лимит	raja	лимит	N;NOM;SG	N;INDF;MASC;SG
raja	граница	raja	граница	N;NOM;SG	N;INDF;FEM;SG
raja	ограничаване	raja	ограничаване	N;NOM;SG	N;INDF;NEUT;SG
raja	ограничение	raja	ограничение	N;NOM;SG	N;INDF;NEUT;SG
raja	граница	raja	граница	N;NOM;SG	N;INDF;FEM;SG
raja	границата	raja	граница	N;NOM;SG	N;DEF;FEM;SG
raja	граница	raja	граница	N;NOM;SG	N;INDF;FEM;SG
raja	граница	raja	граница	N;NOM;SG	N;INDF;FEM;SG
liike	бизнес	liike	бизнес	N;NOM;SG	N;INDF;MASC;SG
liike	движение	liike	движение	N;NOM;SG	N;INDF;NEUT;SG
liike	придвижване	liike	придвижване	N;NOM;SG	N;INDF;NEUT;SG
liike	движение	liike	движение	N;NOM;SG	N;INDF;NEUT;SG
yhdistys	сдружение	yhdistys	сдружение	N;NOM;SG	N;INDF;NEUT;SG
yhdistys	асоциация	yhdistys	асоциация	N;NOM;SG	N;INDF;FEM;SG
yhdistys	асоцииране	yhdistys	асоцииране	N;NOM;SG	N;INDF;NEUT;SG
vaihtelee	варира	vaihdella	варир	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
vaihtelee	варира	vaihdella	варир	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
rakentaa	построи	rakentaa	построя-(се)	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN
viidenneksi	пети	viides	пети	ADJ;TRANS;SG	ADJ;INDF;MASC;SG
viidenneksi	пето	viides	пети	ADJ;TRANS;SG	ADJ;INDF;NEUT;SG
viidenneksi	пета	viides	пети	ADJ;TRANS;SG	ADJ;INDF;FEM;SG
kisat	игри	kisa	игра	N;NOM;PL	N;INDF;FEM;PL
edessä	отпред	edessä	отпред	ADV	ADV
joki	ривър	joki	ривър	N;NOM;SG	N;INDF;MASC;SG
joki	река	joki	река	N;NOM;SG	N;INDF;FEM;SG
joki	реката	joki	река	N;NOM;SG	N;DEF;FEM;SG
laaja	широк	laaja	широк	ADJ;NOM;SG	ADJ;INDF;MASC;SG
laaja	широка	laaja	широк	ADJ;NOM;SG	ADJ;INDF;FEM;SG
laaja	широка	laaja	широк	ADJ;NOM;SG	ADJ;INDF;FEM;SG
paavo	пааво	paavo	пааво	N;NOM;SG	N;INDF;MASC;SG
talli	конюшня	talli	конюшня	N;NOM;SG	N;INDF;FEM;SG
paavi	папата	paavi	папа	N;NOM;SG	N;DEF;MASC;SG
paavi	папа	paavi	пап	N;NOM;SG	N;INDF;MASC;SG
paavi	поуп	paavi	поуп	N;NOM;SG	N;INDF;MASC;SG
luultavasti	вероятно	luultavasti	вероятно	ADV	ADV
nimitys	назначаване	nimitys	назначаване	N;NOM;SG	N;INDF;NEUT;SG
nimitys	обозначение	nimitys	обозначение	N;NOM;SG	N;INDF;NEUT;SG
nimitys	означение	nimitys	означение	N;NOM;SG	N;INDF;NEUT;SG
nimitys	обозначаване	nimitys	обозначаване	N;NOM;SG	N;INDF;NEUT;SG
nimitys	определяне	nimitys	определяне	N;NOM;SG	N;INDF;NEUT;SG
henkilöt	лица	henkilö	лице	N;NOM;PL	N;INDF;NEUT;PL
vettä	вода	vesi	вода	N;PRT;SG	N;INDF;FEM;SG
vettä	водата	vesi	вода	N;PRT;SG	N;DEF;FEM;SG
power	мощност	power	мощност	N;NOM;SG	N;INDF;FEM;SG
power	сила	power	сила	N;NOM;SG	N;INDF;FEM;SG
power	власт	power	власт	N;NOM;SG	N;INDF;FEM;SG
power	мощ	power	мощ	N;NOM;SG	N;INDF;FEM;SG
video	запис	video	запис	N;NOM;SG	N;INDF;MASC;SG
video	видеоклип	video	видеоклип	N;NOM;SG	N;INDF;MASC;SG
video	видео	video	видео	N;NOM;SG	N;INDF;NEUT;SG
edward	едуард	edward	едуард	N;NOM;SG	N;INDF;MASC;SG
tutkimuksen	учене	tutkimus	учене	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	проучване	tutkimus	проучване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	изучаване	tutkimus	изучаване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	изследване	tutkimus	изследване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	проучване	tutkimus	проучване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	анкета	tutkimus	анкета	N;GEN;SG	N;INDF;FEM;SG
tutkimuksen	изследване	tutkimus	изследване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	проучване	tutkimus	проучване	N;GEN;SG	N;INDF;NEUT;SG
tutkimuksen	изследване	tutkimus	изследване	N;GEN;SG	N;INDF;NEUT;SG
seurakunta	енория	seura#kunta	енория	N;NOM;SG	N;INDF;FEM;SG
seurakunta	париш	seura#kunta	паря	N;NOM;SG	N;INDF;FEM;SG
seurakunta	периш	seura#kunta	перя	N;NOM;SG	N;INDF;MASC;SG
seurakunta	паството	seura#kunta	паство	N;NOM;SG	N;DEF;NEUT;SG
seurakunta	събор	seura#kunta	събор	N;NOM;SG	N;INDF;MASC;SG
seurakunta	църква	seura#kunta	църква	N;NOM;SG	N;INDF;FEM;SG
seurakunta	църквата	seura#kunta	църква	N;NOM;SG	N;DEF;FEM;SG
elämää	живот	elämä	живот	N;PRT;SG	N;INDF;MASC;SG
elämää	живота	elämä	живот	N;PRT;SG	N;DEF;MASC;SG
elämää	лайф	elämä	лайф	N;PRT;SG	N;INDF;MASC;SG
elämää	животът	elämä	живот	N;PRT;SG	N;DEF;MASC;SG
