antropología	ανθρωπολογία	antropología	ανθρωπολογία	N;FEM;SG	N;NOM;FEM;SG
sencilla	εύκολο	sencillo	εύκολος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
censura	λογοκρισία	censura	λογοκρισία	N;FEM;SG	N;NOM;FEM;SG
censura	λογοκρισία	censura	λογοκρισία	N;FEM;SG	N;NOM;FEM;SG
rebelde	επαναστατική	rebelde	επαναστατικός	ADJ;SG	ADJ;NOM;FEM;SG
roll	ρολό	roll	ρολός	N;MASC;SG	N;NOM;NEUT;SG
narrativa	αφήγηση	narrativa	αφήγηση	N;FEM;SG	N;ACC;FEM;SG
narrativa	αφήγηση	narrativa	αφήγηση	N;FEM;SG	N;ACC;FEM;SG
gerente	διαχειριστής	gerente	διαχειριστής	N;SG	N;NOM;MASC;SG
gerente	διευθυντής	gerente	διευθυντής	N;SG	N;NOM;MASC;SG
encuesta	έρευνα	encuesta	έρευνα	N;FEM;SG	N;NOM;FEM;SG
encuesta	ερευνα	encuesta	ερευνα	N;FEM;SG	N;NOM;FEM;SG
encuesta	δημοσκόπηση	encuesta	δημοσκόπηση	N;FEM;SG	N;NOM;FEM;SG
encuesta	δημοσκόπηση	encuesta	δημοσκόπηση	N;FEM;SG	N;NOM;FEM;SG
afecta	επηρεάζει	afectar	επηρεάζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
afecta	επηρεάσει	afectar	επηρεάζω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FIN;ACT
enciclopédico	εγκυκλοπαιδική	enciclopédico	εγκυκλοπαιδικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
pokémon	πόκεμον	pokémon	πόκεμον	N;MASC	N;NOM;MASC;SG
libertador	λυτρωτή	libertador	λυτρωτής	N;MASC;SG	N;ACC;MASC;SG
efectivamente	όντως	efectivamente	όντως	ADV	ADV
efectivamente	πράγματι	efectivamente	πράγματι	ADV	ADV
asume	υποθέτει	asumir	υπόθετω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dieta	δίαιτα	dieta	δίαιτα	N;FEM;SG	N;NOM;FEM;SG
dieta	διατροφή	dieta	διατροφή	N;FEM;SG	N;NOM;FEM;SG
aparente	προφανής	aparente	προφανής	ADJ;SG	ADJ;NOM;FEM;SG
aparente	εμφανής	aparente	εμφανής	ADJ;SG	ADJ;NOM;FEM;SG
discusiones	συζητήσεις	discusión	συζήτηση	N;FEM;PL	N;NOM;FEM;PL
discusiones	επιχειρήματα	discusión	επιχείρημα	N;FEM;PL	N;NOM;NEUT;PL
rin	ριν	rin	ριν	N;MASC;SG	N
rin	ρήνου	rin	ρήνος	N;MASC;SG	N;GEN;MASC;SG
animada	κινούμενο	animado	κινούμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
animada	ζωηρό	animado	ζωηρός	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
intensa	έντονη	intenso	έντονος	ADJ;FEM;SG	ADJ;NOM;FEM;SG
intensa	έντονος	intenso	έντονος	ADJ;FEM;SG	ADJ;NOM;MASC;SG
intensa	έντονο	intenso	έντονος	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
duelo	μονομαχία	duelo	μονομαχία	N;MASC;SG	N;ACC;FEM;SG
duelo	πένθος	duelo	πένθος	N;MASC;SG	N;NOM;NEUT;SG
duelo	πένθος	duelo	πένθος	N;MASC;SG	N;NOM;NEUT;SG
legend	θρύλος	legend	θρύλος	N	N;NOM;MASC;SG
legend	θρύλο	legend	θρύλος	N	N;ACC;MASC;SG
legend	μύθος	legend	μύθος	N	N;NOM;MASC;SG
seattle	σηάτλ	seattle	σηάτλ	N;MASC;SG	N;NOM;NEUT;SG
acústica	ακουστική	acústicar	ακουστικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
acústica	ακουστική	acústicar	ακουστικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
innovación	καινοτομίας	innovación	καινοτομία	N;FEM;SG	N;GEN;FEM;SG
innovación	καινοτομία	innovación	καινοτομία	N;FEM;SG	N;NOM;FEM;SG
hueso	οστό	hueso	οστός	N;MASC;SG	N;NOM;NEUT;SG
hueso	κόκαλο	hueso	κόκαλος	N;MASC;SG	N;NOM;NEUT;SG
hueso	κόκκαλο	hueso	κόκκαλος	N;MASC;SG	N;NOM;NEUT;SG
administrativas	διοικητικές	administrativo	διοικητικός	ADJ;FEM;PL	ADJ;NOM;FEM;PL
rincón	γωνιά	rincón	γωνιά	N;MASC;SG	N;NOM;FEM;SG
rincón	γωνία	rincón	γωνία	N;MASC;SG	N;NOM;FEM;SG
ordenador	υπολογιστής	ordenador	υπολογιστής	N;MASC;SG	N;NOM;MASC;SG
ordenador	υπολογιστή	ordenador	υπολογιστής	N;MASC;SG	N;ACC;MASC;SG
ordenador	κομπιούτερ	ordenador	κομπιούτερ	N;MASC;SG	N;NOM;NEUT;SG
baño	λεκάνη	baño	λεκάνη	N;MASC;SG	N;NOM;FEM;SG
baño	τουαλέτα	baño	τουαλέτα	N;MASC;SG	N;NOM;FEM;SG
baño	μπάνιο	baño	μπάνιο	N;MASC;SG	N;NOM;NEUT;SG
baño	τουαλέτα	baño	τουαλέτα	N;MASC;SG	N;NOM;FEM;SG
baño	μπάνιο	baño	μπάνιο	N;MASC;SG	N;NOM;NEUT;SG
baño	λουτρό	baño	λουτρό	N;MASC;SG	N;NOM;NEUT;SG
seguros	ασφάλειες	seguro	ασφάλεια	N;MASC;PL	N;NOM;FEM;PL
correr	τρέχει	correr	τρέχω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
correr	τρέχοντας	correr	τρέχων	V;NFIN	V;IPFV;V.CVB;ACT
correr	τρέχω	correr	τρέχω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
telecomunicaciones	τηλεπικοινωνιών	telecomunicación	τηλεπικοινωνία	N;FEM;PL	N;GEN;FEM;PL
telecomunicaciones	τηλεπικοινωνίες	telecomunicación	τηλεπικοινωνία	N;FEM;PL	N;NOM;FEM;PL
arequipa	αρεκίπα	arequipa	αρεκίπα	N;FEM;SG	N
iris	άιρις	iris	άιρις	N;MASC;SG	N
eventualmente	τελικά	eventualmente	τελικά	ADV	ADV
cantando	φωνάζοντας	cantar	φωνάζω	V;V.MSDR	V;IPFV;V.CVB;ACT
cantando	τραγουδάει	cantar	τραγούδαι	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
cantando	τραγουδάμε	cantar	τραγούδαι	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
cantando	τραγουδώντας	cantar	τραγουδώ	V;V.MSDR	V;IPFV;V.CVB;ACT
cantando	τραγουδούν	cantar	τραγούδαι	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN;ACT
examen	επανεξέταση	examen	επανεξέταση	N;MASC;SG	N;ACC;FEM;SG
examen	αναθεώρηση	examen	αναθεώρηση	N;MASC;SG	N;NOM;FEM;SG
examen	ανασκόπηση	examen	ανασκόπηση	N;MASC;SG	N;NOM;FEM;SG
examen	εξέταση	examen	εξέταση	N;MASC;SG	N;ACC;FEM;SG
depósitos	αποθήκες	depósito	απόθηκα	N;MASC;PL	N;NOM;FEM;PL
depósitos	δεξαμενές	depósito	δεξαμενή	N;MASC;PL	N;NOM;FEM;PL
depósitos	καταθέσεις	depósito	καταθέτω	N;MASC;PL	N;NOM;FEM;PL
ocasionalmente	περιστασιακά	ocasionalmente	περιστασιακός	ADV	ADV
ocasionalmente	περιστασιακά	ocasionalmente	περιστασιακός	ADV	ADV
invitada	φιλοξενούμενος	invitada	φιλοξενούμενος	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
homer	χόμερ	homer	χόμερ	N;MASC;SG	N;NOM;MASC;SG
homer	όμηρος	homer	όμηρος	N;MASC;SG	N;NOM;MASC;SG
turistas	τουρίστες	turista	τουρίστας	N;PL	N;NOM;MASC;PL
darío	νταρίο	darío	νταρίο	N;MASC;SG	N
autobús	λεωφορείο	autobús	λεωφορείο	N;MASC;SG	N;NOM;NEUT;SG
actuando	ενεργεί	actuar	ενεργώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
actuando	ενεργώντας	actuar	ενεργώ	V;V.MSDR	V;IPFV;V.CVB;ACT
anuncia	ανακοινώνει	anunciar	ανακοινώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
confusión	σύγχυση	confusión	σύγχυση	N;FEM;SG	N;ACC;FEM;SG
tendencias	τάσεις	tendencia	τάση	N;FEM;PL	N;NOM;FEM;PL
tendencias	τάσεις	tendencia	τάση	N;FEM;PL	N;NOM;FEM;PL
probabilidad	πιθανότητας	probabilidad	πιθανώτητα	N;FEM;SG	N;GEN;FEM;SG
probabilidad	πιθανότητα	probabilidad	πιθανότητα	N;FEM;SG	N;ACC;FEM;SG
exhibición	έκθεμα	exhibición	έκθεμα	N;FEM;SG	N;NOM;NEUT;SG
exhibición	έκθεση	exhibición	έκθεση	N;FEM;SG	N;ACC;FEM;SG
amistoso	φιλική	amistoso	φιλικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
amistoso	φιλικός	amistoso	φιλικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
amistoso	φιλικό	amistoso	φιλικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
convenio	σύμβαση	convenio	σύμβαση	N;MASC;SG	N;ACC;FEM;SG
convenio	συνέλευση	convenio	συνέλευση	N;MASC;SG	N;NOM;FEM;SG
entretenimiento	διασκέδαση	entretenimiento	διασκέδαση	N;MASC;SG	N;NOM;FEM;SG
entretenimiento	ψυχαγωγία	entretenimiento	ψυχαγωγία	N;MASC;SG	N;NOM;FEM;SG
temprano	νωρίς	temprano	νωρίς	ADV	ADV
direcciones	κατευθύνσεις	dirección	κατεύθυνση	N;FEM;PL	N;NOM;FEM;PL
direcciones	διευθύνσεις	dirección	διεύθυνση	N;FEM;PL	N;NOM;FEM;PL
delitos	εγκλήματα	delito	έγκλημα	N;MASC;PL	N;NOM;NEUT;PL
delitos	αδικήματα	delito	αδίκημα	N;MASC;PL	N;NOM;NEUT;PL
atletas	αθλητές	atleta	αθλητός	N;PL	N;NOM;MASC;PL
semifinal	ημιτελικό	semifinal	ημιτελικό	N;FEM;SG	N;NOM;NEUT;SG
espectro	σπέκτορ	espectro	σπέκτορ	N;MASC;SG	N
espectro	φάσμα	espectro	φάσμα	N;MASC;SG	N;NOM;NEUT;SG
serio	σοβαρό	serio	σοβαρός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
serio	σοβαρός	serio	σοβαρός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
serio	σοβαρή	serio	σοβαρός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
conducción	αγωγιμότητα	conducción	αγωγιμότητα	N;FEM;SG	N;NOM;FEM;SG
conducción	οδήγησης	conducción	οδήγηση	N;FEM;SG	N;GEN;FEM;SG
conducción	οδήγηση	conducción	οδήγηση	N;FEM;SG	N;NOM;FEM;SG
gobernantes	κυβερνήτες	gobernante	κυβερνώ	N;PL	N;NOM;MASC;PL
capacidades	ικανότητες	capacidad	ικανότητα	N;FEM;PL	N;NOM;FEM;PL
inteligente	έξυπνο	inteligente	έξυπνο	ADJ;SG	ADJ;NOM;NEUT;SG
inteligente	έξυπνη	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;FEM;SG
inteligente	έξυπνος	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;MASC;SG
inteligente	έξυπνη	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;FEM;SG
inteligente	ευφυής	inteligente	ευφυής	ADJ;SG	ADJ;NOM;MASC;SG
inteligente	έξυπνος	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;MASC;SG
inteligente	έξυπνο	inteligente	έξυπνο	ADJ;SG	ADJ;NOM;NEUT;SG
inteligente	έξυπνη	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;FEM;SG
inteligente	έξυπνος	inteligente	έξυπνος	ADJ;SG	ADJ;NOM;MASC;SG
concursos	διαγωνισμούς	concurso	διαγωνισμός	N;MASC;PL	N;ACC;MASC;PL
concursos	διαγωνισμοί	concurso	διαγωνισμός	N;MASC;PL	N;NOM;MASC;PL
concursos	διαγωνισμοί	concurso	διαγωνισμός	N;MASC;PL	N;NOM;MASC;PL
partió	αναχώρησε	partir	αναχωρώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
cia	cia	cia	cia	N;SG	N
cia	cia	cia	cia	N;SG	N
dosis	δόσεις	dosis	δόση	N;FEM	N;NOM;FEM;PL
dosis	δόσεων	dosis	δόση	N;FEM	N;GEN;FEM;PL
dosis	δόση	dosis	δόση	N;FEM	N;NOM;FEM;SG
dosis	δοσολογία	dosis	δοσολογία	N;FEM	N;NOM;FEM;SG
dosis	δόση	dosis	δόση	N;FEM	N;NOM;FEM;SG
dosis	δόσης	dosis	δόση	N;FEM	N;GEN;FEM;SG
investigar	ερευνήσει	investigar	ερευνώ	V;NFIN	V;PFV;IND;3;NFIN;ACT
investigar	ερεύνησε	investigar	ερεύνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
libreto	λιμπρέτο	libreto	λιμπρέτος	N;MASC;SG	N;NOM;NEUT;SG
filadelfia	φιλαδέλφεια	filadelfia	φιλαδέλφεια	N;FEM;SG	N;NOM;FEM;SG
filadelfia	φιλαδέλφεια	filadelfia	φιλαδέλφεια	N;FEM;SG	N;NOM;FEM;SG
decidido	αποφασισμένος	decidido	αποφασισμένος	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
falso	ψευδής	falso	ψευδή	ADJ;MASC;SG	ADJ;NOM;MASC;SG
falso	ψεύτικος	falso	ψεύτικος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
falso	ψεύτικο	falso	ψεύτικο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
falso	ψεύτικη	falso	ψεύτικος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
jesuitas	ιησουίτη	jesuita	ιησουίτης	N;PL	N
humedad	υγρασία	humedad	υγρασία	N;FEM;SG	N;NOM;FEM;SG
humedad	υγρασία	humedad	υγρασία	N;FEM;SG	N;NOM;FEM;SG
atracción	προσέλκυση	atracción	προσέλκυση	N;FEM;SG	N;NOM;FEM;SG
atracción	έλξης	atracción	έλξη	N;FEM;SG	N;GEN;FEM;SG
atracción	έλξη	atracción	έλξη	N;FEM;SG	N;NOM;FEM;SG
jurídico	νόμιμη	jurídico	νόμιμος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
jurídico	νομικός	jurídico	νομικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
jurídico	νομικό	jurídico	νομικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
jurídico	νομική	jurídico	νομικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
tabasco	ταμπάσκο	tabasco	ταμπάσκο	N;MASC;SG	N;NOM;NEUT;SG
formaciones	σχηματισμούς	formación	σχηματισμός	N;FEM;PL	N;ACC;MASC;PL
testigo	μάρτυς	testigo	μάρτυς	N;MASC;SG	N;NOM;MASC;SG
testigo	μάρτυρας	testigo	μάρτυρας	N;MASC;SG	N;NOM;MASC;SG
testigo	μάρτυρα	testigo	μάρτυρα	N;MASC;SG	N;ACC;MASC;SG
afluente	παραπόταμος	afluente	παραπόταμος	N;MASC;SG	N;NOM;MASC;SG
kilómetro	χιλιόμετρο	kilómetro	χιλιόμετρο	N;MASC;SG	N;NOM;NEUT;SG
kilómetro	χιλιόμετρο	kilómetro	χιλιόμετρο	N;MASC;SG	N;NOM;NEUT;SG
lugo	λούγκο	lugo	λούγκος	N;MASC;SG	N
reptiles	ερπετά	reptil	ερπετός	N;MASC;PL	N;NOM;NEUT;PL
reptiles	ερπετά	reptil	ερπετός	N;MASC;PL	N;NOM;NEUT;PL
logo	λογότυπο	logo	λογότυπο	N;MASC;SG	N;NOM;NEUT;SG
sustancia	ουσία	sustancia	ουσία	N;FEM;SG	N;NOM;FEM;SG
turística	τουριστικό	turístico	τουριστικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
holandés	ντατς	holandés	ντατς	N;MASC;SG	N
plus	συν	plus	συν	N	N
nasa	νασα	nasa	νασός	N;FEM;SG	N
masiva	μαζική	masivo	μαζικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
viendo	παρακολουθώ	ver	παρακολουθώ	V;V.MSDR	V;IPFV;IND;SG;1;PRS;FIN;ACT
viendo	παρακολουθεί	ver	παρακολουθώ	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
viendo	βλέποντας	ver	βλέπω	V;V.MSDR	V;IPFV;V.CVB;ACT
viendo	παρακολουθώντας	ver	παρακολουθώ	V;V.MSDR	V;IPFV;V.CVB;ACT
mercurio	υδράργυρο	mercurio	υδράργυρος	N;MASC;SG	N;NOM;NEUT;SG
mercurio	υδραργύρου	mercurio	υδράργυρος	N;MASC;SG	N;GEN;NEUT;SG
mercurio	υδράργυρος	mercurio	υδράργυρος	N;MASC;SG	N;NOM;MASC;SG
mercurio	ερμής	mercurio	ερμή	N;MASC;SG	N;NOM;MASC;SG
moléculas	μόρια	molécula	μόριο	N;FEM;PL	N;NOM;NEUT;PL
moléculas	μορίων	molécula	μορίο	N;FEM;PL	N;GEN;NEUT;PL
regulación	κανονισμός	regulación	κανονισμός	N;FEM;SG	N;NOM;MASC;SG
regulación	κανονισμού	regulación	κανονισμός	N;FEM;SG	N;GEN;MASC;SG
sargento	λοχία	sargento	λοχία	N;MASC;SG	N;ACC;MASC;SG
sargento	λοχίας	sargento	λοχία	N;MASC;SG	N;NOM;MASC;SG
alturas	χάιτς	altura	χάιτς	N;FEM;PL	N
creencia	πεποίθηση	creencia	πεποίθηση	N;FEM;SG	N;ACC;FEM;SG
aterrizaje	εκφόρτωση	aterrizaje	εκφόρτωση	N;MASC;SG	N;ACC;FEM;SG
aterrizaje	προσγείωση	aterrizaje	προσγείωση	N;MASC;SG	N;ACC;FEM;SG
ventajas	πλεονεκτήματα	ventaja	πλεονέκτημα	N;FEM;PL	N;NOM;NEUT;PL
ventajas	επιδόματα	ventaja	επίδομα	N;FEM;PL	N;NOM;NEUT;PL
ventajas	παροχές	ventaja	παροχή	N;FEM;PL	N;NOM;FEM;PL
ventajas	οφέλη	ventaja	όφελος	N;FEM;PL	N;NOM;NEUT;PL
ventajas	τυχερά	ventaja	τυχερά	N;FEM;PL	N;NOM;NEUT;PL
ventajas	πλεονεκτήματα	ventaja	πλεονέκτημα	N;FEM;PL	N;NOM;NEUT;PL
abandona	εγκαταλείπει	abandonar	εγκαταλείπω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
abandona	εγκαταλείψει	abandonar	εγκαταλείπω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FIN;ACT
martes	τριτη	martes	τρίτος	N	N;ACC;FEM;SG
requieren	απαιτούν	requerir	απαιτώ	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;MASC;SG	N;NOM;NEUT;SG
arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;MASC;SG	N;NOM;NEUT;SG
arsenal	οπλοστάσιο	arsenal	οπλοστάσιο	N;MASC;SG	N;NOM;NEUT;SG
sociología	κοινωνιολογία	sociología	κοινωνιολογία	N;FEM;SG	N;NOM;FEM;SG
extrema	ακραίο	extremo	ακραίο	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
consola	κονσόλα	consola	κονσόλο	N;FEM;SG	N;NOM;FEM;SG
sentimiento	συναίσθημα	sentimiento	συναίσθημα	N;MASC;SG	N;NOM;NEUT;SG
sentimiento	αίσθηση	sentimiento	αίσθηση	N;MASC;SG	N;ACC;FEM;SG
sentimiento	αίσθημα	sentimiento	αίσθημα	N;MASC;SG	N;NOM;NEUT;SG
sentimiento	συναίσθημα	sentimiento	συναίσθημα	N;MASC;SG	N;NOM;NEUT;SG
cargas	κατηγορίες	carga	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
cargas	κατηγοριες	carga	κατηγορία	N;FEM;PL	N;NOM;FEM;PL
cargas	επιβαρύνσεις	carga	επιβάρυνση	N;FEM;PL	N;NOM;FEM;PL
cargas	φορτία	carga	φορτία	N;FEM;PL	N;NOM;NEUT;PL
trato	παζάρι	trato	παζάρι	N;MASC;SG	N;NOM;NEUT;SG
suficientes	επαρκείς	suficiente	επαρκής	ADJ;PL	ADJ;NOM;FEM;PL
flash	φλας	flash	φλας	N;MASC;SG	N
flash	λάμψη	flash	λάμψη	N;MASC;SG	N;ACC;FEM;SG
flash	αναλαμπή	flash	αναλαμπή	N;MASC;SG	N;NOM;FEM;SG
place	τόπος	place	τόπος	N	N;NOM;MASC;SG
place	μέρος	place	μέρος	N	N;NOM;NEUT;SG
proclamó	διακήρυξε	proclamar	διακηρύσσω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
reality	πραγματικότητα	reality	πραγματικότητα	N;MASC;SG	N;ACC;FEM;SG
castillos	κάστρα	castillo	κάστρα	N;MASC;PL	N;NOM;NEUT;PL
fuga	φούγκα	fuga	φούγκα	N;FEM;SG	N;NOM;FEM;SG
fuga	διαφυγής	fuga	διαφυγή	N;FEM;SG	N;GEN;FEM;SG
fuga	διαφυγή	fuga	διαφυγή	N;FEM;SG	N;NOM;FEM;SG
fuga	απόδραση	fuga	απόδραση	N;FEM;SG	N;NOM;FEM;SG
fuga	απόδραση	fuga	απόδραση	N;FEM;SG	N;NOM;FEM;SG
abuela	γιαγιά	abuela	γιαγιά	N;FEM;SG	N;NOM;FEM;SG
abuela	γιαγιά	abuela	γιαγιά	N;FEM;SG	N;NOM;FEM;SG
abuela	γιαγιά	abuela	γιαγιά	N;FEM;SG	N;NOM;FEM;SG
afueras	περίχωρα	afueras	περίχωρα	N;FEM;PL	N;NOM;NEUT;PL
experto	εμπειρογνώμονας	experto	εμπειρογνώμονας	N;MASC;SG	N;NOM;MASC;SG
frontal	μετωπικής	frontal	μετωπικός	ADJ;SG	ADJ;GEN;FEM;SG
borgoña	βουργουνδίας	borgoña	βουργουνδία	N;FEM;SG	N;GEN;FEM;SG
huevo	αβγό	huevo	αβγό	N;MASC;SG	N;NOM;NEUT;SG
huevo	αυγό	huevo	αυγός	N;MASC;SG	N;NOM;NEUT;SG
huevo	ωάριο	huevo	ωάριος	N;MASC;SG	N;NOM;NEUT;SG
tragedia	τραγωδία	tragedia	τραγωδία	N;FEM;SG	N;ACC;FEM;SG
lagunas	κενά	laguna	κενό	N;FEM;PL	N;NOM;NEUT;PL
lagunas	λιμνοθάλασσες	laguna	λιμνοθάλασσα	N;FEM;PL	N;NOM;FEM;PL
beta	βήτα	beta	βήτα	N;FEM;SG	N
contaminación	μόλυνση	contaminación	μόλυνση	N;FEM;SG	N;NOM;FEM;SG
contaminación	μόλυνσης	contaminación	μόλυνση	N;FEM;SG	N;GEN;FEM;SG
contaminación	μόλυνση	contaminación	μόλυνση	N;FEM;SG	N;NOM;FEM;SG
contaminación	ρύπανση	contaminación	ρύπανση	N;FEM;SG	N;NOM;FEM;SG
contaminación	ρύπανσης	contaminación	ρύπανση	N;FEM;SG	N;GEN;FEM;SG
patrones	μοτίβα	patrón	μοτίβα	N;MASC;PL	N;NOM;NEUT;PL
patrones	εργοδοτών	patrón	εργοδότης	N;MASC;PL	N;GEN;MASC;PL
patrones	εργοδότες	patrón	εργοδότης	N;MASC;PL	N;NOM;MASC;PL
transmisiones	μεταδόσεις	transmisión	μετάδοση	N;FEM;PL	N;NOM;FEM;PL
transmisiones	μεταδόσεις	transmisión	μετάδοση	N;FEM;PL	N;NOM;FEM;PL
ama	ερωμένη	amar	ερώνω	V;IND;SG;3;PRS;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ama	αγαπά	amar	αγαπά	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
luchó	αγωνίστηκε	luchar	αγωνίζομαι	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
traducciones	μεταφράσεις	traducción	μεταφράση	N;FEM;PL	N;NOM;FEM;PL
pulgadas	εκατοστά	pulgado	εκατοστά	N;FEM;PL	N;NOM;NEUT;PL
ladrillo	τούβλο	ladrillo	τούβλο	N;MASC;SG	N;NOM;NEUT;SG
calvo	φαλακρός	calvo	φαλακρός	N;MASC;SG	N;NOM;MASC;SG
calvo	φαλακρός	calvo	φαλακρός	N;MASC;SG	N;NOM;MASC;SG
creer	πιστέψτε	creer	πιστέψτε	V;NFIN	V;PFV;IND;PL;2;PST;FIN;ACT
creer	πίστεψε	creer	πιστεύω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
creer	πιστεύοντας	creer	πιστεύω	V;NFIN	V;IPFV;V.CVB;ACT
niñas	κορίτσια	niña	κορίτσι	N;FEM;PL	N;NOM;NEUT;PL
dependencia	εξάρτησης	dependencia	εξάρτηση	N;FEM;SG	N;GEN;FEM;SG
dependencia	εξάρτηση	dependencia	εξάρτηση	N;FEM;SG	N;ACC;FEM;SG
dependencia	εξάρτηση	dependencia	εξάρτηση	N;FEM;SG	N;ACC;FEM;SG
detective	ντετέκτιβ	detective	ντετέκτιβ	N;SG	N;NOM;MASC;SG
detective	ντεντέκτιβ	detective	ντεντέκτιβ	N;SG	N;NOM;MASC;SG
probar	αποδείξω	probar	αποδείχω	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
probar	απόδειξε	probar	αποδεικνύω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
probar	απέδειξε	probar	αποδεικνύω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
probar	προσπάθησε	probar	προσπαθώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
probar	δοκίμασε	probar	δοκιμάζω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
probar	δοκιμάστε	probar	δοκιμάζω	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
arroyos	ρεύματα	arroyo	ρεύμα	N;MASC;PL	N;NOM;NEUT;PL
arroyos	ροές	arroyo	ροή	N;MASC;PL	N;NOM;FEM;PL
sabio	σέιτζ	sabio	σέιτζ	N;MASC;SG	N
sabio	σοφός	sabio	σοφός	N;MASC;SG	N;NOM;MASC;SG
beca	υποτροφία	beca	υποτροφία	N;FEM;SG	N;NOM;FEM;SG
cráneo	κρανίο	cráneo	κρανίο	N;MASC;SG	N;NOM;NEUT;SG
cráneo	κρανίο	cráneo	κρανίο	N;MASC;SG	N;NOM;NEUT;SG
provocando	πυροδοτώντας	provocar	πυροδοτώ	V;V.MSDR	V;IPFV;V.CVB;ACT
provocando	προκαλώντας	provocar	προκαλώ	V;V.MSDR	V;IPFV;V.CVB;ACT
provocando	προκαλώντας	provocar	προκαλώ	V;V.MSDR	V;IPFV;V.CVB;ACT
velocidades	ταχύτητες	velocidad	ταχύτητα	N;FEM;PL	N;NOM;FEM;PL
caridad	φιλανθρωπία	caridad	φιλανθρωπία	N;FEM;SG	N;NOM;FEM;SG
llave	κλειδί	llave	κλειδί	N;FEM;SG	N;NOM;NEUT;SG
llave	πλήκτρο	llave	πλήκτρο	N;FEM;SG	N;NOM;NEUT;SG
llave	κλείδα	llave	κλείδα	N;FEM;SG	N;NOM;FEM;SG
