ve	oraz	ve	oraz	CONJ	CONJ
resimleri	obrazki	resim	obrazek	N;NOM;PL;3	N;NOM;MASC;PL
resimleri	fotki	resim	fotka	N;NOM;PL;3	N;NOM;MASC;PL
hayat	life	hayat	lifa		
yapısı	struktura	yapı	struktura	N;NOM;SG;3	N;NOM;FEM;SG
yapısı	konstrukcja	yapı	konstrukcja	N;NOM;SG;3	N;NOM;FEM;SG
öne	naprzód	ön	naprzód		
doktor	doc	doktor	doc		
doktor	doktorze	doktor	doktor		
google	google	google	googl		
kış	winter	kış	winter		
taş	stone	taş	stone		
taş	rock	taş	rock		
music	music	music	musieć		
music	muzyki	music	muzyka		
iletişim	komunikat	iletiş	komunikat	N;NOM;SG;3	N;NOM;MASC;SG
iletişim	komunikacja	iletiş	komunikacja	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	kontakt	iletiş	kontakt	N;NOM;SG;3	N;NOM;MASC;SG
iletişim	komunikacja	iletiş	komunikacja	N;NOM;SG;3	N;NOM;FEM;SG
iletişim	łączność	iletiş	łączność	N;NOM;SG;3	N;NOM;FEM;SG
attı	rzucił	at	rzucić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
şirket	spółka	şirket	spółka		
net	net	net	net		
net	netto	net	netto		
net	czysto	net	czysto		
louis	ludwika	louis	ludwik		
şiir	poezji	şiir	poezja		
şiir	poezja	şiir	poezja		
öğrenci	studentka	öğrenci	studentka	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	uczeń	öğrenci	uczenić	N;NOM;SG;3	N;NOM;MASC;SG
öğrenci	uczennica	öğrenci	uczennica	N;NOM;SG;3	N;NOM;FEM;SG
öğrenci	student	öğrenci	student	N;NOM;SG;3	N;NOM;MASC;SG
üyeleri	posłowie	üye	poseł	N;NOM;PL;3	N;NOM;MASC;PL
üyeleri	członkowie	üye	członek	N;NOM;PL;3	N;NOM;MASC;PL
plak	winylu	plak	winyle		
etiket	tag	etiket	tag		
marmara	marmara	marmar	marmar		
tarz	style	tarz	style		
don	don	don	dona		
onların	ich	o	on	PRO;GEN;PL;3	PRO;GEN;MASC;PL;3
baba	tata	baba	tata	N;NOM;SG;3	N;NOM;MASC;SG
baba	tatuś	baba	tatuś	N;NOM;SG;3	N;NOM;MASC;SG
baba	ojciec	baba	ojciec	N;NOM;SG;3	N;NOM;MASC;SG
kızıl	ruda	kızıl	rudy		
kızıl	crimson	kızıl	crimson		
kızıl	ruda	kızıl	rudy		
kızıl	ginger	kızıl	ginger		
kızıl	czerwień	kızıl	czerwień		
kızıl	scarlet	kızıl	scarlet		
sonuçlar	rezultaty	sonuç	rezultat	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	wyniki	sonuç	wynik	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	skutki	sonuç	skutek	N;NOM;PL;3	N;NOM;MASC;PL
sonuçlar	konsekwencje	sonuç	konsekwencja	N;NOM;PL;3	N;NOM;FEM;PL
sonuçlar	następstwa	sonuç	następstwo	N;NOM;PL;3	N;NOM;NEUT;PL
sonuçlar	konkluzje	sonuç	konkluzja	N;NOM;PL;3	N;NOM;FEM;PL
sonuçlar	wnioski	sonuç	wniosek	N;NOM;PL;3	N;NOM;MASC;PL
gölü	jeziora	göl	jezioro	N;ACC;SG;3	N;ACC;NEUT;SG
koruma	ochrony	koru	ochrona		
yapımcı	producent	yapımcı	producent		
yapımcı	producenta	yapımcı	producent		
henry	henryka	henry	henryka		
zor	zor	zor	zor		
zor	hard	zor	hard		
zor	twarde	zor	twardy		
zor	ostro	zor	ostro		
zor	trudne	zor	trudny		
real	real	real	real		
zengin	rich	zengin	richy		
ömer	omara	ömer	omar		
ömer	ömer	ömer	ömer		
uzak	dala	uzak	dala		
polis	gliny	polis	glina		
polis	glina	polis	glina		
polis	police	polis	polic		
red	czerwień	red	czerwień		
günlük	journal	günlük	journal		
günlük	daily	günlük	daily		
onları	je	o	on	PRO;ACC;PL;3	PRO;ACC;NEUT;PL;3
çizgi	line	çizgi	liny		
çizgi	comic	çizgi	comic		
çizgi	cartoon	çizgi	cartoon		
gizli	poufne	gizli	poufny		
gizli	tajne	gizli	tajny		
gizli	secret	gizli	secret		
gizli	tajne	gizli	tajny		
hayvan	pet	hayvan	pet		
soğuk	zimne	soğuk	zimny	ADJ	ADJ;NOM;NEUT;SG
kültürel	kulturowe	kültürel	kulturowy	ADJ	ADJ;NOM;NEUT;SG
kültürel	kulturalny	kültürel	kulturalny	ADJ	ADJ;NOM;MASC;SG
kültürel	kulturalne	kültürel	kulturalny	ADJ	ADJ;NOM;NEUT;SG
kurdu	wilk	kurt	wilk	N;NOM;SG;3	N;NOM;MASC;SG
birisi	ktoś	biri	ktoś	PRO;NOM;SG;3	PRO;NOM;MASC;SG
birisi	ktoś	biri	ktoś	PRO;NOM;SG;3	PRO;NOM;MASC;SG
aşırı	nadmierne	aşırı	nadmierny		
projesi	projekt	proje	projekt	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	motyw	neden	motyw	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	przyczyna	neden	przyczynać	N;NOM;SG;3	N;NOM;FEM;SG
nedeni	powód	neden	powód	N;NOM;SG;3	N;NOM;MASC;SG
nedeni	przyczyna	neden	przyczynać	N;NOM;SG;3	N;NOM;FEM;SG
kararı	orzeczenie	karar	orzeczenie	N;NOM;SG;3	N;NOM;NEUT;SG
kararı	decyzja	karar	decyzja	N;NOM;SG;3	N;NOM;FEM;SG
kararı	rozstrzygnięcie	karar	rozstrzygnąć	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
proje	project	proje	project		
yazım	pisowni	yaz	pisowny		
kamu	społeczeństwo	kamu	społeczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
kişiler	osoby	kişi	osoba	N;NOM;PL;3	N;NOM;FEM;PL
kişiler	osoby	kişi	osoba	N;NOM;PL;3	N;NOM;FEM;PL
kişiler	ludzie	kişi	człowiek	N;NOM;PL;3	N;NOM;MASC;PL
kişiler	kontakty	kişi	kontakt	N;NOM;PL;3	N;NOM;MASC;PL
uydu	satelita	uy	satelita	N;NOM;SG;3	N;NOM;MASC;SG
basit	prosty	basit	prosty	ADJ	ADJ;NOM;MASC;SG
kaynaklar	źródła	kaynak	źródło	N;NOM;PL;3	N;NOM;NEUT;PL
kaynaklar	zasoby	kaynak	zasóba	N;NOM;PL;3	N;NOM;MASC;PL
kaynaklar	środki	kaynak	środek	N;NOM;PL;3	N;NOM;MASC;PL
press	prasy	press	prasa		
gümüş	srebro	gümüş	srebro		
gümüş	srebrny	gümüş	srebrny		
gümüş	srebra	gümüş	srebro		
gümüş	srebrna	gümüş	srebrny		
gümüş	silver	gümüş	silver		
cumhurbaşkanı	przewodniczący	cumhurbaşkanı	przewodniczący	N;NOM;SG;3	N;NOM;MASC;SG
cumhurbaşkanı	prezes	cumhurbaşkanı	prezes	N;NOM;SG;3	N;NOM;MASC;SG
cumhurbaşkanı	prezydent	cumhurbaşkanı	prezydent	N;NOM;SG;3	N;NOM;MASC;SG
windows	windows	windows	windows		
windows	okien	windows	okno		
life	life	life	lifa		
parça	gruby	parça	gruby		
opera	opera	opera	opera		
opera	opery	opera	opera		
opera	operze	opera	operz		
opera	opery	opera	opera		
kan	krwi	kan	krew		
kan	blood	kan	blood		
kan	kan	kan	kan		
prof	prof	prof	prof		
prof	docent	prof	docent		
gitti	odszedł	git	odejść	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
boyu	wzrost	boy	wzrost	N;NOM;SG;3	N;NOM;MASC;SG
boyu	wysokość	boy	wysokość	N;NOM;SG;3	N;NOM;FEM;SG
boyu	długość	boy	długość	N;NOM;SG;3	N;NOM;FEM;SG
boyu	rozmiar	boy	rozmiar	N;NOM;SG;3	N;NOM;MASC;SG
aşağı	poniżej	aşağ	poniżej		
aşağı	dolna	aşağ	dolny		
defans	obrońca	defans	obrońca	N;NOM;SG;3	N;NOM;MASC;SG
defans	obrońcy	defans	obrońca	N;NOM;SG;3	N;NOM;MASC;SG
defans	obrona	defans	obrona	N;NOM;SG;3	N;NOM;FEM;SG
defans	obrona	defans	obrona	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	asystent	yardımcı	asystent	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	pomocnik	yardımcı	pomocnik	N;NOM;SG;3	N;NOM;MASC;SG
yardımcısı	asystentka	yardımcı	asystentka	N;NOM;SG;3	N;NOM;FEM;SG
yardımcısı	zastępca	yardımcı	zastępca	N;NOM;SG;3	N;NOM;MASC;SG
records	records	records	records		
yüz	face	yüz	faka		
adi	adi	adi	adi		
çözünürlük	rezolucja	çözünürlük	rezolucja	N;NOM;SG;3	N;NOM;FEM;SG
ad	nazwisko	ad	nazwisko	N;NOM;SG;3	N;NOM;NEUT;SG
ad	imię	ad	imię	N;NOM;SG;3	N;NOM;NEUT;SG
ad	nazwa	ad	nazwa	N;NOM;SG;3	N;NOM;FEM;SG
araç	car	araç	car		
birden	nagle	birden	nagle	ADV	ADV
american	amerykanin	american	amerykanin	N;NOM;SG;3	N;NOM;MASC;SG
direktör	dyrektor	direk	dyrektor	N;NOM;SG;3	N;NOM;MASC;SG
direktör	reżyser	direk	reżyser	N;NOM;SG;3	N;NOM;MASC;SG
olumlu	dodatni	olumlu	dodatnić		
fizik	fizyki	fizik	fizyka		
fizik	fizyka	fizik	fizyk		
anne	mamusia	anne	mamusia	N;NOM;SG;3	N;NOM;FEM;SG
anne	mamusia	anne	mamusia	N;NOM;SG;3	N;NOM;FEM;SG
anne	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
anne	mamusia	anne	mamusia	N;NOM;SG;3	N;NOM;FEM;SG
anne	matka	anne	matka	N;NOM;SG;3	N;NOM;FEM;SG
anne	mama	anne	mama	N;NOM;SG;3	N;NOM;FEM;SG
orhan	orhan	orhan	orhan		
ansiklopedik	encyklopedyczna	ansiklopedik	encyklopycyczny	ADJ	ADJ;NOM;FEM;SG
bitki	roślin	bitki	roślina		
bitki	roślin	bitki	roślina		
bitki	ziele	bitki	ziele		
sert	ostro	sert	ostro		
sert	hard	sert	hard		
sert	twarde	sert	twardy		
imdb	imdb	imdb	imdb		
akademisi	akademia	akadem	akademia	N;NOM;SG;3	N;NOM;FEM;SG
karakter	postaci	karak	postać		
ince	subtelne	ince	subtelny	ADJ	ADJ;NOM;NEUT;SG
ince	subtelny	ince	subtelny	ADJ	ADJ;NOM;MASC;SG
ince	szczupła	ince	szczupło	ADJ	ADJ;NOM;FEM;SG
ince	szczupły	ince	szczupły	ADJ	ADJ;NOM;MASC;SG
ince	chudy	ince	chudy	ADJ	ADJ;NOM;MASC;SG
ince	szczupła	ince	szczupło	ADJ	ADJ;NOM;FEM;SG
ince	cienkie	ince	cienki	ADJ	ADJ;NOM;NEUT;SG
ince	cienka	ince	cienki	ADJ	ADJ;NOM;FEM;SG
ince	chudy	ince	chudy	ADJ	ADJ;NOM;MASC;SG
ince	cienki	ince	cienki	ADJ	ADJ;NOM;MASC;SG
ince	szczupła	ince	szczupło	ADJ	ADJ;NOM;FEM;SG
ince	smukłe	ince	smukły	ADJ	ADJ;NOM;NEUT;SG
yusuf	józefa	yusuf	józef		
yusuf	yousef	yusuf	yousef		
ciddi	poważna	ciddi	poważny	ADJ	ADJ;NOM;FEM;SG
ciddi	poważne	ciddi	poważny	ADJ	ADJ;NOM;NEUT;SG
ciddi	poważny	ciddi	poważny	ADJ	ADJ;NOM;MASC;SG
silah	gun	silah	guna		
ceza	karne	ceza	karny	N;NOM;SG;3	N;NOM;MASC;SG
ceza	kara	ceza	kara	N;NOM;SG;3	N;NOM;FEM;SG
ceza	kara	ceza	kara	N;NOM;SG;3	N;NOM;FEM;SG
ceza	areszt	ceza	areszt	N;NOM;SG;3	N;NOM;MASC;SG
ceza	zatrzymanie	ceza	zatrzymać	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ceza	wyrok	ceza	wyrok	N;NOM;SG;3	N;NOM;MASC;SG
ceza	zdanie	ceza	zdanie	N;NOM;SG;3	N;NOM;NEUT;SG
özelliği	funkcja	özellik	funkcja	N;NOM;SG;3	N;NOM;FEM;SG
özelliği	cecha	özellik	cechać	N;NOM;SG;3	N;NOM;FEM;SG
şampiyonlar	mistrzowie	şampiyon	mistrz	N;NOM;PL;3	N;NOM;MASC;PL
gençlik	młodzieży	gençlik	młodzież		
saldırı	napaści	saldırı	napaść		
terk	porzucenie	terk	porzucić	N;NOM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
terk	wysypisko	terk	wysypisko	N;NOM;SG;3	N;NOM;NEUT;SG
play	play	play	pla		
kaya	rock	kay	rock		
trt	trt	trt	trt		
içerik	treść	içerik	treść		
içerik	treść	içerik	treść		
nobel	nobla	nobel	nobel		
konseyi	council	konse	council		
dağ	mountain	dağ	mountain		
dağ	góra	dağ	góra		
dağ	gór	dağ	gór		
valign	valign	valign	valign		
yan	side	yan	sidy		
elektronik	elektronika	elektronik	elektronik		
yemek	lunch	yemek	lunch	N;NOM;SG;3	N;NOM;MASC;SG
yemek	obiad	yemek	obiad	N;NOM;SG;3	N;NOM;MASC;SG
yemek	pokarm	yemek	pokarm	N;NOM;SG;3	N;NOM;MASC;SG
yemek	żywność	yemek	żywność	N;NOM;SG;3	N;NOM;FEM;SG
yemek	jedzenie	yemek	jedzenie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yemek	jadalnia	yemek	jadalniać	N;NOM;SG;3	N;NOM;FEM;SG
yemek	kolacja	yemek	kolacja	N;NOM;SG;3	N;NOM;FEM;SG
yemek	obiad	yemek	obiad	N;NOM;SG;3	N;NOM;MASC;SG
yemek	danie	yemek	danie	N;NOM;SG;3	N;NOM;NEUT;SG
yemek	mączka	yemek	mączka	N;NOM;SG;3	N;NOM;FEM;SG
org	org	org	org		
motor	motor	motor	motor		
motor	motor	motor	motor		
motor	motor	motor	motor		
dans	taniec	dans	taniec	N;NOM;SG;3	N;NOM;MASC;SG
dans	taniec	dans	taniec	N;NOM;SG;3	N;NOM;MASC;SG
standart	standard	standart	standard		
sarmal	cewki	sarmal	cewka		
sarmal	helix	sarmal	helix		
orman	woods	orman	woods		
ulaşım	przewóz	ulaşım	przewóz	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	dojazd	ulaşım	dojazd	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	przewóz	ulaşım	przewóz	N;NOM;SG;3	N;NOM;MASC;SG
ulaşım	transport	ulaşım	transport	N;NOM;SG;3	N;NOM;MASC;SG
gazi	ghazi	gazi	ghazić		
gazi	gazi	gazi	gaz		
önem	znaczenie	önem	znaczenie	N;NOM;SG;3	N;NOM;NEUT;SG
erdoğan	erdoğan	erdoğan	erdoğan		
uygulama	app	uygulama	app		
kurum	sadzy	kurum	sadza		
ülkeler	narody	ülke	naród	N;NOM;PL;3	N;NOM;MASC;PL
ülkeler	kraje	ülke	kraj	N;NOM;PL;3	N;NOM;MASC;PL
danimarka	danii	danim	danie		
mark	marka	mark	marka		
ada	wyspy	ada	wyspa		
ada	island	ada	island		
ada	isle	ada	isle		
baskı	wyd	baskı	wyd		
live	live	live	liv		
live	żywo	live	żywo		
ziyaret	zwiedzanie	ziyaret	zwiedzać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ziyaret	odwiedziny	ziyaret	odwiedzina	N;NOM;SG;3	N;NOM;FEM;SG
ziyaret	odwiedziny	ziyaret	odwiedzina	N;NOM;SG;3	N;NOM;FEM;SG
ziyaret	wizyta	ziyaret	wizyta	N;NOM;SG;3	N;NOM;FEM;SG
ziyaret	odwiedziny	ziyaret	odwiedzina	N;NOM;SG;3	N;NOM;FEM;SG
renk	barwy	renk	barwa		
zarar	szkody	zarar	szkoda		
zarar	szkody	zarar	szkoda		
yıldırım	grom	yıldırım	groć		
yıldırım	piorun	yıldırım	piorun		
yıldırım	piorun	yıldırım	piorun		
yıldırım	piorun	yıldırım	piorun		
arjantin	argentyna	arjantin	argentyna		
arjantin	argentyna	arjantin	argentyna		
arjantin	argentyny	arjantin	argentyna		
teşvik	bodźce	teşvik	bodźka		
teşvik	zachęty	teşvik	zachęta		
teşvik	zachęty	teşvik	zachęta		
teşvik	zachęty	teşvik	zachęta		
seri	serie	seri	serie		
seri	series	seri	series		
seri	serii	seri	seria		
antlaşması	traktat	antlaşma	traktat	N;NOM;SG;3	N;NOM;MASC;SG
kale	zamek	kale	zamek		
kale	castle	kale	castło		
kale	zamku	kale	zamek		
kale	kale	kale	kał		
kale	twierdza	kale	twierdzać		
kale	cytadela	kale	cytadel		
olimpiyat	olimpiada	olimpiyat	olimpiadać	N;NOM;SG;3	N;NOM;FEM;SG
olimpiyat	olimpiada	olimpiyat	olimpiadać	N;NOM;SG;3	N;NOM;FEM;SG
sen	ty	sen	ty	PRO;NOM;SG;2	PRO;NOM;MASC;SG;2
yazdı	napisała	yaz	napisać	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
yazdı	napisał	yaz	napisać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
yazdı	napisał	yaz	napisać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
king	king	king	king		
art	sztuki	art	sztuka		
art	art	art	art		
fotoğraf	foto	fotoğraf	foto		
fotoğraf	photography	fotoğraf	photographa		
önceden	wcześniej	önceden	wcześnie	ADV	ADV;CMPR
önceden	poprzednio	önceden	poprzednio	ADV	ADV
önceden	wcześniej	önceden	wcześnie	ADV	ADV;CMPR
best	best	best	best		
içi	wewnątrz	iç	wewnątrz		
hafif	lekka	hafif	lekki	ADJ	ADJ;NOM;FEM;SG
hafif	lekki	hafif	lekki	ADJ	ADJ;NOM;MASC;SG
hafif	łagodna	hafif	łagodny	ADJ	ADJ;NOM;FEM;SG
hafif	łagodny	hafif	łagodny	ADJ	ADJ;NOM;MASC;SG
hafif	lekkie	hafif	lekki	ADJ	ADJ;NOM;NEUT;SG
hafif	lekki	hafif	lekki	ADJ	ADJ;NOM;MASC;SG
teslim	dostawa	teslim	dostawa		
kodu	code	kodu	cod		
tahta	wood	tahta	wood		
tahta	drewna	tahta	drewna		
tahta	plank	tahta	plank		
geçiş	przejścia	geçiş	przejście		
geçiş	pass	geçiş	pass		
kapalı	off	kapalı	off		
off	off	off	off		
kürt	kurta	kürt	kurta		
kürt	wolf	kürt	wolf		
latin	latino	latin	latino		
latin	latina	latin	latina		
dalga	fal	dalga	fala		
sözleşme	umowy	sözleşme	umowa		
dna	dna	dna	dno		
lideri	dowódca	lider	dowódca	N;NOM;SG;3	N;NOM;MASC;SG
lideri	lider	lider	lider	N;NOM;SG;3	N;NOM;MASC;SG
lideri	przywódca	lider	przywódca	N;NOM;SG;3	N;NOM;MASC;SG
allah	boże	allah	boży		
toplumsal	społeczna	toplumsal	społeczny	ADJ	ADJ;NOM;FEM;SG
toplumsal	towarzyskie	toplumsal	towarzyski	ADJ	ADJ;NOM;NEUT;SG
toplumsal	społeczne	toplumsal	społeczny	ADJ	ADJ;NOM;NEUT;SG
toplumsal	socjalna	toplumsal	socjalny	ADJ	ADJ;NOM;FEM;SG
toplumsal	społeczny	toplumsal	społeczny	ADJ	ADJ;NOM;MASC;SG
toplumsal	społecznego	toplumsal	społeczny	ADJ	ADJ;ACC;MASC;SG
tekli	single	tekli	singło		
frank	franka	frank	franek		
ilişkili	pokrewne	ilişkili	pokrewny		
tom	tom	tom	tom		
federal	fed	federal	fed		
uçak	samolot	uçak	samolot	N;NOM;SG;3	N;NOM;MASC;SG
uçak	samolot	uçak	samolot	N;NOM;SG;3	N;NOM;MASC;SG
uçak	płaszczyzna	uçak	płaszczyzna	N;NOM;SG;3	N;NOM;FEM;SG
uçak	samolot	uçak	samolot	N;NOM;SG;3	N;NOM;MASC;SG
uçak	samolot	uçak	samolot	N;NOM;SG;3	N;NOM;MASC;SG
gerçekten	rzeczywiście	gerçekten	rzeczywiście	ADV	ADV
gerçekten	prawdziwie	gerçekten	prawdziwie	ADV	ADV
beşinci	piąte	beşinci	piąty		
beşinci	piąta	beşinci	piąty		
cup	cup	cup	cup		
kurucusu	założyciel	kurucu	założyciel	N;NOM;SG;3	N;NOM;MASC;SG
yükseldi	powstał	yüksel	powstać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
yükseldi	wstąpił	yüksel	wstąpić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
bas	bass	bas	bass		
bas	bas	bas	bas		
bas	prasy	bas	prasa		
bas	bas	bas	bas		
kar	profit	kar	profit		
kar	kar	kar	kara		
norveç	norwegia	norveç	norwegia		
norveç	norwegii	norveç	norweg		
sayılı	policzone	sayılı	policzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gemi	łodzi	gemi	łódź		
gemi	łódź	gemi	łódź		
mühendisliği	maszynownia	mühendislik	maszynownia	N;NOM;SG;3	N;NOM;FEM;SG
mühendisliği	inżynieria	mühendislik	inżynierie	N;NOM;SG;3	N;NOM;FEM;SG
etnik	etno	etnik	etno		
ayı	misia	ayı	misia		
program	grafik	program	grafik		
ikisi	oboje	iki	obój		
ikisi	oba	iki	oba		
dağları	góry	dağ	góra	N;NOM;PL;3	N;NOM;FEM;PL
hakan	hakan	hak	hakan		
ilişkiler	związki	ilişki	związek	N;NOM;PL;3	N;NOM;MASC;PL
ilişkiler	relacje	ilişki	relacja	N;NOM;PL;3	N;NOM;FEM;PL
ilişkiler	relacje	ilişki	relacja	N;NOM;PL;3	N;NOM;FEM;PL
ilişkiler	stosunki	ilişki	stosunki	N;NOM;PL;3	N;NOM;NEUT;PL
görüntü	obrazek	görüntü	obrazek	N;NOM;SG;3	N;NOM;MASC;SG
görüntü	obraz	görüntü	obraz	N;NOM;SG;3	N;NOM;MASC;SG
hakim	judge	hakim	judga		
hakim	hakim	hakim	haki		
toplum	society	toplum	societa		
emre	emre	emre	emry		
aziz	święty	aziz	święty		
aziz	święta	aziz	święto		
aziz	saint	aziz	saint		
tokat	slap	tokat	slap		
hacı	hadji	hacı	hadja		
hacı	cross	hacı	cross		
hacı	haji	hacı	haja		
gaz	gazu	gaz	gaz		
açıkladı	wyjaśnił	açıkla	wyjaśnić	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
solo	solo	solo	solo		
gov	gov	gov	gov		
hep	zawsze	hep	zawsze	ADV	ADV
konser	koncert	konser	koncert	N;NOM;SG;3	N;NOM;MASC;SG
albert	alberta	albert	albert		
albert	albercie	albert	albert		
png	png	png	pogg		
işbirliği	współpraca	işbirliği	współpracać	N;NOM;SG;3	N;NOM;FEM;SG
işbirliği	współpraca	işbirliği	współpracać	N;NOM;SG;3	N;NOM;FEM;SG
istatistikleri	statystyki	ista	statystyka	N;NOM;PL;3	N;NOM;FEM;PL
istatistikleri	statystyki	ista	statystyka	N;NOM;PL;3	N;NOM;FEM;PL
istatistikleri	statystyki	ista	statystyka	N;NOM;PL;3	N;NOM;FEM;PL
komedi	komedia	komedi	komediać	N;NOM;SG;3	N;NOM;FEM;SG
buz	mróz	buz	mróz		
buz	frost	buz	frost		
buz	lód	buz	lód		
buz	ice	buz	icey		
hint	indo	hint	indo		
hint	indian	hint	indian		
hint	indie	hint	indie		
cem	cem	cem	cem		
oyuncular	zawodnicy	oyuncu	zawodnik	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	gracze	oyuncu	gracz	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	aktorzy	oyuncu	aktor	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	gracze	oyuncu	gracz	N;NOM;PL;3	N;NOM;MASC;PL
oyuncular	wykonawcy	oyuncu	wykonawca	N;NOM;PL;3	N;NOM;MASC;PL
kullanıcılar	użytkownicy	kullanıcı	użytkownik	N;NOM;PL;3	N;NOM;MASC;PL
kur	koran	kur	korano		
kur	woo	kur	woo		
şah	szach	şah	szach		
olaylar	wydarzenia	olay	wydarzenie	N;NOM;PL;3	N;NOM;NEUT;PL
pazar	niedziele	pazar	niedziela		
pazar	sunday	pazar	sunday		
pazar	niedziela	pazar	niedziela		
pazar	bazaar	pazar	bazaar		
pazar	market	pazar	market		
cevap	odpowiedź	cevap	odpowiedź	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpowiedź	cevap	odpowiedź	N;NOM;SG;3	N;NOM;FEM;SG
cevap	odpowiedź	cevap	odpowiedź	N;NOM;SG;3	N;NOM;FEM;SG
cevap	reakcja	cevap	reakcja	N;NOM;SG;3	N;NOM;FEM;SG
cevap	reagowanie	cevap	reagować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
link	łącze	link	łączyć		
link	ogniwo	link	ogniwo		
manyetik	magnetyczne	manyetik	magnetyczny	ADJ	ADJ;NOM;NEUT;SG
manyetik	magnetyczny	manyetik	magnetyczny	ADJ	ADJ;NOM;MASC;SG
dilleri	języki	dil	język	N;NOM;PL;3	N;NOM;MASC;PL
ağa	agha	ağa	agha		
karl	karla	karl	karla		
ikili	duo	ikili	duo		
ikili	dwójki	ikili	dwójka		
sinan	sinan	sinan	sinan		
isa	isa	isa	isać		
isa	jezu	isa	jezus		
çağ	era	çağ	era		
çağ	ery	çağ	ery		
bölgesel	regionalnych	bölgesel	regionalny	ADJ	ADJ;GEN;MASC;PL
bölgesel	regionalne	bölgesel	regionalny	ADJ	ADJ;NOM;NEUT;SG
bölgesel	regionalny	bölgesel	regionalny	ADJ	ADJ;NOM;MASC;SG
bölgesel	regionalna	bölgesel	regionalny	ADJ	ADJ;NOM;FEM;SG
bölgesel	poprzecznego	bölgesel	poprzeczny	ADJ	ADJ;ACC;MASC;SG
kayıp	zagubiona	kayıp	zagubić	ADJ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kayıp	zagubiony	kayıp	zagubić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kayıp	stracone	kayıp	stracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kayıp	utracone	kayıp	utracić	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
kayıp	brakujące	kayıp	brakować	ADJ	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
kayıp	zaginiony	kayıp	zaginić	ADJ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ip	strun	ip	struna		
night	night	night	night		
görüş	opinia	görüş	opinia	N;NOM;SG;3	N;NOM;FEM;SG
hattı	line	hat	liny		
trabzonspor	trabzonspor	trabzonspor	trabzonspor	N;NOM;SG;3	N;NOM;MASC;SG
doğa	natura	doğa	natura		
doğa	natury	doğa	natura		
milletler	narody	millet	naród	N;NOM;PL;3	N;NOM;MASC;PL
inşaat	budowa	inşaat	budowa		
yönetici	executive	yönetici	executiv		
saray	court	saray	court		
big	big	big	big		
çağdaş	współczesny	çağdaş	współczesny		
çağdaş	współczesnej	çağdaş	współczesny		
çağdaş	współczesne	çağdaş	współczesny		
sonu	end	son	end		
evlilik	ślub	evlilik	ślub	N;NOM;SG;3	N;NOM;MASC;SG
evlilik	małżeństwo	evlilik	małżeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
evlilik	małżeństwa	evlilik	małżeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
