まで	bis	まで	bis	ADP	ADP
宣伝	werben	宣伝	werben	V	V;NFIN
宣伝	fördern	宣伝	fördern	V	V;NFIN
宣伝	hervorheben	宣伝	hervorheben	V	V;NFIN
宣伝	auftrieb	宣伝	auftreiben	V	V;V.PTCP
宣伝	erhöhen	宣伝	erhöhen	V	V;NFIN
宣伝	bewerben	宣伝	bewerben	V	V;NFIN
宣伝	steigern	宣伝	steigern	V	V;NFIN
哲学	philosophie	哲学	philosophie	N	N;NOM;FEM;SG
財団	stiftung	財団	stiftung	N	N;NOM;FEM;SG
反応	reaktionen	反応	reaktion	V	V;NFIN
教師	lehrerinnen	教師	lehrerinnen	N	N;NOM;PL
教師	dozenten	教師	dozent	N	N;NOM;PL
宗教	religionen	宗教	religion	N	N;NOM;PL
住宅	häuser	住宅	haus	N	N;NOM;NEUT;PL
保存	speichern	保存	speichern	V	V;NFIN
保存	sparen	保存	sparen	V	V;NFIN
保存	retten	保存	retten	V	V;NFIN
保存	speichere	保存	speich	V	V;IND;SG;3;PRS;FIN
保存	speichern	保存	speichern	V	V;NFIN
保存	sparen	保存	sparen	V	V;NFIN
保存	retten	保存	retten	V	V;NFIN
緊急	dringend	緊急	dringend	ADJ	ADJ
緊急	dringlich	緊急	dringlich	ADJ	ADJ
緊急	dringlichkeit	緊急	dringlichkeit	ADJ	ADJ
緊急	dringenden	緊急	dringend	ADJ	ADJ
緊急	dringende	緊急	dringend	ADJ	ADJ;NOM;FEM;PL
緊急	soforthilfe	緊急	soforthilf	ADJ	ADJ;NOM;FEM;SG
緊急	notaufnahme	緊急	notaufnahme	ADJ	ADJ;NOM;FEM;SG
連隊	regiment	連隊	regiment	N	N;NOM;NEUT;SG
連結	konsolidiert	連結	konsolidieren	V	V;V.PTCP
連結	konsolidierten	連結	konsolidiert	V	V;IND;PL;3;PST;FIN
連結	konsolidierte	連結	konsolidieren	V	V;IND;SG;3;PST;FIN
ストーリー	erzählung	ストーリー	erzählung	N	N;FEM;SG
ストーリー	erzählungen	ストーリー	erzählingen	N	N;NOM;FEM;PL
ストーリー	erzählungen	ストーリー	erzählingen	N	N;NOM;FEM;PL
ストーリー	erzählung	ストーリー	erzählung	N	N;FEM;SG
交換	austauschen	交換	austauschen	V	V;NFIN
交換	tauschen	交換	tauschen	V	V;NFIN
保険	versicherung	保険	versicherung	N	N;NOM;FEM;SG
保険	versicherungen	保険	versicherung	N	N;NOM;FEM;PL
制限	begrenzungen	制限	begrenzung	V	V;NFIN
制限	einschränkungen	制限	einschränkungen	V	V
制限	grenzen	制限	grenzen	V	V;NFIN
制限	beschränkungen	制限	beschränken	V	V;NFIN
制限	restriktionen	制限	restriktion	V	V;NFIN
制限	einschränkungen	制限	einschränkungen	V	V
制限	beschränkungen	制限	beschränken	V	V;NFIN
制限	begrenzungen	制限	begrenzung	V	V;NFIN
制限	grenzen	制限	grenzen	V	V;NFIN
制限	einschränkungen	制限	einschränkungen	V	V
制限	beschränkungen	制限	beschränken	V	V;NFIN
制限	beschränken	制限	beschränken	V	V;NFIN
制限	begrenzen	制限	begrenzen	V	V;NFIN
キー	tasten	キー	tasten	N	N
責任	haftung	責任	haftung	N	N;SG
児童	kind	児童	kind	N	N;NOM;NEUT;SG
フル	volle	フル	voll	N	N;NOM;FEM;PL
電力	strom	電力	strom	N	N;NOM;MASC;SG
電力	stromversorgung	電力	stromversorgung	N	N;NOM;FEM;SG
医学	medizin	医学	medizin	N	N;NOM;SG
医学	arzt	医学	arzen	N	N;SG
医学	medizin	医学	medizin	N	N;NOM;SG
所有	gehört	所有	gehören	V	V;V.PTCP
サー	herr	サー	herr	N	N;NOM;MASC;SG
シーン	szene	シーン	szen	N	N;SG
シーン	szenen	シーン	szenen	N	N;NOM;PL
憲法	verfassung	憲法	verfassung	N	N;NOM;FEM;SG
管理	administratoren	管理	administratoren	N	N;NOM;PL
管理	administratoren	管理	administratoren	N	N;NOM;PL
管理	administratoren	管理	administratoren	N	N;NOM;PL
管理	administratoren	管理	administratoren	N	N;NOM;PL
カバー	abdeckung	カバー	abdeckung	N	N;NOM;SG
コンピュータ	datenverarbeitung	コンピュータ	datenverarbeitung	N	N;NOM;FEM;SG
取引	transaktionen	取引	transaktionen	V	V;NFIN
取引	buchungen	取引	buchingen	V	V;NFIN
取引	transaktionen	取引	transaktionen	V	V;NFIN
長い	lang	長い	lang	ADJ	ADJ
長い	langen	長い	lang	ADJ	ADJ
長い	langer	長い	lang	ADJ	ADJ
禁止	untersagt	禁止	untersagen	V	V;V.PTCP
禁止	verbot	禁止	verbieten	V	V;IND;SG;3;PST;FIN
禁止	verbot	禁止	verbieten	V	V;IND;SG;3;PST;FIN
強化	stärken	強化	stärken	V	V;NFIN
強化	verstärken	強化	verstärken	V	V;NFIN
パン	pfanne	パン	pfannen	N	N;SG
管轄	zuständigkeiten	管轄	zuständigkeiten	V	V;NFIN
先生	arzt	先生	arzen	N	N;SG
先生	doktor	先生	doktor	N	N;SG
先生	ärztin	先生	ärztin	N	N;SG
ハウス	haus	ハウス	haus	N	N;NOM;NEUT;SG
展示	ausstellen	展示	ausstellen	V	V;NFIN
展示	messen	展示	messen	V	V;NFIN
検索	durchsuchen	検索	durchsuchen	V	V;NFIN
検索	suchen	検索	suchen	V	V;NFIN
検索	suchen	検索	suchen	V	V;NFIN
会員	mitglieder	会員	mitglied	N	N;NOM;NEUT;PL
会員	mitglieder	会員	mitglied	N	N;NOM;NEUT;PL
リスト	listen	リスト	listen	V	V;NFIN
竣工	fertigstellung	竣工	fertigstellung	N	N;NOM;FEM;SG
スキー	skigebiete	スキー	skigebiet	N	N;NOM;SG
スキー	skigebiete	スキー	skigebiet	N	N;NOM;SG
消滅	verfallen	消滅	verfallen	V	V;V.PTCP
消滅	erlöschen	消滅	erlöschen	V	V;NFIN
消滅	erlöschen	消滅	erlöschen	V	V;NFIN
消滅	aussterben	消滅	aussterben	V	V;NFIN
機器	ausstattung	機器	ausstattung	N	N
機器	ausrüstung	機器	ausrüstung	N	N;NOM;FEM;SG
機器	geräte	機器	geräten	N	N;NOM;NEUT;PL
機器	geräte	機器	geräten	N	N;NOM;NEUT;PL
プロダクション	fertigung	プロダクション	Fertigung	N	N;NOM;FEM;SG
プロダクション	herstellung	プロダクション	herstellung	N	N;NOM;FEM;SG
プロダクション	erzeugung	プロダクション	erzeugung	N	N;SG
アカデミー	akademie	アカデミー	akademie	N	N;NOM;FEM;SG
司会	moderatoren	司会	moderator	N	N;NOM;PL
司会	moderatoren	司会	moderator	N	N;NOM;PL
合意	einvernehmen	合意	einvernehmen	V	V;NFIN
合意	stimmte	合意	stimmen	V	V;IND;SG;3;PST;FIN
合意	zugestimmt	合意	zustimmen	V	V;V.PTCP
合意	vereinbart	合意	vereinbaren	V	V;V.PTCP
合意	einverstanden	合意	einverstanden	V	V;NFIN
合意	abkommen	合意	abkommen	V	V;NFIN
合意	vertrag	合意	vertragen	V	V;IND;SG;3;PST;FIN
合意	übereinkommen	合意	übereinkommen	V	V;NFIN
二	zwei	二	zwei	NUM	NUM
改善	verbessern	改善	verbessern	V	V;NFIN
改善	verbessern	改善	verbessern	V	V;NFIN
改善	verbesserungen	改善	verberseringen	V	V
文書	dokument	文書	dokument	N	N;NOM;NEUT;SG
文書	dokumente	文書	dokument	N	N;NOM;SG
文書	urkunden	文書	urkinden	N	N;PL
文書	dokumente	文書	dokument	N	N;NOM;SG
世代	erzeugung	世代	erzeugung	N	N;SG
審査	überprüfung	審査	überprüfung	N	N;NOM;FEM;SG
審査	untersuchung	審査	untersuchung	N	N;SG
審査	prüfung	審査	prüfung	N	N;SG
重量	gewicht	重量	wechen	N	N;NOM;NEUT;SG
観測	bemerkte	観測	bemerkt	V	V;IND;SG;3;PST;FIN
観測	beobachtete	観測	beobachtet	V	V;IND;SG;3;PST;FIN
観測	beobachtet	観測	beobachten	V	V;V.PTCP
観測	beobachtungen	観測	beobachtung	V	V;NFIN
観測	anmerkungen	観測	anmerkingen	V	V;NFIN
観測	beobachtungen	観測	beobachtung	V	V;NFIN
観測	bemerkungen	観測	bemerkungen	V	V;NFIN
会場	ort	会場	ort	N	N;NOM;MASC;SG
会場	veranstaltungsorte	会場	veranstaltungsorte	N	N;NOM;MASC;PL
会場	räumlichkeiten	会場	räumlichkeit	N	N;NOM;FEM;PL
プレイヤー	spielern	プレイヤー	spielern	N	N;PL
河川	fluss	河川	flassen	N	N;NOM;MASC;SG
河川	flüsse	河川	flüssen	N	N;NOM;MASC;PL
河川	flüssen	河川	flüssen	N	N;NOM;FEM;PL
巨大	gewaltig	巨大	gewaltig	ADJ	ADJ
巨大	riesig	巨大	riesig	ADJ	ADJ
巨大	riesigen	巨大	riesig	ADJ	ADJ
巨大	riesige	巨大	riesig	ADJ	ADJ;NOM;FEM;PL
巨大	riesiger	巨大	riesig	ADJ	ADJ
巨大	riesigen	巨大	riesig	ADJ	ADJ
伝統	bräuche	伝統	bräuchen	N	N;NOM;PL
ナイト	nacht	ナイト	nacht	N	N
区分	kategorien	区分	kategorien	N	N;NOM;FEM;PL
区分	kategorie	区分	kategorie	N	N;NOM;FEM;SG
命令	anweisungen	命令	anweisungen	V	V;NFIN
命令	instruktionen	命令	instruktion	V	V;NFIN
旅行	reisen	旅行	reisen	V	V;NFIN
旅行	reisen	旅行	reisen	V	V;NFIN
旅行	ausflügen	旅行	ausflügen	V	V;NFIN
旅行	reisen	旅行	reisen	V	V;NFIN
要求	forderungen	要求	forderung	V	V;NFIN
要求	anforderungen	要求	anforderingen	V	V;NFIN
少ない	abzüglich	少ない	abzüglich	ADJ	ADJ
比較	vergleicht	比較	vergleichen	V	V;SG;FIN
比較	vergleichen	比較	vergleichen	V	V;NFIN
比較	vergleichen	比較	vergleichen	V	V;NFIN
向上	verbessern	向上	verbessern	V	V;NFIN
バトル	kampf	バトル	kampfen	N	N;SG
バトル	schlacht	バトル	schlacht	N	N;NOM;FEM;SG
ダンス	tänze	ダンス	tänzen	N	N;NOM;PL
資格	qualifizierung	資格	qualifizierung	N	N;NOM;FEM;SG
資格	abschlüsse	資格	abschlüß	N	N;NOM;PL
資格	qualifikationen	資格	qualifikationen	N	N;NOM;FEM;PL
資格	qualifikation	資格	qualifikation	N	N;NOM;FEM;SG
資格	qualifizierung	資格	qualifizierung	N	N;NOM;FEM;SG
資格	qualifikationen	資格	qualifikationen	N	N;NOM;FEM;PL
資格	qualifikation	資格	qualifikation	N	N;NOM;FEM;SG
実現	realisiert	実現	realisieren	V	V;V.PTCP
実現	realisierte	実現	realisieren	V	V;IND;SG;3;PST;FIN
実現	verwirklicht	実現	verwirklichen	V	V;V.PTCP
ミサイル	raketen	ミサイル	raket	N	N;PL
到着	anreisen	到着	anreisen	V	V;NFIN
到着	anreisen	到着	anreisen	V	V;NFIN
到着	ankommen	到着	ankommen	V	V;NFIN
到着	anreisen	到着	anreisen	V	V;NFIN
到着	eingängen	到着	eingängen	V	V;IND;PL;3;FIN
平和	friedlichen	平和	friedlich	ADJ	ADJ
平和	friedliche	平和	friedlich	ADJ	ADJ;NOM;FEM;PL
平和	friedlich	平和	friedlich	ADJ	ADJ
一度	einst	一度	einst	ADV	ADV
一度	einmal	一度	einmal	ADV	ADV
一度	mal	一度	mal	ADV	ADV
一度	sobald	一度	sobald	ADV	ADV
集合	zusammenstellungen	集合	zusammenstellingen	N	N;NOM;FEM;PL
回転	drehen	回転	drehen	V	V;NFIN
回転	drehen	回転	drehen	V	V;NFIN
小惑星	asteroid	小惑星	asteroid	N	N;NOM;SG
用語	begriff	用語	begreifen	N	N;MASC;SG
用語	geschäftsbedingungen	用語	geschäftsbedingung	N	N;NOM;FEM;PL
用語	terminologie	用語	terminologie	N	N;NOM;FEM;SG
姉妹	schwestern	姉妹	schwestern	N	N;NOM;PL
小さな	kleines	小さな	klein	ADJ	ADJ;NOM;NEUT;SG
小さな	kleiner	小さな	klein	ADJ	ADJ
小さな	kleine	小さな	klein	ADJ	ADJ;NOM;FEM;PL
小さな	kleinen	小さな	klein	ADJ	ADJ;PL
小さな	klein	小さな	klein	ADJ	ADJ
操作	betrieb	操作	betreiben	V	V;IND;SG;3;PST;FIN
操作	operationen	操作	operation	V	V;NFIN
操作	betrieb	操作	betreiben	V	V;IND;SG;3;PST;FIN
適用	beantragen	適用	beantragen	V	V;NFIN
適用	anwenden	適用	anwenden	V	V;NFIN
適用	bewerben	適用	bewerben	V	V;NFIN
適用	gelten	適用	gelten	V	V;NFIN
仲間	genosse	仲間	genießen	N	N;NOM;MASC;SG
キロ	km	キロ	km	N	N;NOM;MASC;PL
論文	these	論文	these	N	N;NOM
休止	anhalten	休止	anhalten	V	V;NFIN
属する	gehöre	属する	gehören	V	V;SBJV;SG;3;PRS;FIN
属する	dazugehören	属する	dazugehören	V	V;NFIN
属する	gehören	属する	gehören	V	V;IND;3;PRS;FIN
属する	angehören	属する	angehören	V	V;NFIN
レポート	bericht	レポート	berechen	N	N
レポート	berichterstattung	レポート	berichterstattung	N	N;NOM;FEM;SG
市町村	gemeinden	市町村	gemeinden	N	N;NOM;FEM;PL
市町村	gemeinde	市町村	gemeinde	N	N;NOM;FEM;SG
市町村	gemeinde	市町村	gemeinde	N	N;NOM;FEM;SG
市町村	kommune	市町村	kommun	N	N;NOM;FEM;SG
地図	karten	地図	kart	V	V;NFIN
地図	landkarten	地図	landkarten	V	V;NFIN
違反	durchbrechen	違反	durchbrechen	V	V;NFIN
違反	verletzungen	違反	verletzungen	V	V;NFIN
違反	übertretungen	違反	übertretungen	V	V;NFIN
違反	vergehen	違反	vergehen	V	V;V.PTCP
性能	leistung	性能	leistung	N	N;NOM;FEM;SG
役割	rolle	役割	roll	N	N;NOM;FEM;SG
役割	rolle	役割	roll	N	N;NOM;FEM;SG
改良	verbesserungen	改良	verberseringen	V	V
改良	verbesserte	改良	verbessern	V	V;IND;SG;3;PST;FIN
改良	verbessert	改良	verbessern	V	V;V.PTCP
講師	dozenten	講師	dozent	N	N;NOM;PL
講師	dozenten	講師	dozent	N	N;NOM;PL
曖昧	vagen	曖昧	vagen		
録音	aufzeichnen	録音	aufzeichnen	V	V;NFIN
録音	aufnehmen	録音	aufnehmen	V	V;NFIN
録音	aufnahmen	録音	aufnehmen	V	V;IND;PL;3;PST;FIN
読み	lesen	読む	lesen	V	V;NFIN
読み	gelesen	読む	lesen	V	V;V.PTCP
読み	lese	読む	lese	V	V;IND;SG;3;PRS;FIN
指名	nominiert	指名	nominieren	V	V;V.PTCP
コレクション	kollektionen	コレクション	kollektion	N	N;NOM;FEM;PL
コレクション	sammlung	コレクション	sammlung	N	N;NOM;FEM;SG
コレクション	sammlungen	コレクション	sammlung	N	N;NOM;FEM;PL
コレクション	sammlung	コレクション	sammlung	N	N;NOM;FEM;SG
コレクション	erhebung	コレクション	Erhebung	N	N;NOM;FEM;SG
コレクション	sammlungen	コレクション	sammlung	N	N;NOM;FEM;PL
犯罪	verbrechens	犯罪	verbrechens	N	N;NOM;NEUT;SG
医師	arzt	医師	arzen	N	N;SG
医師	ärztin	医師	ärztin	N	N;SG
医師	arzt	医師	arzen	N	N;SG
医師	ärzte	医師	ärzen	N	N;NOM;PL
医師	arzt	医師	arzen	N	N;SG
医師	ärzte	医師	ärzen	N	N;NOM;PL
医師	arzt	医師	arzen	N	N;SG
医師	doktor	医師	doktor	N	N;SG
医師	ärztin	医師	ärztin	N	N;SG
国会	nahrung	国会	nahrung	N	N;NOM;FEM;SG
国会	ernährung	国会	Ernährung	N	N;NOM;FEM;SG
インタビュー	interview	インタビュー	interveiwen	N	N;SG
インタビュー	befragung	インタビュー	befragung	N	N;NOM;FEM;SG
インタビュー	gespräch	インタビュー	gespräch	N	N;NOM;NEUT;SG
インタビュー	befragung	インタビュー	befragung	N	N;NOM;FEM;SG
生命	lebens	生命	lebens	N	N;NOM;PL
コミュニティ	gemeinde	コミュニティ	gemeinde	N	N;NOM;FEM;SG
弁護士	juristen	弁護士	juristen	N	N;NOM;PL
弁護士	anwälte	弁護士	anwalten	N	N;NOM;MASC;PL
弁護士	juristen	弁護士	juristen	N	N;NOM;PL
弁護士	anwälte	弁護士	anwalten	N	N;NOM;MASC;PL
弁護士	juristen	弁護士	juristen	N	N;NOM;PL
弁護士	anwalt	弁護士	anwalt	N	N;NOM;SG
危険	gefährlicher	危険	gefährlich	ADJ	ADJ
危険	gefährlich	危険	gefährlich	ADJ	ADJ
危険	gefährlichen	危険	gefährlich	ADJ	ADJ
危険	gefährliche	危険	gefährlich	ADJ	ADJ;NOM;FEM;PL
健康	gesund	健康	gesund	ADJ	ADJ
健康	gesundheitswesen	健康	gesundheitswesen	ADJ	ADJ
健康	gesundheitsschutz	健康	gesundheitsschutz	ADJ	ADJ
設備	ausstattung	設備	ausstattung	N	N
設備	ausstattung	設備	ausstattung	N	N
価格	preisgestaltung	価格	preisgestaltung	N	N;NOM;FEM;SG
アニメーション	belebung	アニメーション	belebung	N	N
アニメーション	animation	アニメーション	animation	N	N;NOM;FEM;SG
アニメーション	animationen	アニメーション	animation	N	N;NOM;FEM;PL
アニメーション	belebung	アニメーション	belebung	N	N
アニメーション	animationen	アニメーション	animation	N	N;NOM;FEM;PL
対立	konflikten	対立	konflikt	V	V;NFIN
対立	konflikt	対立	konflikt	V	V;IND;SG;3;PRS;FIN
工学	technik	工学	technik	N	N;SG
母親	mütter	母親	mütter	N	N;NOM;MASC;PL
ドア	tür	ドア	tür	N	N
ドア	tür	ドア	tür	N	N
順位	rangliste	順位	ranglist	N	N;NOM;FEM;SG
あまり	etwas	あまり	etwas	ADV	ADV
ゴール	ziel	ゴール	ziel	N	N;NOM;NEUT;SG
ゴール	tore	ゴール	tor	N	N;NOM;NEUT;PL
ゴール	ziele	ゴール	ziel	N	N;NOM;NEUT;PL
ゴール	ziel	ゴール	ziel	N	N;NOM;NEUT;SG
金融	finanzierungen	金融	finanzierung	N	N;NOM;FEM;PL
金融	finanzierung	金融	finanzierung	N	N;NOM;FEM;SG
動画	video	動画	video	N	N;NOM;NEUT;SG
動画	video	動画	video	N	N;NOM;NEUT;SG
わら	stroh	わら	stroh		
広告	werbung	広告	werbung	N	N;NOM;FEM;SG
広告	werbespot	広告	werbespon	N	N;NOM;SG
広告	werbung	広告	werbung	N	N;NOM;FEM;SG
実行	hinrichten	実行	hinrichten	V	V;NFIN
実行	ausführen	実行	ausführen	V	V;NFIN
始める	starten	始める	start	V	V;NFIN
始める	anfangen	始める	anfangen	V	V;NFIN
始める	beginnen	始める	beginnen	V	V;NFIN
始める	beginn	始める	beginnen	V	V;IND;SG;3;PST;FIN
始める	beginnen	始める	beginnen	V	V;NFIN
始める	beginnt	始める	beginnen	V	V;IND;SG;3;PRS;FIN
始める	anfangen	始める	anfangen	V	V;NFIN
入口	eingang	入口	eingehen	N	N;SG
チャンピオン	meister	チャンピオン	meist	N	N;NOM;MASC;SG
チャンピオン	meister	チャンピオン	meist	N	N;NOM;MASC;SG
日記	fachzeitschriften	日記	fachzeitschrift	N	N;NOM;FEM;PL
有効	eingeschaltet	有効	einschalten	ADJ	ADJ;V.PTCP
有効	aktiviert	有効	aktivieren	ADJ	ADJ;V.PTCP
有効	gültige	有効	gültig	ADJ	ADJ;NOM;FEM;PL
有効	gültigen	有効	gültig	ADJ	ADJ
有効	gültigkeit	有効	gültigkeit	ADJ	ADJ
有効	stichhaltig	有効	stichhaltig	ADJ	ADJ
有効	gültig	有効	gültig	ADJ	ADJ
パワー	leistung	パワー	leistung	N	N;NOM;FEM;SG
パワー	stromversorgung	パワー	stromversorgung	N	N;NOM;FEM;SG
アーティスト	künstlerinnen	アーティスト	künstlerinnen	N	N;NOM;PL
アーティスト	künstlerinnen	アーティスト	künstlerinnen	N	N;NOM;PL
食品	nahrung	食品	nahrung	N	N;NOM;FEM;SG
サポート	unterstützen	サポート	unterstützen	V	V;NFIN
ステーション	bahnhof	ステーション	bahnhof	N	N;NOM;MASC;SG
音声	vortrag	音声	vortragen	N	N;SG
音声	ansprache	音声	ansprechen	N	N;NOM;FEM;SG
音声	sprache	音声	sprechen	N	N;NOM;FEM;SG
遺産	erbe	遺産	erben	N	N;NOM;NEUT;SG
学習	lernte	学習	lernen	V	V;IND;SG;3;PST;FIN
学習	gelernt	学習	lernen	V	V;V.PTCP
学習	erlernte	学習	erlernen	V	V;IND;SG;3;PST;FIN
学習	erlernen	学習	erlernen	V	V;NFIN
学習	lernen	学習	lernen	V	V;NFIN
学習	erfahren	学習	erfahren	V	V;V.PTCP
学習	erfahre	学習	erfahren	V	V;SG;FIN
学習	erlernen	学習	erlernen	V	V;NFIN
学習	lernen	学習	lernen	V	V;NFIN
学習	lerne	学習	lernen	V	V;IND;SG;3;FIN
バンク	banken	バンク	banken	N	N;PL
スコア	punktzahl	スコア	punktzahl	N	N
スコア	filmmusik	スコア	filmmusik	N	N
スコア	punktzahl	スコア	punktzahl	N	N
スペース	räume	スペース	räumen	N	N;NOM;MASC;PL
潜水艦	unterseeboote	潜水艦	unterseeboot	N	N;NOM;FEM;PL
人生	lebens	人生	lebens	N	N;NOM;PL
証券	papiere	証券	papieren	N	N;NOM;PL
ウェブ	website	ウェブ	websit	N	N;SG
コピー	abschrift	コピー	abschreifen	V	V;IND;SG;3;PRS;FIN
コピー	kopieren	コピー	kopieren	V	V;NFIN
コピー	kopieren	コピー	kopieren	V	V;NFIN
ステークス	einsätze	ステークス	einsätzen	N	N;NOM;FEM;PL
エピソード	episoden	エピソード	episod	N	N;NOM;FEM;PL
エピソード	folge	エピソード	folge	N	N;NOM;FEM;SG
エピソード	episoden	エピソード	episod	N	N;NOM;FEM;PL
イラスト	illustrationen	イラスト	illustrationen	N	N;NOM;FEM;PL
イラスト	darstellungen	イラスト	darstellingen	N	N;NOM;FEM;PL
イラスト	darstellung	イラスト	darstellung	N	N;NOM;FEM;SG
すでに	schon	すでに	schon	ADV	ADV
すでに	bereits	すでに	bereits	ADV	ADV
収容	zusage	収容	zusage	N	N;SG
収容	festnahme	収容	festnahm	N	N;NOM;FEM;SG
希望	hofft	希望	hoffen	V	V;IND;SG;3;PRS;FIN
希望	hoffnungen	希望	hoffnung	V	V;NFIN
希望	hoffen	希望	hoffen	V	V;NFIN
航空機	flugzeuge	航空機	flugzeug	N	N;NOM;NEUT;PL
航空機	flugzeuge	航空機	flugzeug	N	N;NOM;NEUT;PL
練習	übung	練習	übung	N	N;NOM;SG
練習	praxis	練習	praxis	N	N;NOM;SG
燃料	kraftstoffe	燃料	kraftstoff	N	N;NOM;FEM;PL
燃料	treibstoffe	燃料	treibstoff	N	N;NOM;FEM;PL
再生	abspielen	再生	abspielen	V	V;NFIN
古い	alten	古い	alt	ADJ	ADJ;NOM;MASC;PL
古い	alte	古い	alt	ADJ	ADJ;NOM;FEM;PL
古い	altstadt	古い	altstadt	ADJ	ADJ
古い	alter	古い	alt	ADJ	ADJ
古い	alt	古い	alt	ADJ	ADJ
撤退	rückzug	撤退	rückzug	V	V;SG
撤退	zurückziehen	撤退	zurückziehen	V	V;NFIN
撤退	rücktritt	撤退	rücktreten	V	V;IND;SG;3;PST;FIN
領域	fläche	領域	fläche	N	N;NOM;FEM;SG
司令官	kommandeur	司令官	kommandeur	N	N;SG
防御	verteidigung	防御	verteidigung	N	N;NOM;FEM;SG
防御	abwehr	防御	abwehr	N	N;SG
防御	selbstverteidigung	防御	selbstverteidigung	N	N;NOM;FEM;SG
防御	verteidigung	防御	verteidigung	N	N;NOM;FEM;SG
防御	abwehr	防御	abwehr	N	N;SG
ビジネス	unternehmen	ビジネス	unternehmen	N	N;NOM;NEUT;PL
ビジネス	geschäft	ビジネス	schäfen	N	N;NOM;NEUT;SG
ビジネス	unternehmen	ビジネス	unternehmen	N	N;NOM;NEUT;PL
ジャンプ	sprünge	ジャンプ	sprüngen	N	N;NOM;SG
友人	freundin	友人	Freundin	N	N;NOM;FEM;SG
友人	freunde	友人	freund	N	N;NOM;PL
期待	erwartungen	期待	erwartung	V	V;V.PTCP
期待	erwartungen	期待	erwartung	V	V;V.PTCP
期待	erwartete	期待	erwartet	V	V;IND;SG;3;PST;FIN
期待	erwartet	期待	erwarten	V	V;V.PTCP
期待	erwarteten	期待	erwarten	V	V;IND;PL;3;PST;FIN
銀河	milchstraße	銀河	milchstraße	N	N;NOM;FEM;SG
困難	schwierigkeit	困難	schwierigkeit	ADJ	ADJ
困難	schwierigkeitsgrad	困難	schwierigkeitsgrad	ADJ	ADJ
アカウント	konto	アカウント	konto	N	N;NOM;SG
アカウント	account	アカウント	account	N	N;SG
アカウント	buchführung	アカウント	buchführung	N	N;NOM;FEM;SG
アカウント	gesamtrechnung	アカウント	gesamtrechnung	N	N;NOM;FEM;SG
アカウント	konten	アカウント	kont	N	N
ロケット	raketen	ロケット	raket	N	N;PL
低い	niedrige	低い	niedrig	ADJ	ADJ;NOM;FEM;PL
低い	niedrig	低い	niedrig	ADJ	ADJ
低い	niedrigen	低い	niedrig	ADJ	ADJ
解決	auflösen	解決	auflösen	V	V;NFIN
解決	lösen	解決	lösen	V	V;NFIN
解決	beheben	解決	beheben	V	V;NFIN
引用	anführungszeichen	引用	anführungszeichen	V	V;NFIN
引用	notierungen	引用	notierung	V	V;NFIN
サイド	seite	サイド	seit	N	N
原則	prinzipien	原則	prinzip	V	V;NFIN
原則	grundsätzen	原則	grundsätzen	V	V;NFIN
株式	lagerbestände	株式	lagerbestände	N	N;NOM;MASC;PL
信頼	selbstvertrauen	信頼	selbstvertrauen	V	V;NFIN
信頼	vertrauen	信頼	vertrauen	V	V;NFIN
信頼	trauen	信頼	trau	V	V;NFIN
信頼	vertrauen	信頼	vertrauen	V	V;NFIN
信頼	vertraue	信頼	vertrauen	V	V;IND;SG;3;PRS;FIN
信頼	traute	信頼	trauen	V	V;IND;SG;3;PST;FIN
信頼	vertraute	信頼	vertrauen	V	V;IND;SG;3;PST;FIN
信頼	vertrauen	信頼	vertrauen	V	V;NFIN
分析	auswerten	分析	auswerten	V	V;NFIN
分析	analysieren	分析	analysieren	V	V;NFIN
分析	analysieren	分析	analysieren	V	V;NFIN
分析	analysen	分析	analyse	V	V;NFIN
収入	erträge	収入	erträg	N	N
収入	umsatz	収入	umsatz	N	N;NOM;MASC;SG
収入	erträge	収入	erträg	N	N
流れる	fließt	流れる	fließen	V	V;IND;SG;3;PRS;FIN
流れる	fließen	流れる	fließen	V	V;NFIN
流れる	fließenden	流れる	fließend	V	V;IND;PL;3;PST;FIN
目標	ziel	目標	ziel	N	N;NOM;NEUT;SG
目標	tore	目標	tor	N	N;NOM;NEUT;PL
目標	ziele	目標	ziel	N	N;NOM;NEUT;PL
しばしば	oft	しばしば	oft	ADV	ADV
しばしば	oftmals	しばしば	oftmals	ADV	ADV
裁判所	gericht	裁判所	ringen	N	N;NOM;SG
裁判所	gericht	裁判所	ringen	N	N;NOM;SG
裁判所	höfe	裁判所	hofen	N	N;NOM;PL
計算	berechnungen	計算	berechnung	V	V;NFIN
計算	berechnungen	計算	berechnung	V	V;NFIN
計算	errechnen	計算	errechnen	V	V;NFIN
計算	berechnen	計算	berechnen	V	V;NFIN
計算	berechnen	計算	berechnen	V	V;NFIN
テスト	test	テスト	test	N	N
テスト	prüfung	テスト	prüfung	N	N;SG
テスト	tests	テスト	tests	N	N
テスト	test	テスト	test	N	N
テスト	prüfung	テスト	prüfung	N	N;SG
テスト	tests	テスト	tests	N	N
意識	bewusstsein	意識	bewußtsein	V	V;IND;SG;3;PRS;FIN
意識	bewusstsein	意識	bewußtsein	V	V;IND;SG;3;PRS;FIN
呼称	benennen	呼称	benennen	V	V;NFIN
許可	erlauben	許可	erlauben	V	V;NFIN
許可	zulassen	許可	zulassen	V	V;NFIN
許可	gestatten	許可	gestatten	V	V;NFIN
