vorn	μπροστά	vorn	μπροστά	ADV	ADV
öffentlicher	δημόσια	öffentlich	δημόσιος	ADJ	ADJ;NOM;FEM;SG
öffentlicher	δημόσιος	öffentlich	δημόσιος	ADJ	ADJ;NOM;MASC;SG
toll	τέλεια	toll	τέλεια	ADJ	ADJ;NOM;FEM;SG
vergrößert	διευρυμένη	vergrößern	διευρύμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
tropischen	τροπικό	tropisch	τροπικός	ADJ	ADJ;NOM;NEUT;SG
tropischen	τροπική	tropisch	τροπικός	ADJ	ADJ;NOM;FEM;SG
vertretung	αντιπροσώπευση	vertretung	αντιπροσώπευση	N;FEM;SG	N;NOM;FEM;SG
vertretung	εκπροσώπηση	vertretung	εκπροσώπηση	N;FEM;SG	N;ACC;FEM;SG
vertretung	αναπαράσταση	vertretung	αναπαράσταση	N;FEM;SG	N;ACC;FEM;SG
vertretung	αντιπρόσωπος	vertretung	αντιπρόσωπος	N;FEM;SG	N;NOM;MASC;SG
vertretung	εκπρόσωπος	vertretung	εκπρόσωπος	N;FEM;SG	N;NOM;MASC;SG
abriss	κατεδάφιση	abreißen	κατεδάφιση	N	N;ACC;FEM;SG
konzipiert	σχεδιασμένη	konzipieren	σχεδιάζω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
konzipiert	σχεδιασμένα	konzipieren	σχεδιασμένα	V;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
konzipiert	σχεδιασμένος	konzipieren	σχεδιασμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
konzipiert	σχεδιασμένο	konzipieren	σχεδιάζω	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
konzipiert	σχεδιάστηκε	konzipieren	σχεδιάζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
breiter	ευρύτερο	breit	εύρύς	ADJ	ADJ;NOM;CMPR;NEUT;SG
breiter	ευρύτερη	breit	ευρύς	ADJ	ADJ;NOM;CMPR;FEM;SG
breiter	ευρεία	breit	ευρεία	ADJ	ADJ;NOM;FEM;SG
breiter	πλατιά	breit	πλατιά	ADJ	ADJ;NOM;FEM;PL
breiter	ευρύτερο	breit	εύρύς	ADJ	ADJ;NOM;CMPR;NEUT;SG
breiter	ευρύτερη	breit	ευρύς	ADJ	ADJ;NOM;CMPR;FEM;SG
vortrag	κήρυγμα	vortragen	κήρυγμα	N;SG	N;NOM;NEUT;SG
vortrag	διάλεξη	vortragen	διάλεξη	N;SG	N;ACC;FEM;SG
vortrag	λόγος	vortragen	λόγος	N;SG	N;NOM;MASC;SG
vortrag	ομιλία	vortragen	ομιλία	N;SG	N;ACC;FEM;SG
vortrag	προσκόμιση	vortragen	προσκόμιση	N;SG	N;ACC;FEM;SG
vortrag	παρουσίαση	vortragen	παρουσίαση	N;SG	N;NOM;FEM;SG
dienstleistungen	υπηρεσίες	dienstleistungen	υπηρεσία	N;NOM;FEM;PL	N;NOM;FEM;PL
standorte	τόπος	standort	τόπος	N;NOM	N;NOM;MASC;SG
standorte	τοποθεσία	standort	τοποθεσία	N;NOM	N;NOM;FEM;SG
standorte	τοποθεσίες	standort	τοποθεσία	N;NOM	N;NOM;FEM;PL
standorte	τοποθεσίες	standort	τοποθεσία	N;NOM	N;NOM;FEM;PL
standorte	χώροι	standort	χώρος	N;NOM	N;NOM;MASC;PL
erwachsene	ενήλικοι	erwachsen	ενήλικος	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL
erwachsene	ενήλικες	erwachsen	ενήλικος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
erwachsene	ενήλικες	erwachsen	ενήλικος	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
erfunden	εφηύρε	erfinden	φεύρω	V;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
erfunden	εφευρέθηκε	erfinden	εφευρώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ehrenmitglied	επίτιμος	ehrenmitglied	επίτιμος	ADJ	ADJ;NOM;MASC;SG
dicke	πάχη	dick	πάχη	N;NOM;FEM;PL	N;NOM;NEUT;PL
ländlichen	αγροτικές	ländlich	αγροτικός	ADJ	ADJ;NOM;FEM;PL
ländlichen	αγροτική	ländlich	αγροτικός	ADJ	ADJ;NOM;FEM;SG
ländlichen	αγροτικός	ländlich	αγροτικός	ADJ	ADJ;NOM;MASC;SG
vielfalt	πολλαπλότητα	vielfalt	πολλαπλότητα	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	πολυφωνία	vielfalt	πολυφωνία	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	ποικιλία	vielfalt	ποικιλία	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	ποικιλομορφία	vielfalt	ποικιλομορφία	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	πολυμορφία	vielfalt	πολυμορφία	N;NOM;FEM;SG	N;NOM;FEM;SG
vielfalt	ποικιλία	vielfalt	ποικιλία	N;NOM;FEM;SG	N;NOM;FEM;SG
wettbewerbe	διαγωνισμοί	wettbewerb	διαγωνισμός	N;NOM;PL	N;NOM;MASC;PL
wettbewerbe	διαγωνισμοί	wettbewerb	διαγωνισμός	N;NOM;PL	N;NOM;MASC;PL
heiraten	παντρευτεί	heiraten	παντρεύω	V;NFIN	V;PFV;NFIN;PASS
stellungnahme	αποψη	stellungnahme	αποψη	N;NOM;FEM;SG	N;NOM;FEM;SG
hierher	εδω	hierher	εδω	ADV	ADV
hierher	εδώ	hierher	εδώ	ADV	ADV
ausgelöst	ενεργοποιήθηκε	auslösen	ενεργοποιώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
grundlegende	βασικές	grundlegend	βασικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
professoren	καθηγητές	professor	καθηγητής	N;NOM;PL	N;NOM;MASC;PL
konzentrierte	συμπυκνωμένο	konzentrieren	συμπυκνωμένος	V;IND;SG;3;PST;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
konzentrierte	επικεντρώθηκε	konzentrieren	επικεντρώνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
konzentrierte	συγκεντρωμένη	konzentrieren	συγκεντρώνω	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
konzentrierte	συγκεντρωμένος	konzentrieren	συγκεντρωμένος	V;IND;SG;3;PST;FIN	V;PFV;NOM;MASC;SG;V.PTCP;PASS
angemeldet	κοινοποίησε	anmelden	κοινοποιώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
angemeldet	κοινοποιήθηκε	anmelden	κοινοποιώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gerechtfertigt	δικαιολογημένο	gerechtfertigt	δικαιολογώ	ADJ	ADJ;NOM;NEUT;SG
beratung	συμβουλή	beratung	συμβουλής	N;NOM;FEM;SG	N;NOM;FEM;SG
orientierung	προσανατολισμός	orientierung	προσανατολισμός	N;NOM;FEM;SG	N;NOM;MASC;SG
elektronischen	ηλεκτρονική	elektronisch	ηλεκτρονικός	ADJ	ADJ;NOM;FEM;SG
elektronischen	ηλεκτρονικό	elektronisch	ηλεκτρονικός	ADJ	ADJ;NOM;NEUT;SG
untergang	αλίμονο	untergehen	αλίμονο	N	N;NOM;MASC;SG
untergang	ντουμ	untergehen	ντουμ	N	N
beamter	επίσημο	beamt	επίσημος	ADJ	ADJ;NOM;NEUT;SG
beamter	επίσημη	beamt	επίσημος	ADJ	ADJ;NOM;FEM;SG
beamter	υπάλληλοι	beamt	υπάλληλος	ADJ	ADJ;NOM;MASC;PL
beamter	αξιωματικός	beamt	αξιωματικός	ADJ	ADJ;NOM;MASC;SG
allgemeines	γενική	allgemein	γενικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
allgemeines	γενικό	allgemein	γενικός	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
identifiziert	προσδιορίζει	identifizieren	προσδιορίζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
identifiziert	αναγνωρίστηκε	identifizieren	αναγνωρίζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gerecht	δίκαιος	rechen	δίκαιος	ADJ	ADJ;NOM;MASC;SG
gerecht	δίκαιη	rechen	δίκαιη	ADJ	ADJ;NOM;FEM;SG
vermitteln	μεσολαβήσει	vermitteln	μεσολαβώ	V;NFIN	V;PFV;NFIN;ACT
argentinischer	αργεντινής	argentinisch	αργεντινός	ADJ	ADJ;GEN;FEM;SG
positiven	θετικές	positiv	θετικός	ADJ	ADJ;NOM;FEM;PL
positiven	θετικός	positiv	θετικός	ADJ	ADJ;NOM;MASC;SG
positiven	θετικό	positiv	θετικός	ADJ	ADJ;NOM;NEUT;SG
positiven	θετική	positiv	θετικός	ADJ	ADJ;NOM;FEM;SG
deutet	υποδηλώνει	deuten	υποδηλώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
religionen	θρησκείες	religion	θρησκεία	N;NOM;PL	N;NOM;FEM;PL
mitwirkung	συμμετοχή	mitwirkung	συμμετοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	συμμετοχη	mitwirkung	συμμετοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	συμμετοχή	mitwirkung	συμμετοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
mitwirkung	συμμετοχη	mitwirkung	συμμετοχή	N;NOM;FEM;SG	N;NOM;FEM;SG
freigegeben	κυκλοφόρησε	freigeben	κυκλοφορώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
freigegeben	απελευθερώνεται	freigeben	απελευθερώνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
entscheidenden	αποφασιστική	entscheidend	αποφασιστικός	ADJ	ADJ;NOM;FEM;SG
entscheidenden	αποφασιστικός	entscheidend	αποφασιστικός	ADJ	ADJ;NOM;MASC;SG
entscheidenden	αποφασιστικό	entscheidend	αποφασιστικός	ADJ	ADJ;NOM;NEUT;SG
entscheidenden	καθοριστική	entscheidend	καθοριστικός	ADJ	ADJ;NOM;FEM;SG
entscheidenden	καθοριστικό	entscheidend	καθοριστικός	ADJ	ADJ;NOM;NEUT;SG
orientierte	προσανατολισμένη	orientieren	προσανατολίζω	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
externen	εξωτερική	extern	εξωτερικός	ADJ	ADJ;NOM;FEM;SG
externen	εξωτερικός	extern	εξωτερικός	ADJ	ADJ;NOM;MASC;SG
auswertung	ερμηνεία	auswertung	ερμηνεία	N;FEM;SG	N;NOM;FEM;SG
auswertung	διερμηνεία	auswertung	διερμηνεία	N;FEM;SG	N;NOM;FEM;SG
auswertung	αξιολόγηση	auswertung	αξιολόγηση	N;FEM;SG	N;ACC;FEM;SG
auswertung	ανάλυση	auswertung	ανάλυση	N;FEM;SG	N;ACC;FEM;SG
rumänischer	ρουμανικό	rumänisch	ρουμανικός	ADJ	ADJ;NOM;NEUT;SG
rumänischer	ρουμανική	rumänisch	ρουμανικός	ADJ	ADJ;NOM;FEM;SG
messung	μέτρησης	messung	μέτρηση	N;SG	N;GEN;FEM;SG
messung	μέτρηση	messung	μέτρηση	N;SG	N;NOM;FEM;SG
messung	μέτρηση	messung	μέτρηση	N;SG	N;NOM;FEM;SG
schlagen	νικήσει	schlagen	νικώ	V;NFIN	V;PFV;NFIN;ACT
inszenierung	στήσιμο	inszenierung	στήσιμο	N;NOM;FEM;SG	N;NOM;NEUT;SG
glaubens	φέιθ	glaubens	φέιθ	N;NOM;NEUT;PL	N
gewerkschaft	γιούνιον	gewerkschaft	γιούνιον	ADJ	ADJ;NOM;NEUT;SG
ansässig	ειδικευόμενος	ansässig	ειδικευόμενος	ADJ	ADJ;NOM;MASC;SG
erkrankungen	αρρώστιες	erkrankung	αρρώστια	N;NOM;FEM;PL	N;NOM;FEM;PL
erkrankungen	ασθένειες	erkrankung	ασθένεια	N;NOM;FEM;PL	N;NOM;FEM;PL
erkrankungen	διαταραχές	erkrankung	διαταραχή	N;NOM;FEM;PL	N;NOM;FEM;PL
blüte	άνθος	blüt	άνθος	N;NOM;FEM;SG	N;NOM;NEUT;SG
blüte	άνθος	blüt	άνθος	N;NOM;FEM;SG	N;NOM;NEUT;SG
blüte	λουλούδι	blüt	λουλούδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
blüte	άνθιση	blüt	άνθιση	N;NOM;FEM;SG	N;NOM;FEM;SG
durchgesetzt	επιβλήθηκε	durchsetzen	επιβάλλω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
ausländische	ξένα	ausländisch	ξένος	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL
überprüft	ελέγχθηκε	überprüfen	ελέγχω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
überprüft	έλεγξα	überprüfen	λέγω	V;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
überprüft	επαληθεύεται	überprüfen	επαληθεύω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
überprüft	επαλήθευσε	überprüfen	επαληθεύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
einladung	πρόσκληση	einladung	πρόσκληση	N;FEM;SG	N;ACC;FEM;SG
einladung	πρόσκληση	einladung	πρόσκληση	N;FEM;SG	N;ACC;FEM;SG
finnischer	φινλανδική	finnisch	φινλανδικός	ADJ	ADJ;NOM;FEM;SG
ausländischen	ξένος	ausländisch	ξένος	ADJ	ADJ;NOM;MASC;SG
ausländischen	ξένο	ausländisch	ξένος	ADJ	ADJ;NOM;NEUT;SG
ausländischen	ξένη	ausländisch	ξένος	ADJ	ADJ;NOM;FEM;SG
ausländischen	ξένα	ausländisch	ξένος	ADJ	ADJ;NOM;NEUT;PL
gesungen	τραγουδάει	singen	τραγούδαι	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
gesungen	τραγουδάμε	singen	τραγούδαι	V;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN;ACT
gesungen	τραγουδώντας	singen	τραγουδώ	V;V.PTCP	V;IPFV;V.CVB;ACT
gesungen	τραγουδούν	singen	τραγούδαι	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
türken	τερκ	türken	τερκ	N;PL	N
zeitweilig	προσωρινό	zeitweilig	προσωρινός	ADJ	ADJ;NOM;NEUT;SG
zeitweilig	προσωρινή	zeitweilig	προσωρινός	ADJ	ADJ;NOM;FEM;SG
zeitweilig	προσωρινός	zeitweilig	προσωρινός	ADJ	ADJ;NOM;MASC;SG
zeitweilig	προσωρινές	zeitweilig	προσωρινός	ADJ	ADJ;NOM;FEM;PL
jährlichen	ετήσια	jährlich	ετήσιος	ADJ	ADJ;NOM;FEM;SG
jährlichen	ετήσιες	jährlich	ετήσιος	ADJ	ADJ;NOM;FEM;PL
jährlichen	ετήσια	jährlich	ετήσιος	ADJ	ADJ;NOM;FEM;SG
jährlichen	ετήσιος	jährlich	ετήσιος	ADJ	ADJ;NOM;MASC;SG
überleben	επιβιώνουν	überleben	επιβιώνω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
überleben	επιβιώσει	überleben	επιβιώνω	V;NFIN	V;PFV;NFIN;ACT
überleben	επέζησε	überleben	επιζώ	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
überleben	επιβίωσε	überleben	επιβιώνω	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
stimmung	δονήσεις	stimmung	δόνηση	N	N;NOM;FEM;PL
stimmung	διάθεση	stimmung	διάθεση	N	N;ACC;FEM;SG
anpassung	προσαρμογή	anpassung	προσαρμογή	N;NOM;FEM;SG	N;NOM;FEM;SG
anpassung	προσαρμογή	anpassung	προσαρμογή	N;NOM;FEM;SG	N;NOM;FEM;SG
flach	ρηχή	flach	ρηχή	ADJ	ADJ;NOM;FEM;SG
schwedisch	σουηδός	schwedisch	σουηδός	ADJ	ADJ;NOM;MASC;SG
schwedisch	σουηδική	schwedisch	σουηδικός	ADJ	ADJ;NOM;FEM;SG
schwedisch	σουηδικό	schwedisch	σουηδικός	ADJ	ADJ;NOM;NEUT;SG
kostenlos	ελεύθερος	kostenlos	ελεύθερος	ADJ	ADJ;NOM;MASC;SG
kostenlos	ελεύθερη	kostenlos	ελεύθερος	ADJ	ADJ;NOM;FEM;SG
prototyp	πρωτότυπο	prototyp	πρωτότυπο	N	N;NOM;NEUT;SG
unterzeichnete	υπογεγραμμένο	unterzeichnen	υπογεγράμμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
unterzeichnete	υπογεγραμμένη	unterzeichnen	υπογεγράμμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
unterzeichnete	υπέγραψε	unterzeichnen	υπογράφω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
unterzeichnete	υπεγράφη	unterzeichnen	υπεγράφη	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
effekte	επιπτώσεις	effekt	επίπτωση	N;NOM;PL	N;NOM;FEM;PL
effekte	επιδράσεις	effekt	επίδραση	N;NOM;PL	N;NOM;FEM;PL
versenkt	βυθίστηκε	versenken	βυθίζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
versenkt	βούλιαξε	versenken	βουλιάζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
versenkt	βυθίστηκε	versenken	βυθίζω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
bekämpfung	μαχη	bekämpfung	μαχη	N;SG	N;ACC;FEM;SG
bekämpfung	μάχη	bekämpfung	μάχη	N;SG	N;ACC;FEM;SG
stetig	σταθερό	stetig	σταθερός	ADJ	ADJ;NOM;NEUT;SG
stetig	σταθερή	stetig	σταθερός	ADJ	ADJ;NOM;FEM;SG
stetig	σταθερός	stetig	σταθερός	ADJ	ADJ;NOM;MASC;SG
kontinuierlich	συνεχείς	kontinuierlich	συνεχής	ADJ	ADJ;NOM;FEM;PL
kontinuierlich	συνεχές	kontinuierlich	συνεχής	ADJ	ADJ;NOM;NEUT;SG
kontinuierlich	συνεχόμενη	kontinuierlich	συνεχόμενος	ADJ	ADJ;NOM;FEM;SG
kontinuierlich	συνεχής	kontinuierlich	συνεχής	ADJ	ADJ;NOM;FEM;SG
kontinuierlich	συνεχή	kontinuierlich	συνεχής	ADJ	ADJ;NOM;FEM;SG
gleise	εξέδρες	gleis	εξέδρος	N	N;NOM;FEM;PL
gleise	ίχνη	gleis	ίχνος	N	N;NOM;NEUT;PL
gleise	ράγες	gleis	ράγη	N	N;NOM;FEM;PL
erobert	κατέκτησε	erobern	κατακτώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
erobert	κατακτά	erobern	κατακτό	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
erobert	κατακτήσει	erobern	κατακτώ	V;V.PTCP	V;PFV;NFIN;ACT
verwundet	πληγωμένος	verwunden	πληγωμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
verwundet	πληγωμένη	verwunden	πληγώνω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
verwundet	τραυματισμένος	verwunden	τραυματισμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
malte	βαμμένη	malen	βάμμενος	V;IND;SG;3;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
malte	ζωγράφισε	malen	ζωγραφίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
lateinisch	λατινική	lateinisch	λατινικός	ADJ	ADJ;NOM;FEM;SG
betreuung	στήριξη	betreuung	στήριξη	N;SG	N;ACC;FEM;SG
betreuung	υποστήριξη	betreuung	υποστήριξη	N;SG	N;ACC;FEM;SG
betreuung	επίβλεψη	betreuung	επίβλεψη	N;SG	N;ACC;FEM;SG
betreuung	επιτήρηση	betreuung	επιτήρηση	N;SG	N;NOM;FEM;SG
betreuung	εποπτεία	betreuung	εποπτεία	N;SG	N;NOM;FEM;SG
betreuung	φροντίδα	betreuung	φροντίδα	N;SG	N;NOM;FEM;SG
wohnsitz	ειδικευόμενος	wohnsitz	ειδικευόμενος	ADJ	ADJ;NOM;MASC;SG
studiert	σπούδασε	studieren	σπούδασσω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
studiert	μελετήσει	studieren	μελετώ	V;V.PTCP	V;PFV;NFIN;ACT
illustrationen	απεικονίσεις	illustrationen	απεικόνιση	N;NOM;FEM;PL	N;NOM;FEM;PL
illustrationen	εικονογραφήσεις	illustrationen	εικονογράφηση	N;NOM;FEM;PL	N;NOM;FEM;PL
richtungen	κατευθύνσεις	richtung	κατεύθυνση	N;NOM;FEM;PL	N;NOM;FEM;PL
vorgeschichte	ιστορικό	vorgeschicht	ιστορικός	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
schmalen	στενή	schmal	στενός	ADJ	ADJ;NOM;FEM;SG
stausee	φράγμα	stausen	φράγμα	N;SG	N;NOM;NEUT;SG
stausee	λίμνη	stausen	λίμνη	N;SG	N;NOM;FEM;SG
stausee	δεξαμενή	stausen	δεξαμενή	N;SG	N;NOM;FEM;SG
hochladen	ανεβάζω	hochladen	ανεβάζω	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
hochladen	ανεβαίνει	hochladen	ανεβαίνω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
hochladen	ανεβάστε	hochladen	αναβάζω	V;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
begangen	δεσμεύτηκε	begehen	δεσμεύω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
begangen	διαπράξει	begehen	διαπράττω	V;V.PTCP	V;PFV;NFIN;ACT
ansätze	προσεγγίσεις	ansätzen	προσέγγιση	N;NOM;MASC;PL	N;NOM;FEM;PL
wirft	κατηγορεί	werfen	κατηγορώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wirft	εγείρει	werfen	εγείρω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wirft	ρίχνει	werfen	ρίχνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fühlt	νιώθει	fühlen	νιώθω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fühlt	αισθάνεται	fühlen	αισθάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
gerettet	αποθηκευμένα	retten	αποθηκεύω	V;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
gerettet	αποθηκεύτηκε	retten	αποθηκώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gerettet	σώθηκε	retten	σώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
gerettet	έσωσε	retten	σώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gerettet	αποθηκευμένες	retten	αποθηκεύω	V;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
ignoriert	αγνοήστε	ignorieren	αγνόώ	V;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
ignoriert	αγνόησε	ignorieren	αγνοώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
ignoriert	αγνοήσω	ignorieren	αγνοώ	V;V.PTCP	V;PFV;IND;SG;1;FIN;ACT
ignoriert	αγνόησε	ignorieren	αγνοώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
ignoriert	αγνοεί	ignorieren	αγνούμαι	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
überwachung	επίβλεψη	überwachung	επίβλεψη	N;SG	N;ACC;FEM;SG
überwachung	εποπτεία	überwachung	εποπτεία	N;SG	N;NOM;FEM;SG
überwachung	παρακολούθησης	überwachung	παρακολούθηση	N;SG	N;GEN;FEM;SG
überwachung	παρακολούθηση	überwachung	παρακολούθηση	N;SG	N;ACC;FEM;SG
überwachung	παρακολούθηση	überwachung	παρακολούθηση	N;SG	N;ACC;FEM;SG
überwachung	οθόνη	überwachung	οθόνος	N;SG	N;NOM;FEM;SG
überwachung	επίβλεψη	überwachung	επίβλεψη	N;SG	N;ACC;FEM;SG
überwachung	επιτήρηση	überwachung	επιτήρηση	N;SG	N;NOM;FEM;SG
überwachung	εποπτεία	überwachung	εποπτεία	N;SG	N;NOM;FEM;SG
überwachung	παρακολούθηση	überwachung	παρακολούθηση	N;SG	N;ACC;FEM;SG
überwachung	επιτήρηση	überwachung	επιτήρηση	N;SG	N;NOM;FEM;SG
chinesisch	κινεζική	chinesisch	κινεζικός	ADJ	ADJ;NOM;FEM;SG
chinesisch	κινέζικο	chinesisch	κινέζικος	ADJ	ADJ;NOM;NEUT;SG
verlangen	απαιτούν	verlangen	απαιτώ	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
verlangen	απαιτεί	verlangen	απαιτώ	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
angemessen	κατάλληλο	angemessen	κατάλληλος	ADJ	ADJ;NOM;NEUT;SG
angemessen	κατάλληλη	angemessen	κατάλληλος	ADJ	ADJ;NOM;FEM;SG
angemessen	επαρκείς	angemessen	επαρκής	ADJ	ADJ;NOM;FEM;PL
angemessen	λογικός	angemessen	λογικός	ADJ	ADJ;NOM;MASC;SG
angemessen	λογικό	angemessen	λογικός	ADJ	ADJ;NOM;NEUT;SG
angemessen	λογικές	angemessen	λογικός	ADJ	ADJ;NOM;FEM;PL
angeben	προσδιορίζει	angeben	προσδιορίζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
dazwischen	ανάμεσα	dazwischen	ανάμεσα	ADV	ADV
theoretische	θεωρητικές	theoretisch	θεωρητικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;PL
gerichtet	σκηνοθέτησε	richten	σκηνοθετώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gerichtet	κριθεί	richten	κρίσκω	V;V.PTCP	V;PFV;NFIN;PASS
umwandlung	μετατροπής	umwandlung	μετατροπή	N;SG	N;GEN;FEM;SG
umwandlung	μετατροπή	umwandlung	μετατροπή	N;SG	N;ACC;FEM;SG
umwandlung	μεταμόρφωση	umwandlung	μεταμόρφωση	N;SG	N;NOM;FEM;SG
umwandlung	μεταμόρφωση	umwandlung	μεταμόρφωση	N;SG	N;NOM;FEM;SG
ansiedlung	διακανονισμού	ansiedlung	διακανονισμός	N;SG	N;GEN;MASC;SG
ansiedlung	διευθέτηση	ansiedlung	διευθέτηση	N;SG	N;ACC;FEM;SG
ansiedlung	διακανονισμός	ansiedlung	διακανονισμός	N;SG	N;NOM;MASC;SG
gestiftet	προικισμένη	stiften	προικίζω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
gestiftet	προικισμένος	stiften	προικισμένος	V;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bezahlt	πληρώνει	bezahlen	πληρώνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
